0.0022693+0.00058499i,0.0014454-0.00023284i,0.0012897-0.0028097i,-0.00016577-0.003026i,-0.002552-0.0019339i,-0.0030978-0.00013788i,-0.0019274+0.00083086i,0.00021947+0.0014309i,0.0011626+0.00080394i,0.0003191-0.0010821i,0.00014014-0.0010664i,-6.2032e-05+0.00047453i,-0.00021208+0.0018321i,-6.7127e-05+0.0020304i,-0.0002293+0.0016112i,0.00020457+0.0010023i,0.00034188+0.00056815i,0.00032301-0.00012438i,0.00092783-0.00021973i,0.0013477+2.8802e-05i,0.0016845-0.00011756i,0.0012444+1.7459e-05i,0.00018751+0.00018646i
0.001285-0.00021605i,0.0012489+0.0013948i,0.00063283+0.0043169i,0.0008802+0.0044474i,0.001211+0.0028386i,0.00010776+0.0015311i,-0.00044625+0.00016083i,0.000194-0.0013006i,0.0014838-0.0018016i,0.0018568-0.00062163i,0.001483+0.00023287i,0.0010104+0.00054507i,0.00066764+0.0004751i,0.00045939-0.00015808i,2.3581e-05-0.00012422i,0.00026245-0.00035849i,0.00069133-0.0017069i,0.00024342-0.0017699i,-0.0003582-0.0010491i,-0.00030215-0.00084029i,-0.00047848-0.0010993i,-0.0008162-0.0013652i,-0.00032125-0.001078i
0.0026184-0.00016687i,0.0031251+0.00011761i,0.0011207+0.00064282i,-0.00079626+0.0015451i,-0.0015039+0.0010199i,-0.0011784+0.0005994i,-0.00093079+0.0011205i,-0.00054353+0.00061703i,-5.3107e-05-0.00047742i,3.3061e-06-0.00064428i,-0.00017096-0.0001595i,-5.7232e-05+0.00034853i,0.00030559+0.00025498i,0.0003498-0.00063739i,0.0010617-0.001621i,0.0013237-0.0023074i,0.00092886-0.0015125i,0.0014725-0.000405i,0.0014954-0.00021574i,0.00081223+0.00030836i,0.00076801+0.0002092i,0.0004259-4.9135e-05i,-0.00036125+0.00055545i
0.0016974-0.00056142i,0.0023905-0.00098914i,0.0023719-0.001687i,0.00082971-0.0018423i,-0.00037867-0.00075014i,-0.0005357+1.8979e-05i,-0.000485-2.8851e-05i,-0.00087316+9.04e-05i,-0.0018547+0.00034941i,-0.0025234+0.00040976i,-0.001181-0.00024083i,-0.00025149-0.00015335i,-0.00011309+0.00032498i,-9.2972e-05-0.00017571i,0.00030808-0.00071439i,0.0013431-0.00058834i,0.0019117-0.00014104i,0.0014663+0.00073885i,0.00065862+0.0012272i,8.4876e-05+0.001267i,-5.4107e-05+0.0008366i,-0.00034592+3.9767e-06i,-0.00076158-2.1759e-05i
-0.0017056+0.0020267i,-0.0025568+0.0041393i,-0.0012457+0.004891i,0.00010759+0.0030127i,0.00026487+0.00082868i,0.00016992-6.1884e-06i,3.6587e-05-0.0006628i,0.00041131-0.0016911i,0.0012999-0.0019394i,0.0019826-0.00091353i,0.00071804-0.00044933i,-0.00065351-0.00043396i,7.508e-05+0.00016434i,0.0021038+0.00013974i,0.0032947+0.00031876i,0.0030877+0.00074627i,0.0022664+0.00094369i,0.0008326+0.00088275i,0.00033763-4.4856e-05i,0.00036515-0.00041733i,0.00039529-0.00077521i,0.00053257-0.00053897i,0.00054607+1.4108e-05i
-0.0041424+0.0022571i,-0.0049316+0.0029147i,-0.0040503+0.0029335i,-0.0022686+0.0018062i,-0.0016141+0.0011643i,-0.0013625+0.00033782i,-0.0017214+7.1049e-05i,-0.0020732-0.00032693i,-0.0019617-0.0016802i,-0.0016344-0.0024304i,-0.00087062-0.0020591i,-6.5826e-06-0.00096862i,0.0009662-0.00058432i,0.0022307-0.0007574i,0.0020675-1.2234e-05i,0.0010681+0.0010773i,0.00048369+0.001564i,4.4746e-05+0.00097034i,-0.0003329+0.00049948i,-0.0004435+0.00065028i,-0.00042577+0.0010991i,0.00036544+0.0018927i,0.00078851+0.0012464i
-0.0027769-0.0059418i,-0.0037599-0.0071882i,-0.0037967-0.006066i,-0.0027626-0.0027055i,-0.0017228+0.00028558i,0.00034164+0.0019366i,0.0015835+0.0017915i,0.0010891+0.00081765i,-0.00083011-0.00012606i,-0.0022959-0.00084221i,-0.0016229-0.0012492i,-0.00053363-0.00072773i,-4.7691e-05+0.00093558i,0.00045773+0.0023249i,0.0005292+0.003949i,-5.5632e-05+0.0044186i,-0.00081169+0.003167i,-0.0014727+0.0018623i,-0.00051822+0.0010069i,0.0010138+0.0010751i,0.0014546+0.0010858i,0.0010364+0.00026335i,0.00034366-0.00039568i
0.00035179-0.0033833i,-0.00074741-0.0037478i,-0.00097233-0.0021041i,-0.00032479-0.0011789i,-0.0013476-0.0012482i,-0.0030884-0.00066489i,-0.00261-0.00084135i,-0.0015789-0.0018802i,0.00019118-0.0017099i,0.0014369-0.00060149i,0.00080714-0.0001787i,-0.00017689+0.00028141i,-0.00027563+0.0011983i,0.00072643+0.0026293i,0.00081206+0.003686i,-0.00060842+0.0029126i,-0.0013702+0.00098174i,-0.0010313-0.00062704i,-0.00050439-0.0012662i,-0.000555-0.0009638i,-0.00014507-0.00040578i,-4.1314e-05+0.00044754i,-6.9394e-05+0.00027627i
0.0034609-0.0038669i,0.0037415-0.003419i,0.0025465-0.002386i,0.0011592-0.0013445i,-0.00038751-0.00012907i,-0.0018198+0.00078532i,-0.001178+0.0012238i,-5.7809e-05+0.0002459i,0.00050703-0.0014793i,0.00090811-0.0013108i,0.00057936-0.00024644i,0.00036724+0.00017845i,0.00035178+0.00066264i,-0.00032736+0.0013263i,-0.00082152+0.0013283i,-0.0013783-2.3965e-07i,-0.0011048-0.0017477i,-0.00092886-0.0019281i,-0.00031375-0.0012151i,6.6864e-05-0.00045357i,-0.00029123+0.00012009i,0.00029402+7.7707e-05i,0.00027638+0.00046479i
0.00072598-0.0010251i,0.00082121-0.0012697i,-0.00024696-0.0014293i,-0.00085741-0.0014318i,0.00050352+0.00028385i,0.0016634+0.0019445i,0.0012589+0.0017676i,0.00013005+0.00094738i,-0.0013301+0.00020429i,-0.0013826-0.00038998i,-0.00012656+6.4776e-05i,0.000449+0.00059292i,-0.00012509+0.00016323i,-0.0014954-0.00022553i,-0.0028356-0.0004443i,-0.003136-0.0013358i,-0.0022852-0.0016549i,-0.00098288-0.00054332i,-6.2402e-05+0.00021338i,-0.00030527+0.0006803i,-0.00040122+0.00023835i,-0.00051878-0.00033845i,-0.00058068-0.00062535i
0.0021904+0.0030266i,0.0031455+0.0039065i,0.0032474+0.003278i,0.002661+0.0014879i,0.00083633-0.00015967i,-0.001255-0.00053866i,-0.00124-0.00083322i,0.0002301-0.0012346i,0.00095578-0.0013744i,0.00070567+1.5555e-05i,0.0005443+0.0016292i,-0.00010057+0.0014304i,-0.0013637+0.0015186i,-0.0024325+0.0013894i,-0.0026585+0.00024261i,-0.0022843-0.00099215i,-0.00011193-0.001608i,0.0020061-0.0010717i,0.0027263-0.00055998i,0.0019621-0.00026478i,0.00054511+0.00026306i,2.9094e-05+0.00036512i,-0.00074705+0.00067816i
-0.0026994+0.00084356i,-0.0032308+0.0014728i,-0.003303+0.0016832i,-0.0013809+0.00207i,-0.00076515+0.0021341i,-0.0015899+0.001507i,-0.0014056+0.00033333i,0.00032322-0.0013081i,0.0011885-0.0012273i,0.0014056+0.00079072i,0.0017671+0.0022925i,0.0011799+0.0019387i,-0.00012252+0.00038743i,9.2728e-05-0.0014908i,0.0015166-0.0026526i,0.0019321-0.0024683i,0.0020063-0.0021115i,0.0020982-0.0012484i,0.0012192+0.0005757i,0.00094346+0.0011828i,0.0011055+0.00037726i,0.00066796+0.00015416i,0.00073804+0.00088025i
-0.0024072-0.0031687i,-0.0034392-0.0046982i,-0.0029222-0.0045035i,-0.0019873-0.0021138i,-0.0014876+1.8505e-05i,-0.00078635+0.00073975i,-0.00074367+0.00077679i,-0.0013765-0.00014932i,-0.0022011-0.00077537i,-0.0022929-0.00054071i,-0.002209-0.00057565i,-0.0021686-0.00086097i,-0.0013554-0.0014019i,-0.00024301-0.0015093i,0.00065247-0.0012554i,0.0016595-0.00090098i,0.0022648-0.00018383i,0.0024865+0.00067059i,0.0023036+0.0011157i,0.0012119+0.0008544i,0.00074578+0.00086609i,0.00046487+0.00095218i,0.00041608+0.00016129i
-0.0037546-0.0025993i,-0.0039277-0.00065001i,-0.0013781+0.0015921i,-0.00019868+0.0019038i,-0.0014575+0.00095454i,-0.0010463+0.00065515i,0.001054+0.0011626i,0.0013194+0.00080262i,-4.3055e-05+0.001033i,-0.0012813+0.0015569i,-0.0012255+0.0012299i,-0.00080492+0.00062571i,-0.00054363-0.00028407i,0.0006413+0.00025755i,0.0025932+0.0014567i,0.0041215+0.0018183i,0.0038009+0.0020954i,0.0019362+0.0015996i,0.00035115+0.0011057i,0.00058379+0.0010746i,0.00058408+0.00055256i,-0.00014687-0.00024255i,0.00019455-0.00025817i
0.0024963-0.0027231i,0.0019238-0.0041039i,0.00032105-0.0020033i,-0.00068487+0.00029566i,-0.0011436+0.00034303i,-0.0017361-0.00069409i,-0.001021-0.00097999i,-0.0005404-0.0011095i,-0.00058093-0.00045914i,-0.00036354-0.00062268i,-0.00039857-0.0013281i,-0.00034107-0.001471i,0.00014589-0.00081397i,0.00041987-1.2244e-07i,0.001548+0.00088431i,0.0026615+0.001995i,0.0023397+0.0021682i,0.00065222+0.0022835i,-0.00085563+0.0018605i,-0.00071931+0.0011972i,-0.00053435+0.00076478i,-0.00012008+0.0006453i,0.00088736+0.0012148i
-0.0014419-0.0026632i,-0.0017473-0.0017065i,-0.0022807-0.00034334i,-0.0018781+0.00051753i,-0.00037781+0.00055568i,-6.4776e-05-0.00018873i,-0.00098177-0.0007677i,-0.0012727-0.0014777i,-0.0011975-0.0021777i,-0.0014797-0.002268i,-0.0013582-0.0027632i,6.543e-05-0.0020982i,0.0016205-0.00078027i,0.0014545-0.00031944i,0.00082159+0.00065699i,-0.00042388+0.0019153i,-0.0015472+0.0025502i,-0.0018334+0.0018918i,-0.0020236+0.00057909i,-0.0018649+0.00048849i,-0.00064852+0.0010794i,0.0010407+0.0010579i,0.0014394+0.0010134i
0.0046283-0.0022169i,0.0031355-0.0014813i,0.0011523-0.0017447i,-0.00032228-0.0021959i,-0.002129-0.0018954i,-0.002677-0.00025622i,-0.00084472+0.0017866i,0.00019471+0.0019333i,-0.00042525+0.00019547i,-0.0017408-0.0014862i,-0.0013459-0.0019413i,0.00028906-0.00095223i,0.0012907+0.0011587i,0.00089727+0.0034771i,-0.00060382+0.0045918i,-0.0014949+0.0045363i,-0.0019547+0.0037821i,-0.0016257+0.0025165i,-0.0010751+0.00044925i,-0.00063283-0.00064791i,-0.00075214-0.0009564i,-0.00086012-0.0011812i,-0.00045338-0.00048542i
0.0025261+0.00067612i,0.0029738-6.311e-05i,0.0027541+0.00077204i,0.0023703+0.0005115i,0.0020322-0.001278i,0.0015147-0.0019249i,0.0020014-0.001401i,0.0031109-0.0012079i,0.0036799-0.0014034i,0.0039157-0.0017539i,0.0040685-0.001025i,0.003498+2.5286e-05i,0.0016996+0.00071033i,-0.00011103+0.0010355i,-0.0019283+0.00056423i,-0.0037809+0.00023929i,-0.0044181-0.00014648i,-0.0037771-0.0008709i,-0.0032439-0.0014063i,-0.0013878-0.0014852i,0.00020609-0.00079432i,-0.00028487+0.00027462i,-0.00037104+0.0010717i
0.002626+0.0021462i,0.0017427+0.0016462i,0.00043586+0.00013607i,-9.9691e-05+0.0012293i,-0.00073002+0.0030486i,-0.0015223+0.0022042i,-0.0020684-0.0005474i,-0.0015154-0.0032486i,-0.00065645-0.0035192i,0.00026708-0.0023916i,0.00095001-0.00033432i,0.00063103+0.0012096i,0.00081496+0.0019922i,0.00029381+0.0020941i,-0.00093172+0.00061018i,-0.0019332-0.00084815i,-0.0024745-0.0016113i,-0.0014255-0.0014402i,-0.00047248-0.0011456i,9.1296e-05-0.0009713i,0.00026531-0.00026374i,0.00027864+0.00046483i,0.00051479+0.00083757i
-0.0066988+0.0018254i,-0.0082495+0.0023638i,-0.0046835+0.0023901i,-0.0008074+0.0007694i,-0.00023473+8.1243e-05i,-0.0014175+0.0018858i,-0.0021201+0.00412i,-0.0018713+0.0044798i,-0.0013751+0.0037516i,-0.00056969+0.003208i,0.00030825+0.0028743i,-0.00026282+0.0023717i,-0.0010243+0.0014296i,-0.00083408+0.00088681i,-0.00053671-0.00041551i,-0.0006201-0.0022902i,-9.4294e-05-0.0027237i,0.00063526-0.0024023i,0.0011848-0.0017153i,0.0017562-0.001221i,0.001777-0.0011108i,0.0007692-0.0012692i,-0.0012271-0.00097932i
0.0005261-0.0084327i,0.0002507-0.0084606i,-0.001348-0.0042621i,-0.00092156+0.0007463i,-4.3074e-05+0.0022827i,-0.00017736+0.00041965i,0.0013887-0.00018753i,0.0033316+0.0011756i,0.0042184+0.0020613i,0.0031145+0.0028837i,0.001433+0.0026213i,-0.00078842+0.0014937i,-0.0023334+0.0010685i,-0.00056718-0.00020557i,0.0011467-0.0026103i,0.0014575-0.004065i,0.0016395-0.0039183i,0.001787-0.0029523i,0.00095418-0.0016954i,-0.00044424-0.00050147i,-0.00031201+0.00032948i,1.2128e-05+0.00091638i,-0.00029427+0.0012784i
0.0020231+0.0022716i,0.0036489+0.00076441i,0.0020851-0.0016622i,-0.0018705-0.002459i,-0.0048338-0.0011595i,-0.0048431-0.00095897i,-0.0026507-0.0025306i,-0.0016393-0.0041419i,-0.0026243-0.0038001i,-0.0030119-0.0012432i,-0.0024165+0.00031762i,-0.0019987+6.3986e-05i,-0.0016715-0.00075246i,-0.00043498+0.00011374i,0.0013764+0.00072653i,0.002913-0.00077733i,0.0034268-0.0015702i,0.0023785-0.0010047i,0.0015411+0.00044239i,0.0016482+0.00081005i,0.00093145+0.00020957i,0.00027235+5.2262e-05i,0.00052012-0.00018344i
-0.004357-0.0065203i,-0.0044112-0.0050706i,-0.0028274-0.0021998i,-0.0023965-0.0013169i,-0.0029476-0.0015043i,-0.0040688-0.00098641i,-0.0043581-0.00057963i,-0.0046551-0.00076268i,-0.0053871+0.00020073i,-0.0059419+0.0011965i,-0.0055034+0.00078422i,-0.0040999-0.00095772i,-0.0021633-0.0019135i,-0.00045534-0.00022717i,0.0013422+0.0016088i,0.0037838+0.0020772i,0.0040816+0.001943i,0.003625+0.0017333i,0.0031389+0.0019888i,0.0018864+0.0020705i,0.00051953+0.0013743i,-0.00031061+0.00062103i,-0.00026837-0.00022329i
0.0070597-5.154e-05i,0.0062024-0.0018098i,0.0031083-0.0017113i,0.0017024-0.00030008i,0.0022451-0.0017213i,0.0015472-0.0026712i,0.0019023-0.00014175i,0.002609+0.0025462i,0.0017436+0.0024527i,-3.4387e-05+0.0007783i,-0.0012236-0.00068601i,-0.00053369-0.0013132i,-0.00018973-0.0012521i,-0.000491-0.00032868i,0.00051642+0.0011284i,0.0021848+0.0030357i,0.0026005+0.0040046i,0.0013808+0.0024784i,-0.00076113+0.0015193i,-0.0016538+0.0014242i,-0.0013945+0.0012695i,-0.0013721+0.00072485i,-0.00095748-0.00022735i
-0.0028421+0.0063567i,0.00025621+0.0077709i,0.0034665+0.0049844i,0.002201+0.00041221i,0.00052897-0.0017769i,0.002562-0.0032107i,0.0045724-0.0047825i,0.0046132-0.0057045i,0.0024164-0.0063378i,0.00072037-0.0066232i,0.0010672-0.0060007i,0.0012018-0.0039988i,0.0008311-0.0018999i,0.0001658-0.00047436i,-0.00085349+0.0016213i,-0.00079856+0.0041861i,-0.00026516+0.005207i,-0.0010222+0.003855i,-0.0017674+0.0020184i,-0.0014855+0.00089024i,-0.00033379+0.00087438i,0.00014907+0.00073748i,0.00066046+0.00017287i
-0.0039666-0.0062119i,-0.0083831-0.0047052i,-0.0069863-0.002257i,-0.0025344-0.0010071i,-0.00085722-0.0004537i,-0.0018186-4.5606e-05i,-0.0029566-0.0011113i,-0.0025594-0.0030257i,-0.0021683-0.0043113i,-0.0013498-0.0045099i,-4.615e-05-0.0027051i,0.00094961-0.0018529i,0.001818-0.0012048i,0.0013813-0.00043915i,-0.00063452+0.0010416i,-0.0033491+0.003537i,-0.0038293+0.0038949i,-0.0023589+0.0024263i,-0.0011629+0.00053222i,-0.00062874-0.00048887i,0.00040616-0.00073761i,0.00089047-0.00071331i,0.00058542-0.00040148i
0.0018728-0.0033381i,0.0019837-0.0068609i,0.0018383-0.0051825i,0.0019397-0.00087085i,0.0031828+0.0020404i,0.0033035+0.0034041i,0.0014076+0.0046098i,0.00024056+0.0049387i,0.001547+0.0045933i,0.0038314+0.0033931i,0.0038724+0.0024042i,0.0018642+0.0020566i,0.0010606+0.001758i,0.0003308+0.0022161i,-0.0012745+0.0015278i,-0.0029883+0.00080281i,-0.004484+0.00089504i,-0.0037029+0.00010696i,-0.00149-0.001951i,-0.00046801-0.002887i,-0.00023252-0.0013672i,-0.00022017-1.1938e-06i,-0.00036919+0.00071064i
-0.0019234-0.007283i,-0.0020473-0.0051823i,-0.0019304-0.00266i,-0.0027584-0.0018223i,-0.0027036-0.00051935i,-0.0010146+0.0022826i,0.002226+0.0034049i,0.0050396+0.0016188i,0.0057448+0.00020396i,0.0052873+0.00039536i,0.0047373+0.00229i,0.0036536+0.0040527i,0.0029131+0.0041007i,0.0019214+0.0036172i,-0.0005287+0.0016111i,-0.0031331-0.0012137i,-0.003806-0.001731i,-0.0024675-0.00066718i,-0.00053519-0.00063339i,0.00055232-0.00081425i,0.00034234+0.00016727i,0.00081916+0.0015026i,0.00094026+0.0010947i
0.0077226-0.0013708i,0.004995-0.0017371i,0.0028801-0.00072479i,0.00090422+0.0009265i,-0.0026776+0.00093254i,-0.0070901-0.00065346i,-0.007605-0.002067i,-0.0044973-0.0034617i,-0.0019525-0.0025069i,-0.0012426+0.00020552i,-0.0013902+0.00093115i,-0.00094159+0.00091064i,-0.00087176+0.00090864i,-0.0010735+0.00034824i,-0.0011919-0.00066971i,-0.0022254-0.0023938i,-0.002626-0.0032511i,-0.0016769-0.0021475i,-8.4503e-05-0.0005369i,0.0013954+2.0121e-05i,0.001214+0.00076939i,0.00026775+0.00075634i,-0.00014977+7.228e-05i
0.0029839-0.00048787i,0.003403-0.0022844i,0.0024164-0.0019943i,0.0010968+0.00063017i,-0.00066791+0.0018758i,-0.0030203+0.0020051i,-0.0049214+0.0018065i,-0.0058236+0.0016164i,-0.0060004+0.0028192i,-0.0048632+0.0046198i,-0.0031967+0.0046835i,-0.0032549+0.0037178i,-0.0039631+0.0033167i,-0.0019323+0.0027713i,0.00081178+0.0010441i,0.001491-0.0015912i,0.0012317-0.0032454i,0.00091289-0.0025852i,0.0016389-0.0009886i,0.0022923-0.00020925i,0.0020609-1.465e-05i,0.00082764+0.00021376i,-0.00079734+0.00028724i
0.0063533-0.0005238i,0.0053459-0.00021019i,0.0025297+0.00020312i,0.0011533-0.0013672i,0.0005032-0.0020666i,-0.001132-0.0019534i,-0.00059275+0.00019353i,0.0011704+0.0026622i,0.0012427+0.0020878i,-0.00024022+0.00083579i,-0.0016676+0.0001635i,-0.0030789+0.00065271i,-0.003619+0.001505i,-0.0024815+0.0013729i,-0.0005291+0.0010614i,0.0018043-0.00024462i,0.0030933-0.0019206i,0.0023963-0.0012224i,0.0015965+0.00091898i,0.001815+0.0021868i,0.00095415+0.0018i,0.00046759+0.0011164i,0.00080319+0.0014161i
-3.1384e-05+0.0093168i,-0.0013968+0.0064697i,-0.0019279+0.002011i,-0.0025913+0.00016159i,-0.004022-0.0024176i,-0.0034918-0.0059411i,-3.7039e-06-0.0077433i,0.0024424-0.007587i,0.00048491-0.0068148i,-0.0031513-0.006017i,-0.0037216-0.0045811i,-0.0022816-0.0032335i,-0.0020597-0.0030791i,-0.0014784-0.0012778i,0.00077614+0.0015848i,0.0026862+0.0014081i,0.003884+0.00024363i,0.0034975+0.0009262i,0.00097535+0.0013533i,-0.00041965+0.00015524i,0.00033232-0.00013066i,0.00049322+0.00011976i,0.00013184-2.7274e-05i
-0.0046975+0.00093346i,0.00025112-0.00030614i,0.0044721-0.00059886i,0.004681-0.00062031i,0.0041276-0.0013377i,0.0032444-0.0046124i,0.00068806-0.006808i,-0.0014547-0.0065525i,-0.0022232-0.0048316i,-0.0020153-0.003455i,-0.0018339-0.003983i,-0.0019445-0.0052657i,-0.0022076-0.0049954i,-0.0025711-0.0031354i,-0.0018152-0.0010841i,0.0012178+0.0010133i,0.00317+0.0029347i,0.0021853+0.0029779i,3.6569e-05+0.0021779i,-0.00041572+0.0012615i,5.6269e-05+0.00061033i,5.4607e-05+2.6749e-05i,-9.1349e-05-0.00064976i
0.00023084-0.0020328i,-0.0021766-0.00074974i,-0.0034568-0.00010059i,-0.0015276-4.86e-05i,0.0019494-0.00023821i,0.0037637+0.0015508i,0.0034035+0.0038636i,0.0028747+0.0045539i,0.0033877+0.0029678i,0.0042298-0.00017846i,0.0035093-0.0020232i,0.001229-0.0024707i,-0.00055391-0.0019356i,-0.001551-0.00058435i,-0.0015558+0.0011457i,-0.00036237+0.0025717i,0.0014734+0.0030817i,0.0016388+0.0027948i,-0.00051768+0.0015138i,-0.0013244+7.9231e-05i,-0.00015293+1.7104e-05i,0.0008074+0.00043365i,0.001243+0.00017767i
-0.0014504-0.0026953i,-0.00069449-0.0033463i,4.5816e-05-0.0039284i,0.00040196-0.0042613i,0.0030229-0.0041414i,0.0067998-0.0022866i,0.0093658+0.00031121i,0.0099061+0.00010657i,0.0075758-0.0014589i,0.0047065-0.0022669i,0.0029808-0.0015452i,0.0031668-0.00026714i,0.0029593-8.8976e-06i,0.00049729-0.00039029i,-0.001189-0.00036665i,-0.0013129+0.0013125i,-0.0014693+0.0026405i,-0.00097185+0.0021772i,-0.0015833+0.00057161i,-0.0020771-0.00043138i,-0.00099177-0.00057606i,0.00024394-0.00014268i,0.00074359-0.00055249i
0.0047629+0.00030116i,0.0062607+0.0012757i,0.0079503+0.00090821i,0.0058069+0.0011261i,0.00060759+0.0028479i,-0.0040072+0.0041637i,-0.0046367+0.0022529i,-0.0022845-0.00034056i,-0.00096333-0.00017119i,-0.00047382+0.0016234i,0.00082795+0.0025805i,0.003341+0.00069518i,0.0039181-0.0012983i,0.0018933-0.001135i,-0.00042927+1.9592e-05i,-0.0020034+0.0023494i,-0.0027906+0.003837i,-0.0026132+0.0025473i,-0.0019913+0.00046383i,-0.00042811+7.9958e-05i,0.0010735+0.00048595i,0.0010386+0.00048487i,0.00097834+0.00049874i
-0.0019274+0.0030463i,-0.0035991+0.0027225i,-0.0020713+0.0036842i,0.001009+0.0026342i,0.0022934+0.00026372i,-0.0013178+0.00038217i,-0.006082+0.0023771i,-0.0072577+0.0045597i,-0.0036077+0.0059228i,0.0010732+0.0044534i,0.0020105+0.0020798i,0.0011942+0.0017494i,0.00068776+0.0015881i,0.00086839+0.00024995i,-6.2943e-05-0.0013697i,-0.002804-0.0021827i,-0.0043878-0.0017663i,-0.0028721-0.0012456i,-0.00038087-0.00098503i,0.00062385-0.00060758i,0.00059166-0.00019081i,0.00073702-0.00038411i,0.00065954-0.00012211i
-0.017111-0.027397i,-0.026147-0.020099i,-0.03517-0.00406i,-0.02475+0.011442i,-0.0097582+0.022646i,0.0037794+0.021974i,0.007178+0.012254i,0.0039616+0.0048979i,-0.00094043+0.0019479i,-0.0044435+0.0057856i,-0.0019596+0.0086891i,0.0028943+0.0068764i,0.0087256+0.0048716i,0.015406+0.0040347i,0.016766+0.0026588i,0.0089461+0.00050468i,-0.00024061-0.0014668i,-0.0025608-0.0031882i,-0.0010115-0.0049571i,-0.001458-0.0055761i,-0.0039112-0.0036267i,-0.0046032-0.00039574i,-0.0026564+0.0021748i
4.3513e-05+0.0064861i,-0.00076192+0.0067024i,-0.0023222+0.0044647i,-0.0044672+0.0031965i,-0.0079865+0.005046i,-0.008357+0.0046906i,-0.0052641-0.00015779i,-0.0027394-0.0048547i,-0.0037296-0.0058175i,-0.0056427-0.0023633i,-0.0043251+0.00024677i,-0.0017584+0.00037843i,-8.9348e-05+0.0015386i,0.0008431+0.0033832i,0.00020255+0.0028023i,-0.0007028-0.00010672i,-0.00077848-0.0025615i,-5.6764e-05-0.0017575i,0.00038176+0.00089898i,0.00065614+0.0016402i,0.0012167+0.0015715i,0.0016876+0.0012335i,0.0012223+0.0015971i
-0.0060937-0.0089182i,-0.0078008-0.0078006i,-0.0069313-0.0037814i,-0.0059267-6.7505e-06i,-0.0082989-0.00010754i,-0.011138-0.0023133i,-0.010273-0.0048027i,-0.007703-0.0057294i,-0.005679-0.0042967i,-0.0032174-0.0023621i,-0.00095319-0.001591i,-0.0013839-0.0013152i,-0.0020289+0.00018458i,0.00018323+0.0013651i,0.0025115+0.00026884i,0.0021033-0.0021857i,0.0012022-0.0038269i,0.0012979-0.0029789i,0.0023171-0.0011626i,0.0023706-0.00049157i,0.0010055-8.3658e-05i,-0.00018162-0.00016077i,-0.00052251-0.00024972i
0.0041141-0.0053816i,0.0040519-0.0066392i,0.00089617-0.0053853i,-0.0025964-0.0031418i,-0.0031392-0.0026779i,-0.001052-0.0032139i,0.001629-0.0028749i,0.0027491-0.0014585i,0.002124-0.0016772i,0.001503-0.0042631i,-0.0008724-0.0050972i,-0.0029964-0.002553i,-0.0029179+0.00057733i,-0.0016386+0.001627i,9.4836e-06+0.00097027i,0.0014572-0.00084229i,0.0029516-0.0018463i,0.0022178-0.0010388i,0.00041897-5.8663e-05i,-0.00016962-0.00053154i,-0.0007354-0.00092408i,-0.001605-6.6883e-05i,-0.0015647+0.00018221i
-0.0014372-0.0046622i,-0.002028-0.0034388i,-0.0024136-0.0020283i,-0.0020153-0.0021944i,-2.4266e-05-0.004197i,0.0030458-0.0052279i,0.0067007-0.0041905i,0.008151-0.0046672i,0.0059671-0.0056042i,0.0032108-0.0036491i,0.002068-0.0010609i,0.0015977+7.7265e-05i,0.00084184+0.00045066i,0.00069021+0.0012531i,0.0016582+0.0020018i,0.0029373+0.0015359i,0.0028844+0.0010458i,0.0017378+0.00045364i,0.00050189+0.00051302i,-0.00054971+0.0014152i,-0.00048986+0.0018017i,-0.00024807+0.0011371i,-0.00011037+0.00035743i
0.0028739-0.0046021i,0.0027283-0.005056i,0.0034472-0.0035233i,0.0040059-0.0047489i,0.0057249-0.0069235i,0.0078855-0.0071536i,0.0083592-0.0064013i,0.0063408-0.0050616i,0.0033256-0.002408i,0.0030837+0.0007088i,0.0048508+0.00019638i,0.0037726-0.002426i,0.0010707-0.0026571i,0.00089275-0.00089804i,0.0022559+0.00064491i,0.0032093+0.0015703i,0.0034663+0.002069i,0.0020949+0.0020478i,0.00061924+0.0013415i,0.00035504+0.0010749i,0.0001952+7.4451e-05i,0.00029833-0.0007521i,0.00047538+1.7661e-05i
-0.0022821+0.0040212i,-0.0029362+0.0058214i,-0.003013+0.0062038i,0.00070469+0.0044489i,0.0056795+0.0025146i,0.0076826+0.0017742i,0.0050461+0.0031773i,0.0017504+0.0047963i,0.00086069+0.0052932i,0.0012603+0.0040029i,0.00089411+0.0018945i,0.0002248+0.00066036i,-0.00022994-0.0004421i,0.00030036-0.00056785i,0.0021474+0.00044273i,0.0027542+0.0020548i,0.0017923+0.0035819i,0.00062186+0.0028437i,-0.00022871+0.00092583i,-0.0012128-0.00031145i,-0.0021326+5.1131e-05i,-0.0014657+0.00032098i,-0.00060313-8.038e-05i
-0.0012297-0.0026478i,-0.0028204-0.0037311i,-0.0016975-0.0030817i,0.0014532+0.0011175i,0.0032766+0.0068181i,0.002731+0.011474i,0.0027716+0.01279i,0.0041554+0.010519i,0.0035226+0.0064812i,-3.6708e-05+0.00429i,-0.0020661+0.0049466i,-1.424e-05+0.005263i,0.001849+0.0033587i,0.00087673+0.0024662i,-0.00015136+0.0038909i,-5.4717e-05+0.0054992i,8.6194e-05+0.0050127i,-0.00051433+0.0028531i,-0.00054991+0.00049538i,2.8614e-05-0.00015023i,0.00013517-0.00015684i,-0.00059025+0.00021773i,-0.0010731+0.0009858i
