0.0022693+0.00058499i,0.0014454-0.00023284i,0.0012897-0.0028097i,-0.00016577-0.003026i,-0.002552-0.0019339i,-0.0030978-0.00013788i,-0.0019274+0.00083086i,0.00021947+0.0014309i,0.0011626+0.00080394i,0.0003191-0.0010821i,0.00014014-0.0010664i,-6.2032e-05+0.00047453i,-0.00021208+0.0018321i,-6.7127e-05+0.0020304i,-0.0002293+0.0016112i,0.00020457+0.0010023i,0.00034188+0.00056815i,0.00032301-0.00012438i,0.00092783-0.00021973i,0.0013477+2.8802e-05i,0.0016845-0.00011756i,0.0012444+1.7459e-05i,0.00018751+0.00018646i
0.0006821-0.0034645i,0.0015073-0.0037389i,0.0013047-0.0027301i,-0.00019914-0.0014479i,-0.0014348+0.00019701i,-0.0019767+0.00054477i,-0.00072076-0.00016851i,0.00061674-0.00069045i,7.6432e-05-0.00041846i,-0.00058858+0.0001335i,-0.00062256+0.00025473i,-0.0011482+0.0015999i,-0.0010382+0.0021004i,-0.00080107+0.00159i,-0.0012843+0.0014966i,-0.00061627+0.0013288i,-2.3239e-05+0.00037228i,0.00050861+0.00040565i,0.0007003+0.00081348i,0.00061143-0.00019768i,0.0010257-0.00067777i,0.00089543+0.00041087i,0.00037582+0.00094011i
-0.00046572+0.00032809i,0.00075229+2.5219e-05i,0.0018913+0.00021777i,0.0026622+0.00056497i,0.0019881+0.00042051i,0.00034562-0.00057618i,-0.00010045-0.00081307i,0.00015295-0.00090124i,0.00016677-0.00021524i,0.00043408+0.00093619i,0.00059259+0.00059036i,-0.00011832+0.00017296i,-0.00097217-0.00051346i,-0.0010024-0.0014693i,-0.00044126-0.0011244i,0.0001055-0.00016418i,-0.00014683+7.6714e-05i,-0.00019515-0.00051075i,0.00028329-0.00073772i,0.00055316-0.00066313i,0.00044042+7.2901e-05i,-0.00015702+0.0003712i,-0.00045628+0.00024249i
0.0018517-0.00094576i,0.0013744-0.00030383i,-0.00059277-0.00024961i,-0.0013947-0.00077752i,-0.001737-0.00078118i,-0.0015659-0.00041001i,-0.00063742-0.00010012i,-0.00070918+0.00018448i,-0.00041362-0.00060289i,-1.6427e-05-0.00065416i,-0.00084486-0.00068636i,-0.0017804-0.0007485i,-0.0018571-0.00057162i,-0.0012214-4.4948e-05i,-0.00068039+0.00097171i,-0.00039605+0.0013317i,8.5801e-05+0.0010385i,0.00061271+0.0011301i,0.001288+0.0013153i,0.00088482+0.00099644i,-0.00075339+0.00029019i,-0.00077376-9.0546e-05i,-0.00023372-2.3481e-05i
0.0024908-0.002268i,0.0029594-0.0028117i,0.0012031-0.0033495i,-0.00023464-0.0023416i,-0.00064814-0.00057488i,-0.0018304+0.00049773i,-0.0015235+0.000482i,-0.00016701-0.00035501i,-1.5032e-06-0.00085386i,-0.00030148-0.00063099i,-0.00088594-0.0010789i,-0.001848-0.0015035i,-0.0010248-1.612e-05i,0.00030388+0.00066498i,6.4415e-05+0.00028989i,-0.00034917+0.00042575i,-0.00010129+0.00068476i,0.00031662+0.00073684i,5.7096e-05+0.00083054i,-0.00031686+0.00081077i,0.00050166+0.00020907i,0.0013439-0.00011293i,0.00061682+0.00012766i
-0.00019747-6.7379e-05i,-0.00051555+8.9085e-06i,-0.00097496+0.00012535i,-1.2722e-05+0.00030288i,0.00076277+0.00056829i,0.00064499-0.0001272i,0.00042029-5.0519e-05i,0.00010686-0.00072298i,0.00023087-0.001152i,4.1368e-05-0.00070232i,6.6645e-05-0.00027757i,-5.1807e-05-0.00059943i,-0.00028593-0.0010349i,0.00053065-0.00050784i,0.00076059-0.00015143i,0.00022832+0.00041586i,4.5291e-05+0.00075497i,-0.00054809+7.8761e-05i,-0.00084888+3.7193e-05i,-0.00046135+0.00033229i,-5.4479e-05-0.00025854i,0.00032269-0.00046469i,0.00021494-0.00049034i
-0.0024377+0.0012058i,-0.0019222+0.00087898i,-0.0012916+0.0014737i,-0.00069662+0.0010981i,-0.00053074+0.00017541i,0.00020747-0.00025495i,0.00049317+1.1407e-06i,8.6116e-05-8.0368e-05i,-0.00018762-0.00060469i,0.00036772-0.00089421i,0.0013769-0.0012045i,0.0020658-0.0013372i,0.0015249-0.0016052i,0.00088936-0.0011462i,0.0011488+1.5666e-06i,0.00090076+7.8056e-05i,-0.00016133+0.00035596i,-0.0010862+0.00086937i,-0.0013928+0.0013998i,-0.00096923+0.0014171i,-0.00083387+0.00056207i,-0.00061099-0.00049388i,8.7184e-05-5.3689e-05i
0.0010967-0.00097303i,0.00091535-0.00075621i,0.00072626-0.00023125i,-0.00080438-0.00027715i,-0.0025476-4.2447e-06i,-0.0028454+0.0011667i,-0.0012433+0.0019586i,0.00016668+0.0013258i,0.0005268+0.00056545i,-0.00016648+0.00037251i,-0.00027156+0.00031442i,0.00099676+0.0010107i,0.0016311+0.0013846i,0.00049964+0.0013084i,-0.00069896+0.0010978i,-0.00036817+0.00080115i,-0.00016777-0.00016287i,-0.00022958-0.00057622i,-1.719e-05+0.00038985i,0.00071398+0.00060302i,0.0010818-0.00035975i,0.00068312-0.00088483i,0.00043323-0.00088661i
-0.00063021+0.0003581i,-0.0010087-0.00030835i,-0.00089297-0.00079512i,0.0005125-0.0011175i,0.0013548+0.00014602i,0.00059368+0.0014737i,-0.00019471+0.00073779i,0.00019494-0.0010901i,0.00064973-0.0010178i,0.00072043-0.00013415i,0.00093362+0.00044971i,0.0016172+0.0010319i,0.0019225+0.00095857i,0.0013415+0.00038308i,0.00040769-0.00030089i,-7.0517e-05-0.00093895i,-2.7193e-05-0.00062132i,-0.00066568-0.00019608i,-0.0013021-0.00080948i,-0.00044017-0.0010703i,0.00066889-0.00034473i,0.0010577+0.00013884i,0.0011422+2.6106e-05i
-0.0016862-0.003083i,-0.0020274-0.003555i,-0.0015284-0.0022631i,-0.00093583-0.001073i,-0.0016623-0.0011813i,-0.0022803-0.001096i,-0.0014276-0.00018039i,5.4539e-05-0.00033469i,0.00025402-0.00061715i,8.4247e-05-0.00041872i,0.00054458+0.00029786i,0.00087882+0.00095109i,0.00085693+0.001497i,0.00025504+0.0011252i,0.00039928+7.6109e-05i,0.00090342+0.00092305i,0.0006472+0.00090367i,-0.00032769-0.0002041i,-0.00027174-0.00067186i,0.0005873-0.00066702i,0.00040528-0.00040968i,0.00017816-0.00023143i,1.999e-05+0.00042296i
0.0013276-0.0022391i,0.001577-0.0018181i,0.00086655-4.6921e-05i,0.00023323+0.00077715i,-0.00053622+0.0011828i,-0.0015394+0.0012374i,-0.0015399+0.00072497i,-0.00063296+0.00036205i,0.00054515+0.00069811i,0.00081964+0.0013116i,0.00027979+0.0011306i,-0.00055943+0.00084147i,-0.00087633+0.00065987i,-0.00065675+9.4992e-06i,-0.00078845+0.00019189i,-0.00046657+0.00080469i,-0.00018043+0.00062877i,-6.1887e-05-0.00038318i,0.00076612-0.00015603i,0.00054339-0.00018594i,-0.00033384-0.0002144i,-0.00014967+0.00063466i,0.00061623+0.00043627i
0.0013703-0.0012631i,0.0021227-0.0012889i,0.0013208-0.001148i,-3.815e-06-0.00018685i,-0.0008937-0.00019052i,-0.0012929-0.00096599i,-0.00058919-0.0010306i,0.00023295-0.00082905i,0.00033568-0.00061597i,-0.00067041+8.5864e-05i,-0.0012737+0.00012013i,-0.00031807-0.00021272i,5.269e-05+5.9709e-05i,-0.00029297-0.00029892i,0.00051921-0.0002257i,0.0012845+0.00045129i,0.0013279+0.0011437i,0.00089841+0.0015579i,0.00047251+0.00071633i,0.00014969-1.6268e-05i,0.00033788+0.0005615i,0.0009567+0.00096263i,0.00085343+0.00044601i
-0.00012442+0.0025111i,0.0003454+0.0034745i,9.679e-05+0.0033919i,0.00091781+0.0018596i,0.00028834-0.000126i,-0.0012712-0.00066598i,-0.0014017-0.00040744i,-0.0015471-0.000578i,-0.0016397-0.00061155i,-0.0013313-0.00045062i,-0.0011158-0.00053825i,-0.0012961-0.00014904i,-0.00085802-0.00039365i,-0.00021194-0.0012577i,-0.0001204-0.00083989i,-0.00028802-0.00023225i,-0.00096773-0.00010034i,-0.00057408+0.00024685i,-0.00040057+0.00051091i,-0.00039285+0.00024848i,0.00012555+0.0002505i,-0.00018181+0.00091313i,-0.00056629+0.00075793i
0.0015835-0.0017265i,0.00072625-0.0013166i,-0.0017853-0.00046144i,-0.002499+0.00079356i,-0.0017295+0.0012014i,5.2379e-05+0.00074716i,0.0015604+0.00010077i,0.00089315-0.0003534i,0.00013661-0.00062282i,-0.00014452+0.00021084i,-0.00021453+0.00067801i,0.00014737+0.00025582i,0.00064847+0.00026803i,0.00058286+0.0012461i,0.00010112+0.0013984i,-0.00036565+0.00064151i,-1.1383e-05+0.00066107i,0.00027629+0.00078445i,0.00051862+0.0002849i,0.00042805-0.00029693i,-0.00062181+7.2196e-05i,-0.0011566+0.00049376i,-0.0008248+0.00071779i
-0.00063096-0.00097242i,-0.0011366-0.00027123i,-0.0003164-0.0005371i,0.00051614-0.00096063i,0.00044433-0.00063009i,-0.00026176-0.000445i,-0.00067651-0.00024011i,-0.00093263-0.00094101i,0.0002262-0.00125i,0.0012839-0.0010751i,0.0011801-0.0012004i,0.00085802-0.0009816i,0.00031427-0.0001386i,-0.00017152+0.00022676i,0.00018249-3.8581e-05i,0.00020284-0.00010791i,-0.00027955+0.00039246i,-0.00011373+0.00070179i,0.00026323+0.0010667i,-0.00044517+0.0007842i,-0.00090047+0.00028481i,-0.0005432-0.00015466i,-0.00062844-0.00022172i
-1.015e-05-0.0035697i,-0.00074105-0.0043086i,-0.0013163-0.0042964i,-0.0013712-0.003097i,-0.0013339-0.00044064i,-0.0013409+0.0016578i,-0.00058165+0.0014105i,-0.00046017+0.00016109i,-0.00071893-0.00039187i,-0.0004104-0.00041312i,0.00049727-0.00015212i,0.0013628+0.00023453i,0.00090516+0.00036801i,0.00030905+0.00066435i,-1.5281e-05+0.00086693i,0.00035353+0.00093379i,0.00061142+0.00053984i,0.00042781-0.00025333i,0.00074652-0.00034468i,0.00078429-0.00022226i,0.00045578-0.00046536i,-5.7765e-05-0.000687i,-0.00095059-0.00084373i
-0.0010024+0.00025219i,-0.0003677+0.0011815i,-0.00011366+0.0015021i,1.6754e-05+0.0010515i,5.0865e-05+0.00093149i,-0.0006713+0.0004135i,-0.0010847-0.00076671i,-0.00075995-0.0012031i,-0.0011152-0.00025747i,-0.00090708+0.00048535i,0.00098585+0.00043867i,0.0019193+0.00010939i,0.0014449-0.00038346i,0.00074294+0.00015045i,0.00030894+0.0010565i,-9.8576e-05+0.00029185i,-7.8777e-05-0.00034092i,-0.00042016-4.645e-05i,-0.00043245-0.0003175i,-0.00012399-0.00043921i,-0.00029506-0.00025992i,1.7481e-05-0.0002039i,0.00043523+0.00032685i
0.0016066-0.0015305i,0.00048223-0.002713i,0.00090639-0.0024284i,0.00091703-0.0011221i,-0.00015475-0.00055319i,-0.0018284+0.00019475i,-0.0018482+0.00097618i,-0.00048977+0.0006848i,0.0002253-0.00019899i,0.00055748-0.00038371i,0.00015558-7.9302e-06i,-0.00023857+0.00028978i,-0.00040182+0.0010039i,-0.0010304+0.0011896i,-0.0013199+0.0004788i,-0.00044939-6.9222e-05i,0.00060956-3.8551e-05i,0.00021491+0.00023824i,-0.00077331+0.0010972i,-5.1737e-05+0.0012712i,0.00096471+0.00025439i,0.0010777-0.00079532i,0.00055813-0.0011272i
0.00088-0.0024053i,-0.00039611-0.0020013i,-0.00076941-0.0011644i,-0.00077347-0.00064831i,-0.00040852-0.00060936i,-0.0005135-0.00020581i,-0.00090886+0.00014715i,-0.00086175-0.00031239i,-0.00033526-0.00061782i,-0.00024606+0.00012236i,-0.00047994+0.00052099i,-0.00049383+0.00073225i,-0.00048666+0.00048786i,-0.00051598-2.6001e-05i,-4.9563e-05+0.00021339i,0.00040577+0.00098546i,0.0002618+0.00087014i,-0.00022376-0.00032357i,0.00065032-0.00043006i,0.00097437+3.348e-05i,3.2443e-05-0.0004821i,-0.00040343-0.00078702i,-0.00014855-0.00077787i
-0.00033353-0.0012059i,0.00010156+0.00048488i,-0.001257+0.0010585i,-0.0028999+0.00067637i,-0.0028114+0.0017595i,-0.0014101+0.0026355i,-0.00049661+0.0010508i,-0.00013298-0.0010939i,-0.0009011-0.0018722i,-0.0018137-0.00077195i,-0.0016287+0.00049909i,-0.00087811+0.0013974i,0.000754+0.0017139i,0.0016441+0.0010111i,0.0014487+0.00059052i,0.00099988+0.00084288i,0.00028421+0.00070051i,-0.00057571+0.00031593i,-0.00052925+0.00038893i,-3.902e-06+0.00042363i,-0.00035348-3.4929e-05i,-0.00057247+0.00014281i,0.0002219+0.00060874i
0.0009686-0.001271i,-0.00093355-0.0003539i,-0.0019163-0.0011857i,-0.0021766-0.00083052i,-0.0019045-5.8263e-05i,-0.001565+0.00056346i,-0.0018458+0.0010278i,-0.0019252+0.00028466i,-0.0020944-0.00063346i,-0.0022291+0.00041743i,-0.0016174+0.00092963i,-0.0011236+0.00036481i,-0.00062368+0.00052701i,0.00041964+0.0012228i,0.0010358+0.0020013i,0.0011819+0.0013709i,0.0014092+2.355e-06i,0.0011335-0.00088779i,0.00025328-0.0005425i,7.6907e-05+0.00037739i,0.0007487+0.00011701i,0.00087303-0.00051392i,0.00038526-0.0010549i
-0.0038645-0.0021228i,-0.0033064-0.0016627i,-0.0016506+0.00043947i,0.00077405+0.0011596i,0.0012673+0.00068839i,0.00072405+0.00066622i,0.0005675+0.00036973i,0.00093128+0.00030072i,0.00060322+0.00044122i,-0.00023877-0.00045123i,-0.00070068-0.0010712i,-0.00085162-0.0010648i,-0.0001216+5.3728e-05i,0.0006754+0.00058691i,0.0012294+9.5813e-05i,0.00081617+0.00058683i,7.6494e-05+0.00060808i,0.00044198+0.0003464i,0.00037521+0.00048236i,0.00012792+4.8096e-05i,0.00048249-3.0817e-05i,0.00049529+0.00026004i,0.00054146+0.00060515i
-0.00016262-0.0011557i,-0.0011782+0.00015911i,-0.0020194-0.00019956i,-0.0025761-8.7219e-05i,-0.0025125-0.00011724i,-0.0016045+0.00069051i,0.00013373+0.00040886i,0.0010704-0.00092491i,0.00048237-0.001849i,-7.6838e-05-0.001602i,-0.00028082-0.00093568i,-5.1566e-05-0.00036015i,0.00031228+0.00044806i,0.00085432+0.0017999i,0.00047031+0.0025591i,0.00017465+0.0016959i,-0.00033822+0.0006579i,-0.00030571+0.00016311i,0.00084828+0.00031341i,0.000671+5.3249e-05i,4.2207e-05+0.00024794i,0.00047039+0.00085657i,0.00059946+0.0017011i
-0.00019822-0.0015369i,-0.0013279-0.0030848i,-0.0021827-0.0024928i,-0.0017969+8.9007e-05i,-0.0016663+0.0014067i,-0.0017866+0.0013964i,-0.0010596+0.0012526i,-0.00039218+0.00029368i,-0.00065106-0.00011278i,-0.00098278-0.00027743i,-0.00070838-0.00073419i,-8.0477e-05-0.001309i,0.00022153-0.00063201i,0.00025106+0.00033147i,0.00068008+0.0003071i,0.00047614+0.00039212i,0.000228+0.00023141i,0.00012043-0.00036925i,0.00024631-0.0005516i,0.0002539-0.00012719i,0.00019108+0.00031519i,0.00017674+0.00060169i,-0.00038166+0.00060749i
8.6432e-05-0.0059518i,1.2314e-05-0.005826i,-1.0954e-05-0.0029548i,0.00054351+3.9866e-05i,0.0017229+0.00063376i,0.0018114-2.2762e-05i,0.0014232-0.00070241i,0.0015014-0.00044353i,0.0013262+0.00094565i,0.0011395+0.0012179i,0.0012472+2.1146e-05i,0.00137-0.00029306i,0.00086457+0.00047433i,0.00063576+0.0012433i,0.00074798+0.0010252i,0.00042639+0.00046228i,4.3804e-05+0.00065605i,-0.00024745+0.00069257i,-0.00020648+0.00073039i,-0.00067699+0.00033668i,-0.0010215-0.00018178i,-0.00091805+0.00030469i,-5.2263e-05+0.00059541i
0.00059374+0.0011801i,0.00092762+0.0015016i,0.0015583+0.0011122i,0.0011563+0.00058103i,-4.7096e-05+0.0002703i,-0.00088799-0.00042363i,-3.9043e-05-3.9839e-05i,0.00052655+0.00048042i,7.6233e-05+3.2107e-05i,-0.00021838+0.00025241i,-6.4883e-05+8.0451e-05i,0.00048756+0.00018374i,6.074e-05+0.00042525i,-0.00022841+0.00045738i,0.00025989+0.0008963i,0.0001098+0.00030259i,-0.00053866+0.00017185i,-0.00060452-8.5769e-05i,-0.00065778-0.00020882i,-0.00075+0.00044295i,-0.00083573+8.75e-05i,-0.00078772-5.7604e-05i,-0.00020929+0.00081978i
0.00044945-0.0018977i,0.00044819-0.0021038i,0.00038795-0.0015693i,0.00056723-0.0011739i,-0.0001746-0.00025383i,-0.00098916+0.00033587i,-0.00083845+0.00021145i,-0.00035538-0.00019025i,-0.0012739-0.0010048i,-0.0015841-0.00072026i,5.7601e-05+0.00052778i,0.0010464+0.00058876i,-0.00010453+0.00035645i,-0.00081914+0.00023742i,-9.2768e-05+5.7184e-05i,0.0010663-1.7015e-05i,0.0012551-9.9124e-05i,0.00084643-0.00089839i,-3.1486e-05-0.00096873i,-0.00047886-0.00061689i,-0.00029461+0.00011689i,-0.00021808+0.00031656i,-6.3487e-05+9.4983e-06i
0.00031997+3.4099e-05i,-0.00015608-0.001294i,0.00022743-0.0012695i,0.0010865-0.00024411i,0.0004837-0.00038445i,-0.00084258-0.00031538i,-0.0011335+0.00081545i,-0.0011943+0.00087873i,-0.001277+0.00028241i,-0.0013672+0.00017269i,-0.0010855+0.00083647i,-0.00061945+0.0011841i,-0.00051661+0.00083588i,-0.0015925-8.3333e-05i,-0.0025295-0.00062643i,-0.0018841+6.6548e-05i,-0.00026827+0.00047655i,0.00075649+0.00074788i,0.00077346+0.00089063i,0.0007153+0.00098259i,0.00094246+0.00020801i,0.00075815-0.00028315i,-0.00019591+0.0004184i
-0.0025699+0.0011071i,-0.0010646+0.0021779i,0.00068398+0.002867i,0.0013187+0.0018113i,0.00086794+0.00093512i,0.00047406+0.0012681i,0.00049665+0.0013542i,0.00085628-6.0967e-05i,0.00079544-0.00087078i,-0.0004179-0.00015152i,-0.0011709+0.00020247i,-0.00086228-0.00013177i,-0.00049594+4.4671e-05i,-0.0001861+0.00073682i,0.00036076+0.0010292i,0.0007107+0.0013607i,0.0011328+0.0018213i,0.0011193+0.00097189i,0.00048814+0.00041272i,0.00035701+0.00011392i,0.00052492-0.00037646i,0.00067833-0.0006386i,0.00019246-0.00045895i
0.00026148-0.002351i,-0.0019709-0.0027571i,-0.0047694-0.0021216i,-0.0035632-0.00076517i,-0.0016582+0.0012899i,-0.0014621+0.0020796i,-0.00074553+0.0018613i,-0.00011288+0.00084604i,-0.00096478-0.00015764i,-0.0017808-0.001308i,-0.0015754-0.0017867i,-0.00075748+0.00043396i,0.00048807+0.0020113i,0.00054602+0.0014137i,0.00051603+0.0005899i,0.0010365-0.00029267i,0.00084268-0.00082482i,0.00093845-0.0010596i,0.0014376-0.00097462i,0.0016082-0.00091981i,0.000919-0.00074487i,3.4956e-05-0.00039165i,0.00065233-4.2162e-05i
5.2171e-05-0.0010735i,-0.00011362-0.00099796i,-0.0003982+0.00044812i,0.00078228+0.0012852i,0.00043504-0.00011702i,-0.0012551-0.0018632i,-0.0012641-0.0013676i,-0.00050461-0.00065703i,-0.00089168-0.0013408i,-0.001328-0.0016585i,-0.0010918-0.0013224i,-0.0012341-0.0017221i,-0.00088225-0.0015729i,-0.00036161-0.0013319i,-0.00016363-0.0015743i,3.2059e-05-0.00021035i,-0.00013763+0.0007279i,-0.00070286+0.00053544i,-0.00044834+0.0001757i,-0.00049+0.00058366i,-0.00086112+0.00011322i,-0.00077132-0.00019221i,-0.00083798-3.2525e-05i
-0.001146-0.002101i,0.00050434-0.0018555i,0.0014518-0.00015014i,0.00095762+0.0010526i,0.00068094+0.0010856i,0.00012984+0.0011284i,-0.00013497+0.0014133i,-0.00022301+0.00055815i,-0.00022479-0.00033323i,0.00020843-7.1773e-05i,0.00015974-0.00060714i,-6.3823e-05-0.0012762i,-8.1729e-05-0.00081289i,3.9781e-05+9.0306e-05i,0.00078307+0.0010418i,0.00068918+0.0012235i,0.00025078+0.0011739i,0.00058268+0.0010613i,0.00088311+0.0010074i,0.00020736+0.0010475i,0.00026145+0.00079134i,0.00050276+7.4589e-05i,-0.00034096+0.00084935i
0.0013741+0.00043741i,0.00040932-0.00063655i,-9.4903e-05-0.00089142i,-0.0009668-0.00063279i,-0.0010234-0.00014964i,-0.00075938+0.00032217i,-0.00066398+0.00035186i,-6.5493e-05-0.00012992i,1.9049e-05-0.00015835i,-0.00039397-0.00065739i,5.5536e-05-0.0012033i,0.00032567-0.00050227i,0.0007468+0.00040058i,0.0015572+0.0010285i,0.0012301+0.00084741i,0.00023464+0.00066078i,-0.00029635-9.6688e-05i,3.4012e-05-0.00068574i,-0.00014489+5.9221e-06i,-0.00057292+0.00065299i,-0.00029072+0.00050163i,-0.00019693-0.00042658i,0.00010618-0.00074313i
-0.001846-0.0023513i,-0.0014795-0.0023894i,-0.0012564-0.0014087i,-0.00052037-0.0011105i,0.00010331-0.00022575i,-0.00042332+0.00026531i,0.00010547-0.00015748i,0.00077427-0.0010843i,-0.00056506-0.0015948i,-0.0016018-0.001377i,-0.00088188-0.0011894i,0.00021163-0.00035582i,0.0008316-0.00026011i,0.0013075-0.00060222i,0.0011499-8.2529e-05i,0.00043677+0.00031316i,-0.00050473+0.00017267i,-0.00040146-4.4928e-05i,-1.7277e-05-0.0001754i,1.2198e-05-3.3215e-05i,-0.00035508+0.00010035i,-0.0008479+0.00070749i,-0.00056421+0.0014197i
-0.002191-0.0016216i,-0.0010617-0.00051242i,0.0001819-0.00025193i,0.00061079-2.9145e-05i,-0.0012581-0.00027581i,-0.0020771+0.00033141i,-0.00092717+0.0011666i,-4.2692e-05+0.00058171i,-0.00099624+0.00045998i,-0.0018025+0.0011121i,-0.00091879+0.00097274i,0.00064955+0.00049265i,0.0015055+0.00036996i,0.00031547+0.0012047i,-0.00083493+0.0016415i,3.0488e-05+0.0011326i,0.00012617+0.00078599i,-0.00039905+0.00034277i,-0.00030589-0.00027676i,-0.00043353-0.00033876i,-0.00064786+0.00041949i,-0.00026418+0.00086524i,0.00049037+0.00053802i
-0.0015362-0.00022362i,-0.0023495+0.00071287i,-0.0017041+0.001848i,-0.00060425+0.0013665i,-0.00080124+0.00025967i,-0.0020947-0.00076594i,-0.0017382-0.00049608i,-0.00093519-0.00010784i,-0.00037366+0.00010162i,0.00059027+0.00042786i,0.00065442+0.00014184i,0.00017998+0.00061404i,2.5235e-05+0.0016265i,-0.00055462+0.0013487i,-0.0011569+0.00042501i,-0.00038422-0.0011386i,0.0011673-0.001527i,0.0015605-0.0013404i,0.0010162-0.0011055i,0.0009759-0.00048914i,0.0012784-0.00021522i,0.0010072+8.0653e-05i,0.00058237+0.00025113i
0.0022037-0.0017952i,0.0015107-0.0039614i,0.00029726-0.0035079i,0.00058334-0.0014215i,0.00071819-0.00038919i,-0.00033121+0.00010208i,-0.00087155+0.00043704i,-1.1896e-05+9.8817e-05i,-6.6266e-05-0.00031615i,-0.0011592-0.00038912i,-0.0011425+0.00021413i,-0.00026252+5.4371e-05i,0.00036472-0.00052653i,0.00035882-4.5167e-05i,0.00028236+0.0002207i,0.00045178-0.00048549i,0.00086864-0.00061922i,0.00064903-0.00028539i,0.00050942+0.00013232i,0.00021661+7.4074e-05i,-0.00042475+0.00045227i,-0.00011799+0.00020169i,0.00015715-0.00013595i
5.1518e-05-0.0017441i,0.0010005-0.00054563i,0.0020446+0.00076777i,0.0018777+0.00059491i,0.00096613+0.00059579i,0.0001132+0.00034168i,-0.00014832+0.00022205i,0.0004723-0.00014279i,0.00025587-0.00067551i,-0.0010279-0.0010084i,-0.00094358-0.00033733i,-0.00014499+0.0005138i,-0.00044699+0.00015311i,-0.00097749-0.00030855i,-0.00093016-0.0001918i,-0.00031267+0.00057002i,0.00057771+0.001347i,0.0008481+0.0010728i,0.00045949+0.00044158i,0.00059399-2.0113e-05i,0.0011909-0.0001709i,0.0012036-0.00029988i,0.00082061-0.00072431i
-0.00098387-0.0017562i,-0.002487-0.00074434i,-0.0039915+0.00098245i,-0.0033042+0.002044i,-0.0017238+0.0014436i,-0.00077613+0.0005553i,0.00013617+0.00017907i,0.00091957+0.00051955i,0.00032186-0.00056791i,0.00040166-0.0019596i,0.00075699-0.0014158i,0.00081611+0.00010094i,0.0012062+0.00076797i,0.000664+0.00050383i,0.00012736+0.00037459i,0.00091943+0.00040845i,0.0012148+0.00069577i,0.00066545+0.00098579i,0.00047741+0.00094425i,0.00048581+0.0011887i,0.00013355+0.0010326i,-0.0002756-0.00010935i,0.00024723-0.00045781i
0.001948+0.0024261i,0.0027929+0.0010995i,0.0015369-0.00022424i,0.00026389-0.00084019i,-0.00065914-0.00017664i,-0.0014285+2.4804e-05i,-0.0011794-1.1272e-05i,-0.0009138+8.0502e-05i,-0.0011337-0.00091264i,-0.00075522-0.0017184i,-0.0004899-0.0015596i,-0.0009242-0.0013346i,-0.0013677-0.00047003i,-0.0004984+0.00033568i,0.00075256+0.00080978i,0.000597+0.00077014i,-0.00030235+0.00080415i,-0.0006244+0.0011481i,-0.00013831+0.00128i,0.00038626+0.00058363i,5.4918e-05-9.9349e-05i,-8.4604e-05-0.00035561i,0.00013976+1.4844e-05i
-0.001415-0.0011037i,-0.0014726-0.0031548i,0.00032528-0.0023487i,0.0014447-0.00079869i,0.00061312-0.00072767i,-0.0010299-0.00059207i,-0.0014127-0.00087596i,9.7595e-05-0.0013682i,0.0013734-0.0015226i,0.0019564-0.00099683i,0.00129+1.0882e-05i,0.00031569-0.00031788i,0.00070875-0.00065766i,0.0011077-8.4709e-05i,0.00051132+0.00057493i,-0.00035088+0.0013104i,-0.00058063+0.0014961i,0.00052066+0.00078687i,0.00078991+0.00053143i,0.00051427+0.00034995i,0.00085023+0.00090479i,0.00064726+0.0014686i,0.00062528+0.00078591i
-0.00038123-0.0016022i,-0.0013107-0.0011884i,-0.0014938-0.00038271i,-0.0010366+0.00013448i,-0.00073404-0.00015294i,-0.00084629+0.00016917i,-0.00065309+0.00085688i,-0.00047704-0.00038954i,-0.00046145-0.0015884i,0.00039002-0.0016476i,0.0011567-0.00070679i,0.00071754+0.00020153i,1.9841e-05+0.0007403i,-0.00041154+0.0012977i,-0.00016586+0.0012482i,-4.6788e-05+0.00090385i,-0.00080524-0.00058281i,-0.00085432-0.0012408i,-0.00052268-0.00035585i,-0.00040628+0.0001919i,-0.00073776+0.00072598i,-0.00083659+0.0010783i,-0.00039272+0.00027225i
-0.00093545-0.00158i,-0.0014431-0.0018134i,-0.0013923-0.00035488i,-0.00060918+0.00097889i,-0.0004637+0.0014i,-0.00091086+0.0007133i,-0.0011477-0.00018882i,-0.00097482-0.00035845i,-0.0015195-0.00034291i,-0.0020217-0.00066168i,-0.00066073-0.00067913i,0.00047016-0.00048419i,0.00083862+1.3279e-05i,0.00067016+0.00077043i,0.00058163+0.00055385i,-2.4593e-05+6.1362e-05i,-0.00072775+0.0001117i,-0.00032327-1.4677e-05i,-0.00063214-0.00034334i,-0.00088468-0.00047152i,-0.00051438-2.0528e-05i,-0.00012665+0.00034384i,-0.00072635+0.00046488i
-0.00084042-0.0033695i,0.00056501-0.0041195i,0.001638-0.0028727i,0.0015596-0.0012171i,0.00026977+0.00053349i,-0.00055036+0.00053885i,-0.00020347-0.00053493i,0.00075182-0.00091384i,0.00058212-0.00038669i,-0.00045752+0.00051207i,-0.0004581+0.0006993i,0.00028533+0.00073412i,0.00031874+0.0010948i,-0.00054397+0.00089979i,-0.00090613+0.00056002i,-0.00065303+0.00052725i,-9.4399e-05+1.0794e-05i,0.00094038+5.4791e-05i,0.0010669-2.9898e-05i,0.000858-0.00066773i,0.00060752-0.00077572i,-0.00010568-0.00056482i,-0.00016983-0.00016918i
