-0.00096507+0.0013831i,6.7618e-05+0.0010153i,-0.00099349+0.0020879i,-0.0015784+0.0019208i,-0.0013757+0.00133i,-0.0014426+0.00061225i,-0.0011187-0.00021441i,-0.00044604+0.00023854i,-1.9228e-05+0.00029674i,0.00086239+0.00038825i,0.0010392-0.00020197i,8.0675e-05-0.0010863i,8.5887e-06-0.0016729i,0.00028133-0.0016318i,-1.5027e-05-0.0011254i,0.00041693-0.00068411i,0.00051794-0.00066134i,-0.0004667-0.00086639i,-0.00058172-0.0010403i,-0.00010244-8.4918e-05i,0.00016579+0.00055018i,0.00069298-9.7085e-05i,-8.033e-05-0.00038013i
0.00024646+0.00037259i,-4.5406e-05+0.0010866i,-0.00082145+0.001736i,-0.00081006+0.0011039i,-0.00021536+8.5366e-05i,0.00055743-0.00010139i,0.00078769-0.00046757i,7.1818e-05-0.0013653i,-0.00029765-0.0020248i,-0.00013675-0.0020749i,0.00081031-0.0012967i,0.00081545-0.00058273i,0.00015764-0.00029634i,0.00033115-0.00046186i,0.00015458-0.00049374i,-0.00013384-6.9077e-05i,0.00010294+0.00039984i,0.00012293+0.00076324i,-0.00023229+0.00066211i,-0.00028942-1.6478e-05i,-0.00032939-0.00016128i,-0.00012693+0.00040415i,-0.00014468+0.00043189i
-0.00074299-5.7644e-05i,-0.0001979+0.00057511i,-0.00032226+0.00024536i,0.00037975-0.00054863i,0.00064372-0.00081776i,0.00043446-0.00026344i,0.00054963-0.00034699i,8.4033e-05-0.00079992i,-0.00068694-0.00094203i,-0.001137-0.00034888i,-0.0014262+0.00047895i,-0.00039093-2.9443e-05i,0.00026715-0.0012838i,0.00061094-0.001544i,0.00040408-0.0014i,-0.00049508-0.0016821i,-0.00072096-0.0015103i,-0.00056095-0.00073255i,0.00020219-0.00026375i,0.00039007-0.00020383i,-8.0174e-05+0.000426i,-0.00026435+0.00048337i,2.8831e-05+2.0201e-05i
7.4649e-05-0.00054941i,9.0047e-05-0.00088514i,-0.0002506-0.00027043i,-0.00081895+0.00017416i,-0.0008876+8.9193e-06i,0.00044624+0.00018341i,0.00078538+0.00052104i,0.00020707+0.00048776i,-6.2288e-05-0.00036644i,-0.0014033-0.00095497i,-0.0019783-0.00041341i,-0.0010174+0.00014232i,-0.00015688-0.00034247i,-0.00020357-0.00056687i,-0.00097008+0.00021249i,-0.00040877+0.0005302i,0.000279+0.00033142i,-0.00039797-8.2286e-05i,-0.00054043-0.0008919i,-0.00020303-0.00017173i,-0.00017601+0.00063274i,-0.00042043+0.00047202i,-0.00062226+0.00090232i
-0.00092209-0.0017341i,0.00010497-0.001601i,-0.00071084-0.00092333i,-0.001559+0.00055957i,-0.00097718+0.00085286i,-0.00013869+0.00020012i,-0.00068569-0.0011766i,-0.0023998-0.0019945i,-0.0036846-0.0015244i,-0.0027134-0.00041141i,-0.0010022+0.0013636i,-0.0002322+0.0017343i,0.00037477+0.00094105i,0.00039546+0.00040594i,0.00039796-0.00055499i,-7.2216e-05-0.00078036i,-0.00060422-0.0004695i,-0.00024982+0.00061537i,0.00035626+0.0009951i,0.0003707-0.00052526i,0.00034851-0.00066396i,7.4918e-05-0.00018515i,-0.0007381-0.00014276i
0.00083266+0.0020146i,-0.00087918+0.0028474i,-4.7018e-07+0.0039272i,0.0024745+0.0028144i,0.0034965+0.0017886i,0.0018155+0.0014389i,0.00041196+0.0022018i,0.0015611+0.0038266i,0.0032144+0.0026564i,0.0037961-0.00028525i,0.0030868-0.0017308i,0.00097852-0.0010534i,-0.00065073-4.0242e-06i,-0.0016876+0.00025566i,-0.0014906+0.00064068i,-0.00043577+0.00082501i,0.00037633+0.00031923i,0.0012838-3.1739e-05i,0.0007021-6.3583e-05i,-0.00054818-0.00016047i,-0.00062688-0.00058873i,-0.00037092-0.00069137i,-0.00032597-0.00087806i
0.00015088-0.0001142i,-0.00024795-0.00048337i,-0.00058779-0.00094641i,0.00032721-0.000387i,0.00025023+0.00024803i,0.00089834+0.00024675i,0.0025112+0.00055286i,0.0033004+0.00089628i,0.0028515+8.3864e-05i,0.0015524-0.0016567i,0.00074923-0.0025006i,0.00025616-0.0024876i,-0.00013354-0.00081866i,-0.00043306-0.0001074i,-0.00082387-7.0955e-05i,-0.00087326+0.00019382i,-0.00066513+0.00026743i,-0.00060882+0.00028855i,-0.00060995-0.00012133i,-0.00016372-0.00062266i,-0.00046418-0.00096912i,-0.00029926-0.0001325i,-0.00010307+0.00023007i
0.00054303+0.001443i,-6.0909e-05+0.00070988i,-0.00048814-9.0826e-05i,-0.00023714-0.00032657i,0.00033315+0.00043162i,0.00071234+0.00085938i,0.00025043+0.00068413i,0.00019658+0.00040201i,0.00049937+0.00027907i,0.00068345+0.00038282i,0.00085+1.9802e-05i,0.00080003-5.3368e-05i,0.00076625-1.7532e-05i,0.00070569-0.00073792i,0.0010345-0.00092811i,0.0012831+6.1473e-05i,0.00074387+0.00052673i,-1.576e-08-6.7641e-05i,-2.3364e-05-0.00070173i,-0.00018904-0.00052306i,-0.00067119-0.00040593i,-0.00023875-0.00061828i,3.6225e-05-0.00082622i
0.00031736-0.00052461i,0.00068129-0.00057544i,0.00035457-0.00061616i,0.00097749-0.00028646i,0.0014313+0.00012701i,0.00086826+0.00068973i,0.00086957+0.00046884i,0.00058783-0.00043648i,8.3948e-05-0.0010762i,-0.00025059-0.001487i,-0.0002333-0.001196i,0.00058369-0.00047813i,0.00052122-0.00049996i,0.00032379-0.00089453i,-0.00021586-0.00026444i,2.6309e-05-4.5584e-05i,0.0007557-0.00035229i,0.00055121-0.00019524i,9.2738e-05+0.00011581i,0.00028264+0.00015949i,8.3234e-05+0.00081205i,-0.00031128+0.0011546i,-0.00066807-0.00013534i
8.4215e-05+0.00080999i,0.0003129+0.00076671i,0.0012293+0.00036727i,0.00095206-0.00070307i,0.00046668-0.00055505i,0.00055845+0.00072213i,-2.1425e-05+0.0010847i,9.911e-05+0.00075495i,0.0004867+9.5801e-05i,0.00035944+0.00015541i,6.7966e-05+0.00068858i,-0.00015741-0.00018352i,0.00066588-0.00038781i,0.00065716+0.00090843i,-0.00051596+0.00050974i,-0.00087007-0.0005564i,-0.00058276+0.00019044i,-0.00085366+0.000353i,-0.00098326-0.00040179i,-0.00043394-0.00052879i,-0.00056909-6.5119e-05i,-0.00033692+0.00044674i,4.6689e-05+0.0002101i
0.00043582+0.0014857i,-0.00034446+0.0012664i,-0.0005859+0.0014879i,-0.00031191+0.0011457i,-3.0897e-05-0.00015831i,-0.0011225-0.00015653i,-0.0007543+0.0005479i,0.00092737+0.00039399i,0.0013078+3.0062e-05i,0.00090047-0.00043632i,0.00096599-0.00011651i,0.00039981+0.00069634i,-0.00048563+0.00088747i,-0.00057406+0.00059158i,-0.00026137+0.00020264i,0.00013136-0.00011417i,0.00057709-0.00024658i,0.00058124+2.1645e-05i,0.00071151+0.00059217i,0.0010236+0.001194i,0.00084986+0.0013768i,0.00014952+0.00031412i,-0.00016902-0.00041663i
0.00073803-0.00084543i,0.00071766-0.00078146i,1.7201e-05-0.0010391i,-0.00025486-0.0010768i,-0.00060022-6.3775e-05i,-0.00042839+0.00025779i,3.8361e-05-0.00010927i,0.00082177-0.0001088i,0.0010402-0.0003141i,0.00089812+4.6481e-06i,0.0007869-0.00014465i,9.4625e-05-0.00040667i,0.00081079+4.8581e-05i,0.001516+1.9165e-05i,0.0010753+0.00016214i,0.00049165-0.00028539i,0.00031545-0.00063507i,0.00026406-0.00033255i,-2.8882e-05-0.00055549i,-0.00049494-0.00016468i,-0.00074892+0.00032632i,-0.00046165+0.00012269i,2.5244e-05-8.9532e-05i
7.6372e-05-0.00049559i,-7.2756e-05-0.0001081i,-0.00090992+0.00012393i,-0.001223+0.00043726i,-0.00029029+0.00035977i,0.0001855+0.00089178i,0.00044399+0.00061705i,0.00084646-0.00015331i,0.0014134-0.0010527i,0.0018272-0.0019184i,0.0010879-0.0015755i,5.0582e-05-0.00058659i,0.00032123+7.6045e-05i,0.00063976+0.00026202i,-4.8518e-05-0.00027505i,-0.00068988-0.0013846i,-7.1043e-05-0.0011858i,2.0408e-05-0.00035087i,-5.4148e-05-0.00030574i,-0.00013553-0.00032381i,-0.00024821-0.0001284i,-0.00035533-0.00031034i,-0.00016148-0.00061182i
0.0011848+0.001002i,0.0015136+0.00021493i,0.0023359-6.3979e-05i,0.002811-0.00039537i,0.0015507-0.0016155i,-0.0006201-0.0011197i,-0.001144+0.00030448i,9.1426e-05-0.00010133i,0.0011433-0.0005821i,0.00082898-0.00058693i,0.00030608-0.00051059i,0.00033906-4.3315e-05i,0.0010289+0.00047982i,0.00021293-0.00015162i,-0.0019997-0.00081269i,-0.0018784-0.00025115i,-0.00071045+8.4947e-05i,-0.00016287-0.00021067i,-0.00064902-0.00018802i,-0.0004652+0.00024728i,0.00033317+0.0011385i,0.00010251+0.00098907i,0.00013078+0.00029286i
-0.00060001+0.0011887i,-0.00038914-3.383e-06i,-0.00074234-0.00057611i,-0.0006902-0.0015102i,-0.00098503-0.0005335i,-0.0014119+0.0010842i,-0.0010324+0.0016221i,-0.00056094+0.0013622i,-0.00055703+0.0002633i,-0.00093418-0.00043874i,-0.00025377-0.00041028i,0.00015539+0.00036676i,0.00037295-0.00014154i,0.00036564-0.00058857i,-0.00019118+0.00017194i,6.8228e-05+0.00011521i,0.00029722+0.00023344i,0.00039776+0.00044476i,0.00043111+0.00022905i,0.00022269-0.00086089i,0.00074734-0.0010741i,0.0012696-0.00065101i,0.0013375-0.00029705i
0.00073444+0.00054132i,0.0003651+0.00050689i,0.0012002+0.00094508i,0.0016706+0.00096268i,0.0021486-0.00057073i,0.0020647-0.00096553i,0.0013187-0.00012969i,0.00057214-0.00031525i,2.7164e-05-0.00070606i,-0.00031289-0.00035489i,0.00049466+6.0234e-05i,0.0012987+0.00027873i,0.00067433-0.00017976i,-0.00020103-0.00064159i,-0.00012949-0.0011329i,0.00012804-0.00055604i,0.00019525+0.00043386i,0.00035252+0.00056988i,-1.6993e-05+0.00058328i,-0.00019795+0.00032769i,-0.00026105+0.00041885i,-0.00049418+0.00045274i,-0.00072211+0.00043516i
8.8908e-05-0.00027854i,0.00044064-0.00043673i,0.00048087+0.00085784i,0.00024687+0.00090487i,0.00032463+0.00025976i,0.00095675+0.00029312i,0.000911-6.3877e-06i,0.0010626-1.4507e-05i,0.00079071+0.0002404i,0.00053501+6.6413e-05i,8.9618e-05-0.00031252i,0.00029097-0.00016489i,0.00082182+0.00041487i,0.00084675+0.00080413i,9.4592e-05+0.00058872i,-0.00092492+0.00069787i,-0.00060401+0.00071081i,1.8153e-05-9.8646e-05i,-0.00021159-0.00077768i,-0.00025482-0.0010318i,0.00032905-0.00055809i,0.00012882+0.0002727i,-0.00028282+0.0004757i
0.00019462+0.0023049i,0.00035872+0.0020009i,0.00039251+0.0010177i,0.0011736+0.00024308i,0.0014398-0.00089734i,0.00069038-0.00091529i,0.00038894-0.00010773i,0.00044342+3.707e-05i,0.00077487+0.00056656i,0.001205+0.00067371i,0.00043927-0.00010475i,-0.00036767-0.00041917i,-0.00049079-0.00059744i,-8.9536e-05-0.00041062i,0.00033589+2.2114e-06i,0.00028706+5.6086e-05i,-4.2818e-05+0.00044416i,-0.00010789+0.0010679i,-5.1873e-05+0.0017972i,-0.00098986+0.001785i,-0.0012978+0.00049997i,-0.00076982-3.4175e-05i,-0.00022241+0.00054591i
0.00034807+0.00014488i,0.00063487+0.00027986i,0.0015626-0.00020426i,0.0015669-0.00086447i,0.001058-0.0007728i,0.00056499-0.00043536i,0.00046179+0.00010818i,0.0006541+0.00036835i,0.00079211-0.00018268i,0.0005642-0.00047631i,-0.00040028-0.00042527i,-0.0010161-0.00043198i,-0.0010638-0.00026594i,-0.001061+0.0003105i,-0.0007373+0.00048961i,-0.00029187+0.00018697i,-0.00056016+2.81e-05i,-0.00028514-0.00039548i,0.00044769-0.00085917i,0.00055149-0.00069541i,0.00025161+0.00010348i,-0.00010806+0.0010466i,0.00018846+0.00079219i
-0.00091883+8.7521e-05i,-0.0015167+0.00015202i,-0.0013036+0.0017941i,-0.00032172+0.0028539i,9.3802e-05+0.0018912i,0.0001108+0.0011166i,-0.00031162+0.00093285i,-9.39e-05+0.00018492i,-0.00010345-0.00044644i,5.6307e-05-0.00084176i,0.00022302-0.00060262i,0.0006586-0.00023774i,0.0014768-4.5558e-05i,0.0013437-6.0627e-05i,0.00048632+0.00021454i,6.0489e-05+0.00048344i,0.00013784+0.00058735i,-0.00050288+0.00010115i,-0.00098635-0.00085553i,-0.00070382-0.00072212i,-0.00047801+0.00011245i,-0.00078796+0.00082345i,-0.00093547+0.00064862i
0.00023461+0.00018759i,0.00041687+0.00061879i,-0.00053133+0.00038347i,-0.00081638-0.0002218i,-0.00083252+0.00032569i,-0.00020532+0.00049596i,0.00042972-0.00024074i,0.00028753-0.00027107i,0.00026103-0.00031808i,0.00022415-0.00097147i,-0.00011595-0.00078543i,3.7555e-05+0.00017956i,0.00063168-0.00055413i,0.00067617-0.0018763i,0.00055131-0.0013434i,2.1623e-05-0.00073349i,-0.00041957-6.9794e-05i,-0.00029895+0.00014357i,3.4112e-05+5.1744e-05i,-0.0004218+4.9624e-05i,-0.0011813+8.323e-05i,-0.00095147-2.9199e-05i,-0.00025288-0.00049113i
0.000732+0.00031942i,0.00050213-7.302e-05i,8.8983e-05+0.00080829i,1.9115e-06+0.0017572i,3.5008e-06+0.0011164i,-0.00035931+0.00067848i,-0.00072163+0.00084882i,-0.00068133+0.00055814i,-0.0002329+0.00055649i,-9.3299e-05+0.00053304i,-0.00039306-0.00027124i,-0.0012028-0.001145i,-0.0010997-0.00085887i,8.0037e-05-0.00038862i,-0.00010775-0.00064976i,-0.00060287-0.00098901i,-0.00079411-0.00097752i,-0.0008109-0.0010462i,-0.00036426-0.00085195i,2.0701e-06+2.3716e-05i,1.1292e-05-9.0008e-05i,0.00036353-0.00033897i,0.00040257-0.00012234i
0.00046273-0.00013861i,0.00016677+0.00078398i,-0.00044325+0.00048865i,0.00021733-0.0001711i,0.00083684+0.00053987i,0.00015544+0.0016434i,3.2434e-05+0.00092219i,-9.7363e-05+0.00019628i,5.7138e-05+9.6701e-05i,0.00061463+0.00024654i,0.00044521+0.00055977i,-0.00013419+0.00011842i,-0.0006969-0.00081121i,-0.00065539-0.00065076i,-0.00040254+0.00043193i,-0.00045882+0.00034344i,-0.00069105-7.2898e-05i,-0.00022598-0.00016443i,0.00022082-0.00043589i,-0.00037888-0.00056494i,-0.00070622+0.0007282i,-0.00035588+0.0016093i,-9.9377e-05+0.00066609i
-0.0016534-2.0288e-05i,-0.0024783+0.0002417i,-0.0022959+0.00021921i,-0.0021642-0.00056484i,-0.0017443-0.00099269i,-0.00085013-0.0010628i,0.00013283-0.00090555i,0.00069133-0.00091032i,0.00066918-0.00034937i,0.00080854+0.0004204i,0.00055181+0.0002616i,-0.00038129+0.00023055i,-0.0006181+0.00029385i,-0.00032717+0.00060854i,-0.00033331+0.00077071i,-0.00046793+0.00035601i,-0.00075432-0.0003076i,-0.00047485-0.00091037i,7.3217e-05-0.00093248i,-0.00012963-0.00016383i,-0.00046471+0.00023637i,-0.0004461-1.6382e-05i,-0.00040082-0.00040697i
-0.0015115-0.00027954i,-0.0004087-0.00028074i,0.00032661+0.00073671i,0.00032701+0.0016711i,0.00014028+0.0015279i,0.00041566+0.00069879i,0.00053722+0.00016486i,0.00041431+0.00010718i,0.00085089+5.1818e-05i,0.0014164-9.494e-05i,0.0015042-0.0001668i,0.0012903-5.1336e-05i,0.0011934-0.00014714i,0.0010034-0.00043929i,0.00057321-0.00064877i,-0.00028182-0.00030581i,-0.00015838+7.3421e-05i,0.00048826+0.00043703i,0.00063594+0.00023823i,0.0002068+5.1181e-05i,-0.00017887+0.00046961i,-0.00026197+0.00076315i,-0.00055648+0.00080196i
-0.00033491+0.0015762i,0.00020071+0.0019141i,0.0013203+0.0013917i,0.0014952+0.00066166i,0.00060811+0.00037619i,0.00027367+0.00024239i,0.00032576+0.00028225i,0.00014662+1.9919e-05i,0.00039022-0.00081322i,0.0009992-0.0011748i,0.0012748-0.00044677i,0.0012238+0.0010577i,0.00079374+0.0012591i,0.00019969+0.00041669i,-0.00037975-0.00013687i,-0.00044884-4.5185e-07i,0.00041078+0.00010555i,0.00083253+4.2161e-05i,0.00021949-0.00024968i,-0.00021012-0.00054129i,0.00038384-0.00078074i,0.00021389-0.00022454i,-0.00080648+0.0003418i
0.00034926+0.00026028i,0.00012895+0.00022613i,-0.00084568-0.00014549i,-0.00098387+0.00081484i,-0.00026658+0.0012848i,0.00015145+0.00087457i,0.00041835+0.0003508i,0.00020343+0.00016267i,-0.00038581-3.5376e-05i,-0.00098688-0.00020795i,-0.0010966-0.00017211i,-0.00033161-0.00042686i,-3.434e-05-0.00060027i,0.00017021-0.00033779i,-8.3331e-06-6.1356e-05i,-0.00064521-0.00016487i,-0.00066105-0.00048529i,-0.00087362-0.0010469i,-0.00047566-0.001119i,-0.00019654-0.00061675i,-0.00046071-9.4109e-05i,-0.00038019-2.7163e-05i,0.00011875-0.00036019i
-0.00053025+0.00066736i,-0.0012039+0.00023761i,-0.00099833-0.00012163i,0.00049145+0.00075981i,0.00079482+0.00098908i,0.00069144+7.2013e-05i,0.00037374-0.00015183i,-0.00045406+3.4705e-05i,-0.00090767-8.5033e-06i,-0.00051811-9.7687e-05i,-0.00022685-0.00051767i,-0.00050838-0.00038182i,-0.0006984-0.00026094i,-0.00057014-0.00050173i,-3.8648e-05-0.00022519i,0.00019599-0.0003927i,5.6445e-05-0.0004539i,-0.00023888+3.0762e-05i,-0.00092503-0.00018653i,-0.0012085+0.00017881i,-0.0011568+0.00071312i,-0.0012017+0.0007659i,-0.00069297+0.00045344i
-0.00050796+0.00028332i,-0.00011508+0.0010287i,-0.0010228+0.0016627i,-0.0007951+0.0017407i,-1.8044e-05+0.0013828i,3.3148e-06+0.00053844i,-0.00075804-0.00078879i,-0.0011457-0.00097538i,-0.00095172-1.4725e-05i,-0.00017945+0.00046988i,-4.3867e-08+0.00025154i,6.1739e-05+0.00038885i,-0.00053847+0.0005685i,-0.0013641+0.00015426i,-0.0015071-0.00060847i,-0.00092219-0.00081144i,-0.00063074-0.00056144i,-0.00030462-0.00044571i,0.0003404-0.00053221i,4.9544e-05-0.00029771i,-0.00043173+9.2026e-05i,-0.00064422+5.8888e-05i,-7.7374e-05+0.00018598i
0.0004112-0.00013204i,0.00039733+0.00048212i,0.00016866+1.0199e-05i,0.00031384+0.00074157i,0.00078644+0.0021377i,0.00048291+0.0012791i,0.00075507+0.00076816i,0.0012623+0.00088381i,0.0011641+0.00060316i,0.0010492+0.00095005i,0.00079745+0.00069618i,0.00038874-0.00026079i,0.00048648-0.00038617i,0.00074269+0.0002145i,0.00041463+0.00074479i,0.00022096+0.00047179i,-0.00013056-0.00017808i,-0.00052915-0.00045524i,-0.00035922-7.2612e-05i,0.00038808+0.00033312i,0.00097272+0.00024993i,0.00097424+0.00021199i,0.0007071-0.00024593i
-0.00095482+5.8731e-06i,-0.00050148+2.1711e-05i,-0.001233+0.00077595i,-0.00028532+0.0014714i,0.00085894+0.0013983i,0.00075831+0.0012998i,0.00095068+0.00062894i,0.0011959-0.00017736i,0.0010821-0.00079872i,0.0013946-0.0012855i,0.0017045-0.00099425i,0.0012211-0.00032697i,0.00058401-0.00015835i,-0.00049786-0.000868i,-0.0012406-0.0010484i,-0.0011556-0.00096181i,-0.00050469-0.00015687i,-0.00016922+0.0002822i,-0.00010812-0.00056008i,-0.00027903-0.0010884i,9.6188e-05-0.00031843i,0.00025866+0.0003729i,0.00023768+0.00056079i
-0.0016533-0.00026958i,-0.002651+0.00083174i,-0.0025123+0.00070616i,-0.00061477+0.0005727i,0.0008878+0.00063794i,0.0017906-9.5342e-05i,0.0016916-0.00078118i,0.0012902-0.00070342i,0.00045638+0.00027855i,-0.00065-0.00064422i,-0.0004278-0.0021541i,-7.9619e-05-0.0015442i,-7.1811e-05-0.00070693i,-0.00027655-0.00050689i,-0.00049224-0.00089326i,-0.00014953-0.0010197i,0.00053027-0.00038131i,0.00050323+0.00027762i,-0.00018907+0.00019003i,-0.00041423-6.1921e-05i,-0.00086758-0.00016542i,-0.00093103+0.00015851i,-0.00018699-7.8531e-05i
0.00019408-0.00070031i,-0.00073502-0.00057282i,-0.0023565-0.00020012i,-0.0025001+0.00011104i,-0.0013293+0.0014047i,-0.00045001+0.0013346i,-0.00048421+0.00039928i,-0.00089374-8.8293e-05i,-0.0010226-0.0012707i,-0.00068157-0.0017027i,-0.00024956-0.001116i,5.8333e-05-0.00055996i,-6.5737e-05-0.00035465i,-0.0007602-0.00046304i,-0.00061223-0.00018675i,-0.00014724+0.00053763i,-3.3012e-05+0.00046545i,7.7361e-05+2.3882e-05i,0.00022572-0.0001138i,0.00017863+0.00014633i,-0.0001536-0.0002499i,-0.00029526-0.00093162i,-0.00016743-0.00071496i
-0.00027312-0.00025612i,0.00029197+0.00072091i,-0.00029172+0.0018288i,-0.00071791+7.9653e-05i,0.00011095-0.0013701i,0.0011035-0.00094148i,0.0013126-0.0010457i,0.0013506-0.0010678i,0.0015011-0.00075956i,0.0012336-0.00062081i,0.00050286-0.00050221i,0.00050173-0.00084373i,-0.00029049-0.00031516i,-0.0011546-0.00046351i,-0.001094-0.00089609i,-0.0006146-0.00022i,-0.00039214+0.0002292i,-0.00057161-0.00023031i,-0.00034124-0.00031554i,0.00023205+0.00015892i,-0.00021694-1.2261e-05i,-0.00015734-0.00035231i,0.00036801-0.00017248i
-0.00075792+0.00086257i,0.00035975+0.0013623i,0.00091985+0.0020832i,0.0019045+0.0028719i,0.002018+0.0020994i,0.00073615+0.00023786i,0.0001731-0.00010847i,3.6946e-05+0.00055265i,0.00068036+0.00065754i,0.00093686+7.4349e-05i,0.0003372-0.00022667i,0.00050373-0.00047983i,8.7833e-05-0.0010056i,-0.00085822-0.00069698i,-0.00094939+0.00012177i,-0.00059646+0.000618i,0.00023751+0.00078223i,0.00064353+0.00018582i,0.00028432-0.00032804i,-0.00014421-0.00035608i,-0.00027444-0.00020867i,-0.00093263-0.00026114i,-0.0012835-5.2244e-06i
-0.0015746+0.00052846i,-0.00040957+0.0012432i,0.00068337+0.0022432i,0.00093373+0.0018798i,0.0015683+0.0013581i,0.0018478+0.0011483i,0.00059996+0.0010635i,5.2493e-05+0.00070207i,0.00021039-0.0003478i,0.0011921-0.00012273i,0.0015532+0.00042505i,0.00085366+2.7137e-05i,0.0004753-0.00013943i,0.00034312+0.00028942i,-0.00031943+0.00024885i,-0.00088942-7.7071e-05i,9.4859e-05+8.0002e-05i,0.00051176+0.00013475i,0.00021069-9.0165e-05i,0.00024598+0.00018286i,0.00028226+0.00013609i,0.00053212-0.00028661i,0.0007185-0.00046799i
0.0012437-0.00020515i,0.00019916-0.00058588i,0.00048181-0.00095861i,0.00015636-0.00050568i,-0.00069261-2.4287e-05i,-0.00036915+0.00065033i,0.00010863+0.0008669i,0.0012286+0.0011799i,0.0018796+0.0004962i,0.0012944-0.00099045i,0.00083595-0.0010696i,0.00046396-0.00040157i,0.0003759+0.0003657i,-1.2878e-05+0.00091256i,-0.00082955+0.00081627i,-0.00084395+0.00047583i,-0.00021185+0.00065282i,-0.00043154+0.00053208i,-0.00057795+0.00052749i,-3.0354e-05+0.00013838i,0.00021036-0.0012149i,0.00048567-0.0011872i,0.00057114-0.00074594i
0.0013256+0.00079794i,0.0017931-0.00045345i,0.0029748-0.00049117i,0.0029782-0.00024316i,0.0019284-0.0015908i,-0.00029795-0.0025591i,-0.0012027-0.00099736i,0.00013427+0.0004485i,0.0012888-0.00017996i,0.0013136-0.0013282i,0.00036213-0.0011354i,-0.0010009-0.00044466i,-0.0013785+1.2248e-05i,-0.00063378+0.00066355i,0.00020525+0.00096871i,0.00061931+0.00048533i,0.00041864+0.00035326i,-0.00020811+0.0001886i,-0.0002923-2.5874e-05i,-0.00061443+0.00044365i,-0.0009476+8.9149e-05i,-0.00016236+0.00014359i,0.00039502-6.3783e-05i
6.3951e-06+0.0012431i,0.00094504+0.0015106i,0.0021268+0.0026385i,0.0024104+0.0024832i,0.001384+0.0015825i,0.00035014+0.00089305i,-0.00045416+0.00043894i,-0.00093305-0.00019507i,-0.00060296-0.00064036i,-0.00051734+0.00025999i,-0.00078182+0.00093i,-0.00072116+0.00020128i,-0.00018953-0.00026814i,0.00018037-0.00026223i,-8.3255e-05+0.0007857i,-0.00040412+0.0012113i,0.00032892+0.00010183i,0.00081822-0.00045436i,0.00015604-0.00021725i,-0.00023588+3.1734e-05i,-0.00031061+0.00058769i,6.9451e-06+0.0012117i,0.00014052+0.00095078i
0.00032359+0.0013567i,0.00058624-0.00013012i,0.00055984+0.00033904i,0.0010225-3.5624e-06i,0.0016958-0.0013945i,0.0012883-0.0019874i,0.0003264-0.0020357i,-0.00069253-0.0013442i,-0.00053607-0.00033687i,-0.0006061+0.00049814i,-0.00032231+0.00048256i,0.0004708-0.00020714i,1.9234e-05-0.0002575i,-0.0002874-0.00021697i,-2.7196e-05-0.00047951i,0.00051013+6.7942e-05i,0.00055763+0.00066961i,0.00010551+0.00045012i,-0.00052316+0.00021461i,-0.00048077+6.0115e-05i,0.00063599-0.00019217i,0.00055289-0.0001674i,-1.9352e-05-0.00038368i
0.00067922-0.00056505i,-0.00030382-0.00049788i,-0.0004389-0.0014876i,0.00012096-0.0017129i,0.00019665-0.00011169i,-0.0005687+0.00018767i,-0.00063898+5.4727e-05i,0.00011369+0.00042513i,0.00021533-0.00040343i,0.00037693-0.00036509i,0.00096687+4.8589e-05i,0.00057715-9.9337e-05i,0.00021005-0.00047537i,0.00064523+3.1455e-05i,0.0010295+0.00051565i,0.00063866-0.00035385i,-0.00013287-0.0012904i,-0.00074312-0.00072685i,5.754e-05+0.00041076i,0.0007956+0.00060814i,0.0010773+0.00015735i,0.00083513+0.00019003i,7.5339e-05+0.00052215i
-3.1394e-05-0.0017521i,-0.00021092+3.907e-05i,-0.00092097+0.0011519i,-0.0010786+0.00081324i,-0.00067946+0.00083828i,0.00073607+0.00045756i,0.0011434-0.00053073i,0.00089427-2.0285e-05i,-0.00019328-0.00055498i,-0.001118-0.00219i,-0.001154-0.00186i,-8.3984e-06-0.0011758i,0.0010668-0.00074779i,0.0004534-0.00073278i,-0.00052771-0.00096435i,-0.00094043-0.0015525i,-0.0008154-0.0012863i,-0.0001996-0.0010593i,0.0003934-0.0008998i,-0.00016894-0.00015912i,-0.00072148+0.00023925i,-0.00068163+0.00018399i,-0.00054402+0.00017105i
-0.00174-0.0006899i,-0.00085132+0.00012732i,-0.00023388+0.00019276i,-0.00024709+0.0003242i,-0.00068171+0.0007783i,-0.001223+0.00074762i,-0.00045784+0.0012663i,0.00081773+0.001397i,0.0006244+0.0009988i,7.0627e-05+0.00051543i,-0.00022126+1.0516e-05i,-0.00083134-0.00026186i,-0.0015373-0.00030927i,-0.0015478-3.898e-05i,-0.000726+0.00071902i,-0.00070946+0.0013059i,-0.00097089+0.00077593i,-0.00024837+0.0001163i,0.0003104+0.00033543i,0.00065665+0.00035056i,0.00071944-0.00031905i,6.6191e-05-0.00049571i,-0.00062026-0.0005928i
