-0.00096507+0.0013831i,6.7618e-05+0.0010153i,-0.00099349+0.0020879i,-0.0015784+0.0019208i,-0.0013757+0.00133i,-0.0014426+0.00061225i,-0.0011187-0.00021441i,-0.00044604+0.00023854i,-1.9228e-05+0.00029674i,0.00086239+0.00038825i,0.0010392-0.00020197i,8.0675e-05-0.0010863i,8.5887e-06-0.0016729i,0.00028133-0.0016318i,-1.5027e-05-0.0011254i,0.00041693-0.00068411i,0.00051794-0.00066134i,-0.0004667-0.00086639i,-0.00058172-0.0010403i,-0.00010244-8.4918e-05i,0.00016579+0.00055018i,0.00069298-9.7085e-05i,-8.033e-05-0.00038013i
-0.0010047+0.00061579i,-0.00041982+0.00091098i,-0.00039802+0.0016479i,0.00054604+0.002558i,0.0012977+0.0024447i,0.0013405+0.00049393i,0.0018732-0.0011239i,0.0012448-0.00083211i,-0.0002631+0.00033678i,-0.0011511+0.00068283i,-0.0010738+0.00030372i,-0.00045793+7.6191e-05i,-0.0001295+0.00028901i,-0.00021954+0.00018153i,-0.00045122-0.00011638i,-0.0010049+0.0002534i,-0.0011403+0.00043039i,-0.00012445-0.00045144i,0.00022808-0.00086419i,3.419e-05-5.0918e-05i,9.2155e-07+0.00052681i,0.00071485+0.00048437i,0.00082722+0.00016915i
0.0016948-0.00065648i,0.00038299-6.117e-05i,0.00017843-6.5276e-05i,-5.1357e-05+0.0005018i,-0.0003313+0.00046348i,0.00041617-0.0002226i,0.0006408-0.00057604i,0.00086942-0.00059164i,0.00088138-0.00067258i,0.00043476-0.00025632i,-4.5745e-05-0.00016057i,-0.00049918-0.00106i,-0.00016653-0.00060169i,0.00015049+9.3689e-05i,-0.0002667-6.35e-05i,-0.00040179+0.00015006i,7.5037e-05+0.00033911i,0.00046761+7.4487e-05i,0.00077434+0.0001214i,0.00020109-0.00044104i,-0.00030379-0.001131i,-0.00050265-0.00071601i,-0.00090467-0.00025783i
0.0011+0.00024463i,0.00080683+0.0011043i,0.00028851+0.00071963i,0.00045628+0.00015334i,0.00094453+0.00018592i,0.00049486+0.00036396i,-5.8955e-05-2.0107e-05i,-0.00020346-0.00016103i,-0.00087319+0.0003295i,-0.00066844+0.0004494i,0.00026109-4.1332e-05i,0.00049771-0.0008071i,0.00020047-0.00050521i,-0.00056249+0.00030836i,-0.00071472+0.00048498i,-1.6878e-05-0.00016609i,8.102e-05-0.00043772i,0.0001402+6.9349e-05i,8.6452e-05-0.00016161i,-0.00043022-0.0005035i,2.3315e-05-0.0001945i,0.000728-7.0247e-05i,0.00036404-0.00072394i
0.00090035-0.00023252i,0.00091987+0.00068523i,0.00071522+0.00036044i,-0.00020351-0.00045148i,-0.00077707-0.00043674i,0.00015164-0.00031006i,0.0012561-4.1912e-05i,0.00088947-1.6272e-05i,-0.00020871-0.0003536i,-0.00036332-0.00093428i,0.00014921-0.00038347i,0.00053128+0.00020954i,0.00035833-1.2427e-05i,-0.00012442-0.00038663i,-0.00021887-3.4055e-05i,0.00025508-2.0552e-05i,0.00021885-0.00019188i,-0.0005353-0.0001004i,-0.0010049-0.0001684i,-0.0011005-0.00036544i,-0.00033831-0.000252i,0.0001514+0.00046203i,-0.00026142+0.00041319i
0.00018389+0.00045199i,2.1151e-05-5.3689e-05i,0.00025896-0.0015267i,0.00043947-0.0022615i,-0.00027195-0.0015487i,-0.0009442-0.00020016i,-0.00057465+0.00036745i,3.7793e-05-0.00060512i,0.00041066-0.0012312i,-0.00040668-0.0013871i,-0.00089208-0.0010553i,-0.0001663-0.00039442i,0.00029516-0.0006996i,0.00012871-0.00022781i,0.00055565+0.00059965i,0.00086076+0.00071065i,9.2235e-05+0.00040133i,-0.00032375+0.00015913i,0.00013059-0.00014037i,0.0003759+5.9048e-05i,-0.00044815+0.00021773i,-0.0007043-8.7903e-05i,6.4907e-05+3.093e-05i
0.00066798+0.0016701i,0.0015169+0.0018834i,0.0021605+0.001309i,0.002056-1.119e-05i,0.0012429-0.00084902i,0.0012598-0.00088414i,0.00077258-0.00065963i,0.0003367-0.0005657i,0.00032394-0.001071i,0.00036516-0.0011758i,0.00045-0.00054666i,0.00074472-0.00052693i,0.00087564-0.00041632i,7.3018e-05+0.00015151i,-0.00075347+0.00031297i,-0.00035247+7.1829e-05i,0.00060736+0.000163i,0.00069518+0.00043197i,0.00054712+0.00045591i,0.00072942-4.2093e-05i,0.00042208-4.91e-05i,-0.00028309+0.00029288i,-0.00093662+0.00050311i
0.00053449+0.00014244i,0.00038795-0.00070908i,0.00023471-0.0011114i,-1.8986e-05-0.0016893i,-0.00050075-0.00061721i,-0.0003868+0.00046608i,0.00084841+0.00053317i,0.0012958+0.0005555i,0.00017973-0.00010495i,0.00026793-8.067e-05i,0.00082954+0.00022864i,7.8458e-05-4.9495e-05i,-0.00078589-9.372e-05i,-0.00033729+0.00011576i,0.00019355+0.0004688i,-9.7719e-05+2.1036e-05i,2.0927e-05-0.00082828i,4.7357e-06-0.00065465i,-0.00042415+0.00013546i,-0.00048655-6.0821e-05i,-0.00015583-0.0002635i,0.00024117-0.00050722i,0.00089055-0.00041822i
0.00018741+0.00062877i,0.00026012+0.00074917i,0.00023502+0.0013639i,0.00021221+0.0010851i,0.00042757-0.00016248i,0.00015115-0.00016265i,-0.00039272+0.00023139i,9.9702e-05-7.5149e-05i,0.00065232-0.00061309i,-6.2764e-05-0.00079356i,-0.0012184-0.00050338i,-0.001498-8.591e-05i,-0.00081528-0.00010814i,-0.00023109-0.00025474i,0.00036172-0.00046102i,0.00029373+0.00031859i,0.00036172+0.000719i,0.00080266+0.00059132i,-0.00018134+0.00049941i,-0.00045397+0.00060842i,-0.00022686+0.00062733i,5.4391e-05+0.00072246i,0.00031908+0.0015432i
-1.7676e-05-0.00055674i,-2.045e-05-0.000633i,-0.0010701-0.00035874i,-7.537e-05+0.00022172i,0.0012323+0.00058732i,0.0015103-5.6687e-05i,0.00071827-0.00039859i,0.00035133-2.4736e-05i,0.0002268-0.00044052i,-0.00025389-0.00053464i,-0.00026386+0.00038639i,0.00017802+0.00039867i,0.00013506-0.00010993i,-0.00025082-0.00062911i,0.000668-0.00019565i,0.0014+0.00052488i,0.00049632+0.00022425i,-9.817e-05+2.28e-05i,-0.00025726+0.00023849i,-0.00028119+0.00095842i,0.00020887+0.0010191i,0.00040542+0.00028451i,0.00054237+0.00042602i
-0.00050791+0.00057719i,-0.00034332+0.0004322i,-0.00015117+0.00030315i,-0.00091488+0.00093928i,-0.00048584+0.0015586i,0.00060536+0.0013338i,0.0011257+0.0010524i,0.00086858+0.00043629i,0.00015659+6.8255e-05i,7.6215e-05-0.00045505i,8.3072e-05-0.00026424i,0.00016926-0.00018203i,0.00027828-0.0001076i,0.00025655+0.00071381i,-4.7393e-05+0.00040749i,-0.00040314-0.00023208i,-0.00026511-0.00058596i,0.000664-0.00019133i,0.00078218+0.00074043i,0.00028437+0.00035598i,0.00027703-0.00041676i,3.8347e-05-0.00023728i,-0.00016193+0.00036344i
0.0017985+0.001367i,0.0013331+0.00093021i,0.0012104-0.00044369i,0.00099676-0.00076605i,0.00080963-0.0010499i,0.00036694-0.0014337i,1.7601e-05-0.0010963i,0.00045713-0.00022148i,0.0010252+0.0001529i,0.00033689-0.00018301i,-0.00052398-0.00058282i,-0.0004188-0.00018866i,-0.00024181+0.00053194i,-0.00016024+0.0007461i,0.00016067+0.00064625i,0.00033438+0.00095628i,0.00016623+0.00094466i,0.00018875-0.00046438i,0.00028029-0.00091463i,-0.00073924-0.00050346i,-0.00095257+1.2139e-05i,-0.00058292+0.00032871i,-0.00062705-0.00013881i
0.0005176-0.00049437i,0.00044212+3.8845e-05i,3.4589e-05+0.00021085i,-0.00011475-0.00065056i,6.822e-06-0.001124i,-0.00024021-0.00010163i,0.00017273+0.00036799i,0.00055965+8.0892e-05i,0.00014838-0.00042597i,-0.00068234-0.00033242i,-0.00068697+0.00025047i,-0.00036176+0.0012658i,-0.00042754+0.00098783i,-5.8007e-05+0.00033898i,0.00014851-0.00011698i,0.00028927-0.0010158i,0.00056421-0.00058577i,0.00068684+0.00050178i,0.00036098+0.0003062i,-5.0626e-05+0.00037387i,-0.00039213+0.00026649i,-0.00043557-0.00010936i,-0.00035411+0.00017492i
-0.00086925-0.0016602i,-0.00054101-0.0006567i,-0.00036378-0.0006127i,0.0003411-0.00047796i,0.00095666+0.00044491i,0.0012161+0.00028435i,0.00047732+0.0001412i,-0.00036148+0.00012042i,-0.00028996-2.6977e-05i,0.00019154+0.0001826i,0.00041477-7.7085e-06i,0.00093452-0.00041018i,0.0011217+7.9674e-05i,0.00014778+0.00022679i,-0.00036167-0.00042888i,-0.00067614+7.2501e-05i,-0.0013024+0.00049585i,-0.0010706+0.0005127i,-0.00088343+0.00053889i,-0.00073194+0.00021736i,-0.00051135-0.00076444i,0.00033352-0.0012174i,0.00025845-0.00063678i
0.00097829+0.0016209i,0.0019419+0.00048484i,0.0028342-6.8554e-05i,0.0026256-0.00081204i,0.0018456-0.0017566i,-0.00049193-0.0015727i,-0.0020865-0.00076786i,-0.0012268-0.00041763i,0.00011684-0.00043579i,0.00010893-0.00027937i,-0.0004155-0.00024919i,-0.00048152-0.00019472i,0.00018869+0.00016718i,0.00050081+0.00012122i,-0.00031289-0.00021455i,-0.00065689-0.00059818i,1.3692e-05-0.00057038i,-0.00014198+3.6898e-05i,-0.00024042+0.00047474i,0.00010299+0.00098178i,-0.00020022+0.00096485i,7.0622e-06+0.00037479i,0.00060983-1.6135e-05i
0.00097459-0.0001499i,0.0010084-0.00016219i,0.00065587-0.00069152i,-0.00044846-1.7449e-05i,-0.00039457+0.00056613i,0.00042206+0.00031875i,0.00038392+4.1628e-05i,-0.0003576-0.00030327i,0.00032452-0.00077394i,0.00062247-0.0010926i,-0.00032132-0.0012149i,-0.00065633-0.00022634i,-0.00034793-0.00011355i,0.00030034-0.00066872i,0.00062476-0.00043636i,0.00013603+0.00046689i,-4.7097e-05+0.00057157i,0.00051025-0.00011334i,0.00049341-0.00077153i,0.00031253-0.00070857i,-0.00014923+0.00020962i,-0.00034303+0.00021939i,-0.00055595-0.00026405i
0.00034555+0.001366i,0.00036857+0.0012865i,0.0011794+0.00088868i,0.0018617-2.3959e-05i,0.0015912-0.00053165i,0.00077107-0.0008342i,9.2018e-05-0.00032601i,0.0002303+0.00077018i,0.00017158+0.0013156i,-0.00017831+0.00038758i,-0.0008967-0.00077377i,-0.0015591-0.00045i,-0.00087872+0.00015443i,-0.00036154-9.089e-05i,0.00015324-3.4896e-05i,0.0004264+0.00030257i,-8.721e-05+0.00057376i,-0.00067082+0.00055765i,-0.00069783+0.00019738i,-0.00012337+0.00017723i,-9.069e-05+2.7199e-05i,-6.2338e-05+1.5326e-05i,-0.00043786+1.2312e-05i
0.0012912+0.00046015i,0.0012246-0.00036039i,0.0011246-0.00048832i,0.0018444-0.00028927i,0.001345-3.4439e-05i,0.00063053-0.00060999i,0.00042743-0.00038321i,-0.00077153+0.00069836i,-0.0012612+0.0005506i,-0.00096539+0.00052272i,-0.00024462+0.0011173i,-0.00050804+0.00087812i,-0.0011441+0.00042332i,-0.00046281+0.00029583i,0.00023998+0.00022586i,0.00020617-0.00055888i,0.00010019-0.00087463i,9.6748e-05-0.00086509i,0.00042445-0.0003719i,0.00013164+1.8038e-05i,-0.00044101-1.7032e-05i,-0.00041427-0.00013191i,-0.00049161-0.00016705i
0.0025886-0.00069437i,0.0014438-0.00034956i,0.001177-0.00060097i,0.00044092-0.00039386i,-3.2179e-05+0.00048484i,0.00052309+0.00058831i,0.0010177+0.00057773i,0.0007635+0.00053123i,0.00036157+0.00028308i,0.00046464-0.00035678i,0.00034978-0.00049114i,0.00029534+0.00011808i,0.00051869+0.00047288i,2.67e-05+8.5167e-05i,-0.00061902-0.00067582i,-0.0004787-0.00081126i,-5.9431e-05-0.00024409i,7.4797e-05+0.00022143i,-0.00049575+0.00036305i,-0.0010003-0.00011538i,-0.0012471-0.00022197i,-0.0004291-0.00010011i,0.00056375-0.00046258i
0.00016823-0.00033259i,0.00039732-0.00015134i,0.0013232-0.00048491i,0.0010103-0.0013327i,0.00068725-0.0016534i,0.0010231-0.0013029i,0.00032815-0.0014922i,-0.00060753-0.0014259i,9.768e-05-0.0012526i,0.00048521-0.00166i,-0.00027076-0.0013211i,-1.9881e-05-0.00045803i,0.00050222-3.1535e-05i,0.00043769-0.00025794i,-3.4492e-05-0.00021581i,-0.00028516+0.00027093i,0.00016152-9.944e-05i,0.00027948-2.9007e-05i,-0.00046127+0.001205i,-0.00060305+0.001462i,-0.0002643+0.00094701i,-0.00024699-0.00051019i,-0.00015473-0.0016865i
0.00021802-4.5953e-05i,-0.00038451-0.00026492i,-0.0015845-8.1073e-05i,-0.0023283+0.00053859i,-0.0021837+0.00091691i,-0.0011724+0.00081558i,4.9409e-05+0.00093687i,0.00030939+0.0011541i,-0.00046302+0.00050794i,-0.00080721-0.00044972i,-0.00028649-0.00071334i,-9.5032e-06-0.00015595i,-0.00015853+0.00016384i,0.00027785+0.00027504i,-0.00011438+0.00060978i,-0.00098017+0.00042956i,-0.00038392+0.00033114i,0.00018381+0.0011024i,8.8349e-05+0.0012708i,0.00034577+0.00032164i,0.00028515-4.5861e-05i,5.2751e-05-8.5684e-05i,0.00044889+7.2012e-05i
-0.0004103+0.00090375i,-9.1496e-05+0.0012411i,0.00053829+0.00094378i,9.2469e-05+0.00019982i,-0.00041401-0.00013054i,-8.8631e-06-0.0016082i,0.00017837-0.0014786i,-0.00045361-0.00017345i,-0.00086565-0.00019689i,5.1914e-05+9.8311e-05i,0.00053122+0.00017048i,0.00021527-5.6784e-05i,3.5886e-05-0.00049998i,-0.00099379-0.000831i,-0.0013396-0.00077185i,-0.00047576-0.00044739i,-0.0004527-1.3865e-05i,-0.00052687-0.00025032i,-0.00064879-0.0010553i,-0.00067882-0.00089365i,-0.0001867-0.00087803i,-0.00052518-0.00048317i,-0.0012003+0.00066316i
0.00039725-0.00018202i,-0.0007609-0.00023191i,-0.00078484+0.00087342i,-9.7576e-05+0.00082921i,0.00075322+0.0013922i,0.0014979+0.0022667i,0.00085832+0.0016069i,0.0004111+0.00036644i,0.00063179-4.1677e-05i,0.00087549+0.00018666i,0.00050716+0.00011093i,2.038e-05-1.2498e-06i,0.00025994-0.00048714i,0.00062782-0.00082287i,3.9759e-05-0.0001345i,-0.00090644+0.00041881i,-0.00082105-0.00026747i,-0.00051889-0.00050434i,-1.5843e-05+0.00035894i,0.0002544+0.00065773i,-0.00015749+0.00045162i,0.00049868+0.00032629i,0.00076229+0.00025875i
0.00010231-0.00053768i,8.3855e-05-0.00030024i,-0.00072585+0.00051404i,-0.00051673+0.0012106i,0.0004131+0.0012894i,0.0015794+0.00089331i,0.0017796+0.00040963i,0.00037816+9.8377e-05i,2.2274e-05-0.00031086i,0.00018735-0.00039523i,0.00044894-0.00019699i,0.000182-0.00029621i,-0.0006973-0.00032768i,-0.001005-0.00058645i,-0.00073462-0.00064948i,-0.00027436-0.00082438i,0.00019246-0.0012201i,0.00023763-0.00075097i,-6.2362e-05-0.00010852i,-0.00028885-0.00034855i,-0.0003189-0.0010869i,-0.00077698-0.00089626i,-0.00085911-0.00027534i
0.00048209+0.00091937i,0.00067041-0.00076162i,0.00064078-0.0012668i,0.00015916-0.00091821i,-4.5176e-05-0.00068747i,0.00020468-0.0014962i,0.00026552-0.0013322i,0.0002863+1.681e-05i,0.00079325+0.0005934i,0.0010494+0.00048765i,0.00027057-0.00037265i,-8.0438e-05-0.00070545i,-0.00055614-0.00022849i,-0.00044789-0.00015117i,-5.1775e-06-0.00024367i,-0.00039194+0.00019546i,-0.0001519+0.00023862i,1.1268e-05-0.00029496i,0.00011078-0.00051i,0.00052536-3.9493e-05i,0.00059286-0.00020409i,0.00049282-0.00017144i,0.00061636+0.0001804i
0.00050706+4.742e-05i,0.00032769+0.00084752i,0.00036629+0.00050911i,0.0015665+0.00032798i,0.0019306+0.001i,0.0013922+0.0022184i,0.00087709+0.0017964i,0.00069513-4.4648e-05i,0.00031733-0.00037548i,-8.1021e-06-0.00012661i,0.00035353+0.00017675i,0.00023275+0.0011939i,-0.00026566+0.00106i,0.00035545+4.434e-05i,0.00071418-0.00031753i,0.00035938+0.00020001i,-0.00032858+0.00074316i,-0.00063489+0.00030705i,-0.00076813-0.00028588i,-0.00047075-0.00046239i,0.0002322-0.00030035i,0.00065355-0.00025359i,0.00050519-9.5871e-05i
-0.001455+0.0032605i,0.00011507+0.002679i,0.0023625+0.0020312i,0.0037905+0.00094379i,0.0031765-0.00068051i,0.0011326-0.0023726i,-0.0002136-0.0018637i,-0.00039523-0.0010781i,1.4385e-05-0.00033001i,0.00073108-0.00021786i,0.0011246-0.00021814i,0.00073488+0.00021337i,-0.00020123+0.0001158i,7.0726e-05-0.00051852i,0.00023916-0.00064689i,-0.00010138-0.00034635i,-0.00010592-0.0003809i,0.00041469-0.00037424i,0.00010602+0.00031839i,-0.00010566-0.00032197i,0.00092222-0.00080198i,0.00067352-0.00014696i,0.00054956+0.00034449i
0.00018344+0.00065148i,0.00046503+0.00023213i,-0.0001429-0.00042062i,-0.0006342-6.6278e-05i,-0.00030835+0.00088056i,-9.597e-05+0.0010406i,0.00043678+0.00027316i,0.00037002-0.00021911i,-6.3039e-05-3.9704e-05i,4.2142e-05-0.00033817i,0.00045-0.00070139i,0.0002467-0.00091581i,-0.00027226-0.00062846i,-0.00012376+0.0004269i,0.00032957+0.00078057i,0.00092175+0.00065591i,0.00050333+0.0010847i,-0.00055214+0.0011886i,-0.00051189+0.00011064i,-0.00030224+9.0804e-05i,0.00014804+0.00037332i,0.00082955-0.00024465i,0.0003285-0.00088646i
0.00085751+0.00018757i,0.00034921+3.2813e-05i,0.00069118-0.00039388i,0.0011281-0.00056149i,0.00068369+3.6148e-05i,0.00065343+0.00021321i,0.00062355+0.00060123i,-0.00013067+7.5613e-06i,-0.00060991-0.00065679i,-0.00051094-4.8965e-05i,6.0519e-05-0.00010288i,0.00056318-0.00011588i,0.00023511+0.00014611i,-0.00012697+0.00031442i,-0.00037961+3.0828e-05i,-0.00066423-1.534e-05i,-0.00064943+0.00025846i,-0.00012273+0.00037733i,0.0001614-0.00022772i,-0.00042234-0.00024109i,-0.00093142-0.00013574i,-0.00073794-0.00091758i,8.936e-05-0.00097736i
7.0287e-05+0.00015421i,-0.00058673-0.00019716i,-0.0012753-0.00071129i,-0.00025488-0.00074931i,0.00033016-0.00076647i,-0.00047555-0.00018424i,-0.00059552+0.000558i,0.0001165+8.2394e-05i,-9.5133e-06-0.00040548i,-0.00036013-0.00032411i,-0.00063324-0.00015619i,-0.00099944-0.00018952i,-0.00062946-0.00012474i,-0.00057701+5.595e-05i,-6.5515e-05-0.0001624i,0.00039003-0.00032369i,-4.8719e-05+0.00014362i,-2.7347e-05+0.00032354i,0.00038315+0.00015373i,0.00049669+0.00052884i,0.00027382+0.0005113i,0.00010241+0.00034193i,-0.00035505-2.3982e-05i
-0.00029626+0.00083444i,-0.00077471+0.00066353i,-0.00085912+0.0013767i,-0.0006145+0.0015948i,-0.00032879+0.0015088i,0.00018983+0.0011035i,-0.00019674-0.00027212i,-0.0004858-0.00081307i,1.2514e-05-0.00049135i,0.0004825-0.00021374i,0.00011449-0.00083837i,-0.000488-0.0011318i,-0.00073045-0.00014972i,-0.00093697+0.00041423i,-0.0004377+0.00063587i,0.00029745+0.00071171i,0.00026618-7.8096e-05i,0.00016348-0.00021738i,-0.00050639+0.00039867i,-0.00096533+0.00046433i,-0.00042062+7.3836e-05i,-8.5328e-05+6.9746e-05i,-0.00029342-4.7844e-05i
9.3426e-06+0.00011128i,2.8624e-05+0.00064284i,-0.00034921+0.00056612i,0.0003942+0.00059355i,0.0013885+0.0011595i,0.00076344+0.00056335i,0.0008475-0.00018611i,0.0014982-0.00066367i,0.0013979-0.00095825i,0.00082222-0.00072508i,-0.0001103-0.00043427i,-0.00047861-0.00026095i,-0.00038157-0.00051383i,-0.00022113-0.00062739i,-0.00038418-2.4609e-06i,-0.00048086+0.00034153i,-0.00040697+0.00015195i,-0.00037073+0.00023256i,-0.00030527+2.645e-06i,-0.00034228-0.00021657i,-8.9397e-05-0.00060312i,0.00012608-0.00034949i,-0.00031651+0.00044544i
0.0017321+0.00068075i,0.0020702+0.0002443i,0.0024454-0.0014508i,0.0019543-0.0016718i,0.00093643-0.00031682i,4.1059e-05+0.00028497i,-0.00068762+0.0006017i,-0.00069725+0.00078861i,-0.00028609+9.1033e-05i,-0.00046716-0.00017727i,0.00014562-7.8966e-05i,0.0010621+0.00025624i,0.00034491+0.00026786i,-0.00083827-8.5608e-05i,-0.0010802+7.5427e-05i,-0.00035865+0.00010514i,0.00030196+0.00083566i,0.00032054+0.0003715i,-2.9518e-05+3.571e-05i,1.1199e-05+3.8156e-05i,0.00030105-0.00053343i,0.00037934-0.00019655i,0.00036505+0.00043416i
0.0021154+0.0013647i,0.0022232+0.0006479i,0.0024517-0.00025967i,0.0020046-0.0010512i,0.00080072-0.0016223i,-0.00045084-0.0014514i,-0.00055652-0.00066361i,0.00051013-0.00065693i,0.00072627-0.001206i,-8.6843e-05-0.0016893i,-0.00081576-0.0019128i,-0.00063961-0.0010121i,-0.00045422+0.0007435i,-1.676e-05+0.00091041i,0.00060893+0.00080908i,0.00088098+0.0009077i,0.00065113+0.0002325i,0.00055491+4.8061e-05i,0.00036349+0.00020701i,-0.0005624-0.00046929i,-0.0012027-0.00069784i,-0.00066965-0.00058838i,-5.3008e-05-0.00040996i
0.00093313-0.00016753i,0.0004862+0.00027575i,1.5386e-05+0.00089293i,0.0002545+0.0016389i,0.0009943+0.0011796i,0.0012894-1.0733e-05i,0.00072216-0.00066149i,-0.00011367-0.00093904i,-0.00067312-0.00086082i,-0.00062585-0.00011281i,-0.00040183+0.0009418i,0.00037849+0.0011522i,0.00057199+0.00038718i,-0.00087283-0.00015274i,-0.0010027-0.00028594i,-0.00077134-4.0654e-06i,-0.00084311+0.00011854i,-0.00077746-0.00038294i,-0.0008734-0.00018803i,-0.00077393+5.2789e-05i,-0.00045674-3.8588e-05i,-0.00097201+0.00025642i,-0.0010171+0.00024081i
0.00037457-0.00088825i,0.00053532+0.000409i,0.00061996+0.00041429i,0.00048967+8.3975e-05i,0.00036555+4.4285e-05i,4.4341e-05+0.0001979i,-0.00017218+0.00050959i,7.3407e-05+0.00085258i,3.0901e-05+0.00061039i,-0.00085405+0.00013821i,-0.001175+1.6065e-05i,-0.00087617-0.00036317i,-0.00040479-0.00086367i,-0.00023503-0.00094873i,-0.00027841-0.00077043i,-0.00028701-0.00047596i,-0.00071707-0.00039597i,-0.00079774-0.00067704i,-0.0003504-9.2231e-05i,-9.7915e-05+0.00061141i,-0.00040195+0.00016907i,-0.00034895-0.00012915i,-0.00015033-0.00066445i
0.00069512+0.00047248i,0.00074584+0.00055916i,0.000949+6.7224e-05i,0.00094744-0.00024529i,0.000671-0.00015754i,0.00056829-0.00042637i,0.00028529-1.4446e-05i,-2.928e-05+0.00021696i,0.0002727-0.00028309i,0.00028518+3.5892e-05i,-0.00042276-1.7757e-05i,-0.0011201-0.00071631i,-0.00087518-0.00065808i,-0.00010133+0.00041968i,7.0323e-05+0.00096732i,-0.00051205+0.00033129i,-0.000216-0.00033119i,-0.00021582-0.00061199i,-0.00023894-0.00049666i,6.8211e-05-0.00029574i,0.00012006+6.6623e-05i,-7.7035e-05-0.00027249i,-7.7268e-05-0.0012354i
-0.00030343+7.4386e-06i,-9.5788e-06+0.0010762i,0.0005122+0.0018492i,0.00095313+0.001003i,0.0012026+0.00047754i,0.00074813+0.00057486i,-0.00012538+3.6349e-05i,-0.00012009-0.0011688i,0.00022658-0.0017032i,2.4665e-05-0.0011969i,0.00027296-0.00038775i,0.00039272-0.0001289i,0.00035061-0.00045667i,0.00051967-8.8496e-06i,0.00025482+0.00094307i,4.8297e-05+0.001484i,-0.00028144+0.0012957i,-0.00089099+0.00076428i,-0.0011918+0.00030072i,-0.0006139+1.5978e-05i,0.00017167-0.00011273i,0.00073688-6.6898e-05i,0.00068462+3.1269e-05i
-0.00051666-0.00058545i,0.00049593+6.8733e-05i,0.0010922+0.00052315i,0.0015007+0.0005167i,0.001287+0.00074087i,0.00051834+0.0015081i,0.00076081+0.001258i,0.0011089+0.00037144i,0.00086613+0.00013516i,0.00036206+0.00027888i,0.00015993+0.00035256i,-0.00039355+0.00042752i,-0.0011766+0.00038409i,-0.0010511-0.00017087i,-0.00049584-0.00038149i,-0.00044233+6.6962e-05i,-0.00054169+0.00044935i,-0.00055814+0.00039533i,-0.00033612+0.0003725i,-0.00076503+5.849e-05i,-0.0012911-0.00022015i,-0.00076567-0.00016578i,0.0001525-0.00021904i
-0.00023162-0.00016218i,0.00040274+4.5615e-05i,0.00041511+0.00045843i,0.00021175+0.0001819i,-0.00010572+0.00011427i,-0.00019313-0.00052034i,-0.00053927-0.00067686i,-0.00092044+0.00016395i,0.00037089+0.0003812i,0.0015646-2.3569e-05i,0.0008149+0.00015432i,0.00044058+0.00024633i,1.4734e-05-0.00023459i,-0.00055691-8.2987e-05i,-0.00033996+0.00026633i,3.1506e-05+5.1297e-05i,0.0007979-0.00039514i,0.0010556-0.00027466i,0.00017398+4.3154e-05i,-0.00073593-0.00025539i,-0.0011404-0.00036677i,-0.00011764-0.00035337i,0.00041779-0.00038318i
-0.00062225-0.0011585i,-0.00013988-0.00080547i,-0.00032842+1.4856e-05i,-0.00022948+0.00032585i,-9.6927e-06+0.0002204i,0.00023794+0.00072667i,0.00069584+0.00095648i,0.0012237+2.9235e-05i,0.00096516-0.0010157i,-0.00023029-0.00089784i,-0.0010586-0.00037201i,-0.00086459-0.00040203i,-0.00089541-0.00077095i,-0.00089575-0.00090386i,0.00013495-0.0007002i,0.00066823-0.00059512i,-0.00034436-0.00042218i,-0.0012164+0.00027303i,-0.0010209+0.00043308i,7.6649e-05+0.00027315i,0.00072507+0.00045972i,0.00028609+0.00051537i,0.00030665+0.00025459i
0.0010243+5.091e-05i,0.00096236-0.00010295i,0.001642-0.000546i,0.0012478-0.00075207i,0.0010653-0.0012738i,0.0011844-0.0012337i,0.0007366-0.00078083i,-4.8125e-05-0.00048692i,-8.785e-05-0.0007115i,-0.0002996-0.00049895i,-0.00065691-0.00032231i,-0.00035004+0.00011922i,-0.00030246+0.0003305i,-0.00024303+0.00024841i,-0.00031652+0.0002273i,-0.00044599-0.00015945i,-0.0010224-0.00051758i,-0.0010105-0.00080055i,-0.00097959-0.00017497i,-0.00064215+0.00025404i,0.00015314-0.00074364i,0.00058339-0.0010727i,0.00031159-0.00015718i
0.00062252-0.00067446i,-0.00092573+0.00012087i,-0.0027182+0.00050862i,-0.003217+0.00087052i,-0.0016566+0.0015836i,-1.7745e-05+0.0017796i,0.00051745+0.00091168i,0.00069421+0.00016102i,-0.00010259+0.00013665i,-0.00069762-2.3401e-05i,-0.0003362-0.00023575i,-0.00011997-0.00013936i,8.7084e-05+0.00032681i,4.0939e-05+0.00031901i,-5.5806e-05+0.0003784i,0.00038294+0.00069247i,0.00019934+0.00044526i,-0.00069749-0.0001017i,-0.00075591-0.00059045i,-0.00020292-0.00036068i,-0.00030904-0.0004134i,-0.00079931-0.00019692i,-0.00069259+0.00038682i
