-0.0011877+0.0009206i,-0.00088577-2.6003e-05i,-0.001342-0.00043575i,-0.00093732-0.00069069i,-0.0014974-0.0002416i,-0.0022156+0.0019443i,-0.0014387+0.0029327i,0.00020977+0.0026636i,0.0012182+0.0019429i,0.0017062+0.00049577i,0.0010927-0.00045983i,-0.00067019-0.00052109i,-0.0010082-0.00037148i,-0.00073473-0.00054946i,-0.00091476-0.00039672i,-0.000958+1.6396e-05i,-0.00033331-0.00012534i,0.00036452-0.00094465i,-6.1914e-05-0.00074495i,-0.00026475-3.4134e-05i,0.00018229+0.00086673i,-0.00011577+0.00096832i,-0.00063357+0.00033197i
0.22123+0.09776i,0.52373+0.14686i,0.76685+0.083939i,0.72125-0.10295i,0.47668-0.22361i,0.28612-0.16798i,0.20268-0.11504i,0.11705-0.14402i,0.036409-0.14189i,0.023998-0.092196i,0.047748-0.05987i,0.051023-0.048832i,0.034196-0.023027i,0.033336+0.0072578i,0.043505+0.0099386i,0.034115-0.0088274i,0.0075265-0.029603i,-0.017446-0.039602i,-0.01326-0.03413i,0.013676-0.034664i,0.01035-0.044319i,-0.015986-0.03384i,-0.018751-0.012868i
-0.25017-0.017984i,-0.57122-0.051134i,-0.88255-0.053075i,-0.95661+0.047981i,-0.75934+0.17197i,-0.47862+0.16642i,-0.2978+0.083218i,-0.19404+0.039281i,-0.10593+0.011462i,-0.065862-0.011272i,-0.065493+0.0066648i,-0.056712+0.035294i,-0.031032+0.029215i,-0.01798-0.0062471i,-0.043681-0.03438i,-0.088611-0.024838i,-0.1045+0.012216i,-0.072744+0.043051i,-0.021381+0.04036i,0.00181+0.015385i,-0.0080853+0.012912i,-0.014824+0.033361i,-0.006124+0.035835i
0.11453-0.070468i,0.22277-0.10205i,0.31857-0.066404i,0.35706+0.023464i,0.35481+0.093585i,0.31697+0.11693i,0.2366+0.12038i,0.14033+0.11477i,0.074123+0.094103i,0.044834+0.045473i,0.0318-0.0049791i,0.030904-0.026415i,0.033606-0.03155i,0.022233-0.038102i,0.0050137-0.029482i,0.0010379+0.00014903i,-0.0025127+0.01939i,-0.017921+0.016355i,-0.035163-0.0014143i,-0.047195-0.016027i,-0.043785-0.0082906i,-0.019333+0.0044193i,0.0019632+0.0027521i
0.073316+0.13471i,0.16129+0.23912i,0.1971+0.2872i,0.13132+0.22483i,0.050485+0.11142i,0.038717+0.027253i,0.056568-0.0022362i,0.068707-0.0023014i,0.050066-0.0069757i,0.016894+0.016339i,0.02309+0.041808i,0.037451+0.022076i,0.014639+0.0052592i,-0.018318+0.027746i,-0.031868+0.057009i,-0.022266+0.069301i,-0.0021573+0.060283i,0.0025248+0.030632i,-0.015633+0.010314i,-0.025446+0.020725i,-0.0061525+0.03634i,0.018514+0.032884i,0.024655+0.024173i
-0.21721-0.12655i,-0.46951-0.25403i,-0.63354-0.33052i,-0.52826-0.26084i,-0.26205-0.14993i,-0.062012-0.12448i,0.039212-0.15562i,0.076718-0.17641i,0.071074-0.15266i,0.039146-0.11952i,-0.020994-0.10102i,-0.070594-0.072728i,-0.060642-0.03645i,-0.0085739-0.021445i,0.035227-0.031985i,0.048086-0.045284i,0.038599-0.038081i,0.01873+0.0018102i,0.0068439+0.047113i,0.010794+0.056588i,0.014068+0.029478i,0.0092626-0.00098376i,0.0090769-0.014595i
0.20073+0.065755i,0.39989+0.2129i,0.51956+0.3959i,0.44479+0.44094i,0.26094+0.32219i,0.10739+0.18354i,0.0062195+0.096644i,-0.04612+0.035762i,-0.055732-0.013318i,-0.035018-0.019344i,0.00035605+0.0070675i,0.018127+0.022813i,0.012488+0.014127i,0.0026034-0.0002976i,-0.004177+0.0016434i,-0.0027845+0.0098031i,0.0030615+0.0072545i,0.012214+0.0023019i,0.029037+0.0036862i,0.043311+0.0032778i,0.043427-0.0054616i,0.034083-0.018105i,0.019922-0.029672i
-0.063342+0.033749i,-0.095495-0.013535i,-0.1171-0.14056i,-0.132-0.23053i,-0.11912-0.21555i,-0.071178-0.17071i,-0.054331-0.1162i,-0.086015-0.030633i,-0.11644+0.032942i,-0.11614+0.048873i,-0.084206+0.045579i,-0.050614+0.038821i,-0.031185+0.030307i,-0.022195+0.0042328i,-0.028421-0.027909i,-0.039044-0.036673i,-0.038254-0.026406i,-0.025609-0.016268i,-0.012912-0.014012i,-0.012914-0.010911i,-0.020729+0.0013894i,-0.027275+0.010583i,-0.029604+0.0088811i
-0.12797-0.10388i,-0.27272-0.10564i,-0.31497+0.056378i,-0.13147+0.28217i,0.06403+0.34447i,0.09059+0.26818i,0.090346+0.19701i,0.11802+0.13016i,0.093001+0.084487i,0.059875+0.067926i,0.047904+0.028076i,0.030675-0.001901i,0.022693+0.0068771i,0.022746+0.025172i,0.027969+0.036368i,0.033449+0.033629i,0.026732+0.025253i,0.013895+0.017543i,0.0016989+0.0081806i,-0.0022343+0.00071401i,0.0017951-0.0032464i,0.00057507-0.0029532i,-0.0063616+0.0045711i
0.21384+0.12865i,0.47633+0.22262i,0.6354+0.16705i,0.50711-0.067294i,0.25417-0.24021i,0.10231-0.24662i,0.049374-0.21132i,0.039514-0.16187i,0.061183-0.080866i,0.064299-0.031363i,0.024267-0.012889i,-0.0028137+0.0041462i,0.0016857+0.00023093i,-0.0019069-0.021332i,-0.024597-0.036231i,-0.037349-0.035029i,-0.022784-0.025082i,0.001116-0.019047i,0.014289-0.011548i,0.020287-0.0024569i,0.024038-0.0015822i,0.022468+0.0023746i,0.016811+0.011485i
-0.15981-0.07031i,-0.28823-0.1828i,-0.32035-0.2757i,-0.22504-0.23047i,-0.11494-0.094543i,-0.032182-0.0050122i,0.016964+0.0068478i,0.029891-0.012926i,0.04124-0.036621i,0.047988-0.052416i,0.025298-0.048234i,-0.0020092-0.024654i,-0.00078245-0.0024526i,0.022187+0.003227i,0.038337-0.0042968i,0.033628-0.016538i,0.015082-0.027415i,-0.0069784-0.023987i,-0.019121-0.0056202i,-0.014711+0.005302i,-0.0060329+0.0010154i,-0.00072191-0.0082016i,0.0040304-0.012258i
-0.0028413-0.048654i,-0.093253-0.026494i,-0.2403+0.10224i,-0.29282+0.24651i,-0.22627+0.25386i,-0.1883+0.16837i,-0.16766+0.10445i,-0.10664+0.036135i,-0.064862-0.039105i,-0.064426-0.052296i,-0.05349-0.0083923i,-0.016658+0.022746i,0.0027526+0.0072004i,-0.018974-0.017086i,-0.054964-0.0061494i,-0.070298+0.02207i,-0.062614+0.031001i,-0.043357+0.021665i,-0.019885+0.010823i,-0.0047421+0.0056617i,-0.00059684+0.0017221i,0.00030101-0.0058721i,0.00022614-0.012226i
0.16843+0.14762i,0.46401+0.23364i,0.78049+0.13932i,0.81928-0.12033i,0.59675-0.24361i,0.40918-0.17309i,0.28789-0.12325i,0.12509-0.097231i,0.0045394-0.043048i,-0.019061-0.02039i,-0.0063452-0.029414i,0.011822-0.035848i,0.014066-0.033928i,1.4183e-05-0.021206i,0.0014163-0.0091963i,0.010417-0.0047963i,0.0066011-0.00043829i,0.0022171-0.0011452i,0.0050495-0.0075872i,0.0071085-0.010586i,0.00051383-0.0078998i,-0.016766+0.00026965i,-0.027699+0.011446i
-0.21591-0.16803i,-0.51704-0.34319i,-0.7863-0.39504i,-0.7867-0.21966i,-0.5655-0.031955i,-0.35642+0.011567i,-0.23546+0.018348i,-0.13243+0.032294i,-0.060703+0.031553i,-0.038264+0.037502i,-0.030874+0.038562i,-0.033384+0.021376i,-0.037468+0.018233i,-0.017889+0.040251i,0.016745+0.053256i,0.038942+0.043188i,0.039206+0.031331i,0.019969+0.026112i,-0.0012318+0.021564i,-0.0065138+0.012557i,-0.004438+0.00069612i,-0.0038582-0.00090905i,0.00081347+0.0099441i
0.12552+0.058992i,0.2354+0.12881i,0.26473+0.15393i,0.18805+0.071004i,0.099169-0.03124i,0.037481-0.068773i,-0.00070952-0.071774i,-0.020594-0.064941i,-0.029835-0.053332i,-0.041951-0.035116i,-0.054346-0.0030425i,-0.046218+0.021426i,-0.017189+0.013238i,0.0088417-0.02333i,0.0055857-0.06092i,-0.01349-0.066135i,-0.016288-0.043882i,-0.0061491-0.018481i,0.0055471-0.0016545i,0.013507+0.0020853i,0.014344+0.003951i,0.017446+0.012568i,0.025998+0.011058i
0.016258+0.10803i,0.10907+0.22923i,0.24394+0.2918i,0.26298+0.26049i,0.1554+0.23243i,0.08256+0.2489i,0.063912+0.24273i,0.030313+0.1842i,0.0011336+0.11832i,0.010512+0.075676i,0.044952+0.051651i,0.062612+0.036368i,0.040836+0.030747i,0.012727+0.031223i,0.00093049+0.030907i,-0.0057371+0.025163i,-0.0087246+0.0086441i,-0.0072353-0.014399i,-0.012995-0.026344i,-0.025125-0.017042i,-0.026363-0.00047207i,-0.014024+0.0032134i,-0.0059706-0.0036866i
-0.12829-0.24051i,-0.36796-0.52115i,-0.63384-0.67237i,-0.65427-0.50773i,-0.4066-0.27i,-0.18115-0.18944i,-0.09199-0.12963i,-0.029976-0.011819i,0.017683+0.056681i,0.026438+0.046057i,0.014179+0.0054971i,-6.9514e-05-0.018331i,0.00030001-0.017075i,-0.0034884-0.01298i,-0.016574-0.0064097i,-0.019287+0.0080406i,-0.016889+0.021423i,-0.019576+0.032656i,-0.018624+0.037471i,-0.0048067+0.029307i,0.012481+0.012963i,0.018014-0.001629i,0.01279-0.0046469i
0.14511+0.21793i,0.35098+0.50958i,0.56586+0.71021i,0.60582+0.57293i,0.43201+0.2978i,0.25368+0.18426i,0.20203+0.11803i,0.15578+0.0095177i,0.08099-0.026571i,0.046246-0.0059291i,0.038232-0.004238i,0.032583-0.013398i,0.039003-0.015568i,0.056033-0.019643i,0.066262-0.031591i,0.062847-0.035301i,0.054378-0.0234i,0.046421-0.0080493i,0.041172+0.0068248i,0.037865+0.015299i,0.028447+0.011225i,0.0098818+0.0046265i,0.00025351+0.0042183i
-0.097902-0.057665i,-0.18917-0.15763i,-0.28734-0.25839i,-0.35906-0.23686i,-0.32796-0.12152i,-0.208-0.053846i,-0.11514-0.045475i,-0.046257-0.045025i,0.0074606-0.06069i,-0.0061921-0.062484i,-0.039057-0.023769i,-0.041283-0.0015418i,-0.039895-0.011917i,-0.046673-0.015801i,-0.05207-0.0073781i,-0.042476-0.0045129i,-0.016571-0.016912i,0.0045366-0.032757i,0.0070095-0.041826i,-0.004642-0.04568i,-0.015254-0.038882i,-0.010644-0.024496i,-0.00061007-0.016223i
0.023846-0.14921i,-0.0048213-0.30673i,-0.056393-0.35377i,-0.032533-0.18184i,0.079604+0.0090569i,0.16787+0.034341i,0.16795+0.010905i,0.13133+0.02311i,0.09344+0.023042i,0.069521+9.4314e-05i,0.047833-0.034485i,0.012453-0.049034i,-0.0040522-0.040952i,-0.0046716-0.04228i,-0.016672-0.041427i,-0.03484-0.032995i,-0.052403-0.030236i,-0.062711-0.025427i,-0.056844-0.0086065i,-0.03374+0.011402i,-0.0050475+0.019389i,0.0097642+0.013417i,0.0085755+0.0047277i
0.013141+0.27049i,0.074365+0.63681i,0.19423+0.90321i,0.28768+0.73749i,0.22085+0.34239i,0.061507+0.12907i,0.0031921+0.052911i,-0.01128-0.027282i,-0.047424-0.041574i,-0.041533-0.0022093i,-0.014416+0.020015i,-0.0051746+0.032722i,-0.0088642+0.039662i,-0.013443+0.042807i,-0.0026383+0.046854i,0.008208+0.042839i,0.0044222+0.035456i,0.0039501+0.030114i,0.0092969+0.024249i,0.0066027+0.014895i,-0.0047954-0.00061899i,-0.019742-0.013949i,-0.027973-0.014568i
-0.02689-0.21782i,-0.022706-0.55403i,-0.029724-0.88249i,-0.089471-0.87173i,-0.090586-0.56818i,0.0082114-0.35627i,0.02074-0.29648i,-0.033506-0.20929i,-0.028033-0.11434i,-0.022003-0.078801i,-0.050951-0.054465i,-0.061451-0.025244i,-0.048694-0.0059958i,-0.034238+0.0031355i,-0.023541+0.001586i,-0.011249+0.0065881i,0.0040036+0.021625i,0.010294+0.026884i,0.0093749+0.01855i,0.011587+0.006487i,0.008447+0.0021543i,4.0894e-05+0.011269i,-0.0015359+0.022041i
0.04248+0.044395i,0.018994+0.13348i,-0.078123+0.28251i,-0.14688+0.38738i,-0.13512+0.34329i,-0.12592+0.23669i,-0.10597+0.18379i,-0.038087+0.12887i,0.0024772+0.046479i,-0.0015128+0.018404i,0.0072336+0.035743i,0.027293+0.03963i,0.042098+0.027584i,0.053495+0.011517i,0.050982-0.00438i,0.036566-0.018879i,0.023119-0.031832i,0.0080308-0.033805i,-0.0071531-0.017687i,-0.013912+0.0059657i,-0.011008+0.024259i,-0.0021896+0.030387i,0.007815+0.027108i
-0.083012+0.14462i,-0.13203+0.33272i,-0.069707+0.46941i,0.097946+0.36159i,0.16707+0.11124i,0.086144-0.019727i,0.027483-0.024821i,0.0035373-0.021344i,-0.027671-0.015788i,-0.025684-0.0105i,-0.011763-0.0095666i,-0.0053405+0.0015957i,-0.0034628+0.0002559i,-0.02057-0.011044i,-0.037532-0.0097126i,-0.036226-0.0081883i,-0.028148-0.0097747i,-0.013201-0.0016712i,0.0076277+0.0042565i,0.024233-0.0049669i,0.032322-0.01999i,0.032655-0.026831i,0.028275-0.025488i
0.11392-0.20847i,0.28535-0.49953i,0.4065-0.7741i,0.29007-0.73332i,0.10749-0.39651i,0.089387-0.12784i,0.079349-0.070565i,-0.010706-0.036527i,-0.048988+0.029337i,-0.024725+0.039389i,-0.00095831+0.005053i,0.0076661-0.023216i,0.0032081-0.019443i,0.0043099-0.00074974i,0.0070939+0.00039978i,-0.0076157-0.00043007i,-0.026741+0.009129i,-0.032423+0.0083763i,-0.024569-0.0014378i,-0.01464-0.0039645i,-0.01156+0.002048i,-0.01125+0.0075339i,-0.0078927+0.007823i
-0.05591+0.12837i,-0.23473+0.28283i,-0.4524+0.40887i,-0.4911+0.36121i,-0.37692+0.16423i,-0.31597+0.014227i,-0.26598+0.013798i,-0.13026+0.03902i,-0.030824+0.0032554i,-0.039125-0.012719i,-0.05713+0.017243i,-0.039696+0.037777i,-0.0118+0.035732i,0.012978+0.02923i,0.023273+0.027775i,0.027755+0.033218i,0.03938+0.037352i,0.043923+0.030136i,0.029683+0.016955i,0.010616+0.0081302i,0.0036971-6.2832e-05i,0.0047902-0.012279i,0.0035257-0.020686i
-0.046013-0.0012601i,-0.039984+0.027286i,0.035215+0.10141i,0.1339+0.18538i,0.18033+0.22057i,0.18531+0.21949i,0.19364+0.19155i,0.17342+0.12437i,0.12191+0.066352i,0.088198+0.03821i,0.06615+0.012051i,0.040003-0.010248i,0.020605-0.031204i,0.00077284-0.051735i,-0.014678-0.051709i,-0.0072491-0.039531i,0.0075836-0.033719i,0.0075802-0.023759i,0.0039551-0.0064235i,0.010544+0.0022703i,0.014133-0.0015699i,0.0060543-0.0056437i,-0.0016248-0.0064885i
0.13491-0.069455i,0.32204-0.16651i,0.46184-0.28813i,0.36682-0.32978i,0.15289-0.21017i,0.06862-0.061574i,0.067943-0.034657i,0.025705-0.045405i,-0.018237-0.011894i,-0.016074+0.019382i,0.0036785+0.02032i,0.015309+0.0060432i,0.0090539+1.3712e-05i,0.001081+0.0081551i,0.0025122+0.0058998i,-0.0061542-0.017726i,-0.023958-0.042718i,-0.030882-0.05515i,-0.026367-0.052827i,-0.026523-0.042211i,-0.035693-0.029826i,-0.042321-0.012635i,-0.040408+0.0048915i
-0.13257+0.067648i,-0.36483+0.10994i,-0.58084+0.12596i,-0.50288+0.092293i,-0.21167-0.023997i,-0.05926-0.16642i,-0.068238-0.19088i,-0.055384-0.12537i,-0.015347-0.084114i,-0.0079607-0.068071i,-0.026291-0.048787i,-0.044744-0.024553i,-0.041169+0.0020772i,-0.022922+0.015516i,-0.016302+0.01877i,-0.02303+0.031891i,-0.027428+0.051713i,-0.024302+0.05986i,-0.015812+0.053009i,-0.0045318+0.043712i,0.011196+0.039496i,0.025483+0.034071i,0.029266+0.024741i
0.037234-0.043258i,0.12702-0.033191i,0.19471+0.029928i,0.11201+0.12024i,-0.036052+0.20658i,-0.070478+0.28295i,-0.013997+0.27305i,0.021088+0.17151i,0.019383+0.087526i,0.016149+0.055802i,0.020216+0.041151i,0.024574+0.027091i,0.02648+0.008422i,0.022923-0.012485i,0.01727-0.017359i,0.022263-0.0033088i,0.031523+0.0086456i,0.026251+0.0089726i,0.0094392+0.0067416i,-0.00061705+0.0054723i,-0.0009826-0.0022368i,-0.0025593-0.011134i,-0.00257-0.011621i
0.065365+0.023368i,0.14187+0.050668i,0.23995+0.056301i,0.30146+0.0032343i,0.27042-0.071012i,0.20577-0.10756i,0.17019-0.1022i,0.128-0.077061i,0.075485-0.05552i,0.036338-0.048416i,0.011133-0.035061i,0.00384-0.014511i,0.002415-0.006597i,-0.0047595-0.00089114i,-0.002297+0.0016855i,0.013223-0.016516i,0.026053-0.036314i,0.029077-0.035996i,0.027178-0.023199i,0.022839-0.016447i,0.011033-0.019367i,-0.0032743-0.017171i,-0.0091886-0.01034i
-0.10188-0.019057i,-0.23834-0.10078i,-0.36268-0.19361i,-0.33228-0.18479i,-0.14877-0.113i,0.0050926-0.11414i,0.019247-0.14569i,-0.019261-0.11283i,-0.0202-0.053459i,0.0034895-0.021287i,0.015752-0.021081i,0.0035704-0.030306i,-0.0096782-0.024078i,-0.0063642-0.016598i,-0.0077034-0.021579i,-0.028928-0.026358i,-0.052048-0.022366i,-0.057421-0.0094939i,-0.046942+0.0076875i,-0.036179+0.022501i,-0.028934+0.037464i,-0.014505+0.04665i,0.0015458+0.041283i
0.062827+0.0037449i,0.15004+0.068483i,0.19368+0.14079i,0.080679+0.11433i,-0.12332+0.044411i,-0.25241+0.046502i,-0.2418+0.061279i,-0.17094+0.032819i,-0.12348+0.0049163i,-0.10275+0.0018671i,-0.083122+0.012241i,-0.053678+0.02559i,-0.024524+0.025231i,-0.01119+0.010126i,-0.015172+0.0031985i,-0.020298+0.014914i,-0.013108+0.027235i,0.0034587+0.020946i,0.018644+0.0028576i,0.029643-0.012086i,0.038443-0.022283i,0.036999-0.0291i,0.02562-0.026958i
-0.008301+0.03577i,-0.034807+0.061255i,-0.028133+0.11367i,0.071886+0.18252i,0.1989+0.18459i,0.24725+0.10526i,0.20589+0.063353i,0.14886+0.065586i,0.10958+0.04039i,0.070328+0.0048648i,0.031337-0.0042841i,0.011672+0.0032268i,0.0077032+0.0078567i,-0.00027727+0.011391i,-0.0046829+0.021333i,0.0098341+0.030796i,0.025675+0.03154i,0.023857+0.025683i,0.0121+0.02106i,0.0048562+0.019635i,0.0054073+0.013186i,0.0051309+0.0019815i,0.0032863-0.0052687i
-0.029382-0.049839i,-0.014414-0.14155i,0.016153-0.267i,0.0090052-0.32311i,-0.033568-0.24277i,-0.04345-0.11435i,-0.013493-0.061301i,0.0036962-0.052195i,-0.0012177-0.022971i,0.0024615+0.011782i,0.019335+0.023556i,0.030706+0.011842i,0.027226+0.00057837i,0.027909+0.0020087i,0.035289-0.0019563i,0.031424-0.0217i,0.017845-0.041673i,0.00019958-0.04382i,-0.013262-0.03385i,-0.019842-0.031057i,-0.031434-0.029779i,-0.036935-0.018374i,-0.025744-0.0056329i
0.02737+0.027544i,0.015394+0.10176i,-0.042146+0.18142i,-0.10346+0.1612i,-0.12978+0.044356i,-0.1463-0.047686i,-0.13728-0.064154i,-0.095801-0.054327i,-0.058893-0.046677i,-0.040722-0.043825i,-0.035516-0.042597i,-0.034999-0.032085i,-0.025307-0.021947i,-0.015592-0.027927i,-0.018595-0.036406i,-0.028681-0.031911i,-0.032586-0.019184i,-0.01881-0.0041511i,0.0064616+0.0084901i,0.025467+0.017309i,0.033388+0.02198i,0.030758+0.01578i,0.01848+0.0047132i
-0.019906+0.0083809i,-0.047848-0.0078747i,-0.063159+0.003697i,-0.034353+0.10412i,0.041407+0.22141i,0.10798+0.24487i,0.092937+0.19573i,0.041342+0.13592i,0.018872+0.09022i,0.010557+0.065243i,0.0011441+0.052411i,-0.0016755+0.03604i,-0.0044644+0.018871i,-0.016163+0.010807i,-0.030237+0.01709i,-0.034901+0.032506i,-0.031964+0.041377i,-0.027616+0.031328i,-0.028425+0.012214i,-0.033707+0.0030189i,-0.032258+0.0016704i,-0.025811+0.0011827i,-0.01807+0.0021417i
0.020086-0.022588i,0.097404-0.031676i,0.22375-0.064838i,0.2736-0.15334i,0.16615-0.21576i,0.04316-0.17281i,0.032861-0.096774i,0.049661-0.060316i,0.023943-0.04745i,-0.0020437-0.027667i,0.00024971-0.0019416i,0.010976+0.014467i,0.01187+0.018169i,0.014387+0.025295i,0.030979+0.031759i,0.051373+0.026363i,0.059117+0.0168i,0.046783+0.0066435i,0.028435-0.0022968i,0.027385-0.010549i,0.030173-0.020758i,0.020891-0.0208i,0.011269-0.0084685i
-0.0063349+0.008063i,-0.087208-0.0062598i,-0.23339-0.027609i,-0.30682-0.019669i,-0.20681+0.0042819i,-0.054571-0.0062784i,0.012422-0.034247i,0.018963-0.033616i,0.029005-0.020794i,0.040036-0.029718i,0.034166-0.049453i,0.019552-0.052267i,0.016338-0.037523i,0.027224-0.033631i,0.033754-0.047512i,0.025677-0.060202i,0.011978-0.058242i,-0.00087439-0.034209i,-0.0088784-0.0022108i,-0.01536+0.01749i,-0.021199+0.025731i,-0.016493+0.024506i,-0.0067446+0.013512i
-0.010619+0.013121i,0.011784+0.035362i,0.052362+0.082325i,0.06466+0.147i,0.037179+0.18564i,-0.0059289+0.15918i,-0.037879+0.091554i,-0.042753+0.037402i,-0.040073+0.021812i,-0.043731+0.031023i,-0.046345+0.032821i,-0.039533+0.020819i,-0.032563+0.0051767i,-0.04298-0.0080961i,-0.065883-0.01392i,-0.080537-0.011839i,-0.072831-0.0085142i,-0.045739-0.0091174i,-0.019011-0.013794i,-0.0070522-0.020844i,-0.0079184-0.02367i,-0.011218-0.017811i,-0.0098242-0.0099699i
0.020808-0.013081i,0.057859+0.0082854i,0.13078+0.028088i,0.19495-0.023064i,0.18003-0.12358i,0.11736-0.15828i,0.071824-0.10281i,0.042332-0.044184i,0.01975-0.02661i,0.011447-0.019065i,0.010596-0.0011649i,0.0038679+0.010717i,-0.0070679+0.012375i,-0.011398+0.02239i,-0.0067347+0.042247i,0.0030101+0.060118i,0.01086+0.065291i,0.014358+0.052053i,0.014538+0.036952i,0.018298+0.03816i,0.028332+0.041934i,0.028898+0.035107i,0.01632+0.027243i
-0.0086029-0.01133i,-0.04928-0.089628i,-0.13379-0.20445i,-0.20474-0.2226i,-0.18926-0.098106i,-0.10369+0.0284i,-0.032944+0.053193i,-0.012254+0.036764i,-0.0042049+0.033418i,0.012422+0.020505i,0.02343-0.0012845i,0.024548-0.0051217i,0.029605+0.0088889i,0.049741+0.014802i,0.069799+0.0035879i,0.073242-0.013211i,0.059744-0.024374i,0.031417-0.02388i,0.005119-0.018253i,-0.0074027-0.0203i,-0.013161-0.025743i,-0.010943-0.021692i,0.0009549-0.012969i
-0.015938+0.023964i,-0.02465+0.10457i,-0.029+0.23492i,-0.023061+0.30283i,-0.0073433+0.2187i,-0.012264+0.074555i,-0.016397-0.0030864i,0.0023361-0.021708i,0.004461-0.026217i,-0.023022-0.022292i,-0.044877-0.013326i,-0.039384-0.0051468i,-0.019572-0.012417i,-0.01791-0.037419i,-0.034093-0.056244i,-0.041869-0.060481i,-0.034616-0.055248i,-0.018786-0.039464i,0.00067354-0.022378i,0.015059-0.015024i,0.018994-0.016011i,0.015991-0.017518i,0.012008-0.015161i
0.033243-0.012986i,0.073304-0.030775i,0.13852-0.069925i,0.18271-0.11855i,0.16499-0.12021i,0.12382-0.071148i,0.080526-0.029558i,0.037809-0.016471i,0.028252-0.0072532i,0.041117+0.00507i,0.036607+0.013i,0.017492+0.010806i,-0.0016461+0.0026062i,-0.020086+0.0070289i,-0.035611+0.027545i,-0.043494+0.045049i,-0.040759+0.045464i,-0.028929+0.03173i,-0.020461+0.019223i,-0.023407+0.019406i,-0.028178+0.026007i,-0.025908+0.022939i,-0.020451+0.010301i
-0.015905-0.0012048i,-0.025478-0.050832i,-0.04608-0.11667i,-0.083057-0.1216i,-0.12345-0.055024i,-0.13148+0.0050359i,-0.097256+0.021401i,-0.055492+0.01855i,-0.031798+0.0088784i,-0.01555-0.0025491i,0.0021283-0.0073708i,0.010111-0.003953i,0.0069576+0.0087879i,0.01362+0.024295i,0.033405+0.029116i,0.046338+0.025687i,0.041067+0.021639i,0.023977+0.012452i,0.011864-6.8257e-07i,0.013627-0.011052i,0.017981-0.017833i,0.01504-0.015446i,0.010824-0.0066879i
-0.022283+0.0067067i,-0.075101+0.060872i,-0.15682+0.14627i,-0.18085+0.18854i,-0.08534+0.14237i,0.024013+0.059754i,0.058121+0.016304i,0.051807+0.010658i,0.030045-0.0043047i,-0.0058488-0.023276i,-0.028149-0.020915i,-0.016207-0.0082372i,0.012273-0.011527i,0.026856-0.036663i,0.0254-0.059729i,0.020328-0.063824i,0.014044-0.050841i,0.0041757-0.027071i,-0.004445-0.005666i,-0.0055843+0.0061907i,-0.0012972+0.009169i,0.00023749+0.0062475i,-0.0030233+0.0041952i
0.041811+0.0061924i,0.12216+0.0029757i,0.24697-0.010898i,0.31367-0.034621i,0.23526-0.038043i,0.10604-0.0062103i,0.042173+0.005572i,0.020811-0.019461i,0.0029059-0.0138i,0.0022024+0.020552i,0.0091663+0.032404i,0.0080667+0.017669i,-0.0053673-0.00047859i,-0.029148-0.0018386i,-0.05008+0.0066296i,-0.055926+0.0064063i,-0.044977+0.00085072i,-0.025466-0.0013039i,-0.012461-0.0007126i,-0.014737-0.0036474i,-0.023755-0.0087591i,-0.025444-0.0083046i,-0.017529-0.006624i
-0.026933-0.013603i,-0.069234-0.052061i,-0.13529-0.1026i,-0.1935-0.10492i,-0.17889-0.065641i,-0.10513-0.056286i,-0.060658-0.061359i,-0.048766-0.042475i,-0.030694-0.032992i,-0.013727-0.040776i,-0.0051503-0.039852i,-0.010157-0.030076i,-0.025028-0.011502i,-0.025164+0.013195i,-0.010762+0.03053i,-0.00087451+0.036781i,0.0012127+0.035031i,0.0036328+0.024328i,0.0099538+0.014157i,0.016822+0.014962i,0.020815+0.019881i,0.018543+0.019884i,0.013173+0.018i
0.00061441-0.00086996i,-0.025459+0.022864i,-0.056657+0.056431i,-0.041321+0.058886i,0.01349+0.040105i,0.038238+0.051921i,0.032713+0.067754i,0.022205+0.054556i,0.0068069+0.030776i,-0.010027+0.011217i,-0.021176+0.0012289i,-0.018622+0.0068045i,0.0033782+0.016774i,0.030691+0.0089196i,0.041602-0.009723i,0.035869-0.015747i,0.025905-0.0097148i,0.012444-0.003968i,0.00031299-0.0020779i,-0.0024317-6.7734e-05i,0.0017743+0.0021192i,0.0055296+0.0015806i,0.0032388-0.0020211i
0.022785+0.020801i,0.08094+0.051101i,0.15296+0.098533i,0.17125+0.1288i,0.1077+0.093314i,0.031084+0.025767i,0.00932-0.0028674i,0.014151+0.0013987i,0.0027052+0.022617i,-0.0091225+0.055007i,-0.0028315+0.062318i,0.0085464+0.039486i,0.0094265+0.009529i,-0.0060139-0.012083i,-0.022368-0.019763i,-0.022791-0.021533i,-0.014295-0.021537i,-0.0072505-0.015293i,-0.0030597-0.0065357i,0.0011956-0.0072638i,0.0045304-0.018088i,0.0044888-0.021275i,0.0056519-0.012536i
-0.027586-0.036187i,-0.061772-0.1024i,-0.10538-0.20786i,-0.14519-0.25954i,-0.12989-0.18002i,-0.03811-0.073318i,0.019417-0.045098i,0.0061728-0.038407i,0.011184-0.019042i,0.037668-0.021837i,0.037443-0.029552i,0.017445-0.022002i,0.00027261-0.0097491i,-0.0054585+0.005332i,-0.0065191+0.018645i,-0.0091465+0.021237i,-0.011066+0.012941i,-0.0083444+0.0043785i,-0.0024698+0.0016956i,-0.0014901+0.0032361i,-0.0067788+0.0071474i,-0.010633+0.0083444i,-0.0090344+0.0061521i
