-0.0011877+0.0009206i,-0.00088577-2.6003e-05i,-0.001342-0.00043575i,-0.00093732-0.00069069i,-0.0014974-0.0002416i,-0.0022156+0.0019443i,-0.0014387+0.0029327i,0.00020977+0.0026636i,0.0012182+0.0019429i,0.0017062+0.00049577i,0.0010927-0.00045983i,-0.00067019-0.00052109i,-0.0010082-0.00037148i,-0.00073473-0.00054946i,-0.00091476-0.00039672i,-0.000958+1.6396e-05i,-0.00033331-0.00012534i,0.00036452-0.00094465i,-6.1914e-05-0.00074495i,-0.00026475-3.4134e-05i,0.00018229+0.00086673i,-0.00011577+0.00096832i,-0.00063357+0.00033197i
-0.00038872-0.00044222i,0.00031091-3.5713e-05i,0.00024269+0.00020357i,-0.0011147-5.7358e-05i,-0.00070319+0.00016919i,0.00067171+0.00097453i,0.0017621+0.00026256i,0.0019858-0.00045688i,0.00098128-0.00028902i,0.00063514-0.00059244i,5.3079e-05-0.00084379i,-0.00096645-6.2155e-05i,-0.0010682-1.2265e-05i,-0.00077623-0.00063964i,-0.00056873-0.00087503i,-0.00081194-0.0011216i,-0.0011015-0.0010063i,-0.00020286-0.00082834i,0.00066381-0.00023057i,0.00071404+0.00061606i,0.00033903+0.00073129i,0.00011319-0.00039042i,-0.00026635-0.00017449i
0.00061041+0.00073984i,-0.0004501+0.00058267i,-0.00075794+0.00050146i,-0.00072525-0.00040636i,-0.00080281-0.0005486i,-0.00027915+8.5359e-06i,0.00063564+0.00050554i,0.00084409+0.00030077i,0.0011015-0.00016136i,0.00052964-0.00032569i,-0.00013776-0.00033232i,-0.00063284-0.00042559i,-0.00058628-0.00046179i,0.00039021-0.0013445i,0.00071612-0.0015176i,-4.8623e-05-0.00045174i,-0.00018438-0.00025778i,-0.00037529-0.00032897i,-0.0012171-0.00013159i,-0.00083433-3.9502e-05i,-0.00043331+0.00030515i,-0.00095858+0.00040985i,-0.00045206-0.00018491i
-0.00045188+0.00085651i,-0.00016532+0.00039952i,-0.0021067+0.00069523i,-0.0029684+0.0017028i,-0.0019777+0.0018364i,-0.00092628+0.0013477i,0.0005375+0.0012732i,0.0020214+0.00091652i,0.0014068+0.00029173i,0.00019657-0.00067694i,-9.6775e-06-0.0010211i,-8.8525e-05-0.00046192i,-0.0001835-0.00028726i,0.00014848-0.00040793i,9.0747e-05-0.00030478i,-0.00022324-0.00090183i,-0.00055923-0.0014677i,-0.00060857-0.00104i,-0.00058552-0.00036401i,-0.00086634+0.00025736i,-0.00041174+0.00047139i,0.00012823+0.00053158i,7.1277e-05+0.0002335i
0.00094336-0.0011131i,0.0015062-0.00050985i,0.001592-0.00049197i,0.00083005-0.00089481i,0.00014681+0.0008342i,0.00025716+0.0017783i,0.0011968+0.0013783i,0.0014346+0.0011058i,0.00077115+0.00033067i,8.2137e-05+0.000171i,-0.0010579+0.00053372i,-0.0019565+0.00084325i,-0.0017479+0.00060658i,-0.00019997+0.00019999i,0.00075183+3.9582e-05i,0.00055966-0.0006659i,0.00037861-0.0013227i,-0.00064501-0.0010349i,-0.0011384-0.00065631i,-0.00017569-0.00012728i,0.00022179+6.9133e-05i,-0.00018506+3.1603e-05i,-0.00017574+0.00045166i
0.0031449-0.0011902i,0.0025839-0.0017763i,0.0022378-0.0032986i,0.00082614-0.0040228i,-0.00075768-0.0030257i,-0.00098312-0.0003838i,0.00021855+0.0013924i,0.001241+0.00056663i,0.00097246-0.00052988i,0.00021608-0.00078824i,-0.0010303-0.00072942i,-0.0021458-0.0010811i,-0.0021437-0.00095006i,-0.001021-0.0013375i,0.00032872-0.0015924i,0.00029023-0.0012755i,-0.00032523-0.0012352i,0.0001124-0.0010066i,-0.00014978-0.0012447i,-0.00030362-0.0014982i,-0.00052649-0.00072218i,-0.00050564+0.00026934i,0.00054731+0.00047941i
-0.0012311+0.00099866i,0.00068598+0.00068601i,0.00066593+0.002012i,0.00021259+0.0029211i,0.0009722+0.0029372i,0.0017049+0.0025465i,0.0019981+0.0022662i,0.0023458+0.0015377i,0.001726+0.00013613i,0.00099232-0.0004317i,0.0011324-0.00025848i,0.0010342-0.00029913i,0.00040916-0.00049506i,0.00028117-0.00019856i,0.00052705-9.2221e-05i,0.00085862-0.00029255i,0.00071884-0.00032376i,-0.00011662-0.00057477i,-5.8468e-05-0.00023232i,0.00030246+0.00065967i,-1.1891e-05+0.00064731i,-0.00073411+0.00011917i,-0.00016451+0.00012792i
0.00026132+0.0007904i,-0.001408+0.00077774i,-0.0019498+0.00015388i,-0.0022473-0.0006605i,-0.001663-0.00091462i,-9.1568e-05-7.1446e-05i,0.0008282+0.00041092i,0.0020354-7.9801e-05i,0.0022245-0.00019846i,0.0011836-0.00020738i,0.00049461-0.00047277i,-0.0002173-0.00060723i,0.0001807-0.00079991i,0.00073719-0.00064569i,0.00050244-0.00033495i,0.00064062-0.0008952i,0.00093547-0.0011925i,0.0001009-0.00075287i,-0.00079947-0.00030348i,-0.00084332+0.00014136i,-0.00036157+0.00020604i,-0.00070061+0.00024364i,-0.00090263+0.00045419i
-0.00063554-0.00039997i,-0.001312+0.00092373i,-0.00070359+0.00058444i,-0.0003804+0.00016374i,-0.0012365+0.0013934i,-0.0011088+0.0023583i,-3.0651e-06+0.0017227i,0.00098907+0.00074932i,0.0014808+0.00032798i,0.00049239+0.00013174i,-0.00080947+1.9268e-06i,-0.0010329+0.00038545i,-0.00046792+0.00070114i,-0.00024699-7.797e-05i,-0.00025001-9.3219e-05i,-0.00064487-0.00023441i,-0.00025798-0.0011365i,-8.1172e-05-0.00098226i,-0.00018586-0.00068409i,0.00026709+6.5918e-05i,0.00078881+0.0009895i,0.00089654+0.0010426i,0.00035644+0.00063804i
0.0019705-0.0010575i,0.0025422-0.0015889i,0.0026841-0.0015567i,0.0017171-0.0027041i,0.00027787-0.0020229i,-0.00018952-0.00012753i,0.00074372+0.00096269i,0.00078382+0.00059391i,7.3446e-05-0.00021603i,-7.7256e-05-0.00088554i,-0.00032162-0.0016972i,-0.00070012-0.0016071i,-0.00042585-0.0012302i,0.00038162-0.00099489i,0.0006879-0.0014835i,0.00035209-0.00095351i,9.4922e-05-0.00022879i,-0.00020355-0.00028529i,-0.00072388-0.0002798i,-0.00095735-0.00014995i,-0.00061856+0.00069233i,-0.0006429+0.00055429i,-0.0014323-0.00015058i
0.00030755+3.8743e-05i,0.00045376+0.000619i,0.00020517+0.0011093i,-0.00062406+0.0012344i,-0.0014847+0.00062015i,-0.0011668+0.00036481i,0.00017182+0.0010063i,0.00085455+0.0011566i,0.00079391+9.0304e-05i,0.00064042-0.00083474i,0.00023915-0.0011203i,-6.9092e-05-0.00081511i,0.00041528+0.00021407i,0.00070502+0.00078166i,0.00013725+0.00019359i,-0.00019984-0.00061319i,0.000237-0.00037i,0.00075425-1.5812e-05i,0.00031952-0.00027266i,-3.721e-05+0.00029324i,9.7056e-05+0.00033787i,0.00018337+6.9982e-05i,0.00060299-5.4048e-05i
-0.00049123-0.0003278i,0.00035242-0.0010178i,0.0010132-0.00084674i,0.0012984-0.00044329i,0.00049382+0.00061564i,0.00052219+0.0019608i,0.0020176+0.0010998i,0.0023078+8.0396e-05i,0.0019469+0.000566i,0.00099925+0.00019792i,0.00013689+3.8818e-05i,-9.982e-05+9.845e-05i,-0.00042767+0.00018117i,-0.00051987+3.4082e-05i,-0.00012928+7.755e-05i,0.0001545-1.3087e-05i,0.00042926-9.7546e-05i,-0.00052625-0.00047315i,-0.00078247-0.00058734i,-0.00026721-0.00057637i,0.00010527-0.00096765i,0.00014783-0.00060014i,-0.00054937-7.8265e-06i
-0.0024573+0.00051745i,-0.0015393+0.0010829i,-0.0017059+0.00078997i,-0.0019187+0.0010696i,-0.00098974+0.0017701i,0.00063397+0.0021793i,0.0010657+0.0019866i,0.00085492+0.00038088i,0.0008848-0.00070461i,0.00022701-0.00031965i,-0.00051538-0.00014865i,-0.00056276-0.0005191i,0.00018758-0.00045224i,0.00051292+0.00010403i,0.00015264+6.107e-05i,0.00020281-0.00029737i,0.00026952-3.3612e-05i,0.00068195+0.00028837i,0.00059167+0.0001225i,-5.5359e-05-9.7951e-05i,-0.00023307-0.00034736i,-0.00010196-9.605e-05i,0.00073931+0.00031983i
-0.0012335-0.00099299i,-0.0030013-0.0008513i,-0.0035379-4.4455e-05i,-0.0031904+0.00053809i,-0.00235+0.000692i,-0.00052217+0.0010198i,0.000732+0.00077846i,0.0010467-8.7793e-05i,0.0011409-9.9977e-05i,0.00068669+0.00070458i,-0.00077467+6.2817e-05i,-0.0014631-0.00033881i,-0.0010153-0.00068762i,0.00011007-0.0012528i,0.00044024-0.00084446i,0.00043467-0.00073991i,0.0011606-0.00097276i,0.00067795-0.001136i,-0.00058535-0.00032412i,-0.0010481+3.1521e-05i,-0.00040902+4.9445e-05i,-0.00012578+0.00038401i,-0.00072149+0.0003449i
9.8881e-05+0.00012938i,0.00042475+5.6777e-05i,0.00068307-0.00042168i,0.00091886+0.00027731i,0.00052575+0.0010357i,0.00034057+0.0010362i,0.0009195+0.0016078i,0.0016408+0.001228i,0.0014941+0.00043246i,0.00016893-1.7754e-05i,-0.00049236-0.00038356i,-0.00065712-0.00096822i,-3.2458e-05-0.0016257i,0.00093749-0.00096229i,0.0007652-0.00058365i,0.00056249-0.00058928i,0.00071241+0.00048734i,-0.00018035+0.00036303i,-0.00060056-0.00019695i,-0.00025672+0.0001563i,-0.00058194-0.00013594i,4.7414e-05-0.00077958i,0.00061826-0.00037644i
0.00052886+0.00020768i,0.00048489-9.9597e-05i,-0.000318-0.00053615i,-0.0012977-0.0004995i,-0.0014398+1.8876e-05i,-0.0011728+0.00058792i,-5.0874e-05+0.00066992i,0.0011515-3.5425e-05i,0.001001-0.00083102i,0.00027175-0.00064716i,-0.00020546+9.5352e-05i,-0.00030819-6.9635e-05i,-0.00042112-0.00023291i,5.6968e-05-0.00053052i,0.00017582-0.00091615i,-0.00035103-0.00052013i,-0.00077936+0.0001231i,-0.00062116+0.00024127i,-0.00050331-1.0765e-05i,0.00022654+0.00064358i,0.00059227+0.00089637i,0.00045504+0.00018718i,0.00042709+0.00035353i
0.0012062+0.0017011i,0.0011224+0.0014746i,0.00047213+0.0012303i,0.00042228+0.001578i,0.00066173+0.0012543i,0.0011053+0.00046683i,0.0012696+0.00087197i,0.0018484+0.00057315i,0.0019985-0.00020058i,0.0009595-0.00064218i,-0.00031395-0.0011025i,-0.0011674-0.0011916i,-0.00082712-0.00069755i,0.0001416+0.00017725i,0.00069901-1.9259e-05i,0.00052181-0.00034286i,0.0003182-0.00018824i,0.00028465-0.00089156i,-9.1428e-05-0.0010765i,1.3803e-05-0.00037802i,0.00090965-0.0002965i,0.00058365-0.00042897i,-0.00031585-0.00032406i
0.00093361-0.0015024i,0.00087855-0.00026167i,0.0007696-0.00023129i,-0.00017348-0.0014529i,-0.0015379-0.0011604i,-0.00076053+0.00017526i,0.0011293+0.0015339i,0.0016774+0.0019294i,0.0014382+0.0012651i,0.00027895+0.00062509i,-0.00055087-0.00044768i,-0.00069181-0.0014604i,-0.00084255-0.0008309i,-0.00090303-7.537e-05i,0.00019507-0.00074411i,0.001021-0.00069372i,0.00069344-0.00014153i,0.00012154-0.00012316i,1.6155e-05-0.00017601i,-0.00048824+0.0001195i,-0.00052137+7.9732e-05i,-0.00021423-0.0003912i,0.00050303-0.00067104i
0.00094795+0.00037589i,0.0011172-0.00030916i,0.00085832-0.00029686i,0.00080434+0.00060807i,0.00018892+0.00082492i,-4.1618e-05+0.0012822i,0.00023582+0.00043212i,0.0015655-0.00037324i,0.0023376-0.00073866i,0.0015374-0.0013753i,0.00048873-0.001077i,-0.00069593-0.00052829i,-0.00050358-0.00011143i,0.00038824+5.0831e-05i,0.00053518+0.00012314i,0.00042496-1.5827e-05i,-0.00040965+9.1635e-05i,-0.0010141+3.715e-05i,-0.00073146+9.0373e-05i,-0.00027556+0.00022684i,7.5524e-05+0.00018273i,-0.00033661-5.6277e-05i,-0.00023316-0.00051889i
0.0010696+0.00011963i,0.00034751-0.00081033i,-0.00043578-0.0009176i,-0.0016256-0.00019599i,-0.0022139+0.00031185i,-0.001118+0.00081678i,0.00051422+0.0012922i,0.0010763+0.00045586i,0.0011499-0.00050923i,0.00066218-0.00034917i,0.00020225-0.00013485i,0.00043904-0.00040977i,0.00065148-0.00073767i,0.00034516-0.00053419i,0.00022392-0.00023471i,-0.00018774-0.0004907i,0.00024746-0.00048951i,0.0001632-0.00051654i,-0.00054091-0.00057323i,-0.00031771+0.00014718i,-9.5803e-05+0.00026392i,0.00017086-0.0002082i,0.00036706+2.8516e-06i
0.00043709+7.3819e-05i,0.00079087-0.00099141i,0.00051526-0.0014275i,-0.00034952-0.0010465i,-0.0002649+0.00036803i,0.00081205+0.001836i,0.00094665+0.001864i,0.0010001+0.00083384i,0.00089662+8.9675e-05i,0.00048867-7.6849e-07i,0.00011447+8.6779e-05i,-4.8149e-06+0.00018817i,-0.00045963+0.00015631i,-0.00054785-1.073e-05i,-0.00073686+1.9615e-05i,-0.00045038+0.00022499i,-0.00026249+0.00024319i,-0.00013632-0.00014029i,-0.00017839-0.00012751i,-0.00054957+0.00043889i,-0.00017487+0.00081151i,-0.00040674+0.00027568i,-0.00079348+0.00014089i
-5.2889e-05-0.001911i,-0.0016565-0.0010179i,-0.0020936-0.0011711i,-0.0023718-0.0016467i,-0.0026867-0.0004554i,-0.0019547+0.0008294i,0.00040729+0.00054869i,0.0020766+6.5935e-05i,0.001614-0.00048886i,0.0005782-0.0006012i,0.00048937-0.00041517i,0.00060324-0.00042747i,0.00017691-3.5157e-05i,-0.00013898+0.00040682i,0.00045701+7.3547e-05i,0.00047529-0.00044475i,-0.0002937-0.00061985i,-0.00047651-2.438e-05i,-0.00081454+5.2329e-05i,-0.00092113-0.00018148i,-0.00062532-6.5971e-05i,-0.00064327+0.00017839i,-0.00042831+0.00055667i
-6.7288e-05+0.0008994i,-0.00037529+0.00056988i,-0.00018324-0.00046644i,-0.000124-0.00068113i,0.00052452+0.00029151i,0.00029555+0.0010899i,0.00022873+0.0014889i,0.001841+0.0010125i,0.0023499+0.00026482i,0.001015-0.0002826i,-0.00027206-0.00056842i,-0.00071902-0.00066261i,0.00053258-0.00061235i,0.0016717-0.0003818i,0.0015493-0.00015987i,0.00081659-5.4785e-05i,0.00025129+0.0001218i,0.00036045+0.00026938i,0.0003212+0.00082227i,0.00010792+0.00067699i,-0.00051294-0.00010445i,-0.0010279+9.81e-05i,-0.00094687+0.00029856i
0.0012562+0.00034032i,0.00079499+0.00051853i,0.0014071-0.00037898i,0.0015581-0.00093078i,0.00044122-0.00023559i,0.00033648+0.00025115i,0.00035494+0.00034056i,0.00092033+0.00038335i,0.001366-0.00087069i,0.0010656-0.002111i,0.00074141-0.0013417i,-0.00021006+0.00027629i,-0.00050287+0.00084968i,0.00020499-0.00036935i,0.00051053-0.00093538i,-0.00040248-0.00010184i,-0.00049116+0.00026494i,0.00030519-0.00020333i,6.4744e-06-0.00054208i,-0.00024654-6.9658e-05i,6.5113e-05-0.00013252i,0.00037461-0.00026435i,0.00015733+0.0003068i
-0.00012083-0.0018705i,-0.0012409-0.0020833i,-0.0030858-0.0025961i,-0.0037184-0.0017577i,-0.0027103-0.00011118i,-0.0016057+0.0013317i,-0.00011944+0.0014642i,0.00097188+0.00075511i,0.0006154+0.00041035i,-0.00026501-0.00022351i,-0.00053519-0.0010621i,-0.00066912-0.00083034i,-0.0004896+0.00012629i,-7.279e-05+0.00097966i,-0.00048288+0.00020176i,-0.00070323-0.00099762i,-0.00078173-0.0010162i,-0.0010511-0.0005127i,-0.00023856+0.00026076i,0.00054452+0.00029567i,0.00067478-0.0002329i,0.0010263-0.00072928i,0.00054266-0.00090532i
