-0.0025796-0.00017296i,-0.0036717-0.00104i,-0.0037641-0.00027829i,-0.0024832+0.00096298i,-0.0016316+0.0028854i,-0.0015799+0.0031599i,-0.0015957+0.0021903i,-0.00073693+0.0010205i,0.00057854+0.00027636i,0.00069746+0.00052137i,0.0015803+0.00041105i,0.0018127+7.8457e-05i,0.0010881+9.8867e-05i,0.00070581+0.00068379i,0.00010867+0.00066116i,-0.00028716+0.00031633i,-0.00048799+0.00016483i,-0.00031293-1.4375e-05i,-0.00013352-0.00018292i,-0.00074047+0.00046658i,-0.00075911+0.00093128i,-0.00057819+0.0004538i,-0.00051377-0.00031319i
-0.0008689-0.0016043i,-2.6881e-05-0.00082952i,-7.2919e-05-0.00028762i,-0.0013075+8.6111e-05i,-0.0014457+0.0013603i,-0.00050272+0.0014159i,8.0317e-05+0.00075364i,0.00025336+0.00022286i,0.00065353-0.00021098i,0.001169-0.00047293i,0.001009-0.00031885i,0.00061699-5.6407e-05i,0.00039147-0.00066317i,-0.00016751-0.0015475i,-0.00048889-0.0013423i,-0.00030316-0.00038871i,-0.00072308-0.00044127i,-0.0010256-0.00055953i,-0.00095809-0.00083231i,-0.00069375-0.00056372i,-0.00053818-2.0569e-05i,-0.00013834-0.00028605i,-0.00012431-0.0010419i
0.00093942+0.00040199i,0.00022501+0.0014592i,-0.00024259+0.0018776i,-0.00064764+0.00079123i,-0.0014614+0.00032513i,-0.0023756+0.0021712i,-0.0019577+0.002119i,-0.00066601+0.00036203i,6.0452e-05-0.00040507i,8.1986e-05+0.00020927i,-0.00010769-9.7901e-05i,-0.00016679-0.0002266i,-0.00034987+0.00084148i,-0.00020931+0.00032216i,0.00065278-0.0006805i,0.000411-0.00055547i,-0.00090919-0.00021586i,-0.00044599-0.00020463i,0.00032905-0.00033982i,0.00019183+6.221e-05i,0.00025651+0.0004713i,0.00026515+0.00072149i,-3.5468e-05+0.00038641i
-0.0024967-0.00054441i,-0.001552-0.00077828i,-0.0015637+0.00083458i,-0.0011715+0.0023962i,-0.00033811+0.0019226i,-0.0003608+0.00034272i,-0.00088943+1.9813e-05i,-0.00072045+0.00034184i,-5.5261e-05+6.9305e-06i,0.00020336-0.0003271i,0.00049821+7.2378e-05i,0.00013853+0.00026062i,-0.00023799+4.2648e-05i,-0.00059855-0.00021364i,-0.00072626+2.7439e-05i,0.0003532+0.00026184i,0.0008767+0.00041286i,0.00031781+0.00055775i,0.00049398+0.00099266i,0.00032915+0.00062292i,-0.00030039+0.00027125i,-0.00013575+0.00052254i,-0.0002163+0.00099774i
0.00064077-0.00058432i,0.00018463-0.0013504i,-0.00043718-0.0015341i,-0.0013085-0.00082641i,-0.0026227+0.00027663i,-0.002463+0.0010606i,-0.0012805+0.001249i,-0.00045411+0.00087833i,0.00034935+0.0006861i,0.00058793-3.2294e-05i,7.7583e-05-0.0011148i,-0.00080224-0.0012109i,-0.00050502-0.00042773i,0.00019561+0.00032999i,0.00027016+0.00040781i,0.00030663+0.00081668i,0.00042755+0.00060013i,-2.1033e-05+5.8597e-05i,-0.00053138-0.00046192i,4.0063e-05-0.00037453i,0.0003897+0.00010218i,0.00077016+0.000501i,0.0011511+0.00037037i
0.0016111+0.00080427i,0.00099661+0.0020122i,0.00081301+0.0022128i,0.00041435+0.00082494i,-0.00010192+0.0002609i,-0.00059653+0.00087373i,-0.00077257+0.0012016i,-0.00025121+0.00054454i,-7.2131e-05+0.00037124i,0.0003916-9.7857e-05i,0.00053766+1.8689e-05i,-0.00011554+6.4001e-05i,0.00014341+0.00051757i,0.00051361+0.0014542i,-2.9701e-05+0.0013309i,-0.00032266+0.00076181i,-0.00042486-0.00015828i,-0.0005449-0.00068616i,-0.00019373-0.00055566i,-0.00010301-0.00019379i,-0.0003015+0.00063166i,0.00012032-8.9523e-06i,0.0011966-0.00065699i
-0.0014796-0.0016879i,-0.0031945-0.0030645i,-0.0026968-0.0035194i,-0.0015137-0.0013238i,-0.0015733+0.00064224i,-0.0022512+0.00033181i,-0.0021316-0.00062016i,-0.0012611-0.00045566i,3.4437e-05+0.00066415i,0.00012379+0.00093856i,-9.9297e-05+0.00030425i,-0.0001+0.0003276i,0.00036597+0.0004104i,0.00046873+0.00097876i,-0.00054652+0.0012697i,-0.00055555+0.00089248i,-0.00046111+0.00048875i,-0.00052647+0.00059861i,-4.6939e-05+0.00030039i,0.00018849+0.00010264i,0.00052324+0.00066768i,0.00014869+0.00062614i,-7.1165e-05+0.00026146i
0.0017084-6.1161e-05i,0.0013083-0.0014863i,-0.00028292-0.0023016i,-0.0016008-0.0014145i,-0.0014892-0.00046963i,-0.0010188+0.00026597i,-0.0013522+0.00071406i,-0.00061216-0.00017804i,0.00024536-0.00087481i,-6.3211e-05-0.0011296i,2.2976e-05-0.00059458i,-0.00015811+0.00030655i,-0.00090623+0.00091442i,-0.00097669+0.00074583i,-0.00042634+0.00046i,-0.00039451+0.00050954i,-0.00064793-9.2212e-05i,-6.1622e-05-0.0003017i,0.00069409+0.00020487i,0.00025077+0.00055043i,-0.00036147+0.0010409i,-0.00032553+0.00069904i,0.00011728-9.1219e-05i
0.00065432+3.6665e-05i,0.00060104+0.0018082i,-1.2971e-05+0.0023574i,-0.00033646+0.0017519i,-0.0007788+0.0011765i,-0.0018362+0.00061587i,-0.0017934+0.00029152i,-0.00060493-5.9756e-05i,-0.00033886-8.559e-05i,-8.5273e-05+0.00024898i,0.00035245-0.00024506i,0.00017441-0.00017974i,0.00034416-0.00011292i,0.00080751-0.00075933i,0.0011556-0.00075395i,0.00091179-0.00022876i,-1.1949e-05+0.00015902i,-0.00058706+0.00020535i,-0.00066375+4.3181e-05i,-0.00039262+0.00030575i,-6.9091e-06+0.00088074i,-7.4304e-05+0.00097022i,0.00019031+3.0672e-07i
-0.0011807+0.0010132i,-0.0018664+0.0010687i,-0.0015948+0.00074568i,-0.00035716+0.00080641i,-0.00022117+0.0011531i,-0.00075413+0.0020813i,-0.00059373+0.001823i,-0.00046509+0.0011092i,-0.00028508+0.0010633i,0.00062738+0.00071195i,0.0015052+0.00061623i,0.0013707-0.00022208i,0.00086744-0.0010446i,0.0003065-0.00030996i,-0.00038183+0.00094757i,-0.0011439+0.00040047i,-0.00078658-0.0008448i,0.00033974-0.0011044i,-7.6725e-05-0.00047687i,-0.00019487+0.00028401i,-0.00045642-2.6347e-05i,-0.00085849-0.0001152i,-0.0006477+0.00015272i
-0.0010798-2.0176e-06i,-0.0010839-0.0010448i,-0.0010619-0.0017209i,-0.00089116-0.001333i,-0.00069739-0.00032839i,-0.00057326+0.0005211i,-8.1025e-05+0.00091899i,-1.9856e-05+0.0007844i,-8.418e-05+0.00023494i,-7.3307e-05+4.4645e-05i,-0.00024593+8.0056e-05i,1.0044e-05-0.00010059i,0.0008807+0.00018992i,0.00055338+0.00075887i,-0.00029304+0.00042015i,-0.00088842+6.0086e-06i,-0.0014675+0.00026504i,-0.0006773+6.9948e-05i,0.00030907-0.00015826i,0.00020502-0.00044453i,6.4234e-05-0.00065862i,0.00018044-0.00079652i,0.00073351-0.00079334i
0.001926-0.00086805i,0.0034431-0.0005017i,0.0031685+0.00037947i,0.0014728-6.851e-05i,-0.00025029-0.00045953i,-0.0013898+2.4906e-08i,-0.0013842+0.00034791i,-0.00084661+0.00012955i,-0.0005573-4.9106e-05i,-0.00080544+0.00022526i,-0.00071988-6.9013e-05i,-0.0002824-8.3383e-06i,0.0002792+0.00069345i,0.00096212+3.8106e-05i,0.00071361-0.00022504i,-4.7887e-05+0.00061928i,-0.00038441+0.00061577i,-0.00042855-3.8502e-05i,1.9132e-05-0.0009118i,0.0005815-0.00047194i,0.00071489+0.00033571i,0.00039179+0.00097209i,0.00041063+0.0011172i
-0.0018338+0.00042512i,-0.0019807-0.00025778i,-0.0024496-0.00033005i,-0.002704+0.00029683i,-0.0020305+0.00066152i,-0.0015902+0.00074069i,-0.0011073+9.7124e-05i,-0.00017995+8.3628e-05i,0.00011211+0.0011203i,0.00015406+0.00096248i,0.00040424+0.0002668i,0.0001263+0.00025032i,-0.00036999-0.00012268i,-0.00021995-0.00047189i,-0.00041134-0.00074664i,-0.00044784-0.00080679i,-0.0006586-0.00028007i,-0.00085026-0.00057887i,-0.00019237-0.0012663i,0.00078667-0.0007029i,0.0012707+0.00078006i,0.00096699+0.0012303i,0.00022785+0.00059165i
-0.00053916-0.00022781i,-0.0010552-0.00097962i,-0.00049803+0.00013514i,-0.00065189+0.00098586i,-0.0011455+0.00053037i,-0.0010018+5.8866e-05i,-0.00040318+0.00021081i,-9.9188e-05+0.00037079i,-9.7466e-05+0.0005156i,-0.00055662+0.00026526i,-0.00026146-0.00044523i,0.00082321-0.00062542i,0.0013202-0.00018358i,0.00024036+0.00046123i,-0.00052745+0.00042465i,-0.00025869+0.00029904i,0.00042066+0.00033286i,0.00065441+9.216e-05i,0.00023087+0.00026773i,-0.00031589+0.00046016i,-0.00060004+0.00090631i,-5.9903e-05+0.0010598i,0.00031873+0.0001486i
0.00038774+0.00042231i,-0.00019494+0.0007395i,5.7705e-05+0.0007631i,0.001126-1.4384e-05i,0.00037491-0.000154i,-0.0016474+0.00038491i,-0.0019182-0.00013737i,-0.0005817-0.0010633i,-4.573e-05-0.0003818i,-0.0007038-6.6661e-05i,-0.00020569-0.00055351i,0.00027087+9.4253e-05i,-6.7864e-05+0.0010362i,-0.00025199+0.00084674i,-0.0012234+0.0007307i,-0.0010016+0.00083382i,-0.00060869+0.00048111i,-0.00096439-0.00042919i,-0.00056205-0.00075004i,-0.00016694+0.00024676i,-0.00056577+0.00020686i,-0.00078844-0.0003689i,-0.0010407-0.0003717i
0.0014542-0.00093418i,0.0023955-0.0013621i,0.0022381-0.0010563i,0.00047202-0.0017215i,9.7873e-05-0.0010871i,-0.0003585+0.00093487i,-0.00071176+0.0020321i,-0.00077702+0.0014121i,-0.0007428+0.00052103i,7.8236e-06-0.00026069i,4.9855e-05-0.00097116i,-0.00080462-0.00010117i,-0.00011063+0.00054958i,8.9062e-05+0.00039379i,-7.2241e-05-9.8962e-05i,0.00060556-0.0005571i,0.00080201-0.00046733i,0.00076187-0.00010225i,0.00059481+0.00086563i,0.00080637+0.0012485i,0.00083112+0.00026701i,0.00046-0.00041966i,7.2641e-05+0.00013177i
0.00036618-0.0028963i,0.00039391-0.0035413i,-0.00097134-0.003388i,-0.0023477-0.0010462i,-0.0034666+0.001002i,-0.0033772+0.00057188i,-0.0017885-2.264e-05i,-6.8528e-05+0.0002234i,0.00022708+0.00055908i,-0.0001355+0.00055347i,-0.0005485+0.00031453i,-0.00031226+8.8869e-05i,0.00075267+0.00043344i,0.001437+0.00076237i,0.00065386+0.00077016i,-0.00022938+0.00076424i,-0.00065585+0.00023284i,-0.000104+0.00013291i,0.0009544+0.000354i,0.0010566+4.3314e-05i,0.00053113+0.00017319i,0.00086771-8.361e-05i,0.0011152-2.1696e-05i
-0.00018318+0.0013056i,0.00083916+0.00099137i,0.00071947+0.00097591i,-0.0011361-8.7e-06i,-0.0011711-0.00048926i,-0.00030272+0.00016713i,-0.00016371+0.00036i,0.00017739+0.00016182i,0.0001145+0.00066536i,0.00049212+0.00071981i,0.00098822+0.00052088i,0.00022652+0.00018933i,-0.00015487-0.00052074i,-0.00023816-0.00071009i,-0.00039326-0.00041248i,-0.0004806-0.00027256i,0.00018439+0.00083288i,0.00072655+0.001295i,-0.00017621+0.00044517i,-0.00095168+0.00011808i,-0.00047453+1.0998e-05i,-4.698e-05+9.8972e-05i,-0.00058548+0.00043032i
0.00020429-0.00073572i,-0.0013252-0.0014329i,-0.0021814-0.00099209i,-0.0022398-0.00013645i,-0.0018013+0.00082273i,-0.0016718+0.0010922i,-0.0013377+0.00093675i,-0.00055286+0.00096798i,-0.00013068+0.0003811i,0.0012318-0.00040865i,0.0010611-0.00062771i,-0.00041521-1.2186e-05i,-0.00023912+0.00022772i,0.00055077-0.00039619i,0.00031837-0.00084572i,0.00010024-0.00090317i,0.00038146-0.00066245i,0.00043313-0.00093208i,0.00026425-0.00088937i,-5.9687e-05-0.00058974i,5.3586e-05+5.1067e-05i,0.00024404+0.00024184i,0.00034617-0.00041675i
0.00014738-0.00051138i,-0.00026724-0.00097659i,-0.0011427+0.00012867i,-0.0011983+0.00075501i,-0.00051997+0.0013074i,-0.0008535+0.0014354i,-0.0017382+0.00072392i,-0.0012725+0.00047543i,-0.00026663+0.0005483i,2.8686e-05+0.00025179i,4.9723e-05+0.00026268i,-0.00061051+7.3272e-05i,-0.0004918+0.00015671i,-6.4471e-05+0.00069565i,1.7224e-05+0.00066214i,-8.22e-05+0.00037027i,0.00014474+1.2491e-05i,-6.154e-05-0.00017075i,-0.00073806+0.00043242i,-0.00027296+0.00086636i,-0.00019155+0.0003313i,-0.00034341-0.00016174i,-0.00061603-0.00043764i
0.0010844+0.00046322i,0.0011857-0.00041084i,0.00077133-0.0020616i,0.00037926-0.0025768i,-0.00090375-0.0016152i,-0.0024678-0.00023222i,-0.0020066+0.00017398i,-0.0010197+8.8498e-05i,-0.00039237-0.00015462i,-4.9795e-05-0.00078821i,-0.00037335-0.00024854i,-0.00076628+0.00078034i,-0.00047653+0.00057937i,-1.7481e-05+0.00093439i,0.00030012+0.0014526i,0.00043389+0.0010847i,0.00039038+0.00042728i,0.00082682+0.00015316i,0.00084111-7.0363e-05i,0.00049417+0.0002643i,0.00031534+8.9689e-05i,-0.00084191-0.00078505i,-0.0011365-0.00066426i
0.00044056+0.0017288i,0.00060625+0.0024449i,0.0014963+0.00092125i,0.00087477+9.9844e-05i,4.8524e-05+0.00025424i,-0.00031589+0.00041927i,-0.00040071+0.00041934i,-0.00073133+0.00025436i,-0.0013417+3.8098e-05i,-0.00085336-0.00040427i,-5.6516e-05-0.00045878i,0.00043127+1.8693e-05i,0.00036819+0.00029355i,-8.9971e-06+0.00014926i,-0.00022724+3.5547e-05i,-0.00086416-6.763e-05i,-0.0007583-0.00026718i,-1.7031e-05-0.00064358i,8.9985e-05-0.00042989i,-1.3363e-05+0.00062118i,-1.7832e-05+0.00072722i,-1.6116e-05+0.00072742i,0.00024842+0.00027121i
-0.0029673+0.00035363i,-0.0030915+0.00088462i,-0.0027384+0.0015136i,-0.0020912+0.0018365i,-0.0015176+0.0017541i,-0.0013204+0.00063418i,-0.0010283-5.7375e-05i,-0.00030101+0.00043341i,0.00040424+0.00021934i,-8.5099e-05+0.00018506i,-0.00012572+0.00062254i,0.00021024+0.00040131i,-0.00014065-0.00049897i,-0.00056219-0.0005621i,-0.00066899-0.00019043i,-0.00086728+0.00017954i,-0.0006599+0.0005303i,-0.00045557-1.1061e-05i,-0.00014253-0.0006404i,0.00067082-6.5497e-06i,0.0002113+0.00055233i,-0.00070262+0.00045422i,-0.0005447-0.00012946i
-0.00035955-0.0001299i,-0.00082197-0.0013567i,-0.00084392-0.0012318i,-0.00064582+0.00053612i,-0.00087306+0.0016994i,-0.0007173+0.0010163i,-0.00031185+0.00046881i,9.815e-05+0.00066292i,0.00032655+0.00062211i,0.00029524+0.00016545i,0.00041806-0.00033495i,0.00058462-0.00010017i,0.00039252-0.00014622i,6.0118e-05+0.00023627i,-0.00038611+0.00046844i,0.00020511-0.00014162i,0.00041679-0.00028084i,-0.00010344+0.00022009i,0.00011867+0.0003748i,-9.1908e-05-8.6393e-05i,-0.00015923+6.5893e-05i,0.00096213+0.00023101i,0.0009856+0.00033797i
0.0018602-0.00056718i,0.0018257-0.00058933i,0.00068798-0.00116i,-0.00066964-0.000833i,-0.0018745+0.00082952i,-0.0023265+0.0015346i,-0.0015709+0.0014702i,-0.00092031+0.0012246i,-0.00089498+0.00070352i,-0.00036631-0.00027696i,-0.0003745-0.00062321i,-0.00097862+5.6883e-08i,-0.00064001+0.00099164i,-0.00040217+0.0016423i,-0.00039186+0.00142i,-0.0002839+0.00031484i,-0.00050756-0.00073013i,-0.00018374-0.00059875i,0.00059681+2.1073e-05i,0.00099491+0.0001038i,0.00072867-0.00023771i,0.0010777-0.0003428i,0.00077926-0.00063397i
0.00080904+0.0010422i,0.00056684+0.0010106i,0.00035437-4.0912e-05i,0.00013048-0.00044152i,-0.0008578+5.9792e-05i,-0.001675+0.00059478i,-0.0011363+0.00085267i,-0.00016692+0.0012281i,0.00051876+0.0010138i,0.00036271-0.00025128i,0.00026111-0.00088352i,0.0007805-0.00062202i,0.0013596-0.00043009i,0.0010143-0.00020799i,-0.0001975-8.427e-05i,-0.00041118-0.00016971i,2.4056e-05+0.00022306i,0.00070619+5.1232e-06i,0.00054534-0.00082965i,-0.00018005-0.001054i,-0.00048032-0.00069395i,0.00026606-0.00048472i,0.0003667-0.00070474i
-0.001294+0.00023071i,-0.00096459+0.00034059i,-0.00040561+0.00033201i,0.00041599+0.00094633i,0.00028591+0.00093513i,-0.0011616-6.6621e-05i,-0.0021457-0.00088857i,-0.00176-0.0013101i,-0.00070679-0.00060469i,0.00053277-0.00017291i,0.00083815-0.00089358i,0.00018167-0.00086839i,-0.00025678-0.0004115i,-0.00066152+5.9503e-05i,-0.0013037+0.00042612i,-0.00091753+0.001017i,-0.00052096+0.00087612i,-0.00035063-2.2727e-05i,-0.00019156-0.00048185i,0.00041048-0.00031069i,0.00061223-5.8502e-06i,-7.082e-05+0.00024312i,-0.00029199+0.00024217i
-4.7344e-05-0.00063044i,0.0011362-0.00041263i,0.0015129-0.0006769i,0.00088648-0.00059385i,-8.5607e-05+0.00019206i,-0.0011825+0.001035i,-0.0014885+0.00090697i,-0.0011364+0.00017379i,-0.00027139-0.00037711i,0.00027381-0.00091587i,0.00054434-0.00086872i,0.00036183-0.00017028i,-0.00020091+0.00018986i,-0.00073965+9.4986e-05i,-0.00018757-9.4114e-05i,0.00038928+0.00014125i,0.00036602+0.00059806i,-5.8101e-05+0.00088426i,-0.00035629+0.00051039i,-0.00016079-3.2491e-05i,-0.00022284-0.00042336i,-0.0010298-0.00080598i,-0.00045587-0.0011281i
-0.0018408-0.00041559i,-0.0011938-0.0011899i,-0.00069979-0.00018271i,-0.0017254+0.0017617i,-0.0019834+0.0024676i,-0.00095017+0.0018868i,-0.00079316+0.0013055i,-0.0004555+0.00069959i,7.8801e-05+0.00066314i,-0.00036386-4.2825e-05i,-0.00059094-0.00046388i,-0.0003263-0.00018123i,-0.00030399-0.00020362i,-0.0002359-0.00071872i,-0.00011146-0.0012412i,-0.00043076-0.0011047i,-0.00098067-0.00052217i,-0.00049971+7.909e-05i,-0.0002958+0.00094812i,-0.00010397+0.00085786i,0.00073456-0.0003286i,0.0006775-0.00053464i,7.3313e-05+5.3406e-05i
-0.0001418-0.00077412i,-0.00073841-0.0016396i,-0.0011134-0.0021265i,-0.0012118-0.0012434i,-0.0023962+0.00063006i,-0.0026185+0.00098075i,-0.0012405+0.00035896i,-0.00022539+0.00026585i,0.00055115+0.00037293i,0.00076494+0.00046525i,7.3138e-05+0.00034058i,-0.00026172+6.7779e-05i,0.00042857-0.00042454i,0.00037503-0.00022535i,-0.00052299+0.00036118i,-0.00066641+0.00013265i,0.00014032-0.00039054i,3.6883e-05+0.00077549i,-0.00048366+0.0012256i,-0.00022897+0.00070032i,-0.0005921+0.00063401i,-0.0010887+0.00041102i,-0.00075109+0.00024286i
-0.0031608+0.0001311i,-0.0027894+0.00024104i,-0.0016772+0.0009826i,-0.00072964+0.0019439i,-0.00032284+0.0015918i,-0.0007419+0.00052699i,-0.0013939+0.00038936i,-0.00075186+0.0011202i,0.00030396+0.00057932i,0.00036411-0.00041944i,0.00058212-0.00021057i,0.00072564+5.4659e-06i,0.00028359-7.7323e-05i,-0.0004273-0.00040168i,-0.00058698-0.00075892i,-0.0005058-0.00040199i,-0.00082039+5.8128e-05i,-0.00087957+0.0002234i,-0.00067405-0.00032846i,-0.00028171-0.00050736i,0.00028041+1.5158e-05i,0.00014228+8.078e-05i,8.9804e-05-9.0209e-05i
7.8826e-05+0.0026153i,0.0010935+0.0023966i,0.0017525+0.0019811i,0.0012475+0.00087374i,-1.1143e-05-8.3569e-05i,-0.0021645-0.00050654i,-0.0025844-2.0759e-05i,-0.00067188+0.00016768i,0.000852+0.00023181i,0.0013336+0.00016618i,0.00091152-0.00014976i,1.5032e-05-6.5849e-05i,-0.00066282+0.00011203i,-0.00043188+0.00032033i,-6.1492e-05+0.00026783i,-0.00012526+0.00050242i,-0.00022264+0.00016073i,-0.00024253-0.0002459i,0.00010426-0.00025033i,4.3421e-05+0.00010171i,-0.00036551+0.00075931i,-0.00056997+0.00063996i,-0.00081422-8.8966e-05i
0.00028452+0.0011843i,-0.00063673+0.00038141i,-0.00097986+0.00041708i,-0.00058077+0.00057296i,-0.00073589+0.00016049i,-0.0015005+0.00051822i,-0.0015056+0.00090562i,-0.0012539-7.657e-05i,-0.0014771-0.00070867i,-0.0011338-0.0010632i,-0.00020166-0.00073615i,-0.00018237-0.00045264i,-0.00076606-0.00035812i,-0.00099864+6.6326e-05i,-0.00041085-0.00039084i,0.00050312-0.00071423i,0.0004408-0.00071343i,0.0007962-0.00031658i,0.001023+0.00048973i,0.00054432+5.7734e-05i,0.00038972-0.00052814i,-0.00033546+0.00049825i,-0.00082387+0.00029696i
0.0021315-0.0013927i,0.0020101-0.0019937i,0.0018907-0.0012417i,-9.9881e-05+0.00022685i,-0.0014266+0.00078237i,-0.0015629+0.0010773i,-0.0018032+0.0012251i,-0.0014744+0.0013126i,-0.00076733+0.001484i,-0.0004678+0.00088391i,-0.0004958+0.00032441i,-0.00036017+0.00065085i,-0.00022655-0.00021045i,0.00056874-0.0015948i,0.00071457-0.00097542i,0.00035466+0.00058723i,-0.00038766+0.0006285i,-0.0010767-0.0002505i,-0.00062888-3.7816e-05i,0.00027416+0.00062465i,0.00094421+0.00069362i,0.0010054+4.4108e-05i,0.00028146-0.00042358i
0.0013211-0.00055781i,-3.3462e-05-0.00032278i,-0.00072828-0.0014827i,-0.0012963-0.0019145i,-0.0025054-0.00089358i,-0.0024479-0.00029215i,-0.0022445-0.00048837i,-0.0013377-0.0006716i,0.00014641-0.00074601i,0.00055058-0.00032737i,0.00051232-0.00018836i,0.00019733+2.88e-05i,-0.00025505+0.00051247i,-6.4537e-05+0.00092637i,4.1744e-05+0.0010286i,-0.00010015+0.00027821i,-1.5141e-05-9.7687e-05i,8.8049e-05-0.0001007i,-0.00020825-0.00017055i,-0.00016295-0.0003632i,0.00076012-0.00064161i,0.0011704-0.00040187i,0.00067271-0.00042701i
0.00098355+0.0015804i,0.0009032+0.00029361i,1.4142e-05-0.0020037i,-0.0010162-0.0016049i,-0.002256+0.00033987i,-0.0027884+0.001693i,-0.0024031+0.0013205i,-0.0016643+0.00034425i,-0.00070506-0.00036989i,0.00027089-0.00024574i,0.00035763-0.00046783i,0.00015937-0.00064457i,0.00030193-0.00026679i,-0.00038979-2.9129e-05i,2.9877e-06-0.0001854i,0.00010861-0.00011626i,-0.00041979-0.00014808i,5.5471e-05+0.00015143i,0.00011946+0.00094628i,0.00019112+0.00060781i,0.00022522-0.00011205i,-0.00016256+6.2829e-05i,-0.00015342+0.0004548i
-0.00041437-0.00015331i,0.00038902+0.00066757i,0.0001025+0.0012939i,-0.0010065+4.4027e-05i,-0.0012952+0.00023074i,-0.0014107+0.00076307i,-0.0010708+8.4295e-05i,-9.8489e-05-0.00026451i,0.00073295-0.00064818i,0.00042472-0.00039532i,0.00059142-7.8316e-05i,0.0004184-3.2042e-05i,-8.9166e-05-0.00051881i,4.5656e-05-0.00031856i,0.00050496+0.00062725i,6.3796e-05+0.00012713i,-1.1134e-05+0.00018686i,0.00048677+0.00065845i,-0.00028505+0.00018764i,-0.00077159-0.00070387i,-0.00026756-0.00035201i,0.0002147-6.0048e-05i,0.00081251-0.0003886i
0.0034422+0.0012476i,0.0023931+5.4382e-05i,0.0010666-0.0019124i,0.00072026-0.0023542i,-0.00026489-0.0011061i,-0.0017296+0.00034689i,-0.0014043+0.00073877i,-0.00018624+0.00050721i,-8.1194e-05+0.000541i,0.00032981-4.5232e-05i,0.00053088+0.00011008i,-0.00013027+0.00085522i,-0.00041361+0.00089746i,-3.0154e-05+0.0002394i,4.3935e-05-7.402e-05i,-0.00027349-0.00035661i,-0.00056515-0.0006558i,-0.00069605-0.00040863i,0.00020062-0.000714i,0.00059644-7.3363e-05i,9.6242e-05+0.00072448i,-7.0493e-05+0.0006105i,0.00058202+0.00011223i
-0.0018152+0.00070931i,-0.0021903+0.0016773i,-0.0025924+0.0020926i,-0.0016278+0.0022823i,-0.00068691+0.0025206i,-0.001704+0.0019904i,-0.0016211+0.00093421i,-2.2271e-05+0.00061588i,0.00059643+0.0005118i,0.00060722+3.3316e-05i,0.00076677-0.00062489i,0.00078171-0.00086688i,0.00039837-0.00033166i,-6.8967e-05-3.3515e-05i,-0.00051972-0.00018459i,-0.00059975-0.00025969i,-0.00042283-0.0001217i,-9.262e-05+5.6611e-05i,0.00032513-8.7877e-07i,0.00046353-0.00028171i,0.00019719-0.00016883i,-0.00073239-0.00045645i,-0.00055824-0.00082388i
0.0017894-0.00099366i,0.00096701-0.0018945i,0.00096832-0.0017987i,6.5514e-05-0.0011872i,-0.00065504-0.00066123i,-0.001529+0.00038934i,-0.0018368+0.00077191i,-0.0013663+4.7913e-05i,-0.00078105-0.00048088i,0.00015223-0.0001488i,0.00058572-7.9846e-05i,-6.5929e-05-0.00049308i,-0.00017207-0.00055532i,-2.1946e-05+5.2368e-05i,0.00012436+0.00029268i,0.00017747-0.00025978i,-0.00031873-0.00057615i,-0.00063076-0.00023567i,-0.00060425-0.00011696i,-4.97e-06-0.00049793i,0.00038172-0.00071691i,8.7773e-05-8.3738e-05i,-6.4543e-06-0.00082099i
0.0016555-0.00068119i,0.0024207-0.0012182i,0.0014868-0.0010777i,-0.00026574-0.00039517i,-0.0010179+0.0009378i,-0.0012249+0.0013779i,-0.00089816+0.00085272i,-8.7342e-05+0.00027965i,0.00032272-0.00021414i,0.00010992-0.0007218i,0.00017319-0.00074824i,0.0004269-0.0010384i,0.0006736-0.00072953i,2.5244e-06+0.00024999i,-0.000136+0.000468i,-9.7738e-05-0.00011539i,-0.00021255-0.00011879i,-0.000262-9.1661e-05i,-0.00022847-0.00090172i,-0.00042352-0.0013305i,-0.00034066-0.00060764i,-0.00048121+0.00064988i,-0.00036617+0.00039692i
-0.0010663+0.00059025i,-0.0003202+0.001005i,-0.00050924+0.0003795i,-0.00042209+0.00023218i,-0.00063136+0.0010922i,-0.0016986+0.00013044i,-0.0011872-0.00072574i,-0.00035401-0.00025729i,0.00072136+0.00049138i,0.00081794+0.00058152i,0.0001983+0.00010788i,0.00033101-0.00030439i,0.00073395-0.00021961i,0.00042759-0.00078201i,-0.00012893-0.00096406i,-0.00060782-0.00013996i,-0.00052053+0.00057093i,-0.00031884+0.00089682i,-0.00047341+0.00073868i,-0.00086724+0.00032375i,-0.00077617+4.954e-05i,0.00017992+0.00021094i,0.00027861+2.7137e-05i
-0.00023316-0.00095901i,-0.00078326-0.0023372i,-0.0014423-0.0016838i,-0.0014605-0.00041849i,-0.00091243+0.00028549i,-0.0013798+0.0008934i,-0.0021448+0.0012018i,-0.0014065+0.00096487i,3.8315e-05+0.00023884i,0.00065908+0.00015356i,0.00035818+0.00052829i,0.00023981+0.00038654i,0.00025986+0.00011271i,9.6662e-05+0.00042414i,-0.00039685-0.00012346i,-0.00067011-0.0007078i,-0.00036674+2.3239e-05i,0.00025795+0.00095436i,0.00055232+0.00037528i,0.00059367-0.00022833i,0.00064639+0.00030351i,4.7442e-05+0.00047371i,-0.00022354-0.00031705i
