-0.0045655-0.00016591i,-0.0037+0.0017098i,-0.0030589+0.0033607i,-0.0020613+0.0036072i,-0.00058373+0.0025528i,0.0001611+0.0015978i,-0.0007101+0.00071093i,-0.001556+0.0006802i,-0.001208+0.00061781i,-0.00051094+0.00019457i,0.00039191+0.00024792i,0.00070456+0.00054103i,0.00042253-0.00021341i,-0.0001924-0.0010647i,-0.0011087-0.00164i,-0.00089409-0.0012162i,-0.00020458-0.00027419i,0.00043186-2.9391e-06i,0.00064814+0.00069327i,0.00046788+0.00049937i,0.00053503-0.00037299i,-0.00010336-0.00070866i,-0.00025826-0.00099798i
0.0014392+0.00066945i,0.0021916-0.00028401i,0.0020928-8.0318e-05i,0.0017797+0.00079685i,0.0013-0.00035354i,0.00020425-0.0025506i,-0.00082769-0.0026592i,-0.0015339-0.0014507i,-0.0013161-0.00039411i,-0.0011416-0.00016634i,-0.0012358-0.00050456i,-0.00066248-0.00029887i,-0.00037229-0.00015756i,-0.00032495+1.0371e-05i,-0.00041403+0.00033386i,-0.00093222+0.00010392i,-0.0006491+5.3421e-05i,-0.00010091-4.5528e-05i,-0.00016202-0.00029493i,-0.00013301-0.00039319i,7.808e-05-0.00031759i,-2.1275e-05-0.0006798i,-8.8121e-05-0.0003666i
0.00036517+0.00026263i,0.00063934-0.0010651i,0.0010555-0.00097734i,0.00067419-0.00072046i,2.6261e-05-0.00084119i,-0.00095979-0.00020689i,-0.0011613+0.00012564i,-0.00068707-4.6282e-05i,-0.00036313+0.00015656i,-0.0003434+0.00044433i,-0.00075101+0.00088397i,-0.00066187+0.00036222i,0.00019426-0.0005769i,0.00028698-0.00081318i,-8.4111e-05-0.0011122i,0.00036314-0.00061794i,0.00085593+0.00015287i,0.00028443+0.00013584i,-0.00045789+0.0001144i,1.4013e-05+0.00019066i,0.00094767-0.00021327i,0.00046326-0.00044066i,7.2116e-05-0.0002716i
0.00020379+0.0024191i,0.0015945+0.00052696i,0.0024094+0.00078187i,0.0021001+0.00052816i,0.00097223-0.0010221i,0.00032575-0.0010026i,-0.00015916+0.00020137i,-0.00088099+0.00018684i,-0.00075852-9.9558e-05i,-2.2778e-05+0.00020096i,-0.0006908-0.00027415i,-0.00095766-0.00054274i,-0.00048675-0.00023567i,-0.00056917-0.00011288i,-0.00025322+0.00019808i,9.9005e-05+8.1981e-05i,8.321e-05-0.00062646i,8.025e-05-0.00067254i,0.00027345+0.0002765i,-0.00039742+0.00070682i,-0.00078577+0.00046455i,-0.0001808+0.00012498i,0.00019023+1.797e-05i
-0.00088173+0.0019462i,-0.0001293+0.0022171i,0.0010929+0.0020516i,0.0020994+0.0013476i,0.0027333+0.00074536i,0.001678-0.00018381i,-0.00015952-0.0011205i,-0.00099379-0.00090442i,-0.00036822-0.00015228i,0.00052549+0.0001118i,0.00053491-0.00040093i,0.00029167-0.00027659i,-0.00036627+0.00024777i,-0.00072517+0.00051365i,-5.7268e-05+0.00052088i,6.1596e-05+0.00075114i,-0.00060885+0.00083979i,-0.00042075+0.00026621i,-0.00010203+8.5863e-05i,-0.00054905-4.4972e-05i,-0.00035467-0.00017734i,0.00029269+0.00015355i,-0.00029201+0.00055074i
-0.00081612-0.00060346i,-0.00055601-0.00012546i,0.00015231+0.00049271i,0.00017099+0.00070888i,0.00025365+0.0014102i,0.00025056+0.0010148i,0.00030847+0.00041773i,0.00017014+0.00066138i,-0.00071739+0.00017057i,-0.0012702-0.00019982i,-0.00066786+0.00012379i,-6.8981e-05+1.3165e-05i,0.00087804-0.00052052i,0.00084793-0.00081579i,6.7714e-05-0.00045334i,-0.00053032-0.0003065i,-0.001016+0.0001326i,-0.0012243+0.00026824i,-0.0012095+0.00029487i,-0.00068078+0.00034271i,-0.00023953+0.00040937i,-0.00057425+0.0010472i,-0.00066822+0.00058661i
0.00047555-0.0011381i,9.4877e-05-0.0020315i,0.00026188-0.0018444i,-0.00023077-0.0010524i,-0.00065721-0.00023369i,-0.00080413+0.00068603i,-0.00016482+0.00044844i,-0.00015856-0.00060386i,-0.0004572-0.00066065i,-0.0011202-0.00037096i,-0.0014539-0.001101i,-0.00039552-0.00063013i,2.1474e-05+3.1227e-05i,0.00017614-0.00028835i,0.0009528+0.00030215i,0.00059428+0.00069253i,0.00012846+0.0006081i,0.0002466+0.00040551i,-0.00023699+0.00027358i,-0.00029112+5.0716e-05i,-0.00026327+0.00055406i,-0.00044303+0.0008478i,-0.00012172+5.9659e-05i
0.0017056-5.1741e-05i,0.0015523-0.00077404i,0.00065173-0.0014155i,8.2867e-05-0.0010811i,-0.00071835-0.00074468i,-0.0013603-0.00036838i,-0.001161+0.00013961i,-0.00062075+0.00016906i,-0.00070395-0.00028766i,-0.00059828-0.00080934i,-0.00063963-0.00083233i,-0.00090403-0.0006058i,-7.9634e-05-3.1187e-05i,0.00081647+0.00056266i,0.00074156+0.00041886i,0.00030083-5.4324e-05i,8.6128e-05+0.00020517i,-1.273e-06+8.6157e-05i,-0.00073779-0.0004977i,-0.0011455-0.0004378i,0.00012405+2.1086e-05i,0.0010944+0.00076174i,0.0001425+0.001055i
-0.00037267-0.0012751i,0.00016254-0.0011211i,-0.00066135-0.0012424i,-0.0011428-0.00092315i,-0.002144+4.667e-05i,-0.0022459+0.00083853i,-0.0011646+0.00077175i,-0.00074558+0.00044878i,-0.00039431+0.00022125i,-0.00021707-0.00070441i,-0.00029462-0.00071342i,0.00046193-8.6738e-05i,0.00050994+3.1095e-05i,-0.00043837+0.00026069i,-0.00095332+0.00047337i,-0.00058002+0.0002944i,-0.00011982+0.00031338i,0.00013515+0.00090221i,-6.4777e-05+0.00080975i,-0.00067742+0.00068188i,4.8388e-05+0.0014294i,0.00048188+0.0015453i,0.00022971+0.00062885i
-0.00014841+0.00018558i,-0.00074688+0.00071756i,-0.00035424-4.9168e-05i,0.00027591-0.0002887i,-3.7927e-05-0.0002794i,-5.9057e-05-0.00014362i,6.1735e-05-0.00013504i,-0.0007069-0.00040528i,-0.0010517-0.00023804i,-0.00077802-0.00020187i,-0.00091962-0.00023992i,-0.00072305-0.00017903i,-0.00058523-0.0004403i,-0.00084672-0.00089464i,-0.00078476-0.0006027i,-0.00051207+0.00044273i,-0.00028866+0.00045217i,-0.00037764+9.5197e-05i,-0.00053002+0.00041203i,-0.00051937+0.00069481i,-9.2817e-05+0.00043209i,-0.00026348+0.00017238i,-0.00099399-5.5079e-05i
0.00029199+0.00035965i,-0.00090948+6.816e-05i,-0.00059617+0.00014558i,1.1545e-05+0.00039992i,0.00099143+0.00017445i,0.0011667+0.00012121i,0.00035796+0.00010963i,-0.00020571-0.00048435i,-0.00077878-0.0009958i,-0.00065795-0.0012368i,-0.00052096-0.0010505i,-0.0010385-0.00055507i,-0.00097951-0.001076i,-0.00058732-0.00090024i,-0.00031171-0.00015697i,-0.00094486-0.00012758i,-0.00082179-0.00029578i,2.2696e-05-0.00026262i,0.00024031+0.00080271i,-0.0001984+0.00093106i,-0.00038545+0.0011667i,-0.0004704+0.0013837i,-0.00097369+0.0003866i
0.00084657+0.00085077i,0.00079129+0.0021526i,0.0013167+0.0020003i,0.0008785+0.00056334i,0.00016402-0.0010804i,-0.00036556-0.0014414i,-0.00068117-0.0011228i,-0.0010028-0.00087032i,-0.00087652-0.00023588i,0.00011063-9.6884e-05i,-5.9146e-05-0.00076317i,-0.00074422-0.0005267i,-0.00094457+0.00024649i,-0.001421+0.00037741i,-0.0016025+0.00055404i,-0.00061354+0.00047088i,0.00042913+4.1049e-05i,0.00095731+2.9103e-05i,0.00073183+0.00033473i,0.00018924+0.00048646i,2.6332e-05+0.00047546i,0.00050423+0.00047646i,0.00042305+0.00065719i
0.0020533+0.0013794i,0.0028528+0.00051577i,0.0028575-6.5368e-05i,0.0020752-0.0013706i,0.0012849-0.0023617i,-7.3858e-05-0.0016162i,-0.0014706-2.9481e-05i,-0.0016506+0.00089345i,-0.00081103+0.00063759i,-9.7228e-05+0.00022543i,-0.00094105+6.9743e-05i,-0.0017626+0.00011775i,-0.001456+0.00025894i,-0.0010523+0.00016479i,-0.00055079+0.00036868i,-0.00051897+0.00071735i,-0.0007415+0.00050003i,-0.00087769-0.00083421i,-0.000796-0.0010241i,-0.00025976-0.00060857i,-5.8863e-05-0.00016988i,-0.00056897-0.00017218i,-0.00021823-0.00051843i
0.00082262+0.0011105i,0.00058372-0.00012773i,-0.00010949-0.00042787i,0.0004055-0.00047671i,0.0010787-0.00040012i,7.2244e-05-0.00038315i,-0.00056294-0.00040112i,0.00011196+1.1155e-05i,0.00038343-0.00012408i,0.00011502-0.00058805i,0.00031667-0.00066868i,0.00070841-0.00082706i,-0.00026998-5.4743e-05i,-0.0012623+0.00090896i,-0.00099514+0.00034301i,-0.00046955-0.00026041i,0.00010939+5.6788e-05i,7.4996e-05+0.0011092i,5.5369e-05+0.00091422i,-0.00015187+1.0442e-05i,-0.00013597+0.00010179i,0.00015115-0.00026101i,0.00041307-0.00094336i
0.0013833+0.0010075i,0.002252+0.0012861i,0.002634+0.0020149i,0.0025334+0.00010881i,0.0010344-0.00062262i,-1.8049e-05-0.00016485i,-0.00081905-0.00039239i,-0.00093298-0.00044197i,-0.00092019+1.8516e-05i,-0.00083758+0.00033873i,-0.00070918+5.8953e-05i,-0.00031027-0.00068466i,0.00026302-0.0011911i,0.0008287-0.001207i,0.0011358-0.00092458i,0.0011908-0.00019766i,0.00058648+0.00092586i,-0.00053884+0.0012295i,-0.00094745+0.0010595i,-0.00089453+0.0005511i,-4.5026e-05+8.3193e-05i,0.00039982+0.00027461i,5.8732e-05+0.00066698i
-0.00055364-0.00086731i,-0.0014443-2.951e-05i,-0.0022139+0.00020946i,-0.001657+0.00056424i,-8.6538e-05+0.0003497i,0.00096088+0.00017363i,0.00089485-0.00010588i,-0.00015555-0.00017171i,-0.0010882+0.0005298i,-0.00063298+0.00085077i,-0.00019385+0.00055077i,-4.7721e-06+0.00065938i,0.00034286+0.00064614i,0.00017575+9.0215e-05i,-0.00099737-0.00032165i,-0.00063763-0.00030158i,0.00029458-0.00056041i,0.00019199-0.00049332i,-9.2752e-06+0.00010618i,4.6963e-05+0.00052208i,-4.2152e-05+0.00089371i,-0.000391+0.0010452i,-0.00042971+0.00097988i
-0.00033504+0.00040045i,0.00051498+8.3366e-05i,0.0013272+0.00075582i,0.0012207+0.0018598i,0.00062994+0.0018262i,0.00046401+0.0009571i,0.00028999+0.00024362i,0.00014506+9.4976e-05i,0.00044383+0.0004058i,0.00044776-2.1748e-05i,-6.8787e-06+1.1376e-05i,1.3057e-05+0.00054415i,0.00041459-3.1552e-05i,0.0004425-0.00061596i,5.0342e-05-6.4239e-05i,-0.00023285+4.5944e-05i,-0.00055747-0.0004647i,-0.00075603-0.00037207i,-0.00091338-5.1929e-05i,-0.0011882+3.6235e-05i,-0.00080676+0.00012557i,-0.00086558+0.00023875i,-0.00098301+0.00019536i
0.00015584+0.00065776i,0.00022422-2.2701e-05i,0.00096678-0.00033691i,0.0013849+0.00055474i,0.00099566+0.00085464i,0.00023629-0.00066084i,-0.0010227-0.00087984i,-0.001754-0.0001519i,-0.0011868+0.00041408i,-0.00057161+0.00017001i,-0.00044754-0.0007392i,-0.00053686-0.00042874i,-0.00057396+0.00031406i,-0.00049413+0.00023968i,-0.00016152+4.5802e-05i,0.00057323-0.00043131i,0.00084555-0.00042431i,0.00011566+6.0316e-05i,-0.00027785+8.8327e-05i,0.00012824+0.00072136i,0.00047306+0.00099973i,0.00015202+0.00044368i,-0.00051632+0.00038459i
-0.00040178-0.0008495i,-0.00048014-0.00069483i,-0.00014768-0.00039705i,0.00021176-0.00037485i,0.00052103-0.00039166i,0.00044299-0.00096549i,-0.00012028-0.001089i,-0.00044842-0.00046319i,-0.00066257+0.00014796i,-0.00097577+0.00068154i,-0.0012593+9.7861e-05i,-0.00096056+1.7529e-05i,-0.00042501+0.00068315i,7.4717e-05+1.1693e-05i,8.8923e-05-0.00010795i,5.7078e-05-8.1348e-05i,0.00031019+0.00011725i,0.00024039+0.00062084i,0.00011272+0.00064043i,-8.9188e-05+0.00012141i,-2.7828e-05-0.00033176i,0.00023897-0.00022593i,0.00038386+0.00011949i
-0.0022154-0.00020591i,-0.0027669-0.00074674i,-0.0020218-0.0002857i,0.00019095+0.00072725i,0.00053745+0.00092507i,-0.00016729+0.00018511i,-0.00032468-0.00019377i,-0.00064679-0.00032472i,-0.00071526+2.7406e-05i,-0.00031528-0.00045664i,0.00026334-0.0013545i,0.00049673-0.0012446i,0.00038711-0.00084723i,-0.00052331-9.3689e-05i,-0.00078385+0.00047363i,0.0003097+0.00097198i,0.00026785+0.00089859i,-0.00017726+1.301e-05i,-6.8333e-05-0.00065072i,0.00046225-0.00069688i,0.00056657-0.00036788i,0.000111-0.00030266i,0.00027161-0.00055916i
0.0024019-1.3451e-06i,0.0025853+0.00030097i,0.0027984+0.00016492i,0.0027642-0.0004752i,0.0021561-0.001648i,0.0010388-0.0015076i,-0.00017347-0.00080009i,0.00019582+1.1572e-05i,-1.5635e-05+0.0013835i,-0.00030869+0.0016007i,-0.00020988+0.00061972i,-0.00067567+0.00033935i,-0.0010167+0.00053588i,-0.0013465+3.6677e-05i,-0.0009153-0.00079647i,-0.00022204-0.00094553i,-0.0002614-0.00039246i,-0.00013899+0.00035302i,3.7103e-05+0.00058444i,-5.3583e-05+0.00042491i,-0.00019844+0.00043395i,-0.00041308+0.00014586i,-3.8752e-05+0.0005651i
0.0006689-0.0017036i,-0.00016215-0.0009494i,-0.0011086-0.00073872i,-0.00097834+9.4673e-05i,-0.00071757+0.00089309i,-0.00065901+0.000943i,-0.0012202+0.00019929i,-0.0013533-0.00017259i,-0.0010822+3.6654e-05i,-0.00084883+0.00013318i,-0.00059094-0.00012396i,5.6179e-05-0.00046411i,-0.00016755-0.00034732i,-0.00089548-0.00063709i,-0.0009506-0.00080976i,-0.00043292-0.00020861i,0.00043257+0.00023604i,0.00073816-5.0062e-05i,0.00088103-0.00016036i,0.00072732+0.00037122i,3.007e-05+0.00074059i,-0.00070321+0.00057946i,-0.0012448-0.00031066i
-0.0011489-0.0001149i,-0.0003573+0.0013523i,0.00067505+0.0020369i,0.0007868+0.0017102i,0.00035772+0.0013924i,0.00021672+0.0003294i,0.00046464-0.00051956i,-6.2517e-06+0.00011625i,-0.00042781+0.00064039i,-0.00066541+0.00025983i,-0.0013846+0.00030648i,-0.0011896+0.00044087i,-0.00055628-2.1842e-05i,-0.0001384-0.00061189i,0.00016072-0.00065269i,-9.5477e-05+0.00020486i,-0.00075499+0.00034623i,-0.00068832+0.00044375i,-0.00017873+0.00010059i,-0.0002812-0.00075167i,9.501e-05-0.00059412i,0.00015166+0.00057485i,-0.00030785+0.00086441i
-0.00066605+0.00243i,-0.00049115+0.0012337i,-0.00050455+0.00032939i,0.00047517+4.3601e-05i,0.00056764+4.762e-05i,0.00011276-0.0002924i,-0.00053051-0.0008917i,-0.0013308-0.0010506i,-0.0011008+0.00028471i,4.2936e-05+0.00091569i,4.1588e-05+6.9827e-05i,-0.00086152-4.7715e-05i,-0.00072857-1.1016e-05i,-6.5375e-07-0.00011193i,-0.00010646+0.00015568i,-0.00012082+0.00043993i,-3.3143e-05+0.00020641i,-3.8749e-05+0.00055473i,2.807e-05+0.00023644i,0.00049083-0.0002043i,0.00046798+0.00058193i,0.00036159+0.00098198i,0.00057231+0.00041346i
0.00038699-8.9426e-05i,-0.00081072-0.0011768i,-3.7929e-05-0.0016111i,0.00017055-0.0017404i,-0.00065429-0.0010862i,-0.0018548+0.00049325i,-0.0020766+0.0009113i,-0.001449+0.00084442i,-0.0012036+0.0002389i,-0.0012315-5.4502e-05i,-0.001465+0.00015083i,-0.0011132+0.00036813i,-0.00041787+0.00044211i,1.1547e-05+0.00045231i,9.6427e-05-1.0535e-05i,-0.00068659-0.00018403i,-0.00087816+0.00038409i,-0.00022399+0.00012864i,0.00034646-0.00011945i,1.4226e-05+0.00041349i,-0.00064967+0.00050617i,-0.0010143-9.1669e-06i,-0.00030079+0.00037328i
-0.00058277-0.00070403i,0.00018433-0.0012446i,0.00099398-0.00020165i,0.00093666+0.001274i,0.00062501+0.00075875i,0.00018902+0.00043262i,0.00037408-0.00013375i,0.00029173-0.0011636i,-0.00030821-0.0010223i,-0.00046609-0.0014426i,-0.00049623-0.00094673i,-0.00037626+0.00025108i,-0.00044697+0.00011578i,-0.00066638-0.00024843i,-0.00045249-4.4037e-05i,-0.00044373+0.00012052i,-0.00081684+0.0003574i,-0.00074113+0.00064042i,-0.00049875+0.00076799i,-0.0009681+0.00035499i,-0.0012134-0.00020441i,-0.0012775-0.00016688i,-0.00059993+0.00015425i
-0.0021785-0.00031152i,-0.0015266-5.6442e-05i,-0.0015419-0.00030211i,-0.00072644+0.00011773i,0.00066317+0.0011349i,0.00093983+0.00094644i,-0.00067124+0.00040732i,-0.001916+0.00041952i,-0.0018255+0.00039762i,-0.0012721+0.00040031i,-0.00081363+0.00039905i,-0.0003155+0.00029095i,8.4575e-05+0.00014786i,3.0766e-05-0.00051749i,-0.00072448-1.2044e-05i,-0.0010978+0.00055915i,-0.00020784-3.1232e-05i,0.00014903-0.00073097i,0.00022732-0.00065052i,0.00010058-0.00013051i,3.8599e-05+0.0002626i,-6.0192e-05+0.0010912i,0.00010347+0.00081835i
-0.0007199+0.00044369i,-0.0010814+0.00069728i,-0.00097488+0.00095274i,-0.00052914+0.00063287i,-5.2306e-05+0.00034944i,0.00082347+0.00019528i,0.0010118+7.4876e-05i,-0.00029155+0.00018186i,-0.0018117+8.0618e-06i,-0.0013187-0.00046951i,-0.00069172-0.00044838i,-8.9504e-05+0.0004737i,0.00058133+0.0007166i,0.00031774-7.9436e-05i,-0.00016326+0.00015639i,-0.00035607+0.00047345i,-0.00010495+4.1357e-05i,-0.00029444-0.00026937i,-0.00037897-0.00030082i,-0.000463+0.00049407i,-0.00045374+0.00054439i,0.00027241+1.7273e-06i,0.00029138+0.00057755i
0.00075669+0.0010616i,0.0018254+0.00081456i,0.0018112+0.0010899i,0.001818+0.00075085i,0.0015179-0.00019614i,0.00070338-0.0010049i,2.8844e-05-0.00093512i,-0.00080549-0.00079789i,-0.00072388-0.00031948i,-0.00065573-0.0002448i,-0.0013971-0.0011931i,-0.0014292-0.0011286i,-0.00059058-0.00017874i,-0.00054576-2.3456e-05i,-0.00080885-0.0006678i,-0.0010309-0.00041597i,-0.001008-0.00015342i,-0.00068906+0.00014735i,-0.00088739+0.0012425i,-0.00094144+0.0015598i,-0.00034303+0.0010651i,6.4885e-05+0.00048281i,0.0004459-0.00013038i
0.00074924+0.00045521i,0.0016581-0.00062861i,0.0018552-0.00098375i,0.0017487-0.0010585i,0.00059316-0.00059719i,-0.00035393-0.00076069i,-0.00068849-0.000673i,-0.00059478-0.00078373i,-0.00050923-0.00051805i,-0.00065868+0.00016418i,-0.00031818-0.00019263i,-0.0007163+0.00024974i,-0.00090348+0.00051876i,-0.0005545-0.0004365i,-0.00017971-0.00090261i,0.00014194-0.00082748i,0.00012082-0.00033092i,-0.00019955+0.00054151i,-0.00020322+0.00025283i,3.1756e-05+4.0178e-06i,0.00037317+0.00074036i,0.00034882+0.00086677i,0.00047983+1.9463e-05i
4.3061e-05-0.00033879i,0.00072428+0.00067393i,0.0016401+0.00096452i,0.0016375-3.8571e-06i,0.00055701-0.00017843i,-0.00031778+2.191e-05i,-0.00063876-0.00061215i,-0.00077322-0.00088545i,-0.00012037-0.00083306i,1.9788e-05-0.00091472i,-0.00059613-0.00090073i,-0.00030183+0.00033417i,0.00054925+0.0013564i,-0.00033038+0.00054983i,-0.00023516-0.00018554i,0.00075929-9.4345e-05i,0.00079026+7.2607e-05i,0.00018881+5.9198e-05i,-0.00061835+0.00013761i,-0.00050213+0.00054383i,-0.00015913+0.0005876i,0.00016847+0.00037901i,0.00033018+0.00040962i
-0.00086792-0.00035523i,-0.0013028-0.00054917i,-0.00056662+0.00060056i,-0.0005132+0.00096603i,-0.0002544+0.00089076i,-0.00012942+0.0012778i,-0.00083817+0.0010573i,-0.001612+0.0002248i,-0.0010439+8.0058e-06i,-0.00055005+0.00023343i,-0.00079082-0.00027881i,-0.00011323-0.00017177i,0.00027316+0.00065218i,-0.0001463+0.00065701i,-0.00030498-0.00030079i,-3.5103e-05-0.00010595i,0.00013416+0.0005817i,0.00024187+0.00050824i,0.00024914+7.6692e-05i,-0.00021244+8.3052e-05i,-0.0007801+0.00040919i,-0.00058389+0.00011525i,-0.00044263-3.8698e-05i
0.00050321-0.0005019i,0.0002727-0.001286i,-0.00030716-0.0020163i,-0.00059115-0.0018566i,2.0169e-06-0.00072497i,0.00019943+7.4748e-05i,-0.00012942-0.00025658i,-0.00017735+0.0003065i,-0.00067569+0.00037786i,-0.0010482-0.0007646i,-0.00085096-0.0014851i,-0.0012584-0.00030623i,-0.00080258+0.0010118i,-6.1848e-05+0.00044982i,-0.00069835-0.00032724i,-0.0012387-1.9096e-05i,-0.001057+0.0005768i,-0.0009327+0.0017298i,-0.00060401+0.00149i,-0.00029736+0.00069676i,0.00014061+0.00073548i,0.00014137+0.00064069i,-0.0002918+0.00090456i
5.9639e-05-0.00065564i,0.00048862-0.00049912i,0.0016576+0.00052526i,0.0015678+0.00099211i,0.0013805+0.00073149i,0.0019798+0.0010071i,0.00083198+0.0006865i,-0.00015342-0.00027353i,-0.00078126-0.00098569i,-0.001598-0.00083087i,-0.0013627-0.00018365i,-9.0312e-05+0.00011597i,0.0006815+0.0004006i,0.00020867+8.6333e-05i,-0.00019517-4.2246e-05i,7.0004e-05+0.00023108i,0.00026157+0.00055459i,0.00031013+0.0011079i,-0.00072588+0.0015915i,-0.0010374+0.00098734i,-0.00021445+0.00032109i,0.0002936+0.00068646i,0.00086875+0.00041204i
0.00022946+0.00031442i,-0.00026183-0.00050269i,6.0613e-05-0.00062419i,0.00098874+0.00014542i,0.001104+0.00065381i,-2.8154e-05+0.00010057i,-0.00060665-0.00019143i,-0.00024662+0.00018892i,-0.00025048+2.0547e-05i,-0.0006193-0.0009207i,-0.00070196-0.0014805i,-0.0010661-0.0010858i,-0.00081193+0.00015697i,-5.9151e-05+0.00084949i,0.00013572-0.0001272i,8.9576e-05-0.00044124i,0.00032615+5.6533e-05i,0.00064044+0.00068423i,0.00011955+0.0010633i,-0.0005007+0.0011812i,-0.0003219+0.001156i,-0.00059848+0.0010041i,-0.0003792+0.00085146i
-0.00039701+0.00037968i,-0.00083093+0.00072152i,-0.00043583+9.1416e-05i,0.00043625-0.00049354i,-6.8574e-05-0.00099065i,-0.00064698-0.00092015i,-0.00077248-0.000477i,-0.00077787+0.00020917i,0.00022992+0.000552i,0.00062458-0.00011001i,-0.00071757-0.00043219i,-0.0012174+7.2146e-05i,-0.0009328+0.00019939i,-0.00079099-8.5499e-05i,-0.00065052-0.00071997i,-0.0001684-0.00072083i,0.00031877+0.00044603i,0.00087533+0.00081419i,0.00067776+0.00078612i,-0.00051379+0.0012325i,-0.00016526+0.00080255i,0.00065723+0.00048035i,0.00019659+0.00051968i
0.0013309+0.00012603i,0.0017548+0.00021741i,0.0026867+0.00039141i,0.0017975-0.00029555i,0.00075081-0.00090597i,0.00022172-0.00055448i,0.00020711+0.00014303i,-0.00036778+0.00034541i,-0.00053852+0.00048636i,0.00034481+0.00071897i,0.00035462+0.00028091i,-7.1248e-05-0.00019275i,-0.00020674+0.00014409i,-0.0005712+0.00027173i,-0.00056998+0.00052711i,-0.00083639+0.00076942i,-0.0005976+4.0262e-05i,-0.00071917-0.00056728i,-0.00090689-0.0001991i,-0.00038645+0.00025408i,-0.0001131-0.0005102i,-0.00020059-0.00094061i,-0.0002577+0.00013691i
-0.0008695+0.00032184i,-0.00090637+7.8195e-06i,-0.0003596-0.00039252i,4.0943e-05-8.917e-05i,-0.00022375-0.00030768i,-0.0012669-0.0016898i,-0.0011923-0.0010709i,-0.00012611+0.00038182i,-0.00019422+0.00053065i,-0.00068353+0.00027703i,-0.00040997+0.00034364i,0.00032291+0.00064722i,0.0001992+0.0009541i,-0.00095363+6.4515e-05i,-0.00083082-0.00035795i,-0.00051884+8.5259e-05i,-0.00030538+0.00085482i,-8.6787e-05+0.00095341i,-0.00026249+1.7233e-05i,7.5677e-06+0.00043999i,0.00039876+0.00058508i,0.00022714-8.7169e-05i,-0.00014096-0.00022676i
-0.00053802-0.00053143i,-0.00077434+0.00068549i,-0.00084905+0.0007796i,-0.00090826+0.000567i,-0.00030055+6.007e-05i,9.7949e-05-0.00025283i,-0.00049015-0.00014139i,-0.00067279-0.00027436i,-0.00036249+0.00013098i,-0.00052324+0.00035389i,-0.00030759-0.00018577i,-0.00021933-4.533e-05i,-1.0191e-05+0.00016999i,0.00023142-0.00061149i,-0.00037875-0.00046411i,-0.0010518+0.00025753i,-0.00055665-0.00042166i,-0.0001008-0.00062017i,0.00016537+0.001089i,8.5994e-05+0.0016952i,-0.00010326+0.0006819i,-8.4348e-05+0.00024356i,0.00024214+0.00042686i
0.00052177+0.0011744i,0.0014115+0.0011865i,0.0014449+0.0010486i,0.0010049+0.00054061i,0.00096959+9.4783e-05i,0.00059665-0.00066339i,-0.00094879-0.001356i,-0.001458-0.001028i,-0.0009038+0.00045762i,-0.0010029+0.00066123i,-0.00078763-0.00013602i,-0.00021805-0.00020908i,-0.00036457-0.00038791i,-0.0013578-0.00085854i,-0.0014239-0.00077779i,-0.00039817+1.8861e-05i,0.00048905+0.00093527i,0.00033392+0.00026372i,-5.1673e-05-0.00087247i,-0.00015891-0.00057422i,-0.00028106+0.00029661i,-0.00050497+4.4182e-05i,0.00011389+6.7215e-05i
0.0003781+0.0018696i,7.5365e-05+0.0010125i,0.00058867+0.00068479i,0.0010299+0.00043762i,0.00099102-0.00076285i,-0.00010425-0.0020031i,-0.00061099-0.001855i,-0.00044913-0.00044505i,-0.00075162+0.00049978i,-0.00038192+0.00090469i,0.00031549+0.0006191i,-0.00021149-6.7662e-06i,-0.00076285-0.00044939i,-0.00083937-9.7682e-05i,-0.00083595-0.0002125i,-0.0011598-0.00047447i,-0.0010703+0.00022945i,0.00043391+0.00066577i,0.0014303+0.0006815i,0.0016667+0.00083636i,0.00099841+0.00042498i,0.00062508+4.8715e-05i,0.0004779-0.00037159i
-0.0013299+0.00019458i,-0.0012539+0.00040371i,-0.00073725+0.0008614i,-4.3739e-05+0.00089238i,0.00081013+0.00026141i,0.00096207-0.00029169i,-0.00014514-0.00023956i,-0.00090947-0.00060213i,-0.00046717-0.0014509i,-0.00012131-0.00089776i,-8.6576e-05-0.00019959i,-0.00012543-0.0004062i,-0.00035797-0.0004339i,-0.0010557-0.00041621i,-0.0013659-0.00044411i,-0.0013196-0.00013449i,-0.0014052-0.00075498i,-0.0011907-0.0011865i,-0.00044813-0.00037056i,-0.0003243-2.7652e-05i,-7.9398e-05+0.00036611i,0.00012846+0.00070359i,-8.0373e-06+4.3461e-05i
-0.00065421-0.00037037i,0.00094168-0.00017183i,0.0012909-4.0203e-05i,0.00088751+0.00083341i,0.00043581+0.0014738i,0.00027431+0.0003639i,-0.00025387-0.00058335i,-0.0010976-0.0010114i,-0.00055517-0.0007363i,0.00021832-0.00026064i,-0.0004749+0.00012621i,-0.0011091+0.00081661i,-0.0011686+0.00080212i,-0.00034331+3.1086e-05i,0.00025106+0.0001848i,-0.000133+0.00053134i,-0.00048221+0.00014662i,-0.00077213-0.00054674i,-0.000648-0.0010617i,-0.00047489-0.00096444i,-0.00028232-0.0008082i,0.00024042-0.00071816i,0.00089738-0.00026243i
