-0.0045655-0.00016591i,-0.0037+0.0017098i,-0.0030589+0.0033607i,-0.0020613+0.0036072i,-0.00058373+0.0025528i,0.0001611+0.0015978i,-0.0007101+0.00071093i,-0.001556+0.0006802i,-0.001208+0.00061781i,-0.00051094+0.00019457i,0.00039191+0.00024792i,0.00070456+0.00054103i,0.00042253-0.00021341i,-0.0001924-0.0010647i,-0.0011087-0.00164i,-0.00089409-0.0012162i,-0.00020458-0.00027419i,0.00043186-2.9391e-06i,0.00064814+0.00069327i,0.00046788+0.00049937i,0.00053503-0.00037299i,-0.00010336-0.00070866i,-0.00025826-0.00099798i
0.15321-0.22552i,0.34076-0.45725i,0.35883-0.61575i,0.16027-0.48876i,0.059866-0.13763i,0.12139+0.10517i,0.13881+0.12259i,0.11116+0.082244i,0.086634+0.04541i,0.040008+0.0055429i,0.0047822-0.012815i,0.0013856-0.022863i,-0.0023169-0.030679i,-0.013409-0.023732i,-0.014588-0.0053575i,-0.0073213+0.0020954i,-0.0061579-0.0083777i,-0.012748-0.017169i,-0.022945-0.015284i,-0.036176-0.0041971i,-0.047376+0.012313i,-0.044543+0.024317i,-0.027693+0.026531i
0.10037+0.17308i,0.12946+0.4432i,0.15019+0.66836i,0.19403+0.60175i,0.18578+0.29677i,0.10999+0.0094484i,0.061905-0.12487i,0.060854-0.14855i,0.075722-0.11534i,0.081101-0.07227i,0.058803-0.045253i,0.026307-0.018211i,0.0094069+0.0011214i,-0.0020281+0.0054013i,-0.014266+0.011238i,-0.017948+0.023738i,-0.018054+0.036157i,-0.0077256+0.041076i,0.021698+0.029666i,0.044835+0.0016466i,0.043652-0.027348i,0.026069-0.038458i,0.0070103-0.031062i
-0.114+0.1264i,-0.20178+0.12182i,-0.1965+0.014901i,-0.057558-0.084595i,0.11157-0.088148i,0.18173-0.045821i,0.11172-0.012495i,0.02205-0.0053399i,-0.0016233-0.014367i,0.0080732-0.0088806i,0.013342+0.0034111i,0.0091128-0.0018072i,0.00575-0.0097281i,0.014528-0.015598i,0.022336-0.025179i,0.017518-0.014815i,0.01838+0.022709i,0.032998+0.047481i,0.037164+0.040417i,0.0219+0.029331i,0.0064138+0.028151i,0.00064533+0.026721i,0.002547+0.02099i
-0.14783-0.1468i,-0.16569-0.23418i,-0.064249-0.20915i,0.052269-0.16374i,-0.0039559-0.21303i,-0.17851-0.20554i,-0.24439-0.079038i,-0.2008+0.023095i,-0.15091+0.046144i,-0.10093+0.036118i,-0.053473+0.027979i,-0.023026+0.028645i,-0.0017034+0.031428i,0.019117+0.032613i,0.033354+0.020432i,0.032484-0.010672i,0.022396-0.04515i,0.0085465-0.060642i,-0.0089222-0.049697i,-0.024548-0.031996i,-0.032345-0.018551i,-0.026218-0.0084243i,-0.012531-0.0049203i
0.21398-0.13301i,0.34306-0.20806i,0.27228-0.22986i,0.029004-0.1303i,-0.07891+0.034475i,0.016107+0.099391i,0.093825+0.086942i,0.090759+0.092803i,0.064571+0.068869i,0.032749+0.0066574i,0.018945-0.03258i,0.0086392-0.044675i,-0.017169-0.042307i,-0.036764-0.035307i,-0.038202-0.028775i,-0.02878-0.026542i,-0.019239-0.037624i,-0.021122-0.055945i,-0.026006-0.058531i,-0.014482-0.034411i,0.0089978-0.0047834i,0.022945+0.0095942i,0.015546+0.012319i
0.0306+0.25718i,0.0017182+0.44664i,-0.05059+0.46418i,-0.095981+0.30182i,-0.14522+0.19594i,-0.14196+0.18437i,-0.036477+0.1283i,0.075769+0.033915i,0.10685-0.0092949i,0.086038+0.00023294i,0.062026+0.0077889i,0.046434+0.0032756i,0.036981+0.00070296i,0.028129+0.0032381i,0.015066+0.012853i,-0.0012432+0.024828i,-0.019585+0.032461i,-0.027601+0.031186i,-0.019773+0.018436i,-0.018013+0.0043941i,-0.024375-0.0018426i,-0.025414-0.0043498i,-0.018298-0.0059329i
-0.20916-0.055835i,-0.33143-0.16477i,-0.30641-0.17721i,-0.13774-0.027071i,0.018813+0.074266i,0.08775+0.022521i,0.083988-0.078243i,0.059667-0.1245i,0.063872-0.097867i,0.079096-0.057139i,0.05842-0.048519i,0.014838-0.047405i,-0.015305-0.030984i,-0.0319-0.01116i,-0.036448+0.0045034i,-0.023966+0.022204i,-0.008579+0.0416i,-0.010019+0.060399i,-0.012593+0.071749i,0.0087802+0.056811i,0.031232+0.014756i,0.022418-0.021991i,-0.0013867-0.029544i
-0.020654-0.11558i,-0.036836-0.091442i,-0.076473+0.0023675i,-0.083863+0.050938i,-0.010632+0.057863i,0.026817+0.059929i,-0.039351+0.039536i,-0.13621+0.014013i,-0.17261+0.023485i,-0.1201+0.046772i,-0.046128+0.047387i,-0.0068304+0.032313i,0.018269+0.019127i,0.050725-0.0068578i,0.066793-0.049096i,0.052414-0.078926i,0.039594-0.078696i,0.037942-0.057178i,0.018011-0.031752i,-0.023979-0.0096565i,-0.054871+0.012484i,-0.048333+0.031795i,-0.01732+0.034906i
0.2987-0.052439i,0.52971-0.16803i,0.59184-0.29806i,0.39231-0.33417i,0.12186-0.27694i,-0.042881-0.19751i,-0.11758-0.10695i,-0.12412-0.02345i,-0.087994-0.013718i,-0.052773-0.036635i,-0.026-0.020062i,-0.019896+0.00085458i,-0.038586+0.0021533i,-0.050566+0.014466i,-0.043957+0.037145i,-0.025559+0.038687i,-0.012895+0.0063628i,-0.017683-0.031857i,-0.01644-0.043256i,0.0026495-0.041214i,0.016281-0.042571i,0.014768-0.036202i,0.0095315-0.022199i
-0.24286+0.36956i,-0.48763+0.71309i,-0.56431+0.88574i,-0.35397+0.69184i,-0.10482+0.32809i,0.021627+0.097277i,0.10254+0.03087i,0.15808-0.0075404i,0.14476-0.045137i,0.085613-0.056646i,0.045856-0.052911i,0.044738-0.052469i,0.052437-0.063478i,0.042446-0.077183i,0.016399-0.076955i,-0.012362-0.050573i,-0.017665-0.0029129i,0.024822+0.023083i,0.069602-0.0032124i,0.054234-0.036593i,0.0078245-0.032508i,-0.024127-0.0093379i,-0.036497+0.0089756i
0.0092032-0.3372i,0.17663-0.73302i,0.34485-0.99875i,0.31132-0.88323i,0.15582-0.56259i,0.04656-0.31515i,0.019591-0.19444i,0.053843-0.12559i,0.085118-0.048534i,0.076497+0.025956i,0.044708+0.04937i,0.012857+0.043456i,0.0050081+0.046944i,0.011195+0.055643i,0.015557+0.064741i,0.022515+0.064656i,0.0077498+0.042838i,-0.051144+0.014657i,-0.10093+0.015054i,-0.081503+0.043807i,-0.017603+0.047204i,0.026124+0.0014609i,0.027388-0.038891i
-0.020527+0.015397i,-0.16317+0.20641i,-0.29102+0.47082i,-0.25303+0.52864i,-0.16969+0.33088i,-0.14946+0.093515i,-0.13563-0.047503i,-0.16663-0.070748i,-0.22324+0.011454i,-0.19291+0.070264i,-0.11628+0.043843i,-0.07155+0.025583i,-0.040671+0.051974i,-0.00010917+0.063161i,0.039533+0.030996i,0.056947-0.0089677i,0.067159-0.019831i,0.085836-0.008021i,0.091542-0.0026893i,0.071966-0.014701i,0.035438-0.019767i,0.0062676+0.0024039i,0.0025401+0.026791i
0.33053+0.12461i,0.62238+0.057843i,0.68342-0.18736i,0.43375-0.34717i,0.2561-0.22752i,0.25797-0.085338i,0.16064-0.077597i,0.010629-0.098044i,-0.038701-0.14589i,-0.062361-0.18071i,-0.094279-0.13003i,-0.10166-0.069919i,-0.088683-0.059214i,-0.073314-0.046204i,-0.067526-0.010489i,-0.072434-0.0001032i,-0.093213-0.027632i,-0.11852-0.046827i,-0.12324-0.026241i,-0.093666+0.014147i,-0.045425+0.03304i,-0.012706+0.025989i,8.0858e-05+0.01265i
-0.50124+0.055903i,-0.94422+0.15859i,-1.0384+0.3753i,-0.64389+0.52866i,-0.28439+0.41955i,-0.19141+0.23003i,-0.093136+0.14699i,0.041065+0.098216i,0.08229+0.036699i,0.053135-0.029319i,0.010433-0.067228i,-0.0014291-0.041817i,0.004786-0.003325i,-0.013165+0.014119i,-0.033301+0.02695i,-0.029819+0.047172i,-0.015393+0.078774i,0.016357+0.11766i,0.072141+0.11783i,0.097287+0.056606i,0.062623+0.0013614i,0.024111-0.0060954i,0.012109-0.006359i
0.29447-0.14444i,0.62517-0.21466i,0.75807-0.20424i,0.56496-0.068622i,0.44423+0.15718i,0.49352+0.28353i,0.42646+0.25808i,0.26169+0.23879i,0.18128+0.25019i,0.18352+0.2061i,0.17228+0.1041i,0.10519+0.031617i,0.044686+0.031777i,0.016849+0.016944i,-0.024846-0.021954i,-0.059532-0.019377i,-0.05836-0.010765i,-0.063902-0.045246i,-0.10016-0.067752i,-0.12563-0.019314i,-0.10398+0.045493i,-0.055598+0.059355i,-0.014497+0.038692i
-0.00014309-0.066743i,-0.1339-0.155i,-0.26187-0.21001i,-0.2498-0.22556i,-0.23765-0.26364i,-0.2924-0.2777i,-0.28553-0.2269i,-0.24203-0.23833i,-0.25695-0.33256i,-0.27925-0.36949i,-0.26125-0.28208i,-0.20857-0.15193i,-0.14619-0.076406i,-0.074377-0.031168i,0.020684+0.0028883i,0.088462-0.0042725i,0.11165-0.021294i,0.11853-0.029892i,0.090659-0.047289i,0.024371-0.066383i,-0.047479-0.072375i,-0.08885-0.049513i,-0.075049-0.013563i
0.027876+0.402i,0.14939+0.73449i,0.25599+0.82592i,0.20309+0.6245i,0.099223+0.44123i,0.14166+0.36626i,0.24455+0.21252i,0.24937+0.014372i,0.20691-0.093746i,0.18956-0.11529i,0.15169-0.13203i,0.050033-0.15223i,-0.046287-0.11785i,-0.074678-0.080886i,-0.078934-0.086763i,-0.083434-0.089923i,-0.076046-0.081123i,-0.061368-0.060102i,-0.035745-0.029455i,-0.00029601-0.013893i,0.020462-0.01465i,-0.00045183-0.017337i,-0.037411+0.0036919i
-0.24135-0.40088i,-0.47444-0.81097i,-0.65691-1.0084i,-0.70308-0.803i,-0.62677-0.45672i,-0.44187-0.16338i,-0.1534+0.053719i,0.12054+0.096496i,0.27958+0.047855i,0.38069+0.0090443i,0.41336-0.047895i,0.3245-0.062538i,0.19911-0.025323i,0.10065-0.010443i,0.020012-0.0013397i,-0.040839+0.0091759i,-0.11023-0.0020886i,-0.18628-0.0082284i,-0.20959+0.0065881i,-0.17578+0.027988i,-0.11149+0.033324i,-0.039322+0.01393i,0.0096637-0.0033144i
0.22616+0.075477i,0.41103+0.28761i,0.50575+0.47283i,0.40349+0.46855i,0.16645+0.35894i,-0.04736+0.2171i,-0.16587+0.02468i,-0.21753-0.097981i,-0.18995-0.076234i,-0.0955-0.010759i,-0.012513+0.020228i,0.0019586-0.0092508i,-0.047873-0.063356i,-0.073402-0.078953i,-0.052853-0.073268i,-0.050364-0.068819i,-0.04734-0.072838i,-0.017521-0.11497i,-0.0074593-0.14396i,-0.0067275-0.10657i,0.020151-0.059782i,0.025697-0.055305i,-0.015836-0.058771i
0.050014+0.049032i,0.001284-0.034956i,-0.12136-0.18458i,-0.1809-0.29345i,-0.091409-0.32208i,0.044728-0.25245i,0.15617-0.13178i,0.24723-0.098979i,0.26419-0.1016i,0.26569-0.030599i,0.27209-0.026535i,0.18978-0.10526i,0.094233-0.11826i,0.059735-0.08828i,0.049083-0.061338i,0.079659-0.01972i,0.14936+0.039472i,0.23578+0.10933i,0.29909+0.1074i,0.22424-0.0021081i,0.035688-0.081405i,-0.077019-0.059047i,-0.071463-0.012517i
0.3526+7.7038i,3.2913+7.234i,6.6489+6.0762i,7.3053+2.4093i,5.663-1.2234i,2.6518-3.0197i,-0.081583-2.0056i,-0.90475+0.14151i,-0.002666+1.3757i,1.0605+0.97276i,0.90803-0.14009i,0.0031768-0.74947i,-0.83569-0.69995i,-1.32-0.12922i,-1.1441+0.50978i,-0.57742+0.69642i,-0.13484+0.45516i,-0.031299+0.073559i,-0.19651-0.15274i,-0.36353-0.1629i,-0.37481-0.15601i,-0.28207-0.16412i,-0.12779-0.17099i
0.080259-0.23515i,0.14683-0.35296i,0.15144-0.22136i,0.16428+0.078399i,0.30538+0.19717i,0.4121+0.11018i,0.36991+0.031072i,0.28691-0.012716i,0.17428-0.035856i,0.045726+0.026921i,-0.0057533+0.1017i,-0.01492+0.07881i,-0.041634+0.029785i,-0.040934+0.010834i,-0.01445-0.024312i,-0.023339-0.075393i,-0.067678-0.092626i,-0.088739-0.083729i,-0.071913-0.075581i,-0.041165-0.043013i,0.0045528+0.0058406i,0.047944+0.021447i,0.050739+0.007496i
0.19649+0.13502i,0.30782+0.17716i,0.32751+0.01069i,0.17474-0.31446i,-0.092195-0.45692i,-0.26445-0.30983i,-0.19819-0.093192i,-0.016615-0.021407i,0.091112-0.029793i,0.12452+0.00089395i,0.1139+0.039457i,0.07333+0.066303i,0.064125+0.053367i,0.071399-0.017716i,0.051599-0.054045i,0.033671-0.011083i,0.03944+0.039861i,0.062487+0.048802i,0.085303-0.0028275i,0.051969-0.08649i,-0.027361-0.1114i,-0.059468-0.067514i,-0.042205-0.032378i
-0.17018+0.13419i,-0.26192+0.19076i,-0.21153+0.19527i,-0.035794+0.14295i,0.045507+0.017459i,-0.046988-0.094098i,-0.18396-0.15274i,-0.24854-0.16348i,-0.20196-0.13451i,-0.10267-0.10936i,-0.05762-0.078598i,-0.037987-0.041408i,-0.0042587-0.043558i,0.0055082-0.052027i,-0.001463-0.02282i,0.011231+0.020976i,0.060788+0.061162i,0.13459+0.094627i,0.17844+0.074539i,0.13819-0.0073936i,0.053526-0.0583i,0.0057903-0.045622i,-0.0011039-0.022326i
-0.091932-0.13818i,-0.13181-0.1997i,-0.16651-0.22135i,-0.23255-0.23626i,-0.26627-0.20564i,-0.2131-0.084394i,-0.13006+0.056573i,-0.079977+0.12315i,-0.037923+0.13508i,0.025669+0.11717i,0.069734+0.048777i,0.063527-0.035582i,0.023369-0.080198i,-0.016497-0.087467i,-0.035128-0.082253i,-0.041683-0.087811i,-0.061119-0.11758i,-0.10073-0.13401i,-0.13836-0.09187i,-0.14074-0.0047896i,-0.096865+0.062481i,-0.044041+0.065498i,-0.021197+0.038714i
0.19209-0.17143i,0.29154-0.33666i,0.24039-0.38933i,0.075859-0.18716i,-0.040843+0.10489i,-0.090336+0.2131i,-0.1483+0.1693i,-0.15779+0.17551i,-0.037347+0.22155i,0.098454+0.16642i,0.097094+0.059251i,0.013527+0.037291i,-0.025767+0.06279i,-0.0089919+0.049032i,0.0021302+0.017306i,-0.016199+0.012044i,-0.041764+0.017541i,-0.060691-0.0063251i,-0.071441-0.045164i,-0.071068-0.052608i,-0.052672-0.032157i,-0.022529-0.016907i,-0.0022413-0.014523i
-0.011423+0.37721i,-0.046392+0.72698i,0.0091976+0.87751i,0.18885+0.62807i,0.31238+0.22673i,0.29002+0.0096528i,0.24309+0.0060133i,0.27996+0.029883i,0.33729-0.057131i,0.29317-0.16848i,0.16929-0.16549i,0.069062-0.081818i,0.030653-0.038288i,0.0069162-0.05398i,-0.029974-0.037851i,-0.036763+0.037808i,0.0038186+0.10342i,0.046197+0.12811i,0.062461+0.1163i,0.052085+0.074199i,0.023214+0.035326i,-0.0045015+0.022817i,-0.017473+0.022878i
-0.15254-0.23595i,-0.19822-0.53726i,-0.21132-0.78161i,-0.26998-0.73516i,-0.32678-0.45391i,-0.30795-0.15287i,-0.22476-0.0060509i,-0.1438-0.057548i,-0.11814-0.1805i,-0.12807-0.20477i,-0.10925-0.11069i,-0.047116-0.027246i,-0.011778-0.027558i,-0.024482-0.042148i,-0.020218-0.026443i,0.010524-0.031113i,0.014285-0.057131i,-0.018004-0.043926i,-0.046941+0.012415i,-0.046313+0.069874i,-0.027839+0.090674i,-0.015941+0.070502i,-0.013878+0.043349i
0.0069783-0.057821i,-0.048384+0.061772i,-0.069423+0.29166i,0.016656+0.41211i,0.088347+0.31667i,0.041271+0.14592i,-0.065511+0.044869i,-0.16507+0.011577i,-0.22649-0.0086405i,-0.24067-0.018755i,-0.20253+0.0082345i,-0.12262+0.051018i,-0.05719+0.052559i,-0.03258+0.012777i,-0.018074-0.032905i,-0.0063411-0.068956i,-0.0023076-0.08826i,0.01711-0.086677i,0.043989-0.075236i,0.047353-0.060337i,0.029222-0.028605i,0.015433+0.013159i,0.017068+0.034714i
0.31623+0.11002i,0.58848+0.1193i,0.6633+0.0064808i,0.45981-0.12873i,0.26503-0.15127i,0.19917-0.073153i,0.13871+0.053353i,0.065976+0.15932i,0.013472+0.18769i,0.0049431+0.17045i,0.056758+0.13375i,0.094512+0.084406i,0.069978+0.041814i,0.019119-0.00087311i,-0.026845-0.033931i,-0.06359-0.018671i,-0.075157+0.029922i,-0.050843+0.040105i,-0.026283+0.0071295i,-0.021931-0.0066791i,-0.012331+0.0090903i,0.013283+0.019494i,0.030027+0.0058566i
-0.36566+0.053048i,-0.6755+0.027656i,-0.73405-0.051889i,-0.4723-0.12945i,-0.26727-0.1499i,-0.23308-0.090709i,-0.17402-0.020452i,-0.052711-0.0014431i,0.042039-0.023466i,0.064523-0.06114i,0.055034-0.071616i,0.063255-0.058504i,0.051967-0.045008i,0.0039988-0.0018146i,-0.031635+0.055853i,-0.029295+0.085949i,-0.014658+0.084614i,-0.026162+0.068984i,-0.045644+0.062073i,-0.025476+0.067546i,0.026199+0.064082i,0.060773+0.030885i,0.049139-0.0089543i
0.091623-0.12186i,0.26812-0.091377i,0.39594+0.017525i,0.32672+0.038576i,0.1651-0.088608i,0.014239-0.19648i,-0.10314-0.19063i,-0.16209-0.12364i,-0.15745-0.059778i,-0.13863-0.04127i,-0.11868-0.045784i,-0.071508-0.049298i,-0.037886-0.049068i,-0.037602-0.024701i,-0.014448+0.011993i,0.039586+0.018082i,0.081567-0.00070518i,0.094794-0.0031245i,0.090182+0.010684i,0.077416+0.011735i,0.060263-0.00371i,0.035865-0.014543i,0.0066445-0.0073414i
0.14199-0.12721i,0.095327-0.33679i,-0.1446-0.53781i,-0.42167-0.48094i,-0.50164-0.17699i,-0.36785+0.08779i,-0.2044+0.1939i,-0.12007+0.18974i,-0.12218+0.14881i,-0.14746+0.14299i,-0.1183+0.13803i,-0.071012+0.08803i,-0.045923+0.047692i,-0.0088529+0.042029i,0.037852+0.028468i,0.048659-0.0046991i,0.014282-0.026054i,-0.017881-0.013244i,-0.018403+0.010252i,-0.011219+0.011451i,-0.014788-0.0053131i,-0.026472-0.012901i,-0.035025+0.00046851i
-0.092319+0.34554i,-0.10636+0.69429i,0.0067847+0.9161i,0.18182+0.82035i,0.22393+0.55151i,0.15951+0.34024i,0.14777+0.20882i,0.15574+0.12061i,0.11846+0.093747i,0.075584+0.10305i,0.040882+0.088813i,-0.00020842+0.069176i,-0.020826+0.068703i,-0.017594+0.060119i,-0.028604+0.03658i,-0.058192+0.032342i,-0.081191+0.056611i,-0.074542+0.071519i,-0.039856+0.052484i,0.0016569+0.012403i,0.027975-0.026059i,0.027572-0.039683i,0.017226-0.022442i
-0.12286-0.22536i,-0.16802-0.45244i,-0.14893-0.57107i,-0.07802-0.47926i,0.026286-0.31371i,0.11217-0.18532i,0.11777-0.10233i,0.08739-0.05101i,0.10431-0.02385i,0.13992-0.032304i,0.12042-0.046241i,0.082716-0.018694i,0.075584+0.008385i,0.061913-0.012898i,0.025285-0.04005i,0.0048057-0.025349i,0.023636+0.010256i,0.040198+0.019537i,0.019633+0.002698i,-0.013429+0.0036825i,-0.030644+0.030617i,-0.02142+0.049587i,0.0040402+0.04221i
0.11448-0.10108i,0.13357-0.11797i,0.021822-0.072726i,-0.1393+0.012007i,-0.20319+0.11089i,-0.17795+0.16762i,-0.12127+0.1482i,-0.078909+0.075502i,-0.065627-0.017623i,-0.061278-0.090309i,-0.052374-0.1035i,-0.021332-0.075885i,0.0044371-0.050379i,-0.0040831-0.023536i,-0.010066+0.011924i,0.019278+0.024078i,0.056947-0.0037113i,0.059927-0.032432i,0.030583-0.027436i,0.0051522-0.0098696i,-0.0052145-0.0012916i,-0.0029828+0.00095858i,0.007975-0.0033706i
0.11447+0.26302i,0.25268+0.45278i,0.40252+0.49961i,0.45429+0.35524i,0.39587+0.16387i,0.33537+0.033635i,0.25221-0.023645i,0.10853-0.0025697i,-0.014718+0.04637i,-0.065119+0.063146i,-0.064065+0.043514i,-0.056144-0.0055213i,-0.072397-0.042486i,-0.099993-0.033584i,-0.11213-0.0034932i,-0.10878+0.012789i,-0.099383+0.0070835i,-0.072222+0.0025533i,-0.016564+0.0097127i,0.046241+0.0034339i,0.080863-0.019057i,0.070519-0.030132i,0.039488-0.020896i
-0.24095-0.080727i,-0.43975-0.20291i,-0.55172-0.30019i,-0.47447-0.26967i,-0.27958-0.16537i,-0.11379-0.076323i,-0.01526-0.012607i,0.052597+0.019431i,0.066137+0.030183i,0.03333+0.047621i,0.009138+0.054075i,-0.0064368+0.033378i,-0.016636+0.01377i,-0.0049584+0.013484i,0.017276+0.014781i,0.015537+0.012079i,-0.016842+0.025355i,-0.038564+0.049922i,-0.032122+0.052489i,-0.030278+0.037382i,-0.034535+0.03478i,-0.023984+0.036282i,-0.0071843+0.028599i
0.046474-0.1782i,0.1312-0.23212i,0.22154-0.15988i,0.22981-0.045499i,0.10751-0.010029i,-0.047852-0.020011i,-0.10757-0.025697i,-0.076233-0.02214i,-0.018242-0.014512i,0.0069256-0.015455i,-0.0060833-0.00097555i,-0.01232+0.043627i,0.00081639+0.080263i,0.020053+0.092556i,0.045402+0.090407i,0.080547+0.081422i,0.11026+0.071114i,0.10546+0.051695i,0.061766+0.022464i,0.010667-0.0036571i,-0.021196-0.017812i,-0.029898-0.015442i,-0.021938-0.0076943i
0.20346+0.15457i,0.30058+0.25354i,0.21651+0.21847i,0.026158+0.087389i,-0.031873+0.0089386i,0.022451-0.024966i,0.015143-0.014073i,-0.028127+0.035156i,-0.023452+0.045286i,-0.0070168+0.020963i,-0.002607+0.016663i,0.0081046+0.025328i,0.023567+0.024342i,0.033851+0.0034081i,0.02874-0.025278i,0.023534-0.039238i,0.039441-0.046276i,0.057459-0.056091i,0.054256-0.051598i,0.045428-0.031102i,0.042488-0.016354i,0.036319-0.0133i,0.024612-0.013413i
-0.22904+0.048797i,-0.39906+0.036737i,-0.42458+0.021438i,-0.29525+0.051891i,-0.20691+0.10595i,-0.18672+0.14293i,-0.12724+0.14445i,-0.04244+0.1065i,-0.017378+0.052784i,-0.027921+0.029881i,-0.0139+0.01976i,0.011015-0.0069342i,0.022648-0.027411i,0.023645-0.028778i,0.015422-0.030764i,-0.0091738-0.047309i,-0.04531-0.062029i,-0.057975-0.050742i,-0.032246-0.020286i,-0.0064099+0.0025715i,-0.0074331+0.012936i,-0.013957+0.012074i,-0.0094374+1.1911e-05i
-0.051356-0.10532i,-0.020776-0.098133i,0.090783+0.019692i,0.23239+0.11433i,0.29655+0.066976i,0.25197-0.036173i,0.18818-0.11115i,0.12545-0.12826i,0.05922-0.071645i,0.021217-0.016048i,-0.0046271-0.011626i,-0.026098-0.01108i,-0.030153+0.0013243i,-0.031757+0.010687i,-0.035425+0.021708i,-0.029904+0.034749i,-0.020705+0.045157i,-0.015495+0.044823i,-0.0053009+0.027717i,0.0087204+0.0017182i,0.015086-0.013484i,0.0085131-0.011765i,-0.0052675-0.0043871i
0.24827-0.049082i,0.38605-0.12397i,0.30702-0.20669i,0.071231-0.22031i,-0.02752-0.145i,0.027614-0.069437i,0.03963-0.04761i,0.0013625-0.039705i,-0.016171-0.019801i,-0.010894-0.0022001i,-0.0024098+0.0094843i,0.0056119+0.020989i,0.019148+0.018302i,0.0298-0.0018791i,0.033785-0.013779i,0.041276-0.0054053i,0.058154+0.014031i,0.066205+0.019614i,0.04104+0.0039025i,0.00074646-0.0020816i,-0.014999+0.012267i,-0.0038548+0.025372i,0.0074515+0.025289i
-0.14965+0.21606i,-0.24983+0.36334i,-0.2162+0.37661i,-0.071901+0.2614i,-0.012609+0.15657i,-0.056203+0.091821i,-0.086566+0.056964i,-0.075327+0.055456i,-0.039682+0.05407i,-0.01251+0.030085i,-0.0012434+0.01971i,0.020517+0.019146i,0.028247+0.0044025i,0.0098388+0.0027744i,-0.0035226+0.011949i,-0.0091711+5.8481e-05i,-0.019486-0.024912i,-0.023613-0.027951i,-0.017103-0.0057597i,-0.0065099+0.0098585i,0.0071728+0.0097437i,0.020519+0.0065074i,0.024747+0.0042258i
-0.096418-0.095913i,-0.097546-0.11962i,0.020544-0.05387i,0.19377-0.010218i,0.28844-0.08719i,0.27554-0.15803i,0.19621-0.12985i,0.12073-0.060919i,0.073341-0.012807i,0.030934+0.0057653i,-0.001492+0.0096534i,-0.013936+0.0033861i,-0.015315-0.004242i,-0.016335-0.0088906i,-0.029253-0.016269i,-0.051362-0.016936i,-0.066219-0.01158i,-0.068844-0.010921i,-0.055342-0.0062933i,-0.027842+0.002735i,-0.004307+0.00074125i,0.002308-0.010632i,-0.0019723-0.014464i
0.15079-0.19711i,0.20738-0.41749i,0.072971-0.57451i,-0.16594-0.52196i,-0.29012-0.33182i,-0.30528-0.15751i,-0.25953-0.046346i,-0.15156-0.014289i,-0.052288-0.038769i,-0.016463-0.040678i,-0.011535-0.0168i,-0.0081258+0.0031833i,0.00043481+0.015199i,0.014865+0.018712i,0.028293+0.027275i,0.039571+0.04999i,0.043615+0.071086i,0.037336+0.062583i,0.021579+0.026017i,-0.0048748+0.0018204i,-0.027952+0.0021745i,-0.032468+0.0040837i,-0.024319+0.0042806i
0.028249+0.28774i,0.056539+0.54495i,0.12047+0.61625i,0.14099+0.41417i,0.042785+0.18354i,-0.059507+0.072046i,-0.089985+0.016582i,-0.098822-0.019642i,-0.088127-0.032217i,-0.062467-0.028381i,-0.036591-0.0084168i,-0.011401+0.00708i,-0.00030845+0.0018703i,-0.00087807-0.0049856i,-0.0015907-0.00082956i,0.010377+0.0030039i,0.034805+0.00010763i,0.047413-7.1807e-05i,0.046397+0.008772i,0.053066+0.015347i,0.06092+0.0068032i,0.04439-0.0026835i,0.019686+0.00031642i
-0.16917-0.061689i,-0.28677-0.14397i,-0.33087-0.16775i,-0.26205-0.089828i,-0.11875+0.0004707i,0.002124+0.064864i,0.054703+0.12235i,0.059814+0.13267i,0.019002+0.094991i,-0.009359+0.06699i,0.0085455+0.036777i,0.025171-0.012913i,0.018529-0.04849i,0.0049888-0.06361i,0.0024786-0.078838i,0.0034151-0.099732i,-0.0041197-0.11038i,-0.011506-0.089439i,-0.012122-0.044854i,-0.005961-0.0084503i,-0.00035135+0.010293i,0.0041718+0.018143i,0.011047+0.011583i
0.05262-0.20885i,0.052669-0.36062i,0.0055291-0.36645i,-0.066635-0.20143i,-0.13712-0.013876i,-0.17695+0.091871i,-0.1311+0.12148i,-0.040116+0.10059i,0.0049226+0.071649i,0.018949+0.051239i,0.025813+0.02217i,0.0079822+0.0023317i,-0.02223+0.006059i,-0.039783+0.026369i,-0.039399+0.054152i,-0.036047+0.070922i,-0.044461+0.068337i,-0.047153+0.051118i,-0.032603+0.018874i,-0.024692-0.015075i,-0.026968-0.029716i,-0.016794-0.025649i,-0.0018784-0.018528i
0.17947+0.24432i,0.35486+0.4612i,0.46061+0.53076i,0.4237+0.35095i,0.32786+0.12259i,0.27698+0.022948i,0.22969-0.033736i,0.12243-0.061418i,0.045541-0.020578i,0.028908+0.00076975i,-0.001572-0.0047486i,-0.034204+0.015216i,-0.04159+0.038561i,-0.041228+0.043429i,-0.042248+0.037923i,-0.041469+0.041839i,-0.032007+0.0604i,-0.017178+0.065453i,-0.0037321+0.04586i,0.013622+0.020384i,0.031578+0.0013716i,0.027043-0.011613i,0.0024813-0.01093i
