0.00080484+0.001025i,0.00036979-0.0002141i,-0.00077427-0.0011287i,-0.0018611-0.0013404i,-0.0022967-0.00050519i,-0.0016693+0.00095464i,-0.001115+0.001518i,-0.0011163+0.0016251i,-0.00073815+0.0017218i,0.00076995+0.0011475i,0.0018924+0.00042084i,0.00092441-0.00029773i,4.0849e-05-0.0010012i,0.00086324-0.00070076i,0.0015179-0.00043508i,0.00040922-0.00031216i,-0.00095168+0.00040128i,-0.00087944+0.00024975i,-0.00022631-0.00095002i,0.00053844-0.0013887i,0.00075608-0.0010193i,9.5117e-05-0.00034845i,0.00011025+0.00031757i
-0.0031269-0.00043441i,-0.0036691+0.00019984i,-0.0042416+0.0015664i,-0.0040275+0.0036651i,-0.0032392+0.0049685i,-0.0018958+0.0028288i,-0.00068338+0.00051779i,-0.00020209+0.0008948i,-0.00046018+0.0013143i,-0.00069669+0.00070031i,0.00039064+0.00020738i,0.0010163-0.00022193i,0.00036252-0.0011843i,4.2099e-05-0.0014674i,-0.00011482-0.00098893i,-0.00040642-0.00097383i,-0.00050547-0.00077343i,-0.00024828-0.00026533i,0.00012943+0.00061111i,3.1e-05+0.0011039i,0.00015177+0.00090499i,0.0002278+0.0016662i,0.00039626+0.0012743i
0.0010243-0.00047286i,0.00064945-0.00075515i,-0.00032111-0.0010347i,-0.0011097-0.00064597i,-0.0012584+0.00069908i,-0.0012193+0.001264i,-0.0012893+0.00069748i,-0.00065707+0.00074446i,4.0295e-05+0.00060066i,0.00064672-0.00046555i,0.0016379-0.0008582i,0.0019316-0.0005188i,0.00086868-0.00097169i,0.00048106-0.0010597i,0.00035664-0.00029934i,-0.00021983+0.00022804i,-0.0010858+0.0011363i,-0.001547+0.0016335i,-0.00092085+0.00085946i,-2.8235e-05-0.00025801i,0.00044292-0.00074134i,0.00034646-0.00044273i,0.00087667-0.00013611i
-0.00080191+0.0013569i,-0.00048696+0.0002949i,-8.7792e-05+0.00091511i,0.00067884+0.0011268i,0.0015008+0.001069i,0.0012728+0.0014487i,0.00045112+0.0013467i,0.00078958+0.0010819i,0.00078306+0.00061525i,0.00070255+2.2487e-05i,0.0010417-0.00013345i,0.00065001+0.000138i,0.0003079+0.00048734i,-0.00033912+0.00019022i,-0.00082307-0.00040864i,-0.00082539-0.00022588i,-0.0013603-5.4308e-06i,-0.0018068+4.4778e-06i,-0.001174-0.00035245i,-0.00057623-0.00070201i,-0.00038248-0.00050976i,-0.00011735-5.5871e-05i,-0.00034636+0.00017608i
6.0426e-05+0.00057291i,-0.0002182-0.00034045i,-0.0014325-1.7247e-05i,-0.001452+0.001176i,-0.00050403+0.0021849i,-0.00076556+0.0019563i,-0.00042416+0.00083627i,4.7062e-05+0.0013619i,0.00044892+0.001692i,0.00064417+0.0011374i,0.00044654+0.00055033i,1.6285e-09-0.00094275i,0.00034685-0.0015449i,0.00021056-0.0013592i,-0.00077353-0.00088037i,-0.00083374-6.6017e-05i,0.00013196+0.00064135i,0.00096893+0.00098326i,0.00068962+0.0011051i,0.00051281+0.0010026i,2.9589e-05+0.0011876i,-0.0013883+0.0007633i,-0.0010583+8.1798e-05i
-0.0028+0.0023356i,-0.0021414+0.0020472i,-0.00054974+0.0012066i,0.00023573+0.00044748i,0.00088064+0.00020103i,0.00034913+0.0001634i,-0.00095638+0.0004284i,-0.00074941+0.00070004i,0.0013148+0.0011978i,0.0026426+0.00073439i,0.0018991-0.00053928i,0.00045525-0.0014174i,-0.00070279-0.0010285i,-0.00096237-0.00055841i,-0.0011742-4.9146e-05i,-0.0007434+0.00059784i,0.00027977+0.00010619i,0.0001477-0.00015448i,-0.00053953-0.00016083i,-0.00051171-0.00062469i,0.00022211-0.00020393i,0.00032763+6.2444e-06i,0.00040456-0.00070258i
7.8555e-05-0.0020217i,-0.00092739-0.0021623i,-0.00095784-0.0014813i,-0.00016147-0.00037815i,0.00047879+0.0001655i,0.0004244+0.00055761i,-0.00029071+0.0010817i,0.00012811+0.0007573i,0.00077198+0.00048489i,0.00073737+0.00047545i,0.00079287+3.4095e-05i,0.00029183-0.0008798i,0.00046993-0.0012407i,0.00049734-0.00038457i,0.00043305+0.0005086i,0.00051167+0.00074149i,-0.00020248+0.00072843i,-0.00042367+0.00027671i,-0.00035241-0.00049723i,-0.00038337-0.00066483i,-0.00015877-0.00064462i,-0.00049623+0.00031945i,-0.00064218+0.00062933i
-0.00067863-5.6094e-05i,-0.00085814+0.00016711i,-0.00098476+0.00032665i,-0.0014698+0.00073277i,-0.0013493+0.0018508i,-0.00038812+0.0023665i,0.00032534+0.0016697i,0.0010122+0.0010648i,0.0016859+0.0014857i,0.0015455+0.0018102i,0.001626+0.0010668i,0.0016988-0.00021839i,0.00031233-0.00078082i,-0.0010396-0.00087527i,-0.0013012-0.000551i,-0.00095257+5.2853e-05i,-0.0007865+0.00029338i,-4.6106e-05+0.00034248i,0.001223+0.00065339i,0.00083875+0.0011732i,-0.00065055+0.001439i,-0.00087991+0.00080363i,-0.00039903+0.00010351i
-3.118e-05+0.00026188i,-2.345e-05+0.00030155i,0.00076683+0.00053756i,-1.0537e-05+0.0010716i,-7.139e-05+0.0005909i,0.00077422+0.00025414i,0.0003758+1.924e-05i,0.00048506+0.00064765i,0.00077805+0.0017653i,0.00035538+0.00090402i,-9.0762e-05+0.00011284i,-0.00016364+0.00075898i,-0.00019673+0.00082597i,0.00011314+0.00031364i,0.00045215-0.00025898i,0.00027722-0.00027324i,0.0003261+9.2997e-05i,0.00034005+0.00066811i,0.0006845+0.00085059i,0.00095062+0.0004726i,0.00016882+0.00011061i,2.1044e-05-0.00033201i,0.00080777-0.00044502i
-0.00063673+0.00011876i,-2.9834e-06+0.0004359i,0.00068398+0.00043288i,-0.0001089+0.00017476i,-0.0002126+0.00041227i,-0.0003478+0.00090929i,-0.00085084+0.0010563i,-0.00068199+0.0015347i,-5.2696e-05+0.0012383i,0.0005522+0.00040938i,0.00093343+0.00040973i,0.00097831-5.4084e-05i,0.00053852-0.00053101i,0.0002661-0.00030337i,-0.00041608+0.00050751i,-0.0013628+0.00025873i,-0.0015034+0.00014563i,-0.00084607+0.0010517i,-4.8038e-05+0.00017549i,0.00038359-0.0012508i,-6.9266e-05-0.0011946i,-0.0013403-0.00034704i,-0.0015385+0.00026347i
-0.0012516-0.0011423i,-0.0020741-0.00062083i,-0.0025807+0.00020341i,-0.0024879+0.0025326i,-0.0019822+0.0035191i,-0.00094126+0.0027232i,-0.00041532+0.0016808i,3.6837e-05+0.00085926i,0.00023318+0.00065166i,0.00040065+0.00081979i,0.00062469+0.00044761i,0.00088953+2.9844e-05i,0.00090552-0.00039783i,0.00010245-0.00020577i,-0.00095449+3.4836e-05i,-0.00072385-0.00018387i,-0.00048937+7.4423e-05i,-0.0001811+0.00020417i,0.00077201+0.00014986i,0.0010589+9.0278e-05i,0.00028555+0.00046259i,-0.00081581+0.00036764i,-0.0012499-0.00041658i
0.00044395+0.0026044i,-4.6283e-05+0.0020373i,0.00032384+0.0012704i,0.0010541+0.0012588i,0.0013141+0.0014229i,0.00095517+0.00091915i,-0.00028612+0.00023973i,-0.00064626+0.00044629i,0.00031911+0.0011564i,0.0012297+0.0010038i,0.0018585+0.00020332i,0.0022053-0.00046642i,0.0013382-0.00096814i,-0.00010004-0.00078392i,-0.00062162-0.00021904i,-0.00069645+0.00014821i,-0.00058191+4.7553e-05i,-0.00034307+0.00018525i,-0.00077066+0.00090223i,-0.00039475+0.00080656i,0.00051063-0.000224i,0.000908-7.3242e-05i,0.0009231-0.00012349i
-0.00095343-0.0014964i,-0.00044313-0.00014602i,-0.0013628+0.00013983i,-0.0022195+0.00067151i,-0.0017313+0.0014893i,-0.00017067+0.0010413i,0.00091312+0.00084039i,0.00096778+0.00075876i,0.00047153+0.00076874i,0.00052683+0.001203i,0.00084909+0.00096315i,0.00076916+0.00060267i,0.00061274+0.0003624i,0.00035919+0.00034221i,0.00013159-6.0446e-05i,9.2243e-05-6.7435e-05i,0.00012363+0.00010198i,0.00011871+0.0001347i,0.00039035+8.7074e-05i,0.00054358-0.00019525i,4.1185e-05-0.00035322i,-0.00020349-0.00048943i,0.00016201-0.00077993i
-0.0020923+0.00028524i,-0.0015144+0.00086457i,-0.0023399+0.0021529i,-0.0015977+0.002188i,-7.6497e-05+0.0024131i,-0.00026333+0.0014713i,-0.00055625+0.00018639i,-2.2082e-05+0.00045069i,0.00072161+0.0014918i,0.00068034+0.0021124i,0.00086787+0.00098966i,0.0014785-0.00013603i,0.0016081-1.3974e-06i,0.0010722-5.3806e-05i,-0.0002823-0.00068222i,-0.00078742-0.0011514i,-0.00048077-0.00083635i,0.00030785+1.3204e-05i,0.00070463+0.0003526i,0.00065906-0.00015446i,0.00031565+0.00064731i,0.00023839+0.0014858i,3.2156e-05+0.00078167i
-0.0024433-0.00020877i,-0.0024016-0.00017841i,-0.0028086+8.2416e-05i,-0.0025952+0.00017237i,-0.0013413+0.0010151i,-0.00061628+0.0012779i,-0.00051919+0.00067785i,-0.00034604+0.00048361i,0.00036194+0.001245i,0.0011489+0.0017946i,0.0010801+0.0011477i,0.00087779-0.00041155i,0.00063654-0.00131i,0.00029953-0.0012345i,-0.00019559-0.00063569i,-0.0013924-0.00033527i,-0.0023006-0.00056304i,-0.001729-0.00071315i,-0.0011521+0.00014972i,-0.00074637+0.0010341i,-0.00032085+0.0012727i,6.3647e-05+0.00075925i,0.00030268+0.00054245i
0.0010212-0.00092025i,0.0013134-0.00077171i,0.0016536-0.0011965i,0.00040604-0.00053984i,-0.00075061+0.00041611i,-0.00095484+0.00061856i,-0.00065199+0.00083761i,0.00015098+0.00092252i,0.0014454+0.00091555i,0.0021519+0.00095544i,0.001993+0.00024287i,0.0016845-0.00040047i,0.001116-0.00063146i,6.0904e-05-0.00085286i,-0.00060652-0.00070176i,-0.00032032+1.5539e-05i,0.00024504+0.00056779i,0.00038013+0.0010984i,-6.8576e-05+0.0013371i,-0.00035747+0.00087889i,-0.00074986+0.00014071i,-0.00069368-0.00027982i,-0.00021579+0.00016419i
-0.001147-0.0024021i,-0.00061523-0.002752i,-0.00092713-0.0026467i,-0.0010337-0.0016664i,-0.00078571+0.00033434i,-0.00025153+0.0012189i,0.00033508+0.00043749i,0.0004246+0.00065631i,0.00089255+0.0012177i,0.0010255+0.00083255i,0.00053887+0.00054373i,0.00095949+0.00035515i,0.00081175+0.00045556i,0.00023141+0.00054996i,-0.00032721+0.0010693i,-0.0013041+0.00060906i,-0.00081368+0.00022671i,0.00038838+0.00058683i,0.00083486+0.00022633i,0.00093414-0.00033807i,0.0010618-8.9165e-05i,0.00024471+0.00018618i,-0.00091412-8.5111e-05i
4.7365e-05-0.00044962i,-0.00085553-0.0011008i,-0.0017157-0.00016392i,-0.0015518+0.0023067i,-0.0012145+0.0035769i,-0.00066434+0.0019084i,-0.00063214+0.00034894i,-0.00042235-3.9193e-05i,0.00063503+0.00032637i,0.0010394+0.00077307i,0.00074885+0.00053175i,0.00056748+0.00025857i,0.00085727-0.00021083i,0.0006169-0.00081583i,-0.00062729-0.0011838i,-0.001429-0.00071446i,-0.0011969-2.9925e-05i,1.4635e-05+0.00011981i,0.0012342+0.00017849i,0.0011894+0.00051064i,0.00053125+0.00029544i,0.00012725+0.00048605i,0.00012795+0.00092008i
-0.0014414-0.0013403i,-0.00097169-0.0019972i,-0.0020174-0.0016795i,-0.0036731-0.00060135i,-0.0035522+0.00010381i,-0.0016002+0.00086833i,-0.00027161+0.0015572i,-7.1947e-05+0.0017643i,-0.00025743+0.0010487i,-0.00069073+0.00014909i,-0.001292-0.00034668i,-0.00093603-8.6587e-05i,0.00049586+7.3089e-05i,0.00063775-0.00067624i,-0.0003121-0.00046567i,-0.00064705+0.00021322i,0.0003777+0.00027355i,0.0016979+3.9036e-06i,0.0010832-0.00014309i,-0.00089055-0.00042171i,-0.0010431-0.00062839i,-0.00023885-0.00046427i,0.00019111-0.00034238i
0.00099858-0.00052972i,0.0014032-0.00032667i,0.00087344-0.00034573i,0.0012003-0.0012478i,0.00090511-0.0012951i,-6.6066e-05-0.00033784i,2.0391e-05-0.00042145i,9.7868e-05-0.00046613i,0.00060866+0.00033322i,0.0012395+0.00079317i,0.00049353+0.00090534i,-0.00010223+0.00033544i,-0.00012373-2.0023e-05i,0.00016194-0.00011054i,2.6359e-05-0.00019171i,-0.00062312-0.00019183i,-0.00013743+4.633e-05i,0.00033928+0.00057933i,0.00032254+0.00065944i,0.00010269-0.00092816i,-0.0010851-0.00084258i,-0.0013549+0.00068947i,-0.00096109+0.00056402i
-0.00084607-0.0011674i,-0.00010995-0.0010563i,-5.6813e-05+0.00013382i,0.00012852+0.00098442i,0.00070921+0.0017406i,0.00081674+0.0012663i,1.3963e-05+0.00072147i,-0.00034178+0.0007622i,0.00077861+0.00098037i,0.0010339+0.0012324i,0.00051742+0.00038236i,0.00094542-0.0011236i,0.00095351-0.00024058i,0.00013952+0.00075097i,-0.00055064+1.1672e-05i,-0.00071135-6.6762e-05i,-0.0010475-0.00010408i,-0.001197+0.00010853i,-0.00025722+0.00050843i,0.0012988+0.00087976i,0.0012808+0.00080816i,0.00044855+0.00078605i,9.574e-05+0.00078967i
-0.0018513-0.00064563i,-0.0024156-0.00015058i,-0.0032681+0.00085983i,-0.0028679+0.0018367i,-0.0015773+0.0023453i,-0.00073301+0.0017068i,-0.00040283+0.001034i,3.0313e-06+0.00085958i,0.00010001+0.0012849i,0.00015643+0.0015477i,4.0657e-05+0.00092781i,-0.00013476-0.00037765i,0.00059489-0.0011519i,0.00079916-0.00064794i,0.00060403-0.00073481i,0.00078623-0.00074308i,0.0009928+0.00017524i,0.00097704+0.00055454i,0.00031157+0.00092449i,-9.8028e-05+0.00059917i,0.00025531-0.00017229i,0.00043869-0.00045945i,-0.00020614-0.00086472i
-0.0017315-0.0013225i,-0.0014495-0.00061935i,-0.0017121-7.7391e-05i,-0.0018551+0.00021277i,-0.0018578+0.00022872i,-0.00092713+0.0004648i,-0.00020354+0.00093744i,0.0005872+0.0010471i,0.00062186+0.00058817i,0.00025665+0.00041602i,0.00036641+0.00036346i,0.0011241-2.6881e-05i,0.0014406-0.00011132i,0.0012206+0.00040491i,0.0010011+0.0010778i,0.00058166+0.00097344i,0.00031317+0.00033662i,0.0010569+0.00013122i,0.0022361+0.00030233i,0.0016998+0.00021504i,-0.00018371+3.6901e-05i,-0.00066638-0.00071916i,0.00012607-0.00063107i
-0.00086647+0.00023859i,-0.00059206+0.00055231i,0.000223+0.00011958i,0.0005188+0.00083828i,-0.0001137+0.00088586i,-0.0006301+0.000989i,-0.00095619+0.0015185i,-0.0011154+0.0017697i,-0.00044632+0.0009948i,0.00039523-0.00024136i,0.00092442-0.00062645i,0.00034037-0.00069903i,0.00026659-0.00037263i,0.00016374-0.00052669i,-0.0006475-0.00062329i,-0.00081352-0.00019421i,-0.00096114-0.00012423i,-0.0010169+0.00043816i,-0.00057487+0.00066063i,7.5279e-05+0.00012563i,0.00035479-0.0004625i,4.4124e-06-0.00052611i,2.7146e-05+0.00026409i
0.0021018+0.00071378i,0.002044+0.001185i,0.0018285+0.00098811i,0.0011854+0.00065546i,0.00070197+0.00038022i,-0.00037675-0.0001587i,-0.00044641-5.4544e-05i,0.00035187+0.0007149i,0.0003161+0.0013612i,0.00050525+0.0010983i,0.0015223+0.00049293i,0.0016093-0.00070773i,0.00082017-0.0011973i,-0.00040904-0.0010722i,-0.0016658-0.0010356i,-0.0015166-0.00064586i,-0.00073785+4.5454e-05i,-0.0002995+0.00023042i,0.00013685+0.00030791i,0.00039802-2.3923e-05i,0.00029562-0.00012263i,0.00014147-0.00018006i,0.00026832-0.00055302i
0.00010967-0.0028985i,-5.3157e-05-0.0022404i,-0.0014484-0.0025639i,-0.0029416-0.0015449i,-0.0023187+0.00073961i,-0.0010409+0.0011975i,-0.00074152+0.00084878i,-0.00044742+0.0011331i,-0.00019542+0.0015055i,0.00020879+0.0010758i,0.000192+0.00023936i,0.00033003-0.0010178i,0.00052968-0.00094377i,0.00053517-1.2992e-05i,0.00036556+0.00011208i,-0.00041454+0.00018861i,-0.00070358+0.0001008i,-0.0005424+0.00022596i,0.00060445+0.00011343i,0.00078675+6.8749e-05i,-0.00097439+0.00013414i,-0.0021562-0.00016209i,-0.0017058+0.00014218i
0.0024769+0.00064974i,0.0016197+8.9466e-05i,0.0014067-0.00050383i,0.0012546-0.0011674i,0.00051532-0.00087237i,-0.00017059+9.7491e-05i,-0.00074282+0.0010248i,-0.00076267+0.0016063i,-0.00011454+0.0013287i,-0.00045009+0.00098116i,-0.00087845+0.00078227i,-0.00020579-0.00030004i,-5.6744e-05-0.00089951i,0.000251-0.00083085i,0.00066012-0.00032318i,0.00010667+0.00046377i,-7.3792e-05+0.00051238i,8.3959e-05+0.00016869i,-0.00026831+8.307e-05i,-0.00052427-0.00024883i,0.00021881-0.00028702i,0.00094585+0.00034179i,0.00021955+0.00040216i
0.0004113+0.00097189i,5.0435e-05+0.00012932i,0.00078402+0.00047478i,0.00030502+4.0404e-05i,-0.00073804+0.00016796i,-0.001363+0.001326i,-0.00081025+0.0013295i,-5.2435e-05+0.0011926i,0.00043247+0.0015209i,0.00072447+0.00074127i,0.00037427+0.00042756i,-0.00014991+0.00055257i,9.0223e-05-0.00016177i,0.0003197-0.00055137i,-0.00019711-0.00046605i,-0.00044259+0.00015491i,-0.00077924+0.00054379i,-0.00068539+0.00050572i,-0.00035923+0.00063688i,-0.00043544+0.0001366i,-0.00045096-0.00062797i,-0.00026557-0.00020008i,-7.129e-05-0.00013313i
-0.0012916+0.00048044i,-0.0011278+0.00080099i,-0.0010222+0.00045216i,-0.0015782+0.0011201i,-0.0018059+0.0011718i,-0.0017778+0.00027592i,-0.001384+4.6862e-05i,-0.00016275+0.00094477i,0.0003692+0.0016478i,0.00049643+0.0018545i,0.00086956+0.00093689i,0.0012453-0.00053917i,0.00083742-0.0011299i,0.00028132-0.0015143i,-0.00033772-0.0011479i,-0.00036217-0.00048549i,0.00016686-4.4832e-05i,0.0010977-8.2572e-05i,0.001378-0.00042878i,0.00016142-0.00023319i,-0.00071277+0.000176i,-0.00099084+0.00018894i,-0.00070252+0.00036631i
-0.0016553+0.00085077i,-0.0016578+0.0006906i,-0.0016629+0.00023257i,-0.00098027+0.00047051i,-5.841e-05+0.00087226i,0.00020308+0.0008929i,-0.00021639+0.00093284i,-0.00019312+0.00067038i,-0.00028669+0.000335i,-0.00080242+0.00044453i,-0.0004319+0.00065644i,0.00031487+0.00060436i,-4.0333e-05-4.3822e-05i,-0.00054936-0.0010028i,-0.00077099-0.0010603i,-0.00028037-0.00024428i,-1.7814e-05+0.00011081i,-0.00062813+0.00067773i,5.8585e-06+0.0010141i,0.00035649+0.00080263i,0.00014009+0.00031887i,0.00064722+0.0004127i,0.0013706+0.00016115i
-0.00034517+0.0014095i,-0.0006198+0.0015406i,-0.00050437+0.0022058i,0.00050627+0.002502i,0.0013181+0.0017802i,0.00059875+0.00083087i,-0.00056613+0.00094051i,-0.00041701+0.00094565i,-0.00031722+0.00063194i,-0.00067256+0.00045285i,-0.00057057+0.00016891i,0.00032599-0.00051529i,0.00092658-0.0011443i,-0.00011511-0.0010304i,-0.001778-0.00027262i,-0.0016207+6.8201e-05i,-0.0014092-0.0001557i,-0.00077662+6.1687e-06i,0.00042862+0.00011081i,0.00076246-0.00056484i,0.00078708-0.00095373i,-0.00023353-0.0012766i,-0.00044113-0.0013151i
0.00027307-0.0003008i,1.0358e-05-7.4828e-05i,7.5301e-05+0.00021726i,-0.00050946+0.0014273i,-0.00071176+0.0019858i,-0.00040117+0.0020752i,-0.00028425+0.001955i,-0.00037872+0.001715i,0.00015142+0.0012721i,0.00073716+0.00050587i,0.00057332-0.00030686i,0.00058357-0.00055793i,0.00060745-0.0007892i,-4.3302e-05-0.0011006i,-0.00053551-0.00080535i,-0.00010496-0.00035436i,-0.00069546-0.00033379i,-0.0012363-0.00026012i,3.829e-05-0.00027915i,0.00026207-1.702e-05i,-0.0006709+0.00056488i,-0.001288+0.0011596i,-0.00051574+0.0012549i
-0.0020142+0.0013821i,-0.0016647+0.0012293i,-0.0012746+0.0015322i,-0.0012144+0.00057729i,-0.00076511-0.00050805i,0.00033448-5.3989e-05i,3.7166e-05+0.00031632i,-0.00024478+0.00010698i,-0.0001154-0.00012819i,0.00056807-0.00017698i,0.0013981+8.4068e-06i,0.0013277+2.6153e-05i,0.00015658-0.0002783i,-0.00045167-0.00021117i,-0.00074061-3.6894e-05i,-0.00040231+4.3327e-05i,6.2373e-05+0.00083764i,-0.00025402+0.0013105i,0.00035578+0.0010636i,0.0010087+0.00089339i,0.00047082+0.00072514i,-2.9744e-05+0.00049502i,-0.00060167+0.00036195i
-0.0013969+0.00085552i,-0.00011192+0.00042345i,0.00014989-0.00018922i,0.00018939-0.00018953i,0.00011749+0.00066368i,-0.00070632+0.0016139i,-0.0001734+0.0014962i,0.00013883+0.00073787i,0.00015699+0.0009424i,0.00092956+0.0018128i,0.00087286+0.0010467i,0.00099054-0.00075254i,0.0014756-0.0012523i,0.00042927-0.00015462i,5.3156e-05+0.00038571i,-0.00017399+0.00025705i,-0.00053866+0.00038235i,0.0002999+0.00011654i,0.00053432+0.00015856i,0.00012795+0.00043035i,0.0002387+0.00061571i,-3.7605e-05+0.00027204i,-0.00054349-0.00070632i
-0.0024574-0.0027258i,-0.0020533-0.0030075i,-0.0029661-0.0021501i,-0.0040913-0.00052227i,-0.0037444+0.001243i,-0.0016021+0.0017952i,-0.00048331+0.0014325i,0.0001847+0.0011899i,0.00069621+0.00063371i,0.00037161+0.00067013i,0.00037969+0.0009831i,0.00074863+0.00079516i,0.00035981+0.00038736i,0.00036414-5.9036e-05i,0.00037228-4.2137e-06i,0.00024665+7.7527e-05i,0.00086778-0.00012966i,0.0010152-3.4278e-06i,0.00086872-0.00051434i,0.00070629-0.00096404i,-0.00017218-0.00018185i,-0.00081037+0.00054774i,-0.00050287+0.00057481i
-0.0021058-0.00029142i,-0.0016528-0.00068321i,-0.0019146-1.8184e-05i,-0.0020332+0.00070215i,-0.00088673+0.00073458i,-0.00021777+0.00068416i,-0.00056418+0.00082516i,-0.00077223+0.00102i,-9.7011e-05+0.0013095i,0.00079206+0.00090754i,0.0013282-0.00014343i,0.0017149-0.00047214i,0.0012773-0.00046612i,0.00044388-0.00056036i,-0.00078526+3.8989e-05i,-0.00053109+0.00055544i,0.0013227+0.00076843i,0.0014858+0.00091998i,0.00051798+0.001334i,0.00024246+0.0014254i,0.000264+0.001269i,7.246e-05+0.0010405i,0.00051045+0.00086001i
-0.00026844-0.00048673i,-0.0012457+0.0002635i,-0.00082446+0.00094064i,-0.00089012+0.0017339i,-0.00093923+0.0019779i,-0.00020951+0.0014496i,-0.00048161+0.0017429i,-0.0006875+0.002351i,-0.00019064+0.001878i,0.00035193+0.0014245i,0.0013793+0.00066741i,0.0018085-0.00025656i,0.00056316-0.00062123i,-0.00058709-0.00047977i,-0.0010071-0.0006616i,-0.0010511-0.00077855i,-0.001013-0.00043561i,-0.0004412-0.00081839i,0.00042718-0.00072537i,0.00068288+0.00010065i,-5.6735e-05+0.00015483i,-0.00098781-0.00071965i,-0.00033809-0.0011483i
-0.0015456+0.0015644i,-0.00221+0.0018583i,-0.00086602+0.0015821i,-9.6251e-05+0.0016026i,-7.1239e-05+0.0020281i,-0.00011065+0.0017794i,-0.00017877+0.00090017i,-0.00041594+0.0010832i,-0.00034374+0.0012143i,8.4953e-05+0.00061641i,0.00083065-0.00040311i,0.00080651-0.00086282i,0.00049525-0.00077128i,0.00079126-0.0016724i,0.0004212-0.0019147i,-0.00086466-0.0010924i,-0.001658-0.00058212i,-0.0010535-0.00022561i,-9.7064e-05-9.0568e-05i,0.00030329-0.0008117i,0.00025566-0.00052089i,-0.00050044+0.00024115i,-0.00040447+0.00035271i
0.0016056-0.00021724i,2.5554e-05-0.00050947i,-0.00098472-0.0014989i,-0.0018991-0.00092778i,-0.0027815+0.00010962i,-0.0025493+0.00071732i,-0.0014883+0.00085749i,-0.00027519+0.0007792i,0.00020277+0.0012626i,6.0964e-05+0.0011574i,0.00051974+0.00021173i,0.00061141-0.00010334i,-0.00056842-0.00018465i,-0.00097338-0.00050904i,-0.00043115+0.0001079i,-0.00033597+0.00056925i,-0.00011327+6.829e-05i,0.00024338+0.0001556i,0.00073953+0.0012178i,0.00021834+0.00084074i,-0.0001849-0.00054043i,0.00050098-0.00059605i,0.00031311+0.00014733i
0.00087195-0.0005577i,0.00046229-0.00088395i,0.00023863-0.0013427i,0.00040218-0.0015472i,-0.00026195-0.0011118i,-0.0010659-0.00056872i,-0.0010598+0.00047428i,-0.00059426+0.0005669i,-0.00013588+0.00074616i,0.00027022+0.0013722i,0.00045235+0.0011266i,0.00085907+0.0004747i,0.00086607+0.00066076i,0.00037874+0.0010652i,0.00031185+0.00061625i,0.00017521-0.00014715i,-6.8181e-05-0.00040567i,-0.00054466-0.00081104i,0.00020909-0.0012096i,0.00056353-0.00045933i,-0.0002968-1.2872e-05i,-0.00025256-0.00041948i,0.00010724-0.0010595i
0.00026662+0.0026834i,0.00052009+0.0023604i,0.00051068+0.0020812i,0.00070937+0.0018976i,0.0010204+0.0010705i,0.0010684+0.00082754i,0.00044728+0.0011218i,0.00012291+0.0012296i,0.0011582+0.0012658i,0.0022079+0.00095011i,0.001364+0.00024468i,0.00059826-0.00079139i,2.9087e-05-0.00066045i,-0.00070004-0.00066667i,-0.00082537-0.00067147i,-0.001347-0.00010592i,-0.0013787-1.1458e-05i,-0.0007118-8.5931e-05i,-0.00026193-0.00048371i,0.00082358-0.00050195i,0.0011036-0.00025484i,0.00051268+0.00057088i,2.6848e-06+0.0012732i
-0.0014309-0.0025128i,-0.001492-0.0019346i,-0.0028356-0.00068457i,-0.0034139+0.0011001i,-0.002135+0.0024971i,-0.0012721+0.0021048i,-0.00063188+0.00070951i,-0.00025731+0.00039048i,-0.00072362+0.0010742i,-0.00033671+0.0010975i,0.00038521+0.00098524i,0.0007669+0.00038445i,0.0015879-0.00071311i,0.0014633-0.0011699i,0.00048324-0.0010675i,-0.00025066-0.00062873i,-0.00010139+0.00056106i,0.0004187+0.0014784i,0.00081994+0.0009619i,0.00082631+0.0010709i,0.00038213+0.0010636i,0.00056272+0.000344i,0.00099809+0.00091514i
0.00093098-0.0010573i,0.00073509-0.0021541i,0.00013871-0.0021255i,-0.0012441-0.0017314i,-0.002336-0.00064766i,-0.0017718+0.00045819i,-0.001059+0.00064347i,-0.0004999+0.0015798i,-5.883e-05+0.0016484i,0.0005511+0.00095454i,0.00060272+0.0010928i,0.00066592-5.2204e-05i,4.0501e-05-0.00079291i,-0.00027162-1.5499e-05i,0.00014045-0.00048467i,-0.00026324-0.00073829i,-0.00056037+2.8203e-05i,-0.00032863+0.00021084i,-0.00043359-0.00050735i,-0.00057984-0.0005463i,-0.00038763+0.00017294i,-0.0002924+0.00018293i,-0.0002728-0.00025799i
-0.00020323-0.00010723i,-0.00025302-1.7986e-05i,-0.00020765+0.00057861i,0.00042457+0.0013654i,0.00053331+0.001209i,-4.0394e-05+0.00043018i,-0.0012445-0.00035431i,-0.0015884-0.00031973i,-0.00047344+0.00069913i,-0.00015318+0.0010649i,-0.00041958+0.00061644i,0.00022372-3.4465e-05i,0.00090411-0.00066715i,0.00031124-0.00059947i,-0.00038609+0.00047494i,-0.0004531+0.00094665i,-0.00075517-0.00012349i,-0.00020306-0.00040628i,0.00093244-0.00025596i,0.00032579+2.4257e-05i,-0.00085399+0.00011913i,-0.0009137+0.00030838i,-0.00028257+0.00074353i
