-0.0053986+0.0011237i,-0.003724+0.0021566i,-0.0031412+0.0036898i,-0.0019276+0.0048016i,0.00072536+0.0041613i,0.002433+0.0026599i,0.0014305+0.0010306i,7.3538e-06+0.00071986i,0.000105+0.0012865i,0.001099+0.00066637i,0.0013005-0.00084742i,0.00047638-0.0018984i,0.00046064-0.0025544i,-0.00018886-0.0023058i,-0.0011886-0.0013332i,-0.00086377-0.00065249i,-0.0002778-0.00012848i,0.00025469+8.6792e-05i,0.00062842-0.00035095i,0.00046481-0.00089058i,0.00047553-0.0014528i,0.00071636-0.0010591i,0.0002778-2.3403e-05i
0.057265+0.10127i,0.071817+0.2689i,0.02376+0.3961i,-0.084606+0.33406i,-0.17369+0.16091i,-0.16216+0.038406i,-0.085457+0.013605i,-0.032256+0.044283i,-0.015467+0.065807i,-0.0071601+0.074614i,0.011354+0.074409i,0.018298+0.056048i,0.012366+0.045175i,0.010307+0.042714i,-0.0017699+0.032576i,-0.019095+0.020499i,-0.021723+0.010371i,-0.0089279+0.010602i,0.012103+0.016395i,0.023652+0.0087053i,0.015689-0.0078564i,0.0065173-0.018615i,0.0061602-0.021631i
0.23283+0.015433i,0.47749-0.023864i,0.58493-0.056202i,0.41276-0.026072i,0.099214+0.046242i,-0.12874+0.10901i,-0.15856+0.11748i,-0.079147+0.061197i,-0.031594+0.006588i,-0.016517+0.0083458i,0.0095452+0.017047i,0.023765-0.0027447i,0.010005-0.022926i,-0.0028269-0.027094i,0.0037461-0.02527i,0.009742-0.01893i,-0.0018174-0.0048569i,-0.013054+0.0020336i,-0.0096354-0.0067632i,-0.0020213-0.01533i,-0.00012688-0.011123i,0.0022054+0.0016959i,0.0038684+0.010251i
-0.47585+0.14137i,-0.90148+0.3613i,-1.0114+0.55312i,-0.64632+0.53027i,-0.25728+0.3646i,-0.093219+0.24415i,0.019876+0.14791i,0.071492+0.028888i,0.030684-0.0097322i,0.0098382+0.012679i,0.0091196+0.016737i,0.011779+0.023495i,0.028845+0.032991i,0.030303+0.03885i,0.016674+0.049976i,0.005776+0.047501i,-0.0027704+0.026778i,-0.017787+0.0038561i,-0.036948-0.0029545i,-0.035017+0.0085308i,-0.0095348+0.011707i,0.0069872-0.0059358i,0.0048753-0.025601i
0.4473-0.27578i,0.87177-0.61432i,1.0358-0.88688i,0.75775-0.81347i,0.45836-0.44894i,0.37453-0.17149i,0.25786-0.12375i,0.095144-0.10471i,0.030509-0.05781i,0.0086205-0.049966i,-0.018836-0.049858i,-0.026613-0.044006i,-0.02746-0.053561i,-0.025089-0.066355i,-0.010508-0.075419i,0.0011223-0.077518i,0.010017-0.060778i,0.025025-0.037068i,0.037882-0.02912i,0.037186-0.030408i,0.020826-0.022803i,0.0037442-0.0058785i,-0.0010794+0.010186i
-0.21199+0.13198i,-0.46074+0.28292i,-0.59709+0.41016i,-0.45633+0.34954i,-0.20972+0.05095i,-0.092627-0.23455i,-0.096314-0.265i,-0.093757-0.13263i,-0.051963-0.041006i,-0.032446-0.021349i,-0.030222-0.00014394i,-0.0047496+0.036816i,0.025523+0.065456i,0.029149+0.073003i,0.007147+0.062535i,-0.015241+0.047176i,-0.029197+0.029738i,-0.052131+0.021286i,-0.078352+0.03403i,-0.077032+0.04503i,-0.046638+0.032658i,-0.020084+0.012287i,-0.0075571+0.0023443i
0.10752+0.20401i,0.27444+0.34855i,0.37986+0.29955i,0.29242+0.097828i,0.1242+0.01515i,0.042252+0.063574i,0.057558+0.095918i,0.081176+0.076469i,0.06189+0.02997i,0.027902+0.011078i,0.01536+0.0057591i,-0.0031476-0.021645i,-0.021301-0.032373i,-0.0035475-0.024776i,0.022625-0.02506i,0.033841-0.022203i,0.045637-0.015435i,0.072163-0.013792i,0.10598-0.016389i,0.10791-0.023684i,0.066534-0.030773i,0.021564-0.030852i,-0.0041795-0.023253i
-0.19787-0.48063i,-0.47347-0.82096i,-0.63548-0.76342i,-0.50129-0.3291i,-0.29878-0.051049i,-0.25032+0.0063287i,-0.19389+0.085461i,-0.055812+0.0971i,-0.0084992+0.03469i,-0.01673+0.014543i,0.00025505+0.0031096i,0.00061847-0.00075744i,-0.010253+0.025331i,-0.017669+0.046759i,-0.023658+0.054311i,-0.024807+0.060775i,-0.028515+0.066881i,-0.042769+0.063882i,-0.066186+0.051275i,-0.072451+0.04229i,-0.044438+0.040631i,-0.0056351+0.039996i,0.019552+0.032925i
0.26998+0.46093i,0.56769+0.79456i,0.71172+0.76285i,0.52396+0.42444i,0.27814+0.31524i,0.30145+0.39239i,0.39593+0.24033i,0.28554+0.025791i,0.1427-0.011319i,0.10946-0.0051876i,0.084719-0.031932i,0.044787-0.044169i,0.036453-0.041861i,0.045449-0.040529i,0.048312-0.031616i,0.058156-0.01978i,0.080256-0.016409i,0.1074-0.01846i,0.12702-0.025773i,0.10857-0.033041i,0.049304-0.034124i,-0.0062277-0.032818i,-0.033393-0.031832i
-0.11901-0.24351i,-0.23883-0.41979i,-0.32543-0.38017i,-0.27143-0.14613i,-0.11133-0.036224i,-0.052858-0.077571i,-0.12148-0.049069i,-0.14036+0.026283i,-0.077003+0.037819i,-0.02357+0.012855i,-0.0031794+0.0059149i,-0.0053576+0.01423i,-0.035942+0.022509i,-0.06403+0.021112i,-0.068911-0.0042341i,-0.081279-0.033213i,-0.10894-0.03507i,-0.13921-0.019917i,-0.15159-0.0065047i,-0.11455-0.0052426i,-0.050168-0.005991i,-0.0031238+0.0067663i,0.02416+0.018557i
-0.2326+0.10536i,-0.40911+0.23801i,-0.39683+0.28569i,-0.2041+0.178i,-0.088707+0.039613i,-0.075183-0.025337i,-0.060638-0.031957i,-0.027627-0.0054236i,0.0032809+0.027972i,0.0011945+0.047122i,-0.0047394+0.055932i,0.02453+0.04302i,0.050498+0.013452i,0.038166+0.0023955i,0.0070906+0.017334i,-0.0071329+0.038459i,0.010286+0.034544i,0.038646+0.01135i,0.052622+0.0050404i,0.043059+0.012712i,0.015162+0.010435i,-0.011677-0.0050633i,-0.023564-0.017574i
0.52206-0.13382i,0.93674-0.331i,1.0033-0.46677i,0.6606-0.39225i,0.30823-0.20082i,0.083604-0.033108i,-0.056962+0.1027i,-0.072756+0.14193i,-0.047323+0.045005i,-0.04419-0.032637i,-0.014132-0.036126i,0.01103-0.043414i,-0.0060381-0.052845i,-0.028167-0.043898i,-0.03345-0.035521i,-0.04089-0.029775i,-0.069062-0.0069409i,-0.099605+0.022374i,-0.10639+0.036382i,-0.080149+0.038991i,-0.027624+0.031627i,0.01355+0.016153i,0.028686+0.0037412i
-0.50758+0.16046i,-0.89955+0.33874i,-0.94895+0.41608i,-0.64026+0.27141i,-0.37445+0.058346i,-0.21056-0.0088441i,0.0015762-0.0065403i,0.11523-0.03008i,0.064876+0.019606i,0.018259+0.075767i,0.00065779+0.045239i,-0.015967+0.031705i,0.0096338+0.061439i,0.046693+0.063668i,0.056693+0.048542i,0.067547+0.038893i,0.084418+0.019923i,0.087359-0.0047586i,0.073064-0.020736i,0.04056-0.030282i,-0.00078083-0.033805i,-0.020919-0.023987i,-0.016955-0.011491i
0.24704-0.054234i,0.42413-0.11288i,0.39145-0.17909i,0.187-0.15214i,0.11195-0.017802i,0.18533+0.029687i,0.16902-0.049946i,0.070916-0.085219i,0.052602-0.055552i,0.090034-0.022301i,0.095292+0.005709i,0.067951+0.002508i,0.036982-0.022488i,0.022994-0.036092i,0.021133-0.040893i,0.02023-0.048572i,0.016614-0.056297i,0.0048963-0.052441i,-0.0034977-0.033803i,0.013748-0.007369i,0.041248+0.01405i,0.043317+0.017688i,0.022717+0.012753i
-0.028885-0.2308i,-0.1015-0.36676i,-0.14222-0.23135i,-0.076148+0.069906i,0.010167+0.11514i,0.0022232-0.061652i,-0.032783-0.14142i,-0.027722-0.079226i,-0.053366+0.02799i,-0.10156+0.10199i,-0.098772+0.11246i,-0.063189+0.11382i,-0.022709+0.13334i,0.019017+0.12319i,0.036015+0.060258i,0.015303+0.00068557i,0.00094368-0.010495i,0.026216-0.0049099i,0.053006-0.013729i,0.033623-0.025999i,-0.017471-0.023463i,-0.048028-0.009056i,-0.041109-0.0070876i
-0.041938+0.45933i,0.014928+0.82121i,0.13297+0.80198i,0.17727+0.43653i,0.09752+0.24367i,0.069582+0.27147i,0.12792+0.20742i,0.15137+0.026007i,0.1263-0.13i,0.06715-0.15814i,0.032547-0.079215i,0.058983-0.031299i,0.058336-0.050709i,0.0032483-0.035962i,-0.039728+0.033403i,-0.049319+0.08308i,-0.056961+0.089436i,-0.072634+0.086633i,-0.083372+0.088985i,-0.068003+0.078224i,-0.016396+0.037851i,0.030077-0.010216i,0.035355-0.022686i
0.013958-0.46868i,-0.012454-0.80107i,-0.04957-0.79849i,-0.016007-0.46359i,0.083151-0.18515i,0.13975-0.031798i,0.14647+0.10545i,0.10807+0.143i,0.021934+0.067269i,-0.0019694-0.030958i,0.027102-0.11739i,0.0077306-0.13155i,-0.021245-0.050942i,-0.012608+0.0094293i,0.0025985+0.0085117i,0.020754+0.0074657i,0.04258+0.014332i,0.049444+0.0103i,0.051403+0.00088424i,0.055784-0.0063352i,0.040196-0.0017317i,0.0041732+0.019409i,-0.021101+0.030554i
-0.043449+0.18185i,-0.10043+0.28381i,-0.16008+0.22169i,-0.21017+0.065428i,-0.17775+0.019393i,0.0087072+0.018076i,0.16544-0.071742i,0.14415-0.091435i,0.092379+0.069935i,0.10449+0.20996i,0.112+0.17388i,0.077698+0.06862i,0.029078+0.023371i,0.0079726+0.026372i,0.0033229+0.028964i,-0.010869+0.037851i,-0.012468+0.062359i,-0.0036725+0.079661i,-0.010281+0.084637i,-0.02116+0.075129i,-0.025684+0.034625i,-0.026542-0.014137i,-0.018567-0.031742i
0.20093+0.10979i,0.38777+0.17375i,0.40344+0.16944i,0.21923+0.10949i,0.057988+0.020495i,-0.0181-0.079332i,-0.053578-0.12969i,-0.048435-0.17055i,-0.047175-0.28531i,-0.079211-0.37716i,-0.10238-0.32926i,-0.076214-0.21848i,-0.035201-0.16131i,-0.036584-0.13123i,-0.040809-0.078726i,-0.0072727-0.055555i,0.013659-0.083866i,-0.0011609-0.10082i,-0.0089341-0.082899i,0.0073552-0.054004i,0.022359-0.02441i,0.029377-0.0063666i,0.026908-0.008626i
-0.37525-0.23428i,-0.71914-0.32459i,-0.79414-0.21551i,-0.5218-0.018464i,-0.28605+0.063564i,-0.22753+0.094657i,-0.16704+0.16898i,-0.043652+0.24361i,0.085846+0.30122i,0.19833+0.2922i,0.24169+0.18061i,0.19704+0.10288i,0.16189+0.1394i,0.16353+0.13232i,0.093346+0.037978i,-0.043225+0.012001i,-0.13193+0.062107i,-0.16153+0.087769i,-0.15396+0.080556i,-0.10159+0.062404i,-0.04397+0.041878i,-0.02193+0.038357i,-0.010524+0.037294i
0.32788+0.12402i,0.62698+0.16816i,0.71695+0.065999i,0.49047-0.051922i,0.22869+0.070612i,0.17284+0.33006i,0.2833+0.3576i,0.36132+0.11475i,0.30795-0.093247i,0.20281-0.075625i,0.13527+0.034821i,0.095688+0.067692i,0.042309+0.034169i,-0.034665+0.0064902i,-0.10159+0.0033112i,-0.11544-0.010581i,-0.073826-0.053298i,-0.0017349-0.11189i,0.043149-0.16733i,0.0079559-0.17361i,-0.046371-0.1072i,-0.033744-0.046913i,0.0023333-0.041i
0.46227+7.5814i,3.4203+7.0225i,6.731+5.9585i,7.4286+2.4459i,5.9973-1.2808i,3.118-3.2695i,0.37474-2.2615i,-0.51832-0.066713i,0.14822+1.2288i,0.93774+1.0342i,0.72233+0.088662i,-0.15723-0.53379i,-0.98344-0.50739i,-1.3715+0.062987i,-1.056+0.63449i,-0.42953+0.74738i,-0.001598+0.5331i,0.11555+0.22242i,0.0091875-0.010741i,-0.15973-0.12473i,-0.29373-0.24113i,-0.33388-0.28027i,-0.21383-0.24458i
-0.21246+0.041235i,-0.34767+0.11511i,-0.31286+0.10456i,-0.18291-0.045051i,-0.13261-0.14389i,-0.085746-0.070284i,0.061359+0.083387i,0.20495+0.18744i,0.18726+0.21682i,0.04742+0.21162i,-0.066866+0.15848i,-0.13137+0.071251i,-0.1668+0.021169i,-0.1617+0.0076607i,-0.14037-0.0095173i,-0.11759-0.025616i,-0.080639-0.014102i,-0.024241+0.025003i,0.035475+0.013595i,0.04094-0.081767i,-0.011226-0.14296i,-0.035052-0.10553i,-0.0085012-0.053403i
0.30243-0.15435i,0.53395-0.33162i,0.5852-0.3733i,0.45766-0.21325i,0.29261-0.067874i,0.071189-0.017192i,-0.11099+0.055124i,-0.060682+0.12403i,0.12833+0.09244i,0.21435-0.002962i,0.11731-0.069202i,-0.018208-0.083363i,-0.048323-0.098443i,-0.022634-0.1278i,-0.0148-0.13074i,-0.011869-0.10695i,0.0088261-0.086171i,0.05178-0.082298i,0.098493-0.09991i,0.09107-0.10522i,0.025189-0.052306i,-0.019095+0.014376i,-0.028067+0.03129i
-0.17062+0.20761i,-0.28844+0.36004i,-0.28706+0.3415i,-0.18957+0.13077i,-0.12047-9.1963e-05i,-0.07094+0.052046i,-0.022334+0.096033i,-0.017917+0.047018i,-0.0068614-0.018792i,0.030286-0.080181i,-0.0055731-0.10267i,-0.096278-0.056249i,-0.13309-0.010102i,-0.099083+0.00044835i,-0.055625+0.007373i,-0.050581+0.022006i,-0.063224+0.03484i,-0.053786+0.033647i,-0.034563+0.015209i,-0.036537+0.005669i,-0.050856+0.019341i,-0.063492+0.027257i,-0.076397+0.0099382i
-0.04514-0.068368i,-0.060661-0.099413i,-0.074729-0.10285i,-0.082999-0.038792i,-0.058125+0.068212i,-0.028086+0.14146i,-0.025849+0.16841i,-0.01329+0.17673i,0.047656+0.16397i,0.091767+0.11137i,0.052698+0.030383i,-0.030896-0.023659i,-0.062784-0.018455i,-0.039764-0.018873i,-0.045889-0.030233i,-0.061808+0.0058687i,-0.040198+0.043403i,-0.023148+0.041221i,-0.021615+0.025371i,-0.016515+0.0093723i,-0.013461+0.0088293i,-0.00059228+0.029899i,0.0226+0.037097i
0.10131-0.13845i,0.10215-0.24083i,0.050187-0.16673i,0.071087+0.0095501i,0.18028-0.0090447i,0.20252-0.21021i,0.10195-0.32303i,0.055558-0.27846i,0.091219-0.21512i,0.091626-0.16735i,0.037328-0.097864i,0.0073428-0.048121i,0.020441-0.075081i,0.011363-0.10614i,0.0040003-0.054811i,0.043962-0.0010289i,0.074821-0.0092034i,0.075208-0.027247i,0.079486-0.030403i,0.080161-0.031761i,0.060613-0.026587i,0.033104-0.010032i,0.013475+0.007117i
0.010508+0.27552i,0.13475+0.46652i,0.32003+0.43178i,0.38662+0.1608i,0.26498-0.032342i,0.099657-0.055445i,0.0055615-0.061654i,-0.066659-0.11335i,-0.14055-0.17089i,-0.16004-0.1857i,-0.11023-0.13252i,-0.042468-0.072528i,-0.028925-0.063303i,-0.052414-0.040627i,-0.03632+0.0048355i,-0.0037531+0.013114i,-0.0017162+0.018216i,-0.0033097+0.047503i,0.0039826+0.059698i,0.0096541+0.040443i,0.019368+0.010138i,0.028607-0.016677i,0.017145-0.025776i
-0.1309-0.13456i,-0.24321-0.23033i,-0.27973-0.23434i,-0.1844-0.17221i,-0.079661-0.15514i,-0.077194-0.14922i,-0.1049-0.080654i,-0.090935+0.012176i,-0.082651+0.068014i,-0.098951+0.059118i,-0.095597+0.025253i,-0.069732+0.019129i,-0.047382+0.034368i,-0.026113+0.048894i,0.0050418+0.0489i,0.030627+0.029486i,0.030719+0.00048118i,0.014208-0.02376i,-0.0080801-0.03485i,-0.030988-0.022137i,-0.034543+0.013433i,-0.016633+0.03888i,-0.0066334+0.038417i
0.10631-0.07708i,0.15366-0.16338i,0.12088-0.23651i,0.028072-0.2594i,0.0023521-0.2242i,0.084699-0.17517i,0.1472-0.13501i,0.13822-0.067306i,0.11251+0.019604i,0.078366+0.069713i,0.024667+0.071806i,-0.01346+0.05175i,-0.006127+0.022522i,0.017869-0.0068917i,0.020963-0.023609i,0.015726-0.027451i,0.021249-0.032756i,0.033172-0.04271i,0.040453-0.053375i,0.030263-0.052057i,0.010022-0.036559i,-0.00011894-0.024157i,0.0030182-0.015908i
0.051233+0.18491i,0.15041+0.30171i,0.2044+0.30791i,0.14096+0.21102i,0.013463+0.073349i,-0.11907-0.064022i,-0.19784-0.14615i,-0.18613-0.16322i,-0.10393-0.14962i,-0.040879-0.10998i,-0.028742-0.049238i,-0.026061-0.015775i,-0.023807-0.022675i,-0.015618-0.02695i,0.0030964-0.019037i,0.0066031-0.0098968i,-0.0090448+0.015952i,-0.01939+0.043544i,-0.024168+0.042348i,-0.026974+0.02345i,-0.014876+0.0082729i,-0.00037201+0.0032047i,0.0068235+0.0068486i
-0.19052-0.09215i,-0.38428-0.12601i,-0.44024-0.085725i,-0.28384-0.046107i,-0.13361-0.074864i,-0.12972-0.11721i,-0.18016-0.10545i,-0.17641-0.064634i,-0.12753-0.035486i,-0.068589-0.01359i,-0.029315+0.01392i,-0.013827+0.046623i,-0.0047965+0.05843i,0.0034935+0.037979i,0.019436+0.015879i,0.047208+0.0082049i,0.083459-0.0070644i,0.11187-0.036253i,0.10977-0.057752i,0.07825-0.05859i,0.03441-0.041775i,6.0558e-05-0.020065i,-0.017434-0.0060744i
0.15246-0.089232i,0.28701-0.18353i,0.32021-0.27276i,0.18876-0.2733i,0.011546-0.13639i,-0.084934+0.071523i,-0.080163+0.1907i,-0.0478+0.16822i,-0.043109+0.10294i,-0.040304+0.062374i,-0.0088623+0.040443i,0.032834+0.018272i,0.048337-0.0073006i,0.033201-0.025561i,0.014095-0.039771i,0.0056521-0.053835i,-0.0011683-0.062465i,-0.018036-0.05806i,-0.033752-0.031868i,-0.029799+0.0057006i,-0.009478+0.029736i,0.0085846+0.033093i,0.0098481+0.028109i
0.011013+0.17404i,0.010567+0.29641i,-0.036997+0.35837i,-0.084977+0.33404i,-0.035777+0.23826i,0.076206+0.10079i,0.11463-0.0242i,0.084244-0.066061i,0.060898-0.053329i,0.0359-0.055067i,0.0012456-0.064845i,-0.013762-0.067758i,-0.0052834-0.065876i,-0.0057699-0.045291i,-0.026667-0.0081377i,-0.047808+0.010016i,-0.073586+0.0019124i,-0.1109+0.0027057i,-0.12978+0.016011i,-0.10655+0.020735i,-0.052807+0.018188i,-0.0055862+0.011531i,0.0096103+0.0067346i
-0.17574-0.058633i,-0.28595-0.044902i,-0.24671-0.010533i,-0.063947-0.017683i,0.088618-0.061459i,0.13108-0.11405i,0.096456-0.12488i,0.043125-0.089885i,0.021934-0.048443i,0.020952-0.02012i,-0.0049631-0.0069015i,-0.049168-0.0097307i,-0.072625-0.026871i,-0.059086-0.042137i,-0.025944-0.039813i,-0.005088-0.02406i,0.0081683+0.00045303i,0.045973+0.025357i,0.091903+0.029344i,0.097386+0.0053855i,0.062867-0.029061i,0.030437-0.047682i,0.021268-0.047045i
0.17089-0.10883i,0.30096-0.23511i,0.34216-0.29395i,0.24118-0.25617i,0.032561-0.22508i,-0.20567-0.18674i,-0.33876-0.08268i,-0.29113+0.020763i,-0.16009+0.047789i,-0.063256+0.040063i,-0.0058094+0.044496i,0.030433+0.040994i,0.027957+0.018673i,0.008647+0.00026008i,0.0067961-0.0081976i,0.011973-0.0050894i,0.017197+0.0069176i,0.021271+0.0035082i,0.015074-0.0066254i,0.0028713+0.0029239i,-0.0086615+0.023104i,-0.016925+0.034908i,-0.015894+0.035141i
0.0073434+0.16445i,-0.0010836+0.25307i,-0.051754+0.20821i,-0.13557+0.090405i,-0.15067+0.086994i,-0.056495+0.16038i,0.041469+0.17269i,0.054504+0.12754i,0.019398+0.071557i,0.0030878+0.023867i,0.011948-0.0043551i,0.01402-0.0086954i,0.001494+0.010087i,-0.014579+0.029382i,-0.029498+0.037178i,-0.027054+0.035766i,-0.012465+0.018908i,-0.013748-0.0060119i,-0.030203-0.018693i,-0.035743-0.012611i,-0.022116-0.00483i,-0.011953-0.0080637i,-0.015068-0.01281i
-0.15828-0.049807i,-0.25806-0.048571i,-0.27353-0.0045489i,-0.19962+0.045143i,-0.1166+0.068111i,-0.056203+0.093737i,0.027047+0.10554i,0.083693+0.057131i,0.076422+0.004532i,0.050104-0.020705i,0.025729-0.040945i,0.0032284-0.052197i,-0.0047542-0.049655i,0.0010132-0.037136i,0.010606-0.022994i,0.01583-0.023193i,0.00648-0.027034i,-0.006733-0.0050921i,0.0031834+0.028234i,0.028752+0.03025i,0.038671+0.01161i,0.030789+0.0063423i,0.019115+0.0080865i
0.14243-0.12046i,0.1801-0.22069i,0.14556-0.19026i,0.090505-0.025053i,0.070933+0.060709i,0.068647-0.033961i,0.00092848-0.14842i,-0.068701-0.13732i,-0.063697-0.073414i,-0.03951-0.046669i,-0.040144-0.035692i,-0.0411-0.015187i,-0.025331-0.0021615i,-0.012286+0.00012848i,-0.009536+0.0071212i,-0.011886+0.014179i,-0.017522+0.012797i,-0.012074+0.0017841i,-0.0023204-0.020462i,-0.011245-0.032654i,-0.025855-0.023542i,-0.027566-0.0056979i,-0.021366+0.0091937i
0.01771+0.18272i,0.08418+0.30653i,0.14821+0.29399i,0.1702+0.1578i,0.15762+0.089643i,0.11836+0.12722i,0.088139+0.13887i,0.048669+0.08263i,-0.0051601+0.01907i,-0.041634-0.0045188i,-0.054462-0.0013579i,-0.0571+0.0017286i,-0.053064+0.0089301i,-0.028927+0.018049i,0.0038548+0.0073998i,0.017158-0.0091506i,0.019026-0.0031713i,0.022991+0.0093046i,0.022012+0.0064476i,0.011027-0.0062648i,-0.0033356-0.016374i,-0.0051308-0.018548i,0.0068874-0.014166i
-0.15718-0.055471i,-0.2646-0.053104i,-0.25877-0.011572i,-0.13881+0.0039696i,-0.031978-0.041843i,0.0098807-0.086173i,0.016278-0.076298i,0.024882-0.030752i,0.031609+0.017988i,0.03513+0.044102i,0.036093+0.049006i,0.040319+0.048106i,0.050592+0.035831i,0.052519+0.01267i,0.041851-0.0037767i,0.032111-0.0097183i,0.026488-0.013631i,0.019284-0.013617i,0.010847-0.0031379i,0.0047723+0.011696i,0.0012187+0.022354i,-0.0015605+0.026078i,-0.0004381+0.020747i
0.12625-0.12742i,0.17933-0.24352i,0.1336-0.28116i,0.060542-0.16832i,0.10541-0.04953i,0.18304-0.081465i,0.1394-0.14429i,0.051422-0.10186i,0.022115-0.026612i,0.021481-0.0072993i,0.012685-0.010178i,0.0065107-0.0042354i,0.010164-0.007888i,0.0012014-0.019324i,-0.027696-0.014971i,-0.044392+0.0015191i,-0.032798+0.0044883i,-0.013396-0.0092001i,-0.0026835-0.021961i,-0.0027769-0.016398i,-0.0040553+0.0033018i,-0.00032631+0.010623i,-0.0026093+0.0012301i
0.030161+0.1922i,0.11676+0.34065i,0.24906+0.37425i,0.31687+0.18361i,0.17995-0.10074i,-0.068859-0.20857i,-0.19117-0.13698i,-0.14107-0.066707i,-0.050955-0.063653i,-0.018857-0.070318i,-0.018172-0.058089i,-0.012444-0.054651i,-0.0086519-0.059632i,-0.0069739-0.046808i,0.002961-0.018791i,0.012556+0.0042391i,0.0013062+0.017667i,-0.018929+0.028829i,-0.019108+0.032773i,-0.0013948+0.023775i,0.018763+0.012839i,0.029147+0.008093i,0.021178+0.0054743i
-0.14478-0.081214i,-0.25931-0.15305i,-0.32417-0.22442i,-0.32538-0.23833i,-0.30182-0.16798i,-0.2689-0.079295i,-0.19876-0.014793i,-0.11693+0.014603i,-0.062031+0.022882i,-0.025778+0.03696i,-0.0077154+0.043171i,-0.012175+0.039679i,-0.017532+0.032718i,-0.013431+0.018526i,-0.0065604+0.0075911i,0.00099859+0.0043601i,0.010292+0.0029662i,0.018527-0.0019394i,0.015718-0.0089948i,0.004798-0.011788i,-0.0053862-0.011628i,-0.011835-0.010513i,-0.011224-0.0041835i
0.11079-0.11529i,0.14637-0.23559i,0.086876-0.2795i,-0.036838-0.16377i,-0.10868+0.064348i,-0.068836+0.24623i,0.0020769+0.26309i,0.018488+0.16591i,-0.010783+0.07495i,-0.03167+0.037191i,-0.032914+0.02379i,-0.030449+0.0094065i,-0.028803-0.0013914i,-0.022638-0.002839i,-0.0080427-0.0054503i,0.011729-0.015513i,0.033261-0.021843i,0.044152-0.021871i,0.031786-0.020775i,0.010422-0.012752i,-0.00040509-0.00079244i,0.00046864+0.0065002i,0.0087311+0.010788i
0.02427+0.21173i,0.07194+0.4166i,0.13764+0.53354i,0.18706+0.44894i,0.20854+0.23893i,0.19889+0.049061i,0.15034-0.052246i,0.10241-0.061915i,0.077852-0.04003i,0.053808-0.034884i,0.033569-0.020262i,0.037446+0.0047661i,0.042587+0.0080543i,0.027612+0.0051016i,0.016231+0.014865i,0.014547+0.014126i,-0.0031618-0.0065743i,-0.030362-0.01926i,-0.039076-0.011066i,-0.024622+7.3565e-05i,-0.00398+0.0015154i,0.0048317-0.0017858i,0.0017433-0.0043833i
-0.13969-0.12544i,-0.24988-0.2336i,-0.30373-0.2839i,-0.23079-0.21535i,-0.084604-0.1153i,0.0077744-0.053027i,0.033966-0.023138i,0.020879-0.022844i,0.002105-0.026906i,-0.0030313-0.027372i,-0.0088248-0.027782i,-0.018396-0.02501i,-0.022737-0.023248i,-0.017211-0.023942i,-0.011631-0.02848i,-0.018051-0.030567i,-0.022853-0.022188i,-0.011909-0.0097794i,0.0098059-0.0017374i,0.02469-0.0021487i,0.023219-0.0082834i,0.012726-0.015998i,0.00085703-0.019346i
0.12401-0.076666i,0.20052-0.12262i,0.24768-0.15488i,0.2111-0.17916i,0.093582-0.17637i,-0.028679-0.13362i,-0.10195-0.066677i,-0.10633-0.020917i,-0.075651-0.01123i,-0.053815-0.011285i,-0.037011-0.017908i,-0.026153-0.03204i,-0.02429-0.034399i,-0.012987-0.023685i,0.0039818-0.014956i,0.010839-0.0033115i,0.011279+0.017381i,0.01082+0.029826i,0.0065145+0.025646i,0.0012593+0.016559i,-0.0016241+0.010968i,-0.0028793+0.0096744i,-0.0037455+0.0093166i
0.039037+0.19332i,0.073877+0.32507i,0.054661+0.36825i,-0.0254+0.28826i,-0.047619+0.16216i,0.047573+0.055928i,0.12415-0.037804i,0.087404-0.06447i,0.035157-0.015266i,0.031259+0.031638i,0.033284+0.050831i,0.021441+0.063296i,0.014959+0.067764i,0.011716+0.049835i,-0.0054394+0.023232i,-0.025576+0.0067149i,-0.031624-0.0068077i,-0.030815-0.014908i,-0.029618-0.011557i,-0.024566-0.008068i,-0.0173-0.0087456i,-0.010018-0.0047921i,-0.0023437+0.0010043i
-0.15977-0.13135i,-0.28158-0.23179i,-0.29995-0.25354i,-0.18233-0.16357i,-0.085962-0.06332i,-0.091895-0.024885i,-0.10985-0.00046201i,-0.071135+0.0097459i,-0.018231-0.012902i,0.0070308-0.034082i,0.011686-0.038319i,0.014891-0.037453i,0.016616-0.032005i,0.010152-0.014308i,0.0074358+0.0031044i,0.01602+0.0071615i,0.025243+0.0087364i,0.033411+0.014854i,0.038428+0.014879i,0.031389+0.0051327i,0.017365-0.0029903i,0.0076154-0.0046008i,0.0048894-0.0024292i
0.12692-0.035887i,0.23695-0.040879i,0.2914-0.03726i,0.25905-0.059483i,0.17521-0.11979i,0.044177-0.1708i,-0.070197-0.13878i,-0.087913-0.055593i,-0.052926-0.022334i,-0.037328-0.033337i,-0.029138-0.031738i,-0.007018-0.024227i,0.0081112-0.025373i,0.0051932-0.018401i,0.0020837+0.0069171i,0.0069158+0.032994i,0.008175+0.037124i,0.0049736+0.021017i,0.0026399+0.00049616i,-0.0065344-0.010743i,-0.020397-0.0060921i,-0.025715+0.0019966i,-0.021247+0.0025569i
