-0.0042262+0.0007791i,-0.0033976+0.00050938i,-0.0042868+0.0015571i,-0.0033164+0.0014664i,-0.0017562+0.00098634i,-0.00099108+0.0020644i,-0.00089133+0.0024842i,8.1048e-05+0.0021466i,0.0015088+0.0017678i,0.0017529+0.0014218i,0.0012344+0.00091997i,0.00028632-0.00018033i,-0.00017675-0.00018862i,7.6064e-06-0.00020495i,0.00022982-2.2113e-05i,7.6009e-05+0.00055941i,7.7591e-05+0.00035121i,2.9215e-05-0.00086888i,0.00020099-0.00070772i,0.00030387+0.00061752i,-0.00035164+0.00038074i,-0.00015896-0.00033315i,0.0011825+0.00013545i
0.00048041+0.000236i,0.00035141+0.0003074i,0.00024673-0.00071004i,0.0010342-0.00037499i,0.00093948+0.00021921i,-0.00013038+0.00017782i,-0.00052913+0.000592i,0.0001641+0.0011499i,0.00042884+0.0019195i,0.00025608+0.0015036i,0.00053795+0.00065024i,0.00077429+0.00036763i,0.00019476+0.00010772i,-0.001027+0.00053903i,-0.0011373+0.00055092i,-0.00037117+0.00061556i,0.00067785+0.0007493i,0.00036229+0.00075371i,0.00014564+0.00077756i,0.00069662+0.00072811i,0.00024073-0.00014188i,0.00010422-0.00021445i,-0.00013535+0.00086002i
0.00066414-0.00081787i,0.0012016-0.0012384i,0.0014945-0.00033368i,0.00015432+0.00060392i,-0.00095628+0.00088114i,-0.00097962+0.0011914i,-5.6434e-05+0.0021182i,0.00058037+0.0013843i,0.00068078-0.00010664i,0.00027695-0.0004452i,0.00021805-0.00012037i,0.00038476+8.8114e-05i,0.00043524-0.00033206i,0.00025587-0.00026853i,-0.00066189+9.4162e-05i,-0.0010821+0.00043955i,-0.00054785+0.00023382i,-0.00043002+0.00073348i,-0.00024686+0.00025721i,-2.3707e-05-0.00040714i,0.00032355-4.5593e-05i,0.00023208+5.6454e-05i,-0.00029545-0.00028215i
0.00059908+0.00098548i,0.00051742+0.00067103i,-0.00021146+0.00071927i,-0.00010193+0.0010583i,0.00015726+0.0005396i,-0.00017894+1.405e-05i,-2.8238e-05+0.00039098i,-7.7291e-05+0.00023441i,3.7481e-05-9.6536e-05i,0.0001366-0.00031357i,5.7723e-05-0.00043605i,-6.0111e-05+0.00024988i,-0.00047399+8.1254e-05i,-0.00026392-0.001196i,-0.00019941-0.0011883i,-0.00051364-0.00027244i,-0.0013494+6.8768e-05i,-0.001513+0.00042355i,-0.00075021+0.00038616i,-0.00024709+0.0005342i,0.00031293-2.1237e-05i,-0.00042037-0.0010162i,-0.0011372-0.0001714i
0.0018924-0.00051517i,0.0015779-0.00091504i,0.0011985-0.0018877i,0.00026785-0.0019903i,-0.00075835-0.0009361i,-0.0014934-7.9512e-05i,-0.00052669-0.00020575i,0.00093489-0.0001405i,0.00098485+0.00014321i,0.00084552-8.3537e-07i,0.00056212-0.00053326i,0.0010651-0.00088597i,0.00087525-0.0008728i,2.3822e-05-0.0011225i,5.2522e-05-0.0014704i,-0.00020502-0.00094507i,-0.00030611-0.00016094i,-7.417e-05+0.00059808i,-0.00038083+0.0012129i,-0.00080015+0.000717i,-8.1103e-05-0.00016105i,0.00088393-0.00058219i,0.00050643-0.00041847i
-0.00070478+0.00099571i,-0.00095963+0.0015291i,-3.2993e-05+0.0024559i,0.0021233+0.0028813i,0.0026745+0.002633i,0.001042+0.0013458i,-7.2778e-05+0.0006662i,0.00044677+0.00074179i,0.0009223+0.00027146i,0.00017554-0.00016355i,-7.2778e-05+0.00010019i,0.00063116-0.00028066i,0.00065477-0.0012662i,0.00055503-0.00076497i,-0.00018752-0.00038988i,-0.00066953-0.00061441i,-0.0004071-0.0008465i,-0.00034189-0.00094516i,-0.00020771-0.00036231i,0.00018491+0.00060119i,0.00019067+0.0010832i,0.00011219+0.00060925i,0.00056742+0.00046387i
-0.0021673-0.0032779i,-0.0031588-0.0029709i,-0.0041366-0.0019893i,-0.0033868-0.00085599i,-0.0017595+0.00066011i,-0.00034738+0.00045814i,0.00040059+0.00034289i,0.0007601+0.00082474i,0.00076733+0.0011446i,0.00075101+0.0013863i,2.4584e-06+0.00090538i,-0.0011145+1.3484e-05i,-0.0012393-0.00057431i,-0.00022375-0.00013182i,0.00033264+0.00038643i,0.00015777+7.8222e-07i,-1.1965e-05+1.2647e-05i,-0.00042491+0.00030473i,-0.00028332+0.00061395i,6.2895e-05+0.0011939i,-6.8403e-05+0.0010159i,-0.00061736+0.00064765i,-0.00078063-0.00043867i
0.0018086+0.00083876i,0.0015962+0.00030437i,0.0017272+0.00042886i,0.00049478+0.00084214i,-0.00087354+0.0010048i,-0.00054005+0.00079905i,-0.0001095-0.00043343i,-0.0002674-8.9225e-05i,-0.00035925+0.001392i,-0.00060847+0.0010466i,-0.00024518+0.00026392i,0.00018897+0.00017134i,0.0004372-4.0369e-05i,0.00076366-0.00029935i,-7.4785e-06+5.439e-05i,-0.00028699+0.00086059i,0.00027121+0.00091222i,0.00047363+0.0010542i,0.00016176+0.0011345i,0.0008536+0.00047162i,0.0011523-0.00037471i,0.00018303-0.00052191i,-0.00034584+0.00065677i
0.00017022+0.00066832i,-0.0003041+0.00093987i,-0.00094665+0.00072712i,-0.00060407-0.00060255i,0.00060201-0.00077111i,0.00082906+0.00012547i,0.00045829+0.00024651i,-0.000278-3.2382e-05i,-0.00035012+0.00010048i,-0.00024753-0.00023043i,-0.00038642-0.0004367i,-7.9647e-05+0.00024523i,-0.00020386+0.00040879i,-0.00038371+6.0238e-05i,-0.00062619+0.0001502i,-0.00087133+0.00016249i,-0.00075433+0.00032341i,-0.00047017+0.00036179i,-0.00025384-0.00011118i,-0.00029616+1.7472e-05i,0.00024346+6.2887e-05i,0.00096695-0.00065175i,0.00058282-0.00039144i
-0.00050754-8.1275e-05i,-0.00099547+8.8044e-06i,-0.00076046+0.0012174i,0.00030487+0.0018877i,0.00041369+0.0015564i,-0.00052603+0.00062732i,-0.00048655+0.00021467i,0.00066267+0.00033459i,0.00094256+0.000554i,0.00061432+0.0003308i,-0.00027222+0.00022082i,-0.00045312+0.0011074i,0.00031542+0.0010499i,-0.00013444+0.00023113i,-0.00024953-0.00049495i,1.5567e-05-0.00040042i,-0.00069385-0.00010786i,-0.00083659+2.3642e-05i,-0.00022711+0.0005791i,0.00056761+0.00070067i,0.00049114+0.00053893i,7.25e-05+0.00033379i,0.00015781+0.00014169i
-0.002021+0.00029169i,-0.0014961+0.00083491i,-0.0015802+0.00080894i,-0.001639+0.00056791i,-0.0002306+0.00044697i,0.00034698+7.5138e-05i,-0.00020358-5.5173e-05i,-0.00041844+0.00061312i,-0.00018495+0.0008657i,0.00025116+0.00020067i,0.00067545+0.00015996i,5.5618e-05+0.00054528i,-0.00046346+0.00024466i,-0.00027634-0.00045403i,0.00016564-0.00081771i,-0.00040483-0.00066831i,-0.00073955+0.00011069i,-0.00026443+0.00043842i,4.4796e-05+0.00048147i,0.00051045+0.00050532i,0.00081676+0.00016989i,0.00078857-0.00017071i,0.00032271+0.00054853i
-0.0010771-0.00091947i,-0.0014548+0.00061062i,-0.0010406+0.0003581i,-0.0004215-0.00073344i,-0.00089581-0.00020393i,-0.0012183+0.0011329i,-0.00070964+0.0022842i,-0.00013416+0.0026113i,-0.00035092+0.0023963i,-0.00081902+0.0012963i,-0.001123+0.00023731i,-0.00027749+0.0003942i,0.0010197+0.00043951i,0.00094106-0.00024154i,0.00050112-4.3779e-05i,2.4328e-05+6.881e-05i,-0.00054615-0.000305i,3.9037e-05-0.00045087i,0.00045087-0.00064273i,-0.00012349+4.3057e-06i,-0.00047144+0.00011239i,0.00031082-7.521e-05i,0.0011293+0.00031498i
-0.0014605-0.00038001i,-0.0024512-0.0012395i,-0.0029931-0.00096866i,-0.0021895-0.00045124i,-0.001232-0.00045597i,-0.00046066-0.00027255i,-0.00016405-7.2177e-05i,-0.00034325+0.00071654i,0.00016708+0.00093831i,0.0002271+0.00073654i,0.00039388+0.00058294i,0.00051908+0.0002952i,0.00046052+0.00031015i,0.00068536+0.00086839i,0.00030702+0.0014384i,-0.0001061+0.001385i,-0.00016258+0.00080112i,0.00018871+5.7365e-05i,0.00020926+0.00018985i,-6.9557e-05+0.00065501i,-9.8927e-05+3.1293e-05i,-0.00029866-0.00077704i,-0.00033507-0.00055092i
0.0006241-0.0012767i,-0.00052151-0.0011773i,-0.00046428+0.00020205i,-0.00016506+0.001344i,0.0002269+0.0017948i,0.00024845+0.0014029i,-0.0004259+0.00064619i,-0.00093769+0.0012638i,-0.00068775+0.0014334i,-0.00013076+0.00066717i,-0.00017986+0.00042489i,-1.9317e-05-5.526e-05i,-0.00071451+8.3498e-05i,-0.0017083+0.00024803i,-0.0017813-0.00024991i,-0.0012361-0.00015209i,-0.0005443+0.00053411i,0.0002364+0.00070081i,-2.8849e-05+0.00087016i,-0.00015354+0.0012174i,0.00017687+0.0010831i,0.00039865-0.00010869i,0.00080585-0.00035921i
-0.001941+0.00033248i,-0.0019174+0.00074462i,-0.0020374+0.00069481i,-0.0011101-0.00028257i,0.00033431+0.00025511i,0.00064294+0.00091162i,9.7137e-05+0.00064224i,0.00023279+0.0014756i,0.00072114+0.0015386i,0.00073777+0.00048595i,0.00028318+0.00046818i,-0.00028775+0.0002332i,-0.00055924+9.2424e-05i,-0.00074277-5.1009e-05i,-0.00083238+0.00031348i,-0.00041596+0.00030747i,-0.0001208+0.00030903i,-0.00057117+0.00044293i,-0.00044538+0.00029729i,-0.00031719-0.00019847i,-0.00020003+0.00016742i,-7.1786e-05+0.00023555i,-0.00049801+5.5852e-05i
0.0017261+0.00017035i,0.0014371+8.5892e-05i,0.0015626+0.00014496i,0.00076074+0.00038786i,-0.0005826+0.00087075i,-0.00042873+0.0010826i,-0.00028485+0.00066146i,-0.00081096-0.00013574i,-0.00088148-0.00053099i,-1.8513e-05-0.00013421i,6.4545e-07-0.00030321i,-0.00017059-0.00031098i,0.00066735-0.00010655i,0.00096085-0.00054809i,7.06e-05-0.00053358i,-0.00041521-0.0003284i,-0.00063654-0.0001969i,-0.001697+0.00018878i,-0.0012638+0.00078584i,0.00033638+0.00067781i,0.00098101+0.00051277i,0.00034692+0.00025818i,-0.00028532+0.00021431i
-0.00074172-0.00031594i,-0.0016706+0.00039251i,-0.0016187+0.00048396i,-0.00077047+0.00028121i,-0.00088131+0.00050447i,-0.0011126+0.00090094i,-0.0002304+0.00062335i,0.00010942+0.0006866i,0.00021125+0.00049443i,0.00022067+5.8964e-05i,0.00018753+0.00040236i,1.4755e-05+0.0009826i,-0.00033008+4.4057e-05i,6.7181e-05-0.00063427i,0.00025513-0.00029352i,-0.00012919+0.00021342i,-0.0011593-0.00021442i,-0.00087718-0.0010626i,0.0005796-0.00026819i,0.00065976-0.00013702i,0.00019986-0.00075238i,-0.00036745-0.00029184i,-0.00058521+0.00034732i
0.00033372-0.00026386i,0.00066654+0.00036786i,0.0009706+0.0004594i,0.00060878-7.1414e-05i,0.00019862-0.00017906i,-0.00050576-0.00028155i,-0.00081284-0.00052693i,-0.0001095-0.00031151i,0.00060091-0.00023349i,0.00043894-8.5672e-05i,-0.00031108-2.2504e-05i,-0.00071886+9.5655e-05i,-0.00048303+0.00017617i,-0.00022565-6.8097e-05i,0.00022903-0.00084631i,-0.0003407-0.00055742i,-0.00087786+0.00038623i,-0.00062306+0.00019282i,-0.00081768-1.345e-05i,-0.00086199+0.00022656i,-0.00017266+0.00021863i,0.00011801+9.1017e-05i,0.00023299-1.8333e-05i
0.00028692-0.0018906i,-1.582e-05-0.0013393i,0.00032773-0.00092166i,0.00055201-0.00015649i,-9.2287e-05+0.00043596i,-0.00095712+0.00089004i,-0.001296+0.00078895i,-0.00050548+0.00057855i,0.00081779+0.00098288i,0.0010529+0.00086943i,0.00014104+0.0003123i,-0.00020346-8.2162e-05i,-6.3268e-05-8.2234e-05i,-0.00016239-0.00010898i,-0.00048865+0.00049544i,-0.0010546+0.00099963i,-0.00078982+0.00081838i,-0.00036486+0.0011141i,-0.00029942+0.00087397i,0.00053221+6.1853e-05i,0.00043886-3.0943e-05i,-0.00015454+0.00043824i,0.00032942+0.00041275i
0.0014995-9.5837e-05i,0.00066412-0.00065371i,1.6975e-05-0.00071472i,-0.00040743+0.00049685i,-0.00034646+0.00090762i,-1.8557e-05+0.00067227i,0.00040637+0.00063193i,0.00052585+0.00044707i,-3.6322e-05+0.00027217i,-0.00053303-2.5127e-05i,-0.00057463+0.00028014i,-0.00053415+0.00037112i,-0.00078378-0.00055187i,-0.00041398-0.00073574i,-8.6173e-05+0.00035332i,-0.00027554+0.0012091i,-0.00075654+0.0014815i,-0.0011036+0.0011796i,-0.00075081+0.00088958i,-0.00024864+0.00020011i,-0.0003796-0.00023545i,-0.0011464+0.00011747i,-0.00064246+0.0002581i
-0.00015238-0.0013656i,-0.00046912-0.00047258i,-0.0013454-0.0011164i,-0.0014318-0.0010575i,-0.00068988+0.00099124i,-0.00029475+0.0014322i,-0.0004733+0.00094882i,-0.00013994+0.00076372i,-0.00020169-0.00020046i,-0.00014071-0.00062576i,0.0006535-0.00011141i,0.0003462+0.00055576i,-0.00079109+0.0007419i,-0.0013333+0.00032826i,-0.00070744-0.00055206i,-0.00051678-0.0007317i,-0.00068479-9.6714e-05i,0.00032136-0.00011375i,0.00045552+0.00030661i,-1.498e-05+0.00046631i,1.7392e-05-0.00035947i,-0.00081635-0.0005964i,-0.00066593+0.00022178i
-0.0016164+8.1115e-05i,-0.0013429-0.0008258i,-0.0009772-0.00091124i,-0.00082634+0.0005419i,-0.00039056+0.0011035i,-0.00025344+0.00050535i,0.00010858+0.00037339i,0.00017979+0.00043909i,5.8238e-05+9.9478e-05i,0.00017538-0.00022926i,0.00018819+0.00075976i,-2.2734e-05+0.0014923i,0.00019439+0.00084813i,0.00038108+0.0002987i,4.5946e-07-2.5218e-05i,-0.00039749-0.00027726i,-0.0006085-8.1773e-05i,-0.00043903+0.00010514i,-0.00072721-4.4029e-05i,-0.00091467-6.8463e-05i,-0.00081577-0.00065103i,-0.00040925-0.0014162i,0.00015781-0.00095499i
-0.0013988-0.00090124i,-0.0006374+0.00029305i,-0.00090198+0.00088443i,-0.00057965+0.00109i,-0.00064324+0.0016133i,-0.00084212+0.00123i,-0.00066547+0.0006468i,-0.00019813+0.00057195i,0.00017574+0.00031247i,0.00029145-0.00070742i,-0.00045892-0.00057207i,-0.0011053-0.0001194i,-0.00056098-0.0002901i,-0.00064782-0.00059397i,-0.00049701-0.0008805i,-0.00036858-0.00038825i,-0.00064328+0.00024464i,0.00020369+0.00029308i,0.00050123+0.00042492i,0.00013656+0.00032599i,0.00014705+8.8843e-05i,0.0002684+1.7295e-05i,0.00059742-6.1308e-06i
0.00016449+0.0003334i,-0.00045467-0.00016772i,-0.00059154-0.0010434i,-0.00062275-0.00071308i,-0.00030117-0.00011692i,0.00029837+0.00082513i,0.0005003+0.00085846i,0.0004314+0.00072864i,0.00017334+0.0002207i,0.00020351-0.00050394i,6.9479e-05-0.00064153i,-0.00036665+2.9055e-05i,-0.00019711+0.00066206i,4.8632e-05+0.00057959i,-0.00060439+0.00029532i,-0.00093734-0.00018307i,-0.00083058+4.3817e-05i,-0.00086253+0.00029729i,-0.00019388+0.00042229i,-0.00025903+6.3065e-05i,-0.00069031-1.4334e-05i,9.6823e-05+0.00019616i,0.00026597-0.00042899i
-0.00093387-0.0010526i,-0.0011063-0.00078952i,-0.0010267+0.00032464i,-0.00071447+0.00089047i,0.00022686+0.00096579i,-0.00037707+0.0012404i,-0.0011847+0.00066948i,-0.00047984+0.00029398i,-0.0001871+0.00030507i,-0.00033517-4.805e-05i,0.00012227-0.00046371i,-0.00020387-0.00031576i,-0.0002291+0.00014873i,0.00020811+0.00015403i,0.00030701+0.00028688i,0.00019211+0.0009286i,-0.00044494+0.00083369i,-0.00021939+0.001522i,0.00046206+0.0016162i,0.0011999+0.00078731i,0.00086913+0.00019834i,0.00034377-0.0004116i,0.00023816-0.00069116i
-0.00025429-0.00071596i,0.00011628-0.00032094i,-0.001117-9.218e-06i,-0.00067053+0.00065741i,0.00082392+0.00083526i,0.0011094+0.00083664i,0.00027259+0.0012864i,-0.00041743+0.00081875i,-4.4598e-05+0.00018463i,0.00071708-0.00023193i,0.00056704-0.00066656i,0.00012685-0.00087412i,0.00037588-0.00092886i,0.00052746-0.00095095i,0.000104-0.00060632i,-0.00043033+0.00019946i,-0.00048491+0.0010543i,-5.9966e-05+0.0010655i,0.00026242+0.00047703i,0.00016031+0.00049218i,8.9379e-05+0.00049006i,9.2494e-05+0.00019684i,0.0001899+7.1156e-05i
0.00069256-0.0011629i,0.00048593+8.2767e-05i,-0.00014714+0.00051768i,-0.00060326+8.9738e-05i,-0.00087539+0.0003776i,-0.0013121+0.00071281i,-0.0010054+0.0010142i,-0.00019747+0.0011443i,0.00041596+0.00072551i,0.00017565-0.00071737i,-0.00037989-0.0012906i,-0.00037161-0.0010233i,7.2685e-05-0.00034115i,0.00041414+0.00022091i,0.00088639-0.00016667i,0.00042791+0.00052932i,0.00012951+0.0010653i,0.00034507+0.00065129i,0.00010368+0.00022893i,0.00088448+0.00032147i,0.00082621+0.00018081i,-0.00027531-0.0004549i,-0.00049648-0.0002956i
0.00037563+0.0010881i,0.00052177+0.00072603i,0.00049791-3.9529e-05i,0.00091744-0.00079739i,0.0014524-0.00018831i,0.0011023+0.00049979i,0.00076579+0.00062992i,0.00054744+0.00053509i,0.0007315+0.00013356i,0.0012193+0.00031704i,0.00098253+0.00082501i,0.00035074+0.00066825i,0.00032045+0.0001497i,0.00034821-0.00027824i,0.00030181-0.00059905i,0.0001715-0.00067786i,-0.00048085-0.00098236i,-0.00043433-0.00039438i,5.8081e-05+0.00060573i,3.951e-05+0.00028623i,-6.4853e-05-0.00060289i,-0.00012266-0.00069467i,-0.00030341-0.00042925i
0.0012193-0.00072978i,0.00074072-0.00010491i,0.00066728+0.00049491i,6.7672e-05+0.00025051i,-0.00064189+0.00087188i,-0.00082119+0.0010753i,-0.00035039+0.00059183i,-0.00023005+0.00057263i,-0.00011711+0.00028081i,0.0002235-0.00041917i,0.00031679+0.00017394i,-0.00023995+0.0009737i,-0.0010154+0.00052872i,-0.0015442+6.0641e-05i,-0.0016225-0.0004613i,-0.0010529-0.00051554i,-0.00046241+0.00019056i,-0.00012799+0.00029737i,0.00034831+0.00022998i,0.00051019-5.7278e-05i,0.00046061-0.00050521i,8.203e-05-0.00015714i,-0.00079542+0.00035288i
-0.0012368+0.00071781i,-0.0010699+0.00048858i,-0.0018595+0.00016788i,-0.0014651-0.00099996i,-0.00048451-0.00058631i,-0.0010549-0.00033174i,-0.0011643+5.3814e-05i,-7.0611e-05+0.0009743i,0.00086847+0.00079104i,0.00060086+0.00058848i,-0.00062977+0.00060505i,-0.00084533+0.0004024i,-1.3218e-05+0.00021601i,0.00045077+0.00050933i,0.00057896+0.00046751i,-7.9895e-05+0.00037895i,-0.00051453+0.00052345i,0.00010619+0.00026419i,0.00016896+8.1855e-06i,0.00022992-0.00022334i,0.00059061-0.00054546i,0.00079153-0.00081692i,0.00053297-0.00067863i
0.0023264+0.0015488i,0.0019901+0.0010964i,0.00152+0.0012172i,0.00076466+0.0010325i,0.00049211+0.00051605i,9.9143e-06+0.0012386i,-0.00074297+0.0016346i,-8.4284e-05+0.00089473i,0.00087982+0.0001348i,0.00010525-0.00059315i,-0.00087495-0.00065365i,-0.00098732-0.00027238i,-0.00021465+0.00025434i,4.0016e-05-0.00039269i,-0.00038869-0.0011885i,-0.00063967-0.00022768i,-0.00049313+0.0010197i,-0.0001182+0.00044993i,6.0797e-05-0.00022081i,0.00022759+0.00094103i,0.00030626+0.0018043i,7.656e-05+0.001542i,-0.00029974+0.00085853i
0.00010187-0.00093842i,0.00022965-0.00074127i,0.00020737-0.00027123i,-0.00043395+0.00033711i,-0.00061967+0.00090778i,0.00023019+0.0016127i,0.0004509+0.0016913i,-0.00029651+0.0010512i,-0.00063775+0.00027672i,-0.00024937-0.00017724i,-0.00075428-0.0004336i,-0.0010736-0.0007638i,-0.00080189-2.2492e-05i,-0.00043912+0.0006344i,-0.000919+0.00011101i,-0.0010991-3.4901e-05i,-0.0011663+0.00045311i,-0.0010256+0.00094594i,-0.00076042+0.0011277i,-0.00052705+0.00087771i,-1.9569e-05+0.00020003i,-0.00059746-0.00050034i,-0.00031307-0.00076164i
-9.194e-05-0.00045201i,-0.0007086-0.00036679i,-0.00059636+0.00025486i,-0.00013186+0.00099498i,8.2055e-06+0.002005i,-0.00014146+0.0021607i,0.00016475+0.0016234i,0.00070923+0.0011275i,0.00081001+0.00080469i,0.00038548+0.00066711i,0.00041814+0.0004181i,0.00055895+0.00051826i,0.00039298+0.00067814i,0.00060663+9.4009e-05i,-0.00015006-0.00081027i,-0.00075615-0.00087036i,-0.00080706+0.00055157i,-0.0008844+0.0018805i,-0.0010702+0.0010522i,-0.0011449-0.00048104i,0.00010659-0.00049738i,0.00087741+7.9405e-05i,0.00020237+0.00014372i
0.0025605-0.00030896i,0.0014581-0.0010591i,0.0011359-0.0016229i,0.00045162-0.0015418i,-0.00042263-0.0013529i,-0.0010675-0.00070138i,-0.00099863+0.00064385i,0.00015937+0.0012968i,0.00067482+0.0012217i,0.00045804+0.00035366i,0.00047138-0.00041755i,0.00091345-0.00021646i,0.00072078-0.00032682i,-0.00018477-0.00057124i,-0.0005913+1.0166e-05i,-0.00097111+0.00033772i,-0.0015789-1.1318e-05i,-0.0014964+5.2592e-05i,-0.0013356-0.00021912i,-0.00036703-0.0008655i,0.00064046-0.00035467i,0.0004282+0.00054715i,0.00025847-2.9711e-05i
-0.0016286+0.0022441i,-0.0007713+0.0022695i,-2.234e-06+0.0030153i,-0.00020297+0.0024184i,0.0003221+0.0016229i,0.00059433+0.0014765i,0.00019915+0.00065529i,0.00040959+0.00083141i,0.0005323+0.0010808i,0.00026683+0.00044997i,0.00026252+0.00038819i,-0.0001427+0.00065691i,-8.7936e-05+0.00025201i,0.00083302+2.1175e-05i,0.0009627-9.2569e-05i,0.00014195-0.00060545i,-0.00052746-0.0005503i,-0.0003908-0.00028434i,0.00013944+0.00055062i,-6.0415e-05+0.0006067i,0.00024168+0.00015594i,0.0001618-0.00011263i,-0.00019443-0.00057107i
-0.00043054-0.0012435i,4.9388e-05-0.0010907i,-0.00045533-0.00048609i,0.00057685-0.00010939i,0.0013063-0.00021015i,0.00062224-0.00026486i,0.00037345+0.00033378i,0.00030637+0.00054036i,-1.4448e-05-0.00047043i,-0.00013261-0.00062228i,-0.00019998+0.00057473i,-0.00051335+0.00052451i,-0.00049944-0.00015762i,3.708e-05-0.00021186i,0.00023403-8.6364e-06i,-0.00035682+0.00032636i,-0.00076409+0.00043536i,-0.00020073+0.00072034i,0.00049731+0.0011846i,0.00071642+0.00018473i,0.00078662-0.00052867i,-0.00040239-0.00032317i,-0.0010016+0.00033255i
0.0014488-0.00032509i,0.0012548-0.0010607i,0.0019113-0.0027311i,0.0008005-0.0022771i,-0.00097243-0.0011222i,-0.0015252+0.00018422i,-0.00065454+0.00092664i,0.00013547+0.00067512i,0.00022973+0.00051911i,-7.0491e-05+0.0002611i,-0.00045058-0.00035402i,-0.0010748-0.00059345i,-0.00098345-0.00028449i,-0.0007085-0.00048627i,-0.00093837-0.0010674i,-0.0018213-0.0017234i,-0.0018075-0.00074998i,-0.0003688+0.00068064i,-0.0001249+0.0012495i,-0.00030277+0.0011709i,-7.003e-05+0.00072292i,1.3807e-05+0.0004763i,-0.00061875+2.2438e-05i
-0.0015922+0.00034995i,-0.0011845+0.00067056i,-0.0014764+0.00055413i,-0.0010533-0.0001543i,0.00071985+0.00025071i,0.0012449+0.0006755i,0.00081056+0.00034325i,0.00070088+0.00030524i,0.00050368+0.00064417i,-8.7303e-05+0.00089049i,-0.00052221+0.00031781i,-2.7846e-05-0.00031841i,0.0010008+0.00030787i,0.00071824+0.0013136i,0.00015627+0.00067185i,-0.00038544-0.00028477i,-0.00073309-0.00022306i,-0.00080202+8.1197e-05i,-0.00061955+0.00073639i,-1.1267e-05+0.0014073i,0.00043793+0.00097882i,0.0001822-0.00015778i,0.00032033-0.00059589i
0.00066763-0.0010519i,0.0003915-0.0019523i,0.0012096-0.0016708i,0.00024191-0.0013896i,-0.00050864-0.00073131i,-0.0013998+0.00072303i,-0.0018443+0.0011705i,-0.00043361+0.0014339i,4.3554e-05+0.0013283i,-6.2939e-05+0.00023462i,-0.000385+3.4136e-05i,-0.00052297+2.5352e-05i,-9.9534e-06-0.00017559i,3.0895e-05-0.00049774i,-0.00051401-0.00088646i,-0.00099631-0.00063015i,-0.0003561+0.0001425i,-5.8722e-05+0.0017345i,-0.00033266+0.0017393i,3.9614e-05+0.00024912i,0.00041856-0.00021728i,-1.5395e-05-0.00031439i,-0.00057631-0.00042233i
-0.00034938+0.00038079i,-0.00024027+0.00063989i,6.4291e-05+0.00070011i,-2.3414e-05+0.00091727i,8.1989e-05+0.0015495i,6.727e-05+0.0017476i,-0.00048478+0.0017871i,-0.00015657+0.001565i,0.00067036+0.00036662i,0.00035554+0.00019727i,-0.00043175+0.00074656i,-0.00046946+0.00098553i,-0.00014324+0.00095293i,-0.00035495+0.00066739i,-0.00050437+0.00035753i,-0.00032089+0.00050561i,-0.00058292+0.00014132i,-5.0207e-05-0.00056075i,0.00010207-0.00026692i,-0.00014744+0.00025034i,-0.00032932+0.00054417i,-0.00042112+0.00083718i,0.00061065+0.0009489i
0.00024354-0.0011991i,0.00071467-0.00097248i,-0.00081674-0.0011869i,-0.0011556-0.001096i,-0.00054336-0.00015912i,-0.00080092+0.00038438i,-0.00046706+0.00080813i,0.00071993+0.00097715i,0.00088459+0.00047167i,0.00045128+9.2892e-05i,0.00011123-0.00025601i,0.00063658-0.00044672i,0.00048351+0.00022993i,-0.00025334+0.00011574i,-0.00046992-0.00029279i,-0.00077376+0.00031894i,5.3145e-05+0.00029703i,0.00056345+0.00012914i,-0.00022936+0.0006235i,-0.00031133+0.0003263i,-0.00059333-0.00022445i,-0.00072846-0.00011807i,0.00028359-2.8252e-05i
0.0012559+0.00045118i,0.0017946+0.00068263i,0.0013763+0.0012397i,0.00011155+0.001005i,0.00055299+0.00033521i,0.00030338+0.0011651i,-0.00020843+0.0013879i,-0.00033109+0.0013764i,-0.00055114+0.0016077i,-0.00015477+0.00066427i,-0.00041416-0.0003344i,-0.00015041+6.4729e-05i,0.00033792+0.00052317i,0.00041424+0.00042991i,0.00070846+0.00060603i,-8.9706e-06+0.0005799i,-0.00094437-0.00052096i,-0.00060778-0.00076629i,-4.1849e-06+0.00069052i,6.1382e-05+0.0010252i,0.00053854+0.00028952i,-9.6308e-05+0.00043701i,-0.00085086+0.00038146i
0.00034897+7.6568e-05i,-0.00039452+0.0011031i,-0.0013487+0.0011778i,-0.0013661+0.00040232i,-0.00070769+0.00015196i,-0.00037244-0.00017908i,-0.00034046-0.00014999i,0.00028279+0.00062824i,0.00059118+0.0004472i,0.00070879+8.1754e-05i,0.00083991+0.00092138i,0.00060424+0.00079293i,0.00018023+0.00029893i,0.00040913-0.00024145i,0.00062078-0.00096011i,-4.8194e-05-0.0010324i,-0.00065705-5.1969e-06i,-0.00040927+0.00035251i,-0.00016516+0.00052059i,0.00052558+0.00059613i,0.00052585+2.4461e-05i,-0.0003578-0.00022821i,-0.00078138-0.00013154i
