0.00011079+0.00076654i,0.00046751-0.00048142i,-0.001767-0.00025742i,-0.0031783+0.00095793i,-0.0023219+0.0012914i,-0.00060936+0.0012715i,0.00041274+0.0011783i,0.00085195+0.00043398i,0.0012207-0.00011426i,0.00059772-0.00048372i,-0.0001867-0.0010697i,9.7191e-05-0.0012161i,0.00012336-0.00069379i,0.00024896-0.00085501i,0.00043134-0.0010869i,0.00045469-0.00056353i,0.00072197-0.00030971i,0.00044951-0.00023848i,6.2378e-05+8.9704e-05i,0.00031435+0.00014146i,0.00023935-8.5555e-05i,0.00028277+8.5968e-05i,-2.2526e-05+8.7098e-05i
-0.0010738-0.00015537i,-0.00099573-6.2302e-05i,-0.00092309-7.2407e-05i,5.5176e-05-0.00039009i,7.0041e-05+1.9633e-05i,-0.00028647+0.00053084i,0.00033299-0.00026416i,0.0002447-0.0010837i,-0.00081837-0.00032521i,-0.00060344+0.00029946i,-0.00038861+0.00027597i,-0.00056461-2.4959e-05i,-0.00050061-0.00041854i,-3.0218e-05-0.00055042i,0.00033632-0.00032058i,0.00015835-0.00064987i,-2.6064e-05-0.0011134i,0.00011766-0.00029079i,0.00016918+0.00083324i,-9.164e-05+0.00015606i,-0.00025647-0.00029605i,-0.00051577-0.00016617i,-0.00027448+0.00030794i
0.0020909+0.00097132i,0.0026145+0.001646i,0.0030887+0.00073302i,0.001679-0.00015997i,-0.00034314-0.00054572i,-0.0011404-0.00071877i,-0.00031334-9.7097e-05i,0.0007014-0.00027636i,0.00049463-0.00073092i,7.9514e-05-0.00063054i,0.00023288-0.00012828i,-0.00010866-6.7383e-06i,-0.00096362+0.00023231i,-0.00031625+0.00012416i,0.00034046+0.0003063i,0.00051069+3.3144e-05i,0.00015527-0.00035201i,-0.00079882+9.5513e-07i,-0.00097629+0.00019887i,-0.00051668+2.8727e-05i,-0.00043112+1.4804e-05i,-0.00047855+0.00052819i,-0.00024839+0.00066247i
-0.00025262+0.0020111i,-3.2095e-05+0.0014681i,0.00038113+0.0022341i,0.00052506+0.0022568i,0.00070986+0.0010049i,0.00015641+6.3395e-05i,0.00015134-9.0914e-06i,0.00034546-0.00018772i,8.6798e-05-5.9636e-06i,0.00021899+0.00025053i,-5.9028e-05+0.00027612i,-0.00036361+0.00045963i,-0.0001253+7.6576e-05i,-0.00010513-0.00059999i,-0.00022914-0.00056936i,-0.0001591-0.00056773i,-0.00021513-0.0005518i,-0.00088473-0.00070108i,-0.00053593-0.00050398i,0.00021969+0.00027348i,-0.00055411+0.00043084i,-0.0012176+0.0002091i,-0.00043597+0.00019185i
-0.00032553+0.0012303i,0.00037305+0.0011437i,-2.5831e-05+0.00079036i,-0.00052827+0.00043386i,-0.00080384+0.0001697i,-0.00015255-0.00030847i,-2.4908e-05-0.0011158i,-0.00028594-0.00050854i,-0.00033092+0.00041039i,-0.00087025+0.00044667i,-0.00056983-0.00022094i,5.3494e-05-4.2268e-05i,0.00084369+0.00064473i,0.0012867+0.00042989i,0.0006488-0.00054758i,0.00034398-0.00095423i,0.00054418-0.00047816i,0.00065825+3.1722e-05i,0.00044644-0.00026713i,-0.00026678-0.00043492i,-0.00043901-0.00027401i,-0.00021778+4.2534e-05i,-0.00029412-7.914e-05i
0.00016987-0.0010554i,4.6135e-05+0.00011696i,-0.0016091+7.4565e-05i,-0.0024187-0.00037522i,-0.0020505+0.0003698i,-0.0010969+0.0006636i,6.018e-05+0.00028188i,0.00062509+0.0001216i,-0.00048179-0.00043155i,-0.0013151-0.00057652i,-0.00096235-0.00025124i,-0.00074802+0.00027041i,-0.00022026-0.00010404i,0.00033659-0.00063238i,6.9596e-05-0.0006052i,-0.0002129-0.00039037i,0.00041341-0.00029716i,0.00045672-0.00032236i,-0.0001995-2.6672e-05i,0.00011608-0.00015753i,0.00037688-0.00078547i,-7.5517e-05-0.00061005i,-0.00011967+8.2604e-05i
-0.00071088-0.0011173i,-0.00044173-0.00063149i,-0.00074215-0.0011146i,-0.0003906-0.00094748i,-7.8009e-05+6.6398e-05i,0.00053246+0.00033914i,0.00097088-9.4779e-05i,0.0002823-0.00021321i,-0.00042025-0.00052726i,-0.00088223-0.00067761i,-0.00023113-7.8455e-05i,-0.00022001+0.0010109i,-0.00027274+0.0011108i,0.00014849-0.00056148i,0.00051421-0.0013697i,0.00029865+6.4426e-07i,1.5146e-05+0.00057646i,0.00030345+0.00084136i,0.00037408+0.00035833i,6.9418e-05-0.0006302i,-0.00034862-0.00057833i,3.0625e-05-0.00048836i,0.00012527-0.0008004i
0.0021879-0.0020804i,0.0014242-0.0019014i,0.00090921-0.0025667i,-0.00070528-0.0023373i,-0.0017302-0.0018466i,-0.0010289-0.00091721i,-0.00059799-0.00074664i,-0.00047836-0.00093956i,-7.5233e-06-0.00090381i,-0.00013121+0.00021568i,-0.00073657+0.00092377i,-0.00088523+0.00055406i,-0.00051558+0.00041641i,-0.00091574+0.00093329i,-0.00070466+0.00083919i,-3.373e-05+0.00047363i,-0.00010041+6.5037e-05i,-0.00013956-0.00053651i,-8.5278e-05-0.00028029i,-0.00016477+0.00018206i,-0.00010885+0.00019562i,-0.00049573+0.00055628i,-0.00019131+0.00010336i
0.00030037+0.001198i,0.00066593+0.0015398i,0.00079223+0.0020447i,0.0012215+0.0018324i,0.0013046+0.0017009i,0.00096806+0.0007923i,0.00019261-0.00011492i,2.527e-05+0.00027273i,-2.3301e-05+0.00025403i,-1.029e-05+0.00057952i,0.00032224+0.00062571i,-0.00020719-0.00046332i,-0.00045416-0.00099671i,0.00026778-0.00090423i,5.1645e-05-0.00054063i,-0.00022812-0.00073378i,-0.00011444-0.00072572i,0.00013279-0.00027133i,0.00059769+0.00028066i,0.00055413+5.3561e-05i,0.00035618+3.5213e-05i,0.000248+0.00081388i,0.00013859+0.00060625i
-0.0016191-0.00030589i,-0.0025867-0.00066148i,-0.0020298+0.00022396i,-0.00091467+0.0004793i,-0.00044206+0.00031517i,0.00024841+0.00088374i,0.00022865+0.00069342i,3.5214e-05-0.00026656i,-0.00042347+3.3878e-05i,-0.00016421+0.00034516i,0.00081446+0.00028602i,0.00013769-7.2721e-05i,-0.00010738-0.00032481i,0.00046085-0.00012731i,0.00044622+0.00032909i,0.0002144+0.00020251i,4.1057e-05+0.00026612i,-7.7744e-05+0.00064899i,-0.00020039+0.00018729i,-0.00011367-0.00031919i,-0.00023446-0.00016022i,-0.00079525+8.9837e-05i,-0.00095386+0.00026554i
0.00051476+0.00048971i,8.1841e-05-4.9133e-05i,0.00011999+0.00065582i,-0.0007514+0.00042893i,-0.00084623-0.00087048i,-0.00017677-0.00075701i,-0.00042179+6.9505e-05i,-0.00063376+0.00015312i,-0.00015763-0.00032472i,0.00032-0.00070161i,0.00081545-0.00025959i,0.00067968+0.00079573i,0.00037558+0.0017671i,-0.00038789+0.0015826i,-0.0011727+0.00069301i,-0.00035902-4.2809e-05i,0.00013651-0.00079115i,-0.00041171-0.0009963i,-0.00092568-0.00090778i,-0.0010006-0.00086618i,-0.00084676-0.00043964i,-0.00066317-0.00018541i,-2.7062e-05-0.00029329i
-0.0014574-0.0003849i,-0.0014456+0.00092467i,-0.0014449+0.001545i,-0.0015192+0.001649i,-0.0013096+0.0015201i,-0.00081838+0.0015598i,-0.00031126+0.0012395i,-0.00041405-1.8803e-05i,-0.00028166-0.00067337i,-7.6494e-05-7.343e-05i,-0.00037296-6.8437e-05i,-0.00029567-0.00063458i,0.00014778-0.00097161i,8.1434e-05-0.0011988i,-0.00022742-0.00026966i,0.00021622+0.0010322i,8.6435e-05+0.00097429i,0.0002308+0.00062515i,0.00084648+0.00025618i,0.00063359-1.5319e-05i,-0.00035125+0.00015434i,-0.00020785+0.00020986i,0.00031291-0.00011784i
-0.0017396-0.00026125i,-0.0023154-0.00014865i,-0.0029046+0.00039944i,-0.0020987-9.306e-05i,-0.0011262-0.0001285i,-0.00046888+0.00051704i,0.00034771+0.00086563i,0.00071311+0.00077353i,0.00023046+0.00086275i,-0.00024032+0.0015453i,-0.00045243+0.0013683i,-2.9069e-07+0.00041241i,0.00057419-0.00027332i,0.0011712-0.0008366i,0.0016107-0.00070523i,0.0010038+0.0001233i,0.00064348+0.00066077i,0.00013625+0.00091663i,-0.001027+0.00071889i,-0.00059563-8.5094e-05i,0.00066044+8.8505e-05i,0.00017053+0.00048422i,-0.00083327+0.00040004i
-0.003587+0.0024413i,-0.0025347+0.0017136i,-0.0025192+0.0019813i,-0.0004996+0.0019388i,0.0019502+0.0018554i,0.0020437+0.00053985i,0.0012495-0.00055525i,0.00071118-0.0003022i,0.00087114-0.00015336i,0.00088072+0.00028301i,0.00049875-0.00015287i,0.00013964-0.00068719i,-3.2481e-05-0.00041837i,0.00016297-0.00032762i,0.00015888-2.7896e-05i,-0.00033655+0.00012829i,-0.00012668-0.0002397i,0.00057052-0.00049239i,0.000372+2.5538e-05i,-0.00051865+0.00057145i,3.1322e-05+0.00083403i,3.2157e-05+0.00069322i,-0.0012716+0.0002345i
0.0021623+0.00052331i,0.0010784+0.00042907i,0.0010274+0.0008429i,0.00011124+0.00083764i,-0.00096754+0.0008151i,-0.00064448-0.00012013i,-0.00023649-0.00078174i,0.00018464-0.0002291i,0.00059486+0.00029619i,0.00066906+0.0002594i,0.00047348-1.3295e-05i,-3.5632e-05-0.00040746i,-1.9648e-05-0.0004457i,0.00020528-0.00032477i,0.00085835+4.5822e-06i,0.0013039+3.9996e-06i,0.00090694-0.00040337i,0.0007876-0.00041797i,0.00031548-1.2417e-05i,-0.00018502+0.00026001i,0.00029498+6.8302e-05i,0.00048137-0.00041141i,0.00076663-0.00029067i
-0.00070459+0.0013391i,-0.0008381+0.0010788i,-0.00024665+0.0014556i,0.00011381+0.0018478i,0.00033964+0.0017506i,0.000859+0.00082958i,0.00077201+0.00041309i,-0.00017095-0.00040599i,-0.0011658-0.00088595i,-0.00039559-0.00019952i,-8.1475e-05+0.00023198i,-0.00068914+0.00059029i,-0.00035142+0.0013937i,-0.00041614+0.0012733i,-0.0001202+0.00052698i,0.00051467+0.00094168i,-0.00017341+0.00093584i,-0.00078317+0.00013712i,-0.00072913-0.00023427i,-3.1883e-05-0.00064703i,0.0001549+4.5482e-05i,-0.00020219+0.00075901i,-6.6021e-06+0.00068867i
0.0013422+0.00075757i,0.0016398-0.00044324i,0.0020476-0.00033492i,0.0021595-0.00091184i,0.0013039-0.00089945i,-0.00023626-0.00031163i,-0.00064661+0.00012724i,-0.00065578+0.00029246i,-0.0008601-0.00027987i,-0.00057203-0.00053241i,-0.00016677-5.1445e-05i,-0.00053996-8.0783e-06i,-0.0010563+0.00018676i,-0.00039041+0.00047877i,0.00063554+0.0005561i,0.0006012+0.00076853i,0.00034088+0.00057082i,0.00032495+0.00019629i,-0.00017171+0.00052841i,-0.00045599+0.00090601i,0.00027761+0.00064609i,0.0004181+0.00014752i,0.0010526-8.6534e-05i
-0.00048981+0.0010478i,-0.00099229+0.00082856i,-0.00077679+0.0019845i,-0.00060139+0.002825i,-0.00018926+0.0015977i,0.0004816+4.211e-07i,0.00084017-0.00057115i,0.0008502-8.8231e-06i,0.0001317+0.00013406i,-0.00052702+0.00010785i,-0.00028059-1.2543e-05i,-9.6558e-05+0.00022566i,-0.00057367+0.00026243i,-0.00037083-0.00023066i,-0.00052689-0.00038657i,-0.00072932+0.00038946i,-0.00029626+0.00044241i,0.00013158-0.00032199i,0.00031062-0.00049011i,0.0004677-0.00019095i,0.00051529-8.1046e-05i,0.00050549-0.00057272i,0.00034446-4.2419e-05i
0.00048383+0.0004019i,0.00092343+0.00017119i,0.0013968+0.0001319i,-5.0027e-05+0.0011347i,-0.00071618+0.0014007i,0.00012724-0.00054327i,0.00057658-0.0014328i,0.00077273-0.00055722i,0.00098393+7.6168e-05i,0.0010091+0.0003441i,0.0007425-3.3468e-05i,0.00045852-0.00017828i,-6.9606e-05+0.00049261i,-0.00043565+0.00030595i,-0.0001624+6.3694e-05i,-0.00051604-0.00027662i,-0.00077147-0.00075645i,0.00016974-0.00036397i,0.00039325+0.00034072i,-0.00010578+0.00087361i,-0.00018645+0.00094408i,-0.00019408+0.00025949i,-0.00093529-0.00048078i
5.9586e-05+0.00022517i,4.5678e-05+0.00029108i,-0.00022773-0.0004316i,-0.00012181-0.00064352i,0.00045586-1.2722e-05i,0.001473+2.2062e-05i,0.0015394+2.1111e-05i,0.0012296-0.00023394i,0.000905-0.00021318i,0.00055192-0.00024507i,-0.00015863-7.3388e-05i,-0.00017541+0.00012508i,0.00036718+0.00044756i,0.00028546+0.00045392i,0.00048497+0.00056131i,0.00065153+0.00066772i,0.00010352-0.00020475i,7.2238e-05-0.00059959i,7.8014e-05+0.00012826i,0.00020643+0.00068328i,0.00020316+0.00057922i,-0.00033982+0.00017908i,-0.00071215-0.00016795i
0.0024672-0.0010328i,0.0028375-0.0015356i,0.0023581-0.0025975i,0.0013862-0.0023713i,0.00045094-0.0015512i,-0.00038998-0.00071999i,0.00010015-0.00053727i,0.00027038-0.0006556i,-1.3128e-05-0.00035886i,-0.00073488+0.00056555i,-0.0012699+0.00059079i,-0.0012114-0.00010897i,-0.00096504+4.9719e-05i,-0.0005423+0.00055848i,-0.00027835-2.0232e-05i,0.00018065-0.00041875i,0.0014959-0.00023518i,0.0011726-0.00027782i,0.00011138-0.00063404i,0.00072999-0.00047625i,0.00080469+0.00031361i,0.00034942+0.00071354i,0.00032137+0.00050778i
-0.0012099-0.00074772i,-0.00090481+0.00024685i,-0.0012801+0.0014188i,-0.00051171+0.0019198i,0.00095435+0.0019853i,0.0018041+0.0016208i,0.0014066+0.00062196i,0.0016632-0.00035516i,0.0014387-0.00016484i,0.00032859+0.00089794i,-0.00031972+0.00067286i,0.00049925-0.00058552i,0.00047867-0.00090286i,-0.00039986-0.00074253i,-8.8476e-05-0.00026315i,0.00054028+0.00021477i,0.00017203+0.00034328i,-0.00034321-0.00021687i,-0.00039991+0.00011574i,-0.00023593+0.00054581i,0.00030459-0.00054805i,0.00050352-0.000853i,0.0003247-0.00037778i
-0.0024503+0.00055144i,-0.0012715+6.8683e-05i,-0.0012018+0.00016333i,-0.00057256+0.0015344i,-4.8116e-05+0.0020229i,-0.00042363+0.00098221i,-0.00098459+0.0001819i,-0.0009739-0.00054921i,-0.00050471-0.00048977i,2.8917e-05+6.4986e-05i,-0.00014595+0.00059716i,-0.0010005-0.00015327i,-0.00076453-0.0011135i,-0.00054001-0.00063688i,-0.00056099-0.0001296i,6.305e-05+0.00018013i,0.00021613+0.0003992i,-0.00018475+0.00075542i,-0.00019672+0.00079078i,0.00017569-0.0001544i,-0.00025144-0.0010474i,-0.00069592-0.0011252i,-0.00063851-8.3236e-05i
-0.0011605-0.00099312i,-0.0011787-0.0016816i,-0.00091156-0.00097176i,-0.0011598+0.00088134i,-0.00082878+0.0013418i,-0.00083489+0.0015649i,-0.00011859+0.0014881i,0.001002+0.00038235i,0.00099887+0.00035434i,0.0001667+0.00081276i,-0.00029673+0.00030996i,-2.6065e-05-9.9275e-05i,0.00030474-0.00012164i,0.00062593+3.7281e-05i,0.00016093+6.3464e-05i,0.00017677+0.00020087i,0.00025969+0.00053586i,-0.00026341+0.0010145i,-0.00011312+0.0001761i,0.00017296-0.00067972i,-0.00044103-0.0002979i,-0.0010143-0.00029057i,-0.0011844-0.00042782i
-2.1736e-05-0.00027474i,0.0003167+0.000544i,-0.00016723+0.00052659i,-0.00059274+0.00056829i,-0.0011819+0.0011703i,-0.00070655+0.0010351i,0.00024+7.8179e-05i,0.00043722-0.00036431i,0.00037565-0.00056387i,-0.00033807-0.00015804i,-0.001306-0.00018182i,-0.0012639-0.00053489i,-0.00043641-0.00037416i,3.5991e-05-8.0346e-05i,-0.00043229-2.7905e-05i,-0.00084443-1.7589e-05i,0.00022207+7.327e-05i,0.00094723-0.0003883i,0.00032499-0.00063196i,-0.00013482-0.00046553i,-7.4865e-05-0.0005108i,-0.00029332-0.00034695i,-0.00033656+0.00011634i
-0.00053156+0.00018868i,-0.00021892-0.00016132i,-0.00057243+0.00013935i,-0.00077817+0.00061712i,0.00018127+0.001536i,0.0012238+0.0017387i,0.0016475-0.0001912i,0.0012504-0.00074438i,0.00012799+0.00011452i,0.00011112+0.00032749i,0.00048352+0.0003609i,0.00030409-0.0002159i,0.0012628+7.642e-06i,0.0012538+0.00017548i,0.00066765-2.6455e-05i,0.00057029+0.00020463i,0.00013509+0.00012679i,-0.00022471+5.5871e-05i,-0.00043223-0.0002539i,-0.00058538-0.00038741i,-0.00034487-1.461e-05i,-0.0003492+0.00023701i,-0.00053902+0.00045312i
9.223e-05+0.0020081i,0.00030944+0.00079847i,0.00018105-0.00068988i,-0.00039275-0.00094243i,-0.00048655-0.00035607i,-0.00035662-0.00067005i,0.00047269-0.0011263i,0.00079455-0.00040993i,0.00051901+0.00030148i,0.00068294+0.00022817i,0.00054619+5.9047e-05i,0.00017548+0.00026267i,-0.00041363+0.00026824i,-0.00075167-0.00069499i,-0.00032293-0.0011041i,-5.5999e-05-0.00052613i,0.00010816-0.00037142i,0.00041197-0.00049493i,0.00050213-0.00030299i,0.00041156-0.00021994i,0.00038397-0.00033684i,0.00078099-0.00018682i,0.00085299-0.0003383i
2.3751e-05-0.00056731i,0.0005015-0.0003525i,0.00044419+0.0011151i,-0.00015864+0.0017404i,-0.0010388+0.0013664i,-0.00074037+0.00042067i,0.00014056-0.00013829i,0.00044104-0.0005329i,0.00078626-0.00045055i,0.00065004+0.00031975i,0.0003415+0.00065526i,0.00041148-0.00049268i,-0.00016572-0.00066868i,-0.00047695-0.00022866i,7.1237e-05+7.3841e-05i,0.00038808+0.00021279i,0.00050064+0.00027523i,0.00018531-0.00012102i,-9.5107e-05-0.00047658i,6.8267e-05-0.00016305i,0.00015477+0.00016543i,0.00035434+0.00040506i,0.00059479+0.00035129i
-0.00052876-0.0013189i,-0.00046116-0.00043527i,-0.00078597+0.00081857i,-2.8644e-06+0.0019018i,0.0014805+0.0025603i,0.0016367+0.0019201i,0.0010205+0.00044886i,0.00020717-0.00061301i,-0.00034959-0.00050189i,-0.00039184+0.00031444i,7.1198e-05+0.00041046i,0.00044131-0.00042871i,0.00036931-0.00065557i,0.00057481-0.00029125i,0.00039826+0.00021669i,-0.00059288+0.00013267i,-0.00070705-0.0005529i,-6.63e-06-0.00054957i,5.1777e-05+0.00014489i,-3.1271e-05+0.00024993i,-0.00017211-4.4773e-05i,1.2481e-05-0.00078217i,0.00042199-9.9269e-05i
0.0017582-0.00094711i,0.001178-0.0010851i,-0.00061203-0.0020308i,-0.0014121-0.0020677i,-0.00088765-0.001708i,-0.00028002-0.00056117i,0.00021917+0.0004672i,0.00032031-0.00062653i,0.00035145-0.0012107i,-0.00018021-0.00081983i,-0.00018014-0.00030869i,-0.00035827+0.00022389i,-4.0562e-05+0.00049966i,0.00044735+0.00087533i,-4.3446e-05+0.00073534i,0.00045728+0.00017253i,0.00048709-0.00025593i,-7.784e-06-0.00010338i,-0.00019471+0.00029568i,-0.00069149+0.00043119i,-0.00057692-1.0866e-05i,-0.00012635-0.00037696i,0.00024297+0.00016192i
0.00046599-0.0015136i,0.0011444-0.0012069i,4.7166e-05-0.0021633i,-0.0020963-0.00087982i,-0.0026135+0.0011561i,-0.0017225+0.0015168i,-0.0005796+0.0007676i,0.00016683-0.00017017i,0.00072838+1.1746e-05i,0.0004394+0.00052454i,-0.0001969+0.00043974i,-0.0003207+0.00024174i,-0.00015363-0.0001975i,-4.9274e-05-0.00039241i,0.00029425+0.00032273i,0.00041865+0.00053523i,0.00038927+3.9514e-05i,0.00019299-0.00017248i,-0.00025839-0.00030618i,-7.2089e-05-0.00051725i,7.0276e-06-0.0001415i,-0.00046958-0.00019174i,-0.00082862-0.0010372i
-0.0021892+0.001212i,-0.0025352+0.0013102i,-0.0018311+0.0030927i,-0.00028548+0.0049086i,0.00087623+0.0034538i,0.0015878+0.00091394i,0.0011757+0.00021791i,0.00037802+0.00067309i,2.4086e-05+0.00012744i,-0.00013046-0.00075457i,-0.00043641-0.00037574i,-0.00031733-0.00073296i,-0.00022298-0.0012667i,-0.00026189-0.00038857i,-0.00010581+0.00016678i,-0.00011323+0.00027712i,-0.00044075+0.00038987i,-0.00091109+0.00020519i,-0.00092372-0.00031824i,-0.00062461-0.00046377i,-1.9927e-06+0.00016288i,-0.00020435+0.00037112i,-0.00090286+0.00036743i
0.00018377-0.00027652i,-0.00041437-0.0012729i,-0.0011561-0.0010585i,-0.0010152-0.00052913i,-0.00097664-0.00038816i,-0.00073286+0.00027606i,-4.6945e-05+0.00079398i,0.00050839-5.9685e-06i,8.6853e-05-0.00061187i,-0.0007042-0.00068493i,-0.0014176-0.00064176i,-0.00058067-1.2837e-05i,0.00030008-9.2742e-05i,-4.4897e-05-0.0005637i,0.00012707-0.00051871i,0.00038875-0.00040545i,0.00066877-0.00038241i,0.00043373-0.00037087i,-0.00012689-0.0002821i,7.5743e-05-0.00035462i,0.00025521-0.0005251i,-0.0003533-0.00041539i,-0.00082824+1.4887e-05i
-0.00040922+0.00026796i,0.00084568+0.00026666i,0.00091028+0.00095319i,-0.00020753+0.00070105i,-0.00027209+0.00055348i,0.00033079+0.00051827i,0.00041796+2.9237e-05i,0.00010005-0.0011231i,-0.00051414-0.0012013i,-0.00057802-0.00022209i,-0.00029707-0.0001025i,0.00064238-0.00063251i,0.00055897-0.0012915i,-3.5163e-05-0.0007067i,0.00033954+0.00029937i,8.6581e-05+2.3544e-05i,-0.00035235-0.00094487i,-0.00060119-0.00062861i,-0.00046539+0.00055523i,-0.00034994+0.00019099i,-0.00052913-0.00058811i,-0.00077321-0.00065292i,-0.0006434-0.00071295i
0.0041455+0.00046989i,0.0030787+0.00029191i,0.0014239-0.00092135i,0.00071897-0.0019038i,0.00042278-0.002i,-0.00048575-0.0007904i,-0.00041108-0.0010543i,-0.00019105-0.0012207i,-0.00050133-0.00094428i,-0.00056988-0.0010421i,-0.00075664-0.0001703i,-0.0012882+0.00071928i,-0.0017407+0.00033059i,-0.00088148-0.00020812i,0.00020833+0.00012106i,0.00086458-2.718e-05i,0.0014735-0.00023347i,0.0015614-0.00066428i,0.00061378-0.00097722i,-0.00023941-4.2894e-05i,-8.5196e-05+0.0004728i,0.00054162-0.00058241i,0.00051497-0.0008862i
-0.00032511-0.00063471i,9.1025e-05-0.00035983i,0.00015801+0.00036792i,0.00094393+0.0011962i,0.0017946+0.002117i,0.0013026+0.0012652i,0.00077617+0.00033254i,0.00051125+0.00031322i,-0.00027661-0.00030347i,-0.0009244-0.0003836i,-0.00011929+0.00048522i,0.00063081+0.0010844i,0.00056048+0.0014205i,0.0003941+0.0006028i,2.9788e-05-0.0002426i,-7.8302e-05-2.1888e-06i,-0.00030539-0.0002797i,-0.00068919-0.00076027i,-0.00085041-0.00050453i,-0.00045303-0.00060735i,0.00061312-0.00014355i,-0.00015386+0.00080867i,-0.00078265+0.0010042i
0.00049586+0.0005482i,0.00035768+0.00042429i,-0.0001225-0.00062931i,-0.00043312-0.00097664i,-1.2187e-06-0.00030907i,0.00055791+0.00018077i,6.7177e-05+0.00020561i,-0.00035108+0.0001856i,-0.00062241-3.8791e-05i,-0.00053854-0.0002847i,-0.00050776-0.00028117i,-0.00020313-4.1614e-05i,0.00017825+0.00017325i,0.00020981+0.00026709i,0.00053454-8.3072e-05i,-4.1314e-05-0.0006983i,-0.0003411-0.00032253i,0.00040859+0.0007808i,8.8771e-05+0.00076957i,8.372e-06+5.4765e-05i,0.00054639-5.259e-05i,0.00021333+8.6834e-05i,-9.3927e-05+0.0001622i
-0.00098715+0.00021143i,0.00052116+0.00012253i,0.0012195-0.0012772i,0.00078063-0.0011523i,0.00011414-0.00025642i,4.5633e-06-0.00020635i,0.00062858-0.00048451i,0.00090387-0.00083614i,0.00024184-0.00032997i,0.00037599+0.00010176i,0.00073825+0.00050661i,0.00093362+0.00070892i,0.0006245+0.00043838i,0.00073153+0.00083648i,0.0009348+0.00093681i,0.0010919+0.00061926i,0.0011808+0.00070273i,0.000377+0.0010136i,-9.2965e-05+0.00085542i,-2.7236e-05-6.3392e-05i,6.208e-05-0.00022827i,-0.00039273-0.0005106i,-3.3905e-05-0.00090335i
-0.00029972-8.2112e-05i,0.00016853-9.7068e-05i,0.0010655+0.00018444i,0.0017388+0.00026256i,0.0006617+0.00015523i,7.0077e-05-7.5275e-05i,0.00036496-0.00014235i,0.00027605-0.00084326i,-0.00018858-0.00052248i,-0.00058429+0.00047183i,-0.00028653+0.00076839i,-0.00020144+0.00040951i,-0.00041823-0.00021128i,-0.00055795-0.00018769i,-0.00022274+0.00077584i,-3.3008e-05+0.0014438i,0.00013211+0.00092181i,0.00024059-5.513e-05i,0.00016065-0.00024212i,0.00062238-6.2317e-05i,0.00043541+0.00026259i,-0.00040883-1.3049e-05i,-0.00090627-0.00019028i
0.00088068-0.0011488i,0.00054443+0.00080399i,-0.00056089+0.001251i,-0.0022608-0.0001302i,-0.0018237-0.0011919i,-0.00020716+0.00011575i,0.00032398+0.00066523i,0.00041328+0.00021739i,0.00041633-0.00050307i,0.00041512-0.0008692i,5.2e-05+0.00016477i,-0.00091248+0.00085185i,-0.00071315+0.00082858i,0.00063072+0.00074689i,0.0011162+0.00064504i,0.00076083+9.1643e-05i,0.00047075-0.00015924i,0.0011134+8.941e-05i,0.0010363+0.00033527i,2.2014e-05-0.00014894i,-0.00012192-0.00049161i,0.00013211-0.00051309i,0.00017719-9.4076e-05i
0.00014871+0.0020478i,-0.00017997+0.0024535i,0.001438+0.0031794i,0.003008+0.003261i,0.0026117+0.0017902i,0.00086236+0.00012399i,0.0002285-0.00071797i,0.00033499-0.0013399i,9.9473e-05-0.0010995i,0.00064307-0.00013448i,0.0014469-6.7172e-05i,0.00085051-0.0002494i,0.0001499-0.00011544i,8.1823e-05+0.0003897i,-8.5778e-05+0.00052536i,-0.00076294+0.000118i,-0.00041858-0.00071368i,0.00033165-0.0014693i,0.00062175-0.0014291i,0.00084529-0.00085202i,-0.00017782-0.00020785i,-0.00057358+0.0003437i,-5.6497e-05+0.0007735i
-0.0012503+0.0015059i,-0.0010056+0.00076599i,0.00020715+0.00033645i,0.00021094+0.00067531i,-0.00054443+0.00097836i,-0.00090136+0.00080494i,9.0256e-05+0.00077234i,0.00075571+0.00057236i,0.00077728-5.0823e-05i,0.0008338-0.00013251i,0.00099664-0.00033128i,0.0011007-0.00067795i,0.00017642-0.00044711i,-0.0011145-0.00037393i,-0.001357+6.0462e-05i,0.00026567+0.00097185i,0.001002+0.0010037i,0.00026508+0.00053928i,-0.00030195+0.00068518i,-0.0004655+0.00085824i,6.8516e-05+0.0010427i,0.00033038+0.00060377i,0.00022829+0.00023253i
0.00022807+0.00013534i,0.00029542-0.00019258i,-0.00081682+0.00013763i,-0.0015856-0.00018586i,-0.00050638-0.0003454i,0.00012536-0.00050352i,0.00019093+1.8509e-05i,0.00014714-2.1602e-05i,-0.00018665-0.00042336i,-0.000656-0.00050626i,-0.00078065-0.00060072i,-0.00045605-0.0005029i,0.00029623-0.00012569i,0.00010848-0.00027221i,-0.00050509-0.0004891i,-0.0004159-0.00013816i,0.00053463+1.5987e-05i,0.00063681-0.00014896i,-0.00038558+1.2541e-05i,-0.00038993-0.00010485i,-0.00036673+1.5344e-05i,-0.00030923+0.00015991i,0.00025296-0.00032655i
