0.00011079+0.00076654i,0.00046751-0.00048142i,-0.001767-0.00025742i,-0.0031783+0.00095793i,-0.0023219+0.0012914i,-0.00060936+0.0012715i,0.00041274+0.0011783i,0.00085195+0.00043398i,0.0012207-0.00011426i,0.00059772-0.00048372i,-0.0001867-0.0010697i,9.7191e-05-0.0012161i,0.00012336-0.00069379i,0.00024896-0.00085501i,0.00043134-0.0010869i,0.00045469-0.00056353i,0.00072197-0.00030971i,0.00044951-0.00023848i,6.2378e-05+8.9704e-05i,0.00031435+0.00014146i,0.00023935-8.5555e-05i,0.00028277+8.5968e-05i,-2.2526e-05+8.7098e-05i
-0.090107+0.19051i,-0.069311+0.39498i,0.13271+0.47067i,0.40095+0.28407i,0.4357+0.042543i,0.24691-0.028377i,0.11558+0.0041196i,0.061604+0.00078842i,0.0079593-0.0048735i,-0.014817+0.024334i,-0.011976+0.051313i,-0.0096799+0.05992i,-0.0036775+0.043591i,-0.0023859+0.0052072i,-0.014239-0.026722i,-0.029387-0.033228i,-0.035025-0.022003i,-0.029703-0.0098445i,-0.018808-0.0037113i,-0.01101-0.0055131i,-0.012971-0.0078566i,-0.016383-0.0021136i,-0.014999+0.0017619i
-0.10017-0.21783i,-0.26939-0.40746i,-0.45235-0.47061i,-0.51173-0.31432i,-0.39189-0.11641i,-0.213-0.023513i,-0.089734+0.024325i,-0.0018285+0.05221i,0.039423+0.040213i,0.02471+0.014992i,0.0060819-0.0097593i,0.0032731-0.034349i,0.0025925-0.037976i,0.0037976-0.01789i,0.011165+0.0033596i,0.019982+0.011962i,0.018517+0.011593i,0.0054658+0.012091i,-0.0088791+0.014549i,-0.013758+0.014989i,-0.0074441+0.010017i,-0.00076399+0.00023738i,0.0032521-0.005853i
0.23553+0.041668i,0.4623+0.020285i,0.57545-0.089975i,0.43407-0.23683i,0.20322-0.25134i,0.096035-0.15108i,0.061573-0.11986i,0.00049036-0.13037i,-0.040369-0.079754i,-0.018683-0.014249i,0.0096016+0.0095462i,0.0045825+0.011476i,-0.016024+0.013533i,-0.029435+0.011864i,-0.034225+0.0047214i,-0.034168+0.0017597i,-0.024195+0.0063888i,-0.0040405+0.010643i,0.011455+0.010943i,0.013346+0.011286i,0.0071737+0.012632i,-0.00069778+0.013228i,-0.010094+0.013066i
-0.17162+0.17971i,-0.35141+0.40836i,-0.4569+0.66036i,-0.35736+0.77743i,-0.16803+0.64835i,-0.073734+0.39233i,-0.050381+0.22945i,-0.010634+0.15461i,0.020344+0.065671i,0.0056818-0.0083465i,-0.018099-0.028727i,-0.024174-0.022201i,-0.01359-0.012286i,0.007713-0.0066998i,0.025236-0.0059376i,0.030043-0.0062859i,0.026384-0.0064891i,0.01845-0.0061223i,0.0098025-0.0083602i,0.0058527-0.010801i,0.0049743-0.010977i,0.001762-0.0082984i,0.0029429-0.00074066i
-0.021357-0.23551i,-0.009569-0.49688i,0.037636-0.69498i,0.076111-0.67008i,0.081339-0.48164i,0.04566-0.30192i,-0.010477-0.19729i,-0.046348-0.12172i,-0.04024-0.053192i,-0.014038-0.01601i,-0.0017763+0.0029448i,0.0050234+0.02137i,0.0092301+0.027863i,0.0021709+0.02413i,-0.0087459+0.017782i,-0.013271+0.0097077i,-0.012757-0.0012934i,-0.011712-0.011684i,-0.0072168-0.013334i,-0.0006266-0.010127i,0.0039605-0.0098644i,0.0063229-0.0098563i,0.0035794-0.0081168i
0.2058+0.10564i,0.40239+0.25078i,0.53844+0.36146i,0.51322+0.32456i,0.35988+0.21637i,0.19314+0.16247i,0.11318+0.16371i,0.10242+0.14005i,0.066304+0.069764i,0.005947+0.021696i,-0.014727+0.0081224i,-0.0058233-0.0083366i,0.00095158-0.026369i,0.0042491-0.032548i,0.0086102-0.029936i,0.011221-0.024571i,0.0076237-0.013714i,-0.001885-7.9169e-05i,-0.011727+0.0089032i,-0.017283+0.010717i,-0.017746+0.0096402i,-0.010832+0.0084582i,0.00058948+0.0023152i
-0.19553+0.089905i,-0.44794+0.09575i,-0.6808-0.0091609i,-0.74303-0.14154i,-0.60571-0.17351i,-0.35759-0.15962i,-0.17209-0.18149i,-0.1025-0.17418i,-0.052618-0.1033i,0.0020608-0.041452i,0.0231-0.016944i,0.020103-0.0078665i,0.010739-0.0019199i,0.0020166+0.0077742i,-0.0032736+0.015911i,-0.010629+0.015395i,-0.017021+0.010781i,-0.013184+0.0067047i,-0.0015172+0.0022937i,0.0071217-0.0028963i,0.0097027-0.0071408i,0.0048847-0.010603i,-0.0070681-0.01054i
0.029125-0.18372i,0.14613-0.31093i,0.30652-0.27961i,0.3898-0.08878i,0.33058+0.045752i,0.20334+0.084151i,0.10726+0.11476i,0.060485+0.12059i,0.034404+0.08283i,0.017381+0.039611i,0.0013051+0.0072132i,-0.018072-0.0079997i,-0.023596-0.0089391i,-0.015827-0.01094i,-0.0073399-0.012262i,0.0013021-0.0084059i,0.0095671-0.0011666i,0.011145+0.0038424i,0.0034535+0.0056088i,-0.0020946+0.0097726i,0.0020131+0.013662i,0.0080703+0.012408i,0.0094136+0.0068783i
0.12267+0.12003i,0.16396+0.284i,0.085295+0.41245i,-0.061885+0.39737i,-0.13099+0.2755i,-0.11587+0.11177i,-0.10196-0.031392i,-0.094566-0.075302i,-0.052978-0.050989i,-0.011177-0.03144i,0.0025969-0.018097i,0.0074758-0.0033995i,0.010496+0.0065719i,0.0093657+0.010387i,0.0055868+0.011024i,0.0013173+0.010068i,-0.0027167+0.0038658i,-0.0058105-0.0047768i,-0.0065707-0.0095006i,-0.0064982-0.011418i,-0.0079789-0.011752i,-0.010471-0.0062423i,-0.0094411+0.0039727i
-0.12931+0.020378i,-0.2208-0.056548i,-0.15343-0.22327i,0.068704-0.36454i,0.19998-0.3456i,0.16174-0.17337i,0.12191+0.021686i,0.116+0.098416i,0.07559+0.074678i,0.024224+0.040985i,-0.00098955+0.023755i,-0.0019884+0.016839i,0.0041471+0.0069672i,0.0026608-0.0045527i,0.0013707-0.0068539i,0.0065007-0.0061623i,0.010821-0.0061236i,0.011538-0.0027866i,0.010135+0.0037051i,0.011056+0.0081192i,0.012246+0.0060407i,0.013193+0.00087471i,0.015888-0.0063628i
0.041313-0.09705i,0.10606-0.1474i,0.093026-0.081191i,-0.041178+0.07249i,-0.12339+0.14559i,-0.080533+0.074175i,-0.051214-0.049842i,-0.056532-0.10123i,-0.033993-0.070733i,-0.00027258-0.028479i,0.019701-0.010669i,0.023553-0.01354i,0.01557-0.012303i,0.006991-0.0013098i,-0.00068256+0.0036407i,-0.0095954+0.00085411i,-0.017086-0.0025813i,-0.019445-0.0037859i,-0.015373-0.0060702i,-0.012173-0.0097146i,-0.01134-0.0060558i,-0.0069615+0.001636i,-0.0032135+0.0038876i
0.042254+0.08578i,0.034345+0.1716i,-0.012969+0.15646i,-0.049876-0.012411i,-0.061857-0.14669i,-0.054186-0.10783i,-0.011627-0.0013868i,0.022165+0.040113i,0.011996+0.033385i,-0.0027494+0.027168i,0.0010186+0.016965i,0.0016972+0.0031374i,-0.0046042-0.0058038i,-0.0056764-0.010541i,-0.0015145-0.012432i,0.0039442-0.010396i,0.010132-0.0070644i,0.017205-0.0059032i,0.018197-0.0078896i,0.012125-0.0097372i,0.0044744-0.010344i,-0.0030622-0.01167i,-0.0074552-0.01109i
-0.07472-0.0084414i,-0.12834-0.024002i,-0.10146+0.038095i,0.012222+0.21416i,0.097702+0.30931i,0.089605+0.19509i,0.013501+0.036223i,-0.047057-0.024424i,-0.042493-0.022402i,-0.017392-0.018391i,-0.010598-0.015846i,-0.01046-0.0058303i,-0.0018359+0.0058456i,0.008997+0.0090169i,0.0069454+0.0066468i,-0.0054154+0.0094251i,-0.014754+0.01328i,-0.02078+0.012061i,-0.025442+0.009981i,-0.02342+0.012162i,-0.01289+0.013494i,-0.0010592+0.011117i,0.0060198+0.011067i
0.044525-0.049418i,0.11687-0.10233i,0.14113-0.16879i,0.062701-0.25421i,-0.038141-0.27394i,-0.083241-0.14881i,-0.051512+0.00042106i,-0.00058531+0.058142i,0.0061508+0.052403i,-0.0039377+0.035366i,-0.0058531+0.025333i,-0.0022533+0.021108i,-0.0016304+0.013688i,-0.009445+0.0051537i,-0.0097981-0.00029902i,0.0037302-0.006723i,0.016467-0.013371i,0.020583-0.016319i,0.019139-0.013187i,0.01577-0.009158i,0.009466-0.0071874i,0.00078964-0.0041341i,-0.002734-0.0016976i
0.00031223+0.04319i,-0.014642+0.11039i,-0.016411+0.15282i,0.056274+0.16269i,0.15627+0.15398i,0.17746+0.078676i,0.11647-0.017038i,0.056403-0.048088i,0.037678-0.033089i,0.025041-0.012057i,0.010548+0.0070453i,0.010011+0.014869i,0.014274+0.0075868i,0.014522-0.0025608i,0.010924-0.0050716i,0.0029095+0.0012521i,-0.006079+0.011479i,-0.010159+0.019729i,-0.0063974+0.022131i,0.0017626+0.017125i,0.0097418+0.0062605i,0.014382-0.0042157i,0.014675-0.0071779i
-0.03111-0.027339i,-0.083527-0.074408i,-0.15272-0.12818i,-0.24884-0.14772i,-0.31302-0.12493i,-0.26118-0.063247i,-0.14792-0.0013799i,-0.065733+0.018581i,-0.032359+0.0072446i,-0.020844-0.0052309i,-0.011559-0.0091136i,-0.0059405-0.01002i,-0.0076461-0.0037712i,-0.0078306+0.0086493i,-0.00046026+0.0097364i,0.0065439-0.0059158i,0.0086911-0.020289i,0.010177-0.02499i,0.01083-0.026303i,0.003954-0.025882i,-0.006103-0.016403i,-0.0094049-0.0027474i,-0.0074582+0.0033895i
0.031978+0.0025038i,0.095295+0.02558i,0.17938+0.094884i,0.2705+0.15659i,0.31767+0.13477i,0.26112+0.047982i,0.14556-0.027466i,0.063647-0.055285i,0.030361-0.048939i,0.021045-0.029072i,0.016365-0.016848i,0.0060212-0.015276i,-0.00025465-0.015063i,0.00066961-0.017076i,-0.0020682-0.01533i,-0.0074392-0.00048271i,-0.0089073+0.01867i,-0.0067513+0.02683i,-0.0045727+0.022309i,-0.0031774+0.013884i,-0.001423+0.0051517i,-0.00017072-0.0023835i,0.00038109-0.0048729i
-0.024022+0.014146i,-0.060494+0.025546i,-0.12281+0.0039556i,-0.20082-0.033532i,-0.27068-0.030134i,-0.26275+0.015221i,-0.17764+0.052076i,-0.10817+0.059522i,-0.074154+0.052687i,-0.048677+0.035875i,-0.036493+0.017061i,-0.032908+0.011749i,-0.021797+0.013776i,-0.0088714+0.012685i,-0.00071014+0.0083422i,0.0024703-0.0039088i,0.00080489-0.019351i,-0.0021595-0.025821i,-0.0046068-0.021468i,-0.005393-0.008371i,-0.0027201+0.0061934i,0.002695+0.012643i,0.0050798+0.01037i
0.0014239-0.030904i,0.02373-0.06493i,0.089217-0.092751i,0.1979-0.092937i,0.29583-0.077972i,0.29329-0.074598i,0.2004-0.071966i,0.11153-0.047201i,0.066442-0.020225i,0.044393-0.011535i,0.026968-0.0088692i,0.018008-0.0038104i,0.012442-0.0058383i,0.00082862-0.010733i,-0.0061378-0.0023952i,-0.0004069+0.0156i,0.0080099+0.028281i,0.0082229+0.029372i,0.0049465+0.024799i,0.0060642+0.016685i,0.0050039+0.0041392i,-0.0025278-0.0029873i,-0.0069479-0.0020452i
0.014026+0.022453i,-0.0014359+0.051168i,-0.084755+0.085343i,-0.22916+0.10933i,-0.33205+0.11723i,-0.30821+0.11361i,-0.2031+0.097571i,-0.10408+0.070077i,-0.041591+0.042915i,-0.014019+0.024371i,-0.0029972+0.017569i,0.0041871+0.014753i,0.0075829+0.013333i,0.010751+0.014365i,0.009791+0.007276i,-0.00026354-0.0092666i,-0.013237-0.022128i,-0.018022-0.022549i,-0.012423-0.017327i,-0.0036873-0.012993i,0.0050427-0.0082452i,0.010809-0.0061181i,0.013518-0.0047771i
-0.02704-0.00051383i,-0.030234-0.010741i,0.030214-0.040898i,0.16003-0.08773i,0.27107-0.12999i,0.28696-0.15289i,0.21707-0.14077i,0.13367-0.10421i,0.07629-0.069537i,0.040005-0.039883i,0.023647-0.027665i,0.014805-0.03125i,0.0035343-0.030772i,-0.0015653-0.024329i,0.0032458-0.01546i,0.014332-0.0029911i,0.021606+0.0070535i,0.020723+0.010492i,0.014985+0.011083i,0.0060441+0.0087509i,-0.0054146+0.0052635i,-0.012626+0.0060984i,-0.011796+0.0062848i
0.017045-0.022476i,0.029174-0.014623i,0.013403+0.045503i,-0.055434+0.14189i,-0.15239+0.19822i,-0.20676+0.19137i,-0.18206+0.14118i,-0.12872+0.075684i,-0.089187+0.034397i,-0.051648+0.022268i,-0.023078+0.016878i,-0.012816+0.013805i,-0.0036263+0.013701i,0.0033631+0.010816i,-0.0056881+0.0041842i,-0.022846-0.00071433i,-0.029694-0.0030479i,-0.024444-0.0041815i,-0.016186-0.0052237i,-0.0096247-0.0052414i,-0.0032242-0.0056746i,0.002247-0.0099984i,0.0048994-0.014121i
0.0094549+0.025582i,0.0077171+0.015785i,0.012055-0.052789i,0.052312-0.17255i,0.11919-0.25228i,0.15254-0.22753i,0.12987-0.15111i,0.078443-0.085413i,0.04041-0.035802i,0.024565-0.012263i,0.0092752-0.011357i,-0.00846-0.010084i,-0.019641-0.0085617i,-0.022926-0.011468i,-0.01493-0.012156i,0.0016595-0.010082i,0.012847-0.0074909i,0.012237-0.0056375i,0.0065157-0.0033958i,0.0026033+0.0019484i,0.0011383+0.0094089i,0.00087252+0.01558i,-0.0013219+0.017449i
-0.025769-0.004721i,-0.033378-0.00079334i,-0.040134+0.030968i,-0.071131+0.11799i,-0.11752+0.21334i,-0.13577+0.22039i,-0.11988+0.16335i,-0.082087+0.11484i,-0.042433+0.075946i,-0.017744+0.043228i,-0.0017649+0.031113i,0.013034+0.028377i,0.021066+0.02189i,0.021461+0.021253i,0.015443+0.027349i,0.0036558+0.03005i,-0.0044161+0.02413i,-0.0050548+0.012865i,-0.0042238+0.0053103i,-0.002986+0.0010665i,-0.0016183-0.0058869i,-0.0029984-0.013558i,-0.0023268-0.015118i
0.013488-0.013161i,0.01772-0.012336i,0.013958-0.013761i,0.022369-0.055531i,0.067442-0.12355i,0.11875-0.14612i,0.13267-0.1125i,0.11474-0.074018i,0.078913-0.047015i,0.035761-0.025093i,0.0085992-0.013353i,-0.00031118-0.012538i,-0.0069681-0.011142i,-0.011393-0.0091633i,-0.0082387-0.015611i,-0.0014361-0.024041i,0.0028029-0.021134i,0.0017273-0.0097933i,-0.00040418-0.0011582i,-0.00068718+0.0017305i,0.0025916+0.0046667i,0.0085483+0.0096416i,0.010378+0.013292i
0.0063791+0.019153i,0.0066091+0.034755i,0.015677+0.064821i,0.03085+0.11555i,-0.0015222+0.15433i,-0.06651+0.13642i,-0.09243+0.079312i,-0.075195+0.031504i,-0.047991+0.0035599i,-0.022304-0.0037678i,-0.0011622-0.0025881i,0.0088024-0.0072436i,0.014517-0.01285i,0.021757-0.012441i,0.025432-0.0066332i,0.021629+0.00022743i,0.012677+0.0015034i,0.0063839-0.0023996i,0.0047587-0.0057155i,0.0031997-0.0084151i,-0.0020702-0.010787i,-0.0095397-0.010754i,-0.011072-0.010287i
-0.017264-0.0031925i,-0.018031-0.028849i,-0.010908-0.077191i,0.0037366-0.14223i,0.041721-0.19287i,0.07677-0.18385i,0.074985-0.12762i,0.046472-0.076667i,0.017058-0.038276i,0.002745-0.010067i,-0.0050074-0.00035593i,-0.012434+0.0016517i,-0.014799+0.0042027i,-0.019851+0.0027981i,-0.029852-0.00088155i,-0.033459-0.0027744i,-0.025709-0.00082383i,-0.015172+0.0028642i,-0.0075669+0.0051465i,-0.0015097+0.0037553i,0.0051166+0.0018085i,0.012568+0.0011317i,0.014618+0.0025982i
0.0081058-0.0091144i,0.023854+0.0015102i,0.026227+0.028908i,-0.0030347+0.073208i,-0.057449+0.13143i,-0.10683+0.15949i,-0.11644+0.13287i,-0.095202+0.091847i,-0.06154+0.056982i,-0.03035+0.022846i,-0.013816+0.0044946i,-0.0060038+0.0022918i,-0.0013174+0.00041143i,0.0017542-0.0037105i,0.0068172-0.0047947i,0.011229-0.0032396i,0.0077016-0.0013045i,0.00088274-0.00082607i,-0.0020869-0.0021246i,-0.005226-0.0041365i,-0.010293-0.0027149i,-0.01458+0.0029372i,-0.014609+0.0041664i
0.00078335+0.016665i,-0.026809+0.025265i,-0.060823+0.017178i,-0.07278-0.020072i,-0.037051-0.07227i,0.037996-0.097682i,0.086495-0.074738i,0.086071-0.033935i,0.064678-0.0070703i,0.038435+0.0030292i,0.019436+0.0063757i,0.013133+0.0083718i,0.010272+0.010383i,0.0054464+0.01553i,0.0011301+0.021554i,-0.00080178+0.02244i,0.0015138+0.018733i,0.0051972+0.014265i,0.005491+0.010557i,0.0064236+0.0074998i,0.0099497+0.003209i,0.012532-0.0037152i,0.011006-0.0067861i
-0.011199-0.0046049i,0.0026641-0.01759i,0.034782-0.0048513i,0.072672+0.059105i,0.082734+0.12632i,0.039032+0.12455i,-0.011514+0.071886i,-0.021911+0.026235i,-0.012704+0.0015649i,-0.0068682-0.0051373i,-0.0033129-0.0030774i,5.4642e-05-0.0009981i,0.0019197+0.00014809i,0.002845-0.0035148i,0.0030861-0.011916i,0.003014-0.017318i,0.0026116-0.016433i,0.00072948-0.013135i,-0.00087158-0.0088752i,-0.0011771-0.0024059i,-0.0024917+0.0038819i,-0.0035364+0.0093077i,-0.0029593+0.010914i
0.0055839-0.0015461i,0.018841+0.010609i,0.028648+0.0088838i,0.020291-0.036467i,0.0068465-0.10275i,0.018691-0.12529i,0.036407-0.10081i,0.03036-0.070205i,0.017743-0.04283i,0.010702-0.019822i,0.0048934-0.0092655i,8.1637e-05-0.0084146i,0.00030423-0.008448i,0.0044905-0.0070941i,0.0085666-0.0041425i,0.0083411-0.0016267i,0.0042232-0.0028926i,0.0014504-0.0045164i,0.00061045-0.0052435i,0.0022361-0.0084441i,0.0045371-0.013531i,0.003779-0.016656i,0.00051461-0.013768i
-2.7e-05+0.00096645i,-0.017936-0.0026463i,-0.026973-0.012086i,-0.010615-0.016915i,-0.0063207-0.00034185i,-0.043996+0.026162i,-0.077379+0.037492i,-0.073651+0.028743i,-0.052912+0.013983i,-0.029485+0.0050151i,-0.014223+0.0021819i,-0.0084246+0.0032759i,-0.0074451+0.0032633i,-0.0091069+0.00050985i,-0.012994-0.0013908i,-0.014475-0.0021867i,-0.012449-0.00080906i,-0.012885+0.0017573i,-0.012+0.0042174i,-0.007408+0.0057144i,-0.0050747+0.0083013i,-0.003647+0.011696i,0.00057197+0.0092251i
0.0024764+0.0012116i,0.0055117-0.013976i,-0.016481-0.026517i,-0.061827-0.017485i,-0.069476-0.007504i,-0.016097-0.0047204i,0.03542+0.0044229i,0.042643+0.014578i,0.02742+0.021919i,0.013955+0.020907i,0.0059138+0.012354i,0.00030042+0.0048874i,-0.0030324+0.0010085i,-0.0027315-0.0023771i,-0.0013232-0.0042565i,-0.0012917-0.0023546i,-0.0014312+0.0013229i,-0.00045348+0.003844i,0.00029529+0.003389i,-0.0020781-9.2783e-05i,-0.0053401-0.0043177i,-0.0070047-0.0071524i,-0.006753-0.0057155i
0.0013298+0.008235i,0.013412+0.029783i,0.034964+0.052145i,0.044021+0.066831i,0.026986+0.08588i,-0.0044589+0.083109i,-0.024076+0.046121i,-0.018007+0.01914i,-0.0038307+0.0088285i,0.00083621+0.0020534i,0.00069641-0.00063802i,-0.00027503-0.0005604i,-0.0010759+0.00065438i,-0.00048775+0.0047592i,0.00022103+0.0087355i,0.0022463+0.0095561i,0.0056749+0.0092155i,0.0082144+0.0084128i,0.0093155+0.0062395i,0.010838+0.005849i,0.013886+0.0088103i,0.016103+0.010219i,0.013728+0.0049977i
-0.0053305-0.0090978i,-0.02354-0.0061622i,-0.024169+0.0061762i,0.013321+0.0078222i,0.055241-0.022596i,0.076278-0.054947i,0.074474-0.053506i,0.057756-0.036636i,0.038826-0.02053i,0.022311-0.0072015i,0.010759-0.0015992i,0.0056266-0.00036437i,0.0049769+0.00019886i,0.0043696-0.00021482i,0.0020603-0.0012064i,0.00083916-0.0016026i,0.0022139-0.0026083i,0.0027876-0.0068395i,-0.0011608-0.0092784i,-0.0052469-0.0074124i,-0.0068502-0.0076163i,-0.0098103-0.0089153i,-0.010988-0.0053236i
0.011015+0.0019927i,0.023907-0.023457i,0.026449-0.051792i,0.02346-0.054345i,0.017784-0.032872i,-0.015489-0.009028i,-0.055294-0.00076088i,-0.061385-0.0032217i,-0.044124-0.011653i,-0.02663-0.014753i,-0.015551-0.0074321i,-0.0081412-0.0012431i,-0.002735+0.0017926i,0.0022578+0.0016169i,0.0065015-0.0021143i,0.006987-0.0071682i,0.0033292-0.0099129i,-0.00056621-0.0076934i,-0.0016276-0.0042231i,0.0028127-0.0042502i,0.0094444-0.0050875i,0.013061-0.0047297i,0.012074-0.0050607i
-0.0076539+0.009397i,0.0002692+0.028558i,0.0022945+0.023289i,-0.028646-0.012563i,-0.062313-0.043961i,-0.044982-0.042744i,-0.0033857-0.020814i,0.01015-0.0021192i,0.0022958+0.0091567i,-0.0035604+0.013097i,-0.0019241+0.010109i,0.0010683+0.0038147i,0.0021579-0.002425i,0.0020552-0.0050581i,0.0012815-0.0053217i,-0.0014227-0.0047177i,-0.0056777-0.0027774i,-0.0088185+0.00016931i,-0.0086507+0.003787i,-0.0081489+0.0074106i,-0.010997+0.010204i,-0.01319+0.012278i,-0.0095117+0.013102i
-0.010693-0.012823i,-0.037834-0.0086687i,-0.055728+0.019384i,-0.042361+0.053348i,-0.021814+0.068548i,-0.021283+0.061443i,-0.024111+0.042934i,-0.021278+0.025193i,-0.017138+0.015947i,-0.010892+0.009915i,-0.0078559+0.0045043i,-0.0084242+0.0027423i,-0.0088599+0.002718i,-0.0085984+0.00081766i,-0.0086732-0.0016979i,-0.0092537-0.0012967i,-0.0086297+0.0020912i,-0.0047209+0.0052511i,-0.00011012+0.0037654i,0.0028168-0.0021156i,0.0065278-0.0080513i,0.010071-0.012532i,0.0089006-0.014843i
0.021542-0.0025475i,0.034946-0.023237i,0.030985-0.031354i,0.018209+0.00072366i,0.023287+0.03762i,0.043035+0.029803i,0.046784+0.0041912i,0.039982-0.0015425i,0.03644+0.0040566i,0.027446+0.0041432i,0.013606-0.0029904i,0.0016816-0.0070529i,-0.0043085-0.0058016i,-0.0058839-0.0015847i,-0.0038002+0.0037296i,4.9776e-05+0.0075109i,0.0016948+0.0080931i,0.0028901+0.0064461i,0.0036377+0.0046421i,0.0031277+0.0060867i,0.0028488+0.012107i,0.0032237+0.01731i,0.0041149+0.017749i
-0.0074858+0.022893i,0.012012+0.042682i,0.051703+0.036688i,0.079028-0.0045822i,0.067058-0.036516i,0.027416-0.033811i,-0.0061952-0.028055i,-0.017569-0.028768i,-0.013161-0.026633i,-0.0064884-0.019911i,-0.0055312-0.0091285i,-0.0040434+0.00039057i,5.6539e-05+0.0033158i,0.0025477+0.004092i,0.0037216+0.0061059i,0.0060578+0.0055243i,0.0092501+0.0014559i,0.0085174-0.0025229i,0.0030817-0.0041511i,-0.0036284-0.0060641i,-0.008129-0.010954i,-0.011341-0.015916i,-0.012812-0.015254i
-0.018023-0.019961i,-0.047878-0.021541i,-0.06721-0.0084122i,-0.048714-0.0060963i,-0.012587-0.030626i,0.0085297-0.041202i,0.016569-0.021728i,0.013994-0.0079855i,0.0047927-0.0072367i,-0.002208-0.00738i,-0.0042907-0.0073842i,-0.0028979-0.0067916i,-0.00090454-0.0054684i,0.00082576-0.004831i,0.0035803-0.0056143i,0.0049031-0.0075599i,0.0027037-0.0090595i,0.00054225-0.007836i,0.0017689-0.0039574i,0.006171+0.00036404i,0.012155+0.0049187i,0.015959+0.010776i,0.016006+0.013828i
0.031558-0.0058254i,0.042991-0.030445i,0.017688-0.055765i,-0.039525-0.043947i,-0.074791-0.0068913i,-0.074511+0.013383i,-0.059491+0.014295i,-0.040512+0.012483i,-0.027209+0.009771i,-0.01429+0.005299i,0.00023526+5.2894e-05i,0.0072159-0.0051468i,0.0092966-0.0077485i,0.009137-0.0092571i,0.0044676-0.010635i,-0.0015251-0.010856i,-0.0060966-0.011428i,-0.0083988-0.010549i,-0.008764-0.0060627i,-0.0093305-0.0018682i,-0.013311-0.0010797i,-0.018617-0.0026277i,-0.018767-0.0037449i
-0.010844+0.027271i,0.0037224+0.058564i,0.031016+0.07205i,0.037906+0.057317i,0.018714+0.041943i,0.016426+0.028589i,0.030182+0.010523i,0.030015+0.003282i,0.022597+0.01253i,0.017541+0.017608i,0.012251+0.0087169i,0.0051874+0.000149i,6.9954e-05-0.001101i,-0.0018619-0.00045683i,-0.0057909+0.0010013i,-0.01003+0.004857i,-0.0099324+0.0091767i,-0.0076086+0.009731i,-0.0048329+0.0051089i,-0.00023491-0.001876i,0.0075132-0.0076379i,0.015966-0.0090115i,0.01878-0.0065447i
-0.026756-0.026093i,-0.055115-0.027075i,-0.05949+0.00076669i,-0.013187+0.036216i,0.033174+0.046022i,0.031423+0.033513i,0.0093923+0.015752i,0.0029354+0.0048984i,0.0061622-0.0024586i,0.0082274-0.0087406i,0.0057622-0.0089731i,0.0019758-0.0054316i,-0.00021001-0.0033524i,-0.0030637-0.0039714i,-0.0040663-0.0024778i,-0.0024018+0.00048189i,-0.0018354+0.0027319i,-0.0012848+0.0046435i,0.00013543+0.0059648i,-0.0018629+0.0076414i,-0.0080423+0.0098206i,-0.015526+0.010461i,-0.019576+0.0087923i
0.03379-0.013954i,0.052707-0.044129i,0.04297-0.076556i,0.01828-0.077818i,0.015439-0.057691i,0.021666-0.040236i,0.013421-0.025336i,0.0049275-0.013107i,0.0057741-0.0079141i,0.0072742-0.0035298i,0.0072259+0.0019838i,0.007311+0.0056765i,0.0073736+0.0079879i,0.0087809+0.0095797i,0.011395+0.0084927i,0.014033+0.0055485i,0.01644+0.003044i,0.015644+0.0018792i,0.010098+6.0787e-05i,0.0046921-0.0033773i,0.0040348-0.0088979i,0.0086005-0.013893i,0.013293-0.013901i
-0.010864+0.037489i,0.0028985+0.068391i,0.023976+0.064234i,0.019471+0.015141i,-0.0076384-0.028704i,-0.022511-0.031642i,-0.021062-0.01854i,-0.021899-0.0097501i,-0.024123-0.0035992i,-0.019453+0.0019453i,-0.0073001+0.0082706i,0.0034886+0.0088412i,0.0043974+0.0059515i,0.0010931+0.0032775i,-0.00034604-0.0014536i,-0.0018601-0.006042i,-0.0035366-0.0087479i,-0.0033532-0.010651i,-0.0021895-0.0095989i,0.00015435-0.0040657i,0.0021622+0.0037292i,-1.612e-05+0.011967i,-0.0048751+0.014784i
-0.026401-0.022315i,-0.062375-0.021643i,-0.083856+0.0078828i,-0.065919+0.040893i,-0.034405+0.045197i,-0.014109+0.029445i,0.0024977+0.02149i,0.012853+0.016861i,0.010581+0.012324i,0.0047584+0.011375i,0.0034045+0.007202i,0.0030258+0.00065414i,0.0021677-0.0030604i,0.0034747-0.0051133i,0.0038506-0.0075452i,0.0014265-0.0095515i,-0.0020059-0.010937i,-0.0039543-0.0090385i,-0.0037875-0.0055246i,-0.0027355-0.0064391i,-0.0028873-0.011282i,-0.0010575-0.017389i,0.0031344-0.019882i
0.033968-0.018119i,0.055147-0.046474i,0.043593-0.065507i,0.0062973-0.038225i,-0.01895+0.011688i,-0.020504+0.026995i,-0.017809+0.010297i,-0.015929+0.001645i,-0.009941+0.0057953i,-0.0019838+0.007594i,0.001487+0.0041917i,0.00014888-4.5456e-05i,-0.0011378-0.0014811i,-0.0013778-0.00064723i,-0.0028046+0.0021024i,-0.0053783+0.0053418i,-0.0082042+0.0079045i,-0.011275+0.0087047i,-0.011077+0.0075774i,-0.0072319+0.0071019i,-0.0014281+0.0084427i,0.0031178+0.01245i,0.0024148+0.016289i
