0.0003612+4.9703e-05i,0.0017351-0.0010557i,0.0018287-0.0017093i,-5.3091e-05-0.0019816i,-0.0018415-0.0011635i,-0.0018839+0.00013164i,-0.00059817+0.0004542i,0.00051083+0.00075608i,0.00086384+0.00081158i,0.00050989-4.7539e-05i,0.00065923+0.00014502i,0.0012057+0.0010287i,0.0013453+0.00055458i,0.00085825-0.00041386i,0.00029172-0.00023612i,0.00017074+0.00038718i,0.00026837+0.00040507i,0.0002881-3.6571e-06i,4.7472e-05+7.8003e-05i,-0.00029891-0.0001609i,-0.00050321+0.00017253i,-0.0011278+0.00050962i,-0.0012288-0.00041749i
-0.0013017+0.002169i,-0.00089885+0.0024997i,0.00042822+0.0025233i,0.0012071+0.0018755i,0.0014292+0.00075794i,0.0016346-0.0004806i,0.0013476-0.00095399i,0.00051042-0.0011851i,-1.8544e-05-0.00073357i,0.00012556+4.0786e-05i,0.00050626+0.00033214i,0.00074315+0.00073614i,0.00099298+0.0010529i,0.00086425+0.00092333i,0.00097212-7.1004e-05i,0.00056505-0.00045297i,-3.7698e-05+0.0005137i,0.0003295+0.0010853i,-6.1279e-05+0.00012769i,-0.00077391-0.0011912i,-0.00062424-0.0017562i,-0.0005396-0.0012757i,-0.0005476-0.00035033i
-0.00094832+0.00050397i,-0.0015011+0.0010431i,-0.0022353+0.0015887i,-0.0020377+0.0012716i,-0.00051154+0.001099i,-0.00035877+0.00072573i,-0.0005402-0.00052168i,-8.3416e-05-0.0013375i,1.537e-05-0.00085361i,3.8948e-05+0.0002574i,0.00027114+0.00070064i,0.0011215+0.00099795i,0.0011892+0.001881i,0.0010079+0.0016703i,0.0012284+0.00084782i,0.0010148+0.0004909i,0.00070278+0.0005791i,0.00045443+0.00011634i,4.0859e-05-0.0004111i,0.00011939-0.00087164i,0.0011089-0.00090144i,0.0010476-0.00084447i,0.00032864-0.0010199i
-0.00020262+0.00030158i,-0.001118+0.00038624i,-0.0014849-0.00070244i,-0.00025388-0.00090903i,0.00092971-0.0010515i,0.0010948+0.00018769i,0.0009197+0.00043576i,0.00048907-0.00047223i,0.00013432-0.00030843i,0.0010782+0.00050771i,0.0010854+0.0012436i,0.00024911+0.0013842i,0.00027146+0.0011966i,0.00080071+0.00083969i,0.00045963+0.00078059i,0.00044489+0.00083212i,0.00075962+0.00057121i,0.00068494-8.9885e-05i,0.00057847-5.1596e-05i,0.00042964+0.00053045i,-0.00043295+0.00078647i,-0.00088171+0.00024764i,-0.00049032-0.00054388i
-0.00070112+0.00022568i,-0.0006476-0.00038653i,-0.00031389-0.0012651i,2.6159e-05-0.00050482i,0.00020649+0.00019824i,0.00050356-0.00069788i,0.0010906-0.001493i,0.0012639-0.001191i,0.00064002-0.0011524i,0.00033822-0.0011285i,-4.8009e-05+0.00014765i,-0.00029649+0.0010107i,-0.00011711+0.0006484i,0.00012966+0.00029155i,0.00028877+9.3554e-05i,0.00030159-0.00018979i,5.7795e-05+6.5897e-05i,0.0003217+0.00063023i,0.0013976+0.0007238i,0.0016322-1.0044e-05i,0.0011405-0.00025909i,0.00063661-2.3969e-05i,0.00026851+0.00051859i
-0.00049582-0.00058722i,-0.0012653-0.0010446i,-0.0014758-0.0010543i,0.00017803-0.00025224i,0.0013453+0.00053955i,0.0013499-4.1189e-05i,0.00086685-0.00095962i,-0.00014204-0.00056627i,-0.00084927-0.0006462i,-0.0002804-0.0010839i,-0.00028072-0.00035835i,-0.00062944+0.00061716i,-7.5682e-05+0.00083601i,8.9342e-05+0.00071936i,-0.00027492+0.00065529i,-9.905e-05+0.0010382i,-0.00020269+0.00086271i,-0.00026793+0.00016036i,0.00018911+6.3549e-05i,0.00090256-8.4882e-06i,0.00084871-0.00061246i,0.00038982-0.00074375i,3.4794e-05-0.00016302i
-0.0004164+0.0030478i,0.00036875+0.0033102i,0.0017423+0.0035515i,0.002365+0.0023917i,0.0016303+0.00079569i,0.0009395+0.00028228i,0.00089749-0.00053526i,0.00075272-0.0012179i,0.0005815-0.00089398i,0.00037834-0.00020559i,0.00040992-0.00012882i,0.00059616+5.6548e-06i,0.0007941+0.00074326i,-2.9567e-05+0.00094899i,-0.00018536+0.0009635i,3.3386e-06+0.0012715i,-0.00013248+0.00064696i,-0.00019681+2.5963e-05i,8.549e-05+8.8092e-05i,0.00067568-0.00010213i,0.00018926-0.00044358i,-0.0010081-0.00043039i,-0.0010064+1.8702e-06i
-0.0003653-0.00079729i,-0.00031157-0.00031142i,-0.00088195-0.00021293i,-0.00093207-0.00075983i,-0.00045843-9.944e-05i,-0.00060562+0.00031642i,-0.0003371-0.00075597i,-0.0002594-0.00097097i,-0.00056648+0.00010498i,-0.00078897+0.00010741i,-0.00048264-0.00036024i,-0.00091365+0.0004049i,-0.00038888+0.00077365i,0.0013758+0.00042309i,0.0016657+0.0011563i,0.00045342+0.0018635i,-1.6312e-05+0.00098413i,0.00035684-0.00045531i,0.00067819-0.001213i,0.0011727-0.0014027i,0.00066425-0.0012687i,-8.2291e-05-0.0010261i,-0.00030116-0.00044361i
0.00080656-0.0019341i,0.00135-0.002233i,0.0016626-0.0023901i,0.00094199-0.0019346i,0.00021152-0.00094202i,0.00085995-0.00063258i,0.0014246-0.00091419i,0.00010344-0.00056344i,-0.0014961-0.00044399i,-0.0016646-0.000522i,-0.0011527-7.5647e-05i,-0.00016243+0.00095664i,0.00032543+0.001324i,-4.086e-05+0.00075657i,-0.00027854+0.00071049i,0.00018193+0.00049091i,0.00092246+0.00015633i,0.001269-0.00043327i,0.0010795-0.001068i,0.0010007-0.0013221i,0.00046164-0.0012927i,0.00028099-0.00075536i,7.5302e-05+0.00012461i
0.00070523-0.0014773i,0.00088763-0.0011305i,0.0015728-0.0021801i,0.001608-0.0027999i,0.0013279-0.0015201i,0.00042587-3.2685e-05i,-0.00018895+0.00059033i,0.00022458-0.00013427i,0.00022844-0.00042258i,0.00013914-0.00037863i,0.00016113+7.861e-05i,-0.00038137+0.00055996i,-0.00036261-0.00063408i,-0.00032001-0.0013283i,-0.00074422-0.00094002i,-0.00077007-0.00039308i,-0.00081504-9.4243e-05i,-0.00076601+0.00017873i,0.00011704+0.00015016i,0.00058027-0.0003629i,-0.00018467-0.00081023i,-7.0635e-05-0.0004815i,1.8935e-05-4.9313e-05i
0.0013532-0.00048577i,0.0010965-0.0006643i,0.001753-0.0011735i,0.0018126-0.00037888i,0.00057415+6.823e-05i,3.5302e-06-0.00014915i,0.0005506-0.0011449i,0.0016964-0.0016264i,0.0010352-0.00065055i,0.00032364-3.7477e-05i,0.00046059+0.00063911i,0.00069064+0.00053768i,0.001076+0.00028792i,0.0012986+0.00075001i,0.0012096+0.00078106i,0.00094673+0.00027332i,0.00084764-5.0809e-05i,0.00017515+2.4365e-06i,-0.0005127-2.696e-05i,-7.4323e-05-5.7138e-05i,0.00033347-0.00011107i,0.00017681-0.00034255i,4.6482e-05-0.00072217i
-0.0013409+0.0014493i,-0.0011436+0.0014652i,-0.00071671+0.0035048i,-0.00076417+0.0026545i,2.2824e-06-3.6943e-05i,0.000239-0.0003799i,-0.00020763+0.00017478i,-0.00072637+0.00012364i,-0.00098097-0.00018779i,-4.7716e-06-9.8992e-05i,0.00086806+0.00059205i,0.00087041+0.00044539i,0.00070108+1.6428e-05i,0.00075211-0.0003161i,0.0008523-0.00054533i,0.0011557-0.00020283i,0.00037699+0.00072309i,-0.0010432+0.00088071i,-0.00096672+0.0002806i,-4.6664e-06-0.000118i,7.8343e-06-0.00033335i,0.00031689-0.0002638i,0.00018326+4.0182e-05i
-5.6188e-05-0.001381i,0.00028049-0.0015972i,0.00085611-0.0023785i,0.00042705-0.0019387i,-0.00025732-0.0011278i,0.0010261-0.00045142i,0.0012695-0.00027849i,0.00013861-0.00045134i,-0.00055595-0.00065243i,-0.00068285-0.0012262i,-0.00048078-0.00071533i,-0.00039137+5.2308e-05i,-0.00050469+6.2304e-05i,-0.0002441-0.0006039i,0.00024239-0.00030004i,7.4746e-05+0.00023514i,0.00028472-0.00016756i,0.00054674-0.00043145i,0.00045849-0.00032018i,0.0011428-0.00020745i,0.0015774-0.00040952i,0.0010457-0.00027879i,-0.0001919-0.00034511i
0.00038056+0.0001406i,0.00081755-0.00051479i,0.0014075-0.00033773i,0.0012628+0.00018236i,0.00065319-0.00027062i,0.00033338-0.00089954i,0.00065231-0.0016745i,0.00057857-0.0010733i,0.00036314+0.00032783i,9.3227e-05+0.00025051i,-0.00050637-0.00044704i,-0.00096547-0.00011514i,-0.00054296+0.00055304i,-0.00047414+0.00049326i,-0.00060795+0.00021763i,-0.00034475+0.00016749i,0.00016421-0.00015653i,0.00030308-0.00026137i,-4.0197e-05+0.00050663i,0.00035891+0.00067711i,0.00063289+5.7029e-05i,-4.0309e-05-0.00075262i,-0.00049795-0.00062986i
0.00070253+0.00063782i,0.001163+0.0011184i,0.0017762+0.0010812i,0.0013596+0.00024488i,0.00025828-0.00041677i,-0.00035878-0.0015175i,-6.8656e-05-0.0013719i,-0.00027564+0.0001518i,-8.6502e-05+0.00054852i,0.00053046+0.00024996i,0.00043154+0.00054596i,0.00036446+0.00078024i,0.00036526+0.00032465i,0.00023427+5.9332e-05i,0.00029527-6.1001e-05i,0.00076867-0.00041057i,0.0010421-0.00056568i,0.00017048-0.00040064i,-0.00041537+0.00040542i,2.55e-05+0.00047426i,0.00011853+0.00025925i,-0.0002402-0.00018456i,0.00034636-0.001163i
-0.0014448-0.00055668i,-0.00073479+9.8752e-05i,-0.0011108-0.00046716i,-0.00073835-0.0012822i,-0.00044543-0.00047526i,-0.00074375+0.00015184i,-0.00055662-0.00063433i,-0.00025575-0.00097522i,9.9259e-05-0.00068249i,0.00050059+2.0215e-05i,0.00063971+0.00044798i,0.00084097+0.00037479i,0.00070303+0.00063731i,0.0010223+0.0015134i,0.00087196+0.0013491i,5.1824e-05+0.00027755i,-0.00020594-0.00023791i,-0.00039897-0.00035415i,0.00092942-7.2382e-05i,0.0017033-8.5714e-05i,0.00064019-0.00055634i,0.00019253-0.0010828i,-5.7356e-05-0.0008073i
0.0023861-0.00017924i,0.0016671-0.00090314i,0.0010541-0.0005552i,0.00029043-0.00093914i,0.00028549-0.0017648i,0.00031853-0.0012552i,0.00097902-0.00047375i,0.0014409+0.00011148i,0.001022+0.00026322i,0.000766+0.00050851i,0.00072518+0.0010526i,0.0011443+0.0011197i,0.00077537+0.0014528i,-7.1135e-05+0.00084389i,-0.00055436-0.0001163i,-0.0002077-0.00024349i,8.227e-05-1.1678e-05i,-1.41e-05-3.1017e-05i,0.00015908-0.00015893i,0.00020265-0.00059345i,-8.383e-05-0.00090615i,3.7097e-05-0.00095778i,0.00078994-0.00070822i
-0.0024681+0.00053801i,-0.0022523+0.00076121i,-0.0021298+0.0016926i,-0.00070706+0.0018199i,0.001242+0.0010616i,0.0019404+0.00017177i,0.0012658-0.00056245i,0.00072397-0.00057628i,8.9863e-05-9.2387e-05i,0.00024249+0.00023111i,0.0010367+0.00027647i,0.00028945+0.00058571i,-8.7641e-05+0.0006722i,0.00079946+0.0004777i,0.0014644-0.0001507i,0.0012495-0.00021522i,0.00055833+0.00032074i,0.00046359+5.5703e-05i,0.00058748-0.00034461i,0.00042546-0.00095761i,0.00063928-0.00077576i,0.00073247-0.00036146i,0.00068507-0.00047948i
-0.0037738-0.0017072i,-0.0041386-0.0015106i,-0.0044281+0.00027881i,-0.0029025+0.0020235i,-0.00031703+0.002725i,0.0010085+0.0020039i,0.00084982+0.0010288i,0.0013049+3.1522e-05i,0.0017339-0.0008377i,0.0016433+0.00047358i,0.0015409+0.0013787i,0.0011977+0.0011317i,0.0010715+0.0012644i,0.00087182+0.00096908i,0.0002452+0.0011735i,0.0001675+0.0011711i,0.00020584+0.0010166i,-8.0696e-06+0.0010949i,0.00014522+0.00067631i,0.00041024-0.00026372i,0.00079488-0.00034482i,0.00043595+0.0001051i,-0.00012444-0.00035727i
0.00093347-0.00038438i,0.00049608-0.0014517i,0.0011891-0.0010406i,0.0013484-0.00029017i,0.0012966-0.00014385i,0.0010882+0.00010686i,0.0008092+0.00027918i,0.0010815-0.00034825i,0.0010634-6.5006e-06i,0.00028406+0.00049441i,-0.0002181-0.00039732i,-0.00056342-0.00045991i,-0.00082818+0.00063307i,0.00010275+0.0010151i,-6.6359e-05+0.00089613i,-0.0010328+0.00052163i,-0.00047431+0.00035336i,0.00022034+0.00039345i,0.00014524+0.00012494i,-9.001e-07-0.00010029i,-0.000305-0.00025917i,0.00011059+0.00032736i,0.00027213+0.00080586i
-0.0027878+0.00032274i,-0.0011338+0.0015231i,-0.0024665+0.0025323i,-0.0023877+0.001305i,-0.00072398-0.00020858i,0.00049756-0.0014888i,0.0010384-0.0028026i,0.00040087-0.00235i,-0.00072613-0.0010157i,-0.0010398+6.1565e-05i,-0.0008178+0.00080087i,-0.00039869+0.0015i,-0.00077551+0.0011891i,-0.0010926+0.00041668i,-0.00014134+0.00071054i,0.000569+0.00090145i,0.00078993+0.00024956i,0.00052191+0.0002562i,-0.00053225-9.5217e-06i,-0.00058849-0.00035171i,-0.00034684+0.00012877i,-0.00062144+0.0008923i,-0.00079113+0.00094202i
-0.0012217-8.6254e-05i,-0.00079726+0.0011868i,-0.0021517+0.0013032i,-0.0018501+0.0011244i,0.0010615+0.0014452i,0.0017654+0.0012282i,0.00070074+0.00088221i,0.00025877+0.00093723i,-6.7218e-05+0.0007195i,-0.0007017+0.00097252i,-0.00039426+0.0016731i,-0.00016082+0.0020864i,-0.00023201+0.0023054i,-8.9585e-06+0.0018429i,-0.00024873+0.00092583i,8.8412e-05+6.9386e-05i,0.0010791-0.00015552i,0.00093733-0.00013019i,-0.0003118-0.00031453i,-0.00014121-0.000695i,0.00071019-0.00071725i,0.00035612-0.00013251i,0.00055432-8.6414e-05i
0.00057286-7.2698e-05i,0.0008908-0.00076404i,0.0024664+0.00044544i,0.0025863+0.00020705i,0.0021478-0.0011353i,0.0023763-0.0010344i,0.0016498-0.00034806i,0.00029013-0.00032813i,8.1113e-06-0.00041779i,0.00045513-8.6209e-05i,0.00086321+0.00025494i,0.001217+0.0011407i,0.0010267+0.0017052i,0.0011184+0.0011767i,0.00095222+3.4453e-05i,-5.4229e-05-0.00094831i,-0.00019109-0.0010902i,-0.00020305-0.00091377i,6.0357e-05-0.00047484i,0.0010848+0.00027672i,0.0011117+0.00059744i,0.00012539+0.00018796i,-0.00042799-0.00051724i
0.0018115-0.0044719i,0.0024465-0.0052969i,0.0032945-0.0049316i,0.0016586-0.0035419i,-0.00037342-0.0020921i,-0.0011654-0.00092321i,7.8522e-05-0.00051859i,0.00074029-0.0011764i,0.00017334-0.0020853i,-1.8407e-05-0.0017004i,-0.00012713-0.0001097i,-0.00030054+0.00023565i,0.00021318-0.00014196i,0.00021235+8.2484e-05i,-0.00038925+0.00060838i,-0.00054039+0.00045213i,-0.00021003-3.347e-05i,0.00024904+0.00026353i,0.00074103+0.00030354i,0.0010489+7.2379e-05i,0.00043815+0.0003614i,-0.00049399+7.4924e-05i,7.4203e-05+3.0298e-06i
-0.00069902-1.9921e-05i,-0.0013585-0.00040313i,-0.001099+0.00051172i,-0.00075883+0.00052502i,0.00024132-0.00053093i,0.00125-0.00056199i,0.0011316-0.0009364i,8.6937e-05-0.0014183i,-1.691e-05-0.00078898i,0.00034915-0.00049637i,0.00016194-0.00025708i,0.00056559+0.0001142i,0.0003575+0.00036595i,-0.00018319+0.00094963i,0.00015686+0.00059831i,5.2286e-05-0.00065485i,0.00072395-0.00098262i,0.0010978-0.00020353i,0.000271+0.00010016i,5.174e-05-9.3713e-05i,-0.00024467-9.89e-05i,-0.00064625-0.00032563i,-1.5628e-05-0.00087032i
-0.00089509-0.0008087i,-0.00049701-0.00089605i,-0.00042283-7.2846e-05i,0.00057899-0.00017755i,0.0017559+0.00048116i,0.0019852+0.00091926i,0.001483+0.00021023i,0.001202-0.00075298i,0.00069274-0.0010988i,-0.00021793-0.00024133i,-0.00061392+0.0007862i,-0.00095988+0.00078967i,-0.0014769+0.00087467i,-0.00084416+0.0010985i,0.00033534+0.00056807i,0.00066285+0.00015667i,5.5441e-06+0.00044239i,3.4337e-05+0.00051534i,-1.63e-05+0.00037764i,-0.00043514-0.00045002i,-1.9141e-05-0.0013242i,0.00040987-0.0014007i,-0.00033057-0.00079259i
0.0012851-0.00074785i,0.00071424-0.00059184i,0.0012791-0.00074174i,0.0011693-0.00065799i,-0.0005142+0.00032983i,-0.00089507+0.00077462i,-0.00024869-0.00041713i,-0.00031567-0.0016547i,-0.00094138-0.0013226i,-0.0012599-0.00063655i,-0.0014761-0.00019675i,-0.0013557+0.00028565i,-0.00048806+0.00055309i,0.00020254+0.0011244i,0.0004124+0.00097869i,0.00010344+0.00075237i,0.00010136+0.0011195i,0.00042468+0.0013139i,0.00094003+0.0010776i,0.00064096+0.00025606i,0.00027153+4.4202e-05i,-0.00019297+0.00030303i,-0.00039747+5.8609e-05i
0.0014652-0.0034353i,0.00084108-0.0028656i,0.00086679-0.0021391i,0.0002219-0.001252i,-0.00093402+8.6864e-05i,-0.00066495+0.00077905i,-0.00066605-0.00010583i,-0.00087267-0.00064553i,-0.0011971-0.00027126i,-0.00092552-0.00049934i,-0.0012597+9.0311e-05i,-0.0012379+0.00061225i,0.00079009+0.00065782i,0.0019382+0.00058794i,0.0016132+0.00024839i,8.1752e-05-0.00047398i,-0.00057967-0.0008147i,0.00012378-0.00026901i,0.0006018+0.00025398i,0.00081643+0.00013069i,0.00064532-0.00067851i,-0.00019667-0.00045149i,-0.00094262+0.00013281i
-0.0004601-0.0013559i,-0.00035618-0.00085486i,0.00047823-0.00060638i,0.00040267-0.00024279i,0.00028244-0.00053618i,0.00090942-0.0011632i,0.0011699-0.0014157i,0.00030325-0.0014157i,-0.00040163-0.00087357i,-0.000865+0.00013149i,-0.00092557+0.00049179i,-3.4851e-05+0.00034492i,0.00046483+0.00055575i,0.00059178+0.0003919i,0.00033055-0.00013861i,0.00010019-0.00070566i,0.00070994-0.00051108i,0.00024842+0.0001125i,-4.6784e-05+0.00055384i,-2.4507e-05+0.00033604i,-0.0005177-0.00032834i,-0.00040256-0.00035872i,-0.00036739+0.00042376i
0.0020309+9.2707e-05i,0.001653-0.00020212i,0.00053402-0.00078375i,0.00087744-0.00041645i,0.001583-8.7852e-05i,0.0017163+0.00046533i,0.0015284+0.00038293i,0.00061978-0.00056423i,-0.00014562-0.00053422i,-0.00042817+0.00010083i,-0.00038238+0.0011222i,-0.0002596+0.0014686i,-5.5136e-06+0.00074413i,0.000349+0.00014889i,0.0008668-0.00030822i,0.00090571-0.00081666i,0.00050688-0.00096897i,-0.00013249-0.00096949i,-0.00028076-0.00024577i,0.0002579-0.00013102i,0.0002343-0.0008721i,-0.0001683-0.00097935i,-0.00057413-0.00028112i
0.00011717+0.00050563i,0.00042036+0.0015392i,-0.001469+0.0029406i,-0.0015876+0.0019933i,-0.00059381+0.00066696i,-5.3008e-05-0.00019726i,0.00051338-0.0011721i,-7.4853e-05-0.00094267i,-0.00079796-0.00053587i,-0.00054245-0.00059648i,-0.00010928-0.00020037i,0.00068562+0.00045428i,0.0010041+0.0010952i,0.00047897+0.0015857i,0.00013337+0.0017638i,-0.00031656+0.00048888i,-0.00028664-0.00062339i,-0.00021185+0.00042789i,-0.00047126+0.00096152i,0.00016345-5.3535e-05i,0.00061915-0.00081874i,0.00019888-0.00054262i,0.00015878-0.00049172i
-5.4688e-05-0.0013344i,-6.3289e-05-0.0023462i,-0.00033792-0.0028975i,-0.0012895-0.0019011i,-0.00085933-0.00071389i,0.0001715-4.813e-05i,-0.00030598-0.00048894i,-0.00073887-0.00107i,-0.00019577-0.0013126i,0.00026651-0.0013934i,0.00029633-0.00087918i,6.0399e-05+0.00017026i,0.00016235+0.00030586i,0.00049822-0.00027439i,0.00053291-0.00018931i,0.00082049+0.00044229i,0.00084542+0.0012438i,0.00031885+0.00031233i,-1.137e-05-0.00057099i,-0.00029888-0.00014442i,-0.00029066-0.0005294i,-0.00029645+0.00054824i,-0.00019471+0.0014297i
0.00095202+0.00056464i,0.0011707-0.00069857i,0.0016317-0.000974i,0.0018943-0.00058899i,0.0018199-0.00058909i,0.0017338-0.00018203i,0.0010418-0.00028968i,0.00033899-0.0013256i,0.00040113-0.0013073i,0.00020721-0.00059456i,-0.00021812-0.00026096i,8.8374e-06+0.00036741i,-6.3449e-05+0.0009994i,-0.0002019+0.001277i,0.00051963+0.00066106i,0.0010468-3.1638e-06i,0.0008226+0.00011238i,0.0001486-0.00022753i,-0.00052398-0.00077599i,-0.0002654-0.0012984i,0.00045906-0.0012318i,0.00065663-0.0005926i,0.00052149-0.0005955i
-1.6471e-05+0.0038381i,-0.00024988+0.0030397i,0.00097538+0.003064i,0.0031674+0.0030475i,0.0038317+0.0022408i,0.0028827+4.7599e-05i,0.00097676-0.00052468i,-1.836e-05+3.8071e-05i,-0.00024455+0.00065411i,-0.00010535+0.00087618i,0.00013124-7.0357e-05i,4.8036e-05-0.00042373i,0.00027339+0.00073047i,0.00059987+0.00095159i,0.00087949-7.886e-05i,0.0011888-0.00013989i,0.00081149-0.00015373i,0.00013789-0.00055739i,-6.5665e-05-0.00048247i,-0.00020748-0.00028697i,-0.00053909+2.8976e-05i,0.00028373-0.00036119i,0.0011304-0.0012751i
-0.00074731+0.0023038i,-0.00052577+0.0021871i,0.00072339+0.0017888i,0.001241+0.00080662i,0.00047014-7.1653e-05i,0.00014937-0.00050662i,0.00060684-0.00084432i,0.00066359-0.00065723i,0.00047107+0.00016356i,0.00060981+0.0010828i,0.00046472+0.00088809i,0.00049208+0.0012353i,-0.00021425+0.0014967i,-0.00038791+0.00090073i,0.0005969+0.00080692i,0.00074889-0.00017988i,0.00029039-0.001119i,0.00041477-0.00074813i,-0.00031581+0.00019834i,-0.0010638+0.00013759i,-0.0006457-0.00015958i,-0.00019461-0.00013234i,-0.00027808+0.00022403i
9.2869e-05-4.4394e-05i,0.00021167+0.00056134i,-0.00068894+0.00016711i,-0.000785-0.00057095i,-0.00041684+0.00011539i,-0.00069557+0.00071255i,-0.00077593-0.00078669i,-0.0011315-0.0014318i,-0.0012398-0.00097837i,-0.00092577-0.0001653i,0.00011187+0.0010401i,0.00054089+0.001291i,0.0010249+0.0010575i,0.0017326+0.00047132i,0.0012672-0.00012377i,0.00020952-0.00039316i,5.1054e-05-0.00040962i,5.4611e-06-0.00075033i,-0.00014543-0.00043645i,0.00049922+0.00014278i,0.0012705+0.00036822i,0.0010095+0.00047339i,0.00029809-0.00013033i
0.001031+0.00010872i,0.00069802+8.9992e-05i,0.00097908-0.0011895i,0.0015864-0.00095234i,0.0013655-4.8188e-05i,0.00041767-7.9195e-05i,-0.00036435-0.00098415i,-0.00039049-0.0013684i,-6.7833e-05-0.0009066i,-4.8393e-05-0.00063401i,0.00060125+3.0509e-05i,0.00099135+0.00084499i,0.00063024+0.0010969i,0.00068888+0.00051853i,0.00055303-0.00036943i,-1.2194e-05-0.00011361i,0.00020941-4.6696e-05i,0.00079498-0.000423i,0.00065025-0.00033476i,3.6015e-05-9.7204e-06i,-0.00048598+0.00047967i,-0.00072318+0.00046212i,-0.00073788+0.00024165i
0.0014662-0.00022209i,0.00082698-0.00018656i,0.00033326-0.00023312i,0.00032957+0.0010504i,0.00049496+0.0010947i,5.3267e-05-0.00026714i,0.00012759-0.00038942i,0.00045822+0.0002168i,0.00042645+0.00024042i,0.0012826-0.0001399i,0.0016643-0.00013526i,0.001287+0.00055981i,0.00078566+0.00087863i,0.00013731+0.00067601i,-0.00031378+0.00025646i,-0.00032787+8.3852e-06i,0.00049493+0.00039988i,0.00040503+0.00080068i,6.8719e-05+0.00056363i,0.00021422+0.00048975i,-0.00032994+0.00061146i,-0.00074551-0.00013705i,-0.00029777-0.00073719i
-3.739e-05-0.0010106i,-0.00026422-0.00092048i,-0.00098263-0.0011751i,-0.0010343-0.0012657i,-0.00068656-0.0011257i,-0.00062584-0.00056516i,-0.00079305-0.00078887i,-0.0010097-0.0012027i,-0.001286-0.0011493i,-0.00076943-0.00082844i,-0.00071863+7.1441e-05i,-0.00053955+6.0322e-06i,0.0004433-0.00014677i,0.00027518+0.00024509i,0.00042649+0.00027775i,0.00099132+8.1873e-05i,0.00047884+0.0003268i,0.00020508+0.0010955i,-0.0005062+0.0014229i,-0.00095736+0.00090245i,-0.00086152+0.00055569i,-0.00030366+2.5693e-05i,0.00035915-0.00054396i
0.0012214-0.0020268i,0.001078-0.0031321i,0.0010105-0.0020104i,0.0002576-0.0012276i,0.00028112-0.001589i,9.4239e-05-0.0010258i,-0.00028207-0.00013703i,-4.2212e-05-0.00020492i,0.00014325-0.00089969i,-0.0002834-0.0012401i,-0.00095976-0.00012934i,-0.0011528+4.5608e-05i,3.2416e-05-4.0665e-05i,0.00074267+0.0005481i,-0.00020804-5.1512e-05i,-0.0005333-0.00072129i,-0.00051531-0.00037032i,-0.00084754-0.00015618i,-0.00093675-0.00084793i,-0.00019451-0.0011042i,-0.00020906-0.00094222i,-0.0004053-0.00044522i,0.00010566+0.00020238i
0.0023225+0.0010886i,0.0025938+0.0013304i,0.0029883+0.00098466i,0.0022827+0.00059628i,0.0011997-3.3726e-05i,0.0011865-0.0003537i,0.0017997-0.00037473i,0.00093798-1.9396e-05i,0.00013718-9.3698e-05i,-0.00031965-0.00032457i,-0.001098-0.00018095i,-0.0013763+0.00023458i,-0.00065972+0.0010184i,-0.0001061+0.00056311i,-0.00039858-0.00046739i,-0.00063875-0.00074062i,-0.00071353-0.00068479i,-0.00074117-0.00055801i,-0.00062518-0.00040364i,-0.00040044-0.00056434i,0.00040956-0.0010588i,0.0007749-0.0011292i,0.00075247-0.0010802i
0.00073247+0.0017577i,-0.00051418+0.0016901i,0.00032031+0.0020487i,0.00093202+0.00062611i,0.00067022-0.0010317i,0.00043318-0.001103i,0.00011312-0.00036005i,0.00034682-0.00014863i,0.00030173+4.2929e-05i,-0.00026021+0.00011927i,-0.00061399+0.0009922i,-0.00063661+0.001716i,-0.0002697+0.00088525i,0.00024126-0.00034651i,0.00059207-0.00084933i,0.00015425-0.00066994i,-0.0010345-0.00066886i,-0.0017435-0.00053947i,-0.00079413-0.00025794i,0.00033184+0.00017084i,0.00095728+0.00017384i,0.0012338-0.00035835i,0.00096146-0.00019132i
1.8147e-05-0.0014966i,0.00025471-0.0016811i,-0.00023077-0.001858i,-0.00038775-0.0010766i,-0.00017257-0.00019849i,0.00051708-0.00011709i,0.00033179+0.00012144i,-7.1243e-05+0.00013318i,0.00048853-0.00052785i,0.00025687-0.00015097i,-0.00034037+0.00099962i,0.00010287+0.001513i,0.00076991+0.0017534i,0.0011589+0.0019362i,0.00098091+0.0013744i,9.4474e-05+0.00062941i,-0.0002014+0.00020291i,0.00048663-0.00041681i,0.0007129-0.0011943i,0.00082174-0.000755i,0.00075396-0.00036279i,0.00055619-0.00034794i,8.4734e-06-0.00025888i
9.8464e-05+3.635e-06i,0.0011955+0.00032144i,0.0018004+0.00026175i,0.0012084-1.0705e-05i,0.00090019-0.00018671i,0.0011055-4.0434e-05i,0.0010455+5.404e-05i,0.00025927-0.00040229i,-0.00051463-0.00088701i,-0.00039964-0.00055633i,0.00079402+0.00011735i,0.0013285+0.00052461i,0.001682+0.00045374i,0.0012003+0.00028192i,0.00030323-0.00032194i,0.00022566-0.00018048i,-4.0917e-05+0.00023663i,0.00022861-0.00054084i,0.00057183-0.00073815i,0.00067453-0.00030627i,0.00061711-0.00039365i,0.00021523-0.00053071i,-0.00032293-0.00063953i
