0.0003612+4.9703e-05i,0.0017351-0.0010557i,0.0018287-0.0017093i,-5.3091e-05-0.0019816i,-0.0018415-0.0011635i,-0.0018839+0.00013164i,-0.00059817+0.0004542i,0.00051083+0.00075608i,0.00086384+0.00081158i,0.00050989-4.7539e-05i,0.00065923+0.00014502i,0.0012057+0.0010287i,0.0013453+0.00055458i,0.00085825-0.00041386i,0.00029172-0.00023612i,0.00017074+0.00038718i,0.00026837+0.00040507i,0.0002881-3.6571e-06i,4.7472e-05+7.8003e-05i,-0.00029891-0.0001609i,-0.00050321+0.00017253i,-0.0011278+0.00050962i,-0.0012288-0.00041749i
0.00032817+0.0017788i,0.00065563+0.0017892i,-0.0001996+0.0029436i,-0.00055831+0.00288i,0.0015627+0.0016111i,0.0030017+0.0001505i,0.001756-0.00087502i,0.00052593-0.00040968i,-2.5307e-05+0.00026159i,3.7344e-05+0.00011974i,0.00086013-0.00031834i,0.0015026-0.00023662i,0.0012681-4.841e-06i,0.00058059+2.4515e-05i,0.00044411-3.8941e-05i,0.00062308-7.3063e-05i,0.00087204+5.1832e-05i,0.0010756+0.00011788i,0.00095911-0.00014001i,0.00010253-0.00054477i,-0.00038809-0.00083254i,0.00026757-0.00057149i,7.4549e-05+0.0006428i
-0.0027323+8.4692e-05i,-0.0029055+0.00042173i,-0.0032406-0.00031798i,-0.0025317+0.00012302i,-0.00072144+0.0013525i,0.00057409+0.00085201i,0.00062578+8.6275e-05i,-4.3702e-05-0.00027349i,-0.001088-0.00045571i,-0.00056075-0.00020306i,0.00010518-6.8553e-07i,0.00037665+4.6561e-05i,0.00081973+0.00070208i,0.00044431+0.0012861i,-0.00044743+0.0010731i,-9.2057e-05+0.00087526i,7.6175e-05+0.0005722i,-9.2152e-05+0.00064776i,-4.6863e-05+0.0010493i,0.00038247+0.00049417i,0.00063481-0.00013937i,-0.00055191+7.3268e-05i,-0.00080899+0.00049059i
0.0017225-0.0025625i,0.0020122-0.0017914i,0.00086815-0.0015687i,9.4661e-05-0.0018989i,0.0003841-0.0014793i,0.00026016-0.0008802i,0.00017987-0.00044403i,0.00086313-0.00011875i,0.0009287-0.00010712i,0.00065028+0.00016451i,0.00062013+6.9577e-05i,0.0012397+0.00031446i,0.0012907+0.001334i,0.00037066+0.0011403i,-0.00029516+0.00047293i,7.6754e-05+0.00028321i,0.00040625+0.00021346i,-5.394e-05+0.00054039i,3.1964e-05+0.00037136i,0.00066595-2.3214e-05i,6.664e-05-0.0008366i,-0.0010089-0.0012482i,-0.0010336-0.00082372i
6.1996e-05+0.00074216i,0.00015602+0.0012366i,-0.00051506+0.0021456i,-0.0010982+0.0015058i,-0.00039047+9.022e-05i,0.00050981-0.00051762i,0.00071178-0.00052404i,0.0001665-0.00045637i,-0.00046067-0.00020666i,0.00024307+0.00073651i,0.00011276+0.0011376i,-5.5868e-05+0.00046486i,2.4965e-05+0.00042527i,0.00029657+0.00058013i,0.00095256-1.6716e-05i,0.00090336-0.00088306i,0.00013698-0.00094767i,-0.0010929+0.00037938i,-0.0015515+0.00083598i,-0.00027627+0.00035441i,0.00051758-0.00043913i,7.724e-05-0.00074997i,0.00016519-0.00058027i
-4.1622e-05+0.0011856i,-0.00043083+0.0015876i,-0.00058148+0.0015971i,0.00080519+0.0015675i,0.001306+0.0013405i,0.0010424+0.00057241i,0.0009829-0.00016775i,0.0006121-0.0011885i,0.00078656-0.0014444i,0.00067868-0.00066104i,0.00034155+5.2457e-05i,0.00074403+0.00028331i,0.0010809-0.00018153i,0.0011104-0.00075268i,0.00090894-0.0006522i,6.2757e-05-0.00031699i,-0.00052034-6.6698e-05i,-0.00059888+0.00028892i,-0.00029368+1.8593e-05i,9.9713e-05-0.00042905i,0.00056942-0.00031777i,0.00060492-0.00015935i,0.00054147-0.00015548i
0.0027602+0.0005161i,0.0024839+5.0365e-05i,0.0017983-0.00013202i,0.0018361-0.00064825i,0.0018561-0.0016207i,0.001302-0.0012006i,0.00050905+3.4431e-05i,3.3538e-05+0.00020072i,-0.00040074-0.00034628i,-0.00072279-0.0001008i,-0.00064194+0.00039556i,-4.3975e-05+0.0011173i,-0.00010224+0.00043845i,-0.00053737-0.00017013i,-0.00013036-6.1699e-05i,0.0002123-0.00010689i,-0.00071103+0.00019173i,-0.00048897-4.5353e-05i,0.00042854-0.00074658i,0.00020564-0.00085885i,0.00033364-0.00070763i,0.000455-0.00064156i,0.00087696-5.0967e-05i
-0.00011914-0.0008952i,0.00035024-0.00056481i,-0.00064524-0.00029935i,-0.0013754-0.00026174i,-0.00099544-9.301e-06i,-0.0010621-1.6542e-05i,-0.00073784-0.0011716i,-0.00010962-0.0013212i,-0.00038359-0.0012441i,-0.00077901-0.0011994i,-0.00059755-6.3987e-05i,-0.00036114+0.0009703i,0.00026781+0.00095544i,0.00074949-7.4609e-05i,0.00011252-0.00051472i,-0.00024719-0.00030889i,-0.00011332+0.00033646i,3.6046e-05+0.0011003i,-9.2817e-05+0.0010453i,-0.00068352+0.00022818i,-0.0008195-0.00081632i,-0.0003193-0.0014769i,0.00026752-0.00096307i
0.0021617+0.0014968i,0.0019906+0.0011182i,0.0018385-0.0004012i,0.0021118-0.0006442i,0.0018053-0.00090922i,0.0017005-0.0016221i,0.0012976-0.0014069i,0.00073327-0.0008915i,0.00039048-0.0007208i,0.00071632-0.00065326i,0.00084566-0.00039233i,0.001075+0.00023752i,0.001492+0.00074639i,0.00094247+0.0011271i,-0.00033722+0.00056301i,-0.00039272-0.00027997i,-7.8119e-05+7.7213e-05i,0.00016447-0.00017394i,0.0002558-0.00060375i,-0.00027249-0.00019335i,-0.00048732-0.00021696i,-0.00061487-0.00061007i,-0.00040809-0.00059008i
0.00039044-0.0013489i,0.00041859+0.00020864i,-0.00072438+0.0012384i,-0.00087899+0.00051828i,-7.6544e-05-0.0012052i,-0.00014483-0.001324i,-0.00037132-0.00068176i,-0.00016058-0.00038482i,8.405e-05+5.8513e-05i,-0.00016311+0.00044397i,4.4921e-05+0.00043476i,0.0010137+0.00083201i,0.0015694+0.0010406i,0.0014374+0.00086605i,0.00043873+0.00070534i,0.00027132-8.3554e-05i,0.00026237-0.00029581i,-0.00051068-8.4896e-05i,-0.00097208+0.00024649i,-0.00048521-0.0006224i,0.00084046-0.0013575i,0.0012069-0.00089718i,0.00040547-0.00079524i
0.0018675-0.0012576i,0.002005-0.0012524i,0.0014411-0.002026i,0.00071931-0.001804i,-0.00098236-0.00044502i,-0.001124+0.00037049i,-0.00040493+6.9017e-05i,0.00025378-0.0005566i,0.00025954-0.0010016i,4.0418e-05-0.00071423i,-0.00027724-0.00068664i,-0.00078918+9.124e-05i,-0.00044857+0.0013616i,-0.00022114+0.0014065i,-0.00041517+0.00054793i,-0.00025686-0.00017277i,3.6891e-05-6.4546e-05i,-0.00023448+0.00036121i,-0.00086324+0.00045756i,-0.00068017+0.00044165i,-3.2296e-05+0.00025388i,0.0006992-0.00025086i,0.00032198-0.00085456i
-0.0011757+0.00039816i,-0.00099946+0.0002046i,-0.0016948+0.0017242i,-0.0013244+0.0020967i,0.0001495+0.0012817i,0.001636+0.00064497i,0.0012747+0.00025607i,-0.00019899+4.3341e-05i,-0.00022972-0.00022066i,0.00058423-0.00013519i,-0.00012731+0.00038916i,-0.00034023+0.00046783i,0.00040838+0.00063095i,0.00098863+0.00073076i,0.00058185+0.00081678i,-0.00066596+0.00070672i,-0.0010186-0.00043941i,-0.00052633-0.00065385i,2.6439e-06-9.7315e-05i,0.00022392+0.00025009i,-0.00016128+0.00076554i,-3.535e-06+8.5852e-05i,0.0004418-0.00059109i
0.0017992-0.00038594i,0.0018867-0.00025711i,0.001363-0.00044603i,0.00088587-0.0012825i,0.0010312-0.00073224i,0.00093215+0.00017495i,0.00017646+6.0382e-05i,-1.0816e-05-0.00043429i,-7.2141e-05-0.00033622i,-0.00055726-0.00019257i,-0.00073103+8.938e-05i,-0.00071196+0.00016311i,-0.00038827+0.00012958i,2.8735e-05+0.00011499i,0.00031096-2.3114e-05i,0.00020533-0.00020402i,0.00051105-0.00044314i,0.00049302+0.00023795i,-0.00016902+0.00052738i,-0.00020155-5.3215e-05i,3.284e-05-0.00078409i,0.0002072-0.0012274i,-1.6004e-06-0.0010356i
0.0035991+0.0013787i,0.0026111+0.0019513i,0.0024167+0.0014106i,0.0016986-0.00036785i,0.00064728-0.0018917i,0.00026445-0.0022283i,0.00035856-0.0018644i,0.00031786-0.001235i,0.00011134-0.00050345i,-0.00058698-0.00020181i,-0.00094355-0.00070953i,-0.00049174-0.00080589i,-0.00011572-0.00089852i,0.00032358-0.00059899i,0.00021405-0.00024293i,2.3703e-05-0.00050576i,0.00039543-0.00071228i,0.00040541-0.00048167i,0.00038113-0.00076983i,0.00020312-0.00078718i,0.00014697-0.0012387i,0.00031456-0.0013031i,0.00016156-0.00029614i
0.0021967-0.0019115i,0.0016299-0.0023571i,0.0017119-0.0028944i,0.00068141-0.0023095i,-0.000222-0.0012817i,-0.0005758-0.00094273i,-0.00028521-0.0009141i,0.00039213-0.00070161i,0.00045704-0.00084672i,-0.00032818-0.0011459i,-0.0012264-9.8929e-05i,-0.0010406+0.00086837i,-0.00019583+0.00080217i,0.00024685+0.00075717i,0.00018682+5.0358e-05i,0.00027706+0.00010507i,0.00047134+0.00016633i,-0.00011425-0.00092436i,-0.00044482-0.00076553i,5.2097e-05-0.00066384i,0.00021242-0.00088392i,5.2607e-05-0.00058433i,-0.00018829-0.00083028i
0.0021442+0.0017857i,0.0017321+0.0017047i,0.00093438+0.0021193i,0.00071293+0.00095707i,0.00016777+2.4325e-05i,-0.00042627+0.00036153i,-0.00039711+0.00045051i,0.00013981+0.00014043i,0.0003005-8.9315e-05i,0.0005875-0.00025612i,0.00050108-0.00051997i,0.00044344-0.00022355i,0.00078401+0.00029016i,0.00070585-0.00022134i,0.00062008-0.00088623i,0.00059221-0.00081956i,0.0006213-0.00055765i,0.0001999+7.7967e-05i,5.8114e-05+0.00030554i,-5.37e-05-9.5085e-07i,-0.00042475+0.00019128i,-0.00016743+1.7719e-05i,0.00045321-0.00066888i
0.00016051+8.4455e-05i,2.1653e-05+4.6002e-05i,0.00059237+6.7365e-06i,0.00037095-0.00012179i,-0.00013677+4.2888e-05i,-0.00026461-0.00086683i,-0.00038886-0.0016195i,-0.00022925-0.00062123i,-1.3352e-05-0.00011943i,-0.00029514-0.00036851i,-0.00043261+2.3703e-05i,-4.5991e-05+0.00089024i,0.00049091+0.00091716i,0.0003334+0.00067682i,0.00029196+0.00036395i,2.9393e-05-0.00011897i,-0.00027624-0.00038675i,-0.0002682-0.00082525i,-8.9663e-05-0.00070711i,0.0002309-0.0010597i,0.000291-0.0018928i,0.0002202-0.0017288i,-1.1605e-05-0.00098553i
0.0016683+0.00081266i,0.0021458+0.0016414i,0.0030792+0.0023781i,0.0026189+0.0016121i,0.0019504+0.00030153i,0.0011022+1.6503e-05i,0.00031515-0.00052147i,0.00040562-0.0011915i,0.00018332-0.0011457i,0.000584-0.0011987i,0.00063987-0.0012002i,0.00029011-0.00064498i,0.00089153-0.00033181i,0.0012874-0.00024875i,0.0013232+6.1459e-06i,0.00083925-1.4864e-06i,0.00045523+0.00019144i,0.00029443+0.00064096i,0.00024653+0.00075266i,0.00030621+0.0004883i,-6.1667e-05+9.7576e-05i,-0.00016442-0.00014389i,-0.00022508+0.00017573i
0.0004062+0.0011702i,0.00042192+0.00097719i,0.00081033+0.00029575i,0.0010573-0.00018976i,0.0011826+0.0003431i,0.00065668+7.4401e-05i,-0.00050869-0.00055544i,-0.00034912-0.00077796i,-0.00044703-0.00065208i,-0.0011979-8.1224e-05i,-0.00092803+0.00068946i,-0.00065532+0.00089088i,-0.0004284+0.00058737i,0.00041887+0.00087806i,0.00077874+0.00069616i,0.00039329+0.00043084i,4.5089e-05+0.00040649i,-0.00024293+7.8084e-05i,-0.00076081-0.00033057i,-0.00033166-0.00069536i,0.00016446-0.0010248i,-0.00028154-0.00026257i,-0.00011571+0.00022598i
-0.00050178+0.00093283i,8.2855e-05+0.00097925i,0.00023724+0.0020692i,0.0003732+0.0019409i,0.00038889+0.00029226i,8.4124e-05-0.00050493i,-0.0002832-0.00050963i,-3.8376e-05-0.00047055i,-0.00043085-0.00027938i,-0.00037138+8.1823e-05i,3.9817e-05-3.9666e-05i,-0.00010698-0.0002126i,0.00034209+0.00061406i,0.00079042+0.0014461i,0.00099005+0.00087067i,0.00063377-0.00012238i,-0.00035764-0.0003152i,-0.00028905-9.9171e-05i,0.00042564+0.00051866i,0.00015558+0.00057168i,-0.00045827-3.0741e-05i,-0.00028487-0.00018909i,-4.8122e-05-0.00061512i
0.00076591-0.00082906i,0.00052657-0.0013115i,0.00051534-0.0017106i,0.00019986-0.0010264i,3.125e-05-0.0008168i,0.00051172-0.0016458i,0.0010303-0.001948i,0.00086199-0.0012894i,0.00011302-0.00090079i,-0.00014813-0.00087014i,0.00013471-0.00062371i,-0.00021535+0.00035513i,-0.00040039+0.00063978i,0.00020844+0.00045485i,0.00031819-0.00024012i,-4.1631e-05-0.00034804i,0.00032693-1.3156e-05i,0.0006335-0.00089583i,0.00032056-0.0011919i,0.00025863-0.00073466i,-4.0323e-05-0.00088319i,-0.00039058-0.0011092i,-0.00063379-0.00068114i
0.00077005+0.0021289i,0.0002613+0.002432i,0.001072+0.0025091i,0.0017613+0.0016256i,0.0013821+0.00065821i,0.00066263+0.00031056i,0.00017024+0.000135i,-1.3927e-05-0.00026995i,0.0001192-0.00098652i,0.00016556-0.00086367i,0.0003795-8.4236e-05i,-2.3806e-05+0.00015567i,-0.00083686-7.4633e-05i,-0.00043933-0.00036967i,-0.00010518-0.00015569i,-0.00027681+0.00044814i,-0.00069516+0.00025369i,-0.00095755-9.3594e-05i,-0.00070824+0.00059997i,-6.41e-05+0.00055823i,6.3273e-05-1.9682e-06i,-0.00035545+3.288e-05i,9.4631e-06-8.8849e-05i
0.00041938-0.0018987i,1.612e-05-0.001506i,-8.1725e-05-0.00045481i,0.00018698+5.8725e-05i,0.00028947+0.00022399i,-0.00011751-0.00050977i,-0.00023897-0.00042892i,0.00017352-0.00029559i,0.00018524+0.00013138i,0.00014579+0.00043084i,0.00066735+0.00033778i,0.00048088+0.0012867i,-6.6755e-05+0.0017911i,0.00076418+0.0015699i,0.0011151+0.0011464i,0.00075881+0.00048079i,0.0010324-0.00028015i,0.00070518-0.0003543i,-0.00038712-0.00011549i,-0.0010853+7.3277e-05i,-0.00054541-0.00016963i,-3.5261e-05-0.00053877i,-8.639e-05-0.00024714i
-0.00051267-0.0017421i,-0.00021948-0.00055678i,-0.00056577+0.00035186i,-0.0010921+0.0010177i,-0.00095028+0.00040853i,-0.00020275+0.00012884i,0.00044942-0.00063808i,-9.8936e-06-0.001251i,-0.00094588-0.001176i,-0.001105-0.00038593i,-0.0010366+0.00049139i,-0.00084912+0.0011663i,-0.00085187+0.0019751i,-0.00025844+0.001351i,0.00071297+0.0006775i,0.00033921+0.00041027i,-0.00080476-0.00011833i,-0.00088453-0.00036454i,0.00028274-0.00022559i,0.00081869-0.00070781i,0.00043654-0.0010433i,0.00036322-0.0003621i,-0.00029022+8.8738e-05i
-0.001193-0.0019634i,-0.0022633-0.0022629i,-0.0023346-0.0018281i,-0.00087337-0.0006089i,0.00047746-6.6452e-05i,0.00044283-3.6892e-05i,0.00022007-0.00026363i,0.00021099-9.6815e-05i,-0.00031752-5.4082e-05i,-0.00094278+0.00049982i,-0.0008854+0.0010909i,-0.00056823+0.00046598i,-0.00026612+7.8962e-05i,0.00012214+0.00056792i,0.000109+0.00045414i,0.00042926-0.00017836i,0.00073882-5.3027e-05i,0.00045975+0.00048821i,-0.00067347+0.00064822i,-0.00070046-0.00015203i,-0.0004602-0.00098729i,-0.00046954-0.0006148i,-0.00024028-0.00015751i
0.0013914+0.0031108i,0.0019212+0.0037854i,0.0030781+0.004033i,0.0028074+0.0020757i,0.002076+0.0007353i,0.0013749+0.0006137i,0.00084334+0.00022661i,0.00056047-0.00020388i,0.00038452-0.00047407i,0.00045254-0.00021658i,0.00066331+0.00028686i,0.0003394+0.00076544i,0.00022978+0.00064567i,0.00037991+0.00052429i,0.00012214+0.00078046i,0.00018861+0.0012035i,0.00045698+0.00086424i,0.00036102+0.00062535i,-0.00055861+0.00035721i,-0.00075139-0.00075417i,-0.00012492-0.0007422i,0.00017075+0.00017429i,0.00037127+0.00037055i
-0.0025978-0.0002979i,-0.0030763-0.00065742i,-0.0037654-0.0005159i,-0.0031324-8.4746e-05i,-0.0012233+5.8926e-05i,-0.00055699-0.00036027i,-0.0012602-0.00091219i,-0.0010087-0.00086009i,-0.00013755-0.00040635i,-4.2514e-06+7.3322e-05i,-0.00086216+0.0013657i,-0.00073346+0.0018054i,0.00038651+0.0014831i,0.00048357+0.0010027i,-8.2391e-07+3.6757e-05i,9.7075e-06-0.00030691i,-0.00026883-0.00016826i,-0.00056867+0.00013556i,-0.00073818-0.00036701i,-8.3251e-05-0.0012032i,0.00093004-0.0012658i,0.00074766-0.0016272i,5.9579e-05-0.0011571i
0.00070333-0.0014262i,0.0014598-0.00062844i,0.0011646-0.00046753i,0.00036035+3.9465e-05i,4.0389e-05+0.00074528i,0.00016786+0.00055838i,6.4058e-05-0.0004841i,-0.00033006-0.00062526i,-0.00051393+0.00017966i,1.4341e-05+0.00029799i,0.00014849+5.1315e-05i,0.00033277-2.6314e-05i,0.00051048+0.00010635i,0.00063867+0.00054392i,0.00055884+0.0011431i,0.00031396+0.00095731i,0.0005051+0.00066634i,0.00046042+0.00068887i,-2.3522e-05+0.00072992i,0.00019745-3.1409e-05i,0.00045875-0.00035804i,0.00046923-3.728e-05i,8.5795e-05-9.419e-05i
6.8057e-05+0.0016427i,-0.00016234+0.00099105i,-0.00022631+0.00050326i,0.00031864-0.00027998i,0.0016161-0.0009236i,0.0026353-0.0010719i,0.0018724-0.0008158i,0.00047738-0.0013899i,-0.00035072-0.0015412i,-0.00018327-7.3027e-05i,0.00034257+0.00028655i,0.00025298+0.00024881i,-0.00034688+0.00048143i,-0.0001227-0.00054751i,0.00065218-0.00095235i,0.0004349+0.00021152i,0.00021918+0.00064108i,0.00030546+5.6349e-05i,8.8199e-06+0.00022418i,-4.0046e-05+0.00013022i,5.6946e-05-0.00033271i,0.00019822-0.00091464i,0.000346-0.00048026i
-0.00012893-0.0018176i,0.00010885-0.0029233i,0.00031609-0.00331i,-0.00016398-0.0020192i,-0.00030312-0.0015726i,-0.00039342-0.00068799i,-0.00061428-8.4055e-05i,-0.00033822-0.00058056i,1.8342e-05-0.00068499i,-0.00010577-0.00060784i,-0.0006239-0.0011906i,-0.00056378-0.00085343i,-0.00013386+0.00041302i,-0.00055499+0.0016036i,-0.00068876+0.001554i,0.00050094+0.00046463i,0.0016773-0.00017489i,0.0015184-0.00040275i,0.00072157-0.00035374i,0.0011463-0.00037552i,0.00075881-0.00059153i,-0.00040796-0.00070424i,-0.00063821-0.00098907i
0.0019055-0.00023204i,0.0011777+0.0010896i,0.00051042+0.00061447i,-0.00026479+0.00059806i,-0.00066174+0.00043393i,-0.00034731+0.00045004i,0.00018704-0.00035271i,0.00067658-0.00118i,0.00029181-0.00082327i,-0.00047902-0.00059469i,-0.00053703-0.000319i,-9.8143e-05+0.00012567i,-0.00016398-0.00027904i,-0.0010626-0.00026459i,-0.00073074-0.00032428i,-1.1586e-06-0.00067292i,6.0653e-05-6.5686e-05i,-0.00046929+0.00014736i,-0.00031973-0.00048316i,0.00054669-0.0012989i,0.0006855-0.0013194i,7.6956e-05+0.00035183i,-0.00069514+0.00048068i
0.0013551-0.0010607i,0.00075599-0.0016746i,0.00064951-0.0014336i,-4.4183e-05-0.00042439i,0.00033252-0.00014619i,0.00047488-0.00036308i,0.00024232-8.8709e-06i,0.00047492+0.00040122i,-3.8519e-05+0.000604i,-0.00030963+0.00028798i,0.00028706+4.2666e-05i,0.00023071-0.00035956i,-0.00050822-9.5898e-05i,0.00022066+0.00086028i,0.0011073+0.0010957i,0.00065996+0.00062607i,0.00011431-5.6296e-06i,-0.00015857+0.00026239i,-0.00023083+0.00028953i,0.00060532+0.00021875i,0.00035329-0.00014444i,2.2043e-05-0.00013238i,-0.00010101+0.00017677i
0.0010634-0.00012795i,0.00016198+0.00031752i,0.000688+0.00012544i,0.00057291+0.00017834i,0.00079126-0.00020767i,0.0011672-0.0003711i,0.00021244-0.00042173i,-0.00096563-0.00094585i,-0.0014435-0.00098603i,-0.0010942-0.00089206i,-0.00057847-0.00012726i,0.00012667+0.00050187i,-1.7075e-05+0.00038578i,-0.00064376-0.00038008i,-0.0010479-0.0010029i,-0.00094425-0.00021137i,-0.00032666+0.00033157i,-0.00011014+0.00065676i,-0.00021936+0.00051563i,0.00039174+0.00031276i,0.00040639-6.7089e-05i,0.00018382-0.00037941i,3.7002e-05-0.00021793i
0.0010137+0.00034415i,0.0016534-0.00018528i,0.0023109-0.00032447i,0.002-0.00021341i,0.0016209+8.8891e-05i,0.0011094+0.00047146i,0.00068813+0.0001344i,0.00060632-0.00087798i,0.00077955-0.00067033i,0.00056759+1.0988e-05i,-0.00014275-9.5489e-07i,-0.00017621+0.00022984i,0.00040356+0.00069415i,0.00017614+0.00023235i,-0.00076859-0.00062897i,-0.00088385-0.00078927i,-0.00038788-9.3723e-05i,-0.00046191+0.00015731i,-0.00055765-0.00020337i,-0.00042961-0.00064641i,-0.00062344-0.0010477i,-0.00077276-0.00046437i,-0.00013333-0.00018588i
0.00013388+0.0015653i,-0.0011221+0.001726i,-0.00023342+0.0023943i,0.0006238+0.002029i,0.0016186+0.00056573i,0.0011076+0.00027645i,-0.00034755+0.000836i,-0.00074575+0.00022138i,-0.00055614-0.00023297i,-0.00024826-0.00029484i,-0.00013607-0.00028429i,7.8072e-05+0.0004469i,0.0002284+0.00078774i,0.00030172+6.5502e-05i,0.00070846-4.3006e-05i,0.00057662+7.3749e-05i,0.00049075-0.00011038i,0.0007013-4.2349e-05i,0.00077872-0.00052954i,0.00071201-0.00091349i,0.00044788-0.00096259i,0.00027251-0.0006242i,0.00086474-0.00070717i
0.00028273-0.0018393i,-0.0003254-0.0014597i,0.00029308-0.00052615i,0.00040809+0.00018003i,8.1631e-05+0.00088888i,0.00051881+0.0014371i,0.00061398+0.0011554i,0.00018172+0.00051843i,-0.00085381+0.0005118i,-0.00077552+6.0385e-05i,-0.00016438-0.00026199i,2.1741e-05+0.00063369i,-0.00015174+0.0015942i,-0.0002967+0.0011685i,-0.00046029+9.4213e-05i,-0.00021902-0.00091821i,0.0004722-0.0011783i,0.0002378-0.0001711i,-0.00017429-0.00039406i,0.00010263-0.0007733i,0.00020286-0.00080237i,0.00029472-0.0009453i,0.00019725-0.0013148i
0.0024645+0.00071533i,0.0022122+0.00037803i,0.0017938+0.00076926i,0.0014189+0.00064595i,0.00077947-4.5879e-05i,9.1016e-05-0.00062887i,-0.00061427-0.00095353i,-0.00061576-0.0011258i,-0.0001755-0.0007565i,-0.00063771-0.00049594i,-0.00024388-0.00054878i,0.00045695+2.6977e-05i,0.00051847+0.0005436i,-0.00054291+0.00061762i,-0.00088601-1.7653e-05i,-0.00046725-0.00067785i,-0.00067999-0.00054983i,1.4607e-06+4.4817e-05i,0.0007865+0.00010601i,0.00012132+0.00018443i,-0.00026848-0.00023785i,0.00029331-0.00059735i,-0.00013272-0.00023102i
-0.00037267+0.0013262i,-0.00087038+0.00045421i,-0.00071982+0.0010026i,-3.7109e-06+0.0013117i,0.00060841+0.0007268i,0.00041824+0.00049386i,0.00024956+0.00072882i,0.00014147-0.00011996i,-0.00025713-0.00036891i,0.00010546-9.8932e-05i,0.0006259-0.00016767i,0.0010454+0.00013368i,0.0013669+0.00098411i,0.00053314+0.0016006i,-0.00038413+0.0014094i,-0.00054402+0.00058753i,-0.00055179-0.00069377i,-0.00067749-0.0014593i,-0.00073082-0.00090176i,-0.00015016-0.00031756i,0.00050075-0.00050648i,0.0003309-0.00099718i,0.00065748-0.0014509i
-0.00031143+0.0002742i,0.00057707+0.00016485i,0.00088419-0.00030451i,7.4085e-05-3.3148e-06i,-0.00045913+0.00092415i,-0.00072621+0.00041956i,-0.00077759-0.00058249i,-7.2849e-05-0.00064495i,-4.3388e-05-9.2494e-05i,-0.00060035+0.00054066i,-0.00092597+0.00065725i,-0.00072396+0.00099842i,-0.00022387+0.0012539i,0.00073865+0.00088633i,0.00067364-0.00011002i,-8.5752e-05-0.00032453i,-0.0001958-0.00040895i,0.0003667-0.00084045i,0.00071072-0.00055908i,0.00017392-0.00062644i,-0.00012139-0.00060334i,0.0001202-0.00039545i,0.000248-0.00047715i
-0.00051274-0.00036344i,0.00044719-0.0010175i,-0.00032378-0.0010613i,-0.00028424-0.00038461i,0.00019485-0.0002759i,0.0003822-0.0012185i,-0.00019998-0.0011494i,-0.00075782-0.00047804i,-0.00051104-0.00086985i,-0.00021995-0.00082628i,-2.5778e-05+0.00039972i,-0.00030728+0.0012265i,-9.1919e-05+0.00082359i,0.00024152+0.00030909i,3.7452e-05-4.412e-05i,0.00041037+0.00085674i,0.00069653+0.00071029i,0.00062569-4.6966e-05i,0.00060072-0.00039227i,0.00038572-0.0010561i,0.0006681-0.00091785i,0.00034154-0.00061901i,-1.6999e-05-0.00066819i
0.0009031+0.00082214i,0.00074275+0.00073853i,0.00072268+0.00085386i,0.00079087+0.00048539i,0.00049905+0.000215i,0.00071326-0.0009635i,0.00070382-0.0015723i,0.00010331-0.0012907i,0.00049623-0.0012914i,0.0004804-0.0010907i,-0.00013562-0.00045437i,-0.00015817-6.6024e-05i,-0.00016369+0.00048281i,-0.00019977+0.00014027i,-0.00015812-0.00012591i,-0.00032342-0.00037762i,0.00012482-0.00083156i,0.00045311-0.00034977i,0.00031081+0.00030873i,0.00044702+0.00032614i,0.00079874-0.00017024i,0.00079836-0.00092183i,0.00044835-0.0015296i
-0.0019713+0.0023084i,-0.0010019+0.0024733i,0.00041193+0.0032043i,0.0016714+0.0034996i,0.0016156+0.0028064i,0.00053581+0.0020733i,-0.00044732+0.0010647i,-0.00025892-2.0669e-05i,0.0008042+6.0829e-05i,0.00084175+0.00011699i,0.00091037+0.00023441i,0.0014201+0.0010138i,0.0010634+0.0016131i,0.00058269+0.0021838i,-6.7272e-05+0.0017456i,-0.0002361+0.0010691i,0.0001171+0.00029938i,-4.5025e-05+0.00011605i,-0.00092446+0.00040934i,-0.0009948+3.5196e-05i,-6.0209e-05-0.00036898i,0.00029744-0.00084682i,0.00049759-0.0007471i
-0.0028388-0.0042597i,-0.0032732-0.0032424i,-0.0044382-0.0024525i,-0.0036702-0.0018104i,-0.0013964-0.0008702i,0.00048823+0.00011046i,0.00016214+0.00023275i,-0.000584-0.00046236i,-0.0008216-0.0009997i,-0.00092166-7.865e-05i,-0.00084262+0.00097554i,8.9806e-06+0.0013953i,0.00038886+0.0015423i,0.00011649+0.0013042i,-0.00059863+0.0017052i,-0.00045999+0.0014472i,0.00046106+0.00078069i,0.00067621-8.9256e-05i,0.00060164-0.00062876i,-0.00017573-0.00039527i,-0.00039918-0.00056107i,-0.00050069-0.00066157i,-0.0008211-0.00095571i
0.00082692+5.436e-05i,0.0017167+6.8005e-06i,0.002059-0.00012938i,0.001854-0.0005928i,0.0012392-0.000542i,0.0013445-0.00084088i,0.0017439-0.00079055i,0.0013351-0.00033453i,0.0008645+0.00057117i,0.00036299+0.00066807i,-0.0010387+0.00063778i,-0.0014373+0.00042684i,9.2217e-05+0.00014221i,0.00070293+0.0007812i,-8.7955e-05+0.00080284i,-0.00017104-0.00012581i,4.6892e-05-0.00057433i,0.00044153-0.00019768i,-1.0283e-05-0.00041192i,-5.7457e-05-0.0013271i,0.00049553-0.0012704i,9.157e-05-0.00086317i,0.000333-0.00073278i
