-0.00029196+0.00041752i,-0.00061634+3.1379e-05i,-0.0014895+0.00047592i,-0.0017974+0.00099591i,-0.00236+0.00055966i,-0.0020115+0.00077189i,-0.00047472+0.0010144i,0.00092231+0.00053304i,0.0013241+0.00021753i,0.0013164-0.00010665i,0.00031966+6.3948e-05i,-0.00015631-4.2778e-05i,-0.00014232-0.00038594i,-0.00016692-0.0004069i,0.00016478-0.00087393i,-0.00020277-0.00098857i,-5.2963e-05-0.00075468i,0.00029861-0.00082843i,-0.00016716-0.00014424i,0.00019973-8.7683e-05i,0.00083852+0.00039293i,0.00020946+0.00084819i,-0.00045453+0.00026246i
0.16185+0.077484i,0.17895+0.13444i,0.12549+0.20335i,0.070188+0.24303i,0.056959+0.18476i,0.066941+0.048454i,0.058615-0.042117i,0.035706-0.034768i,0.022277-0.002409i,0.0094976+0.0040594i,-0.0040083+0.0017162i,-0.006496+0.0050086i,-0.00080647+0.0082166i,0.0040161+0.0049572i,0.0050279-0.0038244i,0.0035243-0.0078677i,0.0023038-0.0037628i,0.00059582+0.0042351i,-0.00074861+0.011628i,4.9877e-05+0.0094644i,0.0023317+0.00096408i,0.004237-0.0031078i,0.0026354-0.0018943i
-0.14058+0.12572i,-0.19842+0.13516i,-0.25317+0.082838i,-0.28844+0.012559i,-0.2683-0.0354i,-0.22154-0.03188i,-0.16179+0.00464i,-0.080737+0.020594i,-0.02113+0.010056i,0.0042095+0.0054342i,0.018159+0.0070903i,0.019734+0.0019052i,0.0088264-0.0025639i,-0.0040783-0.0036106i,-0.012763-0.0037139i,-0.01596-0.0031373i,-0.016387-0.004511i,-0.012679-0.00843i,-0.007143-0.013249i,-0.0052601-0.014537i,-0.0052594-0.010784i,-0.0041763-0.0084864i,-0.0039517-0.0078304i
-0.075092-0.18092i,-0.086078-0.24041i,-0.054391-0.28501i,-0.021144-0.29157i,-0.0071155-0.19i,0.022366-0.035726i,0.057658+0.04417i,0.049363+0.043945i,0.0249+0.030352i,0.023248+0.016743i,0.024357-0.0014918i,0.014269-0.010908i,0.0061187-0.01193i,0.0042389-0.007874i,0.0077562+0.0019779i,0.012981+0.0080127i,0.011211+0.0052212i,0.0031824-0.0023115i,-0.001369-0.0070753i,-0.00091318-0.0040477i,0.0015907+0.0035547i,0.003391+0.0083858i,0.0031719+0.0050422i
0.19292-0.0068379i,0.26034-0.016496i,0.30115+0.0083773i,0.32078+0.039958i,0.26475+0.0068827i,0.14728-0.074056i,0.050821-0.1066i,0.011038-0.070587i,0.00090795-0.029915i,-0.012545-0.014646i,-0.025885-0.0062477i,-0.021834+0.0011251i,-0.012181+0.0032028i,-0.0069482+0.0025046i,-0.00067797+0.0011755i,0.0048949-0.0015847i,0.0074509-0.0024636i,0.0084055+0.0022525i,0.0082535+0.0073733i,0.008041+0.0052595i,0.0094789-0.001299i,0.012066-0.0046458i,0.012419-0.0023252i
-0.064522+0.18548i,-0.055341+0.26417i,-0.056293+0.30557i,-0.085063+0.29986i,-0.11383+0.22284i,-0.13652+0.13033i,-0.13577+0.084311i,-0.09762+0.056523i,-0.062089+0.024038i,-0.046551+0.015917i,-0.024394+0.02108i,-0.0073283+0.015916i,-0.0087722+0.0097488i,-0.012478+0.0069791i,-0.014481+0.0048081i,-0.016625+0.0027717i,-0.014757-0.00039343i,-0.0096756-0.0060605i,-0.0055271-0.010212i,-0.0055265-0.0078579i,-0.006985-0.0020764i,-0.0093403+0.0014105i,-0.0091974+0.0016528i
-0.15036-0.125i,-0.24543-0.12879i,-0.31333-0.11993i,-0.32331-0.12347i,-0.22451-0.095298i,-0.053999-0.034617i,0.054346+0.0066728i,0.055906+0.021462i,0.026174+0.034463i,0.02117+0.036708i,0.023894+0.02408i,0.018725+0.01137i,0.014924+0.0018571i,0.015729-0.003584i,0.016385-0.0050766i,0.015714-0.0061674i,0.014003-0.0084393i,0.009328-0.01041i,0.0025425-0.0094484i,0.00035395-0.0029125i,0.0019096+0.0075238i,0.0020134+0.01415i,0.00038939+0.011414i
0.15904-0.090332i,0.18287-0.19058i,0.16602-0.27844i,0.15811-0.31007i,0.1337-0.28311i,0.071884-0.23947i,0.011219-0.19316i,-0.012336-0.11935i,0.0027257-0.048506i,0.015048-0.016816i,0.0079961-0.0056106i,0.0029701-0.00025866i,0.0069002-0.0033717i,0.010435-0.0078647i,0.008286-0.0085388i,0.0072693-0.0076148i,0.01243-0.0061358i,0.016895-0.0017496i,0.017054+0.0037064i,0.012886+0.0040009i,0.0061648+7.6702e-05i,0.0053924-0.0053741i,0.0087632-0.0090731i
0.030571+0.16835i,0.13043+0.20935i,0.25428+0.19737i,0.30455+0.18063i,0.23031+0.17157i,0.084893+0.15865i,-0.015501+0.13174i,-0.034855+0.068744i,-0.034171+0.0008008i,-0.03087-0.02455i,-0.016539-0.02555i,-0.008593-0.022632i,-0.010103-0.013235i,-0.013564-0.0021236i,-0.01558+0.0097156i,-0.012597+0.021535i,-0.0090953+0.02641i,-0.0051018+0.021247i,-0.0030428+0.01313i,-0.0070897+0.0092895i,-0.011248+0.0091602i,-0.013519+0.0086089i,-0.011623+0.0071263i
-0.15582-0.035772i,-0.21248+0.052908i,-0.22307+0.1963i,-0.19988+0.26749i,-0.12175+0.21347i,0.016559+0.11768i,0.11444+0.045605i,0.10389+0.007234i,0.045635-0.010139i,0.0013316-0.023906i,-0.018886-0.028291i,-0.019679-0.022806i,-0.011774-0.016374i,-0.0024778-0.0083132i,0.0064783-0.0038731i,0.011862-0.003958i,0.010228-0.00021022i,0.00084451+0.0049921i,-0.0092258+0.0063332i,-0.011168+0.0047361i,-0.0062004+0.0051001i,1.4625e-05+0.0093783i,0.0042659+0.014148i
0.080757-0.117i,-0.0028562-0.18205i,-0.16668-0.22162i,-0.26834-0.2254i,-0.24153-0.20455i,-0.17669-0.19437i,-0.12993-0.16759i,-0.080293-0.099158i,-0.03241-0.039489i,-0.020666-0.010151i,-0.024746+0.011574i,-0.013681+0.020668i,-0.001508+0.014927i,-0.0013326+0.0066942i,-0.0047768-0.0034114i,-0.0093145-0.012661i,-0.012706-0.014573i,-0.0089587-0.010319i,-0.002937-0.0060619i,-0.0036363-0.0053732i,-0.0075013-0.0079083i,-0.0060318-0.013325i,-0.0033941-0.016614i
0.07485+0.11446i,0.15531+0.035193i,0.23871-0.12686i,0.26708-0.21573i,0.20764-0.13987i,0.10975+0.022303i,0.030244+0.11844i,-0.0084085+0.097076i,-0.015483+0.048022i,0.0069727+0.030447i,0.033881+0.018521i,0.036606+0.0048301i,0.022568+0.0028988i,0.0086726+0.0090225i,-0.00073478+0.015566i,-0.0066511+0.022689i,-0.0096789+0.026175i,-0.0091302+0.019706i,-0.0082873+0.0078122i,-0.0088764+0.00093591i,-0.0096719+0.0028238i,-0.012093+0.0072944i,-0.013116+0.0075025i
-0.1246+0.02i,-0.058564+0.1156i,0.091013+0.21997i,0.19951+0.24498i,0.22651+0.17263i,0.22247+0.074525i,0.20465-0.00063662i,0.15183-0.031547i,0.097437-0.027274i,0.065883-0.02661i,0.040945-0.033137i,0.02213-0.028229i,0.016776-0.018911i,0.016494-0.01604i,0.015755-0.014804i,0.014199-0.014813i,0.0096631-0.012653i,0.00012609-0.0080377i,-0.0083298-0.0041774i,-0.0082279-0.0031935i,-0.00035544-0.0042752i,0.0089264-0.001138i,0.011066+0.0029622i
0.034085-0.10505i,-0.07741-0.059455i,-0.22052+0.079369i,-0.28216+0.18057i,-0.27061+0.15122i,-0.24602+0.036959i,-0.19712-0.040772i,-0.10322-0.049044i,-0.028022-0.038764i,-0.017199-0.027387i,-0.029089-0.0066646i,-0.024958+0.0083019i,-0.014006+0.0043836i,-0.010128-0.0067776i,-0.011797-0.015461i,-0.015909-0.023252i,-0.020983-0.032124i,-0.02127-0.033652i,-0.014786-0.028672i,-0.0091675-0.024298i,-0.0082421-0.01917i,-0.010114-0.016185i,-0.011698-0.014082i
0.072224+0.080621i,0.058858-0.033493i,-0.038939-0.19984i,-0.12257-0.24245i,-0.097137-0.1301i,-0.019798+0.027638i,0.019033+0.1127i,0.004026+0.10115i,-0.018897+0.060969i,-0.015162+0.035639i,0.00025501+0.020543i,0.0082707+0.016532i,0.010356+0.018496i,0.007794+0.016228i,0.0078236+0.0138i,0.01278+0.01165i,0.012868+0.0065516i,0.0073365-0.0032214i,0.0012624-0.010889i,-0.0021313-0.0087921i,-0.0027429+0.00102i,-0.0025442+0.010375i,-0.0013354+0.010955i
-0.097641+0.022142i,0.0077879+0.030732i,0.19945-0.034755i,0.28971-0.13909i,0.25629-0.17038i,0.2306-0.13828i,0.20886-0.10651i,0.14687-0.07018i,0.081006-0.027575i,0.048096-0.0039025i,0.033327+8.007e-05i,0.018924+0.00091562i,0.012614+0.004449i,0.018369+0.0056264i,0.025355-2.5031e-05i,0.031021-0.0080232i,0.037955-0.011214i,0.038154-0.0085466i,0.029234-0.0049038i,0.018419-0.0036546i,0.012028-0.0069255i,0.012691-0.011543i,0.015062-0.013414i
0.023475-0.087239i,-0.0070963+0.00995i,-0.01592+0.20668i,0.013539+0.31162i,-0.022495+0.25221i,-0.13487+0.15977i,-0.16464+0.10023i,-0.086899+0.04955i,-0.015809+0.015389i,0.002953+0.014027i,-0.0006566+0.020575i,-0.007695+0.015572i,-0.012239+0.010923i,-0.01209+0.012872i,-0.011311+0.013384i,-0.011593+0.0095725i,-0.010545+0.003488i,-0.0050121-0.0020599i,0.0033824-0.0058302i,0.0056293-0.0064732i,0.0016986-0.0033711i,-0.0042139-1.6779e-05i,-0.0086099+0.0018979i
0.055115+0.068329i,-0.029003+0.025914i,-0.18455-0.012393i,-0.25473+0.048642i,-0.18581+0.15745i,-0.082583+0.19801i,-0.023536+0.18842i,2.1831e-05+0.15033i,0.0047332+0.086997i,0.0014051+0.029053i,-0.0061069-0.007216i,-0.017617-0.014837i,-0.023348-0.0037623i,-0.018509+0.0059189i,-0.0081438+0.012427i,0.0036035+0.019215i,0.0075434+0.022938i,0.0028904+0.019855i,-0.00020708+0.014343i,0.0026316+0.012381i,0.0078875+0.013934i,0.010151+0.017619i,0.0092699+0.01655i
-0.096657+0.016345i,-0.033135-0.056825i,0.041953-0.18814i,0.019475-0.28383i,-0.025604-0.30422i,0.0038289-0.26479i,0.03813-0.19535i,0.033581-0.11006i,0.02118-0.048862i,0.003016-0.031611i,-0.015382-0.02549i,-0.020898-0.018153i,-0.017727-0.012445i,-0.010857-0.0076453i,-0.0020857-0.0082953i,0.0059433-0.0096204i,0.013705-0.0035846i,0.017754+0.0061012i,0.016032+0.011035i,0.0089049+0.0076424i,0.00096164-0.0019073i,-0.0016299-0.013636i,-0.0010092-0.018222i
0.029382-0.098417i,0.070901-0.01607i,0.13999+0.077469i,0.14858+0.047446i,0.036785-0.016922i,-0.10966-0.0057119i,-0.15647+0.028182i,-0.11278+0.028519i,-0.0627+0.020757i,-0.031143+0.036134i,-0.0042526+0.04869i,0.0078066+0.034025i,-0.0026777+0.01398i,-0.017107+0.011913i,-0.021292+0.021679i,-0.018463+0.029323i,-0.015511+0.026629i,-0.012357+0.016074i,-0.010539+0.0060434i,-0.012259+0.0021211i,-0.010362+0.0035512i,-0.004269+0.0049279i,0.00034162+0.0059923i
0.064342+0.082288i,-0.023216+0.095321i,-0.12213+0.13793i,-0.071243+0.19855i,0.044657+0.20261i,0.072529+0.15504i,0.039091+0.11616i,0.0067377+0.091471i,-0.0074642+0.072166i,0.0042157+0.049651i,0.022124+0.018292i,0.027965-0.0075575i,0.018972-0.020166i,0.0032147-0.018515i,-0.001174-0.0086507i,0.0034163-0.0023846i,-0.001517-2.6132e-05i,-0.014245+0.0017533i,-0.020262+0.0040016i,-0.01333+0.0059463i,-0.0020343+0.0085827i,0.0064757+0.0129i,0.011048+0.012827i
-0.10907+0.011749i,-0.090035-0.073253i,-0.06757-0.18884i,-0.088087-0.19679i,-0.072322-0.16234i,-0.013286-0.19831i,-0.0052277-0.20668i,-0.021753-0.12844i,-0.016445-0.058958i,-0.016531-0.040838i,-0.020863-0.0405i,-0.015499-0.041289i,-0.0044455-0.041769i,0.0024103-0.044659i,-0.0027402-0.046017i,-0.012568-0.041655i,-0.013058-0.037533i,-0.0086371-0.029714i,-0.0060641-0.01848i,-0.0071013-0.010601i,-0.012542-0.003591i,-0.016602+0.0021187i,-0.016967+0.0045411i
0.043097-0.11674i,0.11708-0.074881i,0.18353-0.0097872i,0.12144-0.035586i,-0.019709-0.075016i,-0.082364-0.027969i,-0.057644+0.012985i,-0.029442-0.0032267i,-0.024827-0.020124i,-0.022709-0.013076i,-0.012564-0.0017225i,-0.003141-0.00070601i,0.0018927-0.0070128i,0.0043703-0.0054591i,0.0033113+0.0087647i,0.00026418+0.022423i,-0.0050131+0.022088i,-0.0089812+0.0093845i,-0.010275-0.0033845i,-0.010556-0.006031i,-0.0056707-0.0014287i,0.0019911+0.0027708i,0.0068074+0.0050707i
0.086374+0.10094i,0.020824+0.16783i,-0.066284+0.20984i,-0.017618+0.1832i,0.10108+0.1315i,0.13001+0.098422i,0.10037+0.061604i,0.06205+0.015809i,0.032789-0.0074676i,0.023443-0.012179i,0.020898-0.0065343i,0.026871+0.0079355i,0.031809+0.011455i,0.025592+0.0079628i,0.017904+0.0076281i,0.017715+0.0073645i,0.020001+0.0073868i,0.01309+0.0041417i,0.0047137-0.00027072i,0.0040643-0.0021555i,0.0040155-0.0024333i,0.0023383-0.00010183i,0.0014281-0.00016089i
-0.14341+0.027284i,-0.18716-0.068631i,-0.16607-0.17581i,-0.083913-0.15157i,-0.0069696-0.090381i,0.0090951-0.10934i,-0.022982-0.11264i,-0.020905-0.065317i,0.0020753-0.042803i,-0.0051688-0.035035i,-0.01308-0.0099451i,-0.0027744+0.0095779i,0.012359+0.010634i,0.013544-0.00096575i,-0.0046428-0.014975i,-0.01852-0.021841i,-0.012428-0.02479i,0.0055025-0.02442i,0.014907-0.018986i,0.0078037-0.010303i,-0.0064221+0.00016458i,-0.018235+0.007749i,-0.021044+0.012823i
0.048999-0.15667i,0.16197-0.16872i,0.24003-0.11459i,0.1328-0.048035i,-0.025431-0.006342i,-0.042549+0.024908i,0.021926+0.028817i,0.038724+0.013676i,0.015113+0.011566i,0.0017644+0.013385i,0.0013311+0.011403i,0.00029691+0.012512i,0.0025736+0.017101i,0.0076752+0.018034i,0.0083206+0.013001i,0.0038087+0.011564i,-0.0018265+0.014917i,-0.0068584+0.010569i,-0.0098211+0.0022999i,-0.0096864-0.00088172i,-0.0052697-0.0065844i,-0.00021885-0.015705i,-0.00024133-0.018165i
0.13298+0.1226i,0.10351+0.25028i,0.01856+0.33395i,-0.01837+0.26742i,0.0088641+0.16389i,0.048837+0.11625i,0.058845+0.071424i,0.027846+0.035979i,0.0078606+0.031783i,0.017328+0.017086i,0.019012-0.0046875i,0.014559-0.0022369i,0.013337+0.011104i,0.015757+0.016457i,0.024675+0.0060156i,0.027346-0.010875i,0.016184-0.011999i,0.0039148-0.0011754i,-0.0029191+0.0045234i,-0.006433+0.00098799i,-0.0077941-0.002246i,-0.004809-0.00042904i,-0.00010202-0.0040718i
-0.19196+0.078407i,-0.31102+0.0051953i,-0.35491-0.11661i,-0.23427-0.16107i,-0.074243-0.13716i,-0.044648-0.080212i,-0.076913+0.0029932i,-0.052603+0.040094i,-0.011343+0.021616i,0.0036755+0.011254i,0.0068624+0.011013i,0.0014724+0.0044338i,-0.0053646+0.0023939i,-0.0071511+0.0023732i,-0.0098775-0.0021346i,-0.015146-0.0064207i,-0.014074-0.014209i,-0.0024411-0.022496i,0.0053118-0.02084i,0.0038214-0.0089919i,0.0032078+0.0069714i,0.00609+0.015825i,0.0069269+0.015152i
0.012323-0.23068i,0.11655-0.34031i,0.23287-0.37439i,0.18899-0.29609i,0.050039-0.1757i,0.0041134-0.11755i,0.031783-0.1081i,0.038839-0.09269i,0.017799-0.056671i,0.0048106-0.01086i,0.00058726+0.013915i,-0.014709+0.018296i,-0.032808+0.018473i,-0.033169+0.016119i,-0.014032+0.018433i,0.0069795+0.024139i,0.01249+0.024967i,0.0073594+0.019149i,0.00085747+0.0098539i,-0.0031517+0.0022908i,-0.0038044-0.0062581i,-0.0063784-0.014592i,-0.0093513-0.016183i
0.22424+0.11878i,0.30838+0.26105i,0.29611+0.40069i,0.21673+0.3775i,0.14609+0.23247i,0.10606+0.10938i,0.063005+0.0093369i,0.001701-0.04231i,-0.032403-0.038482i,-0.036623-0.031175i,-0.038867-0.020697i,-0.034261-0.0070765i,-0.026801-0.0012471i,-0.01668+0.0049808i,0.0025501+0.0056263i,0.016392-0.0069707i,0.01863-0.016145i,0.013287-0.0083009i,0.0073986+0.00091136i,0.0026053-0.0024355i,-0.0045682-0.0054888i,-0.0051176-0.00021325i,0.0016983+0.002008i
-0.22643+0.16631i,-0.39936+0.21415i,-0.49054+0.16796i,-0.348+0.095743i,-0.096864+0.088734i,0.028683+0.1366i,0.041582+0.18138i,0.04157+0.14312i,0.022953+0.060116i,-0.0053871+0.0097263i,-0.016628-0.015977i,-0.016635-0.030992i,-0.011059-0.034065i,-0.0069121-0.024552i,-0.0082978-0.0025781i,-0.0080993+0.010215i,-0.0096581+0.00080899i,-0.0063132-0.015685i,0.0031654-0.024142i,0.0076348-0.021314i,0.01027-0.013294i,0.013407-0.0067327i,0.016595-0.00098851i
-0.062621-0.29059i,-0.05357-0.49562i,0.0018373-0.59282i,0.0069841-0.47392i,-0.061285-0.27015i,-0.090298-0.13048i,-0.037381-0.072563i,0.0336-0.055168i,0.057798-0.041121i,0.047629-0.016684i,0.044641-0.0031451i,0.041533-0.010676i,0.028736-0.024999i,0.011142-0.026139i,-0.003549-0.0068688i,9.1898e-05+0.018868i,0.015915+0.035574i,0.017752+0.036873i,0.0053851+0.025321i,-0.0049105+0.011354i,-0.012206+0.0012506i,-0.019229-0.0022888i,-0.0181+0.0021243i
0.29663+0.059321i,0.50246+0.14188i,0.58325+0.23295i,0.43605+0.23781i,0.18346+0.16462i,-0.0048534+0.058707i,-0.078757-0.021426i,-0.058129-0.02714i,0.00090874-0.015622i,0.022245-0.018408i,0.01294-0.00052713i,0.021787+0.018368i,0.033945+0.011583i,0.024953-0.0046924i,0.00075595-0.01816i,-0.019848-0.022315i,-0.02223-0.014945i,-0.012645-0.00040337i,-0.0045125+0.01332i,-0.0020756+0.019338i,0.00039891+0.021009i,0.0095572+0.019446i,0.013358+0.011493i
-0.18283+0.26129i,-0.32485+0.44834i,-0.39787+0.54174i,-0.2673+0.46387i,-0.030407+0.2984i,0.12792+0.18896i,0.17603+0.15345i,0.15304+0.11579i,0.10136+0.049777i,0.042236-0.0078855i,-0.010832-0.028063i,-0.033364-0.019304i,-0.019471-0.00296i,-0.00070106+0.0062861i,-0.0032616+0.0054474i,-0.022558+0.0053822i,-0.04444+0.009324i,-0.050291+0.007564i,-0.031392+0.00059267i,-0.002497-0.0045155i,0.020699-0.0065451i,0.027976-0.0084408i,0.019995-0.0065568i
-0.17477-0.28263i,-0.3225-0.48553i,-0.4163-0.59543i,-0.40961-0.47473i,-0.31072-0.23544i,-0.16472-0.088869i,-0.054599-0.051982i,-0.013595-0.047506i,-0.0082062-0.018604i,0.01277+0.010383i,0.030682-0.00064069i,0.018966-0.0087186i,0.0062913+0.01001i,0.0088967+0.021122i,0.02103+0.010219i,0.03349-0.0044521i,0.033996-0.0082544i,0.017857-0.004685i,-0.0033649+0.0022627i,-0.0098909+0.0090985i,-0.0058385+0.012479i,-0.0053965+0.013566i,-0.0048428+0.011608i
0.33393-0.047965i,0.57664-0.1267i,0.66442-0.17696i,0.432-0.16035i,0.042331-0.080023i,-0.20688+0.021206i,-0.24893+0.073128i,-0.18833+0.092951i,-0.10451+0.10857i,-0.030151+0.10774i,0.024545+0.086596i,0.045179+0.056292i,0.032322+0.035809i,0.018874+0.021004i,0.014805-0.0040323i,0.0065016-0.034023i,-0.0051464-0.05889i,-0.011291-0.067506i,-0.013101-0.049707i,-0.016997-0.019063i,-0.021505+0.00455i,-0.021584+0.014344i,-0.018067+0.010883i
-0.097587+0.32735i,-0.093696+0.60001i,-0.028672+0.72397i,0.089717+0.53445i,0.16796+0.2077i,0.15693+0.022612i,0.13589+0.027881i,0.13658+0.08052i,0.105+0.073024i,0.03308+0.033011i,-0.029298+0.015695i,-0.048954+0.015941i,-0.044492+0.014561i,-0.035061+0.016855i,-0.015035+0.022581i,-0.00094161+0.020655i,-0.007662+0.011144i,-0.016493-0.0060793i,-0.020596-0.026627i,-0.027012-0.034034i,-0.030724-0.02492i,-0.029071-0.0081243i,-0.020726+0.0085986i
-0.25638-0.22423i,-0.52793-0.32052i,-0.69396-0.32501i,-0.56749-0.24298i,-0.26338-0.20133i,-0.048862-0.19632i,0.0035316-0.14009i,-0.0090459-0.072245i,-0.0077591-0.04233i,-0.0013325-0.051601i,-0.016385-0.067936i,-0.0382-0.05958i,-0.04705-0.037695i,-0.041204-0.017828i,-0.014596-0.0014369i,0.027751-0.0017225i,0.061746-0.016847i,0.065171-0.021751i,0.039788-0.012933i,0.013521-0.0015791i,0.0054014+0.0042369i,0.011776+0.00034089i,0.01698-0.0039441i
0.29787-0.13142i,0.46354-0.36213i,0.46683-0.54428i,0.22638-0.46715i,-0.055802-0.15828i,-0.16932+0.10166i,-0.18142+0.17286i,-0.17558+0.13668i,-0.13352+0.082852i,-0.057226+0.047191i,0.014324+0.01893i,0.040824-0.016018i,0.02113-0.041997i,-0.0084223-0.041305i,-0.018114-0.019726i,-0.0056449-0.0061708i,0.010307-0.013904i,0.021157-0.023529i,0.0293-0.021625i,0.029835-0.014347i,0.023155-0.0075722i,0.013937-0.0068604i,0.00045287-0.010727i
-0.0035438+0.30257i,0.17459+0.53383i,0.3895+0.60816i,0.46179+0.4236i,0.32005+0.16054i,0.10497+0.028942i,-0.005783-0.02389i,-0.020034-0.068466i,-0.028202-0.067971i,-0.042717-0.019981i,-0.035002+0.025048i,-0.0074744+0.026217i,0.011883+0.00060192i,0.013007-0.0055618i,0.0085252+0.016742i,0.015301+0.05145i,0.029447+0.077562i,0.038338+0.073912i,0.034941+0.038656i,0.018459-0.00036429i,-0.00050436-0.017632i,-0.013359-0.013742i,-0.016861-0.0024242i
-0.26763-0.1292i,-0.53286-0.043958i,-0.62856+0.11218i,-0.40782+0.13186i,-0.10968-0.084202i,-0.027728-0.3296i,-0.094072-0.36313i,-0.10906-0.23484i,-0.061556-0.11756i,-0.029718-0.062343i,-0.027167-0.034247i,-0.020734-0.0052031i,0.0071832+0.0070946i,0.024131-0.0089908i,0.01144-0.018215i,-0.001582-0.0056735i,0.0064724+0.010891i,0.01862+0.023449i,0.018515+0.031661i,0.013484+0.031618i,0.010737+0.021008i,0.0078606+0.0038779i,0.00053879-0.011631i
0.20792-0.17073i,0.20563-0.43713i,0.033762-0.58338i,-0.14619-0.4106i,-0.10979-0.12352i,0.075285-0.014322i,0.16035-0.028267i,0.10224-0.00084996i,0.039445+0.053591i,0.038668+0.050599i,0.046363+0.0050457i,0.031677-0.011761i,0.01669-0.00037673i,-0.00018746-0.0036166i,-0.029501-0.010552i,-0.055013+0.004566i,-0.066074+0.023968i,-0.065914+0.026944i,-0.050128+0.018064i,-0.027461+0.011248i,-0.01118+0.017219i,0.0044302+0.026452i,0.014102+0.023835i
0.052493+0.22454i,0.28799+0.31438i,0.50135+0.2286i,0.46611+0.096384i,0.28728+0.13879i,0.24005+0.23392i,0.27363+0.15891i,0.20571+0.01619i,0.084991-0.030694i,0.016475-0.00058364i,0.0037216+0.022041i,0.0049797+0.014645i,0.0028472+0.010703i,0.012802+0.015918i,0.025863+0.013439i,0.023566+0.013498i,0.015388+0.023492i,0.0073359+0.023123i,-0.007357+0.0068031i,-0.021828-0.006662i,-0.024731-0.010579i,-0.014056-0.0083964i,0.001725-0.0064421i
-0.19687-0.059994i,-0.34162+0.10802i,-0.30325+0.31819i,-0.11808+0.29771i,-0.043058+0.083925i,-0.12084+0.021593i,-0.13428+0.10904i,-0.044452+0.084002i,-0.0015759-0.017067i,-0.018418-0.037117i,-0.018995-0.0068408i,-0.0096932-0.0012619i,-0.0031977-0.012819i,0.013747-0.024194i,0.019611-0.042109i,-0.0055136-0.062706i,-0.036505-0.071085i,-0.045621-0.056166i,-0.031926-0.027602i,-0.013084-0.01009i,-0.0077229-0.010334i,-0.017156-0.015978i,-0.025524-0.019476i
0.12843-0.12075i,0.030514-0.28246i,-0.20927-0.30226i,-0.34388-0.14444i,-0.26181-0.039641i,-0.14836-0.070255i,-0.093692-0.062835i,-0.029803+0.00016247i,0.01415+0.0058629i,0.004406-0.020941i,-0.0069188-0.026352i,-0.0065811-0.023103i,-0.015282-0.019711i,-0.025393-0.0090505i,-0.029851-0.0020525i,-0.038568-0.0048556i,-0.04984-0.0015468i,-0.052004+0.0062809i,-0.041113+0.0070385i,-0.024302+0.0078264i,-0.0047064+0.017232i,0.015899+0.026888i,0.028393+0.024774i
0.020663+0.14284i,0.17249+0.12224i,0.26577-0.064254i,0.21012-0.17068i,0.15549-0.057459i,0.16175+0.016473i,0.10458-0.054168i,0.0015266-0.081205i,-0.036163-0.053984i,-0.03912-0.048521i,-0.038064-0.038463i,-0.013946-0.027235i,0.0081884-0.017486i,0.023543+0.0067656i,0.044478+0.018926i,0.06114+0.0059127i,0.066024-0.012063i,0.057136-0.02327i,0.036201-0.025999i,0.015781-0.023379i,0.0054607-0.022812i,0.0025645-0.022655i,0.0047244-0.016798i
-0.10994-0.073289i,-0.14667+0.01763i,-0.0071285+0.1037i,0.14851+0.041117i,0.12567-0.046153i,0.045906+0.027147i,0.035479+0.13227i,0.042675+0.11905i,0.041097+0.057757i,0.044596+0.011045i,0.036132-0.0078155i,0.02917+0.00013171i,0.035304+0.0041106i,0.036342+0.000216i,0.031426-0.0037493i,0.021395-0.014452i,0.00090278-0.024808i,-0.012867-0.027439i,-0.0084696-0.02783i,-0.0019559-0.02489i,-0.0072167-0.016869i,-0.018969-0.0062683i,-0.026857+0.0033997i
0.13107-0.040814i,0.096611-0.085911i,-0.047338+0.0043676i,-0.1546+0.13255i,-0.17369+0.096852i,-0.16095-0.0096127i,-0.093722-0.034722i,0.0022487-0.011808i,0.058884+0.015397i,0.070334+0.029116i,0.054292+0.024024i,0.033845+0.0268i,0.017016+0.031851i,-0.012876+0.035325i,-0.02629+0.046454i,-0.0053428+0.048521i,0.012083+0.035389i,0.0065236+0.018045i,-0.010239+0.0059699i,-0.018099+0.0091919i,-0.0048095+0.024284i,0.018207+0.029792i,0.029559+0.017386i
-0.047868+0.12573i,-0.012779+0.14482i,-0.016149+0.044719i,-0.038787-0.022845i,-0.00012266+0.016571i,0.032374+0.0021317i,-0.014962-0.062174i,-0.05259-0.062049i,-0.044218-0.029836i,-0.034223-0.011022i,-0.024742+0.0016552i,-0.010399+0.0065273i,-0.0011358+0.0075186i,0.0028251+0.0084119i,0.010006+0.003955i,0.023978-0.0082239i,0.031355-0.031603i,0.021906-0.051326i,0.0058179-0.046316i,-0.0063745-0.029323i,-0.015926-0.019888i,-0.024106-0.014347i,-0.021486-0.005469i
-0.077345-0.12093i,-0.11851-0.1491i,-0.035117-0.17167i,0.097879-0.20427i,0.17641-0.16171i,0.2357-0.028336i,0.26033+0.043207i,0.19357+0.033635i,0.10416+0.0080851i,0.056877-0.015908i,0.030734-0.02048i,0.01134-0.00015835i,0.0041335+0.01073i,0.0019522-0.0022856i,-0.01136-0.01469i,-0.031789-0.010726i,-0.037696-0.00071517i,-0.024468+2.1936e-05i,-0.0094829-0.012003i,-0.0064304-0.021313i,-0.0069336-0.015239i,-0.0026166-0.0048554i,-0.002394+0.0027808i
