-0.00029196+0.00041752i,-0.00061634+3.1379e-05i,-0.0014895+0.00047592i,-0.0017974+0.00099591i,-0.00236+0.00055966i,-0.0020115+0.00077189i,-0.00047472+0.0010144i,0.00092231+0.00053304i,0.0013241+0.00021753i,0.0013164-0.00010665i,0.00031966+6.3948e-05i,-0.00015631-4.2778e-05i,-0.00014232-0.00038594i,-0.00016692-0.0004069i,0.00016478-0.00087393i,-0.00020277-0.00098857i,-5.2963e-05-0.00075468i,0.00029861-0.00082843i,-0.00016716-0.00014424i,0.00019973-8.7683e-05i,0.00083852+0.00039293i,0.00020946+0.00084819i,-0.00045453+0.00026246i
-0.0013362+0.00068453i,-0.00057568+0.0013165i,-0.0012977+0.0021052i,-0.0018238+0.0012786i,-0.00051647+0.00082204i,0.00058305+0.00046336i,0.0011249-1.3758e-06i,0.0018443-2.4603e-05i,0.00078184-0.00010357i,-9.3297e-05+0.00017895i,0.00013181+0.00027237i,0.0007336+7.0639e-05i,0.00060318-7.8166e-05i,-0.00027738+0.00016461i,-0.00055252+0.00015136i,-0.00036693-0.00037228i,-8.8863e-05+0.00010874i,-0.00066077+0.0011009i,-0.00089724+0.00097479i,0.0001683+0.00061297i,0.0011569+0.00016491i,0.0014785-0.00060609i,0.00071662-0.00034821i
0.0024116-0.0011254i,0.0020432-0.0003247i,0.00047685-0.0009286i,-0.00036075-0.0015018i,-0.0014637-0.00090157i,-0.0011664-4.1672e-05i,2.3332e-05+0.00024505i,0.00049155-0.00023876i,0.00047014-0.0012426i,0.00017133-0.0016166i,-0.00015752-0.00076964i,-0.00042112-0.0009864i,-0.00037869-0.0011992i,-5.4573e-05-0.00045328i,0.00064234-0.00016731i,0.00064054+5.6469e-05i,-0.00037826-0.00010274i,-0.00058826-0.0004809i,-0.00057516-0.00043784i,-0.0010987-0.00032049i,-0.00042726-0.00022223i,0.00057498+9.4641e-06i,0.00091227-0.00018122i
-1.8461e-05-0.0014188i,0.00084592-0.001439i,5.9727e-06-0.00084099i,-0.00096075-0.00076611i,-0.00074886+0.00012135i,0.0006771+0.00026575i,0.0010622-0.0008768i,-0.00018136-0.0014076i,9.9338e-06-0.0012368i,0.00027636-0.00046738i,-0.00016004-3.5889e-05i,-8.4842e-05-0.00097211i,-0.00070729-0.00084818i,-0.0010339+0.00030424i,-0.0004499+0.00042582i,-9.6063e-06-9.637e-05i,0.00031729-0.00091984i,-6.1005e-05-0.0013967i,-0.00078916-4.6468e-05i,-0.001007+0.00093516i,-0.00064444+0.00023003i,0.00029108+3.5645e-05i,0.0011102+0.00059632i
0.0018038-0.00089939i,0.0024842-0.0010033i,0.0027341-0.00075069i,0.0015623-0.00052462i,0.00028619-0.00032395i,0.00037561-0.00010892i,0.00071264-0.00013984i,0.00067697-0.00081437i,0.0007299-0.0011735i,0.00092235-0.00040275i,0.00014359+0.00014293i,-0.00026595-0.00034614i,-0.00038027-0.00015704i,-0.00086325+0.00067854i,-0.00046616+0.00028634i,0.00016322-0.00049446i,8.0774e-05-0.00068073i,-0.00033008-0.00056518i,-0.00024242-5.7468e-05i,-7.9956e-05+0.00072541i,-0.00047294+0.00055368i,-0.00049671-0.00039984i,-0.00029195-0.00050674i
-0.00070033+0.0019863i,-0.0011906+0.0018067i,-0.0012868+0.0021521i,-0.00088529+0.0016642i,0.00010273+0.0012374i,0.00040595+0.0017646i,0.0003108+0.0011383i,0.00045538-0.00026527i,0.00060975-0.0014125i,0.00070581-0.0012973i,0.00065466-0.00095687i,0.00025485-0.00077334i,-0.00032393+0.0003354i,-0.00016947+0.00044793i,2.6252e-05+0.00012552i,-0.00019941+0.00010065i,-0.00053545+0.00011226i,-0.001027+8.9936e-05i,-0.0012676-0.00032825i,-0.001369-0.00033082i,-0.0011733-0.00024002i,-0.00035811+5.5091e-05i,0.00039141-0.00014866i
-0.0032571+6.5412e-05i,-0.0039104+4.9282e-05i,-0.0042179-0.00016845i,-0.0030927+0.00065858i,-0.0015615+0.001823i,6.9409e-05+0.0016266i,0.0014226-0.00045209i,0.0016807-0.0014974i,0.00091538-0.00056867i,-0.00029322+0.0007765i,-0.00094682+0.00097282i,-5.0363e-05+0.00038488i,0.00010918+0.00072343i,0.00019854+0.0010113i,0.00026867+0.00044524i,-0.00019909-0.00018368i,-0.0009002-5.3045e-05i,-0.0010753+0.00081565i,-0.00089158+0.0010609i,-0.00036657+0.0001172i,-0.00034835-0.00022816i,-0.00024725+0.00029797i,0.00052731+0.00022005i
0.0004224+0.00054974i,0.00091802+0.0010364i,0.00055001+0.0015391i,0.00075014+0.00066963i,0.00024028+0.00096383i,-0.00054512+0.001314i,-1.6935e-05-0.00020644i,0.00063048-0.00099467i,0.00058298-0.0014159i,0.00015818-0.0012569i,-0.0002502-0.00045593i,-0.00068173-0.00053964i,-0.00036049-0.00089378i,0.00012404-0.0010478i,-0.00039736-0.0002577i,0.00026164+0.00039956i,0.00091619-0.00010443i,2.6522e-05-0.00046141i,-0.0011319+4.2749e-05i,-0.0010364+0.00053366i,4.6051e-05+0.00034845i,0.00081535-0.00015382i,0.00064924+0.00035283i
-0.0020079-0.00071521i,-0.0027426+0.00010519i,-0.002417+0.0005974i,-0.0013433-0.0004051i,0.00015745-0.00052063i,0.0010633-4.0792e-05i,0.00075703+0.00035411i,0.00070241+0.00025861i,0.0010465+0.00067742i,0.00048909+0.00090496i,-0.00040133+0.00031108i,0.00018301+0.00047454i,0.00067507+0.00037129i,0.00055257+0.00016431i,0.00010392+0.0005775i,-9.2676e-06+0.00042515i,-8.8303e-05+0.00021097i,-0.00059769+2.1614e-05i,-0.00080743+0.00017256i,-0.00019037+0.00063712i,0.00065929+0.00073633i,0.0004771+0.00046765i,0.00024917+0.00028384i
0.00093299+0.00017362i,0.0010262-0.00094135i,0.00098252-0.0008181i,0.00030841+7.6893e-05i,-0.00050817+0.00053607i,-0.0008719+0.00054802i,0.00020707+0.00048047i,0.0010148+0.00024041i,0.00056535-1.3657e-06i,0.00093057-0.00045075i,0.0014456-0.00073092i,0.00037793-0.00050782i,-0.00037108-0.00047588i,-0.00076274-0.00026415i,-0.00091461+0.00034556i,-0.00072362-3.851e-05i,-0.00081707-0.0008782i,-0.00094458-0.001324i,-0.00072265-0.00084231i,0.00051724+0.00031848i,0.0014825+0.00029233i,0.00076838-0.00033687i,-0.00016992-0.00083398i
0.0015526-0.0018304i,-0.00027281-0.0021844i,0.00039586-0.0013266i,0.00078357-0.0016546i,0.00046492-0.0017984i,0.00069591-0.00059866i,0.00095361+0.00012375i,0.00090334-0.00062167i,0.00086428-0.0013239i,0.00058586-0.00084959i,0.00027059+0.00049737i,-0.00017628+0.00030515i,-0.00029944-0.00061483i,-0.0005454-0.00062127i,-0.0013082-0.00057191i,-0.00059627-0.00068945i,1.0256e-05-0.00013848i,-0.0001043+4.1996e-05i,-0.00016885+4.1863e-05i,-0.00035626+0.00065149i,6.6256e-05+0.0010242i,0.00016225+0.00077382i,-0.00022026+0.00053757i
-0.00027635-0.0010377i,0.0010494+0.0016547i,0.00091507-0.0008041i,0.00014903-0.00056773i,-0.00051147+0.00076496i,-0.0013096+0.0010791i,-0.00063048+0.00060547i,-7.2831e-05-0.00086907i,-9.1468e-05-0.0012072i,-0.00068249-0.00018132i,-0.00067711+0.00011379i,0.00075517-0.00014158i,0.00061533-0.00034375i,0.00013305-0.00019679i,0.00026559+2.5012e-05i,-0.00034143-0.00022482i,-0.0012134-0.00013617i,-0.0016437-0.00021326i,-0.00094952-8.5675e-05i,-0.0006699+0.00041027i,-0.00099158+0.00062765i,-0.00067536+0.0006682i,-0.00013496+0.00033793i
0.00093478+0.00039769i,0.00027546+0.0011743i,-0.0010156-0.00039596i,-0.0011251-0.0013359i,-0.00056545-0.0010324i,-0.00068231-0.000537i,-0.00019649-0.0013458i,0.00043608-0.0014872i,0.0002796-0.0012313i,-0.00018729-0.0010047i,-6.5964e-05-0.00077049i,0.00023726-0.0010396i,7.2465e-05-0.00069254i,-7.4394e-05-0.00034502i,0.00054011-0.00021811i,0.00068238-0.0003022i,0.00071507-0.000453i,0.00060265-2.8009e-05i,0.00029186+0.00065171i,0.00059384+0.00035939i,0.00041811+0.00046027i,0.00066686+0.00086316i,0.0011537+0.00010551i
-0.00088922-0.0010277i,-0.00079292-0.0015833i,0.00033149-0.0027371i,-0.00026334-0.0017i,-0.0010018-0.0006441i,-0.00024655-0.00059857i,0.00083918-5.9517e-05i,0.0020969+0.00010966i,0.0018951-0.00073949i,0.00044418-0.00094032i,-0.00027283-0.00097701i,-6.9896e-05-0.00090021i,0.00037596+2.8617e-05i,0.00042314+0.0004267i,0.00040547-9.9268e-05i,0.00016892-7.3403e-05i,-0.00032303+2.2576e-05i,-0.0005119+0.00048054i,-0.00081569+0.00067504i,-0.00057697-3.0513e-05i,0.00011296-0.00020572i,0.00060449-0.00014209i,0.00032691-0.00089103i
0.00071658+0.0012074i,0.0012544+0.0011493i,0.0011927+0.00025942i,0.0004545-6.3344e-05i,-0.00049001+7.7915e-05i,-0.00038171-5.3676e-05i,0.00066332-0.00040046i,0.00035989-0.0001646i,-0.00020486+0.00021068i,0.00031716+3.5446e-05i,0.00010366-0.00030325i,-0.00036245-0.00034709i,-0.00019918-0.00060152i,0.00034384-0.00096005i,0.00072928-0.00065266i,0.0012209-0.0004719i,0.00022978-0.001184i,-0.00047436-0.0011098i,-0.00075086-0.00040308i,-0.00086999+0.00011943i,-0.00010016+0.00068634i,9.327e-05+0.0010745i,2.3219e-05+0.00062056i
-0.0018861-3.3307e-06i,-0.0017509-0.00075289i,-0.0001026-0.001265i,0.00051804-0.00040831i,-0.00019156+0.00016718i,-7.7989e-08+0.00054059i,-0.00028652-0.00036979i,-0.00062451-0.0018381i,-0.00064952-0.0015718i,-0.00068905-0.00065481i,0.00014761-2.7388e-05i,0.00019698+0.00012187i,-0.00087436+0.00040116i,-0.00086383+0.00021018i,-0.00056812-7.4111e-05i,0.00026016+0.00017472i,0.00059654+0.00038161i,-0.00052999-0.00018673i,-0.0012385-0.00040361i,-0.00067115+5.8962e-05i,0.00028387-0.00028139i,-2.937e-05-0.00021554i,-5.8607e-05+0.00068424i
4.9936e-05-0.0005812i,0.00082941-0.00071644i,0.00063755+0.00013694i,-0.00062568-6.2393e-05i,-0.00087784-0.00043003i,-2.8843e-05+0.00051904i,0.0010539+0.0006324i,0.00092285-0.00057848i,0.00032805-0.0010199i,-9.2626e-05-0.00079409i,-0.00055176-0.00089324i,-0.00080882-0.00070623i,-0.00058604-0.00011589i,0.00019966-8.6716e-05i,0.0003221-0.00028539i,5.7329e-05-0.00049535i,0.00018202-0.00081741i,0.00029547-0.00049528i,-6.824e-05+3.5666e-05i,-5.9e-06+0.00043688i,0.00029038+0.00074757i,0.00055828+0.00070489i,0.00060534+0.00046706i
-0.00022255-9.7561e-05i,-0.00038164-0.00080725i,0.0010678-0.0010302i,0.0012907+0.00025472i,0.0002125+0.0014599i,0.00031628+0.00078748i,0.0010234-9.4872e-05i,0.00055937-0.00090995i,6.2164e-05-0.0014479i,0.00044014-0.00086505i,8.3698e-05+0.00049426i,-0.00027417+0.00080861i,-0.00016995+0.00033555i,3.9265e-05+0.00038808i,0.00048831+9.4205e-05i,0.0004009-0.0005606i,0.0004186-0.00071499i,-0.00020979-0.00052555i,-0.00070989-0.0009679i,-0.0012351-0.00060385i,-0.00092935+5.1496e-05i,0.00042006-0.00013189i,0.0008056-0.00018028i
0.0012739-0.00085781i,0.0012893+5.8636e-05i,0.001734+0.00049374i,0.00063389+0.0011432i,-0.00067872+0.00072154i,-0.00048847+0.00062066i,0.00087371+0.00090034i,0.0014599+0.00015981i,0.00078085-0.0010564i,0.00051406-0.00087061i,0.00021843-8.9894e-05i,-0.0002299+2.3725e-05i,-0.00017856-0.00050959i,-3.0858e-05-0.00041013i,0.00023054+0.00016462i,0.00044908+7.4917e-05i,0.00042421-0.00043766i,-0.00037598-0.00053818i,-0.0011267-0.00055091i,-0.00087751+2.2841e-05i,-0.00061768+4.0635e-05i,-0.00034525-0.00035381i,-0.00011269-0.00037384i
-8.1072e-05+9.1464e-05i,5.6558e-05+0.00027151i,-0.00045277+0.0005712i,-0.0012743+0.00036243i,-0.00059848-0.00031343i,0.000377-0.00016037i,0.00023292+0.00020226i,-0.00012295-0.00046683i,1.5292e-05-0.0010567i,-0.00032264-0.00017816i,-0.00077638+3.5961e-05i,-0.00010321-0.0010537i,6.7545e-05-0.00059351i,-0.00011919+0.00058841i,3.887e-05+0.00047352i,0.0002536+0.00038745i,0.00011817+0.00043199i,0.00045617+0.00019243i,0.00036221+0.00052656i,-0.00090559+0.00079155i,-0.00035331+0.00068933i,0.0007004+0.00096363i,0.00020893+0.00050545i
0.00027229-0.00019784i,0.0012744+0.00017542i,0.00055848-0.00029019i,-0.00062037-0.0010487i,-0.00052347-0.00043941i,5.0321e-05-0.0001845i,0.00033151-0.00033927i,0.00025439-0.00012588i,0.00032846-0.00045754i,-9.3429e-05-0.00079422i,-0.00022251-0.00074539i,0.00028067-0.00066478i,0.00039199-0.0004722i,0.00050442-0.00027632i,8.9947e-05-0.0001416i,-0.00042392-0.00049898i,0.00010882-0.00075218i,-0.00027628-0.00030565i,-0.0013923-0.000323i,-0.0010712-0.00056334i,1.4116e-05-0.00019594i,0.00026375-0.00051083i,2.8893e-06-0.00055039i
-0.00080991+4.4266e-05i,-0.0005068+0.0011874i,5.8723e-05-0.00024095i,0.00036204-0.00028542i,0.00017262+0.0009218i,2.2766e-05+0.0013343i,0.00061948+0.0013015i,0.00093575+0.001123i,0.00063202+0.00040349i,0.00069844-3.0037e-05i,0.0012038-0.00050044i,0.00081956-0.00086609i,-0.00013063-0.0012603i,0.00022269-0.0010418i,0.00040588-0.00024122i,-0.00029001-0.00036136i,-0.00054523-0.00034821i,-0.00044956-4.323e-05i,-0.00082955+0.00014193i,-0.00089134+0.00080438i,-0.0007851+0.00067471i,-0.0008189-1.3554e-05i,-0.00036231-0.00012878i
0.00027854+0.00030153i,0.00064157-0.0011244i,-0.00022079-0.00099092i,-0.00099449-0.00075235i,-0.00056122-0.00090089i,-0.00040871+0.00017466i,-0.00019903+0.00087282i,0.00065692-0.0004542i,0.00027449-0.00019794i,-0.00027113+0.0004659i,0.00013302-0.00048419i,0.00044893-0.00052165i,-0.00024621+0.00020364i,-1.3327e-05+0.00072333i,0.00069024+0.00088024i,0.00043225-4.3915e-05i,-0.00047356-0.000474i,-0.0011789+1.3678e-05i,-0.0005074+0.00082851i,0.00028898+0.0012797i,0.00083205+0.00063085i,0.001333+9.6385e-05i,0.00049313+0.00057783i
0.0024556-0.00012265i,0.0036956+0.00027406i,0.0032856-8.6265e-05i,0.0017802-6.2418e-05i,0.00039379+0.00076023i,-0.00033376+0.0010065i,6.399e-05+9.0187e-05i,0.00055579-0.00099546i,0.00045775-0.0020187i,0.00029628-0.0012886i,-0.00018684-0.00070046i,-0.00080533-0.00056272i,-0.00082889-0.00026985i,-0.00015291+0.0002944i,0.00049979+0.00086348i,0.00015352+0.00045917i,-4.1277e-05-0.00032724i,0.0002474-0.00013705i,-0.00020417+0.00042185i,-0.00043528+0.00029546i,-0.00048228-0.00080923i,-0.00016767-0.0011595i,-2.1134e-06-0.00027373i
5.9128e-05-0.0015608i,6.4213e-05-0.00083665i,-4.9461e-05-0.00017282i,0.00023261+0.00010819i,0.00013899+0.00029907i,0.00080157+0.00048112i,0.0014931-0.00034395i,0.00092675-0.00086595i,-0.00014024-0.00088611i,-0.00089767-0.00053811i,-0.00080041-3.2199e-05i,-0.00038759-0.00013253i,-0.00010326-0.00032487i,0.00033764-0.00038369i,-0.0003413-0.00097951i,-0.0013479-0.00085069i,-0.0011329+8.2839e-05i,-0.0003324+0.00037168i,-6.4275e-05+9.0965e-05i,-0.00054556-0.00012113i,-0.00053036-0.00014855i,0.00052503-0.00050456i,0.00061919-0.00065694i
0.00035453+0.00028892i,-0.00043835+0.0003678i,-0.00031348+0.00020655i,-0.00062277-0.00012862i,-0.0014559-0.00037978i,-0.0015038+0.00049078i,-0.00017803+0.00079037i,0.00061384-0.00012093i,0.00020878-0.00027775i,-0.00010779-0.00016434i,-6.5852e-05-0.00096416i,0.0005871-0.00035642i,0.00039742+0.00096786i,2.6085e-05+0.00047859i,-1.5583e-06-0.000516i,0.00022794+2.2714e-05i,0.00024067-0.00025196i,-0.00024579-0.0013211i,4.59e-05-5.9766e-05i,-9.2765e-05+0.0011645i,-0.00033324+0.00081677i,3.7419e-05+0.00046757i,-0.00011007+0.00016585i
0.00052392-0.0025421i,-0.00015927-0.0025274i,-0.001225-0.0032461i,-0.0014347-0.0013827i,-0.0012035+0.00049739i,-0.00044474+0.0011914i,0.00015313+0.0010079i,0.00024647-0.00063242i,-0.00042924-0.0012145i,-0.00096725-0.00091079i,-0.00068009-0.0005216i,-0.00026148+4.423e-05i,-0.00071665-3.1948e-05i,-0.0011332-0.00018387i,-0.0013252+0.0003681i,-0.0009866+0.0003517i,-0.00043348+4.4867e-05i,-0.00033087+0.00015033i,-0.00034216+0.00080687i,-0.000548+0.0011477i,-0.00010352+0.00072082i,0.00060717+0.00021247i,0.00046797+5.1846e-05i
-0.0002974-0.00064576i,-0.00033142-0.00024299i,0.00027741-0.0010968i,0.00062022-0.00043734i,-0.00023208+0.00095208i,-0.0002398+0.0014886i,0.00060854+5.626e-05i,0.00096385-0.0011182i,0.00078122-0.0010966i,0.00024285+1.0604e-05i,-0.00061589+0.0011427i,-0.00091706+0.0009625i,-0.00044765+0.0002209i,0.00029081-0.00018779i,0.00045404-0.00037747i,0.00026068-0.00041788i,-6.1629e-05-0.00076487i,-0.00050899-0.0010576i,-0.00032172-0.0009023i,-0.00041063-0.00027577i,-0.00088152+0.0005769i,1.4979e-05+0.00072359i,0.00015884+0.00028766i
0.002055-0.0006229i,0.002363-0.00016908i,0.0022504-0.00012687i,0.001671-0.00025437i,-0.00025451-0.00058501i,-0.00088875-0.00077263i,-0.00013504-0.00074621i,0.0008649-0.0016752i,0.0017915-0.0016828i,0.0016417-0.00070281i,0.0009131-0.00039011i,0.00042454-0.00044808i,0.00016316-0.00038548i,-0.00016512-0.00058406i,9.0339e-05-0.0010004i,0.00013235-0.00042973i,-0.00047816+0.00010716i,-0.00088711+0.00046017i,-0.0013108+0.00061917i,-0.00063146-6.2571e-05i,0.00088171-0.00024027i,0.00099157-4.6819e-05i,0.00087272+5.0926e-05i
-5.038e-05+0.00090596i,-0.0011498-0.00017566i,-0.0022632+0.00018135i,-0.0013505+0.00023385i,-0.00052618+0.00036643i,-9.1408e-05+0.00069395i,0.00033365-0.00084974i,0.00062317-0.0019336i,0.00034277-0.0010812i,0.00030111-0.00059851i,-0.00032481-0.00042709i,-0.00097807-0.00040488i,-0.00055396+5.002e-05i,-0.00014875+2.7621e-05i,2.7236e-05-4.6176e-05i,7.4192e-05-0.0003778i,0.00017583-0.00073978i,-0.00033412-0.00061851i,-0.0015129-0.00036981i,-0.0017168+0.00034174i,-0.00074911+0.000468i,4.4714e-05+0.00039628i,-0.00010886+0.00023295i
-0.00030034-0.0014121i,0.00032479-0.00093616i,0.00034756+3.2689e-06i,-0.00035143+0.0013142i,0.00015159+0.0016094i,0.00054602+0.00091952i,0.0011338-0.00017396i,0.0018573-0.00096031i,0.0011036+6.3194e-05i,0.00021491+0.00092494i,-0.00068448+0.0010391i,-0.0012978+0.00060535i,-0.00073915-0.00042663i,-0.00045131-0.00063178i,-0.00021788+0.00010768i,5.7785e-05+0.00013644i,0.00011721-0.00078378i,0.00013609-0.00066205i,-0.00029374+0.00021186i,-0.00047801+0.00061858i,-0.00028679+0.00037158i,-0.00011021-0.00013266i,-5.4965e-05-0.00050695i
0.0013876+0.00012917i,0.00092333+0.0009275i,0.00072489+0.0002113i,0.00055551-0.00073906i,0.00020722-0.0007672i,-0.00031475-0.00059075i,-0.00023684-0.00038514i,0.00051317-0.0007122i,0.00025738-0.0011206i,-0.00031189-0.00093011i,-0.0002073-0.00097321i,0.000304-0.0013793i,0.00034959-0.0013512i,-7.9189e-05-0.00078821i,0.00055806-4.5549e-05i,0.00042294-0.00020431i,-0.00013354-0.00037099i,-0.00042108+0.00024233i,-0.00047323+0.00053074i,-0.0001159+0.00074042i,0.0002684+0.00097335i,0.00024258+0.00069274i,-5.8736e-05+0.00011006i
-0.00075256-0.0018206i,-0.00036284-0.0010439i,0.00016642+0.00011871i,-0.00052409+0.0015866i,-0.00057841+0.0023076i,-0.00060433+0.0025009i,-0.00095988+0.0012057i,0.00017955-0.00044175i,-5.6886e-05-0.001126i,-0.00049-0.00096727i,-0.00036513-0.00028054i,-0.0010467+0.00031219i,-0.0012782+0.00062968i,-0.00083005+0.00070937i,-0.00045732+0.00063676i,1.0695e-05+0.00032667i,-0.00050065+0.00026666i,-0.00088239+0.00012926i,-0.00088989+0.00023904i,-0.00066944+0.00075428i,-0.00023888+0.0005333i,-0.00018511-0.00013422i,0.00024013+0.00042091i
0.0015656-0.00106i,0.00034268-0.00042357i,-0.0002072-0.00067605i,-0.00086995-0.00044254i,-0.00081573+0.00045849i,0.00026145+0.00059101i,0.00083626+3.2077e-05i,0.000867-0.00033964i,0.00046323-0.00055339i,-0.00020567-0.00054668i,-0.00038089-0.00018542i,0.00034517+0.0001505i,0.00070006+0.00051276i,0.00056655+0.00037234i,0.00033032+1.8165e-05i,0.00016062-0.00042327i,-0.00032739+0.00010196i,-0.0010601+0.00038121i,-0.0010148+0.00033986i,-0.00015095+0.0011492i,-0.00030804+0.00098844i,-0.00058249-0.00094618i,-0.00038971-0.0012249i
-0.00085749+0.00093142i,0.00031404+0.00049632i,0.00063174+0.0011335i,0.0010799+0.0007831i,0.0014664+0.00058707i,0.0016058+0.00025836i,0.00097445-1.0926e-05i,0.00029275-0.00016167i,-0.00036299-0.00087525i,-0.00027921-0.00034707i,0.00021998+0.00064889i,4.9296e-05+0.00025945i,-0.00013533-0.00043739i,0.00013258+0.00017055i,0.00040567+0.00041719i,0.0006808-0.00049325i,-0.00031301-0.00049922i,-0.0015849+8.7942e-05i,-0.0013392+0.00075995i,-0.0004855+0.00074203i,-0.00026437+0.00040851i,0.00019786+0.00065143i,0.00072252+7.7208e-05i
-0.00036184+0.00035313i,-0.00091367+0.000147i,-0.0011011+0.00096227i,-0.00063369+0.00074917i,0.00020558-2.4972e-05i,-7.2126e-05-0.00024011i,0.00035491-0.00033714i,0.0010055-0.00054752i,0.00063119-0.00011309i,5.5259e-05+8.822e-05i,1.7325e-05-0.00079434i,-0.00024788-0.0014962i,-0.0010067-0.00090707i,-0.0005831-0.00059427i,0.00042131-0.00073129i,0.00057638-0.00037767i,-0.00014985+0.00023249i,-0.00028118+0.00045422i,-9.0731e-05-0.00024135i,-0.0005072-0.000274i,-0.00065684+0.0003358i,0.00051447+0.00036099i,0.0010304+0.00035778i
0.00055656-0.00019501i,0.0011749-0.00013038i,0.00095702+0.0011717i,0.00070835+0.0012031i,0.00054737+0.0010775i,0.00040346+0.000844i,0.00084246-0.00022259i,0.00045099-0.00091953i,-6.8836e-05-0.0013511i,0.00029864-0.0011309i,0.00041339-0.00094701i,0.00022231-8.3996e-05i,0.0004099+0.0011728i,0.00064564+0.0011018i,0.00062885+0.00070763i,0.00031563+0.00048289i,-0.00026254-0.00030827i,-0.0003014-0.0004432i,-3.7083e-05+0.00053451i,-0.00042096+0.00084874i,4.8123e-05+0.00039763i,0.00059276+0.00054387i,0.00023368+0.00053063i
0.00039009-0.00011588i,-4.4843e-05-0.00051892i,-0.001051+0.00013049i,-0.00079748+0.00016764i,0.00060782-0.00018223i,0.00087144-0.00023949i,0.0012766+0.00016906i,0.0016525+0.00021969i,0.00042702-0.00032917i,-0.00065283-0.00012899i,-0.00023744+0.00026538i,7.2564e-05+9.4019e-05i,8.5779e-05-0.00029432i,0.00025073-4.1974e-05i,0.00019483+0.00027471i,-0.0004512+0.00016477i,-0.00054886-0.00024723i,-0.00061887-0.00058521i,-0.0016689-0.00091685i,-0.0020189-0.0005114i,-0.0012255-0.00011319i,-6.1541e-05-0.00019132i,0.0009338+0.00052979i
-0.0019402+0.00024124i,-0.00085912+6.1622e-05i,-0.00067586+0.00033799i,-0.00037042+0.0001895i,4.5052e-05+0.00011215i,0.00079131-0.00067261i,0.0010778-0.0015292i,0.00077832-0.0015556i,0.00038443-0.0011044i,0.00047364-0.00094217i,0.00053341-0.00098022i,0.00072134-0.00048004i,0.0012747+0.00065224i,0.00086812+0.0010015i,0.00084935+0.00042784i,0.0011699-0.0004741i,0.00068869-0.00090258i,8.9476e-05-0.00099122i,-0.00083472-0.00013117i,-0.00065235+7.524e-05i,0.00035775+0.00010138i,0.00087952+0.00019765i,0.00087062+6.0131e-06i
-0.0018116+0.00023869i,-0.0020919-0.00032476i,-0.0039946-0.00019072i,-0.0034676+0.00065983i,-0.002104+0.0011864i,-0.0015774+0.001179i,-0.00014732+0.00014397i,0.00057082-0.00071416i,-3.6932e-05-0.00071666i,-0.00089893-0.00043879i,-0.00051873-2.5618e-05i,-8.4033e-05+0.00025974i,-0.00072876+0.00067212i,-0.0011744+0.0012446i,-0.00081085+0.00063397i,-0.00011164-0.00019231i,0.00056033-0.00072179i,-0.00033076-0.00072521i,-0.0017442-0.00016963i,-0.0014232+0.00015061i,-0.000643-0.00010735i,-0.00021976+0.00016915i,0.00017257+0.00041587i
0.00096925-0.00017416i,0.00094234-0.001623i,0.0014996-0.0029788i,0.0014675-0.0018362i,0.00077526-0.0001939i,0.00082047+0.0009546i,0.0012769+0.0014946i,0.00075948+0.00028321i,0.0001665-0.00062093i,0.000386-0.00038874i,0.00040081-0.00049855i,0.00012649-0.00090691i,-0.00036719-0.0013375i,-0.0012681-0.0011789i,-0.00095142-0.00053024i,-0.0003845-0.001049i,4.4862e-06-0.0012108i,-0.00028017-0.00090105i,-0.00029881-0.0007847i,-0.00013141-0.00035193i,-0.00034862+0.0004634i,0.00047926+0.00096074i,0.0010963+0.0010935i
0.00087219-0.0013197i,2.6735e-05-0.00090445i,-0.00039524+1.7301e-05i,-0.00076021-0.00030345i,-0.00015994-0.00017697i,0.00091127+0.00098851i,0.0014317+0.0007657i,0.00084497-0.00032931i,0.00012214-0.00056118i,-0.00049641+0.00017237i,-0.00073327+0.00045803i,-0.00047348-0.00039754i,-0.00053548-0.00080376i,-0.00056421-0.00077824i,-0.00025781-0.00011182i,-0.00023894+9.1132e-06i,-0.00042001-0.00011176i,-0.00037866+1.6878e-05i,-0.00069466+0.00064704i,-0.00052154+0.0010332i,0.00041531+0.00047543i,0.0013592-0.00022006i,0.0011493-0.00044284i
0.00065478+0.0025397i,0.00044537+0.002028i,-0.00033879+0.0011463i,0.0003212+0.00074022i,-0.00020717+0.00013888i,-0.00094331-0.00098832i,0.00018368-0.00058041i,0.0013162-0.00044975i,0.00091956-0.00093595i,0.00070709-0.00047096i,0.00036098-3.3178e-05i,-0.00036575-0.00040726i,-0.00041885-0.00086426i,-0.00045352-0.00079555i,0.0003741-0.00058839i,0.00096998-0.00051428i,-0.00012205-0.00063802i,-0.00080217-0.00074449i,-0.00039701-5.3104e-05i,-0.00012345+0.00033435i,-9.1477e-05+0.00069676i,3.8297e-05+0.00073198i,-9.812e-05-7.4406e-05i
