-0.0023814+0.00099187i,-0.00059252-0.00060574i,-0.0016505-0.00010777i,-0.0027679+0.0015512i,-0.0025374+0.0029717i,-0.0025246+0.0027111i,-0.0019363+0.0016289i,-0.00068449+0.0018822i,0.0003323+0.0018285i,0.00042149+0.0011047i,0.00054377+0.00060309i,0.00086138-6.4879e-05i,0.0005701-0.00014885i,0.00024675-0.00056809i,3.8349e-05-0.00060502i,-0.00019142+0.00013313i,-0.00051716+0.0003091i,-0.00081243+0.00030274i,-0.00061005+0.00090555i,0.0001478+0.00050695i,0.00044674-0.00040205i,-5.6208e-05-0.00052316i,7.634e-05-0.00021454i
0.00043996+8.9672e-05i,0.00013603-0.00056275i,-0.00079176-0.0019318i,-0.0010685-0.0018543i,-0.00061897-0.00016491i,-0.00019284+0.00017433i,-5.2724e-05+5.2422e-06i,-4.8947e-05+0.00091593i,0.00055843+0.00078349i,0.00023884-0.00028162i,-0.0005371-0.00055963i,-0.00016189-8.6604e-05i,0.00063961-0.00064366i,0.00086215-0.00081432i,0.0004093-6.4043e-05i,4.0055e-05+0.00032523i,-0.00040698-0.00042663i,-0.00091455-0.0012603i,-0.00081446-0.00047257i,0.00021202+0.0013268i,-3.1303e-06+0.0013665i,-0.00050925+0.00055796i,-0.00058713+4.504e-05i
-0.0002729-0.00088942i,1.5881e-06-0.00098667i,0.00031553-0.0012625i,-0.000385-0.00044272i,-0.00066648+0.00076684i,3.015e-05+0.00083819i,0.00032713+0.00084378i,-0.00045696+0.0017237i,-0.00038401+0.0016497i,0.00065085+0.00037597i,0.00065268-0.00070034i,0.00050271-0.0014049i,0.0011105-0.0012175i,0.00072779-0.0006802i,-0.00022453-0.00055032i,-0.00024986+7.9652e-05i,6.4827e-05+0.00031629i,-0.00025882-0.00015631i,-0.00034115+5.566e-05i,0.00040759-9.2316e-05i,0.00023849+2.2384e-05i,-0.00052755-6.7322e-05i,-0.0001589-0.00015061i
0.00096091+0.0015909i,0.0018417+0.0013542i,0.0021744+0.00053272i,0.0019175-9.2734e-05i,0.0017972-0.00025431i,0.00070366-0.0011976i,-0.00073904-0.0014126i,-0.0010101-0.00060383i,-0.00020686+0.00028133i,4.299e-05+0.00038017i,0.00027178-0.00042952i,0.00046132-0.0001936i,0.00011483+9.6897e-06i,-0.00067287-9.4368e-05i,-0.0012104+0.00014368i,-0.0010128+0.00026486i,-0.0012163+0.00021975i,-0.0010887+0.00015448i,-0.0004917-3.6482e-05i,-0.00033339-1.547e-05i,-0.00014086+0.00062051i,7.1755e-05+0.00037202i,7.5677e-05-0.00018913i
-0.00028852-0.001386i,-9.9796e-05-0.0017817i,-0.0012762-0.00079157i,-0.0030357+0.00015922i,-0.0033203+0.00083028i,-0.001907+0.00013826i,-0.00097928+7.5738e-05i,-0.0011278+0.0010485i,-0.00063663+0.0016377i,0.00041542+0.00088237i,0.0011522-4.5386e-05i,0.0010825-0.00016088i,0.0007319+6.4586e-05i,-0.00020396-0.0001361i,-0.00013591-0.00011541i,0.00088395-0.00029327i,0.00090827-0.00064828i,-0.00013206+6.9885e-05i,-0.00043761+0.00027124i,-2.0073e-05+4.4621e-05i,-0.00022618-0.00087775i,-0.00038696-0.0010851i,6.2038e-05-0.00011348i
-0.00036612-0.00043879i,-0.00018077-0.00046739i,-0.00036567-0.00021196i,-0.00098038-0.00011175i,-0.0014479+0.00010675i,-0.00083024+4.5286e-05i,-0.00085798-0.00038308i,-0.0017296-0.00063665i,-0.0013308+0.00019869i,0.00034563+0.00074551i,0.0010377+0.00073482i,0.00071842+0.00035079i,3.6513e-05+6.9776e-05i,-0.00029809-0.000532i,0.00021461-0.00092425i,0.00065348-0.00065769i,0.00081095-4.047e-05i,-0.00011232+0.00038783i,-0.00068673+0.00053966i,-0.0001282+0.0008857i,-0.0002999+0.00048763i,3.399e-05+0.00030777i,9.9478e-06+0.0005378i
0.00067637-0.00024492i,7.3025e-05-0.00053852i,7.5449e-05-0.0012229i,0.00034786-0.0017945i,1.7108e-05-0.00017591i,-1.1513e-06+0.00059046i,-5.0154e-06+0.00060774i,-0.00026126+0.0006934i,-0.00016011+0.00057358i,-0.00043446+5.517e-05i,-0.00014763-0.0011454i,0.00024917-0.00096781i,-0.00055346-3.9094e-06i,-0.00077116+2.6364e-05i,-0.00068631+0.00045818i,5.2124e-05+0.0011195i,0.00018242+0.00058046i,-0.00045055-2.3059e-05i,-0.00035204+0.00028916i,0.00022187+0.0004102i,0.00069418+0.00028904i,0.00013956+0.00058091i,-3.7877e-05+0.00077319i
-0.0026472-0.00075607i,-0.002072-0.00052622i,-0.0018983+0.00063715i,-0.0012964+0.0018192i,-0.00065848+0.0017973i,-0.00014126+0.00064398i,-0.00025644+0.00052909i,-0.00058801+0.0014166i,0.0004206+0.0014679i,0.0014518+0.00061287i,0.0016298-0.00012835i,0.0012747-0.00059905i,0.00057496-0.0011623i,9.6269e-05-0.001855i,0.00043906-0.00083914i,0.0004481-0.00022472i,0.00030272-0.00028605i,-5.1327e-05-0.00021227i,-0.00051621+0.00012048i,-0.0002679+0.0010356i,-0.00017874+0.00099286i,-0.00054727+0.00047792i,-0.00081142-6.9974e-05i
0.00096606+0.00097967i,0.0008739-0.00014751i,0.0011054+0.00018023i,0.0012082+0.00043788i,0.0011708+0.0002775i,0.0006357+5.2215e-05i,-0.00057693+0.00024708i,-0.0015964+0.00035258i,-0.0015116+0.00045704i,-0.00032834+0.00078377i,0.00085367+0.00098676i,0.00076547+0.00079866i,5.5821e-05+0.00068932i,-4.1487e-05+0.00036601i,-0.00033295+0.00074499i,-0.00078261+0.00078051i,-0.00031288+0.00035261i,-0.00034783+7.3683e-05i,7.2432e-05+2.7973e-05i,0.00094189+0.00031383i,0.00056941+0.00045806i,-0.00016892+0.00061372i,-3.9117e-06+0.0008953i
9.8066e-05-0.0011296i,-0.00053262-0.0010147i,-0.00042405-0.00052135i,0.00034488-7.9896e-05i,-1.4263e-05+0.00031933i,-0.00030092+0.00040495i,0.00072299+0.00065315i,3.8394e-05+0.00064955i,-0.00079812-5.3282e-05i,9.9728e-05-0.00037443i,0.00094666-0.00021847i,0.001116-0.00065i,0.00054139-0.00090283i,0.00011957-0.0012305i,0.00012152-0.00073004i,-0.00068289+0.00032275i,-0.00038408+0.00046629i,-0.0002305+0.00019755i,0.00013943+0.00024237i,9.3854e-05-0.00033253i,-0.00019565-0.00086197i,0.00022867+0.00040844i,0.0006173+0.00014598i
-0.0020834-0.00054193i,-0.0014817-0.0018688i,-0.0013531-0.0012982i,-0.0014902-0.00047779i,-0.00099313+0.00020838i,-0.0007687+0.00081656i,-0.001166+0.00040841i,-0.00097383-0.0003744i,-0.00076815-0.00028107i,-0.00059802+0.0002311i,0.00080773+0.00034581i,0.0014-0.00015454i,0.00043168-0.0004926i,-0.00033732-0.0003696i,-0.00038062-0.00023991i,-0.00056299-0.00010737i,-0.00098979+0.00011189i,-0.00094292+7.1793e-05i,-0.00014127-0.00027264i,0.00062118-0.0010229i,-0.00011832-0.00065345i,-0.00047105-0.00035974i,-0.00012263-0.00053695i
0.0017862-0.00064539i,0.0011856-7.6239e-05i,0.0016882-0.0008123i,0.0013694-0.0014211i,0.00041107-0.00078352i,0.0002281-0.00010125i,0.0005294+1.65e-05i,0.00062406+8.1191e-06i,0.0008977+0.00090287i,0.001154+0.0014198i,0.00042243+0.00031456i,-9.761e-05-0.00089828i,-0.0004978-0.0010073i,-0.001126-0.00068337i,-0.00025422-0.00031793i,-1.9083e-05+0.00054091i,2.0361e-05+0.00065061i,-1.6205e-05+0.00026897i,-0.00024449+0.00037498i,-0.00037222+0.00035981i,-0.00051757+0.00024057i,-0.00020983+7.8511e-05i,8.1219e-05+0.0008354i
-0.00068111+0.0012953i,-0.001486+0.0015982i,-0.0021083+0.0015449i,-0.00116+0.0013925i,0.00031441+0.0012284i,0.0015185+0.0006701i,0.00087979+0.00045862i,-0.00091636+0.00021815i,-0.0013804-8.0354e-05i,-0.00075565-7.7128e-05i,-0.0001514-0.0002398i,-7.8578e-05-0.00049747i,-0.00094384-0.00035006i,-0.0011402-0.00040866i,-0.0003426-0.00074247i,0.00019959-0.00063478i,-0.00089802-0.00032183i,-0.0012535+0.00045271i,-0.00010673+0.00064146i,0.0007702-0.00010582i,0.00075387-0.00025537i,-1.6862e-05-0.00040427i,-0.00010002-0.00011106i
-0.0015257-0.0019974i,-0.0017578-0.00084745i,-0.0029433-0.00030044i,-0.0029275+0.00079658i,-0.0020322+0.0019062i,-0.00084862+0.0012228i,-0.00046563+0.00036568i,-0.00062315+5.2745e-05i,-0.00046119-0.00038077i,0.0001793-0.00018098i,0.00060736+0.00044272i,0.0008453+0.00038015i,0.00092423-0.00011522i,0.00106-8.6675e-05i,0.00086886+8.1277e-05i,0.00040135+0.00021305i,-6.2122e-05+0.00087315i,0.00025297+0.00072778i,0.00063183+0.00021744i,0.00026848+0.0003185i,-0.00045511-0.00034421i,-0.00074264-0.00026187i,-0.00049336+0.00067728i
-0.0010672-0.00021639i,-0.00088131-0.00098227i,-0.0021531-0.00047892i,-0.0026078+8.7371e-05i,-0.0016205+0.00069062i,-0.0010346+0.0011299i,-0.0005742+0.00070907i,-0.00052137+8.7909e-05i,-0.00051172+0.0003945i,0.00016479+7.6275e-05i,0.0009807-0.00092362i,0.00082207-0.0011431i,0.0010233-0.0012141i,0.0011264-0.0009624i,0.00016193-0.00041934i,6.1159e-05+2.0001e-05i,7.4588e-05+1.676e-05i,-0.00063328+0.00031138i,-0.00072618+0.00094131i,-0.00043463+0.00079614i,-0.00031935-0.00066569i,-0.00058967-0.0014061i,-0.00016228-0.00050784i
8.74e-05+0.0020539i,0.0015251+0.0016765i,0.0012793+0.00097358i,0.0019072-0.0007736i,0.0020858-0.0015489i,0.0010075-0.0016129i,0.00074613-0.0012208i,0.00059038-0.00010416i,-0.00032093+0.00073558i,-0.00059602+0.00050768i,-0.00029826+0.00031246i,8.194e-05+0.00014702i,-8.2581e-05-7.9817e-05i,-0.00057378+0.00026872i,-0.00019151+0.0012822i,-0.00023537+0.0014949i,-0.00058442+0.00084177i,-0.00029009+0.00089104i,0.00014709+0.00068883i,0.00073925-2.0909e-06i,0.00089611+0.00022428i,0.00073009-1.9136e-05i,0.00064188-0.00021703i
0.00018842-0.0020103i,-0.0013654-0.0015663i,-0.0027382-0.0012669i,-0.0028427-0.00036508i,-0.0022899+0.00082111i,-0.0010868+0.0011683i,-0.00071751+0.00066602i,-0.0012822+0.00063893i,-0.0013622+0.00086157i,-0.00072099+0.00015377i,0.00039708+0.00021216i,0.0011546-7.2349e-05i,0.00086536-0.00082153i,0.00033454-0.0007345i,0.00089037-0.0011127i,0.0014345-0.0014534i,0.00060876-0.0014099i,-0.0010582-0.0011278i,-0.0020382-0.00043266i,-0.0018794-0.00054354i,-0.00074517-0.00073172i,0.00040584-0.00049211i,0.0010112-7.6841e-05i
-0.0013227+0.00052472i,-0.0008574+0.00015298i,-0.0011025+0.00011331i,-0.001131+0.00051873i,-0.00014709+0.00067761i,0.00055642+0.00028256i,-9.1233e-06-0.00023945i,-6.6878e-05+0.0004148i,0.00081843+0.0014054i,0.0007971+0.00034883i,0.00051587-0.00099163i,0.00069165-0.00059479i,0.00037614-0.00016006i,7.8485e-05-0.00017821i,0.00028166-0.00013956i,-0.00018291-5.5196e-05i,-0.00074-0.00040165i,-7.2521e-05-0.00074037i,0.00039137-6.0926e-05i,-0.00012536+0.00032654i,-0.00034011+0.00023896i,-0.00060763+0.00068758i,-0.00012579+0.00047029i
-0.00099659-0.00034142i,0.00092339-0.00035622i,0.0014164+0.00082001i,0.00058195+0.0016255i,0.00041784+0.0010066i,8.6565e-05-0.00019035i,-0.00047977-0.00077312i,-0.00032324-1.8984e-05i,-8.5398e-05+0.00046072i,0.00012172-0.0004755i,7.215e-06-0.00056227i,-0.00057314-0.00010868i,0.00050801-0.00019654i,0.0017193+0.00032597i,0.0014967+0.00035419i,0.000818-0.00042355i,-0.00013475-0.00063588i,-0.0010861-0.00028102i,-0.00090043-0.00033563i,-0.00060019-0.00034315i,-0.0011252+0.00025372i,-0.00084384+0.00055158i,-0.00023706+0.0001108i
-0.0011997-0.003063i,-0.0026802-0.0033366i,-0.0044093-0.0023995i,-0.0047404-0.00075453i,-0.0035945+3.5318e-05i,-0.0015321+0.00050437i,-0.0010289+0.00021114i,-0.0020438+0.00038718i,-0.0017575+0.00099999i,-0.0002838+0.00052057i,0.0010977-0.00014734i,0.0025965+0.0002634i,0.0019805+0.00053819i,0.00097903-0.00046149i,0.0011482-0.0013777i,0.0011716-0.00080797i,0.00055136-0.00017504i,-8.9304e-05-0.000475i,-0.00060594+4.104e-05i,-0.00071897-4.9187e-05i,-0.00023045-0.00014763i,0.00014901+0.0001974i,0.00028486-0.00050566i
-0.00050034-0.0012622i,-0.00024489-0.0013513i,-0.0010276-0.00082691i,-0.0018552+3.6248e-05i,-0.0019469+0.0011219i,-0.00084843+0.0015063i,-0.0004169+0.00060409i,-0.00061571+9.8209e-05i,-0.00037353+0.0014801i,0.00052522+0.0019045i,0.00058248+0.00061672i,0.00065329-0.00026778i,0.0003205-0.00029307i,8.5672e-05-0.00019612i,0.00028417-0.00053868i,-0.00012977-0.00063236i,0.00016282-5.8387e-05i,-0.00015951+1.9757e-05i,-0.00053282+0.00050616i,8.8353e-05+0.00029772i,8.4347e-05-0.00046366i,-0.00042226-0.00048448i,-0.00050797+7.1897e-05i
-0.0015561+0.00039148i,-0.0013082-0.00016984i,-4.8029e-05+0.00090444i,0.0010947+0.001023i,0.0016185+0.00068761i,0.0014581+0.00038689i,-0.00013951-9.5176e-05i,-0.00094196+0.00066263i,-0.00069247+0.0022361i,0.00078351+0.0021733i,0.0014335+0.00063081i,0.00080092-0.00067673i,-9.8109e-05-0.0011098i,-0.00044919-0.00020883i,0.00022115+0.00065229i,0.00035712+0.00033632i,-0.0006517+0.00051962i,-0.00074421+0.0011673i,-0.0002704+0.0011683i,-0.00067225+0.00048132i,-0.00062616-0.0002076i,-0.00018715-0.00017051i,5.18e-05+0.00013932i
-0.0008198-0.0020154i,-0.00067738-0.0015455i,-0.00099898-0.0016761i,-0.0003484-0.0017312i,0.00026377-0.0015554i,-0.00019958-0.0010759i,-0.00019009-0.00010543i,-0.00020758+0.00029411i,0.00050288+0.00021956i,0.0013395+6.9629e-05i,0.0011323+0.00022431i,0.00092948+0.00075123i,0.00043289+0.00029096i,9.4202e-06-0.00022769i,-6.768e-05-3.9158e-05i,0.0005777-0.00010802i,0.00032919-0.00014385i,-0.00019437-0.00041668i,-0.00034155-4.1708e-05i,-0.00064492+0.00039558i,-0.00020898+8.6835e-05i,-0.00022663-0.0001087i,-9.2044e-05-0.00023736i
-0.00023151-0.00025363i,-0.0007871-0.00049923i,-0.0012897-2.2883e-05i,-0.000562+0.00068257i,7.5029e-05+0.00081039i,-9.142e-05+0.00074878i,-0.00063302+0.00080383i,-0.0018267+0.0012345i,-0.0020089+0.00079928i,-0.00063692-0.00033977i,0.0011396-0.00078084i,0.0018785-0.0005839i,0.0017187-0.0011147i,0.001064-0.0013376i,0.00052801-0.0002909i,0.00079221+0.000491i,0.0011737+3.8093e-05i,6.7319e-05-4.2685e-05i,-0.00088248+0.00040607i,-0.0002134-0.00014943i,-3.1839e-05-0.00026606i,-0.00013306+0.00041339i,-0.00012106+0.00058186i
-0.002403-0.00046151i,-0.0024759-0.00038415i,-0.0023065-0.00055785i,-0.0022661+0.0010813i,-0.0016775+0.0026707i,-0.00084319+0.0018979i,-0.00093918+0.0010887i,-0.0012099+0.00094363i,-0.00077238+0.0009639i,0.00015806+0.0014591i,0.00082319+0.0013766i,0.00096875+0.00062724i,0.00046377-0.00023912i,-0.00025042-0.00067316i,-0.00058026-0.00073685i,-0.00033076-0.00045845i,-6.1297e-05+0.00014297i,-0.00051242+0.00076841i,-0.00084983+0.00052335i,1.9652e-05-8.3485e-05i,5.4536e-06+0.00074441i,0.00011039+0.001176i,0.00041772+0.00090353i
0.0015532-0.00014277i,0.0016117-9.1237e-05i,0.0011662-0.00121i,0.001403-0.00194i,0.0010241-0.0013461i,0.00056592-0.00046357i,0.00027499+3.3848e-05i,-9.3635e-05+0.00024401i,-0.0002918+0.00033484i,-5.7163e-05+0.00038842i,-7.2985e-05+0.00055019i,0.00041299-6.9093e-05i,0.00098225-0.00071238i,0.00028131-0.00031271i,-0.00023037+0.00029637i,0.00027601-0.00014386i,0.0004029-0.00025751i,-0.00020354-0.00017861i,-0.00038791+0.00017976i,-0.00030418+0.00028866i,-0.00021738+0.00035582i,-0.00069809+0.00069307i,-0.0003877+0.00020343i
0.0015166-0.00063284i,0.0013497-0.0011512i,0.0016002-0.00099894i,0.00095556-0.00011631i,-0.0001716-0.0005421i,-0.00070399-6.3594e-05i,-0.0004896+0.00042874i,-4.4713e-05+0.00040898i,0.0003113+0.00038092i,0.00039899-6.3808e-05i,0.00015467+0.00015939i,-0.0003928-7.8995e-05i,-0.00041179-0.00068267i,-5.7975e-05-0.00060353i,0.00053773+0.00047017i,0.0010818+0.00076119i,0.0012426-0.00037411i,0.00096602-0.00045194i,0.0011704+0.00043217i,0.0011524-0.00012896i,-3.9051e-05-0.0010227i,-0.00056243-0.00056641i,-0.00037224+0.00019307i
-0.0010302+5.5206e-05i,-0.00060967-0.00014155i,-0.0010819-0.00069624i,-0.00086904-0.00046181i,-0.00010508-6.9804e-05i,0.00012174+0.00016412i,-0.00078177-0.00039827i,-0.0014977-0.0006092i,-0.00081275-0.00011601i,0.00027899-0.00026994i,0.00069685-0.00053529i,0.0015748-0.00052515i,0.0017286+3.5255e-05i,0.00083311+0.00020814i,0.0006431-0.00034638i,0.0004315-0.00032094i,-0.00062125+5.7153e-05i,-0.0012486-0.00013979i,-0.0011485-7.801e-06i,-0.0013-0.00018288i,-0.00037569-0.00034107i,0.00011695-0.00019575i,-0.00022148+0.00025813i
-0.00049451+0.0007441i,0.0014137-5.1598e-05i,0.0014961+0.00026945i,0.0010106+0.0008925i,0.00010683+0.00081182i,-0.0007731+0.00050159i,-0.00097218+0.00026907i,-0.00072833+0.00073737i,5.8902e-05+0.0012006i,0.00035147+0.00046836i,1.9819e-05-6.758e-05i,-0.00012217-0.00020193i,-0.00039174-0.0002497i,-0.00085906+0.00035282i,-0.00037201+0.00014185i,0.00030526+0.00013015i,-0.00036787+0.00013284i,-0.0011277-0.00038016i,-0.0013776+0.00013755i,-0.0016439+0.0010096i,-0.0018389+0.00065849i,-0.0019437-0.00023706i,-0.00090785-0.00038856i
-0.0014649-0.001487i,-0.0016996-0.00030833i,-0.0021878+1.1168e-05i,-0.0015817+0.00090516i,-0.0010671+0.0010905i,-0.00024024+0.0001786i,-1.9963e-06-0.00076207i,-0.00074623-0.0010216i,0.0001822-0.00022032i,0.00069216+0.0010673i,0.00054892+0.0015154i,0.0012797+0.00061779i,0.001288-0.00070497i,0.00059962-0.00076617i,0.00017267-0.00069143i,-0.00023475-0.00041194i,-0.00070698-0.00031529i,-0.00062058-0.00060315i,4.8124e-05-0.00031998i,-0.00024988+2.9738e-05i,-0.0004321-0.00015054i,8.8865e-05-0.0006721i,-0.00031955-0.0007445i
0.00064594+0.0003199i,0.00083436+7.3824e-05i,0.00067229-0.00094233i,-0.00022077-0.0011928i,-0.00093847-0.001258i,-0.00065213-1.9618e-05i,-0.0006819+0.00068886i,-0.0008835+0.0005337i,-0.00052377-3.8912e-05i,0.00024039-0.00046923i,0.00086432-0.00073979i,0.0010622-0.00083705i,0.00098938-0.00029231i,0.00084707-0.00010021i,0.00024168+0.00064183i,-0.00047033+0.0015642i,-0.00095995+0.00082599i,-0.00092547-0.00032333i,-0.00076946+0.00030554i,-0.0009823+0.0010233i,-0.001025+0.0011424i,-0.00079529+0.00098874i,-0.00084859+5.4692e-05i
-0.00095249+0.00032973i,4.0785e-05-0.00042138i,0.0003432-0.00054157i,0.0004415+0.00052701i,0.0004807+0.0017188i,0.00031785+0.00063625i,-0.00023173-0.0001759i,-0.00036575+0.00080722i,-9.9019e-05+0.0013945i,8.1797e-05+0.00068777i,0.00027318-0.00072994i,0.00079161-0.001296i,0.00076047-0.0010978i,-7.1872e-05-0.00073897i,-0.00089712-0.00073976i,-0.0002646-0.00083459i,-0.00010366-0.00030265i,-0.00058594+2.4094e-05i,-0.00012128+0.00030473i,0.00010076+0.00030305i,-0.00024493-0.00018743i,-0.0010167-0.00025092i,-0.00023845-0.00048885i
-0.00022285+0.0015929i,-1.3418e-05+0.0018357i,4.2392e-05+0.00094385i,0.00021614+0.00069838i,-8.0085e-05+0.00039842i,-0.00031289-0.00032658i,-0.00046906-0.0006071i,-0.00050395-0.00015489i,2.4228e-05+0.00014276i,9.549e-05-0.00032878i,0.00075481-0.00021679i,0.0011055+7.2809e-05i,0.00027292+4.456e-05i,-0.00075934+0.00062398i,-0.0011911+0.00064574i,-0.00072067+0.00027516i,-0.00031854+0.00030116i,-0.00054791+0.0004254i,-0.00088101+0.00046159i,-0.00021992-6.0396e-05i,-0.00022555-0.00021764i,-0.0008879+0.00016029i,-0.00055171+0.00092234i
-0.00081945-0.0017923i,-0.00071932-0.001636i,-0.0014344-0.0011279i,-0.0013329+0.00018331i,-0.00098998+0.0011415i,-0.00046898+0.0011253i,1.3131e-05+0.00093634i,-0.00031164+0.00052922i,-1.2626e-05+0.00075747i,0.00037651+0.0014715i,0.00050857+0.00083379i,0.0014337-0.00051468i,0.0011095-0.0015006i,0.0003969-0.0016987i,9.354e-05-0.00099281i,-9.2618e-05-0.0006648i,0.00065932-0.00083742i,0.00054508-0.0010466i,-0.00086189-0.00045499i,-0.00091616-0.00022406i,7.0841e-05-0.00017655i,0.00010257-6.75e-05i,-0.00029727+0.0003426i
0.0025454+0.0013349i,0.0014819+0.0017613i,0.001854+0.00055605i,0.0011817-0.00099226i,-0.00048227-0.0013922i,-0.00089073-0.0011677i,-0.00035064-0.0015793i,-0.00045544-0.0012166i,-0.00030793+6.6937e-05i,0.00031599+0.00026669i,0.00043881-0.00052457i,0.00042686-0.00057505i,0.00054967-0.0001125i,7.1852e-05+1.2606e-05i,7.7563e-05+0.0005752i,5.3039e-05+0.00041379i,-0.0001872-0.00054903i,-0.00063401-0.00090965i,-0.00050979-0.00034223i,-0.00050139+0.00077563i,-0.0010143+0.0013428i,-0.00097685+0.00027868i,-0.00051805-0.00039695i
0.00051141+0.0011175i,-5.6944e-06+0.0014085i,-0.00049734+0.00026006i,-0.0009609-0.0010524i,-0.00053908-0.00042319i,0.00011725-0.00012321i,-0.0004176-0.00034919i,-0.00067911+0.00029797i,-0.00022393+0.0004247i,0.00034948+0.00042489i,0.00052547+0.00017354i,-7.7683e-05-0.0001287i,-0.00043412-5.924e-06i,-0.00026004+0.00024295i,-0.00055182+0.00028898i,-0.0002236-0.0001267i,0.0005843-0.00053185i,-0.00022453-0.00059059i,-0.00098139+6.1703e-05i,-0.00029311+0.0011907i,0.0004484+0.0013193i,0.00035584+0.00083488i,-2.6821e-05+0.00026976i
0.0007311+0.0012518i,-0.0001151+0.0013033i,-0.00086898+0.0017325i,-0.0010019+0.001177i,-0.00028305+0.00035919i,-0.00050512-0.00015447i,-0.00038084-0.0004885i,2.5786e-06-0.00032656i,0.00030667+0.00062141i,0.00014071+0.0011887i,-0.00025079+0.0007241i,-5.0484e-05+0.00079491i,6.8026e-05+0.00051464i,0.00013643+0.00023736i,3.8152e-05+0.00085328i,-0.00074366+0.00056348i,-0.00078632-0.00039612i,-0.00070357-2.2245e-05i,-0.00070628+0.00060999i,-0.00064168+0.00081137i,-0.00076354+0.00023817i,-0.00044015-0.00033315i,-4.9382e-05-0.00017647i
-0.00077653+0.0014171i,-0.00078506+0.0010826i,-0.00058309+0.00010566i,-0.00069675-1.3575e-05i,-0.00023257+0.0001434i,0.00038957-0.00037712i,-0.00048069-0.0001183i,-0.00073383+0.0005227i,-0.00058443+0.0014977i,0.00022071+0.0014634i,0.0011692+0.00049816i,0.0013722+0.00010229i,0.00044496+0.00016007i,-0.00058958+0.00028599i,-0.00038011-0.00036385i,-0.00016963-0.00058763i,0.00016437-0.00043044i,0.00012783-0.0002431i,-0.00058295-1.3929e-05i,-0.00045792+8.7827e-05i,-8.9726e-05+0.00084742i,-0.00094398+0.0015074i,-0.0010712+0.00086245i
-0.0017777-0.00027588i,-0.0016448+0.00058546i,-0.0012187+0.0022617i,-0.00037931+0.0034287i,0.00035977+0.0031693i,0.00019426+0.0010886i,-0.00067435+1.5353e-05i,-0.00036901+0.00057933i,9.8003e-05+0.00069291i,0.00041665+0.00076372i,0.0010361+0.00084787i,0.0013108+0.00015473i,0.00018196-0.00066557i,-0.00043391-0.00082681i,4.8761e-05-0.00036952i,0.0007566+0.00044471i,0.00022694+0.00066083i,-0.00037826+0.0004255i,-0.0004728+0.00034895i,-0.00082222+0.00054832i,-0.00082816+0.00099758i,-0.00077333+0.00056426i,6.6752e-06-0.00061124i
-0.00037886-0.0013098i,-0.00095577-0.0011056i,-0.0021291+0.00017445i,-0.0019764+0.00021095i,-0.0004933+0.0006839i,-0.00011027+0.0013686i,-0.0014544+0.00087078i,-0.0016048+0.00055139i,-0.00089007+0.0016678i,-0.00018124+0.0018042i,0.00072913+0.00071438i,0.00083021-0.00056433i,0.00018423-0.0014365i,-0.00042028-0.0012715i,-0.00034553-0.00017483i,0.00027665+0.00021922i,0.00013404+0.00026842i,-0.00069568+7.4492e-05i,-0.00087846-0.00024057i,-0.00057106+0.00088838i,-0.00034659+0.0014745i,-0.00056153+0.00067521i,-0.00080433+0.00073402i
0.0021534+0.00043952i,0.0024585+0.00044089i,0.0018554-0.0005433i,9.4911e-05-0.0010247i,-0.00073539-0.00067382i,0.00020516-0.00012994i,0.00012038-8.5805e-05i,-0.0011774-0.00046334i,-0.00091764-6.3394e-05i,0.0002478-0.00026761i,0.00091065-0.00043842i,0.0013485+0.00010662i,0.00085655-0.00044857i,0.00030251-0.00093396i,1.1508e-05-0.00023946i,-6.4315e-05+0.00035059i,0.00016286+0.00050066i,-0.00047516+0.00047894i,-0.0015681+0.0004673i,-0.0012119+0.00094758i,-0.00014128+0.00039706i,0.00037478-0.00067417i,5.1288e-05-0.00042929i
-0.0015681+0.00026804i,-0.00042458+0.00056316i,-0.00065961+0.00043672i,-0.00019102-0.00060033i,1.6367e-05-0.00071805i,-0.001011+7.9962e-05i,-0.0010094+0.00061884i,-0.00016172+0.00030386i,0.00038234+0.0004503i,0.00073688-2.4352e-06i,0.0011427-0.000453i,0.0002718-0.00068874i,-6.7703e-05-0.00046918i,-8.5747e-06+0.00061344i,-0.00013998+0.00081823i,-0.00049867+2.572e-05i,-0.00088128-2.2792e-05i,-0.00029824+0.00073157i,0.00052154+0.00047999i,0.00056938-0.00020452i,0.00018382+0.00011687i,-1.2251e-05+0.00083243i,-0.00022361+0.0007692i
0.0019665-0.0012432i,0.00049913-0.0014068i,0.00041741-0.0014639i,0.0001893-0.00082681i,-0.0006229-0.00025321i,-0.00084589-0.00025774i,-0.00055813-0.00043486i,-0.00047058-0.00036446i,-0.0004592-0.00011639i,0.00022685+0.00020824i,0.00037661-0.00042341i,9.8499e-05-0.00041509i,0.00037518-0.00021144i,0.00050424-0.000332i,-9.794e-05-0.00038997i,-0.00044537-0.0001555i,-0.00097766+0.00017188i,-0.0012382+0.00038582i,-0.0010662+0.0010169i,-0.00010671+0.00052352i,0.00037651+0.0001824i,-0.00067701+0.00060516i,-0.00092891+0.00068042i
