-0.0015948+0.00058078i,-0.000138+0.00028556i,-0.00038327-0.0010268i,-8.4359e-05-0.0020727i,0.00042351-0.00082586i,0.00063159+0.0011138i,0.00030296+0.002244i,0.00066515+0.0025896i,0.0012796+0.0017119i,0.0011902+0.00014859i,0.00010831+7.6936e-05i,-0.00022783+0.0007902i,-0.000239+0.00081925i,-7.6116e-05-0.0002038i,0.00015886-0.00078239i,-0.00033367-0.00076656i,-0.00021106-0.00072509i,0.00044234-0.00040947i,0.0004537+0.00018724i,6.9026e-05-3.1634e-05i,-0.0002673-0.00021322i,-5.226e-06-0.00040932i,0.00043588-0.00080725i
0.0003481-0.0018667i,0.00010224-0.0011933i,-7.0342e-05-0.0012375i,-4.7773e-05-0.0014308i,-0.00018498-0.00084797i,-0.00029687-0.00098179i,0.00018061-0.0014646i,0.00067222-0.0011758i,8.5687e-05-0.0011368i,-0.00064858-0.00084364i,9.777e-06-0.00034716i,0.00026549+4.3573e-05i,-0.00030924+5.9572e-05i,-1.24e-07-6.0858e-05i,0.00061707-0.0002484i,0.00060025-0.00010225i,0.00067905+0.00037317i,0.00071535+0.00037908i,0.00050971-0.00020544i,0.00022411-0.00090392i,0.00041362-0.0013299i,0.00056443-0.00082741i,0.0001064-0.00040979i
-0.00041057+0.0029359i,0.00082705+0.0028056i,0.0025339+0.0044605i,0.0035274+0.0029397i,0.0030755+0.00038248i,0.0013208-0.00019593i,-0.00012236+7.486e-05i,-0.00026379+0.00093433i,0.00037361+0.00055879i,0.00051122+0.00018167i,0.00027071+0.0002837i,-0.00028727-0.00032654i,-0.00043121+0.00015224i,-0.00041356+0.00016313i,-0.00076823-0.00021456i,-0.00053126-0.00015199i,-0.00036108-0.00030301i,-0.00041125-0.00035111i,-0.00041115-0.00066279i,0.0001918-0.00061626i,0.00045419+9.5412e-05i,0.00044358+0.00068393i,5.2177e-05+0.00045685i
0.0023517-0.0024419i,0.0013309-0.0020225i,0.00024368-0.0025654i,-0.00079442-0.00245i,-0.0019022-0.00080587i,-0.0021706+0.0001648i,-0.0014629+0.00010553i,-0.00033604-0.0002345i,-0.00019816-0.0005531i,-0.0012276-9.5788e-05i,-0.0017423+0.00059912i,-0.001039+0.0019659i,0.00012737+0.0030248i,0.00019798+0.0020885i,-0.00018631+0.0007023i,-8.9862e-05+0.00078189i,0.00012069+0.00029676i,0.00085371-0.00093183i,0.0008799-0.00092237i,0.00064889-0.00047128i,0.00050012-0.00059953i,3.5491e-05-0.00034473i,-0.00060422-0.00040031i
0.0017449+0.00055666i,0.00032752-0.00048343i,-0.00037419-0.00026818i,-0.00030171-0.0015361i,-0.0010297-0.0028405i,-0.0012826-0.0016289i,-0.00025589+8.4568e-05i,0.00059119+0.00084711i,0.00036447-9.7131e-05i,-0.00024782-0.00060923i,-0.0010532-9.0543e-05i,-0.0011547+0.00036874i,-0.00071334+0.00058485i,-0.00016284+1.5723e-05i,0.00048703-0.00045806i,0.00033735+8.6681e-05i,0.00085261+0.00020155i,0.0013904+0.00016816i,0.0010601-0.00015694i,0.0007275-0.00076089i,0.00087882-0.00088543i,0.00096254-0.00041569i,0.00031332-1.1757e-05i
-0.0012155-0.00020322i,8.0166e-05+8.5702e-05i,-0.00029275+0.0009444i,8.9881e-05+0.0013826i,0.001486+0.00076689i,0.0011575+4.589e-05i,0.00042651-0.00048964i,0.00078326-0.00020706i,0.001184-0.00019788i,0.00015771-0.00014617i,-0.00087408+0.00034941i,-0.00073141+0.00038771i,-0.00077663+0.00054225i,-0.0011229+0.00029598i,-0.00068724-0.00012166i,-0.00013958-0.00030093i,9.8113e-05-4.7551e-05i,0.00056338+0.00028997i,0.0011765+0.00019636i,0.0010507-0.00030748i,0.00035309-0.00040162i,2.4602e-05-0.00060296i,-0.00022057-0.0008774i
-0.00071916-0.0013755i,-0.0013057-0.00095154i,-0.0025181-0.00068979i,-0.0021411-0.00091095i,-0.0014517-0.0013811i,-0.00056987-0.0010751i,6.3988e-06-0.00025863i,-0.00026828-0.00031725i,-0.00022073-0.00047266i,-0.00011158+5.9093e-05i,0.00016993+0.0001457i,-0.00014742+0.00060885i,-0.00056515+0.0014156i,-3.9829e-05+0.00084633i,0.00011727-0.00014295i,8.7138e-06-0.00030105i,-2.5808e-05+5.5065e-05i,0.00025423+0.00010797i,0.00089544-0.00043201i,0.00043532-0.00020408i,-0.00018793-0.00014956i,0.00028172-0.00079001i,0.00038067-0.00095167i
-0.0019029+0.00073602i,-0.0012478+0.00025675i,-0.00069884+0.00093702i,-0.00058841+0.00096136i,-0.00083634-7.1409e-05i,-0.00077379-0.0011854i,0.00056668-0.0011524i,0.00092672-0.00060282i,0.00060836-0.00033459i,0.0002642-6.2744e-05i,0.00064814+0.00058964i,0.00035846+0.0010804i,-0.00056265+0.0012144i,-0.00059414+0.00066144i,-0.00020728-0.00026458i,-0.00031905-0.00051211i,-0.00053685-4.0361e-05i,-0.00035666+0.00067011i,-0.00029037+0.00073446i,-0.00016986-0.00052187i,0.00018709-0.00093621i,0.00075939-0.00047077i,0.00098815-3.6907e-05i
-0.0027051+0.00021986i,-0.0015167-7.6279e-05i,0.00022543+0.00038292i,0.00085273+0.00069819i,0.00050042+0.00096401i,0.00034661+0.00053353i,0.00032983+0.00034503i,0.00037452+0.00013401i,-0.0001506-0.00056107i,-0.00026643-0.00057552i,0.00068356+4.552e-05i,0.00018324+0.00043118i,-0.00037332+0.0004311i,-0.00034042+0.00018678i,0.00012878-2.4356e-06i,0.00093796+0.0004564i,0.000782+0.0009001i,0.0004171+0.00060653i,-9.0745e-05-0.00014042i,-0.0003804-0.00021345i,0.00087877+0.00015642i,0.0022506+4.3296e-05i,0.001319-1.7402e-05i
0.00025301+0.0025512i,0.00077975+0.0021018i,0.0012989+0.0016318i,0.00077744+0.00034419i,4.7779e-06-0.0011317i,-0.00071468-0.001453i,-0.00087329-0.00022756i,-0.00068784+0.00036038i,-0.00042698-0.00051377i,-4.4717e-06-0.00023909i,-0.00033595+0.00064383i,-0.0016217+0.0002745i,-0.0018676+0.00041567i,-0.00038801+0.0013318i,0.00064942+0.0014018i,0.0001598+0.0013572i,-5.3148e-05+0.0012033i,0.00031022+0.00038165i,0.00048462-0.00080843i,0.0005157-0.0011341i,8.5592e-05-0.00055475i,0.00015683-0.00012172i,0.00038275+0.00033594i
0.0010203+0.0021956i,0.0016159+0.0020587i,0.0042836+0.0012104i,0.004119-0.00015674i,0.0012154-0.001631i,-0.00057667-0.0024548i,-0.00024819-0.0013402i,0.00057881+0.0002019i,0.0011477+0.00025368i,0.00047264+4.7797e-05i,-0.00098486-0.00026204i,-0.0018941-8.0829e-05i,-0.0016907+0.00059982i,-0.0005567+0.00089867i,-3.2017e-05+0.0011554i,-2.3797e-05+0.0009233i,0.00021262+0.0011224i,0.00039999+0.00089916i,0.00076926+6.0376e-05i,0.0010113+0.0003051i,0.00095441+0.00052923i,0.00064993+0.00035415i,0.00022801-0.00034751i
0.0014154-0.0016169i,0.0011747-0.00044423i,0.0013819-0.0012203i,0.0011786-0.0020177i,-0.00033104-0.0013649i,-0.0012236+0.00012224i,-0.00078586+0.00087662i,0.00013743+6.4882e-05i,0.0008215-0.00094128i,0.00024821-0.0011407i,-0.00044539+0.00032909i,-0.0013383+0.0018591i,-0.001335+0.0015255i,-0.00037385+0.00061325i,0.00029549+0.00019887i,-0.00026385+0.00022878i,-0.00091282+0.00047078i,0.00011064+0.00082194i,0.00027655+0.00056044i,-0.00031329+0.00015927i,-0.00019515-7.1671e-05i,0.00037731+0.00041153i,0.00024898+0.0011233i
-0.0013563-0.0012675i,-0.0022234-0.0013292i,-0.0035088-0.00088503i,-0.0025895+4.9585e-05i,-0.00085324+0.00012249i,-7.3738e-05+0.0003583i,-0.00036643+0.00037545i,-0.00078151-0.00033847i,-0.0009055-0.0006148i,-0.00069144-0.00014861i,-0.0009924+0.00089358i,-0.0011653+0.0018331i,-0.00087472+0.0019551i,-0.00074025+0.00082146i,7.264e-05-0.00013374i,0.00055514-6.0803e-05i,-0.00030603-0.0001268i,5.8704e-05-0.00030781i,0.0015237-0.0007762i,0.0011622-0.001328i,6.176e-05-0.0006374i,-0.00025503-0.00013104i,-0.00075988+6.1139e-05i
0.0005272+0.0011105i,0.00088128+0.0015209i,8.6639e-05+0.0028342i,4.605e-05+0.0014554i,0.0001269+0.00042647i,-0.00012764+0.0001312i,0.00080937-0.00022001i,0.0015618-0.00037157i,0.0010638-0.00053908i,-0.00010757-0.00036059i,-0.00058819-0.00014872i,-0.00085538-0.00012865i,-0.00070555+0.00042809i,-0.00041169+0.00074762i,-0.00040751+0.00075842i,-0.00069651+0.00079441i,-0.00089332+0.00070353i,-0.00021593+0.00089923i,0.00033644+0.00027964i,0.00041315-0.00023864i,0.00013254-0.0002193i,7.1006e-05-0.00032407i,0.00027446-0.00038552i
0.0005482-0.0016485i,-0.00021097-0.0017232i,-0.0011178-0.0014961i,-0.00072807-0.00075365i,-0.00061043-0.0010862i,-0.0010879-0.00061942i,-0.0010551+2.9575e-05i,-5.763e-05+0.00012646i,-0.0002601+7.9812e-05i,-0.0011815-0.00058532i,-0.0014703-0.00049704i,-0.0010913+0.00056805i,-0.00035175+0.0014331i,0.0004727+0.001327i,-0.0001121+0.00037772i,-0.00036306-0.00037084i,0.00039769+0.00042803i,0.00053121+0.00081722i,0.00017195-0.00075755i,0.0002108-0.0014677i,0.00017407-0.00074315i,0.00023306+0.00025105i,0.00024978+0.00068006i
0.0012635+0.00031915i,0.0014685+0.00092228i,0.0013046+0.00049109i,0.001424-0.00054495i,0.0013377-0.00090471i,0.00059302-0.001044i,0.00072665-0.0003887i,0.00080406-0.00070465i,0.0001574-0.0017116i,-0.00046881-0.001555i,-0.0015555-0.00075861i,-0.0021557+0.00012812i,-0.0017601+0.00053577i,-4.2104e-05+0.00057054i,0.0013038+0.00022221i,0.00080205+0.00032151i,0.00033619+0.00087693i,0.00064207+0.00069368i,0.0011247+0.00017489i,0.0012234+4.5751e-05i,0.0010596+0.00034901i,0.00048589+0.0005223i,-0.00044242+7.8993e-05i
-0.0013561+0.00088529i,-0.0011947+0.0004704i,-0.0010244+0.00011593i,-1.6406e-06-0.00055802i,0.00071881-0.0024382i,0.00048522-0.003153i,0.00034573-0.0014749i,0.00046868-0.00014845i,0.00059491-9.3951e-05i,-0.00048225-0.00059188i,-0.0017231-0.00028947i,-0.0014767+0.00018777i,-0.00077022+5.1725e-05i,-0.00029684-0.00041972i,-0.00046365-0.00020883i,-0.00072531+0.00050666i,-0.00061289-0.00028857i,-0.00062064-0.0010173i,-0.00027755-0.00060094i,0.000237+9.4271e-05i,0.00063378+0.00019045i,0.00042465-0.00024491i,4.2557e-05-0.00018852i
-0.00019958-0.0020842i,0.0002925-0.0006551i,-0.00059371-6.1299e-05i,-0.0011955-0.00068156i,-0.00070218-9.9337e-05i,-0.0002362-0.00016696i,0.00026911-0.00037552i,0.00056435-0.00042914i,0.00058187-0.00040288i,-0.00060376-5.5105e-05i,-0.0016774-0.00035819i,-0.00098686-0.00033304i,0.00065891-3.5854e-05i,0.0013591-0.00027773i,0.00072835-0.00029228i,0.00028784-0.00023429i,0.00028772+0.00029665i,0.00038897+0.00043016i,0.00063238-0.00011895i,0.00086068-3.7263e-05i,0.00063033+0.00027223i,6.5475e-06+6.9628e-05i,-0.00034301-0.00061695i
-0.0020441-0.0024386i,-0.0010256-0.001929i,-0.0014107-0.0017793i,-0.0021605-0.00061613i,-0.0018367+0.00023241i,-0.0011052-2.8176e-05i,-0.0012306-0.00068808i,-0.0016429+0.00033175i,-0.0015202+0.00056113i,-0.0014145-4.2165e-05i,-0.0011634+0.0005946i,-0.00017084+0.0015223i,-0.00012062+0.0019377i,-0.00044027+0.0012329i,0.00016748+0.00027068i,-0.00015442-0.00017296i,-0.00045717-0.00057911i,0.00026561+0.00010633i,0.00054855+0.0010741i,0.00022989+0.00053111i,-0.00023488-0.00037604i,-5.3248e-05-4.2702e-05i,-0.00028515+0.00029923i
0.00071074-0.00062096i,0.0010422+0.00021372i,0.0015786+0.00070481i,0.001983-0.0005789i,0.0016676-0.0015507i,0.00031936-0.0012177i,0.0001744-0.0004109i,0.0011221+0.00032736i,0.00031341+0.00058379i,-1.9554e-05+0.00036354i,0.00035907+0.00023257i,0.00051418+0.00089114i,0.00068438+0.0013285i,0.00020454+0.00069861i,-0.00058125-9.0009e-05i,-0.00062349-0.00055854i,0.00031531-0.00067838i,0.00042547-0.00049604i,0.00015523-0.00067569i,0.00052895-0.001057i,0.0008756-0.00084917i,0.00090058-0.00040478i,0.0003571+0.00027899i
-0.00083238-0.0002984i,-0.0019026-0.00030056i,-0.0022964+4.6005e-05i,-0.00070562+1.0333e-05i,-0.00036467-0.00052068i,-0.0004517-0.00021398i,-0.00020937-0.00024378i,-3.2498e-05-0.00076773i,-0.00050491-0.00048266i,-0.00085735-7.0019e-05i,-0.00023167-0.00010928i,-0.00029631+0.00025515i,-0.0006116+0.00050206i,0.00019784+0.00043877i,0.0011481-9.2336e-05i,0.0014323-0.00047696i,0.001214+6.4864e-05i,0.00059685+0.00053152i,-5.2567e-05+0.00071582i,0.0002272+0.0003382i,0.0012657+0.00024532i,0.0015837-0.00012834i,0.00080414-0.0011675i
-0.0008366+0.00026797i,-0.00013378-0.00051241i,-0.00082614-4.9994e-05i,-0.0013266+0.00028911i,-0.00063583+0.00027145i,-0.00035595+0.00067498i,-5.7378e-05+0.00075167i,0.00079321-0.00020027i,0.00015392-0.00064317i,-0.00075509-0.0010366i,-6.2264e-05-0.00062873i,0.00055533+0.00044383i,0.00042873+0.00098538i,9.3762e-05+0.00086931i,0.00021255-0.00027447i,-0.00023709-0.00062008i,-0.00030783-0.00024506i,0.0005307-0.00047278i,0.00063979-0.0010334i,0.0002324-0.00089382i,0.0008581-0.00034675i,0.0010172+0.00025669i,0.00067594+0.0010173i
-0.00064462-0.00070191i,-0.0011703-0.00088754i,-0.0012095-0.0010645i,-0.0008175+0.00018935i,-0.00084464+0.00068134i,-4.8269e-05+0.0010086i,0.00053674+0.00053776i,0.00033072-0.00090716i,0.00036652-0.0011232i,-4.7364e-05-0.00032098i,-0.00036685-5.4092e-05i,-4.4524e-05-5.7277e-06i,0.00023223+0.00026809i,0.0010396+0.00049767i,0.00085457+0.00030008i,-8.3015e-05+0.00029302i,-0.00047418+0.00046665i,0.0006614+0.00010601i,0.0010262+1.6876e-05i,1.9754e-05-0.00018458i,0.00019821-3.9683e-05i,0.00041323+0.00068691i,-9.2377e-05+0.00031134i
0.0007983+0.00078517i,0.00087729-2.1942e-05i,0.00013209-0.0010767i,0.00045817-0.00069026i,0.00079713-0.00037911i,-0.00019657-0.00036377i,-0.0011195-0.0001028i,-0.00019683-0.00037716i,-3.4272e-05-0.00085628i,-0.0010366-0.00088364i,-0.001306+0.00013526i,-0.00093081+0.0011929i,-0.00052426+0.0015646i,-0.00056206+0.00082971i,-0.00032495-0.00038079i,6.709e-05+0.00031696i,0.00012241+0.0014436i,0.00020549+0.0010183i,0.00043355+0.00083443i,0.00068554+0.00049258i,0.00055629-0.00064869i,0.00024951-0.00021442i,5.5739e-05+0.00086731i
0.00056602-0.00069823i,0.00092076-0.00063912i,0.00092573-0.0016127i,0.00014723-0.0019498i,-0.00093709-0.001069i,-0.0011851-9.6648e-05i,0.00032543-8.3319e-05i,0.0015861-0.00020509i,0.0014911-0.00020519i,0.0003616+9.9613e-05i,-0.00056706+0.00026315i,-0.00076265+0.00083585i,-0.0011326+0.0010999i,-0.00016969+0.00050511i,0.00069425-0.00033686i,0.00063791-0.00089561i,0.0010557-0.00080716i,0.00090231-0.00056677i,0.00029238-0.00081641i,0.00070494-0.00077859i,-3.3663e-05-0.00050643i,-0.00078665-0.00064532i,4.4162e-05-0.00038554i
-0.002059+0.0013627i,-0.0021633+0.001892i,-0.00062493+0.0023575i,0.00099919+0.0023843i,0.0011816+0.0016661i,-0.00011461+0.00015395i,-0.00064335-0.0006734i,-4.9565e-05-0.00016297i,0.00074705-0.00035469i,0.00062438-0.00076591i,-0.00042669-0.0010052i,-0.00095082-0.00092674i,-0.00070389-0.00061257i,0.0001915+0.0004705i,-4.4382e-05+0.001134i,-0.00042664+0.00042322i,2.3486e-05+0.00039771i,0.00053377+8.065e-05i,0.00050627-0.0006595i,0.00036532-0.00079698i,0.0005889-0.00052821i,0.00055352-4.3533e-05i,-9.4033e-05+0.00033547i
-0.00078745+0.00041831i,0.00015975-0.00064574i,-1.9374e-05-0.001262i,-0.001304-0.0012048i,-0.0016324-0.0015251i,-0.00066568-0.001735i,-0.0003511-0.001165i,0.00016422-0.00052097i,0.00068113-0.0009546i,-9.0157e-05-0.0013761i,-0.00066166-0.00068715i,-0.0011743+7.9625e-05i,-0.0014975+0.00070608i,-0.00094452+0.00080051i,-0.00056086-0.00045588i,-0.00072131-0.0014963i,-0.00057809-0.00099556i,8.9607e-05-6.2212e-05i,0.00062182+0.00033598i,0.00012009-0.00038018i,-3.0641e-05-0.00077093i,-0.00025183-0.000381i,-0.00036398-0.00050439i
-0.0010111-0.00011138i,-0.0011942+0.00083104i,-0.00084026+0.0014641i,9.032e-05+0.00031668i,-6.4858e-05-0.00046476i,-0.00054988-0.00069367i,-0.00060645-0.00050477i,-0.00051673-0.00022527i,3.1616e-05-0.00044373i,9.8657e-05-0.00051314i,5.1187e-06-0.00031841i,0.00029675+0.00012828i,0.00012799+0.00052401i,6.9388e-05-0.00011127i,-0.00015371-0.0010546i,-0.00038021-0.0012294i,-9.4781e-05-0.00011099i,0.00054084+0.00032042i,0.0011188+3.683e-05i,0.00046941+0.00038085i,-0.00021142+0.00084183i,-0.00020143+0.00047028i,0.00010934-0.00043388i
-0.00057765+0.00045488i,-0.00019051+0.00088999i,1.5995e-05+0.0015667i,-5.8467e-05+0.0011737i,0.00042585+6.9534e-05i,0.00034421-8.3944e-05i,0.00061282+0.00025829i,0.0014079+0.00032777i,0.0015003-0.0007356i,2.9723e-05-0.0014953i,-0.0010236-0.0011519i,-0.00089489-0.00013765i,-0.00071992-0.00012005i,0.00042091-0.00074887i,0.0012167-0.00045133i,0.00053356+0.00021759i,0.00013438+0.00012931i,0.00036794-0.00011869i,0.00074361-0.00022117i,0.00095337-0.00042073i,0.0010535+6.7458e-05i,0.00043723+0.00074954i,6.0518e-05+7.3437e-05i
-0.00016014-0.0010462i,0.00039818-0.0012385i,0.00038348-0.0011113i,0.00039265-0.0012186i,0.00038228-0.0006346i,3.8148e-05+0.00037657i,-0.00013447+0.00040569i,6.4365e-06-0.00016572i,0.00056317-0.00064747i,0.00061802-0.0002797i,-0.0002846+0.00030041i,-0.00090056+0.00078068i,4.9306e-06+0.0010972i,0.00041302+0.00067594i,0.00031638+0.00030373i,0.00019453+0.00036386i,-7.2333e-05+0.0004457i,0.00030135+0.00074847i,0.00015737-6.2834e-05i,0.00016443-0.00088901i,0.00032174-0.0011753i,0.00012741-0.0015077i,-0.00014785-0.00092115i
0.0030807+0.00075471i,0.0021236+0.00059138i,0.0020481-0.00086623i,0.0017926-0.0025947i,0.00026496-0.0030123i,-0.00031819-0.0023088i,8.7879e-05-0.00061133i,0.00084132-0.00044553i,0.00058512-0.00074417i,-0.00079833-0.00036489i,-0.0019437+0.00024279i,-0.0016473+0.00092527i,-0.00071258+0.00078489i,-0.00076322+0.00045983i,-0.0011275+0.00024566i,-0.00052067-3.4561e-05i,-0.00014365-0.00044262i,-0.00061618-0.0003171i,-0.00036185-0.00022562i,0.00064598-0.00068854i,0.00079252-0.00095021i,0.00064722-0.00066279i,0.00051501-0.0002279i
0.00052948+0.00089397i,0.0002325+0.0010527i,-0.000101-7.0315e-05i,0.0005369-0.0012155i,0.0014677-0.0011313i,0.00043678-0.0010646i,0.00039691-0.00090604i,0.00088144+8.8649e-05i,4.9791e-05-7.058e-05i,-0.00016242-0.00070656i,-8.7105e-05-0.00078897i,-0.00030285-1.3133e-06i,-0.00038269+0.00057043i,-5.6099e-05+0.00059232i,-0.00028738+0.00043816i,-0.00083541+0.00053353i,-0.00093878+0.00079446i,-0.00030934+0.00073536i,0.00049809+0.00047024i,0.00065929+0.00031552i,0.00049548+0.00024432i,0.00040534-0.00024344i,0.00031121-0.00066816i
-0.0028838+7.5215e-05i,-0.0019057+0.0012861i,-0.001158+0.002063i,-0.00077309+0.0014199i,-0.00042917+0.0010202i,0.00049519+0.00078807i,0.00087838+0.00014969i,0.00070014-0.00057266i,0.00045865-0.0003264i,-0.00054241+0.00050686i,-0.0012063+0.0008647i,-0.00093661+0.0011203i,-0.00019279+0.00050448i,0.00030141+9.4533e-05i,-0.00058003-0.00027379i,-0.00064189-0.0010043i,-0.00037564-0.0012651i,-0.00050202-0.00081893i,1.1587e-05-2.8593e-05i,0.00046508-6.0602e-06i,0.00074235-0.00031667i,0.00064911-0.00074486i,-0.00037312-0.00082163i
0.0017615-0.00042685i,0.0018028-9.652e-05i,0.0013755-0.00054013i,0.00048237-0.002547i,0.00029878-0.0035506i,0.00045809-0.0020444i,0.00012527-0.0006917i,-0.00010755-0.001216i,0.00016661-0.0012556i,-0.00067888-0.00026421i,-0.001712+0.00037349i,-0.0014496+0.0013499i,-0.00075986+0.00095717i,0.00063011+0.0003942i,0.0016461+0.00022442i,0.0010198-0.00068586i,0.00080104-0.00092827i,0.00094698+0.0003861i,0.00064483+0.00055679i,0.0009762-0.00060676i,0.0012279-0.0010233i,0.00050648-0.00069488i,-0.00031162+0.0002082i
-0.0018317-0.00021002i,-0.0016578-6.3278e-05i,-0.0011053+0.00073863i,-0.00075015+0.00057397i,-0.0011754-0.00024305i,-0.0014655-0.00053797i,-0.0010324-0.00073468i,-6.5315e-05-0.0009123i,0.00067257+7.5889e-05i,0.00051754+0.00061073i,5.4459e-05+0.0002129i,-0.00025056+0.00021938i,-0.00058805+0.00020097i,3.6969e-05-0.00032245i,0.00054239-0.00030985i,0.00019298+0.00033885i,-0.00057844+0.00059062i,-0.00020034+0.00021771i,0.00077466+7.7784e-05i,0.00072826+0.00039921i,0.00092833+0.00041162i,0.0011019+0.00016141i,0.00045841-0.00017635i
-0.00039491-0.0010621i,-0.00040684-0.001338i,-0.00026256-0.00018527i,-0.0006456+0.00047668i,-0.00040485+0.0003542i,0.00089997+0.00037414i,0.0018582-1.8488e-05i,0.0012939-0.00056601i,0.00022123-0.0010003i,-0.00057683-0.0013357i,-0.00076622-0.0014838i,-0.0012348-0.0010398i,-0.001033+0.000664i,-0.00029244+0.00091325i,-5.2696e-05-0.00048114i,-0.00046261-0.0010759i,-0.00011445-0.00062459i,0.00066017+0.00017594i,0.00032723-0.00012357i,2.8057e-05-0.00072932i,-4.0768e-05-0.00043183i,-0.0006644+0.00011397i,-0.00090364+0.00014276i
-0.0021868-0.00081857i,-0.0021278-0.00036121i,-0.0021186-0.0003601i,-0.0011431-7.2572e-05i,-0.00027386+0.00039994i,5.4205e-05+0.0010255i,0.00039062+0.0009444i,0.00029878+0.00075448i,-0.00043144+0.0006261i,-0.0001191+2.2214e-05i,0.00064677+0.00039374i,0.00034255+0.00071513i,-0.00029526+0.00041245i,-0.00059923+0.00024335i,-0.00029657-0.00034193i,4.6608e-05-0.00042621i,0.00021672+0.00026869i,-0.00026932+0.00029782i,-0.00043608-0.00072358i,-0.00014304-0.0009262i,0.00026725-0.00039767i,0.00075969-0.00025881i,0.00033818-0.00017498i
0.0011001-0.0013517i,-0.00029508-0.00059667i,-0.0013165-0.0015188i,-0.0020444-0.0022298i,-0.0015037-0.0020483i,-0.00082454-0.00084564i,-0.00088095+3.7227e-05i,-0.0005433-0.00029099i,-0.00043459-0.0006802i,-0.00046548-0.00088901i,-0.00035561-0.00031487i,-0.00047171+0.00051788i,2.6466e-05+0.00059496i,0.00029288+0.00061388i,0.00079645+0.00068157i,0.0010469+0.00062019i,0.00020656-5.4582e-05i,0.0003081-0.00026185i,3.6607e-05-0.00015472i,-0.00040839-0.00021069i,-0.0001797-0.00029778i,-0.00013087-0.00041513i,-0.00064329-5.7784e-05i
-0.00064252+0.0018642i,-0.00025844+0.0017395i,0.0005446+0.0020751i,0.00080839+0.001556i,0.00067423+0.00033866i,0.00023741+0.00079356i,0.00046343+0.0010601i,0.00056836+0.00035748i,-5.8448e-05-0.00046005i,-0.0002913-0.0010136i,-0.00063536-0.00085562i,-0.00087046-0.00025323i,-0.00046038+0.00058021i,5.5005e-06+0.0004493i,-0.00017415-0.00019171i,-0.00071938-0.00050102i,-0.0010626+0.00025214i,-0.00052757+0.00083471i,0.00030568-5.9421e-05i,-0.00030093-2.1194e-05i,-0.0012595+0.00038562i,-0.0010883+0.00030345i,-0.00017136+9.5052e-06i
0.00060971-0.0014653i,0.00033817-0.00075919i,8.777e-05-0.00057981i,-0.00027587-0.0012468i,8.0903e-05-0.0014246i,0.00031413-0.0019293i,0.00046745-0.001347i,0.00079366-0.00058705i,6.9486e-05-0.00092842i,-0.0002214-0.00029898i,-0.00054224-0.00040741i,-0.0012373-0.00052573i,-0.0010749-0.0003103i,-0.0008054-0.00023409i,-0.00079559-0.00012789i,-0.00045714-0.00073494i,-2.3066e-05-0.00082446i,-8.7288e-05-0.00056441i,-0.00078846-0.00040052i,-0.00078058-0.00012944i,-0.00060242-8.9733e-05i,-1.9398e-05+3.6128e-07i,0.00073319-0.00011252i
0.0020955-0.00026657i,0.0017903+0.00040008i,0.0015712+5.1769e-05i,0.00084149-0.00019365i,-0.0003049-0.00052844i,-0.00085928-0.00043729i,-0.00055269-0.0013018i,-0.00026779-0.0020226i,-0.00050541-0.0010253i,-0.00057918-5.7018e-05i,-0.00039871+0.00042922i,-0.00033197+0.0012136i,-0.00059646+0.000959i,-0.00015882-2.2234e-06i,6.6203e-05-0.00032962i,-0.00013076-0.00042969i,0.00059119-0.00040247i,0.0013608-0.00049412i,0.0018455-0.0005472i,0.0012455-0.00069576i,0.00023414-0.00068781i,-5.8039e-06-0.00056663i,0.00013421+3.396e-05i
0.00057907-0.0023723i,0.00015732-0.0013373i,-5.8358e-05-0.0010247i,-7.9682e-05-0.00082443i,0.00037578-0.00025156i,0.0003583-0.00010665i,9.3471e-05+0.00044211i,0.00059832+0.00076059i,0.00070356+0.00011865i,-0.00024281-0.00017839i,-0.0013621+0.00053096i,-0.0016069+0.0015176i,-0.00060567+0.0014473i,-5.7127e-05+0.00051696i,-0.00037016-0.00035076i,-0.00033077+7.4906e-05i,-0.00028214+0.0011578i,-0.00042585+0.0012191i,-0.00051862-2.2306e-05i,-0.00075827-0.00074606i,-0.00091559-0.00065473i,-0.0004093-6.0602e-05i,-0.00029431+0.00048755i
0.00014919-0.0025951i,-0.00010198-0.0025227i,-0.0012974-0.0026072i,-0.0018086-0.00097821i,-0.0017273+0.00047708i,-0.0014764+6.5325e-05i,-0.00098581-0.00084954i,-0.00078841-0.00098338i,-0.00062414-0.00074802i,-0.0006754-0.00033679i,-0.0011679+0.00042352i,-0.00090769+0.00078525i,-0.0010941+0.00054099i,-0.00087944-0.00029093i,-0.00060309-1.239e-05i,-0.00064583+0.00028133i,0.00020473-0.00019621i,0.00039013+0.0001789i,8.1265e-06-0.00010321i,8.1333e-05-0.00090735i,-0.00021759-0.00011043i,-0.00040459+0.0009593i,-0.0002617+0.0010015i
