0.0002389-0.0002106i,0.00072717-0.00079255i,0.0014256-0.0011266i,0.0011428-0.00067995i,-0.00078511+0.00035698i,-0.0023259+0.0013272i,-0.0020986+0.0014453i,-0.00073301+0.0015893i,0.00097325+0.0012889i,0.0018498+0.00013292i,0.00090316-0.0011566i,0.00032257-0.00107i,0.00067407+0.00025394i,0.00024141+6.7857e-05i,-0.00015726-0.00092884i,-0.00058755-0.0013161i,0.00015274-0.00061151i,0.00096872+0.00019111i,9.5144e-05+0.00022566i,-0.00099203+0.00033232i,-0.0011322+3.7766e-06i,-0.00044066-1.3763e-05i,-0.00034552+8.2005e-05i
0.00021869+0.00095013i,7.5042e-05+0.0013999i,0.00037356+0.0019394i,0.00032965+0.0017626i,-0.00013861+1.4996e-05i,-0.00068796-0.0015423i,-0.0016612-0.00077373i,-0.001869+0.00033336i,-0.00017788+0.0005796i,0.0012221+0.00047402i,0.0003243-0.00023682i,-0.0004923-0.0011663i,0.00034972-0.001228i,0.0011097-0.00037444i,0.00097129+0.00065071i,8.2382e-05+0.00084821i,-0.0011201+0.00067277i,-0.0013337+0.00044i,-0.00075688+0.00042873i,-4.5526e-05+0.00036451i,-0.00027255+0.00015837i,-0.0009193+0.00054178i,-0.0005527+0.0004844i
0.0018622+0.00024729i,0.0021024-0.0009214i,0.0025275-0.001477i,0.0018246-0.0023087i,0.00054671-0.002691i,-0.00069129-0.002452i,-0.0012078-0.0024331i,-0.00086292-0.0021562i,-0.00081442-0.0015198i,-0.00042589-0.0013087i,-3.2764e-06-0.0015019i,-0.0004803-0.0010705i,-0.00015493-0.00046931i,0.00067634-0.00097878i,0.00067244-0.0011879i,0.00030323-0.00053494i,-0.00018847+5.9859e-05i,0.00023201+0.00035774i,0.00098581+0.00047584i,0.00055683-0.00029241i,-0.00026885-0.00080472i,-0.00060159-0.00081697i,-0.0003999-0.00070886i
0.00052662-0.00063578i,-4.9057e-05+1.2928e-05i,6.0265e-05-0.00011055i,0.00064284+0.00030304i,0.00023451-0.00044807i,-0.00074454-0.0010768i,-0.0012896-0.0008251i,-0.00092306-0.0011153i,0.0002077-0.00093162i,0.00066272-0.00033451i,-2.5518e-06+1.1561e-05i,-0.00066876-0.00015551i,-0.00053685-0.00031844i,-0.00053267-0.0005371i,-0.00087863-0.00093046i,-0.00056775-0.00076333i,-0.00013775-0.00061872i,-0.00017341-0.00062207i,-0.00062296-0.00038908i,-0.00024762+0.0006018i,2.0748e-05+0.00064175i,-0.00076742-0.00061981i,-0.00045878-0.00072797i
0.00049721+0.0008952i,-0.00016352+0.00065569i,-0.00060701-0.00034186i,0.00021847-0.00064938i,0.00087532-0.00042113i,0.00041659-0.0013864i,-0.00066091-0.0017982i,-0.00099884-0.00052118i,-0.00050933-5.0137e-05i,0.00042055-0.00079335i,0.00015256-0.00089103i,0.00038489-0.00022674i,0.00092441+0.00034619i,0.00034786-4.9979e-05i,-0.00015265-0.00089552i,-9.2436e-06-0.0008355i,0.00042731-0.00063758i,0.00022462-0.00012449i,-0.0002212+0.00050163i,-0.00030185+3.2471e-05i,0.00028655-0.00016525i,0.00095909+0.00022703i,0.0010755+0.00012324i
0.00030676-0.0010907i,0.0006203-0.0021637i,0.00030307-0.0011878i,0.0004782-0.00037687i,0.0003457-0.00095144i,-0.00022841-0.001049i,-0.00048514-0.0011885i,-0.0011853-0.0011343i,-0.0016377-0.00071325i,-0.00099908-0.0010203i,-0.00048448-0.00028083i,0.00043184+0.00015532i,0.00030404+0.00017543i,-0.00062143+0.00038388i,-0.00068165+0.00033515i,-0.00031405+0.00027885i,-8.927e-05+0.00020318i,-0.00026814+0.00013734i,6.5586e-05+0.0007623i,0.00030192+0.00067404i,-4.9612e-05-0.00021141i,-0.00015525-0.00014108i,-0.00045395+0.00058947i
-0.0023327+2.0197e-05i,-0.0024316+0.00021122i,-0.0027373+0.0013235i,-0.0014683+0.00096338i,0.00056822+0.00033353i,0.00095938-0.00031382i,-0.00050369-0.0013403i,-0.00081786-0.00059758i,0.00011672+0.00093262i,0.00088734+0.0010013i,0.0011777+0.00042457i,0.0011896-0.00031119i,0.00071236-0.00063076i,0.00023541+0.00039466i,-0.0003219+0.00040735i,6.097e-05-0.00013178i,0.00031592+0.00010718i,-0.00096609+0.00028458i,-0.00091759+0.00037381i,-6.7983e-05+1.823e-05i,0.00013106-0.0005369i,-0.00014606-0.00060874i,0.00028209-0.00033094i
-0.0010414-0.0014206i,-0.00097496-0.001981i,-0.001071-0.0003197i,-0.000577+0.0010239i,0.00035103+0.00051489i,0.0010766-0.001012i,0.00041145-0.0014249i,-0.0010047-0.00037224i,-0.00068398+0.00023813i,0.00047488+0.0010389i,8.0276e-06+0.00066748i,-0.00037667-4.9494e-05i,-0.00011576+0.00047999i,-0.00024485-8.0437e-05i,-4.66e-05-0.00095179i,4.2569e-05-0.00020615i,-0.00025271+0.00032173i,0.00027807+0.00039688i,0.00032416+0.00019425i,-4.9886e-05-0.00020843i,-8.7904e-05-5.9581e-05i,8.8461e-05+7.0465e-05i,-0.00029954+0.00011466i
0.00034078-0.00089122i,-0.0011805-0.00013893i,0.00058494-0.00015454i,0.0018315-0.00069429i,0.00065731-0.0013616i,-0.00037144-0.0015036i,-0.00084322-0.0012285i,-0.00073757-0.00074906i,-6.392e-05-0.00019797i,0.00062281-0.00031151i,0.000291-0.0007214i,-0.00044132-0.00099347i,4.9427e-05-0.00078025i,0.0012397-0.00042573i,0.00098752-0.00017377i,-0.0002125-0.0001725i,-0.00070997-0.0006466i,-0.00034166-0.00051967i,2.1867e-05+0.00041593i,-1.0179e-05+0.00077295i,-0.00034161+0.00032814i,-0.00047799-0.00035265i,-0.00028352-0.00098544i
-0.00026115+0.0014617i,-0.00071089+0.0025305i,0.00084872+0.0025111i,0.0017957+0.00084769i,0.001109-0.00068787i,-0.00027021-0.001457i,-0.0011798-0.00059773i,-0.00072155-2.0748e-05i,-0.00026853-0.00031203i,0.00012042-0.00046368i,0.00046725-0.00089895i,0.00060957-0.00053709i,3.9661e-05+0.00012133i,1.9814e-05-0.00029783i,0.0001611-0.00072725i,-0.00013688-0.00078373i,0.00051219-0.0008368i,0.00075448-0.00053974i,0.00068203-0.00026378i,0.00052591-0.00014995i,0.00039524+0.00011337i,0.00013297-8.0179e-05i,-0.0003955-0.00012432i
0.0021083+0.0025198i,0.0013041+0.0025073i,0.0015454+0.00068955i,0.0013908-0.0011901i,0.00057114-0.0025246i,-6.7329e-05-0.0037501i,-3.9881e-05-0.0024683i,-0.00071846-0.00089491i,-0.00051833-0.00071811i,0.00049436-0.00074818i,0.00081756-0.0005341i,0.0010427-6.2168e-05i,0.00048169+0.00028715i,-0.00067254-0.00045412i,-0.00078873-0.00095228i,0.00014898-0.00024438i,0.00081037+0.00029631i,0.00021102+0.00037374i,-0.0006008+0.00021086i,-0.00014669+8.939e-05i,5.7353e-05+9.9624e-05i,-0.00017279+0.00012424i,-0.00044843-0.00024622i
0.0020329-0.0015685i,0.002554-0.0015682i,0.001749-0.0019598i,0.0011523-0.0012255i,0.00042307+0.00025475i,-0.00031602-0.00016018i,-0.00091077-0.0010634i,-0.0014024-0.00047187i,-0.0011236+1.1313e-05i,-0.00079023-0.0006124i,-0.00039536-0.0014356i,3.7704e-06-0.0013437i,0.00011959-0.0010109i,0.00023502-0.00089078i,-0.00018856-0.00053342i,-0.00084602-0.00035244i,-0.0011635-0.00072462i,-0.00071363-0.0002851i,9.1503e-05+0.00046266i,0.00090474+0.00039426i,0.00032544+0.00032795i,-0.00027296+0.00016659i,-0.00096372-0.00016311i
-0.0002137+0.0012468i,0.00018087+0.0019432i,-3.7633e-05+0.0015939i,-4.528e-05+0.00052098i,7.814e-05-0.0011184i,-0.00087907-0.0021519i,-0.0018228-0.0017665i,-0.0014986-0.00072014i,-0.00062883-5.7906e-05i,5.9368e-06+0.00046395i,-9.1915e-06+0.00071366i,-0.00019186+0.00058962i,-0.00057208+0.00015023i,-0.00048412+0.00025883i,-0.00010388+0.00045899i,4.6295e-05+2.9278e-05i,-0.0003517-4.244e-05i,-0.00014111-4.4214e-05i,0.00033709-0.0002447i,0.00034737-0.00051959i,0.00013108-0.00029577i,-0.00015856+7.0989e-05i,-0.00066959-0.00046228i
0.0015302+0.00038656i,0.00060008+0.00027719i,0.00045626-0.00066968i,0.0012646-0.00037967i,0.00094743-0.00057824i,-0.00010829-0.0013642i,-0.00099908-0.0014408i,-0.0012701-0.0004304i,-0.0009505+0.0002268i,-0.00057358-0.00037814i,-0.00087645-0.00048528i,-0.00040912-0.00043101i,0.00067843-0.00018116i,0.0010769+0.00020148i,0.00097927+0.00030803i,0.00065946+0.0005008i,0.00013588-0.00023832i,0.00033708-0.0013779i,0.00099459-0.0012316i,0.00033003-0.00034924i,-9.9822e-05+0.00043503i,0.00013773+0.0006309i,0.00056072+0.00023089i
-0.00017325+0.0019624i,0.00039264+0.002219i,0.0016206+0.00098197i,0.0017156-0.00093208i,-4.0759e-05-0.0022705i,-0.0020402-0.0029879i,-0.0019887-0.0019636i,-0.0017036-0.0003656i,-0.00071949-0.00010449i,0.00093123+0.00010892i,0.0011685+0.00045847i,0.00026544+0.00041669i,2.543e-06+0.00014339i,0.00065323-3.3205e-05i,0.00044283+0.00045207i,3.2319e-05+0.00085575i,0.00025292+0.00036954i,0.00058521-0.00039529i,0.00031909-8.1534e-05i,6.9545e-05+7.2225e-06i,0.00067246-0.00076697i,0.00089663-0.00065147i,0.00047873-0.00020522i
0.00073714+3.9724e-05i,0.00032258+0.00026726i,2.1814e-05+0.00095283i,-0.00078909+0.0013654i,-0.00074919+0.00030859i,-0.0011189-0.00063625i,-0.0012204-0.0010856i,-0.00087499-0.0011166i,-0.00059314-0.00034243i,0.00047848+0.00067735i,0.00080741+0.00043571i,-6.7772e-05-0.00026034i,0.00039037-0.00037921i,0.0010193-0.00028791i,0.0010384-0.00048985i,0.00076978-0.00086024i,0.00040104-0.00065835i,0.00024882-0.00092521i,-5.4578e-05-0.00091136i,0.00011238-0.00015553i,0.00029422-0.00047971i,-3.4575e-05-0.00082574i,-0.0005203+0.00014135i
0.0011524+0.0002041i,0.0011875+0.00067122i,0.0025208-0.001558i,0.0026036-0.0028007i,0.0018209-0.0022376i,0.00089581-0.0012825i,-0.0009503-0.00071662i,-0.0013858-0.00099279i,-0.00012476-0.00048404i,0.00016884-0.00010032i,-0.00013492-0.00023541i,-0.00044713-0.00031483i,-0.0011969-0.00056416i,-0.0013873-0.0011231i,-0.00079349-0.0014518i,-0.00069102-0.0015011i,-0.0010021-0.00072941i,-0.00068448-8.4509e-05i,-0.00019264-0.00083692i,0.00046281-0.0008982i,0.00022763+0.00018155i,-0.00055294-0.00019466i,-5.0501e-05-0.00060806i
-0.001077+0.0031388i,-0.0016498+0.0038784i,-0.00049433+0.0040536i,0.00078366+0.0023169i,0.00037727-0.000254i,-0.00070592-0.002305i,-0.00093318-0.0018847i,-8.0007e-05+4.4445e-06i,0.00075931+0.00068326i,0.00086818+0.00030748i,0.00079298-0.00018179i,0.00056293+5.8784e-05i,-4.3952e-05+0.00059246i,-0.00088785+0.00045485i,-0.0010104-0.00019707i,-0.00025565+5.8497e-05i,-0.00086134+0.00042454i,-0.0012472+0.00034561i,-0.00071286+7.9259e-05i,-0.00053279+0.0002576i,-7.5328e-05+0.00036146i,0.0002858+4.1815e-05i,0.00023779-0.000464i
0.0012809-0.0010267i,0.0010489-0.0010558i,0.0018861-0.0010294i,0.00094982-0.00098983i,-7.0781e-06-0.0012404i,-0.00035162-0.0014977i,-0.0011153-0.0011662i,-0.0012415-0.00050805i,-0.00046802+3.8854e-05i,0.00080607+0.0002113i,0.0009633+0.00039581i,0.00056465+0.00030092i,0.00034263+0.00090597i,-0.00041368+0.0013407i,-0.00091801+0.00035636i,-0.00070029-0.00016281i,-0.00016462+2.8599e-05i,6.1469e-05-6.8864e-05i,0.0003378+0.00012448i,0.00029099-1.5492e-05i,-0.00023924-0.00078024i,-0.00051484-0.0006568i,-0.00011222+4.6696e-05i
0.0021945+0.0004714i,0.0020802-0.00017685i,0.0016917-0.0008553i,0.00097148-0.001071i,-0.00076779-0.001428i,-0.0013846-0.0012456i,-0.0011449-0.00033939i,-0.0014738+0.00037543i,-0.001181+0.00017545i,-0.00043408-4.1247e-05i,-0.00023475+0.0001968i,0.00039737+3.1876e-05i,0.00071963+4.0689e-05i,-0.0003877+0.00027691i,-0.00036136+0.00027602i,0.00089843-4.9471e-05i,0.0011461-0.00012985i,0.00052899+0.00015152i,0.00074442-8.2461e-05i,0.0012557-5.1204e-05i,0.0013105+0.0004772i,0.00094862+0.00049058i,0.00048222-0.00012427i
0.0012929+0.0028538i,0.0014528+0.0020667i,0.0028264+0.0010505i,0.0029076-0.00017478i,0.0012916-0.0011407i,-0.00025117-0.0011618i,-0.0013988-0.00027066i,-0.001259+0.00025025i,-0.00015688+0.00010704i,0.00014919+0.00024205i,-0.00056511+0.00092679i,-0.00057817+0.0011753i,6.0085e-05+0.00107i,0.00042192+0.00033961i,0.00050156-0.00030133i,0.00014369+0.00015398i,-1.4353e-05+0.00034944i,0.00038359+0.00025049i,0.00042525-0.00032996i,0.0003337-0.00064824i,0.0010063-0.00030033i,0.0010598-0.00079342i,0.00053044-0.0010489i
-0.0013262-0.00037802i,-0.0016478-0.000246i,-0.00025802-0.00057535i,0.00041901-0.0010805i,4.249e-05-0.001733i,-0.00052452-0.0018279i,-0.0017033-0.0018624i,-0.001308-0.0015275i,0.0001531-0.00017374i,0.00089046+0.00070234i,0.00050497+0.00072476i,-0.00061907+0.00041453i,-0.0006938-0.00068815i,0.00058655-0.0005575i,0.00076343-1.302e-05i,-0.00061939+9.6678e-06i,-0.00073869+0.00017448i,0.00039904+0.0001996i,-0.00027049+0.00034521i,-0.00055944+9.4429e-05i,0.0002415-0.00012686i,0.00038673-0.00051291i,0.00021442-0.00076368i
0.0020217+0.00069116i,0.0020294+0.0010323i,0.0014745+0.001902i,0.00030519+0.00079296i,-0.00053321-0.0011956i,-0.0013278-0.0011491i,-0.0013255+0.00010593i,-0.0003334-2.1299e-05i,0.00084906-0.00025181i,0.001368+0.00019373i,0.001112-0.00026222i,-5.718e-05-0.0011992i,-6.3858e-05-0.0014208i,0.00090181-0.0015672i,0.0006942-0.0019281i,0.00013197-0.0014327i,-6.2646e-05+0.00055758i,-0.00020892+0.0013307i,-8.1698e-05+0.0010439i,8.0737e-05+0.00037627i,-8.1244e-05-0.00091432i,-0.00015828-0.0010459i,-0.0004619-0.0003353i
-0.00020414+0.0019834i,0.00027979+0.00074116i,0.00073216-6.6127e-05i,0.0010795-0.00026979i,0.0011627-0.00075528i,0.00038769-0.0018979i,-0.0009048-0.0025281i,-0.00098854-0.0015308i,-0.00051484-0.00012585i,-4.6567e-05-0.00086424i,0.00038718-0.0013469i,0.00071552-0.00088946i,0.00075167-0.00055005i,0.00049889-0.00091255i,0.00015469-0.0017384i,7.7379e-05-0.0017318i,-0.00078679-0.00090619i,-0.00062567-0.00034722i,0.00012771-9.8711e-05i,7.8193e-05-0.0004195i,8.5555e-05+4.305e-06i,-0.00025856+0.00060157i,-0.0010777+0.0003826i
-0.0022788-0.00058225i,-0.0019888-0.00061201i,-0.0027316+0.00077877i,-0.0021292+0.00042659i,-0.00025189-0.00077759i,-0.00014795-0.0011338i,-0.00088139-0.00077781i,-0.0016695-0.00129i,-0.0011386-0.0014248i,0.0002653-0.00062159i,0.00022275-0.00035132i,-3.0728e-05-0.0002985i,-0.00063274-6.3055e-05i,-0.0011051+3.3944e-05i,-0.00099599-0.00019547i,-0.00067435-0.00023765i,-0.00014589+0.00023858i,-0.00022327+5.9287e-05i,0.00012787+3.4706e-05i,0.00028021+0.00058772i,-8.705e-05+0.0003397i,-2.9469e-05-0.00015874i,0.000374+0.00024502i
0.00076945-0.0003066i,0.001477-0.00052272i,0.0016361-0.00096005i,0.0014122-0.0010342i,0.0010287-0.0010042i,0.00046706-0.0018923i,-0.00057756-0.0029012i,-0.00092905-0.0020852i,-0.00010025-0.00096262i,0.00029183-0.0017301i,0.00018845-0.0023233i,0.00011272-0.001615i,-0.00015924-0.00023599i,-0.00062814+0.00052385i,-0.0010262+0.00013564i,-0.0010816-0.00026912i,-0.00058313+0.00014698i,3.0589e-05+0.00083026i,-0.00018667+0.00037804i,-0.00072155-0.00023138i,-0.0016659+3.8941e-07i,-0.0010206+0.0003516i,-0.00016108+0.00037278i
-0.0011419+0.00085104i,-0.0025102+0.0011955i,-0.0016891+0.0015241i,-0.00069709+0.0024457i,-7.5737e-05+0.0019781i,1.1457e-05+0.00010456i,-0.0012401-0.001008i,-0.0019445-0.0010909i,-0.0010639-0.00049845i,-8.59e-05+0.00019462i,0.00040968+0.00096952i,0.00058501+0.0014173i,0.0009186+0.0013331i,0.00046446+0.00050839i,0.00065977-0.00085558i,0.001211-0.00067814i,0.0008615-0.00017148i,3.6144e-05+1.7099e-05i,-7.3946e-05+0.00017336i,0.00054354-0.00020818i,0.00037495-0.00066154i,0.00019373-0.00076076i,-3.7608e-05-0.00035132i
0.0024741+0.001662i,0.0036999+0.0020584i,0.0039756+0.00057218i,0.0034721-0.0004736i,0.0016653-0.0015627i,-0.00019775-0.0030061i,-0.0013594-0.0026354i,-0.00086222-0.0013957i,-5.8113e-05-0.00012782i,0.00030449+0.00065076i,0.00073552+0.00028922i,0.0014247-2.9164e-05i,0.0019114-0.0001898i,0.00192+9.7249e-05i,0.0010259+0.00016642i,-0.00010938-0.00028369i,-0.0010177-9.4718e-06i,-0.0010991+0.00050146i,-0.0009128+0.00084919i,-0.00077215+0.00090446i,3.3537e-05+0.0003824i,0.00055288-0.00048566i,0.00072384-0.00062521i
0.0010893-2.6852e-06i,0.00042377-0.00049349i,0.00077824-0.0014038i,0.00071498-0.00076301i,-7.0032e-05-0.00056355i,-0.0012417-0.00082805i,-0.0018859-0.00071837i,-0.0016964-0.0004595i,-0.00049937+7.0417e-06i,8.5855e-05-1.7633e-05i,-0.00020776+0.00046119i,0.00011226+0.00035808i,0.00077542-0.00059961i,0.00092799-0.00027549i,0.00066134-0.00022451i,0.00043804-0.00010532i,0.00072661+0.00061448i,0.00084379+0.00081594i,0.00066144+0.00061831i,0.0007207+0.00017513i,0.00065691-0.00030642i,0.0004734-0.00073215i,0.00058048-0.00048233i
-0.0029828+0.00063328i,-0.0024361+0.00052055i,-0.0016564+0.00035871i,-0.00096161+0.00076483i,-0.00094733-0.00040869i,-0.00061353-0.0018295i,-0.00087525-0.00207i,-0.0014024-0.0009284i,-0.0005349+0.00055502i,0.001006+0.00065713i,0.0020285+0.00020378i,0.0016536-0.00059211i,0.0010397-0.00078733i,0.00060937-0.00046102i,0.00051566-0.00014514i,-0.00019193+0.00015783i,-0.00132+0.00020179i,-0.0021113+0.00050854i,-0.0017104+0.00013029i,-0.00069995-0.00026262i,-0.0001597-0.0002198i,0.00053294-0.00033861i,0.00073933-7.4316e-05i
0.00087431-0.0021i,0.0012123-0.0020757i,0.00013695-0.003124i,-0.00055478-0.0027663i,-0.00018317-0.0016037i,-0.00044195-0.0014705i,-0.0014187-0.0014683i,-0.0014527-0.00046975i,-3.7022e-06+0.00016046i,0.0012071+0.00025268i,0.00088727-3.3054e-07i,5.1521e-05-8.6812e-05i,-0.0010419-0.00024729i,-0.0018546-0.00066116i,-0.0015825-0.00068608i,-0.00043713-0.00060439i,0.00028529-0.00097258i,7.6988e-05-0.00063771i,-3.8611e-05+0.00023594i,-0.00046946+0.0003397i,-0.0013282+0.00027099i,-0.0012342-0.00013748i,-1.9829e-05-0.00024645i
0.00067105+0.002596i,0.0015934+0.0017855i,0.0023232+0.0018902i,0.0017747+0.00070926i,0.00058042-0.0013128i,-0.00066188-0.0013966i,-0.0010563-0.00084724i,-0.0013323-0.00086434i,-0.0003763-0.0007661i,0.00079452-0.0015897i,0.00080479-0.0024912i,0.0006867-0.0019947i,5.2304e-05-0.0011917i,-0.0002971-0.0010237i,-0.00029121-0.00039147i,-0.00072428+0.0006377i,-0.001173+0.0010573i,-0.0011496+0.00080622i,-0.0012678+0.0004689i,-0.0011177+0.00038213i,-0.00014306+0.00015369i,0.00048143+0.00037554i,0.00028389+0.0004021i
0.0021562-0.0017319i,0.001302-0.0024027i,0.0013292-0.0027424i,0.0010747-0.0013737i,0.00047734-0.00074604i,0.00040357-0.0012387i,0.0002064-0.0021147i,-0.00056113-0.0021503i,-0.00088623-0.0020613i,-0.00077441-0.0028034i,-0.0010958-0.0023437i,-0.0012255-0.00013783i,-0.0011333+0.0015133i,-0.00093692+0.0014804i,-5.9121e-05+0.00090948i,0.00083162+0.0006643i,0.00068999+0.00062316i,-3.6707e-05+0.00023915i,-9.3279e-06+0.00019493i,0.00074214+0.00070373i,0.00063509+0.00011366i,8.9268e-05-0.000913i,-0.0002554-0.0013516i
-0.0010161-0.00188i,-0.0010065-0.0021091i,-0.0022351-0.001153i,-0.0022099+0.000393i,-0.0015481+0.00030674i,-0.00089533+7.7121e-05i,-0.00069694+0.00012669i,-0.0016328-0.00020813i,-0.0022161+0.00036327i,-0.0023648+0.00067664i,-0.0013703-0.00015626i,-0.00022046+3.3915e-05i,5.1407e-06+0.00055966i,-3.681e-05+0.00020613i,-0.00025496+0.00051444i,0.00018984+0.0012934i,0.00062246+0.001557i,0.00017353+0.00096464i,0.00010958-0.00033848i,0.00035867-0.00064826i,0.00045025-0.00040715i,0.00022774-0.00062898i,2.2249e-05-0.00067186i
0.00060673+0.0020493i,0.00091069+0.0025368i,0.0010443+0.0016169i,0.0012556+0.00018797i,0.0021317-0.00073979i,0.0017137-0.0017742i,-0.00029065-0.0018148i,-0.00086026-0.0015066i,0.00028376-0.00073027i,0.00072602+0.0010176i,0.0011569+0.001535i,0.0018174+0.00089069i,0.0016616-2.5536e-05i,0.0012374-0.00028208i,0.00052967+0.00041079i,0.00044504+0.00051235i,-6.0144e-05+8.7619e-05i,-0.00088696+0.00058274i,-0.0007862+0.00090535i,-0.00093599+0.00046383i,-0.0003456+0.00016288i,0.00073106-0.00022245i,0.00073346-0.00064092i
-0.0027192-0.00099198i,-0.0024013-0.00019346i,-0.0015981-0.00034983i,-0.00067605-0.00087124i,0.00042317-0.0013822i,-0.00043911-0.0016031i,-0.0021492-0.0010238i,-0.0024552-0.00023777i,-0.0019632+0.0008333i,-0.00050673+0.001629i,0.001411+0.0017691i,0.0021451+0.0012136i,0.0012059-0.00023792i,4.1441e-07-0.0011147i,-0.00052553-0.00040739i,-0.00020418+0.00028441i,0.00019821+0.00011117i,-0.00044377+0.00023221i,-0.00031759+0.00019158i,0.00055613-0.00051818i,0.000336+0.00020715i,-0.00060157+0.0013042i,-0.00072937+0.001334i
0.0030677-0.00048875i,0.0026047+0.00024684i,0.0023738-0.00052288i,0.0011439-0.0015246i,0.00015454-0.0017855i,0.00050592-0.001557i,7.6649e-05-0.0010443i,-0.00033246-0.00046769i,0.0013664+0.00023839i,0.0025905+4.4775e-05i,0.0018608-0.0010585i,0.0010657-0.0022134i,0.0004434-0.0020943i,-0.00017901-0.0010899i,-0.00048765-0.0012483i,-0.0012046-0.0019558i,-0.00091278-0.0014732i,-0.00077622-9.3154e-05i,-0.00095575+0.00097075i,-0.0002787+0.0011431i,-4.1278e-05+0.00014421i,-0.00037491-0.00021975i,-0.00011095+8.6242e-05i
-0.00012438+0.00070736i,0.0005303+0.0010068i,0.0011868+0.0023758i,0.0011333+0.001911i,0.00045123-0.00091893i,-0.0003218-0.0021836i,-0.00093799-0.0018817i,-0.0016469-0.0018387i,-0.00063427-0.0012098i,0.001211-0.00094292i,0.0010466-0.002263i,0.00020875-0.0029269i,0.00037333-0.0019855i,0.00091231-0.0010516i,0.0015651-0.00098101i,0.001517-0.00074059i,0.00079807-0.00037985i,0.00045108-0.00032261i,0.00019314-0.00051596i,-0.00059518-0.00031681i,-0.00062032-6.8306e-05i,-0.00020458-4.7367e-05i,-0.00068556+0.00029844i
-0.0042271+0.00076177i,-0.0045047+6.5862e-05i,-0.0041442+0.00035389i,-0.0020604+0.00014221i,-0.00016003-0.00081181i,0.0003526-0.0020049i,-0.0016395-0.0022051i,-0.0028589-0.00087802i,-0.0016662+0.00046408i,-0.00060329+6.0031e-05i,-0.00051417-0.00089463i,-0.00098848-0.00056318i,-0.00020698+0.00019187i,0.00051406+0.00058052i,0.00023299+5.9462e-05i,4.1372e-05+0.00049991i,-9.1239e-05+0.00086013i,0.00051263-0.00072491i,0.00039317-0.001252i,-0.00042976-0.00025561i,-0.0003023+0.00023198i,0.00031017-3.9372e-05i,0.00068362-6.1555e-06i
0.0017551+0.00011966i,0.0013801-0.00022889i,0.0020539-0.0011248i,0.0023509-0.00057126i,0.002155-0.00063454i,0.0008147-0.0011336i,-0.00058709-0.0013628i,-0.0013394-0.00081827i,-0.0012451+1.8355e-05i,-0.0009347+0.00016126i,-0.0014519+0.00027929i,-0.0013845+0.00042602i,-0.0002639-1.2626e-05i,0.00023237+0.00019921i,-0.00037457+0.0011937i,-0.00066242+0.00095662i,-0.00031948+0.00077439i,0.00053966+0.0011193i,0.00074183+0.00040517i,0.00028115+0.00015909i,0.00032934+0.00021055i,0.00061136-0.00074957i,0.0010012-0.0011347i
0.00022969-0.0011103i,0.00094827-0.0013617i,0.0007481-0.0014661i,0.00014671-0.00063425i,-0.00086071-0.0013422i,-0.0018155-0.0023697i,-0.0019227-0.002309i,-0.0015311-0.0020996i,-0.00090264-0.0015012i,-0.0016464-0.00033952i,-0.0019787+0.00013833i,-0.001494+0.0002613i,-0.00071954-0.00018895i,-0.0010028-0.0010936i,-0.0018896-0.001191i,-0.0011872-0.00017658i,-0.00038262-0.00016777i,-0.0005924-0.00055139i,-0.00019793-0.00034451i,0.00083+0.00016997i,0.00028492+0.00060346i,-0.00064503+0.00043355i,-0.0001737+7.638e-05i
-0.0021317+0.00081754i,-0.0018998+0.0013216i,-0.0011536+0.0017224i,0.0002916+0.0011887i,0.00092733+0.00063767i,0.00031458-0.00053864i,-0.0010248-0.0013329i,-0.00093797-0.00095312i,1.3248e-05+0.00019894i,-0.00013406+0.0010145i,0.00054516+0.0012438i,0.0016248+0.0011519i,0.0010592-9.7345e-05i,0.00033429-0.001146i,0.00064575-0.0010491i,0.00076813-0.00099996i,0.00043724-0.0007765i,0.00043887-0.00028888i,0.00020743-0.00034279i,7.7597e-05-0.00041653i,-5.1986e-05-0.00020363i,-0.00032114+0.00091573i,-0.0001799+0.0012567i
0.0020788-0.0029049i,0.0032184-0.004317i,0.0024205-0.0047991i,0.00023472-0.0042645i,-0.00065968-0.0038801i,-0.0013196-0.0028447i,-0.0013446-0.0025425i,-0.0012356-0.0015784i,-0.0014374+2.4544e-05i,-0.00039788-9.3747e-05i,0.0010794-0.00040846i,0.00069327-0.001117i,0.00023089-0.0015429i,-0.00018944-0.00073583i,-0.0011673+0.00012214i,-0.0013584-0.00018161i,-0.0010287-0.00064317i,-0.00038767-0.00014018i,-0.00026639+0.00052836i,-0.00032204-2.7869e-05i,-0.00030743-0.0011039i,-0.00047885-0.0012717i,-0.00034648-0.0013857i
0.00022647-0.00059248i,0.00046731+0.00077796i,-0.00012105+0.0010562i,-0.00051089+0.00061016i,0.00013272+0.00042992i,0.0003768-0.00018798i,-0.0010243-0.00064947i,-0.002441+0.00024696i,-0.00097324+0.001393i,0.0013812+0.0010268i,0.0014754-2.3858e-05i,0.00061908-0.00071136i,-0.00031704+0.00012032i,-0.0010345+0.00030641i,-0.00066621+1.6219e-06i,-0.00069482+0.00010085i,0.00023412+0.00048255i,0.00047651+0.0003749i,-0.00044139-0.00024732i,-0.00061425-0.00045701i,-0.00058291-0.00039837i,-0.00049984-0.00024938i,-0.00042084-0.00011027i
