0.0002389-0.0002106i,0.00072717-0.00079255i,0.0014256-0.0011266i,0.0011428-0.00067995i,-0.00078511+0.00035698i,-0.0023259+0.0013272i,-0.0020986+0.0014453i,-0.00073301+0.0015893i,0.00097325+0.0012889i,0.0018498+0.00013292i,0.00090316-0.0011566i,0.00032257-0.00107i,0.00067407+0.00025394i,0.00024141+6.7857e-05i,-0.00015726-0.00092884i,-0.00058755-0.0013161i,0.00015274-0.00061151i,0.00096872+0.00019111i,9.5144e-05+0.00022566i,-0.00099203+0.00033232i,-0.0011322+3.7766e-06i,-0.00044066-1.3763e-05i,-0.00034552+8.2005e-05i
-0.0012732+0.0013791i,-0.0011389+0.0024528i,-0.0012141+0.0028516i,-0.00010546+0.0014054i,0.00095052-0.00064889i,2.9642e-06-0.0015803i,-0.0017173-0.00053845i,-0.001322+0.0004428i,-0.00039056+0.0002042i,-0.00043351-0.00030677i,-0.00032356+0.00017773i,-0.00032688+0.00081806i,-0.00067931+0.00020219i,-0.00058942-0.00063653i,-9.9537e-05-0.00055234i,0.00023497-0.00038541i,-0.00022993-3.5854e-05i,-0.00056036+0.00050377i,-3.0054e-05-7.9372e-05i,3.292e-05-0.00011511i,-0.00030794+0.00053303i,-0.00049268+0.00055914i,-0.00047351-6.716e-05i
-0.0023555-0.0014484i,-0.002849-0.0013398i,-0.0024364-0.00058788i,-0.00082651+7.155e-05i,0.00024637+0.00030428i,-0.0007802+0.00012083i,-0.0018589-0.00019599i,-0.0014447+0.00051075i,-0.00022322+0.00093635i,0.0010842+0.00045265i,0.0010919+0.00038956i,0.00023411+0.00067805i,-0.00037264+0.00087258i,-9.991e-05+0.00036488i,-0.00012404+0.00035944i,-0.00061051+0.00097425i,7.6764e-05+0.00081078i,0.00067884+0.00075806i,0.00040736+0.00074944i,0.0003995-4.6732e-05i,0.0003277-0.00076256i,0.00019766-0.00052866i,0.00014178-0.00041746i
-0.00043786-0.0011433i,-0.00071233-0.0015641i,-0.00095619-0.00050146i,-0.0014775-0.00012491i,-0.0013322-0.00013126i,-0.00087063-0.00046371i,-0.0016719-0.0016401i,-0.0015741-0.0019006i,-0.00032018-0.00082786i,-0.00023268-0.00011404i,5.4682e-05+0.00038196i,0.00035357+0.00058381i,0.00012508-0.00023257i,-0.00010451-0.00042619i,-0.0006915+0.00019733i,-0.00088828-7.335e-05i,-0.00068664-0.00014396i,-0.0003657+4.5604e-05i,-0.00050951+0.00031688i,-0.00044116+0.00055997i,0.00020177-0.00043968i,0.00012195-0.00078105i,-0.00014623-0.00040417i
-0.00016795-0.0013027i,-0.00059946-0.0011036i,-0.0010943-0.0014937i,-0.0011893-0.0016184i,-0.00091365-0.0012337i,-0.00047188-0.00075446i,-0.0010001-0.00071664i,-0.00094997-7.314e-05i,-0.00036583+0.0003693i,0.00010719+9.6821e-06i,0.00014329-0.00010474i,3.0695e-05-0.00030966i,-0.00015385-0.00044622i,-0.00038801-0.0006703i,-0.00050076-0.00042567i,-0.001137-0.00029285i,-0.0015883-0.00040994i,-0.0011258-9.1606e-05i,-0.00054134+0.00062702i,-0.0011484+0.00081625i,-0.0015023+0.00018985i,-0.00065203+4.7395e-05i,0.0007119+0.00016127i
-0.0042239+0.0023617i,-0.0038651+0.0022739i,-0.0027959+0.0025605i,-0.0013294+0.0016044i,-0.00042279+0.00010483i,-0.00043137-0.0010651i,-0.001762-0.00069829i,-0.0013039+2.1231e-05i,0.00011841+0.001045i,0.000797+0.00090505i,0.0010473+0.00017407i,0.00073273-0.00064071i,0.00069092-0.00064833i,4.9953e-05-3.868e-05i,-0.00024984+0.00010967i,-0.00020165-0.00013362i,-0.0002035-0.00048629i,0.00040974-0.00022206i,0.00038812+0.00048988i,-0.00027533+0.00081922i,-0.00048585+0.00081612i,-0.00015969+0.0002419i,-0.00016779-0.0007528i
0.0024866-0.0006247i,0.0019487-0.00048527i,0.00031325+0.00024592i,0.00059813-0.00021469i,0.00070646-0.00086904i,-0.00071525-0.001127i,-0.0014075-0.00097411i,-0.0014306-0.0010561i,-0.00029504-0.0015463i,0.00083327-0.0012016i,0.00084071-0.00081365i,0.00011094-0.00025029i,-0.00046505-0.00042843i,-0.00047682-0.00069658i,-0.00050953-0.00039326i,-0.00054811+0.00034246i,-0.0005441+0.00073129i,0.00022062+0.00020291i,0.00093634-5.1718e-05i,0.00067976+0.00016511i,9.8338e-05+7.722e-05i,-0.00055705-0.00036325i,-0.0010063-0.00050003i
-0.0002523+0.0013093i,-0.00037656+0.0017375i,-0.00093531+0.0014487i,-0.00032558+0.0008954i,0.0011774-0.00061887i,0.00042178-0.0016848i,-0.0010071-0.0012438i,-0.001248-0.00021065i,-0.00069385+0.0005972i,0.00017039-0.00017236i,0.00065026-0.0008296i,0.00031184-0.00027332i,-0.00034067+0.00047499i,0.0003536+0.00049411i,0.00061426+0.00013149i,-0.0002653+0.00027292i,6.4894e-05+0.00013431i,0.0007394+0.00072159i,-0.00042559+0.00082775i,-0.0008764-0.00015055i,-0.00075556-0.00047953i,-0.00048027-0.00045389i,0.0006388-0.00073856i
0.0016826-0.0028125i,0.0016865-0.002783i,0.0011365-0.0039402i,1.2107e-05-0.0040937i,-0.0012041-0.0031878i,-0.0016495-0.0017018i,-0.0020365-0.00029397i,-0.001798-9.0678e-05i,-0.00071386-0.00031169i,-2.9418e-05-0.00052065i,0.00011153-0.00087542i,0.00057393-0.00027953i,0.00052939-0.00020753i,-0.00013603-0.0012488i,-0.00067082-0.0014174i,-0.00097635-0.00069083i,-0.00098013-0.00039875i,-0.00015323-0.00039291i,8.9455e-05-6.193e-05i,-6.2069e-05+7.6903e-05i,-0.00013162+0.00053114i,-3.6051e-05+0.0001992i,-0.00022255-0.00045046i
-0.00072817-0.0016492i,-0.00050255-0.0011214i,-0.00093184-0.0010205i,-0.00098802+0.0003841i,-0.0012082+0.00027284i,-0.0020131-0.00090739i,-0.0017816-0.0012252i,-0.0013267-0.0010395i,-0.00028531-0.001033i,0.00025876-0.0011925i,4.6156e-05-0.0014957i,0.0004941-0.0013468i,0.00093647-0.00061373i,0.00078825-0.00059676i,0.00069634-0.00094466i,0.00013766-0.00070891i,-0.00016701-0.00030441i,-1.461e-05+0.000216i,-0.0004589+0.00092412i,-0.00043852+0.00052859i,0.00036815-2.5562e-05i,0.000322-0.00038785i,5.75e-05-0.00047693i
-0.00037304+0.00055399i,-0.00050072-5.4851e-05i,-0.00014165-5.2187e-05i,-0.00027867-0.000333i,-0.00079991-0.0013417i,-0.0011256-0.0020599i,-0.0016358-0.0019278i,-0.0015775-0.00049406i,-0.00013462+0.00055181i,0.00083418+0.00060404i,0.0012129+0.00031582i,0.0015529-0.00043463i,0.0011897-0.001413i,0.00069029-0.0017093i,0.00054517-0.0010073i,0.0005299-0.00086441i,4.1483e-05-0.00093832i,-0.00038425-0.00026025i,-0.00028047+5.4394e-05i,-2.8594e-05+0.00057328i,3.3955e-05+0.00068323i,8.2914e-05+0.00074935i,0.00023017+0.001054i
0.001166-0.00099789i,0.0010894-0.00021163i,0.0013916+4.2493e-06i,0.00090406-0.00063924i,-0.00013054-0.0013053i,-0.0011127-0.0020993i,-0.0018804-0.0015574i,-0.0015657-0.00013574i,0.00016754+0.00039072i,0.0012376+8.5866e-05i,0.00039983-7.332e-05i,-2.6292e-05-6.0794e-05i,0.00037123-7.0251e-05i,-0.00014839-0.00043902i,-0.001711-0.00069484i,-0.0020129+4.7682e-05i,-0.00044669+0.00084552i,0.00043226+0.0008676i,5.3384e-05+0.00029229i,0.00018716-0.00035782i,0.00025037-0.00021914i,0.00058618+0.00014194i,7.2086e-05+0.00027238i
0.002063+0.0004977i,0.0017291+0.00072075i,0.0016653-0.000144i,0.00036069-0.0010721i,2.7438e-05-0.0019212i,-0.00057123-0.0015399i,-0.0016969+0.00016556i,-0.00099298+0.00090283i,0.00055448+0.00076936i,0.0011057+6.8713e-05i,0.0009167+0.00020468i,0.00076741+0.00043566i,0.00038088+1.0221e-05i,0.00014988-0.00052166i,-0.000266-0.00082153i,-0.00022727-0.00057641i,-0.00048321+8.509e-05i,-0.00066957+0.00049153i,0.00046371+8.4835e-06i,0.00076983-0.00019585i,-0.00037184-0.00016586i,-0.00075661-0.00042707i,8.2471e-05-0.00070658i
0.00059381+0.0021921i,0.00036081+0.0023525i,0.0014201+0.0014843i,0.0013927+0.00074626i,0.0011211-0.00080148i,-0.00010855-0.0025983i,-0.0018737-0.0029123i,-0.0022503-0.002236i,-0.00077742-0.00091967i,0.00032697-0.0005703i,0.00021587-0.00079102i,0.00019447-0.00027421i,-0.00024491+0.00022642i,-0.00031079+0.00028247i,-0.00038414-0.00030675i,-0.0003874-0.00048557i,-8.2688e-05+0.00032953i,0.00042701+0.00079614i,0.0005229+0.00012454i,-0.00013277-0.00032258i,-7.4848e-05-0.00047939i,0.00040404-0.0013178i,5.3604e-05-0.00098373i
-0.0001497+0.0019439i,-0.0010043+0.0016486i,-0.0012272+0.001487i,-0.00046749+0.0013415i,-0.00029409+0.00020312i,-0.00077713-0.0012709i,-0.0011651-0.001028i,-0.00095194+0.00014738i,-0.00097765+0.00037807i,-0.00012651-0.0001117i,0.00090843-0.00052856i,-1.273e-05-0.00042351i,-0.00025945-0.00089663i,0.00065435-0.00093673i,0.00048998-0.00037708i,0.00015759+0.00023121i,0.00023455+0.00069561i,0.00012781+0.0003393i,-3.5157e-05+0.00098362i,-0.00015116+0.0010395i,0.00037997-0.00069793i,0.00075499-0.0013652i,0.00073314-0.0005162i
0.0023954+0.0027043i,0.0032732+0.0025139i,0.0040443+0.0014516i,0.0031505-0.00052355i,0.0015358-0.0021486i,0.00020218-0.0020436i,-0.00083361-0.00072448i,-0.00042049+9.5152e-05i,0.00060288+0.00019877i,0.0009824-1.1548e-05i,0.00067054-0.00032721i,0.00054815-0.00056045i,0.0008069-0.00038405i,0.0011594-0.00051775i,0.001049-0.00065575i,0.00089474-0.00070669i,0.00098581-0.00029281i,0.00056034-7.234e-05i,-9.2457e-05-0.00012271i,0.00010933-0.0003132i,0.00057349-0.0010308i,0.00032674-0.00075349i,-0.00056565+0.00040392i
-0.00016694+0.0012499i,0.0010396-0.00014949i,0.0017266-0.0012067i,0.0013766-0.0022797i,0.00061805-0.0027969i,-0.00042268-0.0024063i,-0.00050028-0.0019042i,-0.00050933-0.00083481i,-0.00067527-0.00041162i,-0.00013122-0.0012811i,0.00023996-0.00076467i,0.0010842-0.00011414i,0.0016336-0.0004315i,0.0010348-0.00090821i,0.00029857-0.0015853i,-0.00024162-0.0016809i,-0.00085306-0.00078057i,-0.0010028-0.00047298i,-0.00028302-1.308e-05i,0.00011241+0.00055619i,-4.4954e-05+1.1467e-10i,0.00028033-0.00076479i,0.0002918-0.00088187i
-0.0007118+0.00055577i,-0.0015784+0.00096265i,-0.0016413+0.0016063i,0.00016617+0.001604i,0.00074792+0.00040004i,-0.00031051-0.00095224i,-0.0017129-0.0014105i,-0.0020673-0.0011798i,-0.0010245-0.00053256i,0.00075272+0.00018301i,0.0015323+0.00014002i,0.0012005-9.5477e-05i,0.00081555-0.00018765i,0.00033966-0.00050893i,-0.00061374-8.0318e-05i,-0.0011155-0.00014622i,-0.00087142-0.00063859i,-0.00065549+1.4323e-05i,-0.0004596+0.00022495i,-0.00025649+0.00030365i,2.1341e-05+0.00012849i,0.00050162+2.4303e-05i,0.00093059+0.00032099i
0.0013699+0.00036858i,0.0021327+0.00037615i,0.0021424+0.00074754i,0.0010629+0.00097966i,9.4926e-05+0.00012531i,-0.0005407-0.0012865i,-0.0012595-0.0018684i,-0.0014261-0.0010399i,-0.00095837-0.00026874i,-0.00025537-0.00027211i,-0.00032523-0.00075744i,-0.00030083-0.0012072i,-0.00017995-0.0011068i,-0.00049768-0.00064068i,-0.0012176-0.0001102i,-0.0016756+0.00041125i,-0.0014099+0.0011028i,-0.0011826+0.0012154i,-0.0001843+0.00057656i,-0.00011195+0.00017677i,-0.000361+0.00041885i,-7.6194e-06+0.00050631i,3.0002e-07+0.00023259i
-0.0025029-0.0010258i,-0.0017752-0.00037285i,-0.002222-0.00072407i,-0.001851-0.0013253i,-0.00035686-0.00073441i,-0.00049831-0.00039931i,-0.00098503-7.8371e-05i,-0.00082759+0.001315i,-0.00046515+0.001508i,-0.00041083+0.00084339i,-0.00047501+0.00089682i,-0.00012783+0.00043121i,-0.00046956-0.00041162i,-0.0006076-7.9152e-06i,-0.0006518+0.00054727i,-0.0010218+0.00016092i,-0.00022284+0.00016528i,0.00073627-0.0001924i,3.7457e-05-0.00091507i,-0.00048336-0.00065823i,0.00022677-1.0372e-05i,0.00025859+0.00025326i,-7.7428e-05+0.00010299i
0.0023141-0.00087285i,0.0013306-0.0018105i,0.0015975-0.0022953i,0.001517-0.0018803i,0.00139-0.0018357i,0.00067899-0.0013569i,-0.00043086-0.0012552i,-0.00047556-0.0011571i,0.0005138-0.00078154i,0.00024371-0.00022411i,-0.00096016+0.00083195i,-0.0008966+0.0021339i,-0.0014774+0.0018512i,-0.0014076+0.00050244i,-0.00019922+0.00019375i,-0.00028314+0.00065326i,-0.00073509+0.00098041i,-0.00091617+0.00059099i,-0.00024874+0.00039232i,0.00023813+0.00069644i,0.00029901-0.00033126i,8.4208e-05-0.00084583i,-8.104e-05-0.00057111i
-0.0011749-0.0016118i,-0.0006162-0.0013342i,-0.00092821-0.0011895i,-0.00082362-0.0015823i,-0.00048241-0.0010149i,-0.00063408-0.00057899i,-0.0011186-0.00087445i,-0.00082295-2.8903e-05i,-0.00045987+0.00059801i,-0.00066833-9.6194e-06i,0.0002593+0.00060047i,0.0012973+0.0015948i,0.0005867+0.0012434i,5.818e-06+0.00021221i,-4.8638e-06-0.00082706i,0.00051137-0.00054203i,0.0011582+0.00019851i,0.00060022-0.00041603i,-6.4705e-05-0.00059777i,-0.00012744-0.00049878i,0.00028528-0.00029193i,-0.00028554-0.00013903i,-0.0010338-6.4715e-05i
-0.0013639+0.0027691i,-0.0012064+0.0025088i,-0.00080267+0.0029129i,1.2207e-05+0.0012249i,0.00086879-0.0009935i,0.00098299-0.00145i,-0.00032455-0.00076813i,-0.0012264+1.4644e-05i,-0.00050459+0.00068056i,0.00023917+0.00081623i,0.0013981+0.00045403i,0.0019714+0.00053494i,0.0011952-8.4604e-05i,0.0010209-0.00072809i,0.00089861-0.0010364i,0.00091653-0.0013977i,0.0010031-0.0012892i,0.0005255-0.0010061i,-0.00019481-0.0011306i,0.00028553-0.00030799i,0.00062756+0.0001461i,0.00044978-0.00035656i,-0.00012395-0.00072206i
0.00076282-0.0025791i,0.0006763-0.0022916i,-0.00031012-0.0034958i,-0.0010763-0.0039433i,-0.0017453-0.0031197i,-0.0024078-0.0023576i,-0.0024405-0.002011i,-0.0013889-0.0012246i,-5.9653e-05-0.00034504i,0.00030149-0.00026073i,2.1993e-05-0.00022619i,0.00010346-0.00094163i,0.00048577-0.0015527i,-0.00013652-0.0011512i,-0.00014423-0.0011724i,0.00033842-0.00087867i,-0.00055664+0.00020046i,-0.00082478+0.0003247i,-0.00055081-0.00016521i,-0.0013655+5.2564e-05i,-0.00048335-0.00034447i,0.00013613-0.00043449i,-0.00091361+6.0398e-05i
0.0022302+0.0013056i,0.0021441+0.00059852i,0.0031857+0.00022134i,0.0025907-0.00085948i,0.0010989-0.0019079i,-0.00066625-0.0018601i,-0.0021094-0.0014852i,-0.0017078-0.00042681i,-0.00080944+0.00033451i,-6.2481e-05-0.00074265i,-0.00023159-0.0015761i,-0.00059964-0.0015607i,-0.00050521-0.0013801i,-0.00042724-0.00089584i,-0.0006813-0.00069558i,-0.00086838-0.00048721i,-0.0002032+5.0962e-05i,0.00052455+0.00066178i,0.00037514+0.00037405i,0.00059502-2.0657e-05i,0.00078868-0.00029231i,0.00048878-0.00050694i,0.00015103-0.00038813i
0.0030046-0.001894i,0.0030336-0.0011884i,0.0024216-0.0019509i,0.0013875-0.0020019i,-0.00015829-0.0012391i,-0.00068309-0.00092967i,-0.00053457-0.001404i,-0.00099283-0.00088295i,-0.0005242-0.0007589i,0.00056583-0.0010411i,5.6265e-06-0.00060138i,-0.0012925-0.00096533i,-0.0018075-0.00079242i,-0.0014227+0.00015682i,-0.00078483+0.0002789i,-0.0011066+0.00020886i,-0.001198+0.0007848i,-0.0010535+0.00069921i,-0.00065114+0.0002867i,0.00034294+0.00051312i,0.00058731+0.00057387i,0.000372+0.00011835i,-0.00026681-0.00034106i
0.00043624-0.0011083i,0.00026096-0.0011773i,-0.000184-0.0013692i,-0.00056221-0.00077918i,-8.4854e-05-0.00082094i,-0.00030366-0.0013509i,-0.0016219-0.0015295i,-0.0014588-0.00052655i,-0.00037302+0.00060112i,-0.00015873+0.00025941i,-0.00032008-5.4196e-05i,-0.00013298+0.00049285i,0.00043692+0.000805i,0.00027877+0.0003191i,0.00027694-0.00030297i,0.00032879+0.0002812i,-0.00021133+0.00046996i,-0.00034708+0.00042809i,-0.00024306+0.0012919i,0.00019584+0.0019211i,0.00039525+0.0011899i,0.00019388-0.00032521i,-8.7779e-05-0.00081752i
0.00051277+0.00087527i,0.00079464+0.00074073i,0.0014439+0.00025139i,0.0016287-0.00071783i,0.0010088-0.0016438i,0.00027587-0.0011585i,-0.00034323-0.00077878i,-0.00068606-0.00034099i,-0.00044441+0.00077791i,0.00044287+0.00098825i,0.0011702+0.00075187i,0.00087667+0.0011546i,0.00070891+0.00079395i,0.00075868+4.217e-05i,0.00077252+0.00023305i,0.00041499+0.00040785i,0.00064311-3.4471e-05i,0.00083831-0.00031343i,-3.0034e-05-0.00027046i,6.2494e-05+0.00022692i,0.00097132+0.00026231i,0.0010433-0.00011707i,0.00025317-0.00042707i
-0.00017638+0.00085156i,-0.00040099+0.00089049i,-0.00052622+0.0019335i,-0.00014588+0.001842i,0.00014222+0.00030146i,-0.00030388-0.0015249i,-0.0016786-0.0015343i,-0.0017708-6.4128e-05i,-0.00011005+0.00021116i,0.0010747-0.00026718i,0.0014088+0.00021216i,0.0018533+0.00056252i,0.0021863+0.00066881i,0.0016341+0.00028899i,0.00078711+9.608e-06i,0.00016299+0.00056968i,0.00039559+0.00089872i,0.00035257+0.00024068i,-6.4038e-05-9.513e-05i,-0.00046357+7.1448e-05i,-0.00026607-0.00048665i,-1.3617e-05-0.00043835i,-0.00030364+0.00044135i
-0.00076868+0.0021572i,-8.349e-05+0.0016555i,0.00062769+0.0022582i,0.00096516+0.00097311i,0.0014515-7.4801e-05i,0.0010946-0.00013524i,-7.6872e-05-0.00017595i,-0.00075706-0.00010662i,-3.2819e-05-0.00024431i,0.0011273-0.00017295i,0.0014516-0.00015067i,0.00093807+2.4117e-05i,3.5231e-05+0.00013401i,-0.00067412-0.00049939i,-0.00078491-0.0014054i,-0.00094618-0.0011896i,-0.0010843-0.00032419i,-0.00079427-0.00015972i,-0.00067267-0.00039927i,-0.00011629-0.00027173i,0.00037685+0.00035502i,-0.00027814+0.00051913i,-0.00068419-0.00021078i
0.00066642-0.001624i,0.00023777-0.00031085i,-2.7487e-05+0.00047286i,1.4796e-05-0.00014468i,-0.00016385-0.00056898i,-0.00070299-0.00076967i,-0.0011678-0.0016256i,-0.0004853-0.0017538i,-2.7591e-05-0.0010623i,-0.00029135-0.00038393i,-0.00046311-0.00095756i,-5.3221e-05-0.0015639i,0.00014785-0.0006733i,0.00014668+2.6467e-05i,-0.00011456-0.00038939i,-0.00040666+6.9229e-05i,-0.00021781+0.0006922i,0.00058822+9.2848e-05i,0.0010061-0.00053429i,0.0007945-0.00033817i,0.00091654+0.00027571i,0.00024616+0.00029846i,-6.5825e-05-0.00033175i
0.00067723+0.0005231i,0.00080307+0.00057301i,0.00067991+0.0007733i,0.0010819+0.0010811i,0.00096996+0.00038464i,0.00030038-0.001456i,-0.00073162-0.0019531i,-0.0010993-0.0011224i,-2.4139e-06+0.00032495i,0.0011645+0.00013023i,0.00060094-0.00083205i,-0.00080837-0.00089199i,-0.0012135-0.00086606i,-0.0012679-0.00057557i,-0.0011487+0.00013309i,-0.0013494+0.00089614i,-0.002073+0.0010084i,-0.0018192+0.00051085i,-0.00071552+0.00075165i,-0.00048634+0.00098771i,-0.00096727+0.00015454i,-0.00064459-0.00040306i,0.00031388-0.0012776i
0.0009655-0.0009098i,-2.2225e-05-0.00087567i,-0.00071758-0.00066354i,-0.00039669-0.00046271i,-0.00044709-0.00068554i,-0.0010597-0.0020369i,-0.0011312-0.0022607i,-0.00084935-0.00043584i,2.6172e-05+0.00098643i,0.00056041+0.0006391i,0.0005983+0.0003984i,-5.4456e-05+0.00097644i,-0.00066134+0.0014037i,-0.0008616+0.0013403i,-0.0010492+0.00053841i,-0.00040623+0.00086502i,0.00059511+0.0016771i,0.00069972+0.00079966i,0.00061245+8.9691e-05i,-4.1973e-05+0.00049238i,-0.00054593+0.00069222i,-0.00037825+0.00027816i,-0.0011805-0.00087217i
0.0014415+0.0010941i,0.0021757+0.001886i,0.0025154+0.00069318i,0.001992-0.0012164i,0.00099071-0.0019823i,0.00014721-0.0020679i,-0.0011978-0.0014764i,-0.0016041-0.00060259i,-0.00050497+8.0396e-05i,0.00026879+0.00012646i,0.00051499+0.00037201i,0.00024328+0.0014629i,0.00029878+0.0019223i,0.00051426+0.0012841i,0.00049528+0.00067686i,-2.8215e-05+0.00070591i,-0.00081213+0.00024019i,-0.00074091+9.1462e-05i,1.2092e-05+0.00044828i,0.00028614+0.00011474i,0.00045609-0.00057639i,0.00070218-0.0005505i,0.00038654+0.00011216i
-0.00066289+0.00030685i,-0.00055327+0.00054165i,-0.0013504+0.00047175i,-0.00089895-0.00010992i,2.676e-06-0.0010482i,7.8411e-05-0.0010053i,-0.0007519-0.00026288i,-0.0014613-5.3228e-05i,-0.0012262-6.4316e-05i,8.1153e-05-0.00041863i,0.0011188-0.00074109i,0.0014845-0.00010122i,0.001744+0.00044842i,0.0015156-2.8875e-05i,0.00044311-0.00070273i,-0.00088981-0.0012294i,-0.0006092-0.001362i,0.00023493-0.00082517i,3.0512e-05+7.2483e-05i,-3.3775e-05+0.00037516i,0.00015111+0.0003799i,-9.3596e-05-4.7821e-05i,-0.00051262-0.00051571i
-0.00096028+0.0003204i,-0.0013845+0.00081328i,-0.00097783+2.4316e-05i,-0.0010546-0.0006488i,-0.00047884-0.0011743i,-0.00062036-0.0015109i,-0.001492-0.00082282i,-0.0015919+0.00076579i,-0.00051579+0.0012301i,0.0006681+0.00055631i,0.001161+2.3613e-05i,0.00056219+1.3747e-05i,0.00032065-0.00051548i,6.2503e-05-0.00057221i,-0.00024722-0.0002857i,-7.9615e-05-0.00053817i,0.00020906-0.00090505i,0.00021031-0.00064096i,-7.4478e-05-0.00067282i,0.00047858-0.00030467i,0.00064382-0.00016103i,0.00032981-0.00064787i,-0.0004561-0.0012325i
0.0015789+0.00049605i,0.0022518+0.00081453i,0.0016056+0.0010859i,0.00021825+0.00085976i,-0.00067937+0.00059142i,-0.00054778-0.00017793i,-0.00085113-0.00080812i,-0.0010711-0.00068861i,0.00013585-0.00060802i,0.00086125-0.00079744i,-0.00017657-0.00074883i,-0.00068982-0.00049523i,-0.00051735-0.00057175i,-0.00093429-0.00040728i,-0.0012005+0.00037056i,-0.0009048+0.0011155i,-2.3839e-05+0.0014688i,-2.9794e-05+0.0014098i,-0.00074903+0.00035152i,-0.00066337-0.00075527i,0.00016582-0.00073432i,-0.000333-0.00040707i,-0.00054186-0.00025319i
0.0010696-0.00015578i,0.0016162+0.00058394i,0.0020642+0.0012265i,0.0011501-0.00075171i,-0.00011451-0.0021458i,-0.0010722-0.001719i,-0.0018577-0.0011985i,-0.0024751-0.00074784i,-0.0016397-0.0004353i,-1.3356e-05-0.0005447i,0.00033481-0.00085215i,-0.00047637-0.00065507i,-0.00056873-0.00044549i,-0.00044066-0.00048079i,-0.00055607-0.00034481i,-0.00034816+0.00061174i,-0.00082888+0.0019907i,-0.00081257+0.0018731i,-0.00048464+0.0011276i,-0.00031654+0.0010005i,0.00033929+0.00072013i,0.00063478-6.6418e-05i,0.0002294-0.00046551i
-0.0013889-0.0029414i,-0.00093874-0.0026955i,-0.0016079-0.0031018i,-0.0014576-0.0018239i,-0.00074938-0.00095381i,-0.0013123-0.0010816i,-0.0020409-0.0010586i,-0.0012371-0.00054316i,-0.00045856-0.00063469i,-0.0001396-0.0011844i,0.00020785-2.4931e-05i,-0.00038442+0.00097312i,-0.0013379+0.00028944i,-0.0018872-3.5706e-05i,-0.0010858+0.00055418i,-0.0010202+0.0014083i,-0.00095359+0.0016738i,9.6054e-05+0.00097855i,0.00020312+0.00070132i,3.5377e-06+0.00073919i,0.00043244+0.00046015i,0.0014188+0.0001149i,0.0014457-0.00011233i
0.0014519-0.0019015i,0.0032276-0.0013432i,0.0032232-0.00074811i,0.0012756-0.0012015i,0.00027566-0.0016318i,0.00072112-0.0016634i,0.00038776-0.0014389i,-0.00061005-0.0010438i,-0.00084124-3.673e-06i,-0.00031195+0.00091598i,-0.0001703+0.00078312i,-0.00049914+0.00045731i,-0.00045574+0.00068188i,-0.00015838+0.00038436i,-0.00021789-0.00018609i,-0.00023972+0.0003535i,9.588e-05+0.00031484i,0.00024172-0.00029928i,-7.6681e-05+0.00021064i,-0.00025269+0.00014765i,-6.61e-05-0.00067616i,0.00054339-0.0005034i,0.00079896-0.00049731i
-0.0011032+0.00024318i,-0.0013968+0.00055753i,-0.0019559+0.00010524i,-0.00087408+0.00048811i,-0.00017416+0.0004678i,-0.00093271-0.00023447i,-0.0018039-0.00067062i,-0.0021943-0.00026651i,-0.001464+0.00026541i,-0.0003481-9.0854e-05i,0.00051744-0.00017732i,0.0006314+0.00014742i,0.00019911+2.6058e-05i,-0.00054465-0.00093066i,-0.00054685-0.0011929i,-0.00044533-0.00052037i,-0.00033794-0.00031533i,0.00027323+0.00010143i,0.00036589+0.00052548i,-2.6763e-05+0.00040933i,-0.00012412+0.00024242i,0.00093811+0.00037396i,0.0014262+0.0006178i
-0.0019967+0.00065903i,-0.0015851+4.659e-05i,-0.00014121+0.00079009i,0.0006635+0.000606i,0.00046151-0.00040075i,-6.21e-05-0.0011989i,-0.0014249-0.0010137i,-0.001644-0.00058773i,-0.00014469-0.00025313i,0.00084013-0.00011375i,0.00071293+2.1242e-05i,0.00050082+0.00013206i,0.00077899+0.00011508i,0.0004051+0.00063759i,0.00010233-0.00028738i,-0.00014884-0.00086995i,-0.0011277-0.00016277i,-0.00091044-0.00019652i,-0.00012205+0.00021271i,-0.00012315+0.0009513i,2.3361e-06+0.00048742i,0.00011826+0.00011306i,6.7205e-05+0.00029082i
0.00025395-0.0037518i,0.00038343-0.0025399i,-0.0003139-0.0024799i,-0.0014075-0.0019201i,-0.0012516-0.0006483i,-0.00046353-0.00061217i,-0.00079376-0.0014124i,-0.001125-0.0011836i,-0.00033081-0.0001325i,0.00010606+0.00032871i,0.00031812+8.4159e-05i,0.00068667-0.00066734i,0.00017024-0.00063531i,-0.00048891+0.00031313i,-0.00056598+0.00045591i,-0.00068529+0.00019436i,-0.00069933+0.00045693i,-0.00056168+0.00036659i,9.7638e-05-0.00010085i,0.000405-0.00036384i,5.502e-05-0.00068864i,6.8347e-05-0.00038968i,-6.026e-06-6.8977e-05i
