0.0008624-0.00023659i,0.0014539-0.00076098i,-0.00038657-0.0010092i,-0.0011893-0.00047306i,-0.0014459+0.00021538i,-0.0012648-0.00045012i,0.00013126-0.0013569i,0.00061801-0.0012485i,0.00059683-0.00071018i,0.00089937-0.0010146i,0.00089829-0.0015719i,0.00050953-0.0015569i,-6.7656e-07-0.001043i,-0.00063121+3.9546e-05i,-0.00097076+0.00017954i,-0.00063127-0.00019275i,0.00015256-0.00029258i,0.00095654-0.00036543i,0.00064163-0.00029446i,6.1394e-05-0.00026973i,-9.2936e-05+1.9255e-05i,-0.00014283-0.0002731i,-0.00016376-0.00082004i
0.00022933+0.0018567i,0.00012824+0.00058852i,0.00037878-0.0011275i,0.00037375-0.0016807i,0.0012968-0.00098708i,0.00095189-0.00049916i,-0.00049113-0.0010401i,-0.0013573-0.00074512i,-0.0011002-0.00045809i,-0.00055012-0.00083506i,0.00021997-0.00081749i,0.00073274-0.00093401i,0.00071216-0.0010635i,0.00022159-0.00093516i,2.1919e-05-0.00051121i,0.00061716-0.00014457i,0.00080566+5.4466e-05i,0.00034862-0.00049058i,0.00031373-0.00098911i,0.00081448-0.0014099i,0.00069052-0.0015461i,0.00021525-0.0011959i,0.0003749-0.00061819i
0.00022154-0.0006646i,0.0010164-0.0013897i,0.0021744-0.0014757i,0.0017026-0.0012654i,0.0011736-0.001598i,0.0011079-0.0013187i,0.00079187-0.0014901i,0.0005559-0.0018514i,0.00011937-0.0015617i,0.00020464-0.00050724i,0.00084829+0.00030773i,0.00095328+0.0002346i,0.00042665-0.00017887i,-4.7241e-06-0.00033458i,-0.0009116+1.9368e-05i,-0.00068384-0.00039034i,6.9924e-05-0.00014651i,-1.5597e-05+0.00027469i,0.00065814+0.00018902i,0.00072813+0.00070857i,0.00015949+0.00044379i,4.3611e-05-0.00057215i,1.6265e-05-0.00075968i
0.001127+0.0023904i,0.0018916+0.0027526i,0.0025596+0.0020803i,0.0027502+0.00064397i,0.001693-0.00080798i,0.0008672-0.0021096i,-0.00015145-0.0022056i,-0.0013845-0.0015445i,-0.0010113-0.0011644i,-0.00022249+8.6504e-05i,0.0003569+0.00038198i,0.001226-0.00026925i,0.00062222-4.1718e-05i,0.00020933+6.7309e-06i,5.754e-05+0.00039473i,-0.0002787+0.00066513i,-1.7327e-05-0.00020592i,0.00076434-0.00056006i,0.00043204-0.00044696i,-0.00048209-0.00056789i,-0.00096442-0.00031516i,-0.0010105-0.00032918i,-0.00088649-0.00074462i
-0.0014688-0.0005919i,-0.0015505+0.00049789i,-0.0011428+0.0013251i,-0.00079078+0.00058444i,-0.00054036-0.00031996i,-0.00018286-0.00088842i,-0.0002734-0.0011367i,-0.0010409-0.0011016i,-0.0013717-0.00089548i,-0.001268-0.0010163i,7.0175e-05-0.0013044i,0.001236-0.0013994i,0.00041004-0.00057317i,-0.00010236-1.2421e-05i,0.00012254-0.00029158i,0.00033492-0.00074333i,0.00062995+8.1816e-06i,0.00036562+0.00094681i,7.6471e-05+0.0010485i,0.00024428+0.0010012i,0.00063927+0.00064645i,0.00073092+0.0001245i,0.00025606+0.00086123i
0.0031216+0.0007242i,0.0020273+0.00086201i,0.00092003+7.3811e-06i,0.00076156-0.00075185i,-0.00042269-0.0012677i,-0.00077061-0.0014244i,-0.00011619-0.0014256i,-0.0009207-0.0017084i,-0.00082183-0.0014638i,0.00032147-0.00085841i,0.00095597-0.00065219i,0.0013006-0.00074672i,0.00049826-0.001016i,-0.00016976-0.00065868i,-0.00026272+0.00021156i,-9.1815e-06-2.385e-05i,8.0878e-05-0.000237i,-0.00036388-1.1018e-05i,-0.00026934+2.0063e-05i,0.00054344+5.8659e-05i,0.00073867+0.00036465i,0.00054403+0.00099732i,-0.0002625+0.00080488i
-0.0020978-0.00015993i,-0.0011652-0.00035373i,-0.0015808-0.0010761i,-0.0012818-0.00067765i,9.0282e-05+0.00048616i,0.00090811+0.00027593i,0.0002332-0.00070917i,-0.00072439-0.00071193i,-0.0013092-0.00042083i,-0.001429-8.185e-06i,-0.00044189+0.00056053i,0.00016119+0.00041693i,0.00013135-4.7384e-06i,5.3845e-05+7.1343e-05i,-9.4591e-06+0.00032918i,0.00032532+0.00047418i,0.00030755+0.00015453i,9.6172e-05+0.00022536i,-0.00044847+0.00093093i,-0.0005404+0.0005844i,9.6853e-05+0.00020268i,0.00074487-0.00024125i,0.00073068-0.00012121i
-0.00046141-0.00046922i,-0.0017382+6.9514e-05i,-0.001795-0.0005676i,-0.00081242-0.0015136i,-0.00075385-0.0017709i,-0.00029028-0.0018098i,0.00041405-0.001611i,-0.00020053-0.0012689i,-0.0011893-0.0005825i,-0.0012538-0.00023674i,-0.0003211-0.0001416i,0.0009573+0.0003058i,0.00095579-0.00034202i,0.00018278-0.00022726i,0.00024716+0.00049154i,0.000804+0.00017506i,0.0011258-0.00021332i,0.00090033+0.00017032i,0.00082303+0.0007775i,0.0010267+0.0012575i,0.00079174+0.00087435i,0.00070999-0.00023622i,0.00013039-0.00067997i
0.00084641+0.0024953i,0.0016892+0.002318i,0.0010051+0.0013031i,0.0013684+0.00030132i,0.001686-0.00022397i,0.0014036-0.00065456i,0.00094219-0.00094674i,-0.00018284-0.0013164i,-0.00022395-0.00062686i,0.00060627-9.8077e-05i,0.001481-0.00028351i,0.00074102+0.00055822i,-3.2563e-05+0.00058154i,0.00038486+0.00039686i,0.00055997+0.0011631i,-0.00024316+0.00072258i,-0.00029186-9.4471e-05i,0.00023766-0.00011961i,-0.00044546+0.00042168i,-0.0002532+0.00058885i,0.00017107-0.0001495i,-0.00095318-0.00095402i,-0.0011846-0.00069597i
-0.00069106+0.00038076i,-0.00028363+0.00058002i,9.0377e-05+0.0011307i,0.00056754+0.00040497i,0.00041731-0.00046277i,-0.00095975-0.00044245i,-0.0010406-0.00035662i,-0.00044605-0.00027867i,-0.00090163-0.00055014i,0.00024674-0.0011561i,0.0011778-0.0010705i,0.00064383-0.00095269i,0.00050124-0.00083733i,0.00025044+9.2177e-05i,-7.971e-06-6.4251e-05i,-0.00018641-0.00040324i,-0.00073692-0.00051305i,-0.0014061-0.00051767i,-0.0013025-0.00035452i,-0.00038863+2.7077e-05i,0.00080944+0.00070474i,0.0010328+0.00082745i,4.6362e-05+0.0012915i
-0.00083543-0.002219i,-0.0010342-0.0013817i,-0.0015414-0.0012487i,-0.0013947-0.0013991i,-0.00050771-0.00094389i,-0.00025336-0.0011599i,-0.00052697-0.001764i,-0.00082751-0.0011263i,-0.00096695-7.1705e-05i,-9.0398e-05+0.00014511i,-0.00011851+9.06e-05i,-0.00067587-0.00031732i,-0.00045515-0.00026915i,8.1962e-05+0.00031423i,-7.5577e-05+0.00072521i,0.00010465+0.00029424i,0.0006162-0.00075745i,0.00084359-0.00049392i,0.00068535+0.00030294i,0.00018657+0.00055434i,-0.00067617+0.00043074i,-0.00095422+0.00050125i,-0.00023295-0.00040167i
2.1627e-05+0.00011523i,0.00080853+0.0001663i,0.00092122+0.00022378i,0.0012774+0.00012609i,0.00071986-0.00014736i,-0.00048592-0.0011779i,-0.00088692-0.0021551i,-0.0014661-0.0014831i,-0.0015454-0.0012038i,-0.00042467-0.00062124i,0.00063506+0.00024484i,0.001018+0.00041017i,0.00076166-7.1644e-05i,6.6943e-05-0.00087726i,-0.00062333-0.0004716i,-0.00048119+9.3242e-05i,-0.00010043-0.00022049i,0.00019883+0.00010076i,3.4874e-05+0.00066971i,-0.00057797+0.00081352i,-0.0012627+0.00071199i,-0.00096621+0.00024853i,0.00024654+7.1917e-05i
-0.00060233-0.0022645i,-0.00074981-0.0029915i,-0.0010534-0.0025862i,-0.00067268-0.0022381i,0.0010721-0.0022608i,0.00073274-0.0023675i,-0.00036054-0.0015909i,-0.00061237-0.00048021i,-0.0012404-5.9726e-05i,-0.00065503-0.0011951i,0.0011215-0.0017303i,0.0017357-0.001303i,0.00093802-0.0016336i,3.0834e-05-0.0013993i,-0.00047832-0.00017318i,-0.00071057-2.5608e-05i,-0.00044535-1.6143e-06i,-0.00045009-9.0651e-05i,-0.0004641+0.00036805i,-0.00047586-4.6703e-05i,-0.00048437-0.00088212i,-0.00059029-0.00040071i,-0.00077619-0.00026924i
0.00094119+0.00069808i,0.0020691-0.00010105i,0.0023043-0.00094774i,0.001347-0.0016295i,0.00050618-0.0016205i,7.0345e-05-0.0014808i,-0.00041246-0.001224i,-0.0009961-0.0016828i,-0.0014894-0.0022735i,-0.0010262-0.0021293i,4.8557e-05-0.0016318i,0.00061387-0.0015678i,0.00075321-0.0012687i,0.00030214-0.0010053i,-0.00028476-0.00033155i,-0.00026032+0.00032764i,0.00082762-5.7909e-05i,0.0013866+0.00029183i,0.00054906+0.0012544i,-0.00048224+0.00072905i,-0.00031276-0.00020609i,-1.3937e-05-0.0007901i,9.2437e-05-0.0007228i
-0.0020133-0.0022164i,-0.0010889-0.00052872i,-0.0012532-0.00091306i,-0.0020749-0.0011769i,-0.0015264-0.00031312i,-0.0010469-0.00054086i,-0.0012027-0.001577i,-0.0013089-0.0020756i,-0.00073225-0.0016589i,1.2459e-05-0.001006i,0.00019343-0.00082298i,-0.00013137-0.0014694i,-0.00012693-0.0012338i,0.00044832-0.0005388i,0.00068245+5.4531e-05i,8.5706e-05+0.00030277i,-0.00037674-0.00014211i,-0.00035255-2.8166e-05i,-4.7109e-05+0.0001794i,-0.00010709+0.00014707i,0.0002687+0.00035592i,0.00099969+0.00030336i,0.00030382+0.00029554i
0.00034389+0.0023662i,0.00018541+0.001821i,0.0010839+0.0013874i,0.0017482+0.00037191i,0.0015945-0.00013869i,0.0012829-0.00073126i,0.00088415-0.00085889i,-0.00013539-0.00010586i,-0.0014617+0.00020971i,-0.00094348+0.00019438i,0.00037232+0.00020607i,4.0981e-05+0.00061622i,-9.1099e-05+0.00056948i,0.00075532+0.00013974i,0.00064674-0.0002859i,0.00028693-0.0003463i,0.00017588+0.00044346i,0.00036577+0.00062951i,0.00080903-0.00021307i,7.4219e-05-0.00084595i,-0.00013627-0.00058497i,0.00017754-0.00049693i,0.00020901-0.00053483i
0.0010046+0.0020617i,0.0011102+0.0015041i,0.0013615+0.0014885i,0.0011903+0.00078442i,0.00054693-0.00039259i,-0.0003467-0.0011581i,-0.00072994-0.001361i,-0.00044245-0.00079013i,-0.00010692-0.00022664i,0.00056541-0.0006636i,0.00056212-0.00084239i,0.0002571-0.00056038i,0.00023882-0.0010357i,-0.00024047-0.0012521i,-0.00087785-0.00096574i,-0.0014547-0.00082598i,-0.001656-0.001039i,-0.0010671-0.0013187i,0.00027629-0.00053756i,0.0011469-0.00076738i,0.00065313-0.00033857i,-0.0003736+0.00055602i,-0.00034557+0.00025531i
-0.0012851+0.0010476i,-0.0011375+0.0012798i,-4.3068e-05+0.00087249i,0.0011538-7.2393e-05i,0.0019686-0.00090766i,0.00084939-0.0013398i,-7.8965e-05-0.0012985i,0.00010782-0.0002162i,-5.3098e-05+0.00032817i,2.8443e-05+4.3144e-06i,0.00081426-0.00046297i,0.0011391-0.00037177i,0.00090714-0.00011465i,0.00062124+7.7586e-05i,-9.9785e-05-3.0801e-05i,-0.0010297-0.0004197i,-0.00078977-0.00038065i,-0.00032656-0.00014069i,-0.00044675+0.00018218i,-0.00058045-0.00023534i,-1.7815e-05-0.00060922i,0.00081681-0.00035443i,0.00053041-0.00031368i
-0.00073476-0.00052613i,-0.00069909-0.00099096i,-0.00078831-0.00134i,-0.00073255-0.00066889i,-0.00067101+4.4762e-05i,-9.0619e-06+0.00025526i,5.8576e-05-0.00015471i,-0.0009414-0.00081256i,-0.0011416-0.00034974i,-0.00051755+0.00035971i,0.00020847+4.3626e-05i,0.00038223-0.00013036i,-0.00018128-0.00023442i,-0.00033664+0.00060063i,-5.1443e-05+0.00075426i,0.00018929+0.00030545i,-0.00021506+0.00015151i,-0.00011452-0.00053577i,0.00012481-0.00096365i,0.00028266-0.00052832i,0.00035172-0.00027165i,-0.00026864+0.00022728i,-0.00036796+0.00078072i
-0.00015675-0.00011576i,-0.00083477-0.00027358i,-0.001261-0.00044271i,-0.00036196-6.3309e-05i,0.0006848+0.0002067i,0.00040195+0.00036035i,-0.00075607-0.00015515i,-0.0016028-0.00043076i,-0.0013901-0.00012961i,-0.00085604+0.00035644i,-0.00026719-0.00036185i,0.00024892-0.0019185i,0.00024476-0.0019485i,0.00010491-0.00064575i,-0.00012285+0.00065181i,0.00014437+0.00096008i,-4.2328e-05+0.00045859i,-0.00020475-6.313e-05i,-0.00024437-0.00022935i,-0.00040281+0.00036005i,-0.00052421+0.00066473i,-0.00034071+0.00039559i,-0.00054744+0.00016434i
0.0013029-0.0022264i,-0.00043135-0.0031682i,-0.0012455-0.0032724i,-0.0014518-0.0030217i,-0.00073605-0.0026176i,-0.0005444-0.0013923i,-0.00098666-0.00062519i,-0.00018545-0.0012431i,0.00056429-0.0012308i,0.0003909-0.00064403i,0.00088094-0.00060237i,0.00085738-0.00032516i,0.00011188+0.00033618i,-0.00049799+0.00028636i,-0.00014789+0.00029421i,0.00047469+0.001152i,-3.8107e-08+0.0011172i,-0.00068901-0.00015601i,-0.00029806-0.0010866i,0.00096145-0.00075792i,0.00081179+0.00063905i,-0.00088856+0.0011686i,-0.0014535+0.00047213i
0.0011297+0.00049101i,0.0014249-0.00048017i,0.0011858-0.0013969i,0.0011371-0.0013749i,0.00046876-0.0017741i,4.7571e-05-0.0020188i,-0.00043617-0.0019806i,-0.0010892-0.0017452i,-0.00075401-0.0011158i,-0.00035985-5.3427e-05i,-0.00014046+9.9442e-05i,0.00039287-8.5875e-05i,0.00013871-0.00039346i,-0.00061297-0.00059944i,-0.0008861-0.000452i,-0.0013444-0.00037875i,-0.0015547-0.0011887i,-0.00081575-0.0012191i,-0.00031781-0.00037057i,-0.00041323-0.00035334i,-0.00058282-0.00059709i,-0.0008961-0.00064665i,-0.0011587-0.00052378i
-0.00048491-0.00040004i,-0.00046118-0.00028988i,0.00076962+0.00010754i,0.0013405+0.00052362i,0.0013479+0.00010766i,0.0007806-0.00065944i,1.9708e-05-0.0008739i,-0.00026586-0.00014728i,-0.00028631-0.00035935i,7.276e-05-0.00059722i,0.00058752+0.00018308i,0.00055937+0.00045924i,0.00040894-0.00015782i,4.4493e-05-0.00039748i,-0.00011469-0.00041101i,-3.2361e-05-0.00044815i,0.00025461+0.0001221i,0.00019381-6.0747e-05i,0.00020118+3.7752e-05i,0.00043726+0.00037921i,0.00037627+0.00073985i,-1.7369e-05+0.00097214i,-0.00058545+0.00083648i
-0.00037425-0.001322i,-0.00052734-0.00076401i,-0.0010304-0.0004248i,-0.0014356+0.00023524i,-0.0014804+0.00050909i,-0.00097556+0.00019071i,-0.00072353-0.00041034i,-0.0009591-0.0010048i,-0.00072043-0.00025407i,-0.00053774+0.00025851i,-0.00078318-0.00031669i,-0.00039557-0.0012256i,-0.0005353-0.00087401i,-0.00070903-0.00080784i,-0.00038934-0.00037899i,-0.00065831-6.1387e-05i,-0.00054617-0.00056841i,-0.00049578-0.00022619i,-0.0013375-0.00016562i,-0.00092083-0.0004682i,-8.5524e-05+0.00025558i,-0.00065497+0.00050712i,-0.00015519-0.00014003i
0.00018243+0.0011205i,0.0003127+0.00074925i,-0.00034652-0.00048415i,0.00026305-0.0011088i,0.0007103-0.0011532i,0.00028932-0.00089966i,-0.00049763-0.0011187i,-0.0014807-0.0011788i,-0.0013534-0.0004342i,-0.00071674+1.3963e-05i,0.0002854-0.00018418i,0.0011492-0.00011257i,0.0007491-0.00015029i,0.00047256-0.00025229i,1.3651e-05-0.00015411i,-0.00019734-0.00044643i,-0.00024739-0.00070391i,-0.00018101-0.00044835i,0.00019872-0.00034027i,-3.6427e-05-0.00082847i,-4.5047e-05-0.0011136i,0.00038626-0.00037248i,0.00052546+0.00010607i
-0.0014748-0.0018233i,-0.00059998-0.0014028i,-0.00083093-0.0018864i,-0.00078567-0.0012256i,-0.00044274-2.3276e-05i,-0.00029443-1.2478e-05i,-0.00042565-0.00095962i,-0.0009888-0.0012239i,-0.00096937-0.0009225i,-0.00058777-1.5611e-05i,-0.00054885+0.00063498i,-0.00084066+0.00046604i,-0.00033869-0.00012268i,0.00023035-0.00029016i,-0.00024075-0.00064921i,-0.0003804-0.00091984i,-0.00021198-0.00038102i,-0.00025486-7.6194e-05i,-1.1529e-05-0.00043667i,5.0823e-05-0.0001422i,0.00010154+0.00025524i,7.7574e-05+0.00020546i,-0.00068465+0.00054824i
-0.00149-0.00093589i,-0.0007115-0.0008208i,-0.0018835-0.0019074i,-0.0024281-0.0023328i,-0.00099603-0.0014398i,0.00015546-0.00099858i,-1.112e-05-0.0013851i,-0.00063911-0.0014221i,-0.0011571-0.0011312i,-0.00056028-0.00061446i,0.00044314+1.4043e-05i,0.0010233+7.2997e-05i,0.00085974-4.8347e-05i,0.00028499-0.00021209i,0.00029093-0.00014874i,-0.0001741+0.00041339i,-0.00069093+0.00050404i,-0.00033968+5.2541e-06i,3.0382e-05-5.1797e-05i,0.0002309+0.0001179i,0.0005485+0.00030514i,0.00059853+0.00043064i,-3.5442e-05-1.7957e-05i
-0.00074605+0.001681i,-0.00078135+0.0015402i,-0.00050226+0.0014731i,7.6228e-05+0.00040776i,0.00041141-0.0010161i,0.00025877-0.0019188i,-0.00045487-0.0019286i,-0.00056168-0.0014692i,-0.00047387-0.00056273i,-0.0003244-0.00034686i,0.00041776-0.00038836i,0.00079577-0.00099979i,0.00082775-0.0012529i,0.00098033-0.00081745i,0.0011074-0.00067651i,0.00084051-0.00077562i,0.00027874-0.00073889i,-6.1211e-05-0.00071295i,-0.0003901-0.0011282i,5.5193e-05-0.0011879i,0.00045047-0.00054396i,0.00031611+0.00013712i,-0.00032193+0.00059545i
-0.00079218-7.7763e-05i,-0.00028313-0.00088291i,-0.00025072-5.0752e-05i,0.00049304+0.00051442i,0.00051191+0.00055615i,-0.00050486+1.042e-06i,-0.00035364-0.001094i,-0.00064318-0.0014645i,-0.0012669-0.0013561i,-0.0013588-0.00061329i,-0.00069722-7.0165e-06i,6.5312e-06-0.00039532i,-1.7699e-05+0.00012799i,5.5042e-05+0.00041347i,-7.349e-05-0.00027595i,-0.0012463-0.00045112i,-0.001494+0.00028063i,-0.00065244+0.00065549i,0.00043996+0.00024364i,0.00082514-2.2525e-05i,-0.00018804-2.0253e-05i,-0.00053539+0.0010241i,-0.00014427+0.001281i
-0.00063087-0.0013446i,-0.0007514-0.00026817i,-0.00073773+0.00011683i,-0.00040964+0.00024793i,-0.00039324-0.00023992i,0.00017107-0.00064122i,0.00013036-0.0011084i,-0.00027708-0.0013886i,-0.00057304-0.00057536i,-0.00013482-0.00010266i,0.000574-0.00035535i,0.00061122-0.0005714i,0.00031497-0.00064007i,-0.00056868-0.00031774i,-0.00049965-0.00044175i,0.00033443-0.00072845i,0.00039531-0.00035896i,-4.7433e-05+0.00019067i,0.00020856-0.00027436i,0.00021243-0.00081452i,7.556e-05-0.00074845i,0.0004185-0.00029586i,-6.6856e-05+0.00024399i
-0.00034415-0.00064592i,-0.00057966-0.00088285i,-0.00030045-0.0014606i,0.00018149-0.0012621i,5.4551e-05-0.00064614i,-0.00063739-0.00058028i,-0.00059648-0.0011195i,-0.0004731-0.0013301i,-0.0012167-0.0014686i,-0.00072525-0.0013432i,0.00087653-0.00063314i,0.0016431+0.00031882i,0.00069206+0.00032696i,-0.00032839+0.00012471i,-0.00071533+0.00028874i,-0.00010325+0.00017284i,0.00019961-0.00039467i,-0.00058261-0.00089001i,-0.00071073-0.00088578i,3.2699e-05-0.00074624i,0.00083015-0.0005407i,0.00058587+3.3304e-05i,-0.00019758+0.00072952i
-7.9577e-05-0.0012009i,0.00073234-0.0015135i,0.0023419-0.00062976i,0.0016058+0.00027072i,0.00030094+0.00044088i,0.00055302-0.00022429i,0.00020286-0.00079931i,-0.0012555-0.00057077i,-0.0017959-0.00088904i,-0.001386-0.0015022i,-0.00036801-0.0011328i,0.00070594-0.00075317i,0.0012443-0.0012667i,0.0010584-0.0010795i,0.00080559+0.00035533i,0.00036477+0.0004543i,-0.00012922+0.00024738i,-0.00042844+0.00060899i,-0.00016226+0.0003652i,0.00024968+5.7234e-05i,0.00033926-0.00024402i,0.00014908-0.00028032i,-0.00016959+0.00053501i
-0.0010573-0.0008578i,-0.002503-0.00058245i,-0.0028283-0.00020867i,-0.0016864+0.00016812i,-0.00074507-0.00047726i,0.00040284-0.00091864i,-0.00023914-0.0006687i,-0.00072814+5.8974e-05i,-0.00077305-9.5657e-05i,-0.00050605-0.00069774i,0.0006139-2.0255e-05i,0.00035293+0.00086791i,-0.0008165+0.00077489i,-0.0010785-0.00010219i,-0.00043241-0.00045797i,-0.00023427-0.00060929i,0.00012932-0.0002075i,0.00087436+0.00033949i,0.00075316+4.9752e-06i,0.00036985-0.00034267i,0.00014786-0.00047863i,-0.00097253-0.00037188i,-0.0011756+0.00031107i
-0.0014449+0.0020076i,2.4277e-05+0.0025221i,0.00085952+0.0027729i,0.0016774+0.0013775i,0.00086453-0.00017603i,0.00016655-0.00073341i,0.00050542-0.0012873i,0.00059095-0.0014456i,-6.9022e-05-0.00085123i,-0.00011548-0.00041481i,0.00061288-0.00033767i,0.00077545+0.0003065i,0.00037253-0.00016408i,0.00024175-0.00090552i,0.00023172-0.00050744i,0.00014297-0.00063078i,5.3172e-05-0.00087474i,5.3845e-05-0.00045699i,-7.6216e-05+0.00010425i,-0.00027867+0.00013823i,9.396e-05-5.1095e-05i,0.00063906+0.0004187i,0.00080886+0.00039924i
-0.00074781-0.0010471i,-0.00074888-9.4954e-05i,-0.0010367+0.0010051i,-0.00095827+0.0002651i,-0.0010127-0.00048244i,-0.00024921-0.00059352i,-0.00038261-0.00083695i,-0.0013044-0.00077193i,-0.0013017-0.00037852i,-0.00028764-0.00044059i,0.00069754-0.00070123i,-4.5924e-05-0.00088446i,-0.00060737-0.0011403i,-0.00043198-0.00074018i,-0.00021703-0.00067528i,2.0894e-05-0.00042146i,-0.00025292-0.00029984i,-0.00050423-0.00039799i,-0.0002995-0.00066428i,0.00012579-0.00095019i,0.00034581-0.00026151i,4.5551e-06+0.00013299i,-7.1039e-05+0.00041068i
0.0016083-0.00046573i,0.00099303-0.0010898i,0.0010125-0.0021596i,0.00087607-0.0020752i,0.00026185-0.0010833i,0.00048775-0.00059495i,0.0015581-0.00070933i,0.00027072-0.00067106i,-0.0010641-0.00095538i,-0.00061473-0.00069644i,0.00031004-0.00060232i,0.00085946-0.00080613i,0.00057753-0.00084748i,8.4082e-05-0.00063979i,-0.00042798-0.00065978i,-0.00034497-0.0010677i,4.7284e-06-0.0010038i,-7.3595e-05-0.00054789i,0.00025179-0.00030055i,0.00029367+0.00030554i,-0.00011263+0.00067839i,-0.00038065+0.00089237i,3.6061e-05+0.0010829i
-0.0015739-0.00032673i,-0.0014167+0.0004095i,-0.0013011+0.0001592i,-0.00033289-0.00026156i,0.00025593-0.00015278i,0.00036393-0.00057132i,4.269e-05-0.00090394i,-0.00025444-0.0010023i,-0.0004055-0.00065125i,-0.0004872-0.00066929i,-0.00022726-0.00058342i,0.00023501-0.00021479i,0.00013819-0.00032633i,-0.00022018-0.00049462i,-0.00033497+9.3314e-05i,0.0002222+0.00064516i,0.00059937+0.00054574i,0.00036463+0.00076644i,0.00035438+0.00053113i,0.00056654+0.00040274i,0.00011573+1.2311e-05i,3.1335e-05-0.00020885i,2.7839e-05+0.00019392i
-0.00086425-0.0012905i,-0.00029708-0.00048272i,7.0458e-05-0.00017676i,0.0004661-0.00013168i,0.00084207+3.874e-05i,0.00097915-0.00038494i,0.00026953-0.0010269i,-0.00043518-0.00074584i,-0.00094226-0.0001967i,-0.00012094-0.00021989i,0.0010338+0.00011221i,0.00048933+0.00013789i,0.00014498+0.00019406i,0.00025779+0.00046794i,-0.00024408+0.00062934i,-0.0004272+0.00092279i,-0.00014917+0.00057168i,0.00043735+2.7758e-05i,0.00040291+0.00021779i,-0.00030936-9.5978e-05i,-0.00061998+5.2154e-05i,-0.00085568+1.3634e-05i,-0.00057609+0.00022862i
0.0010621+0.00061187i,0.00070281+0.00078209i,0.00025935-7.0045e-05i,0.00036431-0.001647i,0.00080257-0.0017373i,0.00059932-0.00096047i,-0.00048065-0.0013354i,-0.0012254-0.0016367i,-0.00058784-0.00094319i,0.00020172+0.00037302i,0.00083204+0.00099257i,0.00088125+8.0454e-05i,0.00021008+6.5478e-05i,-0.00014895+0.00077494i,-0.0002608+0.00034771i,-0.00018587-7.7261e-05i,0.00033506+0.00018049i,0.0010471+0.00083616i,0.00059688+0.00046276i,-0.00025635+0.00036372i,-0.0004916+0.0010802i,5.0951e-06+0.00048568i,-5.6448e-05-4.6613e-05i
-0.0011489-0.0010092i,-0.0015496-0.00073082i,-0.0011783-0.001196i,-1.7183e-05-0.0016811i,0.00056815-0.0017612i,-9.8838e-05-0.00081585i,-0.00062867-0.00015252i,-0.00012713-0.00038686i,-0.00015075-0.00015626i,-0.00044133-0.00035047i,0.0001673-0.0004502i,0.00052911-0.0004361i,0.00021361-0.00028275i,-0.00074065+0.00013614i,-0.00099831+0.00013156i,-0.00048449-0.00041468i,-7.9924e-05-0.00072837i,0.000116-0.0008518i,0.00075211-0.00072348i,0.0014221-0.00019671i,0.00068116-0.00019579i,-0.00014379-4.0545e-05i,-0.0002553+0.00045745i
-0.001795-0.0026721i,-0.0014349-0.0017817i,-0.00069375+0.00031505i,0.00027578+0.00072933i,0.00014108+3.7208e-05i,-0.00033003-2.4599e-05i,-0.0005518-7.4514e-05i,-0.0009757-0.0012415i,-0.0013049-0.0012499i,-0.00053198-0.00013373i,0.00041546+0.00037863i,0.0010721+0.00066879i,0.0014158+0.00044505i,0.00043791+0.0002256i,-0.00072463+0.00030776i,-0.00082655+0.00042713i,0.00036854+9.4392e-05i,0.00081321+0.00015494i,0.00022392+0.00028764i,0.00049463-9.5905e-05i,0.00017323-0.00035424i,-9.2655e-05-0.00015646i,-0.00018587+9.9854e-05i
0.00040965+0.00051331i,0.0012825+0.0010185i,0.0013518+0.0013094i,0.0008544+0.00048642i,0.00053599-0.000196i,-0.00033092-0.00022986i,-0.001208+5.7436e-05i,-0.0010753-0.00017761i,-0.0015374-0.0002488i,-0.0016089+0.00023469i,-0.00021182-2.3242e-05i,0.00072875-0.00085437i,0.00047783-0.0012676i,-0.00030845-0.0010959i,-0.00028461-0.00046629i,0.00024748+0.00038131i,-0.00020808+0.00076004i,-0.0004111+0.00017001i,0.00053392-0.00021622i,0.00077141-0.00033067i,0.00047792-5.9495e-05i,-0.00016027+0.0005718i,-0.0005848+0.00046964i
0.00056367+0.0003029i,0.0016229+0.00035107i,0.0020963-0.00046667i,0.0013551-0.0019865i,0.0011373-0.0028052i,0.00089729-0.0023094i,0.00011799-0.001668i,-0.00072817-0.0020405i,-0.0010017-0.0017721i,0.00011793-0.0011053i,0.00062738-0.00032823i,0.00028723-9.0709e-05i,0.00020206-0.00037533i,0.00021189+8.7782e-05i,-3.3833e-05+0.00049047i,-2.3177e-05-4.8525e-05i,0.00073959-0.00060205i,0.00086178-0.00041477i,0.00039299+0.00054303i,0.00086787+0.00073332i,0.0014015+0.00050486i,0.00091285+0.0011832i,0.00073848+0.0013397i
