-0.000584+8.7232e-05i,-8.2641e-05-0.0018019i,-0.0019849-0.0017409i,-0.0025928-0.0011401i,-0.0022166-0.00024341i,-0.0021293+0.00083918i,-0.0017477+0.00090522i,-0.0011794+0.00071524i,-0.00024777+0.00069443i,0.00091679+0.00057119i,0.0010127-0.00024687i,0.00038112-0.00074198i,0.00010739-0.0012001i,-0.00014437-0.0014121i,-0.00021352-0.0010322i,-0.00013844-0.00037102i,-0.00058886+0.00022962i,-0.00017712-0.00019797i,0.00045825-0.00088534i,0.00027894-0.0014137i,8.4026e-05-0.00076495i,-0.00038561+0.00026871i,2.7419e-05+0.0003916i
0.0026314-0.00019476i,0.0018029-0.00074393i,0.0012669-0.0014461i,0.00030225-0.0018759i,-0.00085346-0.0016476i,-0.0024637-0.0012136i,-0.0028899+0.00077167i,-0.0013518+0.0024507i,-0.0002913+0.0016971i,5.527e-05+0.0003946i,0.00042356-0.00047133i,-8.9054e-05-0.0010266i,-0.00063393-0.00047594i,-0.00067088+0.00031314i,-0.00091199+0.00015295i,-0.00044137+0.00064532i,-0.00029466+0.00068725i,-0.00049079-8.6204e-05i,-0.00020939+3.8462e-05i,-0.00050931-1.3013e-05i,-0.00068688-0.00028446i,-5.5093e-05+3.848e-05i,0.00048758-0.00015079i
0.0018496-0.00064549i,0.0010035-0.0010678i,0.00035512-0.0019169i,8.2621e-05-0.0010689i,-0.00057645-0.00056076i,-0.0007349-0.00024775i,-0.0010931+0.00065713i,-0.0012845+0.0011849i,-0.00055675+0.00094464i,-0.00026099+0.00086523i,-0.00052797+0.0010728i,0.00014601+0.00029934i,0.00040171-0.00021461i,2.9969e-06+0.00020968i,8.7032e-06+0.00065689i,-0.0001683+0.00091175i,8.9742e-05+0.00047404i,0.00021393+0.00034114i,0.00017832+0.00072625i,-0.00022272+0.00096867i,-0.00091261+0.00062225i,-0.0006343+2.0723e-05i,0.00075465+0.00017364i
0.00095797+0.00085739i,0.00041934+0.0013326i,0.00058515+0.00099135i,0.00042739+0.00089705i,-0.00018041+0.00058295i,-0.0008875+0.00020518i,-0.0010146+0.00092069i,-0.00077381+0.00088869i,2.4914e-05+0.000148i,0.00052266+5.0482e-05i,-0.00032462+0.00052318i,-0.00054704+0.0013055i,-0.00082192+0.0006859i,-0.001431-0.00050614i,-0.0014684-0.00032817i,-0.00094894+0.00035107i,-0.00035787+2.9757e-05i,0.00030011-0.0004776i,0.00050375+0.00012641i,-0.00038834+0.00052769i,-0.00026748+8.1047e-05i,-6.539e-05+0.00011439i,-0.00088893+5.036e-05i
-7.2551e-05-0.0014628i,-0.00082654-0.0018356i,-0.0010929-0.00048539i,-0.00064675+0.00051462i,-0.00039834+0.00086942i,-0.0013888+0.00083592i,-0.0027766+0.00041561i,-0.002204+0.00090172i,-0.00062492+0.0011942i,0.00013733+0.00064379i,0.00029211+0.00021655i,0.00021266-0.00059654i,0.00040327-0.0011573i,0.00014925-0.00061704i,-0.00063657+0.00025839i,-0.0013935+0.00068423i,-0.0015364+0.00095062i,-0.00059983+0.00066291i,0.00043631+0.00053256i,-0.00020736+0.000651i,-0.0013879+0.00027331i,-0.0008443+0.00024504i,-9.1843e-05+6.6493e-05i
-3.0581e-05-9.9841e-05i,-0.00016876+0.00062411i,-0.0010744+0.0011015i,-0.0003358+0.00012202i,0.00050767-0.00011617i,0.00031544-0.0002674i,8.2766e-06-0.00038734i,8.9205e-05+0.00048435i,-0.00021157+0.0008705i,-0.00034318+0.00060462i,-0.00037134+0.00071878i,-0.00065662+6.704e-05i,-0.00037489-0.00060235i,-0.00021139-0.00082717i,-0.00015186-0.0004783i,4.8554e-05+0.00010601i,-1.8884e-05+0.00030469i,-0.00041473+0.00019384i,-0.00024926+7.1474e-06i,-0.00039957+0.00019054i,-0.00091067+5.1082e-05i,-0.00011661+0.00027439i,0.00091221+0.00068237i
-0.0011638+0.00047437i,-0.001545+0.001007i,-0.0013266+0.0015454i,-0.0015086+0.0016362i,-0.0015051+0.00071233i,-0.0011739+0.00025183i,-0.00059594+0.00057571i,0.00013619+0.00032142i,-0.00024262+0.00032736i,-0.0002297+0.0010219i,0.0002554+0.00096107i,0.0003563+0.00030082i,0.0002797+0.00063213i,-0.00012297+0.00064266i,0.00025142+6.0062e-06i,0.00089659-2.7564e-05i,0.00030211+0.00011847i,-5.475e-05-4.4253e-05i,0.00016052+0.00031746i,4.4977e-06+0.00078961i,-0.0009467+0.00010209i,-0.0014297-0.00031773i,-0.00055933-0.00013989i
0.00016697-0.00079072i,-0.00038238-0.0018748i,-0.0013068-0.0016489i,-0.00082626+4.4714e-06i,-7.3751e-05+0.00064939i,-0.00077854+6.73e-05i,-0.0013119+0.0003289i,-0.00082176+0.0008849i,-0.00030237+0.00016313i,-0.00018351-0.00020064i,-7.7135e-05-0.00064065i,-0.00026502-0.00066226i,-0.00066649-0.0010831i,-0.00050094-0.0009777i,-0.00084175-0.00035536i,-0.00058344+0.000105i,-0.00016893+8.4205e-05i,0.00022739-5.7422e-05i,0.00051679+0.00017811i,0.0008222-8.0431e-05i,0.00090807-0.00053166i,0.0010345-8.5002e-05i,0.00062422+0.00027849i
1.274e-05-0.0016045i,0.00077838-0.0014035i,4.6999e-05-0.0011939i,-0.0010055-0.00048377i,-0.0008869+0.00078516i,-0.00042658+0.00068034i,-0.00032058+0.0007715i,-0.00074208+0.0009245i,-0.0012971+0.00067425i,-0.001082+0.00091772i,-0.00022913+0.0009185i,0.00097692+0.00068999i,0.00088654+0.0010296i,-7.3756e-06+0.0011632i,-0.0001694+0.00061252i,-0.00061973+0.00054913i,-0.00073109+0.00033227i,-0.00045709+0.00038547i,-0.00018011+0.00094017i,-1.6579e-05+0.0015692i,-0.00034244+0.0013497i,-0.00066619+6.9741e-05i,-0.00030898-0.00040966i
-0.0013871-0.00081554i,-0.0018078-0.00018403i,-0.0010099+0.00082923i,-0.00073317+0.0012387i,-0.00029266+0.00037872i,0.00061416-7.9953e-05i,-0.00080125+0.00042834i,-0.0020111+0.00064137i,-0.00097108+0.00041352i,-0.0003985+0.00037697i,3.2306e-05+0.00037535i,0.00021663-0.00025863i,0.00026204-0.00069213i,0.0006155-0.00064196i,-0.00025365-0.0004104i,-0.0012225-0.00040033i,-0.00038726+6.7752e-05i,0.00047586+0.00051539i,0.00061604+0.00012571i,0.00013244-9.7767e-07i,-0.0004007+0.00020638i,-2.17e-05+0.00046073i,-6.4634e-05+7.4371e-05i
-0.00096892-0.0024662i,-0.0017309-0.0030324i,-0.0031446-0.0015304i,-0.0028608-0.00024282i,-0.0022894-9.842e-05i,-0.0022616-0.00031512i,-0.0026868+9.7626e-05i,-0.0025298+8.5046e-05i,-0.00077137-0.00098785i,0.00062631-0.001342i,0.00079879-0.00021941i,0.00049229+0.0001216i,0.00070596-0.00025192i,0.00084594+0.0003308i,0.00034465+0.00030876i,0.00027665-0.00030574i,-0.00010981+0.00016474i,-0.00054794+0.0012095i,-0.00048678+0.0010155i,-0.00024817+0.00034541i,-8.279e-05+9.4937e-05i,0.00020635+0.00014822i,0.00030525+6.2053e-06i
0.00029458+0.00166i,9.0539e-05-0.00021225i,0.00012014-0.00088054i,-0.00020719-0.001199i,0.00018046-0.0015919i,0.00016585-0.0012014i,-0.00086487-0.0010197i,-0.0011517-0.00026579i,-0.00056639+0.0012149i,0.00027637+0.0013834i,0.00012349+0.00015865i,-9.3492e-05-0.00033549i,-5.4541e-05+5.4171e-05i,-0.00027119-0.00039607i,-0.00060447+7.7066e-05i,0.00017661+0.00038341i,0.0012014+0.0003857i,0.00062962+0.0009456i,-0.00051496+0.00090544i,-0.00047373+0.00089701i,-0.0001647-1.6819e-05i,-0.00046554-0.00026555i,0.00035135+0.00043735i
0.001033-0.0014274i,-0.00021448-0.0028086i,-0.00013119-0.0040104i,-0.00082376-0.0027211i,-0.0017092-0.00095141i,-0.0012406-7.3231e-05i,-0.00099733+0.00060769i,-0.00069414+0.00026078i,-9.5096e-05-4.2334e-05i,0.00043161-0.00021506i,-0.0001183+1.9826e-05i,-1.318e-05+0.00038691i,0.00013967+0.00062985i,-0.00019969+0.0011794i,-0.00026158+0.0013584i,-0.00048796+0.00161i,-0.00059642+0.0022092i,-0.00015282+0.0011394i,0.00032061-0.00062947i,0.00056187-0.0012387i,0.00083884-0.00046733i,0.00084745+0.00023667i,0.00016593+6.6759e-05i
0.0010291-0.0015032i,-0.00021632-0.0021535i,-0.00043225-0.0018267i,0.0003919-0.0011372i,0.0001391-0.0007736i,-0.00035874-1.775e-05i,-0.00077858-0.00027939i,-0.00078851-0.00042054i,-0.00032328+0.00051936i,-0.00050256+0.00023286i,-0.0010335-0.00048708i,-0.00069684-0.00046841i,0.00010549-0.00079697i,-8.2177e-05-0.00090468i,-0.00050275-0.00011005i,0.00027514-0.00037644i,0.00034037-0.0011416i,-8.8323e-05-0.0002311i,-0.0002121+0.00035806i,-4.3042e-06+0.00073397i,0.00059402+0.0008084i,0.00047393+0.00026708i,-0.00023391+0.00012816i
0.00052119+0.00080979i,0.00039595+0.00020371i,0.00011138-0.00032806i,-3.1081e-05-0.00066906i,-0.00079305-0.0010797i,-0.0013543-0.0012222i,-0.0016041+3.5597e-05i,-0.00098875+0.00045365i,-0.00035078-5.4256e-05i,-0.00031738+0.00041045i,0.00037294+0.00039032i,0.0007759-0.00029059i,0.00073003-2.2704e-05i,-6.3402e-06-0.00025983i,-0.00091264-0.00073237i,-0.001357-0.00019964i,-0.00096789+0.00012246i,3.608e-05-0.00013927i,-9.4683e-05+0.00042874i,-0.00062798+0.00078981i,-0.0004263+0.0003607i,-0.00032829+0.00036782i,-0.00010804+0.0003488i
0.00094656+0.0010567i,0.0012566+0.00035691i,0.0018998+5.8737e-05i,0.0012308+9.9859e-05i,0.00041547-0.00053586i,-0.00072459-0.00073448i,-0.0015624-5.3192e-05i,-0.00091573+0.00062514i,-0.0002793+0.00064445i,-0.00053744+0.00024647i,-0.00095368+0.00021762i,-0.0001842+0.00020353i,-0.00013725+0.00017889i,-0.00065969+0.0013454i,-0.0010121+0.0018304i,-0.0011099+0.0006818i,-0.00063328-0.00029492i,-0.00054465+2.8455e-05i,-0.00019339+8.1326e-05i,0.0010776-0.00011275i,0.00089017+8.8365e-05i,0.00031279-0.00066722i,-0.00023468-0.00059629i
0.00042893+0.00012997i,-0.00022118-0.00067806i,-0.00033424-0.00081182i,0.00015018-0.00083536i,0.00045147-0.00076529i,-0.00030612-0.00022367i,-0.0012446+0.00072817i,-0.0011192+0.0016834i,-0.00046841+0.0016707i,-0.00023009+0.00081472i,-0.00016693+9.8697e-05i,-0.00059214-0.00029089i,-0.00054206-0.00020326i,-0.00054177+0.00028767i,-0.00051458+0.00044776i,-0.00019915+0.00077031i,0.0004733+0.0011956i,0.00066286+0.0016975i,-0.00013065+0.00080398i,3.8089e-06-9.7878e-05i,0.00026665-0.00016734i,0.00058116-0.00012241i,0.0010708-7.0921e-07i
0.0011264+0.00089874i,0.00070607+0.00053532i,0.00058733+0.00074107i,0.00029262-9.9456e-07i,0.00017453-0.00065215i,-0.00072824-0.0005926i,-0.0017091+0.00026616i,-0.0011161+0.0012213i,-0.00070487+0.00093635i,-0.0014619+0.0012372i,-0.0013794+0.0012888i,-0.00056349+0.00053997i,-0.00074534-6.518e-05i,-0.001026-0.00046292i,-0.00070712-0.00061369i,-0.00011301-0.00012771i,3.5287e-05-0.00025166i,0.00037002-0.0009965i,0.00035832-0.00053926i,0.00016833+0.00034033i,3.8806e-06+0.0002785i,-6.5899e-05-0.00039578i,-4.267e-05-0.00078834i
-0.0019004+0.00024323i,-0.0018555+0.00065034i,-0.0017738+0.00046353i,-0.00099748-0.00023866i,-0.00024838-0.0011962i,-0.00013185-0.00098686i,-0.00043612-1.397e-05i,-0.00073892-8.6847e-05i,-0.00070445-0.00016007i,-1.2666e-05+0.00022892i,0.0005417+0.00066669i,0.00054675-0.00046457i,0.00025778-0.0023006i,-8.821e-06-0.0015451i,1.4239e-05+0.00026057i,-1.9346e-05+0.00095928i,-0.00033852+0.00056964i,-0.00045397+0.00011883i,-0.00023311+0.00020582i,-8.6527e-05+0.00026456i,3.8125e-05+0.00062933i,0.00015039+0.0010213i,0.00053492+0.00018158i
-0.00040463+0.00070665i,-0.00091562+0.0009439i,-0.0010006+0.00065811i,-0.00072027+0.0002242i,-0.00037302+0.00031797i,-0.00043847+8.3371e-05i,-0.00045463-0.00018486i,-0.0010841+0.00023317i,-0.00053058+0.00030045i,0.00065139+0.0005588i,0.00070793+0.001099i,0.00058698+0.00088083i,0.00025221+0.00016078i,-0.00036755+5.9401e-05i,-0.00096715+7.5801e-05i,-0.0009985-0.00024457i,-0.0002306+2.3942e-05i,-0.00017983+0.0001357i,0.00016627-0.00072013i,0.00078302-0.0010825i,0.00088387-0.00043661i,1.9603e-05+0.00067844i,-0.00091613+0.00035593i
0.00071593-0.0027402i,0.00065183-0.0039665i,0.0003455-0.0030594i,-5.7863e-05-0.00023616i,-0.00053887+0.00088877i,-0.00085301+0.00079941i,-0.0011218+0.001313i,-0.0010229+0.0015886i,0.00015467+0.00084002i,0.00091052+4.8537e-05i,0.00066769+0.00040344i,0.00075622+0.000961i,0.00024266+0.00080481i,-0.0004334+0.00086165i,-0.00014444+0.00044642i,0.00034737-3.6726e-05i,0.0002981+0.00022415i,-6.936e-05+0.00018623i,-0.00029631-0.00023193i,0.00022991-0.00053737i,0.00084739-0.00018042i,0.00024763-5.8688e-05i,-0.00049892-0.00023967i
0.0024217-0.00079518i,0.0010136-0.0016752i,6.111e-05-0.0020685i,0.00014614-0.0017431i,-0.00036339-0.00078026i,-0.0019495+0.00026217i,-0.0021148+0.0010012i,-0.00066487+0.00093619i,0.00048212+0.00010563i,0.00051767+2.5649e-05i,-1.1481e-05+8.4416e-05i,-0.00034833-0.00063489i,-0.00046445-0.00055114i,-0.00059723+0.00056952i,-0.00087531+0.0011938i,-0.00095478+0.00099159i,-0.00031301+0.00016684i,0.00042096-5.7111e-05i,0.00071635+0.00082715i,0.00030455+0.00075515i,6.6932e-05-0.0003361i,4.9178e-05-0.00020975i,-0.00048977-4.4441e-05i
0.00034902+0.00085078i,-0.00040078+0.00037762i,-0.00011949+0.00077608i,-0.00081564+0.0011245i,-0.0011507+0.00079956i,-0.0013614+0.00055209i,-0.001431+0.00097348i,-0.00099433+0.0013542i,-0.00043781+0.0012664i,-0.0004356+0.0011907i,-0.00011466+0.0010285i,0.00038922+0.00043766i,-0.00010438+0.00017993i,-2.0532e-05+0.00042183i,-0.00043662+0.000171i,-0.0012094-0.00038757i,-0.00052311-0.00012469i,0.00030416-0.00033302i,0.0010426-0.00035593i,0.00060267+0.00028531i,-5.2956e-05+0.0010572i,-0.00011645+0.00092181i,-2.8158e-05+0.00053653i
-0.00060402-0.0017904i,-0.0012503-0.001504i,-0.0017991-0.0015304i,-0.0014888-0.0013094i,-0.0017383-0.0010786i,-0.0019592-0.00039974i,-0.0017871+0.00054963i,-0.001027+0.00086735i,5.6358e-05+0.00070972i,0.00025972+0.00079533i,-6.0862e-05+0.00035235i,0.00012569-0.00011305i,0.00043354+0.0008505i,9.7379e-05+0.00076018i,-0.00040735+0.0010079i,-0.00044486+0.0012054i,0.00024115+0.00068144i,0.0003611+0.00055494i,-0.00039847-0.00028448i,-0.00065693-0.0003855i,9.9303e-05+0.00013033i,0.00055668+0.00058926i,1.769e-05+0.0010568i
0.00055476-0.0022132i,-0.0009077-0.0025477i,-0.0025095-0.00018548i,-0.0035091+0.0015589i,-0.002613+0.00085888i,-0.001702-0.00037441i,-0.0020834+0.00034877i,-0.0016372+0.0012134i,-0.00097778+0.0006319i,-0.0011343+0.00014607i,-0.0012227-0.00017613i,-0.00080568-0.00042825i,-0.0005095-0.00016117i,-0.0003249+0.00025741i,-0.00039772+0.0005183i,-3.3723e-05+0.0006304i,-0.00012998+0.00012646i,-0.0004504+0.00023164i,-0.00012549+0.00073553i,0.00015166+0.00032562i,-3.1228e-05-0.00030363i,-0.00025435-0.00081664i,-5.4292e-05-0.00028658i
-0.00012944-0.00064101i,0.00095119-0.00090772i,0.00031022+0.00028794i,-0.0010752+0.00060244i,-0.0011704+0.00043342i,-0.00037968+0.0013546i,-0.00014956+0.0013941i,-0.00042735+0.00056885i,-0.00037157+0.00059232i,-0.00033663+0.00079118i,0.00012337+0.0003275i,0.00026383-0.00072651i,0.00018569-0.00092188i,0.00030322-3.3797e-05i,0.00039017+0.00048085i,0.00054412+0.00086915i,-0.00053603+0.0011075i,-0.00083876+0.00092886i,-0.00020608+0.00069456i,-0.00043138+0.00035007i,-0.00081692+1.8266e-06i,-0.00021964+0.00041436i,1.9131e-05+0.00086803i
-0.00014874-0.00075111i,-0.00094417-0.0010727i,-0.0019247-0.0012039i,-0.0021799-0.00049083i,-0.0015409+5.5383e-05i,-0.001047+0.00049045i,-0.0012595+0.00026685i,-0.0012369-9.6174e-05i,-0.0007222-0.00016772i,-0.00030785-6.6774e-05i,8.2782e-05-4.0466e-05i,0.00011072+0.00062129i,-3.3041e-07+0.00092512i,-0.00070818+0.00042324i,-0.00063693-1.5567e-06i,-0.00028856+0.00027223i,-0.00093311+0.0011798i,-0.00081603+0.00099559i,-0.00013865+0.0003686i,0.00037022+0.00046682i,0.00095118+0.0006485i,0.00089584+0.00067133i,0.00034968+4.7765e-05i
-0.00069265-0.0011333i,-0.0010262+0.00011488i,-0.0010399-0.00046954i,-0.00066455-0.00048205i,-0.00040599-0.00063937i,-0.00034884-0.00046912i,-0.0012308+0.0004051i,-0.001077+0.00068251i,0.00023151+0.0010318i,0.00074829+0.00021055i,0.00055618-0.0003468i,-7.5581e-05+3.2278e-05i,-0.0010298-0.00060121i,-0.00096774-0.0015319i,-0.00033565-0.00025821i,6.2138e-05+0.00052001i,0.0002226+0.00026998i,-4.8312e-06+7.9554e-05i,-0.00026323+0.00015398i,-0.00013464+0.00051362i,-0.00026756+0.00074914i,-9.694e-05+0.00069667i,0.00077732+0.00089703i
0.0012153-0.0026999i,0.0014843-0.0036931i,0.000958-0.0036594i,-0.00045723-0.0023011i,-0.0011147-0.0014106i,-0.00076453-0.00078264i,-0.0011311+0.00029541i,-0.00058924+0.00075645i,8.9536e-05+1.1741e-05i,4.5411e-05-0.00071592i,0.00010316+0.00032426i,0.00010943+0.0014423i,-7.9401e-05+0.00050481i,0.00016001+6.0245e-05i,0.00027332+0.00072019i,5.5235e-05+0.00020993i,-6.8145e-05-0.00038732i,-6.9522e-05-0.00048502i,0.00041842-0.00026942i,0.00020665-6.5769e-05i,0.00011062+0.00073024i,0.00014862+0.00093691i,0.00027501+0.00094839i
-0.00044665+0.00026019i,-0.00074992+0.00057962i,-0.00031237+7.729e-05i,-0.0006269+0.00014641i,-0.0007891+0.00031075i,-0.00047795+0.00066313i,-0.00068085+0.0011594i,-0.0010712+0.0015556i,-0.00053597+0.0014634i,0.00045815+3.8901e-06i,0.00016243-0.00050521i,0.00022956+1.6512e-06i,0.00064754-5.6436e-05i,-1.7278e-06-0.00037495i,-4.556e-05+0.00026555i,0.00024712+0.00067024i,4.1517e-05-0.00045192i,0.00022449-0.00063495i,0.00022104-3.7017e-05i,0.00049488+0.00024166i,0.00029789+0.00049557i,-0.00055861+0.00016814i,-0.0003009-0.0005224i
-0.0013935+0.00055657i,-0.0017615+0.0014595i,-0.00043818+0.002548i,0.00060431+0.0018275i,0.00049031+0.00081171i,-0.00040144-1.1104e-05i,-0.0016558-0.00035845i,-0.0016953-0.00027539i,-0.00081405-0.00023523i,-0.00032668-0.00041947i,0.00068109-0.00029223i,0.001369+0.00029089i,0.00097681+0.00047934i,-0.00059744+8.5496e-05i,-0.0016914-0.00016663i,-0.0017063+0.00050792i,-0.00066207+0.00089965i,0.00018213+0.00061436i,-0.00037391-1.2158e-05i,-0.00080342+0.00021527i,-0.00018465+0.00034712i,0.00016168+0.00044524i,0.00031652+0.00027965i
-0.00024407-0.0016155i,-0.00045548-0.0022876i,-0.00056633-0.0015022i,0.00017389-0.00054662i,0.0010667-0.00079952i,0.00042179-0.0010456i,-0.00054245-0.0010721i,-0.00055381-0.00032704i,-0.00013076+0.0010699i,0.00037692+0.0013167i,0.00051777+0.0011112i,5.0806e-05+0.00014817i,0.00033926-0.00070223i,0.0004592-0.00032924i,-0.00021746+0.0001811i,6.0542e-05+0.00060352i,0.00063615+0.00052655i,0.00083996-0.00017023i,0.00064075-0.00025654i,0.00010389+7.8038e-05i,0.00015385-7.8273e-05i,0.00055331-0.00026556i,0.00083834+6.3691e-05i
-0.00066886+0.00017691i,-0.0014601+0.00025099i,-0.001188+0.00056332i,-0.00066168+0.00023636i,-0.00037053-0.00019703i,-0.00092198+0.00022172i,-0.0020894+0.00090295i,-0.0023989+0.0013119i,-0.0014243+0.00098195i,-0.00045681+0.00018964i,0.00034868-3.7657e-05i,0.00057372-0.00025859i,-0.00017778-0.00065881i,-0.00061611-1.1093e-06i,-0.00022086+0.00088381i,0.00050974+0.0012557i,0.0013421+0.0005375i,0.0016962-0.00022825i,0.0014198-0.00028407i,0.0010052-0.00033888i,6.5453e-05+0.00033454i,-9.5897e-05+0.00043222i,0.0006103+0.00012948i
0.00080522+0.00055804i,0.00044818+4.6094e-05i,0.00038258+0.00061451i,3.2469e-06+0.00099502i,-0.00040314+0.00032642i,-0.001148-0.00034188i,-0.0018587-0.00079838i,-0.0016438-0.00043161i,-0.00042295-7.2036e-05i,8.9378e-05+0.00022033i,-0.0001047-0.00065068i,4.8392e-05-0.0010439i,-0.00011534-0.00093406i,0.00016138-0.00016121i,-0.00052276+0.00039829i,-0.0010537+0.00020971i,-0.00056948+0.0002215i,-0.00022841+0.00014027i,-0.00032145+3.8139e-05i,-0.00024041+0.00058393i,-0.00044157+0.00096234i,-0.00067134+0.00081398i,-2.6841e-05+0.00060278i
-0.0015742-0.0010297i,-0.0029257-0.00124i,-0.0031643-0.0013524i,-0.0019213-0.0001109i,-0.00065591+0.00068163i,-0.00047977+0.0011277i,-0.0012354+0.00099194i,-0.00099679+0.00054234i,-9.5845e-05+0.00054263i,0.0008328+0.00042663i,0.0011958+0.00068521i,0.00090569+0.00083402i,0.00031558-5.1539e-05i,7.9696e-06-0.00042951i,-0.00018162-0.00021633i,4.6145e-05-0.00053149i,0.00049719-0.00051402i,0.00027154-0.00019552i,-0.00026863-8.7972e-05i,1.5686e-05-0.00018881i,-8.8108e-06-5.6603e-05i,0.0002713+0.00049498i,0.00065078+0.00028279i
-0.00078971-0.00050453i,-0.0021148-0.00014166i,-0.0025416+0.00041269i,-0.0013903+0.0009882i,-0.001236+0.00074849i,-0.0013334-0.00017194i,-0.0013294-0.00036363i,-0.0010154+0.00053693i,-5.1524e-07+0.00078619i,0.00040121+0.00048057i,1.5203e-05+0.00034894i,-6.2726e-06+0.0002754i,-0.00059129-0.00050766i,-0.00063735-0.0010487i,8.1815e-05-0.00012885i,4.5519e-05+0.00031223i,0.00011944+5.27e-05i,-3.3599e-05+6.7461e-05i,-0.00027201+0.00029518i,-3.1388e-05+0.00080978i,-5.5253e-05+0.00093287i,0.00020617+0.00068437i,0.00088116+0.00066256i
0.00096174-0.00046593i,0.00063896-0.0013326i,0.0001882-0.0012312i,-0.0012445-0.00064999i,-0.0017231-0.00028963i,-0.0017888-0.00038688i,-0.0011445+0.0002801i,-0.0004888+0.0011377i,0.00021352+0.00047036i,0.0005443-1.4166e-05i,-6.1622e-05+5.1852e-05i,-0.00061457+5.3696e-05i,-0.0012327-0.000102i,-0.00090709+0.00068206i,4.3045e-06+0.00079359i,0.00031148+0.00037392i,-0.00065916+0.0006916i,-0.0012642+0.00011196i,7.3512e-06-0.00014483i,0.00072533+0.00036498i,0.00076402+0.0003858i,0.00051123+0.00041599i,0.00017974+0.00016359i
-0.0013481-0.0021785i,-0.0020221-0.0027728i,-0.0026646-0.0029392i,-0.0029746-0.0016513i,-0.0020299+0.00038079i,-0.00091251+0.00077191i,-0.00052532+0.00095285i,-0.00055939+0.0013219i,-1.9136e-06+0.00077808i,0.00040734+0.00078566i,0.00024092+0.00062134i,0.00021742+0.00030089i,0.00021071+0.00054465i,-4.2398e-05+0.00093785i,-6.7204e-05+0.00067804i,-2.8267e-05+0.00018986i,-0.00083116+0.00039178i,-0.0012895+0.00031528i,-0.0003379-0.00024016i,0.0003339-0.00047034i,0.0002802-0.00023676i,0.00054975+0.00038962i,0.00042001-0.00011257i
-0.0020381-0.0013952i,-0.0024744-0.00077872i,-0.0031078-0.00030021i,-0.0021978-0.00022676i,-0.0011174+0.00011949i,-0.00067744+0.00054593i,0.00046745+0.00048154i,0.0010043+3.5916e-05i,0.00014741+0.00078666i,-0.00041862+0.0015299i,-0.00017418+0.00073236i,0.00038026-8.2691e-05i,0.00097411-5.9099e-05i,0.00022529-0.0003127i,-0.00035675+5.4574e-05i,0.00025991+0.00079226i,0.00029097+0.00019667i,-3.9686e-05-0.00010342i,-0.00013506+3.0488e-05i,-0.00045427-0.00039488i,-0.0010955-0.00012446i,-0.00069357-0.00020382i,-0.00027115-0.00035661i
0.00064527-0.00073499i,0.00081335-0.00010522i,0.00073052+0.00062337i,-0.00015929+0.00071878i,-0.00072241+0.00072525i,-0.00081836+0.0002109i,-0.00093776+0.00021529i,-0.00074698+0.00052864i,-4.9029e-05+0.00021874i,-0.00040284+0.00015678i,-0.00036827+0.00076872i,0.00054059+0.00051669i,0.00048186-4.3204e-05i,0.0001846-0.00041084i,-9.2337e-05+5.9636e-05i,-0.0007042+0.00082827i,-0.00053521+0.00014838i,0.00018815-0.00065659i,0.00025308-0.00030302i,0.00024782+0.00067036i,4.9519e-05+0.00095939i,0.00012496+0.00050013i,0.00030474+0.00086898i
1.0588e-05-0.00024148i,-0.0010028+6.2809e-05i,-0.0014959+0.00016772i,-0.0012685+0.0005194i,-0.0010956-0.00053896i,-0.0018179-0.00087876i,-0.0020721+0.00097395i,-0.0010433+0.0020512i,-0.00014783+0.001182i,-0.00018603-0.00045731i,-6.2722e-05-0.0011655i,5.6577e-05-0.00044169i,0.00064959-0.0001628i,5.767e-05+0.00036544i,-0.0012686+0.0011431i,-0.00061945+0.00096034i,0.00091967+0.0001217i,0.00013138+0.00016831i,-0.001406+0.00013523i,-0.00050579+0.00029229i,0.00018239+0.00039464i,-8.308e-05+0.00034342i,0.00033921+0.00036868i
0.00013547-0.00043555i,-0.0016515-0.0011885i,-0.0010246-0.0013034i,0.0003882-0.0014083i,0.00052848-0.0018568i,-0.00037014-0.001576i,-0.00152+0.00029967i,-0.0018911+0.0011544i,-0.00084557+0.00050269i,0.00030597+0.00025297i,-0.00016978+0.00045338i,-0.00022538+0.00081853i,-0.00024439+0.0011015i,-0.0011861+0.00093767i,-0.0013731+0.0001207i,-0.0008447-3.1749e-06i,-0.00033357+0.00029381i,-0.00031937+6.2368e-05i,4.1808e-05-0.00033614i,0.00036153-0.00047756i,1.0073e-05+5.3303e-05i,2.7683e-05+0.00023301i,0.0006076-0.00033882i
0.0022257-0.0014305i,0.0010566-0.0027046i,-0.00024611-0.0026516i,-0.0010811-0.0015504i,-0.0012143-0.001779i,-0.0017643-0.0015426i,-0.00231-0.00025482i,-0.0019039+0.00057787i,-0.00084162+0.00062794i,-7.3461e-05+0.0006048i,-0.00045187+0.00053736i,-0.00013586+0.00093977i,0.00029052+0.0017448i,-0.00048108+0.0017478i,-0.0017831+0.0012392i,-0.0014948+0.00083723i,-0.00058695+0.00076765i,5.1939e-05+0.0011844i,0.00057067+0.00083981i,0.00060974+0.00053615i,0.00012239+0.0006311i,-2.5263e-05+0.00044281i,-0.00042058+0.00067675i
