0.00035059-0.0005771i,0.0012341-0.0021122i,0.00062504-0.0043699i,-0.000835-0.0037004i,-0.0022367-0.0017367i,-0.0030589+0.001291i,-0.0016322+0.0024652i,-8.1035e-05+0.0017206i,0.00048413+0.0014362i,0.00056295+0.00088689i,0.00065604+5.4478e-05i,0.00046292-0.00021453i,-0.00054991+8.5383e-05i,-0.000942+5.4227e-05i,-0.00024902-0.00022114i,-0.00022142+0.00039823i,-0.00047033+0.00057708i,-0.00033984-0.00056349i,0.00013851-0.0005048i,-0.00018701+0.00072246i,-0.00063394+0.0009291i,-0.00048462+5.275e-05i,-0.00064084-0.00010307i
0.0024956-0.0010306i,0.0029541-0.001222i,0.00085076-0.0023574i,-0.00081099-0.0026873i,-0.00076556-0.0021056i,-0.0001209-0.0012375i,0.00041186-0.00010791i,0.0001586+0.00042829i,-0.00019338+0.00054072i,-0.00053154+0.00029292i,-0.00068606-0.00021603i,-0.00012702+0.00061297i,0.0008648+0.00053367i,0.00090731-0.00047914i,0.00043431-0.00038705i,0.00017796-9.2429e-05i,-0.00013931-0.00032088i,-0.00039746-0.00021792i,0.00037805+0.00013323i,0.00075202+0.00073401i,0.00033215+0.00074634i,0.00062381+0.00053843i,0.00074414+0.00070932i
0.0017021-9.093e-05i,0.0026979+0.00026722i,0.0023341-0.00049313i,0.00064969-0.00058332i,-0.0007189-0.00053138i,-0.0011064-0.00032625i,-0.0011528-0.00033909i,-0.00078194-0.0007029i,0.00032844-0.00027062i,0.00064874+0.00037445i,-3.2006e-05+1.7716e-05i,-0.00081426-0.0004452i,-0.00076634-8.3265e-05i,-0.00041818+0.00048943i,-0.00035316+0.00072488i,-0.00021426+0.00060386i,-0.0002442+0.00024685i,-0.00021589-0.00023933i,-0.00043851-4.737e-05i,-0.00031675+0.00067399i,5.0674e-05+0.00088735i,9.3165e-05+0.0003189i,-0.00038116-0.00064843i
-0.0014279+0.00066704i,-0.0014173+0.0007414i,-0.001111+0.00045037i,-0.00092024+0.00023717i,-0.0012132-0.00058293i,-0.0012491-0.00088582i,-0.0005047+5.7333e-05i,-0.00032829+0.00011616i,-4.1393e-05+8.7411e-05i,4.9383e-05+0.00036052i,3.7758e-05+0.00028816i,-5.0898e-05+0.00069308i,1.648e-05+0.00071891i,0.00037608-0.00041843i,0.00043117-0.0016721i,0.00053659-0.0015804i,0.00055944-0.00016405i,0.00010808+0.00028161i,-0.00036621+0.0006517i,-0.00073069+0.00095418i,-0.00065473+0.00048536i,-0.00033275-0.00016722i,-5.6145e-05-0.0005986i
-0.00083676+0.0010719i,-0.0008751+0.00016204i,0.0016554-0.00045255i,0.0022161-0.0020756i,0.00046028-0.0025882i,5.399e-05-0.0009018i,-8.105e-05+0.0004975i,0.00020957+0.00057001i,0.0013205-0.00013193i,0.0016193-0.00083235i,0.0010599-0.00073656i,0.00031116+0.00015482i,7.7233e-05+0.00089997i,0.00015457+0.0008179i,-0.00011258+0.00088068i,4.5723e-05+0.0016009i,0.00026909+0.00075637i,-0.00033266-0.0002397i,-0.00052623-0.00024699i,-9.8955e-05-0.00029515i,-5.6198e-05-6.8296e-05i,-0.00034042+3.6778e-05i,-0.00026758-0.00038407i
0.0020678-0.00075171i,0.002341-0.00083144i,0.0011053-0.00064289i,0.00039432-0.00059951i,-0.0005446-0.001019i,-0.0010467+0.00023668i,-0.00089098+0.0011361i,0.00029397+0.00051786i,0.00083939+0.00040131i,0.00047311-0.00013863i,-1.0152e-05-0.00071898i,-3.4505e-06-0.00078646i,0.00031234-0.00041931i,0.00013835-0.00035951i,-0.00068735-0.00040133i,-0.00074764-3.2062e-05i,-0.00019341+6.0888e-05i,0.00044696+0.00010683i,0.0012027+0.00072583i,0.00095449+0.00081894i,0.00046031+0.00036669i,0.00032096+0.00038273i,0.0003078+0.00034032i
-0.001069+0.0021418i,-0.00069872+0.0021422i,0.00054186+0.00077811i,0.00083034+5.348e-05i,0.00049796-0.00012105i,0.00040386+0.00041497i,-3.4877e-05+0.00094125i,6.4721e-05+0.0012537i,0.00017557+0.00086553i,-0.00053804+0.00048603i,-0.00093201+0.00058804i,-0.00078516+0.00098221i,-0.00076711+8.2797e-05i,-0.0009492-0.00073445i,-0.00043934-0.00017885i,-0.00046242+0.00048831i,-0.00097121-8.1889e-05i,-0.00043737-0.00053505i,2.7765e-05-0.00058206i,-0.0001367-0.0008797i,0.00013464-0.0012166i,0.00036836-0.00092151i,0.00021385+0.00050774i
-0.0022071-0.0021188i,-0.0023758-0.0018156i,-0.0014306-0.0017254i,-0.00096162-0.0013371i,-0.0015564-0.0012511i,-0.0010987-0.0005109i,-0.00052609+0.00010906i,-0.00063146-3.1879e-05i,-8.0926e-06-9.7669e-05i,0.00047653-0.00053816i,-0.00053761-0.00039527i,-0.0011055-0.00015187i,-3.5478e-05-5.7485e-05i,0.00089907+0.00033033i,-0.00018619+0.00017633i,-0.00031398+5.2903e-05i,0.00047492+0.00062855i,0.00031562+0.00027573i,0.00039811-0.00035024i,0.00043034-0.00025569i,0.00032909-0.00019553i,0.00032595-0.00044389i,0.00035987-0.0002315i
0.0020184+0.0011475i,0.0025083+0.00037186i,0.0021961-0.0021726i,0.0011037-0.0028742i,-0.00033248-0.0019609i,-0.0016192-0.0014354i,-0.0013637-0.00045432i,5.2318e-05+0.0004528i,0.00047532+0.00027122i,0.00018256-0.00043118i,-0.00011301-0.0001692i,-0.00040428+4.6994e-06i,-0.00013564-0.00052312i,-0.00045869+0.00022237i,-0.00057446+0.00074164i,-0.00027207+0.00046986i,-4.7906e-05-0.00028664i,0.00073067-0.00055263i,0.001066+5.9173e-05i,7.2016e-05+3.744e-05i,-0.00025907-0.0010185i,0.0002878-0.00070601i,-0.00010032+0.00025101i
-0.00018042+0.00019911i,-0.0003909-0.00057367i,-0.0004943-0.0015375i,-0.0011098-0.0014356i,-0.0013657-0.0015859i,-0.00083405-0.0020469i,3.4243e-05-0.0012328i,0.00064688+5.5634e-05i,0.00095165+0.00013279i,0.00086873+8.4051e-05i,-3.416e-05+0.00036149i,-0.00078061+0.00030157i,-6.454e-05-0.00030693i,0.00016845-0.00079231i,0.00058885-0.00073822i,0.00090185-0.00026242i,9.3873e-05+0.00028372i,-0.00043036+0.0004938i,-0.00036108+0.00019685i,-0.00014275-0.00014634i,0.00041495-0.00052387i,0.00092907-0.0009172i,0.00050777-0.00080581i
0.00040483+0.0025635i,0.0005194+0.0020673i,0.0018046+0.00064381i,0.0023211-0.00012218i,0.00092268-0.0015346i,-0.00041216-0.0020358i,-0.00055291-0.00086967i,-0.00026576-7.7476e-05i,0.00016986-8.6004e-05i,0.00077196+0.0001584i,0.00070757+0.00017613i,0.00026295+8.7942e-05i,0.0002024+8.2927e-05i,-6.8834e-05-8.8207e-05i,-0.00056994-0.00038674i,-0.00026881-0.00057574i,-0.00034662-0.00023191i,-0.00027056-0.00031835i,2.2193e-05-0.0006531i,-1.3396e-05+0.00041056i,3.241e-05+0.0012171i,0.00045737+0.00047483i,0.00042225-0.00023896i
-0.0011359+0.0016701i,-0.00049246+0.00089444i,7.4254e-05-0.00064317i,0.00080988-0.0015816i,0.0008675-0.0013527i,6.7495e-05-0.0010235i,-0.00023558-0.00078839i,-0.00063576-0.00066412i,-0.00047684-0.00014418i,0.00055449-0.00014689i,0.00085589+0.0001176i,0.00090412+0.00091994i,0.00041567+0.00077317i,-0.00032219-0.00021285i,0.00010758-0.00096008i,0.0005348-0.00087359i,0.00043649-0.00011144i,0.00092447+0.0010094i,0.00046263+0.0012171i,0.00015983+0.00030748i,0.00095412-0.000377i,0.0011212-0.00032787i,0.00060193-0.00013496i
0.0013204-0.0019092i,0.0015845-0.0015459i,0.00092314-0.0012131i,-0.00051929-0.0014115i,-0.0012378-0.0010782i,-0.00060359-0.00070148i,0.00010353-0.00073858i,0.00033355+0.00022427i,0.0003716+0.00056851i,-0.00011432+0.00088028i,-8.5402e-05+0.00074259i,0.00014089+0.00014378i,-5.1463e-05-0.00024907i,-0.00019628-0.00056754i,0.00029237-0.00058119i,0.00029667-0.00041213i,0.00060667-0.0004496i,0.0012205-0.00036133i,0.0010863+0.00029505i,9.9046e-05-4.4521e-05i,-0.0011663-0.00058968i,-0.0015146-2.7403e-05i,-0.00035892-7.5511e-05i
-0.00037554+0.0021465i,-0.00022496+0.002142i,0.00072908+0.0011584i,0.00078137-0.0011745i,0.00039974-0.0018853i,0.00017654-0.00080058i,0.00027641+1.3017e-06i,0.00046279-0.00029669i,-0.00017392-0.00056998i,7.237e-05-3.3349e-05i,0.00032146+0.00052373i,0.00010022+0.00087152i,-0.00061448+0.0010245i,-0.001293+0.00026108i,-0.0011534-0.0003373i,-0.00042623+0.00027734i,-0.00020209+0.00060345i,-0.00014698+0.00067906i,0.00045824+0.00021027i,-0.00013233-0.00024881i,-0.00044182+0.00040665i,0.00024676+0.00044418i,5.4603e-05-0.00045251i
-0.00068718-0.00058045i,-0.0009198+0.00021062i,0.00050652-0.00049271i,0.0011674-0.0022178i,0.00062112-0.0024018i,-0.00015285-0.00078487i,-0.00062922+0.00037751i,-0.00036064+0.00089013i,0.00071386+0.00067983i,0.0013292-0.00017401i,0.0015442-0.00010127i,0.00094026+0.00059045i,-7.6715e-05+0.0007664i,-1.5076e-05+0.00058667i,0.0011127+0.00045285i,0.0013011+0.00072739i,0.00067681+0.00092295i,0.00049738+0.00056642i,0.00074501-0.00018968i,0.00067842-0.00044657i,0.00033416-5.784e-05i,-7.8415e-05-0.00016181i,-0.00052666-0.00031514i
0.00024441-0.00085446i,-0.00062956-0.0011583i,0.00021339-0.00066687i,0.00040441-0.00042022i,0.00063809-0.00079273i,0.00046599-0.00015479i,0.00022316+0.001336i,0.00039165+0.0012347i,0.00030104+0.00042328i,0.00068127+0.00099661i,0.00050366+0.0012791i,-0.00034618+0.0011243i,-0.0003888+0.00028206i,5.6088e-05-0.00039524i,-8.3898e-05-0.00060917i,5.6954e-05-0.00047374i,0.00020058-0.00011579i,-0.00070729+0.00019204i,-0.0011149-7.4553e-05i,0.00011214-0.00083019i,0.00092958-0.00078039i,0.00085401-0.00029508i,0.0012348+0.00036299i
-0.0006015+0.0014463i,0.0002435+3.2178e-05i,0.00066899-0.00089051i,0.00058584-0.0018097i,0.00039904-0.0018769i,-0.00033356-0.00087106i,0.0001473+0.00047682i,0.00056657+0.00069803i,0.00021399+0.00062071i,0.00090658+0.00088727i,0.0012545+1.206e-05i,0.0013537-0.00056797i,0.0013927+0.00017014i,0.0006303+0.00038573i,0.00032564+8.2452e-05i,0.00049666-9.2444e-05i,0.00018242-7.6291e-05i,-5.7867e-05-0.00032782i,0.00063756-0.0002075i,0.00023299+0.00030618i,-0.00031144-0.00028547i,0.00030447-0.0006642i,0.00035243-0.00049657i
-0.00044269+0.00078067i,-0.00058719+0.00065267i,-0.0014848+0.00023671i,-0.0019193-0.00047775i,-0.0018944-0.0012209i,-0.00074475-0.00094629i,-0.00023214-5.6625e-05i,-0.00038942+0.00068962i,-0.00023365+0.00074956i,-0.00046838+0.00010323i,-0.0006517-0.00026456i,-0.0001324+0.00024887i,0.00066062+0.000515i,0.00066418+1.2595e-05i,-0.0001621-0.00028586i,-0.00069831-5.5104e-05i,-0.00077731+0.0001997i,6.6364e-05+0.00032148i,-1.5433e-06+0.00090242i,-0.00030421+0.0010302i,0.00059574+0.00013855i,0.00043334-0.0006303i,-0.00019543-0.00095236i
0.0013705-0.00059829i,0.0026534-0.0015837i,0.0023689-0.0012454i,0.00078199-0.0015788i,-0.0012343-0.0017639i,-0.0014209-0.00049338i,-0.00064574+0.0011484i,-0.00025473+0.001541i,-0.00020283+0.00094943i,0.00049856+0.00085586i,0.00024981+0.00056648i,-0.00053724-0.00037556i,-5.615e-05-0.00058521i,0.00093867-0.00021147i,0.0006954+2.8335e-05i,1.4896e-05-0.00024474i,-1.4586e-05-0.00027982i,0.00013426-0.00022898i,0.00047783+0.00026148i,-0.00024282+0.00033722i,-0.00027258+0.00043857i,-0.00013819+0.00040604i,-0.00047372-0.00015533i
-0.0016259+0.00013707i,-0.0015631-0.0013882i,-0.0010791-0.0028545i,-0.00076322-0.0023473i,-0.00035621-0.0013211i,-0.00064831-0.00048102i,-0.0005565+0.00088367i,-0.00035747+0.0013834i,0.00017302+0.00085078i,0.00096634+9.2997e-06i,0.00053485-0.00057895i,0.00020217-0.00038872i,0.0004382-2.4699e-07i,0.00038108+9.998e-05i,0.00026931+0.00050142i,-0.0003933+9.1911e-05i,-0.00041457-0.0010574i,0.00087074-0.00095115i,0.00091246+0.00043285i,0.00016687+0.00065923i,0.00066698+0.00047052i,0.00078873+0.00044145i,0.00070775+0.00013207i
0.00032031+0.00032125i,0.00072209+0.00047139i,0.0015496+0.00075231i,0.00081974-0.00049622i,-0.00036873-0.0018493i,-0.00015713-0.0016659i,3.0134e-05-0.00035323i,-0.00030664+0.00021768i,0.0005199+0.00033638i,0.0010283+0.00026373i,0.00014432+0.00023546i,-0.00014482-0.00029105i,0.00042065+0.0003789i,0.00030575+0.00093543i,0.00041479-0.00021417i,0.00025349-0.0003372i,-0.00055456+0.00098591i,-0.00080146+0.0012997i,-0.00052196+0.00022471i,0.00046255-0.00063786i,0.00081706-0.00024599i,3.2179e-05+0.00025452i,-0.00030883+4.8005e-05i
0.00090346-0.00046847i,0.000124+0.00027161i,-0.00028565-0.00080141i,-0.00042906-0.0024163i,-2.5896e-05-0.001987i,-0.00026985-0.00074858i,-0.00059104+0.00018177i,-0.00030463+0.00024264i,-0.00022533-8.7145e-05i,0.00028382-0.00034223i,0.00042972-0.00015673i,0.00032782-0.00016838i,0.000866-7.0425e-05i,0.00044908+0.00062813i,-6.4656e-05+0.00016036i,-6.7701e-05-0.00049235i,-0.00062214-2.2754e-05i,-0.0012414+0.00030772i,-0.0017219+0.00041472i,-0.0018168+3.8364e-06i,-0.00063632-0.00017429i,0.00084047-7.9023e-05i,0.00045726-0.00030021i
-0.00054734-0.00039922i,-0.00025151+0.00023355i,8.1628e-05+0.00017519i,0.00036596-0.0011724i,1.8409e-05-0.0018463i,-0.0010305-0.0003683i,-0.0012037+0.0010594i,-0.00048561+0.0011043i,-0.00014014+0.00072986i,0.00036385+4.4914e-05i,0.00053473-0.00030854i,0.00039528+5.8034e-05i,0.00077557+0.00080823i,0.00081285+0.0010912i,0.00014646+0.00031953i,-0.00033829+0.00038399i,-0.00037748+0.00069174i,-0.00053633-0.00019258i,8.1186e-05-0.00038604i,0.00035511+0.00039899i,-0.00018032+0.00056922i,-0.00050306+0.0005241i,-0.00046195-2.1627e-05i
-0.0013782-0.0026159i,-0.0014572-0.0014987i,-0.0023022-0.0011568i,-0.002044-0.0017642i,-0.0018553-0.00095571i,-0.0016048+0.00054821i,-0.0011297+0.00082906i,-0.00021562+0.00088685i,0.00030165+0.00061156i,0.00024096+0.0005224i,0.00035244+0.00030074i,0.00082423+0.00036288i,0.00063363+0.00068559i,0.00045346+2.3071e-05i,7.8267e-05-0.00042531i,-0.00041943-0.00028734i,-0.00078264-0.00010155i,-5.7646e-05+3.5511e-05i,0.00069542+3.8263e-05i,0.00056611+0.00026899i,0.00047319+0.00075898i,3.4353e-05+0.00082471i,-0.00034148+0.00043964i
0.0031618+0.00091138i,0.0035425-0.0005839i,0.0034413-0.0022489i,0.0018899-0.0021348i,0.00056244-0.0014825i,-0.00033295-0.00093342i,-0.00092377+0.00026461i,-0.0010383+0.001187i,-0.00045658+0.0013834i,0.00058508+0.00078862i,0.00060658-0.00018534i,-0.00010359-0.00013799i,0.00025652-0.00033609i,0.00023644-0.00080789i,-0.00027571-0.00063156i,0.00015207-3.5247e-05i,3.8031e-06+1.7124e-05i,-0.0001782+0.0001244i,-0.00057852+0.00042776i,-0.0009862-4.9338e-05i,-0.00026089-0.00012224i,0.00038451+0.00016886i,0.00032689+0.00040473i
-0.00050908+0.0013924i,0.00022846+0.00069118i,0.0013048+0.0005021i,0.0010844-0.001067i,8.2093e-06-0.0029616i,-0.00095664-0.0026499i,-0.0005171-0.00060827i,0.00013418+0.00015415i,6.6962e-05+0.0001747i,0.00036186+0.00057417i,-5.3837e-05+0.00021672i,-0.00066268+9.6414e-05i,4.4899e-05+5.2325e-05i,0.00039463-0.00024561i,0.00065999-0.00030969i,0.00060306+5.9425e-05i,5.1326e-05+0.00028726i,-0.00043251-8.5286e-05i,-0.00023949-0.00028549i,0.0003648-0.0010942i,0.00054845-0.0010631i,0.00026494-0.00016383i,-4.021e-05+2.4387e-05i
0.0029584+0.00036908i,0.002982-0.00060496i,0.0031833-0.0014897i,0.001459-0.0020936i,-0.00027259-0.0018885i,-0.00099633-0.00049522i,-0.0015605+0.0007776i,-0.0002341+0.0010107i,0.0017263+0.00040949i,0.0017524-0.00043066i,0.0013828+0.0001724i,0.00012527+0.0010095i,-0.0009246+0.0011567i,-0.00051639+0.001633i,-0.00016091+0.0013534i,-0.00010529+0.00085245i,-0.00011825+0.0010279i,-0.00055281+0.00053635i,-0.00068669-0.00053505i,-0.00018331-0.00060573i,-5.7172e-05+2.2546e-05i,-0.00035141+0.00024592i,3.7035e-05+0.00054102i
0.0007893+0.0020526i,0.00078303+0.0025412i,-0.00012149+0.0021726i,-0.00051389+0.00043058i,-0.00044799-0.00043593i,-0.00052331-8.2644e-05i,-0.00045765+0.00014147i,1.4848e-05-0.00036813i,0.00048528-7.3037e-05i,0.0011102+0.00037817i,0.0010057+0.00023806i,1.8786e-05+0.0011347i,-0.00076098+0.0019358i,-0.00070218+0.0011263i,-0.00030502+0.00034017i,-0.00044567+0.00028574i,-0.00036101+0.00023022i,-0.00052517+0.00051772i,-0.00012924+1.552e-05i,0.0012277-0.00044704i,0.0011869-0.00031598i,0.00011748-0.00041471i,-0.00031603+0.00020368i
-0.0017797-0.00036554i,-0.0011168-0.001808i,-0.00019703-0.002672i,1.7747e-05-0.0026023i,-0.0002481-0.0023869i,-0.00039835-0.0014286i,0.0002271-0.00014142i,0.00032549+0.00023544i,-0.00027791-0.00032412i,-0.0002258-0.0010984i,0.00071836-0.0008643i,0.00085347-0.00033465i,-0.00052898-7.5665e-05i,-0.0015111+3.2906e-05i,-0.00082512+0.00037731i,0.00039729+0.00052863i,0.00066158+1.4271e-05i,0.00066154-0.0003741i,7.9808e-05-0.0010305i,-0.00023733-0.0013857i,0.00024123-0.00088269i,0.00030799-0.00053622i,-3.04e-05+0.00023208i
0.0011777-0.0013572i,-0.00036721-0.00018954i,-0.0015169+0.00061817i,-0.0010211+0.00040133i,0.00031095-0.00089647i,0.00047193-0.0014679i,-0.00097505-0.0011008i,-0.0014116-0.00070727i,-0.00058349-7.4486e-05i,-0.00023128+0.00016114i,0.00032319+0.0002705i,0.00061396+0.00051566i,0.00012319+0.00027045i,0.00036872+2.8303e-05i,0.00029553+0.00026398i,-0.00020732+0.00067325i,-9.1911e-05+3.7748e-05i,5.2035e-05-0.00046397i,-0.00034731-0.00012798i,-0.0001113-0.00053167i,0.00075467-0.00067838i,0.000973+0.00015332i,0.0011027+9.1903e-05i
-0.0014396+0.0011292i,-0.00096767+0.0012696i,-0.00015023+0.0016621i,0.00013982+0.00022788i,-0.00019016-0.00063848i,0.00022208-0.0006674i,0.00058947-0.00016976i,0.00057537+0.00057763i,0.00040554+0.0011485i,-0.00060991+0.00064969i,-0.00097039-0.00024274i,-0.00074259-0.0002212i,-0.00023781+0.00016794i,-0.00017315+0.00055663i,-0.00077652+0.0006311i,-0.00067687+0.00041194i,6.0619e-05+5.13e-05i,0.00067082+3.1663e-05i,0.00049139+0.00011647i,-0.00032647-0.00010899i,-0.00046622-9.0841e-05i,-0.00028067-0.0006819i,0.00024974-0.00050358i
7.6565e-05-0.0021695i,0.00096877-0.0018228i,0.00073029-0.0017681i,-0.00068709-0.0021847i,-0.00081982-0.0016968i,3.0754e-05-0.00013735i,5.1553e-05+0.00074667i,-3.2331e-05+0.00065719i,0.00035818-4.004e-05i,0.00092757-0.00026189i,0.00095751-0.00044449i,0.00019253-0.00036129i,5.1132e-05+0.00051984i,0.00042975+0.0013397i,-2.6627e-05+0.00091554i,-0.00097661-0.00032228i,-0.0011481-0.00074164i,-0.00079303-0.00013594i,-0.00034662-0.0004974i,0.00042242-0.0007018i,0.00069532+7.5293e-05i,0.00040516+0.0006088i,0.0001936-0.00011383i
0.0010181-0.0018356i,0.00017463-0.0014274i,-0.00035389-0.00097292i,-0.00016251-0.0012557i,-0.00046081-0.0015139i,-0.00045915-0.00070537i,-0.00042839-0.00013455i,6.9187e-05+0.00040819i,0.00012634+0.0010153i,-0.00038862+0.0011797i,-0.0003735+0.00055467i,-0.00046099-0.00036828i,-9.9174e-06-0.00035777i,0.0010008+0.00014407i,0.0005992+0.00019345i,-8.549e-05+6.043e-05i,-0.00028855+0.00029464i,-0.00064095+0.00072806i,-0.00073004+0.00036646i,-0.00044201-0.00023636i,-0.00039582-0.00035869i,0.00010051+3.1606e-05i,0.00074403+0.00070447i
0.00197+0.003034i,0.0024348+0.0025605i,0.0022893+0.0014542i,0.0014916-0.00022142i,-0.00010619-0.0021551i,-0.0014964-0.0015418i,-0.00099892+0.0007991i,0.00011027+0.0016095i,0.00010065+0.00082562i,0.00045877-8.2163e-05i,0.00093297-7.2052e-05i,-7.1988e-05+0.00054911i,-0.00056383+0.00051611i,-0.00018821+0.00031987i,0.00040653+0.0003454i,0.00043331-0.00023097i,0.00026701-0.00046699i,0.00024162+2.0105e-05i,-4.7507e-05+5.2249e-05i,-9.5099e-05-0.00067458i,0.00019514-0.0006067i,7.1362e-05+0.00012093i,-0.00017533+0.00051289i
-0.001183+0.0010163i,-0.0004296+0.0008849i,0.0010849+0.00021204i,0.00129-0.0010403i,-0.00036307-0.0016273i,-0.00076171-0.0013142i,-0.00024991-0.00013965i,8.2119e-05+0.00024832i,0.00048942-0.00033896i,0.00054795+0.0001969i,0.00040942+0.00035679i,-1.3525e-05+0.00024875i,-0.00079112+0.00064348i,-0.00083-0.00024873i,-0.00061371-0.00082546i,-0.00026197-0.00028736i,-0.00039156-1.2071e-05i,-0.0003732+0.00030102i,-4.1018e-05+0.00013243i,-0.00063672-0.00046871i,-0.00096634-0.00031954i,-0.00029845+0.00037218i,0.00064386+0.00077426i
0.00019957-0.0007266i,1.2852e-05-0.0015037i,-0.00037128-0.0020846i,-0.00069608-0.0016073i,-0.0014188-0.0011215i,-0.0012488+2.0704e-05i,-0.0010916+0.0011659i,-0.0013739+0.00026631i,-0.0009023-0.00041972i,-0.00032995-0.00049851i,-0.00024826-3.8841e-05i,-0.00025499+0.00044004i,0.0002774+2.8749e-05i,-3.2429e-05-0.00017137i,0.0001507-0.00022097i,0.00047421-0.00033139i,0.00013384-0.00046914i,-0.00010572-0.00053337i,0.00026112+0.00012645i,0.00016501+0.00021874i,-0.00010857+5.3426e-05i,-0.00032195+0.00042108i,-0.00061211+0.00043346i
0.00042829+0.001666i,0.0010458+0.00080039i,0.0011269-0.00024241i,0.00088429-0.0014193i,0.00035952-0.0020933i,0.00025186-0.0017332i,0.00024823-0.00086146i,-0.0001152-0.00046725i,-0.00037241-0.00032561i,3.1571e-05+0.00027968i,0.00079198+0.00064849i,0.00022173+0.00085784i,-0.00062562+0.00048725i,-0.00096531+4.6979e-05i,-0.0011365-0.00015923i,-0.000424-0.00023831i,0.00030544-0.0002746i,0.00061403-0.00056388i,0.00039498-0.00090726i,-0.00054109-0.00046554i,-0.00088703-0.00030311i,-0.0007549-0.00023339i,-0.00083381+0.00030103i
-0.001698+0.00052952i,-0.00063061+0.00021166i,-4.1868e-05-0.00024468i,0.00025428-0.00091113i,0.00028847-0.0012517i,-2.7996e-05-0.00061044i,-5.9805e-05+0.00076027i,0.00014382+0.0015055i,0.00023629+0.0011766i,0.00036244+0.0004478i,0.000204+0.00057197i,-0.00043229+6.4026e-05i,-0.0006822-0.000861i,-0.000513-0.00058602i,-0.00068108-8.7152e-05i,-0.0006843-8.3029e-05i,-0.00015567+0.000429i,-0.00059204+0.0006469i,-0.00073334-0.00022197i,0.00043441-0.00046216i,0.00054112+0.00051541i,-0.00054111+0.00068017i,-0.00037997-3.9144e-05i
-0.0027195-9.641e-05i,-0.0028399+0.00045592i,-0.002666+0.0013251i,-0.00079486+0.0010606i,0.00046289+0.0005854i,1.2508e-05+0.00024952i,-0.00054105+0.00024823i,-0.00062007+0.00020225i,-0.00038434+0.00081602i,-0.00015248+0.00074462i,-0.00030112-0.00016066i,-0.00099581-0.00061658i,-0.00084449-0.00053289i,8.686e-05-0.00093122i,0.00057666-0.0011964i,0.00076226-0.00018855i,0.00083434+0.00026895i,0.00054608+0.00062825i,-0.00010683+0.00063799i,-0.00057418+0.0001084i,-4.1009e-05-0.00025875i,0.00065773-0.0003637i,0.00069179-0.0010909i
0.00096581-0.00046737i,0.00045499-0.00076495i,3.4795e-05-0.0020775i,-0.00084306-0.0027712i,-0.00099651-0.0022238i,-0.00093582-0.0014392i,-0.00054014-0.00043963i,-0.00043201+0.00071574i,-0.0008975+0.0010098i,-0.00071429+0.00087663i,-0.00094371+0.00042783i,-0.00076021+0.00013008i,-0.00018737+2.6605e-05i,0.00027332-6.7462e-05i,0.00088572-0.0006369i,0.00086314-0.00066442i,0.00068488+0.00020317i,0.00015674+0.0003112i,-0.0002558+0.00015735i,0.00032079-1.4157e-06i,0.00090401+0.00012917i,-2.9769e-05+1.2431e-06i,-0.00071543-0.00051409i
0.00053212+0.0032716i,0.00077736+0.0024888i,0.0017878+0.00072517i,0.0018402-0.00063342i,0.00078658-0.0019204i,-0.00081168-0.0017562i,-0.0013581-0.00070165i,4.0651e-05-7.9806e-05i,0.0013398+0.00038275i,0.0015915+0.00026188i,0.00050663-0.0004833i,-0.00015325-0.000424i,0.00041244+0.00021796i,0.0006646+0.00017189i,0.00038444-8.3922e-05i,4.7052e-05-0.0001512i,-0.0001182-0.0001723i,-0.00041037+0.00035663i,-0.00070026+0.00059108i,-0.00094232+2.7248e-05i,-0.001395+0.00035555i,-0.00084463+0.0001686i,0.00029952+3.9581e-05i
-0.001219-0.0026066i,-0.00061459-0.0019152i,-0.00057548-0.0011154i,-0.00040772-0.0014558i,-0.00061246-0.0014858i,-0.001184-0.00080441i,-0.0016419+0.00027583i,-0.0011568+0.0011367i,-0.00034562+0.0015256i,0.00022777+0.001175i,0.00037482+0.00029236i,-3.7213e-06-0.0006603i,-0.00040405-0.00051174i,-0.00061459+0.00066289i,-0.00086089+0.00069544i,-0.00078197-0.00037371i,9.8144e-06-0.00022895i,0.0006175+0.00051358i,0.00075997+0.00058673i,0.00062212+2.0005e-05i,-0.00028563+0.00017071i,-0.00040261+0.00021946i,8.9102e-05+0.00048343i
0.0016696-0.0020732i,0.001742-0.0016976i,0.0003153-0.0027472i,-0.00050103-0.0027935i,-0.00057269-0.0014852i,-2.3059e-05-5.8773e-05i,0.00083278+0.0012394i,-8.1848e-05+0.0012798i,-0.00085188+0.00064176i,-0.00065933+0.0002043i,-0.0004606-0.00015938i,0.0004602-0.00016535i,0.00078813+0.00033472i,0.00020861+0.00080243i,-7.292e-05+0.00041581i,-0.00044662-0.00049812i,-0.0005548-0.00067017i,5.4511e-05-0.00032581i,0.00020521-0.00042636i,0.00017283-0.00097037i,0.00023613-0.00068324i,1.6615e-05+0.00037456i,0.00024265+0.0010954i
