-0.00073381+0.00075874i,5.4744e-06-0.00069627i,-0.00048881-0.00040435i,-0.000368+5.3757e-05i,-0.00027751+0.0011865i,-0.00051336+0.00075009i,-0.0012964-0.00025117i,-0.00088731+0.00043939i,0.00045891+0.0009142i,0.0012475+0.00067201i,0.00060015+0.00018739i,0.00043557-0.0012459i,0.00042592-0.0016063i,-0.00027241-0.00096135i,-2.508e-05+4.5571e-05i,0.00096462+0.0007075i,0.0012186+0.00019751i,0.00097773-0.00031653i,0.00073834-0.0003915i,0.0002099-2.8111e-05i,-0.00023308-0.00013336i,0.00014424-0.00040007i,0.0011887-9.1646e-05i
-0.0011466-0.0011813i,-0.00034669+0.0002824i,-0.0015205+0.0014194i,-0.0014941+0.00095292i,-9.6036e-05+0.00062018i,0.00051162+0.00014061i,-0.00023461-0.00057594i,-0.0012467-0.00050635i,-0.0016973-0.00022689i,-0.00061964+0.00059625i,0.0006322+0.00064321i,0.00090022-8.0878e-05i,0.00029953-0.00091907i,-0.00016949-0.00057279i,-0.00073008+0.00017483i,-0.00049122+0.00044188i,-3.711e-05+0.00010449i,0.00025174-0.0006099i,0.00019468-0.0008404i,-3.6659e-05-0.00012146i,-0.00057141+0.00077088i,-0.0010186+0.00014774i,-0.00068704-0.00038243i
-0.001468+0.00092317i,-0.0023262-0.00019148i,-0.0015642-0.00011066i,0.00064891+0.00083281i,0.00035627+0.00026703i,-0.00065502-0.0020714i,-0.0012961-0.00355i,-0.0019235-0.0021807i,-0.0016615+0.00023886i,-0.00086071+0.0010901i,-0.00098344-0.00010919i,-0.0012683-0.00068508i,-0.0011254-0.0004866i,-0.001536-0.00010579i,-0.00070645+0.00044986i,-0.00047316+0.00071011i,-0.0015443-0.00019671i,-0.0011633-0.0012426i,-0.00017198-0.0012858i,0.00017806-0.00056651i,-0.00010993+0.00050835i,-9.8601e-05+0.00090359i,0.00025655+3.5032e-05i
-4.8308e-05-0.00069529i,-0.00017866-0.0013311i,-0.00069516-0.0011114i,-0.00078799+0.00060545i,-0.00069482+0.0018395i,-0.00024792-2.0126e-05i,2.9035e-08-0.0013975i,0.00030576-0.00026298i,8.1053e-05+0.0014995i,-0.00089515+0.0023711i,-0.0011484+0.0020543i,0.00030691+0.0016894i,0.00039218+0.0014839i,-0.00025045+0.0008968i,0.00031845+0.00065734i,0.00083929+8.9574e-05i,0.00073166-0.00082891i,0.00070551-0.0013055i,0.0015104-0.00042657i,0.00083717+0.00051413i,-4.6923e-06+0.00013778i,-0.00083882+0.00034137i,-0.0012999+0.00097074i
0.00066643+0.0020196i,0.00078744+0.0017278i,0.00076315+0.0012992i,0.00067637+0.00021488i,-0.0005173-0.0017004i,-0.0015374-0.0028946i,-0.0015392-0.0019343i,-0.00027153-0.00034908i,0.00020961+0.00051933i,0.00010404+0.00048078i,0.00057904+0.00043552i,0.0010584+0.0010758i,0.0008401+0.0010028i,-0.00040214+0.00042247i,-0.00053881-0.00022651i,0.00043935-0.0015277i,0.0009053-0.0012371i,0.0009157-0.00048549i,0.0008726+7.6136e-05i,0.00061199+4.5917e-05i,0.00050643-3.1967e-06i,6.1866e-05+0.00013211i,-0.00038684-9.1643e-05i
0.0014504+0.0018594i,0.0014544+0.0024787i,0.0025921+0.0013925i,0.003524-0.00060701i,0.0021308-0.002114i,-0.00032877-0.002006i,-0.0014371-0.0010348i,-0.00082891-0.00011913i,0.00099323-1.6096e-05i,0.0014966+8.1321e-05i,0.0012171+0.00091074i,0.00084175+0.00067986i,0.00020745-0.00076039i,0.0004495-0.00091362i,0.0012196-0.00033262i,0.00058121-0.0006334i,0.00027407-0.00044645i,0.00044119+0.00042407i,0.00057309+0.00066595i,0.00013707-0.00014771i,0.00010869-0.0001729i,0.00039894+0.00099773i,0.00044063+0.0010852i
0.00021843+0.001124i,-0.0012382+0.00097303i,-0.00083032+0.00090271i,-9.699e-05+0.00040305i,-8.6381e-05-0.00014123i,-0.00068602-0.00059103i,-0.0017116-0.00063194i,-0.0013556-0.00080583i,-2.5345e-05-0.00085803i,-0.00018552+0.00044703i,-0.00069753+0.0013343i,-0.00020245+0.00099285i,0.00016917+0.00019922i,-0.00012487+0.00033538i,-0.00051467-1.3425e-06i,-0.00060321-0.00048568i,-0.00083377+0.0002858i,-0.00061132+0.00058797i,0.00014556+0.00088364i,0.00095039+7.1568e-05i,0.00067679-0.00037953i,0.00020755+9.4824e-05i,0.00049655-0.00042188i
0.00043716-0.0010861i,0.00083371-0.0013627i,-0.00012567-0.00030271i,-0.0012491+0.0009555i,-0.0017151+0.0011589i,-0.0021637+0.00021267i,-0.0022442-0.00051996i,-0.0020536+0.00035842i,-0.0018926+0.0017296i,-0.0016859+0.0012038i,-0.0012751+0.00041772i,-0.00063941+0.00036638i,-0.00035739+6.7045e-05i,-0.00044182-0.0010832i,-0.00023002-0.0011867i,-0.00026705-0.00032267i,-0.00017211+0.00024488i,-2.1762e-05+0.00026612i,-0.00022524+0.00053886i,-0.00049668+0.00093899i,-0.00076502+0.00087801i,-0.00086652+0.0006761i,-0.0010357-7.5829e-05i
0.0008309-0.00029157i,0.0017233+0.00016915i,0.0015803+0.00097563i,0.00011315+0.0015468i,-0.00019342+0.0012847i,-0.0008787+8.24e-05i,-0.0015178-0.00090131i,-0.00074632-0.00032637i,8.3598e-05+0.0015223i,0.00012122+0.0018652i,-0.00071497+9.4067e-05i,0.00012892-0.00072658i,0.0012727+0.00028167i,0.001813+0.00091932i,0.001316+0.00060935i,0.0010831+0.00018527i,0.0008237+0.00077474i,0.00014141+0.0011866i,0.0011974+0.00058109i,0.0012623+0.00023587i,0.00045126+0.00046538i,0.00039626+1.7251e-05i,0.00023443+0.00047732i
-0.00054375-0.001082i,0.00024581+0.00015861i,-0.0011522+0.00028851i,-0.0016366-0.00022603i,-0.001233-0.00060847i,-0.00082833-0.00096187i,-0.00032158-0.0012908i,-0.00024901-0.00016105i,-0.00010745+0.0011023i,0.00031273+0.0014955i,0.00085091+0.0018294i,0.0013538+0.0018776i,0.0014114+0.0014765i,0.00040384+0.00075577i,-0.00092764-0.00028653i,-0.00017471-0.0010703i,0.0003843-0.00048482i,0.00023471-0.00038039i,0.00023268-0.00049126i,0.00037726-9.4234e-05i,0.00032884+6.6922e-06i,6.5327e-05-0.00030116i,-0.0001276-2.6258e-05i
-0.0006806-0.00089247i,-0.0023228-0.0005395i,-0.0029999+0.0013287i,-0.0019801+0.0021922i,-0.00043526+0.00076933i,0.00085572-0.00020381i,0.00052112-0.00096337i,4.3953e-06-0.0013317i,0.00015755-0.00070718i,0.00047467+0.00073416i,0.00076808+0.0019739i,0.0014894+0.0014514i,0.0015858-0.00014309i,0.0010668-0.00088577i,0.00031434-0.0012687i,-0.0002865-0.00067544i,-0.00024523-0.00019462i,-0.00035347+0.00012615i,-0.00028997+0.00032406i,7.556e-05+0.00025577i,0.0003443+0.00052863i,0.00048167+0.00097863i,0.00053235+0.00071326i
-0.0014524-0.0014114i,-0.0013907-0.00064269i,-0.0031461+0.00072548i,-0.0029961+0.0014769i,-0.0008591+0.001645i,-0.00048733+0.00011997i,-0.0011146-0.0021247i,-0.0013521-0.0020861i,-0.0011957-0.0006454i,-0.0014534-0.00035812i,-0.00056077-0.0007277i,0.0011255-0.00061173i,0.0011152-0.00022282i,0.00022073-0.00021807i,-0.00010333-0.00027841i,-7.8651e-05-0.00016886i,-0.00032078-0.00012958i,-2.7189e-05-0.00024118i,0.00038352+0.00030791i,2.9484e-05+0.00076487i,-0.00012993+0.000492i,0.00041543+0.00025355i,0.00042949+0.00058775i
-0.001117-0.0022235i,-0.001433-0.0025978i,-0.0020741-0.0012452i,-0.0019875+0.001659i,-0.00086937+0.0019482i,-0.00010216+2.1555e-05i,-0.00074548-0.0013424i,-0.0013081-0.00095127i,-0.0011167+0.00040549i,-0.00070028+0.00075686i,0.00035471+0.00020247i,0.00025724-0.00076573i,-0.00026782-0.0013633i,-0.00020667-0.00098901i,0.00036949-0.00085183i,0.0011487-0.00072204i,0.0007096+7.9757e-07i,0.00019279+0.00023483i,0.00051571+0.00039483i,0.00074692+0.00062268i,0.00071608+9.5369e-05i,0.00052579-0.00027132i,-0.00047629-0.0002372i
0.000554-0.00075546i,0.0011558-0.0025004i,0.001546-0.00097638i,0.00065427+0.00031922i,-0.00027027-0.00016203i,-0.0014177-0.0016468i,-0.0021512-0.0024255i,-0.0017209-0.00098355i,-0.0010228+0.00068152i,-0.0001468+0.00038565i,0.00058614+0.00051391i,0.00070596+0.0007021i,0.00049267-0.0003927i,-0.00016289-0.00044267i,-0.00082383+0.00014342i,-0.00069294-0.00060465i,0.00022442-0.0010537i,0.00060333-0.00076859i,0.00010382-0.00081408i,-0.00069712-0.00035245i,-0.00041411-0.00016509i,0.00031029-0.00030187i,-0.00017868+2.7363e-05i
0.0003943+0.00039424i,-0.00034516+0.0022154i,-0.00040826+0.0028399i,0.00029265+0.0019684i,0.00032124-0.00026244i,-3.632e-05-0.0024883i,-0.00063226-0.0026309i,-0.00096276-0.00074934i,-0.00042837+0.00067247i,-0.00019535+0.0013095i,-0.00034881+0.0014143i,-0.00063073+0.0015803i,-0.00019564+0.0012726i,0.00092552+0.00045131i,0.0014971-0.00026717i,0.0011966-0.00044376i,0.00075973-0.0004383i,0.00039917-0.00054368i,-9.6663e-05-0.00088787i,-3.9807e-05-0.00071593i,0.00032436-0.00020178i,0.0004386-0.00019173i,0.00034765+0.00025813i
0.00029682+0.0027143i,-0.0013671+0.0034756i,-0.0014337+0.0032995i,-6.7986e-05+0.0021131i,0.00045774+0.00022231i,-0.0009022-0.0017754i,-0.0015015-0.0023941i,-0.00039422-0.0011179i,0.00048279+0.0004503i,-8.2081e-05+0.00090843i,-0.00080206+0.0014318i,-0.00047782+0.0014495i,0.00085049-2.0741e-05i,0.001461-0.00052134i,0.0007619-6.71e-05i,-0.00026511-0.0005256i,0.00031406-0.00071539i,0.00079951-0.00025894i,0.00057956-0.00010527i,-1.5103e-05+0.00017343i,-0.00042324-0.00030705i,-0.00032027-0.00097924i,-0.00012556-0.00064221i
1.2257e-05-0.00013301i,0.00043199-0.002018i,0.00074853-0.0026596i,0.0009201-0.0013706i,0.00094653-0.00058328i,-0.00048668-0.0017447i,-0.0014347-0.0018855i,-0.0012005-0.00034035i,-0.0011405+0.00066511i,-0.0011037+0.00041673i,-0.000838+0.0004372i,0.00041265+0.00027749i,0.0011674-0.00071593i,0.0010946-0.00070332i,0.00069714-0.00044772i,0.00012584-0.00031123i,-0.00044196+0.00012937i,-0.00066755+0.00011771i,-0.00074795+0.0004988i,8.5444e-05+0.00072224i,0.0009251+0.00057921i,0.0007868-7.5794e-05i,0.00016507-0.00058676i
0.00090488+0.00039312i,0.0013208-1.9406e-05i,0.0013656+0.00039969i,0.00049354+0.00041605i,-0.00015173-0.00019109i,-0.0013596-0.0016947i,-0.0023982-0.0023395i,-0.0016853-0.0011979i,-0.00045266+0.00011146i,0.0011055-0.00038892i,0.0021868-0.00088713i,0.0016175-0.00060702i,0.00054941-0.00061156i,0.00017087-0.00067624i,-0.00021812+0.00013974i,-0.0010242+6.4826e-05i,-0.0013534-0.00045362i,-0.00081868-0.00048595i,-0.00048231-0.00021023i,-0.00047073-0.0001365i,-0.00049556+0.00019729i,-0.00040235+0.00033219i,-0.00029339+0.00023897i
-0.00084502+0.00062882i,0.00057514+0.0010455i,0.0010735+0.0014085i,0.00095187+0.00104i,-0.00043714-0.00034878i,-0.00090196-0.0016885i,-0.001213-0.0020279i,-0.0015294-0.0011181i,-0.00035193+5.2937e-05i,0.00063364+0.0012329i,0.00067798+0.0013982i,0.00011347+0.00023286i,-0.00080028-5.5836e-05i,-0.0010912-0.00013384i,-0.00066947+7.2492e-05i,-0.00020925-0.00018655i,-8.9909e-06-0.00028271i,0.00010173+0.00040999i,0.00030036+0.00076529i,0.00064996+0.00092148i,0.0010064+0.00088369i,0.00015194+0.00040225i,-0.00050828+0.00023699i
9.0176e-05+0.00035785i,-0.00079427-0.00011432i,-0.00060245+0.00019281i,0.00010667+0.00078804i,-0.00019659+0.00029448i,-0.001001-0.00079287i,-0.0013561-0.0014789i,-0.00062009-0.00080331i,-0.00016687+0.00093472i,-0.00032082+0.0017899i,-0.00081153+0.0019317i,-0.00083761+0.0014497i,-0.00029234+0.00082134i,0.00019161+0.00045173i,0.00035858-0.0001644i,0.00025769-0.00066826i,5.8441e-05-0.00077614i,-2.5184e-05-0.00034485i,-0.00025373-0.00014575i,-0.00053998-0.00080475i,0.00011784-0.0011427i,9.3863e-05-0.00063213i,-0.00063288-8.4626e-05i
-0.0012522+0.0010621i,-0.0012024+0.00065493i,-0.00048476+0.0016039i,0.00053486+0.0021469i,0.00037083+0.001598i,-0.00027813+0.00017081i,-0.0011682-0.0012308i,-0.00095179-0.00057008i,0.0003396+0.0014144i,0.00011074+0.002158i,-9.0217e-05+0.00055327i,0.00108-0.0007199i,0.00089239-0.00013597i,-0.00037269+0.00013384i,-0.00017363-0.00034359i,0.00035049+0.00011422i,0.00057697+0.0007503i,5.986e-05+0.00080773i,-0.0003788+0.00032195i,-0.00021714-4.958e-05i,0.00015619+0.00024416i,0.00076812+0.00014843i,0.00033832+0.00018087i
-0.0019398+0.001065i,-0.0014921-0.00029692i,0.0005675+0.00048887i,0.0021806+0.0015885i,0.0023054+0.0010065i,0.0015436-0.0010886i,-0.00086717-0.0020855i,-0.0023621-0.0015214i,-0.0010732-0.00034689i,0.0013544+0.00054992i,0.0023045+0.00020188i,0.0018304-0.00027042i,0.00055743-0.0014988i,-0.00078259-0.0018546i,-0.00071239-0.00090654i,-0.0008084-0.00077439i,-0.00070281-0.00052341i,-0.00033092+0.00029428i,-0.00091992+0.00055169i,-0.0010845+0.00070811i,-0.0010518+0.00084394i,-0.00012552-0.00013641i,0.00054418-0.00046342i
0.0019906+0.0005709i,0.0016961+1.0997e-05i,0.00094098+0.00044091i,0.00038831-0.00044128i,-2.0699e-06-0.0012532i,-0.00098762-0.0018257i,-0.0016355-0.0019977i,-0.0014058-0.00039498i,-0.00031899+0.00066676i,0.0011848+0.0003061i,0.0016988+0.00011995i,0.0014313+0.0003333i,0.0010605+0.00057306i,0.00030236+0.00019542i,-0.00028992-0.00025407i,-0.00060242-4.4721e-05i,-0.00084764-0.00012181i,-0.00042638+4.3279e-05i,4.4564e-05-4.1067e-06i,-4.3064e-06-0.00041307i,-0.00019991+0.00017964i,-0.00042645+0.00075311i,-0.00090587+0.00072791i
-6.7452e-05+0.00022708i,-8.0069e-05+0.0019538i,-0.001176+0.0028424i,-0.00025946+0.0030434i,0.00088237+0.0023204i,-0.00014304+0.00049946i,-0.00097428-0.00098883i,-0.0012233-0.00077634i,-0.0011324-0.0002373i,-0.00014036+0.00026248i,-5.4142e-05+0.00091361i,-0.00048978+0.0008665i,-0.00095642+0.0004334i,-0.001158+0.00026787i,-0.00070228+0.00063936i,0.00043147+0.00046998i,0.00055456-0.00048381i,0.00026452-0.00071069i,0.00013913+1.6993e-05i,0.00030041+0.00030359i,0.00096543-2.6694e-05i,0.0010688+0.00017667i,0.00031369+0.00064059i
-0.0019809+6.4302e-06i,-0.0027866+0.0006414i,-0.0027189+0.00062641i,-0.0015331+0.00036866i,-0.0011585+0.0001059i,-0.0015975-0.00064727i,-0.0018824-0.00073307i,-0.00141+0.00056196i,-0.0011421+0.0012911i,-0.0022366+0.0014597i,-0.0030104+0.0012366i,-0.0027266+0.00047702i,-0.00088735-0.00024867i,0.00043164-0.0003828i,0.00083846-0.00058208i,0.00059773-0.00056226i,-0.00045526-0.00023059i,-0.00035071-0.00070328i,0.00047145-0.00048352i,0.00054306+0.00043344i,0.00025+0.00050243i,0.00029267+7.2849e-06i,0.00036803+1.0984e-05i
-0.00083077-0.0014689i,0.00085505-0.0028028i,0.001354-0.00048863i,0.00085744+0.0023118i,0.00043431+0.0013366i,0.00052465-0.0014316i,0.00054263-0.001993i,6.7626e-05-0.00037893i,-0.00020764+0.00069853i,-0.00038122+0.0019062i,0.00011122+0.0021777i,0.00069533+0.0017245i,0.0011667+0.00066788i,0.0014899-0.001117i,0.00055231-0.00084249i,-0.00065279-9.1956e-06i,-0.00047479-4.9975e-05i,0.0001718+7.4945e-06i,0.00013144-0.00016985i,-0.00061251-0.00032806i,-0.00079183+0.00024619i,5.6608e-05+0.00054368i,0.00051247+0.00017458i
0.00096335-0.0013619i,0.0031016+0.00036739i,0.0022763+0.0019885i,0.0011736+0.0018839i,0.00087909+0.00082271i,0.0011651-0.00102i,0.00017611-0.0023068i,-0.00046074-0.0017183i,0.00034219+5.401e-05i,0.0013026+0.00066145i,0.0020824+0.00015354i,0.0025015-0.00038838i,0.0020037-0.0012827i,0.0010551-0.0014479i,0.00051798-0.0012965i,8.3322e-05-0.00084377i,-0.00022825-0.00028169i,-0.00027886-0.00040005i,-0.00025156-0.00012696i,-0.00015969+0.00029445i,-0.00076777-6.6475e-05i,-0.0014715-0.00079242i,-0.001174-0.00024559i
-0.0005526+0.0010874i,-0.0023007+0.0027229i,-0.0030752+0.0024277i,-0.0024415+0.001453i,-0.0016042-0.00024955i,-0.0016476-0.0018137i,-0.0017998-0.0023651i,-0.0010938-0.0015421i,0.0010622-0.00036073i,0.0022469+0.00069092i,0.0015389+0.0014927i,0.00022966+0.0011615i,-0.00034382+0.00065325i,-0.00079858+8.0629e-05i,-0.00055004-0.00054443i,-0.00031046-0.00045495i,-0.00064135-1.8976e-05i,0.0002128+0.00015477i,0.00059514+0.00047128i,-0.00034127+0.00068121i,-0.00092049+7.353e-05i,-0.0013007+0.00019359i,-0.0010364+0.00092253i
-0.0011262-0.0017561i,-0.0011398-0.0014553i,-0.0017979-0.00024034i,-0.0026825+0.001947i,-0.0025099+0.0023623i,-0.0025779+0.00088407i,-0.0023613-0.0002144i,-0.0015119-0.00018435i,-0.0020692+0.00017082i,-0.0025001+5.0621e-05i,-0.002505-6.817e-05i,-0.0020163+0.00038141i,-0.0014573+0.0009267i,-0.00094293+0.0013032i,8.0987e-06+0.00080645i,0.00083141-0.00012545i,0.0011364-0.0001717i,0.00086401-0.00013859i,0.00022941-0.00062475i,-0.00011161-0.00048638i,9.9141e-05+0.00031759i,0.00086267+0.0010464i,0.00053553+0.0010844i
0.00058989+0.00037946i,0.00077196-0.0013054i,0.0008272-0.0011713i,0.0016848+9.0186e-05i,0.0018107-0.00011188i,0.0019318-0.0019773i,0.00021951-0.0019084i,-0.0018915-6.8501e-05i,-0.0020759+0.00097807i,-0.0020333+0.00068896i,-0.0017507-0.00011129i,-0.00046713+0.00018679i,0.00071502+0.00013615i,0.0004181-0.00069926i,0.0003789-0.00020492i,0.00029594+9.7511e-05i,-0.00051627-0.00047158i,-0.00093273-0.00034282i,-0.00040939-0.00055536i,-6.9283e-05-0.0012277i,-0.00011667-0.00097604i,0.00016924-0.00031725i,0.00041913-0.0002493i
0.0018535+0.0022959i,0.0013966+0.0014927i,0.0019403+0.00044205i,0.00075366-0.0005463i,-0.0015402-0.00099124i,-0.0032899-0.0014806i,-0.0026004-0.0018053i,-0.00070746-0.0006471i,0.00029978-0.00012486i,0.00093151+0.00044632i,0.0016713+0.0014629i,0.0016077+0.00060542i,0.00066751-6.817e-05i,0.00045724-0.00022807i,0.0012899-6.0046e-05i,0.0011029+0.00045651i,0.00045848+0.00062702i,-0.0010712+0.00086234i,-0.0014978+0.00072451i,-0.00052745+0.00033191i,-0.00037797+0.00022271i,-0.00071002-0.00066018i,-0.00031537-0.00067214i
-0.00084301+4.5746e-05i,-0.00048303+0.0009787i,-0.00091158+0.0018618i,-0.0014837+0.0027326i,-0.0016888+0.0018522i,-0.00080031-0.00037007i,-0.000197-0.0021776i,-0.00018165-0.0017261i,0.0007498+0.00010996i,0.0024847+0.0016887i,0.0034783+0.0021189i,0.0023168+0.0007302i,0.00048155-0.0010571i,-0.00033044-0.0017871i,1.5017e-06-0.0013596i,6.2291e-05-0.00083648i,-0.00017268-0.00034468i,2.2353e-05+0.00068573i,5.2905e-05+0.0013309i,0.00019516+0.00096591i,0.00043316+0.0008282i,-0.00011755+0.00082788i,-0.0003644+0.00045833i
0.0021956-0.00059224i,0.00011461+0.00073319i,-0.0018647+0.00082891i,-0.0021155+0.00021561i,-0.0022346-0.0014141i,-0.0032174-0.0036596i,-0.0025817-0.0039121i,-0.0011157-0.0017993i,-0.00015173-0.00018574i,-0.00057147+0.00019069i,-0.001489+0.00022177i,-0.0015591+0.00048835i,-0.0011147+0.0011021i,-0.0004483+0.0014i,-0.0002291+0.0010122i,-5.8172e-05+0.00020772i,0.00051059+0.00072239i,0.00015272+0.0010732i,-0.00036458+0.00035894i,6.7984e-05-0.00029868i,0.00070271-0.00057157i,7.1713e-05-0.00033222i,-0.00017124+0.0004166i
-0.0010817-0.00039609i,-0.0030246-0.0017706i,-0.0040628-0.0017037i,-0.0032814-0.00054464i,-0.0015362+0.00083784i,-0.00045556+0.0003283i,-0.00092107-0.0012375i,-0.0014283-0.00083606i,-0.0026051-0.00044876i,-0.0042861-0.0012947i,-0.0037263-0.0012115i,-0.00070187-0.00016987i,0.00077194+0.00011624i,0.0001078-3.6486e-05i,-0.00029228+5.4263e-06i,-2.4536e-05-0.00044774i,0.00044356-0.00065272i,0.00066424-0.00063548i,0.0012027-0.00053064i,0.0016574-0.00064261i,0.00095816-0.00043568i,0.00013726+0.0005426i,-0.0005385+0.0010071i
0.00090064-0.0015109i,0.0032182-0.0026188i,0.0060661-0.0033189i,0.0052424-0.0026627i,0.003427-0.0026541i,0.0022129-0.0035611i,0.00024509-0.0031455i,-0.00080201-0.0014525i,-0.00026791+6.8034e-05i,6.6346e-05+0.0010597i,0.00042009+0.0011653i,0.0015307+0.0009116i,0.0021409-0.00012988i,0.0020248-0.00086662i,0.0014712-0.0012233i,0.00022733-0.0010933i,-0.00064056-0.00086561i,-0.00030233-0.0011974i,0.00011156-0.0011842i,-0.00025713-0.00035679i,-0.00033484+0.0005576i,-0.00057986+0.00048947i,-0.00076797-3.5245e-05i
0.0010715+0.0020217i,0.0013113+0.0028156i,0.0010667+0.0033497i,0.00018622+0.00097402i,-0.00066281-0.00085851i,-0.0019116-0.0010907i,-0.0019734-0.0010498i,-0.00056369-3.7037e-05i,0.0012062+0.0015985i,0.0022891+0.0030023i,0.0027635+0.0032061i,0.0021159+0.0019844i,0.00083492+0.0005387i,-0.00020988-0.0009137i,-0.00024254-0.0015226i,0.00030825-0.00078i,0.00060657-0.00032894i,0.0012816-0.00069263i,0.0014008-0.0012189i,0.00077534-0.0015168i,0.00047747-0.0010651i,0.00085607-0.0005596i,0.001044+0.00028408i
-0.0012817-4.4321e-05i,-0.0021491+0.0015321i,-0.0016884+0.0045282i,-4.7867e-05+0.0057587i,0.00090582+0.0034822i,0.00074673+4.6657e-05i,-4.1648e-06-0.0014861i,0.00036289+7.8014e-05i,0.0010803+0.0014067i,0.0012403+0.0017793i,0.00082433+0.0017835i,-0.00026348+0.001261i,-0.00028487+0.00025998i,0.00030602-0.001166i,5.0108e-05-0.0022712i,0.00029939-0.0019618i,0.0004385-0.0012936i,0.00013503-0.0010203i,0.00042909-0.00032677i,0.00047568+0.00023786i,0.00052432-0.00013333i,0.00058291-0.00033746i,0.00011567-0.00041587i
-0.0001117+0.00030794i,-0.001023-0.0010156i,-0.0005627-0.00091744i,-0.00034102-0.00042866i,-0.00059673-0.00039491i,-0.0016899-0.0015803i,-0.0025848-0.0018597i,-0.0019177-0.00077071i,-0.0014888-0.00048027i,-0.001977-0.0011294i,-0.002258-0.00082779i,-0.0018124+0.00041023i,-0.0005111+0.0013633i,0.00070986+0.0019288i,0.00059688+0.0013894i,0.00035325+0.00030354i,0.0002784-2.3944e-05i,0.00034185+4.6738e-05i,0.00055694+0.00061083i,0.00028406+0.00048637i,0.00017963-0.0003743i,-6.9471e-05-0.00025306i,-0.0002597+0.00034767i
0.0012775-0.00011539i,0.002129-0.00015289i,0.0015584-0.00091463i,0.00018946-0.00051236i,-0.00086991+0.00024926i,-0.0017243-0.00036302i,-0.0026644-0.001625i,-0.0026393-0.001722i,-0.0023912-0.0011098i,-0.0014991-0.0014487i,-0.00067352-0.0012221i,-7.1741e-05-0.00022332i,0.0009941+8.1986e-05i,0.0010588-0.00041574i,0.00058274-0.00055573i,0.00014642-0.00041045i,3.5933e-05-3.8519e-05i,0.00038525+0.00050797i,-6.6546e-05+0.00085234i,-0.00018854+0.00059903i,0.00065526+8.3416e-05i,0.00056043-0.0003083i,-0.00014268-0.00031385i
0.0010838-0.00036054i,0.0020948+0.00059886i,0.001366+5.2638e-05i,0.00025873-4.5209e-05i,-4.856e-05-0.00070409i,-0.001133-0.0012425i,-0.0020229-0.00064672i,-0.0018023+0.0010472i,-0.00044575+0.0019049i,0.0011461+0.0020675i,0.0018454+0.002077i,0.0014483+0.0016532i,0.0013477+0.0011782i,0.0013469+0.00020733i,0.00033867-0.00077813i,0.00064023-0.00064395i,0.0012374+0.00023519i,0.00072985+0.00077069i,0.00031038+0.00090435i,-0.00029974+0.00021609i,-0.0002959+0.00012738i,7.4275e-05+0.00067279i,-0.00011161+0.00051107i
0.00041235+0.000912i,-0.0007818+0.0016888i,-0.001623+0.002722i,-0.0012918+0.0026898i,-0.0014874+0.0007783i,-0.0020206-0.0015752i,-0.001193-0.001387i,0.00019616+0.00091037i,0.0011046+0.002828i,0.00088778+0.0038883i,8.4944e-05+0.0034515i,-0.00053463+0.0015268i,-0.00036544-0.00066988i,0.00036379-0.0014766i,0.0005367-0.00087301i,0.00037159-0.00038472i,0.00023435-0.0008803i,0.00034161-0.0016879i,0.00080431-0.0017178i,0.00033443-0.0011082i,-0.00028146-0.00040806i,-0.00091168-0.00021695i,-0.00096593-0.00028775i
8.9668e-05-0.002178i,-0.00049142-0.0011259i,-0.0017975+0.00022432i,-0.0019147+0.0031981i,-0.0016314+0.0037006i,-0.0014186+0.0010755i,-0.00032329-0.00070709i,-8.7124e-06-0.00015289i,-0.00078168+0.00092599i,-0.0014782+0.00072092i,-0.0015902+7.1899e-05i,-0.0013419-0.0012286i,-0.00083717-0.0018669i,-0.00019066-0.0010917i,-0.00018397-0.00084637i,-0.00035944-0.00065577i,0.0002725-0.00057635i,0.00079202+0.00010445i,0.00073075+0.00058718i,0.00045537+0.00075689i,-0.00025381+0.0012026i,-0.00088068+0.001108i,-0.0012061+9.5334e-06i
0.00026196-0.00040661i,-0.00025401-0.0012341i,-0.0011064-0.0012451i,-0.001649-0.00010486i,-0.0012981-0.00041722i,-0.0018765-0.0017366i,-0.0025625-0.0020075i,-0.0026173-0.0021033i,-0.0020908-0.0024976i,-0.0021826-0.0027424i,-0.0026462-0.0026417i,-0.0018556-0.0013985i,-0.0010259+0.00027753i,-0.00015518+0.0008234i,0.00053627+0.0006191i,0.00020245-3.6231e-05i,-0.00070866-0.00016375i,-0.0011745+0.00014741i,-1.1111e-05-0.0001212i,0.00039394+4.3136e-05i,-0.0006569-0.00014828i,-0.001005-0.00029552i,-0.00081698+0.00019042i
0.00072016-0.0001595i,0.0018329-0.00065688i,0.0014896-0.00098985i,-0.00023936-0.00077287i,-0.0017709-3.2647e-05i,-0.002745-0.0015745i,-0.0024664-0.0019828i,-0.0024018-0.00060143i,-0.0015018+3.434e-05i,-0.0005618+0.00085399i,0.00018917+0.0017136i,0.0014617+0.0020641i,0.0020123+0.0019145i,0.0015607+0.00023682i,0.0008206-0.00072188i,0.00019524-0.00059337i,0.00012553-0.00055352i,0.0003902+7.2348e-06i,-0.00014239+0.00060479i,-0.00073155+0.0011374i,0.00024421+0.0011968i,0.0013956+0.00036111i,0.0017699-0.0001115i
