-0.00073381+0.00075874i,5.4744e-06-0.00069627i,-0.00048881-0.00040435i,-0.000368+5.3757e-05i,-0.00027751+0.0011865i,-0.00051336+0.00075009i,-0.0012964-0.00025117i,-0.00088731+0.00043939i,0.00045891+0.0009142i,0.0012475+0.00067201i,0.00060015+0.00018739i,0.00043557-0.0012459i,0.00042592-0.0016063i,-0.00027241-0.00096135i,-2.508e-05+4.5571e-05i,0.00096462+0.0007075i,0.0012186+0.00019751i,0.00097773-0.00031653i,0.00073834-0.0003915i,0.0002099-2.8111e-05i,-0.00023308-0.00013336i,0.00014424-0.00040007i,0.0011887-9.1646e-05i
-0.00079904+0.00019927i,1.8829e-05+0.001441i,-0.0016443+0.0018577i,-0.0029715+0.0010274i,-0.0027596-0.00077516i,-0.0015048-0.00077797i,-0.0012085-0.00039703i,-0.0009363+0.0014176i,-0.00037422+0.0045126i,0.00044487+0.0058992i,0.0012345+0.0053421i,0.001056+0.0032472i,0.0011378+0.0010783i,0.0008069-0.00024893i,0.00018151-0.00089834i,8.1829e-05-0.0012199i,0.00027548-0.00095032i,0.00050935+5.9946e-05i,0.00061277+0.00064359i,0.00044998+0.00084511i,-1.8032e-05+0.00015436i,-0.0006209-0.00076639i,-0.00046448-5.9418e-05i
-0.00094638-2.3066e-06i,-0.0029588-6.6624e-05i,-0.0030204+2.312e-05i,-0.0015859+0.00045776i,-0.00057534+0.00010737i,-0.00045965-0.0016685i,-0.00074461-0.0024527i,-0.00077897-0.0005405i,-0.0005224+0.0011207i,-0.00076395+0.0011366i,-0.0012423+0.00026525i,-0.00095438-0.00041193i,-0.00035761-0.00012282i,-7.0998e-05-9.6662e-05i,0.00082463-0.00046587i,0.001586-0.00040224i,0.00066922-0.00013682i,0.00011805-0.00033791i,0.00041267-0.00049291i,0.00065163-0.00016846i,5.0045e-05+0.00011936i,-0.00077805-0.00020072i,-0.0007497-0.00016589i
0.0018727-0.0017474i,0.0018516-0.0028376i,0.0020842-0.002349i,0.00094635+3.6468e-05i,-0.00012739+0.0011982i,-0.00023509+0.00066221i,-0.00020569-0.00041362i,0.00038036-0.0017519i,0.00099367-0.0027335i,0.00019833-0.0034348i,-0.00086951-0.0023782i,-0.0012667-0.0010008i,-0.00082079-0.00091166i,0.0001675-0.00068558i,0.0003304+3.3213e-05i,-0.00048113-0.00032633i,-0.00081998-0.00088007i,-0.00053157-0.00043342i,-0.0003612+5.4854e-05i,-0.00039499-0.00034489i,-0.00026323-0.00023015i,-0.00072954-0.00010041i,-0.00087087-0.00044168i
0.0008134+0.0003673i,0.0030043-0.00078305i,0.0036265-0.00081515i,0.0015882-0.00093293i,-0.00026834-0.00084331i,-0.00067729-0.0021111i,-0.0015867-0.0029958i,-0.0020482-0.0026749i,-0.00094559-0.0020679i,-0.00012729-0.0012457i,-2.0485e-05-0.00040649i,0.00076158+0.00067755i,0.0016768+0.0013339i,0.0011417+0.0014027i,0.00024352+0.001005i,-0.00030161+0.00056381i,-0.00057678+0.00023584i,-2.601e-05-0.00015385i,0.00062273+0.00016599i,0.00089512+0.00074796i,0.00044595+0.00032044i,-0.00036714-0.0004193i,-0.00027466-0.00040858i
0.0001101+0.0020197i,-0.002093+0.0037247i,-0.0027932+0.0034702i,-0.0024227+0.0034395i,-0.002733+0.002421i,-0.0037754-0.00012823i,-0.0044925-0.0013569i,-0.0034887+0.00023886i,-0.0020844+0.0024835i,-0.00059893+0.0040683i,0.0011237+0.0045997i,0.001845+0.0035645i,0.0014363+0.0017907i,0.00073515+0.00080623i,-6.6421e-05+9.1403e-05i,0.00053513-0.00063901i,0.0014159-0.00055264i,0.00058799-0.0005099i,0.00038591-0.00052295i,9.1813e-05-0.00065803i,-0.0003994-0.00048405i,-0.00013239+0.00023593i,-0.00017376+0.00024945i
-0.0024874-0.0010476i,-0.0020409+0.0008942i,-0.0013196+0.0027537i,-0.00052664+0.0024468i,4.3263e-05-1.2876e-05i,0.00048269-0.0023703i,0.0003441-0.0019679i,-0.00071068+0.0011518i,-0.0011815+0.0033838i,-0.0006181+0.0045284i,-0.00023111+0.0044313i,2.6225e-05+0.001963i,-0.00035861-0.00018798i,-0.0010578-0.0010808i,-0.00062911-0.0012924i,9.773e-05-0.0003766i,0.00097089+0.00048162i,0.0010606+2.2513e-05i,-0.00016683-0.00027631i,3.7809e-05+9.2437e-05i,0.0009603-0.00010873i,0.00063972-0.00041478i,0.00027677+0.00011147i
-0.00044094-0.00079858i,-0.00099748-0.0017569i,-0.00135-0.0018944i,-0.00095124-0.0010715i,-0.00070518-0.00070116i,-0.00019775-0.0016006i,-3.2947e-05-0.0022519i,2.5451e-05-0.0010439i,0.00039288+0.00034241i,0.00017577-0.00015909i,-0.00028167-0.001424i,-0.00059886-0.0020713i,-0.00079288-0.0022979i,-0.00037668-0.001853i,0.00013202-0.00076892i,-0.0001895+0.00017386i,-9.2692e-05+0.00058583i,3.3517e-05+0.00053539i,-0.00020943-0.00022667i,-7.3578e-05-0.00037046i,-0.00044632+6.5885e-06i,-0.00071225-0.00012141i,-0.00033879-0.00044696i
-0.001117-0.00054906i,-5.8325e-05-0.00086189i,0.00060907-0.00066269i,0.00081735-0.0002686i,0.0012679-0.00029793i,0.00061412-0.001714i,1.9811e-06-0.0030323i,0.0010909-0.0024149i,0.0022519-0.0026154i,0.0024693-0.0031841i,0.0011574-0.0029825i,-1.3219e-05-0.0025832i,0.00014775-0.0014475i,-9.9328e-05-0.00041943i,-0.00048928-0.00038893i,-0.0005163-0.0005735i,-0.00074193-0.00021967i,-0.00037273+6.2324e-05i,0.00027267+0.00052252i,0.00019133+0.00081121i,-6.4624e-05+0.00096504i,0.00015113+0.00014625i,-0.00027875-0.00049335i
0.0006312+0.00057649i,0.0032867+0.0010585i,0.0044841+0.0014774i,0.0033726+0.0011384i,0.00043323+0.00041751i,-0.0016295-0.0014517i,-0.0021459-0.0026008i,-0.0016273-0.0023453i,-0.00096149-0.0010323i,-0.0004479+0.001417i,0.00035883+0.0027536i,0.0013254+0.0027373i,0.0022234+0.0018059i,0.0017012+0.00081428i,0.00095513+0.00062962i,0.00054022+9.7e-05i,-0.00042294+0.00064723i,-0.00083179+0.0010647i,-0.00032283+0.00023548i,-0.00013579+0.00050699i,-0.00032033+0.00046345i,-0.00033379+0.00019478i,-0.00038641+0.0010354i
-0.0020697-0.00018971i,-0.0032744+0.0010356i,-0.0050485+0.0029069i,-0.0044826+0.0043732i,-0.0028672+0.0031213i,-0.0019228+0.0007922i,-0.0018938-0.00071267i,-0.0023986+0.00042398i,-0.0033564+0.0028254i,-0.0033031+0.0055566i,-0.0016946+0.006498i,-0.00043123+0.0043399i,0.00069978+0.0021275i,0.0014037+0.0010816i,0.00088267+0.00044182i,0.0010201+0.00032259i,0.0013134+0.00018408i,0.00055668-7.4332e-05i,9.2102e-06-0.00016925i,2.7312e-05-0.00047129i,0.00030106-0.00092192i,0.00040402-0.00078109i,0.00024657+0.00045989i
0.0004635-0.00077406i,-0.00033216+0.00020631i,-0.00079252+0.00098869i,-0.00090572+0.0021768i,-0.0015949+0.00094119i,-0.0020111-0.0010059i,-0.0018257-0.0019194i,-0.0015805-0.00046728i,-0.0015082+0.0021635i,-0.0016028+0.0024096i,-0.0011489+0.00060863i,-0.00057944-0.00039822i,-0.00062901-0.0016832i,-0.00059847-0.0018383i,0.00011146-0.00096721i,0.00030206-0.0005798i,-0.00054962-0.00080307i,-0.00074802-0.00039112i,-4.3392e-05+0.00019574i,0.0004605-0.00028542i,1.8916e-06-0.00052345i,-0.00084872-0.00015471i,-0.0010881+0.00085483i
0.0010519-0.00013559i,0.0014535-0.0021461i,0.00022908-0.0023572i,-0.0010026-0.00063896i,-0.00078034-0.00010808i,0.00031183-0.0016186i,0.00020577-0.001924i,0.00070901-0.00061783i,0.0024562+7.2567e-05i,0.0023922-0.0020216i,0.0012265-0.0040543i,0.00080806-0.0040252i,0.0010336-0.0034955i,0.00070608-0.0022405i,-0.00067029-0.0010252i,-0.00069464-0.0010957i,-0.00013212-0.0011588i,-0.00025239-0.00061702i,-0.00017327+0.00031618i,-0.00020411+0.00044784i,-0.00036984-0.00027589i,-7.1642e-06-0.00069757i,7.6096e-05-0.00038609i
0.00030473+0.00038108i,6.8435e-05+0.001312i,-0.00034966+0.00026192i,-0.0011875-0.00018141i,-0.00085153-0.00024035i,-0.00037647-0.00104i,0.00023087-0.0020159i,0.0014041-0.0018147i,0.0025124-0.0011703i,0.0027115-0.001255i,0.0022537-0.001027i,0.0023954+0.00038432i,0.0024358+0.0011863i,0.0023452+0.00062206i,0.002102-0.00033074i,0.0012121-0.0007954i,0.00011743-0.00058093i,4.5297e-05+2.7289e-05i,4.1411e-05+0.00042903i,-0.00027481-0.00027648i,7.6172e-05-0.0006148i,-0.0004339-0.0003518i,-0.00036855+8.65e-05i
-0.00038561-0.00016208i,0.00024642+0.0012007i,0.00033904+0.0030526i,0.00030362+0.0032322i,0.00068546+0.0018774i,0.00049271+6.2555e-05i,1.7094e-05-0.0013373i,-0.00023154-0.0009312i,-0.0010683+0.001165i,-0.0019612+0.0034877i,-0.0011396+0.0052391i,-6.7812e-05+0.0051815i,0.00044356+0.0035008i,0.00054048+0.0012253i,0.00064688-0.00041886i,0.00067526-0.00099471i,-0.00029244-0.00027291i,-0.0012171-0.00062302i,-0.0007344-0.00087769i,-0.00025089+8.4757e-05i,-0.00048277+0.0003982i,-0.00076956+0.00056041i,-0.0011211+0.00063681i
-0.0002009-0.00073995i,0.00068079-0.00052733i,0.00014315+0.0015976i,-0.00033133+0.0027962i,-0.00011534+0.00074881i,-0.001262-0.0011348i,-0.0027973-0.0021828i,-0.003465-0.0017587i,-0.0045387+0.00033408i,-0.0045136+0.0017653i,-0.0038336+0.0020333i,-0.0024402+0.0015546i,-0.0015426+0.0010002i,-0.00095083+0.00055982i,-5.7185e-05+0.0012945i,-0.00016598+0.0017511i,-3.2073e-05+0.00084612i,0.00019774+0.00010292i,0.00020957-0.00053687i,0.00052721-0.00035127i,0.001048+5.0898e-05i,0.0010215+0.00015933i,0.00011236+0.00049558i
-0.0010889+0.00071539i,-0.0014684+0.00073518i,-0.0022279+0.0001676i,-0.0014354-8.3198e-05i,-0.00068987-0.00023793i,-0.00074951-0.0019277i,-0.0013303-0.0029253i,-0.0016284+1.9663e-05i,-0.00058614+0.0014848i,0.00037375-0.00048608i,0.00058172-0.0022138i,0.0009659-0.003098i,0.0017535-0.0035563i,0.0015635-0.003048i,0.00083607-0.0022644i,0.00093912-0.0013625i,0.0010672-0.0010557i,0.00076748-0.00063759i,0.0012402+0.00029277i,0.0011386-0.00015262i,0.00069045-0.00066479i,0.00020554-0.00018831i,-0.00060431+0.00091048i
-0.0023733+0.0018407i,-0.0018375+0.00079312i,-0.0023436+0.0010252i,-0.0019918+0.001019i,-0.00072721-0.00023509i,-0.0006948-0.0020814i,-0.0005973-0.0022225i,0.00075542+0.00019164i,0.0026003+0.0021124i,0.0043905+0.0011397i,0.0045028-0.00015698i,0.0033206-0.00013384i,0.0016759-0.00067242i,0.00063519-0.0012538i,-0.00021001-4.7338e-05i,-0.0011764+0.00072269i,-0.00085801-0.00028788i,-0.00020742-8.8152e-05i,0.00039974+0.00057433i,0.00036942+0.00043524i,6.1945e-06-0.0010084i,-0.00011545-0.0017645i,-0.00014918-0.00080855i
0.0018715-0.0017037i,0.0028131-0.00022118i,0.0025188+0.00058945i,-0.00020785+0.00064924i,-0.0020616-0.0007068i,-0.0011008-0.0015727i,-0.00075731-0.0016702i,-0.00013588-0.0010157i,0.00099117+0.00069513i,0.00063178+0.0020328i,4.4176e-05+0.0038752i,0.00023774+0.0037372i,0.0011859+0.0027754i,0.0013606+0.0020186i,0.001056+0.0011354i,0.00058564+0.0006786i,-0.00027097+0.00025955i,-0.00065437-0.00013205i,3.1659e-05+8.376e-05i,0.00061387+0.00028357i,0.00022988-8.1886e-05i,-0.00029079-0.00035297i,-0.00042672+9.5696e-05i
-0.00040041-0.00055537i,-0.0010374+0.0010346i,-0.0012396+0.0023908i,0.00032532+0.0017579i,0.0012497+0.0010468i,7.9675e-05+0.00033881i,-0.00061923-0.00067405i,-0.00035414-0.0011654i,-0.0021754-0.00059745i,-0.0045605+0.00098398i,-0.0045373+0.002204i,-0.0031469+0.0025132i,-0.0018465+0.0021762i,-0.0010356+0.0015288i,-0.0013433+0.00014238i,-0.0007706-0.00092884i,6.7921e-05-0.0012368i,0.00042898-0.0015631i,0.00025405-0.0012495i,0.00015285-0.00050372i,-0.00010097-0.00024216i,-0.0011393-0.00017048i,-0.00143-2.9347e-05i
-0.0014362+0.0018804i,-0.0012725+0.00048782i,-0.00011391+0.00035133i,0.00044207+6.1904e-06i,0.00082188-0.0013248i,-0.00031582-0.0040045i,-0.0020239-0.0052181i,-0.0027266-0.0034907i,-0.0026783-0.0018441i,-0.001981-0.0024133i,-0.0010954-0.0036744i,-0.00068888-0.0036327i,-0.0010724-0.0025157i,-0.0019419-0.0010382i,-0.0021854+0.00042926i,-0.00099912+0.0012889i,0.00010592+0.0012108i,0.0005862+0.00071955i,0.00079461+0.00065257i,0.00032303+0.00014202i,0.00013564-1.3443e-05i,3.0765e-05+0.0005577i,-0.00036314+0.00060772i
0.00062752-0.00086792i,0.00056374+0.0011848i,-0.0013556+0.0022476i,-0.0034618+0.0011467i,-0.003609-3.1183e-05i,-0.0028693-0.00032167i,-0.002617-0.00093435i,-0.0021546+0.00026121i,0.00017095+0.0015038i,0.0022398+0.00056393i,0.0025461-0.00055174i,0.0026371-0.0011088i,0.0022383-0.0017648i,0.0020871-0.0020481i,0.0015901-0.001335i,0.0012567-0.00098977i,0.00066374-0.00071988i,3.5411e-05-4.3175e-05i,0.00056643+0.00027124i,0.0006072-0.00021191i,0.00087799-0.00032762i,0.00041696+0.00035857i,0.0001779+0.0011864i
-0.0012504-0.00053408i,-0.00018836-0.0010215i,-0.00091453+0.0010858i,-0.00078146+0.0020247i,0.00052801+0.00076784i,0.00053451-0.0016714i,-0.00055113-0.002188i,-0.00045552+0.0010981i,0.0015871+0.0043055i,0.0028415+0.0059949i,0.0016891+0.0067619i,0.00026199+0.0052685i,0.00058697+0.002311i,0.0013708-0.0003157i,0.0015606-0.0017865i,0.000292-0.0022375i,-0.0016069-0.0021752i,-0.0016687-0.0012509i,-0.0013649-0.00063049i,-0.001135-0.00079176i,5.5934e-05-0.00082762i,0.00072139-0.00039868i,-8.1695e-05+0.00023324i
0.0013362-0.00083876i,0.0012186-0.0014021i,0.00026145-0.0014263i,-0.00013509-0.001094i,-3.4918e-05-0.0013585i,0.00029512-0.0017602i,0.0010293-0.0016318i,0.0018312+0.00027936i,0.0011899+0.0020836i,-0.0016663+0.0027791i,-0.0033238+0.0037025i,-0.0020695+0.0032198i,-0.0009353+0.0020521i,-0.00076317+0.0011218i,-0.00047448-0.0003471i,-0.00011362-0.0010921i,7.0087e-05-0.00067971i,0.00016125-0.00024211i,0.00043451-0.00057694i,0.00027593-0.00023104i,-0.00012772-0.00019884i,-0.000206-0.00059219i,-0.00068017-0.00048268i
-0.0014241+0.0019018i,-0.00061732+0.001972i,0.00013198+0.0028516i,-0.00049978+0.0042652i,-0.00075661+0.0023061i,0.00018231-0.0019001i,0.00021574-0.0039787i,-0.00077972-0.0039051i,-0.0012131-0.0033605i,-0.0014-0.0040073i,-0.0014341-0.0046797i,-0.00066207-0.0040701i,-0.00074949-0.0020234i,-0.0013295-0.00041145i,-0.00087307-0.00053024i,0.0003885-0.00080804i,0.0018554-0.00048565i,0.0022314-0.00020088i,0.0011874-0.00050446i,3.9395e-05-0.00034439i,-0.00092408+7.8107e-05i,-0.001596+0.00013745i,-0.001075+4.9366e-05i
-0.001278+0.0010705i,-0.0008797-0.0010512i,0.0016024+0.00017773i,0.0028377+0.001956i,0.0024854+0.00024148i,0.00065005-0.0037062i,-0.0025758-0.0051366i,-0.0029457-0.0030901i,-0.00084826-0.0010593i,0.0013604-0.0008264i,0.0037056-0.0018318i,0.003254-0.00099317i,0.00090291+0.00021651i,-0.00062179-0.00027276i,-0.0012797-0.00065761i,-0.00031742-0.0006973i,0.00019275-0.00021751i,-0.00031487+0.00052834i,-8.2333e-05+0.00095291i,0.00051859+0.00093674i,0.00049602+0.0012243i,-0.00012512+0.0010437i,-0.00020561+0.00076745i
0.00035395-0.0016356i,5.7313e-05-0.0005041i,-0.0016965+0.00071412i,-0.0039053+0.0013465i,-0.0049526+0.00064015i,-0.0044191-0.00067122i,-0.003972-0.0010269i,-0.0039204+0.00059514i,-0.0020611+0.0039403i,-0.00010865+0.0058897i,0.00042685+0.0066896i,0.00095146+0.0052246i,0.0027077+0.0023048i,0.0035263+0.00036532i,0.0023264-0.00032494i,0.00092298-0.00011112i,0.0011696-0.00011869i,0.0012251+0.00056274i,0.00033214+0.00066099i,0.00048429+0.00021994i,0.0013882+0.00023183i,0.0015154-0.00023888i,0.00032232-0.00036047i
-0.0025183+0.0018719i,-0.0018686+0.0015021i,-0.00022192+0.0024975i,0.00016693+0.0031449i,-0.00080798+0.0016991i,-0.0012787-0.0014398i,-0.0013793-0.0017166i,-0.00076503+0.0014358i,1.8257e-05+0.0037866i,-0.0012256+0.0047864i,-0.0036983+0.0053361i,-0.0037122+0.0042406i,-0.0015819+0.0017524i,0.00033584-0.00069654i,0.0014874-0.0011131i,0.0010498-0.0013695i,0.00056319-0.0015254i,-0.00030073-0.0015904i,-0.00031423-0.001595i,0.00071479-0.00047647i,0.00030126+0.00081241i,-0.00053903+0.00089202i,-0.000656+0.00035953i
-0.00028531-8.7024e-05i,-0.00023243-0.00083568i,-0.00080519-0.0018838i,-0.00064734-0.0028982i,-0.00026284-0.0037798i,-0.00030034-0.0032419i,-0.00041527-0.0029516i,-0.00078624-0.0027718i,-0.00068198-0.0024034i,-0.0011152-0.0031792i,-0.001423-0.0041179i,-0.00029851-0.0046827i,-0.00039605-0.0040619i,-0.0014606-0.0024938i,-0.0016824-0.0019096i,-0.0008529-0.0014625i,0.00049709+0.00012699i,0.00086705+0.0013587i,5.9666e-05+0.0013594i,-0.0006668+0.0014025i,-0.00030191+0.0011071i,-0.00055393+0.00078406i,-0.0012383+0.00078318i
-8.4078e-05-0.00080449i,-0.00026103-0.0010708i,-0.00071241+0.001251i,-0.00038889+0.0030545i,0.00084223+0.0018306i,0.00092671-0.0010407i,-0.0001762-0.0034019i,-0.0003912-0.0036124i,9.6729e-05-0.0033439i,0.0022259-0.0041222i,0.0046042-0.0042148i,0.0042912-0.0039396i,0.0025257-0.0029418i,0.0012231-0.00091038i,0.00036129+0.0005273i,0.00063159+0.00045167i,0.0011419-0.00038691i,0.0013451-0.00042528i,0.0005452-0.00011376i,-0.00053045+0.00026878i,-0.00095004+5.7785e-05i,-0.00074524-0.00025134i,-0.00043083+0.00019645i
0.00057699+0.00053209i,0.0013134+0.0013244i,0.0014119+0.0012192i,0.0016212+0.00089938i,0.0011429-0.00033787i,-0.00075609-0.0021586i,-0.0015924-0.0041133i,-0.0020952-0.0034978i,-0.0021655+0.00066302i,-0.00090208+0.004608i,-8.4605e-05+0.0058092i,0.001267+0.0052064i,0.002569+0.0035986i,0.0021768+0.0023594i,0.00090034+0.0012971i,-0.00060319+0.0007069i,-0.0016988+0.00013794i,-0.001077-0.00088897i,0.00011308-0.0006673i,0.00057221-0.00017851i,0.0011864-0.00024693i,0.0011204-0.00034785i,0.00034965+0.00036884i
-0.0019543+0.001577i,-0.0012672+0.0016388i,-0.0011079+0.0019878i,-0.00016117+0.0011295i,0.00025791+0.00018514i,-0.00056957-0.0014398i,-0.0021176-0.0019879i,-0.0030649+0.0012048i,-0.0032479+0.0050095i,-0.0047183+0.006647i,-0.0068107+0.0063952i,-0.0055691+0.0049121i,-0.002141+0.0030238i,-0.00056502+0.00085913i,-0.00040646+0.00021506i,-0.00072156+0.00033252i,-0.0010442+8.266e-05i,-5.6954e-05+0.00029833i,0.0016248+3.5066e-05i,0.0020787-0.00094213i,0.0019059-0.00094069i,0.0017007-0.00041019i,0.0016606+0.00017495i
-0.0021091-0.0002572i,-0.0011752-0.00076073i,6.9768e-05+0.00066471i,0.00044989+0.0011268i,-0.00042564+5.3293e-05i,-0.0010855-0.00088278i,-0.0010703-0.00085968i,-0.0006117+0.0003426i,-0.000383+0.00028194i,-0.0014777-0.0016278i,-0.0024973-0.0034412i,-0.0016589-0.0040284i,-0.00040355-0.0041118i,0.00035528-0.0037807i,0.00094671-0.0024265i,0.0015888-0.0021978i,0.0018097-0.0026839i,0.0017817-0.0025036i,0.0010654-0.0017302i,0.00012796-0.0006824i,-0.00034354-0.00048693i,-0.00082605-0.00066665i,-0.0011193-0.00021851i
-0.00076763-0.0017945i,-0.0011406-0.0014863i,-0.0016512+5.808e-05i,-0.00040026+0.0015414i,0.0012298+0.00080058i,0.00099279-0.0016857i,-0.0005387-0.0025334i,0.00038717-0.0028173i,0.0030868-0.00305i,0.0050851-0.0039745i,0.0067647-0.0044284i,0.0067588-0.0041546i,0.0043889-0.003911i,0.0010823-0.003318i,7.6236e-06-0.0027578i,0.0012559-0.002084i,0.0014203-0.00066565i,0.00071259+0.00014531i,-0.00037185+0.00018692i,-0.0013964+0.00015974i,-0.0018093-0.00039768i,-0.0016216-0.00092089i,-0.00089091-0.00037254i
0.0018861+0.002314i,0.0020965+0.004243i,0.0016889+0.0060098i,0.0013948+0.0049745i,0.0014595+0.0017832i,0.0012243-0.0017947i,0.00030247-0.0028925i,-9.3211e-05-0.0024138i,0.00088988-0.0008081i,0.0025619+0.0021943i,0.0044109+0.0040407i,0.0038522+0.0039901i,0.0018345+0.002914i,0.00079506+0.0025835i,2.4767e-05+0.0023432i,0.00047403+0.001666i,0.00034508+0.00062749i,-0.00010195-0.00034762i,0.00025898-0.0010465i,-0.00024219-0.001457i,-0.00085391-0.00075259i,-0.0010455-0.00066851i,-0.0010697-0.00132i
0.00016008+0.00062297i,1.3153e-05-0.00069765i,0.0023521-0.00081142i,0.0028498+0.00038508i,0.00098416+0.00045566i,-0.00079065-0.0024218i,-0.0020908-0.0036052i,-0.0031508-0.00073408i,-0.0040073+0.0031587i,-0.005203+0.0057657i,-0.0070937+0.0066967i,-0.0069512+0.0072551i,-0.0035347+0.0070956i,-0.00059301+0.0055558i,-0.00079409+0.0031465i,-0.0013185+0.0011427i,-0.0011595-0.00043864i,-0.00068855-0.00069449i,0.00023958-0.00019069i,0.0012329-0.00057865i,0.0009496-0.00016811i,0.00029702+0.00034761i,0.00039805+3.2783e-05i
0.0015295-0.0013502i,0.00095761-1.4937e-05i,-0.00086593+2.3583e-05i,-0.0031605+0.00042529i,-0.0037359+0.00054499i,-0.0036593-0.00081047i,-0.0033205-0.0011875i,-0.0027378+0.00085074i,-0.0026623+0.0019572i,-0.0040446+0.00046936i,-0.0056528-0.0015654i,-0.0053371-0.0019932i,-0.0035763-0.0018008i,-0.0014072-0.0024204i,0.00027682-0.0030073i,0.00035665-0.0015257i,-0.00042389-2.8606e-05i,7.1462e-05+0.00055272i,0.00069005+0.0003966i,0.0017858+0.00082235i,0.0021291+0.0018137i,0.00059755+0.0016185i,-0.00034701+0.00073106i
0.00016829+0.00084935i,-0.0011055+0.0020149i,-0.0039984+0.0041213i,-0.0047529+0.0048852i,-0.0032611+0.0030412i,-0.0016578-0.00021436i,-0.0020452-0.001666i,-0.00024884-0.0012682i,0.0034121-0.00072498i,0.0053193-0.0025448i,0.0062304-0.004652i,0.0066919-0.0055223i,0.0048584-0.0065991i,0.0015175-0.0064668i,0.00024623-0.0044314i,0.00095076-0.0024138i,0.0015196-0.0012068i,0.0018445-0.00063809i,0.0021121-0.0002199i,0.00082647+0.00082558i,-0.00084107+0.00060309i,-0.0015551-0.00039244i,-0.0012846-0.00038946i
-0.00074687-0.00011544i,-0.00037642+0.0004184i,-0.0010572-0.00026362i,-0.0010519-0.0008282i,-0.001186-0.00095743i,-0.0017678-0.0014543i,-0.0011327-0.0020493i,0.0004601-0.0015441i,0.0023875-0.00059197i,0.0044344+0.00057531i,0.0068176+0.0024456i,0.0078096+0.0028933i,0.0058185+0.000694i,0.0031118-0.00049937i,0.0020535+5.1648e-05i,0.0015774-3.5461e-05i,0.00040341-0.00062155i,-0.00050438-0.0007464i,-0.0010182-0.00064191i,-0.0015377+1.6808e-05i,-0.0013799+0.00046133i,-0.0007414+0.00040077i,-0.00068106+8.5431e-05i
-0.00012981+0.00077781i,-0.00082641-0.00044898i,-0.00072449-0.0017106i,-0.0008019-0.0018154i,-8.9059e-06-0.0010702i,0.00059739-0.0010089i,0.00062622-0.0017502i,-0.00049729-0.00041567i,-0.003166+0.0019021i,-0.0060873+0.0039155i,-0.0077001+0.0062749i,-0.0065911+0.0063027i,-0.0036575+0.005604i,-0.001671+0.0054334i,-0.00066395+0.0033274i,0.0005241+0.001095i,0.00080588+2.2697e-05i,0.00038741-0.0004669i,0.00058852+0.00022114i,0.00032689+0.00046154i,-0.00029285+0.00029665i,2.0936e-05+0.00034529i,0.00081394+0.00044562i
-0.0017717+0.00032023i,-0.00052661-0.00063808i,0.00013657-0.00052071i,-0.00025755-0.00097478i,-0.00090422-0.003416i,-0.001742-0.0064466i,-0.0039959-0.0072032i,-0.0048005-0.0038784i,-0.0051439-0.00021477i,-0.0077911-0.00064692i,-0.010505-0.0022681i,-0.009676-0.0014333i,-0.0064116+0.0010422i,-0.003199+0.0020341i,-0.00081848+0.0019799i,-0.0005247+0.0017401i,-0.00081152+0.00092475i,1.6103e-05+3.6988e-05i,0.00070026-0.00021251i,0.0004597-0.00045092i,0.00080665-0.00054918i,0.00096153+2.4562e-05i,0.00060126+0.00070512i
0.0028462-0.00065668i,0.0020686+0.00092142i,-0.00099878+0.0021874i,-0.0038647+0.0034229i,-0.0048038+0.0024022i,-0.0044787-0.0015055i,-0.0035814-0.0031042i,-0.0020554-0.0011831i,8.4331e-05+9.8054e-05i,0.0025678-0.00092941i,0.0047975-0.0038155i,0.0060891-0.0058563i,0.0057646-0.0055651i,0.004037-0.00508i,0.0030752-0.0036944i,0.0022821-0.0015519i,0.00055795-0.00067177i,-0.00090136+0.00027353i,-0.0015414+0.00090092i,-0.00098625+0.0010941i,-0.00044612+0.0019537i,-0.00080583+0.0014001i,-0.00025866+0.0003757i
-0.00021215+0.0014389i,0.00070396+0.0024146i,0.00058184+0.0036943i,0.0018578+0.0026904i,0.0022083+0.00042839i,0.0005776-0.0019585i,-0.0013529-0.0020213i,9.389e-05-8.0004e-07i,0.0044133+0.0018319i,0.0081463+0.0036558i,0.011057+0.0046279i,0.011622+0.0025799i,0.0080082-0.0016219i,0.0037507-0.0036044i,0.0012874-0.0027149i,0.00068945-0.0015784i,0.0013088-0.00142i,0.0016431-0.00083681i,0.0012435-0.00044029i,0.00078744-0.00017146i,0.00016162+0.00058584i,-0.00021015+0.00019556i,-0.00056328-0.00045538i
-0.0036255-0.0016479i,-0.002219-0.0025738i,-0.0030335-0.0014543i,-0.0034542+0.0010187i,-0.0018138+0.0031986i,0.00075968+0.0019099i,0.00085606+9.2026e-05i,-0.00013225+0.00049088i,-0.00062967+0.0010497i,-0.0021339+0.0037527i,-0.0029645+0.0078614i,-0.0015303+0.0087629i,0.00039093+0.0058631i,0.0012161+0.0029859i,0.0011242+0.0018106i,0.0011812+0.0010255i,0.00071132-0.00025801i,-5.0619e-05-0.0010597i,-9.7133e-05-0.00073865i,-0.00048792-0.00065533i,-0.00012397-0.00028683i,0.00049753+0.00026188i,-0.00045506+0.00019578i
