-0.0043827+0.00092128i,-0.0035805+0.00065346i,-0.0035127+0.001154i,-0.0024019+0.0020508i,-0.00089425+0.0028724i,0.00017019+0.0027246i,-0.00031594+0.0024156i,-0.0012258+0.0023925i,-0.0009772+0.0022798i,-0.00010623+0.0015609i,0.00076983-1.6263e-05i,0.0010028-0.0011027i,0.0004152-0.0010343i,-0.00017315-0.00092852i,-0.00056224-0.0004037i,-0.00095733+0.00060123i,-0.001364+0.00070555i,-0.00097688+0.00010247i,0.00011075+6.6713e-05i,0.00065064+0.00019652i,0.00029612-0.00014513i,-0.0002772-0.00026261i,-0.0001747+0.00011877i
-0.1107+0.16645i,-0.27856+0.3617i,-0.39731+0.52085i,-0.33432+0.47751i,-0.16022+0.26938i,0.0035312+0.088439i,0.085936+0.0051239i,0.082295-0.014423i,0.066438-0.0081842i,0.056543-0.017341i,0.030278-0.027784i,0.008876-0.016995i,-0.0023898-0.010069i,-0.01563-0.0087761i,-0.020802-0.0070051i,-0.016795-0.010922i,-0.010978-0.013456i,-0.010192-0.012511i,-0.013948-0.0017784i,-0.0090573+0.018622i,0.006473+0.027486i,0.014888+0.017774i,0.01305+0.0055399i
0.029894+0.022248i,0.067449+0.044141i,0.087338+0.032633i,0.081004-0.0042114i,0.080562+0.022395i,0.10622+0.098458i,0.13297+0.10504i,0.11369+0.046423i,0.062965+0.014136i,0.036618+2.7825e-05i,0.015771-0.021713i,-0.0125-0.02218i,-0.027579-0.0063383i,-0.036481+0.0060698i,-0.039294+0.02473i,-0.028625+0.045545i,-0.010959+0.048904i,0.0085606+0.029026i,0.014631+0.0025008i,8.0897e-05-0.0096835i,-0.013328-0.0091691i,-0.012428-0.0073676i,-0.0090454-0.007171i
0.14237-0.1553i,0.31047-0.41631i,0.39258-0.68932i,0.22352-0.73348i,-0.051194-0.517i,-0.18117-0.24308i,-0.14307-0.080445i,-0.064624-0.021863i,-0.0371+0.0058573i,-0.025981+0.043991i,0.0065008+0.055881i,0.028701+0.029775i,0.027251+0.0085474i,0.014866-0.0010596i,-0.00089879-0.01208i,-0.010621-0.018749i,-0.011023-0.016388i,-0.010044-0.011086i,-0.010492-0.0066775i,-0.013832-0.00089424i,-0.023092+0.0052219i,-0.028119+0.013013i,-0.020727+0.020709i
-0.15197+0.17239i,-0.28194+0.36116i,-0.29+0.46462i,-0.098954+0.33711i,0.090129+0.078354i,0.098648-0.069855i,0.035581-0.041894i,0.0023996+0.010109i,-0.018324+0.0043437i,-0.024433-0.011914i,0.00022866-0.017251i,0.016405-0.021969i,0.010816-0.023541i,0.014449-0.033151i,0.016809-0.048071i,0.0047312-0.05136i,-0.0065342-0.044645i,-0.0070791-0.032024i,-3.7362e-05-0.021547i,0.0081966-0.017193i,0.012781-0.0084834i,0.01218+0.00024964i,0.011501-0.0018901i
-0.018297+0.19336i,-0.013553+0.42956i,0.036392+0.62567i,0.16936+0.60553i,0.28162+0.40495i,0.29111+0.20264i,0.2202+0.073613i,0.12036+0.0070308i,0.061041-0.023526i,0.038655-0.035673i,0.017858-0.020142i,0.012329+0.0091771i,0.024506+0.011698i,0.032272-0.0060591i,0.03511-0.017611i,0.030703-0.019564i,0.015404-0.013935i,0.0021686-0.0057646i,-0.0021462-0.0022689i,-0.0046121-0.0067252i,-0.0094805-0.016061i,-0.014498-0.018241i,-0.018265-0.012777i
0.1195-0.26653i,0.26746-0.56159i,0.33472-0.72387i,0.15611-0.4785i,-0.066191-0.0081992i,-0.10856+0.24985i,-0.064636+0.2116i,-0.02726+0.10251i,0.011276+0.062361i,0.039525+0.063482i,0.036537+0.063293i,0.023074+0.061038i,0.018537+0.055212i,0.011724+0.05221i,0.0033195+0.050065i,-0.002495+0.025935i,-0.012362-0.0067543i,-0.020446-0.017017i,-0.015532-0.003024i,0.0014806+0.015196i,0.011864+0.016154i,0.0076085+0.0077712i,0.00059842+0.0083094i
-0.10382+0.058264i,-0.25817+0.12496i,-0.38592+0.16602i,-0.3964+0.085303i,-0.34413-0.046479i,-0.27864-0.078877i,-0.18314-0.023926i,-0.076049+0.017644i,-0.016321+0.015057i,-0.015058+0.005224i,-0.031126+0.0013759i,-0.04757+0.0026499i,-0.047012+0.024737i,-0.015105+0.055157i,0.017834+0.073043i,0.037324+0.079297i,0.045924+0.067812i,0.035505+0.040032i,0.015629+0.017482i,0.0066558+0.012506i,0.016576+0.012822i,0.030551+0.002661i,0.031625-0.0085848i
-0.17875+0.31587i,-0.30465+0.65147i,-0.33203+0.76986i,-0.21541+0.49102i,-0.10968+0.093074i,-0.11034-0.099662i,-0.10079-0.084849i,-0.055219-0.031553i,-0.031499-0.0091175i,-0.033089-0.0088462i,-0.038924-0.0084348i,-0.035917-0.002697i,-0.030543-0.0011104i,-0.044528-0.012162i,-0.069337-0.021567i,-0.067986-0.0065578i,-0.034238+0.014844i,0.0024512+0.015864i,0.015026-8.6308e-05i,-0.00026497-0.012264i,-0.018501-0.011346i,-0.024121-0.0041878i,-0.020027+0.0066391i
0.087977-0.39845i,0.23031-0.79178i,0.40104-0.91927i,0.43582-0.58009i,0.34417-0.11605i,0.25586+0.093007i,0.14159+0.028113i,0.013969-0.054675i,-0.036982-0.035603i,-0.012207-0.0016389i,0.01007+0.0048508i,0.0059699-0.0025953i,-0.016364-0.013347i,-0.047881-0.011713i,-0.060467-0.0072677i,-0.059423-0.0095239i,-0.055488-0.0076094i,-0.035331-0.0049696i,-0.0093794-0.0090632i,0.0033008-0.018076i,0.00052677-0.020655i,-0.010215-0.015545i,-0.020119-0.015876i
0.11479+0.068984i,0.1742+0.12873i,0.12347+0.10878i,0.0066831-0.050744i,-0.0685-0.24393i,-0.066599-0.3234i,0.022216-0.26733i,0.098727-0.19188i,0.084581-0.15364i,0.04056-0.12103i,0.01628-0.099837i,-0.005089-0.076159i,-0.015492-0.046277i,0.0099993-0.037625i,0.04888-0.033469i,0.062237-0.015329i,0.048314+0.0062593i,0.028297+0.022166i,0.022066+0.026369i,0.024929+0.022886i,0.023219+0.020709i,0.020226+0.017778i,0.01601+0.0107i
-0.28086+0.31815i,-0.54548+0.6629i,-0.65479+0.80417i,-0.50981+0.54101i,-0.3353+0.17042i,-0.22146+0.061373i,-0.079102+0.17221i,0.034531+0.22008i,0.04993+0.1454i,0.02449+0.06438i,0.015469+0.014033i,0.015555-0.013865i,0.0136-0.023402i,-0.0045855-0.029535i,-0.040808-0.031196i,-0.067383-0.027844i,-0.069734-0.021746i,-0.051669-0.0061068i,-0.026308+0.01126i,-0.0087926+0.017277i,0.0027918+0.014802i,0.010013+0.013919i,0.013065+0.017913i
0.11935-0.62155i,0.18623-1.1227i,0.20496-1.1377i,0.23167-0.48542i,0.3495+0.20838i,0.35523+0.45802i,0.12564+0.3726i,-0.075904+0.23503i,-0.091412+0.16138i,-0.013444+0.12418i,0.04771+0.096101i,0.069344+0.062161i,0.06301+0.030999i,0.043111+0.02887i,0.022756+0.034581i,0.0022793+0.019648i,-0.018827-0.001614i,-0.040792-0.014709i,-0.056988-0.015128i,-0.05574-0.0054665i,-0.038574-0.001099i,-0.018802-0.0092493i,-0.010927-0.019113i
0.1584+0.22831i,0.32088+0.32367i,0.39844+0.2144i,0.24955-0.10299i,-0.070932-0.39802i,-0.29515-0.52118i,-0.30194-0.49371i,-0.20383-0.36974i,-0.11122-0.22016i,-0.065817-0.10264i,-0.041941-0.024196i,-0.014445+0.02225i,0.015509+0.030287i,0.043341+0.0048635i,0.058229-0.027828i,0.061117-0.048842i,0.055892-0.056237i,0.046524-0.057633i,0.041097-0.057776i,0.031667-0.049016i,0.0097094-0.025774i,-0.0090697+0.0019708i,-0.0098431+0.017445i
-0.36257+0.34471i,-0.58275+0.68143i,-0.55494+0.74567i,-0.30508+0.37152i,-0.14531-0.045435i,-0.108-0.16332i,-0.019065-0.086559i,0.080238-0.027701i,0.086752-0.026594i,0.021149-0.02366i,-0.044475+0.0058859i,-0.069052+0.033299i,-0.064946+0.035243i,-0.072304+0.016123i,-0.087312-0.00013864i,-0.081508-0.0017i,-0.059425-0.00026117i,-0.028048+0.0013745i,0.0047212+0.0013679i,0.021425-0.0099774i,0.019926-0.023634i,0.0049482-0.022426i,-0.0071896-0.0071872i
0.44743-0.4962i,0.59973-0.89303i,0.37991-0.82186i,0.1436-0.090889i,0.3516+0.60525i,0.633+0.67009i,0.54669+0.36425i,0.30229+0.12692i,0.1638+0.024672i,0.11874-0.035338i,0.070096-0.074739i,0.0078093-0.067075i,-0.020507-0.026499i,-0.016677+0.0015106i,-0.0093919+0.010064i,-0.010138+0.024746i,-0.0089793+0.047753i,0.0010144+0.054957i,0.013173+0.04239i,0.0189+0.024857i,0.019176+0.00548i,0.021856-0.021884i,0.017836-0.042118i
-0.014573+0.11781i,0.056383+0.14806i,0.11203+0.082245i,-0.037395-0.054325i,-0.33819-0.17162i,-0.46789-0.19402i,-0.34182-0.16162i,-0.18366-0.13383i,-0.094925-0.09395i,-0.032208-0.048676i,0.010282-0.034316i,0.020812-0.028888i,0.026599-0.014539i,0.058726-0.0079897i,0.095494-0.018365i,0.10305-0.030828i,0.085797-0.029149i,0.06142-0.014439i,0.042976+0.0040613i,0.033579+0.018881i,0.024393+0.033111i,0.014995+0.043235i,0.0096154+0.044893i
-0.42694-0.033999i,-0.63578+0.032935i,-0.49645-0.00067393i,-0.20643-0.26109i,-0.17449-0.42607i,-0.26164-0.21232i,-0.1727+0.077873i,-0.025335+0.13392i,0.0016425+0.071418i,-0.02389+0.045203i,-0.020537+0.044617i,-0.0074646+0.03937i,-0.01236+0.029986i,-0.028972+0.036959i,-0.025023+0.063529i,-0.0066551+0.072937i,-0.011767+0.059165i,-0.028655+0.040244i,-0.028309+0.017637i,-0.014948-0.0033922i,-0.003534-0.01585i,0.00073357-0.01714i,-0.0041193-0.014887i
0.40008+0.29204i,0.54638+0.36916i,0.32706+0.24439i,-0.029786+0.12576i,-0.11501+0.13162i,-0.019189+0.038925i,-0.032817-0.10964i,-0.092835-0.0869i,-0.056421+0.0085273i,0.0018304+0.040926i,0.026766+0.044703i,0.035098+0.02955i,0.018426-0.0047329i,-0.021661-0.021949i,-0.062134-0.018074i,-0.079577-0.023444i,-0.06882-0.045175i,-0.042209-0.054365i,-0.015002-0.031616i,0.0014014-0.0023254i,0.0063698+0.0051774i,0.0067555-0.0011135i,0.012941-0.0050239i
-0.064266-0.022819i,-0.033148-0.033081i,0.096831-0.026547i,0.2448-0.075568i,0.28697-0.19854i,0.2161-0.25104i,0.14692-0.1745i,0.11622-0.11783i,0.071429-0.11421i,0.016608-0.10167i,-0.046093-0.076362i,-0.095431-0.022153i,-0.07268+0.031895i,-0.02444+0.024692i,-0.0081538-0.010438i,0.0011217-0.018036i,0.011975-0.01065i,0.013544-0.0064224i,0.01362-0.0075034i,0.015614-0.013792i,0.016519-0.018092i,0.0081487-0.01466i,-0.0018432-0.00073182i
0.087991-0.58644i,0.17583-0.98875i,0.29717-0.95667i,0.42914-0.48696i,0.44459-0.10485i,0.26611+0.057657i,0.093203+0.14001i,0.08202+0.12078i,0.1015+0.030852i,0.078562-0.03089i,0.05019-0.069761i,0.0082746-0.085651i,-0.017523-0.05789i,-0.0056555-0.034457i,0.0058517-0.03248i,-0.0016553-0.015854i,-0.01065+0.024893i,0.0026308+0.054017i,0.032446+0.042435i,0.043682+0.01659i,0.036252+0.014359i,0.03549+0.022405i,0.026957+0.023912i
-0.23909+0.45364i,-0.36862+0.78719i,-0.44761+0.78356i,-0.59356+0.50852i,-0.75496+0.33809i,-0.67783+0.24873i,-0.4382+0.10465i,-0.26612+0.03537i,-0.12973+0.06145i,0.013106+0.08233i,0.12242+0.071596i,0.15664+0.024107i,0.093754-0.0097067i,0.025062+0.024313i,0.012507+0.075591i,0.018293+0.095337i,0.019578+0.079554i,0.016468+0.046939i,0.017523+0.038324i,0.03335+0.053834i,0.045151+0.058382i,0.03665+0.046843i,0.025159+0.028076i
-0.097303+0.081328i,-0.21846+0.26854i,-0.28284+0.41407i,-0.20374+0.22445i,-0.076911-0.18601i,-0.023797-0.43576i,-0.013173-0.43107i,0.01019-0.31283i,0.015164-0.18323i,-0.041722-0.074395i,-0.12157+0.038398i,-0.11736+0.13223i,-0.031959+0.13027i,0.01913+0.069348i,0.016088+0.038442i,0.0062574+0.027966i,-0.011005+0.0091743i,-0.025638+0.0039793i,-0.020396+0.011904i,-0.021089+0.014789i,-0.03103+0.013817i,-0.030854+0.012781i,-0.028305+0.020006i
0.38859-0.24442i,0.59706-0.64604i,0.53924-0.91312i,0.38921-0.69483i,0.47046-0.30051i,0.57072-0.17226i,0.41375-0.19424i,0.18734-0.1657i,0.075633-0.13229i,0.045974-0.12612i,0.022604-0.10646i,-0.020034-0.06748i,-0.05615-0.0371i,-0.084972-0.031883i,-0.11849-0.029209i,-0.14711-0.011389i,-0.15762+0.012965i,-0.13026+0.033894i,-0.053708+0.037301i,0.030872+0.014007i,0.064498-0.010629i,0.046074-0.015372i,0.0075378-0.01798i
-0.20716-0.27518i,-0.25687-0.48702i,-0.080969-0.64446i,0.055909-0.713i,-0.10975-0.6443i,-0.26986-0.42222i,-0.1578-0.22054i,-0.015311-0.15094i,-0.0019409-0.10772i,-0.037815-0.059928i,-0.10137-0.045738i,-0.13491-0.0026915i,-0.082536+0.053192i,-0.021092+0.047504i,0.0051857-0.010439i,0.012374-0.074512i,0.0070297-0.10358i,0.0059164-0.08346i,0.012362-0.038893i,0.0070474+0.0022026i,-0.00053088+0.0248i,0.0049867+0.027806i,0.011405+0.025456i
0.18848+0.039499i,0.30695+0.15042i,0.3389+0.34853i,0.34557+0.53374i,0.3614+0.66642i,0.31198+0.73968i,0.27546+0.62857i,0.27984+0.32505i,0.24242+0.041266i,0.22458-0.079109i,0.23226-0.13094i,0.13528-0.15165i,-0.0063129-0.093556i,-0.058281-0.020701i,-0.050143+0.039549i,-0.030315+0.1035i,-0.010331+0.12654i,0.0094529+0.091149i,0.044364+0.040735i,0.078482+0.010247i,0.075638+0.005805i,0.037583+0.010877i,-0.0034769+0.011487i
-0.24026+0.24826i,-0.42719+0.51182i,-0.51324+0.68849i,-0.49731+0.55634i,-0.57883+0.10365i,-0.75456-0.30832i,-0.73018-0.28259i,-0.40983-0.025815i,-0.082605+0.1147i,0.040127+0.15167i,0.049713+0.13037i,0.028285+0.059052i,-0.0024048+0.006836i,-0.012044-0.011695i,-0.0091374-0.037301i,-0.016393-0.072769i,-0.032531-0.090572i,-0.014274-0.055372i,0.048596+0.014343i,0.081295+0.050692i,0.05828+0.051926i,0.025823+0.044122i,-9.8971e-05+0.03035i
0.22569-0.19234i,0.30284-0.35951i,0.28757-0.40189i,0.264-0.38625i,0.34388-0.49818i,0.45818-0.69675i,0.46066-0.76605i,0.31143-0.62649i,0.095681-0.37i,-0.056215-0.1239i,-0.11159+0.041027i,-0.094948+0.11287i,-0.029225+0.088907i,0.0094108+0.0088193i,-0.0049597-0.054033i,-0.027457-0.090196i,-0.050611-0.10651i,-0.06741-0.062493i,-0.029894+0.032358i,0.063104+0.077147i,0.1144+0.031607i,0.078754-0.019135i,0.017277-0.038308i
1.0006+7.4639i,3.9996+6.5187i,7.1765+4.6974i,7.4439+1.0139i,5.767-2.0542i,3.2933-3.3572i,1.0648-2.4061i,0.15372-0.49964i,0.71602+0.72255i,1.4547+0.37313i,0.91914-0.6123i,-0.22825-0.8708i,-0.97606-0.43154i,-1.2409+0.28058i,-0.98231+0.83143i,-0.4746+0.92397i,-0.076221+0.69474i,0.080361+0.30722i,-0.040648-0.049852i,-0.26106-0.15388i,-0.32954-0.10603i,-0.25593-0.064588i,-0.12746-0.066601i
-0.028156-0.16252i,-0.084565-0.22151i,-0.10245-0.21617i,-0.10477-0.24042i,-0.16953-0.23537i,-0.27257-0.079787i,-0.24846+0.051369i,-0.11767-3.4229e-05i,-0.015893-0.10537i,0.015425-0.14591i,-0.017868-0.13073i,-0.072248-0.072306i,-0.080908-0.0080364i,-0.061877+0.011443i,-0.063217+0.0083277i,-0.068835+0.015767i,-0.069818+0.035407i,-0.051357+0.039038i,-0.0063928-0.0070186i,0.020958-0.056674i,0.021202-0.056804i,0.023-0.028092i,0.02765-0.00011171i
0.18564+0.28197i,0.35365+0.5902i,0.49554+0.76495i,0.55062+0.60535i,0.49559+0.25298i,0.25319-0.005215i,-0.047297-0.045536i,-0.18936+0.0062935i,-0.19249+0.0039534i,-0.16076-0.0201i,-0.066285+0.009082i,0.061361+0.0068454i,0.094524-0.052346i,0.049191-0.078075i,0.012957-0.054669i,0.011829-0.0095984i,0.035803+0.031361i,0.044894+0.033449i,0.015224-0.0060807i,-0.021311-0.050404i,-0.034727-0.059302i,-0.028881-0.02883i,-0.010327+0.012445i
-0.41094-0.095333i,-0.65601-0.12187i,-0.55615-0.074581i,-0.19195-0.021541i,-0.027084-0.015319i,-0.085688+0.066972i,-0.072348+0.25168i,0.0091516+0.32294i,0.0054411+0.22441i,-0.048305+0.11693i,-0.055133+0.057452i,-0.01342+0.010201i,0.020363-0.018933i,0.038883-0.010929i,0.063467-0.011006i,0.070515-0.050159i,0.044519-0.08546i,-0.0038281-0.086821i,-0.054438-0.053352i,-0.074248-0.0056166i,-0.046691+0.0094497i,-0.00088068-0.012906i,0.03608-0.03156i
0.18333+0.036708i,0.24807-0.014523i,0.11906-0.064921i,-0.014602+0.07947i,0.13521+0.32163i,0.39705+0.29935i,0.3888+0.055945i,0.17967-0.059505i,0.047285-0.026266i,0.0074979-0.0035269i,-0.014314-0.007513i,-0.024862-0.0057241i,-0.024338+0.0077823i,-0.0022374+0.0077607i,0.031299-0.011558i,0.055055-0.02795i,0.058499-0.04288i,0.033688-0.04966i,-0.0011561-0.035926i,-0.011248-0.016025i,-0.0020408-0.0054594i,-7.6728e-05-0.0034102i,-0.0099874-0.007666i
-0.16468+0.016956i,-0.30971+0.0031286i,-0.39488-0.0035764i,-0.38676+0.023177i,-0.27504+0.0029347i,-0.13914-0.094386i,-0.16326-0.14041i,-0.20233-0.051062i,-0.072909+0.030291i,0.065108+0.016644i,0.10634-0.018131i,0.090395-0.039942i,0.047859-0.028123i,0.026241+0.016528i,0.02966+0.049995i,0.038324+0.060244i,0.054735+0.048262i,0.057385+0.029699i,0.03523+0.020921i,-0.0017964+0.013368i,-0.031404+0.016449i,-0.030503+0.026086i,-0.021098+0.023901i
0.24237-0.19194i,0.35015-0.24315i,0.29959-0.10488i,0.12632+0.052379i,-0.091035+0.068796i,-0.30977+0.13211i,-0.33292+0.30408i,-0.14835+0.34545i,0.016313+0.2206i,0.074774+0.095235i,0.083788+0.028695i,0.064685-0.013324i,0.021099-0.050606i,-0.018748-0.065453i,-0.038397-0.048079i,-0.039687-0.020904i,-0.028088-0.0024856i,-0.0080095+0.00080971i,0.0031765-0.0070414i,-0.005988-0.012945i,-0.018103-0.010183i,-0.013923-0.0064196i,0.0050354-0.0054378i
-0.074523+0.22598i,0.048608+0.38328i,0.23391+0.28955i,0.19939+0.037749i,0.022881+0.04756i,0.044366+0.24056i,0.20451+0.16802i,0.1646-0.072649i,-0.012677-0.11359i,-0.067276-0.02301i,-0.033396+0.029786i,-0.00052462+0.045656i,0.014949+0.032339i,0.0020805+0.016998i,-0.016924+0.023082i,-0.031209+0.03766i,-0.041358+0.047881i,-0.049441+0.037874i,-0.055405+0.021135i,-0.043881+0.020915i,-0.024431+0.023141i,-0.015489+0.01997i,-0.011867+0.011204i
-0.12584-0.40923i,-0.4101-0.73341i,-0.61526-0.79668i,-0.45841-0.6134i,-0.17795-0.50381i,-0.12756-0.48657i,-0.21009-0.34647i,-0.19865-0.11636i,-0.13212+0.039618i,-0.093401+0.098107i,-0.067264+0.093579i,-0.03884+0.059846i,-0.014541+0.035726i,0.0030349+0.035234i,0.021522+0.037951i,0.039766+0.029144i,0.044372+0.025133i,0.027747+0.03655i,0.010125+0.038648i,0.0092292+0.011231i,0.010643-0.02465i,0.0037296-0.037688i,-0.0087909-0.026513i
0.13096+0.33221i,0.22859+0.47806i,0.17271+0.44405i,0.025877+0.32897i,-0.028278+0.2245i,-0.029958+0.082519i,-0.076536-0.0013738i,-0.076947+0.01573i,-0.020818+0.0019501i,-0.011992-0.024078i,-0.0156-0.0096554i,0.0079427-0.01111i,0.027603-0.035032i,0.033879-0.058915i,0.017103-0.073227i,-0.0078009-0.07197i,-0.010085-0.071184i,0.0088126-0.071912i,0.022972-0.053941i,0.020006-0.020019i,0.012336+0.0050199i,0.0066911+0.0091394i,0.0071371+0.0058865i
-0.087791-0.21173i,-0.12144-0.27533i,-0.023288-0.18546i,0.14475-0.067985i,0.21283-0.11201i,0.13032-0.20468i,0.013774-0.15725i,-0.037007-0.070547i,-0.054629-0.047659i,-0.066849-0.034941i,-0.06045-0.0086839i,-0.055118+0.0038899i,-0.05019+0.011514i,-0.024214+0.029892i,0.013011+0.039645i,0.028479+0.023503i,0.012025-0.0015656i,-0.011218-0.015158i,-0.02248-0.022642i,-0.025238-0.022206i,-0.019432-0.010823i,-0.0045244-0.00089812i,0.0094832-0.003238i
0.3303+0.13561i,0.57367+0.14466i,0.60755+0.070611i,0.38953+0.049563i,0.1599+0.13955i,0.084328+0.20238i,0.083724+0.14869i,0.04942+0.075198i,-0.0014522+0.033588i,-0.036464-0.015034i,-0.047146-0.041203i,-0.019098-0.016925i,0.02322+0.0043256i,0.038483-0.016762i,0.032446-0.0474i,0.03195-0.045753i,0.04128-0.019658i,0.040049-0.0039389i,0.018833-0.0075175i,-0.0031574-0.01371i,-0.0075125-0.013047i,0.0028082-0.009176i,0.010005-0.0017084i
-0.20398+0.049852i,-0.27157+0.11324i,-0.23671+0.10857i,-0.18761+0.029604i,-0.10234+0.032569i,0.08434+0.10854i,0.20633+0.057773i,0.1458-0.0476i,0.059915-0.025081i,0.034175+0.033647i,-0.0039894+0.045044i,-0.030683+0.036594i,-0.019955+0.025718i,-0.016261+0.033319i,-0.029442+0.041307i,-0.037745+0.030945i,-0.024382+0.025101i,0.0037653+0.021755i,0.013534+0.010456i,-0.00029913+0.0064513i,-0.01277+0.013129i,-0.015892+0.016001i,-0.013105+0.0097933i
-0.08446-0.0044098i,-0.30672+0.025058i,-0.52953+0.12846i,-0.4864+0.20634i,-0.27653+0.13845i,-0.17325-0.0075614i,-0.15318-0.040077i,-0.058385+0.0080946i,0.046282-0.013969i,0.086829-0.038659i,0.11744-0.026644i,0.11852-0.040464i,0.056395-0.061914i,-0.0051991-0.049713i,-0.024728-0.011991i,-0.020508+0.025929i,-0.012297+0.03712i,-0.010608+0.025085i,-0.0063632+0.0084107i,0.0014391-0.01663i,-0.0035945-0.035568i,-0.010842-0.025118i,-0.007248-0.0023722i
-0.11236+0.065276i,-0.065396+0.14159i,0.080965+0.13152i,0.12314+0.028219i,-0.005063-0.0062363i,-0.10024+0.10586i,-0.038918+0.18103i,0.023518+0.1143i,0.012035+0.036022i,0.014828-0.010951i,0.02493-0.060747i,0.0034463-0.061068i,-0.0079058-0.0021912i,0.012084+0.040559i,0.033501+0.044583i,0.031257+0.030608i,0.0035281+0.01755i,-0.020858+0.016932i,-0.018731+0.022103i,-0.0082903+0.02921i,-0.0030727+0.034129i,0.0048903+0.027069i,0.012166+0.0074137i
0.092887-0.050105i,0.14894-0.14845i,0.16463-0.25961i,0.18233-0.28882i,0.2033-0.26535i,0.14862-0.25755i,0.026014-0.19336i,-0.058891-0.070036i,-0.079375+0.021628i,-0.089449+0.043622i,-0.09165+0.027338i,-0.061854+0.0052113i,-0.016529-0.016341i,0.02068-0.040589i,0.044232-0.069643i,0.052838-0.094139i,0.037926-0.096809i,0.0073329-0.075725i,-0.016821-0.051812i,-0.023444-0.043461i,-0.018875-0.043945i,-0.016597-0.038702i,-0.01562-0.026922i
-0.082358-0.085158i,-0.097623-0.16045i,-0.049107-0.21581i,-0.047643-0.22023i,-0.11983-0.14307i,-0.12415-0.030195i,-0.066802+0.029204i,-0.0052747+0.064127i,0.040465+0.067477i,0.036461+0.056107i,0.010524+0.074988i,0.010402+0.074469i,0.012535+0.022938i,-0.015632-0.02064i,-0.057012-0.029339i,-0.080136-0.02139i,-0.069523-0.017646i,-0.040391-0.018188i,-0.019936-0.0022244i,-0.0064377+0.027168i,0.0084762+0.041598i,0.012906+0.033986i,0.0073536+0.023549i
0.31162-0.10699i,0.44183-0.1543i,0.34973-0.061975i,0.19277+0.097884i,0.19129+0.089812i,0.16692-0.061146i,0.029484-0.11298i,-0.061196-0.058366i,-0.067107-0.012275i,-0.032672+0.015916i,0.020535+0.024784i,0.032142+0.0058446i,0.0055222+0.0063679i,0.0088943+0.03668i,0.043319+0.059718i,0.072384+0.05798i,0.081895+0.034507i,0.058854+0.0086454i,0.021354-0.0015707i,0.001745-0.0079775i,-0.0068777-0.017776i,-0.012763-0.01936i,-0.0088145-0.012459i
-0.38489+0.16498i,-0.64692+0.36326i,-0.65689+0.49486i,-0.42157+0.45115i,-0.25555+0.34537i,-0.17403+0.3021i,-0.022531+0.22689i,0.0695+0.059537i,0.034919-0.055627i,-0.0053241-0.086511i,-0.01645-0.090979i,-0.0075313-0.056068i,0.011523-0.010711i,0.012805-0.0040156i,0.0039413-0.014114i,0.0072293-0.010921i,0.024513-0.000689i,0.047826-0.0013091i,0.056605-0.013177i,0.042861-0.015017i,0.028215-0.0039606i,0.024906+0.0030134i,0.021928+0.0050094i
0.29744-0.3106i,0.4663-0.58153i,0.46693-0.65258i,0.36277-0.46251i,0.32645-0.2475i,0.29665-0.17189i,0.12912-0.16131i,-0.048671-0.082094i,-0.091324+0.027126i,-0.058939+0.078643i,-0.04127+0.078547i,-0.026289+0.061051i,0.0083242+0.042057i,0.045853+0.035364i,0.071079+0.027955i,0.072454+0.0078531i,0.055115-0.0087865i,0.029706-0.016541i,0.0011519-0.027987i,-0.021063-0.039245i,-0.033237-0.038103i,-0.036322-0.027142i,-0.035108-0.01865i
-0.21601+0.41526i,-0.38363+0.67411i,-0.4689+0.61064i,-0.45263+0.2827i,-0.41267+0.049596i,-0.33651+0.019532i,-0.18329+0.064934i,-0.041092+0.05887i,0.015091-0.0018349i,0.0060471-0.040525i,0.0006186-0.033015i,0.011707-0.026294i,-0.001516-0.042952i,-0.043889-0.061748i,-0.085195-0.058194i,-0.097722-0.030453i,-0.077392+0.0029428i,-0.040063+0.016508i,-0.013802+0.0067542i,-0.011473-0.002385i,-0.01552+0.0014823i,-0.012081+0.011402i,-0.0014402+0.018118i
0.20091-0.28202i,0.42306-0.55767i,0.48642-0.68254i,0.30098-0.50908i,0.14566-0.24653i,0.11642-0.10508i,0.089652-0.035012i,0.075543+0.02509i,0.071533+0.041606i,0.055824+0.038685i,0.055461+0.038206i,0.038514+0.020401i,-0.0005145+0.020547i,-0.0044083+0.051757i,0.020591+0.073105i,0.029623+0.065017i,0.018327+0.044188i,0.0016247+0.028369i,-0.0086003+0.021412i,-0.0084374+0.016223i,-0.0038521+0.011387i,0.0012349+0.0070159i,0.0033138-0.00018413i
0.0042+0.35958i,0.039525+0.7026i,0.15442+0.83854i,0.21596+0.6005i,0.064963+0.29021i,-0.098159+0.15759i,-0.092217+0.076266i,-0.058079-0.022273i,-0.072179-0.057051i,-0.068396-0.048519i,-0.057658-0.050653i,-0.051254-0.035795i,-0.035391-0.015086i,-0.031072-0.020141i,-0.037013-0.024722i,-0.026324-0.0091242i,-0.0074889+0.0075821i,0.0039246+0.017194i,0.014101+0.021725i,0.021204+0.017884i,0.021992+0.0070703i,0.020441-0.0025422i,0.018933-0.0059902i
