-0.001587+0.00095115i,-0.00046857+0.00017638i,-0.00010329+0.00011302i,0.0007936-7.6362e-05i,0.00042827+0.00062063i,-0.00057701+0.0014797i,-0.00023335+0.0018593i,0.0010659+0.0016916i,0.0017233+0.00069857i,0.0010815-0.00079508i,8.5016e-07-0.0010061i,-0.0010522-0.00043011i,-0.0015842+4.005e-05i,-0.0011615-0.00044191i,-0.00032208-0.0012089i,-1.339e-05-0.0010299i,0.00074293-0.00060497i,0.0013519+5.6926e-05i,0.00064624+0.0011163i,3.605e-05+0.0012952i,-0.00026671+0.00023031i,-0.00075697-0.00030483i,-0.00070256+7.7857e-05i
0.11974+0.017346i,0.21894+0.028549i,0.14033-0.029345i,-0.14711-0.09851i,-0.32224-0.090234i,-0.25168-0.07031i,-0.14788-0.093775i,-0.091099-0.077605i,-0.032697-0.01642i,-0.0027468+0.027138i,0.0041428+0.0479i,0.0207+0.044574i,0.020544+0.025092i,-0.0080064+0.013677i,-0.037532+0.0090503i,-0.051129-0.0024478i,-0.052844-0.024977i,-0.051552-0.049284i,-0.048312-0.054871i,-0.036452-0.042361i,-0.023326-0.034471i,-0.022047-0.032235i,-0.025631-0.024623i
-0.074085+0.12944i,-0.18696+0.3097i,-0.20707+0.42956i,-0.087605+0.33437i,-0.0087556+0.13039i,-0.037316+0.042865i,-0.038827+0.090531i,0.021996+0.11841i,0.066181+0.081806i,0.058981+0.045655i,0.039004+0.028279i,0.029762+0.0090207i,0.012517-0.01834i,-0.029822-0.036569i,-0.058734-0.019604i,-0.031381+0.017687i,0.017775+0.034587i,0.047156+0.025457i,0.049733+0.0059582i,0.029768-0.010602i,0.0071904-0.016174i,-0.0092902-0.013829i,-0.01937-0.00043435i
-0.075573-0.12557i,-0.13887-0.33254i,-0.1246-0.5582i,-0.041801-0.66981i,0.012567-0.58238i,0.039916-0.34766i,0.07858-0.13641i,0.080288-0.011248i,0.03957+0.064912i,0.022428+0.074654i,0.016561+0.042048i,0.015094+0.025304i,0.02696+0.0066163i,0.032958-0.024018i,0.036499-0.046918i,0.03343-0.059372i,0.020706-0.061176i,0.021187-0.048545i,0.033949-0.022741i,0.039025+0.0023001i,0.039256+0.015093i,0.04227+0.012729i,0.039207+0.0030756i
0.13039-0.082362i,0.29198-0.19874i,0.33341-0.27498i,0.20067-0.18817i,0.079878-0.022993i,0.026083+0.052207i,-0.054475+0.074674i,-0.10405+0.10884i,-0.068471+0.091746i,-0.028085+0.042369i,0.0042783+0.028437i,0.046043+0.031441i,0.062941+0.027855i,0.049621+0.020213i,0.0178+0.018828i,-0.015466+0.0356i,-0.021372+0.049008i,-0.0056209+0.038196i,0.0064194+0.015663i,0.010609-0.0031212i,0.012467-0.0082403i,0.014892-0.011214i,0.0063626-0.022766i
0.040826+0.16696i,0.16023+0.38933i,0.37596+0.49831i,0.53838+0.31411i,0.43519+0.063532i,0.16108+0.053331i,0.010003+0.16273i,-0.0082615+0.15461i,-0.03581+0.061417i,-0.063818+0.0075836i,-0.054376+0.0038385i,-0.031368+0.026918i,-0.0084333+0.051924i,0.0069371+0.044009i,0.0055882+0.0097449i,0.0087854-0.024656i,0.030026-0.054068i,0.050879-0.068257i,0.049398-0.060484i,0.021763-0.036714i,-0.0095948-0.0064769i,-0.021002+0.019802i,-0.015781+0.024917i
-0.14437-0.013298i,-0.3129+0.0054092i,-0.37264+0.052541i,-0.27689+0.079576i,-0.16818+0.056385i,-0.098529+0.027357i,-0.072895-0.0036202i,-0.10026-0.023875i,-0.099287+0.0042757i,-0.048471+0.031315i,-0.022185+0.045154i,-0.022072+0.08001i,-0.0048387+0.092492i,0.019283+0.047377i,0.022548-0.012822i,0.0080932-0.038025i,0.0041735-0.021657i,0.020658+0.0054472i,0.031274+0.016288i,0.012658+0.015454i,-0.017357+0.016273i,-0.020315+0.018406i,0.0030362+0.0094651i
0.049049-0.14708i,0.044908-0.31024i,-0.039883-0.31155i,-0.088877-0.079074i,-0.0078098+0.087328i,0.017657-0.007816i,-0.10326-0.12927i,-0.15628-0.11065i,-0.069342-0.066898i,-0.0024756-0.057323i,-0.018852-0.032625i,-0.054507+0.0063811i,-0.058898+0.034848i,-0.018724+0.048252i,0.04504+0.029559i,0.082206-0.014669i,0.0727-0.036508i,0.03368-0.02346i,-0.012032-0.0049035i,-0.035587-0.0045832i,-0.034924-0.015266i,-0.028751-0.013906i,-0.016745-0.0025305i
0.12064+0.11252i,0.27941+0.19059i,0.30659+0.121i,0.12467-0.072778i,-0.056692-0.15597i,-0.079946-0.090512i,-0.02339-0.088149i,-0.020129-0.14476i,-0.050281-0.1182i,-0.051376-0.057037i,-0.057879-0.040973i,-0.092711-0.040602i,-0.11763-0.018571i,-0.098051+0.01983i,-0.048527+0.029505i,-0.011983+0.0045534i,-0.0037386-0.012217i,-0.0064909-0.017316i,-0.0033934-0.030967i,0.0023431-0.049078i,-0.0021704-0.050507i,-0.0036981-0.025474i,0.010026+0.0038968i
-0.12857+0.077567i,-0.21214+0.16657i,-0.14277+0.14582i,0.0019307+0.0071675i,0.044413-0.064793i,0.084072-0.05287i,0.18598-0.068006i,0.20752-0.063778i,0.15534-0.0085618i,0.12268-0.0072484i,0.095116-0.06925i,0.056252-0.11042i,0.016832-0.10149i,-0.0060363-0.051339i,0.026637+0.0020284i,0.092871+0.018431i,0.13224+0.0029455i,0.14099-0.02128i,0.13063-0.035635i,0.10055-0.036816i,0.055863-0.042325i,0.0062514-0.050594i,-0.02709-0.03937i
-0.039369-0.16373i,-0.10319-0.32674i,-0.096406-0.33842i,0.029666-0.21052i,0.12016-0.1187i,0.069182-0.035595i,0.022472+0.089551i,0.056993+0.12325i,0.059679+0.062282i,0.034465+0.016115i,0.043459-0.013542i,0.058668-0.04534i,0.047539-0.048586i,0.029287-0.0092026i,0.040486+0.045402i,0.067441+0.073749i,0.063589+0.075406i,0.039515+0.077749i,0.025634+0.078087i,0.023365+0.051596i,0.024455+0.0065412i,0.010566-0.015151i,-0.015311-0.0054204i
0.18559+0.058535i,0.38782+0.143i,0.4388+0.27174i,0.28142+0.38754i,0.11952+0.41332i,0.053405+0.36097i,0.028765+0.30388i,-0.011583+0.2365i,-0.061075+0.15606i,-0.054468+0.11268i,0.0017077+0.084507i,0.032836+0.057031i,0.01651+0.04011i,-0.038127+0.03321i,-0.086168+0.062194i,-0.072334+0.098244i,-0.03348+0.077047i,-0.026184+0.014635i,-0.040712-0.025994i,-0.031261-0.020228i,0.01654-0.00034584i,0.06202-0.014336i,0.068911-0.052786i
-0.080475+0.17131i,-0.13291+0.35492i,-0.10474+0.39108i,-0.030773+0.23116i,-0.010874+0.085929i,-0.019589+0.02701i,-0.016245-0.023346i,-0.035153-0.068778i,-0.050789-0.086257i,-0.032719-0.074566i,-0.0043182-0.0362i,0.016667+0.00018206i,0.016243-0.0086005i,-0.02187-0.05784i,-0.080619-0.089529i,-0.11483-0.085047i,-0.10306-0.075693i,-0.059884-0.070547i,-0.018326-0.050604i,0.00093507-0.0058451i,0.0050997+0.03504i,0.012776+0.044761i,0.026032+0.02302i
-0.17292-0.13527i,-0.46382-0.25233i,-0.73905-0.21219i,-0.78937-0.017971i,-0.62249+0.079317i,-0.43105+0.013096i,-0.34988-0.055659i,-0.27108-0.05014i,-0.12238-0.027149i,-0.020215-0.0088318i,0.0032303+0.03256i,0.008178+0.065201i,0.012055+0.058682i,0.027632+0.02732i,0.050846-0.010691i,0.064789-0.030452i,0.081324-0.013159i,0.094951+0.040481i,0.081639+0.084876i,0.045033+0.071089i,0.01037+0.021825i,-0.0089525-0.010038i,-0.0055827-0.0062542i
0.18407-0.089632i,0.35948-0.189i,0.39437-0.20311i,0.26124-0.087995i,0.13759+0.01102i,0.065285-0.024051i,-0.0024225-0.10087i,-0.050837-0.10657i,-0.061906-0.057034i,-0.043986-0.018041i,-0.03612-0.012849i,-0.055653-0.0074969i,-0.064953+0.012667i,-0.046617+0.022142i,-0.025381+0.0077455i,-0.019395-0.019989i,-0.044971-0.04601i,-0.10165-0.063544i,-0.13709-0.064539i,-0.10744-0.057893i,-0.052131-0.052735i,-0.025709-0.03633i,-0.025521-0.0048532i
0.032509+0.18418i,0.11904+0.2768i,0.17065+0.084193i,0.05849-0.3129i,-0.098349-0.44783i,-0.0083463-0.25493i,0.24765-0.12597i,0.33481-0.1517i,0.23164-0.15931i,0.11361-0.1279i,0.041583-0.11029i,-0.00087933-0.10757i,-0.023816-0.090351i,-0.017048-0.059949i,0.0057181-0.049425i,0.026003-0.055197i,0.053759-0.073752i,0.071823-0.11555i,0.059582-0.13964i,0.038338-0.10305i,0.03229-0.038357i,0.03795-0.0020261i,0.028954-0.00043528i
-0.24637-0.053259i,-0.49818-0.024928i,-0.59638+0.10319i,-0.39113+0.21953i,-0.13445+0.1474i,-0.10896+0.048838i,-0.17947+0.12843i,-0.087577+0.20582i,0.075258+0.10189i,0.10653-0.041567i,0.06075-0.089606i,0.035874-0.089453i,0.014704-0.061641i,0.0051536+0.0089845i,0.038233+0.05573i,0.074665+0.032941i,0.070622-0.011937i,0.049788-0.024857i,0.041201-0.011314i,0.034014-0.012063i,0.016387-0.031599i,-0.010117-0.037734i,-0.034699-0.02611i
0.13555-0.17757i,0.25501-0.29089i,0.37551-0.2273i,0.5105-0.056991i,0.58286-0.031418i,0.40839-0.048161i,0.15757+0.092221i,0.080106+0.23959i,0.080641+0.24i,0.061106+0.15229i,0.045624+0.061126i,0.037027+0.0028527i,0.011608-0.031092i,-0.03395-0.041793i,-0.047984-0.014165i,-0.0093486+0.010347i,0.036071-0.00039745i,0.058443-0.018389i,0.061616-0.01303i,0.069921+0.010463i,0.076459+0.02363i,0.052226+0.018927i,0.014756+0.0084562i
0.14609+0.16499i,0.27608+0.23385i,0.28535+0.13691i,0.17791-0.010836i,0.1892-0.0092583i,0.30832-0.050476i,0.23335-0.23422i,0.0018897-0.30312i,-0.087343-0.21341i,-0.011931-0.11693i,0.088646-0.064906i,0.16749-0.062853i,0.176-0.10066i,0.084259-0.11335i,-0.027935-0.06195i,-0.068084-0.00046696i,-0.054743+0.0092515i,-0.049289-0.03292i,-0.066122-0.074314i,-0.070368-0.071726i,-0.041826-0.046566i,-0.0091362-0.045264i,-0.0050686-0.063396i
-0.27278+0.074284i,-0.5255+0.177i,-0.61598+0.33976i,-0.34406+0.539i,0.053441+0.60668i,0.12266+0.44366i,-0.073288+0.34425i,-0.059552+0.4339i,0.16839+0.37567i,0.22098+0.11493i,0.0859-0.040763i,-0.0037408-0.023448i,-0.011806+0.0081041i,-0.025545-0.026656i,-0.080767-0.081716i,-0.13593-0.093616i,-0.12766-0.067807i,-0.060494-0.044044i,0.011952-0.043497i,0.050051-0.050074i,0.050097-0.023076i,0.049764+0.032227i,0.059619+0.062028i
0.021534-0.24999i,0.018423-0.43655i,-0.023607-0.41872i,-0.098211-0.1296i,-0.1268+0.15291i,-0.10454+0.13821i,-0.18672-0.10358i,-0.35396-0.23148i,-0.31118-0.10268i,-0.039693+0.025597i,0.14452-0.021051i,0.15769-0.090274i,0.13036-0.087725i,0.11135-0.051009i,0.10968-0.013187i,0.11835-0.001712i,0.099116+0.010257i,0.064708+0.06613i,0.054814+0.13133i,0.046151+0.12804i,-0.00064578+0.062333i,-0.054941+0.022101i,-0.060712+0.036329i
0.28038+0.10972i,0.58071+0.12423i,0.77365+0.053968i,0.65043+0.041626i,0.35716+0.24951i,0.27938+0.40361i,0.45445+0.27311i,0.57731+0.076458i,0.45056+0.0021004i,0.18177+0.028774i,-0.0003449+0.074574i,-0.060588+0.090724i,-0.053929+0.095327i,-0.020546+0.079948i,-0.024778+0.043726i,-0.070052+0.038775i,-0.10696+0.067918i,-0.096984+0.09153i,-0.039683+0.075034i,0.0092002+0.0064851i,0.014715-0.058928i,-0.0077852-0.054097i,-0.031713+0.0056737i
-0.2235+0.1681i,-0.43998+0.27653i,-0.65827+0.23396i,-0.88893+0.052356i,-1.0816-0.070909i,-1.0017-0.063148i,-0.6859-0.061475i,-0.42882-0.11681i,-0.28962-0.14077i,-0.19254-0.10971i,-0.099821-0.10992i,-0.044127-0.16584i,-0.046904-0.14322i,-0.0059555-0.029964i,0.0864-0.00096431i,0.11198-0.074505i,0.052892-0.11908i,-0.024338-0.075209i,-0.063299-0.0054077i,-0.059563+0.0085601i,-0.051426-0.0022529i,-0.051554+0.012985i,-0.041353+0.019685i
-0.095024-0.17558i,-0.13346-0.26053i,-0.092652-0.18595i,-0.039978-0.12064i,-0.1098-0.24744i,-0.16348-0.22753i,0.041365+0.056459i,0.27512+0.21054i,0.23959+0.16507i,0.075568+0.10338i,-0.0208+0.10473i,0.0018393+0.15716i,0.074748+0.15754i,0.083854+0.13258i,0.077706+0.15668i,0.099671+0.1805i,0.084982+0.1833i,0.035888+0.14755i,-0.016968+0.046262i,-0.069669-0.042698i,-0.091465-0.060416i,-0.076604-0.058159i,-0.057669-0.056912i
-0.36501+8.9678i,0.99707+8.8751i,4.939+8.7261i,6.953+4.7154i,5.8585+0.1459i,3.1613-2.1902i,1.0886-1.7255i,0.55232-0.49363i,1.0121+0.067718i,1.4494-0.40518i,0.82498-1.3676i,-0.39143-1.7127i,-1.2868-1.2355i,-1.7149-0.32135i,-1.6298+0.45269i,-1.1338+0.70796i,-0.51759+0.62222i,-0.010659+0.51179i,0.30858+0.47266i,0.39708+0.50274i,0.37207+0.57362i,0.36475+0.58873i,0.33304+0.464i
-0.12593+0.21672i,-0.28891+0.35458i,-0.43453+0.30227i,-0.46799+0.069676i,-0.38282-0.089051i,-0.20235-0.058169i,-0.0028854-0.0037998i,0.12033-0.049349i,0.098336-0.11835i,-0.030651-0.069296i,-0.10826+0.05975i,-0.11761+0.096032i,-0.12472+0.058978i,-0.094201+0.029441i,-0.048853-0.012175i,-0.034384-0.041828i,-0.0045754-0.033223i,0.060465-0.038531i,0.10534-0.074357i,0.081777-0.086454i,0.016922-0.046506i,-0.030829+0.010731i,-0.039337+0.037851i
-0.1481-0.22512i,-0.30868-0.36577i,-0.38756-0.3297i,-0.23354-0.13723i,0.041023-0.023283i,0.11298+0.074966i,0.020933+0.22518i,-0.05312+0.21519i,-0.12595+0.11476i,-0.1169+0.12235i,-0.0064268+0.13525i,0.046759+0.09288i,0.058546+0.07872i,0.12822+0.037049i,0.17482-0.070194i,0.16223-0.15905i,0.16383-0.19959i,0.16996-0.18757i,0.13204-0.11316i,0.054161-0.015605i,-0.013365+0.07345i,-0.013443+0.11541i,0.023224+0.078852i
0.28718-0.01915i,0.57807-0.023574i,0.78137-0.070438i,0.75128-0.15042i,0.60228-0.18367i,0.43027-0.20205i,0.19179-0.17994i,0.0041918+0.0069723i,-0.022577+0.16901i,-0.0061781+0.12155i,-0.033436+0.061296i,-0.015464+0.11067i,0.054511+0.13617i,0.062645+0.097417i,0.020266+0.077235i,0.0080019+0.070811i,0.0019253+0.03739i,-0.026774-0.0036641i,-0.048356-0.018176i,-0.042024-0.009148i,-0.024838-0.01232i,-0.032089-0.039728i,-0.06487-0.047263i
-0.10671+0.21481i,-0.16209+0.36119i,-0.073584+0.32041i,0.13079+0.074724i,0.20836-0.10304i,0.10864-0.11179i,-0.01656-0.087692i,-0.0689-0.065147i,-0.060053-0.026895i,-0.061953-0.0077261i,-0.052746+0.0020354i,0.0078106+0.0016003i,0.035297-0.01893i,0.0090018-0.02043i,-0.00071971-0.027647i,-0.0079256-0.066339i,-0.035462-0.10008i,-0.054073-0.10455i,-0.034956-0.065123i,0.018145-0.012299i,0.048401-0.0081811i,0.030478-0.028606i,0.012818-0.026398i
-0.16847-0.20458i,-0.37062-0.32261i,-0.53714-0.16009i,-0.4435+0.28597i,-0.13799+0.54074i,0.054605+0.4027i,0.06653+0.19176i,0.059254+0.08326i,0.049904+0.0060918i,0.017602-0.043263i,-0.024438-0.082654i,-0.085222-0.11918i,-0.10441-0.081767i,-0.039356-0.0029253i,0.011401+0.04151i,-0.025929+0.07604i,-0.086794+0.13392i,-0.091106+0.18336i,-0.032636+0.16195i,0.019234+0.072275i,0.015714+0.0011939i,-0.012114+0.0067154i,-0.020457+0.04556i
0.23823+0.031192i,0.49861+0.12985i,0.6599+0.28884i,0.64297+0.41083i,0.57203+0.35727i,0.48904+0.13003i,0.37258-0.062029i,0.25147-0.09575i,0.13963-0.040069i,0.061271+0.031487i,0.025461+0.075919i,0.013578+0.083411i,0.024845+0.040924i,0.024121-0.023194i,-0.0038929-0.031664i,-0.010788+0.015406i,0.022695+0.045592i,0.031446+0.028861i,-0.027106+0.0066404i,-0.082751+0.021363i,-0.064136+0.047914i,0.00053218+0.030745i,0.044084-0.020582i
-0.1363+0.18254i,-0.28505+0.3584i,-0.35681+0.36829i,-0.38623+0.13779i,-0.46781-0.044763i,-0.42601-0.046741i,-0.22192-0.064049i,-0.087311-0.12923i,-0.074877-0.1321i,-0.086433-0.080968i,-0.062716-0.042013i,-0.027909-0.049464i,-0.03967-0.059925i,-0.055722-0.021524i,-0.019014+0.034971i,0.026987+0.069833i,0.037435+0.098608i,0.032031+0.14875i,0.038158+0.18914i,0.044361+0.15858i,0.036724+0.068896i,0.0051807-0.0034548i,-0.044808-0.020139i
-0.097496-0.23603i,-0.28482-0.50995i,-0.55917-0.57226i,-0.69383-0.24324i,-0.5249+0.1531i,-0.21712+0.30556i,-0.011131+0.28555i,0.019331+0.21063i,-0.05968+0.13309i,-0.11161+0.10406i,-0.093986+0.10671i,-0.066017+0.10061i,-0.038174+0.085326i,-0.012296+0.043458i,-0.019735-0.019196i,-0.047229-0.049051i,-0.04654-0.055515i,-0.025301-0.092236i,-0.024759-0.13597i,-0.043224-0.11959i,-0.051694-0.053749i,-0.032034+0.0056101i,0.012257+0.045867i
0.19163+0.070121i,0.39084+0.057175i,0.39033-0.093787i,0.14746-0.26406i,0.013224-0.2699i,0.10161-0.19833i,0.1595-0.18337i,0.10418-0.15154i,0.057112-0.081773i,0.04218-0.039746i,0.023839-0.020911i,0.0063309-0.00038038i,-0.010615+0.011872i,-0.042532+0.017781i,-0.069801+0.042634i,-0.054616+0.063604i,-0.02849+0.054051i,-0.038638+0.039523i,-0.074713+0.037164i,-0.093188+0.042452i,-0.064195+0.048386i,-0.017659+0.026123i,-0.0022248-0.025427i
-0.20027+0.11616i,-0.35892+0.28658i,-0.3537+0.37385i,-0.22202+0.27023i,-0.1875+0.14711i,-0.18245+0.13253i,-0.10361+0.12511i,-0.034849+0.071796i,-0.0029052+0.018929i,-0.0073449-0.015098i,-0.034887-0.015902i,-0.036839-0.010543i,-0.029738-0.013487i,-0.010297+0.0035939i,0.032038+0.0089259i,0.04369-0.01574i,0.014805-0.028691i,-0.0092378-0.020069i,-0.011889-0.011658i,-0.00781-0.012785i,-0.0054013-0.019795i,-0.0078767-0.024496i,-0.015972-0.0111i
0.087536-0.26293i,0.15999-0.5661i,0.2354-0.76106i,0.24942-0.69521i,0.12702-0.47666i,-0.057854-0.18227i,-0.092068+0.059965i,-0.026153+0.072183i,-0.053831-0.014399i,-0.099317-0.0096053i,-0.060186+0.025771i,-0.0034614+0.014594i,0.020215-0.014904i,0.018656-0.038901i,-0.0093308-0.063937i,-0.053503-0.076003i,-0.079657-0.066324i,-0.074257-0.064653i,-0.057334-0.075483i,-0.043783-0.06581i,-0.036326-0.033371i,-0.027218-0.00045426i,-0.013987+0.017259i
0.17088+0.17132i,0.39018+0.25545i,0.48464+0.16349i,0.33006-0.012182i,0.17233-0.053189i,0.18581-0.053107i,0.18522-0.12997i,0.082121-0.14056i,0.026063-0.068343i,0.028499-0.045424i,-0.00023796-0.055284i,-0.042077-0.031354i,-0.055251+0.002337i,-0.048405+0.014614i,-0.04576+0.022744i,-0.048475+0.046144i,-0.044404+0.071245i,-0.037359+0.07581i,-0.032704+0.05123i,-0.021571+0.020352i,0.0024362+0.010355i,0.027391+0.0084605i,0.034309-0.0079265i
-0.23726+0.037995i,-0.42342+0.19819i,-0.37606+0.40483i,-0.085632+0.46038i,0.067889+0.32744i,-0.034772+0.20745i,-0.10116+0.20107i,-0.024636+0.18149i,0.03108+0.10745i,0.020304+0.052644i,0.0073627+0.033253i,0.017741+0.018274i,0.021254-0.015359i,-0.0044825-0.035249i,-0.017688-0.016699i,0.005704+0.0053902i,0.03301+0.0044474i,0.042005-0.0091516i,0.039542-0.020661i,0.028309-0.03062i,0.011144-0.039188i,-0.0031857-0.035992i,-0.01446-0.015453i
0.14087-0.16087i,0.23534-0.26337i,0.25216-0.22027i,0.15586-0.11427i,-0.0083635-0.17015i,-0.15202-0.27524i,-0.18306-0.24735i,-0.11518-0.17113i,-0.071551-0.11473i,-0.055321-0.035522i,-0.018142+0.02302i,-0.0039081+0.027519i,-0.017994+0.019568i,-0.016046+0.012765i,0.010732-0.0037179i,0.034339-0.026029i,0.038793-0.03688i,0.032813-0.032006i,0.020198-0.01596i,0.0053052+0.0060368i,-0.0056301+0.021585i,-0.010582+0.026436i,-0.0066542+0.025763i
0.059981+0.19806i,0.14727+0.35042i,0.21858+0.37377i,0.23101+0.25251i,0.21711+0.17285i,0.22089+0.17903i,0.17751+0.14795i,0.035124+0.093047i,-0.059717+0.072789i,-0.037675+0.044069i,-0.012982+0.0031099i,-0.031127-0.0097213i,-0.051351+0.0061611i,-0.048008+0.02454i,-0.018696+0.018833i,0.0089772-0.011624i,0.010866-0.033945i,0.007961-0.037505i,0.01379-0.036841i,0.011758-0.031838i,0.00064944-0.018629i,-0.0091197-0.0030659i,-0.0096556+0.0054614i
-0.20279-0.082257i,-0.43482-0.16697i,-0.67484-0.20335i,-0.75608-0.096909i,-0.60769+0.041354i,-0.36901+0.032051i,-0.20766-0.062124i,-0.11972-0.065357i,-0.049323+0.015315i,-0.0030283+0.06098i,0.0088876+0.067813i,0.021896+0.07278i,0.048036+0.064843i,0.065139+0.042888i,0.0586+0.017109i,0.035112-0.010877i,0.014796-0.031182i,0.0095178-0.036767i,0.0073631-0.032853i,-0.004359-0.024577i,-0.017431-0.010957i,-0.01937+0.0069638i,-0.0056131+0.018005i
0.10161-0.044731i,0.1475-0.014038i,0.12546+0.11167i,0.11797+0.20742i,0.2057+0.084161i,0.21329-0.14901i,0.076696-0.18669i,0.0098148-0.072759i,0.017611-0.026025i,-0.016118-0.0062941i,-0.022748+0.022187i,0.010314+0.0048934i,0.029326-0.021793i,0.035991-0.025592i,0.024322-0.020273i,-8.2799e-06-0.010592i,-0.026043-0.0028301i,-0.049948+0.001652i,-0.06231+0.0092614i,-0.058421+0.016788i,-0.039569+0.017143i,-0.022705+0.0045158i,-0.028333-0.013047i
-0.016016+0.087995i,-0.041056+0.1357i,-0.00053677+0.10374i,0.10934-0.021195i,0.1553-0.073198i,0.11818+0.035194i,0.085309+0.10094i,0.0090637+0.017947i,-0.087398-0.04693i,-0.10043-0.034926i,-0.077718-0.015457i,-0.06899-0.0039354i,-0.059579-0.001618i,-0.045988+0.0085181i,-0.021756+0.033858i,0.0016205+0.050672i,0.0086672+0.060289i,0.01076+0.069709i,0.01783+0.065246i,0.023348+0.042277i,0.013154+0.014357i,-0.0079275+0.0020384i,-0.013918+0.0099928i
-0.0095753-0.07401i,0.052013-0.24298i,0.08826-0.45992i,-0.0083284-0.51428i,-0.15948-0.34692i,-0.16097-0.18434i,-0.037278-0.14402i,0.036092-0.12954i,0.018289-0.078132i,-0.0067048-0.020661i,0.0035968+0.011i,0.024193+0.021074i,0.025142+0.015267i,0.0043347+0.0039082i,-0.0075275+0.0007699i,0.0068114-0.00084726i,0.025655-0.012958i,0.031249-0.032764i,0.024029-0.050367i,0.012517-0.055237i,0.0049493-0.044968i,-0.00065938-0.026861i,-0.0066802-0.0071128i
-0.012101+0.0093089i,-0.017595+0.040695i,-0.038839+0.004949i,-0.076966-0.08852i,-0.031618-0.099885i,0.10633-0.069898i,0.1407-0.097152i,0.057589-0.074586i,0.018498+0.0036138i,0.012795+0.021132i,-0.01288+0.0055864i,-0.028406+0.0097712i,-0.025816+0.027846i,-0.0091364+0.04898i,0.014382+0.049493i,0.023107+0.033504i,0.016853+0.018657i,0.00082421+0.006785i,-0.022169+0.0011787i,-0.039159+0.0022997i,-0.038575+0.0053565i,-0.022516+0.0025908i,-0.0081951-0.0091651i
-0.0061249-0.032316i,-0.091896-0.020167i,-0.157+0.15583i,-0.066306+0.42289i,0.083796+0.49675i,0.09063+0.362i,-0.023051+0.21618i,-0.088386+0.1135i,-0.073108+0.030564i,-0.04297-0.0053891i,-0.020871+0.0018735i,-0.0083091+0.0067119i,-0.00047938-0.0029974i,-0.00068394-0.019944i,-0.008843-0.0395i,-0.01645-0.060379i,-0.030794-0.071173i,-0.043571-0.062577i,-0.038893-0.044538i,-0.018672-0.028266i,0.0026043-0.022667i,0.0081667-0.025229i,-0.00017039-0.01961i
0.088129+0.064707i,0.269+0.086332i,0.48169+0.026795i,0.53918-0.13753i,0.38159-0.29288i,0.20264-0.29613i,0.17102-0.1898i,0.17483-0.10177i,0.10238-0.046817i,0.032965-0.0079148i,0.012321+0.010441i,0.0095171+0.021281i,0.015299+0.025243i,0.018834+0.015307i,0.0031741+0.0067334i,-0.025109+0.012417i,-0.040272+0.020964i,-0.033145+0.013713i,-0.019198-0.0026096i,-0.0097199-0.0088266i,-0.0044289-0.0031454i,-7.3348e-05+0.0055822i,0.0045969+0.0052218i
-0.082848+0.0059572i,-0.13511+0.038541i,-0.13381+0.04835i,-0.089217+0.022523i,-0.054186+0.0051562i,-0.046141+0.019692i,-0.053045+0.035121i,-0.044094+0.046813i,0.012007+0.074823i,0.068065+0.071332i,0.063821+0.030829i,0.031742-0.004304i,0.012886-0.031124i,0.002735-0.04656i,-0.0055782-0.040778i,-0.011672-0.021463i,-0.016672-0.0045198i,-0.021713+0.0058594i,-0.023064+0.0066308i,-0.020671-0.0039087i,-0.019685-0.012704i,-0.019183-0.017373i,-0.021567-0.01901i
0.048202-0.07095i,0.032179-0.13298i,-0.047146-0.16134i,-0.17112-0.10564i,-0.2306+0.028955i,-0.16434+0.11882i,-0.078254+0.072897i,-0.063508-0.0059546i,-0.081862-0.031581i,-0.074917-0.019164i,-0.052602-0.00161i,-0.042012+0.0049717i,-0.042175+0.0024914i,-0.042776+0.0012352i,-0.036411+0.0081429i,-0.01885+0.015262i,0.0024248+0.011366i,0.014627-0.0038444i,0.015109-0.015336i,0.012776-0.01057i,0.017579+0.0011035i,0.024772+0.005919i,0.027093+0.0049397i
-0.0031851+0.084612i,-0.062857+0.17679i,-0.1525+0.30967i,-0.15342+0.39741i,-0.029309+0.33507i,0.074351+0.17775i,0.076477+0.078365i,0.03624+0.054499i,0.0047607+0.035699i,-0.0045878+0.018238i,0.0036662+0.014264i,0.011331+0.01105i,0.011884+0.016971i,0.020145+0.025038i,0.042043+0.010473i,0.054378-0.022229i,0.046395-0.04693i,0.035591-0.050918i,0.026704-0.045468i,0.01618-0.039627i,0.0052375-0.029504i,-0.0067156-0.013777i,-0.016074+0.0023692i
-0.023036-0.028256i,0.031291-0.080682i,0.13736-0.13849i,0.23258-0.1599i,0.23509-0.16302i,0.15488-0.15787i,0.072785-0.14789i,0.010783-0.11795i,-0.030436-0.033223i,-0.024936+0.043981i,-0.0064989+0.046183i,-0.0065433+0.021152i,0.00066422+0.010468i,0.016425+0.0022342i,0.016323-0.0097458i,-0.00040547-0.023699i,-0.020704-0.030261i,-0.035347-0.027834i,-0.03921-0.017989i,-0.029367-0.0091762i,-0.015638-0.014299i,-0.0054274-0.026647i,0.00628-0.032657i
