-3.7009e-05+0.00080734i,0.00010924+0.00044882i,-0.00058126-0.00062746i,-0.00091835-0.0013911i,-0.0020551+0.00026325i,-0.0024428+0.0023083i,-0.00052873+0.003224i,0.0011484+0.0025639i,0.0017278+0.0010733i,0.0016551-0.00039368i,0.0010815-0.0013791i,0.00063461-0.0019947i,0.00023587-0.0016189i,-0.00011768-0.00051057i,-0.00077742-3.5449e-05i,-0.0014584-1.4747e-05i,-0.0013693+0.00030705i,-0.0013167+0.00052871i,-0.001066+5.7712e-06i,-0.0010635-0.00043542i,-0.0011082+0.00034451i,-0.00073283+0.00086165i,6.4147e-05+0.00073431i
-0.0001477-0.00066653i,-0.0011715-0.00057075i,-0.0010837-0.00035889i,-0.00070319-0.00054337i,-0.00090574-0.00096155i,-0.00082132+0.00064389i,-0.00013308+0.0013553i,0.00014203+0.0011864i,-0.0003207+0.00070791i,-0.00089383-0.00066806i,-0.0012352-0.0017231i,-0.0012895-0.0019687i,-0.0013438-0.0016326i,-0.0015166-0.0009578i,-0.0017458-0.00043277i,-0.0014341-0.00022814i,-0.00024143-0.00013671i,-2.6626e-05+3.4463e-05i,-0.00082264+0.00034017i,-0.00075598+0.0005001i,-1.1489e-05+6.7387e-06i,0.00033534-0.00026355i,0.0001929-1.187e-05i
0.0013328-5.7792e-05i,0.0014934-0.00056745i,0.00061294-0.003277i,-0.0012792-0.0043912i,-0.0022439-0.0022701i,-0.001443+0.0013832i,0.00027683+0.0030654i,0.00056273+0.0023209i,0.00038265-5.6751e-05i,0.00062357-0.0016711i,0.0012151-0.0015904i,0.0021311-0.0014099i,0.0025247-0.00074195i,0.0021583+0.00037217i,0.0011626+0.00044536i,0.00034188-8.5898e-05i,0.00055899-0.00021446i,0.00019266+0.00014398i,0.00014685+0.00051309i,0.00057253+0.00058436i,7.8116e-05+1.3005e-05i,-0.0002298-0.00054608i,-0.00018802+0.00017859i
-0.00046899-0.0022721i,-0.0021531-0.0012529i,-0.0012145+0.00058196i,-0.0001926+0.0020542i,-0.00091903+0.002414i,-0.00076915+0.0024858i,-0.00018364+0.0027038i,-0.00025305+0.0014895i,-0.0001918+0.00048541i,0.00031183+0.00041067i,0.00088097+0.0011995i,0.0011592+0.0026933i,0.00072949+0.00319i,0.00069869+0.0023675i,0.00063158+0.0011125i,0.00025816+7.6279e-05i,0.00023337+0.00042466i,-0.00052508+0.0012929i,-0.0010019+0.001384i,-0.00024449+0.0010002i,-0.00012222+0.00083014i,-0.00018355+0.00060833i,-0.00025229-0.00012501i
-0.0023572+0.0019607i,-0.0014979+0.003593i,0.000365+0.0040069i,0.0018072+0.0014853i,0.00088543-0.0007531i,-0.00075074-0.00059786i,-0.00091101+0.00068042i,0.00021665+0.00087955i,7.9069e-06-5.3997e-05i,-0.0010521-0.00031032i,-0.0020768+0.00027662i,-0.0025757+0.00083844i,-0.002679+0.0010309i,-0.0022842+0.00015027i,-0.0012705-0.00083861i,-0.00083809-0.00049585i,-0.00052515+0.00019932i,-0.00040331+0.00064963i,-0.00088414+0.00062122i,-0.0012558+0.00068923i,-0.0011703+0.00078451i,-0.0007668+0.00039723i,0.00022957+0.0004385i
-0.0019638-0.0036239i,-0.0024931-0.0017882i,-0.0035629-0.001089i,-0.0042848-0.00049947i,-0.0039314+0.0021691i,-0.0030128+0.0041046i,-0.0018049+0.0042275i,-0.00016795+0.0029011i,0.0012413+0.0010823i,0.00016601-0.0005642i,-0.00041382-0.0016433i,-0.00083044-0.0024619i,-0.0015095-0.0022453i,-0.00075762-0.0011931i,-0.0003428+0.00015076i,-0.0011284+1.3623e-05i,-0.00083443-0.00065362i,-0.00033812-0.0004676i,-0.00072059-0.00028745i,-0.00075206-0.0011971i,0.00024535-0.0010848i,-0.00018739+0.00018546i,-0.00071917+0.00057654i
-0.00054897+0.0016012i,-0.0011236+0.0024062i,-0.0028645+0.0024072i,-0.0026133+0.0010797i,-0.00084364+0.00025158i,0.00074553+0.00055831i,0.0015005+0.0020645i,0.0010403+0.002304i,0.0004817+0.0012178i,0.0010052+0.00021367i,0.0028045-0.00061219i,0.0029565-0.0010581i,0.0026329-0.0017607i,0.0020743-0.0017819i,0.0012994-0.0012363i,0.0011632-0.0010364i,0.0010632-0.0011151i,0.00033417-0.00067874i,-0.00019347-0.00014624i,0.00048236+0.00011904i,0.00044307+0.00017416i,-0.00038067-0.00015137i,-0.00023898+0.00016185i
0.00016355-0.00071399i,-0.00080046+0.00087438i,-0.0019258+0.001075i,-0.0012333+0.00021815i,-0.0011951+0.00041517i,-0.0012479+0.00084253i,-0.00055002+0.00091683i,0.00052019+0.00066404i,0.00067997+0.00077113i,4.0956e-05+0.0013973i,0.00020991+0.002716i,0.00092227+0.0038327i,0.0015118+0.0035898i,0.0016843+0.0028127i,0.0016003+0.0017927i,0.001203+0.00076116i,0.00079534+0.0011917i,0.00067881+0.0013228i,0.00043671-0.00010999i,0.00018638-0.00037131i,-0.00019139+0.00070502i,-0.00016558+0.00082237i,-0.00017211+0.00037136i
0.00036007-0.0010337i,-0.00044341-0.0017435i,-0.0013027-0.0028968i,-0.00047777-0.0028672i,-0.00043506-0.00095121i,-0.0019899+0.0012765i,-0.0023841+0.0024721i,-0.0010958+0.0030858i,-0.00070279+0.0018977i,-0.0014826+0.00015772i,-0.0030475-0.00061711i,-0.0036432-0.00092369i,-0.0034398-0.00026263i,-0.0029824+0.00051383i,-0.001556+0.00051372i,-0.00077049+0.000303i,-0.0010902+0.00027092i,-0.0011777+0.00074036i,-0.00057062+0.00085409i,-0.00040394+0.00015019i,-0.00035676-0.00021141i,-0.0004461-0.00035273i,-0.00083888-0.0004568i
-0.0007293+0.0016714i,-0.00072509+0.0018018i,-0.00062756+0.0016672i,0.00063122+0.0018054i,0.0014749+0.00078907i,0.00078007+0.00097466i,2.9492e-06+0.0023248i,-5.6131e-05+0.0018543i,0.00017673+0.00024184i,-0.00040656-0.0012317i,-0.00029158-0.0018414i,0.00038687-0.0029354i,-0.00021568-0.0043638i,0.00022706-0.0038533i,0.00018823-0.0017961i,-0.00096607+4.4853e-05i,-0.0010356+0.00026056i,-0.00026746-0.00031135i,-0.00033049-0.00042514i,-0.00064459+7.7925e-05i,-0.00027663-0.00019104i,0.00020222-0.00030738i,-1.4334e-05-7.7706e-06i
-0.0018567+0.00050512i,-0.0017247+0.0030795i,-0.0012185+0.0042304i,-0.0015237+0.0032865i,-0.0025377+0.0035663i,-0.0023012+0.0041841i,-0.0010461+0.002977i,0.00081806+0.001163i,0.0010982-0.00016122i,0.00055314-0.0006117i,0.0020758-0.00062064i,0.0049095-0.00093911i,0.0050506-0.00093554i,0.0035745-0.0012237i,0.0022496-0.00084282i,0.0014607-0.00014053i,0.00073181-0.00037454i,-0.00059402-0.00089777i,-0.00080661-0.00059348i,-0.00018381+0.0003718i,-0.00010209+0.0003865i,-0.00014981-0.00059797i,-5.6399e-05-0.00097897i
-0.00066312-0.0017368i,-0.0013167-0.0017701i,-0.00043181-0.001234i,0.0003151+0.00015842i,0.00024413+0.00094825i,0.00017638+0.0020831i,-0.00041118+0.002695i,-0.00046226+0.0013159i,-0.00021287-0.00046015i,-0.00047539-0.00091853i,-0.0002999+0.00047645i,2.2377e-05+0.0023787i,0.00013936+0.0035276i,0.00039937+0.0031631i,0.00092252+0.0015679i,0.0010762+0.00094169i,-3.2221e-06+0.0011261i,-0.00024371+0.00032579i,0.00042119+0.0005331i,0.00076503+0.00092943i,0.0005356+0.00043965i,0.00040236+0.00022807i,0.00024889+4.4421e-05i
0.0011036+0.0010032i,-0.0013333+0.00079185i,-0.0033382-0.00087133i,-0.0029084-0.0032228i,-0.0026518-0.0029651i,-0.0020316-0.0001532i,-0.00052355+0.0019823i,0.00091636+0.0016944i,0.0018758+0.00014355i,0.0011465-0.00060584i,-0.001617-0.00031793i,-0.0043074+0.00016923i,-0.0048794+0.00074254i,-0.0041904+0.00030338i,-0.0032396-0.00050439i,-0.0026213-0.00016103i,-0.0014559+0.00043924i,-0.0015283+0.0011372i,-0.001726+0.00092356i,-0.00065485+0.00031756i,-3.3288e-05+0.00041637i,-0.00029478+0.00072486i,-0.00086478+0.00058348i
-0.0026584-0.0013661i,-0.0021025-0.0011905i,-0.0019257-0.00094566i,-0.0018532-0.00033968i,-0.0019793+0.0011922i,-0.0019441+0.0024993i,-0.0012554+0.0028503i,-0.00032099+0.0016233i,0.00047828+0.00027067i,0.00041059-0.0007241i,0.0005881-0.0016384i,0.0012397-0.0029731i,0.0011262-0.0031244i,0.00040176-0.0019974i,2.4177e-05-0.0017116i,-0.00044065-0.001473i,-0.00084052-0.00070045i,-0.00016589-0.0008361i,0.00035587-0.00057149i,2.8893e-05-0.00018394i,0.00027941+2.2123e-05i,0.00038941+0.00053434i,-0.00012344+0.00058555i
-0.0011204+0.00012485i,-0.00016388+0.0010078i,0.00048527+0.00145i,0.00092361+0.00010391i,0.0005083-0.00077366i,-0.00050863-0.00011453i,-0.00051537+0.00078004i,-0.00081136+0.0014157i,-0.00077005+0.0012058i,0.00061156-1.8861e-05i,0.0022747-0.00014208i,0.0038685+0.00033536i,0.0043992+1.1323e-05i,0.0036221-0.0011078i,0.0025863-0.0011935i,0.0016417+1.799e-05i,0.00083061-0.00024465i,0.00032128-0.00099092i,5.8322e-05-0.00041553i,-0.00026938-0.00027845i,-0.00018394-0.00046063i,-8.3741e-05+6.5618e-05i,0.00028672+0.0010212i
0.00064244+0.0008036i,0.00077575+0.00089116i,0.00041397+0.0012369i,-0.00054203+0.00098515i,-0.0024821+0.000346i,-0.0037593+0.0019366i,-0.00264+0.0033396i,-0.00078712+0.0033263i,-0.00020965+0.0018376i,-0.00040257+0.00094167i,-0.0014129+0.0019268i,-0.0017305+0.0031104i,-0.00064605+0.0038974i,-0.00031311+0.0034181i,0.00015027+0.0022i,0.00015168+0.0016686i,-0.00016705+0.0011962i,-0.00016406+0.00072025i,0.00047877+0.00053217i,0.00065173+0.0005577i,-0.00018741+0.0012292i,-0.00014054-0.00010696i,0.00021288-0.00083213i
-0.00067077+0.0014161i,-0.00065618+0.0024872i,-0.0016678+0.00323i,-0.0021326+0.002561i,-0.00083953+0.0022984i,-0.00037321+0.0027711i,-0.00075672+0.0031009i,-0.0004564+0.0023215i,-0.00024356+0.0006169i,-0.0011468-0.00086026i,-0.0024383-0.0017823i,-0.0029316-0.0025858i,-0.0034068-0.002112i,-0.0035213-0.00085245i,-0.0018664-0.00033095i,-0.00097714+0.00020666i,-0.00085337+7.6966e-05i,-0.00074096-3.1758e-05i,-0.00069017-9.6315e-05i,-0.00052235-0.00033183i,0.00026474-0.00031431i,0.00014175+0.00027745i,-0.00061075+0.00092657i
-0.0012121+0.00049764i,-0.0011495-0.0005366i,-0.00030571-0.000841i,0.00037172-0.0016732i,0.00036348-0.0013958i,-0.00067633+0.00013876i,-0.00089259+0.0017418i,-0.00065218+0.0015801i,-0.00084995+3.5338e-05i,-0.00034552-0.0014826i,0.00092163-0.0027783i,0.0011705-0.0040804i,0.0010194-0.0040036i,-0.00025437-0.0035513i,-0.0010046-0.0026437i,-0.00030611-0.0010491i,-0.00046132-0.00073431i,-0.00094859-0.00064007i,-0.00092542+8.5132e-05i,0.00022766+0.00048422i,0.0011344+0.0004973i,0.00092766+0.00014306i,0.00022308-0.00053697i
0.0011115-0.0037561i,0.00071213-0.0035047i,-0.00017109-0.0035166i,-0.00018924-0.0029311i,-0.00016918-0.00081588i,-0.0016166+0.0027362i,-0.0019781+0.0030275i,-0.00039854+0.00099709i,0.00084743+0.00060142i,0.00091109+0.0009646i,0.0016805+0.0012416i,0.0028205+0.0019437i,0.0036032+0.0027666i,0.0036065+0.0022483i,0.00247+0.0010144i,0.0015856+0.00037571i,0.0010791+0.00040352i,0.0011377-0.00014414i,0.0013246-0.00035606i,0.0013172-2.8808e-05i,0.00050253+0.00015796i,-0.00077163+8.6738e-05i,-0.0017302-0.00026537i
0.00041582+0.00062034i,0.00073906+0.0012239i,-0.00018425+0.0016646i,-0.00041674+0.0015073i,-0.00020652+0.00064665i,-0.00035966+0.00081734i,-0.00032741+0.0017233i,-0.0001949+0.0015432i,1.486e-05+0.0011369i,0.00043426+0.0015465i,-0.00081687+0.002491i,-0.0022399+0.0031594i,-0.0022187+0.003538i,-0.0011917+0.0032239i,0.00041357+0.0023722i,0.00069684+0.0024116i,0.00063442+0.0018622i,0.00035061+0.00031113i,-0.00023952-1.1799e-05i,-0.00044607+0.00047337i,-0.00022436+0.0012575i,-9.179e-05+0.0013626i,-0.00016427+0.00016422i
-0.0027055-0.0004592i,-0.0040623+0.0011776i,-0.0036337+0.0022522i,-0.0032688+0.0016035i,-0.0032708+0.00037442i,-0.0032324+0.00045428i,-0.0018365+0.0011213i,0.00073613+0.0015992i,0.001618+0.00089497i,-5.1716e-05-0.00088451i,-0.0016829-0.0012716i,-0.0031627-0.0013814i,-0.0043157-0.001462i,-0.0040829-0.00093934i,-0.0033524-0.00056286i,-0.0024744-0.0003081i,-0.0012489-0.0007747i,-0.00028681-0.00056263i,-0.000203+0.00037902i,-0.00014589+0.00015578i,-0.00012485-0.00010961i,-0.00015121-0.00023206i,0.00016348+8.0208e-06i
-0.0018659-0.0029482i,-0.0013837-0.0037586i,-0.0008217-0.003383i,-0.00089501-0.0016332i,-0.0014134+0.0016245i,-0.0017299+0.0039623i,-0.00086579+0.0033261i,0.00088289+0.0022096i,0.0013994+0.00044671i,0.00096904-0.0011279i,0.00085545-0.0013339i,0.0010904-0.0025298i,0.0016899-0.0045453i,0.0018803-0.0040751i,0.0016652-0.002104i,0.0012612-0.0011999i,0.0011767-0.001141i,0.0012096-0.00074035i,0.00086509-0.00034743i,0.00040752-0.00062707i,-0.00060452-0.00081162i,-0.00048533-0.00071619i,0.00033635-0.0001106i
0.0018584+0.0034788i,0.0027934+0.0039652i,0.0024103+0.0029113i,0.00079341+0.00065385i,-0.00034019-0.00027631i,-0.00065454+0.00047118i,-0.0010912+0.00096419i,-0.00085322+0.00066969i,0.00058851+0.00067514i,0.002318+0.0014434i,0.0031424+0.0021457i,0.0033462+0.0020045i,0.003296+0.0017367i,0.0029666+0.0013354i,0.0026587+0.00060646i,0.0019923+0.00028933i,0.0013767+6.3926e-05i,0.00091437+0.00042602i,0.00027321+0.00060601i,3.4467e-05-6.5013e-06i,0.00061397-0.00014885i,0.0014462+0.00017258i,0.0013215-0.00024654i
-0.0018221+0.0018667i,-0.0049785+0.0040913i,-0.0054506+0.0053i,-0.0028146+0.0032061i,-0.00095351+0.0013756i,-0.00020286+0.0016316i,-0.00035131+0.0025675i,-9.2215e-05+0.0014934i,0.00043476-0.00038575i,-7.8553e-05-0.00042723i,-0.0016636+0.00068286i,-0.0027508+0.0020496i,-0.0021897+0.003674i,-0.0013486+0.0036202i,-0.00085358+0.0026162i,-0.00025122+0.0024638i,0.00049725+0.0014384i,0.0006412+9.9274e-05i,0.0004997+0.00024954i,-0.00011199+0.00084759i,-0.00051745+0.00085383i,-0.00042154+0.00041483i,-0.00025493+0.00028064i
-0.0019423-0.0031385i,-0.0023286-0.0025738i,-0.0015796-0.00051396i,-0.00013313+0.00072105i,0.00031382+0.00045566i,-7.4547e-05+0.00092282i,-0.00068513+0.0014605i,-0.00057041+0.0012024i,0.00028306+0.00060165i,-0.00017286-0.00044516i,-0.0014891-0.0017918i,-0.0029001-0.0029493i,-0.0040897-0.0032806i,-0.0038526-0.0021682i,-0.0024197-0.0011003i,-0.0015605-0.00078351i,-0.001483-0.00030236i,-0.0014323+0.00058543i,-0.001175+0.00044802i,-0.00073681+0.00027988i,-9.3982e-05+0.00078417i,0.00036591+0.0013133i,0.00016127+0.0009564i
-0.00020253-0.0010553i,0.001692-0.0029889i,0.0013174-0.0027409i,-0.00074846-0.0010939i,-0.001608+0.0011972i,-0.0010451+0.0026541i,-0.00092887+0.0025021i,-0.00032987+0.0017985i,0.00079492+0.00054629i,0.0015977-0.00010591i,0.0018246-0.0012959i,0.0019462-0.0025426i,0.0022633-0.0035841i,0.0025809-0.0046288i,0.0015429-0.0042356i,-0.00013943-0.0020795i,-0.00035331-0.00077338i,7.4963e-05-0.0007825i,0.00032528+0.0001452i,0.00043247+0.00083821i,0.00032592+0.0008841i,0.00044183+0.0010795i,0.00065555+0.00081012i
-0.0006862+0.0034272i,-0.0016778+0.003481i,-0.001811+0.0026851i,-0.0020246+0.0017758i,-0.0029308+0.0020781i,-0.0028059+0.0028395i,-0.001496+0.0028026i,-0.00061405+0.0015903i,0.00016408+5.5449e-05i,0.00081846-0.00020097i,0.00087489+0.0010114i,0.0018045+0.0020072i,0.0031946+0.0025365i,0.0033405+0.0027417i,0.0026964+0.0021874i,0.0019915+0.00086469i,0.00074839-0.00010011i,-0.00021054-0.00037477i,0.00090321-0.00067254i,0.0014586-0.00038172i,0.0006537+0.00064911i,0.00025547+0.0014685i,0.00054229+0.0014011i
-0.0014467+0.0041769i,7.2705e-05+0.0069939i,0.0013717+0.0074732i,0.00092118+0.0048793i,-0.00096706+0.001836i,-0.0010638+0.00033145i,-0.00069698+0.00058224i,0.00019613+0.001738i,0.00050497+0.0017857i,-0.00091509+0.00049678i,-0.0021387+0.00033439i,-0.0029499+0.0012703i,-0.0032082+0.0021855i,-0.0030644+0.0020941i,-0.0027715+0.001499i,-0.0023818+0.0011279i,-0.0014203+0.000682i,-0.00082366+0.00078536i,-0.00096865+0.00073088i,-0.0012854+0.0001802i,-0.001292+0.00020963i,-0.0015326+0.00053133i,-0.0019718+0.00078299i
-0.00072202-0.0027464i,-0.0016032-0.0042632i,-0.00169-0.0038179i,-0.00069553-0.0022439i,-0.00076241-5.4101e-05i,-0.0013064+0.0018168i,-0.0018007+0.0029613i,-0.0013089+0.0023221i,0.00018162-0.00010526i,0.00047631-0.001757i,-0.0006562-0.0025254i,-0.0015377-0.0032465i,-0.0024766-0.0027889i,-0.0028995-0.0025602i,-0.002106-0.0026958i,-0.0013883-0.0022748i,-0.00053047-0.0010838i,-0.00024884-0.0001068i,-0.00026819+0.00014016i,-0.00029709+0.00025705i,-0.00064329-0.00038045i,-0.0011033-0.00065488i,-0.001006-0.00042775i
0.00049826-0.0018134i,-0.00063366-0.0022235i,-0.0020929-0.0025837i,-0.0026288-0.001957i,-0.0029254-0.00012229i,-0.0021616+0.0014434i,-0.00087493+0.0016985i,-0.00042723+0.00058644i,-0.00035227-0.00046682i,0.00028672-0.00062208i,0.0016434-0.00075029i,0.0029653-0.0016534i,0.0030812-0.0034055i,0.0026359-0.0033672i,0.0021138-0.0012963i,0.0014777-0.00058501i,7.7356e-05-0.0010964i,-0.00042782-0.0012639i,9.4121e-05-0.00095272i,-0.00055596-0.00074067i,-0.00064765-0.0013977i,-0.00026741-0.0018174i,-1.1168e-05-0.0015097i
0.0014877+0.0049501i,0.0027261+0.0068149i,0.0050936+0.0064989i,0.004418+0.0021369i,0.0011164-0.0008527i,-0.0024512-0.00037776i,-0.0032683+0.00093249i,-0.00095324+0.0015098i,0.0011651+0.00053291i,0.0011602+0.00019901i,0.00035728+0.001312i,0.0012077+0.002773i,0.0030661+0.0037562i,0.0021465+0.0028032i,0.00010195+0.0014714i,-0.00025358+0.0016043i,-0.00015898+0.001543i,-6.3304e-05+0.00074252i,0.00079059+0.00082715i,0.00093566+0.00088179i,0.0010649+0.00061287i,0.00097384+0.00027388i,6.0596e-06-0.0009226i
-0.0038235-0.0012236i,-0.0044166-0.0019129i,-0.0038243-0.0010729i,-0.0015473+0.00052303i,-2.6261e-05+0.0014151i,0.00024491+0.0014502i,-0.00026874+0.0018468i,-0.00057594+0.0025227i,-0.0005787+0.0015274i,-0.0010618+0.00062274i,-0.0015433+0.00065774i,-0.002297+0.00046344i,-0.0029606+0.0015365i,-0.0022281+0.0019012i,-0.0011873+0.00065255i,-0.00048101-0.00031186i,-0.00018171-0.00019985i,-0.00023293+0.00037497i,-8.2842e-05+0.000791i,-0.00052999+0.00074269i,-0.00052414+0.00061615i,-0.00022965+0.0001643i,0.00026752-7.375e-05i
-0.0012479-0.0012113i,-0.0042543-0.001882i,-0.0053702-0.0011344i,-0.0035654+0.0001396i,-0.0015845+0.00090237i,-0.00077573+0.002105i,-0.00033199+0.0031966i,0.00022236+0.0023123i,0.00068775+0.00041712i,0.00027918-0.0018045i,-0.00043183-0.0040202i,-0.0010963-0.0045619i,-0.0030041-0.0032391i,-0.0033099-0.0021692i,-0.0013761-0.0016035i,-0.00056397-0.0011241i,-0.00079033-0.00029899i,-0.00075501-0.00017325i,-0.00049762-0.00057951i,-0.00016202+0.00011058i,-9.2858e-05+0.00018387i,-3.2408e-05-0.00084428i,0.00064575-0.00062021i
0.00051785+0.0015492i,0.001157+0.0022053i,0.0018732+0.0017956i,-2.8838e-05+0.00075308i,-0.002203+0.00090503i,-0.0018713+0.001709i,-0.0016987+0.0019005i,-0.0014027+0.0015288i,-0.00033455+0.00095125i,0.00044855+0.00024897i,0.0019101-0.0003257i,0.0037867-0.00097564i,0.0046135-0.001778i,0.004003-0.0018584i,0.0034906-0.00028552i,0.0022565+0.0016009i,0.0010518+0.0015764i,0.00035303+0.00026482i,-0.0003465-0.00084384i,3.6114e-05-0.00082133i,0.0002346-0.00034324i,-0.0001992+0.00036577i,3.0889e-05+0.00061794i
-0.0011851-0.002933i,-0.00099317-0.0040944i,-0.0014177-0.0045261i,-0.0018626-0.0026527i,-0.0019029-0.00026406i,-0.0020246+0.0014747i,-0.0018518+0.0028918i,-0.00091902+0.0026174i,-0.00043152+0.001534i,-0.00062903+0.0012996i,-0.00043419+0.0013679i,0.00085178+0.0022261i,0.0021523+0.0040398i,0.0021315+0.0048559i,0.00035505+0.0037164i,-0.00054095+0.002145i,-2.8872e-05+0.0016911i,0.00061422+0.0013012i,0.0017274+0.0011322i,0.0014009+0.0015567i,0.00067556+0.00097411i,0.00043747+0.0006523i,0.00027131+0.00048481i
0.00060707+0.00087887i,-0.00059384+0.0036421i,-0.0012048+0.0042578i,-0.00043626+0.0022825i,-2.7462e-05+0.00029346i,-0.00026386+0.00041179i,0.0006585+0.0013532i,0.0012951+0.0009683i,0.0011114+5.3194e-05i,-0.00025497-0.00068927i,-0.0028621-0.0011587i,-0.0042215-0.00060098i,-0.0037812+0.00109i,-0.0031732+0.0014845i,-0.0028572-2.2959e-05i,-0.0022653-0.0011556i,-0.0013497-0.00069474i,-0.00091813-0.00022568i,-0.00048466-0.00013526i,0.00016904-0.00027772i,0.00015618-5.0685e-06i,-5.137e-08+0.00080607i,-0.00043438+0.00073625i
2.7815e-05+4.6158e-05i,-0.0014117+0.00010722i,-0.0023658-0.0022044i,-0.0023908-0.0034566i,-0.0022655-0.0020486i,-0.001489+0.00054451i,0.00039933+0.0021971i,0.00055934+0.0023377i,-0.00023295+0.0010997i,0.00034088-0.00073125i,0.00081873-0.002486i,0.0001267-0.0034166i,-0.00084057-0.0031957i,-0.0004519-0.0017458i,0.0015155+0.00032701i,0.0025157+0.0011807i,0.0021404+0.00047304i,0.00093601-0.00028456i,-0.00027551-0.00020149i,-0.00071165-0.00036282i,-0.00059088-0.0006636i,-0.00042835-3.1718e-05i,-0.00042507+0.0005729i
-0.0011028-0.0043278i,-0.002124-0.0055663i,-0.0031481-0.0053426i,-0.0031756-0.0020234i,-0.0019534+0.00053097i,-0.0017628+0.0017304i,-0.0016002+0.0030536i,0.00023688+0.0028475i,0.0019137+0.00096324i,0.0021763+0.00057643i,0.002231+0.00093791i,0.0032228-0.00032689i,0.0034649-0.0016087i,0.0021793-0.0013599i,0.00095925-5.1053e-05i,0.0004929+0.0004826i,0.00065224-0.00030771i,0.0010644-0.00044622i,0.0022384+7.0862e-05i,0.0022458+0.0006561i,0.00044203+0.00028721i,-0.00043568-0.00064175i,-0.00052766-0.00092625i
0.00021607-0.00070169i,0.00076961+0.00077297i,0.0012517+0.0012204i,8.6803e-05+0.00066087i,-0.00075849+0.00091942i,-0.00037094+0.0032111i,0.00042126+0.0041066i,0.00079489+0.002376i,0.00020493+0.00092446i,-0.00088004+0.0018115i,-0.0013658+0.003498i,-0.0006456+0.0045591i,0.00086118+0.0044577i,0.00073494+0.0033058i,-0.00055342+0.0016978i,-0.0010597+0.00076129i,-0.00052324+0.0012158i,5.4352e-05+0.0013664i,-0.0003222+0.00086233i,-7.9839e-05+0.00067943i,-0.00038039+0.00072379i,-0.00053894-1.4849e-05i,0.00018522-0.00097442i
0.0024957+0.0044907i,0.0017373+0.0066503i,0.00043099+0.0028304i,-0.0022274-0.0018475i,-0.0047647-0.0026499i,-0.0042821-0.00024062i,-0.0019751+0.0013768i,-0.000759+0.0011657i,-0.00089574-0.00054031i,-0.0014557-0.001789i,-0.0027214-0.0012585i,-0.0038111+0.00016326i,-0.0036189+0.0023464i,-0.0023445+0.0033092i,-0.00018915+0.0016551i,0.0012209+0.00020144i,0.00092239+0.00019647i,0.00078506+0.00053713i,0.00086488+0.00067339i,0.00010813+0.00095297i,-0.0009565+0.00099664i,-0.0015614+0.00014628i,-0.0010326-0.00095232i
-0.0022272-0.0041839i,-0.0047681-0.0038367i,-0.0048727-0.0028621i,-0.0022671-0.001897i,-0.00097646-0.00070263i,-0.0010587-0.00014552i,-0.0005308+0.00025616i,0.00023414+0.00080865i,5.9159e-05-4.7324e-05i,0.00023495-0.0012556i,0.0011594-0.0020218i,0.00092647-0.0025517i,-0.00066513-0.0014885i,-0.00099106+0.00045681i,-2.5379e-05+0.0013754i,0.00067418+0.00070525i,0.00024209-0.00043135i,-1.8628e-05-0.0010871i,0.00040494-0.00068716i,0.00045364-0.00033171i,0.00034463-0.00060986i,0.00014768-0.0008647i,0.00024331-0.0009299i
-0.0011714-0.004146i,-0.0018203-0.0056796i,-0.0024878-0.0038084i,-0.0012865+0.0004383i,-0.00025441+0.0024397i,-0.00095996+0.0032057i,-0.0019082+0.00384i,-0.00087336+0.0032987i,0.0003411+0.0024969i,5.1229e-05+0.0016323i,0.00054966+0.00069448i,0.0026621+0.00035612i,0.0035474-0.00012469i,0.0019115-0.00042499i,-9.9376e-05+0.00055277i,-0.0010649+0.0012991i,-0.00070448+0.0015366i,-0.00019157+0.0010561i,-3.4431e-05+0.00063398i,0.0002522+0.0013445i,0.00039038+0.0016273i,0.00025542+0.00090949i,0.00077252-1.9891e-05i
-0.0012769+0.0026748i,0.00023509+0.0041634i,0.0011748+0.0041424i,-0.00043165+0.0024665i,-0.0023251+0.0015733i,-0.0028803+0.0017912i,-0.0014998+0.0016118i,-8.3138e-06+0.001217i,0.0004316+0.001007i,-0.00053855+0.00060478i,-0.0015139+0.00045422i,-0.0016345+0.0006985i,-0.00055261+0.00090571i,0.00015343+0.0012473i,-0.00042576-0.00035221i,-0.00097262-0.0018575i,-0.00052266-0.0015573i,0.00053485-0.00080489i,0.00076416-0.00025198i,0.0010269+2.2383e-05i,0.00091052-0.00045901i,0.00052646-0.0011926i,0.00089257-0.0011395i
0.0016913+0.00010152i,0.00048311+0.00079513i,7.6815e-05+0.00028599i,-0.00038683-6.8764e-05i,-0.001226+0.0013406i,-0.00073646+0.0038117i,0.0002301+0.0034863i,0.00081119+0.0010567i,0.0011459-0.00066322i,0.00044462-0.0013876i,-0.0010168-0.0013584i,-0.0023183-0.0004617i,-0.0025641+0.0013101i,-0.0016744+0.0023489i,0.00011595+0.00093283i,0.00096143-0.00069522i,0.00035466-0.00079225i,-0.00019449-0.00022168i,0.00011122-8.3682e-05i,0.00068235-0.00039893i,0.00051159+3.7876e-05i,0.00022738+0.00097897i,0.0005548+0.00074964i
