-3.7009e-05+0.00080734i,0.00010924+0.00044882i,-0.00058126-0.00062746i,-0.00091835-0.0013911i,-0.0020551+0.00026325i,-0.0024428+0.0023083i,-0.00052873+0.003224i,0.0011484+0.0025639i,0.0017278+0.0010733i,0.0016551-0.00039368i,0.0010815-0.0013791i,0.00063461-0.0019947i,0.00023587-0.0016189i,-0.00011768-0.00051057i,-0.00077742-3.5449e-05i,-0.0014584-1.4747e-05i,-0.0013693+0.00030705i,-0.0013167+0.00052871i,-0.001066+5.7712e-06i,-0.0010635-0.00043542i,-0.0011082+0.00034451i,-0.00073283+0.00086165i,6.4147e-05+0.00073431i
-0.00053742+0.0025661i,0.0004489+0.0027307i,0.00088221+0.0025864i,-0.00016138+0.0022144i,-0.00022887+0.0012647i,0.0010222-0.00028588i,0.0013403-0.00055866i,0.00084515-0.00045314i,-0.00033989-0.00050065i,-0.0018597-0.00044162i,-0.0011493+0.00018476i,0.00035009+0.00059441i,0.00057769+0.00016558i,0.00055878-0.0004835i,0.00032843-0.00075995i,0.00014393+0.00017166i,0.00039807+0.0010128i,-0.00021238+0.00042587i,-0.00073068+0.00017024i,-0.00011291+8.3916e-06i,-6.3923e-05+0.0003745i,-0.00028497+0.00068771i,-0.00028665+0.00041599i
0.0019951+0.00015838i,0.00098341-9.0501e-05i,0.00046955-0.0011843i,-0.00031204-0.0021155i,-0.00153-0.00052847i,-0.0015084+0.0013063i,0.00086632+0.00065095i,0.0018213+3.4712e-05i,0.00031838-0.00040061i,-0.00051-0.00040198i,-0.00014148+0.00045456i,-0.00072659+0.0015453i,-0.0010451+0.0016311i,-0.00073854+0.00075771i,-0.00056826-0.00016921i,-0.00054882-0.00042074i,2.0651e-05-6.6143e-05i,0.00030277-4.6372e-05i,0.00027298+5.2431e-05i,0.00083094+0.00046532i,0.0012551-0.00011405i,0.0012888+5.1395e-05i,0.00062714+0.00036649i
-0.0009053-6.7705e-05i,-0.0010739+0.00078011i,6.248e-06+0.0013831i,0.00089509+0.0016856i,0.0016563+0.0012052i,0.002483+0.00025002i,0.0029814+0.0002417i,0.0019632+0.00025153i,0.00030546+0.00019697i,-0.00043905+0.00058109i,-6.1544e-05+0.00051324i,0.00061668+0.00028172i,0.00069472+0.00013482i,0.00048612-0.00047853i,-0.00032822-0.0011387i,-0.00093869-0.0012693i,-0.00015956-0.0013565i,0.00072721-0.0012672i,-0.00024803-0.00056715i,-0.001024-0.00059853i,-0.00067862-0.00082939i,-0.0004227-0.00075173i,-0.00049958-0.00091823i
0.0012582+0.0011052i,0.00079039+0.0023072i,0.00084425+0.0013411i,0.00040208+0.00020048i,0.00018729-4.8753e-06i,0.0007722+0.00063525i,0.0011989+0.00060003i,0.0012827+0.00067198i,0.00030078+0.001144i,5.6011e-05+0.00043375i,0.00082425-0.00019813i,-8.986e-05-0.00011356i,-0.0012949-0.00032752i,-0.0010279-0.00012067i,-0.00032043-1.8648e-05i,0.00038556+0.00050438i,1.6679e-05+0.00056726i,-0.00049784-0.00040227i,-0.00027692-0.00050966i,-0.00013162-0.00026306i,-0.00028036-0.0009171i,0.00024098-0.0014142i,0.0013063-0.0013841i
-0.0014984+0.0017583i,-0.0006987+0.00251i,-0.00016574+0.0020184i,0.00020831+0.0010524i,0.001254+0.00075293i,0.0017436+0.0012198i,0.0011246+0.0013848i,0.0010797+0.00067612i,0.00036096-0.0005404i,-0.00066847-0.00078302i,-0.00076961-0.00061084i,-0.00083567-0.00035541i,-0.0010126+0.00059139i,-0.0008703+0.0015391i,-0.001162+0.00054923i,-0.00072204+9.0499e-05i,0.00023056+0.00064913i,0.00032161+0.00028384i,9.0267e-06-0.00023121i,6.6061e-05-0.00040543i,-0.00052602+3.7392e-05i,-0.00011335-0.00020939i,4.3092e-05-0.00041541i
-0.00021829-0.0013256i,0.00048823-0.0019117i,0.0012943-0.0017598i,9.8884e-05-0.00029306i,-1.3115e-05+0.00027215i,0.0012301+0.00012836i,0.0018756-0.00033215i,0.0010477-0.00045812i,-0.00028771-0.00020379i,-0.0010606-0.00035081i,-0.0013407-9.1759e-05i,-0.0013892-7.7642e-05i,-0.00099201+0.00016341i,-0.00066859+9.2801e-05i,0.00047745-4.1477e-05i,0.00074754+0.00024761i,-0.00011083+0.00020132i,-0.00063051-6.0336e-05i,-0.0006483-0.00025963i,-0.00043168-0.00048068i,-0.00073005-0.0011793i,-0.00040343-0.0014814i,0.00016405-0.0011237i
0.0011672+0.0047847i,0.0024243+0.0051816i,0.0033787+0.0040891i,0.0028708+0.0017947i,0.0025122-7.9119e-05i,0.0021192-0.00045447i,0.001517+0.00049943i,0.00083795+0.00060112i,0.00045024-0.00014038i,-0.00052636-0.0011812i,-0.00059957-0.0021528i,-0.00060524-0.0016108i,-0.0011324-0.00062034i,-0.0012943-0.00082478i,-0.0009492-0.00070272i,0.00016944-4.9187e-05i,0.00053821+0.00033309i,0.00029064+0.00045017i,-0.00011621+0.00053712i,-0.00037719+0.00037705i,-0.00084911-0.00018584i,-0.00051802-0.00056765i,-0.00016684-0.00020899i
0.0023505+0.00066897i,0.0022539+0.00080521i,0.0011438-0.00039733i,0.00022092-0.001513i,9.984e-05-0.001156i,0.00033519+0.00075534i,0.0010331+0.0014365i,0.001607+0.00092129i,0.0012896-0.00031299i,0.00075268-0.00086536i,3.0795e-05-0.00018639i,-0.00022812+0.00022943i,-0.00047887-0.00020241i,-0.00046946-0.00018769i,-0.00043004+0.00030883i,-0.00011925+0.0005026i,-0.00020315+6.1683e-05i,-0.00022399-0.00028477i,0.00033522+0.00053118i,0.00062376+0.0009887i,0.00047721+0.0003334i,2.0727e-05+0.00013256i,2.0531e-05+2.5949e-05i
-0.0020567-0.0012633i,-0.0022353-0.00035399i,-0.0025805+0.0015855i,-0.0019012+0.0028167i,-0.0017202+0.0028361i,-0.00048176+0.0023333i,0.0022455+0.00069622i,0.0028356-0.00046004i,0.0010478-0.00050581i,6.5567e-05+0.00011026i,0.00017917+0.00021708i,-0.00052174-2.5359e-05i,-0.00045269+0.000604i,0.00039976+0.00075079i,0.00076863-0.0002216i,0.00018142-1.2362e-06i,-0.00049444+0.00056234i,-0.0004061-0.00014167i,8.4025e-05-0.00041556i,0.00018428-0.00067319i,0.00039491-0.00032424i,0.00076527+7.5292e-07i,0.00024394+0.00026058i
0.0011436-0.00070115i,0.00082879-0.0011914i,-0.00016152-0.0020578i,9.5603e-05-0.0017523i,0.00024938-5.3742e-05i,0.00095724+0.0004921i,0.0015859+0.00032683i,0.001267-0.00012715i,0.00011682-0.0011557i,8.885e-05-0.0015567i,0.00064589-0.00098299i,2.2884e-05-0.00080371i,-0.0015069-0.00088382i,-0.0017626-0.00017047i,-0.00030416-9.2008e-05i,0.00066602-0.0001877i,0.00044819+0.00093883i,-0.00013265+0.0010326i,-0.00042289+0.00015514i,-0.00068764-0.00058785i,-0.00036182-0.00084294i,-9.2277e-05+4.5686e-05i,-0.00071897+0.00029634i
0.0020604+0.00053774i,0.002143+0.00041434i,0.0013616-0.00011841i,-0.00052196-0.00053879i,-0.00095043-0.00071649i,0.00071458+0.00018287i,0.0018724+0.0016489i,0.0019123+0.0016229i,0.0011907+0.00051932i,0.0005132-0.00048809i,-9.8981e-06-0.00087621i,-0.00010276-0.00017309i,8.8917e-05+0.00059024i,0.00045258+0.00041627i,3.1989e-05+0.00014627i,-6.2155e-05+0.00019287i,0.00036266+3.4782e-05i,0.00066734+0.00015493i,0.0010188-0.00026409i,0.0010851-0.00083993i,0.00026084-0.0011735i,-0.00021242-0.0015973i,0.00033827-0.00059023i
0.00020444+0.0013847i,0.0010307+0.0010161i,0.0020367+0.0014769i,0.00083704+0.00092221i,4.1333e-05+0.00040779i,5.3607e-05+0.0013913i,0.00061877+0.0015798i,0.0016427+0.00016274i,0.0017011-0.00056915i,0.0010829-2.114e-05i,0.00043395+0.00023518i,-0.00024204+0.00064882i,-0.00096088+0.00070047i,-0.0013216-5.0964e-05i,-0.0012613-0.00063814i,-0.0010791+0.00020898i,-0.00075482+0.00082456i,-0.00019986+0.00027176i,-0.00060751+0.00082096i,-0.00074094+0.00093542i,0.00026305-0.00014707i,9.0169e-05-0.00028673i,-0.00059545+0.00034877i
2.9984e-05+0.0007326i,-0.00043896+0.00070769i,0.0001341+0.00086706i,0.00067669+0.00076567i,0.00057908+0.00058154i,0.00051135+0.00011747i,0.00050475-0.00034074i,0.0010818-0.00033372i,0.0012522-0.00020668i,0.00028318+0.00047978i,-0.00064159+0.00055i,-0.000735-0.00040959i,0.00031101-0.00047866i,0.00076444-0.00038896i,-0.00039165-0.00055189i,-0.00082079-0.000638i,-0.00078507-0.00028419i,-0.00088228+0.00064657i,-0.00055927+0.00051007i,-0.00021527-0.00016245i,0.00058682-0.00021637i,0.0005064+0.0002475i,-0.00025563+0.00073352i
-0.0015008+0.0021441i,-0.00015682+0.0013526i,0.00067902+0.00070597i,4.6104e-05+0.00080406i,0.00027596+0.0006107i,0.00041644+5.7165e-05i,1.6347e-05+0.00036595i,0.00033236-0.00016503i,0.00012819-0.00063921i,-0.00060667-0.00017051i,-0.00064608-0.00039372i,-0.00041281-0.00082287i,6.6025e-05-0.00023649i,0.00016829+0.00029186i,1.1244e-05+6.9959e-06i,0.00029541-0.00038985i,0.00027861-0.00044961i,0.00018934-0.00022486i,0.00051875+0.00010545i,0.0010083-0.00016141i,0.00088728-0.00025764i,3.3969e-05-0.00038328i,-0.00019056-0.00075165i
-0.00078767+0.00081541i,-0.00068633+0.0023745i,-0.00046605+0.0026297i,-9.4687e-05+0.0022391i,0.00081124+0.0028475i,0.0016523+0.0025549i,0.0015856+0.00092094i,0.00055012-0.00033573i,0.00028384-0.00036093i,0.00063189-0.00023805i,0.00059454-0.00022423i,8.9458e-05-0.00041396i,0.00019859-0.00015541i,0.00060406-0.00058646i,0.00066169-0.0011569i,0.0002141-0.00055416i,-0.00024277-6.3578e-07i,-0.00026027-3.4014e-05i,-0.00010902-0.0001316i,-0.00043874-0.00017447i,-0.0005002-3.3981e-05i,-0.0007446-0.00016874i,-0.0006336-0.0001825i
-0.00015744+0.001466i,0.00025008+0.0015663i,0.00078132+0.002094i,0.00047042+0.001981i,0.00064565+0.0011907i,0.00078292+0.0003306i,0.0010635-0.00062515i,0.00094933-0.0014105i,4.4624e-05-0.0017559i,-0.0003802-0.0021583i,2.4156e-05-0.0019836i,0.00021243-0.00083942i,0.00073789-0.00075285i,0.00084649-0.001243i,0.00016007-0.0014556i,0.00044111-0.0009325i,0.00091669-0.0001497i,0.00086049+2.7309e-05i,0.00073834+0.00010483i,4.8175e-05+0.00058353i,-0.00052187+0.00057715i,-0.00059112-0.00018031i,-0.00024467-0.00047666i
-0.00024488+0.00046131i,0.0009818+0.00045112i,0.0013914+0.0013499i,0.00058762+0.0013802i,0.00079354+0.00073676i,0.0013734-0.00025772i,0.0013596-0.00061001i,0.00075887-0.00022654i,0.00026184+2.4076e-05i,0.00039875-0.00031137i,0.00033066-0.0009851i,-0.00016147-0.0011907i,-9.4796e-05-0.0012183i,0.00019656-0.0013905i,-3.8489e-05-0.0014667i,-0.00010097-0.00047615i,-0.00037207+0.00073426i,-0.00051561+0.000707i,-6.4278e-05+0.00039189i,0.00034546+0.0008197i,0.00028565+0.00051556i,-0.00074183+0.00034198i,-0.0010107+0.00078996i
0.00019397+0.0019713i,-0.00018161+0.0018911i,-4.2196e-05+0.0013779i,-0.00027803+0.001133i,0.00077285+0.00064491i,0.0021005+0.00063064i,0.0023687+0.00013937i,0.0016928-0.00065835i,0.00099572-0.00096899i,-0.00037583-0.00082833i,-0.0016229-0.0011034i,-0.0014734-0.000624i,-0.001916+0.00035517i,-0.0019187+0.00042616i,-0.00075661+0.00028694i,0.0001451+0.00019476i,-0.0001478+0.00019989i,-0.00049072+0.00066352i,-0.00055058+0.00047974i,-0.00021085-0.00044469i,-7.2907e-05-0.0011543i,-0.00023349-0.0010702i,-0.00033172-0.00028697i
0.00061836+0.0015766i,0.00073219+0.0018966i,0.00022786+0.00088082i,-0.00021307-0.00015854i,-0.00042734+0.00022263i,0.00024215+0.0013175i,0.0010456+0.0013534i,0.0011863+0.00044379i,0.00082212+0.00036495i,0.00033824+0.00086934i,-0.00025222+0.0010537i,-0.00097995+0.00039778i,-0.00036516-5.0324e-05i,0.00019695+0.00075091i,-0.00091292+0.00018777i,-0.0008645-0.00040943i,-0.00060842+6.1866e-06i,-0.00084088+0.00038801i,-0.00015958+0.00076115i,-0.00013928-4.9063e-05i,-0.00035339-0.00086465i,-0.00032261-0.0010724i,-0.00044694-0.00095007i
0.0025497+0.0013794i,0.0042806+0.0011912i,0.0042464+0.00050545i,0.0019116-0.0004132i,0.00039972-0.00094502i,-3.6173e-05+2.0379e-05i,0.0005457+0.0011648i,0.00082819+0.00034998i,0.00041468-0.00085452i,0.00020929-0.00064456i,-0.00019735-0.00023045i,-0.00051516-0.00042489i,-0.00015886-0.00088745i,-0.00051897-0.00058135i,-0.0013143-7.1229e-05i,-0.0013696-0.00022039i,-0.00032342-0.00046457i,-0.00017602+0.00017962i,0.00018023+0.00059678i,0.00079109+0.00043763i,0.00038866-0.00020086i,-0.00025033-0.00054032i,-3.5981e-06-0.00069759i
-0.0012724+0.0027625i,-0.00037128+0.0029278i,0.0010919+0.0021348i,0.0016846+0.0010645i,0.0012335+0.0010893i,0.00087637+0.000877i,0.0014454+0.00038023i,0.0010775+0.00035802i,0.00011943+0.00032498i,-0.00034961+0.00059524i,-0.00032589+0.00054184i,-9.0007e-05-0.00018465i,-0.00018792-0.00045027i,-0.00044376-0.00076683i,-0.00045769-0.00034644i,0.00027208-8.9401e-05i,0.00048082-0.00036734i,8.1589e-05-0.00028269i,0.00012797-0.00073073i,0.00019204-0.00068684i,0.00034548-0.00033881i,0.00062331+4.7712e-05i,0.00059706+0.00033982i
-0.0010141+0.00069018i,-0.0012102+0.0010639i,-0.00017391+0.0014139i,0.00013953+0.00072749i,0.00084177+0.00025982i,0.00084388-0.00012585i,0.00093142-0.00014503i,0.00076262+1.8593e-06i,-0.0006463-0.00016105i,-0.0013951+0.00025985i,-0.0010066+0.00071184i,-0.00083628+1.2772e-05i,-0.00095227-0.00037836i,-0.00067244-0.00086614i,-0.00041375-0.001079i,2.8958e-05-0.00037589i,0.00012238+0.00037565i,0.00015456+0.0001228i,0.00074607+0.00030767i,0.00074952+0.00060099i,0.00064445+0.00065678i,-5.5436e-05+0.00090084i,-0.00055158+0.00027489i
0.00051522+0.0004817i,0.0014813+0.0013744i,0.0011775+0.001369i,-9.8365e-05+0.0017024i,0.00030689+0.0019459i,0.0013979+0.0017598i,0.0013431+0.0013081i,0.00050215-5.9948e-05i,0.00034511-0.00045158i,0.00025539-6.1055e-05i,0.00018098-0.00065514i,0.00025752-0.00040137i,0.00041493+0.0004571i,0.00049593+0.00028264i,0.00038928-0.00038398i,0.00013805-0.00059752i,-0.00035097-0.00021136i,-0.00023964+0.00040126i,-1.5535e-05+0.00062812i,-0.00012149+0.00059775i,0.00028396+0.00030787i,0.00047304+0.00022003i,0.00040197-0.00049348i
0.00047271+0.0017882i,0.0025669+0.0026608i,0.0031877+0.0016852i,0.0012593+0.00037841i,0.0002655-0.00014715i,0.00029686+0.00016798i,0.00085246+0.0002484i,0.00086168+0.00024666i,0.0001264-0.00055954i,-0.00033784-0.0010255i,0.00012471-0.00017817i,0.00016087+0.00037657i,4.0725e-05-0.00024389i,0.0002811-0.00010159i,-0.00033497+0.00027479i,-0.00033383-0.00023202i,0.00027083-0.00020509i,0.00093151-9.4489e-05i,0.00069588-9.1025e-05i,7.0204e-05-0.00030996i,0.00082408-0.00076234i,0.0014346-0.00040797i,0.0010866-0.0010691i
-0.0015908+0.0026534i,-0.0024002+0.0023528i,-0.0024497+0.0011916i,-0.002526+0.00039693i,-0.0014409-7.3662e-06i,9.7117e-06-0.00021363i,0.00087245+0.00048336i,0.00087813+0.00041857i,0.00079248-0.00022094i,0.00080916+9.0926e-05i,0.00056488+4.2989e-05i,0.00045617-9.6326e-05i,0.00048867-0.00018983i,0.00063962-0.00061852i,0.00039115-0.0011509i,0.00016676-0.0010128i,0.00029482-0.00088664i,0.00016255-0.00018229i,-0.00043227+0.00026089i,-0.0005366-0.00022289i,0.00042606-0.0006125i,0.00080162-0.00017981i,0.00047088+0.00036618i
-0.0004561-0.00012395i,-0.0010452-1.6284e-05i,-0.0010359-0.00072957i,-1.6943e-05-0.00017988i,0.0012563+0.00031192i,0.0018285+0.00041743i,0.0017556+0.00097823i,0.00064909+0.00096607i,-0.00044349+0.00031718i,-0.00045648-0.00037163i,3.6825e-05-0.00011662i,-0.00036059+0.0003262i,-0.00088328+1.9808e-05i,-0.00040297-0.00058162i,3.7102e-05-0.00015543i,-0.00027224-1.9702e-05i,-0.00061344+0.00046004i,-0.00025301+0.0011119i,-9.2828e-05+0.00031786i,5.7881e-05-0.00029545i,0.00073042-0.00036039i,0.00085939-0.0005903i,8.3565e-05-0.0006007i
0.0014189+0.00012571i,0.0035206-0.00037202i,0.0043923-0.00054902i,0.0020512+0.00054191i,-0.00021738+0.0014615i,-0.00050184+0.0010965i,0.00080251+7.534e-06i,0.001079-0.00067993i,0.00018709-0.00057654i,-0.00048319-0.00030759i,-0.00071584-5.9053e-05i,-0.00011332+0.00074202i,0.00037132+0.00071133i,0.0003307+0.00023785i,0.00054124-3.9484e-05i,0.0011477-0.00020522i,0.0015126+4.0365e-05i,0.00068642+0.00039204i,2.8677e-05+0.0010849i,0.00028318+0.0012813i,0.0005359+0.00061458i,0.00072557-0.00020152i,0.00063715-0.0001738i
7.2776e-06+0.0046589i,0.00060553+0.0042137i,0.0013442+0.002765i,0.0025116+0.0017504i,0.0025715+0.00075286i,0.0022909+0.00047124i,0.0018387+0.00073659i,0.001078-7.2541e-05i,0.00058348-0.00045844i,0.00024235+6.4866e-05i,0.00021389+1.6366e-05i,0.00021629-5.841e-07i,1.1165e-05-1.1454e-05i,0.00027763-0.00020869i,-3.4543e-05-0.00038308i,-0.00029946-0.0010964i,0.00033069-0.00089967i,0.00060654-0.0005346i,-0.00020552-0.00028941i,-0.00021658+9.1736e-05i,0.00041269-0.00035999i,0.00082973-0.0001056i,0.00032066+0.00025305i
-0.00084514+0.0002959i,-0.0015502+0.0012346i,-0.0012761+0.0010464i,-0.0013283+0.00069148i,-0.00049607-2.1743e-05i,0.00072714+0.00010348i,0.0011614+0.00079148i,0.00061733+0.00042081i,9.4016e-05-0.00058754i,0.00013532-0.00061055i,0.00040085-6.9344e-05i,6.6681e-05+0.00011035i,-0.00064229-0.00079834i,-0.00022969-0.0011708i,0.00074235-0.0009499i,0.00059977-0.0005307i,6.896e-05+0.00019942i,0.00041047-0.00011713i,0.00059114-0.0010276i,7.9969e-05-0.00072124i,7.1484e-05-0.00028302i,0.00022031-0.0006512i,-0.00014929-0.0015676i
-0.002103-0.0011871i,-0.0019377-0.00067546i,-0.0021601+0.00085169i,-0.0013397+0.0015332i,0.00010184+0.0016711i,0.0010636+0.0017487i,0.0015473+0.0011945i,0.0013019+0.00058505i,0.00016986+0.00050359i,-0.0007692+0.00038566i,-0.00072135-0.00038786i,5.3597e-05-0.00071667i,0.00084101+0.00018257i,0.00012668+0.00079451i,-0.00041194+0.0001849i,0.00028454+0.00068943i,-2.8324e-05+0.00043624i,-0.00030663-0.00035682i,0.00055444+0.00033878i,0.0001828+0.00048395i,-0.00077235-6.8171e-05i,-0.00079443-0.00085582i,-0.00020994-0.0009171i
0.0014667-0.0006273i,0.0026365-0.00060872i,0.0028922+3.6723e-05i,0.0013076+0.00089543i,0.00032366+0.0015209i,0.001095+0.0018128i,0.0019193+0.0015562i,0.0020649+0.00042874i,0.00092663-9.0789e-06i,0.00011796-0.00027443i,0.00022258+0.00024677i,-0.00052254+0.00051789i,-0.0014598+2.7856e-05i,-0.0012014+0.00036748i,-0.00083545+2.8013e-05i,-0.00055114-0.00037948i,-0.00037516-0.00022917i,8.0952e-05-0.00024265i,0.00058265-0.00019929i,0.00075482+8.6232e-06i,0.00075686+0.00023275i,8.3495e-05+0.00027013i,-0.00053888+2.0409e-05i
0.00035218+0.003552i,0.00049308+0.0038664i,0.00062627+0.0016967i,0.00060576-0.00016893i,0.00064383-0.00048557i,2.1029e-05+0.00049479i,0.00015277+0.0015696i,0.00073654+0.0016522i,0.00065988+0.00059593i,-0.00073254-0.00023918i,-0.0015887-0.00068792i,-0.00088792-0.00058807i,-0.00035225-0.00061052i,0.00056694-0.00024988i,0.0010948+0.00033271i,0.00082936-5.6695e-05i,0.00010893-0.001148i,0.00014665-0.0012679i,0.00058023-0.00034967i,0.00049294+0.00060495i,6.3987e-06+0.00099431i,-0.00050258+0.00056794i,-0.00023821-0.00034599i
0.0014541+0.00072117i,0.0021984+0.00013961i,0.0025922-0.00011187i,0.0012113-0.00050838i,0.00024884-0.00054649i,0.00089181+1.2203e-05i,0.0014931+0.00087896i,0.0011003+0.00079636i,0.00039255+0.0001718i,-0.00028249+0.00017027i,-0.00080872+0.00049754i,-0.00039905-0.00014108i,0.00049137-0.00087657i,-0.00014094-5.4726e-05i,-0.00070701+0.00049753i,-0.00067002+0.00053742i,-0.00082575+0.00053784i,-0.00049459-8.8588e-05i,0.00012124-0.00025473i,0.00064382+0.00025603i,0.00069129+0.00060074i,0.00020185+0.00062495i,0.00012159+0.00018034i
0.00016027-2.5061e-05i,4.3523e-05+1.8854e-05i,0.0005323-0.00027081i,-0.00017585-0.00045506i,-0.00025828+0.00039585i,0.00069081+0.0010038i,0.0016768+0.00056902i,0.0017735-4.7741e-05i,0.0010216-7.2002e-05i,0.00061808-0.00028269i,0.00096306+3.6878e-05i,0.0009709+0.00056577i,0.0006018+0.00077972i,0.00048571+0.00078301i,0.0001126+3.5336e-05i,-0.00056987-0.0011493i,-0.00069502-0.0012857i,-0.00071552-0.00064894i,-0.00027519+0.00017049i,0.00012634+0.00023088i,0.0009181+0.00028768i,0.0012289+0.00048828i,0.00016226-5.1942e-06i
-0.00065641+0.001231i,-0.00044791+0.0026699i,1.0268e-05+0.0032528i,0.0002298+0.0019063i,-0.00018763+0.00097149i,0.00069244+0.00085838i,0.0019092+0.00081282i,0.0011251+0.00057811i,-0.00048482+0.00058449i,-0.0004655+9.206e-05i,0.00022267-0.00012778i,-0.00028973-0.00065163i,-0.0010367-0.001288i,-0.00059125-0.00046862i,6.0344e-05+1.428e-05i,6.2956e-05-0.00020422i,0.00015906+0.00015015i,-8.6995e-05+0.00012988i,-7.0473e-05-0.00016436i,0.00016339+0.00026686i,0.00035355+0.00052461i,0.00068631-0.00023748i,0.00040864-0.00028971i
0.00089937+0.0024023i,0.0018615+0.0020255i,0.0020588+0.0017021i,0.0013852+0.00054i,0.0001068+0.00089843i,-0.00044429+0.0011352i,-5.3509e-06-0.00013057i,0.00071684-0.00037928i,0.0010888+0.00032233i,0.0012101+0.00078113i,0.00095124+0.00047531i,0.00079213+0.00020143i,0.00029741-0.00012105i,-5.8223e-05-0.0006976i,5.5978e-05-0.000462i,-0.00018291-0.00027676i,-0.00063457-0.00032679i,-0.0005876-6.3755e-05i,2.3214e-05+0.00015565i,0.00042237+0.00061082i,0.00038259+0.00095795i,0.00052994+0.00029825i,0.00068492-0.00057789i
-0.00051403+0.0006442i,-0.00017276+0.00037016i,-0.00032006+0.00090998i,4.6133e-05+0.0016529i,0.00097577+0.0010872i,0.0016605-0.00037828i,0.0018577-0.00030258i,0.0013727+0.00013633i,3.3079e-05-0.00063181i,-0.00064654-0.0011132i,-0.0001165-0.0010975i,-0.0001837-0.00069908i,-0.00038506-0.0005034i,0.00035514-0.0010481i,7.7503e-05-0.0011276i,-0.00034418-0.00082554i,0.00022295-0.00066873i,0.00051471-0.00040648i,3.5852e-05-4.7041e-05i,-0.00021799+0.00059479i,-0.0001137+0.00096369i,-0.00021204-0.00031202i,-0.00022454-0.00085504i
0.00088993-0.00028158i,0.0010355-0.00044323i,0.0013407-0.0011028i,0.00085216-0.00083699i,6.6746e-05-0.00015667i,0.00019894+0.00041098i,0.0010976+0.0011711i,0.00091941+0.00016532i,0.0003119-0.0012263i,-0.00019242-0.00080181i,-0.0006984-0.00030599i,-0.00048797-2.3033e-05i,-0.00057483+0.00020689i,-0.00026211+0.00012831i,-0.00030104-4.2655e-05i,-0.00042293+0.00012798i,-0.00029309+0.00045619i,9.8094e-06-3.1941e-05i,0.00053276-0.00017711i,0.00079602+0.00011318i,0.00062426-0.00030031i,3.356e-05-0.00034425i,-0.00038374-0.0002782i
-0.00037232-0.00057316i,0.00064002+0.00061296i,0.0012353+0.0011588i,0.00070707+0.0011605i,0.0009986+0.0018366i,0.001908+0.0023843i,0.0016741+0.0017694i,0.0010886+0.0012261i,0.00086481+0.00029947i,0.00055338-0.00017778i,-0.00011449+0.00038743i,-0.00014423+0.00091452i,0.00025588+0.00016003i,-6.0256e-05-0.00075966i,-1.2964e-05-0.0003893i,0.0010575-0.00027249i,0.00095361-0.0001672i,0.00033763+0.00051659i,6.6599e-06+0.00035448i,0.00010807-0.00078173i,7.2992e-05-0.0010101i,-0.00068538-0.00035713i,-0.00022736-0.00029093i
0.0035541+0.0015953i,0.0041201+0.00037456i,0.0035188-0.0015331i,0.0010561-0.0023561i,-0.0001454-0.0016897i,0.00040484-0.00092722i,0.00026496-0.00028595i,-0.00028655-1.2863e-05i,-0.00056157-0.00032724i,-0.0012361-0.00041579i,-0.001407-0.00078483i,-0.00039953-0.001002i,0.00024304-0.00055835i,0.00041559-6.6989e-05i,-0.00020558+0.00029098i,-0.00075176+0.00042769i,-0.00045269+0.00024861i,-0.00016284-0.00025655i,-0.00027103-0.00033656i,0.00015602+7.7944e-05i,0.00072931-0.00031476i,0.00062196-0.00090395i,-7.437e-05-0.00057561i
-0.00066711+0.0013222i,0.00057172+0.0011404i,0.00044425+0.00095919i,-0.00022744+0.00071319i,0.00023444+0.00079598i,0.001588+0.0010756i,0.0019599+0.00077431i,0.0015557+0.00033879i,0.0009356+0.00016789i,-0.0002052+0.00052431i,-0.00074182+0.00056118i,-0.00088598+1.2337e-06i,-0.001297-0.00067318i,-0.00081972-0.00058962i,-0.00020542+0.00030551i,-0.00027312-0.00012997i,1.3036e-05-0.00048928i,-0.0003233+0.0001398i,5.1699e-05+0.00042396i,0.00083347+0.00089633i,0.00048422+0.00097512i,0.00019945+0.00019727i,0.00036099-0.00035869i
-0.00034671+0.00039888i,0.00030565+0.00072542i,0.0015962+0.00064312i,0.0016206+0.00085124i,0.00066538+0.00087932i,0.0010269+0.0009848i,0.0020248+0.0012047i,0.0020414+0.00024926i,0.00037462-0.00026676i,-0.00046471-0.00052326i,-0.00020086-0.00034019i,-0.00064916+0.00063372i,-0.0011132+0.00067563i,-0.00096216-0.00022964i,-0.00048319-0.00010003i,6.1138e-05+0.00093853i,0.00042049+0.0011258i,0.00020486+0.00087336i,-0.00057521+1.2636e-06i,-0.00053486-0.00026247i,0.00045462+2.4927e-05i,0.0012285+0.00042653i,0.00088085+0.00071188i
-0.00042749+0.0022638i,0.0014014+0.0022671i,0.0013619+0.0015402i,0.00069625+0.00080325i,0.0011189+0.00015251i,0.0013844-0.00032926i,0.0013139-0.00015792i,0.0012143-0.00026957i,0.00082141-0.00046512i,0.00063418-0.00029353i,-2.9964e-05-0.00024216i,-0.00097295+6.0088e-05i,-0.0014182-0.00013306i,-0.00098045-0.0011238i,-3.2457e-05-0.00082922i,0.00063377-0.00010346i,0.0011277+1.8833e-05i,0.00085428-9.8873e-05i,2.1284e-05+9.8312e-05i,-0.00026207-0.00028592i,-0.000757-0.00066483i,-0.00051993-0.00072062i,-7.9767e-06-0.00050216i
