-0.0017607+0.00059019i,-0.0001784-0.00077423i,0.0012421-0.0028261i,0.002626-0.004173i,0.0021698-0.0045852i,0.00027892-0.0025846i,-0.00029994+0.00025185i,0.00030155+0.00085986i,0.00046505+0.00018405i,0.00046947-0.0001776i,7.4172e-05-0.00068281i,-0.00060406-0.00085606i,-0.001085-0.0009199i,-0.0013808-0.00063096i,-0.0011318-0.00017495i,-0.00047815+0.00045945i,-9.8055e-05+0.00066051i,-0.00032784+8.38e-05i,0.00016893+7.0716e-05i,0.00056013+0.00046591i,0.00043384+0.00076326i,0.00060422+0.00015381i,0.00041848-0.00082936i
-0.00055093-0.00064945i,0.00020465-0.0017362i,0.0015215-0.0036319i,0.0022253-0.0052124i,0.00084798-0.0050695i,-0.00011663-0.0036001i,-0.00025173-0.0016786i,-0.00034666-0.00089323i,-0.00052635-0.0007283i,-0.0013273-0.00074744i,-0.0010789-0.0012549i,-0.0006208-0.0011677i,-7.096e-05-0.00078345i,0.00025951-0.00025499i,-0.00017074+0.0007596i,-0.00019321+0.0011911i,5.5122e-06+0.00047217i,0.00013372+0.000444i,0.00048203+0.00073657i,0.0011698+0.0010317i,0.00089855+0.0010324i,0.0005118+0.00052357i,0.00078987+0.00013721i
0.0021267+0.0013867i,0.0016642+0.00020018i,0.003978-0.0026845i,0.0059448-0.0064104i,0.0031916-0.0073332i,-0.00018272-0.004169i,-0.0010232+1.7199e-05i,-0.00068852+0.0013639i,-0.00012099+0.00059475i,-0.00021096-0.00034669i,-0.00089039-0.0015127i,-0.00089593-0.00055422i,-0.00086055+0.00046841i,-0.00082189+0.0007615i,-0.0005576+0.0015775i,-0.0005027+0.0013478i,-0.00023129+0.00094352i,-0.00035679+0.0011104i,-0.0005986+0.00087616i,-0.00010439+0.00082052i,-0.00010875+0.00073354i,-0.00012198+0.00020358i,0.00030434-9.6048e-05i
0.00054095-0.00017895i,0.0017999-0.0012654i,0.0028851-0.0029773i,0.002997-0.0063103i,0.0017297-0.0065842i,0.00021544-0.0029551i,-0.00011925-9.0995e-06i,-7.7798e-06+0.00046406i,0.00082913+0.00020098i,0.00090617+1.245e-05i,5.9545e-05-7.8229e-05i,-0.00041231-0.00032213i,-0.00047194-0.00069604i,-4.2222e-05-0.00016435i,-5.6887e-05+0.00099252i,-0.00050397+0.00088313i,0.0001768+0.00030763i,0.00099752+0.00058669i,0.0010621+0.0012745i,0.00066156+0.0010678i,-1.5824e-05+8.8182e-05i,6.6308e-05-0.000738i,0.00053349-8.7304e-05i
0.00047926+0.00080072i,0.0011865-0.00065935i,0.001978-0.0024107i,0.0032275-0.0049213i,0.0028931-0.006206i,0.00093239-0.0037694i,0.00014129-0.00042004i,5.714e-05+0.00046744i,0.00042869+0.00015364i,0.0013066-0.001286i,0.00059951-0.0018509i,-0.00044594-0.00095669i,-0.00014636-0.00081419i,-0.00021209-0.00059998i,-0.00040164+0.00023779i,-0.00014897+0.00021759i,0.00014166+0.00016066i,1.0166e-05+0.00089651i,0.00045953+0.001073i,0.0011138+0.00029835i,0.00053779-0.00013666i,-0.00021302-2.6804e-05i,-0.00018956+0.00013693i
-0.00076505-0.0027492i,0.00017729-0.0029511i,0.0010695-0.0056445i,0.00080837-0.007895i,-0.00065357-0.0061415i,-0.0011251-0.0020349i,-7.792e-05-0.00042152i,0.00053851-8.8048e-05i,-1.6289e-05+9.8353e-05i,-0.00089327-0.00040733i,-0.0012866-0.00019222i,-0.00076259+0.00032184i,8.981e-05+0.00030413i,0.00011614+2.3259e-05i,-0.0004701+0.00040281i,-0.00015357+0.00039178i,0.00032441+0.00013263i,-2.4255e-05+0.00012306i,-4.9008e-05-0.00015856i,0.00020325-0.00013746i,2.8e-05+7.3151e-05i,0.00027346+0.00023832i,0.00013821-0.00012542i
0.00073721-0.00045433i,0.001383-0.0023284i,0.0028277-0.0057691i,0.0021999-0.0062944i,-0.00010593-0.0042039i,-0.00088818-0.0016053i,-0.00051894+0.00039912i,-0.00034269+0.00078927i,-7.0183e-06+0.00090054i,0.00084292-6.2516e-06i,0.0013447-0.0010449i,0.0003509-0.0006424i,-0.00027308+0.00037517i,0.00019731+0.0005632i,0.00015078+0.00018133i,-0.00031503+0.00032849i,0.00016599+0.0011332i,0.0010552+0.0013675i,0.00094763+0.00074618i,0.00058548+0.00087829i,0.00029907+0.00082267i,0.0001832-5.318e-05i,0.00030051-0.0003124i
0.0021423-0.00034355i,0.0029497-0.0013443i,0.0053157-0.0038289i,0.0057524-0.0069642i,0.0032985-0.006499i,0.0010184-0.0028867i,0.00027425-0.00011809i,-0.00049961+0.00041735i,-0.000775+0.00096107i,-0.00011155+0.0011134i,-0.00025765+0.00066417i,-0.00034466-0.00034286i,0.00014498-0.00071828i,0.00028135-0.00022629i,0.0003796+0.00028612i,-5.0996e-05+0.0010682i,-0.0008744+0.00093549i,-0.00051966+0.0005617i,0.00032432+0.0010104i,0.00034638+0.00091645i,-2.458e-05+0.00024675i,-0.00085416-0.0004701i,-0.00037158-0.00080145i
0.00076783+0.00082551i,0.0021877+0.00075745i,0.0034865-0.0018481i,0.0030336-0.0051749i,0.00068084-0.0049331i,-0.001104-0.0020877i,-0.0010489+0.00067136i,-0.00084862+0.0012057i,-0.0006575+0.001069i,0.00071437+0.00075319i,0.00072369+0.00054595i,-0.00019158+0.0005592i,0.00069988+0.00065687i,0.00097285+0.0011703i,0.0002821+0.0015261i,0.00071578+0.0014976i,0.0010594+0.0013457i,0.0005771+0.00091151i,0.00078108+0.00060966i,0.0012859+0.00040992i,0.0010067+0.00027573i,0.00026598+6.9519e-05i,-0.00019006-0.00029543i
0.00037184+0.00040024i,0.0017032+0.0011816i,0.0045268-0.00091714i,0.0044603-0.0052351i,0.0020728-0.0068641i,-0.00010496-0.0034852i,-0.00030576-0.00087775i,-0.00016816-0.00081175i,-0.00016901-0.0009605i,-0.00064134-0.0010449i,-0.0010799-0.0013172i,-0.00084366-0.00035604i,-0.00015168+0.00065515i,0.0011568+0.00062197i,0.0011513+0.00090817i,0.00098315+0.0014795i,0.00098144+0.00099954i,0.00066223+0.00019482i,0.00059334+7.6164e-05i,0.00075837+0.00064914i,0.00030129+0.00047815i,-0.00019606-2.2867e-05i,5.8269e-05-0.00015705i
-0.0019489-0.002444i,-0.0012531-0.0021367i,0.00054489-0.0034843i,0.0012734-0.0051468i,-6.0346e-05-0.0051063i,-0.0010032-0.0030073i,-0.0003811-0.00082029i,-2.7921e-05-0.00054036i,-0.00037558-0.00023275i,-0.0001019+0.00067817i,8.1784e-06+0.00033692i,-0.00047779-8.2506e-05i,-0.00015569+7.7364e-06i,0.00071429+0.0004497i,0.00061672+0.00055649i,0.00036548-9.1568e-05i,-0.00026707-0.00043545i,-0.00073067+0.00048108i,-0.00095956+0.00036054i,-0.00077441+0.00014344i,-0.00038406+0.0005997i,-0.00065471+0.00086569i,-0.00038347+0.00076698i
-0.00010136-0.001533i,0.0011471-0.0029886i,0.0027941-0.005295i,0.0021008-0.0065141i,0.0015041-0.0056554i,0.0014601-0.0023665i,0.000866-3.097e-05i,0.00075081-8.932e-05i,0.00014031+0.00035941i,0.000101+0.00057167i,0.00061325+0.00017013i,0.00053346-7.7905e-05i,0.00021894-0.00028628i,-0.00041383-0.00012182i,-0.00063092+0.00051637i,-0.0005235+0.0010585i,-0.00021554+0.0009789i,0.00016616+0.00059148i,-0.00018905+0.00046222i,-0.00033542+0.00043333i,-0.0001949+0.0001518i,-0.00038384-0.00063084i,-0.00060995-0.00080625i
0.0012853-0.00065042i,0.0022858-0.0015539i,0.0032865-0.0041172i,0.002369-0.0062688i,0.00028745-0.0049686i,-0.00049734-0.0017238i,-0.0002734-0.00041238i,-0.00086956+0.00033413i,-0.0012448+0.00011685i,-0.00019089-0.00080565i,0.00067452-0.000877i,0.00049793-0.00032459i,0.00027595+0.00037063i,0.00037534+0.00098803i,-0.00028751+0.0014198i,-0.0011327+0.00096455i,-0.00058084+0.00082619i,0.00064223+0.00060037i,0.0014516+0.0010453i,0.00083639+0.0012837i,-0.00037603+0.0010244i,-0.00081866+0.00090633i,-0.00096026+0.00083622i
0.0015438+0.0011602i,0.0018717+0.00041652i,0.0033492-0.0019244i,0.0029142-0.0051662i,0.00065848-0.0064411i,-0.00023859-0.0032517i,9.8212e-05-0.00073295i,0.00015305-0.00049312i,-0.00034641+0.00020919i,-0.00060925+0.00042694i,-0.00093849-0.0001217i,-0.0010811-0.00040662i,-0.00061818+2.9833e-05i,0.00022504+0.00058923i,0.0004089+0.00099471i,0.00021981+0.0015041i,8.1287e-05+0.0015945i,-0.00049111+0.0013035i,-0.00063642+0.00028389i,-0.00035086-0.00017124i,0.00086969+0.00025875i,0.0016498+0.00058846i,0.00050007-0.00037385i
-0.00041148+0.00092294i,-0.00025937+0.00087653i,0.0014826-0.0015957i,0.0023623-0.0041529i,0.0013123-0.0055419i,0.00037594-0.0038362i,-0.00029782-0.0016111i,-0.00063065-0.00067782i,-0.00041687+0.00021526i,-0.0001182+0.00043459i,-0.00040767+8.0365e-05i,0.00011743-0.00012511i,0.0016613+0.00025564i,0.0020065+0.0012065i,0.0014149+0.00089422i,2.5238e-05+0.00083657i,-0.0012747+0.0010603i,-0.00041592+0.0008788i,0.000419+0.0013285i,-0.00048426+0.0014963i,-0.00092374+0.0008328i,-0.0003342+3.3157e-05i,7.9207e-05+3.847e-06i
-0.0016145-0.00034435i,-0.0014437-0.0014417i,0.00019449-0.001858i,0.0016263-0.0039435i,0.0014745-0.0052319i,0.00031994-0.0027145i,-3.3663e-05-3.0504e-05i,0.00023357+0.00050273i,-8.7156e-05+0.00082184i,-0.00019658+0.00058129i,-0.00036137-0.00059977i,-0.00074417-0.0010276i,5.0344e-05-0.00039981i,-6.7058e-05+0.00029367i,-0.00044552+0.00082868i,-0.00017341+0.00079247i,0.00032185+0.00026927i,-8.3006e-05+0.00057469i,-0.00081412+0.00028336i,-0.0005687-0.00040815i,0.00098071-0.00059073i,0.0015776-0.00074158i,0.00035293-0.00053815i
0.00061744-0.0022316i,0.0014267-0.002952i,0.0022376-0.0058324i,0.0022333-0.0085122i,0.00026353-0.0072655i,-0.00074178-0.0027676i,0.00014047+0.00071848i,0.00048595+0.00056869i,-0.00027528-0.00057343i,-0.00086038-0.0011983i,-0.00082793-0.0016136i,6.0619e-05-0.00092296i,0.00049487-0.00033994i,0.00021054-0.00064834i,-0.00015421-0.00068407i,-0.00057043-8.6181e-05i,-0.00081569+0.0009508i,-0.00020905+0.0010111i,0.00030886-0.00040125i,0.0005725-0.00044802i,0.00065937+0.00065146i,0.00055266+0.00063152i,0.0004369+6.8494e-05i
-0.00049966+0.00097728i,0.0010042+0.00014716i,0.0029596-0.0019515i,0.004186-0.0040637i,0.0024684-0.0039977i,0.00019892-0.0021672i,-0.00058418+0.00011594i,-0.0015018+0.00066126i,-0.0015206+2.2983e-05i,6.0877e-05-0.00038548i,0.00078289-0.00030656i,0.00037635-0.00051279i,-0.00020648-0.00078596i,-0.00043489-0.0008907i,-0.00018411-0.0004856i,-0.00047082+0.00097457i,-0.00072695+0.0020681i,-0.00041173+0.0013841i,-0.00018583+0.00067952i,0.00024813+0.00061972i,0.00028777-3.6212e-06i,-0.00023337-0.00094641i,8.0947e-05-0.00082557i
0.0018553+6.8391e-05i,0.0034534-0.00065849i,0.0059288-0.0035853i,0.0052638-0.0068603i,0.0014651-0.0062401i,-0.0010354-0.002982i,-0.0010128-0.00076763i,-0.00088744+0.00015471i,-0.00028587+0.0002687i,-0.00077576+5.4272e-05i,-0.0016925-0.00034358i,-0.00066742-0.00062187i,0.00025935-0.00020837i,9.0561e-05+0.00023675i,-0.00020691+0.00039559i,0.00027185+0.00091834i,5.6537e-05+0.0012033i,-0.0005039+0.00060542i,-0.0003161+0.00013933i,2.8417e-06+0.00082054i,-0.00011171+0.00090847i,-3.1207e-05+0.00017533i,0.0002129+0.00047094i
-0.00034865+0.00039161i,0.00020391-0.0010906i,0.0021566-0.0029101i,0.0026988-0.0052898i,0.00065889-0.0063614i,-0.00067399-0.0041016i,-0.00053407-0.001815i,-0.00092876-0.0014175i,-0.00092676-0.00090659i,-0.00080984-2.3945e-06i,-0.0010094+0.00044695i,-0.00095405+0.00035659i,-8.2802e-05-0.00016001i,0.00024009+4.8739e-05i,-0.00030645-1.474e-05i,-0.00038085-5.6381e-06i,-0.00021261+0.00037437i,-9.5735e-05+0.00063925i,9.7136e-05+0.00074907i,0.00038467+0.0008292i,0.00081263+0.00073237i,0.00025648+0.00035893i,-1.3983e-06-0.00045881i
0.0012385-2.4315e-05i,0.0021845-0.0002126i,0.002885-0.0035138i,0.0025613-0.0072607i,0.00082605-0.006457i,-0.00044306-0.0026729i,9.0884e-06-0.0001573i,-0.00014501-0.00020865i,-0.0011047-0.0012295i,-0.0010148-0.0018399i,-0.00045017-0.0017696i,-0.00032046-0.00078387i,1.9914e-05+0.00019048i,0.00014498+0.00055566i,0.00017746-4.9346e-05i,0.00012687-0.00018881i,-0.00012148+0.00054575i,-0.0009681+0.00068164i,-0.0010054+0.00095119i,-0.0003899+0.00038215i,-0.00057615-0.00023305i,-0.00053079+6.7626e-05i,-0.0004018+0.00021016i
0.0009193-0.0006608i,0.0013089-0.0012014i,0.0022864-0.0035599i,0.0023204-0.0064254i,0.00088618-0.0066169i,-7.8583e-05-0.003394i,4.1266e-06-0.00092047i,8.7348e-05-0.00030656i,-0.00056553-0.00014728i,-0.00013493-0.00018526i,-5.2197e-05+8.0378e-05i,-0.00046195-9.1373e-05i,0.00013699-0.00059018i,3.0621e-05-0.00021984i,-0.00078267+0.00031144i,-0.00063737+0.00013136i,-0.00024601+5.9195e-05i,-0.00028844+0.00035185i,-0.00014619+2.391e-05i,-0.0003989-0.00012701i,-0.00066588-2.7724e-05i,-0.00010311-0.0004402i,0.00054161-0.0003943i
0.0016205-0.00011559i,0.0017353-4.4031e-05i,0.0024669-0.0013462i,0.0034773-0.0043856i,0.0024601-0.0047828i,0.00029351-0.0016835i,-0.00027482+0.00041536i,0.00033521-0.0001357i,0.00021621-0.00039763i,-0.00016461-0.00015868i,0.00024495-0.00086125i,0.00054258-0.0014594i,0.00047682-0.00031326i,0.0003921+0.00077307i,0.00070896+0.00032047i,0.00043606+6.013e-05i,2.3537e-05+0.00038559i,-0.00011556-0.00015518i,-0.00029982-0.00028719i,-0.00019176-0.0001245i,0.0002443+0.00029899i,0.00076759+0.0010329i,0.0010035+0.00049524i
0.00050457+0.00095719i,0.001145-2.0568e-05i,0.0030458-0.0030209i,0.0030403-0.0059542i,0.001223-0.0052071i,0.00035893-0.0020055i,0.00055968-0.00026641i,0.00023899-0.00019546i,-0.00012179-0.00042998i,0.000609-0.00053466i,0.00030774-0.00034447i,-0.00069162-0.00022265i,-0.00058117-0.00021665i,-0.00046531-0.00012318i,2.3516e-05+0.00011503i,4.6375e-06+0.00080467i,-0.00070473+0.0010475i,-1.916e-05+0.00069545i,0.0001512+0.000712i,-0.0002007+0.00051869i,-0.00011108+0.00022548i,-0.00029291-0.00033191i,-0.00065203-0.00026174i
-0.00058422+0.00037948i,0.00061458-0.00083186i,0.0025009-0.0029292i,0.0030264-0.0047284i,0.0019795-0.0039757i,0.0011595-0.00097404i,0.00051643-7.1084e-05i,-2.5271e-05-0.00023684i,-0.00020547-0.00039547i,-0.00050699-0.00083944i,-0.00027228-0.00071483i,6.205e-05-0.00067349i,-0.00010251-0.00088937i,-0.00096773-5.1059e-05i,-0.0010728+0.00073554i,0.00047997+0.00046047i,0.001095+6.8881e-05i,0.00021951+0.00092107i,-0.00015418+0.0015873i,2.8213e-05+0.0014557i,0.00038487+0.0012459i,-3.3203e-05+0.0011202i,-0.00081215+1.2955e-05i
0.0012787-0.00064096i,0.0023526-0.0012183i,0.0038331-0.0036269i,0.0039172-0.006126i,0.001811-0.005955i,0.00020517-0.0019087i,0.00031531+0.00090757i,0.00071881+0.00043249i,0.00028324-0.00075645i,0.00016525-0.0010105i,-7.3917e-05-0.00024454i,-0.0011356+0.00031646i,-0.00081261+0.00061142i,0.00036325+0.0007714i,0.00051202+0.00095828i,0.00060003+0.0014003i,0.00027533+0.0014951i,-2.0409e-05+0.0012493i,-0.00013147+0.0014833i,-0.00041069+0.00072248i,-9.7216e-05-0.00014571i,0.00049172-0.00014303i,6.6263e-05-0.0009058i
0.0015898+0.00077277i,0.0024467+1.9651e-05i,0.002784-0.0026827i,0.0029134-0.0058182i,0.0010455-0.0050537i,-0.00071954-0.001643i,-0.00027826+0.0002214i,0.00017475+0.00044321i,0.00042223+5.7988e-05i,0.00015386-0.00017014i,-4.6525e-05-5.8167e-05i,-0.00015778+0.00053511i,-0.00070615+0.00072968i,-0.0005693+0.00057416i,3.4457e-05+0.0005372i,0.00069606+0.00049708i,0.0010711+0.00026038i,0.00073115-0.00030213i,9.0868e-05+1.4454e-06i,-0.00024712+0.00073045i,0.00039474+0.00071106i,0.00033193+7.6997e-05i,-0.00038015+0.00017477i
0.0014326-0.00046493i,0.002117-0.00062036i,0.0027552-0.003236i,0.0032295-0.0055205i,0.0012171-0.00438i,-0.00033408-0.0010906i,0.00032375+0.001138i,0.00067233+0.00051382i,0.00021437-0.00058173i,-0.00030686-0.00092888i,-0.00082845-0.0011042i,-0.00097822-0.00077207i,-0.00047016-0.00046i,0.00021421-0.00023506i,0.00099395+0.00034106i,0.00081948+0.0011048i,-0.0002615+0.00065284i,0.00014587+0.00029505i,0.00056332+0.0010083i,0.00016611+0.00099086i,1.1856e-05+0.00048089i,0.00066509+0.00021576i,0.00040196+0.00024906i
0.00048704+0.00047562i,0.0010685-0.00080063i,0.0031919-0.0026866i,0.0036246-0.0047068i,0.0020146-0.0040746i,6.6504e-05-0.0023865i,-0.00052392-0.00014537i,-0.0010382+0.0010313i,-0.0012468+0.00095667i,7.7669e-05+0.00036463i,0.00059964+3.3695e-05i,-0.00049141+8.0878e-05i,-0.00097606-0.00089593i,-0.00068724-0.00057053i,-0.0002092+0.00080788i,0.00056641+0.0014227i,0.00070743+0.0012481i,3.9153e-05+0.0013099i,0.00028108+0.0012079i,0.00043486+0.00048648i,0.00028591-0.0002506i,0.00037788-0.00056358i,-4.4671e-05-0.00012434i
-0.00036999-0.00060065i,0.00068756-0.001127i,0.0026694-0.0033506i,0.0029282-0.0050973i,0.0017262-0.0050122i,0.00051103-0.0022176i,-0.00036601+0.00033715i,0.00014058+0.00019781i,0.00040513+0.00036957i,-0.000139+0.00061892i,-0.00035424-0.00023277i,-0.00073204+3.7589e-05i,-0.0012108+0.00026441i,-0.00086547+1.331e-05i,-0.00085872+0.00081157i,-0.00071561+0.001287i,-0.00044731+0.00074496i,-0.00061947-0.00033997i,9.2247e-05-0.00052701i,0.00042524+0.00025689i,-8.872e-06+0.00089124i,0.0001856+0.00068766i,0.00018087+0.00044634i
0.00097875+0.00059038i,0.0019699+0.0001455i,0.0042616-0.0022819i,0.004489-0.0051637i,0.0019836-0.0056692i,-0.00035874-0.0029341i,-0.0010385-0.00071557i,-0.0010542-0.00029467i,-0.00042444-0.00098214i,7.9988e-05-0.0014732i,0.00014346-0.00085169i,0.00025024+0.00016603i,0.00027461+0.00036506i,0.00024402+0.0005496i,5.4132e-05+0.0011318i,2.3384e-05+0.001642i,0.00016704+0.0015641i,0.00063039+0.0014918i,0.0013113+0.0014053i,0.0012794+0.0014031i,-3.998e-05+0.0012186i,-0.00086176-0.00023112i,-0.0014239-0.0012181i
-8.1995e-05-0.00023074i,0.00091452-0.0012428i,0.0023528-0.0024168i,0.0038383-0.003867i,0.0033224-0.0037178i,0.0019111-0.0017831i,0.001462-0.00063959i,0.0006133-0.00062553i,3.75e-05+0.00016876i,0.00036143+0.00055643i,0.00060179+3.8761e-05i,0.0005162-0.00020035i,7.171e-05-0.00017713i,-0.00012988+0.00021266i,0.00040527+0.00041369i,0.00050159+0.00066151i,7.8891e-05+0.0010549i,-0.00069548+0.00024395i,-0.00063454-8.3674e-05i,-0.00024211+0.0004772i,0.00010756+0.00026771i,0.0009293+6.2918e-06i,0.00065982-0.00018902i
0.00034866-0.00046012i,0.0012115-0.0017346i,0.0043963-0.0038484i,0.0055509-0.0061807i,0.003131-0.0059754i,0.0011687-0.0038495i,0.00059265-0.0015628i,-0.00043802-0.00072367i,-0.0014818-0.0003422i,-0.00081258-0.00039375i,-0.00021623-0.00085996i,-0.00028607-0.00037443i,-0.00027545-0.00028685i,-0.00038413-0.00047515i,-0.00043783-5.7744e-05i,0.00028747+0.00054409i,0.00072292-2.797e-05i,-0.00019421+0.00014601i,-0.0002821+0.00051076i,0.0004068+1.6692e-05i,0.00057133-0.00031744i,0.00046958-0.00049508i,-4.0261e-05-0.00055582i
0.00046909+0.0011521i,0.0013778+0.00021873i,0.0029826-0.00124i,0.0044707-0.00398i,0.0038075-0.0047437i,0.0019206-0.001274i,0.00049169+0.00077597i,-0.00034816+0.00014225i,-0.00062935-0.00034735i,-4.7174e-05-0.00032782i,-1.5783e-07+0.0004401i,-0.00068354+0.00071571i,-2.4823e-05+0.00064125i,0.0005393+0.00026778i,5.3064e-05-0.00039151i,8.2243e-05-8.6561e-05i,3.5883e-05+0.00078604i,0.00028737+0.00066454i,0.00019632+0.00045715i,0.00068603+9.9721e-05i,0.00089336+0.00034772i,0.00042064+0.00036738i,0.00015259-0.00083064i
0.0013802+0.00070222i,0.0018149-0.00074169i,0.003202-0.0035045i,0.0035237-0.0054651i,0.0019055-0.0048636i,0.00043368-0.0026154i,-0.00015283-0.0010439i,0.00019906-0.00071095i,0.00010971-0.00022077i,-0.00047-5.8199e-05i,-0.00053114-0.00038299i,-0.00013651+0.00016253i,0.00047203+0.00032606i,0.00058233+0.00010023i,0.00070293+0.00064915i,0.00030924+0.00099659i,0.00026169+0.00017035i,0.0009766+5.3149e-05i,0.00054562+0.00086531i,0.000284+0.00087756i,2.9036e-05+0.001052i,3.4126e-05+0.0011983i,6.8573e-05+0.00043711i
-0.0001431-0.00026981i,0.00067231-0.001835i,0.0026511-0.0048373i,0.0031054-0.0068749i,0.0017653-0.0057989i,0.00025093-0.0020096i,-0.00021914+0.00061319i,-0.00064528+0.00069784i,-0.00032549+0.00025464i,0.00024413+0.00052688i,0.00022672+0.00020498i,0.00053902-0.00032916i,0.00040908+0.00020226i,8.9108e-05+8.6191e-05i,-0.00022351+0.00022614i,-0.00040622+0.0011251i,-0.0001235+0.0010119i,0.00050705+0.00015634i,0.0003192-0.00079091i,-0.00037323-0.0010749i,-0.00086248-0.00051132i,-0.0010435-1.8155e-05i,-0.00072924+0.00024636i
0.00040885-0.00027188i,0.002562-0.00074994i,0.004132-0.0028881i,0.0038149-0.0049855i,0.0022039-0.0044008i,7.1072e-05-0.0018744i,0.00021161+0.000157i,0.00066181+0.00067446i,0.00022406-0.0001266i,0.00062252-0.00024811i,0.0012176-0.00033352i,0.00033357-0.0004014i,-0.00056573-6.3307e-05i,-0.00033882+0.00046219i,0.00017761+0.00072272i,-0.00015272+0.00090581i,-5.0969e-05+0.00068322i,0.00063605+0.00042101i,-0.00020963+0.00052718i,-0.00051798+0.0011212i,-0.00020544+0.0012149i,0.0001836+0.00081372i,0.00028112+0.00089717i
0.001194-0.00069435i,0.0021271-0.0011353i,0.0029625-0.0030267i,0.0027935-0.0044341i,0.0017711-0.0027884i,0.00018853-0.00016818i,-0.00084058+0.00039739i,-0.0012009+0.00033987i,-0.00067919+0.00061151i,-0.000193+0.00023267i,-0.00040846-0.00035216i,-0.00021678-0.0005964i,0.00039048-0.00029879i,0.0002471-4.3578e-05i,0.00014845-0.00028592i,0.00025006-5.0495e-05i,0.00054283+0.0001051i,0.00069478+0.00090493i,5.2484e-05+0.0012913i,0.00017168+0.00077751i,0.00044331+0.00064034i,0.00045142-5.7081e-06i,0.0003195-5.6368e-05i
0.00075764+0.00053559i,0.0017802-0.00017651i,0.0038472-0.002002i,0.0039714-0.0045518i,0.0013084-0.005279i,2.6614e-05-0.0021354i,0.00038771+0.00082638i,8.9757e-05+0.00052659i,1.6519e-05-0.00033488i,-1.9608e-05-0.00070096i,-0.00025808-0.001355i,-0.00055112-0.0010124i,-0.0010331-0.00069155i,-0.000479-0.00068881i,0.00035239+0.00063159i,0.00012167+0.0013805i,-0.0004461+0.0010296i,-0.00029891+0.0011348i,0.00050852+0.00063808i,0.00076153-0.00013602i,0.00041246-9.0816e-05i,0.00020045-0.0006083i,-0.00043477-0.00031593i
-0.00079246-0.00057832i,0.00036451-0.00070916i,0.0011876-0.0030534i,0.0012705-0.0052324i,0.00085218-0.0045399i,-0.00061365-0.0010601i,-0.00079445+0.00047622i,0.00062831+0.00022023i,0.00041503-3.4453e-05i,-0.00039254-0.00054845i,-0.00037294-0.00023564i,-0.00046903-0.00049512i,-0.00044055-0.00077305i,-8.2943e-05-7.2073e-06i,-0.00022245+0.00073399i,-0.0015856+0.00051214i,-0.0010533+0.00012229i,-0.00064312+0.00045478i,-0.0010552+0.00073725i,-0.00022543+0.00066513i,0.00054138+0.00021754i,0.00053272-0.00027651i,-0.00027267-0.0006088i
0.0004083-0.00024417i,0.0021655-0.0011286i,0.0042573-0.002171i,0.0043283-0.0038391i,0.0026655-0.0049645i,0.0015426-0.0033644i,0.00077421-0.00040543i,-0.00024881+0.00039094i,-0.000435-7.1358e-05i,-0.00065615-0.00025871i,-0.0010896-0.00021828i,-0.0006918-0.00047696i,-0.00028979-0.00099827i,-0.0011095-0.00044408i,-0.0013825+0.0011104i,-0.00055174+0.0011021i,-0.00028637+0.00051258i,0.000174+0.00013611i,0.00073274-0.00085299i,0.00039308-0.00072432i,0.00059061-2.4246e-06i,0.00065998-0.00039586i,8.8716e-05-9.6024e-05i
0.0018259+0.0002491i,0.0024166-0.0011694i,0.0037775-0.0033742i,0.0037274-0.0051952i,0.0023024-0.0049519i,0.0014045-0.0029305i,0.00047909-0.00094858i,-0.00062042-0.00023504i,-0.00034775+4.801e-05i,0.00069528-0.00016253i,0.00019616-0.00026841i,-0.0012489-0.00054051i,-0.00056358-0.0011556i,0.00017665-0.00084075i,0.00027397-0.00015526i,0.00067382+0.00059635i,0.00044762+0.0010937i,0.00017293+0.00029008i,0.00048609-3.717e-05i,0.00029197+0.00083684i,-8.3798e-06+0.00087067i,0.00047326+0.00024351i,0.00094854-0.00054918i
-0.00037325+0.00043401i,0.0015064-0.00036893i,0.0032763-0.002036i,0.0032973-0.004516i,0.0022117-0.00443i,0.0010758-0.0024084i,0.00023066-0.00060653i,-0.00045247+0.00056623i,-0.00076969+0.00071431i,-0.0007603+0.00028105i,-0.0012572+0.00011006i,-0.0012427+4.2889e-06i,-0.00033947-0.00027214i,-0.00045198-0.0007536i,-0.00081927-0.00057511i,-0.0013712-0.00015171i,-0.00059631-9.2805e-05i,0.00037298+9.4529e-05i,0.00033537-0.00020015i,-9.253e-05+0.00010873i,-6.8084e-05+0.00023687i,-4.6107e-06+5.797e-05i,0.00019916+0.00026624i
-0.0011235-0.00076173i,-9.861e-05-0.0014699i,0.00087772-0.0026605i,0.0025083-0.0046125i,0.0024132-0.0037014i,0.0012535-0.0015766i,0.00060923-0.00092787i,0.00053237-0.0013762i,0.00076285-0.0010523i,0.00069439-0.00034358i,-3.2642e-05+4.9789e-05i,0.00030875+0.00035412i,0.00030714+6.9239e-05i,4.5544e-06-0.00091286i,-0.00018227-0.00051962i,-0.00036977+3.08e-06i,0.00049065+0.00048098i,0.00036265+0.00076902i,-0.0004858+0.00030456i,-0.0004756+0.00032217i,-0.00029194-7.2433e-05i,-0.00045566-0.0005904i,-0.00021453-0.00091689i
