0.00029116+0.00014099i,-0.00011679-0.00076526i,0.00054933-0.0024682i,-0.00017667-0.0025054i,-0.0011571-0.0011436i,-0.00097237+0.00037032i,8.9319e-05+0.0018948i,0.00045889+0.0023682i,0.00060135+0.0012352i,0.00085443-0.00040767i,0.0010164-0.00095562i,7.3841e-05-0.00071084i,-0.00068402-8.7909e-05i,0.00016916+0.00021672i,-0.00031295+0.00051473i,-0.001171+0.00063937i,-0.0012142+0.00016781i,-0.00091714-0.00067212i,-9.7125e-05-0.00059205i,-0.00016594+0.00092253i,-0.0012603+0.0012811i,-0.0018163+3.6834e-05i,-0.0011726-0.00043142i
0.00097081+0.001945i,0.0011855+0.0023931i,0.0015521+0.0024789i,0.0013265+0.0013253i,0.00092981+0.0001313i,0.00078475-0.0006056i,0.00036109-0.00067299i,-0.00014932-0.00026725i,0.00050778-6.6187e-05i,0.00071915+0.00048747i,0.00017919+0.0011916i,-0.00012954+0.00062015i,-7.1736e-07-0.00011121i,-0.000674-4.702e-05i,-0.00062211-0.00039805i,0.00027568+1.8527e-05i,-6.704e-05+0.00048202i,-0.00088626+0.00032364i,-0.00091936+0.0008818i,-0.00074397+0.00056811i,-0.00044296+3.3252e-05i,3.4948e-05+0.00031259i,0.000568+0.00019727i
-0.0004218-0.00042885i,-0.00047713-0.0009731i,0.00087115-0.0010285i,0.0025764-0.0005186i,0.0032829+0.00010852i,0.002267+0.00028082i,0.0007894-2.5934e-06i,-5.63e-05-0.00057027i,0.00010014-0.00082836i,0.00077623-0.00060397i,0.0010464-0.00030611i,0.0012942-3.9408e-05i,0.0010229+2.1504e-05i,-8.5651e-05-0.00020524i,-0.00051536-0.00055129i,-0.00028777-0.00051518i,0.0002943-0.00035687i,0.00029457+1.9942e-05i,-0.00041133-5.1509e-05i,-0.00047006-0.00034083i,-0.00026085+1.9935e-05i,-0.00013981+0.00013475i,-0.00017266+0.00050499i
0.00095564-0.0014959i,-0.00026322-0.00065228i,-0.00097384-0.00099852i,-0.0012715-0.00083735i,-0.0011894+0.00023936i,-0.00027117+0.00075654i,9.7872e-06+0.0011468i,-0.00035624+0.0010844i,-0.00031805+0.00044687i,-0.00046669+0.00017428i,-1.0417e-05+4.3142e-05i,0.00010393-0.00037298i,8.2597e-06-0.00020367i,0.00039218+0.00058443i,0.00030982+0.00076791i,0.00029066+0.00054532i,0.00033817+0.00037151i,-0.00026924+1.5372e-05i,-0.00018984-0.00061971i,-0.00021487-0.0010663i,-0.00075224-0.0011634i,-0.00018231-0.00016455i,0.00050473+0.00049734i
-0.0015995-3.4933e-06i,-0.00051554-0.00024568i,0.0010312+0.00035528i,0.0018961+0.0012939i,0.0018443+0.0012117i,0.0022519-0.00014258i,0.0017184-0.0012394i,-5.5249e-05-0.00037853i,-0.00084354+0.00068102i,-0.0004391+2.5202e-05i,-0.00057594-0.00016871i,-0.00041351-8.3879e-06i,0.00031298-0.00021669i,0.00099004+0.00011649i,0.0014938+0.00010575i,0.001043-0.00060313i,0.0009033-0.00045803i,0.0010003+4.2221e-05i,0.00085074+8.2702e-06i,2.973e-05-0.00015562i,-0.00061597-0.00015898i,0.00018594-3.5665e-05i,0.00038689+0.00024981i
0.0005875-0.0029949i,-0.00065366-0.0022347i,-0.0014681-0.0010456i,-0.0014258+0.00014947i,-0.00040617+0.00054134i,0.00058042+0.00020717i,0.00062448+0.00020355i,0.00036808+0.00029203i,0.00036457+7.5725e-05i,-3.6742e-05+0.00026168i,-0.00064369+0.00033529i,-0.00034907+0.00037977i,0.00085479+0.00042815i,0.00072303+0.00058148i,-1.8823e-05+0.00091758i,0.0001346+0.00096528i,-1.9938e-05+0.0006807i,-0.0010601-0.00017228i,-0.0013272-0.00055687i,-0.00059544-0.00017112i,-3.6278e-05-0.00068808i,0.00028269-0.00067153i,0.00038473-7.7678e-05i
-0.00054861+0.00092395i,-0.0011612+0.0010375i,0.0001927+0.00088567i,0.00061589+0.0013938i,4.7223e-05+0.0012495i,0.0002012+0.00037957i,2.6648e-05-2.4968e-05i,-0.00022243-0.00025827i,4.273e-06-0.00049373i,0.00030207-0.0005624i,0.00028769-0.00039958i,-0.00024483-0.00022027i,-0.00019674+0.00010016i,-9.4371e-05+0.00077251i,-0.00033906+0.00051103i,0.0003696+9.6476e-05i,0.00056117-0.00027058i,9.8967e-05+0.00037229i,-0.00029546+0.00079593i,-0.00090048-2.9173e-05i,-0.00054601+0.00019016i,9.9432e-05+0.0008595i,9.9213e-05+0.0010549i
0.0011451+0.0015622i,0.0017248+0.00079141i,0.0024827+0.00060124i,0.00163+0.00029563i,0.0014208-0.00042601i,0.0014409-0.0010968i,0.0005622-0.00087792i,-0.00025015+0.00041711i,-0.00014545+0.00091785i,0.00039733+0.00042571i,0.00069371+9.4406e-05i,0.00062393+5.0766e-05i,0.00073797+4.874e-05i,0.00049188-5.8999e-05i,-0.00031393-0.00051663i,-0.00081125-0.00054255i,-0.0006576-0.0003889i,-0.0004431+0.00037282i,-0.00062943+0.00034389i,-0.00058069-0.00033744i,1.0401e-05-0.0003534i,0.00044042-0.0002051i,0.00031223-0.00028184i
-0.0012879-0.00031182i,-0.0016404-0.00055676i,-0.00092692-0.00054984i,-0.00015736-0.00020481i,0.001322+6.6602e-05i,0.0020511+7.9262e-05i,0.0018536-0.00023153i,0.0009678-0.00010167i,0.00015948+0.00040175i,0.00037707+0.00075719i,0.000587+0.00084248i,0.00038776+0.00046347i,-0.00074737+3.1996e-05i,-0.0012296-0.00040874i,-0.001039-0.00020076i,-0.000926-0.00013935i,-0.0011375-0.00016933i,-0.0015583-8.5069e-05i,-0.0011569-0.00056279i,-0.00026023-9.7959e-05i,-0.00027564+0.00049485i,-0.00033129+0.00019353i,0.00017127+8.6798e-05i
-1.7104e-05+2.7187e-05i,0.00033704+0.0011329i,0.0011461+0.0017364i,0.0011776+0.00087552i,0.00072028+0.00049342i,0.0011329+0.00032335i,0.0010498+0.00013208i,0.00044715+0.00018054i,1.7534e-05+1.7122e-05i,-0.00012449-0.00016954i,0.0008545+2.8228e-07i,0.00073177-0.00025172i,0.0002898-0.00015027i,3.7509e-06+0.00052161i,-0.00033291+0.00064612i,-0.00029259+0.00012354i,-0.00037864-0.0005107i,-0.00016279-5.4059e-05i,6.672e-06+0.00096887i,-0.00027322+0.00060065i,-0.00022869+0.00022535i,-0.00035794+0.00016015i,-0.00047969+0.00019321i
-0.00025529-0.0002738i,1.1265e-05-2.6548e-06i,0.00028959+0.00030405i,0.0022496+0.0003274i,0.0035345+0.00032454i,0.0026008-0.0003089i,0.0012386-0.00050614i,-0.00016002-0.00041833i,-0.00038491-0.00086627i,0.00037388-0.00052453i,0.00063702+0.00054793i,0.00030214+0.0012717i,0.00027298+0.0011039i,0.00091751+0.00017482i,0.00087416-0.00017513i,-0.00015492+0.00058322i,0.00020057+0.00067693i,0.00081927+0.00044037i,0.00013925-0.00014379i,-0.00021224-0.0002559i,8.7199e-06-0.00040103i,-0.00035254-0.000247i,-0.00098188+0.00065439i
0.0001714+0.0011261i,-0.00035845+0.0011729i,0.00040523+0.0010789i,0.0011908+0.0015119i,0.00082822+0.00097843i,0.00081123+0.00035501i,0.00065908+0.00015818i,0.00020598+0.00062156i,-9.7157e-05+0.0013034i,-0.00061706+0.0010917i,-0.00034027+0.00073099i,-0.0001971+0.00078023i,-0.0010896+0.00059132i,-0.00075775+0.00081733i,0.00038942+0.00049551i,0.00077015+0.00044192i,3.9631e-05+0.00051115i,-0.00039572+3.6694e-05i,2.7992e-05-0.00023828i,9.1117e-05-7.0925e-05i,-0.00034082+0.00030888i,-0.00063342+0.00012455i,-0.00033773+0.00077066i
-0.0011659-0.0022278i,-0.0016573-9.6889e-05i,-0.00079113+0.0012701i,5.6825e-05+0.00026633i,0.0011903+0.00047366i,0.0014597+0.00032124i,0.00049502-0.00043627i,-0.00021737-0.00089896i,-0.00036505-0.00078231i,7.3883e-05+0.00026172i,8.6961e-05+0.0004251i,-0.00031405+0.00039809i,0.00011147-0.00012391i,0.00057962-2.7446e-05i,0.00043596+0.00094537i,0.00011925+0.00072217i,0.00017731-0.0003019i,0.00032196-0.00040293i,0.00015469-0.00053337i,0.00016288-0.00067061i,4.3318e-05-0.00042973i,0.00051381-0.00064117i,0.0011669+0.00014837i
-0.00025039-0.00047218i,-0.00045194+0.00087523i,-0.00072185+0.00072936i,-2.3614e-05+0.00088144i,0.0010622+0.0010764i,0.0019483+0.00063426i,0.0014205-0.00018131i,-8.905e-05-0.001185i,-0.00053208-0.0010459i,0.00027904+2.333e-05i,0.0014841+0.00094824i,0.0011241+0.00097305i,0.0003103+0.00055493i,0.00056366-1.5846e-05i,0.00038362-0.00055253i,0.00027338-0.00011979i,-4.281e-05+0.00049865i,0.00033925+0.00054709i,0.0010982-3.4987e-05i,0.0003994-0.00026267i,-0.00057878+0.00014853i,0.00013466+0.0004837i,0.00070666+0.00010354i
-0.0018891+4.8055e-05i,-0.0025641+0.00051313i,-0.0012292+0.0011762i,-7.4823e-05+0.0014683i,0.001509+0.0011225i,0.002309+0.0005384i,0.0017855-0.00036739i,0.0012098-0.00028594i,0.00054354+0.00030882i,-5.2742e-05+0.00092834i,-0.00025928+0.0010571i,0.00049503+0.00082374i,0.00092901+0.00074303i,0.00011931+0.00024984i,-0.0004181-0.0002746i,-1.0551e-06-0.00028483i,5.6638e-05-0.00035236i,6.93e-05-0.00059427i,0.00021416+0.00013717i,-7.9635e-05+0.00011455i,-0.0001559+4.9391e-06i,-7.3179e-05+0.00040583i,-0.00023448+0.00053051i
-0.0013129+0.0010656i,-0.00014868+0.00060353i,0.0008351+0.0011736i,0.0016641+0.0011619i,0.0021776+0.0005081i,0.0015638-0.00034545i,0.00075546-0.0011053i,0.00035917-0.0010276i,4.5136e-05-0.00014057i,0.00019749+0.00028921i,0.00022263-0.00033392i,-8.484e-05-0.00064809i,0.00040965-0.00076726i,0.00015332-0.0011585i,-0.00047347-0.00081996i,-0.00059202-0.00038746i,-0.000722-0.00040924i,-0.0004923-0.00027761i,-0.0011556-0.00035208i,-0.001363-7.4191e-05i,-0.00038254+0.00045501i,-9.1733e-06+0.00026233i,-0.00051161+0.00019191i
0.0017099+0.00015675i,0.0012296-0.00016454i,0.00074302-0.0012535i,-0.00011225-0.0008668i,-7.4879e-05+3.2722e-05i,0.00055563+5.8725e-05i,0.00049977-0.00044197i,-0.00022743-0.00032894i,-0.00024102-0.00036279i,1.4175e-05-0.00030376i,-0.00023865+0.00011474i,-0.00033791+0.00018246i,-0.00043366+0.00059377i,-0.00045896+0.0011047i,-5.2723e-05+0.0011691i,0.0008139+0.0018502i,0.00035053+0.0018591i,-0.00038941+0.00092201i,-0.00053618+0.00060876i,-0.00054826+0.00072357i,-2.3984e-05+0.00049867i,0.00033162+0.00066484i,0.00027013+0.00087693i
-0.0020074+0.0016116i,-0.0011723+0.0019705i,0.00013002+0.0022877i,0.0013393+0.002019i,0.0014675+0.0016803i,0.00073165+0.00050212i,0.00042562-0.00063869i,-0.00025999-0.0011733i,-0.0011266-0.0012876i,-0.00079181-0.00017712i,-0.0002891+0.00042058i,0.00082942+0.00018076i,0.0016375+0.00013189i,0.00085848-0.00035117i,0.00057834-0.0011957i,0.00023246-0.00035891i,-0.00048722+0.00053703i,-3.0153e-05+0.00027023i,0.00051164+0.00021621i,7.956e-05-4.6643e-06i,-0.0010727-5.993e-05i,-0.0011756+9.9169e-05i,-0.00085091-0.00041707i
0.00097284+0.00033136i,0.001246-0.00035179i,0.0012133-0.00094651i,0.0018779-0.00080898i,0.0023613+2.2235e-05i,0.0021318-0.0003606i,0.001113-0.00078984i,0.00035392-0.00080384i,0.0001953-0.0009672i,-0.0002295-0.00083461i,-0.00051693-0.00071791i,-0.00057183-0.00096956i,-0.00075165-0.00068421i,-0.0013341-0.00032968i,-0.0020587-0.00020106i,-0.001181+0.0002037i,-0.00011517+0.00029336i,-0.00014936+0.0010327i,-0.00044936+0.0013024i,-0.00024276+0.0005666i,4.7243e-06-8.4712e-05i,0.0004476-0.00070754i,0.0010126-0.00040747i
0.0014086-0.0006666i,0.0023104-0.00035964i,0.0026745-0.00019791i,0.0013016+0.00011672i,-0.00015672+0.00040486i,0.00025164+7.0087e-05i,0.0015803+0.00073778i,0.00082667+0.00081962i,-0.00036336+0.00026058i,-0.00041155+0.00044098i,-0.00016354+0.0003241i,0.00055717-9.4586e-05i,0.0012049-0.00048672i,0.00046542+0.00024267i,-0.00056366+0.00066572i,-0.00021746+0.000578i,0.00032317+0.00041831i,0.00017694-0.00028633i,-0.0001855-2.4513e-05i,-0.00021068+8.5248e-05i,0.00011941+0.00013378i,0.0010488+0.00053843i,0.00090327+0.00028911i
0.00065524+0.0013906i,0.00088524+0.001293i,0.002118-8.0712e-05i,0.0016169-0.0012158i,0.0012656-0.00072297i,0.0010376+0.00071485i,0.00061331+0.00072913i,0.00065243+0.00035959i,0.0010328-0.00014682i,0.00078681-0.00057825i,0.00029317-0.00013424i,-0.0002614+0.00019672i,-0.00086467+0.00022555i,-0.0011588+0.00034389i,-0.0016083-0.00017631i,-0.0015253-0.00020959i,-0.00070302-0.00045749i,-3.7569e-05-0.00057297i,-0.00058557-0.00011188i,-0.00047864+3.1277e-05i,-5.4931e-05+0.00039187i,-0.00016021+2.9283e-05i,-3.1309e-05-6.7794e-05i
-0.0013371-0.0010916i,-0.00066765+0.00047511i,-0.0015152+0.00053316i,-0.0016619+0.0011939i,-0.00045838+0.0019278i,0.00086996+0.00091075i,0.00041893-0.0010619i,-0.0005084-0.0014559i,-0.00069249-0.00029898i,-0.00069882+0.0004679i,-0.00076624+0.00037394i,-0.0008903+1.9379e-05i,-0.0011795+0.0001254i,-6.7378e-05-0.00048465i,0.0012485+3.3381e-06i,0.0007133+0.0012089i,-0.00038014+0.0018692i,-0.00031086+0.0016726i,0.00035019+0.0016454i,0.00074385+0.0012914i,0.00032722-6.1875e-05i,-5.9007e-05-0.00068553i,0.00020424-1.3795e-05i
-0.0007037+0.00048342i,8.2829e-05+0.0013158i,0.0003394+0.001091i,0.0015894+0.001128i,0.0024701+0.0012325i,0.0029846+0.00073006i,0.0024666-0.00014913i,0.00065489-0.00093706i,-0.00026992-0.00072566i,7.9652e-06-0.00029342i,0.00045136-0.00034677i,0.00068155-0.00038707i,0.00053698-0.00046851i,-0.00029514-0.00072415i,-0.0006949-0.0007885i,-0.00037664-0.00074705i,-0.00028374-0.00012792i,-0.00094391+0.00028242i,-0.00058976+0.00057749i,-0.00011982+0.00046154i,-8.4307e-05-0.00013879i,-0.00027855-0.00050094i,-6.1395e-05-0.00082987i
-0.0013845-0.0013081i,-0.00099311-0.00026437i,-0.00069967+6.4755e-05i,-0.00032199+0.00090725i,0.00011488+0.0019494i,0.0012658+0.00090756i,0.0021868-0.0010102i,0.0012861-0.0013168i,0.0002381-0.00042622i,8.8525e-05+0.00036542i,1.7854e-05+0.00076164i,-0.00058481+0.0007867i,-0.00026721+0.00025618i,0.00038057-0.00017295i,0.00054279-0.00028673i,0.00034908-0.00066124i,0.0011333-0.00041889i,0.0013503+0.00041401i,0.00038862+0.0002861i,-7.2316e-05-0.00064641i,-0.00069805-0.00065491i,-0.00065708-0.00032547i,0.00024249-0.00034662i
-0.0022182-0.00058132i,-0.00090616+0.0011701i,-8.6245e-05+0.0027813i,0.00033618+0.0032821i,0.0011811+0.0029488i,0.0024913+0.0012073i,0.0021992-0.00028512i,0.0009133-0.00041635i,0.00035562+3.0063e-05i,-0.0001206+0.00088301i,-0.00039196+0.0011007i,0.00024135+0.00052641i,0.00023533-0.0001559i,0.0006704-0.0007672i,0.00084277-0.00033902i,0.00020138+5.2441e-05i,-0.00040788+0.0003328i,-0.00057702+5.7488e-05i,-0.00028328-0.00019263i,-0.00057107-0.00023693i,-0.00059538-0.00021284i,-0.00048005+0.00023568i,-0.00056829+0.00027561i
-0.00055501+0.0007432i,0.00039711+0.0014437i,0.00042431+0.00057225i,0.00055505+0.00033854i,0.0010879+0.00090821i,0.0014404+0.00040503i,0.0014826-8.7359e-06i,0.00070601+0.00037889i,-0.00011178+0.00077852i,-0.00023045+0.00054509i,-0.00030355+0.00027736i,-1.6823e-06+0.00056172i,0.000536+0.00047068i,0.00061896-3.3569e-05i,0.00076494+0.00083547i,0.0010777+0.0012668i,0.00084116+0.00050491i,0.00024918+0.0001276i,-0.00053602+3.7657e-06i,-0.00026365+0.00055371i,0.00040311+0.0011656i,0.00051541+0.00031851i,0.00044671-0.0002266i
-0.0012946-0.000441i,-0.00087995+0.00013997i,-0.00078386+0.0018431i,-0.0011679+0.0016435i,-0.00079435-6.3332e-05i,0.00062333-0.00098348i,0.0011843-0.00077326i,0.0005665-0.00061931i,0.00055771-0.00035321i,0.0011199+0.00046778i,0.00076608+0.00063503i,-2.2583e-07+0.00047388i,-0.00091112+0.00019981i,-0.00070926-0.00034239i,-0.00031908+0.00025623i,-0.00060544+0.00086249i,-0.00046338+0.00085904i,0.00026599+0.00052528i,0.00092048+0.00072942i,0.00083058+0.00052235i,0.00018259+0.00021416i,-0.00047796+0.00058455i,-0.00062416+0.00071853i
-0.0013014-0.00013881i,-0.00044933-3.7936e-05i,0.00044758+2.8265e-05i,0.0019103+0.00058867i,0.0024878+0.00043149i,0.0020634-0.00017149i,0.0011959-0.00045657i,-0.00070649+0.00017835i,-0.0010197+0.00060333i,0.00034454+0.00017844i,0.00022511+0.00023807i,0.00019436+0.00028514i,0.0010706-0.00031509i,0.0015212-0.00034502i,0.00034927+0.00014337i,-0.00021553+0.0001231i,0.00012686-0.0002577i,-0.00015433-3.4585e-05i,-0.00026686+0.0005325i,0.00022125-0.00028684i,0.00030523-0.00073797i,-0.00053832-0.00034352i,-0.00018076-0.00027707i
-0.0011947+0.00097783i,0.00014323+0.0014035i,0.00052374+0.00052707i,0.0003891-0.0002662i,0.00093918-4.3422e-05i,0.0017539+0.00011362i,0.0015623-0.00022922i,0.00091138-0.00055399i,-0.00044407+0.00013574i,-0.00094026+0.00069118i,0.00057503+0.00055181i,0.001656+6.6263e-05i,0.0014037-0.00041549i,0.00065806-0.00083787i,0.00053535-0.00053396i,0.00052334-0.00015901i,0.00060748-0.00015093i,0.00021576-0.00013453i,-0.0006087+7.8342e-06i,-0.00031883-2.997e-05i,0.00010798-3.168e-05i,-0.00069226+0.00013393i,-0.0017008-0.00015074i
0.00061491-0.0011604i,1.7026e-05-0.00075168i,-0.0011571-0.0007313i,-0.00092457-0.00025408i,0.00030799+0.00034986i,0.0019814+9.5073e-05i,0.0022745+0.00061765i,0.00097662+0.00093623i,2.203e-05+0.00080108i,-0.00023192+0.00021245i,-0.00037973-0.00043003i,0.00025936+0.00011854i,0.00061333+0.00048608i,0.00030488+0.00032728i,-8.5145e-05+0.00054104i,-0.00033653+0.00035387i,-0.00059011+0.00012605i,-0.00098138+0.00035871i,-0.00014065+0.0001704i,0.00084561+0.0001349i,0.00042881-0.00027216i,-0.00025595-0.00062036i,-0.00032023-0.00017746i
-0.00057288-0.00021271i,0.00031443+0.00038485i,0.0020445-5.092e-05i,0.0024415-0.00020105i,0.0016741-0.0006676i,0.00098673-0.00073042i,0.00047548-0.0010531i,-0.00033834-0.0008357i,-0.00067816+0.00022452i,-0.0001051+0.00081577i,-0.0003286+0.00057246i,-0.0009086+2.9455e-05i,-0.00031029+0.00059676i,-0.00024698+0.00072815i,-1.4131e-05+0.00023886i,3.8146e-05+5.2511e-05i,-0.00031241+0.00053976i,-0.00010954+0.00081005i,0.0002592+0.00053266i,0.00043184+0.00050779i,0.00015767+0.00067669i,0.00018272+0.001285i,0.00057246+0.0016464i
-0.0012082-0.00088409i,-0.00078693-0.00045652i,-0.00089654-0.00064476i,-0.0010922+0.00065345i,-0.000515+0.0019153i,0.0014776+0.00081917i,0.0018762-0.0011808i,0.0012229-0.00097537i,0.00042443+0.00083128i,-1.0303e-05+0.0014509i,0.00047441+0.00095529i,0.00096559+0.00010283i,0.0012635-0.00080241i,0.00099084-0.00041932i,0.00031626+0.0004747i,0.0001264+0.00041791i,-0.00061123+8.8823e-05i,-0.00058345+0.0003419i,0.00020049+0.00024814i,-0.00050631+4.5225e-05i,-0.0012661-0.00031962i,-0.00077588-0.00073441i,-0.0001839+0.00023655i
-0.00053638-0.0011429i,0.00067035+0.00059988i,0.00066005+0.0012412i,0.00059123+0.00080649i,0.0016216+0.00068877i,0.0020845+0.0008044i,0.0017608+7.4969e-05i,0.00047503-0.00059405i,-0.00087985-0.0006214i,-0.00022646+0.00018054i,0.00053208+0.00099745i,0.0011543+0.00095779i,0.00094468+0.00060757i,0.00080781+0.00033363i,0.00098081-7.5242e-05i,0.0010034-9.8769e-05i,0.00089009+0.00043456i,9.9627e-05+0.00014547i,-0.00017359+2.1766e-05i,-0.00021026+0.00031597i,-0.0004188+7.9477e-05i,-0.00077025+0.00051539i,-0.00070453+0.0010482i
-0.0010922-0.0018109i,-0.0005298-0.00079668i,3.3434e-05+0.00037428i,0.00038142+0.0010761i,0.0008254+0.0011766i,0.0011854+0.0010505i,0.0011148-0.00013432i,-5.3191e-05-0.0002749i,-0.0010074-3.5948e-05i,-0.00050128-5.1434e-05i,-5.5401e-05+0.00042025i,-0.00016764+0.00046744i,4.5192e-05+0.0003391i,0.00071354+0.00065838i,0.00035705+0.0013263i,-0.00063471+0.0011692i,-0.00022774+0.00048644i,0.00028909+0.00066355i,0.00011419+1.3069e-05i,7.4353e-05-0.00056636i,-0.00068804+0.00055641i,-0.00086213+0.00066677i,-0.0001874-0.00026008i
-0.00035914-0.00031424i,-0.0010341+0.00022063i,-0.00055256+0.00011757i,0.0007229+3.7266e-05i,0.001423+0.00014665i,0.0019118+0.00060431i,0.001113+0.00011489i,-0.00040219-0.00049492i,-0.0011644-0.00033656i,-0.0014964-0.00014913i,-0.0011586+0.00035615i,-0.00078772+0.00033098i,0.00018232-0.00041812i,0.0012097-9.3721e-05i,0.00057979+0.0004598i,7.3218e-05+0.00034444i,-0.00024178+0.00036575i,-0.00062599-6.9241e-06i,-0.00073603-0.00079893i,-0.00045534-0.0010895i,-7.5527e-05-0.00079324i,0.00023205-0.00033353i,-0.00021699+0.00012159i
0.00083859+0.0017399i,0.001301+0.0022984i,0.002004+0.0013439i,0.0018725-0.00024722i,0.0010227-0.00038864i,0.00074313-0.00041657i,0.00074658-9.7541e-05i,-6.649e-05+0.00063362i,-0.00021808+0.00074218i,0.00018263+0.0004498i,-0.0003807+0.00066682i,-0.00057824-0.00016458i,0.00013986-0.00036238i,-0.00043374+0.00066219i,-0.00067139+0.00054704i,-0.00026361-3.4504e-05i,-1.5164e-05+0.0005026i,-0.00017337+0.00090402i,-0.00049288+0.0005663i,-0.00060725+0.00022377i,-0.0010551-0.00046069i,-0.0014514-0.00034325i,-0.00087982+0.00032816i
-0.00088638+0.00031075i,-0.0009399-0.00081482i,-4.8282e-05-0.0016879i,0.00035784-0.00083184i,0.0013961+0.00035866i,0.001884+0.00022239i,0.00083045-0.00067056i,0.00023038-0.0010685i,-0.00012608-0.00048792i,-4.739e-05+0.00031629i,0.00029524-2.8567e-05i,0.00011051-0.00046147i,-0.0002973-0.00059304i,-0.00035058-0.00073577i,-0.00047337-0.00054205i,-0.00016268-0.00064663i,7.3465e-05-0.0010127i,-3.0242e-05-0.00076727i,0.00018434-0.00023161i,1.6729e-05+0.00011057i,-0.00033883+0.00027652i,-0.00062357+0.00019413i,0.0002141+0.00016233i
-0.00033203+0.0013687i,0.0020711+0.0019694i,0.0032142+0.0019754i,0.0031764+0.0013407i,0.0028969+9.9649e-05i,0.002059-0.00040915i,0.0010106-0.0010182i,-0.00085034-0.0010946i,-0.0013906-0.00019225i,-0.00038373+9.7946e-05i,0.00021101-1.4646e-06i,6.166e-06-0.00053905i,-0.00025056-0.00044059i,-0.00039984-2.7329e-05i,-0.00032378-0.00085959i,-8.9836e-05-0.00076777i,-0.00041356+0.00020824i,-0.00030693+0.0001281i,-0.00016565-0.00025558i,-0.00021613-0.00023953i,0.00029055+0.00020988i,0.0012884+0.00072806i,0.00086379+0.00010064i
-0.0014396+0.0017271i,-0.0001288+0.0013588i,0.00050602+0.00074185i,0.0010683+0.0014425i,0.0014955+0.0024837i,0.0015998+0.0011956i,0.0011973+0.00016818i,0.00074144+0.00014415i,0.00018594-0.00073794i,-0.0003733-0.00037063i,-0.00085715+0.00042329i,-0.00075802+0.00026886i,-0.00054216-0.0002561i,-0.00039042-7.0052e-05i,0.00038798+0.00039792i,0.00090436+0.00048898i,0.00040416+0.00022811i,-2.9251e-05-0.00013045i,-0.00048421-0.00028212i,-0.00084299-0.00022137i,-0.00015693-0.00031145i,0.00040076-0.00018708i,0.00058773+0.00026999i
-0.0006341+0.0012994i,3.0198e-05+0.00078006i,0.00083337-0.00041282i,0.00038821-0.00036008i,0.00044668+0.00048544i,0.0014561+0.0010451i,0.0013568+0.0006444i,0.00037307+9.0624e-05i,-0.00060926+0.00051887i,-0.00095602+0.00038962i,-0.00069756+0.00043028i,-0.00070328+0.00082434i,-0.00044563+0.00030551i,-0.00043265-0.00031066i,-0.00033524-0.00053703i,0.00056702-0.00036481i,0.00012889+0.0004962i,0.00020982+0.0004803i,0.00051335+0.00013043i,0.00056865+0.00012693i,-0.00025115+1.9269e-05i,-0.0014931-0.00046116i,-0.0010582-0.00031304i
-0.0025305+0.00043446i,-0.0017038+8.5015e-05i,-0.00063689+0.0014359i,0.00043299+0.0018483i,0.0016158+0.001157i,0.001972-0.00022521i,0.00091995-0.00091399i,-0.00020651-0.00072686i,-3.8496e-06-0.00042345i,0.00020715+0.00012226i,4.1847e-05-0.00014604i,0.00039588-0.00090223i,0.00034278-0.00062258i,0.00020975+5.2467e-05i,0.0010264-9.8835e-05i,0.00083331-0.00013082i,-2.8511e-05+0.00043695i,-0.00012439+0.00018808i,-0.00012274-0.00038365i,-2.8926e-05-0.00020707i,4.0469e-05-0.00013396i,-0.00029679+0.0005275i,-7.4405e-05+0.00080245i
9.4323e-05+0.00031996i,-0.00035758+0.00022937i,0.00091308-0.00029346i,0.0017831+0.00029923i,0.002168+0.00057272i,0.0019878+8.027e-05i,0.0012039-0.00035835i,-0.00026741-9.4793e-05i,-0.00087251-0.00010246i,-0.00024392-0.00017597i,0.00026481+0.00059611i,0.00050425+0.0005102i,3.0685e-05-9.715e-05i,-0.00063837+0.00056231i,-0.0003706+0.00084483i,-0.00018787+0.00021201i,-0.0002297-0.00029422i,-0.00061629+0.00018072i,-0.00013278+0.0007368i,0.00029848+0.00074576i,-0.00087231+0.00038547i,-0.0011743+0.00028011i,-0.00053791-0.00031307i
-0.0010642+1.2683e-05i,0.00022943+0.00040279i,8.9383e-05-3.7951e-05i,-0.00030896+0.00058628i,0.00039244+0.0014292i,0.0013732+0.00079467i,0.0015424+0.00065119i,9.7093e-05+2.2608e-05i,-0.0012938-0.00051166i,-0.00058247+0.00023398i,4.5344e-05+0.00078971i,9.6615e-05-0.000126i,0.00056733-0.00071521i,0.0011603+2.0279e-05i,0.00090791+0.00061981i,-0.00025925+0.00065557i,-0.00090082+0.0001253i,-0.00080831-0.00019719i,-0.00039461-7.1906e-05i,7.2921e-05-0.0003212i,8.5903e-05-0.0003723i,0.00022215-3.2481e-05i,0.00063255+0.00018586i
