-0.0037507+2.829e-05i,-0.0014182-0.0029056i,-0.0017335-0.0013655i,-0.00087533+0.0015792i,-0.00011614+0.0031822i,0.00058034+0.0017902i,0.0010082+0.00071712i,0.0001447+0.000578i,-0.00070601+0.00043637i,0.00013172+1.4666e-05i,0.00075273-0.00044271i,0.00045763-0.00031371i,0.0002354+0.000154i,2.9507e-05+0.00027397i,-0.00079629-5.4746e-05i,-0.0013089-8.1566e-05i,-0.00038783-8.1686e-05i,0.00059286-0.00030296i,0.0010039-9.9332e-05i,0.0011763+0.00017845i,0.0010794-0.00062039i,0.00076882-0.0006056i,-0.00022677+1.9813e-05i
-0.0010028-0.0009474i,-0.00010484-0.00092293i,-0.00010538-0.00048663i,-0.00020823-6.7947e-06i,0.00049747+0.00048309i,0.00055018+0.00019711i,0.0002586-0.00042144i,0.00012904-0.00041967i,-0.0001879-0.00026031i,-0.00037585-0.0005946i,-0.00026146-0.00096144i,0.00011919-0.00011808i,0.00040693+0.00026068i,0.00024223+0.00057594i,0.00066689+0.001109i,0.00024309+0.0012388i,-0.00029432+0.0005415i,-0.00022107+0.00097325i,3.898e-06+0.0021464i,0.00053801+0.0019385i,0.00029171+0.0004898i,0.00039626-0.00056181i,0.0010873-0.0011321i
-0.0011789-0.00054079i,0.00035606+0.00084109i,0.0019198+0.0023681i,0.0013216+0.0016131i,-0.0006232+0.00082651i,-0.00079082+0.00063216i,-8.5332e-05+0.00067267i,-0.0005124-5.2005e-06i,-0.00017015-0.00093277i,0.00061771-0.0013952i,0.0005084-0.00081844i,0.00041322+8.0352e-05i,0.0007819+9.009e-05i,0.00051096+0.00013995i,-0.00012815-0.00034554i,6.5349e-05-0.00037786i,8.0796e-05+0.00055181i,6.952e-05+0.00098118i,0.00065887+0.0005905i,0.0002441-0.00013111i,-0.00033497+4.2935e-05i,-0.00017322+0.0003819i,0.00059325+0.00035739i
-0.00094865-0.0002915i,-0.00085487-0.00078428i,1.282e-05-0.001325i,0.00036603-0.0013344i,-0.00071233-0.00030192i,-0.0011973+0.00014865i,-0.00085603-3.5522e-05i,-0.00043945-4.3046e-05i,-0.00046436+0.00031607i,0.00036854+0.00036487i,0.00059809+0.00017846i,-0.0002729+0.00015598i,-0.00018005+0.00067304i,0.00014193+0.0011076i,-0.00039445+0.00094781i,-0.00035908+0.00035847i,0.00020151-0.00027927i,0.00041611+0.00060995i,0.00068307+0.0014676i,0.0012322+0.00092352i,0.00097914-0.00033276i,-0.00040899-0.00076199i,-0.00098802-0.00031086i
5.8659e-05+0.0018864i,0.00080733+0.0019594i,0.0011888+0.001553i,0.00020014+0.00022653i,-0.0014455-0.00084492i,-0.002632-0.00027497i,-0.0022742+0.00069124i,-0.0014775-0.00014017i,-0.00094974-0.00087072i,-0.00046971-0.0001997i,-0.00062672-0.000324i,-0.0004854-0.00028094i,-0.00010193+0.00072837i,0.00010287+0.0010882i,0.00032326+0.00059694i,0.00050462-0.00018471i,0.00048728-0.00056218i,0.00035538-0.00043332i,1.9548e-05+0.00011962i,-0.00044528+0.00017979i,-0.00059437-4.8823e-05i,-0.00035931-0.00054134i,-6.5132e-05-0.00094629i
-0.0015668+0.0013322i,-0.0014047+0.0016426i,0.00048576+0.0016098i,0.0022767-3.052e-05i,0.00077343-0.0013403i,-0.0018534-0.00095126i,-0.0019517+0.00031567i,-0.0016163+0.00062499i,-0.0012058+0.00046648i,0.00022842+0.0008687i,0.00055027+0.00070572i,0.00039314+0.00071797i,0.00031846+0.0010639i,0.00032767+0.00088617i,0.00024292+0.0010308i,0.00036538+0.00060762i,0.00020421-7.7115e-05i,-0.00057012-0.0006035i,0.00018686-0.0012164i,0.0011105-0.00056252i,0.00087344+0.00013752i,0.00042088-0.00030248i,0.00048285-0.00079002i
0.0008465+0.0012137i,0.0020516+4.573e-05i,0.0033689+0.00051234i,0.0032868+0.0012095i,0.0015346+0.00064878i,-0.00068035-0.00022589i,-0.001491-0.00064842i,-0.00025432-0.0011189i,0.0011121-0.00054015i,0.00098613-0.00038957i,0.00011214-0.0010787i,-0.00048394-0.00055189i,-0.00063358+0.0002263i,-0.00054072+0.00061174i,-0.00054296+0.0009127i,-0.00022569+0.0007252i,-0.00035078+0.0001937i,-0.00059148+0.00038009i,-0.00019744+0.00090773i,0.00051704+0.0006927i,0.00047206-8.3424e-05i,0.00011333+3.8064e-05i,0.00028055+6.0059e-06i
-0.00043733+0.0012887i,0.00075474+0.0024057i,0.0016902+0.0039391i,0.0019869+0.0035848i,0.0010836+0.0021351i,-0.00024353+0.00055074i,-0.00086157-0.00090787i,-0.00077901-0.0011325i,-0.00034464+0.00012021i,-2.4886e-05+0.00047715i,2.0191e-05+0.00013662i,2.7862e-05-0.00010628i,0.00024778-0.00010019i,-0.00018137-0.00038403i,-0.00064374-0.00070183i,-0.00074889-0.00045184i,-0.00087956-0.00014748i,-0.0005405+0.00070168i,-4.7325e-05+0.00091141i,0.00024441+0.00087366i,0.00070281+0.00085717i,0.00066894+0.00039983i,-6.4061e-05-0.00010937i
-0.0014916+0.0015628i,-0.001882+0.00070269i,-0.00087618-2.7626e-05i,-0.00047154-7.0971e-05i,-0.001213+0.00042522i,-0.0021083+0.00088129i,-0.0021255+0.00091184i,-0.0011257+0.00065487i,0.00055197-0.00011633i,0.00083597-0.00035696i,-0.00061873+1.2169e-05i,-0.00112+0.00076633i,-0.00067063+0.0010318i,-0.00024813+8.1483e-05i,0.00038811-0.0007068i,0.00065974-0.00083178i,0.00066259-0.00080158i,0.00059358+4.5176e-05i,0.00023163+0.001391i,0.00018921+0.00077878i,0.00048221-0.00050314i,0.00015325-0.00014853i,-0.00033891+0.00014952i
0.0015099-0.00089585i,0.0013431-0.00050151i,0.00021796+0.00013015i,-0.00098926-0.00023683i,-0.0014683-0.00080999i,-0.0019719+0.00045167i,-0.0020267+0.0013208i,-0.0015248+0.00049976i,-0.00092019+0.00037337i,-0.0007008+9.8158e-05i,-0.0001324-0.00031364i,0.00025795-0.00012263i,0.00048352-0.000476i,0.0010341-0.00083925i,0.00059243-0.00055695i,-0.00012004+0.00017i,-3.0085e-05+0.00062378i,-0.00038368+0.00030364i,-0.00030814+8.7862e-05i,0.00013487+0.00094822i,-0.00035235+0.0016106i,-0.00044604+0.0015097i,-0.00063138+5.323e-05i
-0.00092755+0.00046364i,-0.00034097+0.0012725i,0.0009637+0.00042723i,0.0012821-0.00031592i,0.00065003+0.0003454i,0.00020542+0.00099025i,4.264e-05+0.00056656i,1.4861e-05-0.00010752i,-0.00016841-8.4243e-05i,-6.9224e-05-0.00051072i,0.0001884-0.00085289i,-7.2312e-05-0.00049653i,8.0437e-05+9.807e-05i,0.00064682+0.00012374i,-0.00042425-0.00035562i,-0.0014663-0.00018306i,-0.0011025-8.514e-05i,-0.00075837-0.00025825i,-0.00081089-0.00041484i,-0.00059943-0.00096311i,0.00022203-0.00092372i,0.00086403-0.00081888i,0.00027317-0.00098188i
0.0011222-0.00095202i,0.0015474-0.00016577i,0.00082539-0.0014242i,-0.00073373-0.0027255i,-0.0022987-0.001752i,-0.0030054-0.00018611i,-0.0024987+0.00038207i,-0.0014406+0.00020594i,-0.00075276-0.00095205i,6.535e-05-0.0013463i,0.00067826+0.00023685i,0.00077936+0.0010587i,0.0005528+0.00084381i,0.00024676+0.00076024i,0.00038276+0.00031468i,0.0016142-1.9725e-05i,0.0011928-6.8606e-05i,-0.00032826-0.00010116i,-0.0001893+0.00068416i,0.00062888+0.0015595i,0.00089695+0.0012601i,0.00072668+0.00058082i,0.00085953+0.0001084i
0.00091817-0.00013405i,0.00048756+0.00081119i,0.0007068-0.00013685i,0.0007751-0.0011564i,6.1527e-05-0.001208i,-0.00056398-0.00031505i,-0.00068114+0.00024639i,-0.00070438+0.00043488i,-0.00041771-0.00074432i,0.00038351-0.0011227i,0.0010503-0.00068149i,0.00079933-0.00042641i,0.00042814+0.0003042i,0.00013221+0.00078027i,0.00028923+0.00062884i,0.00074585+9.1614e-05i,0.00051108-0.00037792i,0.00034136-0.00025338i,0.0010813+0.00097294i,0.0016005+0.0017698i,0.0004093+0.00089556i,-1.1213e-05+0.00046397i,0.00055746-9.6976e-07i
-0.00056644+0.00023009i,-0.00035747-0.00099826i,0.0015249-0.00058272i,0.0036718-0.00049917i,0.0029826-0.00096897i,0.0013625-0.0013568i,0.0012748-0.0013871i,0.00067126-0.0015315i,-0.0002255-0.0011258i,-5.2273e-05-0.00076205i,0.00046895-0.0012311i,8.7877e-05-0.00072651i,-0.00054705+0.00048851i,-0.00011626+0.00045203i,-2.8707e-05-0.0002775i,-2.5377e-05-0.00015334i,0.00036769-0.00044459i,0.00055702-0.0010353i,7.6662e-06-0.00038609i,-0.00075429-0.0002214i,-0.00084721-0.00014407i,-0.00043982+0.00081101i,3.8341e-05+0.00030167i
0.0015716+0.0016556i,0.0015177+0.0025239i,0.0011626+0.0030069i,0.0015667+0.002192i,0.0005971+0.0011118i,-0.0012766+0.00046661i,-0.0013537-0.0002443i,-0.00086723-0.0005061i,-0.00066322-0.00012411i,-6.8394e-05-0.00024219i,7.1267e-05-0.00031637i,-0.00036627+0.00044859i,-0.00098758+0.0010889i,-0.00099297+0.0010301i,-0.00093925+0.0011263i,-0.0013262+0.00071882i,-0.00061482-0.00027081i,7.7575e-05-0.00074664i,3.0567e-05-0.00031303i,-0.00021523-0.0002939i,-0.00052053-0.00037328i,-2.5417e-05-0.0002647i,0.00029859-0.00055935i
-0.00019882-0.0013096i,-1.5961e-05+0.0010134i,-0.00071798+0.0020883i,-0.0012834+0.0028062i,-0.0018995+0.0032519i,-0.0021562+0.0029299i,-0.001045+0.0015368i,0.00050943+0.0001814i,0.00047342-0.00084347i,1.7478e-05-0.0002375i,-2.4519e-05+0.00061067i,0.00042786+0.00029826i,0.00074863+0.00027971i,0.00013309-0.00023599i,-0.00065322-0.00047584i,-0.00067367-0.00017118i,-0.0001644+1.4064e-05i,-0.0003324+0.00046184i,5.6019e-05+0.00091135i,0.00033187+0.00066073i,-9.0992e-05+0.00013635i,0.00012306-0.00019323i,-1.5536e-05-6.0616e-05i
-0.00041262-0.00091042i,-0.00041146-0.0017994i,-0.00069874-0.0015673i,-0.00053635-2.6735e-05i,-0.00072992+0.00061388i,-0.00039363+0.00019804i,0.0002516+0.00024656i,-3.6827e-05-0.00028261i,-3.4441e-06-0.00044195i,0.00044045+0.00029393i,0.0009892-9.8252e-05i,0.001358-0.00024467i,0.00064126+0.00084629i,3.0744e-05+0.00080817i,-0.00070307+0.00017339i,-0.00085257+0.00047406i,0.00012085+0.00053718i,0.00017492+0.00049253i,0.00014066+0.00038245i,0.00046196-0.00014372i,0.00071692+0.00051192i,3.4498e-05+0.00081034i,-0.00085062-3.7512e-05i
0.00028619+0.0010303i,0.0014066+0.00075321i,0.0012+0.00029203i,-7.7209e-05-0.00068841i,-0.00061747-0.0026564i,-0.00053499-0.0025068i,-0.0011462-0.00080697i,-0.0014803-0.00075612i,-0.0006595-0.00041393i,4.3029e-05+0.00038256i,-0.00015947-0.00017544i,-0.00058127-0.0001881i,-0.00062549-0.00014382i,-0.00046407+3.7082e-05i,0.00034302+0.0011609i,0.00049734+0.001262i,0.00025161+0.00029002i,0.00033441+1.3527e-06i,0.00014429-0.00025608i,0.00010318-0.00022722i,0.000561+4.1414e-05i,0.0006137+8.2043e-05i,0.00056409+0.00043772i
-0.00056495+0.0016959i,-0.00032862+0.0022946i,0.0012331+0.0026454i,0.0019223+0.0006739i,0.00048943-0.0010849i,-0.001313-0.00095598i,-0.001725+0.00026116i,-0.0014397+0.00092466i,-0.000226+0.00049385i,0.00075255-0.00024699i,0.001123-0.00055274i,0.00044558+8.5515e-05i,-0.00048777-4.2306e-05i,-0.00015749-6.533e-05i,0.00032831+0.0007106i,0.00042569+0.0013688i,0.00032367+0.0011281i,0.0006506+0.0010274i,0.0015261+0.0012866i,0.0013106+0.0011949i,0.00036704+0.00091042i,0.00024572+2.9083e-05i,0.00086393-0.0010576i
0.00074592+0.0025093i,-0.00069613+0.0010013i,0.00093725+0.00069596i,0.0034483-0.00024368i,0.0032034-0.0013223i,0.0010042-0.0010618i,-0.00060571+0.00030962i,-0.00042603+0.00083714i,-0.00018071+0.000361i,-5.1171e-06-0.00032664i,-0.00037327-0.00032262i,-0.0011353+0.00016334i,-0.001181-0.00025211i,-0.001123-0.00031939i,-0.00092601+0.00050305i,-0.00069975+0.00057883i,-0.0010099+0.00027238i,-0.0011906+0.00049372i,-0.00072293+0.00012535i,2.3295e-05+3.47e-05i,3.3738e-05+0.00034173i,-3.3538e-05+0.00058024i,-9.4883e-05+0.00010243i
0.00047355+0.00037102i,0.0022373+0.00087201i,0.002702+0.00098508i,0.0019007+0.00056709i,-9.5069e-06+0.00036i,-0.00081312+0.00013312i,-0.0003444+0.00018179i,-0.00094851-0.00013312i,-0.0015693-0.00040941i,-0.00141+0.00037236i,-0.0010359+0.00054177i,-0.0007768-0.00010765i,-0.00088589+0.00024252i,-0.00020696+0.00060216i,-5.4563e-05+0.00050579i,-0.00013122+0.00040739i,0.00016224+0.00051021i,-0.00014392+5.2984e-05i,-0.00056059-0.00054555i,0.00017877-0.00066231i,0.00054582-0.0002527i,0.00068709-0.00012879i,0.00081598-3.1937e-05i
-2.2247e-05+0.00075574i,0.00044556+0.0012594i,0.0018833+0.00096973i,0.0014507+0.00040647i,-0.000454+0.00024317i,-0.0017124+0.00084797i,-0.001991+0.00085223i,-0.0020678+0.00015659i,-0.0016095+0.00021335i,-0.0005785+0.00013556i,-6.8374e-06+0.0002794i,0.00024324+0.00083189i,9.2083e-05+0.0003591i,-0.00021617-0.00020597i,3.4753e-05+0.00062191i,0.00024064+0.00066045i,-1.8241e-05+0.00051073i,-0.0004797+0.00036635i,-0.00020118+0.00023246i,0.00018116+0.00013404i,0.00051908-0.00021487i,0.00081248-0.00060034i,0.00062896-0.00094094i
8.6259e-05-0.00099922i,0.00082806-0.00065172i,0.0016193+0.00020458i,0.001805+0.00031198i,0.00070501+0.00017921i,0.00015081+0.00030142i,0.00075412+0.00051644i,0.00041017-0.00012672i,-0.00028416-0.0008009i,0.00039013-0.00089476i,0.0009706-0.00030515i,0.00025269-5.5722e-05i,0.00012441-0.00039689i,0.00059589+0.00027175i,-0.00014482+0.00076627i,-0.00058132+0.00016161i,-0.00049593+9.3945e-05i,-3.7088e-05+0.00046444i,-0.00013009+0.00016075i,-0.00043386+4.4723e-06i,0.0001632-0.00033221i,0.0008127-0.0011966i,9.4763e-05-0.00070671i
9.1218e-06-0.0011571i,0.00010249-0.00028764i,-0.00025268-0.00015009i,-0.00025113-0.00064813i,-0.0010921-0.00071475i,-0.0019541+0.00045889i,-0.0012552+0.00073071i,-0.00071925-0.0006182i,-0.00045593-0.0014936i,0.00010422-0.0005641i,0.00026036+6.7651e-05i,0.00058173-8.1556e-05i,0.0010381-0.00037288i,0.0010965-0.00072021i,0.00070419-0.00074346i,0.00026196-0.00042715i,0.00032328+8.013e-05i,0.00015329+0.00073639i,-0.00073912+0.00090133i,-0.00018234+8.2461e-05i,0.00087527-0.00050922i,0.00057799-0.00052848i,0.00045919-0.00043367i
0.00082707+0.00084797i,0.0020402+0.0011844i,0.00259+0.0023413i,0.0017675+0.0019013i,-0.00052402+0.0010066i,-0.0023431+0.00088334i,-0.0016738+0.00083567i,-0.0011092+0.00036952i,-0.00060647-0.00017327i,0.00024677-0.00033861i,0.00013329-0.00056461i,-0.00020973-0.00057531i,-0.00017682+0.00024445i,-0.00038792+0.00072031i,-0.00037638+0.00044845i,-0.00047544+0.00032534i,-0.00040217+0.00035373i,-0.00022815+0.00054424i,0.00023086+0.00035068i,0.00034628-0.00013566i,0.00043144-0.00013208i,-0.00017152-5.5936e-05i,-0.00059035+0.00014187i
0.00064296-0.0004604i,0.00030019-8.3604e-05i,-4.351e-05+0.00050349i,1.3949e-05-0.00053425i,-0.00067385-0.0017406i,-0.0017547-0.00078679i,-0.0017635+0.00035441i,-0.0010182-0.00012331i,-0.00073528-0.0010928i,-0.0001764-0.00086073i,0.00012762-0.00029459i,0.00028444-0.00026129i,0.00079261+0.00019997i,0.00024812+0.00043759i,0.00020386-2.3022e-05i,0.00060794-7.8507e-05i,0.00050219-8.4411e-05i,0.00043959-0.00059509i,-7.9714e-05-0.00041003i,-0.00046973-0.00066847i,9.1851e-05-0.001517i,0.00062427-0.0013977i,0.00030686-0.00089995i
-0.0019671+0.00067264i,-0.0024112-0.0010484i,-0.0012355-0.0012081i,-0.00021888-0.0024057i,-0.00054053-0.0040527i,-0.0013354-0.0028534i,-0.001336-0.00053662i,-0.0011223-0.00029787i,-6.1434e-05-4.514e-05i,0.00067387+0.0010665i,0.00024976+0.00077193i,-4.089e-06+0.00053927i,8.0185e-05+0.0007512i,-0.00015271+0.00038841i,1.0413e-05+4.2017e-05i,0.00018676+0.00017458i,-0.0002996+0.00047639i,-0.0001822+0.00051506i,4.4868e-05-0.00024395i,0.00046414-0.00055617i,0.001107-0.00024178i,0.0010476-0.00039452i,0.00025446-0.00048865i
0.0020672+0.0013232i,0.0034765+0.0021977i,0.0037148+0.0023519i,0.0039006+0.0019823i,0.0027993+0.0013549i,0.00010594+0.00023538i,-0.00064585-9.229e-05i,0.00034578-0.00015546i,0.00046095+4.9814e-05i,2.8984e-05+0.00017019i,-1.9851e-05-0.00018771i,-0.00024659-0.0010618i,-0.0002421-0.00085807i,0.00017497+0.00073932i,-3.2519e-05+0.00055868i,-0.00056789-0.0001745i,-0.0010741+0.00081751i,-0.0008662+0.001158i,-3.8687e-05+0.00078203i,0.00071908+0.0007783i,0.0007867+0.00091908i,0.00019411+0.00040935i,-0.00022926-0.00071074i
0.00038551-0.00026955i,0.001442+0.0014614i,0.0025689+0.0014925i,0.0015218+0.0023503i,-0.00054374+0.0028711i,-0.001522+0.0028127i,-0.0010827+0.0025547i,-2.1257e-06+0.00117i,-0.00047466+0.00038243i,-0.00021727+0.00013673i,0.00056683-0.00030144i,0.00033698-0.00013093i,-9.6047e-05+0.00041244i,-0.00039604+0.00022884i,-0.00068973-0.0005481i,-0.00024001-0.00080796i,0.00087956+0.00013502i,0.0010953+0.00036321i,0.00065845-0.00010902i,0.00062032-0.00037634i,0.00041592-0.00034898i,0.0002049-0.00041896i,0.00053411-0.00082946i
-0.00047676-0.00080958i,-0.00059983-0.00095686i,0.00032275+0.0008144i,0.0004664+0.0014444i,-0.00012343+0.0013302i,-0.00052912+0.00074909i,-0.0010489+0.00010523i,-0.00112+0.00017019i,-0.00081479+0.00011861i,-0.00011262+0.00017708i,0.00050659-0.00014792i,0.00039785+1.1216e-06i,-0.0004733+0.00041017i,-0.0011477-0.00015724i,-0.00054853-0.00051516i,0.00030413-0.00011856i,-0.00036014+0.00023046i,-0.00046818+0.00017399i,0.00048811+0.0003336i,0.00047733+0.00086957i,-1.5271e-06+0.00082996i,-0.00015741+0.00030182i,8.0419e-06-0.00066272i
0.00040684-0.00073613i,0.0010154-0.00091113i,3.5853e-05-0.0019025i,-0.0008419-0.0020542i,-0.0015999-0.0016607i,-0.0011409-0.0014784i,-0.00054991-0.00048429i,-0.0006172+8.5258e-05i,-0.00038452-0.00069698i,-0.00060361-0.00095946i,-0.00029505-0.00038048i,0.00042145-4.1146e-05i,0.00068418+0.00037489i,0.00093871+0.00089239i,-2.9094e-06+0.0011703i,-0.00050344+0.00079969i,-0.00040621+0.00050558i,-0.00064992+0.00059863i,-0.00028732+0.00071747i,0.00027895+0.00091097i,0.00045516+0.00054732i,0.00023974+2.9114e-05i,0.00030685-0.00012233i
0.0013796-0.00032755i,0.002709+3.704e-05i,0.0032322-0.00042721i,0.0026547-0.0013755i,-0.00078245+0.00010298i,-0.0028879+0.0024649i,-0.0018977+0.0020701i,-0.00070543+0.00069291i,-0.00028365-0.00023207i,-0.0010497-0.00062967i,-0.00081554-0.00052699i,-0.00020243+9.9061e-05i,-0.00014559+0.00056257i,0.0007181+0.00041079i,0.0011365+0.00041531i,0.0008459+0.00047081i,-0.00021708+0.00037803i,-0.00098007+0.00016929i,-0.00074614+0.00027221i,-0.00094532+0.00058498i,-0.00095423+0.00045529i,-0.00039667+0.00042784i,-0.00036206+0.00016768i
0.00017706+0.00040771i,0.0006163+0.0017176i,0.0010563+0.0030559i,0.0012259+0.0020466i,-3.8389e-06+0.00035548i,-0.0011336+0.00016642i,-0.0010137+0.00092852i,-0.00073614+0.00062716i,-0.00073325+0.00066522i,-0.00043581+0.00078688i,0.0001459+0.00076504i,0.00032341+0.0010978i,0.00010779+0.0010131i,-0.00022231+0.00046421i,9.0811e-05+3.6713e-06i,0.00015107-0.0002188i,0.00050111+0.00010375i,0.00050496+3.2452e-05i,8.8746e-05+0.00028679i,0.00035588+0.00045323i,0.0008445+0.00018476i,0.00063798+0.00048814i,0.00028874+0.00027033i
0.0001754+0.00084352i,-0.0019781-0.00021081i,-0.0021776+0.00026322i,-0.0012128+0.00029835i,-0.0015692-0.0010347i,-0.0029824-0.0015471i,-0.0025086-0.0016449i,-0.0014687-0.00017198i,-0.0010471+0.00087341i,-0.00012463+0.0007111i,0.00084703-0.00019784i,0.0010459-0.00096695i,0.00027825-0.00044956i,-0.00029237+4.0913e-05i,-0.00079673+0.00064682i,-0.0017356+0.00084093i,-0.0013636+8.0048e-05i,-0.0013264-0.00055125i,-0.0014076-0.001233i,-0.00047282-0.0010394i,3.7236e-06-0.0010526i,-0.00018766-0.0015562i,0.00014008-0.0011204i
-0.00096154-0.00075075i,0.00079663-0.00051001i,0.0018185-8.1805e-05i,0.0020671+0.00022084i,0.0010846+6.5817e-05i,-0.00034212-0.00047147i,-0.00079167-0.0009278i,-0.00090214-0.0008528i,-0.00063965-0.0010275i,-1.1884e-05-0.0011994i,-0.00054537-0.00073112i,-0.0009323-0.00055723i,-0.00032281+0.00023295i,-9.7094e-05+0.00086714i,-0.0006022+0.00076294i,-0.0015956+0.00095572i,-0.001003+0.00065393i,-0.00022845+0.0007069i,-0.00029188+0.00078354i,0.00039409+0.00057063i,0.00034116-0.00019548i,-5.2578e-05-0.001001i,-0.00029718-0.00070994i
-0.00066159-0.0015799i,0.0020095-0.00047276i,0.0028673+0.00026267i,0.0032344-6.4792e-05i,0.0017946+0.00018421i,-0.00012783+0.00058049i,2.3439e-05+0.00041073i,6.8282e-05-0.00065836i,-0.00099963-0.0010154i,-0.0014058-0.0011635i,-0.00011093-0.001243i,0.00063707-0.00041895i,0.00027975+0.00067862i,0.00031096+0.0001204i,0.00059014-0.00075294i,-0.0001003-0.00011637i,-2.9451e-05+0.000777i,0.0008693+0.0012307i,0.00083834+0.002045i,0.00024581+0.0017534i,0.00018077+0.00092845i,7.9867e-05+0.00044076i,0.00017483-0.00041424i
0.00020029+0.0016838i,-0.0010183+0.0024144i,-0.0012648+0.0018085i,-0.00071592+0.0013725i,-0.00074168+0.0010481i,-0.0013082+0.0010138i,-0.0022797+0.00076329i,-0.0020277-0.00015813i,-0.00065459-0.00031602i,-1.9021e-05+5.6151e-05i,0.00012658+0.00047807i,-0.00083218+0.0010232i,-0.0015854+0.00083286i,-0.00094401-2.9412e-05i,-0.00049341-0.00022827i,-0.0006122+9.6081e-06i,-0.0012884+0.00021841i,-0.0016669+0.00050614i,-0.00058492+0.00028968i,0.00064133-0.00021681i,0.0012356-0.00041312i,0.00099413+0.00021236i,0.00049295+0.00086508i
0.00099221+2.8128e-05i,0.00044111+0.00056191i,8.6454e-06+0.00025474i,-0.0014939+0.00048737i,-0.00288-0.00064104i,-0.0029581-0.001337i,-0.001739-0.00053295i,-0.00051805+3.3015e-05i,-0.0002883+0.0012233i,0.00010268+0.0016924i,0.00016476+0.00070784i,4.6514e-05+0.00054149i,0.00040335+0.00091153i,0.00095996+0.00070989i,0.00048534+0.00046825i,8.0737e-05+0.00045258i,-0.00016734+0.00017048i,-0.00086035-0.00020178i,-0.00097016+0.00028056i,-0.00074634+0.00011518i,-0.00036756-0.00045425i,0.00066223-0.00081374i,0.0012784-0.00059104i
-0.00052028-0.00096919i,0.0011332-0.0010432i,0.0034898-0.00071859i,0.0032486-0.0012834i,0.00053354-0.00087562i,-0.00033899-0.00010228i,-0.00050475+0.00050864i,-0.0011259+0.00014719i,-0.00054148-0.00039158i,0.00019026-0.0010034i,0.00048157-0.0017322i,0.00011774-0.0015126i,-0.00014138-0.0010482i,-0.00011715-0.00025736i,-0.00056386+0.00048421i,-0.00070873+0.00060299i,-0.00018552-0.0003114i,-0.00030058-0.00061017i,-7.4701e-05+0.0001392i,0.00081827+0.00041432i,0.0010375+0.0004153i,0.00076349+0.00031617i,0.00079851+0.00010079i
0.0020481+0.0018527i,0.0010713+0.0023381i,0.0015319+0.0016874i,0.0030731+0.00011149i,0.0020424-0.0013124i,-0.0010836-0.00048017i,-0.00087516+0.00046037i,0.00057674+0.00010057i,0.00067203-0.00072604i,0.00056184-0.00079603i,2.9205e-05-0.00058907i,-0.00084027-0.00054442i,-0.0012331-0.00046096i,-0.00063185+0.00027101i,0.00024414+0.00068384i,4.4924e-05+0.00086967i,7.4408e-05+0.00018881i,0.00036713-0.00067707i,0.00035644-0.00010802i,0.00031825+0.001008i,0.00037742+0.00085385i,0.00022727-0.0003653i,-9.4627e-05-0.0011268i
2.7336e-05+0.00094572i,0.00011837+0.0015436i,0.00025418+0.0030505i,0.00024439+0.0024086i,-0.00054166+0.00099283i,-0.0010759+0.00099875i,-0.0012298+0.00099371i,-0.00080759-0.00040204i,-0.00099579-0.0010794i,-0.00083929+0.00023879i,-0.00045372+0.0010104i,-0.00056247+0.00055121i,-0.0002929+0.00094141i,0.0007081+0.0012216i,0.00092825+0.00082871i,0.00085475+0.0003544i,0.00086574-0.0005898i,0.00044209-0.0010579i,0.0001465-0.00091046i,0.00028204-0.0010737i,-0.00018979-0.0012718i,-0.00050585-0.00046232i,0.00059055+0.0002905i
-0.0002481-0.00014704i,0.00044338-0.00086824i,0.0012017-0.0010177i,0.0015066-0.00068136i,0.00041149-0.001293i,-0.0017313-0.0013071i,-0.0022996+0.00014868i,-0.0016686+0.00060804i,-0.00081492+0.00027241i,-0.00099364-0.00012309i,-0.0016531-0.00065874i,-0.00041566-0.00012909i,0.00030504+0.00085776i,-0.00070011+0.00071155i,-0.00048261+0.00040578i,-0.00012421+0.00071698i,-0.00036605+0.00051029i,-9.2296e-05-2.94e-05i,0.00042654-7.2258e-05i,0.00020587+0.00014961i,0.0003179+0.000231i,0.00036247-0.0001724i,0.00061247-0.00013384i
0.0033177+0.0012479i,0.0037208+0.002012i,0.0044799+0.0010494i,0.0035786-0.0007863i,0.0016971-0.0014274i,-0.0013719-0.0015349i,-0.0022177-0.00043882i,-0.00028737+0.00046591i,0.0009175+0.0001747i,0.00072265-0.00072091i,0.0001179-0.0015088i,-0.00028686-0.0010783i,-9.8127e-05+8.1792e-06i,0.00032868+0.00077388i,0.00044714+0.00098702i,0.00082887+0.00025241i,0.00056526-0.00013363i,-5.0266e-05+0.00059024i,-0.00023366+0.0013218i,-0.00070206+0.00093632i,-0.00059185+0.0006229i,4.1131e-05+0.00067633i,1.345e-05+0.00068049i
-0.0013605+0.00052032i,-0.00068832+0.0021547i,0.0011047+0.0031211i,0.0019599+0.0027155i,-0.0004534+0.001075i,-0.0019783+0.00045889i,-0.0011232-0.00033428i,-0.00055099-0.0011834i,0.00021281-0.00078632i,0.0012254+0.0005079i,0.00082511+0.00064331i,-1.4134e-05+0.00077473i,-0.00011522+0.0012275i,-0.00022612+0.00014876i,-0.00045332-0.00080161i,-0.00043751-0.00037719i,-0.00046425+0.00044248i,-0.00020644+0.00065783i,1.0366e-05+0.00075666i,-5.5905e-05+0.00033305i,6.0706e-05-0.00026263i,-0.0001604-0.00013995i,-0.00042927+0.00034032i
