-0.0037507+2.829e-05i,-0.0014182-0.0029056i,-0.0017335-0.0013655i,-0.00087533+0.0015792i,-0.00011614+0.0031822i,0.00058034+0.0017902i,0.0010082+0.00071712i,0.0001447+0.000578i,-0.00070601+0.00043637i,0.00013172+1.4666e-05i,0.00075273-0.00044271i,0.00045763-0.00031371i,0.0002354+0.000154i,2.9507e-05+0.00027397i,-0.00079629-5.4746e-05i,-0.0013089-8.1566e-05i,-0.00038783-8.1686e-05i,0.00059286-0.00030296i,0.0010039-9.9332e-05i,0.0011763+0.00017845i,0.0010794-0.00062039i,0.00076882-0.0006056i,-0.00022677+1.9813e-05i
-0.00134+0.00017807i,-0.00094795-0.0006927i,-0.00071857+2.6974e-05i,-0.00075069+0.0013433i,-0.00026276+0.00071103i,-3.3508e-05+0.00034357i,-0.00011174+4.0463e-05i,7.0974e-05-0.00055972i,0.00042886-0.00048916i,0.00086222-0.00035518i,-0.00022184-0.00018858i,-0.0015193+7.4181e-05i,-0.0012292+0.00028784i,-0.00080364+0.00019534i,-0.00034962-7.9886e-07i,0.00016519+0.00045829i,0.00017426+0.00069137i,-0.00058998+0.0007338i,-0.00093401+0.00044379i,-0.00053346-7.6107e-05i,-0.00055052-0.00027945i,-0.0002446-8.1466e-05i,0.00048103-0.00020896i
0.0020091-0.00038836i,0.0016677+0.00013618i,0.00074611-0.00044788i,-0.00031366-0.0017938i,-0.0014769-0.0016221i,-0.0017444-0.00035936i,-0.0011479+0.00029362i,-0.00038328-0.00070665i,-0.00013491-0.0012846i,-9.7029e-05-0.0018235i,-7.0236e-05-0.0021464i,-0.00064541-0.00086303i,-0.0010623+0.00066243i,-0.00082464+0.00094557i,-0.000283+0.00047505i,-0.00012874+0.00060718i,-0.00058626+0.00039204i,-0.00022156+0.00018649i,0.0003081+0.00018894i,0.00037925-9.0678e-05i,0.0008746+0.00028152i,0.0010662+0.00046514i,0.00058318-0.0003391i
-0.00072116+0.001394i,-0.00026191+0.0013176i,0.0019819+0.00096901i,0.0027342+0.00018806i,0.0015319-0.00047388i,-2.8786e-05-0.00086026i,-0.00053437-0.00043392i,-0.00086901-8.2229e-05i,-0.0013584-0.00044403i,-0.00039778-0.00035865i,0.0010989+0.00031337i,0.00082998+0.00083004i,0.0002514+0.00098041i,-0.00010205+0.00043682i,-0.00055148+0.00021876i,-0.00047716+0.00046003i,5.4684e-05+0.00030589i,-0.00023363+0.000679i,-0.00060038+0.0010689i,-0.00030011+0.00025908i,-0.00019091+3.8871e-05i,-3.7263e-05+0.00025955i,0.00044487-0.00019492i
0.0014588-0.00032398i,0.001105+0.00087562i,0.0015441+0.0012238i,0.0019996+0.00063846i,-0.00021013+0.0001767i,-0.0027124+0.00025864i,-0.0024575+0.0011821i,-0.0016652+0.0012126i,-0.00058078+0.0012327i,0.00029933+0.0017034i,0.00071255+0.0010717i,0.0011655+0.00013724i,0.0013041+0.00082576i,0.0007735+0.0014738i,0.00016006+0.0014485i,0.00026355+0.0013109i,-0.00019437+0.0010432i,-0.0012038+0.00033803i,-0.00069775-5.8667e-05i,0.00016076+0.00089384i,0.001236+0.0010069i,0.0019557+0.00013269i,0.00096729-0.00067114i
-0.0014151+0.0011786i,-0.0010395-0.00025189i,-0.00077288+0.00059144i,-0.00011476+0.0022785i,-0.00026645+0.0021807i,-0.00090607+0.0019084i,-0.0011509+0.0018821i,-0.0007318+0.0012994i,-0.00010982+0.0014193i,-0.00037557+0.001339i,-0.00071788+5.9329e-05i,-9.5043e-05-0.00059364i,0.00017562-0.00056899i,-0.00015968-0.00073991i,0.00031897-0.00038996i,0.0003704+0.00020918i,-0.000185+0.00056624i,-0.00029734+0.00048152i,-0.00015762+0.00086072i,0.00023963+0.00086247i,0.00011932+0.00016806i,-0.00032572-0.00069326i,-7.5861e-05-0.0010125i
6.5572e-06+0.00051021i,0.0007887-0.00039878i,0.0011566-6.773e-05i,0.0012361-0.0003786i,0.00032517-0.00066855i,-0.00035645-0.00021357i,-0.00085774-0.00015384i,-0.00081166-0.00062543i,0.00038705-0.0011762i,0.0013879-0.0017174i,0.0014291-0.0013153i,0.00045081-0.00026036i,-0.0008753+0.00045618i,-0.0014517+7.3672e-05i,-0.00078986+0.00037004i,-0.00014523+0.00080589i,0.00031228+0.00084594i,0.00025208+0.00080762i,0.0001592+0.00049151i,-0.00010985+0.00013655i,4.9572e-05-0.00040729i,0.00062779-0.00046514i,0.00094311-0.00034235i
0.0002008+0.00068914i,-0.00058598+0.001073i,-0.00031962+0.00078121i,0.00070941+0.00029692i,-0.00060512-0.00046583i,-0.0027539-0.0010474i,-0.0032147-0.0011623i,-0.0021751-0.0011547i,-0.0008244-0.0011779i,0.00071515-0.00058997i,0.00088465+1.7144e-05i,0.00017053+0.00032221i,0.00057921+0.00064633i,0.00054836+0.0010003i,0.00036042+0.0010043i,9.3283e-05+0.00050018i,-0.00015288+0.00082531i,3.5897e-05+0.0011529i,-2.8309e-05+0.00046987i,-9.8377e-06+0.00077938i,7.4005e-05+0.0011772i,8.9761e-05+0.00024372i,0.00022886-0.00027788i
-0.00017403+0.00078414i,0.00099695+0.0010691i,0.0023021+0.0029214i,0.0022329+0.0034378i,0.0010489+0.0015096i,-0.00054602+4.529e-06i,-0.00089059-0.00042564i,-0.00034059-9.0619e-05i,-0.0010775+0.0006838i,-0.0016038+0.00071362i,-0.00079264-0.00012754i,-6.9342e-05+0.00041208i,-8.3334e-05+0.00082797i,9.1531e-06+0.0012955i,0.00025784+0.0019324i,8.557e-05+0.0019223i,-4.9388e-05+0.0015708i,6.166e-05+0.00058929i,0.00032788+0.00030684i,0.00053043+0.00093682i,0.00045647+0.00075655i,0.00037909-0.0001093i,0.00023081-0.00022707i
3.1348e-05+0.00075953i,0.00095135+0.0015912i,0.0010933+0.0024939i,0.00020694+0.0017533i,-0.0011865+7.3491e-05i,-0.0023583-0.0005535i,-0.0016981-0.00034986i,-0.0017122+0.00010132i,-0.0017828-6.1767e-05i,-0.00049109-0.00049252i,0.00046458-0.00098914i,-0.00022865-0.00076362i,-0.00088471+0.00019098i,-0.00080348+0.00042292i,-0.00088067+0.00092301i,-0.00076305+0.0015716i,-0.00054356+0.00098136i,-0.00020193+0.00044165i,-9.7051e-05+0.00081111i,-3.3326e-05+0.00022023i,5.3291e-05-0.00029368i,-1.6302e-06-0.00043649i,5.1158e-05-0.00046764i
-0.0010491+0.0012848i,-0.0017294+0.0017398i,-0.00092534+0.0011534i,-8.4443e-05-0.00028396i,-0.00098286-0.00071664i,-0.0019059-0.00014441i,-0.0010048+0.0010076i,0.00053279+0.00051869i,0.0020977-0.00047445i,0.002978+0.00025136i,0.0022049+0.00032105i,5.9717e-05+6.6325e-05i,-0.0013659-0.00030334i,-0.0015048-0.00093949i,-0.0008658-0.00052057i,-0.00058795+0.00063802i,-0.00018492+0.00090426i,2.743e-05+0.00095061i,0.00012996+0.00078645i,0.00044481+0.0002744i,0.00060932-7.6757e-05i,0.00037572-5.7236e-05i,0.0006189-0.00066322i
0.00029127-0.00065741i,4.0115e-05-0.001148i,0.0012643-0.00071542i,0.001862-0.00048501i,0.00053868+0.00042693i,-0.00052436+0.00087298i,-0.00027398+0.00014245i,0.00063125-0.00036418i,0.00054797-0.0004739i,-4.3086e-05+0.00029134i,-0.0006982+0.00081569i,-0.0012984+0.00058372i,-0.00086686+0.00059387i,-0.00027144+0.00036579i,-3.1016e-05+0.00013197i,0.00027652+0.00023373i,8.1851e-05-3.9778e-05i,8.5484e-05-0.00083227i,-5.1115e-05-0.00049265i,-0.00038818+0.0005773i,9.9609e-05+0.00083411i,0.00037411+0.00022392i,-0.00075218-7.0809e-05i
0.0024863+0.0016386i,0.002191+0.0019895i,0.0023392+0.0029395i,0.0031759+0.0019312i,0.0018276+6.9128e-05i,-0.00066639-0.0013412i,-0.0010831-0.00080932i,-0.00073275+0.00024932i,-0.00074292-0.0005199i,-0.0011011-0.0014348i,-0.0012096-0.0011344i,-0.00088962-0.00015077i,-0.00029828+0.0005927i,0.00030619+0.00040917i,0.00093888+0.00087963i,0.00058432+0.0012105i,-0.00092761+0.00098197i,-0.0017162+0.00040581i,-0.00098199-1.064e-05i,0.00049321+0.00031369i,0.00096218+0.00046798i,0.00019596+0.00010681i,8.7237e-05-0.00088783i
0.0011441+0.0016866i,-2.3458e-05+0.0024606i,0.00082185+0.0021685i,0.00043495+0.0009309i,-0.0012211-0.00047587i,-0.0028921-0.00041146i,-0.0024839-0.00059641i,-0.001311-0.0013361i,-0.00073551-0.001046i,-0.00036927-0.00073497i,-5.409e-05-0.00089641i,-0.00015483-0.00010492i,-0.0007332+0.00066897i,-0.00050143+0.00061521i,0.00048025+0.00082166i,0.00049083+0.00085569i,0.00014562-3.8629e-05i,-0.00014273+0.0001571i,-0.00012032+0.00069026i,-0.00031447+0.00089117i,-0.0006844+0.0003525i,-0.00044131-0.00081453i,-0.00029222-0.0010175i
0.00061756-0.002187i,-8.1356e-06-0.002519i,0.00038434-0.0031605i,0.00070801-0.0031617i,-0.00045021-0.0017766i,-0.0015874+0.00059326i,-0.001653+0.0020973i,-0.00059595+0.0021153i,0.0010926+0.0018378i,0.0017186+0.0015908i,0.0011437+0.00069032i,-3.4388e-05-0.00020939i,0.00037377-0.0010491i,0.0012758-0.0014669i,0.00084495-0.000877i,0.00017191-7.2676e-05i,-9.5868e-05-5.1427e-05i,0.00012629+0.00056814i,0.00043498+0.00049536i,0.00055937+1.6702e-05i,0.00034626-0.00030176i,0.0005513-0.00044065i,0.00037249-6.5748e-05i
0.00081775+0.0020669i,0.0010061+0.0013573i,0.0024735+0.00018017i,0.0026841-6.0989e-05i,-7.5339e-06-0.00070219i,-0.0023984-0.00015283i,-0.00145+0.00069255i,0.00039061+0.0012758i,0.00026633+0.0015603i,-0.00020952+0.0011207i,-0.00091762+0.00035248i,-0.0012404-0.00064712i,-3.3776e-06-0.00065072i,0.00065396-0.00057281i,0.00021166-0.00094247i,3.5798e-05-0.0004414i,-0.00011048-6.781e-05i,5.0389e-05-0.00047731i,5.5038e-05-8.1911e-05i,-0.00052175+0.00048581i,-0.0001415-7.3389e-05i,0.00084665-9.8616e-05i,0.00050331+0.00021687i
-0.00069147+0.0007578i,-0.0004778+0.0019064i,0.0015516+0.0035868i,0.0016895+0.0028415i,-0.0011023+0.00054421i,-0.0035463+0.00041367i,-0.0032278+0.00073068i,-0.0018055-0.0008893i,-9.2142e-05-0.0018557i,0.00070473-0.0017491i,-0.00025142-0.0013042i,-0.001177+0.00029476i,-0.0013402+0.0012205i,-0.00072021+0.00088781i,-0.00023061+0.0011381i,0.00011481+0.0010961i,0.00031933+0.00044999i,0.00039325+0.00029599i,3.6191e-05+0.00087419i,-0.00042883+0.00084402i,-9.1826e-05+0.00012605i,0.00036158-0.00033291i,0.00045246-0.00057193i
0.00093664-0.00073379i,-0.00044737-1.4621e-05i,-0.00030845+0.00073586i,0.00024157+0.00072338i,0.00044152-0.00027178i,-0.00058896-0.0002659i,-0.001745+7.5668e-06i,-0.00064409-0.00028236i,0.0012264-0.00017169i,0.0023234+0.00077295i,0.0027466+0.00082415i,0.0012784+0.00072802i,-0.00028183+0.00076941i,-0.0004675+0.00066124i,0.00020642+0.00097827i,-0.00025952+0.0012453i,-0.00046394+0.00043038i,-1.0698e-05+0.00012863i,0.00027165+0.00033375i,0.00093174+0.00038001i,0.0013325+0.00031737i,0.0017353-0.00035634i,0.0014634-0.00049522i
0.00068432-0.00060143i,0.0015341-0.0020905i,0.001946-0.0027303i,0.0015927-0.0010949i,0.0002787+0.00016218i,1.5408e-05+0.00081142i,2.8808e-05-0.00012097i,-0.00046402-0.00022756i,-0.0015367+0.00066619i,-0.0013259+0.0011709i,-0.000949+0.0014338i,-0.00014512+0.00089804i,0.0010584-8.467e-05i,0.0012931-0.00072068i,0.00084022-8.5611e-05i,0.00037586+0.00029763i,0.0004243-9.8616e-05i,0.00060905-3.5182e-05i,0.00026169+0.00017387i,-0.00018418+0.00035018i,-0.000428+0.00078504i,0.00037281+0.00079613i,0.00074706+0.00041238i
-0.00049626+0.00038151i,0.00044814+0.00090505i,0.0015154+0.0011253i,0.00041037+0.00018839i,-0.00091144-0.00091723i,-0.0013791-0.0009127i,-0.001924-0.00065265i,-0.0018775-0.0010099i,-0.0011668-0.0012558i,-0.0010382-0.0018888i,-0.0015226-0.0027211i,-0.0016826-0.0024465i,-0.0010859-0.0012227i,8.5526e-05+0.00041417i,0.00095681+0.0014932i,0.00063217+0.00072444i,0.00048597+1.7802e-05i,0.00034359+5.3287e-05i,0.00058925-3.7495e-05i,0.00075602+0.00032385i,0.00041829+0.001147i,1.7777e-05+0.00077437i,-0.00063204-0.00040707i
-0.0011605+0.00089564i,-0.00056701+0.003322i,-0.00074752+0.0050231i,-0.00034935+0.0034393i,-0.00016435+0.0016069i,-0.00074953+0.00047021i,-0.00064563+0.00050598i,7.9375e-05+0.00060261i,0.00077695-0.00019779i,0.0015455-0.0011827i,0.0013001-0.0010275i,0.00020854+0.00015883i,-0.00010259-0.00027153i,-0.00017465-0.00069662i,-0.00055047-0.00025565i,-0.00059242+0.00023129i,-0.00017011+0.0005657i,0.0002214-0.00023906i,-6.4563e-05-0.00043749i,-0.0003139+0.00011243i,-0.00021847+8.894e-05i,0.0001056-0.00022677i,0.00070106-0.00045464i
-0.0013419-0.0013176i,-0.00064767-0.00018942i,-0.00079862+0.00012705i,-0.0012154+0.000214i,-0.0019225+5.1671e-05i,-0.0018182+0.00047841i,-0.0013884+0.0010676i,-0.00054653+0.00042678i,0.00017991-0.0001872i,0.00089236-0.00016829i,0.0011776+0.00081814i,0.00031909+0.0018857i,-0.00040348+0.0017892i,-0.00033202+0.00052357i,-0.00041626-0.0001855i,-0.00076606-0.00036629i,-0.0015463-0.0001832i,-0.0014668+0.00038645i,-0.00059921+0.00077139i,-1.7503e-05+0.00060244i,0.00032187-0.00028364i,0.00013169-0.00037014i,1.3677e-05+0.00022168i
5.406e-05-0.00067695i,0.0023939-0.0028244i,0.0042216-0.003579i,0.0033211-0.0037861i,0.00098593-0.0026439i,-7.0857e-05-0.00076124i,-0.00053148-0.00040488i,-0.0014796-3.7913e-05i,-0.0028922+0.0010673i,-0.0034456+0.0010658i,-0.0019258+0.00024673i,-0.00024392-8.1689e-06i,0.00041803-0.00022662i,0.00066579+0.00015711i,-2.2706e-05+1.5785e-05i,-3.4531e-05-0.00084626i,-0.00059257-0.00081295i,-0.001303+0.0007622i,-0.000788+0.0016031i,-0.00050636+0.00043203i,-0.00075482-0.00093355i,-0.00049399-0.0012318i,-0.00027673-0.0011979i
0.0015558+0.00062757i,0.0017138+0.0022774i,0.0020713+0.0021633i,0.0012623+0.00029227i,-0.0009887-0.00095243i,-0.0026086+0.00031456i,-0.0023308+0.00093466i,-0.0013022-0.00053125i,-0.00071295-0.0020274i,-0.00025756-0.0024918i,0.00043177-0.0019501i,0.0008234-0.00079568i,0.00088605+0.00048541i,0.00060799+0.0020813i,0.00010107+0.0021626i,-0.00021908+0.0010628i,0.00033082+0.00031647i,0.0013859+0.00053646i,0.0011362+0.00075709i,6.5282e-05+9.3426e-05i,-0.0001702-0.00036826i,5.6134e-05-0.00045756i,-0.00022709-0.00057442i
-0.0025864+0.0019614i,-0.0023348+0.0012866i,-0.00049953+0.0020178i,0.0023552+0.0020459i,0.0021115+0.0010525i,-0.00055548-4.0332e-05i,-0.00084625-0.0002667i,0.00045291-0.0004359i,0.0023364-0.00010503i,0.0030038+0.00039939i,0.0020565-2.1917e-07i,-0.00018016+0.00016037i,-0.0015635+0.00054041i,-0.0010126+0.00081691i,-0.00049995+0.00065805i,-0.00043307+5.7778e-05i,-0.00058176+0.00015193i,0.00013801+0.00087259i,0.00092549+0.0011059i,0.00052994+0.00086465i,0.00025376-0.00020918i,0.0005515-0.0004449i,0.00088508+2.2135e-05i
-0.00080078-0.00012475i,0.0008648-0.0015639i,0.0016167-0.00047115i,0.0022725+0.00079569i,0.0022174-0.00018972i,0.001062-0.00088543i,-5.9064e-05-0.00030798i,-0.00032616+3.4364e-05i,-0.00066288+0.00096193i,-0.0016498+0.0017543i,-0.0019067+0.0011576i,-0.0013471-0.00071056i,-4.7502e-05-0.0019931i,0.00093437-0.0018528i,0.00077487-0.0010967i,-0.0008608-1.231e-05i,-0.0016064-0.00013759i,-0.00073641-0.00093785i,-0.00011162-0.0011518i,0.00034529-0.00037537i,0.001021+0.00057541i,0.0009597+0.00028876i,0.00043482-0.00061098i
-0.00087191-0.00012369i,0.0014847+0.0017689i,0.0013209+0.0028138i,0.00026052+0.0032917i,-0.00078309+0.0027279i,-0.00094091+0.0020172i,-0.0015058+0.001216i,-0.0014217+0.0003676i,-0.001769-0.000543i,-0.0023941-0.0016368i,-0.0013037-0.0020799i,-0.00075647-0.0012696i,-0.00038614-0.0004698i,0.00059213+0.00020082i,0.0002847+0.00052417i,-0.00015644+0.0006979i,-0.00040552+0.0010527i,-0.00079023+0.00091974i,-0.00057415-3.6741e-05i,0.0002911-0.00093211i,0.0004822-0.00085616i,-0.0001932-0.00069502i,-0.00058793-0.00060198i
-0.0014398-0.00025282i,-0.00081214+0.0016933i,-0.00044283+0.0033183i,0.0002447+0.0029302i,-0.00045862+0.0015522i,-0.0012234+0.00025708i,-0.0010181-0.00060144i,-0.00097678-0.00090616i,0.00040526+3.0536e-05i,0.00215+8.0994e-05i,0.0021748-0.00031696i,0.0014249+0.00044706i,0.00062783+0.0014134i,-4.4307e-05+0.0012217i,-0.00065032+0.00040685i,-0.00026138+0.0008i,0.00015586+0.001477i,0.00018489+0.0015533i,0.00051943+0.0012254i,2.5873e-05+0.001076i,-0.00027495+0.0013152i,-0.00013876+0.0010316i,0.00024794-0.00017744i
-0.0010118-0.00041957i,-0.002322-0.0016176i,-0.0025012-0.0017383i,-0.0021723-0.0011101i,-0.0025606-0.0013275i,-0.003158-0.0016023i,-0.0022253-0.00060785i,-5.4081e-05+0.00070166i,0.00053413+0.0017885i,0.00044874+0.0022716i,0.00065615+0.0011412i,0.00035241+0.00047416i,2.4493e-05+0.00019979i,-0.0003992+7.8856e-05i,-0.00057023+0.00047684i,-0.00060467+0.00083755i,-0.00056684+0.00045022i,-0.00034183+0.00028152i,-0.00025648+0.0006819i,-2.4638e-05+0.00063562i,4.9246e-05+0.00063537i,-0.0002266+0.00074036i,-0.00011369+0.00047542i
-0.0001025+0.00090346i,0.00063752+0.0017237i,0.0010796+0.0017424i,6.763e-05+0.0014949i,-0.0013366+0.00079643i,-0.0013168-0.00026404i,-0.00059604-0.00083201i,-8.8918e-05-0.00077832i,-0.00014133-0.00080034i,-0.00066994-0.0016221i,-0.00058648-0.0027715i,-0.0001574-0.0027692i,-0.00016522-0.0021541i,0.00014072-0.0020457i,0.00071048-0.002132i,-0.00028838-0.0016614i,-0.00075529-0.00062787i,0.00044225-0.00039321i,0.0010637-0.00058862i,0.00073706-3.2152e-05i,0.00083931+0.00028786i,0.0014548+9.8219e-05i,0.0013046-0.00028557i
0.00025397+0.00057551i,0.0017255+0.0021421i,0.0038281+0.0030568i,0.0031799+0.0015566i,0.00037202-0.00051722i,-0.0010863-0.0011617i,-0.00076959-0.0007234i,-0.00030425-0.00097273i,-0.00018169-0.00268i,0.00088373-0.0040075i,0.0018803-0.0032752i,0.0013075-0.0015602i,0.00022172-0.00034111i,-0.00021943+6.2138e-05i,-0.00058063+2.0028e-05i,-0.0010207-0.00013771i,-0.00055873-9.3225e-05i,7.158e-05-0.00025853i,0.00043195-0.00050686i,0.0003588-4.684e-05i,0.00014307-7.8315e-05i,0.00020482-0.00072555i,0.00053193-0.0011293i
0.00037041+0.00012245i,-0.00064952+0.00032968i,-0.0010132-0.00021805i,-0.00035391-0.00093267i,-0.00094163+4.4503e-05i,-0.0018682+0.0012383i,-0.0019204+0.00076454i,-0.00070972+0.00021156i,0.00032714+0.00058581i,0.0010978+0.0018886i,0.0010109+0.0023236i,-0.00035815+0.0021215i,-0.0010898+0.0019668i,-0.00092873+0.0012414i,-0.00055933+0.00072121i,-0.00029006+0.00047868i,-0.00051525+0.00019614i,-0.00075873-5.1767e-05i,-0.0010455+5.3936e-05i,-0.0010243+0.00022028i,-0.00061998+0.00044364i,-0.00063907-7.5365e-05i,-0.00070116-0.00069844i
0.00031067+0.00016355i,0.00022641-0.00083717i,0.0010237-0.00016039i,0.0015076+0.00043867i,0.0013109-0.00036853i,5.6432e-05-0.000622i,-8.333e-05+0.0002728i,0.0003839+0.0018027i,-4.2855e-06+0.0029697i,-0.0007619+0.0029787i,-0.0019609+0.0021373i,-0.0025182+0.0015983i,-0.0014489+0.0011379i,-0.00075276+0.00076206i,-0.0011443+0.00066172i,-0.00076492+0.00054381i,-0.00031264+0.00056408i,-0.00026623+3.8785e-05i,-0.00017315-5.1234e-05i,-0.00012225+6.3102e-05i,-0.00046823-0.00072408i,-0.00062144-0.00053544i,-0.00048076-0.00057846i
0.00038363+0.0024399i,0.0025527+0.0017683i,0.0043495+0.0029929i,0.0046037+0.0024653i,0.0026961+0.0005626i,0.00051155-0.00050617i,0.00030472+8.6556e-05i,0.00037836-0.00029068i,0.00017233-0.0010404i,0.00076636-0.0016176i,0.0015095-0.0023912i,0.0014966-0.0019251i,0.0013973-0.0011972i,0.0014108-0.00087817i,0.00092235-0.00016973i,0.00013015+0.00050444i,-0.00023197+0.00021727i,0.00014516-0.00035801i,0.00033128-0.0002594i,-0.00048863+6.0761e-05i,-0.0010086+2.2096e-05i,-0.0010017-0.00018537i,-0.00089757-0.00048639i
0.00098373+0.0017618i,0.00017375+0.0035582i,0.0016633+0.004502i,0.0022988+0.0034321i,-0.0006582+0.0014238i,-0.0027633+0.00015384i,-0.0018175-0.00069961i,0.00019156-0.0014648i,0.0015687-0.0013682i,0.0029845-0.00039146i,0.002623-8.514e-05i,0.001299-0.00031392i,0.0007434+0.00018337i,-0.00017824+0.00089996i,-0.00017213+0.00029857i,-0.00018065-0.0005545i,0.00041812-0.00051813i,0.001131+0.00015704i,0.00087749+0.00075507i,0.00098826+0.00018758i,0.00099341-0.00088699i,0.0010664-0.0010206i,0.0019844-0.0007369i
-0.0017031-0.00038265i,-0.0017824+0.00015128i,-0.0039022+0.0011034i,-0.0041357+0.0017535i,-0.0031132+0.0014564i,-0.0036729+0.0012932i,-0.0041335+0.0011481i,-0.0035136+0.00036618i,-0.0029929+0.00053611i,-0.0027111+0.0018685i,-0.0023268+0.0020918i,-0.0021878+0.0015533i,-0.0019458+0.00059957i,-0.0011409+6.7947e-05i,-0.00047393+0.00094903i,-0.00014846+0.0012969i,-0.00017691+0.00093659i,-0.00071947+0.0012071i,-0.00075195+0.00071431i,-0.00055172+0.00094829i,0.00022052+0.00086554i,0.0011204+0.00031903i,0.0016069-5.2067e-05i
0.0012592+0.000401i,0.0015114+0.00026613i,0.0022346-0.00022173i,0.001794-0.00087447i,-0.00056117-0.0012765i,-0.0017288-0.0011795i,-0.001409-0.00086207i,-0.0017853-0.0003746i,-0.0024836-0.00029094i,-0.0020356-0.00049878i,-0.0016084-0.00087527i,-0.0020566-0.0011869i,-0.0022406-0.00085767i,-0.001394+0.00017846i,-0.00012107+0.0010114i,0.00016897+0.0012438i,-0.00029551+0.00062282i,-0.00054237+5.7291e-05i,-0.00042483+0.00062903i,-6.9265e-05+0.00088369i,2.3704e-05+0.00021859i,-0.00019367-0.00033085i,-0.00023612-0.00068956i
8.2066e-05+0.00051917i,0.001445+1.0022e-06i,0.0029945+0.00012409i,0.0034935-0.00046392i,0.0018957-0.0012878i,-7.6947e-05-0.0016766i,-0.0004074-0.0013983i,0.00074615-0.0011304i,0.0016795-0.0011489i,0.002498-0.0010545i,0.0025766-0.00086455i,0.0018455-5.0709e-05i,0.00087372+0.00021293i,0.00053924+0.00021099i,0.00059134+0.00038543i,0.00060919-0.00038863i,0.0010942-0.0011157i,0.0012737-0.00054258i,0.0011161-0.00080261i,0.00047926-0.00076314i,-0.00058732+0.0001892i,-0.00027927+0.00029319i,0.00038214+8.4879e-06i
-0.00020314+0.0018676i,0.0011507+0.0037364i,0.0027304+0.0045302i,0.0029263+0.0031458i,0.00044177+0.0011i,-0.0015434-0.00013178i,-0.0011308+1.306e-05i,0.00083658+0.00035343i,0.0023876+0.00075351i,0.0017306+0.0013502i,0.0012641+0.0016367i,0.0014739+0.0012665i,0.0014532+0.00085716i,0.0013259+0.0008103i,0.0010619+0.0005777i,0.0010952+0.00070809i,0.00067309+0.0015978i,-0.00025848+0.001966i,-0.00097437+0.00087465i,-0.0013923+0.00045868i,-0.0008511+0.00025302i,0.00062709+0.00014576i,0.00073928+7.7171e-05i
-0.00037663+0.00029007i,-0.0013551+0.0010554i,-0.0011016+0.0027954i,-0.00073807+0.002726i,-0.00089428+0.00061119i,-0.0011843-0.00064559i,-0.002164-0.00032737i,-0.0022283-0.00039805i,-0.0016724-0.0013517i,-0.0018205-0.0017658i,-0.0024406-0.0020456i,-0.0021957-0.0017521i,-0.0020186-0.00066814i,-0.0018702-0.0001567i,-0.0017552+0.00055856i,-0.0015817+0.00060897i,-0.0007981+0.00012231i,-0.001353+0.00053335i,-0.0016813+0.00093241i,-0.0010792+0.00047539i,-4.6251e-05+0.00010208i,0.00081203-0.00021572i,0.00091147-0.00037829i
0.00071015-0.0010423i,0.002207-0.0017896i,0.001839-0.0030201i,0.0011038-0.0022196i,-0.00056901+0.00052897i,-0.0019795+0.0022795i,-0.0010533+0.0010896i,-0.0001768-0.00090758i,-0.0011901-0.0025994i,-0.0016273-0.0031484i,-0.00051322-0.0025298i,-0.00020926-0.0020665i,-0.00099561-0.0019026i,-0.0016091-0.001131i,-0.00090384-0.00052345i,-0.00051862-0.00032115i,-0.0010264-0.00016502i,-0.00086146-0.00053204i,-0.00042711-0.00096732i,-0.00051572-0.00082379i,-0.00075327-0.0011971i,-9.5934e-05-0.0015519i,-0.00073357-0.0010446i
0.0011177-0.0001257i,0.0015742+0.00090416i,0.0024341+0.0007832i,0.00064033-0.0015581i,-0.0014649-0.0024196i,-0.0023347+0.00079641i,-0.0024031+0.0028157i,-0.0017635+0.0011494i,-5.34e-06+9.2256e-05i,0.002328+0.00089066i,0.0027251+0.001523i,0.0011024+0.0010112i,0.00080413+0.00052557i,0.001158+0.0010036i,0.00082203+0.00014324i,0.00049974-0.00095147i,0.00053297-0.00017539i,0.00033143+0.00086923i,-0.00025368+0.00069969i,-0.00081854+0.00010675i,-0.00046774-0.0003235i,-0.00037244-0.00083412i,-0.00076521-0.00084521i
0.00045321-0.00024064i,0.0001556+0.001215i,-6.0318e-05+0.001782i,0.00091827+0.0012187i,-0.00035925+0.00039271i,-0.0034676-4.0364e-05i,-0.0030014+0.00078519i,-0.00076511+0.0011704i,-0.00024705+0.0009549i,-6.5105e-05+0.0014256i,-0.00014312+0.0020862i,0.00046316+0.0029398i,0.0014695+0.0031382i,0.0017439+0.0024851i,0.0013118+0.001353i,0.00057622+0.00048133i,0.00054469+0.00069484i,0.00053574+0.0012568i,0.00014608+0.0023037i,1.8605e-05+0.0022183i,0.00037804+0.00086296i,0.00049009+0.00039962i,0.00026952+0.00020807i
0.00084634+0.0023853i,0.00077125+0.0029178i,0.0014518+0.003043i,0.0015269+0.0013723i,0.00042959-0.0012956i,-0.0016516-0.0017902i,-0.0019918-0.00076968i,-0.00032567-0.0010115i,0.00036622-0.0017738i,-0.00063354-0.0023426i,-0.0011582-0.0018454i,-0.0013292-0.00079891i,-0.0014939-0.00021651i,-0.0021494+0.00047849i,-0.0025444+0.0012987i,-0.0019567+0.0014927i,-0.0009116+0.0011341i,0.00043551+0.00062588i,0.0011472+0.00024125i,0.0005039-0.00019417i,0.00042744-0.00012799i,0.00065518-0.00031486i,0.00094161-0.00091773i
