-0.00091284+0.00055157i,-1.7949e-05-9.2672e-05i,-0.0010238-0.00023928i,-0.0018311+0.0006809i,-0.0025506+0.002016i,-0.0022717+0.0017257i,-0.0017555+0.00083183i,-0.00082638+0.0011048i,0.0002086+0.001131i,0.00083146-0.00011452i,0.00076606-0.0012243i,0.00025742-0.0015774i,0.00016247-0.00062384i,0.00042116+0.00057885i,0.00026429+0.00078968i,-0.00010835+0.000298i,-0.00091351+3.2951e-05i,-0.0009885+0.00055215i,-0.00063774+0.00063785i,-0.00057583-0.00037448i,-0.00049553-0.00077519i,-0.00010165-0.00019743i,0.0004165+0.00061386i
0.00010493+0.00028678i,0.00057396-9.2242e-05i,0.00079055-0.00094537i,0.00076348-0.0016555i,0.0004558-0.0014954i,-0.00055955-0.0011573i,-0.00078386-1.389e-05i,-0.0002832+0.00053118i,-0.00017007+0.00067833i,4.7172e-05+0.00064122i,0.00048658+0.000127i,0.0010543+4.6135e-05i,0.0013102-0.00010954i,0.00084797+3.5722e-05i,0.00037244+0.00050829i,0.00063638+0.00054077i,0.0002128+0.00032664i,-0.00013614+0.00013818i,0.00036916+0.00020379i,-4.8724e-05+0.00024597i,-0.00052821-8.5119e-05i,3.8599e-05-0.00029656i,0.0004524-0.00059378i
0.002031-0.00070671i,0.0028243-0.0013707i,0.0020389-0.0019359i,0.0011045-0.0021805i,-0.00010147-0.0014552i,-0.0004504-0.0012474i,0.0004272-0.00054761i,0.00071113+0.00046604i,-4.6245e-05+0.00046052i,-0.00048917+9.4618e-05i,-0.00035156-0.00044423i,-0.00024627-0.00014025i,-5.882e-05+0.0004555i,-0.00024907+0.00079982i,-0.00056698+0.0012203i,-0.00058556+0.0010928i,-0.00070506+0.00025162i,-0.00067104-0.00046622i,-0.00014254-0.00033295i,-6.4208e-06-0.00048301i,6.1436e-05-0.00075122i,0.0001809-0.00058173i,0.00026073-0.00031712i
-0.0018035+0.0015172i,-0.001873+0.0011849i,-0.0010352+0.00067128i,-0.00029601+0.00073608i,-0.00022143+0.0012906i,-4.7393e-05+0.0011383i,-4.5771e-05+0.00080725i,-0.00097573+0.00073488i,-0.0012618+0.0010142i,-0.00076234+0.00077259i,-0.00054029+0.00023321i,-0.00033712-0.00025432i,0.0001425-0.00044846i,0.00062444-0.00016745i,0.00083656+0.00036815i,0.00086645+0.00077034i,0.0008022+0.00037729i,0.00058892-0.00029244i,0.00049162-0.00041591i,0.00024412-0.00016154i,-5.3047e-05-0.00033845i,-0.00010192-0.00017996i,-7.7893e-05+0.00036151i
-0.00053343-0.00033009i,-0.00012788-0.00081414i,0.00085721+5.4653e-05i,0.00056098+0.00056858i,0.00012042+0.00013807i,-2.7749e-05-0.00020339i,-0.00011-0.00011377i,-8.297e-05+0.00014179i,-0.00040095+0.00043191i,-0.00059404+7.519e-05i,-5.3709e-05+0.00012473i,0.00084279+9.8905e-05i,0.0011443-0.00065648i,0.00091025-0.00035825i,0.00046443+0.0003588i,0.00050075+0.00033392i,0.0003805+0.00079271i,-0.00053125+0.00062025i,-0.0001714+0.00015584i,-5.1561e-05-3.6485e-05i,-0.00040563-0.00012141i,-0.00056896-0.00030478i,-0.00035712-0.00085356i
-0.0023108-0.0008735i,-0.0023302-1.2275e-05i,-0.0021615+0.00026943i,-0.0010825+0.00027821i,-0.00030644+0.00084501i,-6.9488e-05+0.00076048i,-0.00032712-9.2833e-05i,-0.00090664+0.00010623i,-0.0004504+0.00048534i,0.00019739+0.00028529i,0.00086203-0.00027806i,0.0011804-0.00021019i,0.00090145+0.00015006i,0.00063167-0.00044407i,-0.00025221-0.00095738i,-0.00087294-0.0011641i,-0.00085835-0.00072049i,-7.5107e-05-0.00023689i,0.00043001+0.00011885i,-1.874e-06+0.00029331i,-0.000153+0.00021335i,-5.5263e-05+0.00016195i,-0.0003019-0.00020038i
0.00019404+0.0020088i,0.00060132+0.0011456i,0.0013324+0.00098593i,0.0011907+0.00015921i,0.00090187-0.00080491i,-0.00029532-0.00094834i,-0.0012779-0.0006771i,-0.0015876-0.00016312i,-0.00154-0.00020885i,-0.00062612-0.00050388i,0.00044318-0.00031546i,0.00024336-1.7069e-05i,-0.00076001+0.00044271i,-0.00042877-3.2247e-05i,0.00050277-0.00075893i,0.00033942-0.0005798i,0.00032309-0.00011849i,3.1762e-05+0.00039386i,0.00011334+4.884e-05i,0.00085207-0.00046258i,0.00090006+4.1082e-05i,0.00015972+0.00082697i,-0.00012195+0.00071744i
0.0010397-0.00010995i,0.0016267-0.00053139i,0.0013412-0.0020573i,-4.4442e-05-0.003201i,-0.001608-0.0014386i,-0.0016234+0.00054512i,-0.0016311+0.0005973i,-0.0014935-0.00011994i,-0.00093129-8.4726e-05i,-0.00048402+0.00034132i,0.00029213+0.00039992i,0.00036187+9.0039e-05i,-7.8143e-05+0.00020469i,-0.00015149-0.00021756i,-2.7826e-05-0.00030323i,-0.0002596-0.00020902i,-0.00062161+0.00021172i,-0.00050049+0.00070096i,-0.00019491+0.00037891i,0.00013733+0.00016125i,0.00017442+0.00041406i,2.4414e-05+0.00076689i,-7.3447e-05+0.00014212i
0.0014243-0.0012659i,-0.00043912-0.0023678i,-0.00037254-0.0022565i,0.0001248-0.0015104i,-0.00079338-0.00077101i,-0.0016714-0.00016187i,-0.0017486+0.00042551i,-0.00056411+0.0015758i,-1.257e-05+0.0014093i,3.9129e-05-7.95e-05i,-0.00048838-0.00010449i,-0.00083899+0.00069532i,-0.00091192+0.0012261i,-0.0014665+0.00052604i,-0.0016456-0.00028775i,-0.0011178-0.00046959i,-0.00027735-0.00045593i,0.00022056-0.00052955i,0.00092761-0.00019834i,0.00084535-0.0002714i,-0.00032177-0.00070058i,-0.00040742-0.00030086i,0.00036207-0.00056764i
0.0011601+0.0019988i,0.002292+0.0022226i,0.0028054+0.0016095i,0.001445+9.4948e-06i,0.00014776-0.0015692i,-0.00039683-0.0011453i,-0.00020545-5.7462e-05i,-9.8906e-05+0.00016173i,0.00011261+0.00046003i,0.00022976+0.00073444i,0.00020433+0.00071119i,-0.00010123+5.3856e-05i,-0.00081422-0.00034846i,-0.00038628-0.00025677i,2.7499e-05-0.00044485i,-0.00021119-0.00047168i,2.974e-05-0.00014089i,0.00061328-2.7637e-05i,0.00046273+0.00017131i,6.4389e-05+0.00091853i,-0.00031594+0.0011803i,-0.00074506+0.00031345i,-0.00040416-0.0005059i
-0.00069736-0.0011215i,-0.0020299-0.0014872i,-0.0020652-0.00092426i,-0.0014616+0.00019362i,-0.00065164+0.00073979i,-0.00053067+0.00031394i,-0.0007479-0.00016816i,-0.0010048+0.00042601i,-0.00099458+0.00071957i,-0.00095716+0.0005696i,-0.00034235+0.0002047i,0.0010931+0.00020434i,0.0017798+0.00059507i,0.00083887+0.0009808i,-9.2314e-05+0.00089003i,-2.0621e-05+0.00020988i,-2.9793e-05-0.00081217i,-0.00045418-0.001118i,-0.00059518-0.00032329i,-0.000534+0.00070373i,-0.00029176+0.0012465i,-0.00025622+0.0010371i,-0.00029439+0.00074885i
-0.0020579-0.0007234i,-0.0016073-0.00054913i,-0.0014609+0.00041871i,-0.001427+0.0011241i,-0.0011075+0.0010644i,-0.00057444+0.0006339i,0.00045619+0.00021586i,0.000512+0.00034079i,0.00016196+0.00094673i,-0.00044224+0.00098557i,-0.00063809+0.0005131i,-0.00015464+0.00056828i,0.00031229+0.0010798i,0.0010908+0.0012616i,0.0011771+0.0011264i,0.00028297+0.00017424i,-0.0002166-0.0003896i,0.00018554+0.00032849i,0.00047464+0.0012426i,0.00032665+0.0013809i,-9.0838e-05+0.00017056i,-0.00052042-0.00066769i,-0.0003266-0.00032106i
-0.0037593-0.00055653i,-0.0044391+0.0015125i,-0.0039607+0.0019543i,-0.0034344+0.0013461i,-0.0027192+0.0013439i,-0.0011528+0.0011092i,0.00015192-0.00021601i,-8.1744e-05-0.00077429i,-0.00052455-0.00019914i,-0.00056267+0.00042445i,-0.00089905+0.00094935i,-0.0012345+0.00064783i,-0.00077704-0.00033488i,0.00014789-0.00051207i,-0.00033252-0.00062114i,-0.00069169-0.0007235i,0.00023695+0.00041271i,0.00034071-1.9894e-05i,8.6343e-05-0.0012578i,6.5183e-05-0.0011413i,0.0001265-0.00030688i,0.00047469+0.00025893i,0.00036786-0.00024678i
0.0022404-0.00059897i,0.0011877-0.0012387i,0.00071382-0.0019959i,0.001026-0.0023364i,0.00061093-0.0018991i,-0.00078931-0.00023324i,-0.002133+0.0009612i,-0.0021189+0.001046i,-0.00091211+0.0001366i,-0.00028707-0.00034761i,-0.00059454+0.00018985i,-0.00075437+0.00043582i,-0.00071785-0.00011119i,-0.00048115-5.5018e-05i,-0.00044887+0.00023434i,-0.00077704+0.00021786i,-0.0011795-0.00058033i,-0.00035142-0.0010941i,0.00057917-0.00021583i,0.00065219+0.00077809i,0.0007821+0.00040654i,0.00050655-0.00078763i,-2.7383e-05-0.00059056i
-0.00018927+0.0013237i,-8.5165e-05+0.0020039i,0.00061771+0.0027591i,0.0007397+0.001828i,0.00044781+0.0007698i,5.341e-05+0.00016565i,-0.00059832+0.00053563i,-0.00080401+0.00077683i,-0.00020768+0.0003479i,0.00025706+9.1852e-05i,0.00045345-0.00031049i,0.00039262-0.00016556i,0.00013187+0.00023457i,-0.00065274+2.785e-05i,-0.0010894-0.00013404i,-8.0638e-05-1.6959e-06i,0.00068485-7.3199e-05i,0.00065372+0.00054777i,0.0001115+0.00092297i,-0.00012189+0.00031232i,0.00030339-6.1829e-05i,-5.2474e-05+0.00038678i,-0.00071992+0.0004364i
-0.0014615-0.00020257i,-0.00042486+6.1502e-05i,-0.00028141+0.00026138i,-0.0010514+0.00029867i,-0.00047827+0.0013698i,-7.4646e-05+0.0016118i,-0.0006953+2.5641e-05i,-0.0010761-0.00085815i,-0.0011237-0.00060433i,-0.00041391+0.0001808i,0.00060126-0.00034195i,0.00024059-0.0010846i,-6.7586e-05-0.00061555i,0.0002981+0.00034847i,-0.00058143+0.0013353i,-0.00098256+0.0016027i,-0.00038095+0.00086898i,0.00015582-0.00035866i,0.00014683-0.00044262i,0.00028367+2.4246e-05i,-6.4255e-05-0.00015584i,-0.00011206+0.0001479i,0.00050255+0.00036213i
0.00058068+0.0021603i,0.0022972+0.0027122i,0.0020502+0.0017758i,0.0016062+0.00022134i,0.002038-0.00023916i,0.0014958+0.0004206i,0.00023034+0.00081052i,-0.0006425+0.00014064i,-0.00046772-0.00040272i,-9.5471e-05-0.00022281i,-0.00038363+2.8882e-06i,-2.6033e-06+0.00025166i,0.00038316+0.00017911i,0.0005898-0.0001778i,0.0002033+1.4135e-05i,7.3067e-05+0.00046138i,0.00040267+0.00052948i,0.00067015+0.00088113i,0.00058179+0.0011388i,0.00066557+0.0010548i,0.00060679+7.6065e-05i,0.00052369-0.00045813i,0.00056154-0.00056512i
-0.00096067-1.0085e-05i,-0.00035894-0.0001705i,-0.00025101+0.00047114i,-0.00064218+0.001137i,-0.0012137+0.00090042i,-0.00044855+0.0001673i,-0.00034662-0.00035903i,-0.00068973-0.00011835i,-0.00018001+0.00025442i,-0.00047577+0.00068414i,-0.00073452+0.0011934i,-3.84e-05+0.00081874i,0.00028288+0.00017894i,0.00046101-0.00028988i,0.00027258-0.0010483i,0.00010247-0.00014882i,0.00041904+0.00051115i,0.00091431-2.5319e-05i,0.0007342-3.7516e-05i,0.00035996-0.00025881i,1.1153e-05-0.0010954i,-0.00017146-0.0011519i,0.00014305-0.00034067i
-0.00066819-0.00071108i,3.115e-05-0.0011269i,-0.00079896-0.0011954i,-0.00056719-0.00012205i,-0.0010786+0.0010253i,-0.0017999+0.00073966i,-0.0020309-1.1411e-06i,-0.0017976-3.611e-05i,-0.00051205+0.00051325i,6.4873e-05+0.00060219i,-0.00025043+0.00069753i,6.0894e-05+0.00067164i,0.00031556+4.4479e-05i,0.0001768-0.00062825i,-0.0002925-0.00073289i,-0.00015388-0.00011306i,-8.1005e-05+0.0011067i,0.000179+0.00085562i,3.0624e-05-0.00030563i,-0.00035873+8.475e-05i,-0.0001393+0.00082174i,-0.00014248+0.00038728i,-0.00015882-0.00029384i
0.00072123+0.00026532i,0.00038282-0.00091588i,-0.00017922-0.001942i,-0.00088373-0.00092367i,-0.0016689+0.00030813i,-0.0014671+0.00021969i,-0.00076713-0.00079465i,-0.0010357-0.00098798i,-0.00072341+0.0001654i,5.6336e-05+0.00061642i,0.00048559+0.00031563i,0.00046144+0.00051707i,-0.00037258+0.00069157i,-0.00036867+2.7095e-05i,-0.00015601-0.00062085i,-0.00061277+0.00011951i,-0.00026881+0.00068465i,-0.00020868+0.00048439i,-0.0004276+0.00017515i,-0.00032795-0.00072438i,-0.00076492-0.0011327i,-0.000212-0.0007048i,0.00053051+0.00020452i
0.0015749-0.00087267i,0.0017091-0.001449i,0.0019389-0.0012059i,0.0014145-0.00095425i,0.00033762-0.0012174i,-0.00055733-0.0013934i,-0.0010355-6.4578e-05i,-0.0010436+0.00052676i,-0.00032366-1.2321e-05i,0.00061476+9.9235e-05i,0.00060801+0.0006338i,7.4241e-05+0.00052621i,-5.5996e-05+4.344e-05i,-0.0002571-8.2955e-06i,-0.00044807+0.00034752i,0.00010748+0.00016797i,0.00046176-0.00056184i,0.00040281-0.00051631i,-3.1004e-05-2.5448e-05i,0.00019188+4.4942e-05i,0.00021572-0.00022831i,0.00017818-2.0728e-05i,0.00019881+0.0010342i
-0.00027087-0.00041078i,0.00033206+0.00040686i,0.00015477+0.000379i,-0.0013304+0.00010095i,-0.0015905+0.00050856i,-0.00031894+3.8403e-05i,-0.00033782-0.00061135i,-0.0008835-0.00038319i,-0.00047996+0.00038918i,0.00025978+0.00042185i,0.00086755+0.0001298i,0.0014744+0.00092657i,0.0016486+0.0015843i,0.00041108+0.00092513i,-0.00071236-0.00016892i,-0.00074161-0.00038814i,-0.00059034-0.00028225i,-0.00017119-0.00036152i,0.00042128+4.4928e-05i,0.0010195+0.00023583i,0.00053283-0.00031255i,-8.3472e-05-0.0008404i,0.00014719-0.0013288i
0.00053096-0.0017624i,-5.6065e-05-0.0014292i,0.00018483-0.00088349i,-0.00069779+4.2938e-05i,-0.0014683+0.00060784i,-0.00096317+0.00072315i,-0.00042568+0.0005252i,-0.00035963+0.00048857i,0.00024683+0.00039888i,0.00096775+1.7786e-05i,0.00077396-0.00041453i,0.0010931-0.00029564i,0.0008967-7.839e-05i,2.9403e-05-6.7756e-06i,-0.00028743-0.00029646i,-5.0267e-05-0.0007451i,9.1016e-05-0.00030276i,0.00013908-0.0001068i,0.00057484-0.00019801i,0.00064426+0.00017537i,0.00020302+0.00076925i,-0.00013083+0.00046524i,-0.00014835+0.00026393i
-0.00057671-0.0014526i,-0.00039419+0.00028733i,-0.00089635+0.00082604i,-0.0017756+0.00014521i,-0.0021303+0.00012559i,-0.00055633+0.0010311i,0.0013711+0.0010162i,0.0011556-0.00025486i,-1.9941e-05-0.0011766i,-0.00086037-0.0010223i,-0.00086554-0.00065656i,0.00018781+0.00035276i,0.0010457+0.0012477i,0.00093226+0.0010042i,2.5303e-05+0.00049961i,-0.00014293+0.00026762i,-9.8082e-06+4.5138e-05i,-6.0186e-05-7.8319e-05i,-0.00056846+9.1564e-05i,0.00011537-3.5916e-05i,0.00060398-0.00016303i,-7.9078e-05+0.00012451i,0.00010888+0.00050133i
-0.00011032+0.0010934i,0.0013518+0.00088088i,0.0023378+0.0014413i,0.0022617+0.00107i,0.0011718+0.00021958i,0.0008335-0.00043486i,-0.0001498-0.00118i,-0.0020239-0.001405i,-0.0021328-0.00013412i,-0.00042119+0.0011684i,0.00013965+0.00052622i,0.00062492-0.00046615i,0.00095709-0.00050478i,0.00034557-0.00048967i,7.9363e-05-7.4979e-05i,5.8384e-05+0.0003362i,-0.00021367+0.00037143i,-0.00076053+0.00056758i,-0.00087373+0.00046585i,0.00015408+0.00044346i,0.0004084+0.00080106i,0.00037894+9.3076e-05i,-9.2594e-05-0.00099659i
0.00083662+0.0015376i,0.0014828+0.00042836i,0.0018408-0.00063624i,0.00132-0.00034226i,0.0010899+0.00018692i,0.0010058+3.9695e-05i,-0.0001097+0.00012946i,-0.00086177+0.00036676i,-0.00018386+0.00088116i,0.00057022+0.0010007i,0.00021682+0.00019777i,-0.000703-9.6944e-05i,-0.00090154-0.00015643i,-0.00089641-0.00035266i,-0.00038396-0.00072443i,0.00028615-0.00037854i,0.0002608+0.00015718i,-0.00022966-5.0564e-05i,4.9706e-06-0.00015334i,0.00035926-9.758e-05i,0.0002396+0.00064095i,1.7802e-05+0.00083838i,-0.00019092+0.00090238i
0.00035497-0.00085035i,-0.0015967-0.0014115i,-0.0020073-0.0017483i,-0.00072232-0.0017675i,-0.00033806-0.0011925i,0.00020515-0.00035432i,0.00078349+0.0004454i,0.00015589+0.00099179i,-0.00052465+0.00089224i,-0.00043235+0.00025545i,9.2351e-05+0.00034094i,0.00055994+0.00048628i,0.00037608+9.624e-05i,2.812e-05+0.00036015i,0.00073382+0.00062015i,0.00035578+0.00013524i,-0.00015216-0.00051446i,-0.0002353-0.00082069i,5.2001e-05-0.00038668i,-5.6966e-05-8.9397e-05i,-0.00026753+0.00055946i,-0.00030081+0.0011244i,-0.00013447+0.0007577i
0.00063269+0.0012989i,0.0016171+0.0010748i,0.001656+0.0013659i,0.00051572+0.00049699i,9.2817e-05-1.5072e-05i,-0.00047128+0.00040019i,-0.0013324+0.00012373i,-0.0011343+0.00055362i,-0.0004644+0.0014065i,0.00017217+0.0012182i,0.00048383+0.00034373i,8.7089e-05-4.8711e-05i,-0.00013322+0.00020049i,-0.00011593+5.4796e-05i,-3.931e-05-0.00031867i,-0.00012369-0.00090623i,-0.00046718-0.0006833i,-5.6323e-06-1.032e-05i,0.0011136-0.00011528i,0.0005366-0.0007645i,0.00023915-0.00089979i,0.00086664+5.9101e-05i,0.00059674+3.1906e-05i
-0.00011258+0.0021998i,-9.493e-05+0.00079455i,0.00067023+0.00056973i,0.0018288-0.00014918i,0.0018994-0.00094201i,0.0008263-0.0012245i,-0.0002662-0.0014052i,-0.0010299-0.00061391i,-0.0010046+7.0046e-05i,-0.00037551+0.00022743i,0.00038663+0.00022251i,0.00052122+0.00035368i,0.00022054+0.00027131i,0.00024529-0.00011983i,-0.00010566-0.00046604i,-0.00039272-0.00035786i,-0.0005572+0.00061989i,-0.000929+0.00074755i,-0.00049577-0.0001142i,0.00038732-6.5268e-05i,0.00020978+0.00040913i,-0.00036121+0.00036898i,-0.00034483+0.00011663i
0.00086933-0.00032669i,0.00035136-9.1735e-06i,-0.00018095-0.00023825i,-0.0011188-0.0006942i,-0.0010454-0.00090134i,-0.00036847-0.00076153i,-0.00069702+0.00029502i,-0.0013409+0.0011119i,-0.00075109+0.0006462i,0.00045813+0.0001861i,0.00034228-0.00041334i,2.5864e-05-0.00050469i,0.0004181+0.00025446i,0.00032726+0.00035406i,-0.0001413+0.00059676i,-0.00014713+0.00060523i,-0.0001022+0.00042105i,-0.00028636+0.00028413i,0.00015947+0.00057932i,0.00056229+0.00078511i,0.00057408+5.4914e-05i,0.00059169-0.00043727i,0.00069338-0.00060299i
0.0010971-0.00030258i,0.00045036+0.00036951i,-0.00079594+5.7029e-05i,-0.00061411-0.00087416i,-9.2011e-05-0.00031983i,-0.00035318+0.00032802i,-0.00048835+0.00023602i,-0.00046006-0.00011432i,-0.00062109-0.00026108i,-0.00041357-0.00044202i,-2.9557e-05-0.0001201i,-7.2413e-05+0.00082849i,0.00022017+0.0010942i,0.00053949+0.00040624i,0.00024116-0.00014654i,0.0001025+0.0003252i,0.00026542+0.00092137i,-2.7126e-05-0.00024222i,-9.6423e-05-0.001526i,0.00032344-0.0011178i,-0.00022196-0.00040849i,-0.00062159-0.00019276i,-0.00062033-0.00041464i
-0.0017654-0.00035821i,-0.0013648-0.0011422i,-0.0025268-0.0010955i,-0.0020603+0.00013287i,-0.00082495+0.00080585i,-0.00066023+0.00030346i,-0.0011886+7.5851e-05i,-0.0014933+0.00066892i,-0.00067751+0.0010376i,-0.00022096+0.0010962i,-0.00067522+0.0011417i,-0.00048819+0.00087088i,5.1218e-05+0.00081189i,-8.4608e-05+0.00072061i,-0.00019895-4.8272e-05i,-0.00025098-8.7155e-05i,-0.00039586+0.00032783i,-6.8008e-05-9.9625e-05i,0.00046066-5.2173e-05i,-0.00011283+0.00046763i,-0.00033323+0.00089096i,-0.00034185+0.00047925i,-0.0004238+0.00033926i
0.0011282-0.00079662i,0.00096662-0.0012527i,0.0015533-0.001556i,0.00090996-0.0012921i,-0.00017734-0.0014479i,-0.00020827-0.0011022i,0.00050021-0.00020123i,0.00082601+0.00069737i,0.00046086-0.00012908i,-3.438e-05-0.0010817i,0.00017006-0.00053474i,6.3336e-05+0.00044409i,-0.00042774+0.00087692i,8.3286e-05+0.00034795i,-0.00019014+3.7361e-05i,-0.00044725+0.0002533i,2.2509e-06+4.7321e-06i,0.00017104-0.00035182i,1.4875e-05-2.1695e-05i,-0.00039469+0.00037921i,-0.00036119+0.00037553i,-0.00020138+0.00054109i,0.00019314+0.00051932i
0.00081189+0.00033525i,0.00031937-0.00015001i,-0.0004338-0.00032957i,-0.00073506-0.0002616i,-0.00023465-0.00030276i,-0.00044981+0.00041701i,-0.00084433-0.00045515i,-9.5096e-05-0.0006287i,0.00040145+0.00011427i,0.0007993+4.0098e-05i,0.00094484+0.00030873i,0.00062654+0.00076858i,-0.00035123+0.00054694i,-0.00044004+0.00049496i,-0.00016872+0.00092331i,-4.511e-05+0.0006689i,-1.2005e-05-0.00010756i,9.3379e-05-0.00025367i,0.00058481+0.00011149i,0.00042924-0.0002581i,3.0776e-05-0.00034624i,0.00010544-0.00010246i,-6.0402e-05+0.00051314i
0.0013365+0.00078238i,0.0012892+0.00018454i,0.00097384-0.00030837i,0.0002759+0.00039411i,-5.2157e-05+0.00048393i,-0.00075514+0.0003788i,-0.0012214+0.00057827i,-0.00067634+0.00085255i,-0.00020421+0.0012043i,0.00010726+0.00067796i,6.4037e-05-0.00051867i,-6.9445e-05-0.000568i,0.00027948+0.00061843i,-5.5905e-05+0.00045898i,-0.00054028-0.00074667i,-0.00012824-0.00028822i,-7.3574e-05+0.00072375i,-0.00042158+1.3019e-05i,-0.00073201-0.00041341i,2.4618e-05-0.00011028i,0.00028807+0.00023744i,-0.00015633-1.4881e-05i,-5.1622e-05-0.00048377i
0.0014215-0.00082679i,0.00081556-0.0018962i,0.00036228-0.0023261i,1.5905e-05-0.0018502i,-0.0010588-0.00077029i,-0.00168-0.00035062i,-0.002134+0.00020368i,-0.001274+0.00048179i,0.00044928+0.00036165i,0.00075314+0.00046712i,0.00013133+0.00023725i,0.00013534-0.00036578i,0.00062632-0.00062205i,-0.00035425-0.00030876i,-0.0011468+0.00023456i,-0.00039607+0.00025978i,-0.00042159+0.00023796i,-0.00035024+0.00022261i,-0.00018092-0.00058318i,0.0001959-0.0015222i,0.00022983-0.0009991i,-0.00017977-0.00041709i,-0.00011974-0.00034684i
-0.0015047-0.00059216i,-0.0023192-9.1235e-05i,-0.0027612-5.0416e-05i,-0.0014131+0.0001982i,-0.00096172+0.00079928i,-0.00073655+0.00075999i,-0.00035556+0.00057788i,-0.00076618+0.00086423i,4.1399e-05+0.00080554i,0.0011813+0.00044691i,0.00090799+0.00020516i,0.0005924+0.00029738i,0.00075386+0.00054112i,0.00032076+2.7775e-05i,-0.00019744-0.00019615i,4.9593e-05+0.00031141i,0.00076229+0.00076221i,0.00057757+0.00033435i,0.00053856-0.00022972i,0.00061923-0.00025589i,0.00023534-0.00017485i,-5.2825e-05+0.0003222i,-0.00051231+0.0003817i
0.00010283+0.00081919i,0.00075499+0.0010452i,0.0012667-7.6578e-05i,0.00097288-0.0001003i,9.8832e-05+0.00066323i,0.00025863+0.00057099i,0.00069299+0.00015979i,0.00010543+0.00019406i,-0.00074594-5.8636e-05i,-0.00067944-0.00033546i,-0.00035108-0.00027509i,-0.0001722-3.4046e-05i,0.00011609+0.00046016i,-0.00037528-4.537e-05i,-0.00067891-0.00030451i,-0.00028824-0.00029647i,-0.00046343-0.00020035i,-0.00025346+5.4187e-05i,0.00012242-0.00017697i,2.1506e-05-0.00016399i,-0.00018774+0.00017825i,-6.2069e-06+0.00057382i,-0.00011442-2.3927e-06i
-0.00016394-0.00047304i,-0.00038073-0.00062743i,0.00013008-0.001274i,0.00056873-0.0010329i,-0.00026372-0.0003958i,-0.0010673-0.00044486i,-0.0008792-0.00047292i,-0.00025896-0.00050719i,9.4713e-05-0.00046551i,-4.8649e-05+0.00040474i,-0.00026057+0.00090425i,-0.00018137+0.00030691i,-0.00041527-0.00068815i,-0.00090097-0.0010413i,-0.00073556-0.0004358i,-0.00037585+3.1185e-05i,0.0003529-8.7102e-05i,0.00066543-0.00038922i,0.00019333-0.00049399i,-0.00028349-0.00022865i,-0.00052513-0.00010981i,-0.00026758+8.1073e-06i,-0.00021233+0.00020142i
0.0001118-0.00013241i,-0.00045009-0.00066595i,-0.0014146-0.0002146i,-0.00095231+0.00073201i,-0.00089387+0.0014719i,-0.0011999+0.0010434i,-0.0010281+0.00017565i,-0.00068091-6.5678e-05i,-7.8251e-05-2.1181e-05i,0.0001714+0.00039432i,-0.00024565+0.00046153i,-0.00051869+0.00076904i,-0.00038917+0.00080586i,-0.00025552+0.00020545i,-0.00012728+0.00012398i,-0.00018348+0.00023648i,4.8971e-05+0.00048415i,0.00011134+0.00062192i,-0.00023948+0.00058109i,-8.6087e-05+0.00046727i,9.522e-05+0.00084227i,-8.2434e-05+0.0011104i,-0.00015662+0.00021887i
-0.0024546+0.00083622i,-0.0013218+0.001282i,-0.00029935+0.0010877i,-0.00054692+0.0018633i,-0.00063383+0.0023519i,-0.00023423+0.00087813i,-0.00038262-0.00079225i,-0.00089945-0.00052512i,-0.00062628+0.0002124i,-8.8584e-05+0.0007391i,-0.00033666+0.00081168i,-0.000535+0.00020077i,-0.00050982-0.00021853i,-2.5851e-05-0.00014068i,0.00056428-0.00017i,0.00012917-0.00025044i,-5.0863e-05-0.00012984i,-0.00036294+0.00062362i,-0.00043788+0.00048872i,0.00040964-8.0038e-05i,0.00062285-0.00010293i,0.00038064+0.00022343i,-0.00024385+0.001085i
-0.0017282-0.00033864i,-0.0015157+0.00079917i,-0.0016381+0.00081092i,-0.0013243+0.00077831i,-0.0004452+0.00066271i,0.00050997+0.00039434i,0.00031595-0.00014751i,-0.00033033-0.00024184i,-0.00071585+0.00010803i,-0.00018453+0.00059612i,-0.00010491+0.0012137i,-0.00080378+0.0014656i,-0.00063895+0.00049269i,0.00026265-1.9502e-05i,0.00051453-1.3906e-05i,0.0012178-0.00088619i,0.00098922-0.001004i,0.00034724-0.0010367i,0.00069291-0.00083966i,0.00019224-0.00075414i,5.8543e-06-0.0010379i,-0.00013291-0.00040943i,-0.00097889-0.00059068i
0.00058694+0.00014083i,0.00040361-0.00020203i,0.00022193-0.0017445i,-0.00049178-0.0015058i,-0.00081892-0.00030936i,-0.00048181+0.00014811i,0.00014323+1.0686e-05i,0.0005564+0.00010455i,0.00059239+0.00048846i,0.00078213-2.6641e-05i,0.00077188-0.00053938i,0.00040885+0.00040932i,-0.00075165+0.00011901i,-0.0013586-0.00044924i,-0.0010713+0.00051101i,-0.00068618+0.0010024i,-0.00043794+8.5412e-05i,0.00025011-0.0010163i,0.00038415-0.0010389i,0.00034907-0.0010129i,0.00079319-0.0006783i,0.00057658+9.6932e-06i,-1.8017e-05-1.6462e-05i
