-0.0062052-0.00031538i,-0.0060062+0.00046225i,-0.005736+0.0029342i,-0.0040465+0.0036076i,-0.00047195+0.0033802i,0.0014098+0.0023375i,0.00015311+0.0020423i,-0.00024555+0.0021163i,0.00085643+0.0020247i,0.0017345+0.0013691i,0.0021802+0.0007714i,0.0015418-0.00050425i,0.0011055-0.0018971i,0.0011961-0.0016583i,0.00075653-0.00094045i,-0.00038088+6.0251e-05i,-0.00048853+0.00097002i,0.00026342+0.0014736i,0.00033275+0.00094743i,0.00046045-9.5781e-05i,-0.00010476-0.000278i,-0.0013324+0.00019954i,-0.0018746+0.00054022i
0.0016692-0.0014926i,0.0022138-0.0016925i,0.0016969-0.0025059i,0.00078993-0.0027277i,-1.9946e-05-0.0020588i,-0.00044511-0.00092817i,-0.00031007-5.0003e-05i,9.0924e-05+0.0001631i,0.00019169+0.00038634i,9.6253e-06+6.1528e-05i,0.00064121+0.00022105i,6.4419e-05+0.00088905i,-0.00053291+0.0012253i,-0.00026476+0.0011513i,0.00011198+0.00080129i,0.00017823+0.00036995i,5.3698e-05+0.00056269i,0.00010044+0.00085212i,-6.3974e-05+0.00065594i,-0.00063266+0.0001186i,-0.00080034+0.00012928i,-0.00032404-0.00016288i,-1.2781e-05-0.00018664i
-0.0023134-0.00075381i,-0.0034898-8.6549e-05i,-0.0042538+0.00028113i,-0.0030825+0.00012973i,-0.0011706+0.0011713i,-1.2798e-05+0.0019372i,0.0005062+0.0010604i,0.00067294-7.2444e-05i,0.00032981-0.00010055i,-1.1015e-05-0.00072312i,0.00031464-0.0015492i,0.00031715-0.0013155i,3.5448e-05-0.00055942i,0.00020579-0.00019253i,0.00037873+0.00032385i,-0.00012605+0.00065267i,-0.0010281+0.00013358i,-0.0012367-0.000233i,-0.00066908+7.748e-05i,-0.00043714-0.00052473i,-0.00040976-0.0013284i,-0.00044062-0.00057798i,7.0404e-05+9.7398e-05i
0.0010715+0.0010036i,0.0022031-0.0001556i,0.0012386-0.0014119i,0.0006306-0.0013816i,-0.00026228-0.00081419i,-0.00055334-0.00027838i,-0.00094252-8.1472e-05i,-0.00098206+0.00045039i,-0.0010859+0.00094634i,9.6523e-05+0.00082659i,0.0012247+0.0010523i,0.00046681+0.00058427i,-0.00013224-0.00016573i,0.00020244-0.00061564i,0.00053436-0.00035563i,0.00020888-8.7316e-05i,0.00022323-0.00050549i,5.0421e-06-0.00080527i,-0.00024846+6.2342e-05i,-0.00036865+0.0002754i,-0.00016053-0.00034604i,-0.00015697-0.00039248i,0.00013311-0.00029817i
0.0033752+0.00016568i,0.0047558-0.00034004i,0.0037096+7.5161e-06i,0.0019969-9.0183e-05i,0.0002514-0.0010224i,-0.00099592-0.001239i,-0.0010777-6.0377e-05i,-0.00090494+0.00024418i,-0.00048198-0.0001957i,-9.7553e-05-0.00011165i,1.1701e-05+4.0018e-06i,-0.00016652-0.00028694i,6.9364e-05-0.00041528i,0.00045096-0.00016987i,0.00063559-0.00034462i,0.00072006-0.00060517i,0.00056197-0.00063203i,9.2227e-05-0.00021275i,-2.5543e-05-7.3438e-05i,-0.00024622-0.00045179i,-0.00036153-0.00060449i,2.1109e-05-0.00037542i,0.00050581+6.7748e-05i
-0.00044658-0.00057081i,-0.00066306-0.0014164i,-0.00069691-0.0013491i,-0.00096112-0.0010254i,-0.0017002-0.00031246i,-0.0010572+0.00018751i,1.3361e-05+0.00054591i,0.00021008+0.001091i,1.5999e-05+0.00063591i,2.1941e-05-0.00043063i,-0.00043871-0.00067649i,-0.0006663+0.000206i,-0.00041767+0.00076213i,-2.2095e-05+0.00024354i,-0.00014704-4.9559e-05i,-0.00082298+0.0001385i,-0.00081794+0.00013016i,-0.00061307+0.00013263i,-0.00073694-0.00012692i,-0.00032194-0.00034145i,-0.00043586-0.00013316i,-0.00018328-1.622e-05i,0.00062583+0.00013455i
-0.00075979-1.8664e-05i,-0.00074917+0.00011118i,0.00010363-0.00024939i,0.00039033-0.00077797i,-0.00047769-0.0012377i,-0.00059512-0.0013624i,5.5764e-05-0.00066643i,0.00031391+0.00054424i,-8.954e-05+0.0013656i,-0.00085508+0.00075637i,-0.00066971-0.00016156i,0.00023329+0.00022898i,3.8667e-05+0.00052969i,3.2269e-05-0.00026193i,0.00055154-0.00090517i,0.00033649-0.0011863i,8.4909e-05-0.00087722i,7.3183e-05-0.00093466i,3.7097e-05-0.0010812i,-0.00018637-0.00057099i,3.8496e-05-3.0261e-05i,-0.00031131-8.7781e-05i,-0.00073326+0.00019508i
0.0017209+0.00031994i,0.0023968-0.0002524i,0.0003777-0.00043215i,-0.00089872+0.00015706i,-0.00063619-5.4291e-05i,-0.00021321-0.00051846i,0.00027986+0.00014905i,0.00043453+0.00025405i,0.00021962-0.00023572i,0.00031657-0.0001436i,0.00058965+0.00042072i,0.0007162+0.00063442i,0.00023057+0.00058139i,-0.00043277+0.00062523i,-0.00057175+0.0002468i,-0.00027583-0.00048794i,0.00017039-0.00069605i,-0.00023953-0.00029736i,-0.00077984+0.0003051i,-0.00085389+0.00016765i,-0.00055475-0.00043956i,-0.00029984+0.00016681i,-0.00092447+0.00052009i
-0.00078624+0.00025947i,-0.000325+0.0016383i,0.00013492+0.0015431i,0.00067014+0.00020731i,-0.00026081-0.00035496i,-0.0017102-0.00035001i,-0.0013705+1.8718e-05i,-0.00055538+0.00057089i,0.00033216+0.00059647i,0.0011362-0.00015058i,0.0010251-0.00029669i,0.00063851-9.8386e-05i,0.00046007-0.00048418i,-0.00025106-9.9592e-05i,-0.00083343+0.00016295i,-0.0007385-4.9666e-05i,-0.00021494+1.197e-05i,0.00020138-0.00029369i,-5.2164e-05+4.1499e-05i,-0.00018237+0.00028381i,-4.6209e-05-0.00042379i,-5.1539e-05-0.0015777i,-0.00013751-0.00066237i
0.0002276+0.00077409i,-3.7589e-05+0.00098695i,0.00052017+0.001217i,0.00089241-0.00017576i,0.00013103-0.0013347i,-0.00062156-0.0010998i,-0.0010746-0.001086i,-0.0012306-0.0007564i,-0.00050709-0.00039281i,4.4154e-05-0.00024424i,-9.6707e-06+3.5905e-05i,0.00024743-0.00054242i,0.00054523-0.00093105i,0.00023481-0.00060433i,8.3328e-05-0.00030574i,-0.00029025-0.0002607i,-0.00011139+0.00010409i,-0.00013239+0.0003014i,-0.0006738-8.0853e-05i,-0.00037229-7.645e-05i,-0.00035447-0.00042245i,-0.00013637-0.00056055i,3.7752e-05-0.00046196i
0.0014968+0.0011214i,0.00099063-2.8081e-05i,0.00038317-0.0001444i,0.0010732+0.00038419i,0.00094924+0.00011212i,-0.00020226-0.0012027i,-0.0012303-0.00093459i,-0.0014543+0.0002509i,-0.00086732+0.00088536i,0.00013173+0.00058376i,0.00027452-1.352e-06i,-0.00054971-0.0003979i,-0.00052256-0.00044694i,-1.6814e-05-0.00070517i,0.0001683-0.00067179i,0.00018934-0.00072191i,3.3944e-05-0.000723i,0.00012231-0.00011352i,-0.00013971+0.00042281i,-0.00032401+0.00089243i,-0.00019421+0.00078211i,-0.00021771+2.2755e-05i,9.9055e-07+0.00035261i
0.00095766+0.00071734i,0.00046272+0.00065321i,0.00017634-0.0010455i,0.00069539-0.0021118i,0.00012587-0.0012937i,-0.0012113-0.0001705i,-0.00051576-0.00013939i,-0.00026404-0.00052209i,-0.00098296-0.0008952i,-0.00064057-0.00079286i,0.00025142-0.00073707i,-8.7694e-05+6.6883e-05i,-0.00051339+0.00034079i,-1.9557e-05-0.00038908i,0.00040011-0.00033877i,0.00018455+3.0251e-05i,-0.00032319+0.0001682i,-0.00045863-9.6016e-05i,-0.00077205-9.4375e-05i,-0.00080056-0.00018441i,-0.00036888-0.0009616i,0.00021335-0.0011998i,-7.8129e-05-0.0013332i
-0.00029321-0.0024715i,0.0001989-0.0026178i,-0.0011277-0.0015207i,-0.0022411+6.237e-05i,-0.0012803+0.00084751i,-0.00036906+0.00034956i,-0.00057343+0.00028919i,-0.0010898+0.00069825i,-0.00047741+0.00047963i,0.0010415-0.00016413i,0.00080272-0.00057877i,-0.00013621-0.00078598i,0.00035312-0.001149i,0.00078263-0.0014011i,0.00011159-0.00094457i,2.8466e-05-0.00039566i,6.6355e-05-0.00047448i,-0.00027685-0.00056977i,0.00013525+0.00018864i,0.00010648+0.00040459i,-0.00043565-8.9661e-05i,-0.00070429+0.00029225i,-0.00030865+0.0005069i
-0.00032525+0.00088693i,0.0003211+0.00067161i,0.0012813+0.0021397i,0.002214+0.0023079i,0.0020292+0.00088477i,0.0014399+0.00038201i,0.001136+0.00015258i,0.0016129-0.00082317i,0.0010564-0.0015558i,0.00012518-0.0015302i,-9.291e-05-0.00064316i,-0.00066222-0.00053353i,-0.001318-0.00036766i,-0.0012131+5.7439e-05i,-0.00058086-0.00041656i,7.0659e-05+6.8644e-05i,8.3678e-05+0.00056404i,0.00062382+0.00012258i,0.0010263-0.00020465i,0.00082918-5.7333e-05i,6.8305e-05+0.00033016i,-0.00028345+0.00032911i,-4.463e-05-0.00010277i
-0.0006905-0.00094439i,-3.3125e-05-0.0011795i,-0.00070617-0.0013862i,-0.001428-0.0010742i,-0.0015246-0.00040494i,-0.00055972+0.00086688i,-0.00029607+0.00044735i,-0.00075864-0.00052267i,-0.00087108+0.00035817i,-0.0010772+0.00088614i,-0.00040636+0.00032063i,0.00030229-0.00027377i,0.00037429+0.00034316i,0.00036939+0.0007523i,0.0002998+0.00027993i,-0.00020205-0.00020332i,-0.0002779+0.00061104i,-0.00055036+0.0014995i,-0.0012815+0.00073591i,-0.0010619+0.00040897i,-0.00091377+0.00023063i,-0.0013452-0.00045959i,-0.0013702-0.0003623i
-0.00023095+5.0407e-05i,-0.00070031-0.00042461i,-0.00205-0.0010252i,-0.0018223-0.00043005i,-0.00082719+0.0009134i,0.00045376+0.0011316i,0.00036183+0.0012503i,-0.00025313+0.00068451i,-0.00071433+0.00023295i,-0.00087217+0.0010363i,-0.00046718+0.00044558i,-0.00020572-0.0012113i,-0.00026164-0.0014457i,-0.0007578-0.0011432i,-0.0009037-0.00016484i,-0.00012165+0.00010391i,0.00098433+0.00014424i,0.0009447+0.00084501i,-9.2442e-05+0.00071256i,-0.00078225+0.00017508i,-0.00034677-1.9864e-05i,0.00038266+0.00029682i,0.00028376+0.00065677i
-0.0014838-0.0012963i,-0.0023528-0.00022227i,-0.0027527-0.00037615i,-0.0021938-0.00076614i,-0.0014279-8.666e-05i,-0.0014837+8.6707e-05i,-0.0018519+0.0004376i,-0.0015123+0.0011662i,-0.00065324+0.00044215i,-0.00039825-0.00019649i,-0.0003262+0.00068055i,-0.00029125+0.00058132i,3.1891e-05+0.00012972i,0.00042004+0.00029461i,0.00058912-8.1486e-05i,0.00030042-0.0007262i,-5.9357e-05-0.00092877i,-0.0002152-0.00084549i,-0.00014099-0.00054444i,-0.00032367-0.00027308i,-0.00038907-0.00015851i,-6.4506e-05-0.00023382i,-1.401e-05-0.00017055i
0.0028061-0.00062181i,0.0038151-0.001087i,0.003046-0.00092697i,0.0014617-0.00033609i,9.115e-05-0.00036474i,-0.00031509-0.00052924i,-0.00068889+0.0004954i,-0.00059039+0.00036144i,2.5434e-05-0.00061442i,-0.00026406-0.00032113i,-0.00074743+0.00014212i,-0.0012111+0.00016345i,-0.0012156-0.00052482i,-0.00063282-0.0012408i,-4.3827e-05-0.00045569i,0.00039917+0.00046321i,0.00026644+0.00056142i,-0.00063707+0.00057658i,-0.00076929+0.00069087i,5.7598e-06+0.00055391i,3.6369e-06+0.00062448i,-0.00061819+0.0001089i,-0.00065631-5.7992e-05i
-0.00045479+0.0018165i,0.00072231+0.0025364i,0.0012608+0.0019583i,0.00073629+0.0011021i,0.00029081+0.00064171i,-0.00023737-0.0001774i,-0.00084554-0.00034002i,-0.00074132+0.00056418i,-8.8541e-05+0.00090813i,0.0005833+9.7032e-05i,0.00017158-0.00015859i,9.0248e-05-4.2612e-05i,0.00017304-0.0002576i,-0.00013512-0.00016022i,-8.9853e-05-0.00044817i,-0.00033454-0.00045149i,-0.00056329+0.0001136i,-0.00092778-2.5467e-05i,-0.0013522-0.00056497i,-0.00056616-0.00024993i,-0.00019645+0.00013547i,-0.00023563-5.6901e-05i,-0.00035051+0.00031544i
-0.0014972-0.0011702i,-0.0024701-0.0020698i,-0.0022808-0.0013944i,-0.0010089-0.00073462i,-0.00045311-0.00080345i,-0.0012009-0.00036599i,-0.0011743+0.00022164i,-0.00052393+0.00067301i,0.00022838+0.00015353i,0.00085583-0.00040918i,0.00056307-0.00021658i,-0.00055646+7.314e-05i,-0.0004862-0.00029101i,0.00011877-6.1224e-05i,0.00020246+0.00064808i,0.00019558+0.00021615i,0.00051715+0.00035305i,0.00031658+0.00092715i,0.00052639+0.00034939i,0.00040449+0.00071781i,-0.00047638+0.0012947i,-0.0010511+0.00062144i,-0.0012864+0.00014061i
0.0014682+0.0029297i,0.0013517+0.0030805i,0.002551+0.0021858i,0.003+0.0013444i,0.00092251+5.9207e-05i,-0.00076035-0.00064228i,-0.0013107-0.00011984i,-0.00078652-0.00023675i,3.7572e-05-0.0005281i,0.00073946-0.00025539i,0.00088354-0.00064938i,0.00019596-0.0010835i,0.00014917-0.00039214i,4.3474e-05+1.2185e-05i,-0.0007667+3.4557e-06i,-0.00014678-0.00013134i,0.00075846-0.00056128i,-0.00027268-0.00023461i,-0.0010174-8.3658e-05i,-0.00025672-0.0004312i,-0.00048258+0.00031171i,-0.0010761+0.00089407i,-0.00019356-0.00018168i
-0.0018358+0.001157i,-0.0010393+0.002011i,-0.00098931+0.000242i,-0.0011995-0.0012058i,-0.0014476-0.0015425i,-0.001147-0.00071011i,-0.00060698-2.9045e-05i,-0.00056115+3.2932e-05i,0.00014979-0.00014641i,0.00051389-0.00010972i,-0.00011531-0.00031466i,-0.00053542-0.00095466i,-8.5338e-05-0.0010372i,0.00017261-0.00037737i,-0.0004027+0.00018044i,-0.00032169+0.00040639i,0.00048155-0.00031458i,0.00062127-0.00085568i,0.00023671-0.0006646i,0.00023578+0.00015273i,0.00025302+0.00022823i,0.00023182-4.2919e-05i,-0.00041852+0.00017046i
0.0016755-0.00032206i,0.0019082-0.0015504i,0.001301-0.00096197i,0.0012512+0.0009098i,0.00026927+0.0016884i,-0.00023088+0.00029263i,0.00023918-0.00046216i,0.00034106-0.00016993i,-0.00050806-0.0010186i,-0.00074662-0.00093363i,-0.00019828-0.0002492i,7.0932e-05-0.00034934i,0.00018753-0.00039274i,0.00018138+0.00014461i,-0.00012958+0.00031848i,4.5922e-05-0.00010604i,0.00063791-0.00043568i,0.00058187-0.00014062i,0.00015027+0.00038037i,0.00054778-0.00022744i,0.00031495-1.7043e-05i,-0.00048245+0.000342i,-0.00063426+0.00056521i
-2.3465e-05+0.0021637i,0.00047727+0.0026708i,0.0012662+0.003417i,0.0023366+0.0018244i,0.002058-0.00050588i,0.00058763-0.0015584i,-0.00037665-0.0010082i,-0.00077521-0.00014035i,-0.00067883-0.0004637i,0.00054132-0.0006484i,0.00073474-0.00055417i,0.00038016-0.00083079i,0.00032173-0.00062734i,-3.234e-05+0.00022952i,-0.00051273+0.00028296i,-0.00042472-4.3718e-05i,2.209e-05+0.00022604i,-0.00036356+7.4667e-05i,-0.00060918+0.00025333i,-0.00015138-0.00011055i,-0.00018591-0.0002911i,-0.00028406+0.0008147i,-0.00058796+0.0012841i
-0.0018779-0.0010764i,-0.002106-0.00062611i,-0.0020181+0.0005358i,-0.0012564+0.0012095i,-6.8883e-05+0.001129i,0.00046831+0.00091827i,0.00038537+0.00034255i,0.00054397-0.0002994i,-0.00016168-0.00010215i,-0.00079008+0.00057271i,-0.0003431+0.00064567i,0.00038318+0.00067391i,0.00057089+0.00020512i,0.00042633-0.00065926i,0.00059688-0.00074369i,0.00086413-8.4875e-05i,0.00058726+0.00082726i,0.00021967+0.00090921i,0.0002685+0.00043402i,0.0010779+0.00020923i,0.0013398+4.0577e-05i,0.00047779-0.00025888i,-4.6347e-05-6.8929e-05i
-0.0011956+0.00092437i,-0.0022345+0.0010345i,-0.0019626+0.0015303i,-0.00082751+0.001678i,0.00038325+0.0013846i,0.00010619+0.00030868i,-0.00049227+1.6054e-06i,0.00037092+0.00050882i,0.0012459+0.00035026i,0.0012934+0.00037242i,0.00061027-0.00016202i,-4.2281e-05-0.00077314i,0.00016898-0.00091396i,0.00048076-0.00075042i,0.00055175-0.00087308i,0.00027439-0.00053349i,-5.5316e-05-0.00015763i,-0.00025518-1.9083e-05i,-0.0005407+0.00052308i,-0.00063042+0.0006716i,-0.00048069+0.00044417i,-0.00033004-0.00033071i,-0.00044763-0.0010464i
-0.00088772-0.00082471i,-0.002321-0.00055267i,-0.0027159-0.00043559i,-0.0015397-0.00013237i,-0.001225+0.00052194i,-0.0011714+0.0011876i,-0.00021315+0.0012282i,0.00078098+0.00037011i,0.00079024-0.00033237i,0.00026372-0.00011248i,0.00039823+0.00026075i,0.00020448+0.0003792i,-0.00022271+0.00037631i,-0.0004285+0.00065835i,-0.00053545+0.00021072i,-0.00057859-0.00026091i,-0.00012955-0.00011953i,8.3084e-05-0.00011127i,0.00010669+0.00012929i,0.0001027+0.00013831i,0.00015373-0.00037978i,0.00024417-0.00048178i,0.00034896-6.2037e-05i
0.002521+0.00033367i,0.0037352+0.00012949i,0.0037723-0.00074303i,0.0026795-0.0022434i,0.0012487-0.0028373i,-0.00013846-0.0024424i,-0.00030601-0.0016908i,-0.00041713-0.00089246i,-0.00066497-0.00077925i,-0.00016898-0.00010808i,0.00047987+5.814e-05i,0.00037262-0.000155i,-0.0001764+0.00035078i,-8.8876e-05+0.00056708i,0.00033865+0.00036846i,0.00073617+0.00011208i,0.00051364+0.00053033i,0.00018701+0.00092516i,0.00049659+0.00096121i,0.00055467+0.00043121i,-0.00018648-0.00013973i,-0.00031699-0.00056957i,-0.00050202-0.0002543i
-0.0015061+0.00019706i,-0.0018684-0.0014629i,-0.0024608-0.00099693i,-0.0016829-0.00012625i,6.7864e-05-0.0002012i,0.00058448+0.00028211i,0.0001242+0.00089833i,-0.00080107+0.00088147i,-0.00061501+0.00016275i,0.00056781+0.00018444i,0.00081381+0.00043536i,8.3219e-05-8.6244e-05i,2.1075e-05-0.00017553i,0.00047235-0.00072641i,0.00031739-0.00047496i,-0.00071495-0.00011621i,-0.0008585-0.00026152i,-0.00010292-5.227e-05i,0.00016458+0.00013356i,-2.2693e-05+0.0004702i,-0.00034028+0.00051453i,-0.00060773+0.0003264i,-0.00060475-0.00022565i
-0.0001631-0.0010982i,3.0137e-05+0.00016123i,0.00024141+0.0009081i,-2.5724e-06+0.0011579i,-0.0010492+0.00092506i,-0.0013628-9.4871e-06i,-0.00026869+0.00018186i,0.00040574+0.00048129i,6.615e-05+0.00021323i,0.00011363+0.00045487i,0.00058943+0.00068498i,0.0005727+0.00096059i,-0.00016024+0.00025933i,-0.00015993-0.00010229i,-1.8947e-05+4.7742e-06i,-0.0005639-6.7759e-05i,-0.00078879+0.00011473i,-0.00033149-0.00014194i,0.00030584-3.9678e-05i,0.00046536-0.00044561i,0.00049683-0.00084979i,0.00025962-0.00095532i,3.0757e-06-0.0012526i
-0.00087958-0.00026419i,0.00034393+0.001047i,0.0010109+0.0016736i,0.0013627+0.0010921i,0.00068871-0.0002143i,-0.0005223-0.0011582i,-0.001196-0.0011875i,-0.0010171-0.00088713i,-0.00042171-0.00035371i,0.00057661-0.00035857i,0.0010396-0.00073216i,0.0012971-0.00045877i,0.0014146-0.00046728i,0.00035044-0.0006444i,-0.00023433+4.7641e-06i,-0.0005937+0.00027173i,-0.0001886+0.00025888i,-0.00013769+0.0006743i,-0.00051075+0.0010435i,-0.0004401+0.00058027i,-0.00028442-0.00014059i,2.6665e-05-0.00043402i,0.00017187-0.00027823i
0.0021264+0.0025609i,0.0019738+0.0015859i,0.0026336+0.00021622i,0.0023268-0.0010519i,0.0013453-0.0026591i,-0.00062089-0.0018532i,-0.0010389+0.00019562i,-3.0581e-05+0.00067271i,0.00014964-1.2349e-05i,-0.00021472-0.00078552i,-0.00049366-0.00075406i,-0.00034474+0.00034935i,0.00019355+0.00081073i,0.00013552+0.0013252i,-0.00035655+0.0012791i,-0.00020391+0.00053526i,-0.00022435+0.00019276i,-0.00055725+0.00015516i,-0.00058707+0.00058722i,0.00023768+0.00027177i,0.00076028-0.00076199i,4.2736e-05-0.00052543i,-4.455e-06+0.00019996i
-7.158e-05+0.00022433i,0.0014481-0.00037496i,0.00098936+2.2399e-05i,-0.00077584+0.00094296i,-0.0016372+0.00083612i,-0.0011931+0.00061868i,0.00025654+0.00096853i,0.0004256+0.00013377i,-0.00014611+0.00027016i,-0.00013863+0.00098871i,4.0435e-05+0.00022342i,-0.00047525-0.00060332i,-0.00093686-0.00087805i,-0.00080564-0.0011135i,-0.00082929-0.001213i,-0.00026762-0.00073334i,0.00090141+1.7789e-05i,0.00061581+0.00051388i,0.000246+0.00053414i,0.00082284+1.9457e-05i,0.00068666-5.6886e-05i,0.00025594-3.8856e-05i,-0.00038347+5.3583e-05i
-0.00085664+0.00013895i,-2.02e-07-0.00015366i,0.00079357-0.00014013i,0.0014697+8.1207e-05i,0.00092678+0.00039084i,-0.00026319+0.00047825i,-0.00064057-0.00057486i,-0.00038186-0.0013386i,0.00018041-0.00054528i,0.00095589-0.00024684i,0.00061453-0.00021742i,8.7615e-05-0.00010819i,8.1083e-05-0.00022894i,0.00076237-0.0003035i,0.00066833+5.3829e-05i,-0.00036729+0.00020211i,-0.00055542+0.00060971i,-0.00051607+0.001136i,-0.000262+0.00077264i,3.366e-05-3.2902e-05i,-0.00022123-0.00047372i,-0.00040168-0.00010193i,-0.00041814-0.00011782i
0.0013937+0.0010518i,0.0014211+0.0013089i,0.00092267+0.00064161i,-0.00011806-0.0010082i,-0.00058732-0.0013176i,-0.00081651-0.00061304i,-0.00072348+0.00028065i,-0.00011825+0.00073046i,0.00022782+0.00012505i,0.00062405-0.00014244i,0.00039705+0.00037137i,-0.00013862+0.00079182i,-0.0004934+0.00057572i,-0.00074686+0.00043348i,-0.00037082+0.00016488i,9.6815e-05+0.00010162i,-0.00014526-0.00010679i,-0.00048157-0.0001218i,-0.00029755+0.00032541i,-3.9081e-07+0.00036546i,0.00052273+0.0001607i,6.8167e-05+0.0001184i,-0.00075353+4.638e-05i
-0.00086633-0.00040052i,-0.0017653-0.00046924i,-0.0014883-0.00011725i,-0.00076967+0.00019001i,-0.00053416+0.00055643i,-0.00059186+0.00017843i,-0.00041253-0.00036454i,-6.1032e-05+2.2197e-05i,0.0002235+0.00010605i,0.00037715-1.9497e-05i,-0.00031246-5.9362e-05i,-0.00052193-0.00078874i,-6.2344e-06-9.0298e-05i,0.00033515+0.00039946i,0.00071835+0.00020995i,-0.00016787+0.00025798i,-0.00062083-0.00030991i,-0.00026868-1.5557e-05i,-0.00011872+0.00019718i,0.00013306+8.5984e-06i,-0.00047268+0.00038084i,-0.00046256+0.0004826i,-0.00046628-0.0002258i
-1.3511e-05+0.0023773i,-0.00015665+0.002864i,0.0013466+0.0021426i,0.0021453+0.00026811i,0.0011214-0.0015774i,-0.0001954-0.0015483i,-0.00043259-0.0011167i,-0.00017092-0.00043188i,0.00021836+0.00032674i,0.00016272+0.00041589i,-7.9107e-05-0.0001533i,0.00021025-0.00048657i,0.00030569+0.00040127i,0.00028639+0.0008212i,4.6556e-05+0.00027646i,-0.00010903-1.3899e-05i,-0.00059857+0.00024169i,-0.00056572+0.00036782i,-3.3241e-06+0.00042055i,-0.00014623+0.00056441i,-0.00018521+0.00058386i,-0.00030756+2.5253e-05i,-0.00081506-0.00052386i
-0.00095691-0.0001228i,-0.00098832-0.0021333i,-0.0014921-0.0015105i,-0.0017863-0.00033417i,-0.0014792+0.00020202i,-0.0010467+0.00042873i,-9.378e-05+0.00037402i,0.00077255+0.00068906i,0.00074692+0.0008852i,0.00064144+0.00051827i,-0.00018241-0.00013689i,-0.00056334-0.0006934i,-0.00072866-0.00051078i,-0.00074901-0.00043974i,-8.1826e-05-0.00012201i,-0.00036653+0.00031521i,4.856e-05-9.8008e-05i,0.00076978+0.00029743i,0.00073127+0.0012872i,-0.00030441+0.00075556i,-0.000826+0.00023126i,0.00012599-0.00014515i,0.00030119-0.0006698i
0.00018075-0.0015954i,0.00054166-0.0030963i,0.00038881-0.0027619i,0.00074228-0.0017807i,0.0010216-0.0017412i,0.00034824-0.001249i,-0.00078997-0.000167i,-0.00099986-0.00051755i,-0.00028554-0.00072507i,5.4987e-06-0.00063866i,-0.00032489-0.00025063i,-1.4728e-05+8.5644e-05i,0.00057403-0.00036282i,-3.4513e-05+0.00053298i,-0.00037693+0.0014461i,-0.0003222+0.00040709i,-0.00054844-0.00037825i,-0.00094805+0.00012807i,-0.001101+0.00018282i,-0.00082529+0.00013302i,-3.1286e-05+0.00036372i,0.00089018+0.00033437i,0.00076698+0.00062885i
-7.688e-05+0.00020263i,-0.0005456+0.0010875i,-0.00029519+0.0024668i,8.0234e-05+0.0020219i,0.00032668+0.0010447i,0.00016941+0.00081033i,0.00031179+0.0011676i,0.00047002+0.00065142i,0.00023216-2.8659e-05i,-8.2743e-05+0.00036947i,-0.00035929+0.00036046i,-0.00045119+0.00053854i,-0.00053705+0.00061426i,0.00013047+0.00022465i,0.00058191-0.00031557i,0.00063864-0.00076594i,0.00097105-0.00032001i,0.00080924+5.2251e-05i,-0.00023789-0.00034788i,-0.00015266-0.00044308i,0.00010742-0.00025368i,-0.00063293-0.00010341i,-0.00039291-0.00012283i
-0.00037241+2.4623e-05i,0.00022853+0.00019065i,0.0011404-0.00062854i,0.0011988-0.00057119i,0.00092788+5.6637e-05i,0.00081759-0.00040426i,0.00011896-0.00096924i,-0.0010387-0.00019945i,-0.0011688+0.00043273i,-0.00085404+0.00069293i,-0.00053624-1.1714e-05i,0.00049897-0.00063269i,0.00058859-0.00031076i,-4.0653e-05+0.00011649i,-6.0793e-05+0.0005394i,-0.00019134+0.00056023i,-0.00036195+0.00037261i,-0.00017215+0.00028552i,-0.00028004+0.00024788i,-0.00018637+5.0945e-05i,0.00024981-0.00037829i,0.00088985-0.0002197i,0.0007758-0.00024904i
-0.0022725+0.00057842i,-0.0017534+0.0019467i,-0.0018195+0.0030386i,-0.00083188+0.002445i,-0.00026661+0.0016684i,0.00035717+0.00034642i,0.00065809+0.00024885i,0.00038422+0.00053091i,-6.101e-08+0.00017193i,-0.00069702+0.00018476i,-0.00058309+0.0002016i,8.8563e-06+0.00017317i,0.0002934+6.3033e-05i,2.5659e-05-0.00023492i,-0.00073604-0.00031975i,-0.00059555-0.00017856i,-0.00022522-0.00062708i,-0.00027632-0.00095661i,-7.0132e-06-0.00036527i,0.00020131-0.0003875i,0.00027622-0.00079129i,0.00048027-0.00067493i,0.00070399-0.0010005i
-0.00031766-0.0011775i,-0.00098457-0.0014559i,-0.0016352-0.00045991i,-0.0016155+0.0013293i,-0.001144+0.0015913i,-0.00081704+0.0011111i,-0.0010456+0.00065045i,-0.0006263+0.00027122i,0.00013841+0.00061776i,0.00048988+0.0008135i,-0.00013119-7.4832e-05i,4.4773e-05-0.00086915i,0.00090637-0.0010751i,0.00082864-0.00073496i,0.00040402-3.9688e-05i,0.00022283+0.00052463i,0.00026075+0.00090924i,0.00010374+0.00055511i,-0.00029986+0.00033281i,-1.4238e-05+0.00047009i,4.9078e-06+0.00040566i,-0.00011244+0.00027253i,-0.00012205-0.00037876i
