-0.0062052-0.00031538i,-0.0060062+0.00046225i,-0.005736+0.0029342i,-0.0040465+0.0036076i,-0.00047195+0.0033802i,0.0014098+0.0023375i,0.00015311+0.0020423i,-0.00024555+0.0021163i,0.00085643+0.0020247i,0.0017345+0.0013691i,0.0021802+0.0007714i,0.0015418-0.00050425i,0.0011055-0.0018971i,0.0011961-0.0016583i,0.00075653-0.00094045i,-0.00038088+6.0251e-05i,-0.00048853+0.00097002i,0.00026342+0.0014736i,0.00033275+0.00094743i,0.00046045-9.5781e-05i,-0.00010476-0.000278i,-0.0013324+0.00019954i,-0.0018746+0.00054022i
-0.011148-0.006053i,-0.0058839-0.0046005i,-0.0031026-0.0018279i,-0.0015719-0.00060967i,-0.00065827-0.00090673i,-0.0010013-0.00099277i,-0.0019232-0.0013041i,-0.0013824-0.0019382i,-0.0011726-0.0024623i,-0.00088674-0.0019261i,-0.00014035-0.0011117i,3.9253e-05-0.001654i,0.00039851-0.0023668i,0.00077295-0.001486i,-0.00025682-0.0010625i,-0.00062827-0.00070002i,0.00035409-0.00036932i,0.0009621-0.0014252i,0.0010293-0.0016591i,0.0006134-0.00092856i,0.00028099-0.00038703i,0.00030994+0.00017804i,9.7529e-05+0.00046365i
-0.011878+0.0068798i,-0.0074254+0.0051868i,-0.0033578+0.0026373i,-0.0021235+0.0013932i,-0.0020654+0.0011506i,-0.0033263+0.0010847i,-0.003721+0.00052815i,-0.0025431-0.000147i,-0.0022323-0.00020698i,-0.0017603+4.2541e-06i,-0.00097168+0.00033746i,-0.00064157-0.00027701i,-0.00089651-0.00069203i,-0.00085121-0.00060913i,-0.00046009-0.00073483i,-0.00019597-0.00030577i,-6.865e-05-0.00013307i,9.945e-05-0.00024961i,-0.00042232+0.00029152i,-6.7436e-05+0.00058664i,0.00061788+0.00060592i,0.00012502+0.00013199i,-0.0001701-0.00062315i
0.0018603+0.012107i,0.0011906+0.0064774i,0.002434+0.0032126i,0.0033577+0.0019291i,0.0025871+0.0010823i,0.00097342+0.0006693i,-0.00055883+0.00073765i,-0.0012162+0.0013326i,-0.00082225+0.0012594i,-0.00091665+0.0011309i,-0.0014657+0.0009913i,-0.0023473+0.00055501i,-0.0031042+0.00060627i,-0.0022723+0.00065533i,-0.0012082+0.00035851i,-0.00038406+0.00035797i,-5.3458e-07+0.00035216i,-0.00057544-0.00032612i,-0.00040729-0.00025438i,-4.6592e-05+0.00075393i,0.00030245+0.0013178i,0.00073498+0.00030602i,0.00064215-0.00089602i
0.01611+0.0057353i,0.010558+0.0034496i,0.0058593-0.00162i,0.0039037-0.0034774i,0.0023419-0.0031426i,0.00045188-0.0025273i,-4.2153e-05+0.00028964i,0.00010903+0.0021452i,0.00055633+0.0018977i,0.0013795+0.0011491i,0.0011837+0.0002474i,0.00039247+0.00089711i,0.00015973+0.0020332i,4.0061e-05+0.0019861i,0.00022621+0.00087427i,0.00062639+0.00027057i,0.00050246+0.00040411i,-2.1781e-05+6.4559e-05i,0.0001899-3.3617e-06i,0.00062916-0.00053819i,0.00041584-0.00077135i,-0.00070898-0.00060121i,-0.0010323-0.00043187i
0.009947-0.009866i,0.0057222-0.0031439i,0.0015359-0.0001807i,-0.00041941-0.00054991i,-0.00076353-0.0018973i,-0.00036006-0.0022903i,0.0013881-0.00087466i,0.0027901+0.00019407i,0.0029822-3.2449e-06i,0.0023328-0.0009717i,0.0014491-0.0019439i,0.002247-0.0013818i,0.0026003-0.0004486i,0.0020926-0.00030103i,0.0014712-0.00071191i,0.0006664-0.0013194i,0.0004691-0.00083436i,4.8919e-05+0.00022271i,-0.00047874+0.00044329i,-0.00047272+0.00013278i,-0.00067688-0.00015761i,-0.0010662+0.00029326i,-4.7817e-05+0.00067403i
-0.0091826-0.013132i,-0.0048096-0.0083096i,-0.0015473-0.0026629i,0.00057359-0.0014339i,5.304e-05-0.0028438i,-0.0013491-0.0033216i,-0.00098669-0.0030531i,-0.00082241-0.0029276i,-0.0012618-0.0035934i,-0.0011356-0.0030334i,-0.00065432-0.0015246i,3.8941e-05-0.0015855i,0.00056233-0.0019269i,8.0772e-05-0.0019082i,-0.00051674-0.0020518i,-0.00028809-0.0017075i,-0.0002893-0.00056293i,0.00020027-0.00031874i,0.00049316-0.00075895i,-0.00013541-0.00034891i,-0.00045858+0.00034363i,0.00031404+0.00046724i,0.00063123-0.00013357i
-0.017295+0.0016369i,-0.010867+0.0015849i,-0.0030635+0.0025099i,0.00079497+0.00093923i,0.00036747-0.00068072i,-0.0015518-0.0015455i,-0.0025736-0.0013794i,-0.0022158-0.0013751i,-0.0020983-0.0012925i,-0.0017047-0.00063905i,-0.0012793+5.5045e-06i,-0.0019897-0.00027693i,-0.001363-0.0011701i,-0.00020307-0.0010765i,-0.00088749-0.001376i,-0.0010816-0.0015493i,-7.6666e-05-0.00072131i,0.00028414-0.00014673i,-0.0002538-0.0001348i,-0.00062831-0.00021275i,-0.00051427-3.5696e-05i,-0.00054986+0.00021393i,-0.00033348+0.00064771i
-0.0050268+0.014473i,-0.0026541+0.0078501i,0.00096403+0.0031747i,0.0025435+0.00014693i,0.002272-0.0011918i,-0.00047754-0.0011886i,-0.0023224-0.001356i,-0.0020421-0.00097063i,-0.0020091+0.00017924i,-0.0015702+0.0014446i,-0.00012543+0.0013638i,0.00052245+0.0010553i,4.5542e-05+0.0012841i,-0.00028154+0.0009433i,-0.0010875+0.00080665i,-0.0015162+0.00040936i,-0.00080145-0.0004787i,-0.00052237-0.00041304i,-0.00027041+0.00025674i,0.00060436+6.4326e-05i,0.0003823-0.00025532i,0.000406-0.00018501i,0.00082092-0.0004893i
0.010614+0.017982i,0.005263+0.013092i,0.0043477+0.006333i,0.0048803+0.0020469i,0.0037912-0.0008364i,0.0017516-0.0018482i,-0.00019529-0.0010322i,-0.0012676+0.00052872i,0.00021552+0.0018465i,0.0025793+0.0014124i,0.0029336-6.2743e-05i,0.0020203-0.00048149i,0.0015322+0.00011754i,0.00039494+0.00073522i,-0.00041188+0.001375i,-0.00022056+0.0014037i,-0.00029048+0.00062512i,-0.00045536+0.00036423i,-0.00013074+0.00033829i,0.00049123+0.00033223i,0.00086193+5.7455e-05i,0.0010211+0.00014495i,0.00047803+4.0659e-05i
0.014251-0.005633i,0.0064602-0.00021095i,-0.00016089+0.0028573i,-0.0020377+0.0042136i,-0.00067692+0.0030832i,0.0015072+0.00094569i,0.0019583+0.00067152i,0.0025151+0.0011473i,0.0029832+0.00090312i,0.0017841+1.968e-05i,0.0015452-0.0012519i,0.0022139-0.00085225i,0.00209+0.00031366i,0.0025087+0.0003085i,0.0025869+0.00021273i,0.0020866+0.00033347i,0.0012221+0.00017617i,-8.5324e-05+0.00018026i,-0.00039705-0.00026421i,-0.00061752-0.00081206i,-0.00019999-0.00055204i,0.00026758-0.00019939i,-0.00018015-3.3956e-05i
-0.0017836-0.019643i,-0.00023012-0.011707i,-0.0021757-0.0047858i,-0.00040894-0.00093049i,0.00098162+0.00049481i,0.00064054-7.0974e-05i,0.00045936-0.00074238i,0.00095373-0.00085858i,0.001405-0.00070271i,0.00070155-0.00082231i,-0.0003779-0.0012672i,-0.0012041-0.0011269i,-0.00097881-0.0010676i,4.16e-05-0.0013367i,0.0008623-0.0016057i,0.0007461-0.0011637i,0.00014643+6.1483e-05i,-0.00012384+0.00032516i,-6.3003e-06+0.0003959i,-0.00047869+0.00041949i,-0.00035463-0.00031296i,-5.4041e-05-0.00029632i,-0.00030382-0.00017637i
-0.017402-0.0088374i,-0.0095635-0.0049546i,-0.0054114-0.00045507i,-0.0029292+0.00093638i,-0.0011574-0.00030895i,-0.00071299-0.0020536i,-0.00025176-0.0023605i,0.00042843-0.0015093i,0.00037879-0.0013002i,-0.00095022-0.000878i,-0.0017242+0.00029394i,-0.0014098+0.000993i,-0.00057139+0.0005141i,2.3496e-05-0.00061532i,0.00015483-0.0018602i,-0.00014635-0.0023402i,-0.00040636-0.00081i,4.9918e-05+0.00011893i,-0.00068133-0.00092761i,-0.00086876-0.0014365i,-0.00010182-0.00036138i,-0.0001142+0.00038912i,-0.00067387-0.00027185i
-0.01659+0.014633i,-0.0087524+0.0075733i,0.00010183+0.0037867i,0.0040036+0.0019292i,0.0036671-0.00022462i,0.0022536-0.0018416i,0.00098792-0.0016305i,-0.00027669-0.0012729i,-0.001579-0.0010979i,-0.0015343+0.00041931i,-0.00086832+0.0015204i,-6.2414e-05+0.0013287i,0.0010684+0.0011135i,0.00099809-0.00032154i,-0.00078801-0.0010262i,-0.0014716-0.00063429i,-0.00038079-0.00020768i,-2.2842e-05+6.3729e-05i,-0.00077216-0.00045145i,-0.0004794-0.00018623i,0.00067524+7.7618e-05i,0.00061944-0.00022446i,6.7162e-05-0.00046859i
0.0044126+0.020949i,0.00081464+0.011503i,0.00066619+0.0027182i,0.0018143-0.0017613i,0.0018039-0.0030188i,-6.8363e-05-0.00254i,-0.0011719-0.001286i,-0.0013211-0.00025402i,-0.00077496+0.00074995i,0.0011539+0.00085558i,0.0020922-0.00086028i,0.0023459-0.0017839i,0.001822-0.0010397i,-9.7037e-05+0.00028281i,-0.0016361+0.00041266i,-0.00097827+0.00084604i,0.0003112+0.00040301i,0.00064998-0.0009641i,0.00033637-0.0011421i,-0.00020387-0.00095971i,0.00013634-4.1312e-05i,0.0011381+0.00094596i,0.00085295+0.0010154i
0.024535+0.0038862i,0.013401+0.0043011i,0.004528+0.001104i,-0.00055274-0.00063618i,-0.0029471-0.00098705i,-0.0021868-0.00075965i,-0.00092571-0.00027417i,0.00056675+0.00081579i,0.0014203+0.0018202i,0.00070942+0.00041155i,0.00027111-0.0011362i,-1.1851e-05-0.00079221i,-0.00043916-0.00057838i,-0.00023626+0.00091615i,0.00063108+0.0017567i,0.0014603+0.00031612i,0.00050723-0.00087777i,-0.0010823-0.00094174i,-0.00015589-0.00069489i,0.00031519-0.00025561i,-0.00032346+0.00035941i,1.6395e-05+0.00067633i,-0.00019792+0.00048943i
0.012862-0.020717i,0.0088821-0.010608i,0.0020921-0.0044094i,-0.0021781-0.00072281i,-0.0037736+0.00073281i,-0.0027874+0.00067211i,-0.00066585+0.0013966i,0.00026327+0.0020542i,0.0002646+0.0013422i,-0.00013103+0.00023157i,-0.00080823-0.00012535i,-0.00104+0.00027279i,-0.00068053+0.00024288i,0.00052611+0.00020112i,0.0016989+9.8441e-05i,0.0017085-0.0005771i,0.00043033-0.0009954i,-0.00044638-0.00086646i,-0.00025407-0.00073223i,-0.00057103-0.00054248i,-0.00018346-0.00071656i,0.00047765-0.00033837i,-0.00053342-8.7573e-05i
-0.013015-0.02247i,-0.0047439-0.01192i,-0.0036632-0.0025216i,-0.0033485+0.0019804i,-0.00077306+0.0034327i,0.0011985+0.002626i,0.0013738+0.001632i,0.0020154+0.00045556i,0.0022731-0.0012901i,0.00093882-0.0010695i,0.00012216+0.00068559i,0.00026998+0.0012596i,-0.00035007+0.00093435i,5.3959e-05+0.00072195i,0.00049902-0.00071467i,-4.7329e-05-0.001361i,-0.00036949-0.00015674i,-0.00011086+0.0003877i,0.00057917-0.00055817i,0.00072135-0.00085812i,0.00035436-9.9988e-05i,-0.00022711-0.00050248i,-0.00041632-0.00049001i
-0.024169+0.0063187i,-0.010522+0.0022657i,0.00043641+0.0028362i,0.0056548+0.0022041i,0.0057678+0.00076652i,0.0031558-0.00040879i,0.0011742-0.001399i,7.0927e-05-0.0024241i,-0.00079886-0.0027209i,-0.000968-0.0014162i,-0.00011565-0.00011563i,0.00087312-0.0001831i,0.0014129-0.0001749i,0.0012806+2.4238e-05i,0.00042091-0.0013781i,-0.00058423-0.0021189i,-0.00011176-0.0010322i,0.00050065-0.00037058i,-0.00019585-0.00070017i,-0.00037101-0.00028879i,-0.00057579+0.00041143i,-0.0011044+0.00059944i,-0.0007417-8.0923e-05i
-0.0088593+0.030394i,-0.0075913+0.014909i,-0.00071956+0.0042424i,0.0039671-0.0016898i,0.0042692-0.0045393i,0.0018917-0.0044542i,0.00031153-0.0028708i,-0.00075412-0.001566i,-0.00091948-0.0012301i,-0.00044084-0.00061604i,0.00032815-0.00060832i,0.0013663-0.00081924i,0.0012948-0.00047277i,-0.0007594-0.00034049i,-0.0027045+0.00019147i,-0.001975+0.00068982i,-0.00016633+0.00031083i,0.00022494-0.00059277i,0.00032128-0.00049587i,0.00030203-0.00018585i,0.00013319-0.00015367i,-0.00013123+0.00052169i,0.00040764+0.00059907i
0.023098+0.01525i,0.0094896+0.0083838i,0.0015847-0.0003248i,-0.0012698-0.0031029i,-0.0025942-0.0036669i,-0.0025596-0.0030099i,-0.0026627-0.0020275i,-0.0025781-0.0004706i,-0.0018581+0.0013745i,-0.001589+0.0015698i,-0.001083+0.00077052i,-0.00077143+8.6723e-05i,-0.00079665-0.00074567i,-0.00074909-0.00055704i,-0.0011429+0.0006643i,-0.00053922+0.0011326i,0.00031418+0.00015193i,-8.8592e-05-0.00095479i,0.00016114-0.00056947i,0.00056908-0.00061971i,0.00030411-0.00070096i,0.00038388+0.00024924i,0.00022845+3.8019e-05i
0.027896-0.0098953i,0.016959+0.0008458i,0.0069666+0.0026529i,0.0017029+0.00094196i,-0.001954-0.0016018i,-0.0036332-0.0032126i,-0.0032724-0.0015388i,-0.0022768+0.0017387i,-0.0013733+0.0023868i,-0.00028788+0.0016956i,-0.00018065+0.0010989i,-0.0013653+7.7415e-05i,-0.0016616+0.00015529i,-0.0006583+0.00099318i,0.0005222+0.00074482i,0.0014382+0.00028159i,0.0015269+0.00021089i,0.00073059+0.00093069i,0.00040806+0.001228i,0.00052164+0.00043766i,0.00085397-8.2355e-05i,0.00086739+5.9675e-05i,0.00052486+6.7149e-05i
-0.0035623-0.031319i,0.00078895-0.014047i,-0.0022419-0.0020169i,-0.0044812+0.0015983i,-0.0052425+0.0027363i,-0.0043862+0.0022806i,-0.002296+0.0013139i,0.00036605+0.0011013i,0.0013296+0.0008971i,0.00053188+0.0011426i,0.0004709+0.0015296i,0.00082161+0.0012201i,0.0004565+0.0012365i,0.00071946+0.0011278i,0.0011776+7.5063e-05i,0.00060468-0.0011935i,0.00077808+6.8244e-05i,0.0014347+0.0014968i,0.0015057+0.00042991i,0.0007729-0.00055976i,0.00022264-0.00047226i,-8.0959e-05-0.00018224i,-0.00025523-0.00021423i
-0.035959-0.0094749i,-0.017251-0.0083999i,-0.0049805+0.00049302i,0.0009825+0.0060156i,0.004071+0.0049904i,0.00373+0.0019561i,0.0022392+0.00085341i,0.0023432-0.00012684i,0.0017158-0.0017928i,0.0012352-0.0020415i,0.0020799-0.0014637i,0.0026791-0.00086066i,0.0029511-0.00073723i,0.0027441-0.0010815i,0.0009516-0.0015256i,-0.0018015-0.0011283i,-0.0018685+0.00030308i,-1.8353e-05+0.00056579i,0.00077767-0.00038923i,0.00021018-0.00068085i,-0.00045054-0.00010973i,-0.00085599+0.00040775i,-0.00079431+0.00016438i
-0.026853+0.027469i,-0.016798+0.010252i,-0.0042988+0.0015643i,0.0030532-0.00061487i,0.005925-0.0013085i,0.0054914-0.0023124i,0.0033783-0.0027882i,0.0012936-0.0033735i,0.00035332-0.0031995i,0.00010708-0.0017354i,0.0004009-0.00066448i,0.00012103-0.00038816i,-0.00080011-0.0016518i,-0.0010091-0.0016987i,-0.0010233-0.00019835i,-0.0012639+0.00091404i,-0.0010202+0.0015541i,-0.0004836+0.00086154i,3.9684e-05-0.00041158i,0.00016333-0.00047664i,3.8089e-05+8.7484e-05i,5.7108e-05+0.00069025i,0.000309+0.00074043i
0.014956+0.036606i,0.0028127+0.019888i,0.0004547+0.0055822i,0.0030064-0.0008442i,0.0046244-0.0051513i,0.0027216-0.006972i,6.1348e-05-0.0048424i,-0.00098434-0.0025315i,-0.001623-0.00072039i,-0.0019173+0.00075732i,-0.001931+0.00061997i,-0.0024012-3.8539e-05i,-0.0015016-0.00028267i,-0.00061805-0.00076871i,-0.00077392-2.5728e-05i,-0.00033197+0.0015637i,0.00053763+0.0015035i,-0.00015406+0.00054474i,-0.0012536-3.1186e-05i,-0.00088891+0.00032954i,-0.00035334+0.0005808i,0.00036851+0.00019727i,0.001011-0.0002429i
0.040124-0.00011115i,0.021808+0.0054261i,0.0078868+0.0018791i,-9.7062e-05-0.0023171i,-0.0039483-0.0051168i,-0.0038819-0.0052599i,-0.0031144-0.0030977i,-0.0027252-0.00039453i,-0.0020918+0.001959i,-0.0017707+0.0025994i,-0.0020366+0.0020294i,-0.0017761+0.001814i,-0.0010778+0.0015036i,-0.00075686+0.0010865i,-0.00014706+0.0012979i,0.00054044+0.00055089i,-0.0002112-0.00016488i,-0.00058255+0.0002564i,0.00045987+0.00060226i,0.00096804+0.00028017i,4.9166e-05-0.00049326i,-0.00036466-0.0014808i,0.00028234-0.0012124i
0.015417-0.036913i,0.013788-0.014737i,0.0048875-0.003151i,-0.0024302+3.9382e-05i,-0.0041228+0.0013675i,-0.004065+0.0014226i,-0.0037978+0.00097169i,-0.0012264+0.0012418i,0.0014568+0.0012076i,0.0022426+0.00066834i,0.0024246-0.0003161i,0.0021563-0.0011869i,0.00073383-0.001137i,-0.00011134-3.5112e-05i,0.00039236+0.00092919i,0.00051583+0.00040627i,7.1044e-05+0.00025716i,-0.00023512+0.0011351i,-0.00046327+0.0011586i,-0.00038224+0.00015004i,-0.00065528-0.00061283i,-0.0011394-0.00099868i,-0.00082911-0.00057905i
-0.032426-0.032422i,-0.012301-0.019851i,-0.0048448-0.0056522i,-0.0026945+0.003233i,-0.0015544+0.0062416i,-0.00086459+0.0058267i,6.3602e-05+0.0046463i,0.0021262+0.0026925i,0.0036202-2.7193e-05i,0.0029377-0.0016821i,0.0021047-0.002485i,0.0018972-0.0022306i,0.0023605-0.00084468i,0.0026436-0.00074259i,0.0018595-0.0013555i,0.00043786-0.00099583i,-0.00054938-0.00027954i,-0.00066612+0.00039359i,-0.00089081+0.0001675i,-0.00045304-0.00078934i,8.0427e-06-0.0007279i,-0.00034552-0.00027021i,-0.00028265+0.00066106i
-0.045855+0.016611i,-0.026156+0.0015354i,-0.0087538-0.0010744i,0.0012557+0.0022046i,0.0054566+0.0026124i,0.0049963+0.00095872i,0.0040157+0.00026707i,0.0034326-0.0016985i,0.0015726-0.003283i,0.00013528-0.0022931i,0.00018075-0.00086901i,7.0766e-05-0.00071419i,0.00016092-0.0013471i,0.0010502-0.0022802i,0.00036399-0.0015543i,-0.0013006-0.00018451i,-0.0012724+0.0001978i,-0.00024767+0.00038619i,-0.00036596+0.00020365i,-0.00073177+0.00027669i,-0.00015185+0.00062962i,0.00048757+0.0010361i,0.00033688+0.00094167i
-0.0015463+0.05424i,-0.0067271+0.029617i,-0.0008041+0.011415i,0.0058183+0.0025942i,0.0067548-0.0033064i,0.0041742-0.0054232i,0.0022893-0.0048376i,0.00058842-0.0035223i,-0.0015376-0.0018707i,-0.002383-0.00032432i,-0.0029524+0.00031906i,-0.0029325+0.00017395i,-0.0020321-0.0005829i,-0.0018586-0.0015457i,-0.0019022-0.00070209i,-0.00048854+0.00098937i,0.0006727+0.00090799i,0.0004276-0.00062089i,0.00029318-0.0009648i,0.00081827-0.00056628i,0.0011009-2.0659e-06i,0.0011074+0.00016218i,0.0010993+0.00026796i
0.04668+0.025531i,0.023808+0.020484i,0.011914+0.0089089i,0.0074263-0.00064752i,0.0024212-0.0050907i,-0.00080845-0.0056745i,-0.0010474-0.0044525i,-0.0013692-0.0021847i,-0.0021952+0.00043755i,-0.0019669+0.0013268i,-0.0010659+0.0007394i,-0.00080132-0.00017922i,-0.0013677-0.00020919i,-0.0020811+4.7539e-05i,-0.0014827+0.00034657i,-0.00012165+0.00059268i,-0.00033369-8.0883e-05i,-0.0010727-0.00036952i,-0.00092996+0.0002895i,-0.00091366+0.00067349i,-0.0006847+0.00036269i,0.00030688-0.0002032i,0.00075818-5.137e-06i
0.045846-0.035632i,0.030445-0.01398i,0.012899-0.0063696i,0.0010538-0.006568i,-0.0044535-0.0049944i,-0.0066836-0.0025296i,-0.0065119-0.00039914i,-0.0048006+0.0016443i,-0.0016113+0.0017035i,0.0015078+0.00028544i,0.0017598-0.00055569i,0.0011096-0.00066513i,0.00039595+0.00032476i,-0.00085401+0.0013917i,0.00012159+0.0017599i,0.0011473+0.00055702i,-4.6332e-05-0.0007832i,-0.00050335-0.00017986i,-7.8913e-05+0.0015032i,-0.00050581+0.0010477i,-0.00052978-0.000429i,-0.00018845-0.00054392i,-0.00017999-0.00052957i
-0.015924-0.054282i,-0.0022454-0.029836i,-0.0008403-0.010504i,-0.0036795-0.00064679i,-0.0039899+0.0033772i,-0.0032551+0.0042257i,-0.0029067+0.0050007i,-0.0004085+0.0043538i,0.0027397+0.00073404i,0.0035032-0.0016046i,0.0023673-0.0015606i,0.0011178-0.00095455i,0.00067498+0.00045932i,0.00084975+0.0012661i,0.0016075+0.0002777i,0.00013993-0.0010978i,-0.00089104-0.0007484i,-0.00035866+0.00034948i,0.00031134-0.00013919i,2.908e-05-0.0005622i,-0.00084038-0.00021138i,-0.00074891-0.00013072i,-0.00020763-0.00027155i
-0.066576-0.0078576i,-0.038352-0.011646i,-0.017144-0.0057971i,-0.0048787+0.0028319i,0.001776+0.0049853i,0.0037053+0.0027024i,0.003698+0.0015612i,0.003553-6.9081e-05i,0.0020958-0.0019746i,0.00014805-0.0015992i,-0.000145-0.00026479i,0.00048748+0.00081458i,0.00011915+0.00065568i,0.00037601-4.1287e-05i,0.00064194-4.1983e-05i,-0.00056787+0.00028619i,-0.0013214+0.00081236i,-0.00059664+0.00080068i,0.00024354+0.00025749i,-0.00058123+0.00019292i,-0.00069507+0.00052323i,0.00019707+0.0011461i,0.00031311+0.0016907i
-0.033785+0.056274i,-0.025212+0.028271i,-0.011393+0.013671i,-4.6647e-05+0.0077767i,0.0057829+0.0012174i,0.0053431-0.0029819i,0.0036183-0.0030933i,0.0018315-0.0025634i,-0.00055915-0.002032i,-0.0020357-0.0013947i,-0.0025868-0.0010271i,-0.0015486-0.0010079i,-0.00030675-0.0010912i,-0.00021246-0.00065287i,-0.00062353-0.00051058i,-0.00081814+0.00059878i,-0.00022945+0.00083452i,-0.00040027-0.00028629i,-0.00079359-0.00055215i,-0.00051042-0.00033409i,0.00020496-0.00025523i,0.00095051+0.00018653i,0.00058204+0.00080165i
0.041654+0.058667i,0.021078+0.03773i,0.013604+0.017811i,0.01208+0.0038931i,0.0072074-0.0048826i,0.0022098-0.0079835i,0.00037085-0.0070757i,-0.00098669-0.0042471i,-0.0025968-0.0014944i,-0.001851-0.00040499i,0.00024354-0.00015929i,0.0011266-0.00066221i,0.00077481-0.0015679i,0.00021155-0.0012388i,-0.00024666+3.3638e-05i,0.00051991+0.0003928i,0.0013889-0.00046113i,0.0004148-0.00037672i,-0.00077077+0.0007765i,-0.00092447+0.0015115i,-0.00093735+0.00067034i,-0.0007247+8.7656e-05i,-0.00072338+5.4242e-05i
0.07063-0.014343i,0.043593-0.0014199i,0.022457+0.00097408i,0.008242-0.0038766i,-0.0014985-0.0069819i,-0.0053146-0.0050715i,-0.0049083-0.0022121i,-0.0027313+4.6528e-05i,2.4187e-05+0.0014733i,0.0025988+0.0014936i,0.0032635+0.00087509i,0.002534+0.0011181i,0.00095856+0.0013956i,-0.00018976+0.0010975i,0.00021616+0.00078824i,0.0013487+0.00036879i,0.00058545+0.00029431i,-0.00073711+0.00041868i,-0.00063043+0.00071298i,-0.00051185+0.00055034i,-0.00027113-0.0001031i,-0.00064226-0.00037253i,-0.0015423-0.00052163i
0.010505-0.075032i,0.011804-0.041919i,0.0042943-0.018204i,-0.0039404-0.0063378i,-0.0067123-6.8059e-05i,-0.0044037+0.0022857i,-0.0024839+0.0022926i,0.00019354+0.0022023i,0.0029533+0.0018637i,0.002434+0.001325i,0.0014059+0.0013429i,0.0014425+0.00098363i,0.0013388+0.0007302i,0.00075901+0.0011511i,0.00053954+0.00063711i,-0.0001424-0.00061712i,-0.00094873-0.00076282i,-0.0019101+5.3468e-05i,-0.0014414-0.00061779i,-0.00060051-0.0012613i,-0.0013639-0.00055044i,-0.0019661-0.00041491i,-0.0011498-0.00095621i
-0.068788-0.042481i,-0.04051-0.030182i,-0.021788-0.014262i,-0.011249-0.00072718i,-0.0030861+0.0050036i,0.0015916+0.0038415i,0.001986+0.0022609i,0.0014763+0.00034068i,0.0013137-0.0015954i,-0.00014909-0.0015283i,-0.0012327-0.0013932i,-0.0004978-0.0010531i,0.00050543-0.0001467i,0.00058629+0.00034435i,-0.00027966+0.00024799i,-0.0010214-0.00030357i,-0.00052878+0.00017384i,0.00014615+0.00066403i,-0.00019591+0.00010621i,-0.00073832-0.00024155i,-0.00096946-0.00013218i,-0.0010312-0.00037514i,-0.0010047-0.00037889i
-0.069348+0.046162i,-0.046338+0.02319i,-0.025007+0.010745i,-0.0092318+0.0090711i,0.0016964+0.006453i,0.0039984+0.0013166i,0.001945-0.0011803i,0.00082924-0.0013915i,-0.001165-0.0022341i,-0.0021736-0.0018943i,-0.0012209-0.00096333i,-8.7562e-05-0.00059594i,0.00017177-0.00077964i,-0.00010849-0.0015365i,-8.6771e-05-0.0019396i,-4.5299e-05-0.00035454i,-0.00033814+0.0002549i,-0.0008702-0.0011355i,-0.0012226-0.0015738i,-0.00095873-0.00043253i,0.00010987+0.00059644i,0.00018021-1.7511e-06i,0.00036376-0.00031931i
0.019167+0.080556i,0.0087914+0.049163i,0.0046691+0.024622i,0.0073956+0.010599i,0.0067298+0.001708i,0.0032728-0.0026211i,0.001413-0.0025844i,-0.00057086-0.0017154i,-0.0028393-0.0010305i,-0.0028267-0.00059869i,-0.00081393-0.00011003i,0.00051452+0.00037357i,-0.00041877+0.00084151i,-0.0012052+0.00128i,-0.00073419+0.001537i,0.0003447+0.0015483i,0.00064236+0.00024794i,-0.0006912-0.0001516i,-0.00080973+0.0013711i,-9.915e-05+0.0023607i,-4.4163e-05+0.001596i,-0.00036885+0.00032328i,-0.0010973-0.00060636i
0.088255+0.023058i,0.055542+0.020604i,0.033044+0.014293i,0.020392+0.0029192i,0.0082223-0.0051268i,-0.00031856-0.0056485i,-0.0015208-0.0030466i,-0.00087336-0.0009669i,-0.0003684+0.00035017i,0.0010013+0.0012489i,0.0016068+0.0016702i,0.0013751+0.00099432i,0.00066936+0.00058948i,-0.00012001+0.0014031i,0.00033659+0.001883i,0.0015617+0.0011639i,0.0013182+0.00016717i,-0.00020482-0.00012866i,-0.00066013+0.00026471i,-0.00030631+0.00013287i,0.0003623-0.00071406i,0.00045289-0.00088475i,7.1678e-05-0.00065689i
0.049924-0.073355i,0.033573-0.043589i,0.021151-0.021279i,0.0098233-0.013276i,0.00055993-0.0091233i,-0.0040302-0.0040938i,-0.0039096-0.00029125i,-0.0011288+0.00099637i,0.0017065+0.00065817i,0.0024106+0.0015359i,0.0013318+0.0018949i,0.00045837+0.00073564i,0.00018185+0.00025565i,-3.2916e-05+0.00017632i,0.00022989-0.0002807i,-2.3798e-05-0.00085366i,-0.00090776-0.0011874i,-0.00073459-0.00076415i,-5.0131e-05-0.00033873i,0.00094443-0.00063237i,0.00027967-0.0010407i,-0.00032635-0.0010624i,0.00036378-0.001028i
-0.052335-0.080339i,-0.033734-0.051389i,-0.018537-0.027907i,-0.012207-0.011776i,-0.0072508-0.0021174i,-0.00196+0.001322i,0.00041725+0.0010189i,0.0015033-0.00014145i,0.0018917-0.0015373i,0.0010368-0.0026164i,-0.00026977-0.0016511i,0.00021262-0.00039211i,0.0011148-0.00082067i,0.00044211-0.0015261i,-0.0001455-0.0013645i,-0.00054439-0.0014347i,-0.001147-0.0010002i,-0.00096161-0.00052466i,-1.8601e-05-0.00075986i,-0.00047216-0.0013363i,-0.0012849-0.00079795i,-0.00057904-0.00056978i,0.00011454-0.00063641i
