-0.0020509-0.0013548i,-0.0014161-0.0018294i,-0.0032248-0.001044i,-0.003533-0.00051674i,-0.0023223+0.00088332i,-0.0017406+0.0027216i,-0.0018632+0.0027731i,-0.0013773+0.0020717i,-0.00014062+0.0022164i,0.00054134+0.0017764i,0.00060449+0.00017764i,0.00031107-0.00069284i,-0.00069778-0.00010099i,-0.0016346+0.00028939i,-0.0015935-0.0001762i,-0.0011252+3.5903e-05i,8.8215e-05+8.9518e-05i,0.0011414+0.00031326i,0.00066241+0.00067055i,0.00012643+0.00097452i,8.0636e-05+0.00057582i,0.00010706-0.0004673i,0.00041289+3.2911e-05i
0.16311+0.19653i,0.37164+0.44979i,0.55252+0.51732i,0.47131+0.40673i,0.23678+0.32438i,0.14175+0.27343i,0.16156+0.1632i,0.16011+0.047418i,0.14952-0.0055847i,0.13939-0.01325i,0.1128-0.0021518i,0.078885+0.019212i,0.046759+0.039249i,0.016834+0.042974i,-0.014398+0.037685i,-0.044034+0.039043i,-0.062086+0.040417i,-0.058063+0.029567i,-0.037622+0.013385i,-0.019515+0.0090099i,-0.009491+0.013213i,-0.0069986+0.012376i,-0.006633+0.0084572i
-0.22582+0.01231i,-0.44757+0.032702i,-0.43916+0.16599i,-0.16839+0.19401i,-0.022932+0.054663i,-0.1214-0.00085234i,-0.16772+0.060892i,-0.11096+0.060118i,-0.095009+0.018474i,-0.098034+0.02093i,-0.077347+0.023259i,-0.064114+0.016849i,-0.052394+0.035467i,-0.024184+0.051673i,0.011914+0.03782i,0.039729+0.0050916i,0.050588-0.026022i,0.043165-0.038512i,0.021116-0.028952i,0.0012018-0.013298i,-0.0097235-0.0064418i,-0.013964-0.0059478i,-0.0094893-0.0022213i
0.12277-0.18774i,0.19903-0.42306i,0.036425-0.66503i,-0.19224-0.69052i,-0.19022-0.52396i,-0.088681-0.35341i,-0.087347-0.194i,-0.11233-0.042851i,-0.12075+0.023942i,-0.12016+0.022255i,-0.094606+0.01388i,-0.061725+0.0060525i,-0.038403-0.0091766i,-0.019105-0.024862i,0.0021571-0.035556i,0.02115-0.045596i,0.030769-0.056764i,0.030851-0.061086i,0.020692-0.052258i,0.0041694-0.036418i,-0.0063071-0.02208i,-0.006592-0.013111i,-0.0061323-0.0080396i
0.053572+0.21537i,0.1046+0.41623i,0.21521+0.48146i,0.20094+0.40454i,0.096928+0.3295i,0.10245+0.24531i,0.13081+0.11397i,0.094349+0.043394i,0.090512+0.032411i,0.093107+0.011776i,0.06507+0.003862i,0.042981-0.00056332i,0.014244-0.022433i,-0.021938-0.022058i,-0.038505+0.016514i,-0.031021+0.061223i,-0.0074172+0.086999i,0.019674+0.084842i,0.032053+0.054452i,0.025437+0.017527i,0.01339-0.0065506i,-0.0011752-0.017219i,-0.014567-0.01455i
-0.15982-0.079993i,-0.23821-0.078677i,-0.17213+0.1588i,0.072142+0.40412i,0.18053+0.37804i,0.028976+0.20801i,-0.10172+0.096304i,-0.093715+0.0097585i,-0.061924-0.048601i,-0.035099-0.04991i,-0.010202-0.053595i,-0.0061725-0.066775i,-0.0076466-0.055458i,-0.0032924-0.026045i,0.00019774+0.0020546i,0.0068917+0.020171i,0.013486+0.030844i,0.013024+0.042661i,0.015835+0.044361i,0.022526+0.025634i,0.020513+0.0057586i,0.014655+0.00075163i,0.015248-0.0029533i
0.16498-0.067332i,0.23481-0.18436i,0.10683-0.4532i,-0.13423-0.65006i,-0.22688-0.60502i,-0.16998-0.42269i,-0.095343-0.24543i,-0.032309-0.12249i,0.0034054-0.067799i,0.0052699-0.058965i,-1.5697e-05-0.053573i,0.0067525-0.033678i,0.030977-0.017427i,0.046108-0.0327i,0.025464-0.05947i,-0.016795-0.061323i,-0.054731-0.042198i,-0.070067-0.024337i,-0.056593-0.013973i,-0.031589-0.0048856i,-0.010385+0.0083833i,0.0080537+0.018159i,0.019117+0.018386i
-0.097018+0.14292i,-0.17815+0.19203i,-0.18271+0.14166i,-0.20458-0.014089i,-0.18994-0.096773i,-0.011322-0.076795i,0.15273-0.074512i,0.15446-0.054615i,0.11017+0.0075899i,0.089171+0.041256i,0.071196+0.053081i,0.059921+0.063765i,0.047249+0.055843i,0.025964+0.033726i,-0.0037044+0.015654i,-0.033958+0.011254i,-0.04476+0.011224i,-0.038664+0.0020666i,-0.034065-0.0060225i,-0.029512-0.00090286i,-0.01946+0.0050216i,-0.010485+0.0053639i,-0.0063975+0.010351i
-0.02276-0.13106i,0.033902-0.096811i,0.12777+0.18588i,0.33222+0.52813i,0.45048+0.5704i,0.3058+0.37398i,0.092443+0.20126i,-0.020965+0.081734i,-0.069231+0.0038614i,-0.070726-0.0057029i,-0.038992-0.0015129i,-0.023738-0.014434i,-0.027432-0.010539i,-0.018469+0.0118i,0.0093198+0.012656i,0.028425-0.021349i,0.023741-0.0528i,0.010679-0.052499i,0.0032693-0.029087i,0.0035447-0.0090785i,0.0054171-0.005339i,0.0043713-0.0052756i,0.0044079-0.0056081i
0.12311+0.076072i,0.17043+0.08929i,0.20972-0.055057i,0.18711-0.20951i,0.095272-0.18537i,-0.028093-0.055159i,-0.096189+0.051762i,-0.060302+0.084583i,-0.0079029+0.046519i,-0.0029799+0.00056101i,-0.018439-0.023889i,-0.031041-0.035501i,-0.029696-0.029372i,-0.0046279-0.015535i,0.030013-0.019237i,0.045839-0.037017i,0.034059-0.045305i,0.013386-0.038766i,0.0033051-0.028517i,0.0026375-0.019802i,0.00094126-0.013263i,-0.0055397-0.0087078i,-0.01429-0.0014934i
-0.16166-0.0060267i,-0.27896-0.10934i,-0.41699-0.2414i,-0.56933-0.36444i,-0.58981-0.3568i,-0.35957-0.23566i,-0.085763-0.15888i,0.015995-0.097413i,0.030364-0.01114i,0.044635+0.023754i,0.045468+0.020355i,0.044788+0.018608i,0.036386+0.01245i,0.010416+0.020053i,-0.004158+0.048329i,0.013331+0.068464i,0.042458+0.056821i,0.052559+0.024319i,0.034022-0.00099574i,0.0064224-0.0054394i,-0.0072923+0.0034399i,-0.011885+0.0088523i,-0.017441+0.010128i
0.1024-0.093011i,0.16422-0.02183i,0.14748+0.1571i,0.13296+0.37204i,0.15734+0.39104i,0.13586+0.19744i,0.063743+0.033843i,0.013517-0.02062i,-0.0021841-0.033019i,-0.00024048-0.03166i,0.0091104-0.025094i,0.016198-0.015264i,0.010499-0.008554i,-0.016201-0.00048806i,-0.034521+0.026402i,-0.019852+0.049197i,0.0053518+0.044693i,0.021064+0.025637i,0.024551+0.0079426i,0.015786-0.0019465i,0.0069917-0.0045173i,0.0082251-0.0049093i,0.012775-0.013162i
0.015222+0.16256i,0.054997+0.23739i,0.25455+0.25713i,0.47067+0.17355i,0.44732+0.068569i,0.20268+0.077375i,0.019699+0.16567i,0.0083909+0.16967i,0.023921+0.093274i,-0.00012034+0.054254i,-0.019368+0.039493i,-0.031661+0.018601i,-0.026548+0.0052668i,-0.00561-0.018717i,-0.00828-0.045723i,-0.031052-0.037755i,-0.038723-0.0012403i,-0.020415+0.026709i,0.0081243+0.02045i,0.020757-0.0083985i,0.015524-0.027926i,0.0096961-0.028329i,0.0065909-0.017517i
-0.099345-0.13974i,-0.15494-0.27522i,-0.27626-0.40853i,-0.39866-0.4909i,-0.39153-0.4479i,-0.23675-0.31085i,-0.080302-0.2158i,-0.046588-0.16566i,-0.074419-0.087046i,-0.059402-0.0095994i,-0.012341+0.023835i,0.014171+0.022049i,0.015665+0.012893i,0.018956+0.0025732i,0.014148-0.016488i,-0.0071826-0.026239i,-0.017415-0.015357i,-0.013439+0.00036997i,-0.0097663+0.012423i,-0.0024787+0.019396i,0.0027957+0.022128i,0.0026831+0.026562i,0.0056515+0.025295i
0.13308+0.025402i,0.12283+0.057118i,-0.009149+0.058797i,-0.17403+0.12008i,-0.16399+0.17055i,-0.013116+0.051103i,0.042243-0.12325i,-0.0017075-0.14254i,-0.0087146-0.085879i,0.0080236-0.075652i,0.012809-0.069923i,0.02221-0.05224i,0.018163-0.038732i,-0.0018805-0.010821i,-0.0037121+0.018879i,0.0032494+0.018956i,-0.010769+0.0078674i,-0.037043+0.011451i,-0.049292+0.025534i,-0.03814+0.035165i,-0.018415+0.031981i,-0.0061845+0.020387i,0.0025049+0.0070434i
-0.10253+0.093099i,-0.082435+0.16929i,0.12411+0.30614i,0.37816+0.36134i,0.40394+0.30712i,0.21848+0.28622i,0.089176+0.32478i,0.08746+0.27839i,0.085585+0.14767i,0.036431+0.048831i,-0.016316+0.0015396i,-0.03848-0.013638i,-0.026361-0.011633i,-0.010488-0.009815i,-0.0088092-0.0071605i,-0.014903-4.7662e-05i,-0.025062+0.0056092i,-0.029294+0.006426i,-0.022966-0.0015i,-0.013872-0.012372i,-0.0039635-0.020718i,0.0010871-0.02669i,-0.0013504-0.018593i
0.049477-0.12445i,0.092176-0.18425i,0.039754-0.24265i,-0.073613-0.28299i,-0.1726-0.2485i,-0.19228-0.089189i,-0.10894+0.053415i,-0.02327+0.053484i,-0.0069369+0.006358i,0.003807+0.0014695i,0.026455+0.007167i,0.027853+0.0066053i,0.021387+0.0039988i,0.018684-0.0104i,0.0081736-0.028143i,-0.0051793-0.038311i,-0.0096634-0.050491i,-0.0093382-0.063724i,-0.010948-0.059721i,-0.012597-0.035936i,-0.012973-0.0061923i,-0.010997+0.017234i,-0.0079433+0.025205i
0.01558+0.095244i,-0.057229+0.075594i,-0.17255-0.078996i,-0.30813-0.23317i,-0.3245-0.25785i,-0.22365-0.27179i,-0.17043-0.29072i,-0.13812-0.19885i,-0.050287-0.068695i,0.0201-0.017896i,0.043776-0.0073704i,0.04821-0.0033268i,0.02977-0.005681i,0.0085136+0.0013271i,0.013443+0.0093964i,0.032346+0.0016962i,0.039864-0.014468i,0.030811-0.027217i,0.012871-0.032442i,-0.0067761-0.025665i,-0.019142-0.0091436i,-0.020251+0.0041548i,-0.016489+0.0076602i
-0.094921-0.043144i,-0.066287-0.061383i,0.071864+0.039257i,0.30912+0.10846i,0.41997+0.01444i,0.28975-0.092586i,0.10896-0.081711i,0.025601-0.028617i,-0.012185-0.012232i,-0.050923-0.0025235i,-0.066342+0.0073939i,-0.056931+0.0029334i,-0.036271+0.0019084i,-0.0077148+0.0094987i,0.014153+0.010716i,0.02419+0.0079281i,0.036654+0.011105i,0.054373+0.011954i,0.062262+0.001097i,0.05416-0.015757i,0.040646-0.029744i,0.029701-0.038234i,0.019837-0.037081i
0.12774-0.002338i,0.20553+0.098153i,0.25919+0.19218i,0.28738+0.27786i,0.28376+0.31994i,0.24587+0.27852i,0.21248+0.18273i,0.1498+0.06174i,0.055559-0.021254i,0.011562-0.034562i,0.009649-0.03483i,0.00047501-0.030145i,0.00088406-0.011795i,0.0088829-0.0039023i,0.0045201-0.0014953i,-0.0054082+0.001405i,-0.014144+0.0013888i,-0.014807+0.0050443i,-0.0023858+0.012016i,0.013701+0.012559i,0.021508+0.0054094i,0.019458+0.0024054i,0.013105+0.0058892i
-0.09148+0.082828i,-0.1917+0.053643i,-0.28019+0.054134i,-0.36886+0.12672i,-0.38507+0.22921i,-0.24969+0.2202i,-0.12419+0.10564i,-0.075869+0.056045i,-0.0090018+0.075786i,0.05329+0.054769i,0.067876+0.010508i,0.065922-0.010878i,0.046582-0.016359i,0.010049-0.003726i,-0.0083771+0.019567i,-0.002364+0.030611i,-0.0015088+0.031001i,-0.01378+0.03143i,-0.027486+0.027899i,-0.036608+0.022307i,-0.039054+0.021643i,-0.038441+0.024101i,-0.035418+0.027123i
0.0021869-0.13696i,0.025107-0.2092i,-0.072056-0.29495i,-0.22741-0.36436i,-0.29797-0.38509i,-0.28651-0.31111i,-0.23054-0.16255i,-0.15009-0.037562i,-0.085531+0.015435i,-0.052931+0.028728i,-0.024073+0.038814i,0.0016846+0.034195i,0.0067378+0.014799i,-0.0016066-8.2542e-05i,-0.016036-0.0039649i,-0.02568+0.0061381i,-0.013643+0.013911i,0.0048936+0.0022204i,0.0058328-0.011926i,-0.0011516-0.01359i,-0.0026246-0.011209i,0.0012289-0.012593i,0.0038959-0.020996i
0.080631+0.10163i,0.073201+0.15755i,0.12511+0.10599i,0.16954-0.066325i,0.12719-0.20688i,0.067539-0.19567i,0.055579-0.11836i,0.051013-0.0845i,0.013166-0.065655i,-0.0089602-0.033187i,-0.013743-0.016097i,-0.030594-0.0082205i,-0.025272-0.00034768i,0.00037006-0.0080202i,0.0035705-0.020134i,-0.014147-0.018227i,-0.023444-0.0084473i,-0.013602-0.0029858i,0.005507-0.0054296i,0.018222-0.012241i,0.024954-0.012596i,0.031787-0.008542i,0.033749-0.0083235i
-0.11118-0.011042i,-0.10066-0.019041i,-0.02623+0.10004i,0.13422+0.26576i,0.2895+0.31454i,0.30909+0.22963i,0.21861+0.090577i,0.11266-0.016449i,0.051781-0.057583i,0.019365-0.064079i,-0.0085305-0.067686i,-0.015866-0.063052i,-0.010298-0.039518i,0.0013503-0.0072116i,0.025967+0.0034289i,0.041761-0.011958i,0.032972-0.01306i,0.017034+0.0096908i,0.006982+0.022674i,-0.0014497+0.019564i,-0.01106+0.019329i,-0.012707+0.026307i,-0.0014353+0.033222i
0.10502-0.067428i,0.13132-0.070663i,0.098551-0.1218i,0.04377-0.13339i,0.023438-0.046359i,0.037274+0.022661i,0.050346+0.036643i,0.052635+0.025604i,0.038247-0.011647i,0.023368-0.030276i,0.040584-0.015948i,0.06693-0.0058143i,0.056766-0.0039172i,0.025307+0.0044611i,0.011024+0.016868i,0.01375+0.016451i,0.0054208+0.0029385i,-0.013155-0.0064911i,-0.020654-0.0026627i,-0.01348+0.0071799i,-0.0067328+0.01198i,-0.012826+0.012662i,-0.022364+0.013071i
-0.047622+0.10834i,-0.083092+0.064461i,-0.094004-0.055035i,-0.17955-0.20562i,-0.32485-0.25752i,-0.35013-0.15823i,-0.20953-0.038053i,-0.059567+0.03204i,0.0048791+0.092094i,0.034872+0.12394i,0.051862+0.099066i,0.03237+0.060815i,0.0050562+0.03413i,-0.016434+0.0098194i,-0.045923+0.0070309i,-0.061643+0.026152i,-0.054574+0.027808i,-0.046777+0.0063378i,-0.039479-0.008907i,-0.022936-0.01089i,-0.0024262-0.014858i,0.0038983-0.023284i,-0.010159-0.020394i
-0.018171-0.11026i,0.017126-0.068729i,0.040149+0.078727i,0.073715+0.22312i,0.085777+0.21837i,0.019025+0.12655i,-0.06096+0.09483i,-0.083931+0.084625i,-0.083396+0.050997i,-0.086382+0.029318i,-0.07786+0.012765i,-0.070235-0.01378i,-0.059555-0.02493i,-0.029198-0.024276i,-0.0073839-0.038739i,-0.01281-0.05435i,-0.018018-0.049501i,-0.0074688-0.034571i,-0.0035473-0.02609i,-0.014408-0.024055i,-0.018408-0.021727i,-0.003681-0.017636i,0.017567-0.013592i
0.090257+0.10049i,0.074477+0.16648i,0.077483+0.21191i,0.15034+0.22115i,0.25091+0.1509i,0.24586+0.044153i,0.12357-0.0020025i,0.025446-0.021175i,-0.011647-0.089437i,-0.034355-0.12827i,-0.030828-0.097732i,-0.0031958-0.065013i,0.012664-0.042287i,0.023256-0.012344i,0.044644+0.0043109i,0.058242-0.0064209i,0.050954-0.022162i,0.039923-0.029387i,0.035911-0.038096i,0.025603-0.043126i,0.0059863-0.026536i,-0.0070765+0.002453i,-0.0047527+0.015422i
-0.13881-0.020963i,-0.17495-0.10295i,-0.19842-0.20869i,-0.23358-0.30215i,-0.2268-0.29888i,-0.13166-0.23684i,-0.018174-0.21526i,0.042899-0.18086i,0.073878-0.10193i,0.078828-0.05726i,0.058398-0.041856i,0.04931-0.021396i,0.034549-0.009212i,-0.0023224+0.0072434i,-0.01869+0.038173i,0.0031066+0.057533i,0.031196+0.051193i,0.042009+0.029607i,0.040057+0.0086135i,0.033576+0.00074018i,0.021785+0.0039438i,0.0079686+0.009565i,-0.0062497+0.014255i
0.1204-0.090095i,0.16215-0.11809i,0.12177-0.16651i,0.017917-0.16899i,-0.083022-0.092712i,-0.11003-0.0046606i,-0.064172+0.029605i,0.0062421+0.031198i,0.054912+0.030115i,0.05821+0.019921i,0.035902+0.014354i,0.025435+0.023006i,0.025336+0.01409i,0.013171-0.013844i,-0.014474-0.026407i,-0.039802-0.016279i,-0.043497-0.0011374i,-0.029844+0.01241i,-0.019201+0.028534i,-0.017727+0.037777i,-0.018536+0.028905i,-0.014909+0.011556i,-0.0062536-0.0037141i
-0.049836+0.13965i,-0.055945+0.19654i,0.046364+0.24251i,0.19809+0.25743i,0.2733+0.22948i,0.21931+0.18706i,0.12151+0.17541i,0.050081+0.1656i,0.010356+0.13491i,0.0074262+0.10096i,0.0029673+0.05607i,-0.032262+0.024664i,-0.040838+0.021983i,-0.013882+0.0081295i,-0.0041811-0.013334i,-0.015124-0.014714i,-0.026605-0.00041628i,-0.03224+0.011115i,-0.027019+0.010182i,-0.0091077-0.0031825i,0.010338-0.022965i,0.015354-0.031577i,0.0098911-0.021833i
-0.024878-0.11971i,-0.026709-0.12674i,-0.054534-0.021311i,-0.063023+0.10623i,-0.039044+0.13443i,-0.0067932+0.077881i,-0.01336+0.019404i,-0.08815+0.0033787i,-0.15515+0.020643i,-0.12899+0.01449i,-0.047013-0.045728i,0.0069437-0.11385i,0.011719-0.12133i,0.010484-0.069566i,0.031193-0.029827i,0.050044-0.033205i,0.046104-0.038611i,0.031303-0.028237i,0.018478-0.024679i,0.006156-0.030254i,0.00066644-0.028118i,0.00099779-0.015663i,-0.0019652+0.0034794i
0.091981+0.083903i,0.098079+0.10588i,0.027772+0.021966i,-0.12328-0.077058i,-0.2532-0.11052i,-0.27753-0.12685i,-0.22044-0.17085i,-0.11-0.21004i,0.0097703-0.22471i,0.05733-0.18785i,0.062439-0.10153i,0.081775-0.029028i,0.083079+0.0026642i,0.065036+0.023803i,0.053219+0.044288i,0.042522+0.049461i,0.02569+0.041641i,0.01395+0.035972i,0.019646+0.037094i,0.028067+0.037296i,0.021927+0.033521i,0.0072633+0.029036i,-0.00042322+0.020646i
-0.11971-0.015791i,-0.14868-0.07733i,-0.085367-0.14061i,-0.024229-0.2519i,-0.065534-0.31821i,-0.11242-0.22714i,-0.043299-0.071406i,0.079526+0.020616i,0.13526+0.06175i,0.1233+0.08122i,0.080461+0.090203i,0.031511+0.10567i,0.0005797+0.10129i,-0.028906+0.060779i,-0.06765+0.031889i,-0.082462+0.041175i,-0.064414+0.044905i,-0.051707+0.019803i,-0.058685-0.0023117i,-0.055257+0.0014375i,-0.033901+0.011817i,-0.013209+0.0021055i,-0.0038895-0.016262i
0.11328-0.064699i,0.14801-0.045026i,0.098935+0.016905i,0.087625+0.11993i,0.1916+0.15894i,0.29313+0.13408i,0.29954+0.14544i,0.22984+0.1901i,0.11638+0.20088i,0.022742+0.15369i,-0.012707+0.055865i,-0.029342-0.04879i,-0.042339-0.097731i,-0.035125-0.088982i,-0.013907-0.07346i,-0.0091174-0.076879i,-0.021461-0.075639i,-0.026118-0.059143i,-0.034918-0.042288i,-0.049783-0.02375i,-0.034331+0.001397i,0.010093+0.020894i,0.039038+0.024553i
-0.078259+0.12481i,-0.12787+0.18437i,-0.090003+0.21874i,0.0060208+0.23859i,0.083276+0.24305i,0.066177+0.18167i,-0.044046+0.11527i,-0.13931+0.077475i,-0.15108+0.025512i,-0.11101-0.008955i,-0.059271-0.015542i,-0.027442-0.018918i,-0.020946-0.014546i,-0.016508-0.0051619i,-0.0088376+0.0044443i,0.00023251+0.012916i,-0.002848+0.017995i,-0.017461+0.021791i,-0.020078+0.011421i,-0.0078853-0.012938i,0.0023534-0.027295i,0.0016966-0.01974i,0.001247-0.001085i
0.0061543-0.12524i,0.034364-0.21446i,0.00088314-0.2743i,-0.12659-0.30251i,-0.28689-0.24506i,-0.35091-0.12435i,-0.3039-0.088361i,-0.25662-0.1221i,-0.22031-0.1196i,-0.13629-0.093691i,-0.03275-0.073571i,0.045735-0.058311i,0.078133-0.047519i,0.064043-0.03428i,0.0298-0.018963i,0.010312-0.010546i,0.022534-0.023956i,0.050246-0.052257i,0.074912-0.066966i,0.076419-0.060426i,0.038656-0.036509i,-0.011136+0.0026828i,-0.036993+0.04038i
0.084165+0.08707i,0.12404+0.10984i,0.1251-0.011045i,0.018367-0.19397i,-0.13602-0.28253i,-0.15109-0.23687i,0.027005-0.18126i,0.22334-0.20721i,0.27532-0.21803i,0.21537-0.15729i,0.12509-0.086771i,0.042719-0.018897i,0.011911+0.046462i,0.033194+0.082991i,0.066761+0.087497i,0.084858+0.070367i,0.078638+0.058024i,0.062064+0.064003i,0.047224+0.065127i,0.028217+0.028687i,-0.0018941-0.039176i,-0.038159-0.089807i,-0.061805-0.086232i
-0.10996-0.019484i,-0.1559-0.014428i,-0.069735+0.1082i,0.1544+0.20545i,0.31538+0.1396i,0.25696+0.053241i,0.06786+0.13159i,-0.081609+0.27562i,-0.13649+0.325i,-0.11309+0.26938i,-0.054963+0.14348i,-0.033933+0.022022i,-0.042966-0.024073i,-0.054193-0.035435i,-0.085284-0.045319i,-0.12327-0.037119i,-0.14039-0.025821i,-0.14152-0.046114i,-0.13938-0.082526i,-0.10409-0.065369i,-0.0096782+0.0079562i,0.083577+0.049705i,0.099547+0.032997i
0.090272-0.037115i,0.11749+0.0034634i,0.078405+0.082301i,0.12881+0.13504i,0.27004+0.0099614i,0.24341-0.21758i,0.036064-0.28129i,-0.087363-0.17441i,-0.083752-0.10155i,-0.076865-0.072944i,-0.040399-0.0094886i,0.039715+0.029906i,0.081308+0.0010988i,0.077575-0.038983i,0.071147-0.052409i,0.073902-0.052168i,0.087293-0.042682i,0.11635-0.031814i,0.13064-0.041917i,0.072243-0.054873i,-0.031252-0.027764i,-0.07589+0.027769i,-0.044971+0.048388i
-0.056094+0.094748i,-0.10502+0.092807i,-0.13979-0.0034133i,-0.26966-0.051419i,-0.38616+0.13905i,-0.30371+0.34388i,-0.14236+0.27242i,-0.081297+0.0747i,-0.075331-0.029242i,-0.054421-0.054245i,-0.037919-0.079072i,-0.047579-0.10848i,-0.073457-0.097808i,-0.075823-0.037697i,-0.048752+0.026127i,-0.024322+0.048852i,-0.036543+0.049138i,-0.078308+0.070303i,-0.087281+0.11192i,-0.027851+0.12015i,0.038154+0.059641i,0.03587-0.011493i,0.0019311-0.024479i
0.0077663-0.12333i,0.051062-0.23221i,0.034289-0.30036i,-0.069044-0.31645i,-0.23345-0.23708i,-0.31389-0.067123i,-0.21867+0.066578i,-0.078594+0.084879i,-0.019881+0.04476i,0.0089241+0.019499i,0.052061-0.0041642i,0.069246-0.050928i,0.044159-0.072751i,0.019305-0.048233i,0.0026888-0.026846i,-0.027286-0.013742i,-0.04251+0.00069713i,-0.031751-0.013057i,-0.018523-0.039915i,-0.010634-0.038768i,0.0093622-0.012453i,0.048655+0.0067801i,0.060277+0.006486i
0.05861+0.10084i,0.093171+0.1645i,0.12557+0.1297i,0.1126+0.015977i,-0.0080941-0.10635i,-0.15928-0.11481i,-0.16239-0.020198i,-0.072738-0.042143i,-0.072158-0.1878i,-0.10742-0.2623i,-0.0534-0.26104i,0.037251-0.22992i,0.08568-0.15455i,0.080174-0.067362i,0.0575-0.0066784i,0.05299-0.0035225i,0.046693-0.025978i,0.028623-0.013992i,0.017399+0.022324i,0.028892+0.037572i,0.03712+0.016071i,-0.00059703-0.004414i,-0.05156+0.0073633i
-0.1303-0.017141i,-0.20194+0.024247i,-0.1336+0.18497i,0.11227+0.21678i,0.3227-0.11399i,0.27977-0.55307i,0.14394-0.65523i,0.22333-0.48968i,0.37665-0.38365i,0.35157-0.31724i,0.25659-0.18203i,0.19663-0.051532i,0.12635+0.0083088i,0.03994+0.019282i,-0.027328+0.017753i,-0.065249+0.030835i,-0.077252+0.045952i,-0.061494+0.016367i,-0.033399-0.040773i,-0.01735-0.050756i,-0.0075618-0.0028661i,0.015803+0.028165i,0.025994+0.0006396i
0.1372-0.0055291i,0.20462-0.015888i,0.16381-0.043091i,0.10075-0.051286i,0.11825-0.025419i,0.11058+0.03629i,-0.011437+0.1553i,-0.11064+0.3226i,-0.051302+0.4064i,0.078051+0.29194i,0.12289+0.09426i,0.092898-0.011915i,0.071709-0.01717i,0.059196+0.0055805i,0.049104+0.022619i,0.053346+0.011486i,0.059046-0.020885i,0.067584-0.058395i,0.035093-0.10397i,-0.057303-0.10917i,-0.11583-0.043446i,-0.096143+0.037138i,-0.038081+0.076658i
-0.076377+0.10639i,-0.099381+0.044598i,-0.083359-0.17114i,-0.15622-0.40039i,-0.22144-0.36574i,-0.082436-0.23753i,0.06651-0.29584i,0.025134-0.35636i,-0.05229-0.20787i,-0.00813+0.011904i,0.1195+0.11997i,0.20178+0.089i,0.1434+0.02104i,0.022258+0.015902i,-0.042231+0.028677i,-0.065029+0.0070602i,-0.082967-0.020846i,-0.078109-0.025443i,-0.029307-0.014477i,0.02122-0.012898i,0.026945-0.0024169i,0.021302+0.016244i,0.014864+0.0095926i
0.43985+8.782i,0.82478+9.3459i,2.9075+9.3993i,4.0039+5.4554i,3.8848+1.1567i,2.3835-1.4067i,0.56936-1.1734i,0.19273+0.21228i,0.85856+0.82324i,1.4662+0.54484i,1.4791+0.10907i,1.3374-0.042522i,1.386-0.1533i,1.2873-0.2412i,1.0757-0.34992i,0.71857-0.45411i,0.22603-0.33563i,-0.097522-0.1216i,-0.21159-0.0080664i,-0.13711+0.093666i,0.096354+0.17257i,0.28849+0.12959i,0.28596+0.034619i
0.032405+0.091966i,0.056549+0.21024i,0.089687+0.26744i,0.15252+0.2641i,0.17085+0.19814i,0.074303+0.16168i,-0.036641+0.20542i,-0.078835+0.22534i,-0.07318+0.15965i,-0.018107+0.061794i,0.0762-0.019051i,0.14102-0.084791i,0.12769-0.1252i,0.054004-0.10448i,-0.011992-0.035863i,-0.015025+0.015794i,0.0035517+0.0070608i,-0.0068913-0.014057i,-0.022863-0.0067696i,-0.022434+0.0023144i,-0.012794-0.0022529i,-0.0081467-0.017161i,-0.01662-0.023382i
-0.1118-0.095241i,-0.18874-0.10648i,-0.18992-0.022772i,-0.14808+0.024651i,-0.13091-0.017699i,-0.11442-0.059511i,-0.072975-0.091297i,-0.02129-0.14351i,-0.000466-0.19643i,-0.0017984-0.19188i,0.044992-0.12266i,0.11301-0.079139i,0.11019-0.08518i,0.05575-0.061725i,0.041119-0.0071742i,0.058597+0.020817i,0.052635+0.034035i,0.039946+0.046223i,0.039915+0.026071i,0.017014-0.021906i,-0.023811-0.03514i,-0.028843-0.0056397i,-1.9644e-07+0.0050072i
0.16659-0.002875i,0.25657-0.04016i,0.19464-0.13119i,0.039143-0.16338i,-0.077806-0.079115i,-0.1568+0.055796i,-0.25606+0.14116i,-0.35491+0.13018i,-0.3457+0.063236i,-0.22961+0.0010808i,-0.094195-0.0089505i,0.036724-0.013407i,0.091965-0.068176i,0.033222-0.091226i,-0.019524-0.043478i,-0.004798-0.017667i,0.0020995-0.040582i,-0.038221-0.069147i,-0.10397-0.075084i,-0.13808-0.032337i,-0.095605+0.034024i,-0.011729+0.06364i,0.053463+0.04171i
-0.15297+0.055714i,-0.20639+0.038302i,-0.14239-0.090415i,-0.091495-0.21734i,-0.082701-0.15043i,0.0041106+0.029971i,0.12236+0.12788i,0.13362+0.13642i,0.049753+0.11455i,-0.036568+0.06389i,-0.067275+0.0025172i,-0.039898-0.066692i,-0.035465-0.13007i,-0.061019-0.11143i,-0.034772-0.045834i,0.0035711-0.023808i,-0.0055422-0.0082667i,-0.026663+0.036044i,-0.032061+0.074935i,-0.025253+0.080346i,-0.014948+0.0494i,-0.011733+0.0079092i,-0.022503-0.025413i
