-0.0020509-0.0013548i,-0.0014161-0.0018294i,-0.0032248-0.001044i,-0.003533-0.00051674i,-0.0023223+0.00088332i,-0.0017406+0.0027216i,-0.0018632+0.0027731i,-0.0013773+0.0020717i,-0.00014062+0.0022164i,0.00054134+0.0017764i,0.00060449+0.00017764i,0.00031107-0.00069284i,-0.00069778-0.00010099i,-0.0016346+0.00028939i,-0.0015935-0.0001762i,-0.0011252+3.5903e-05i,8.8215e-05+8.9518e-05i,0.0011414+0.00031326i,0.00066241+0.00067055i,0.00012643+0.00097452i,8.0636e-05+0.00057582i,0.00010706-0.0004673i,0.00041289+3.2911e-05i
0.00058914+2.7718e-05i,0.00052758-0.00022746i,0.00044316+0.0010121i,-0.00014895+0.0019115i,-0.00035611+0.0016032i,-0.00047227+0.00093537i,-0.00049742+0.00045967i,-0.00029296+0.00021486i,-0.00086149+0.0003373i,-0.0015062+0.00045027i,-0.0013968-0.00068884i,-0.0010897-0.0011394i,-0.00081222-0.00038276i,-0.00037642+0.00050743i,0.00052082+0.00082665i,0.00048591+4.1881e-05i,0.0003099-0.00040222i,0.00032366+7.243e-05i,0.00028967-6.0262e-05i,0.00027489-0.00012301i,-0.00010818+0.00025855i,-0.00070983-9.868e-05i,-0.00074427-0.00025773i
-0.00088313-0.00073811i,-0.00021073-0.00040604i,-0.00069025-0.0011573i,-0.001425-0.00023713i,-0.0016246+0.00077959i,-0.0015108+0.00091869i,-0.000191+0.00059567i,0.00024633+0.00012214i,-0.00024577-0.0003487i,-0.0008421-0.00034941i,-0.0014021-0.00086272i,-0.0006278-0.0015224i,-3.0557e-05-0.0010178i,-0.00018751-0.0003154i,-0.00013441+6.0756e-05i,-0.0008445+0.00026562i,-0.0011119+0.0002555i,-0.00041228+0.00028775i,-0.00054422+4.9962e-05i,-0.00066693+0.00010694i,0.00020125+4.6174e-05i,0.0014235-0.00052176i,0.0015585-0.00095139i
-0.00010157+0.00027376i,0.00071474+0.00086199i,0.00014093+0.00062379i,-0.00080477+0.0001901i,-0.00098156-8.7799e-06i,1.34e-06+0.00088603i,0.00078732+0.0011579i,-3.9214e-05-0.00017742i,-0.00022366-0.001218i,-0.00023739-0.0010105i,-0.00065028-0.00097039i,-0.00027931-0.00052238i,-0.00059818+0.00052387i,-0.00080686+0.00029998i,-0.00013391-0.00057115i,0.0002504-0.00029577i,0.00030199+0.0012584i,0.00038626+0.0013691i,-0.00049727+0.00031851i,-0.00062495-4.3968e-05i,-0.00072737-0.00028565i,-0.0007711-5.2285e-05i,-0.00040244+0.00013903i
-0.00039358+0.00044608i,0.0003465+0.00015977i,-0.0003383+3.7017e-05i,-0.00055339-0.00020781i,-0.00025338-0.00017957i,-0.00026124-0.00015644i,-0.0010461+0.0004349i,-0.0010104-0.0002409i,-0.00010265-0.00068973i,-0.0007094-0.00011062i,-0.0014095-0.00045173i,-0.0010337-0.0012385i,-0.00077017-0.00039331i,-0.00044768+0.001026i,0.00028856+0.00088151i,9.5502e-05+0.000875i,-0.00034761+0.0009274i,0.00015882+0.00035089i,0.00019061+0.00054754i,-0.00031863+0.00062839i,0.00019584+0.00072266i,0.00024284+0.00055825i,0.00026783-0.00063598i
0.0015663+0.0015471i,0.0028108+0.0010825i,0.0037205+0.00082056i,0.0024051+0.00067646i,0.0014079+0.00087823i,0.00053157+0.0014218i,-0.00096481+0.0018946i,-0.0010706+0.0017835i,-0.00021152+0.0012392i,0.00081055+0.000266i,0.00016054-0.00086517i,-0.0012037-0.00088223i,-0.0014796-0.00023552i,-0.0012397+0.00027487i,-0.00054091+4.6139e-05i,-0.00041897-0.0001433i,-6.6936e-05-0.0003752i,0.00044566-0.00037884i,-0.00052853+0.00028101i,-0.00083258+0.0002559i,-0.00033795-2.4799e-05i,-0.00078555+0.00040815i,-0.00098325-0.00029751i
-0.00062345-0.0002779i,-0.00049947-9.7567e-05i,-0.00057647+0.00010794i,-0.00099855+8.6187e-05i,-0.00128-8.675e-06i,-0.0015413-0.00034043i,-0.0011448-0.00030294i,-0.00032458-0.00066943i,0.00012123-0.0012289i,0.0001228-0.00061645i,-0.0002136-4.0318e-05i,-0.00027558+0.00045222i,0.00071877+0.00083533i,0.0013694+0.00027207i,0.00042024-0.00057452i,-0.00043297-0.00075487i,-0.00019969-0.00049115i,0.00035971-0.00044123i,0.00011962-0.00046566i,-0.00040328-0.00036568i,-0.00069186+4.3533e-05i,-0.00013736+7.1405e-05i,0.00058618+0.00075001i
0.00021765+0.00099561i,-6.5469e-05+0.00051982i,0.00015959+0.0011364i,0.00034875+0.0013975i,-0.00025757+0.0020614i,-0.001127+0.0016255i,-0.0010623+0.0002272i,-0.00014736-0.00044607i,-0.00038368-0.00010911i,-0.00076448-9.617e-05i,-0.00095115-0.00031113i,-0.001618+0.00026815i,-0.00085278+0.00086235i,-0.00016738+0.00090598i,0.00031873+0.0003966i,0.00041041+5.029e-05i,-0.00013685-1.5898e-05i,0.00024905+6.8351e-05i,0.00012037+5.4232e-05i,-0.00054083-0.00018962i,-0.00077308-0.00031865i,-0.00038424-0.0001573i,0.0006511+0.00037373i
-0.0026543+0.00081275i,-0.0018665+0.0016655i,-0.0022017+0.0018602i,-0.0020575+0.001106i,-0.00067772+0.0011513i,-2.9719e-05+0.0014715i,-0.00012629+0.00029106i,-0.00038058-0.0004001i,-0.00059656-0.00014237i,1.2666e-05+0.00024618i,-0.00025127-3.1485e-05i,-0.00085366-0.0010035i,-0.00055533-0.00082966i,-0.00065634-0.00028298i,-0.00023889-1.4551e-05i,0.00019338+0.00030526i,-0.00050631+0.00094631i,-0.00097937+0.0019444i,-0.0010285+0.0011493i,-0.0010027-0.00014395i,-0.00088985+0.00042298i,-0.00039901+0.00077816i,0.00044091+0.00085743i
0.00016558+0.00085868i,-0.00028883+0.0015926i,-0.00094418+0.00091806i,-0.00013537-0.00012594i,-3.4706e-05+0.00044078i,-0.0011047+0.0013709i,-0.00037735+0.001215i,0.00057754+0.00081333i,0.0010643+0.00054534i,0.00093772-7.5775e-05i,0.00036312-0.00070417i,-0.00077305-0.00080846i,-0.0014056-0.00034766i,-0.00072422-9.5453e-05i,-0.00068522-0.00016605i,-0.00053493-9.3605e-06i,3.8436e-05+8.1778e-05i,-0.00021593-2.1795e-05i,-0.0001556+0.00032914i,0.00063311+0.0005784i,0.00059641+0.00022348i,0.00015383-0.0005812i,1.6106e-07-0.00092109i
-0.001882-0.00034482i,-0.0014447+3.5988e-05i,-0.0012526+0.000775i,-0.00033682+0.00086249i,0.00049137+0.0012507i,0.00059016+0.00082542i,5.664e-05-1.4733e-07i,-0.00085368-0.00034027i,-0.00070478-0.00076389i,-0.00033068+3.2461e-05i,-0.0016103+0.00048538i,-0.0027228-0.00026115i,-0.0019161-0.00030928i,-0.00019961+0.00078359i,0.00061128+0.00091576i,0.00033842+0.00060504i,-3.8486e-05+0.00036281i,0.00043768+0.00013103i,0.00048515+0.00012771i,7.1959e-05+0.0003606i,-0.00062154+0.00029694i,-0.00086143-9.617e-05i,-9.0356e-05-0.00064332i
-0.00091757+0.0010361i,-0.00066201+0.00084505i,-0.00031327+0.00081711i,-0.00058278+0.00076419i,-0.00029472+0.00059181i,-0.0005838+0.00085863i,-0.00018606+0.0012982i,0.0003432+0.00083156i,6.8464e-05-0.00016381i,-9.5561e-06-0.00074602i,-0.00044439-0.0014221i,-0.0010747-0.0014468i,-0.00081178-0.000784i,-0.00034673-0.00058352i,1.0842e-05-0.00032137i,-0.00031165-0.00020079i,-0.00042173+1.2669e-05i,-5.9243e-05+0.00033483i,-0.00047774+6.5719e-05i,-0.00078037+0.00012722i,-0.0013023-8.1697e-05i,-0.0010566+0.00011983i,-0.00057394+0.00066377i
-0.00041849-0.0023982i,-0.00065388-0.0023901i,-0.0018893-0.0028887i,-0.001992-0.0025401i,-0.0014956-0.00022219i,-0.0013203+0.0011736i,-0.00088899+0.00084432i,-6.6905e-05+4.9503e-05i,0.00015616+0.00017927i,-6.7802e-05+0.0013347i,-0.00068591+0.00062799i,-0.001237-0.00042943i,-0.0013371-9.5189e-05i,-0.00099127+0.00022646i,-7.5977e-05+0.00048823i,-0.00012955+0.00057723i,-0.00049328+0.00043449i,0.0001383-6.8078e-05i,3.3751e-05-0.00021377i,-0.00059702-0.00018339i,-0.00097242-0.00043737i,-0.00079417-0.00050069i,7.6676e-06-0.00020333i
-0.00090345+0.0012073i,-0.00067697+0.00084626i,-0.0011046+0.00078478i,-0.00050191+0.00084211i,0.0010688+0.0009034i,0.0015254+0.00092148i,0.00069815+0.00075738i,0.00047525+0.00037231i,0.00029691+0.00022081i,0.00032653+0.00044018i,0.00010873+0.00027081i,-0.00082261-0.00031015i,-0.0011483+0.00018863i,-0.00080283+0.0011231i,-0.00013993+0.00062672i,0.00061347+0.00050666i,0.0011496+0.00064217i,0.00089888+0.00014152i,0.00044466-0.00032656i,0.00020235-0.0001273i,-0.00012869+6.1958e-05i,-7.2434e-07+0.00039485i,-2.6159e-05+0.0001466i
-0.0026041+0.0018846i,-0.0020086+0.0021842i,-0.0022652+0.0028567i,-0.00075964+0.0029965i,-7.1025e-05+0.0027761i,-6.6525e-05+0.0015508i,-0.0002006-0.00010379i,-8.7681e-05-0.00018349i,0.00050584+0.00018529i,0.00029632+0.00035447i,-0.00033467-1.9407e-05i,-0.0011074-0.00094603i,-0.0012925-0.00046102i,-0.00055339-9.6344e-05i,-8.6811e-05-0.0002745i,-0.00038448-7.5126e-05i,-0.00077416-9.5952e-05i,-0.00015623+0.00021242i,0.00050829+0.00034882i,0.00050665+0.00070835i,0.00054944+0.00040223i,0.00044336+0.0006768i,2.6372e-05+0.001233i
-0.00024773-0.0022274i,0.00056109-0.0016968i,-0.0015105-0.0016328i,-0.0022253-0.00066734i,-0.0015051+0.0015428i,-0.001181+0.0020552i,-0.00048143+0.00049815i,-0.00039411-0.00069274i,-0.00041804-0.00023736i,-0.00039669+0.00015776i,-0.00084255-0.00014671i,-0.00047793-0.00026928i,-0.00038392-0.00028723i,-0.00080361-0.00047272i,-0.00050192+0.00030089i,0.00020545+0.0011448i,0.00023876+0.00049825i,-2.678e-05+0.00047409i,1.3271e-05+0.00013208i,-0.00044206-8.9066e-05i,-0.00015183-0.00015435i,0.00017167-0.00014756i,-0.00024159-0.00013765i
-1.3932e-06-0.0008374i,0.00090691-0.0020118i,0.00036671-0.0018022i,-0.00051027-0.00060154i,-0.0016702+0.0005347i,-0.0018915+0.00084814i,-0.00055978-0.00024539i,0.00019042-0.0009817i,1.3767e-05-0.00034731i,-0.0010789+0.00025154i,-0.0014906-0.00087317i,-0.0013718-0.00098296i,-0.0016195-0.00071705i,-0.0015043-0.0010957i,-0.00096302-0.0013392i,0.00042925-0.00040908i,0.0010268+0.00067964i,0.0011243+0.00049887i,0.00073341+0.00013661i,-0.00022736-4.5579e-05i,-0.00058427-0.00043655i,-0.00049981-0.00022932i,-0.00026766-0.00037995i
-0.0018521-0.0001708i,-0.00078163+0.0010406i,-0.0015035+0.0012637i,-0.00072047+0.00066799i,0.0006903+0.00063036i,0.000238+0.00010037i,-0.00051013-0.00062638i,-0.000101-0.00053309i,-7.8691e-05-0.00011592i,-0.00058498+0.00010554i,-0.0006008-0.00041511i,-0.0006118-0.00084521i,-0.00018371-0.00013573i,0.00063701+0.00051749i,0.00056082+0.00028328i,0.00010596+0.00019097i,0.00035013+0.00055073i,0.00036698+0.00042275i,-0.0003288+0.00010853i,-0.00030266+0.00030443i,-0.00036285+0.00092228i,-0.00036866+0.0010905i,0.00064877+0.00029112i
0.00061246+0.00026607i,0.0012704+0.00054722i,-0.00049155+0.0011017i,-0.0008942+0.0014563i,-0.0002412+0.0019601i,-0.00096887+0.0024279i,-0.00062904+0.0014522i,0.00045437-0.00021439i,0.00026814-0.00028391i,0.00024494+0.00037648i,-0.00025267+2.4705e-05i,-0.00073521-0.0001526i,-0.00054577-0.00016818i,7.1196e-05-0.00031728i,-0.00034089-0.00070889i,-0.00061577-0.00064843i,0.00041643+0.00043918i,0.00092996+0.00094025i,0.00034593+0.00033878i,-0.00035264-0.00020307i,-0.00049322-0.0005647i,0.00035988-0.00080631i,0.00061113-0.00061883i
0.00092715+0.00025193i,0.0018495-0.0012553i,-9.1087e-05-0.0014055i,-0.0013947-0.00069672i,-0.0013942+0.00044303i,-0.0010399+0.00094208i,-0.00072606+0.0010255i,-0.00057049+0.0011866i,-0.00012658+0.0008605i,-1.5899e-05-0.00029265i,-0.00050819-0.00057075i,-0.0012944-0.00041091i,-0.00078628-0.00047038i,8.2319e-05-0.00019569i,0.00033748+9.2065e-05i,0.00049441+0.0009756i,0.00076626+0.0019511i,0.00047523+0.0014693i,0.00030561+0.0004155i,0.00091514+0.00015731i,0.00098505+0.00028173i,9.1408e-05+0.00010503i,-0.00035225-0.00015919i
0.0023665-0.0021676i,-0.00057333-0.00106i,0.0033082-0.00062078i,0.0033953-0.0008086i,0.00073692-0.00025533i,-0.00064611+0.00077181i,-0.00064396+0.0008571i,-2.3851e-05-0.00026064i,-2.5702e-05-0.00044076i,0.00018791-0.00065753i,0.00023226-0.00087882i,1.8068e-07-0.0010315i,8.3143e-05-0.0011139i,5.6996e-05-0.00040729i,0.00020768+0.00045359i,0.00011808-0.00010595i,-0.00027698-0.00041034i,-0.00056529-0.00023019i,-1.1238e-05-0.00019297i,0.00068272-7.2254e-05i,0.00072162+0.00028323i,0.00012802+7.0397e-05i,6.6067e-05-0.00054384i
0.00079962+0.00062932i,0.001709-0.00038433i,0.0034599-0.0013744i,0.002622-0.00080739i,0.0011193-0.00032176i,0.00035367+0.0001506i,0.00023971+0.00056289i,0.00073149+0.00020523i,0.00048925+0.00042002i,0.00038167+0.00088466i,0.00017209+0.00010822i,-0.00037256-0.00020886i,-1.7987e-05-8.5542e-06i,0.00049726-0.0003681i,0.00026616-0.00038739i,-2.918e-05+0.00022773i,-0.00014787+0.00081913i,-7.2099e-05+0.00054351i,0.000146-0.00023102i,-4.1747e-05-0.00032131i,8.8857e-05-0.00018547i,0.00033662+0.00030913i,0.00087878+0.00025111i
0.0010778-0.0017784i,-0.00017051-0.00057931i,-0.00011913+0.00020194i,-0.00026645+0.00045077i,-0.0011718+0.0010786i,-0.0021917+0.0012017i,-0.0020421+0.001395i,-0.00043174+0.001212i,-3.4265e-05-0.00015926i,-0.00019941-0.0011319i,1.5755e-05-0.0012951i,0.00010566-0.0018444i,-0.00034573-0.0018044i,0.00025318-0.0013161i,0.00083736-0.00054436i,-4.0831e-05+6.0645e-07i,-0.00033372+0.00020529i,-0.00014357+0.00037676i,-0.00071386+0.00025327i,-0.000751-0.00038714i,-0.00026733-0.0010925i,0.000406-0.00081227i,0.0006429-0.00019014i
0.0010458-0.001678i,-0.00025267-0.0017744i,-8.9416e-05-0.0029783i,-0.00078554-0.0019469i,-0.0020791+0.00023026i,-0.001643+0.00096442i,-0.00035109+0.00036959i,0.00056393+0.00046796i,0.00017179+0.00080643i,-0.00084458+2.3371e-05i,-0.0012337-0.0005234i,-0.0012821-0.00029753i,-0.0010268-8.9708e-06i,-0.0007397-0.0003488i,-0.00046427-0.0013007i,-0.00079837-0.0011401i,-0.0012171-9.6422e-06i,-0.00084567-2.6354e-05i,-0.00059541+3.1703e-05i,-0.00036707+0.00088514i,-0.0010029+0.00076489i,-0.0007163+0.00010809i,3.026e-05+0.00037895i
-0.0010665+0.001085i,-0.0011975+0.0013584i,-0.001901+0.001225i,-0.0019488+2.9647e-05i,-0.00093963-0.00050028i,0.00033044+0.00021671i,0.00044277+6.1341e-05i,-5.8829e-05-0.00061371i,-0.00051085+9.3813e-05i,-0.00092997+0.00080401i,-0.00088099+4.5897e-07i,-0.00082976-0.00029126i,-0.0010924-0.00046031i,-0.0014641-0.00085507i,-0.0018339+5.5817e-05i,-0.0019153+0.001082i,-0.001151+0.00082452i,-0.00041158+8.8976e-05i,-0.00055592+0.00023348i,-0.00038221+0.00069073i,0.00031589+0.0001009i,0.00069821-0.00061204i,0.00069574-0.00054636i
0.00051591-0.00018775i,-0.00023833-0.00033156i,0.00056611+0.00032915i,0.00058168+0.00011877i,-0.00016424+7.2803e-05i,-0.0006575-0.00020231i,-0.00040272+2.2002e-05i,-0.00074921+0.00019621i,-0.0014065-0.00035794i,-0.0014274-0.00014205i,-0.0016507-0.00053299i,-0.0014909-0.0013759i,-0.00060074-0.0016084i,-0.00010004-0.00063663i,-0.00028342+0.00011171i,5.2923e-05-0.00027241i,0.00028985-0.00060908i,7.2047e-05-0.00012539i,0.000148+9.0306e-05i,-0.00015463-0.00049755i,-0.00056056-0.00067038i,0.0003177-0.00027778i,0.00027512-0.000418i
-0.00097874+0.00079726i,-0.0015393+0.0009259i,-0.0007685+0.0016382i,-0.00074727+0.0014845i,-0.00069342+0.0016039i,-0.00072081+0.0018543i,-0.00025046+0.0014082i,0.00015161+0.0010312i,7.6197e-05+0.00097242i,-0.00080049+0.00024749i,-0.0011432-0.00035048i,-0.0011145-9.3727e-05i,-0.0014185-0.00049007i,-0.0015083-0.00043011i,-0.00061931-0.00024299i,-0.00037699-0.00037699i,0.00014844-0.00077758i,0.00021105-0.00019533i,-0.0006028+0.00066193i,-0.00013431+0.00016316i,3.7514e-05-0.00071697i,0.00013296-0.00061394i,0.00054279+0.0002163i
2.0584e-05-0.0012693i,0.00041264-0.00083732i,0.0017429-0.0026785i,0.00058082-0.0031264i,-0.00049819-0.0013525i,-0.0003087+5.585e-05i,-0.000291+0.00048454i,-0.00049687+0.00023702i,-0.00038365+0.00044082i,-0.0010788+0.00042945i,-0.00088461-0.00044406i,-8.686e-05-0.00077989i,-8.9846e-05-0.0004679i,1.7588e-05-0.00011872i,9.7497e-05+0.00036119i,0.00026944+0.00051259i,0.00067282+0.00018396i,0.0005051-9.6977e-05i,0.00088901-0.00050137i,0.0011187-0.0001662i,1.9375e-05+0.00031561i,-0.0005902-3.2982e-05i,-0.00038742-0.00027892i
-6.7464e-05+0.00023237i,-0.00042424+0.00052746i,-0.0018477-0.0003177i,-0.0018969-7.5123e-05i,-0.0021716+0.00030826i,-0.001585+1.7472e-05i,-0.0001322-0.00015187i,-0.00017934-0.00085845i,-0.00040809-0.00083273i,-0.00046303-0.00023279i,-0.00036955-0.00056768i,8.0371e-05-0.00072766i,0.00030514-0.00091189i,0.00046254-0.00095641i,0.00076499-0.00043947i,0.00013745+0.0002619i,-0.00019817+0.00093357i,0.00036213+0.00020987i,0.00089365+4.9121e-05i,-0.00017861+0.00045345i,-0.0007707-4.9323e-05i,-0.00068172+0.00019195i,-0.00081577+9.8316e-05i
0.0036632+0.00033088i,0.003347-0.0013654i,0.00425-0.0031755i,0.0029504-0.00302i,-0.00029234-0.0019303i,-0.0014493-0.0004761i,-0.00060307-0.00018536i,0.00039191-2.7208e-05i,0.00043586+0.00034802i,-0.00035633+0.00030052i,-0.00085697-0.00017473i,-0.00028035-0.00038945i,-0.00026935-0.00077147i,-0.0003838-0.0009987i,-0.00047363-0.00098306i,-0.00047438-0.00021672i,-0.00043704-0.00013703i,-0.00010229-0.00021839i,0.00045591-0.00033616i,0.00018991-0.00041107i,1.8165e-05-6.1852e-05i,0.00017497-0.0001782i,0.00042698+0.00063082i
-0.0012944-0.00080787i,-0.0023011-0.00028877i,-0.0025757+0.00068215i,-0.0022871+0.0026197i,-0.0011271+0.0027702i,-0.00017304+0.0016339i,-0.00044991+0.00096811i,-0.00042027+0.00078483i,-0.00064088+0.00033825i,-0.00082753-7.6452e-05i,-0.00053904+7.3546e-05i,-0.00059171+0.0001235i,-0.00086174-0.00026951i,-0.00061126+5.1527e-05i,-0.00020006+0.00014017i,0.00047159-0.000191i,0.00011738+0.00014755i,-0.00082233+0.00036431i,-0.0012798-0.00019271i,-0.0010371-0.00056094i,-1.5591e-05-0.00014909i,-0.00029415+0.00020146i,-0.0013627+0.00077617i
3.3647e-05+0.0015946i,4.6474e-05+0.00053963i,0.0010676-1.626e-05i,0.001346+8.1039e-05i,0.00056333+0.00030067i,0.00067749+0.0014928i,0.00072446+0.001389i,-0.00014286+0.00014039i,-0.00011806-0.00011815i,0.00042048+0.00021452i,0.0003834+3.5352e-05i,-8.0876e-05+1.9269e-05i,-0.00075795+0.00010261i,-0.00084706+2.1278e-05i,0.00020597-0.00024807i,0.00082355-0.00039249i,0.0013071+0.0001955i,0.00058746-0.00018428i,-0.00045497-0.0011667i,-0.00052206-0.0011389i,-0.00078251-0.00033062i,-0.00027428-0.00023239i,0.00064631-0.00049913i
0.001076+0.0009141i,0.0010353+0.00081971i,0.0001542+0.0020862i,0.00024404+0.0014794i,6.2956e-06+0.00071671i,-0.00058795+0.00035259i,-0.00023882+0.00046657i,0.00014948+7.1973e-05i,0.00017892+4.0096e-05i,-0.00012137+0.00034251i,-0.00025256-0.00053475i,-0.00028653-0.0010471i,-0.0010313-4.0164e-05i,-0.00054593-0.00027858i,0.0006947-0.00068397i,0.00013744+0.00035889i,8.4991e-05+0.00062123i,2.5575e-05+0.0002932i,-0.00064535+0.00055154i,-0.00098625+0.00063684i,-0.00055757+0.00041025i,-5.1084e-06+1.3146e-05i,-0.00015942-0.00035899i
0.0017704+0.0013554i,0.0017814+0.00046372i,0.0022421+0.00035109i,0.0020852+0.00039395i,0.0013568-0.00032508i,-0.00013481-0.00061498i,-0.0010902-0.00012585i,-0.00021955-0.00025109i,0.00039331+5.4222e-05i,-0.00059588+0.00066176i,-0.0012022-0.00040881i,-0.00094997-0.00083968i,-0.00067981-0.00014783i,-0.00056931-0.00020282i,-0.00014101-0.00025649i,0.00028467+0.00018171i,-0.00048386+0.00028408i,-0.00070293-0.0004143i,-0.00023395-0.00060447i,-0.00030617+0.00017697i,-0.00057721+0.0011233i,-0.00063439+0.0014077i,0.00034322+0.0010354i
-0.00016695-0.00040817i,-0.0010653+0.00017021i,-0.00051806-0.00023012i,-0.0006321-0.00031426i,-0.0011958+0.00047833i,-0.0006399+0.0011403i,-9.21e-05+0.00096847i,-0.00021661+0.0010829i,3.2529e-05+0.00034346i,0.00053073-0.0007458i,0.00062697-0.00065947i,-5.6555e-05-0.00093868i,-0.00058296-0.00066897i,-0.00099943+0.00029441i,-0.00025611+2.1579e-05i,0.0007065+0.00015541i,-0.00024833+0.0011289i,-0.00065745+0.0006517i,-0.00033152+5.7982e-05i,-0.00098963+0.00019682i,-0.00077255-0.00030127i,7.85e-05-0.00043669i,0.00023084+0.00036913i
0.0013287-0.0020312i,0.00035961-0.0024389i,-0.0010047-0.0022573i,-0.0017632-0.00094842i,-0.0015851+0.00085371i,-0.0015822+0.0016205i,-0.0011499+0.00080442i,-0.00050126-3.0691e-05i,-0.00064625-0.00016488i,-0.0012096-3.582e-05i,-0.0017223+0.00012193i,-0.0004958+0.00079098i,0.00049011+0.00045984i,-0.0005061-0.00035315i,-0.00074724-0.00037133i,-0.00037187-0.00067488i,-0.00029095-0.00071654i,-0.00020904-0.00049706i,-0.00037224-0.00087805i,-0.00037529-0.00033852i,0.00018561+0.0004566i,6.8617e-05+0.00060596i,-0.00052765-4.1026e-05i
0.00039714+0.0030716i,-0.00068311+0.0037902i,-8.9762e-05+0.0038552i,0.00049227+0.0017764i,6.1415e-05+6.0053e-05i,-0.00068673-0.00023339i,-0.00058801-0.00015281i,6.7893e-06+0.00012752i,0.00091755+0.00013566i,0.00061106-1.1254e-05i,-0.00024427-0.00015459i,-0.00037267-0.0010294i,-0.00022621-0.0010077i,-5.3458e-05-0.00037392i,-0.0005592-0.00080882i,-0.00036357-0.00086625i,0.00060149+0.00013069i,0.00036555+0.00022924i,-0.00047492-0.00046956i,-0.00060617-0.00069966i,-0.00071993-0.00033558i,-0.0010043+0.00015449i,-0.00059164+0.00025741i
-0.0012583-0.00089727i,-0.0020262-0.00048653i,-0.0015141+0.00026745i,-0.00060222+0.0016613i,-0.00046195+0.0021691i,-0.00011836+0.0010322i,0.00039673+0.0002492i,0.00012739+0.00013314i,-0.00042031+0.00041214i,-0.00011532+0.00095354i,0.00013025+0.00094822i,-0.00029402-5.3487e-05i,-0.00013985-0.00098416i,-4.4993e-05-0.00057027i,0.00020725+0.00022718i,0.00023975+0.00035446i,-0.00030317+4.9531e-05i,-0.000798-0.00040205i,-0.0015731-0.00014522i,-0.0018595-3.2887e-05i,-0.0010662-8.6009e-05i,0.00014207-0.00020197i,0.00064828+0.00036709i
-4.8856e-05+0.00031877i,0.0012975+0.00064583i,0.00093499+0.00029615i,-0.00010151-0.00037341i,-0.00095982+0.00045926i,-0.0016219+0.001232i,-0.0010481+0.0013622i,-0.00052548+0.00080074i,-0.00046634+0.00033527i,-0.00020023+0.00045205i,-0.00039963-0.00042164i,-0.00080538-0.0006689i,-0.00011668-0.00073583i,0.00036561-0.00090483i,0.00022661-2.5562e-05i,0.00027772+0.00061786i,0.00033397+0.00026124i,0.00049415+0.00091868i,0.00070399+0.0012395i,1.8027e-05+0.00041532i,-0.00053371+7.0574e-05i,-0.00018388+0.00032834i,0.00044251+0.00025i
-0.00072169-0.0001432i,-0.0018736-0.00022525i,-0.0024511-0.00022596i,-0.0018592+0.00066128i,-0.0015601+0.0011785i,-0.0012893+0.0012195i,-0.00096281+0.0010339i,-0.00039434-0.0001097i,2.8711e-05-0.00043706i,-0.00037167-0.0003051i,-0.00063011-0.00073828i,0.00012396-0.0003416i,3.063e-06-0.00032232i,0.00042015-5.7637e-05i,0.0005238-9.0082e-05i,0.00022697-0.00072663i,0.00083651-7.9372e-06i,0.0010829+0.0006522i,-1.8558e-05+0.00051378i,-0.00034332+0.0007575i,0.00061311+0.00098927i,0.00069312+0.00098032i,-0.00012331+0.0013489i
0.0013667+0.00070364i,0.0018116+0.00040123i,0.0017334-0.00076696i,0.00073458-0.0015584i,-0.00059084-0.0012083i,-0.00092711-0.00041071i,-0.0011003-0.00013409i,-0.00040797+4.7371e-05i,0.0010311-9.2259e-05i,0.0007481+1.7454e-05i,-0.00041884-0.00012302i,-0.00033243-0.00015109i,-0.00048989-0.00010008i,-0.00091323-0.00027401i,-0.00046857+0.00024926i,-0.00058933-0.00030079i,-0.00066547-0.00089635i,-0.00066117-0.00048487i,-0.0012583+0.00017373i,-0.00081802+0.00013512i,-7.7665e-05-5.4174e-05i,0.00088485-0.00017877i,0.0014089-0.00038799i
0.00072817-0.00056608i,0.00026784+0.00013559i,0.00058118-0.00033352i,0.00010604-9.8647e-05i,-0.00083323+0.0009964i,-0.00055607+0.001266i,-6.7011e-05+0.00089737i,-0.00018447+0.00052277i,-0.00066328-0.00040957i,-0.00068069-0.00034255i,-0.0012347-0.00024539i,-0.0017876-0.0010837i,-0.0014031-0.0010317i,-0.00042148+4.6281e-05i,2.6018e-05+0.00064435i,4.1941e-05-0.00024042i,3.0335e-05-0.00068019i,0.00026567-0.00093046i,0.00011371-0.00046587i,0.00013656+0.00020904i,0.00051556+0.00017167i,0.00051943-0.00041918i,0.00020337-0.00026253i
-9.9846e-05-0.00033135i,-0.00085614-0.00016967i,-0.0010793+0.00067867i,-0.0017112+0.0010606i,-0.0015679+0.0018911i,-0.00078718+0.0021393i,-0.00016127+0.0012642i,0.00050543+0.00024912i,8.7772e-05-0.00036098i,-0.0003877-0.00032618i,-0.00041128-0.00055734i,-0.00045854-0.00090966i,-0.00065237-0.0010754i,6.4884e-05-0.0009782i,0.00095311+0.00023364i,0.00057905+0.0011521i,-0.0001722+0.0011891i,-0.00084578+0.001037i,-0.00059328+0.0012425i,0.00010627+0.000799i,0.0008617+0.00012368i,0.0014752+0.00080691i,0.00095847+0.0019676i
