-0.0062073+0.00042392i,-0.0046252-6.4503e-05i,-0.0061267+0.0010748i,-0.0049961+0.0019824i,-0.0028162+0.0027924i,-0.0018136+0.0025691i,0.00023785+0.0018288i,0.00047436+0.00098873i,0.00033779+4.2898e-05i,0.0011236-0.00033096i,0.0012893-0.00039069i,0.0010633+0.00025131i,0.00038684+0.00037067i,-0.00058676-0.00097063i,-0.00116-0.0013431i,-0.00057983-0.000228i,-1.2354e-05-0.00016499i,-0.00078867-0.00088509i,-0.001113-0.0012673i,-0.00011413-0.00056126i,6.7311e-05+0.00046645i,-0.00023123+0.00014453i,-4.3735e-05+0.00022433i
-0.16086-0.14559i,-0.25604-0.29009i,-0.22376-0.36434i,-0.076988-0.29838i,0.0072788-0.1821i,-0.0292-0.068065i,-0.075724+0.041205i,-0.077688+0.081313i,-0.060552+0.057933i,-0.034326+0.031393i,-0.016071+0.013521i,-0.0091248+0.0076489i,0.00081651+0.0075767i,0.0073486+0.0053007i,0.0046519+0.0064194i,-0.000724+0.0095286i,-0.0052635+0.01266i,-0.0043994+0.013585i,-0.0020209+0.0056314i,-0.0092553-0.0014155i,-0.017807+0.0061645i,-0.013824+0.014909i,-0.0036922+0.0098192i
0.20292+0.012888i,0.3544+0.065121i,0.34865+0.13123i,0.15552+0.15838i,0.00080146+0.13643i,0.0018068+0.080809i,0.052752+0.0075996i,0.050895-0.018062i,0.016731+0.016865i,-0.0018996+0.042661i,-0.0034499+0.03599i,-0.0027026+0.015315i,-0.0088577-0.0016879i,-0.018186-0.0031162i,-0.017003+0.00029862i,-0.0079182-0.0027525i,0.00225-0.0079575i,0.010498-0.00855i,0.017304-0.0036502i,0.024864-0.0040129i,0.024111-0.014907i,0.011121-0.020949i,-0.00069059-0.012622i
-0.15844+0.10281i,-0.29326+0.14437i,-0.28631+0.095025i,-0.091087-0.017077i,0.062408-0.086725i,0.050511-0.082774i,-0.011148-0.026409i,-0.026853+0.021654i,-0.011404+0.019615i,-0.0025798+0.0012812i,-0.0017589+0.0022197i,0.0020628+0.013075i,0.0073765+0.015021i,0.010329+0.01068i,0.0099817+0.011528i,0.0054245+0.015492i,-0.0012473+0.013961i,-0.0078521+0.0045198i,-0.017251-0.0052259i,-0.028302-0.0026087i,-0.029155+0.012269i,-0.016775+0.019585i,-0.0063536+0.011111i
0.060714-0.15842i,0.14245-0.26952i,0.16612-0.25728i,0.064684-0.10519i,-0.032465+0.044514i,-0.01971+0.091612i,0.032183+0.052023i,0.057654+0.00099037i,0.048821-0.014035i,0.025778-0.0046788i,0.012063+0.0029478i,0.0046137+0.0036621i,-0.0051514+0.0068962i,-0.0084226+0.011344i,-0.0035149+0.0071342i,0.0044865-0.0028452i,0.010166-0.010575i,0.0094763-0.0094032i,0.011923-2.3756e-06i,0.022612+0.0012512i,0.027-0.010114i,0.018963-0.014009i,0.011092-0.0048946i
0.041956+0.14675i,0.035126+0.28i,0.011165+0.31236i,0.050577+0.18825i,0.12304+0.025971i,0.10996-0.061683i,0.038014-0.075632i,-0.01327-0.066509i,-0.026102-0.063985i,-0.016385-0.056764i,-0.0033279-0.040808i,0.0049068-0.025004i,0.011255-0.01399i,0.013884-0.011184i,0.007631-0.0096379i,-0.0026773-0.001984i,-0.011816+0.0066414i,-0.018159+0.012414i,-0.021982+0.014122i,-0.02454+0.016078i,-0.021795+0.019686i,-0.014335+0.014586i,-0.010111+0.0032611i
-0.11655-0.084432i,-0.18786-0.18972i,-0.21239-0.22518i,-0.22297-0.11044i,-0.2295+0.039481i,-0.16586+0.10376i,-0.076069+0.084124i,-0.036671+0.040889i,-0.029541+0.021988i,-0.016582+0.01359i,-0.0049237-0.00099748i,-0.0019252-0.0082784i,0.0012858-0.0046069i,0.0030648-0.00072742i,0.0019166-0.0040126i,0.0014323-0.012009i,0.0040017-0.015306i,0.010218-0.010211i,0.020834-0.0073315i,0.030639-0.016278i,0.026963-0.026472i,0.016251-0.02246i,0.012379-0.010198i
0.12522+0.0068776i,0.23314+0.061011i,0.27985+0.096959i,0.24873+0.029911i,0.19774-0.078134i,0.13122-0.13067i,0.055145-0.10766i,0.0080549-0.045091i,-0.00045012+0.0016474i,0.0061185+0.015073i,0.0045546+0.007764i,-0.0032852-0.003094i,-0.0057375-0.0099614i,-0.0041931-0.01162i,-0.0044434-0.0047777i,-0.0097174+0.0065677i,-0.014758+0.014246i,-0.016447+0.011475i,-0.022711+0.0082841i,-0.030921+0.017799i,-0.027816+0.028566i,-0.01722+0.026206i,-0.011581+0.015491i
-0.087982+0.056285i,-0.19329+0.057628i,-0.25732+0.017382i,-0.25414+0.0016944i,-0.24642+0.042898i,-0.21437+0.10202i,-0.12947+0.12358i,-0.050706+0.098262i,-0.020186+0.06327i,-0.018064+0.039558i,-0.012357+0.031256i,-0.00083152+0.025741i,0.0011963+0.016397i,-0.0023338+0.012221i,0.00020278+0.0091376i,0.0060074-0.00014788i,0.010711-0.0089623i,0.012991-0.011842i,0.016848-0.01464i,0.022623-0.023851i,0.021862-0.031796i,0.016921-0.027621i,0.014182-0.018371i
0.030914-0.082551i,0.11109-0.13979i,0.1935-0.13322i,0.23893-0.090858i,0.26876-0.079937i,0.25799-0.082883i,0.19606-0.075975i,0.13225-0.059413i,0.088986-0.035383i,0.059727-0.0075345i,0.037637+0.0075305i,0.018622+0.0084627i,0.0044203+0.0080215i,-0.003775+0.0079847i,-0.00584+0.010032i,-0.0049357+0.014165i,-0.0076644+0.013106i,-0.012832+0.010015i,-0.017281+0.017507i,-0.017507+0.032084i,-0.010815+0.037205i,-0.0051746+0.028994i,-0.0056631+0.019104i
0.014546+0.068698i,-0.023285+0.14773i,-0.10276+0.16807i,-0.17283+0.1322i,-0.19976+0.11164i,-0.17999+0.08005i,-0.13598+0.027236i,-0.10251-0.0094149i,-0.079401-0.02158i,-0.055394-0.020681i,-0.028666-0.013862i,-0.0060001-0.0061799i,0.0053955+0.0024449i,0.0093031+0.0095632i,0.010286+0.0067624i,0.01102-0.0057056i,0.011789-0.013174i,0.014108-0.011123i,0.019581-0.015536i,0.018787-0.033052i,0.007855-0.044426i,-0.0026306-0.037116i,-0.0059248-0.023897i
-0.043177-0.044354i,-0.050446-0.099872i,0.010082-0.10886i,0.12247-0.047197i,0.21546-0.0042558i,0.22754-0.015257i,0.15762-0.032321i,0.077456-0.029422i,0.0388-0.01968i,0.03091-0.018415i,0.020823-0.02003i,0.006502-0.014235i,0.0038526-0.0077527i,0.0065283-0.0094314i,0.002852-0.0094244i,-0.0062048-0.0022432i,-0.01466+0.0023331i,-0.017544+0.0041932i,-0.015962+0.0139i,-0.010404+0.032566i,-0.002037+0.044113i,0.0029274+0.038375i,0.0038957+0.027489i
0.043873+0.015177i,0.078393+0.051224i,0.03766+0.083631i,-0.091457+0.057906i,-0.22795+0.0031381i,-0.28147-0.0099586i,-0.23751+0.0065114i,-0.16193+0.017785i,-0.10465+0.01883i,-0.067523+0.011128i,-0.041276+0.0010658i,-0.021946-0.0048568i,-0.010368-0.006592i,-0.005498-0.0057564i,-0.0020046-0.0076053i,0.0037089-0.010284i,0.0093116-0.0074229i,0.011118-0.0049503i,0.0091329-0.013982i,0.0028089-0.029858i,-0.0045359-0.035575i,-0.0055313-0.028271i,-0.0018613-0.021717i
-0.039861+0.01405i,-0.072106-0.0018679i,-0.045664-0.044192i,0.054633-0.060796i,0.15732-0.015004i,0.2051+0.04681i,0.19675+0.074844i,0.14753+0.065113i,0.088582+0.046268i,0.049198+0.034259i,0.030128+0.023732i,0.018245+0.014249i,0.0070196+0.0046824i,-0.0024528-0.0012151i,-0.0077034+0.0029094i,-0.012164+0.0099773i,-0.016381+0.010385i,-0.01816+0.0086968i,-0.013806+0.017389i,0.0007833+0.032637i,0.016122+0.03629i,0.019584+0.024841i,0.014504+0.013714i
0.019769-0.023522i,0.041576-0.036831i,0.0067959-0.034204i,-0.11048-0.036174i,-0.21193-0.060695i,-0.21667-0.086103i,-0.15145-0.092537i,-0.080843-0.078863i,-0.037764-0.04659i,-0.013953-0.012722i,-0.0030331+0.0022019i,-0.0012486+0.0025833i,-0.0044683+0.0045485i,-0.007468+0.010044i,-0.0020327+0.0097265i,0.0093947+0.0025874i,0.017633-0.0025729i,0.01725-0.00312i,0.007253-0.010764i,-0.0079199-0.027798i,-0.020471-0.037013i,-0.021562-0.03116i,-0.015205-0.021946i
-0.009689+0.024699i,-0.025946+0.052599i,-0.0034925+0.065906i,0.10037+0.068475i,0.21498+0.080828i,0.24178+0.088753i,0.18091+0.067563i,0.10179+0.03863i,0.051324+0.022677i,0.027724+0.014764i,0.020527+0.011495i,0.0178+0.0061311i,0.011586+0.0015184i,0.007834+0.0018873i,0.0040461+0.004704i,-0.0055054+0.0080032i,-0.01581+0.0085918i,-0.015834+0.007932i,-0.0041434+0.013715i,0.011055+0.024924i,0.018974+0.029139i,0.014164+0.02381i,0.0057565+0.020808i
0.0042785-0.02518i,0.0080005-0.045552i,0.0067815-0.035551i,-0.034899-0.0063242i,-0.10422-0.024644i,-0.14288-0.081686i,-0.13865-0.10428i,-0.10664-0.084221i,-0.062808-0.066269i,-0.034039-0.053882i,-0.025764-0.03426i,-0.021746-0.014714i,-0.014077-0.0028397i,-0.0066188+4.7063e-05i,-0.0016961-0.0046825i,0.0048033-0.010547i,0.011566-0.011118i,0.010688-0.0080907i,0.0017078-0.0092426i,-0.012696-0.015012i,-0.020763-0.016926i,-0.014938-0.012409i,-0.0058263-0.0098062i
0.013832+0.024612i,0.03352+0.046122i,0.055439+0.050259i,0.095833+0.049653i,0.14377+0.084357i,0.13652+0.12854i,0.090638+0.13981i,0.050956+0.11787i,0.01629+0.08131i,-0.0010173+0.047177i,0.0036437+0.022455i,0.010887+0.0084777i,0.014376+0.0026142i,0.014504-0.00039131i,0.0079323-0.00021563i,-0.0029791+0.003921i,-0.012392+0.0053492i,-0.01318+0.0029351i,-0.0017375+0.0046315i,0.019456+0.010462i,0.032342+0.012851i,0.025404+0.010404i,0.01314+0.0089907i
-0.029616-0.012944i,-0.056687-0.031733i,-0.080556-0.056197i,-0.12249-0.087037i,-0.17071-0.12096i,-0.14639-0.12919i,-0.072261-0.11016i,-0.029658-0.083984i,-0.017076-0.050692i,-0.010635-0.024603i,-0.010028-0.013056i,-0.010129-0.0052898i,-0.006738-0.00061602i,-0.0051142-0.0020432i,-0.0045151-0.0072779i,0.00053318-0.012645i,0.0073248-0.012784i,0.0062935-0.0085211i,-0.0053654-0.0067087i,-0.01985-0.0094582i,-0.024471-0.012106i,-0.015962-0.013582i,-0.0061384-0.016055i
0.030823+0.00025096i,0.045937+0.004013i,0.040117+0.022149i,0.022306+0.051685i,0.019261+0.09669i,0.024391+0.12881i,0.022359+0.11162i,0.017675+0.079751i,0.017107+0.058289i,0.022211+0.039252i,0.025621+0.020472i,0.022325+0.0057508i,0.015257-0.0016322i,0.010295-0.0021241i,0.0085934+0.0040928i,0.0038172+0.010989i,-0.0046571+0.010435i,-0.0083662+0.0070028i,-0.0018393+0.0045824i,0.011557+0.0024131i,0.017093+0.0016203i,0.0091578+0.0036901i,0.00011773+0.0075407i
-0.024881+0.018809i,-0.044502+0.023948i,-0.064284+0.0044937i,-0.0695-0.033501i,-0.050646-0.086468i,-0.023618-0.12808i,-0.0092733-0.12271i,-0.0048857-0.09361i,-0.0014461-0.060313i,-0.0010995-0.028646i,-0.005653-0.0084865i,-0.010246-0.0011823i,-0.014998+0.0011347i,-0.019581+0.0044721i,-0.018178+0.0031639i,-0.011211-0.001824i,-0.0018796-0.0021868i,0.0048237+0.0015074i,-5.7574e-05+0.0061737i,-0.013253+0.0089499i,-0.019089+0.0088013i,-0.01173+0.005296i,-0.0021968+2.776e-05i
0.012432-0.028172i,0.037419-0.034337i,0.082288-0.0048921i,0.12698+0.057786i,0.13243+0.11761i,0.085507+0.13519i,0.027923+0.10731i,-0.0043188+0.06784i,-0.011752+0.031932i,-0.0073573+0.0096116i,-0.00028626+0.0042538i,0.0027436+0.0038815i,0.0024862+0.0056072i,0.0065248+0.0078377i,0.010535+0.0099065i,0.0082002+0.011363i,0.0026445+0.0095355i,9.8547e-05+0.005911i,0.0055605+0.00094446i,0.015874-0.0039403i,0.018798-0.0053952i,0.010436-0.0018905i,0.0016622+0.0039133i
0.012028+0.026452i,0.0015024+0.036307i,-0.014534+0.014149i,-0.018461-0.047261i,-0.0079112-0.10964i,0.013314-0.13242i,0.02366-0.10969i,0.015862-0.068081i,0.0030751-0.032874i,-0.0060859-0.010159i,-0.0079608+5.2498e-05i,-0.0061345+0.0041851i,-0.003354+0.0069351i,-0.0033314+0.0073449i,-0.0068088+0.004186i,-0.0069049-0.0013449i,-0.0011963-0.0064977i,0.0024491-0.0079164i,-0.0012622-0.0036807i,-0.0063504+0.0035537i,-0.0051026+0.005379i,0.0017773+0.0017999i,0.0064023-0.0022649i
-0.021662-0.014219i,-0.021191-0.031399i,-0.0093807-0.025669i,0.00085338+0.023899i,-0.0047109+0.085443i,-0.028524+0.11008i,-0.038153+0.089348i,-0.02986+0.054964i,-0.022799+0.030615i,-0.01213+0.014375i,-0.00098685+0.0032362i,0.0055852-0.0017605i,0.011581-0.0049081i,0.017626-0.0086821i,0.019942-0.011184i,0.014762-0.011924i,0.0021372-0.0090281i,-0.0084753-0.0038179i,-0.0063085-0.0038859i,0.0013972-0.011225i,0.0019246-0.014671i,-0.0046961-0.010201i,-0.010511-0.0049049i
0.025547+0.0024473i,0.028278+0.015151i,-0.0048998+0.015842i,-0.069007-0.02041i,-0.10298-0.064895i,-0.065018-0.070004i,-0.0093062-0.048784i,0.013152-0.032029i,0.017583-0.014643i,0.01459-0.0030509i,0.0075454-0.0035705i,0.0027473-0.0056549i,-0.00093068-0.005955i,-0.0073711-0.0037645i,-0.014361+0.00019532i,-0.015433+0.001796i,-0.0096726-0.00022139i,-0.0060699-0.00013324i,-0.0080169+0.0044658i,-0.0093368+0.010445i,-0.0053895+0.012427i,0.0029308+0.0088941i,0.0087627+0.0043021i
-0.014623+0.01216i,-0.030816+0.01256i,-0.030055+0.015718i,-0.0078147+0.046538i,0.0040847+0.088954i,0.00089378+0.090364i,-0.0042396+0.058162i,-0.0097491+0.032844i,-0.01359+0.01734i,-0.0088377+0.0088929i,-0.0030027+0.0059798i,-0.0020053+0.0027047i,-0.002628-0.001885i,-0.003087-0.0048045i,-0.0011453-0.0039119i,0.001177-0.0005555i,0.00015124+0.0056045i,0.00088897+0.0096541i,0.0038089+0.0055887i,0.0042281-0.0018069i,0.00093147-0.0049467i,-0.0045785-0.0043476i,-0.0076439-0.0035268i
-0.00077994-0.026426i,0.015421-0.036493i,0.025849-0.040901i,0.024848-0.049715i,0.033319-0.068048i,0.043712-0.068732i,0.036494-0.052678i,0.022363-0.039484i,0.011166-0.023904i,0.004206-0.0084429i,0.0028941-0.00066142i,0.0012259+0.0013073i,-0.0027184+0.0054084i,-0.0043899+0.013863i,-0.0043351+0.019497i,-0.0018393+0.018295i,0.0034927+0.010909i,0.0046075+0.0013672i,0.0021194-0.0002239i,0.0020398+0.006251i,0.0049129+0.0085846i,0.0095168+0.0050634i,0.013156+0.0032835i
0.011696+0.012719i,0.010562+0.028165i,0.016739+0.037193i,0.046063+0.033195i,0.062072+0.027451i,0.03608+0.01751i,0.0037102+0.007858i,-0.013064+0.0088642i,-0.014444+0.0099826i,-0.0074261+0.0085202i,-0.0010823+0.0085402i,0.0019541+0.0084979i,0.0041736+0.0071081i,0.0080175+0.0020885i,0.010757-0.0052057i,0.010211-0.0087817i,0.0080594-0.0070044i,0.0052163-0.0035096i,0.0045797-0.0033728i,0.0054758-0.0082665i,0.0024735-0.011544i,-0.0052089-0.010508i,-0.010919-0.008014i
-0.01581+0.0010331i,-0.021454-0.015018i,-0.020938-0.033209i,-0.020393-0.037846i,-0.013235-0.032185i,-0.0069766-0.020718i,-0.009535-0.0056133i,-0.0050681-0.0021109i,-0.0025515-0.0077431i,-0.0051213-0.0090528i,-0.0021188-0.0067607i,0.001971-0.0044234i,0.0034882-0.0012851i,0.0049946+0.00025235i,0.0053356+2.1342e-05i,0.0018738-0.0032292i,-0.0044411-0.0092658i,-0.0098279-0.010274i,-0.010394-0.004167i,-0.0061119+0.0025682i,-0.0015126+0.0055675i,0.0032567+0.0063586i,0.0070523+0.0069004i
0.012925-0.003977i,0.024121+0.0084534i,0.024749+0.026269i,-0.0041817+0.036986i,-0.044733+0.045499i,-0.04478+0.046163i,-0.012556+0.032435i,0.00089839+0.017233i,-0.0015429+0.010835i,-0.0010662+0.0089307i,0.00058086+0.0061255i,0.0013212+0.0044423i,0.0011005+0.0016785i,-0.00040163-0.0030454i,-0.0051137-0.006534i,-0.0096437-0.0051886i,-0.0093404+0.0014274i,-0.0049015+0.0067889i,0.00014722+0.0059833i,0.00083061-0.00035183i,-0.0013336-0.0053064i,-0.0045476-0.0067299i,-0.0079569-0.0069029i
-0.0011455+0.012222i,-0.020975+0.01034i,-0.044583+0.0091578i,-0.051124+0.011533i,-0.037233+0.0073433i,-0.015556-0.00010674i,-0.00064777-0.011102i,0.0010533-0.017438i,-0.0018907-0.010843i,-0.0017918-0.0061072i,-0.0020949-0.0069192i,-0.0035616-0.0065343i,-0.0040461-0.0041753i,-0.0049086+0.00015069i,-0.0035261+0.0055108i,-0.0018341+0.0083594i,-0.0032882+0.0073192i,-0.0068467+0.0050721i,-0.0080793+0.0041083i,-0.0043317+0.0077464i,0.00088474+0.012037i,0.0064861+0.011565i,0.010816+0.0089865i
-0.0074162-0.0098818i,0.0068326-0.017638i,0.013671-0.02145i,0.0030968-0.005219i,-0.0041483+0.020283i,-0.0037912+0.021472i,-0.0077176+0.0093058i,-0.0095646+0.0083399i,-0.0035009+0.011578i,0.0040721+0.012652i,0.0068073+0.012668i,0.005825+0.0089715i,0.0021596+0.0041237i,-0.00091997+0.0042688i,0.00019822+0.0073356i,0.005469+0.0074229i,0.010572+0.0061981i,0.013334+0.0049158i,0.012923+0.001964i,0.0089541-0.0036432i,0.0039253-0.0088978i,-0.0020809-0.010598i,-0.0060561-0.010461i
0.0028664-0.0047921i,0.00095436+0.010564i,0.014545+0.015063i,0.046996-0.013145i,0.062432-0.0473i,0.045159-0.04721i,0.017989-0.028595i,0.0053179-0.01756i,0.0029344-0.012901i,0.00016577-0.011151i,-0.0014533-0.0086837i,-0.0023255-0.0049714i,-0.0035117-0.0027725i,-0.0022956-0.0032631i,0.0014423-0.0051108i,0.0044025-0.0074399i,0.0021115-0.009423i,-0.0044364-0.0099252i,-0.0079915-0.0064901i,-0.0055074-0.00057889i,-0.0012055+0.0027627i,0.0018134+0.005015i,0.0032012+0.0062026i
0.0018778-0.0026159i,-0.0067292-0.020737i,-0.017973-0.028961i,-0.013507-0.0096812i,0.003563+0.013043i,0.01393+0.022427i,0.013546+0.02664i,0.0063153+0.023835i,-0.0013881+0.013482i,-0.0020061+0.0094374i,0.0031134+0.0082814i,0.0062907+0.0068579i,0.007232+0.0078767i,0.0079226+0.0072037i,0.0059266+0.0038484i,0.0018125-0.00073725i,-0.0013082-0.0043469i,-1.4496e-06-0.0036688i,0.0034563-0.0029693i,0.0030821-0.0049985i,-5.6088e-05-0.0073953i,-0.0023756-0.0081349i,-0.003145-0.0063925i
-0.0010855+0.0032788i,0.016834+0.0097348i,0.029709+0.001663i,0.014174-0.022555i,-0.010031-0.037458i,-0.01463-0.038064i,-0.003731-0.040602i,0.0013879-0.03783i,-0.0058525-0.023983i,-0.011005-0.011584i,-0.0085015-0.0062258i,-0.0047783-0.003455i,-0.0015403-0.0016697i,-0.0011503-0.0033116i,-0.0042332-0.0060996i,-0.0076441-0.0046858i,-0.011215+0.00045763i,-0.014034+0.0045093i,-0.012086+0.0060179i,-0.0064655+0.0058668i,-0.0015665+0.0066818i,0.001526+0.0073878i,0.001849+0.0079703i
-0.0062524-0.0017447i,-0.027711+0.01069i,-0.04906+0.042968i,-0.050323+0.076775i,-0.043557+0.087953i,-0.030558+0.073022i,-0.015319+0.048528i,-0.01467+0.027438i,-0.01445+0.019576i,-0.0051+0.016598i,0.0028396+0.010484i,0.0067378+0.0058508i,0.0094519+0.0026333i,0.009597+0.0017009i,0.0072946+0.0046276i,0.0049354+0.0065582i,0.0046013+0.006659i,0.0077055+0.0057914i,0.0099621+0.0023634i,0.008252-0.0011295i,0.0042042-0.0036237i,0.0012866-0.0052185i,0.0012317-0.0056431i
0.0042587-0.001091i,0.013607-0.021269i,0.0065256-0.044551i,-0.020421-0.040273i,-0.034807-0.016484i,-0.027975-0.010556i,-0.021123-0.017824i,-0.012425-0.013176i,-0.001052-0.0054585i,0.0041964-0.0030389i,0.0035114-0.0011783i,0.00028211-0.0014854i,-0.0054272-0.0037751i,-0.0094011-0.0044667i,-0.0063563-0.0036974i,-0.00059319-0.0025311i,0.0013997-0.001218i,-0.001484+0.00038258i,-0.0045766+0.0015103i,-0.0051829+0.0037816i,-0.0045262+0.0059401i,-0.0031122+0.0067253i,-0.0027083+0.0063715i
-0.0082196+0.0033005i,-0.0031536+0.026436i,0.021689+0.046767i,0.052273+0.037565i,0.061299+0.016864i,0.048848+0.02111i,0.031686+0.032343i,0.016918+0.023941i,0.0067952+0.0084108i,0.0019259-0.00014954i,0.0016372-0.0014832i,0.0023533-0.0011179i,0.0014471-0.00081936i,0.00087662+0.0024461i,0.0018519+0.0052375i,0.0025485+0.0040729i,0.0022574-0.00063037i,0.0017541-0.0049868i,0.0015147-0.0067626i,0.0012336-0.0072183i,0.0024458-0.0073104i,0.0040257-0.0069337i,0.0044633-0.0066669i
0.0050899-0.0093626i,-0.012023-0.029617i,-0.033764-0.043287i,-0.029765-0.041854i,-0.00054759-0.043132i,0.01846-0.048792i,0.022166-0.042992i,0.021391-0.030404i,0.014986-0.020475i,0.0084658-0.011896i,0.0038667-0.0066902i,-0.001783-0.0034445i,-0.0054579+0.0018482i,-0.0061905+0.0039773i,-0.0062057+0.0012909i,-0.005255-0.0012102i,-0.0057839-0.0023156i,-0.0082654-0.00038419i,-0.008237+0.004635i,-0.0048642+0.0077757i,-0.0032352+0.0064782i,-0.0046027+0.0052312i,-0.0059159+0.0063025i
0.0077581+0.016469i,0.035385+0.018175i,0.061147-0.0029581i,0.049013-0.02866i,0.016734-0.025716i,-0.0024381-0.0096829i,-0.013805-0.0049525i,-0.023454-0.0051541i,-0.025682-0.00046626i,-0.019484+0.0053777i,-0.0096003+0.006026i,-0.0025003+0.0044085i,0.003217+0.0043999i,0.0071572+0.0040323i,0.0056646+0.0028639i,0.0021813+0.0029079i,0.0012306+0.0031964i,0.002097+0.0018043i,0.0032466-0.0010022i,0.0037528-0.0046957i,0.0030197-0.0076004i,0.003383-0.0080006i,0.0056811-0.007759i
-0.01761-0.010488i,-0.042663+0.0055208i,-0.056335+0.041831i,-0.043478+0.064075i,-0.029216+0.048961i,-0.022167+0.023387i,-0.0090441+0.007975i,0.00053462+0.001401i,0.0040742+0.0031573i,0.0079127+0.004617i,0.0082029+0.0029982i,0.006123+0.0020091i,0.0053405-0.00011647i,0.0037418-0.0027435i,0.00069829-0.0040549i,-0.0019479-0.0044014i,-0.0027149-0.0031583i,-0.0011635-5.2935e-05i,0.0010498+0.0033199i,0.0018396+0.0058397i,-0.00020011+0.007046i,-0.0034757+0.0081356i,-0.0056708+0.008327i
0.024921-0.0041287i,0.03307-0.029267i,0.014334-0.049399i,-0.024269-0.023277i,-0.044113+0.026717i,-0.036036+0.047798i,-0.026966+0.040886i,-0.023953+0.031816i,-0.016681+0.023097i,-0.0078309+0.01411i,-0.00097494+0.0082178i,0.0029806+0.003347i,0.0027905+0.00037203i,0.0023934+0.00067393i,0.003206+0.00064245i,0.0033855-3.5688e-05i,0.0025686-0.00050755i,0.0018107-0.0022317i,0.0003034-0.0049671i,-0.0015211-0.006067i,0.0003806-0.0058673i,0.0053825-0.0064545i,0.0085943-0.0081676i
-0.01728+0.022191i,-0.0080616+0.050362i,0.022582+0.063108i,0.0475+0.037124i,0.050891+0.0047031i,0.046711-0.010599i,0.045415-0.017265i,0.039331-0.018927i,0.024898-0.015771i,0.0115-0.012068i,0.0038427-0.0085771i,0.00028723-0.0063013i,-0.0039767-0.0041633i,-0.0084453-0.00025128i,-0.0080423+0.0027966i,-0.0063156+0.0029283i,-0.0064391+0.002913i,-0.0061432+0.0039907i,-0.0042945+0.0060745i,-0.001109+0.0071764i,0.00036466+0.0066881i,-0.0019654+0.0062867i,-0.0051544+0.0073112i
-0.0060067-0.024962i,-0.031579-0.043788i,-0.059639-0.041688i,-0.052599-0.020924i,-0.02336-0.0088772i,-0.010807-0.0042335i,-0.012681-0.00025134i,-0.011214-0.0039133i,-0.0085551-0.007335i,-0.0067213-0.004611i,-0.0058057-0.0011638i,-0.0047631+0.0010099i,-0.0028084+0.0029243i,-0.00032662+0.0037114i,0.0024454+0.0022293i,0.0043933-0.00090432i,0.0030091-0.002253i,0.00073569-0.0012273i,-0.00062954-0.00049237i,-0.001758-0.0018411i,2.2268e-05-0.0056933i,0.0033128-0.0089288i,0.0066006-0.0099085i
0.02356+0.02041i,0.055595+0.016412i,0.078322-0.013984i,0.062248-0.052551i,0.032339-0.068419i,0.021026-0.060018i,0.012791-0.046752i,-0.00014242-0.029631i,-0.006662-0.012672i,-0.0066944-0.0025861i,-0.0043145+0.00078685i,-0.0034123+0.00083023i,-0.0029493+0.0015583i,-0.0023743+0.0032074i,-0.0022302+0.0051448i,-0.00058331+0.0059372i,0.0015816+0.0048864i,0.0029486+0.0042161i,0.0038036+0.004889i,0.0045822+0.0045216i,0.0017942+0.0048245i,-0.0040735+0.0074036i,-0.0068073+0.0092856i
-0.030912-0.003298i,-0.056902+0.018252i,-0.06297+0.052631i,-0.041306+0.071539i,-0.023748+0.063481i,-0.024106+0.048351i,-0.021559+0.036307i,-0.015493+0.021952i,-0.011414+0.010721i,-0.0034567+0.0049864i,0.0039574+0.0021843i,0.0069852+0.0021423i,0.0084755+0.00042512i,0.0083124-0.0032805i,0.0047726-0.0066432i,0.00065228-0.0093923i,-0.0017995-0.010501i,-0.002657-0.010033i,-0.0024307-0.0086011i,-0.0017928-0.0075208i,7.9218e-05-0.0077155i,0.0032908-0.0088768i,0.004376-0.010242i
0.025573-0.019351i,0.031943-0.051339i,0.012174-0.071823i,-0.01954-0.050453i,-0.028068-0.010162i,-0.010766+0.0041468i,0.0055238+0.002378i,0.0091454+0.0083905i,0.0084108+0.016387i,0.0083957+0.014633i,0.0086331+0.0059173i,0.0063917+0.00011745i,0.0022063-0.00019159i,7.7936e-05+0.0011528i,-0.00047266+0.0031366i,-0.00083863+0.0052924i,-0.0012851+0.0061382i,-0.001753+0.0048757i,-0.0013532+0.0031631i,0.0007549+0.0033831i,0.0022213+0.0054871i,0.00077195+0.0090736i,-0.0019898+0.010514i
-0.0096913+0.036487i,0.0057727+0.070233i,0.037964+0.085643i,0.052167+0.068092i,0.033438+0.04723i,0.014554+0.032258i,0.0083221+0.010744i,0.0034281-0.0061748i,-0.0012548-0.010033i,-0.0021956-0.0076902i,0.00014339-0.0038829i,0.0029097-0.0030594i,0.0023094-0.0050021i,-0.0005076-0.0055353i,-0.0023552-0.0045982i,-0.0036585-0.0027154i,-0.0053167-0.0014264i,-0.0068147+8.9491e-05i,-0.0075346+0.00225i,-0.0070808+0.0016088i,-0.0044182-0.0039608i,7.4797e-06-0.0092035i,0.0024754-0.010326i
