-0.0062073+0.00042392i,-0.0046252-6.4503e-05i,-0.0061267+0.0010748i,-0.0049961+0.0019824i,-0.0028162+0.0027924i,-0.0018136+0.0025691i,0.00023785+0.0018288i,0.00047436+0.00098873i,0.00033779+4.2898e-05i,0.0011236-0.00033096i,0.0012893-0.00039069i,0.0010633+0.00025131i,0.00038684+0.00037067i,-0.00058676-0.00097063i,-0.00116-0.0013431i,-0.00057983-0.000228i,-1.2354e-05-0.00016499i,-0.00078867-0.00088509i,-0.001113-0.0012673i,-0.00011413-0.00056126i,6.7311e-05+0.00046645i,-0.00023123+0.00014453i,-4.3735e-05+0.00022433i
-0.01896-0.037009i,-0.052254-0.052718i,-0.080783-0.043006i,-0.066695-0.015906i,-0.02436-0.0070512i,0.00096546-0.0091999i,0.0070549-0.0055885i,0.0097904-0.0049139i,0.0082504-0.0050698i,0.0033173-0.0005983i,-0.00075467+0.003543i,-0.002247+0.004669i,-0.0015017+0.0055154i,0.00021873+0.0061683i,0.0026507+0.0055326i,0.0049424+0.0045889i,0.0048215+0.0044221i,0.0034909+0.0054562i,0.005315+0.0054989i,0.0082619+0.0041219i,0.008091+0.0048893i,0.0050271+0.0068963i,0.0026118+0.0061625i
0.035939+0.010956i,0.071779+0.00028947i,0.082122-0.030263i,0.051655-0.054239i,0.017903-0.051652i,0.002826-0.033796i,-0.008432-0.021591i,-0.020239-0.015686i,-0.023401-0.011053i,-0.017321-0.0047117i,-0.0089092+0.00072038i,-0.0047202+0.0017224i,-0.0043952+0.0018885i,-0.0035636+0.0032219i,-0.0012657+0.0032035i,0.0010252+0.00055853i,0.0019074-0.0022734i,0.0010599-0.0031606i,-0.00082159-0.0016563i,-0.0036111-0.00035194i,-0.0054333-0.0024404i,-0.0048662-0.0064746i,-0.0026687-0.0069612i
-0.036566+0.01487i,-0.059829+0.042961i,-0.054399+0.064349i,-0.024725+0.052788i,-0.00333+0.025088i,0.0055846+0.010229i,0.011579+0.0076806i,0.010556+0.0057672i,0.004224+0.003821i,0.0010199+0.002573i,0.00063122+0.0018588i,0.0012268+0.0026289i,0.0038759+0.0033877i,0.0043365+0.0022477i,0.0019675+0.00022477i,0.00076512-0.001217i,-0.00064439-0.002773i,-0.0014234-0.0046105i,0.00053989-0.0057648i,0.0038057-0.0045861i,0.0055148-0.00042938i,0.0041542+0.0035902i,0.0021342+0.0051023i
0.017875-0.039816i,0.01725-0.075188i,-0.0017134-0.083111i,-0.025301-0.04797i,-0.034048-0.0071275i,-0.03037+0.0053779i,-0.023975+0.0038169i,-0.015306+0.0066603i,-0.0061705+0.010244i,0.00098198+0.0067631i,0.002447+0.00016758i,-0.00010613-0.0030033i,-0.00080289-0.0027043i,0.00063868-5.978e-05i,0.0014884+0.0017795i,0.001354+0.0015377i,-0.00081412+0.00049596i,-0.0032595-0.00025555i,-0.0048623+0.0016765i,-0.0067717+0.0045417i,-0.0066538+0.003612i,-0.0046446-0.00022396i,-0.0023002-0.0020997i
0.0087051+0.040064i,0.032284+0.068833i,0.054515+0.075385i,0.053268+0.057091i,0.036662+0.037848i,0.026996+0.026573i,0.024387+0.010603i,0.017112+0.00020997i,0.0094839+0.001723i,0.0050994+0.0028578i,0.004032+0.0015239i,0.0051714-0.00096427i,0.0043887-0.004579i,0.00096145-0.005747i,-0.0028779-0.0039718i,-0.0054427-0.0012379i,-0.005568+0.00104i,-0.0045327+0.0021577i,-0.0020563+0.00087281i,0.0019902-0.001458i,0.0046955-0.0024794i,0.0051264-0.00081493i,0.0037204+0.00070651i
-0.036471-0.021347i,-0.071672-0.02885i,-0.08967-0.016734i,-0.06909+0.0079872i,-0.03556+0.022443i,-0.018882+0.018073i,-0.01208+0.0094682i,-0.0044117+0.00022974i,0.0012492-0.0062853i,0.0029568-0.004145i,0.0019302+0.00075837i,0.0003964+0.0027901i,-7.3838e-05+0.0027257i,0.00060767+0.0027062i,0.0024851+0.0021454i,0.0044951+0.0017578i,0.0045739+0.002303i,0.0034027+0.0034656i,0.0023025+0.0055373i,0.000938+0.0066699i,0.00064753+0.0036276i,0.00021162-0.00039101i,-0.0010973-0.0013252i
0.04384-0.0046495i,0.075711-0.020382i,0.084606-0.044251i,0.057618-0.059329i,0.029237-0.053481i,0.020227-0.03527i,0.011487-0.020422i,-0.0019526-0.010537i,-0.010731-0.0020355i,-0.011183+0.0034676i,-0.0060629+0.0044622i,-0.0021925+0.0026685i,-0.0021201+0.0026402i,-0.003088+0.0036298i,-0.0031437+0.0028428i,-0.0029338+0.0003389i,-0.0026689-0.0016463i,-0.0020092-0.001034i,-0.0019167-0.0016565i,-0.0011069-0.0042098i,0.00054466-0.0036379i,0.0011326+0.00013517i,0.00078036+0.0018799i
-0.029501+0.030219i,-0.046614+0.061504i,-0.042354+0.078324i,-0.019805+0.057877i,-0.0073921+0.020808i,-0.0062084+0.0030801i,-0.0037587-0.0020268i,-0.0052256-0.007674i,-0.0088873-0.0096034i,-0.006684-0.0065154i,-0.0018647-0.0018508i,0.0012033+0.0017394i,0.002707+0.0025596i,0.0039674+0.001394i,0.0055128+0.00080088i,0.0054144-4.7988e-05i,0.0038413-0.0020198i,0.0023721-0.0016823i,0.0025813+0.00066373i,0.0022177+0.0017848i,-8.5096e-05+0.00058265i,-0.00045977-0.00089589i,0.00018759-0.00059731i
0.00091659-0.046309i,-0.0058061-0.080963i,-0.02513-0.091078i,-0.038799-0.059071i,-0.030628-0.020684i,-0.016061-0.0049409i,-0.00967+0.0018061i,-0.0056696+0.0091105i,-0.0021739+0.011376i,-0.0017148+0.0075778i,-0.0036994+0.0016837i,-0.0055517+0.00052979i,-0.0050795+0.0027884i,-0.0030111+0.0029034i,-0.0026436+0.0018342i,-0.0040917+0.0011625i,-0.0062247-3.8165e-05i,-0.007227-0.0012874i,-0.0065634-0.0013488i,-0.0048004-0.0014339i,-0.0018841-0.00052694i,0.00085166+9.6146e-05i,0.0026084-0.00036634i
0.028341+0.031605i,0.05552+0.057354i,0.072411+0.060314i,0.058489+0.040561i,0.030497+0.027287i,0.013158+0.020037i,0.00782+0.0063947i,0.0035695-0.003771i,0.0008677-0.0043364i,0.0015961-0.003386i,0.0031451-0.0036727i,0.0039321-0.0046716i,0.0037319-0.0059445i,0.0023867-0.0047123i,0.0018391-0.0033406i,0.0020033-0.0027279i,0.0017761-0.0019685i,0.0022039-0.0017604i,0.0031777-0.0011796i,0.0038146-0.0010048i,0.0031646-0.0024454i,0.0012594-0.0036443i,-0.0015182-0.0028738i
-0.042395-0.0049475i,-0.078851-0.00592i,-0.087483+0.0072806i,-0.05541+0.024542i,-0.020455+0.029788i,-0.0032993+0.025764i,0.0054961+0.017734i,0.0095268+0.0088156i,0.0088499+0.0030133i,0.006941+0.0015991i,0.00481+0.0022377i,0.0025581+0.0024719i,0.00037084+0.0024003i,-0.0014847+0.0021089i,-0.0026333+0.0011282i,-0.002987+0.0014614i,-0.0029822+0.002737i,-0.0038471+0.0044298i,-0.0051615+0.0042744i,-0.004347+0.0022196i,-0.0010142+0.00034728i,0.0013505-0.00031908i,0.0021432-0.00049793i
0.036441-0.020026i,0.067121-0.04324i,0.070184-0.058742i,0.039918-0.051663i,0.013566-0.034891i,0.0052358-0.024464i,-0.00044125-0.019276i,-0.0063548-0.014096i,-0.0069136-0.0075413i,-0.0028642-0.00086719i,0.0018558+0.00083374i,0.0031831-0.0024882i,0.0018153-0.0044838i,0.00030482-0.0028927i,0.0010384-0.0012682i,0.0024872-0.0012738i,0.0031352-0.0015691i,0.0039548-0.0016219i,0.0040873-0.0019915i,0.0022847-0.0022403i,-0.00078623-0.0012094i,-0.0024522+0.00037559i,-0.0023434+0.0020767i
-0.011937+0.039352i,-0.02031+0.074186i,-0.017299+0.08274i,-0.0062787+0.052679i,0.0014497+0.017276i,0.0054271+0.0037096i,0.0067539+0.0023028i,0.0013837-0.0013586i,-0.0061882-0.0029954i,-0.0070741-0.0018289i,-0.002691+0.0013331i,0.0011788+0.0047853i,0.0019077+0.0060955i,0.0003775+0.0047662i,-0.00039307+0.0028907i,-0.00025302+0.0020223i,-0.00012917+0.0018055i,-0.00088481+0.0032906i,-0.0013638+0.0049535i,0.00088569+0.0047186i,0.0032851+0.0039816i,0.0041772+0.002358i,0.0048744-0.00040021i
-0.017731-0.037311i,-0.033705-0.068699i,-0.043641-0.077585i,-0.040899-0.053993i,-0.032972-0.0257i,-0.022984-0.012384i,-0.014808-0.0045549i,-0.0097675+0.0017321i,-0.0061495+0.00372i,-0.0046965+0.0034278i,-0.0051687+0.0023731i,-0.0053484+0.0022334i,-0.0022773+0.0026087i,0.00041324+0.0023573i,0.00016235+0.0010299i,-0.00057948-0.00068499i,-0.0016455-0.0031016i,-0.0020891-0.004679i,-0.0011871-0.0043448i,-0.00035211-0.0017816i,-0.0001884+0.0004418i,-0.00091027+0.00081583i,-0.0020617+0.0013437i
0.032131+0.015634i,0.062879+0.030541i,0.073542+0.036404i,0.056721+0.027216i,0.032846+0.016843i,0.018734+0.011744i,0.010931+0.0059756i,0.0030089+0.0027598i,-0.0025369+0.0032551i,-0.0040519+0.0024315i,-0.0031371+0.00045064i,-0.00086358-0.00042157i,0.0012259-0.00064386i,0.00098901-2.9006e-05i,-3.6909e-05+0.0010266i,-0.00021797+0.0015303i,-0.0011266+0.0022746i,-0.0018188+0.0023149i,-0.0017919+0.00078002i,-0.00045331-0.0013245i,0.0015013-0.0030793i,0.0022153-0.004339i,0.0016958-0.0049876i
-0.034033+0.010412i,-0.065639+0.018098i,-0.074533+0.024345i,-0.050486+0.029955i,-0.020859+0.030176i,-0.0082772+0.021744i,-0.00083659+0.010632i,0.006032+0.0010113i,0.0084816-0.0029886i,0.0076386-0.0024451i,0.0043094-0.0015489i,0.0016139-0.00061615i,0.00029213-0.00061249i,-0.00042083-0.00095365i,-0.0010027-0.00049626i,-0.0021517-7.7293e-05i,-0.0029305-0.00033471i,-0.0038927-0.00044155i,-0.0036669+0.00058047i,-0.0025175+0.0016229i,-0.0032551+0.0013672i,-0.0041011+0.0013344i,-0.0037027+0.0024049i
0.024289-0.032232i,0.04399-0.05688i,0.048376-0.066083i,0.030843-0.05108i,0.012771-0.025629i,0.0069208-0.011408i,0.0026571-0.0088093i,-0.0021913-0.006523i,-0.0024743-0.00401i,0.0010604-0.0021736i,0.0035645-0.0019845i,0.0021574-0.0030466i,-0.00090603-0.0030349i,-0.0018682-0.0017887i,0.00029239-0.00086403i,0.0023933-0.00090222i,0.0029701-1.8647e-05i,0.0023151+0.0013457i,0.001119+0.0014765i,0.0010943+0.00035583i,0.0019019-0.0007438i,0.0021641-0.0013873i,0.002656-0.0014495i
0.0046452+0.03613i,0.0034828+0.066882i,0.0035999+0.076661i,0.0059688+0.05174i,0.0047991+0.020329i,0.003545+0.0071606i,0.0038108+0.0024454i,4.2241e-05-0.0038685i,-0.0036611-0.0060536i,-0.0022475-0.0019479i,0.0021018+0.0017453i,0.0045181+0.0015793i,0.0036354+0.0011765i,0.0015338+0.0021681i,-0.0005314+0.0020035i,-0.0018417+0.00037351i,-0.0018447-0.00024889i,-0.0014811+0.00040112i,-0.00040049+0.0015218i,0.00094793+0.0032261i,0.0015697+0.0040019i,0.0016777+0.0031745i,0.0018707+0.0028717i
-0.02975-0.020415i,-0.048921-0.04505i,-0.055684-0.051594i,-0.04414-0.033747i,-0.026478-0.016758i,-0.014843-0.0093617i,-0.0094981-0.0020858i,-0.0075528+0.0033613i,-0.0071556+0.0046647i,-0.0063835+0.0039732i,-0.0050326+0.0034069i,-0.0037144+0.00311i,-0.0031674+0.0025196i,-0.0020499+0.0022155i,-0.00064071+0.00042801i,7.2796e-05-0.0016377i,0.00066979-0.0029043i,0.00078196-0.0032725i,0.00034403-0.0029557i,0.0013144-0.0028973i,0.0027494-0.0030522i,0.0027127-0.0030796i,0.0022056-0.0034407i
0.034131-0.00023829i,0.062242+0.0074596i,0.069263+0.010359i,0.044403+0.0037988i,0.017741-0.00041204i,0.0079918-0.0023531i,0.0052265-0.0054457i,0.00043946-0.0038009i,-0.0034824+0.0019932i,-0.0042265+0.0040906i,-0.0030076+0.0021691i,-0.0001135+0.00080239i,0.0024431+0.0011551i,0.0023256+0.0022545i,0.00064298+0.0034734i,-0.00090787+0.0032339i,-0.0012244+0.001859i,-0.0010248+0.0010241i,-6.638e-05+0.0017889i,0.0010768+0.0026575i,0.0015481+0.0013447i,0.00080245+5.0997e-06i,-0.00055276-2.4382e-05i
-0.024726+0.020146i,-0.051413+0.033072i,-0.058824+0.036788i,-0.037784+0.030416i,-0.014583+0.023828i,-0.0037146+0.019184i,0.0016176+0.01159i,0.0046129+0.0036223i,0.0045076+0.00014536i,0.0028763-0.00010304i,0.00033619+0.00077941i,-0.0011241+0.0018542i,-0.00090365+0.0015009i,-0.00077937-0.0001611i,-0.00047727-0.00063706i,-0.00034483-3.5565e-05i,-0.0010754-0.00033072i,-0.0020727-0.001185i,-0.0024613-0.0011493i,-0.0025394-0.0013291i,-0.0028081-0.0019653i,-0.0033147-0.0018126i,-0.0023302-0.0011845i
0.0081007-0.027279i,0.021104-0.055282i,0.029546-0.06023i,0.023196-0.038216i,0.011326-0.014816i,0.0052002-0.0050069i,0.0020345-0.0043931i,0.0013126-0.0049487i,0.0031915-0.0034238i,0.0041884-0.0021341i,0.0037223-0.003741i,0.00199-0.0061149i,-0.00037443-0.0057807i,-0.0010753-0.0025621i,-0.0012236+0.00055441i,-0.0010789+0.00094236i,4.9425e-05-0.00018302i,0.0012326-2.0609e-05i,0.0014668+0.0012391i,0.0020067+0.0015669i,0.0022027+0.0016018i,0.0012963+0.0023797i,0.00078325+0.0036895i
0.012349+0.029109i,0.020035+0.055916i,0.019707+0.065992i,0.014809+0.046452i,0.012341+0.022147i,0.010298+0.010582i,0.0063614+0.0027158i,0.0010425-0.0037429i,-0.0021528-0.0047723i,-0.00078458-0.0023703i,0.0026803-0.001098i,0.0042597-0.00093377i,0.0023349+0.0002786i,-0.00033736+0.00042698i,-0.00060684-0.00078423i,-0.00053668-0.0010597i,-0.0010826-0.00049108i,-0.0023937-0.00026786i,-0.003337+0.00018152i,-0.0025572+0.001233i,-0.0014714+0.00061747i,-0.00041148-0.00054343i,0.0010051-0.0013879i
-0.02542-0.013216i,-0.048519-0.028291i,-0.05539-0.03721i,-0.042653-0.027239i,-0.026736-0.013407i,-0.015542-0.0069657i,-0.0084684-0.0024666i,-0.0055913+7.3425e-05i,-0.0066143+0.00072508i,-0.0060117+0.0014788i,-0.0026693+0.0025548i,-0.00038314+0.0027065i,0.00053895+0.0030575i,0.0010472+0.0029869i,0.001165+0.0018189i,0.00089098+0.00010448i,0.0012504-0.0012037i,0.0014961-0.0013362i,0.0018839+5.1039e-05i,0.0027062+0.0010309i,0.0030385-0.00012922i,0.0025749-0.0011755i,0.0011543-0.0014648i
0.022441-0.011079i,0.047994-0.010663i,0.054717-0.0050528i,0.033464-0.0015955i,0.010167-0.0020169i,0.0035127-0.002437i,0.0025715-0.0033115i,-0.0020026-0.0018689i,-0.0052318+0.002721i,-0.0038858+0.0056882i,-0.00062908+0.0052534i,0.001907+0.0033082i,0.0020396+0.0010654i,0.001558-5.395e-06i,0.0013285+0.00054197i,0.0004149+0.00074113i,-0.0014311+0.00083428i,-0.0032957+0.0015872i,-0.0032026+0.0017731i,-0.0017794+0.001222i,-0.0021375+0.0007299i,-0.0029497+0.00055524i,-0.002623-0.00037406i
-0.013463+0.025449i,-0.031829+0.042561i,-0.04038+0.044209i,-0.027928+0.033372i,-0.01107+0.023022i,-0.0036469+0.015593i,0.00068277+0.0089825i,0.0031934+0.0038659i,0.0016638+0.0023973i,-0.00063349+0.0025426i,-0.0018715+0.0027806i,-0.0019651+0.0040743i,-0.00034586+0.0035647i,0.00019386+0.0022866i,-0.00093656+0.002031i,-0.0008964+0.00051188i,-0.00045491-0.0015266i,-0.00049949-0.0018657i,0.00036483-0.0017801i,0.0020834-0.001467i,0.0025982-0.00061777i,0.0016249+0.00013768i,0.00057133+0.00084415i
-0.0042707-0.025124i,-0.00074076-0.048927i,0.0067402-0.054363i,0.0080507-0.034804i,0.0045952-0.010954i,0.0019152-0.00086701i,-0.00069748+5.1591e-05i,-0.0011143-0.00095509i,2.8117e-05-0.00206i,0.0010567-0.0022942i,0.00089634-0.0032522i,-0.00024902-0.0046491i,-0.0011612-0.0036972i,-0.00084349-0.0011218i,0.00015379+0.00067929i,0.0006136+0.00093426i,0.00022445+0.0014181i,-0.00093027+0.002967i,-0.0017208+0.0035555i,-0.0016712+0.0029636i,-0.0013902+0.0018914i,-0.00069946+0.0012676i,0.00022668+0.001391i
0.018677+0.011705i,0.029029+0.031406i,0.02834+0.040676i,0.018146+0.029795i,0.009723+0.015454i,0.0074067+0.0072954i,0.0066517+0.00035551i,0.0025046-0.0042912i,-0.0015805-0.0049569i,-0.00049137-0.0039093i,0.0031027-0.0025078i,0.0039956-0.00094154i,0.0017199+0.00017515i,-8.562e-05+0.00021307i,-0.00059773+2.7437e-05i,-0.00049356+0.00065893i,-0.00034385+0.00046368i,0.00037894-0.0012647i,0.00095278-0.0024433i,0.0015731-0.0019047i,0.0028411-0.0010856i,0.0029432-0.0012493i,0.0021972-0.0014347i
-0.02161+0.003153i,-0.040985-0.003962i,-0.043829-0.012128i,-0.030254-0.011149i,-0.017305-0.0055259i,-0.0093211-0.0018676i,-0.0038181-0.00051648i,-0.0028865-0.0013574i,-0.0035542-0.0018384i,-0.001314-0.00094206i,0.00027979-0.0010093i,-0.00093914-0.001704i,-0.0018449-0.0013872i,-0.0013321-0.00036684i,-0.0008279-0.00045061i,-0.00087218-0.00021173i,-0.00088895+0.00031747i,-0.00095+0.00077488i,-0.0016655+0.0020362i,-0.0024465+0.0019655i,-0.0013675+0.00070872i,0.00075143+0.00034423i,0.0013563+0.00019632i
0.015079-0.014514i,0.033781-0.020349i,0.040387-0.016238i,0.025494-0.0085703i,0.00781-0.005266i,0.0011768-0.0041739i,-0.00045666-0.0030193i,-0.0020187-0.0018288i,-0.0033177+0.00080305i,-0.0025993+0.0037692i,0.00085239+0.0041104i,0.0027658+0.0030528i,0.0020117+0.0018733i,0.0009907+0.00072978i,0.00014304-0.00075028i,-0.00020917-0.0016369i,-0.0011071-0.0015841i,-0.0020057-0.0021693i,-0.0010449-0.0023047i,0.00088852-0.0017827i,0.0017611-0.0017693i,0.00054305-0.0016103i,-0.00089249-0.0016134i
-0.0053266+0.020214i,-0.016904+0.036899i,-0.026539+0.039371i,-0.021972+0.026654i,-0.011064+0.014834i,-0.0024857+0.0095833i,0.0017176+0.0061715i,0.0017149+0.00325i,-0.0011268+0.003212i,-0.0029325+0.0042225i,-0.0022636+0.0047999i,0.00012032+0.0043389i,0.0017191+0.0026113i,0.0011608+0.0010284i,0.00059355+0.00040874i,0.00031348-0.00067788i,-0.00015314-0.0012192i,-0.00030397+0.00077819i,-0.00047722+0.0024047i,-0.00082819+0.0023585i,-8.4002e-05+0.0015785i,-0.00028654+0.0013453i,-0.00036213+0.00082318i
-0.0096951-0.020336i,-0.012937-0.036995i,-0.0086988-0.043395i,-0.0030679-0.029362i,-0.0022246-0.011208i,-0.0012683-0.002588i,5.1043e-05-0.001929i,0.00038026-0.0016433i,0.0001424-0.00067349i,-0.00019761-0.00014893i,-7.4041e-05+0.00078862i,0.00025115+0.00068297i,0.00067424+0.00038753i,0.0015835+0.0011528i,0.0018304+0.0015603i,0.0016134+0.001065i,0.0012643+0.00010644i,0.00026659-0.0010308i,-0.00064228-0.0013808i,-4.3271e-05-0.0013682i,0.00087718-0.0011541i,0.0013659-0.00055713i,0.0010843-0.00046486i
0.01721+0.0060679i,0.029284+0.018325i,0.029076+0.027758i,0.01907+0.02274i,0.01185+0.013434i,0.0085202+0.0079326i,0.0057214+0.0015328i,0.0025171-0.0036059i,-0.00027467-0.0042424i,-0.0007029-0.0028402i,-4.6897e-05-0.0014602i,-0.00012298-0.00048579i,-0.0002259-0.00026155i,-0.00059313-3.8627e-05i,-0.0015805+0.0002903i,-0.0010832+0.00052081i,-3.929e-05+0.00079639i,0.00063324+0.00080096i,0.0011423+0.0011076i,0.00073721+0.0010793i,0.00039159+0.001016i,0.00058939+0.00082132i,0.0014422+0.00077284i
-0.016367+0.0070408i,-0.030995+0.0059835i,-0.035563+0.00013092i,-0.024633-0.0025568i,-0.011685-0.00014503i,-0.0051732+0.00063451i,-0.0017127-0.00032005i,-0.0014111-0.0019964i,-0.002909-0.0034697i,-0.0030676-0.0034891i,-0.001957-0.0027087i,-0.0012299-0.0014618i,-0.0012297+0.00061186i,-0.0015968+0.0015349i,-0.0016957+0.0010836i,-0.0013525-0.0007673i,-0.00032419-0.001508i,-0.00045616-0.00064148i,-0.0012923-0.00044226i,-0.0009252+0.00029673i,-0.00021456+0.0002163i,-0.00010068-0.00035976i,-0.00017382-0.00032184i
0.0029782-0.014229i,0.014205-0.022509i,0.019936-0.019728i,0.011939-0.0092817i,0.0017093-0.0030664i,-0.00023891-0.0012103i,-0.00065442-0.00086143i,-0.0028866-0.0010979i,-0.0041329-0.00014486i,-0.0026746+0.0012369i,0.00089322+0.0018254i,0.0023194+0.00088823i,0.00096822-0.00013063i,-3.6798e-05-0.0009216i,-0.00073559-0.0021083i,-0.0017426-0.0014037i,-0.0021404-0.00054607i,-0.0020408-0.0011149i,-0.0013-0.00073878i,-0.00027437+0.00061461i,-0.00031847+0.00028184i,-0.001254-0.00049878i,-0.0010133-0.00030955i
0.0010372+0.015295i,-0.0026777+0.029218i,-0.010646+0.032309i,-0.011578+0.02089i,-0.0058792+0.010166i,-0.00099147+0.0049116i,0.0022237+0.0013827i,0.0016989+0.00086685i,-0.0011149+0.0031117i,-0.0012019+0.0044584i,0.0007624+0.0037941i,0.0010782+0.0030135i,0.00045158+0.002481i,0.00061433+0.0018238i,0.00045843+0.0014334i,4.0922e-05+0.00084424i,-0.00077674+0.00041352i,-0.0015138+0.00062582i,-0.00097353+0.0008734i,-0.00018176+0.0014861i,-1.5049e-05+0.0013473i,0.0003206+0.00055179i,-0.00086898+0.00031928i
-0.0089931-0.0065292i,-0.014529-0.017531i,-0.0098806-0.023087i,-0.0036383-0.015065i,-0.0028039-0.0043621i,-0.0018747-0.00045187i,-0.0008132-0.00031894i,-0.00015748-0.00039569i,0.00055255+0.00076855i,0.0009622+0.0026251i,0.0004264+0.0019469i,7.2732e-05+0.00030815i,0.00050727-0.00034476i,0.00099897-0.00036849i,0.0014817+0.00043586i,0.0013067+0.0013992i,0.00019803+0.0010451i,-0.0011842+0.00029725i,-0.00068673+0.0004968i,0.00018989+0.00076552i,-0.00046997+0.00085287i,-0.0005077+0.00080718i,0.00015563+0.00096877i
0.011955+0.0010515i,0.022737+0.0071583i,0.024519+0.014143i,0.015712+0.012855i,0.0077607+0.0069783i,0.0052682+0.0032409i,0.0045587+0.00028428i,0.0025772-0.0027671i,0.00040068-0.0034671i,1.4767e-05-0.0013146i,0.00058254+0.00064594i,0.00027397+0.00087329i,-2.429e-05+0.00057724i,-0.00084415+0.00088678i,-0.001801+0.0014871i,-0.00071403+0.0011167i,0.00059275+0.00020512i,0.0010722-0.00037414i,0.0012399-0.00053723i,0.0013229-0.0002175i,0.0021551+0.00016794i,0.0024749+0.00035322i,0.0012298+0.00030392i
-0.0074087+0.0050817i,-0.018934+0.0070432i,-0.026008+0.0018784i,-0.019539-0.0019045i,-0.0088588-0.00012583i,-0.0025748+0.0020746i,-0.00079184+0.001548i,-0.0023203-0.00068898i,-0.0038117-0.0013458i,-0.0032473-0.0014202i,-0.0019672-0.001929i,-0.0008787-0.0013561i,-0.00029456-0.00055662i,-2.5329e-05-0.0004388i,0.00038758+0.0001691i,0.00099896+7.555e-05i,0.0010297-0.00055331i,-0.00049637-0.0004473i,-0.0018154-2.9047e-05i,-0.0011917-7.7294e-05i,-0.00099592-0.00049092i,-0.0010711-0.00034603i,0.00012102-0.000238i
0.00084453-0.012155i,0.0093157-0.019727i,0.01493-0.018705i,0.0096964-0.0091317i,0.0016195-0.0025053i,-0.0003176-0.0015983i,0.00025288-0.0017231i,-0.0013304-0.0020271i,-0.0027805-0.0015993i,-0.0013479-0.00037532i,0.00092366-0.00021007i,0.0011052-0.00041683i,0.00042228-0.00010664i,-0.00064047+0.00072631i,-0.001728+0.00087717i,-0.0021345+0.0010044i,-0.001849+0.00037722i,-0.0014432-0.0014831i,-0.0015394-0.0019197i,-0.00082241-0.00064536i,6.943e-05-0.00093563i,0.00063265-0.0016662i,0.0013013-0.001512i
0.015919+0.016259i,0.016344+0.026664i,0.01765+0.025711i,0.011941+0.01192i,0.0045806-0.00045493i,-0.0014523-0.0022104i,-0.0013863+0.00035334i,-0.00076194+0.0005142i,-0.0017364-0.00023089i,-0.001013-0.001194i,-0.0013212-0.0019048i,-0.0025441-0.00093836i,-0.0024792+0.0012406i,-0.00095562+0.0028588i,0.00041835+0.0028429i,0.00052581+0.0017756i,-0.00062272+0.00061553i,-0.0014687+0.00084772i,-0.00056239+0.0020752i,0.00059946+0.0020148i,0.0012206+0.0015858i,0.00071062+0.0018945i,0.00036174+0.0016378i
-0.0078849+0.0027776i,-0.012646-0.0055212i,-0.0090884-0.012734i,-0.0023307-0.010432i,-0.0001826-0.0036967i,0.0006209-0.0011576i,0.0016998-0.0010611i,0.0016961+0.00018606i,0.001339+0.0020347i,0.0014421+0.0025349i,0.0019939+0.0024556i,0.0010028+0.0021486i,-0.00055468+0.0019172i,-0.0013414+0.0024639i,-0.0015181+0.0023067i,-0.0012986+0.0012353i,-0.00074681-0.00018452i,-0.00061396-0.00022348i,-0.00031726+0.00019237i,0.00062953-0.00056805i,0.0004058-0.00096643i,-0.00024751-0.00095335i,0.00018976-0.00080219i
0.0068141+0.00012156i,0.016385+0.0017132i,0.019262+0.007359i,0.012947+0.0090916i,0.006267+0.0060532i,0.0034805+0.0027883i,0.002173-0.00016337i,-2.6294e-05-0.00258i,-0.00087206-0.0014849i,-0.00036971+0.00080592i,0.00042643+0.0015459i,0.0015063+0.0011316i,0.0019717-0.00049362i,0.0011395-0.001197i,0.00030072-0.0011752i,0.00015903-0.00049496i,0.00042695+0.00072025i,0.00023396+0.0014796i,0.00071063+0.0020377i,0.0014585+0.0022672i,0.00049283+0.002258i,-0.00036673+0.0022085i,-0.00072316+0.0017214i
-0.0039213+0.0043722i,-0.011796+0.0076418i,-0.018945+0.0060483i,-0.015146+0.0035208i,-0.0068996+0.0041806i,-0.0017904+0.0037827i,0.0010157+0.0012663i,0.0007784-0.0013454i,-0.0016231-0.0021581i,-0.0024762-0.00078495i,-0.0019035+0.00066821i,-0.0018079+0.0016501i,-0.001006+0.0026528i,-0.00024884+0.0026024i,-0.00025423+0.0012957i,-0.00015254+0.00087331i,-0.00042254-5.7637e-05i,-0.00030454-0.0016035i,-0.00040229-0.0014059i,-0.00077459-0.0013195i,-0.00062399-0.0022134i,0.00026612-0.0021047i,0.00091641-0.0012179i
-0.0015975-0.0066146i,0.0010643-0.014224i,0.0054509-0.015589i,0.0049444-0.0082753i,0.0015017-0.0020718i,2.6061e-05+0.00059389i,-0.00093503-3.2314e-05i,-0.0024657-0.0017718i,-0.0028995-0.0022588i,-0.0017774-0.0017254i,-0.00037132-0.0014619i,0.00048657-0.0013275i,0.00061939-0.00096576i,-7.8646e-05-0.00023706i,-0.00079893+0.00049144i,-0.0013303-0.00013648i,-0.0021347-0.00032636i,-0.0022714+0.00018303i,-0.0018996+0.00071869i,-0.0013322+0.000623i,-0.00080297+0.00016658i,-0.00095524+0.00034498i,-0.0010371+0.00064324i
