-0.0018932+0.0010035i,-0.0018059+0.0014779i,-0.0032185+0.00027198i,-0.0025628-0.0010888i,-0.0012814-0.0009513i,-0.00058345+0.00016555i,-0.0005625+0.0001211i,-0.00020485-7.3402e-05i,0.00094547+0.0005002i,0.0016579+0.00069403i,0.00094941+0.00039539i,0.00038233+0.0010407i,0.00084582+0.001705i,0.0010887+0.0013998i,0.00048675+0.00086592i,-0.00018469+0.00049179i,-0.00024514+0.00044718i,0.00028293+0.00028323i,5.549e-05-0.00036137i,-0.00022773-0.0003511i,0.00016138-0.00034122i,0.00017007-0.00050824i,0.0005371-4.9759e-05i
-0.10499-0.22674i,-0.22532-0.23496i,-0.27198-0.12881i,-0.22999-0.035826i,-0.16852-0.013146i,-0.13175+0.0033678i,-0.095052+0.038959i,-0.035796+0.062298i,0.0087358+0.044934i,0.013945+0.015961i,0.0098348+0.0046878i,0.01219-0.0028438i,0.010199-0.010652i,0.005609-0.010995i,0.0061641-0.007535i,0.0098327-0.0068159i,0.0087386-0.0069722i,0.0014168-0.0036215i,-0.0050889+0.00028654i,-0.0063077+0.0027321i,-0.0040355+0.0036212i,-0.0019473+0.0030781i,-0.0010753+0.0039358i
0.20337+0.18077i,0.31795+0.15097i,0.32216+0.060084i,0.24947+0.0056965i,0.16862+0.0083194i,0.10872+0.018173i,0.07864+0.0040075i,0.052403-0.029893i,0.023967-0.037691i,0.01617-0.020666i,0.013211-0.010418i,0.0034328-0.0023085i,-0.0031549+0.0033498i,-0.0076913+0.0040337i,-0.010337+0.0061662i,-0.0095888+0.007937i,-0.0065698+0.0060621i,-0.0016736+0.0017057i,0.00427-0.0022068i,0.0085231-0.0057845i,0.0090054-0.0082902i,0.0065364-0.0082153i,0.0035752-0.0052472i
-0.27106-0.081537i,-0.35907-0.024717i,-0.33078+0.029103i,-0.24919+0.033251i,-0.16265+0.011869i,-0.087945-0.0076218i,-0.052109-0.011135i,-0.034681+0.0088616i,-0.012709+0.020709i,-0.0026028+0.014582i,-0.0019141+0.011222i,0.001633+0.010727i,0.007+0.0081593i,0.010612+0.0044255i,0.010494+0.00032856i,0.010098-0.003212i,0.0094452-0.0038644i,0.0050763-0.00090978i,-0.00045575+0.0011694i,-0.0055734+0.001402i,-0.009169+0.0026808i,-0.0076657+0.0051222i,-0.0050869+0.0055907i
0.29222-0.03659i,0.34854-0.099132i,0.31348-0.10074i,0.24632-0.053055i,0.15909-0.0035837i,0.078828+0.034381i,0.049188+0.038456i,0.037405+0.0058399i,0.016329-0.013826i,0.0055194-0.009766i,0.0020183-0.0068836i,-0.0025611-0.001179i,-0.0026271+0.0039729i,-0.00027994+0.0014711i,0.00028096-0.0027148i,-0.0021707-0.0046745i,-0.0043748-0.0061006i,-0.0028773-0.0071792i,0.0015597-0.0048786i,0.0075677-0.0028471i,0.010622-0.0048447i,0.0090996-0.0070341i,0.0055252-0.0059762i
-0.24753+0.16114i,-0.27535+0.20924i,-0.25549+0.16055i,-0.21571+0.085184i,-0.12291+0.02316i,-0.028803-0.039731i,-0.01717-0.067806i,-0.041957-0.036405i,-0.038146-0.0021768i,-0.022228-0.00019909i,-0.0095094-0.0052068i,0.0042602-0.0078533i,0.011101-0.0083975i,0.011372-0.0042686i,0.0075387-0.0025748i,0.00052043-0.0020914i,-0.0034509+0.0016273i,-0.0045525+0.0027617i,-0.0066159+8.9353e-05i,-0.010517-0.0007902i,-0.011977+0.0024705i,-0.008356+0.0060876i,-0.0042677+0.0060036i
0.14745-0.25107i,0.16481-0.2751i,0.18186-0.19046i,0.17991-0.10537i,0.10127-0.056347i,-0.0016364+0.00020149i,-0.02118+0.049064i,0.016025+0.044231i,0.02712+0.0134i,0.01427+0.0022386i,0.010384+0.0054571i,0.010689+0.0061098i,0.0064453+0.0007708i,0.00039514-0.0059677i,-0.0023555-0.00757i,-0.0017569-0.0071081i,-0.0036679-0.0072533i,-0.0064377-0.0057179i,-0.0039933-0.00067628i,0.0031064+0.0030836i,0.0097142+0.0011008i,0.011216-0.0021206i,0.0084284-0.0023794i
-0.021375+0.28204i,-0.045483+0.2831i,-0.11366+0.18251i,-0.15196+0.094273i,-0.091784+0.045469i,7.3468e-05-0.012183i,0.014492-0.058811i,-0.018248-0.049146i,-0.021411-0.019614i,-0.0053144-0.011879i,0.0013595-0.011828i,0.0020978-0.011874i,0.00041461-0.011376i,-0.002096-0.0035876i,-0.003457+0.0053038i,-0.0025103+0.010013i,-0.00041405+0.012579i,0.00030977+0.011213i,-0.002474+0.0053604i,-0.0078782-0.00033799i,-0.01274-0.00069907i,-0.013935+0.00010107i,-0.010029-0.00097236i
-0.10419-0.23738i,-0.061876-0.22824i,0.059563-0.14298i,0.13043-0.079842i,0.068905-0.05536i,-0.04272-0.0092291i,-0.062089+0.05344i,-0.00034633+0.063135i,0.028662+0.029692i,0.015196+0.016426i,0.0076227+0.021729i,0.0067951+0.022304i,0.0038514+0.015153i,-0.00024225+0.004057i,-0.00094868-0.0018552i,0.0032473-0.0040836i,0.003685-0.0084067i,0.00017672-0.0066964i,0.001293+0.0012418i,0.0082191+0.0050538i,0.013932+0.0020651i,0.012446-0.00048471i,0.0069396+0.0011071i
0.20131+0.14399i,0.14112+0.13969i,-0.01527+0.091346i,-0.11601+0.06213i,-0.081173+0.067409i,0.01781+0.05552i,0.056375-0.001345i,0.015599-0.040483i,-0.011071-0.02785i,-0.0011413-0.016064i,-0.00071383-0.019726i,-0.0092045-0.017647i,-0.0084209-0.0081783i,-0.0021076+0.00088438i,0.00069251+0.0056089i,-0.00049211+0.0065087i,0.00031129+0.0069468i,0.0029295+0.0047405i,0.0026555-0.0010022i,-0.0028341-0.0055802i,-0.009797-0.0071586i,-0.012266-0.0065458i,-0.0095547-0.0060013i
-0.22301-0.025477i,-0.15558-0.039455i,0.010098-0.039797i,0.11509-0.036194i,0.08596-0.047112i,-0.0024056-0.04239i,-0.042894+0.0049843i,-0.020943+0.041605i,-0.0023913+0.030264i,-0.0079577+0.014095i,-0.0058101+0.014537i,0.0053104+0.015957i,0.011122+0.01063i,0.0094454+0.0017178i,0.0047772-0.0052122i,0.0012887-0.0087307i,-0.00098095-0.011056i,-0.0027589-0.0085398i,-0.0018203-0.0017299i,0.0048662+0.0028195i,0.013591+0.0047568i,0.01669+0.0067771i,0.012787+0.0085419i
0.18439-0.084262i,0.12482-0.049948i,-0.025857-0.0047025i,-0.12584+0.022971i,-0.093013+0.058057i,0.007653+0.069837i,0.061215+0.018169i,0.038626-0.034453i,0.0095232-0.030883i,0.012014-0.017917i,0.014417-0.021132i,0.0089486-0.021491i,0.0066173-0.015944i,0.0061307-0.0086989i,0.0040446-0.0033748i,-0.0017405+0.00035862i,-0.0058462+0.0039016i,-0.0050551+0.0027045i,-0.0036019-0.0031775i,-0.0057829-0.0075516i,-0.010998-0.009119i,-0.012024-0.0087815i,-0.0073523-0.0079116i
-0.10226+0.1626i,-0.065244+0.11634i,0.049885+0.044586i,0.14442-0.0033259i,0.13506-0.063837i,0.046216-0.10873i,-0.03318-0.06859i,-0.043146+0.001688i,-0.01908+0.016929i,-0.01367+0.0068653i,-0.0099043+0.013252i,0.0029202+0.016361i,0.0055045+0.0078102i,2.5851e-05+0.00052869i,-0.0016328-0.002349i,0.0015537-0.0036523i,0.0037232-0.0043264i,0.0013694-0.0023254i,-0.0015802+0.0021809i,0.0013985+0.0071085i,0.0084816+0.010672i,0.011462+0.012201i,0.0080236+0.01174i
0.010583-0.17409i,0.0022867-0.1322i,-0.067097-0.059169i,-0.14268-0.016257i,-0.1443+0.030101i,-0.076771+0.068773i,0.0017063+0.046333i,0.037194-0.0016636i,0.032153-0.015508i,0.025364-0.0086446i,0.021371-0.0096808i,0.012984-0.012302i,0.0051882-0.012257i,-0.00061142-0.0098819i,-0.0039936-0.0041834i,-0.0051645+0.0012576i,-0.005486+0.004691i,-0.0039437+0.0037036i,-0.0021549-0.00092156i,-0.0050209-0.0064287i,-0.012212-0.012014i,-0.015085-0.014167i,-0.0098222-0.012435i
0.076996+0.14323i,0.064132+0.12437i,0.098071+0.067687i,0.15505+0.025051i,0.14654-0.025811i,0.067115-0.076061i,-0.023151-0.060872i,-0.054379-0.0098939i,-0.032983+0.00557i,-0.018933+0.00021878i,-0.018384+0.007588i,-0.015075+0.014464i,-0.009363+0.01339i,-0.0037348+0.010267i,0.0011908+0.0056533i,0.0073247+0.0018391i,0.010333-0.0016255i,0.0057308-0.0017189i,3.6126e-05+0.0030633i,0.0014428+0.0088698i,0.007538+0.012281i,0.0089655+0.012432i,0.0034669+0.011409i
-0.11965-0.077382i,-0.10138-0.089413i,-0.11216-0.06487i,-0.15998-0.038912i,-0.17666+0.0020049i,-0.12998+0.069383i,-0.032443+0.089168i,0.033556+0.045244i,0.03015+0.011829i,0.017214+0.0054807i,0.01776-0.0053375i,0.015777-0.014177i,0.013026-0.012658i,0.0083142-0.010085i,0.00014348-0.006949i,-0.0077073-0.0028694i,-0.012474+0.00032736i,-0.010532+0.0019081i,-0.0049132+3.2979e-05i,-0.0029708-0.0061784i,-0.0058018-0.01257i,-0.0067246-0.014199i,-0.0034627-0.011141i
0.12441+0.0064127i,0.1171+0.042919i,0.11651+0.051393i,0.14268+0.054642i,0.1546+0.045668i,0.12504-0.0058317i,0.043208-0.045578i,-0.0268-0.031518i,-0.029783-0.010275i,-0.013543-0.0084964i,-0.011413-0.0042855i,-0.009649+0.0056224i,-0.0034946+0.0097153i,0.003221+0.0061824i,0.0075771+0.0013194i,0.0092147-0.0019394i,0.0092893-0.0044282i,0.006555-0.0039323i,0.0032958+0.00095747i,0.0039423+0.008415i,0.0084672+0.014789i,0.0097064+0.016439i,0.0049715+0.012648i
-0.091375+0.044725i,-0.10737-0.0060042i,-0.11337-0.041066i,-0.13217-0.063276i,-0.14185-0.059363i,-0.11272-0.0016919i,-0.033439+0.049758i,0.028835+0.043601i,0.024381+0.01887i,0.0084023+0.011138i,0.013016+0.0060359i,0.019462-0.0016049i,0.016193-0.0056493i,0.0054275-0.0053477i,-0.0055612-0.0022788i,-0.013074-0.00032912i,-0.016071+0.0019393i,-0.011523+0.0035496i,-0.0039607+0.00022961i,-0.0022758-0.0079019i,-0.0048286-0.014854i,-0.0041896-0.01537i,-0.00024379-0.0096952i
0.047598-0.061458i,0.088232-0.011883i,0.1069+0.042663i,0.12714+0.089681i,0.15452+0.097875i,0.14559+0.028722i,0.07018-0.050234i,-0.0043375-0.059554i,-0.010337-0.031769i,0.0043886-0.019558i,0.00081057-0.011304i,-0.0035979-0.00058129i,-0.003276+0.002491i,-0.00085921+0.0018717i,0.0061242+0.0013808i,0.014291+0.0012675i,0.017002+0.00051592i,0.013155-0.0019468i,0.0069811-0.0025684i,0.0051174+0.0028022i,0.0054259+0.010411i,0.0024941+0.011851i,-0.00056846+0.0065851i
-0.010757+0.0526i,-0.066972+0.019847i,-0.093166-0.039336i,-0.10563-0.10799i,-0.12464-0.13854i,-0.12136-0.086908i,-0.069419-0.0018903i,-0.01068+0.033559i,0.0030171+0.018819i,-0.0052875+0.010113i,-0.0010528+0.013115i,0.0059064+0.0089791i,0.0039078+0.0019436i,-0.0024733-0.00063073i,-0.0085285+0.0007648i,-0.012566+0.00082807i,-0.012733-0.0014064i,-0.0097322-0.0014902i,-0.0066635-0.0022147i,-0.0058826-0.0071567i,-0.005793-0.013382i,-0.0040329-0.013591i,-0.0026581-0.0084123i
-0.0085919-0.024875i,0.051286-0.0138i,0.083624+0.043372i,0.097503+0.1165i,0.10519+0.13873i,0.088285+0.078166i,0.043336-0.0049078i,0.0071741-0.036753i,0.0052922-0.023583i,0.011029-0.01655i,0.0025238-0.019047i,-0.0062814-0.015017i,-0.0055375-0.0096557i,0.00041155-0.0073716i,0.0073091-0.0055403i,0.012197-0.00088873i,0.012982+0.0024429i,0.0085812+0.00089189i,0.0037211-0.00083467i,0.0026686+0.0022626i,0.0027999+0.0076949i,0.0015178+0.0087448i,-7.0669e-05+0.0047943i
0.00048448+0.0084999i,-0.046701+0.017737i,-0.07853-0.036806i,-0.096166-0.12308i,-0.10916-0.15707i,-0.10666-0.097592i,-0.076715-0.0029146i,-0.037189+0.039361i,-0.019811+0.025365i,-0.015626+0.013933i,-0.002488+0.01581i,0.0082908+0.012834i,0.0081225+0.0096016i,0.0018305+0.0056203i,-0.008697-7.549e-05i,-0.016352-0.0049644i,-0.018893-0.0079739i,-0.015796-0.005211i,-0.0098274-0.00098751i,-0.0062962-0.0017584i,-0.0035593-0.0055646i,0.00040634-0.0055648i,0.0018219-0.0014513i
0.011021-0.0054206i,0.035865-0.021496i,0.059799+0.036024i,0.072371+0.12314i,0.064683+0.15873i,0.052053+0.12122i,0.048125+0.043645i,0.036676-0.0068269i,0.021735-0.0083771i,0.015513-0.0068012i,0.0088157-0.015158i,0.0040033-0.015285i,0.0056395-0.011965i,0.007476-0.00976i,0.0095504-0.0050702i,0.011577+0.0021328i,0.010749+0.0076959i,0.0079103+0.0074172i,0.0054562+0.0041439i,0.005853+0.0044681i,0.0054352+0.0066349i,0.0015341+0.0064341i,-0.00021609+0.0040577i
-0.019234+0.015129i,-0.023288+0.024484i,-0.048981-0.035963i,-0.064975-0.10938i,-0.044754-0.12587i,-0.025919-0.087997i,-0.033748-0.024369i,-0.033046+0.016182i,-0.017644+0.015248i,-0.0054722+0.010556i,0.0049202+0.016731i,0.013148+0.018726i,0.012554+0.015113i,0.0046937+0.0097862i,-0.0048384+0.0031854i,-0.011761-0.0048818i,-0.012993-0.0098308i,-0.010127-0.0079404i,-0.0060821-0.0038346i,-0.0040779-0.0038722i,-0.0035409-0.0047165i,-0.0023889-0.0024396i,-0.0013024-0.00018648i
0.0065592-0.02945i,-0.001252-0.021445i,0.029581+0.042882i,0.053633+0.10888i,0.034152+0.1258i,0.027147+0.09491i,0.050867+0.031881i,0.050968-0.01191i,0.027648-0.013791i,0.011301-0.009083i,0.0014585-0.0094047i,-0.0023877-0.0086608i,-0.00010742-0.0093478i,0.0030179-0.0068112i,0.0092607+0.0010684i,0.015362+0.0095068i,0.015109+0.013287i,0.011022+0.010185i,0.0064125+0.0044678i,0.005033+0.0010864i,0.0033354-0.00052995i,-0.0001396-0.001661i,-4.8184e-05-0.001537i
0.010785+0.038823i,0.017406+0.011832i,-0.021803-0.044482i,-0.03531-0.086976i,0.0055733-0.10052i,0.015655-0.089925i,-0.026064-0.050174i,-0.041227-0.01096i,-0.016679-0.0039827i,-0.001644-0.0072221i,-0.00092796+8.6008e-05i,9.9102e-05+0.0084483i,-0.0010824+0.0098683i,-0.0048954+0.0060956i,-0.0083714+0.0004379i,-0.0091629-0.0069792i,-0.0075971-0.011787i,-0.0070175-0.010525i,-0.0073836-0.0077834i,-0.0083026-0.0066123i,-0.007093-0.003926i,-0.0042211-0.00045714i,-0.0036296-0.0007719i
-0.041347-0.03028i,-0.034311+0.007306i,0.015588+0.046701i,0.025519+0.065466i,-0.018217+0.064918i,-0.024538+0.048254i,0.014769+0.020316i,0.026203-0.00069891i,0.0042528-0.005073i,-0.0074675-0.0023308i,-0.0048971-0.0040845i,-0.0031246-0.0088512i,-0.0025803-0.0088118i,0.0022798-0.0042479i,0.0080125+0.0027208i,0.010136+0.010339i,0.0079798+0.012473i,0.0039423+0.0093041i,0.0037767+0.0065466i,0.005788+0.0046166i,0.0067445+0.0015854i,0.0064458-0.00054488i,0.0057388-0.00017309i
0.059283+0.0032297i,0.034999-0.033964i,-0.014639-0.054265i,-0.014593-0.064011i,0.020139-0.070732i,0.0088874-0.057166i,-0.033187-0.027017i,-0.037718-0.0037168i,-0.010734+0.0026194i,0.0045235-0.00065459i,0.0051551-0.001351i,0.003501+0.0032857i,0.0014106+0.0072857i,-0.0018028+0.0045777i,-0.0062998-0.0044951i,-0.010113-0.013142i,-0.0098944-0.015634i,-0.0074037-0.012607i,-0.0058017-0.0081083i,-0.0048365-0.0045571i,-0.0037796+0.00031778i,-0.002093+0.0033607i,-0.0016192+0.0020416i
-0.06213+0.03186i,-0.02649+0.05516i,0.011836+0.052533i,-0.0056372+0.050707i,-0.04794+0.050242i,-0.038922+0.040725i,0.0039779+0.03107i,0.015922+0.022941i,-0.0008501+0.018026i,-0.0033459+0.018523i,0.0070686+0.011966i,0.0097494-0.00016018i,0.0094577-0.0055588i,0.010753-0.0041922i,0.01021+0.0015328i,0.0059122+0.0087105i,0.0010347+0.010935i,-0.00046664+0.0090898i,0.0019695+0.0077512i,0.0067733+0.0058377i,0.0090603+0.0023685i,0.0069715+0.00043089i,0.005026+0.0016392i
0.037367-0.070009i,-0.0019245-0.074478i,-0.023668-0.052541i,0.0024863-0.043858i,0.032076-0.034564i,0.014823-0.015359i,-0.016393-0.0099357i,-0.013202-0.010319i,0.0083534-0.0062564i,0.011986-0.0052829i,0.0040554-0.00086124i,0.0043722+0.0059859i,0.0052057+0.0047304i,-0.0003032-0.0015314i,-0.0044428-0.0074778i,-0.0034711-0.012367i,-0.0016754-0.013295i,-0.0020554-0.011562i,-0.0031562-0.010558i,-0.005558-0.0094014i,-0.0087838-0.0057146i,-0.0099938-0.0017515i,-0.0070964-0.0016098i
0.0065491+0.088187i,0.032794+0.073955i,0.023447+0.048139i,-0.014545+0.052515i,-0.03114+0.052361i,-0.0080776+0.03379i,0.017042+0.02862i,0.017144+0.022824i,0.0061132+0.0080352i,0.0030583+0.0012441i,0.0040991+0.0011358i,0.0038053-0.00033339i,0.0046113-0.0040413i,0.0042428-0.003439i,0.0035835+0.0044297i,0.0028759+0.011545i,0.00081591+0.013572i,8.1529e-05+0.010692i,0.0010267+0.0069941i,0.0035168+0.0048769i,0.0063097+0.0023298i,0.0056679+0.00066942i,0.0029177+0.0023315i
-0.056233-0.07671i,-0.062004-0.050367i,-0.020932-0.031783i,0.023035-0.044305i,0.033021-0.035742i,0.018493-0.016518i,0.0016476-0.02724i,-0.0022498-0.033077i,0.0013896-0.025513i,-0.0033166-0.021647i,-0.0092009-0.0129i,-0.0063839-0.002909i,-0.0044428-0.0011448i,-0.0078384-0.0025241i,-0.0081778-0.0053076i,-0.0021199-0.008961i,0.0030019-0.0095333i,0.0024701-0.0063634i,-0.00086233-0.0046103i,-0.0044646-0.0051516i,-0.0079394-0.0051267i,-0.0090159-0.004353i,-0.0061975-0.0044124i
0.094302+0.032815i,0.074333+0.010446i,0.01607+0.020903i,-0.014434+0.05182i,-0.0059664+0.037649i,0.0091489+0.011125i,0.01161+0.020063i,0.0044071+0.022342i,0.00094197+0.0040585i,0.0028095-0.0063749i,0.0040939-0.0066654i,0.003161-0.0043031i,0.0032437+0.00060015i,0.0049086+0.0040036i,0.0037387+0.007611i,-0.00092068+0.011188i,-0.003549+0.0099753i,-0.0031693+0.006876i,-0.00073222+0.0065535i,0.0041025+0.0088776i,0.0095581+0.0096122i,0.011422+0.0075508i,0.0080413+0.00561i
-0.095438+0.024555i,-0.05532+0.026021i,0.0062022-0.022165i,0.022179-0.073215i,0.0065-0.068033i,-0.0073008-0.04956i,-0.012654-0.050857i,-0.014581-0.035501i,-0.015363-0.0064294i,-0.011035+0.0061044i,-0.001803+0.0043587i,0.002455+0.0013927i,0.00084642+0.00074941i,0.00026062-0.0012257i,0.00079976-0.0065727i,0.0019093-0.011234i,0.0035298-0.011436i,0.0026869-0.0080954i,0.0014186-0.0054139i,-0.00056002-0.007932i,-0.0052543-0.010519i,-0.0073609-0.0084351i,-0.0035712-0.0056608i
0.065204-0.074793i,0.021262-0.047619i,-0.020152+0.026959i,-0.020648+0.071667i,-0.013319+0.052794i,-0.014091+0.035466i,-0.014417+0.044298i,-0.0064933+0.036432i,0.0057342+0.017776i,0.012541+0.0098171i,0.013228+0.0063552i,0.011548+0.0042358i,0.011895+0.0042882i,0.012375+0.0038331i,0.0074231+0.0035381i,-0.002229+0.0044199i,-0.0075783+0.0040142i,-0.0066325+0.0016373i,-0.0039595+0.00060308i,0.0004708+0.0043961i,0.0068847+0.0082264i,0.0094622+0.0083226i,0.0057867+0.0068796i
-0.0054905+0.095346i,0.024244+0.045197i,0.030615-0.044364i,0.0075451-0.084914i,-0.011673-0.066751i,-0.017781-0.047948i,-0.013229-0.040909i,-0.0067588-0.016978i,-0.0045328+0.0085878i,-2.6768e-06+0.014904i,0.0036564+0.0099977i,0.0023791+0.0031523i,-0.00051482-0.0025737i,-0.0018722-0.0068487i,0.0002392-0.0099598i,0.0040918-0.01091i,0.0053287-0.0088032i,0.0037766-0.0062797i,0.0020021-0.0072128i,-0.0019935-0.011789i,-0.00779-0.015347i,-0.0099311-0.013661i,-0.0071193-0.0088763i
-0.051409-0.083594i,-0.058354-0.024387i,-0.035182+0.057924i,-0.011865+0.092008i,-0.0068827+0.086014i,-0.0090579+0.081436i,-0.0085568+0.069945i,0.0018161+0.033094i,0.012258-0.001524i,0.0079713-0.012436i,0.0014955-0.0080296i,0.0027286-0.0017061i,0.0042084-0.0002937i,0.0014408+0.00060879i,-0.0029206+0.0042709i,-0.0071171+0.0061947i,-0.0085397+0.004417i,-0.0070542+0.0024315i,-0.0048484+0.0029281i,-0.0012134+0.0078247i,0.0039213+0.011887i,0.0065514+0.011469i,0.0035024+0.0088478i
0.090632+0.039108i,0.073732-0.011931i,0.029104-0.067742i,0.0097374-0.079763i,0.016698-0.064018i,0.024377-0.058036i,0.025796-0.049002i,0.017954-0.026552i,0.0061839-0.012346i,0.00079025-0.010018i,-0.0013541-0.0076949i,-0.0027158-0.0047297i,-0.0047464-0.0045119i,-0.0075334-0.0036204i,-0.0040416-0.0024693i,0.003092-0.0023177i,0.0059478-0.001099i,0.0050654-0.00021996i,0.0032475-0.0015772i,0.0011982-0.0067025i,-0.0020384-0.012277i,-0.0050207-0.012882i,-0.003607-0.0088555i
-0.10444+0.021505i,-0.071159+0.056703i,-0.017811+0.081674i,-0.0016021+0.083188i,-0.0072418+0.076426i,-0.0077324+0.068731i,-0.0128+0.04324i,-0.013511+0.010011i,-0.0083649-0.0093746i,-0.0089088-0.011245i,-0.0060098-0.0053901i,0.0015295-0.0025246i,0.0045825-0.0016159i,0.0014646+0.0016296i,-0.0037224+0.0051983i,-0.0074069+0.0060456i,-0.0076703+0.0045898i,-0.0052715+0.0040166i,-0.0025366+0.0060616i,-9.6098e-05+0.011115i,0.0037199+0.015755i,0.0058529+0.015258i,0.0035413+0.010264i
0.074596-0.072785i,0.039999-0.087094i,0.0010664-0.078066i,0.012321-0.071825i,0.038303-0.081747i,0.040954-0.083837i,0.034141-0.058019i,0.017267-0.025818i,0.0030089-0.0078968i,0.0030914-0.0021306i,0.00645-0.00038125i,0.0058755+0.0015595i,0.0048098+0.0021956i,0.0056165+0.00030553i,0.0073003-0.0020771i,0.0082955-0.0017282i,0.0082189-0.0002411i,0.0072038-0.0008903i,0.0047941-0.0032478i,0.0029512-0.0090364i,0.00063866-0.015533i,-0.0016395-0.014746i,-0.0006758-0.0089143i
-0.024304+0.10701i,0.0048176+0.10153i,0.016219+0.065155i,-0.018662+0.046135i,-0.052132+0.048396i,-0.061075+0.040803i,-0.059791+0.022029i,-0.042899+0.012417i,-0.021423+0.015689i,-0.0094031+0.018193i,-0.0019892+0.01309i,0.0027938+0.0061552i,0.0052217+0.0039066i,0.0055818+0.0028461i,0.0013955+0.00029808i,-0.0037175-0.0016766i,-0.0051532-0.0030993i,-0.0040522-0.0025326i,-0.0033443+0.0011067i,-0.0037304+0.007161i,-0.0025172+0.012804i,-0.0014414+0.012489i,-0.00093941+0.0074283i
-0.042773-0.1039i,-0.059371-0.080449i,-0.032418-0.038178i,0.0233-0.032445i,0.048595-0.045457i,0.047747-0.038297i,0.043609-0.01354i,0.029431+0.0027635i,0.016344+0.0036414i,0.010679-1.2213e-05i,0.00496-0.00072372i,0.0022826+0.0018727i,0.0036971+0.0018978i,0.0048784-0.0012257i,0.005523-0.0030945i,0.0061515-0.0027998i,0.0054065-0.0015402i,0.0026485-0.0017917i,0.00016134-0.0040367i,-3.8003e-05-0.0088252i,0.0015719-0.01398i,0.0021712-0.014085i,0.00097874-0.0091307i
0.089609+0.066884i,0.083992+0.036538i,0.019835+0.0095055i,-0.056368+0.023809i,-0.089279+0.042157i,-0.090292+0.036928i,-0.072195+0.021089i,-0.034585+0.012864i,-0.0045632+0.011886i,0.0040011+0.0077503i,0.0029084+0.0011042i,0.0016078-0.001195i,0.0012496-0.00033892i,0.00030999-0.00071702i,-0.0025802-0.0023827i,-0.0059853-0.0041167i,-0.0073096-0.0042769i,-0.0065031-0.0025504i,-0.0050389+0.0015193i,-0.0055436+0.0076136i,-0.0056788+0.012318i,-0.004599+0.011808i,-0.0044878+0.0080184i
-0.11198-0.0019622i,-0.082924+0.022648i,-0.002512+0.025323i,0.068429+0.00082598i,0.097657-0.002894i,0.098271+0.012777i,0.078817+0.018051i,0.0465+0.0050399i,0.021858-0.011248i,0.0096353-0.015609i,0.0043695-0.01163i,0.0020174-0.0079516i,-0.00039777-0.0068621i,-0.002478-0.0048015i,-0.0020017-0.0007083i,0.00052635+0.0038768i,0.0020537+0.0061401i,0.0018529+0.0046199i,0.0022021+0.00038262i,0.0051676-0.0052849i,0.0091228-0.010277i,0.0092869-0.010417i,0.0063149-0.0066684i
0.095583-0.06258i,0.053662-0.068947i,-0.021872-0.037246i,-0.073301+0.0012975i,-0.090845+0.0055831i,-0.084648-0.011337i,-0.060207-0.023277i,-0.027204-0.020595i,-0.0051152-0.012257i,0.0028836-0.0073122i,0.0062678-0.0038077i,0.0088547-0.0027164i,0.0065654-0.0031827i,0.0012745-0.0018382i,-0.0025697-0.0014305i,-0.0050143-0.0026964i,-0.0058193-0.0025522i,-0.0041616-3.9039e-05i,-0.0025017+0.0038685i,-0.0038236+0.0080383i,-0.0067026+0.011107i,-0.0077568+0.010548i,-0.0054197+0.0068796i
-0.040292+0.10061i,-0.00066005+0.086747i,0.055472+0.034607i,0.095401-0.00043095i,0.11487+0.001761i,0.10747+0.014939i,0.068146+0.017766i,0.022084+0.0084331i,-0.0022021-0.000151i,-0.0066651+0.0015649i,-0.0021104+0.0054009i,0.0017866+0.0047372i,0.00062971+0.0034176i,0.00050162+0.0043045i,0.0021167+0.0065812i,0.0034462+0.0078793i,0.0039609+0.0066253i,0.0030158+0.0026963i,0.0030672-0.0013294i,0.0061989-0.0054804i,0.0096344-0.0096529i,0.0096219-0.0096244i,0.0069358-0.0064245i
-0.029337-0.10674i,-0.055643-0.08273i,-0.081416-0.029805i,-0.10097-0.011052i,-0.10935-0.033199i,-0.09696-0.053957i,-0.064083-0.049375i,-0.033181-0.027368i,-0.017805-0.0069297i,-0.010726+0.0027318i,-0.0031534+0.0064115i,0.0042406+0.0073472i,0.0078879+0.0070394i,0.0068799+0.0048968i,0.0032417-0.00018942i,-1.5864e-05-0.0049535i,-0.0019928-0.007468i,-0.0034403-0.0060577i,-0.0051202-0.00078682i,-0.0088546+0.004174i,-0.013142+0.0063974i,-0.013558+0.0064691i,-0.0092975+0.0050931i
0.077371+0.074391i,0.088128+0.049225i,0.082326+0.0074499i,0.082496+0.00027159i,0.081066+0.027169i,0.060792+0.048365i,0.026459+0.051151i,0.0032063+0.040142i,-0.0030844+0.026278i,-0.004866+0.017544i,-0.0073877+0.010491i,-0.0069823+0.0067522i,-0.0031431+0.0052208i,0.00012607+0.0037962i,0.0020441+0.0042843i,0.0040752+0.0055374i,0.0036827+0.0043362i,0.0010662+0.00086201i,0.0024292-0.0017169i,0.0075587-0.0039538i,0.011535-0.0061528i,0.01174-0.0069791i,0.0075827-0.0048464i
