-4.012e-05+0.0018954i,0.001255+0.0018639i,0.00017293-0.00022654i,-0.00066514-0.0010898i,-0.0015966+0.00046097i,-0.0027912+0.00027645i,-0.0015745-0.00012202i,-3.3283e-05+0.00063103i,0.00039331+0.00040505i,0.00046143-0.00021144i,0.00055893-0.00031493i,0.00038114+0.00030913i,-4.4773e-05+0.00050049i,-0.00072651+0.0002724i,-0.0014128-1.3444e-05i,-0.00024508+0.00012139i,0.00037415+0.00073807i,-0.00063403+0.00046494i,-0.00073311-0.00076688i,0.00014501-0.0006368i,0.00065157+0.00020757i,0.00014147+0.00016922i,-0.00053537+2.3124e-05i
0.000364+0.00032729i,0.0016054+0.0019628i,0.0021814+0.0027144i,0.001178+0.0017093i,-0.00025752-0.00020313i,-0.0013097-0.001693i,-0.00080854-0.0012846i,0.0004018+0.000567i,0.00059668+0.0018687i,0.00095495+0.0024788i,0.0008405+0.002327i,0.00011094+0.0022285i,-1.2434e-05+0.0019299i,-0.00037515+0.00052615i,-0.00058672-0.00019368i,-0.00023458+0.00022455i,0.00019642+0.00017296i,0.00028707-0.00050488i,0.00059148-0.00020537i,0.00096683+0.00096449i,0.0013923+0.00093812i,0.00063497+0.00059384i,-0.00046049+0.00063442i
0.00077573+0.00092369i,9.0204e-05+0.0022563i,-0.00044698+0.0015416i,-0.00060515-9.5213e-05i,-0.00091418-0.0011191i,-0.0011421-0.0017962i,-0.00024101-0.0012358i,0.00057949-0.00018555i,0.00095814-0.00055371i,0.0011517-0.00087416i,0.00069797-0.00057766i,-2.1112e-05-0.00020614i,0.0002331+0.0006453i,0.000253+0.00093049i,-0.001126-0.00024764i,-0.0015131-0.00072581i,-0.00079142+0.00026561i,-0.00040719+0.00069968i,-0.0003601+0.00058487i,-0.00037471+0.00027142i,5.0442e-05-0.00035419i,0.00086122-0.00071164i,0.00091459-0.00039655i
-0.0010352+0.0035901i,0.0001753+0.0045893i,0.002281+0.0039052i,0.0023671+0.0013577i,0.0010004-0.0020353i,-6.046e-05-0.0045736i,-0.00032283-0.0042672i,-0.00074505-0.002i,-0.00157-0.00038968i,-0.0015598-0.00092977i,-0.0015094-0.0014638i,-0.0012714-0.00079239i,-0.00093464-0.00037107i,-0.0016184-0.0002849i,-0.0019807-0.00011238i,-0.0018127+0.00031111i,-0.0010674+0.0012169i,-0.00021985+0.0017505i,0.00048815+0.0011974i,0.00038228+0.00077359i,0.00052176+0.00077147i,0.00017518+0.001041i,-0.00069637+0.001199i
-0.0012267+0.00083091i,-0.00073707+0.0012543i,1.2926e-05+0.0021549i,-2.909e-06+0.0033056i,-0.0004847+0.0020466i,-0.00092552-0.00045197i,-0.0013696-0.0012247i,-0.0017635+0.000919i,-0.0017807+0.0025687i,-0.001763+0.0020099i,-0.0014595+0.0017931i,-0.0017933+0.0013594i,-0.0026153+0.00036694i,-0.002677+0.00036454i,-0.0019322+0.00023087i,-0.0021077+0.00029996i,-0.0022142+0.0013215i,-0.00075439+0.0021434i,0.00024735+0.0017741i,0.00017468+0.0009353i,0.00057953-0.0003395i,0.00032025-0.0001107i,-0.00010951+0.00049371i
-0.0014806+0.0018087i,-0.0012924+0.0025591i,-0.00089657+0.0029072i,-0.00095322+0.0024348i,-0.00060521+0.0010804i,0.00022879-0.00037134i,5.6475e-05-0.00066271i,-0.00024766+0.00052977i,-0.00026523+0.0018532i,0.00031358+0.0025487i,0.00091035+0.0023716i,0.00044749+0.0017192i,-0.00030917+0.00090282i,-0.00047317+0.00061718i,-0.001085+0.00012375i,-0.0014303+0.00025605i,-0.0012524+0.00046952i,-0.00070053-0.00017879i,-0.00010898-0.00013587i,0.00020461-0.00016074i,0.00065184-1.769e-05i,0.00039813+0.0004929i,-0.00062749-0.00010011i
4.8265e-05+0.00042524i,-0.0006997+0.0013155i,-0.0010784+0.0013372i,-0.0014054-3.8787e-05i,-0.0022464-0.0008094i,-0.0020589-0.001445i,-0.00019324-0.0019934i,0.0013093-0.001142i,0.0013191-0.00088415i,0.00041954-0.0016962i,-0.00026928-0.00040071i,-7.5569e-05+0.00083778i,0.00096085+0.00096663i,0.0015235+0.00068432i,0.00099347+0.00023638i,0.00011269-9.7054e-06i,0.00031465+0.00013208i,0.0011737+0.00067991i,0.001047+0.00089938i,0.00055022+0.00038443i,0.00017027+2.5688e-06i,-0.00025308-0.00068181i,-0.00030929-0.0012265i
-9.4522e-05+0.0012352i,0.00023207+0.00014389i,0.0010907+0.00018373i,0.0018057-0.00056602i,0.001643-0.0019432i,0.00082-0.0028597i,-0.00027928-0.0021635i,-0.00078849-0.0006328i,-0.00075155-0.00049423i,-0.00022485-0.00038589i,-0.00072069-0.00012318i,-0.0011099-0.00089615i,-0.00084335-0.00038163i,-0.0015728+0.00050324i,-0.0020864+0.00060516i,-0.0019127+0.00033694i,-0.00072406+0.00072708i,0.00037416+0.00056722i,0.00058079-0.00017991i,-0.00039755-0.00043113i,-0.0010858-0.00057222i,-0.00072314+0.00041218i,-0.00082529+0.00086917i
0.0015295+0.0012578i,0.0016317+0.0018995i,0.0020241+0.00072315i,0.00049558-0.00098143i,-0.0017013-0.0027528i,-0.0018542-0.0020812i,-0.001668+4.7922e-05i,-0.00054788+0.0012895i,-0.0002865+0.0017382i,-0.0011353+0.001189i,-0.0010295+0.00031725i,-0.001044+0.00017371i,-0.0021152+0.00070036i,-0.0029068+0.00084922i,-0.0019561+0.00040177i,-0.00066412+0.00039323i,0.00045863+0.0014207i,0.0010888+0.0019723i,0.00082227+0.0019369i,0.00037345+0.0016368i,0.00051881+0.0009545i,9.7789e-05+0.00016351i,-0.00093353+1.9383e-05i
-0.0011357+0.0017203i,0.00027396+0.0021575i,0.0012214+0.0016291i,0.00058903+0.00029309i,0.00015462-0.00096539i,-4.2394e-05-0.0019483i,-0.00030917-0.0015762i,0.0010823+0.00046077i,0.0027408+0.0027594i,0.0023768+0.003153i,0.0016327+0.0024289i,0.00047341+0.00275i,-0.00097633+0.0027014i,-0.00083411+0.0011259i,-0.00050288-5.3305e-05i,-0.00058928+8.1122e-05i,-0.00046934+0.00039049i,-0.00011014-0.00034725i,0.00021561-0.00047513i,0.00033677+0.00022051i,0.00038719+0.00046278i,0.00057108-0.00031099i,-3.6698e-05-0.00039716i
-0.0010255+0.0021462i,-0.0012443+0.0037375i,-0.00020376+0.0039694i,0.00083156+0.0022131i,0.0013408-0.00074347i,0.00066009-0.0030185i,0.000257-0.0032641i,0.0016518-0.0016011i,0.002073-0.00014885i,0.00065549-0.0003643i,-0.00023634-0.00037808i,-0.00011847-0.00016778i,0.0012736-0.00026192i,0.0015174-0.00083819i,1.2169e-05-0.00066368i,-0.00065692+0.0002434i,-0.00030294+0.00060873i,7.7425e-07+0.00047676i,-0.00075041-0.00015352i,-0.0011066-0.00047099i,-0.00058478-0.00014719i,-0.0003803-0.00049633i,-0.00042183-0.00066338i
-0.00055341+0.00054663i,-0.00064431+0.00071055i,-0.0013898-3.3059e-05i,-0.0027756-0.00012712i,-0.0027415-0.00065957i,-0.0015439-0.00206i,-0.0013184-0.0020949i,-0.0015842-0.0012061i,-0.0016097-0.00056701i,-0.0017864-0.0005195i,-0.0019498-0.00099451i,-0.0020689-0.0011068i,-0.001357-0.00097779i,-0.00054841-0.00030798i,-0.00092815+0.00011441i,-0.00069628+0.00076257i,0.00031811+0.00079224i,0.0013179-0.00025242i,0.0015844-0.00050642i,0.00058815+0.00017941i,8.5735e-05+0.00044206i,-0.00023193+0.00035971i,-0.0005262+0.00011389i
0.00053811+4.1986e-05i,0.00049507-0.00052172i,0.0015802-0.002153i,3.1209e-05-0.0029769i,-0.0023913-0.0031283i,-0.0022201-0.0034047i,-0.0013288-0.00185i,-0.0011846+0.0013354i,-0.0013982+0.0025485i,-0.0015663+0.0022522i,-0.001606+0.002404i,-0.0014072+0.0011933i,-0.00075272+0.00072584i,-0.00029532+0.000984i,-0.00069029+0.0003577i,-0.00085111-0.00021796i,-0.0010817-0.00030264i,-0.00097933+0.00039715i,-0.00017695+0.0013821i,0.00032995+0.0015447i,0.00058077+0.0011608i,0.00061961+0.00077418i,0.00065873+0.00020525i
-0.0005462+0.0014844i,0.00053256+0.0030835i,0.00073388+0.0042277i,-0.00058932+0.0026463i,-0.0019143+0.00057076i,-0.00097135-0.00084428i,6.7662e-05-0.0011383i,0.0010011+0.00045529i,0.0021284+0.0020816i,0.0015405+0.0020614i,0.00093617+0.00089657i,0.0010036+0.00015956i,0.0009873+2.4027e-05i,0.00068643-0.00028328i,0.0001814+5.2184e-05i,-4.3257e-05+4.9132e-05i,9.6217e-05-0.00018135i,0.00066595-0.0001953i,0.00070709-0.00015518i,0.000869-0.00023566i,0.00051649-0.00061899i,-3.479e-05-0.00068113i,-0.0003213+1.4592e-05i
-0.0016608+0.00041645i,-0.0022773+0.0024611i,-0.0025733+0.002873i,-0.0020579+0.0010202i,-0.0022382-0.00091462i,-0.00088132-0.0019007i,0.00083632-0.0017401i,0.0010657-0.00049589i,0.00058276-0.00014567i,1.4325e-05-0.00091857i,-0.00032329-0.00061398i,-0.00079322+0.0004932i,-0.00019662+0.00030367i,0.00050594-8.1608e-06i,0.00017429-0.00031274i,0.00025019-0.00010448i,3.6673e-05+0.00035386i,-0.00083549+0.00045437i,-0.00068291+0.00036905i,0.00029382-3.5468e-05i,0.00072031-0.00012141i,0.00045366-0.00053436i,-8.1132e-05-0.00064963i
-0.0019986-0.0009798i,-0.0026961-0.0022151i,-0.0026035-0.0019925i,-0.0026397-0.0012936i,-0.0025028-0.0016978i,-0.001696-0.0025917i,-0.00077718-0.003246i,-0.00113-0.002434i,-0.0022576-0.00071343i,-0.003241+0.00016212i,-0.003478+0.00049409i,-0.0024475+0.00091128i,-0.0010859+0.0010309i,-0.00077977+0.00075181i,-0.0014864+0.00017107i,-0.0012085-0.00017737i,-0.00033342+4.5187e-05i,-0.00049119+0.00036722i,-0.00090704+0.00016927i,-0.00087245+0.0001654i,-8.2771e-05+0.0011617i,-0.00023517+0.00064183i,-0.00023697-0.00013885i
0.00029789-0.002993i,0.0013126-0.0028002i,0.00020095-0.0017382i,-0.0026128-0.00085023i,-0.0033269-0.00079541i,-0.0015463-0.00099837i,-0.00048785-0.0009669i,-0.00079564+0.00094123i,-0.0010092+0.002545i,-0.00069903+0.0028237i,-0.0007893+0.0028866i,-0.0010319+0.0019146i,-0.0011078+0.0010428i,-0.001513+0.00068828i,-0.0013793+0.00030617i,-0.0010982-0.00026363i,-0.0011487-3.112e-05i,-0.00077861+0.00097068i,0.00030035+0.0010458i,0.00083351+0.00077971i,0.00061304+0.00053435i,0.00011245-3.0652e-05i,7.6527e-05-0.00026371i
0.00045804+2.7777e-05i,0.00032558+0.0013914i,-0.00061528+0.0015996i,-0.00088985+5.3378e-05i,-0.0014923-0.00069735i,-0.0015778-0.00059679i,-0.00051048-0.0003734i,0.00064995+0.00029343i,0.0014041+0.0012852i,0.0016693+0.0015591i,0.0016597+0.0007252i,0.0020806+0.0003195i,0.0021407+0.00011394i,0.00080069-0.00052126i,-0.00062473-0.00062344i,-0.00063654-0.00047761i,-0.00056293-0.00043732i,-0.00055181-4.4662e-05i,-3.6425e-05+0.00078657i,0.00020386+0.0008806i,0.00045963+0.00014051i,0.00041584-0.00092333i,0.00027207-0.0018557i
-0.0010236+0.00098288i,-1.0628e-06+0.0038328i,0.0012466+0.0046274i,0.0011015+0.0031624i,0.0010881+0.00097733i,0.0011684-0.0012799i,0.00095557-0.0026057i,0.0010155-0.0023027i,0.00095747-0.0019379i,0.00087744-0.0017174i,0.0003379-0.0011372i,-0.00011784-0.0011667i,0.00014004-0.0010716i,5.2403e-05-0.00034574i,8.8922e-05+0.00045942i,0.00022698+0.00082048i,-0.00038274+0.00025352i,-0.00056725+0.00059402i,-0.00030284+0.00051042i,3.2617e-05-0.00011547i,0.00075226-0.00033586i,0.00071251-0.00018796i,-5.8995e-05-0.0001937i
-0.0036901+0.001405i,-0.0038458+0.0013313i,-0.003339+0.001351i,-0.0016014+0.001286i,0.00023801-0.00061642i,0.00034177-0.0031341i,-0.00079648-0.003925i,-0.0016455-0.002955i,-0.0022477-0.0010751i,-0.0026086-0.00011027i,-0.0026567+0.00054561i,-0.0022254-1.2511e-05i,-0.0013902-0.00069425i,-0.0016927-0.00033011i,-0.0025912-0.00022847i,-0.0027638+0.00039803i,-0.0024214+0.0006071i,-0.0018261+0.00023631i,-0.00097547+0.00079698i,-0.00075072+0.0013835i,-0.00064562+0.00065377i,0.00038669+0.00027884i,0.00057776+0.0005633i
-0.00047691-0.00014332i,0.00017635-0.00043002i,0.00081309+0.00054418i,0.0013073+0.00070116i,0.00032534-0.0007996i,-0.0011594-0.0019789i,-0.0012696-0.0021822i,-0.0012013-0.00020021i,-0.0011795+0.0022998i,-0.00057578+0.0026833i,-0.00063996+0.0015878i,-0.00090933+0.00062068i,-0.0001875+0.00053499i,0.00013873+0.00037824i,-0.00034642-0.00029729i,-0.00092932-0.00011352i,-0.0011172+0.00049517i,-0.00054101+0.00024688i,7.3985e-05-4.1077e-06i,0.0010596+0.00025013i,0.0012142+0.0010524i,0.00068457+0.0015722i,-6.874e-06+0.00099833i
0.00029317+0.0017961i,0.00099024+0.0033557i,-3.9247e-05+0.0025844i,-0.0017121+0.00065026i,-0.0020822-0.00015074i,-0.00083178-0.0012581i,0.00053721-0.0014103i,0.0013548+0.00086578i,0.0026357+0.0017789i,0.0031355+0.00059544i,0.0028537+0.00073897i,0.0018305+0.0011142i,0.00078956-2.4449e-05i,0.00034276-0.00088187i,-0.00018753-0.00034649i,-0.00063414+0.00020141i,-0.00094149+0.0002823i,-0.0005858+5.4097e-05i,0.00037873-0.00025392i,0.00044599-0.00086825i,0.0002218-0.00097963i,0.00021913-0.00043245i,0.00011233+0.00022858i
-0.00038577+0.0014912i,-0.00097184+0.0030532i,-0.0014395+0.0031456i,-0.00097738+0.0018246i,-0.0007896+0.0003998i,-0.00036296-0.0011676i,0.00085643-0.0024885i,0.0012555-0.0023276i,0.00021314-0.0017852i,-0.0010484-0.001555i,-0.0017762-0.00073722i,-0.0010722-0.00017334i,0.00098796-0.00022948i,0.0014733-0.00021955i,-6.7759e-05-6.438e-05i,-0.00080542-5.7428e-05i,-4.7179e-05+0.00060167i,0.00010526+0.00083411i,-0.00054173+0.00017836i,-0.00085819+0.00024157i,-0.00062462+0.00043674i,-0.00094752+0.00038076i,-0.0016507+0.00030572i
-0.00039128+0.00080606i,-0.00056519-0.00023912i,-0.00079207-0.0014863i,-0.00046392-0.0017443i,-0.00028108-0.0021133i,-0.00068537-0.0040329i,-0.0014739-0.0043815i,-0.0020249-0.0018063i,-0.0026468+0.00036086i,-0.0038218+0.00035778i,-0.0028104-4.753e-05i,-0.0018625+0.00034252i,-0.0021837+0.00093078i,-0.0017131+0.00090817i,-0.00091932+0.00096594i,-0.0010178+0.0013106i,-0.0008541+0.00098194i,-0.0003489+0.00027264i,-0.00010227+0.00014891i,-0.00040425+0.00020017i,-0.00052365+0.00014458i,-0.00022773+0.00025554i,2.4462e-05+0.00023723i
0.00082508+0.00082789i,0.0022816+0.00090042i,0.002584+0.001307i,0.0012282+0.00012158i,0.00046141-0.0019021i,-0.00021561-0.0037747i,-0.0018167-0.0033937i,-0.0024355-0.00016507i,-0.0013478+0.0017327i,-0.00010857+0.00166i,0.00031695+0.0011305i,-0.00065795+0.00079955i,-0.0010641+0.00072488i,-0.0011301+0.0012718i,-0.0013047+0.00025659i,-0.0012273-0.00068103i,-0.0011269+0.0007518i,-0.000145+0.0018837i,0.00044571+0.0015663i,0.00022098+0.0011261i,0.00043894+0.0012524i,0.001026+2.7906e-05i,0.000661-0.00091346i
-0.0028945+0.0012338i,-0.0026383+0.0043003i,-0.0014141+0.005351i,-0.00033128+0.0039827i,0.00029129+0.002015i,0.00021774-8.4206e-05i,-0.00056659-0.00049754i,-0.00011534+0.0011552i,0.001792+0.0027141i,0.0025416+0.0021102i,0.0018644+0.00039969i,0.0015118-0.00060829i,0.0010384-0.0012487i,-0.00020683-0.0021023i,-0.0011401-0.0019821i,-0.0013392-0.00055912i,-0.00028949-7.9143e-05i,3.4858e-05-0.00021562i,-0.00021717-9.81e-05i,-0.00016372+0.00024988i,0.00044267+0.00044575i,0.0011699-0.00042044i,0.00054103-0.0010138i
-0.0013268+0.0019796i,-0.0011168+0.0022642i,-0.0012155+0.0014844i,-0.0013552+0.00065687i,-0.0011929+5.1812e-05i,0.00024975-0.00071359i,0.0020076-0.0015128i,0.0026986-0.0016511i,0.0025447-0.0012816i,0.00095783-0.001216i,-0.00034795-0.0012029i,-3.479e-05-0.00064469i,4.3804e-05-0.00061442i,-0.00055051-0.00060926i,-0.00081129-0.00068122i,-0.00081764-0.00033793i,-0.00069294-0.00010756i,-0.00031462+9.6742e-05i,-0.00013403+0.00088724i,-0.00093303+0.0014037i,-0.0014204+0.00088056i,-0.00096317+0.00070739i,-0.00036704+0.0006222i
-0.0023833-0.00097457i,-0.0023509-8.6596e-05i,-0.0032214+0.0018703i,-0.0035936+0.0028106i,-0.0028434+0.0011216i,-0.0013582-0.0017588i,-0.0010158-0.0032351i,-0.001735-0.0024167i,-0.002844-0.00086065i,-0.003829+0.00021114i,-0.003068+0.00064571i,-0.0020156+0.0006737i,-0.0017217-6.3362e-05i,-0.0011776-0.00015949i,-0.0019368-1.8116e-05i,-0.002557-0.00027117i,-0.0024475+0.00067203i,-0.0020763+0.00066656i,-0.0007883+0.00024887i,-8.7687e-05+0.0008035i,-0.00032039+0.00079484i,-0.0003279+4.2315e-05i,0.0004081-4.692e-05i
-0.00098515-0.0002169i,0.00018873+0.0007072i,0.0021892+0.00027524i,0.00181-0.00063452i,0.00090642-0.0016684i,-0.00048574-0.0023308i,-0.0018115-0.0010702i,-0.0023438+0.00094436i,-0.0013168+0.002204i,0.0011374+0.0021102i,0.0021244+0.00097326i,0.0011175-1.5331e-05i,-8.0305e-05+0.00035519i,-0.00022471+0.00085299i,-0.00056484-0.0001042i,-0.0015151-0.00035116i,-0.0011863+0.00023516i,-0.00025243+0.00034584i,0.00046644+0.00044514i,0.00033884+0.0003484i,0.00036892+4.7964e-05i,9.5428e-05+0.00066393i,-0.00043038+0.00051578i
-0.00063741+0.00049983i,-0.0011617+0.0004958i,-0.0016606+0.0012533i,-0.0023896+0.00028371i,-0.0020705-0.0015522i,-0.0007537-0.0030996i,0.00048756-0.0023577i,0.0017551+0.0014156i,0.0031056+0.0033512i,0.0033836+0.0018783i,0.0021068+0.00050634i,0.001174+0.00016061i,0.0014791-0.00031067i,0.0017136-0.0012651i,0.0008432-0.0014375i,0.00028691-0.00039426i,0.00030236+0.00056053i,0.00061052+0.00066076i,0.0011054+0.00069421i,0.001108+0.00026089i,0.0012211-0.00033398i,0.0003088-0.00031149i,-0.00065221-0.00029451i
-0.00011866+0.00057007i,-0.00078178+0.0018532i,-0.00070992+0.0017912i,-0.00096018+0.00062885i,-0.0015094-0.00080013i,1.4795e-05-0.0019212i,0.0020353-0.0021822i,0.0025922-0.0016651i,0.0018391-0.0012601i,-5.7463e-05-0.00042965i,-0.0017825+0.00011427i,-0.0011935+0.00070618i,6.8384e-05+0.00072334i,0.00043099+0.00067456i,-0.00074745+0.00093402i,-0.001551+0.00067034i,-0.00083851+0.00034376i,3.9668e-05+0.00030457i,2.1959e-05+0.00027092i,-0.00013813+0.00085266i,-0.00024446+0.0013222i,-0.00016673+0.00067304i,-5.4293e-05+0.00014583i
-0.003332-0.00063616i,-0.0041606-0.0004672i,-0.0044002+0.00029611i,-0.002774+0.0010927i,-0.0014529+0.00034291i,-0.0011304-0.0010646i,-0.0013331-0.0025221i,-0.002236-0.0028804i,-0.0035077-0.0015235i,-0.0035017+0.00069329i,-0.0024486+0.0021367i,-0.0017164+0.0015828i,-0.0020277+0.0013619i,-0.0017853+0.0017054i,-0.0013384+0.0011389i,-0.0014186+0.00060365i,-0.0010035+0.0017228i,-0.00050209+0.0027171i,-0.00025957+0.0018473i,-0.00047551+0.0011131i,-0.00029874+0.00061378i,-0.00038417+0.0004139i,-0.00058716+3.9081e-05i
-0.00050225-0.00070698i,-0.00045629+0.00081237i,-0.0017913+0.00058171i,-0.0019361-0.00033598i,-0.0011295-0.00088725i,-0.0013605-0.0013967i,-0.003028-0.001366i,-0.0036836+0.00037133i,-0.0025989+0.0026219i,-0.0011194+0.002884i,-0.00060224+0.0011307i,-0.0010019+6.2453e-05i,-0.0011204-0.00035616i,-0.00072369-0.00050819i,-0.00029551-0.00041078i,-0.00066795-8.4552e-05i,-0.00052392+0.00024623i,-0.00027+0.00025937i,-0.00023852-0.00045078i,0.00023563-0.0003075i,6.7348e-05-0.00019953i,-0.00061495-0.00099839i,-0.00046499-0.001286i
0.00018391+0.0023211i,0.00065205+0.0020244i,0.0018387+0.00068683i,0.0016909-0.0011847i,0.00046436-0.0031688i,-0.00018361-0.0045156i,-0.00016136-0.0027659i,0.00034053+0.001579i,0.0015859+0.0034485i,0.0021782+0.0014291i,0.00092257-0.00019164i,-0.000321-0.00060247i,0.00030857-0.00080898i,0.00085916-0.0012342i,-0.00037835-0.00098386i,-0.00083548-3.7051e-05i,-0.00044954+0.00063056i,-0.00054421+0.00077733i,-0.00014611-0.00032573i,6.8523e-05-0.00069492i,-0.00048049-0.00062044i,-0.00010977-0.00095881i,0.00077015-0.00028415i
2.3724e-05+0.002326i,0.00092375+0.0030929i,0.0011653+0.0033157i,0.00053985+0.0021879i,0.00010719-6.2418e-06i,0.00027174-0.0010046i,0.0015691-0.0012284i,0.0035801-0.0012541i,0.0040141-0.0011893i,0.001207-0.0013365i,-0.00053205-0.001081i,-0.00031864+8.1199e-05i,-0.00023143+0.00054564i,-0.00088956-0.00019818i,-0.0015184-0.00092719i,-0.0010768-0.00036277i,0.00023611+0.00024888i,0.0012828+0.00057817i,0.00072397+0.0011978i,-2.3161e-05+0.0014648i,-0.0010278+0.0015119i,-0.0010922+0.00062451i,-0.00065452+0.00028769i
-0.0035131+0.00097853i,-0.0038058+0.0016582i,-0.0032134+0.0024144i,-0.002067+0.002184i,-0.0010411+0.00043476i,-7.4249e-06-0.0026216i,0.00028615-0.0044368i,-0.0011934-0.0035584i,-0.0026524-0.0019854i,-0.0026809-0.0004462i,-0.0020463+0.00058101i,-0.0020791+0.00010377i,-0.0027324-0.0002535i,-0.0022165-0.00015908i,-0.0012518+0.00020284i,-0.00084391+0.0012231i,-3.6432e-05+0.001529i,0.00076674+0.00057891i,0.00098884-0.00032644i,0.0003136+7.4315e-05i,-0.00040734+0.00023759i,-0.00030123-0.00043628i,-2.4101e-05-0.00036273i
-0.00033413-0.0012162i,-0.00043673-0.0013559i,0.00023884-0.00029713i,6.7015e-05-0.00018892i,-0.00043424-0.0014673i,-0.00071155-0.0021965i,-0.0027112-0.0013581i,-0.0037+0.00089024i,-0.0023033+0.0026251i,-0.00038826+0.0022837i,8.2108e-05+0.00047004i,-0.00064818-0.00059356i,-0.00045787-0.00035515i,0.00050153-0.0003765i,0.00049846-0.00072362i,-0.00033446-0.00020908i,-0.0004603+2.166e-05i,-0.00024985-0.00044884i,0.00072242-0.00031546i,0.00093235-0.00042264i,7.1842e-05-0.0003169i,-0.00043293-0.00029498i,-0.0005555+0.00011008i
0.00044346+0.0013013i,0.0014013+0.0033928i,0.0001814+0.0027207i,-0.0011509+0.0013008i,-0.00075505-0.00037621i,7.1862e-05-0.0021934i,0.00019561-0.0017648i,1.9493e-05+0.0013654i,0.0013285+0.0032005i,0.0018471+0.0020055i,0.0011995+0.00068219i,0.0015024+0.00081888i,0.0014922+0.0013501i,0.0012261+0.0011711i,0.00020586+0.00061905i,-0.0013615+0.00036585i,-0.0010842-0.00047395i,-0.0001172-0.00097049i,-0.00021052-0.0004603i,-0.00030734+0.00025089i,-7.659e-05+0.00036829i,-0.00039751+0.00015135i,-0.0011515+3.5776e-05i
-0.00043297+0.0019067i,-0.00067312+0.0033536i,-0.0011677+0.001845i,-0.0016727-0.00090492i,-0.0024071-0.0024897i,-0.0019291-0.0034286i,0.00025189-0.0026913i,0.0023779-0.0013796i,0.0024788-0.00065601i,0.00071084-0.00020623i,-0.0011723+0.00090923i,-0.0012805+0.0023347i,-0.00049443+0.0019685i,-0.00038378+0.00022589i,-0.00020347-0.00018375i,-0.00022456+0.00040674i,-0.00013652+0.0010698i,0.00014594+0.00088128i,0.00030068-0.00062534i,0.00056329-0.0010021i,0.00028225+0.00040759i,0.00026422+0.00025539i,0.00031651-0.00025695i
-0.0028545+0.0025296i,-0.0030569+0.0018614i,-0.0014849+0.00081083i,0.00040259-0.00049862i,0.00099164-0.0025437i,0.00072174-0.0038462i,-5.5848e-05-0.0041047i,-0.0010386-0.0028358i,-0.0019234-0.00053652i,-0.002126+0.0016642i,-0.0023045+0.0021825i,-0.0025273+0.00071982i,-0.0018514+0.00032698i,-0.0011031+0.0013024i,-0.00087569+0.0013287i,-0.00085276+0.00051689i,-0.00098203+0.00099354i,-0.00013342+0.0015447i,0.00072816+0.0011363i,0.00030782+0.00075793i,0.00031582-1.7919e-05i,0.00055952-0.00059424i,5.1543e-05-0.00010014i
0.00041386-0.00027461i,0.0020278-0.00021037i,0.0032849-0.00072297i,0.0023324-0.0015695i,0.00041108-0.0028648i,-0.00069031-0.0052127i,-0.0015775-0.0052092i,-0.0025523-0.0015696i,-0.0023852+0.0013543i,-0.0014893+0.00099948i,-0.00027303-0.0010319i,0.00069721-0.0018422i,0.00028802-0.0013645i,-0.00013502-0.00024619i,-0.00026926+0.00016257i,-0.00066237+0.00025225i,-0.0014896+0.00056321i,-0.0014568+0.001178i,-0.00035355+0.0018478i,-4.0857e-05+0.0012662i,-0.00024917-0.00044695i,3.0601e-05-0.0011856i,0.00037692-0.00050225i
0.00048376-8.1662e-05i,0.0011115+0.0029431i,0.00053661+0.0027018i,-0.00014059+0.001147i,0.00011708+0.00092389i,0.00060395-0.000303i,7.2008e-05-0.00098983i,-0.00036525+0.00080426i,-0.00024389+0.0016969i,0.00056108+0.00055144i,0.0005277-0.00027025i,0.00042441+6.9523e-05i,0.00068741+0.00025447i,-0.00054002-0.00082535i,-0.0013935-0.0016776i,-0.0011774-0.00078559i,-0.00073039+0.00047909i,-0.00011675+0.0011242i,0.00020999+0.0011193i,-0.0003352+0.00060023i,-0.00062241-0.00011179i,-0.00019518-0.00048955i,-0.00035379-0.00030159i
-0.00058019+0.0018531i,-0.0028493+0.0027114i,-0.0031613+0.001661i,-0.0021377+0.00055954i,-0.0017737-0.00096914i,-0.00061511-0.0021166i,0.0012675-0.0013794i,0.0019799+0.00027701i,0.0014879+0.00059272i,-1.4796e-05+0.0005607i,-0.0011989+0.0017257i,-0.0014052+0.00155i,-0.0016592+0.00085434i,-0.0018539+0.00020172i,-0.0016735-0.00085399i,-0.0014219-0.00079589i,-0.0015239-0.00034674i,-0.0015383-0.00021821i,-0.00083142+0.00014032i,-3.5437e-05+0.00037844i,0.00071089+1.695e-05i,0.0011928-0.00037125i,0.0016202-0.00025792i
-0.0023328+0.00099967i,-0.0026234+0.00063808i,-0.002739+4.4069e-05i,-0.0023911+0.00042579i,-0.0015983-0.00035245i,-0.00048664-0.0023938i,-0.00015733-0.0025884i,-0.0003039-0.0018719i,-0.00062949-0.00050939i,-0.001463+0.0012647i,-0.0014492+0.0017536i,-0.0015786+0.0014121i,-0.0019098+0.0005038i,-0.0010272-0.00011136i,-0.00018208-0.00027175i,-0.00052809+0.0002357i,-0.00097423+0.00065578i,-0.00060844+0.00033611i,-0.00023762+2.7878e-05i,-0.00057812+0.00037894i,-0.00052196+0.00041188i,0.0003415-7.0381e-06i,0.00094037+2.3236e-05i
