-4.012e-05+0.0018954i,0.001255+0.0018639i,0.00017293-0.00022654i,-0.00066514-0.0010898i,-0.0015966+0.00046097i,-0.0027912+0.00027645i,-0.0015745-0.00012202i,-3.3283e-05+0.00063103i,0.00039331+0.00040505i,0.00046143-0.00021144i,0.00055893-0.00031493i,0.00038114+0.00030913i,-4.4773e-05+0.00050049i,-0.00072651+0.0002724i,-0.0014128-1.3444e-05i,-0.00024508+0.00012139i,0.00037415+0.00073807i,-0.00063403+0.00046494i,-0.00073311-0.00076688i,0.00014501-0.0006368i,0.00065157+0.00020757i,0.00014147+0.00016922i,-0.00053537+2.3124e-05i
-0.0010168+0.0014878i,0.00064869+0.0023818i,0.00057811+0.0034554i,-0.00022324+0.0025433i,-0.00072548+0.00020488i,-0.0010357-0.0019033i,-0.0011261-0.0024555i,-0.00071626-0.00082927i,0.0003504+0.00079136i,0.0010843+0.0013852i,0.00067213+0.0013476i,-0.00055608+0.0011635i,-0.0013107+0.00071818i,-0.0010592+0.00043441i,-0.00085441+0.00078721i,-0.00066881+0.00066627i,-0.00049891+0.00057802i,-0.0006421+0.0010922i,-0.0010119+0.00068489i,-0.00087971+0.00019913i,-0.00014111+0.00055487i,0.00027146+0.0003674i,0.00025928-0.00013244i
-0.00048277+0.0015425i,0.00011933+0.0025829i,0.00042745+0.0020373i,-0.0004173-0.00039919i,-0.00039079-0.0017919i,-9.4049e-05-0.0013306i,-0.00066563-0.0016119i,-0.00046574-0.0013859i,4.3591e-05+0.00018863i,-6.3972e-06+0.0010175i,-0.00047421+0.00057978i,-0.00096172-0.00011497i,-0.00091644+0.00028827i,-0.00052803+8.4346e-05i,-0.00066283-0.0007918i,-0.0012847-0.00070517i,-0.00066667-0.00018686i,0.00036116+0.00021242i,-9.4429e-05-0.00025647i,-0.00054415-0.0012426i,-0.00031762-0.00098467i,-8.9271e-05-0.00037167i,-0.00037225+0.00022532i
0.00074978+0.0013236i,0.00075057+0.0011763i,0.00094415+0.00063558i,0.00092034-0.00010862i,0.00022255-0.00086623i,0.00031688-0.002192i,0.00070389-0.0024373i,0.0012577-0.0014314i,0.00068937-0.00053815i,1.7906e-05-0.00035624i,0.00021879-0.0001112i,0.00014428+0.00031302i,-0.0002539+8.0231e-05i,-0.00082409+7.1975e-06i,-0.0012168+6.1763e-05i,-0.0013794+0.00049575i,-0.00087408+0.0007592i,-0.00073027+0.00018508i,-0.0007533-4.8075e-05i,-0.0002951-5.5682e-05i,-0.00017879-0.00040108i,-0.00038519-0.0005054i,-0.00029321-0.00053911i
-0.00024237-0.00021819i,-0.00022467+0.0011591i,0.00017883+0.0012412i,-0.00070327+0.001189i,-0.001298+0.00077726i,-0.0012677-0.00086128i,-0.00058292-0.0014252i,-0.00016853-0.00029107i,-0.00025864+0.00037033i,-0.00028476+0.00088972i,-0.00030584+0.00093648i,-0.00016692+0.00059886i,0.00039937+0.00020414i,0.00041903-0.00051123i,-0.00061615-0.00010643i,-0.001+0.00065123i,-0.00029446+0.0001328i,-0.00067909+0.00056934i,-0.00054911+0.0014959i,4.2973e-05+0.0013375i,1.9736e-05+0.00067323i,-9.9704e-05-0.0001528i,-0.00011314-0.0006076i
0.00035826+0.00061923i,0.00030551+0.0013854i,0.00063022+0.00074332i,-3.703e-06-0.00068784i,-0.0012817-0.002022i,-0.0015513-0.0022842i,-0.0013512-0.0015678i,-0.0004766-0.00058205i,0.00057124+0.00027376i,0.00048506+0.00058551i,0.00023599+0.00099533i,0.00010875+0.0012238i,0.00021767+0.0013403i,5.3936e-05+0.00098055i,-0.00034135+0.00040438i,-0.00078373+9.6857e-05i,-0.00062261-0.00031654i,-0.00070832+8.1476e-05i,-0.00078606+0.00031671i,-0.00050857-0.00015838i,-0.00027992-0.00046566i,7.3985e-05-2.4216e-05i,0.00068574+0.00096896i
-0.0013048-7.6275e-05i,-0.00042523+0.0011862i,-0.00083648+0.001101i,-0.00031189-0.00035047i,0.0006473-0.00062785i,7.9488e-05-0.0010538i,-0.00057255-0.0014941i,-0.0008224-6.5743e-05i,-0.00055846+0.00053405i,0.00014031-0.00030613i,0.00036341+0.00035832i,0.00018254+0.0010537i,-0.00021605+0.00055218i,-0.00060656-9.8803e-05i,-0.00097256-0.00010462i,-0.00094604+0.0010638i,-0.00064723+0.0018653i,-2.9535e-05+0.0013135i,0.00038104+0.00044438i,-0.00031198+0.0001839i,-0.00063213+0.00027111i,0.0001027-0.00032184i,0.00061785-0.0002736i
-0.00094091+0.00012102i,-0.00036095+0.0005925i,0.00013127+0.00016689i,-0.00062014+0.00063757i,-0.0012319+0.00025372i,-0.00024985-0.001179i,0.0012862-0.0018987i,0.00069639-0.0010097i,-1.2199e-05+0.00087389i,-0.00046445+0.001971i,-0.0014082+0.0017833i,-0.0014529+0.0008501i,-0.00040681+0.00046299i,-6.2656e-05+0.00061224i,-0.0007179+0.00019719i,-0.0013867+0.00034611i,-0.00077795+0.00069075i,-0.00045459+0.00037333i,-1.6477e-05+2.454e-05i,0.00045394+0.00041644i,0.00044633+0.00051776i,0.00015658-0.00018761i,-0.00017953-0.0005782i
-0.00076644+0.0012178i,-0.00082107+0.0024701i,0.00049028+0.0026942i,0.0012863+0.0018532i,0.00044854+0.00021343i,-0.00050349-0.0011499i,-0.00043894-0.0015331i,-0.00013921-0.00023935i,0.0005335+0.0014266i,0.00085092+0.00072728i,0.00044936-0.00078502i,-0.00039511-0.00057836i,-0.0013275-0.00029321i,-0.0010363-0.00068929i,-0.00082402-8.271e-05i,-0.0011761+0.00040974i,-0.00086723+0.00044452i,-0.00010359-6.816e-05i,-3.3338e-05-9.8714e-05i,-0.00030149+0.00048099i,-0.00044722+0.00068819i,-0.00065489+0.00049864i,-5.4179e-05+0.00053673i
4.6935e-05+0.00047867i,0.00076964+0.0021431i,0.00053552+0.0018224i,-0.00041708+0.0010401i,-0.001593-0.00066747i,-0.00096404-0.002031i,-0.00044788-0.0012773i,-0.00045489+6.6065e-05i,-0.00043854+0.00058808i,-0.0012861+0.0004102i,-0.00087467+0.00020042i,5.756e-05+0.00027696i,-0.00054713+1.4826e-05i,-0.00058428-0.00042635i,-0.00085538-0.00040592i,-0.0011316+0.00016892i,-0.0004691+0.00026256i,0.00017579-0.00028525i,0.0004662-0.00027229i,0.00087241+0.00022i,0.00082784-1.9589e-05i,0.00013616-0.0012492i,0.00013825-0.0012773i
-0.00096779+0.00072077i,-0.00096799+0.0021394i,-0.00083778+0.002981i,-0.00039062+0.0015832i,-0.00020324-0.00037267i,-0.00025921-0.0014921i,-0.00012928-0.0019439i,-4.29e-05-0.00067322i,8.8433e-05+0.0014498i,-0.00016096+0.0013822i,-0.00074594+0.00064977i,-0.00093749+0.00065419i,-0.0010559+0.00051898i,-0.0011405+0.00025398i,-0.0011219+0.00069188i,-0.0015764+0.0013808i,-0.00078875+0.00095788i,0.00010589+0.0002703i,-0.00026847+0.00051684i,-0.00059936+0.00073954i,-4.3982e-05-0.00043622i,0.00052846-0.0011686i,-0.00020871-0.00041665i
-0.00092626+0.0015455i,0.00016101+0.00077165i,0.0003816+0.00043324i,0.00061301+0.0010864i,0.0005669+0.00024973i,0.00032368-0.0015513i,0.00031626-0.0016643i,0.00031395+9.4327e-05i,-5.0403e-05+0.0010361i,-4.0438e-05+0.0010227i,0.0010107+0.0011496i,0.0017347+0.00092156i,0.00096993+0.00028023i,-9.6005e-08-0.00053882i,-0.00062429-0.00092442i,-0.00102+0.00036547i,-0.00077577+0.00030783i,-0.00013063-0.00066945i,0.00034646+0.00017351i,0.0001785+0.00097314i,-0.00059403+0.00021932i,-0.00091997-6.5953e-05i,-0.0010177-9.9907e-05i
-0.0010595+0.00089489i,9.3171e-05+0.0024416i,4.344e-05+0.0018394i,-0.00060449+0.00065566i,-0.0014128+0.00043059i,-0.0013607-0.00081789i,-0.00067413-0.0012002i,-0.00055724-0.00020502i,-0.00076426+0.00059695i,-0.00068453+0.00089258i,-0.00074565+0.00082085i,-0.00038669+0.00053776i,-0.00016841+0.00016647i,-0.00058946-0.00057765i,-0.0013066-0.00095033i,-0.0019004-0.00092449i,-0.0013938+0.00018269i,-0.00028741+0.0012553i,-8.162e-05+0.00072834i,-0.00041465+0.00018219i,-4.3471e-06+0.00032729i,-0.00010233-1.3039e-05i,-0.00026296-0.00029736i
-0.0016712+0.003217i,-0.0010154+0.0032597i,0.00019339+0.0015661i,0.0004906+0.00066848i,0.0002072-0.00014584i,-0.00038651-0.00079281i,-0.00050854-0.000386i,-0.00031627+0.00052937i,-0.00023793+0.0014664i,0.00033188+0.0014714i,0.00015173+0.0010267i,-7.2312e-05+0.00076366i,-0.00038512+0.00050762i,-0.0011778+0.0007923i,-0.0011482+0.0008255i,-0.0012218+0.00096699i,-0.00098636+0.00059201i,-6.5741e-05-0.00013496i,0.00075015-0.00034221i,0.00084948-7.81e-05i,0.00053627-8.3777e-05i,2.0653e-06-0.00052387i,-0.00016158-0.00022226i
0.00058021-6.2507e-05i,0.0013109+0.00022528i,0.0018837+0.0015138i,0.0019574+0.00069714i,0.0010613-0.0012248i,-0.00038266-0.001862i,-0.00071986-0.0014638i,2.7406e-05-0.00068034i,0.00037464-0.00056314i,0.00036086-0.00018978i,-2.2433e-05+4.8422e-06i,-0.0002198+7.0393e-05i,-0.00064385+0.00047629i,-0.00094363+0.00041102i,-0.00098375+0.00036592i,-0.0011415+0.00059838i,-0.0012774+0.00098747i,-0.0011655+0.0010909i,-0.0002522+0.00023074i,0.00080635-0.00067858i,0.00049998-0.00052024i,-3.0575e-05-5.8788e-05i,0.00016851+0.00021672i
2.2797e-05+0.00079254i,0.00031984+0.0012018i,0.00025741+0.00041652i,0.00037132-0.00023212i,0.00036494-0.00084017i,-0.00043199-0.0015911i,-0.00098105-0.0016397i,-0.00046763-0.0003316i,-0.00041095+0.0006565i,-0.00068475+0.000457i,-0.00047501+0.00041425i,-0.00047248+0.00044814i,-0.000698+0.00066589i,-0.00028569+0.0014632i,-0.00031069+0.0022748i,-0.000885+0.001612i,-0.00068652+0.0010944i,-0.00051621+0.0011288i,9.3174e-05+0.00015564i,0.00072489-0.00037632i,-6.383e-05+0.00060656i,-0.0010429+0.0010207i,-0.0011053+2.9421e-05i
-0.0013071+0.0016842i,-0.00080461+0.0027385i,-0.0001582+0.0024504i,-0.00048731+0.00080983i,-0.001171-0.0011353i,-0.00027395-0.0026524i,-0.00030504-0.0025338i,-0.00087795-0.00088153i,-0.00055855+0.00018014i,-0.00037224+0.00038282i,-0.00038532+0.00081412i,-0.00097407+0.001431i,-0.0013425+0.00064252i,-0.0013123-0.00027925i,-0.0013609-0.0004725i,-0.0013102+0.00047597i,-0.00093168+0.0010711i,-0.0003392+0.0010224i,-5.6619e-05+0.00079827i,0.00019956+0.00055948i,0.00031146+0.00030176i,0.00013448+1.8958e-05i,-0.00035501-0.00012155i
0.00080759+0.0014904i,0.00066067+0.0016588i,0.0019871+0.001835i,0.0025952-1.0164e-05i,0.0017077-0.0026848i,0.0004337-0.0032229i,-3.786e-05-0.0019863i,0.00027597+0.00031631i,0.00081849+0.0018248i,0.00074617+0.0014173i,2.8057e-05+0.00040916i,-0.00055023-0.0002384i,-0.00088114-4.2679e-05i,-0.0011626+0.00027463i,-0.0014326+7.5978e-05i,-0.00090283+0.00040267i,0.00017749+0.0011717i,-2.1072e-05+0.0011546i,-0.00024099+0.00060381i,-5.9732e-05+0.00021066i,0.00025751-0.00043221i,9.2997e-05-0.00041628i,-0.00050505-0.00041666i
-0.00051989+0.001472i,-0.00060963+0.0020698i,-0.0001489+0.0010647i,-8.2159e-05+0.00043024i,-0.0011338-0.00053068i,-0.0015894-0.001843i,-0.00050491-0.0015871i,0.0011071+5.3484e-05i,0.001409+0.00046033i,0.00056428-0.00024362i,-0.00036815-0.00045329i,-0.0006374-9.7913e-05i,0.00019115+0.00061732i,0.00028742+0.00024289i,-0.0002992-0.00037746i,-0.00061694-4.0052e-05i,-0.00027982+7.1957e-06i,-0.00056149-0.00043982i,-0.00064885-0.0003692i,6.1645e-05-0.00030954i,-0.00027133-0.00056086i,-0.00062061-0.00066121i,0.00045425-0.00057431i
0.00043192-0.00048013i,-0.0005722+0.00019724i,-0.00093104-0.00057502i,-0.0014343-0.0012519i,-0.001745-0.0015378i,-0.0014767-0.0024056i,-0.00067205-0.0018324i,0.00017277+0.00011366i,-0.00021938+0.0011429i,-0.0010071+0.0014175i,-0.0017417+0.001126i,-0.0013225+0.0009886i,-0.00098336+0.0010306i,-0.0010319+0.0006866i,-0.00024534+1.2781e-05i,-0.00042503+0.00045587i,-0.0009765+0.00084323i,-0.00077187+0.00028334i,-8.2065e-05-0.00018462i,0.00029065+1.6179e-05i,0.00010846+0.00049224i,0.00052321+0.00070338i,0.00036625+0.00049182i
0.0010055+0.0021899i,0.0023859+0.0021632i,0.0024646+0.0019279i,0.0017146-0.00037101i,0.0011182-0.0024956i,0.00011657-0.0032301i,-0.00083674-0.0028034i,-0.00033671-0.0011117i,0.00020306+0.00094798i,0.00037191+0.0016131i,0.00066166+0.0010124i,-0.00043969+0.00057194i,-0.0010687-0.00021744i,-0.00043753-0.00058198i,0.00025327-0.00054707i,7.6594e-05-0.00012986i,-0.00027236-9.9055e-07i,0.00033737+0.00020103i,0.0002478+0.00061247i,-2.3293e-05+0.00031889i,-0.00024334-0.00056596i,-0.00030193-0.00074643i,-0.00030768-0.00073936i
-0.0014419-0.00030012i,-0.0015247+0.00049842i,-0.0010264+0.0013323i,-0.00087062+0.00041779i,-0.0013722-0.0010058i,-0.0014899-0.0019076i,-0.0014355-0.0017079i,-0.00096028+1.625e-05i,-9.7307e-05+0.0014643i,0.0010138+0.0015597i,0.0011169+0.00062186i,2.0808e-05-0.00030501i,-0.00054816+0.00015597i,-0.001457+9.5395e-05i,-0.0023301-0.00029763i,-0.0023917-0.00065662i,-0.0013098-0.00043194i,-0.00021395+0.0011336i,0.00018106+0.00084356i,0.00010972-0.00029757i,2.082e-05-0.00049245i,-2.6037e-05-0.00039868i,-0.00022494-0.00028259i
0.0011284+0.0013613i,0.0014024+0.00087532i,0.0017195+0.001543i,0.00044095+0.0016036i,-0.00077067-0.00068474i,-0.0015024-0.001659i,-0.0011605-0.0006523i,-4.8501e-05+6.1981e-05i,0.00011428+0.00064282i,-0.00039026+0.00035634i,-0.00085448-0.00019335i,-0.0010683-0.00029057i,-0.0011051+0.00014012i,-0.00090593+0.00063003i,-0.00077676+0.00089408i,-0.0010629+0.0010525i,-0.00071495+0.0011826i,-0.00059229+0.0012658i,-0.00059469+0.00055405i,2.716e-05+2.3893e-05i,0.00030886+6.9131e-05i,0.00031477-0.00047201i,0.00041835-0.00065358i
-0.00089786+0.00013597i,-0.00050218+0.0020118i,-0.0015701+0.0017427i,-0.0027175+0.0010362i,-0.0024828+0.00071889i,-0.0011866-0.00032653i,0.00013886-0.0011615i,0.00015212+0.00017965i,-0.00085997+0.00016457i,-0.0011151-0.00073982i,-0.00093936+4.0015e-05i,-0.00022388+0.001057i,0.00040578+0.00065561i,-0.00020728-0.00064112i,-0.00090122-0.00083992i,-0.0015224-0.00045492i,-0.0013217-6.1719e-05i,-0.0002347+0.00010956i,-0.00012958+0.00037972i,-9.7621e-05+0.0010612i,-0.00027384+0.00085486i,-0.00038979-0.00032614i,-6.4251e-05-0.0004479i
-0.00029744+0.00099946i,-0.00078696+0.00089922i,-0.00075664+0.00026199i,-0.0012771-0.00011324i,-0.0025234-0.00090358i,-0.0027815-0.0024326i,-0.0018194-0.0029677i,-0.00081354-0.00078745i,-0.00054308+0.0011703i,7.7845e-05+0.0010065i,0.00014517+0.00048576i,0.00029713+0.00059641i,8.9785e-05+0.00086474i,-0.00042042+0.00055904i,-0.0010425-0.00027369i,-0.00079055-0.00036918i,-0.00013727+0.00038908i,0.00047387+0.00048794i,0.00069688-0.00010137i,9.4338e-05-0.00020105i,-0.00035259-4.7976e-05i,7.7314e-05+9.171e-05i,-0.00010143-0.00011283i
-0.0004254+0.00010895i,0.00097568+0.00094496i,0.0017684+0.0015689i,0.0019584+0.00073702i,0.0004857-0.00058457i,-0.00022313-0.001832i,0.001019-0.0026247i,0.00070634-0.0015384i,-0.00067887+0.00018744i,-0.00070393+0.00073523i,-1.0857e-05+7.2095e-05i,0.00050279-0.00035084i,7.8196e-05+2.1164e-05i,-0.00019426-0.00039919i,-0.00013972-0.00019041i,-0.00022055+0.00016194i,0.00022007+0.00042669i,0.00031729+0.00091133i,9.8885e-05+0.00099837i,2.3981e-05+0.00062215i,0.0004881+0.00010408i,0.00030744-8.2159e-05i,-0.0001283-4.5301e-06i
2.8692e-05+0.00069751i,0.00053619+0.0020877i,0.00029251+0.0029104i,-0.00068326+0.0016205i,-0.0011955-0.00065303i,-0.00085883-0.0021416i,-0.00033708-0.001315i,-0.00037613+0.00016321i,0.00013861+0.00032673i,0.00053328+0.00091422i,-0.00015639+0.0012649i,-0.00088841+0.00067194i,-0.00075855-0.00029773i,-0.00043675-0.00069924i,-0.00066123+0.00021994i,-0.00085205+0.00079396i,-0.00080234+0.00034274i,-0.0010629-0.00049188i,-0.00047133-0.00042186i,-0.000289+7.235e-05i,-0.00027502-0.00029322i,-0.00051276-0.00095503i,-0.0011855-0.00097173i
-0.0017682+0.0025559i,-0.0017826+0.0024249i,-0.0010338+0.0028332i,-0.0008888+0.0028331i,-0.0007227+0.0013372i,0.0002607-0.00019878i,0.00012452-0.0010542i,-0.00028698-0.00036963i,0.00021398+0.00045689i,-0.00017791+0.0010686i,-0.0007983+0.0016041i,-0.00077888+0.0015245i,-0.00033667+0.001068i,-0.00062356+9.0053e-05i,-0.00092279-0.00070714i,-0.0011643-0.0005061i,-0.0010844+0.00024866i,-0.00024051+0.00031832i,0.00021729+0.00030699i,-0.00028418+0.00071533i,-0.0010533+0.00056624i,-0.00073657+0.00030175i,-0.00014105+0.00025623i
-0.00026732-6.5486e-05i,0.00044665+0.00053056i,0.00077024+0.00029978i,0.00016078-0.0002963i,-8.6835e-05-0.0013124i,3.1094e-05-0.0035076i,-0.00032649-0.0033219i,-0.00095577-0.0012182i,-0.00098988-6.5472e-05i,-8.7589e-06+0.00076592i,0.00014664+0.0015992i,-2.6601e-05+0.00057256i,0.00092614+9.4441e-05i,0.00077114+0.00032489i,-0.0008484-4.3629e-05i,-0.0010614+0.00020302i,-1.3206e-06+0.0012195i,0.00031756+0.0014902i,-5.1393e-05+0.00028306i,-3.6017e-06-0.00063442i,0.00039907-0.00068146i,0.00064906+3.3078e-05i,0.00058973+0.0002463i
-0.00066551+0.0023898i,0.00040432+0.0028627i,8.9895e-05+0.0032593i,-0.00067286+0.0019219i,-0.0010194+0.00078318i,-0.0011728-0.000955i,-0.0021759-0.0016296i,-0.0017324+0.00027027i,-0.00070747+0.001341i,-0.00074377+0.00087753i,-0.00086171+8.9156e-05i,-0.00098703-0.00076468i,-0.001213-0.0010335i,-0.0016944-0.00019219i,-0.0016867+0.00017762i,-0.0012882-0.00051064i,-0.00092892-0.00048306i,-0.0002604+0.00039042i,0.00063452+0.00065199i,0.0010866+0.00059099i,0.00074734-0.00044104i,0.00037315-0.00091978i,0.00020251-0.00062644i
0.00095658+0.00053585i,0.0013261+0.0011519i,0.0013215+0.00093893i,0.00093008-0.00053932i,0.00067193-0.0027492i,0.00070751-0.0042299i,-0.00030555-0.0030934i,-0.00064783-0.00065597i,0.00026113+0.00075526i,-0.00018825+0.0011819i,-0.00080027+0.0012771i,-0.0011306+0.0010015i,-0.00094112+0.00033326i,-0.00026388+6.2505e-05i,-0.00060926-0.00027058i,-0.00068505-0.00082827i,2.8253e-05-0.00033861i,0.00080874+7.4266e-05i,0.00046173-0.00065584i,-0.0004949-0.00060752i,-0.00020912-0.00049407i,7.9597e-05-0.0007983i,-0.00014342-0.00017702i
-0.0015402+0.00045406i,-0.0022916+0.0016569i,-0.0017871+0.0015053i,-0.00064043+0.0011876i,-0.00039173-0.00021858i,-0.00071561-0.0019058i,-0.0014428-0.0018711i,-0.0010549+0.00053003i,-5.3296e-05+0.0019677i,0.00034829+0.001183i,5.2994e-05+0.0008127i,-6.4997e-05+0.00075897i,0.00069015+2.1977e-05i,0.00073263-0.00040825i,-0.00013024-0.00024911i,-0.00066654+0.00050067i,-0.00064488+0.00080994i,0.00015314+0.00061256i,0.00047634+0.0008145i,0.00032222-9.3926e-06i,0.00057505-0.00079656i,-0.00020582-2.964e-05i,-0.001437+0.00078904i
-0.001625+0.00016684i,-0.00076094+0.0012156i,-0.0012391+0.0022987i,-0.001625+0.0027503i,-0.00010442+0.0015792i,0.00081919-0.0009902i,0.00023526-0.0021563i,-0.0004549-0.00033462i,-0.00013286+0.00077652i,0.00040444-2.1544e-05i,-3.6609e-06-9.304e-05i,0.00052116+0.0005791i,0.00046348+0.00055556i,-0.00059519-8.2833e-05i,-0.00091173-0.00029222i,-0.00073783-0.00024503i,0.00010726-0.00040379i,0.00082156-0.0001888i,0.00082569+3.9055e-05i,0.00063245+0.00013512i,-0.00012818-0.00028245i,-0.0012269-0.00099591i,-0.0015249-0.00095585i
-0.0017822-0.0015757i,-0.0017109-0.00094179i,-0.0021662-0.0010527i,-0.0028679-0.00059984i,-0.0034269-0.00050726i,-0.0022792-0.0014047i,-0.00087531-0.0017572i,-0.00059517-0.0014551i,-0.00083648-0.00065938i,-0.00061499+0.00092703i,-0.0011848+0.00097682i,-0.0014797-0.00049062i,-0.00066515-0.0011101i,-0.00029203-0.0010635i,-0.00069812-0.0012098i,-0.0012429-0.00016596i,-0.0015417+0.00082921i,-0.0007303-6.1064e-05i,0.00014052-0.00058895i,-0.00022107-0.00091988i,-0.00030871-0.0017145i,0.00018913-0.001267i,0.00025163-0.00020677i
0.0002458+0.0017586i,0.0011593+0.0026268i,0.0017337+0.001937i,0.0012717+0.00098487i,0.00059638-0.00062619i,0.00027344-0.0021911i,-0.00067123-0.0016805i,-0.0009072+0.0005387i,-0.00014823+0.0019i,-0.00099592+0.0013802i,-0.0021065+0.000141i,-0.0016215+6.9154e-05i,-0.001121+0.00062355i,-0.0012095+0.00031061i,-0.0010487+0.0002359i,-0.00052635+0.0005787i,4.5519e-05+0.00055055i,0.00084294+0.00042871i,0.00089985+9.3962e-05i,0.00030041-0.00080634i,0.00019829-0.0015544i,-0.00018644-0.0019574i,-0.000639-0.0017485i
0.00068777+0.0015393i,0.0015197+0.0016527i,0.0017708+0.00047037i,0.00079363-0.0017473i,0.00023674-0.0041613i,-0.00030913-0.0040489i,-0.00051043-0.0025354i,-0.00036685-0.00072844i,0.00016187+0.001261i,-0.00066387+0.0012802i,-0.0010433+0.00088654i,-0.00042882+0.00056053i,-0.00034839+0.00020731i,-0.0011458+0.0005705i,-0.0010553+0.00064679i,-0.00076515+0.00027343i,-0.0012002-8.1129e-05i,-0.0012404-0.00024706i,-0.00077973+3.8619e-05i,-0.00026252+0.00079553i,-0.00067584+0.00056982i,-0.0014342-0.00021055i,-0.00070914-8.2613e-05i
0.00071995+0.0013675i,0.0012372+0.0011322i,0.0014915+0.0011955i,0.00084997+0.00056216i,-0.00038116-0.0016834i,-0.0010618-0.0034148i,-0.00082617-0.0018345i,-0.00039432-5.7841e-05i,0.00029594-0.00026588i,0.0010865-0.00021437i,0.00094093-0.00039133i,0.00028153+1.8314e-05i,-0.00018227+0.00078598i,-0.00012952+0.00057547i,-0.00054399+0.00011042i,-0.00068113+0.00049537i,-0.00038696+0.0011072i,-0.00042529+0.00055242i,0.00023815+6.282e-05i,0.0005066-9.2679e-05i,0.00044909-0.00015055i,0.0011712+0.00011215i,0.0008599-0.00015255i
-0.00056429+0.0017747i,-0.00040399+0.0020662i,-0.00063089+0.0019654i,-0.00045208+0.0012549i,-0.00016381-0.00035136i,0.00066489-0.0017684i,2.8745e-05-0.0020343i,-0.00097987-0.0019017i,-0.0011553-0.0011652i,-0.0019784-2.736e-05i,-0.0017143-0.00030438i,-0.00052775-0.00099842i,-4.1402e-05-0.00068469i,-0.00032113-0.00069501i,-0.0010514-0.00045843i,-0.0010272-0.00020075i,-0.0001343+0.00039888i,0.00028962+0.00041634i,0.00022544-2.7075e-05i,-0.00020277+9.3178e-05i,-0.00036386-0.00058256i,-0.00023725-0.00094354i,-6.229e-05-0.00077778i
-0.00013301-0.00053158i,0.00038745-0.0012573i,0.0010042-0.00088563i,-4.9742e-05-0.0004728i,-0.001339-0.0013972i,-0.0014696-0.0025402i,-0.0013866-0.0015669i,-0.0017584+0.0014866i,-0.0023237+0.0035421i,-0.0031713+0.0028598i,-0.0028341+0.0011836i,-0.0019952+5.5112e-05i,-0.0012348-0.00062272i,-0.00068234-0.00044947i,-0.0012349+0.00010234i,-0.0016683+0.0004338i,-0.0014535+0.00085331i,-0.0011691+0.0015142i,-0.00070102+0.00089663i,-0.00012102-8.0525e-05i,0.0004128-0.00030557i,0.00030248-0.00064682i,0.00020986-0.00077452i
0.0010231+0.0005311i,0.0012919+0.0018182i,0.0012257+0.00047799i,0.00051667-0.00064479i,-0.00077175-0.001075i,-0.00035447-0.0025358i,0.00022326-0.0018624i,0.0008244+0.00041621i,0.0013369+0.0018214i,0.00062381+0.0016629i,-0.00035167+0.0013252i,-0.00068534+0.00051614i,-0.00071742-0.00011719i,-0.00050408-0.0005841i,-0.00053475-0.00020713i,-0.00018301+0.0010775i,-0.00065926+0.00083783i,-0.00072822-5.7344e-05i,-0.00053907-6.691e-05i,-0.00097053+6.2772e-05i,-0.0010771+0.0001207i,-0.00086943+0.0006051i,-0.00062101+0.0010413i
-0.00097137+0.00057172i,-0.00035458+0.0016343i,-0.00020759+0.0011544i,-0.00093572-0.00014464i,-0.00049369-0.0017711i,-0.00027542-0.0029002i,-0.00057231-0.0022808i,0.00020117-0.00088055i,0.0011162-0.00013511i,0.00096317+0.00044165i,0.0001223+0.00054977i,-0.00070952+9.4782e-05i,-0.0005607-0.00019602i,-0.00011291+0.00038374i,0.00031538+0.0013093i,0.00025708+0.0020731i,0.000758+0.0019043i,0.0016517+0.0013083i,0.0015194+0.00053512i,0.0005155-0.0001668i,9.2046e-05-0.00017163i,0.00020709-0.00015148i,0.00031812-0.00069634i
0.00015055+0.0016474i,0.0002253+0.0011354i,0.0012057+4.1791e-05i,0.0016269-0.0011204i,0.0017241-0.0023382i,0.00094287-0.0033995i,-1.447e-05-0.003283i,0.00058111-0.001064i,0.00070136+0.00032412i,-0.00040284-0.0010833i,-0.0008959-0.0019077i,-0.00040388-0.0011746i,0.00044988-7.7174e-07i,0.00020968+0.00061861i,-0.00080647+0.00022183i,-0.0011598+0.00073155i,-0.00090081+0.0011472i,-0.00078147+0.0005318i,-8.6339e-06+0.00026592i,0.00078779+0.0006657i,0.00068579+0.00033359i,0.00032393+0.00028639i,0.00054457+0.00033676i
-0.00097826+0.0016171i,-0.00067443+0.0039714i,-0.0010234+0.0037133i,-0.0009393+0.0019094i,-0.00050376+6.3952e-05i,-0.0005244-0.0018709i,-0.0012225-0.0023675i,-0.0019056-0.00039016i,-0.0023745+0.001465i,-0.0019927+0.0017629i,-0.0010361+0.00035205i,-0.00054228-0.00074494i,-0.0011277-0.00080831i,-0.0013951-0.00099054i,-0.0016033-0.00065363i,-0.001562-0.00032243i,-0.00061945+0.00036682i,-0.0002303+0.00065282i,-0.00013242+0.0008432i,-0.00076336+0.0010775i,-0.0011531+0.00057584i,-0.00039687+0.00068213i,-0.00020924+0.00091552i
