0.00099436-6.7164e-05i,0.0017712-0.00058573i,0.00076711-0.0017574i,-7.2256e-06-0.0025102i,-0.00084561-0.0015461i,-0.0020358-0.00023246i,-0.0020789+0.0009859i,-0.00067967+0.0013825i,0.00072563+0.00076851i,0.0014091+0.00070186i,0.00085377+0.00086024i,-0.0001647+0.00011944i,-0.00034077-0.0005866i,-0.00052633-0.0010727i,-0.00064018-0.0013851i,0.00013602-0.00045594i,0.00053219+6.1261e-05i,0.00031561-8.7351e-05i,2.476e-05+0.00076868i,0.00032596+0.00089813i,0.001157+0.00046052i,0.00077463-0.00018587i,0.00014033-0.0010649i
-0.0020087+6.8524e-05i,-0.0016336+0.00051653i,-0.0010107+0.001344i,0.00023154+0.0015159i,0.00076316+0.001066i,-1.1281e-05+0.00041002i,-0.00023867-0.00016972i,-0.00012228-4.3014e-05i,-0.00065442+9.7245e-06i,-0.00022844+0.0003205i,0.00037734+0.0003314i,0.00058692-8.0452e-05i,0.00040985-0.00041526i,-0.00054088+2.0009e-05i,-0.00095025+0.00017173i,-0.00029726+0.00067121i,-0.00016044+0.0011859i,-0.00084191+0.00054098i,-0.00078349-0.00044292i,6.6734e-05-0.00097315i,0.00030719-0.0004647i,-0.00048995-6.2317e-05i,-0.00062577-0.00038697i
-0.0019831+0.00023209i,-0.0025098+0.000831i,-0.0014228+0.0015233i,-0.00039917+0.0017184i,-0.00022851+0.0011309i,-5.9624e-05+0.00064569i,0.00041823+0.00042626i,0.00035593+0.0001692i,-0.00013514+7.0769e-05i,-0.00011661+0.00026427i,0.00049806+0.00064309i,0.00021303+0.0004565i,-3.5924e-05+0.00022962i,0.0002083-0.00016667i,0.00036891-0.00053495i,0.00014371-0.00083324i,-0.00054098-0.00063628i,-0.0010034-0.0005054i,-0.00105-0.00034011i,-0.00051824+6.9712e-05i,0.00020936+0.0002001i,0.00023846+0.00024404i,0.00039425+0.00085311i
-0.00067476+0.00067388i,-0.0005285+0.00067017i,-0.0011749-0.00026942i,-0.0013444-0.00044834i,-0.0013732-0.0003602i,-0.00074615-0.00032979i,2.5048e-05-0.00072041i,-3.5788e-05-0.00066659i,-0.00031153+0.00036484i,-6.1058e-05+0.0013753i,9.6185e-05+0.0015402i,-0.00031202+0.00067007i,-7.7603e-05-1.4991e-05i,0.00097363-0.00071801i,0.00080957-0.0013192i,-0.00017726-0.0003855i,-0.00044758+0.00040044i,-0.00029349+0.00021098i,-0.00022329+0.00039822i,6.4018e-05+0.00020058i,-0.00013159-4.3265e-05i,-0.00043337-0.00024721i,-0.00026916-0.0007048i
-0.0014244-0.0015442i,-0.00079288-0.0011087i,-0.00092043-0.00039121i,-0.0013938+6.8208e-05i,-0.00069826-0.00013491i,0.00044037-0.00024873i,0.00046065-0.00031062i,-3.5729e-05-0.00010643i,-0.00072215+0.00018555i,-0.00070034+0.00055324i,0.00098288+0.00023415i,0.0010024-0.00024996i,2.426e-05-0.0002182i,8.054e-05-0.00021985i,-0.00020551-0.0007012i,-0.0011037-0.00081363i,-0.0014364-6.7453e-05i,-0.0010792+0.00023424i,1.9994e-05+0.00011817i,8.2115e-05+0.00047119i,-0.00099634-9.8715e-05i,-0.0010901-0.0013163i,0.00014149-0.0012492i
0.0010714+0.001132i,-0.0003956+0.00020894i,-0.00081217+0.00033111i,2.0277e-05+0.00060663i,0.0003151+0.00013611i,0.00015255-0.0004845i,-6.5334e-05-0.00050484i,5.0458e-05-0.00053226i,1.9726e-05+0.00010179i,-0.00018807+0.00018726i,0.00016748-0.00054733i,0.00031471-0.00025156i,0.00027525-6.3919e-05i,0.00010425-0.00047341i,7.63e-05-0.0001967i,0.00021957+0.00025245i,0.00016194-0.00020091i,0.0004056-0.001018i,0.001113-0.0010772i,0.0009701-0.00068685i,0.00065047-0.00082988i,0.00025263-0.0007949i,7.5313e-05-0.00070104i
8.3366e-05-0.00097012i,-0.00062409-0.002177i,-0.0011317-0.0016242i,-0.00046694-0.0012892i,-0.00076846-0.0013647i,-0.0012489-0.0010917i,-0.00082062-0.00040216i,0.00024717+0.00010402i,0.00084631-2.7738e-05i,0.00039982+0.00025956i,-4.8617e-06+0.00061489i,3.1612e-05-6.4274e-05i,0.00021345+0.00021886i,2.4685e-05+0.00080082i,0.00033198+0.00037352i,0.00051898+0.00017991i,-0.0001107-0.00018012i,-0.00033077-0.0008802i,-0.00031666-0.00072433i,-0.00019329-0.00031169i,6.5148e-05-6.8239e-05i,0.00034402+0.00018484i,0.00024421+0.00057214i
0.0011635-0.00067706i,0.0019384-0.0014388i,0.0022193-0.001352i,0.0011933-0.0011988i,0.00073658-0.00047742i,-0.00031967-0.00038275i,-0.00046998+2.0665e-05i,-0.00023161+0.00036602i,-0.00053943+0.00041905i,-0.00013912+0.00097044i,-0.00016036+0.00048589i,-0.00016153-0.0006362i,-0.00012459-0.00061772i,-0.00020779+0.000252i,-9.2261e-05+7.5771e-05i,-0.00041247-0.00081069i,-0.00059953-0.00082161i,-0.00046871-0.00042683i,-0.00038838+0.00015007i,-0.00056659+4.0696e-05i,-0.00042717-0.00086852i,-0.00035531-0.0012496i,-0.00058493-0.00039409i
-0.0015631-0.00019924i,-0.0016004+0.00071256i,-0.0011968+0.0011347i,-0.0014788+0.00092458i,-0.0018829+0.00065266i,-0.0023527+0.00058502i,-0.0016828+2.8648e-05i,-0.00036468+4.1321e-05i,-2.1507e-05-0.00035751i,-0.00013407-0.00074094i,-0.00023267-0.00027875i,-0.00046207-0.00012631i,-0.00026551-8.2188e-05i,-0.00038764-0.00028631i,-0.00066954-0.00034182i,-0.00074789-0.00029563i,-0.00032197-8.9801e-05i,0.00015629-0.00051427i,0.00022327-0.00086629i,0.00028792-0.00049827i,0.00041292+2.607e-06i,0.00041743-7.1764e-05i,0.00026876-0.00019505i
-0.001014+0.00043939i,-0.0014877+0.00060556i,-0.00139+0.00098121i,-0.00094809+0.0016005i,-0.00016685+0.0015483i,0.0003928+0.00075773i,0.00020931-0.00026293i,-0.00061666-0.00018351i,-0.0012617+0.00019202i,-0.00047859-1.0288e-05i,0.0002677+0.00012995i,3.914e-06-0.00051974i,0.00010374-0.00080775i,0.00075602-0.00029122i,0.0010127-0.00022266i,0.0015301-0.00018678i,0.0011901+0.00031528i,-0.00013237+0.00091126i,-0.00018892+0.00036679i,8.4808e-05-0.00051415i,0.00015115-0.00099279i,5.2875e-05-0.0012784i,-0.0001235-0.0011777i
0.00065006+0.00088389i,-0.00019482+0.00096585i,-0.00019554+0.0010364i,-0.00014948+0.0005983i,-0.00053019-0.0011555i,-0.00094368-0.0018788i,-0.0013279-0.00061278i,-0.00087134+0.00029888i,-0.00036515+0.00099129i,-0.00010972+0.0010606i,0.000308+0.00033789i,0.0002477+0.00015065i,-0.00026759-0.00039303i,-0.00065408-0.00079811i,-0.00033047-0.0007915i,3.6382e-05-0.00030237i,-0.00017951-4.9012e-05i,-0.00024277-0.00021423i,-0.00066341+0.00018605i,-0.001036+0.00092177i,-0.00072762+0.0016474i,-0.00030993+0.0013454i,0.00015413+0.00034492i
-0.0018962+0.0015218i,-0.0014576+0.00095093i,0.00043512+0.0026194i,0.0024376+0.0035006i,0.0033584+0.0023865i,0.0025016+0.00050544i,2.3452e-05-0.00047644i,-0.00044198-0.00042548i,-0.0001454+0.0001213i,-0.00023094+0.00021274i,0.00037791-0.00044305i,9.0751e-06-0.00099047i,-0.00058195-0.00096432i,-0.00086786-0.00043182i,-0.00060128+0.00012637i,-0.00073744-8.8289e-05i,-0.00079302-0.00063427i,-0.00085601-0.00022548i,-0.00096093-0.00055992i,-0.00061512-2.0791e-06i,-0.0005494+0.00083659i,0.00011375+6.6164e-05i,0.00080232-0.00031965i
2.1321e-05-0.0003934i,-0.00036984-0.00026565i,-0.0009876-0.00047749i,-0.001432+0.00030731i,-0.0015291+0.0009585i,-0.0006124+0.0002898i,-0.00018884+0.00017494i,0.00033069+0.00079994i,0.00037682+0.00087104i,-0.00055436+0.00064475i,-0.00025621+0.00060339i,0.00040723+0.00039814i,0.00047332-0.00051978i,0.00010711-0.00076574i,0.00030045-0.00031238i,0.00062554-0.00071313i,0.00053454-0.00094616i,-0.00017337-0.00047121i,-0.00050483-0.00018937i,-0.00039603-7.5264e-05i,0.00024277-0.00031762i,0.00063552-0.00044769i,0.00016241+0.00010474i
0.001101+0.00020498i,0.0013832-2.8663e-05i,0.0019557-0.00087382i,0.0015729-0.0016722i,-0.00039353-0.0018257i,-0.0023034-0.00094231i,-0.0019915+0.00025284i,-0.0010305+0.00047895i,-0.00024373+0.00046331i,0.00059592+5.4521e-05i,0.00069994-0.00084597i,0.00024298-0.0012711i,-0.00024322-0.00064851i,-0.00030225+0.00057399i,-0.00053409+0.0011995i,-0.00067639+0.0009698i,6.8236e-05+0.00028043i,0.00031237-0.00050399i,0.00024741-0.00080969i,0.00036462-0.0006459i,0.00020398-0.00034084i,-0.0001055-0.00039313i,-3.677e-05-0.00032401i
0.00086685-0.00030258i,-7.7689e-05-0.00029651i,-0.00091074-9.7775e-05i,-0.00071927-0.00090757i,0.000356-0.0014783i,-0.00016223-0.0012005i,-0.00042834-0.00090112i,6.1114e-05-0.00058502i,6.0848e-05-0.00024617i,0.00042777+0.00013614i,6.6489e-05+0.00024121i,-0.0008909-0.00035578i,-0.00043225-0.00026659i,-5.5826e-05+0.00033327i,-0.00044077+0.00047336i,-0.00064927+3.2744e-05i,-0.00042806-0.00052063i,-0.00063768-0.00013814i,-0.00072583-8.6028e-05i,-0.00051784-0.00049467i,-0.00083906-0.00070207i,-0.00055594-0.00047816i,-0.00012506-0.00023512i
-0.00050393+0.00022712i,-5.4983e-05+1.3378e-05i,-8.8632e-05+0.00037004i,-0.00030718+0.00049351i,-8.6137e-05+0.00063042i,0.00034985+0.00058642i,0.00021839+1.248e-05i,0.00025533-0.00027752i,-2.0588e-05-0.00028491i,6.556e-05-9.2445e-05i,0.00075309+0.00014389i,0.00093078-0.00016665i,0.0012444-0.00010557i,0.0009254-0.00068357i,4.4053e-05-0.0012412i,-0.00047131+0.00010559i,-0.00031181+0.00096931i,-8.9338e-05+0.00065929i,-0.00020345+0.00047828i,-6.7788e-05+0.00025786i,-0.00028975+9.6519e-05i,0.0002551+0.00037833i,0.00075993+0.00018837i
-9.3934e-05+0.0011684i,6.2672e-05+0.0011658i,0.00068992-8.7935e-05i,0.0011932-0.0003283i,0.0015868-3.7587e-05i,0.0012683+0.00031299i,0.00052518+0.00060582i,0.00059562+0.00076208i,0.00024222+0.00042021i,0.00058363-4.1134e-05i,0.00097231-9.1862e-05i,0.00074097-0.00011931i,0.00028612-0.00050571i,-0.00060354-0.00039799i,-0.000749-0.00013505i,-0.00059719+8.6172e-05i,-0.00082061-0.00051862i,-0.00041083-0.00053273i,-0.00027616+0.00077489i,-0.0010084+0.0011799i,-0.00087848+0.00082482i,-9.3848e-05+4.3155e-05i,0.00025709-0.00013046i
0.00068318-5.8972e-05i,0.0011793+0.00033902i,0.00055878+0.0014238i,-0.00029615+0.0020641i,-0.00023116+0.0017679i,-0.0006759+0.0010698i,-0.00088961+0.00059531i,-0.00067828+0.00043535i,-0.00039584+2.1461e-05i,-0.00042573+1.0357e-05i,-0.00053411+0.00012229i,-0.00028907+0.00013169i,0.00015499+1.1612e-05i,5.2073e-05-0.00057769i,-0.00065804-0.00090762i,-0.00044808-0.00071466i,0.00024441-0.00075593i,0.00059907-0.00030341i,0.00060859+0.00044579i,-0.00044897+0.00053528i,-0.0012059-8.8483e-05i,-0.00092278+0.00016191i,-0.00015781+0.00065821i
-0.0012825-1.0945e-05i,-0.0016719+0.0011584i,-0.0017816+0.00069344i,-0.0015889+0.00072816i,-0.00093416+0.0009636i,9.512e-06+0.00072514i,3.4837e-05+0.00022173i,-0.00088489+0.00036734i,-0.0012393+0.00071311i,-0.00078898+0.0004064i,-0.00030065+0.00034095i,-9.5519e-05+0.00037612i,-0.00055046+5.2936e-05i,-0.00066172-0.00030587i,-0.00030973-0.00019703i,0.00015626-2.8891e-05i,0.00034424-0.00017301i,0.00035498-0.00012062i,0.00038004+0.00018292i,0.00037164-9.6977e-05i,0.00019692-0.00035366i,6.9565e-05-5.6782e-05i,-2.7094e-05+0.00045879i
0.00019174-0.0014763i,0.0010389-0.0017774i,0.0011493-0.0022263i,-0.00019074-0.0017285i,-0.00024423-0.0015337i,0.000679-0.00081552i,0.00046456+0.00065451i,0.00026448+0.0004016i,0.00051032-0.00036162i,0.00033893-0.00068116i,-0.00073447-0.00040107i,-0.0011228+5.7913e-05i,0.00016928+0.00027802i,0.00077912+0.00048983i,-0.00021064-0.00025014i,-0.00046501-0.00081075i,-8.4696e-05-0.00038551i,0.00039366+1.7616e-05i,0.00059105+0.00047663i,0.00074601+0.00028959i,0.00045777-0.00026807i,-0.0003439-0.00026096i,-2.7694e-05+5.1317e-05i
-0.00013716-0.0011615i,-1.2273e-05-0.001091i,0.00051211-0.00070463i,0.00093286-0.00070759i,0.00053897-0.000913i,0.00043275-0.00033797i,0.00032671-0.00037773i,0.00015861-0.0003537i,-4.9596e-05+0.00039921i,2.8234e-05+0.00067563i,0.00020645+0.00031679i,-0.00039933+0.00064135i,-0.00071613+0.00057012i,-3.9514e-05+0.00028589i,-7.7992e-05+5.0515e-05i,-0.00024269+0.00040421i,-0.00017465+0.00036306i,-0.00011318-0.00038791i,-0.00040653+4.1405e-05i,-0.00054066+0.00046613i,0.00015655+0.00033865i,0.0010916-9.1115e-05i,0.00045395-3.117e-05i
-0.00039856+0.00058947i,-0.0010913+0.00065754i,-0.0016147+0.00046003i,-0.0025035+0.00030272i,-0.0028966+0.000507i,-0.0016055+0.0013507i,-0.00088486+0.0017971i,-0.0006884+0.00070336i,0.00026172+0.00024715i,0.00056174+0.00041785i,0.00044216-0.00010943i,0.00046124-0.00027943i,0.0007038-0.00027454i,0.00084482-0.00087728i,0.00076875-0.0011508i,0.00071167-0.00051783i,0.00010014+4.0489e-05i,3.031e-05-0.00023241i,0.00045109-0.00019834i,0.00028796+0.00048543i,2.3436e-05+0.00060448i,-3.1658e-07+0.00026505i,0.00065916-0.00011619i
-0.00027948-0.00074101i,-0.00098959+0.00018915i,-0.00043571+0.0010656i,0.00039243+0.0010148i,6.848e-05+0.00037705i,-0.00032878+0.00038591i,-0.00067411+0.00069887i,-0.0012822+0.00018192i,-0.00070945-0.00029748i,-8.1805e-06+8.5011e-05i,-3.9345e-05-0.00020101i,-0.00018568-0.0015015i,-9.2062e-05-0.0020189i,-0.00034998-0.00088293i,-0.0010769+2.2756e-05i,-0.0018434-0.00015981i,-0.0014111-0.00043726i,-0.00056747-0.00062209i,-1.4419e-05-4.0991e-05i,-0.00018993+0.00042078i,-0.00047443+0.0003896i,-0.00056762+0.00092539i,-0.00024105+0.0007876i
0.00070669-0.0014656i,0.0014385-0.0017066i,0.00045981-0.00071661i,-0.00076704-0.00056638i,-0.0011466-0.0011354i,-0.00072513-0.00052306i,-7.781e-06+0.00035433i,0.00078855+0.00054586i,0.00069971+0.0003791i,-0.00027372-0.00028313i,-0.00087655-0.00030233i,-0.00037226-0.00019225i,0.00075762-0.00060009i,0.0016112-0.00039128i,0.0012668-0.00065721i,0.00044718-0.0013688i,-7.966e-05-0.0018315i,-0.00033306-0.0011388i,-0.00011831-0.00033361i,-0.00019326-0.00036551i,-0.0006966-7.995e-05i,-0.00051896-5.7569e-05i,8.8624e-05+0.00038313i
-0.0015414-5.1295e-05i,-0.0020458+0.0011628i,-0.0022963+0.0014635i,-0.0020379+0.0019309i,-0.0013828+0.0024927i,-0.00055186+0.0024785i,-0.00055619+0.0014972i,-0.0013648-8.0214e-05i,-0.0016474-0.0011238i,-0.00054349-0.00072115i,3.3462e-05-8.7829e-05i,0.00019886-0.00034041i,0.00055377-0.00094569i,-0.00013972-0.0011288i,-0.00088048-0.0011305i,-0.00073643-0.00095795i,-0.00088879+3.6374e-05i,-0.0010099+0.0012449i,-0.0011048+0.00035808i,-0.00054495-0.0001849i,0.0001618+2.5299e-06i,-4.0913e-05-0.00085548i,-0.00063487-0.00081124i
-0.0012568+0.0012738i,-0.00050061+0.0011813i,7.9675e-05+0.0014099i,0.00018202+0.0013793i,0.00058709+0.00079807i,0.00046226-0.00036957i,-0.00030763-0.0012743i,-0.0006549-0.00037784i,-0.0012652+0.00076997i,-0.00097284+0.00096928i,0.00014445+0.00027932i,-0.0006202-0.00051501i,-0.0015133-0.0014379i,-0.00083434-0.0012852i,0.00033163-0.00082898i,0.00081373-0.00026927i,9.117e-05-7.5059e-05i,-7.926e-05-0.00069226i,-9.991e-05-0.001024i,-0.00034474-0.00063557i,-1.2058e-05+0.000134i,0.00022385+0.0004205i,-0.00055955+0.00029532i
-0.00073524+0.000123i,-0.0011818+0.00059747i,-0.00081043+0.00072669i,0.00018115+0.00047662i,0.00013955-0.00037705i,-0.00036847-0.00066925i,-0.0006233-0.00091133i,-0.00021898-0.001244i,0.00016608-0.00092663i,0.00011293-0.00012473i,0.0005784+0.00018411i,0.00087218+0.00020618i,0.00032411-0.00027587i,0.00032619-0.00056947i,0.00071105-0.00078516i,0.00036069-7.2195e-05i,-8.921e-05+0.0010501i,-0.00040056+0.0011437i,-0.00073838+0.00038693i,-0.00056856+5.5405e-05i,-0.00057283+0.0011295i,0.00022335+0.0018111i,0.00053161+0.00093512i
-0.00079759-0.0014i,-0.00040244-0.0021628i,-0.00031782-0.0015681i,-0.00042825-0.00076029i,-0.0008543-0.00025137i,-0.00080118+0.00036833i,-0.00044429+0.0005883i,-0.00017718+0.00061168i,-0.00013079+0.00044201i,0.00020359+0.00044009i,0.00064687+0.0011624i,0.00027278+0.0013029i,0.00046023+0.00026569i,0.00052668-0.00028806i,-0.00043958-7.7178e-05i,-0.0005565+7.0637e-05i,-0.00024136+0.00088469i,-0.00045106+0.00022547i,-2.843e-06-0.0011843i,-0.00040904-0.0017237i,-0.00073708-0.0013617i,-0.00035134+0.00019845i,-0.00019035+0.00054867i
0.00073292-5.1287e-05i,0.001482+0.00045612i,0.0016702+0.00077788i,0.00035677+0.0010187i,-0.0002039+0.00066996i,-0.00027581+0.00065784i,-0.0010967+0.0009423i,-0.0012608+0.0010175i,-0.00066962+0.00093141i,0.00019916+0.0010119i,0.00019626+0.00064133i,-0.00029279+0.00034184i,-0.0008563+0.00017975i,-0.0012198+0.00010342i,-0.00057789-0.00077744i,-0.0001259-0.0015339i,-0.00016731-0.0012848i,-0.00028079-0.0010955i,-0.00048646-0.00043632i,-0.00059041+0.00039906i,0.00022498+0.00057596i,0.00060223+0.00031412i,0.00055077+0.00017286i
0.00028031-0.001265i,-0.001034-0.0014318i,-0.001359-0.001201i,-0.00048912-0.0013128i,-0.00014055-0.0013364i,3.4828e-05-0.0003008i,0.00033012+0.00046904i,3.6264e-05+0.0001631i,0.00019542-0.00020891i,-0.00028917+0.0002253i,-0.00071002+0.00069094i,2.5463e-05+0.00065924i,0.00047239+0.00046662i,0.00085734-0.00024903i,0.00047968-0.00073082i,-0.00044271-0.00074827i,-0.00020981-0.00050613i,0.00087199-1.1723e-06i,0.00063914+0.00020825i,0.00055101-0.00029029i,0.00076093-0.00022296i,0.00013712-4.988e-05i,0.00011606-2.6845e-05i
0.0012361-0.001344i,2.339e-05-0.0019701i,-0.00094114-0.0024399i,-0.0017065-0.0021188i,-0.0022564-0.0019462i,-0.0018314-0.0014142i,-0.00047333-0.00092894i,0.00064458-0.00067853i,0.0005698-0.00013509i,-0.00040977+0.00046373i,-0.00080313+9.5437e-05i,-4.8752e-05+0.00030923i,0.00012438+0.00032402i,-0.00015518-0.00055694i,0.00055191-0.00027238i,0.0010853+0.00058609i,0.00031856+0.00016291i,7.3366e-05-1.8118e-05i,-9.7966e-06+0.00035309i,-0.0002358+0.00027653i,-7.2369e-05+1.051e-05i,-2.6411e-05-0.00050811i,0.00036739-0.0001874i
-0.0013431+0.0014249i,-0.00094077+0.0017351i,-0.00073688+0.0014194i,-0.00018251+0.00055829i,-5.8005e-05+0.00017742i,2.7466e-05+0.00026702i,0.0001855-3.9558e-05i,-0.00036043-0.0010966i,-0.00059618-0.0012014i,-0.00022494-0.00054163i,5.1671e-05-0.00048953i,-1.3529e-05-0.00037638i,-0.0001082-0.00080589i,-0.00010812-0.0012496i,0.00010709-0.00055651i,3.7026e-05+0.00010621i,-0.00033911+8.6999e-05i,-0.00047577+0.00011586i,-0.00033836-0.00016849i,3.1293e-05-4.0776e-05i,-3.7406e-05+0.0003232i,-0.00029432-7.8551e-05i,-0.00038861-0.0002144i
4.8617e-05-0.000408i,0.00049123+0.00017906i,0.00043985+0.0001956i,0.00054129-0.00027155i,0.00047593+0.00025121i,-0.0001196+0.00024764i,-0.00047077+1.6939e-05i,-0.00048768-0.00013202i,0.00034326+0.00043698i,0.0012736+0.0002087i,0.00096247-0.00014818i,-0.00018653-0.00017702i,-0.000118-0.00094599i,1.9047e-06-0.0012957i,-0.00090705-0.00080854i,-0.00074743+9.7546e-06i,0.00050855+0.0011145i,0.001192+0.0011139i,0.00053373+0.00039474i,7.8412e-05-7.0286e-05i,0.00037429+0.00043215i,0.0004538+0.00012038i,0.00014899-0.00083622i
-0.001644-0.001091i,-0.0023326+0.00014141i,-0.0013541+0.00068047i,-0.00086361+0.00063497i,-0.0010294+0.00032131i,-0.00087845-0.00055312i,-0.00017012-0.00128i,0.00083547-0.00033134i,0.00050145+0.00045632i,-0.00016897+0.00082053i,-0.00059986+0.00085125i,4.4123e-05+0.00012315i,0.00090471+0.00018872i,0.00037292+0.00071961i,-0.00016662+0.00074016i,0.0001169+0.00074135i,-0.00026655+0.0012272i,-0.0015265+0.0010239i,-0.0017527+0.00068917i,-0.00068883+0.00060153i,-0.0002624-0.00024631i,-0.00026599-0.00022972i,9.1188e-05+0.00088176i
-0.00088598-0.00054355i,-0.0015533-0.00070176i,-0.0024772+0.00015136i,-0.0018414+9.1354e-05i,-0.0010093+5.7121e-05i,-0.0011748+0.0010518i,-0.00096453+0.001165i,-0.00057003+0.00030423i,-0.00028145-0.00042088i,0.00052341-0.00057686i,0.00089613+5.5574e-05i,0.00036248+0.00027984i,-0.00047112-0.00026163i,-0.00026956-0.00089343i,0.00010212-0.00066183i,-0.00025677+0.00035947i,-0.00080588+1.1752e-05i,-0.0013779-0.00094615i,-0.00096539-0.00069021i,-0.00041525-0.00037621i,-0.00010909-4.8518e-05i,-1.7119e-05+0.00022309i,-0.00046437-0.00020033i
0.00060641+0.0016539i,0.00017808+0.00033157i,0.00095464+0.00030635i,0.0013819-0.00053471i,0.00048797-0.0008279i,-0.0011811-0.00036264i,-0.0013021+0.0002063i,-5.161e-05+0.0004963i,0.00037539+0.00035247i,0.00045613-2.292e-05i,1.6976e-05-0.00018336i,-0.00028637+0.00027608i,-0.00070091+4.9749e-05i,-0.00049131-0.00055459i,-0.00017013-0.0004682i,-0.00045646+0.00021001i,-0.00068973+0.0006384i,-0.00045769+0.00028496i,0.00013043-0.00071315i,-8.074e-05-0.00037266i,0.00035233+0.00027641i,0.00085979+0.00048253i,0.00056082+0.00056514i
-0.0013043-0.00042672i,-0.0019808-0.00090921i,-0.0020716-0.00061663i,-0.0010922-9.8002e-05i,-0.00019063-0.00011266i,-0.00066238-0.00091416i,-0.0014705-0.0011762i,-0.0019362-0.00049247i,-0.00082328+0.00083379i,0.00081152+0.0011389i,0.00083672+0.00090091i,0.00036697+0.00059254i,0.00020549+0.00048672i,0.0001807+0.00010719i,0.00087816-1.9418e-05i,0.00066825+0.00040295i,-0.00032997+0.00032692i,-5.9979e-05-0.00021286i,0.00026632-0.00014463i,0.00022092-1.9504e-05i,-0.00023318-7.5693e-05i,-9.1429e-05-0.00030158i,0.00058085-0.0003755i
-0.00053072-0.001972i,-0.00049639-0.00078623i,-0.00048344+0.00013411i,-0.0010249+0.00091037i,-0.0010722+0.0014014i,0.0001653+0.0005457i,0.00024089-0.00045644i,0.00033189-0.00011426i,0.00063821-0.00079079i,0.00054308-0.0011015i,-2.9182e-05-0.00037377i,-0.00046547+0.0002943i,9.4504e-05+0.00024028i,0.00061669-0.00049191i,-0.00025278-0.0014492i,-0.00068588-0.0016002i,-0.00043562-0.00064885i,-0.00062268-3.3431e-05i,-0.00047746-0.00035823i,0.00047694-0.00024458i,0.00126+7.3503e-05i,0.00052041+0.00020622i,-0.00066812+0.00012267i
0.0015887+0.00091483i,0.00046801+0.0010977i,-0.00015569+0.00081892i,-0.0005792+0.00059988i,-0.00063604-0.00041764i,-0.00042203-0.0007095i,-0.00055953+3.479e-05i,-0.00051363+0.00060626i,-0.00027074+0.00061226i,-0.00017039-0.00010882i,0.00047372-0.00024085i,0.00029681+0.00028487i,-0.00025675+0.00089273i,0.00012642+0.001344i,0.00017493+0.00095305i,-0.00029755-9.0561e-05i,-0.000884-0.00033482i,-0.00073161+0.00038219i,-0.00090867+0.00053752i,-0.0011662+7.7316e-05i,-0.00091869-0.00026393i,-0.00027469-0.00035148i,7.8944e-05-0.00071163i
-0.0014836-0.00020921i,-0.0017283+0.00052697i,-0.0023871+0.0022497i,-0.0012067+0.0019934i,-0.00010099+0.00093471i,-0.0002797-8.7765e-05i,-0.0013489-0.0013282i,-0.0015213-0.0010423i,-0.00085253+1.0341e-05i,-0.00093177+0.00049517i,-0.00037984+0.00020717i,-7.9012e-05-1.8471e-05i,-0.00046185-0.0010406i,-0.00085337-0.0018474i,-0.001161-0.0013093i,-0.00071064-0.00080315i,0.00026258-0.00033708i,0.00014932+4.1644e-05i,-0.00062768-2.7825e-05i,-0.00038225-0.00059222i,0.00032873-0.0004116i,-0.00028998+0.0007109i,-0.0013827+0.000855i
0.0007005-0.0015266i,9.9413e-05-0.0016314i,-0.00075826-0.0013753i,-0.00045791-0.0012969i,-0.00035843-0.00028464i,-0.00011061+0.00083609i,0.00058886+0.00087226i,0.00033014+9.5222e-05i,6.9797e-05-0.00052509i,0.00034249+2.2449e-05i,0.00048755+0.00044129i,0.00022313-0.00019931i,0.00034101-0.00074876i,0.00030648-0.0010178i,0.00045305-0.0010033i,0.00039498-0.0007253i,-9.1002e-05-0.0001489i,0.00026774-0.00021604i,0.00049813-0.00044032i,0.00010524+0.00027575i,-0.00037047+0.00069839i,-0.00095794+0.00020657i,-0.00050585-7.4622e-05i
-0.00085196+0.00011222i,0.00011656+0.00080022i,-0.00015397+0.00039327i,-0.00013898+0.00056623i,-0.00057318+0.00061991i,-0.0010623-0.00017456i,-0.00084754+8.7123e-05i,-0.00026557+0.00028636i,0.00047365+0.00027133i,0.0004036+0.00072238i,-8.3726e-06+0.00069252i,0.00056407+0.00073627i,0.00085952+0.00019409i,0.00025142-0.00047166i,-0.00022853-0.0002491i,-0.00043023-3.081e-05i,-1.7063e-05+0.00022009i,0.00066786+0.00038077i,0.00071191+0.0010316i,2.9371e-05+0.00045893i,-0.00059627-0.00012278i,-0.0006299+7.3657e-05i,-6.989e-05+0.00053639i
0.00040083-0.00028662i,-0.00013968-0.00050205i,-1.9255e-05-0.00077108i,0.00046771-0.0014069i,0.00057654-0.0010462i,-0.00098559+0.00022988i,-0.0015232-9.3955e-05i,-0.00070194-0.00093508i,-0.00039699-0.00068608i,-0.00032871-0.00079539i,8.8851e-05-0.00074243i,9.737e-05-1.0545e-05i,-0.00020436-0.00050167i,-6.0618e-05-9.6285e-05i,0.00067429+0.00039801i,0.00061017-3.3581e-05i,-0.00028078+0.00042156i,4.622e-05+0.0013074i,0.0003453+0.00085088i,-0.00095579+7.0015e-05i,-0.00095543-0.00041122i,0.0004188-0.00047358i,0.0010579-0.00047218i
