-0.00026694-0.0011661i,-0.00035608-0.0025235i,-0.00093177-0.002521i,-0.0014559-0.00092434i,-0.0013389+0.00071032i,-0.0019846+0.0023056i,-0.0020887+0.0024255i,-0.00075366+0.0017006i,0.0008085+0.0010658i,0.0012788+0.00036555i,0.00012631-0.00039529i,-0.00013389-0.0011924i,0.00079977-0.0010919i,0.00088703-0.00042145i,0.00075883-0.00022183i,0.00083114+0.00012273i,0.00038257+0.00045432i,0.0008959+0.00044485i,0.0012423+0.00014023i,0.00038711-0.00040868i,0.00011228-0.00072932i,-0.000647-0.00077926i,-0.00065503-0.00061015i
-0.0012782+0.00032566i,-0.0019077+0.00039658i,-0.0019206+0.00016117i,-0.0010892+0.00024371i,0.00018277+0.00037614i,0.00080312+0.00016057i,0.0014094+2.222e-05i,0.0011735-0.00026145i,1.1333e-05-0.00078984i,-0.00080751-0.00020193i,-0.00063746+0.00026713i,0.00025521-3.593e-05i,0.00053335-0.00011156i,-0.00036922-0.00031956i,-0.0011762-0.00059235i,-0.00084767-0.00019155i,-0.00023955-0.00018399i,-0.00012741-0.0005638i,3.4794e-06-0.00057555i,0.00033448-0.00026131i,0.00043712-0.00014494i,-0.00024749-0.00018204i,-0.00065967-8.6222e-06i
-0.00040928+0.0011853i,-8.4595e-06+0.0015562i,0.0014575+0.0016071i,0.0021634+0.0010901i,0.002506+0.00032992i,0.0018637-4.5171e-05i,0.00018717-0.00029353i,-0.00081431-0.00014986i,-2.9665e-05-0.00028562i,0.0011802-0.00071991i,0.0010308-0.001078i,-4.1203e-06-0.0012156i,-0.00017247-0.00022431i,0.00023966+0.00014414i,0.00015717-0.00026336i,0.00014536-0.00028374i,0.00052841-0.00043211i,0.00068699-0.00056434i,0.00058229+0.00025802i,-0.00056353+0.00066139i,-0.0010522+0.00010924i,4.0879e-05+0.00049977i,-0.00018284+0.00067209i
0.00056022-0.00075024i,0.00088484-0.00018664i,0.0023075+9.7085e-05i,0.0024141+0.00084838i,0.0012702+0.0018086i,0.00079112+0.0017444i,0.0011079+0.00090609i,0.00029664+0.00045645i,-0.00059737+0.00046491i,-0.0010013-0.00014305i,-0.0010488-0.0004719i,-0.00039652-5.6719e-05i,0.00048975+0.00049491i,0.00031294+0.00043247i,-0.00038347-0.00032037i,-0.00047349-0.00027061i,-0.00030438-0.00019829i,-0.00010886-0.00044814i,0.00037861-0.00036092i,0.00024045+0.00031887i,2.766e-05+0.0010292i,0.0002862+0.00033519i,5.4144e-05+9.4643e-06i
-0.00035747+0.00018248i,-0.0008418+0.00035883i,-0.0011575-0.00014959i,-0.00026245-9.5828e-06i,0.00056447+0.0010895i,0.001034+0.0021836i,0.0013959+0.0015429i,0.00062589-2.0175e-05i,0.00049942-0.00089197i,0.00091829-0.00048535i,0.00023441-2.8385e-05i,-0.00028818+0.00011519i,-0.00045933-0.00014813i,-0.0002029-0.00050539i,-0.0002606-2.3232e-05i,0.0001446+0.00049779i,0.00018835+0.0005288i,-0.00044311+4.5703e-05i,-0.00025084+2.0211e-05i,-0.00067994+0.00055162i,-0.00098623+0.00049071i,-0.0004807+0.00018384i,-0.0002778-0.00015768i
0.0013242+0.001339i,0.0010574+0.00060472i,0.00027273+0.00039167i,0.00052165+0.0010854i,0.0013744+0.0014131i,0.0012047+0.00076368i,0.00094248+0.00020414i,0.0009584-0.00032669i,0.00070854-0.00039611i,4.9433e-05+0.00029989i,-0.00033909+0.00013689i,0.00013513-9.9421e-05i,0.00062461-4.9191e-05i,0.00017235-1.839e-05i,0.0001453-1.1457e-05i,0.00012959+0.00045856i,0.000154+0.00064789i,0.00067553+0.0001401i,0.00032769+0.00036563i,-0.00056795+0.0010469i,-0.00032929+0.0012341i,9.1956e-05+0.000773i,-0.00055325+0.00086235i
-0.0016135+0.00085043i,-0.0016451+0.0014107i,-0.00036918+0.0016649i,0.0011902+0.00064447i,0.0025844+0.00057178i,0.0027552+0.00097458i,0.0014284+0.0014141i,-0.00039462+0.00082593i,-0.00071729-1.0865e-05i,-9.3266e-05-0.00025427i,0.00031369-0.00029131i,0.00013617-0.00051794i,9.0605e-05-0.00021881i,-7.4334e-05+0.00011488i,0.00038595-0.00018802i,0.00089113-0.00062384i,0.00080685-0.00049527i,0.00072177+0.00018318i,0.00016747-0.00016937i,0.00038819+5.0592e-05i,0.00045097+0.00058566i,3.9794e-05+0.00028483i,0.00029481-0.0001528i
0.0018566+0.00073568i,0.002474+0.00068135i,0.0024873-5.6234e-05i,0.0018432-0.00081039i,0.0015813-0.00045925i,0.0011408-0.0007328i,-0.000169-0.0012193i,-0.00073379-0.0011691i,-0.00064135-0.0016012i,0.00025973-0.0010402i,0.00086841-0.00016253i,0.0006826-0.00037798i,0.00041325-0.00092553i,7.0065e-05-0.00069021i,2.0098e-05+0.00016415i,-0.00015835+0.00071463i,-0.00037686+0.00023953i,-0.00016687-0.00027143i,-0.00088846+0.00022807i,-0.00085617+0.00064319i,9.398e-07+0.00078556i,-0.00029356-8.8485e-06i,-0.0004594-8.2596e-05i
-0.0003128-0.0011003i,3.6876e-05+0.00043879i,-0.00048274+0.0012669i,0.00038429+0.001163i,0.0014922+0.0018978i,0.0013945+0.0022791i,0.00061368+0.0015731i,-4.5876e-05+0.00016517i,-0.00030999-0.00070495i,-0.00053699-0.00076444i,-0.00045632-0.00038427i,-0.00025667-0.00015381i,0.00018233+8.1639e-05i,4.0376e-05-0.00025943i,-0.00062058-1.3092e-05i,-0.00040143+0.00010142i,-0.00014512-0.0002252i,4.3326e-05+7.5339e-05i,0.00021932-0.00015803i,0.00041731-0.00036904i,4.6007e-05-0.00052048i,-0.00063266-0.00053681i,-0.00055057-0.00069992i
-0.0016678+0.0022237i,-0.001209+0.0020765i,-0.00071225+0.0017708i,0.00017298+0.0012132i,0.0014988+0.00054381i,0.0020115+0.00062359i,0.0018752+0.00046016i,0.0014155+0.00015742i,0.00019633+0.00077268i,-0.0007405+0.00093573i,-0.0008918+0.00052107i,-0.00028488-0.00019752i,0.0005704-0.00071293i,0.00015522-0.00022417i,1.6249e-05+0.00012791i,0.00037057+2.1295e-05i,0.00016447+0.00028412i,0.00040765+0.00058581i,0.00087607+0.0010537i,0.00088506+0.001206i,-5.4726e-05+0.0010917i,-0.00036433+0.00018276i,4.731e-06-0.00043897i
0.0005965-0.001813i,-7.1602e-05-0.0019903i,-3.4246e-05-0.00094737i,-4.4743e-05+0.00070397i,0.00035587+0.0011756i,0.00091192+0.00091838i,0.00096936+0.00041364i,-2.443e-05-8.3854e-05i,-0.00094779-0.00059139i,-0.00079461-0.00047706i,-0.0010041-0.00032977i,-0.00082556-0.0011854i,0.00050873-0.00089231i,0.0009781-0.00042782i,0.00071615-0.00039756i,0.00054258-0.00055817i,4.7057e-05-0.00075371i,0.00082609-0.00011951i,0.00098514+0.00046465i,0.00010214-0.00036349i,0.00070762-0.0013369i,0.00093833-0.0013887i,0.00015821-0.00070095i
-0.00028121+0.00039514i,-0.0010092+0.00026158i,-0.0012999+0.0010821i,-0.00067704+0.0021384i,7.2808e-05+0.0018223i,0.00080841+0.0014097i,0.00022027+0.0011769i,-0.00040104+0.00054636i,-0.00066074-1.1873e-05i,-0.00050397-0.00034825i,0.00063713-3.8716e-05i,0.0010227+0.00042008i,0.00059684+0.00034793i,-3.5983e-05-0.00064055i,9.5603e-05-0.0009076i,0.00039619-0.00031092i,0.00039567+0.00069426i,0.00010987+0.00097458i,-7.2995e-06-1.4858e-06i,0.00011458-0.00046041i,0.00030002-0.00056042i,1.0803e-05-0.00045066i,-0.00028279+0.0002694i
0.00031544+0.00035525i,0.00038401-9.544e-05i,0.0014678+0.0016998i,0.0017915+0.0014228i,0.00141+0.0006883i,0.0010745+0.00077432i,0.00064744+7.6221e-05i,0.00015574-0.00055524i,0.00029635+9.3791e-05i,0.00015734-0.00012024i,-0.00021125-0.00046409i,-0.00028084-0.00043324i,0.00028623-0.00046524i,0.00063911-0.00026698i,0.00053691+0.00020235i,0.0005616+0.00035105i,0.00065821-5.3288e-05i,0.00030728-0.00037302i,0.0004453-0.00044145i,0.00069511-0.00046077i,7.859e-05+3.9181e-05i,-9.55e-05+0.00022188i,0.00017582-0.00026732i
-0.00066079-0.0010148i,0.00010654-0.00069119i,-3.6882e-05-0.0012674i,0.00061405-0.00079191i,0.0016331+0.00024274i,0.0015303+0.0002937i,0.00061685+0.0001751i,0.00027834-3.895e-05i,0.00030697-0.00022583i,0.00029811+0.00013847i,0.00077199-0.00016386i,0.001122-0.00034606i,0.00016147+0.0001714i,-0.00069746+2.9607e-05i,-0.00038482+0.00029831i,0.00020696+0.0012039i,0.00012927+0.00057672i,-0.0003707+3.1881e-05i,-0.00049302+0.00049632i,-0.00018159+0.00088396i,-0.00016523+0.00041491i,-0.00034062-0.00056257i,-0.00042031-0.00095468i
0.0013211-0.00049753i,-0.00025713-0.00094408i,-0.0014882-0.00022254i,-0.0010531+0.0013776i,-3.0689e-05+0.0020963i,0.00039257+0.0016475i,0.00042702+0.00094652i,0.00011603+0.00033484i,-0.00077161+0.00059809i,-0.00031225+0.00082222i,0.0004963-0.00035695i,-0.00039387-0.0013256i,-0.00063631-0.001059i,0.00018206-0.00078439i,0.00085736-0.0004366i,0.00083138-0.00017269i,0.00051917+0.0001805i,-9.6208e-05-6.8247e-06i,-0.00063444-0.00090763i,-0.00043059-0.00050015i,-0.00036145+0.0007977i,-7.5253e-05+0.0011467i,6.2508e-05+0.0005949i
-0.00043343+0.00030432i,-0.00034063-0.00029734i,0.0004426-0.00066858i,0.0002102+0.00040048i,0.00020592+0.0011973i,0.00036749+0.0009794i,0.00031409+0.00046927i,0.00040844-0.000388i,-0.0005108-0.00063798i,-0.00064554+0.000266i,-0.00073134+0.00052163i,-0.00083893-4.5958e-05i,-0.000107-0.00090049i,0.00060558-0.0010097i,0.0003663-0.00054954i,1.5901e-05-0.00020796i,0.0005089+0.00013439i,0.00070258+0.00016069i,0.00029781-0.00067501i,0.00066548-0.0015085i,0.0011721-0.0010896i,0.00088768-0.00012041i,0.00051453+5.8386e-05i
-0.001387-0.0011221i,-0.00027851-0.0011442i,-0.00018172-0.0002817i,0.00021618+0.00050533i,0.00093999+0.0015981i,0.00059887+0.0025628i,-0.00048189+0.0016964i,-0.00055657+8.4424e-05i,4.5989e-05-0.00039274i,-0.00025601-0.00019577i,-0.00040591-6.6956e-05i,-5.9766e-05+0.00018211i,-2.5218e-06-0.00023538i,-0.0001084-0.00059472i,-0.00020672+0.00019825i,-0.00062908+0.00055764i,-0.0011063-6.7775e-06i,-0.00081307-0.00033598i,-0.00044881+0.00040944i,-0.00063928+0.00036739i,-0.00073752-0.00035053i,-0.00017662-0.00025411i,0.00021975+0.00040082i
-0.00036445+0.0002892i,-0.00058092-4.354e-05i,-0.0012967+0.00065134i,-0.0012442+0.00078202i,0.00035836+0.001665i,0.0015013+0.0013767i,0.00086516+0.00018238i,4.9111e-05-0.00032308i,-0.00028823-0.00047557i,-0.00028833+0.0002812i,-0.00041457+0.0004787i,5.6809e-05-0.00058794i,0.00039521-0.00028265i,0.00025313+0.00080561i,0.00044912+0.00088009i,-0.00027582+0.00068081i,-0.00079463+0.00034612i,-0.00025907+0.00030211i,-7.6249e-07+0.00027444i,-0.00023859+9.603e-05i,0.00038233-0.00028052i,0.00059314-0.00034943i,-2.3696e-05-1.5488e-05i
-0.00092532+0.00080756i,-0.00067153+0.0012396i,-0.00073843+0.0028606i,0.00014478+0.002857i,0.001039+0.0020551i,0.0012847+0.0019405i,0.0011008+0.0020931i,0.00053086+0.0013846i,0.00026459+0.00017201i,0.00050414-0.00055699i,0.00046867-0.00047259i,-0.0001565-0.00017818i,8.689e-05-4.3342e-05i,0.00021346-0.00021508i,-4.4447e-05-0.00092512i,0.00011499-0.00070788i,0.00015358+0.00023384i,-0.00014769+0.00014451i,-0.00020713-0.00033812i,0.00045399-0.00031715i,0.00029675-0.00034591i,2.6529e-05-0.00065094i,-2.342e-05-0.0013418i
0.00038031-0.00038937i,0.0010511-0.0017509i,0.0025923-0.00095032i,0.0017525+6.4702e-06i,0.00090191+0.00050128i,0.00039756+0.00086097i,-0.00023392+0.00051358i,-9.4676e-05+0.00075089i,0.00049794+0.0011813i,0.00053976+0.00056125i,0.00062104+9.2236e-05i,0.00050578-0.00020375i,-0.00024873+0.00027216i,-0.00059415+0.00047036i,-0.00081514+7.4169e-05i,-0.00065908-2.3444e-05i,0.00013732-1.9154e-05i,-0.0004464+0.00051934i,-0.00051988+0.0002617i,0.00062225-0.0001302i,0.00092228+0.00027462i,0.00040025+0.00038851i,0.0004623+0.00023973i
0.0020813-0.0010666i,0.0014129-0.00084318i,0.0003392-0.00076755i,9.4209e-05-0.00033085i,-0.00011431+0.00059649i,-0.001129+0.00098772i,-0.0011855+0.00072555i,-0.00051102-0.00042606i,-0.0007592-0.00027036i,-0.0011046+0.00082741i,-0.00040179+0.0011041i,-0.00023406+0.00050227i,-0.00039976+0.000132i,3.751e-05+0.00042889i,0.00016497+0.00039006i,2.5493e-05+0.00010525i,0.00012761+0.00017694i,-0.00055014-0.00017671i,-0.00057648-0.00015106i,8.9373e-05+0.00036536i,0.00014347+0.00052472i,0.00025612-0.0002571i,0.00029377-0.00059873i
-0.00096725+0.00088946i,-0.0012363+0.0012372i,-0.00088157+0.002351i,0.00094633+0.002818i,0.0017895+0.0024741i,0.001386+0.0012348i,0.0011848-0.00018108i,0.00066078-0.00021252i,-6.6072e-05-0.00016834i,-2.9821e-05-0.00028503i,0.00054616-0.00027158i,0.00057083-1.2176e-05i,0.00041983-0.00028548i,0.00010444-0.00050378i,-0.0008613-2.0006e-05i,-0.0012633+0.00055521i,-7.17e-05+0.00025007i,0.00060798+8.9761e-05i,0.00016399+0.00042112i,0.00018973+0.00050459i,0.00049794+0.00044548i,9.7644e-05+0.00040395i,-0.00078119+0.00033089i
-0.00028429+0.0015792i,0.00076917+0.0018684i,0.0018268+0.0023773i,0.0020758+0.0019035i,0.0015843+0.0012315i,0.0008489+0.0013424i,0.00097904+0.001209i,0.00033447+0.00033734i,-0.00076976-0.00018584i,-0.0007478-0.00051607i,-0.00092094-0.0017i,-0.00029442-0.0013469i,0.00097205+0.00038418i,0.00062367+0.0011135i,-6.904e-05+0.0011117i,0.00010749+0.00071786i,-0.00024379+0.0002481i,-0.00079416+0.0010559i,-0.00036196+0.0014459i,3.0241e-05+0.00069841i,0.00034467+0.00021143i,0.00039289+0.00015204i,-0.00023686+0.00059621i
-0.0006661-0.0020802i,-0.0012481-0.0020029i,-0.0030333-0.0017582i,-0.0025676-0.00020977i,-0.00090512+0.0013466i,4.0491e-05+0.0016161i,-9.3314e-05+0.00094543i,-0.00094723-9.3541e-05i,-0.00098125+0.00012384i,-0.00037587+0.00025232i,0.00018601-0.00072403i,0.00040788-0.0011498i,0.00082942-0.00044895i,0.0009633+0.0006372i,0.00039636+0.0011056i,5.0767e-05+0.00036955i,0.0001112-0.00017099i,6.6217e-05+0.00040651i,-3.7662e-05+0.00071247i,-0.00035899+0.0011578i,-0.00031706+0.00074887i,0.00013995+7.2347e-05i,0.00010609+2.3662e-05i
-0.0004669+0.00091669i,-0.00039383+0.0013174i,-0.00051515+0.0019352i,-0.00037745+0.0023364i,0.0003215+0.0024288i,0.0008903+0.0024586i,0.0010333+0.0015899i,0.00043469+0.00022571i,-0.00040751-0.00080951i,5.6434e-06-0.00049411i,-4.6734e-05+0.00021653i,5.3536e-05+0.00024061i,0.0003792-0.00030323i,0.00012098-0.00052801i,0.00051508+0.00044789i,0.0007105+0.00076983i,0.00011999+0.00012377i,-0.00010329-0.00023272i,0.00033263-4.5408e-05i,0.00022479+0.00034485i,-0.00011453+0.00029735i,8.7543e-05-0.00048418i,-0.00019811-0.00072022i
-0.00068047+0.0012398i,0.00057782-7.827e-06i,0.0023746-6.6134e-05i,0.0029282+0.0010016i,0.0026403+0.0013453i,0.0017169-8.7902e-05i,0.00018257-0.0015537i,-0.00081397-0.001419i,-0.00055612-0.00021613i,0.0006203+0.00042049i,0.0011198-9.422e-05i,0.00075947-0.00044996i,-0.00034385-0.00092914i,-0.00067109-0.00070511i,-0.00042022-7.5935e-05i,-0.00059015-4.4933e-05i,0.00030913+0.00026614i,0.00099028+0.00065142i,0.00070357+0.00054217i,0.0007561+0.00050466i,-8.3126e-05+0.00079161i,-0.00088822+0.0009132i,-0.00081167+4.0205e-05i
0.00010886+0.00022885i,-0.0006279-0.00071137i,-0.00019923-0.00040399i,0.00050283+0.00034523i,0.00050983+0.00060264i,0.00024789+0.0012313i,-8.5473e-05+0.00074399i,-0.00042261+0.00014518i,-0.00065029+4.977e-05i,-0.00018392-0.00036615i,-0.00035215-0.00033298i,-0.00089879-0.00048235i,-0.00028394-0.00040526i,-6.1073e-05+1.6454e-05i,4.8744e-05+3.3665e-05i,0.00011126-0.00055612i,0.00027153-0.0006106i,0.00050966-6.4676e-05i,0.00022677-0.00017366i,0.00015018-3.8238e-05i,0.0003615+0.00019022i,6.6355e-05-5.1648e-05i,3.0668e-05-0.00014791i
-0.00062666-0.0011648i,-1.7846e-05-0.0012941i,-4.0393e-05-0.000281i,0.00043724+0.0012304i,0.001873+0.0020105i,0.0016751+0.0012753i,0.00038218+0.00061053i,0.00054827+0.0008787i,0.0010191+0.0012713i,0.0014366+0.00070997i,0.0012675+0.00031776i,0.0010142-5.6839e-05i,0.00044565+2.9601e-05i,0.00028256+0.0001561i,-6.3434e-05-0.000845i,-0.00077825-0.00070153i,-0.00053696+3.3352e-05i,0.00017184+0.00069354i,-8.1148e-05+0.00087727i,-0.0003199+0.00015562i,-0.00027092-0.00054314i,-0.00064791-0.00058147i,-0.00019423-8.6207e-05i
0.00015421-0.00054201i,0.00019532+0.00054763i,-3.9084e-05+0.0020774i,0.00073879+0.0033486i,0.0021495+0.0035038i,0.0026269+0.002075i,0.0016885+0.0004845i,0.00096442-0.00018079i,0.00013478-8.9711e-05i,-0.00031745+9.8593e-05i,0.00025082+0.00019341i,0.00093633+0.00035245i,0.0013219+0.00062342i,0.0010886+0.0001412i,0.0008465+2.2178e-05i,0.00031216+0.00040478i,-0.00014634+8.3643e-05i,-0.00020424-0.00034696i,-1.0892e-05+0.00017157i,-0.00022399+0.00063321i,-0.00014975+0.00033225i,0.00011542-8.806e-07i,0.00018128+0.00018251i
0.0011933+0.00034773i,0.0010924+0.00060671i,0.00071217-0.00011496i,0.0013572-1.3401e-05i,0.0015021+0.00073931i,0.00059978+0.00080066i,0.0002131+0.00047154i,0.00029593-0.00021874i,0.00065923-0.00016797i,6.8212e-05-6.9248e-05i,-0.00070003-0.00028766i,-0.00079166+0.00016577i,-0.00064778+0.00063373i,-0.00070271+0.0012253i,-0.00059949+0.00077182i,1.7765e-05+0.00046776i,0.00066672+0.00063729i,0.00088662+0.00029851i,0.00057733+0.0010022i,0.00024769+0.00086367i,6.5514e-05-0.00021643i,-3.9476e-05-0.00042i,-0.00036974+0.00048132i
-0.0017522-0.0008443i,-0.0020236+0.00084023i,-0.0017181+0.001674i,0.00026407+0.0021196i,0.0021003+0.0026778i,0.0018437+0.0018282i,0.0014038+0.00068116i,0.00094793-1.2584e-05i,0.00030755-9.562e-06i,0.00011575+0.00076491i,0.00045579+0.00014713i,0.00012444-0.00068382i,-0.00028211-0.00028778i,0.00017708-0.00014372i,5.1657e-05+0.00039383i,-0.00022304+0.00078073i,0.00037363+0.00015583i,0.00078077-0.00058952i,0.00071127-0.0012146i,0.00011826-0.00039931i,0.00018299+0.00035745i,0.00086806-4.1744e-05i,-0.0001041-0.00018521i
0.0014075-0.0010099i,0.0028156-0.0014862i,0.003241-0.0010371i,0.0020565+0.00046724i,0.0020112+0.0018276i,0.0014089+0.0011546i,0.00082849-0.00016317i,0.00051481-0.00079433i,0.00040591-0.0016102i,0.00039058-0.0015125i,-0.00030217-0.00038025i,-0.00062145-6.2951e-05i,0.00011744-0.0008547i,0.0014929-0.00062673i,0.0010727+8.3269e-05i,0.00027909+0.00035621i,0.0002952+0.00055761i,0.00022532+8.7484e-05i,-0.00017221-0.0001442i,-1.5004e-05+0.00040531i,-0.00072769+0.00072629i,-0.0010479+0.00046617i,-0.00029065+0.00054051i
0.0006253-0.0042561i,-0.00061059-0.0048901i,-0.002419-0.0044771i,-0.0027234-0.0011387i,-0.0016183+0.0019386i,0.00015244+0.0016508i,0.0015733+0.00059759i,0.00168+0.00040005i,0.00066028-0.00014569i,-0.00027494+0.000106i,-6.1011e-05+0.0003151i,-5.1514e-05+7.0608e-05i,-0.00015172+0.00051614i,0.0002241+0.0011711i,0.00061362+0.00082782i,9.183e-05+0.0010386i,-0.00058926+0.00099808i,-0.00050817+0.00010509i,-4.7525e-06-0.00021454i,6.0371e-05-0.00030833i,-0.00027262-0.00044219i,-0.00027797-0.00039879i,0.00017774-0.00049251i
-0.0020738-0.0011035i,-0.0030375-0.00049071i,-0.0025148-0.00025583i,-0.00064352+0.00013274i,0.0005736+0.00119i,0.00091772+0.0015097i,0.00042829+0.0015627i,-4.9435e-05+0.00093262i,-0.00053523+0.00019436i,-0.00032454-0.0002208i,0.0008318-1.2178e-05i,0.0012846+2.007e-05i,0.00059514+0.00057303i,0.00065707+0.0009701i,0.00044451+0.00060081i,4.3267e-05+0.00078465i,-0.00010979+0.00070535i,0.00024013+0.00054015i,0.00021461-0.00017855i,-0.00028987-0.00010685i,-0.00098542+0.00063667i,-0.00049903+0.00014003i,0.00018677-0.00027938i
0.00093773-0.0029744i,0.0010296-0.003421i,-0.0012775-0.0013988i,-0.0018983+0.0003245i,-0.00041787+0.0019048i,0.00096483+0.0026592i,0.0021905+0.0015123i,0.0015635+0.00043113i,0.00023133-0.0003374i,6.9694e-05-0.00061701i,0.00018116-0.00072008i,-9.8716e-05-0.00037871i,-0.00037567-0.00057998i,0.0003389-0.00082011i,0.00073911-0.00020284i,0.00016999+0.0011123i,-4.4267e-05+0.00099177i,0.00025982+0.00031831i,0.00047572+0.00043084i,-3.5013e-05+0.00019605i,-0.00054502+5.6301e-05i,-0.00081684+3.181e-06i,-0.0012602-0.00031082i
-0.0014897+0.00051939i,-0.0010915+0.0012391i,0.00038815+0.0014556i,0.0016874+0.0017483i,0.0021544+0.0017641i,0.0021825+0.00042059i,0.0019639-0.00038149i,0.00090354-0.00025503i,0.00014236+0.00012407i,0.00035615+0.00056596i,0.00030806+0.0005466i,0.00060658+0.00023717i,0.00030966+0.00060839i,-0.00044017+0.0011341i,0.00010206+0.00069974i,0.0001803-0.00072769i,1.6416e-05-0.00081901i,8.1127e-05-0.000526i,-0.00014093-0.0009378i,-0.00096738-0.00062901i,-0.0014026-0.00024287i,-0.00030475-0.00015966i,0.00017349+0.0001867i
-0.00061812+0.00056232i,-0.00096758+0.00044688i,-0.0018522+0.0013665i,-0.0010756+0.0025022i,-0.00046041+0.0027978i,0.00096413+0.0020084i,0.0021794+0.0011455i,0.001392+0.00064903i,0.0002163+0.00077423i,-0.00019946+0.00085498i,0.00015135+0.00029266i,0.00045844-0.00021394i,0.00062611+5.2063e-05i,0.00025086-3.6091e-05i,0.00014352-0.00092863i,0.00012667-0.00066915i,-0.00030136+4.6837e-05i,-0.0012407+0.00020416i,-0.0011331-0.00035252i,-0.00028446-6.3208e-05i,0.00025822+0.00019734i,0.00015054-5.0482e-05i,-0.00077969+0.00014554i
-0.0014143+0.00013173i,-0.00055783+0.00030275i,0.0011286+0.0013913i,0.0014912+0.0018235i,0.0018219+0.00047807i,0.0014426-2.1863e-05i,0.00011378+0.00060777i,0.00038226+0.00047079i,0.00058146+0.00013731i,0.0002398-0.00033802i,-6.5947e-05-0.0004739i,-5.1124e-05+0.00011527i,4.0313e-05+0.00029146i,-4.4023e-05+0.0011549i,-0.00064882+0.0016095i,-0.00054308+0.00084408i,0.00067802+0.00071934i,0.00040066-6.2691e-05i,-0.0004047-0.00095201i,-0.00015836-0.0011362i,-6.7889e-05-0.00050051i,-0.00013474+0.00018246i,9.3971e-05-0.00040467i
0.0030485+0.0003601i,0.0029364-0.0005848i,0.0017839-0.0019121i,0.00016862-0.0015265i,-0.0004217-7.3748e-05i,-0.00068107+0.00075317i,-0.00048903+0.00069623i,0.0003562+0.0001947i,0.00074079+0.00010622i,0.00038097-0.00055948i,-0.00033168-0.00068327i,-0.00056276-9.9505e-06i,-0.00056961-0.00011486i,-0.00035994-7.2756e-05i,0.0001401+0.00044662i,0.00023836+0.00035184i,0.00010067+0.00012493i,5.5893e-05-0.0003336i,9.1859e-05-0.00025362i,0.00011435-3.8622e-05i,-5.2475e-05+0.00031731i,2.0587e-07+0.00027295i,0.00051673+0.00011841i
-0.0015492+0.00026462i,-0.0020715+0.0013501i,-0.0022608+0.00087874i,-0.00094655+0.00075193i,0.0011789+0.0020073i,0.0021999+0.0027312i,0.0011372+0.0015754i,0.00058315-8.4668e-05i,0.00095075-0.00092019i,0.0010503-0.00047222i,0.0016857+0.00013122i,0.0016458+0.00031553i,0.00092671+4.5821e-05i,0.00085824-0.00053515i,0.00050214-0.00052425i,0.00018023-0.00027631i,0.00034626+2.3056e-05i,0.00031179-9.3496e-05i,-1.3944e-05+1.07e-05i,7.5726e-05+0.00055095i,0.00060797+0.00024456i,0.00013903-0.00015169i,-0.00034429-0.00044022i
0.00223+0.00028217i,0.0018045+0.0010762i,0.00095033+0.0011311i,0.0010168+0.0019389i,0.0010391+0.0014794i,0.00080563+0.00057997i,0.00084394+0.00078728i,0.00095423+0.00038593i,0.00068305-0.00034177i,0.00058766-0.0006296i,0.00069912-0.00064434i,0.00025271-0.00049772i,3.1318e-05-0.00016117i,-0.00031357+9.9529e-05i,-0.00029201+9.9213e-05i,-0.00010017+1.9626e-06i,-0.00023809-5.2494e-05i,0.00013161-0.00058171i,0.00022064-0.00092572i,-4.8125e-05-0.00046884i,-0.00044323+0.00010504i,-0.0010664+0.00050824i,-0.00077208+0.00067488i
-0.00049628+0.0013491i,-0.0010066+0.0018948i,0.00058464+0.001758i,0.001826+0.00069011i,0.0015141+0.00071165i,0.00070206+0.0012202i,0.00024629+0.00050149i,0.00010508-8.6485e-06i,-9.4375e-06-0.00038797i,-0.00039492-0.0010075i,-0.00092136-0.00078422i,-0.0012164-0.00048527i,-0.00043088+5.8566e-05i,0.00038525+0.00081819i,-9.4427e-05+0.00060305i,-0.00084507-8.7522e-05i,-0.00094305+0.00041919i,-0.00015179+0.00056698i,0.00055091-0.00032135i,0.00052809-0.00088989i,0.00068707-0.00079898i,0.00061061-0.00053025i,0.00057495-0.00029799i
0.00076427+0.00061192i,-7.5613e-06+0.00048749i,0.00040189+0.00036589i,0.00068307+0.00041313i,0.00057789-0.00032464i,-3.6858e-05+0.00064719i,-0.00058177+0.0013895i,-0.00010175+0.0012491i,0.00029346+0.00081756i,0.00013218-0.00048191i,-1.8113e-05-0.00061126i,-0.00056529+0.00022376i,-0.00063079+0.00033433i,-8.5225e-06+0.00059223i,3.4205e-05+0.00076087i,-0.00057021+0.00038215i,-0.00064376+0.00064012i,-9.8735e-05+0.00030284i,0.00048139-0.00039654i,0.00044889-0.00050635i,0.00061914-0.00086042i,7.9914e-05-0.00092739i,-0.00071121-0.00050299i
-0.0013825-0.00022562i,-0.0013675-0.00057329i,-0.00085976+0.00062574i,0.00071702+0.0020514i,0.0016776+0.0027864i,0.001342+0.0019416i,0.00071007+0.00097714i,0.00026063+0.00061091i,0.00013156+0.00045084i,0.00044049+0.00058161i,0.0013623+6.3287e-05i,0.0016503-0.0006311i,0.00093331-0.00043422i,0.00025516-0.00025834i,5.5017e-05+0.00030885i,-0.00025316+0.00043143i,0.00042933+0.00026567i,0.00086222+0.00016485i,-2.0026e-05-0.00019968i,-0.00020989-0.00026512i,-0.00028298-0.00020838i,-0.00021475-0.00030988i,-7.0963e-05-0.00080517i
