-0.0091061-0.00030831i,-0.0087399+0.00040487i,-0.007846+0.003519i,-0.0043326+0.0044713i,0.00036293+0.0031251i,0.0017434+0.00071105i,0.00081766+2.8005e-05i,0.0011315+0.0011434i,0.0014983+0.0014054i,0.0021742+0.0008711i,0.0023379+0.00061881i,0.0018548-7.3044e-05i,0.001048-0.00075322i,0.00065773-0.00080644i,0.00025132-0.00071752i,-0.00046493-0.00060591i,-0.0001436+0.00016586i,0.00044826+0.00084038i,-4.9839e-05+0.0014523i,-0.0004995+0.0010728i,-0.00044758-0.00019481i,-0.00041261-0.00028903i,0.00020304+0.0007396i
-0.53865-0.69863i,-0.8915-0.38926i,-0.85761+0.25608i,-0.40819+0.56508i,-0.030475+0.46991i,0.069671+0.36555i,0.070111+0.2999i,0.020801+0.20599i,-0.026591+0.14484i,-0.010302+0.086155i,0.014626+0.014435i,0.033053-0.027502i,0.043847-0.04979i,0.026151-0.053938i,0.011913-0.038253i,0.018771-0.023486i,0.029061-0.01267i,0.031536-0.0085094i,0.018884-0.0094816i,-0.0010216-0.00059678i,-0.010298+0.015984i,-0.0058556+0.021604i,0.0032499+0.01349i
0.95771+0.35295i,0.97562+0.40253i,0.50681+0.31649i,0.038211+0.21034i,-0.10775+0.13718i,-0.07922+0.059842i,-0.032263-0.0054973i,-0.021691-0.056055i,-0.054034-0.056764i,-0.0567-0.0078713i,-0.015024+0.027999i,0.015447+0.043098i,0.021767+0.044545i,0.014238+0.031976i,-0.0048687+0.025811i,-0.022553+0.031104i,-0.023691+0.039232i,-0.0066722+0.035287i,0.0027559+0.014792i,-0.0073284-0.0023046i,-0.012852-0.0096471i,-0.0078626-0.01762i,-0.0049832-0.021881i
-0.19985+0.22979i,-0.031813-0.14474i,0.032325-0.5342i,-0.053333-0.48535i,-0.065989-0.25143i,-0.070242-0.19642i,-0.14325-0.18029i,-0.12345-0.11213i,-0.038134-0.094908i,-0.013482-0.075756i,-0.027014-0.022254i,-0.04115+0.010666i,-0.041424+0.014794i,-0.026685+0.0023266i,-0.014237-0.008567i,-0.0091205-0.012136i,-0.011176-0.016273i,-0.015818-0.010657i,-0.010163+0.0031246i,0.004005+0.0053008i,0.014219-0.0011825i,0.020393-0.0021545i,0.022965+0.00091204i
-0.72796-0.45313i,-1.0086-0.31174i,-0.78866-0.098199i,-0.33135-0.021861i,-0.071925+0.041511i,0.045284+0.15971i,0.12518+0.21041i,0.15444+0.20429i,0.1606+0.15478i,0.11139+0.037979i,0.025691-0.048776i,-0.016858-0.072714i,-0.031399-0.069611i,-0.035292-0.038523i,-0.0084697-0.018388i,0.021695-0.033694i,0.017325-0.04611i,-0.0057099-0.026775i,-0.0086884+0.00085543i,0.0038218+0.0066769i,0.0041919+0.0083483i,-0.0026837+0.020143i,0.00025897+0.027924i
0.878+0.26171i,1.1006+0.35096i,0.88434+0.35713i,0.42717+0.2692i,0.096276+0.18888i,0.0097805+0.12415i,0.022478+0.035786i,-0.011803-0.029283i,-0.05941-0.012315i,-0.038032+0.042166i,0.020473+0.064378i,0.051102+0.055935i,0.049298+0.048615i,0.036374+0.04779i,0.020531+0.051669i,0.0094156+0.053293i,0.0034726+0.04377i,-0.0047968+0.02542i,-0.015678+0.0081321i,-0.027582-0.00099876i,-0.038901-0.0087378i,-0.047292-0.014407i,-0.047463-0.011322i
-0.0024281+0.085898i,0.1935-0.04262i,0.26496-0.16836i,0.16647-0.18372i,0.062342-0.195i,-0.059197-0.20904i,-0.16253-0.1266i,-0.15315-0.026056i,-0.096612+0.012719i,-0.050768+0.034383i,-0.018709+0.05334i,-0.0011916+0.062436i,0.013082+0.049222i,0.0092198+0.01369i,-0.0085291-0.0012866i,-0.0070692+0.0064558i,0.012698-0.0069019i,0.020586-0.037707i,0.009478-0.044807i,0.001624-0.021934i,0.011914-0.0034238i,0.023629-0.009139i,0.014051-0.019485i
-0.75132+0.13724i,-1.1655+0.43969i,-1.0572+0.5554i,-0.56867+0.3566i,-0.20524+0.11002i,-0.014061+0.018493i,0.11865-0.023807i,0.15585-0.069414i,0.1204-0.094603i,0.048556-0.10866i,-0.018327-0.088463i,-0.037639-0.053035i,-0.033912-0.034058i,-0.026687-0.023194i,-0.025539-0.024331i,-0.032852-0.023395i,-0.026318-0.0098648i,-0.011396-0.0011939i,-0.003836-0.0023027i,-0.00042498-0.0079414i,0.0057324-0.0092944i,0.017235-0.0081972i,0.030228-0.011205i
0.13218+0.091804i,0.12458+0.041936i,0.05376+0.036795i,0.027811+0.054749i,0.042759+0.050115i,0.039572+0.048431i,0.014414+0.049452i,-0.028284+0.034023i,-0.058726+0.026716i,-0.037834+0.031644i,-0.0029917+0.028934i,0.0026102+0.01776i,-0.0024556+0.0079288i,0.0040056+0.0065399i,0.013327+0.0040461i,0.0069964-0.00043412i,-0.0051398+0.015594i,-0.00089506+0.040631i,0.0081449+0.038821i,-0.0022441+0.016217i,-0.024455+0.006794i,-0.028952+0.017946i,-0.012373+0.022293i
-0.046763-0.87308i,-0.03258-1.2009i,-0.019182-1.0621i,-0.0038325-0.60408i,0.024547-0.22369i,0.01083-0.026894i,-0.0046958+0.103i,0.040013+0.16695i,0.088494+0.14538i,0.078633+0.086904i,0.027335+0.030653i,-0.0082488-0.0086339i,-0.020416-0.035095i,-0.028557-0.038441i,-0.0098562-0.022939i,0.025451-0.025619i,0.033223-0.045642i,0.016856-0.053565i,0.0051928-0.043027i,0.0064927-0.024817i,0.012145-0.0066904i,0.011836+0.0082987i,4.3824e-05+0.025129i
0.4316+0.1201i,0.3976+0.05939i,0.16497-0.016974i,-0.030717+0.040182i,-0.071629+0.14353i,-0.057678+0.10566i,-0.073025-0.0030232i,-0.086449-0.04078i,-0.061862-0.017945i,-0.012523+0.0026981i,0.02838-0.0009934i,0.035278-0.011753i,0.018764-0.012333i,0.0020792-0.005403i,0.00073439+0.010659i,0.018013+0.023085i,0.025312+0.018777i,0.0040529+0.0092362i,-0.016238+0.012092i,-0.010361+0.014928i,-0.0027975+0.0010312i,-0.01196-0.011593i,-0.019201-0.0089233i
0.25702+0.73179i,0.57252+0.81671i,0.52633+0.54895i,0.18537+0.2251i,-0.061091+0.031642i,-0.17711-0.012426i,-0.2343+0.087703i,-0.19089+0.17113i,-0.12789+0.13641i,-0.096202+0.092505i,-0.054095+0.092902i,-0.011292+0.099621i,0.015962+0.089709i,0.023132+0.061154i,0.0097974+0.035169i,-0.0076678+0.02419i,-0.014384+0.018546i,-0.0070004+0.015651i,0.0062237+0.014374i,0.010308+0.0075821i,0.0061537-0.0060272i,0.00076155-0.020995i,-0.0096104-0.033668i
-0.4551-0.14245i,-0.52315+0.20913i,-0.19605+0.46086i,0.11762+0.31392i,0.1495+0.047456i,0.15013-0.086263i,0.17022-0.17837i,0.11203-0.21661i,0.035401-0.17995i,-0.041771-0.1319i,-0.10163-0.076971i,-0.093957-0.033379i,-0.061515-0.025881i,-0.052206-0.029607i,-0.058197-0.023794i,-0.055011-0.011608i,-0.032484-0.014444i,-0.014036-0.034149i,-0.015382-0.039593i,-0.014147-0.020783i,0.0042951-0.00032182i,0.019802+0.0050299i,0.019852+0.005342i
-0.076218+0.096235i,-0.27032-0.052178i,-0.29967-0.18723i,-0.1601-0.25192i,-0.041892-0.23872i,-0.0073687-0.1998i,-0.035488-0.17306i,-0.076261-0.13394i,-0.061443-0.087747i,-0.010843-0.072128i,0.018167-0.078519i,0.0070607-0.084312i,-0.021426-0.072822i,-0.029289-0.04525i,-0.028559-0.015447i,-0.032747+0.017942i,-0.02251+0.042458i,-0.0051784+0.044046i,-6.2341e-05+0.033245i,-0.0030455+0.022307i,-0.0063747+0.017773i,-0.0028325+0.022831i,0.013901+0.025256i
-0.3719-0.25913i,-0.45555-0.50548i,-0.60419-0.56669i,-0.55765-0.35678i,-0.22907-0.15534i,0.019508-0.083958i,0.10446-0.027433i,0.14294+0.0060718i,0.12673+0.024083i,0.10263+0.063417i,0.08891+0.080609i,0.06936+0.055609i,0.05503+0.0074614i,0.045264-0.025248i,0.046911-0.036015i,0.048132-0.041427i,0.032953-0.028892i,0.020227-0.0037061i,0.017721+0.0041382i,0.0098224-0.000931i,0.0012557+0.0016029i,0.0029147+0.0034051i,-0.004495-0.0019243i
0.41168-0.37688i,0.40464-0.13963i,0.36114+0.19052i,0.34062+0.30455i,0.3023+0.25596i,0.25797+0.19465i,0.20405+0.11421i,0.11948+0.031732i,0.053703-0.024896i,-0.00079639-0.069736i,-0.051179-0.080918i,-0.053433-0.058805i,-0.022084-0.036579i,0.00073318-0.027245i,0.0097344-0.032872i,0.016805-0.055236i,0.020622-0.078247i,0.0034128-0.083191i,-0.033953-0.062304i,-0.060266-0.022405i,-0.065701+0.0083405i,-0.069154+0.018443i,-0.068787+0.016373i
0.44002+0.55751i,0.68026+0.21853i,0.63316-0.20728i,0.28417-0.30365i,-0.079154-0.10221i,-0.20226+0.15894i,-0.097368+0.2949i,0.019349+0.24977i,0.030845+0.15648i,0.023656+0.092385i,0.025542+0.030948i,0.01621-0.0019453i,0.014665-0.0079335i,0.0072532-0.013222i,-0.0066829-0.0084121i,-0.010176-0.00021928i,-0.0093716-0.0038978i,-0.008783-0.012752i,-0.0088056-0.018001i,-0.011788-0.019453i,-0.016527-0.018403i,-0.010997-0.0089275i,0.0041317+0.0023568i
-0.84506-0.023704i,-0.78195+0.17393i,-0.41511+0.12654i,-0.094293-0.072388i,-0.0028679-0.20973i,-0.089607-0.2649i,-0.23122-0.21012i,-0.24335-0.081814i,-0.12786-0.010453i,-0.049964+0.013366i,-0.019199+0.070831i,0.029096+0.10259i,0.052503+0.066064i,0.031518+0.035083i,0.024535+0.042179i,0.046086+0.051233i,0.056147+0.037875i,0.050914+0.012608i,0.045804-0.017687i,0.029674-0.042654i,0.014043-0.052345i,0.015053-0.063209i,0.01585-0.069389i
0.46361-0.29412i,0.29254-0.067324i,0.1701+0.2405i,0.22461+0.22473i,0.24171+0.0091591i,0.11396-0.011351i,0.0052522+0.13973i,-0.01444+0.20619i,-0.0077266+0.15026i,0.0055469+0.054205i,0.0084432-0.040257i,-0.01651-0.065382i,-0.017424-0.020508i,0.015461+0.013803i,0.031005+0.043464i,0.030084+0.088929i,0.019265+0.097488i,-0.0013219+0.056754i,-0.010248+0.018713i,-0.0053301+0.011647i,-0.0055519+0.028465i,-0.0057241+0.055951i,0.0054065+0.063857i
-2.3247+8.1902i,-1.2401+8.4043i,2.7986+7.3395i,5.1831+3.2599i,4.6312-0.8225i,1.9838-2.5755i,-0.011703-1.6011i,-0.15581-0.33348i,0.58622+0.099288i,1.2912-0.16445i,1.1935-0.73341i,0.50615-1.0127i,-0.21779-1.0294i,-0.91173-0.99159i,-1.1121-0.7385i,-0.44323-0.17791i,0.37332+0.13067i,0.49142+0.092482i,0.20152+0.17159i,0.065956+0.2493i,-0.066771+0.1724i,-0.22697+0.20293i,-0.14054+0.26212i
-0.53465-0.37013i,-0.46937-0.18217i,-0.21765-0.13422i,-0.00077813-0.28373i,0.027701-0.42256i,-0.088035-0.43282i,-0.18823-0.34163i,-0.18744-0.26329i,-0.17376-0.20404i,-0.17126-0.1071i,-0.16611-0.026689i,-0.159+0.031157i,-0.098247+0.068684i,-0.029786+0.042952i,-0.017657+0.0018783i,-0.032688-0.0065212i,-0.041158+0.016727i,-0.025082+0.047069i,0.0074226+0.0517i,0.024854+0.040689i,0.022088+0.031387i,0.0076786+0.017726i,-0.0013451+0.0032159i
0.86262+0.0093635i,0.65419-0.1164i,0.14553-0.13982i,-0.24258-0.11759i,-0.36818-0.079763i,-0.26574+0.077993i,-0.019762+0.22788i,0.13089+0.20274i,0.10862+0.13407i,0.056769+0.11341i,0.040523+0.086236i,0.020604+0.04682i,-0.0025359+0.026215i,0.0019251+0.0092618i,0.014844-0.029417i,0.010398-0.065621i,-0.0045963-0.066801i,-0.0098967-0.036528i,-0.000521-0.0094689i,-0.00068947+0.0022261i,-0.011677+0.016486i,-0.011937+0.025898i,-0.01149+0.021906i
-0.47723+0.53096i,-0.23688+0.48612i,0.063988+0.22438i,0.1313-0.01483i,0.071516-0.084583i,0.12378-0.091289i,0.19147-0.1484i,0.12087-0.20437i,-0.00060859-0.1791i,-0.021656-0.089032i,0.030334-0.041479i,0.030067-0.04985i,-0.016795-0.031815i,-0.027861+0.0053447i,-0.0069572+0.0088684i,0.0051526-0.010509i,0.006937-0.01917i,0.013382-0.012871i,0.018684-0.0065522i,0.018218+0.003099i,0.019878+0.014926i,0.015159+0.015218i,-0.00049991+0.016416i
0.011022-0.60043i,0.036334-0.58502i,0.038963-0.57908i,-0.071956-0.5853i,-0.22189-0.50593i,-0.30707-0.38193i,-0.32269-0.20361i,-0.24965-0.015058i,-0.14587+0.061701i,-0.092102+0.049477i,-0.083888+0.0194i,-0.076832+0.016161i,-0.048141+0.0288i,-0.034777+0.022376i,-0.045712+0.018067i,-0.047891+0.019792i,-0.031322+0.017026i,-0.0082169+0.013277i,0.0061981+0.010989i,0.011529+0.014167i,0.013667+0.020278i,0.013981+0.023413i,0.0089153+0.014683i
0.19773+0.23217i,-0.26779+0.14594i,-0.74595+0.23422i,-0.78263+0.42666i,-0.57805+0.44172i,-0.36253+0.34693i,-0.10823+0.21331i,0.017539+0.033361i,0.00071404-0.050218i,0.013086-0.044384i,0.04401-0.03905i,0.048941-0.027263i,0.036217-0.010828i,0.019688+0.0040395i,0.024177+0.0095221i,0.040808+0.0039i,0.045577+0.013821i,0.041329+0.034949i,0.037948+0.036257i,0.032394+0.0174i,0.025663-0.00049361i,0.022878-0.014021i,0.017735-0.021731i
-0.49965+0.33004i,-0.22963+0.71559i,0.22056+0.89907i,0.43387+0.62425i,0.31082+0.21268i,0.12973+0.029593i,0.085837-0.023907i,0.072006-0.080838i,0.016199-0.093923i,-0.013926-0.038075i,0.015615+0.013012i,0.046206+0.013676i,0.036012+0.0029387i,0.014214+0.010248i,0.0055108+0.015072i,0.0071551+0.0031202i,0.011017-0.0088743i,0.0097221-0.0085185i,0.008307+0.0015161i,0.01302+0.01181i,0.012684+0.017436i,0.00045758+0.025864i,-0.0058132+0.033332i
0.43314-0.38537i,0.64624-0.45874i,0.69286-0.44271i,0.41787-0.29188i,0.12065-0.051186i,0.12822+0.043349i,0.21914-0.070195i,0.16226-0.13185i,0.080456-0.063356i,0.048375-0.021076i,0.015316-0.030949i,-0.017137-0.023543i,-0.021362+0.0023707i,-0.0077468+0.010381i,0.00053743-0.00095676i,0.0033736-0.0085026i,0.0030664-0.0039087i,0.0019721+0.0048591i,0.0033979+0.0072422i,0.0006437+0.0042396i,-0.0014091+0.0085642i,0.0089251+0.011671i,0.015873+0.00020535i
0.10834+0.17087i,0.038934-0.14069i,-0.18201-0.48794i,-0.34839-0.43286i,-0.29881-0.14249i,-0.20964-0.04477i,-0.22683-0.047689i,-0.22811+0.0022437i,-0.15474+0.038956i,-0.054024+0.029334i,0.020174+0.0047351i,0.036459-0.0025929i,0.032916+0.011178i,0.042057+0.014491i,0.04365-0.0028931i,0.02984-0.013817i,0.015306-0.0094734i,0.0012192-0.0072313i,-0.010622-0.0096478i,-0.0075052-0.012468i,0.00016795-0.020197i,-0.0014465-0.023193i,-0.00097149-0.015448i
-0.3099-0.29894i,-0.64627-0.23645i,-0.86109+0.081883i,-0.66972+0.33857i,-0.30053+0.32692i,-0.12639+0.23669i,-0.056748+0.23024i,0.054723+0.20529i,0.098437+0.1125i,0.03124+0.055454i,-0.034138+0.060964i,-0.033371+0.06055i,-0.010395+0.028868i,-0.012294+0.0024424i,-0.024767+0.0063846i,-0.021892+0.022321i,-0.01028+0.025107i,-0.0076667+0.022001i,-0.013341+0.0219i,-0.019642+0.02028i,-0.023666+0.022251i,-0.019796+0.025079i,-0.011121+0.019212i
-0.085092+0.44437i,0.021303+0.82523i,0.25482+0.97059i,0.39747+0.71418i,0.3277+0.36992i,0.25329+0.21002i,0.22867+0.072569i,0.11887-0.074853i,-0.004007-0.1205i,-0.033739-0.10787i,-0.023995-0.10076i,-0.023242-0.084927i,-0.01764-0.05321i,-0.0012719-0.03164i,0.014338-0.029589i,0.022261-0.029389i,0.02373-0.020277i,0.022471-0.012882i,0.017945-0.013135i,0.013381-0.014633i,0.014926-0.016131i,0.01873-0.017728i,0.02143-0.017335i
0.37207-0.14805i,0.70732-0.31551i,0.87782-0.55228i,0.64046-0.63061i,0.26724-0.4715i,0.041621-0.26162i,-0.070142-0.083472i,-0.065676+0.049691i,0.0028756+0.07218i,0.030221+0.056852i,0.043325+0.07012i,0.053234+0.065125i,0.033624+0.042922i,0.0084162+0.035242i,-0.0013857+0.040936i,-0.00082442+0.047488i,-0.00054704+0.04422i,-0.0045336+0.030571i,-0.0055728+0.016225i,-0.0012351+0.0070558i,0.0048865+0.00038739i,0.005175-0.0012248i,-0.004451+0.0040831i
-0.036597-0.15213i,-0.26255-0.51527i,-0.51563-0.63409i,-0.47822-0.38177i,-0.24157-0.10678i,-0.09646-0.015014i,-0.032767-0.018194i,0.00073122-0.039947i,0.0012661-0.030965i,-0.00011102-0.016546i,-0.01068-0.033738i,-0.024103-0.036436i,-0.008714-0.011072i,0.014241+0.0013729i,0.012349-0.0049361i,-0.0022064-0.0063247i,-0.0047137+0.0013714i,0.0011006+0.0029801i,0.0014868-0.00026762i,-0.0045272+0.00022771i,-0.009136+0.00079252i,-0.0068089-0.004851i,0.0027089-0.011873i
-0.46858+0.049139i,-0.52732+0.34643i,-0.42469+0.49327i,-0.25362+0.34634i,-0.14892+0.13824i,-0.13105+0.085184i,-0.11793+0.11508i,-0.097355+0.10413i,-0.071227+0.067899i,-0.022128+0.031422i,0.015803+0.0015301i,0.023297-0.0064047i,0.021531-0.010942i,0.015492-0.021005i,0.0036831-0.023095i,-0.0069646-0.010235i,-0.011628+0.011125i,-0.0074245+0.024717i,0.0033016+0.023577i,0.012694+0.012633i,0.011172+0.0036131i,0.00015181+0.0086791i,-0.0048562+0.015742i
0.38892+0.036832i,0.37948+0.21974i,0.40017+0.37681i,0.32638+0.30564i,0.15514+0.15025i,0.12349+0.031101i,0.1656-0.095339i,0.13571-0.13903i,0.09648-0.069171i,0.075829+0.0026047i,0.051434+0.043986i,0.040326+0.051149i,0.027613+0.030082i,0.0053623+0.019593i,-0.0071609+0.017184i,-0.012019+0.011401i,-0.011442+0.0073644i,-0.00017064+0.00038205i,0.0062441-0.0095116i,-0.00011674-0.0092742i,-0.0029821+0.0023114i,0.00098583+0.0037698i,-0.0026308-0.0097982i
0.15892+0.34015i,0.52763+0.048946i,0.54528-0.29768i,0.23479-0.29709i,0.0050651-0.12028i,-0.087271-0.070526i,-0.15042-0.067263i,-0.15361-0.024606i,-0.11679-0.020579i,-0.089362-0.045773i,-0.068916-0.062443i,-0.059234-0.050649i,-0.041449-0.010632i,-0.0090082+0.0067353i,0.0087659-0.0055868i,0.0074499-0.018855i,0.0016619-0.021443i,-0.0050573-0.016075i,-0.0056393-0.008093i,0.0013642-0.0063497i,0.0047517-0.011985i,0.0012934-0.010947i,0.00056934-0.00073435i
-0.32954-0.76489i,-0.67331-0.77279i,-0.79753-0.4898i,-0.56529-0.15273i,-0.23691+0.00053921i,-0.040026+0.032031i,0.062718+0.049292i,0.1098+0.041914i,0.10292+0.03634i,0.08758+0.044442i,0.071368+0.042412i,0.048208+0.031696i,0.026609+0.01655i,0.0070498+0.010077i,0.00081714+0.015459i,0.005625+0.015951i,0.0067033+0.0095915i,0.0042331+0.0050281i,0.00043352+0.0040042i,-0.00039237+0.0083678i,0.0044061+0.015828i,0.0067473+0.021758i,0.0041532+0.028783i
0.068079+0.57364i,-0.082851+0.75836i,-0.10816+0.76398i,-0.0045522+0.51517i,0.024805+0.23218i,-0.011941+0.079741i,-0.029746-0.011874i,-0.055271-0.068984i,-0.071513-0.059959i,-0.056516-0.035583i,-0.04573-0.027332i,-0.041871-0.013613i,-0.023619+0.0082668i,0.0032791+0.013883i,0.016071-0.0046198i,0.0097141-0.023958i,-0.0030842-0.028278i,-0.0091808-0.02048i,-0.0059573-0.015502i,-0.0035097-0.021888i,-0.0067016-0.025719i,-0.0024063-0.021624i,0.011283-0.023322i
-0.049267+0.030352i,0.30836+0.051313i,0.50569-0.055774i,0.34336-0.17849i,0.11-0.14998i,0.011926-0.037278i,-0.013272+0.044609i,-0.0059206+0.086929i,0.021985+0.068299i,0.030847+0.018291i,0.028186-0.0042475i,0.024154-0.0030115i,0.0083265+0.00024864i,-0.007767+0.0064485i,-0.0069937+0.019022i,0.0048464+0.032382i,0.017944+0.040097i,0.022255+0.03516i,0.016382+0.024827i,0.0099384+0.018059i,0.008328+0.011245i,0.0071708+0.0040055i,0.001169-0.00265i
0.31194-0.17651i,0.25332-0.32845i,0.07707-0.39801i,-0.063798-0.22322i,-0.046923+0.034713i,0.057828+0.10771i,0.10382+0.026033i,0.07433-0.052158i,0.016884-0.063522i,-0.02501-0.015183i,-0.02331+0.02323i,-0.0099605+0.016823i,-0.0021485+0.0085647i,0.0055413+0.0052837i,-0.0020099-0.0049759i,-0.017821-0.0098106i,-0.02384-0.0091145i,-0.018732-0.012409i,-0.014752-0.017605i,-0.020905-0.013468i,-0.027242-0.001513i,-0.027408+0.0066893i,-0.021577+0.0075364i
-0.29286-0.16215i,-0.43032-0.26374i,-0.41276-0.18937i,-0.21212-0.071994i,-0.02469-0.051703i,0.017427-0.037723i,0.0022898+0.019957i,-0.0091674+0.045085i,-0.023928+0.046512i,-0.012206+0.038052i,0.008027+0.010869i,0.011316-0.0042776i,0.0060397-0.010732i,-0.0054746-0.019646i,-0.0033086-0.014827i,0.017334-0.0046826i,0.028548-0.000376i,0.02208+0.0077958i,0.020128+0.015604i,0.028197+0.009408i,0.031851-0.004108i,0.024961-0.012762i,0.0080959-0.0096178i
0.024308+0.2124i,-0.018098+0.47511i,0.037148+0.61103i,0.16286+0.44171i,0.16533+0.11769i,0.086622-0.082821i,0.057311-0.14233i,0.053842-0.13312i,0.051333-0.080064i,0.048424-0.035547i,0.027183-0.017291i,-0.0031894-0.012541i,-0.02304-0.0070438i,-0.020313+0.011352i,-0.011799+0.019667i,-0.01671+0.016922i,-0.016035+0.015672i,-0.0045813+0.0041666i,-0.0044811-0.0079869i,-0.011469-0.0061465i,-0.012695+0.003958i,-0.0045553+0.014645i,0.016459+0.015613i
0.034238+0.2212i,0.32734+0.14119i,0.47316-0.11001i,0.24677-0.24242i,-0.052043-0.12982i,-0.1732+0.045553i,-0.17583+0.12707i,-0.15321+0.12135i,-0.13129+0.072961i,-0.099715+0.024124i,-0.060412-0.0043429i,-0.027541-0.0088691i,-0.0011817-0.0051919i,0.0074108-0.013176i,0.00091423-0.02194i,-0.0023423-0.022343i,-0.0052026-0.01358i,-0.0043726+0.00010031i,0.006048+0.0051053i,0.013635-0.0029707i,0.011143-0.020352i,-0.0029315-0.038001i,-0.024099-0.037514i
0.1044-0.55555i,-0.082454-0.63203i,-0.24654-0.47144i,-0.25638-0.2637i,-0.17094-0.094802i,-0.034799-0.0010807i,0.10185+0.005999i,0.16498-0.02111i,0.15733-0.039542i,0.10728-0.037376i,0.058503-0.010299i,0.034179+0.01193i,0.020496+0.012835i,0.016969+0.0027226i,0.017441-0.0050484i,0.014058+0.00042572i,0.015405+0.0046041i,0.015208-0.0025868i,0.009075-0.0048814i,0.0065096+0.0059507i,0.010608+0.026838i,0.02027+0.044562i,0.027923+0.038973i
0.06407+0.53874i,0.045429+0.47941i,-0.14584+0.31454i,-0.24209+0.30846i,-0.090782+0.31282i,0.040209+0.17477i,0.01918+0.047986i,-0.046706-0.00081925i,-0.090691+0.005911i,-0.061493+0.040782i,-0.0025378+0.02736i,0.01721-0.0065479i,0.018852-0.0058565i,0.014678+0.0080477i,0.0058951+0.018828i,-0.0013121+0.019356i,-0.01237+0.017254i,-0.015644+0.018938i,-0.0094493+0.010304i,-0.0066953-0.0075259i,-0.011238-0.023896i,-0.022017-0.028892i,-0.027812-0.017851i
-0.55862-0.3892i,-0.63177-0.11104i,-0.2994+0.20881i,0.020501+0.16164i,0.033071-0.055721i,-0.029362-0.1147i,-0.013497-0.075168i,0.040232-0.035242i,0.0947-0.03889i,0.084393-0.076133i,0.035491-0.070374i,0.0022835-0.039437i,-0.023094-0.021805i,-0.026126-0.010721i,-0.012702-0.01712i,-0.0086543-0.026618i,-0.0043701-0.020042i,0.0077159-0.0074567i,0.016599+0.0004194i,0.017159+0.0046634i,0.023921+0.013865i,0.041582+0.018729i,0.048726+0.0097165i
0.89034+0.25863i,1.0701+0.053663i,0.81611-0.14286i,0.43757-0.11352i,0.15597+0.011076i,-0.021738+0.081237i,-0.07145+0.095855i,-0.04681+0.053971i,-0.043691+0.021895i,-0.033174+0.038232i,-0.002849+0.043177i,0.0099189+0.032996i,0.020093+0.038475i,0.038482+0.044011i,0.044607+0.036974i,0.031705+0.026446i,0.013685+0.014424i,-0.003816+0.0031502i,-0.016941-0.00070474i,-0.022615+0.00082539i,-0.031747+0.00078808i,-0.042309-0.00057514i,-0.039648-0.0011338i
-0.78808-0.044896i,-0.82514-0.039664i,-0.53507-0.14192i,-0.25247-0.22023i,-0.098027-0.13663i,-0.0056131-0.0087765i,0.010362+0.054162i,0.0018597+0.07629i,0.0050763+0.042942i,-0.025512-0.0018489i,-0.051997+0.0049565i,-0.037457+0.01793i,-0.02528+0.0032296i,-0.033923-0.011596i,-0.039309-0.0086483i,-0.029665-0.00013886i,-0.015329+0.0028177i,-0.003345+0.0066799i,0.0091752+0.0086893i,0.01999+0.0019652i,0.026571-0.0062515i,0.028986-0.011417i,0.022994-0.010051i
0.51633-0.23912i,0.40362-0.29847i,0.057786-0.16982i,-0.14592+0.0059401i,-0.10713+0.070652i,-0.02506+0.041691i,0.031152-0.0039523i,0.045712-0.027811i,0.024012-0.00042711i,0.030825+0.040332i,0.059018+0.030732i,0.062211-0.0046395i,0.047316-0.019624i,0.031863-0.012644i,0.027946-0.0010023i,0.03055-0.001297i,0.019881-0.0066971i,-0.0013171-0.0048417i,-0.013524+0.0018854i,-0.012909+0.007182i,-0.012566+0.0085863i,-0.016125+0.010201i,-0.014671+0.010899i
-0.34955+0.34148i,-0.29349+0.49077i,-0.066893+0.46675i,0.12269+0.26344i,0.13699+0.011223i,0.030076-0.11788i,-0.080354-0.082904i,-0.10922+0.0098504i,-0.054848+0.039703i,-0.012477+0.0089078i,-0.024095-0.00073962i,-0.043129+0.01755i,-0.047795+0.023272i,-0.043183+0.018312i,-0.030449+0.014826i,-0.016472+0.0091934i,-0.003802+0.0070047i,0.012527+0.0066101i,0.021778+0.0029588i,0.017439-0.00020436i,0.010388-0.0027689i,0.00542-0.003069i,0.0041382-0.0014948i
0.3047-0.18399i,0.37126-0.21692i,0.30005-0.17285i,0.10331-0.070173i,-0.086903+0.045803i,-0.11452+0.10677i,-0.033142+0.076456i,0.021483+0.01041i,0.022542-0.011079i,0.00971+0.0014932i,0.0074814+0.0030055i,0.007463+0.00059876i,0.010005+0.0097113i,0.016207+0.0076345i,0.0079658-0.0057911i,-0.0063282-0.0046773i,-0.010087+0.00061461i,-0.011721-0.0048017i,-0.01426-0.010099i,-0.00918-0.0088842i,-0.00092919-0.0044449i,0.0014632-0.0022243i,-0.0016397-0.0018096i
