-0.0055114+0.0025349i,-0.0037172+0.0046046i,-0.003083+0.0058024i,-0.0025785+0.0043158i,-0.00096052+0.0031384i,0.0010009+0.0017878i,0.0013466+0.0017961i,6.5216e-07+0.0025197i,-9.0182e-05+0.0025052i,0.00036662+0.0017388i,0.00024314+0.00022398i,0.00016578-0.00038763i,1.9201e-05-0.00075185i,-0.00040848-0.00089638i,-0.0006757-0.00071779i,-0.00088157-0.0010343i,-9.5236e-05-0.00086151i,0.00060102+0.00031855i,-3.573e-05+0.00047875i,-0.00064648+0.00013573i,-0.00025042+0.00042027i,-9.8853e-05+5.7591e-05i,-1.6449e-05-0.00013582i
0.29602-0.045866i,0.18849-0.14203i,-0.025658-0.030296i,-0.042625+0.21064i,0.041871+0.17791i,-0.023294-0.044755i,-0.14442-0.085728i,-0.13229-0.018394i,-0.063944-0.017414i,-0.04374-0.034015i,-0.040738-0.029899i,-0.02979-0.02278i,-0.0098738-0.027598i,0.013097-0.047563i,0.0281-0.053164i,0.037919-0.028218i,0.0517+0.0072515i,0.06883+0.031189i,0.072727+0.030456i,0.053692+0.0096874i,0.02753-0.0084687i,0.0091485-0.013378i,-0.0011852-0.0053448i
-0.57226+0.79092i,-0.76478+1.1256i,-0.8052+0.9483i,-0.78507+0.49208i,-0.60975+0.21506i,-0.24853+0.12729i,0.015777+0.062261i,0.037697+0.037552i,0.0076283+0.0699i,0.032228+0.08052i,0.04363+0.054996i,0.021359+0.036312i,-0.0012319+0.044867i,-0.01283+0.069964i,-0.029652+0.084297i,-0.058655+0.07817i,-0.078849+0.062955i,-0.079984+0.043683i,-0.065348+0.018212i,-0.042313-0.005948i,-0.020243-0.01534i,-0.0026538-0.010793i,0.0074297-0.004979i
0.20485-0.74136i,0.33375-0.90925i,0.36159-0.7337i,0.29843-0.48053i,0.2529-0.25935i,0.1975-0.075438i,0.10129-0.014064i,0.026781-0.020793i,0.0023466-0.025038i,-0.0047549-0.037976i,-0.017925-0.043704i,-0.020018-0.031507i,0.00038728-0.020827i,0.020738-0.020271i,0.020975-0.024355i,0.0075394-0.031005i,-0.012675-0.033546i,-0.031649-0.023711i,-0.033697-0.0079823i,-0.024262+0.0048298i,-0.0182+0.016269i,-0.013762+0.026088i,-0.0085044+0.024845i
0.42883-0.13947i,0.42591-0.44603i,0.25268-0.61327i,0.17042-0.46461i,0.15175-0.27837i,0.037274-0.2008i,-0.06418-0.12166i,-0.054265-0.057836i,-0.031683-0.032015i,-0.029901-0.0031252i,-0.015445+0.0011536i,-0.0034451-0.017224i,-0.0073069-0.025284i,-0.025337-0.038604i,-0.038097-0.058929i,-0.015747-0.065288i,0.030697-0.063837i,0.061307-0.064214i,0.055506-0.055709i,0.034893-0.032106i,0.024297-0.011369i,0.017251-0.010213i,0.0042575-0.013224i
-0.44004+0.98231i,-0.42855+1.2708i,-0.25705+0.91639i,-0.2643+0.37599i,-0.37734+0.19868i,-0.22256+0.18669i,0.027214+0.076055i,0.082049+0.00028806i,0.051247+0.030183i,0.058246+0.059725i,0.073795+0.050292i,0.067174+0.025527i,0.040564+0.018735i,0.032824+0.040025i,0.051607+0.050608i,0.056654+0.037306i,0.033021+0.024919i,0.0036059+0.022184i,-0.004188+0.025784i,0.0063073+0.022951i,0.014663+0.0077591i,0.012057-0.0052039i,0.0056329-0.012512i
0.034128-0.70355i,0.1803-0.66061i,0.43706-0.22515i,0.63993+0.02259i,0.59688-0.05224i,0.33375-0.060844i,0.090563+0.047306i,-0.0087469+0.095252i,-0.016845+0.050979i,-0.02079-0.015315i,-0.034913-0.027587i,-0.018237-0.0037778i,0.021515-0.022602i,0.042777-0.066849i,0.042239-0.070797i,0.027578-0.040742i,0.0076022-0.011352i,-0.00692+0.010587i,-0.018775+0.025682i,-0.030145+0.031336i,-0.033544+0.031832i,-0.020763+0.032905i,0.00018391+0.028913i
0.29513-0.086105i,0.23016-0.13259i,0.06639+0.0041234i,0.081022+0.17094i,0.20222+0.073506i,0.13655-0.10517i,-0.017203-0.10255i,-0.058746-0.054275i,-0.037145-0.050609i,-0.015775-0.028004i,-0.0063187-0.0068626i,-0.016349+0.0034421i,-0.022842+0.023915i,-0.025221+0.040916i,-0.035161+0.048021i,-0.035927+0.045836i,-0.017297+0.02633i,0.00070895-0.010327i,0.00031682-0.036957i,-0.0063386-0.036932i,-0.010846-0.023255i,-0.019653-0.0062953i,-0.022498+0.011181i
-0.34083+0.88091i,-0.40561+1.037i,-0.53564+0.65964i,-0.74293+0.34498i,-0.67947+0.43981i,-0.26647+0.43749i,0.04427+0.14366i,0.072758-0.049407i,0.030989-0.025988i,0.041264+0.037976i,0.069165+0.049889i,0.05889+0.027136i,0.019183+0.038534i,0.0036016+0.076836i,0.005715+0.080119i,0.0018259+0.054187i,0.0010321+0.039481i,0.009778+0.033457i,0.024276+0.0060566i,0.032152-0.034865i,0.028026-0.055412i,0.019016-0.05083i,0.0077933-0.037249i
-0.10905-0.61061i,-0.20268-0.68898i,-0.15078-0.55866i,-0.0027811-0.46711i,0.01842-0.36781i,-0.047203-0.14064i,-0.025895+0.032675i,-0.00013356+0.05066i,-0.046993+0.032017i,-0.092116+0.019481i,-0.090271+0.0050153i,-0.045355-0.0039575i,-0.0082296-0.034322i,-0.019516-0.077127i,-0.037308-0.09127i,-0.018294-0.076071i,0.016494-0.057838i,0.028348-0.039678i,0.011238-0.0028913i,-0.0061318+0.042493i,-0.0032245+0.054192i,0.0060273+0.024786i,0.0036589-0.0025778i
0.070052-0.092137i,0.085221-0.16224i,0.21854-0.13445i,0.32273-0.17484i,0.16453-0.32734i,-0.088766-0.30815i,-0.15797-0.10264i,-0.086672+0.011911i,-0.033003+0.004692i,-0.014601-0.0078918i,-0.012554-0.0098341i,-0.017176-0.0033987i,-0.0032914-0.0041436i,0.019028-0.02688i,0.035611-0.042702i,0.042034-0.034032i,0.031485-0.017317i,0.013457-0.013408i,-0.001792-0.01971i,-0.012104-0.017539i,-0.014886-0.00032964i,-0.0075357+0.023076i,0.0075566+0.032976i
-0.060177+0.26863i,0.16016+0.30342i,0.28019+0.19046i,0.1738+0.15923i,0.11311+0.24473i,0.15825+0.20319i,0.10986+0.061905i,0.016196+0.025006i,0.014031+0.049794i,0.066396+0.0366i,0.091422+0.0020428i,0.068177-0.011339i,0.045381+0.022953i,0.068919+0.067905i,0.083577+0.076295i,0.040359+0.062488i,-0.0094019+0.053807i,-0.013603+0.04923i,0.014477+0.022738i,0.025986-0.026662i,0.012381-0.052393i,0.0043374-0.03978i,0.0048666-0.02645i
0.13682-0.20337i,-0.040827-0.077696i,-0.18092+0.17275i,-0.034905+0.26434i,0.14559+0.14062i,0.10788+0.015404i,0.0020966-0.020982i,-0.049574-0.030303i,-0.06689-0.02392i,-0.064861+0.0053727i,-0.044215+0.029629i,-0.017594+0.019799i,-0.015093+4.3335e-05i,-0.035302+0.012153i,-0.046866+0.031091i,-0.036448+0.021305i,-0.022995+0.0020304i,-0.025055+0.0079194i,-0.021057+0.044917i,0.0086052+0.077633i,0.033359+0.074537i,0.024968+0.050038i,0.0068646+0.032701i
-0.35918+0.39233i,-0.53423+0.50403i,-0.5506+0.45558i,-0.47414+0.28475i,-0.39479+0.10992i,-0.26322+0.050838i,-0.073282+0.035907i,0.047205-0.016819i,0.045278-0.042035i,-0.002047-0.0074949i,-0.023648+0.036445i,-0.017487+0.044314i,-0.033084+0.01111i,-0.081301-0.014641i,-0.097887-0.0039374i,-0.05393+0.017715i,0.00099213+0.020788i,0.011984-0.0029254i,-0.031432-0.025658i,-0.071965-0.017843i,-0.067497+0.0023452i,-0.046166+0.0091943i,-0.027225+0.017411i
-0.11561-0.49565i,-0.02608-0.76606i,0.059735-0.86616i,0.0053862-0.7233i,-0.04413-0.46077i,0.009386-0.26218i,0.053392-0.15836i,0.040121-0.090343i,0.0082173-0.044528i,-0.011077-0.033471i,-0.017611-0.037191i,-0.0057242-0.021615i,0.027441-0.010938i,0.04348-0.03472i,0.025155-0.051403i,0.0014856-0.026392i,-0.0055644+0.0053524i,0.0086615+0.0022689i,0.024857-0.026977i,0.01535-0.050178i,-0.0048511-0.046964i,-0.008596-0.027862i,-0.0084741-0.017194i
0.72925-0.39186i,0.77539-0.55i,0.60239-0.4002i,0.56243-0.12788i,0.53724-0.015762i,0.26922+0.0076578i,-0.016496+0.084224i,-0.099727+0.095583i,-0.077587+0.0054851i,-0.02939-0.068374i,0.018289-0.093781i,0.016994-0.080114i,0.011117-0.042542i,0.047444-0.034677i,0.073013-0.059054i,0.054608-0.076573i,0.028617-0.070664i,0.018568-0.043973i,0.016467-0.01915i,0.017537-0.0054203i,0.020589+0.0016392i,0.024821+0.0010026i,0.026498-0.0026615i
-0.4374+0.74313i,-0.40126+1.0596i,-0.26145+0.98231i,-0.21054+0.7114i,-0.16134+0.55022i,-0.031046+0.39331i,0.022921+0.1576i,-0.0082821+0.046775i,0.016503+0.078493i,0.071468+0.11141i,0.095274+0.11489i,0.098553+0.088184i,0.071571+0.065778i,0.044697+0.079663i,0.04329+0.084576i,0.039603+0.059562i,0.027521+0.031956i,0.012476+0.012048i,0.0035614+0.0033346i,0.012049+0.0011616i,0.020225-0.0025759i,0.0062249+0.0033953i,-0.0089792+0.018339i
-0.38554+0.0516i,-0.48409+0.22526i,-0.34968+0.23168i,-0.26345+0.045243i,-0.31863-0.050704i,-0.22276+0.00014707i,-0.01944-0.015511i,0.035096-0.068253i,-0.011619-0.046395i,-0.03422+0.0022491i,-0.030696+0.036653i,-0.0021063+0.035976i,0.0079466-0.0061281i,-0.041264-0.026518i,-0.096412-0.005828i,-0.099458+0.017896i,-0.061918+0.029652i,-0.028321+0.025992i,-0.020382+0.016107i,-0.025125+0.015547i,-0.021005+0.018089i,-0.0067886+0.0068809i,0.0014924-0.0084928i
0.73509-0.30918i,0.72575-0.69107i,0.34189-0.69228i,0.039289-0.35242i,-0.10588-0.17555i,-0.26493-0.14368i,-0.2584-0.020047i,-0.090939+0.035339i,-0.016656-0.0046416i,-0.032802-0.004061i,-0.046033+0.0077084i,-0.054616+0.0062949i,-0.053063-0.0097939i,-0.047993-0.045419i,-0.033248-0.066077i,-0.013053-0.050436i,-0.0041211-0.014161i,-0.00028351-0.0086404i,-0.018802-0.044566i,-0.055002-0.059265i,-0.065281-0.031988i,-0.044141+0.0028312i,-0.017017+0.025371i
-0.43895-0.49297i,-0.47863-0.65615i,-0.38776-0.65613i,-0.25104-0.58085i,-0.074309-0.51119i,0.037497-0.41845i,0.028823-0.27049i,-0.015291-0.12628i,-0.039468-0.055655i,-0.035145-0.046642i,-0.029616-0.043388i,-0.018166+0.0022522i,0.040756+0.056519i,0.11164+0.047301i,0.13336-0.0070387i,0.10042-0.045706i,0.043621-0.041233i,0.020065-0.0053982i,0.061003+0.016194i,0.10157-0.00092448i,0.080792-0.016905i,0.031755-0.0024787i,-0.0019214+0.019283i
-0.090679+0.35115i,-0.0035984+0.72843i,0.29397+0.72013i,0.46756+0.27495i,0.37104-0.035806i,0.24877-0.0029053i,0.1971+0.065197i,0.16496+0.035319i,0.14482-0.024192i,0.10409-0.038702i,0.042978+0.0052675i,-0.012082+0.045308i,-0.038906+0.062771i,-0.034298+0.075483i,-0.031114+0.096246i,-0.030105+0.11427i,-0.020731+0.092205i,-0.023116+0.038612i,-0.040293-0.00024953i,-0.042472-0.00072665i,-0.018528+0.0152i,0.00070675+0.015147i,-0.0048939-0.0003042i
0.42477+0.99116i,0.69797+1.1015i,0.64315+0.88329i,0.41038+0.7504i,0.28825+0.68563i,0.17179+0.39964i,-0.073228+0.083575i,-0.22894+0.016537i,-0.16878+0.060603i,-0.034357+0.041961i,0.052832-0.032475i,0.046569-0.10423i,-0.022142-0.12342i,-0.054365-0.10967i,-0.027687-0.10292i,0.0056457-0.10957i,0.011479-0.11537i,0.0072153-0.10093i,0.011739-0.061018i,0.013902-0.01182i,0.018998+0.021631i,0.02795+0.02833i,0.026514+0.029228i
-0.3323-1.0862i,-0.59514-1.3535i,-0.65388-1.154i,-0.55073-0.7764i,-0.52025-0.50182i,-0.51414-0.28496i,-0.38049-0.12921i,-0.18356-0.078309i,-0.024143-0.051123i,0.046343+0.00064128i,0.035516+0.06629i,0.037913+0.080231i,0.044782+0.012221i,0.015741-0.037912i,-0.01587-0.035803i,-0.020342-0.00084i,0.018932+0.038588i,0.051591+0.017755i,0.022499-0.036664i,-0.019617-0.044619i,-0.034511-0.00016349i,-0.035216+0.048789i,-0.033712+0.070826i
0.10872-0.41116i,-0.092253-0.50458i,-0.12207-0.30122i,0.098126-0.25953i,0.18904-0.57097i,0.048894-0.74561i,-0.0057595-0.54485i,0.02699-0.23249i,0.022352-0.014744i,0.01688+0.054842i,-0.0088614+0.018957i,-0.040128+0.011571i,-0.010606+0.049494i,0.028743+0.058585i,0.03025+0.050193i,0.0010497+0.054539i,-0.050201+0.067603i,-0.05308+0.084414i,0.030216+0.069065i,0.082945+0.020956i,0.047893+0.0040224i,-0.00070893+0.018993i,-0.02899+0.034272i
-0.080075+0.82171i,0.36148+0.90456i,0.5478+0.50342i,0.26941+0.11744i,0.095753+0.045012i,0.24729+0.013034i,0.35506-0.087588i,0.28173-0.12742i,0.1561-0.11615i,0.069692-0.085272i,0.018231-0.058854i,-0.047751-0.030176i,-0.072329+0.02624i,-0.029624+0.03973i,-0.010234+0.018253i,-0.021535+0.02027i,-0.036227+0.020958i,-0.044012+0.020384i,-0.0033386+0.037822i,0.062154+0.040246i,0.069682+0.017719i,0.019057+0.0017622i,-0.045004-0.016182i
1.5806+7.1759i,4.8107+6.4818i,8.1078+4.9413i,8.2974+1.0808i,6.1636-2.5151i,2.9527-4.0906i,0.32097-2.8468i,-0.36301-0.52986i,0.53612+0.85126i,1.4294+0.59413i,1.0192-0.38094i,-0.1276-0.82341i,-1.029-0.52697i,-1.4014+0.18179i,-1.1768+0.744i,-0.685+0.82341i,-0.29634+0.57051i,-0.11479+0.20557i,-0.13622-0.066306i,-0.23789-0.10812i,-0.25489-0.06477i,-0.20271-0.054013i,-0.11634-0.070289i
0.27533+0.086176i,0.12076-0.20253i,-0.14457-0.31428i,-0.23199-0.17804i,-0.15516-0.066895i,-0.075111-0.04714i,-0.013035-0.032254i,0.026477-0.026077i,0.046887-0.038377i,0.026497-0.073665i,-0.05056-0.048269i,-0.070829+0.051926i,-0.0073374+0.097862i,0.024458+0.061394i,0.0069619+0.019608i,-0.00504+0.012112i,0.0057773+0.036247i,0.024403+0.038553i,0.035864-0.013884i,0.036448-0.060541i,0.026676-0.053651i,0.016849-0.014625i,0.0079512+0.018117i
-1.058-0.261i,-1.347-0.11533i,-1.2061+0.049251i,-0.83606+0.1474i,-0.4719+0.19952i,-0.20393+0.22152i,-0.062083+0.2102i,0.01317+0.13137i,0.059868-0.048672i,0.033969-0.19872i,0.0046108-0.18468i,-0.0021841-0.1156i,-0.044938-0.083766i,-0.091513-0.048718i,-0.097482+0.010608i,-0.060205+0.054176i,-0.020136+0.051381i,-0.015779+0.044271i,-0.021856+0.053219i,-0.0080513+0.043487i,0.026809+0.021726i,0.057035+0.0074742i,0.049546+0.015259i
0.68926-0.090646i,0.78141-0.091915i,0.68915+0.032625i,0.50124+0.14562i,0.22187+0.21526i,-0.059363+0.35505i,-0.11528+0.46529i,0.022684+0.39391i,0.1005+0.22043i,0.072399+0.096597i,0.047537+0.02702i,0.044499-0.023512i,0.034343-0.026202i,0.029185+0.015231i,0.046731+0.043115i,0.076937+0.039205i,0.087262+0.031206i,0.058973+0.021764i,0.0064341+0.0055594i,-0.02901+0.0040247i,-0.022598+0.0028928i,-0.0043724-0.012024i,0.016659-0.018221i
0.068285+0.31029i,0.3262+0.058269i,0.31272-0.21037i,0.12498-0.14954i,0.1699-0.0072254i,0.29291-0.10719i,0.18571-0.20346i,0.032906-0.12562i,-0.014549-0.022889i,-0.036084+0.027174i,-0.071604+0.048091i,-0.083972+0.058916i,-0.048081+0.043389i,-0.0073882-0.0056222i,-0.0041492-0.052201i,-0.035578-0.077465i,-0.068-0.0797i,-0.067696-0.044178i,-0.03171+0.0078175i,0.011123+0.013825i,0.016869-0.019368i,-0.0058156-0.031299i,-0.019623-0.027465i
-0.26558-0.43038i,-0.40025-0.31323i,-0.36362-0.25372i,-0.31644-0.31854i,-0.38706-0.29319i,-0.4163-0.19233i,-0.34528-0.13077i,-0.25821-0.060141i,-0.15741+0.032534i,-0.065207+0.074129i,-0.0085221+0.066047i,0.023652+0.038041i,0.027404+0.0011224i,0.015967-0.028959i,0.0055023-0.041404i,-0.0095602-0.030381i,-0.029537-0.0066935i,-0.029888+0.0076125i,-0.0010751-0.0024325i,0.010161-0.026019i,-0.0085847-0.02975i,-0.012696-0.019064i,-0.0037835-0.011751i
0.22048+0.42953i,0.030125+0.49323i,-0.17283+0.58183i,-0.13823+0.66393i,-0.023769+0.64268i,0.010366+0.58207i,0.066422+0.48793i,0.15495+0.29759i,0.18261+0.072349i,0.1225-0.075351i,0.040937-0.1033i,-0.0027485-0.06366i,-0.01507-0.020591i,-0.020634+0.0096115i,-0.020424+0.023014i,-0.013438+0.023055i,0.0015619+0.024943i,0.018477+0.015125i,0.0090761-0.010968i,-0.0081875-0.013605i,0.005614-0.00013773i,0.022071-0.0070888i,0.01689-0.023424i
-0.46195-0.041109i,-0.39596+0.081017i,-0.19814+0.14748i,-0.054073+0.066064i,0.045139-0.059805i,0.14835-0.13984i,0.17728-0.16848i,0.12019-0.13916i,0.031746-0.087176i,-0.038747-0.038937i,-0.044074-0.0088034i,-0.011963-0.013711i,0.0057619-0.011292i,0.029641+0.021537i,0.067227+0.039331i,0.087915+0.012965i,0.072935-0.030181i,0.034344-0.030136i,0.016682+0.022677i,0.033015+0.053529i,0.041227+0.036017i,0.02506+0.018484i,0.011132+0.018967i
0.41178-0.56285i,0.43376-0.77593i,0.38609-0.70258i,0.30947-0.49363i,0.16709-0.37887i,-0.031267-0.29783i,-0.14394-0.18322i,-0.13847-0.085249i,-0.08008-0.0047578i,0.00079111+0.028842i,0.038005+0.0075219i,0.031121-0.0045681i,0.042273-0.0083588i,0.051769-0.030378i,0.026175-0.044431i,-0.0098733-0.031815i,-0.02446-0.011955i,-0.013772-0.010128i,0.0003715-0.027446i,-0.0029743-0.037219i,-0.0089279-0.025073i,0.00050874-0.013791i,0.0092091-0.016268i
-0.11087+0.23258i,-0.13562+0.062868i,-0.26363-0.097118i,-0.38934-0.00027625i,-0.32531+0.16875i,-0.16558+0.17568i,-0.060375+0.14147i,0.0068028+0.12355i,0.049435+0.061247i,0.044302-0.0033854i,0.013107-0.019342i,-0.009734-0.0054241i,-0.030414+0.0029615i,-0.060302+0.005982i,-0.066117+0.01896i,-0.034709+0.031589i,-0.0043045+0.032174i,-0.00027364+0.02372i,-0.01373+0.012612i,-0.026843+0.0075141i,-0.032789+0.0066913i,-0.032375+0.010209i,-0.022+0.018374i
0.17398+0.11275i,0.24659+0.28841i,0.23319+0.27549i,0.19826+0.12092i,0.19633+0.060601i,0.21266+0.021589i,0.15768-0.071522i,0.059917-0.090027i,0.011101-0.033974i,0.0030024+0.018511i,0.007411+0.049744i,0.01419+0.046086i,0.0044007+0.03566i,-0.013924+0.054818i,-0.02642+0.073834i,-0.035387+0.066822i,-0.030683+0.05286i,-0.010381+0.047578i,0.0061924+0.044575i,0.013237+0.037712i,0.017419+0.027023i,0.020114+0.0097592i,0.016612-0.012584i
0.20304+0.28165i,0.30747+0.3689i,0.34294+0.37527i,0.30663+0.27252i,0.20804+0.089233i,0.042691-0.017579i,-0.080258+0.019472i,-0.045593+0.070758i,0.040688+0.034311i,0.069395-0.033059i,0.058582-0.080684i,0.012286-0.079677i,-0.014759-0.029298i,0.016128-0.0069382i,0.044317-0.019993i,0.039574-0.024237i,0.018587-0.025011i,0.0053724-0.027708i,0.013311-0.029706i,0.022761-0.033754i,0.020238-0.034933i,0.0068067-0.024346i,-0.0094309-0.0057326i
-0.19287-0.17907i,-0.17934-0.22125i,-0.11518-0.26751i,-0.17939-0.29135i,-0.25798-0.16128i,-0.14229+0.05895i,0.039197+0.14255i,0.063341+0.089887i,-0.018346+0.041463i,-0.098808+0.023406i,-0.14106+0.031637i,-0.10885+0.040846i,-0.055121+0.0094886i,-0.039971-0.036883i,-0.040849-0.062995i,-0.040232-0.065228i,-0.043015-0.044238i,-0.046363-0.014424i,-0.045709+0.0013936i,-0.037172-0.00072647i,-0.023627-0.00691i,-0.0091836-0.0074149i,0.0062678-0.0036867i
-0.28-0.094893i,-0.4522-0.23877i,-0.44106-0.22961i,-0.21957-0.041986i,-0.027628+0.035177i,-0.010673-0.0764i,-0.069737-0.16405i,-0.091575-0.11581i,-0.059481-0.012508i,-0.0059021+0.04345i,0.02912+0.046616i,0.039341+0.029183i,0.029439+0.012362i,0.0075335+0.016753i,-0.0052775+0.024416i,0.0030395+0.013778i,0.016936-0.0032801i,0.010897-0.0029748i,-0.0057443+0.020992i,-0.0083102+0.039537i,-0.0057542+0.035917i,-0.005467+0.025448i,0.0030519+0.016141i
-0.24903-0.22134i,-0.41747-0.090631i,-0.45373+0.10057i,-0.37315+0.18681i,-0.28142+0.20345i,-0.20695+0.21155i,-0.11719+0.19627i,-0.019773+0.13227i,0.033257+0.042106i,0.040362-0.0056752i,0.048366-0.014843i,0.042985-0.0295i,0.015249-0.024777i,0.015242+0.013356i,0.04296+0.037701i,0.048706+0.027897i,0.032875+0.012337i,0.03052+0.010418i,0.048081+0.0067258i,0.057805-0.004417i,0.051087-0.0047488i,0.044905-0.0034679i,0.034867-0.014886i
0.70301+0.21695i,0.87389+0.1484i,0.7208+0.05951i,0.50228-0.030778i,0.38405-0.11956i,0.28485-0.13405i,0.16918-0.092185i,0.0631-0.076164i,-0.0035791-0.074018i,-0.021792-0.077633i,-0.033899-0.075487i,-0.038065-0.034269i,-0.0046249-0.00098442i,0.03297-0.015137i,0.04869-0.030731i,0.054294-0.023515i,0.052394-0.017389i,0.035954-0.030202i,0.0023726-0.045794i,-0.026531-0.040185i,-0.032523-0.027383i,-0.036411-0.022753i,-0.046923-0.010889i
-0.29414-0.027451i,-0.1001-0.03137i,0.066551-0.069667i,-0.0015344-0.071295i,-0.10777-0.071394i,-0.092676-0.11562i,-0.03945-0.12763i,0.0064451-0.07951i,0.014822-0.041877i,-0.015824-0.011081i,-0.020138+0.010604i,-0.0045899+0.0070381i,-0.011093+0.0057129i,-0.045249+0.010389i,-0.072268+0.014725i,-0.066272+0.020333i,-0.050264+0.027321i,-0.035635+0.034105i,-0.018406+0.032035i,-0.0053934+0.020797i,0.00057054+0.010551i,0.0067552+0.0095681i,0.019332+0.013586i
0.51562-0.28595i,0.41695-0.36742i,0.17562-0.37138i,0.0074041-0.29967i,-0.042051-0.14428i,-0.051216+0.012597i,-0.042665+0.089212i,-0.017066+0.096512i,0.025892+0.077219i,0.053828+0.046947i,0.044972+0.032472i,0.034894+0.017833i,0.02608-0.014945i,0.0055644-0.026512i,-0.019574-0.012125i,-0.039192+0.0023064i,-0.036803+0.0081561i,-0.020064+0.0090506i,-0.0042092+0.016947i,0.0089601+0.022088i,0.01174+0.012396i,0.0033664-0.00039594i,-0.0071623-0.010965i
-0.62596+0.72196i,-0.69292+0.79208i,-0.51777+0.62338i,-0.22589+0.45333i,-0.0063853+0.32353i,0.05985+0.17363i,0.044138+0.068022i,0.046264+0.024023i,0.056999-0.009075i,0.047321-0.03434i,0.025314-0.045051i,-0.008371-0.032717i,-0.029478+0.0027642i,-0.018986+0.034605i,-0.0017562+0.047807i,0.0040474+0.046393i,-0.00023536+0.036534i,0.002086+0.022802i,0.013609-0.0021407i,0.010314-0.029001i,-0.0011859-0.031552i,0.0018554-0.018088i,0.011374-0.0096547i
-0.11047-0.61371i,-0.14337-0.40802i,-0.047393-0.084855i,0.048933-0.0090189i,0.063678-0.036213i,0.10121-0.012437i,0.11201-0.038016i,0.033423-0.056544i,-0.017929-0.017652i,-0.0069579+0.015326i,0.015787+0.024801i,0.028175+0.0083325i,0.017175-0.025587i,-0.001261-0.052989i,-0.0070789-0.063552i,-0.0067419-0.054016i,-0.0060025-0.035095i,-0.013299-0.017166i,-0.026642+0.008165i,-0.020719+0.033425i,-0.0030293+0.034914i,0.0007728+0.016979i,-0.0040231+0.0011941i
0.54826+0.46296i,0.65754+0.27063i,0.52605+0.024033i,0.31803-0.04197i,0.16091-0.074216i,-0.017924-0.12602i,-0.13569-0.069666i,-0.10414+0.0070094i,-0.041702+0.01136i,-0.022364-0.013214i,-0.029847-0.030778i,-0.037276-0.012322i,-0.013823+0.033444i,0.024115+0.063141i,0.052081+0.059982i,0.067939+0.025616i,0.0636-0.0083986i,0.046072-0.018984i,0.031769-0.022408i,0.018593-0.027999i,0.0061165-0.023513i,0.0032195-0.0057335i,0.0077698+0.011852i
-0.63747-0.4376i,-0.62582-0.46894i,-0.43384-0.36666i,-0.31148-0.20355i,-0.24302-0.021554i,-0.09423+0.082545i,0.03497+0.054439i,0.048709+0.0053906i,0.011824+0.0059383i,-0.019921+0.028358i,-0.029955+0.045319i,-0.016321+0.035601i,-0.0013762+0.0045404i,0.0039307-0.023176i,-0.00036775-0.036661i,-0.012709-0.027761i,-0.020182-0.0071098i,-0.015493+0.0059426i,-0.0076148+0.0087906i,-0.0033444+0.0083159i,0.0038859+0.003671i,0.0099955-0.0070136i,0.0086996-0.014819i
0.78664-0.20894i,0.64028-0.34369i,0.22102-0.30294i,0.0083726-0.15729i,-0.012728-0.096688i,-0.045259-0.062364i,-0.028037+0.011344i,0.033922+0.030025i,0.036006+0.0028892i,0.0068328-0.0031672i,-0.009708+0.0023151i,-0.0088491+0.0076687i,0.0051551-0.0037527i,0.0040144-0.02346i,-0.0049262-0.023284i,-0.008091-0.0154i,-0.012086-0.0087129i,-0.016713-0.00079127i,-0.023599+0.0033369i,-0.028639+0.0081778i,-0.028596+0.014573i,-0.024051+0.018321i,-0.015027+0.019763i
-0.64304+0.61154i,-0.60644+0.85317i,-0.3507+0.78068i,-0.1794+0.53824i,-0.067935+0.37754i,0.042114+0.24136i,0.055969+0.089568i,0.010879+0.032203i,0.016976+0.033966i,0.036083+0.022593i,0.039222+0.019929i,0.026334+0.015957i,-0.019541+0.019176i,-0.060767+0.041766i,-0.075028+0.05792i,-0.064931+0.070958i,-0.032881+0.076957i,-0.00095082+0.070131i,0.030525+0.058564i,0.054143+0.033112i,0.050713+0.0072278i,0.030595-0.0083098i,0.0082969-0.018965i
0.33992-0.47216i,0.41202-0.51324i,0.36345-0.38147i,0.29107-0.29347i,0.18681-0.30147i,0.058149-0.22842i,0.0097964-0.079087i,0.017594-0.017074i,0.0029513-0.030143i,-0.0045098-0.048802i,0.00017206-0.073894i,-0.0066508-0.078393i,-0.0090025-0.051907i,-0.0011971-0.017357i,0.011078+0.0073537i,0.01104-0.0035824i,-0.0072923-0.03025i,-0.019057-0.041414i,-0.021892-0.042751i,-0.027103-0.035898i,-0.026201-0.020352i,-0.014991-0.00073043i,-0.0022326+0.012948i
-0.10981+0.50846i,-0.084688+0.54524i,0.018871+0.33649i,0.020252+0.17967i,-0.047517+0.18394i,-0.03421+0.14218i,-0.028042+0.040174i,-0.035257+0.01483i,-0.0027586+0.016199i,0.0087168+0.00054129i,-0.0058196+0.0062674i,-0.002342+0.027895i,0.025093+0.039659i,0.05974+0.022683i,0.067221-0.0073475i,0.047711-0.01797i,0.024174-0.013909i,0.0070868-0.01377i,0.0017471-0.016857i,0.00332-0.015843i,0.0046473-0.019025i,0.00019155-0.027964i,-0.0035937-0.031342i
