-0.0031157+6.6827e-05i,-0.0015924+0.00041647i,-0.0011089+0.00083487i,-0.00021131+0.0013816i,0.00026112+0.0023418i,0.00015639+0.0023987i,0.00013434+0.0018371i,3.0305e-05+0.0014614i,-5.1115e-05+0.00050424i,0.00055687-0.00034813i,0.00068518-0.00039019i,0.00071853-0.00056485i,-0.00017247-0.00069014i,-0.00099423-0.0005334i,0.00011933-0.00075686i,0.0002087-0.00034601i,-0.00028334+0.00045497i,-0.00047704+0.0012478i,-0.00079992+0.0011932i,-0.00019051+0.00020482i,0.0003433+0.00022345i,3.5052e-05+0.00067693i,-0.00019079+0.00041189i
0.0010547-0.0013464i,0.0031737-0.0025856i,0.0059608-0.0033504i,0.005866-0.0028555i,0.0033213-0.0017243i,0.0010437-0.00072807i,3.4195e-05-0.00067097i,-0.00014836-0.00080062i,0.00038974-0.00033333i,0.00035737-0.00062675i,-0.00064195-0.0012115i,-0.00053814-0.00035972i,-0.00027147+0.00080767i,-0.00049478+0.0011387i,-0.00024784+0.00031124i,-0.00020735-0.0002766i,-0.00010924+0.00039377i,0.00075755+0.0013826i,0.00063077+0.0011675i,-0.00020893+0.00030732i,-0.00057072+0.00010394i,-0.00042427+0.00039804i,-0.00053422+0.00091011i
0.00061385+0.0012308i,0.0044396+0.0020174i,0.0066251+0.0033996i,0.006234+0.0033573i,0.0046482+0.002278i,0.0023696+0.001329i,0.00042511+0.00010498i,-0.00042118-0.00028889i,0.00024657+4.253e-05i,0.0001321+0.00040048i,-0.00085484-0.00014188i,-0.00050632-0.00070528i,-0.00051668-0.00075423i,-0.00091254-0.0013163i,-0.00059775-0.0013309i,0.00026713-0.00072723i,0.00061559-0.00059532i,0.0011586-0.00043817i,0.0012494+4.7659e-05i,0.00065132+0.00064429i,0.00082809+0.00070952i,0.00075145+0.00012252i,0.00066838-0.00038187i
-0.0012106+0.0034952i,0.00028127+0.0083169i,0.0018941+0.010295i,0.0021633+0.0080817i,0.001592+0.0042537i,0.0011802+0.0009278i,0.00050661-0.00053505i,-0.00060716-0.00015961i,-0.00097863+0.0012058i,-0.00072046+0.0013307i,-0.0003867+0.00025669i,0.00011938+0.00012604i,0.00039998-9.6335e-06i,0.0004109-0.000484i,0.00010328-0.0002019i,-0.00045704-2.5575e-05i,-0.00093405-0.00041366i,-1.8191e-05+0.00017136i,0.00047818+0.0009081i,7.228e-05+0.0010501i,0.00022875+0.00059824i,-9.8306e-05+0.00019087i,-0.00015874+5.1236e-05i
-0.00040157+0.0011784i,-0.0023289+0.0031727i,-0.0044465+0.0030373i,-0.0043218+0.0015702i,-0.001489+0.00079091i,0.00059033+0.00085732i,0.00059318+0.00061451i,0.00061445+0.00036587i,-1.8108e-05-0.0002874i,-0.00080252-0.00077207i,-0.00086753-0.00017921i,-0.00089432+0.00054514i,-0.00028974+0.00062848i,0.00033367-0.00028263i,0.00029895-0.00073894i,-0.00022466-0.0013715i,-0.0008705-0.0011921i,-0.00083473-0.00054579i,-0.00010183-0.00086947i,0.00069687-0.00079587i,0.00040448+7.9911e-07i,0.0005033+0.00046272i,0.00087992+0.00029992i
-0.0011183+0.00042942i,-0.0025619+0.00015435i,-0.0028973-0.00067913i,-0.0019707-0.0011467i,-0.00022681-0.00067469i,0.000399+2.1494e-05i,0.00020299+0.00082666i,0.00013157+0.00080296i,8.9422e-05+4.7604e-05i,2.5821e-05-0.00048965i,0.00020399-6.0219e-05i,-0.00029359+0.00056882i,-0.00042099+0.00042219i,0.00033994+0.00034004i,0.00034658+0.0006371i,-0.00040626+0.00072993i,-0.00066348+0.00061546i,-5.203e-05+6.0472e-05i,0.00052145+9.7556e-05i,0.0001129+0.00050078i,-0.000579+0.00040253i,-0.00055301+0.00024841i,-0.0001316+0.00014901i
-0.0010684+0.0002501i,-0.00099058-0.0023356i,0.00049403-0.0050236i,0.0022278-0.0047639i,0.0013812-0.0029877i,0.00067212-0.0011243i,0.00024081+0.00040603i,0.00031046+0.0013806i,0.0012099+0.00096093i,0.00071975-0.00052837i,-0.00038856-0.0011351i,-0.00075638-0.00043045i,6.2151e-05+0.0001475i,0.00058176+0.00091266i,-0.00015717+0.0011441i,-7.2556e-05+0.00057902i,0.00034184+0.00057926i,-0.00016405+0.00073613i,-0.00046469+0.00048188i,5.5816e-06-0.00023489i,3.5694e-05-0.00067854i,-0.00030414-0.00095593i,0.00017666-0.00058598i
-7.3453e-05-1.7094e-05i,0.0022071-0.0013588i,0.0043653-0.0012824i,0.0046059-0.00045666i,0.0030108+0.00018652i,0.00094247-0.00013522i,-0.0010647-0.00056522i,-0.0017988+0.00024971i,-1.5642e-05+0.0010427i,0.0011537+0.0004707i,0.00083534-0.00031435i,0.00068311-0.00038588i,0.00044281-0.00040466i,0.00036191-0.00073025i,0.00014514-0.00036362i,-0.00030207+8.8325e-05i,-0.00023906+0.00046449i,0.00035528+0.00067206i,0.0012488+0.00097512i,0.00073914+0.0012667i,-0.00025661+0.00096786i,-0.00054639+0.00080184i,-0.00077465+0.00022122i
0.001243-0.00027508i,0.0035713+0.0017383i,0.0051167+0.0039602i,0.0035755+0.0028239i,0.0016636+0.0012341i,0.00076039-2.9411e-05i,0.00020708-0.00079481i,-0.00059261-0.00015534i,-0.00045899-5.479e-05i,0.00028083-0.00036246i,0.0001319-0.00027017i,-8.3104e-05-0.00079365i,0.0006974-0.0014955i,0.00056645-0.0013686i,0.00023404-0.00025261i,0.00017968+0.0005855i,-4.3053e-05+0.0002333i,-0.00060479+0.00015333i,0.00041977+6.1537e-05i,0.00059937+0.00065951i,-0.00075091+0.0008738i,-0.00050882-0.00012119i,-0.00040697-6.281e-05i
-0.0005191+0.0021269i,-0.00020695+0.0046337i,0.00039699+0.0049062i,0.0009925+0.0018506i,0.00068118-0.0002103i,0.00067039-0.00048087i,0.00073854-0.00027461i,0.00040849-0.00045295i,-0.00038521-0.00072235i,-0.0008706-0.00044858i,-0.0011362-5.6667e-05i,-0.00083077-0.00017463i,5.1856e-05-0.00012847i,0.00080564-0.00031803i,0.00069179-0.00073971i,4.0357e-05-0.00063948i,-0.00064041-0.00052798i,-7.3356e-05-0.00011773i,0.00061617-3.2007e-05i,0.00072793-5.1613e-05i,0.00023255-0.00029995i,-0.00025185-0.00068104i,-0.00023216-0.0003952i
-0.0015019+3.0164e-05i,-0.0030769+0.0026646i,-0.0029523+0.0028436i,-0.0014436+0.0010661i,-0.00011313+0.00025239i,0.00062482+0.00044437i,0.00015503+0.00046924i,-0.00041795+0.00019039i,-0.00046154-0.0001232i,0.00023529-0.0001458i,0.00061731-0.00029639i,0.00061543-0.00019916i,0.00020032-0.00013496i,-0.00041567-0.00082164i,-0.00043692-0.001139i,-0.00030613-0.00079004i,5.8724e-05-0.00013551i,0.00085005+3.2616e-05i,0.00072963-6.5927e-05i,0.00031935+0.00043793i,0.00041006+0.00055071i,0.000404+0.000556i,0.00069556-7.5548e-07i
-0.00099514+0.00042454i,-0.0027592-0.00018957i,-0.0033337-0.0021474i,-0.0017361-0.0035731i,0.00084514-0.0029606i,0.0019612-0.0014998i,0.0016715-0.00017272i,0.00082505+0.00044585i,0.00070383-2.9717e-05i,0.00072549-0.0007823i,6.6057e-05-0.0012804i,-5.4792e-05-0.00066542i,-0.00026048+0.00051832i,7.3162e-05+0.00074785i,0.00077804+0.00059868i,0.00044536+0.0001556i,-0.00016776-0.00019764i,-0.00030731-0.00038736i,-6.681e-05+4.8166e-05i,0.00014493+0.00049915i,-0.00015973+0.00068541i,-0.00099565+0.0002987i,-0.00079088-0.00040233i
0.0020706-0.0016934i,0.0024629-0.0037743i,0.0040932-0.0052867i,0.0039372-0.0041965i,0.0024464-0.0025866i,0.0010622-0.0012293i,0.00096596-3.8589e-05i,0.0012846+0.00079631i,0.00075648+0.0010443i,9.7219e-05+0.00066697i,-0.00070998+0.0009337i,-0.00070897+0.0013632i,-0.00032193+0.00029163i,-0.00064201-0.00041877i,-0.0009254-0.00018816i,-0.00049177-0.00016739i,-0.000167+0.00013484i,0.00013099+0.0004203i,-2.6314e-06+0.00065039i,-0.00022184+0.00085848i,-0.00017838+0.00098078i,-0.00022995+0.0010283i,-0.00032468+0.0010254i
0.001644-0.0015303i,0.0037381-0.0019653i,0.0053785-0.001133i,0.0046284-0.0012847i,0.0034084-0.0012304i,0.0013754-0.00021472i,0.0004309+0.00040783i,0.00067486+0.00087806i,0.00034997+0.00038767i,-0.00041849-1.1017e-05i,-0.00098309+0.00029605i,-0.0010287-0.00017899i,-0.00040215-0.0011818i,0.00022877-0.0011976i,0.00011694-0.00041397i,-0.00042385+0.00014167i,-0.00024551+0.00016307i,0.00026628-0.00020681i,-0.00017714-0.00096103i,-0.00048783-0.0015964i,-3.5263e-05-0.0016713i,0.00037427-0.00079463i,0.00018291+0.00034487i
1.2847e-05+0.0016459i,0.0023721+0.0028961i,0.0037376+0.0033509i,0.003243+0.0032253i,0.0025628+0.0020257i,0.001872+0.00071678i,0.0010688+0.00051037i,0.00064099+0.0008117i,-2.6653e-05+1.3463e-05i,-0.00010028-0.00069271i,0.00015021-0.00053015i,-0.00022674-0.00064928i,-0.00059634-0.00093868i,-0.00030823-0.00052725i,-0.00024771+0.00016688i,-0.0001298-0.00059964i,0.00030098-0.00075816i,0.00030768-9.4468e-05i,0.00071581+9.7835e-05i,0.0017464+8.2055e-06i,0.0010647-0.00012572i,-0.00075164-0.00037595i,-0.00096802+3.8391e-05i
-0.002252+0.0010113i,-0.0028999+0.0033675i,-0.0031048+0.0051195i,-0.0017138+0.0052787i,0.00049305+0.0038075i,0.00069962+0.002302i,-0.00058904+0.0010908i,-0.0012224+0.00041037i,-0.00085946+0.00011898i,-0.0005759+0.00012374i,-0.00047713+0.00051713i,-0.00044972+0.00092528i,-1.0443e-05+0.00043266i,0.00073572+6.2638e-06i,0.00037662-7.1782e-05i,0.00013444-0.00052833i,6.792e-05+0.0004488i,-0.00027853+0.0013722i,9.0538e-06+0.0005899i,0.00036924+0.00017194i,0.00029799+0.00064169i,0.00019796+0.00054778i,2.8391e-05+0.00036271i
-0.0010696+0.00046903i,-0.0038818+0.00084629i,-0.0050394-0.00019208i,-0.0028094+0.00011171i,1.2166e-05+1.8905e-06i,8.7353e-06-0.0010205i,-0.00097637-0.0014843i,-0.0002607-0.0013097i,-2.5718e-05-0.00078707i,-0.00033074-0.00045844i,-0.00058099-0.00019948i,-0.0007446+0.00045527i,-0.0002386+0.0010908i,-5.3446e-05+0.00038344i,-0.00042701-0.00025436i,-0.00092126-0.00036854i,-0.0011701-3.6304e-05i,-0.00021001+0.00037614i,0.0010162+0.00019889i,0.00086453+0.00047801i,0.00035796+1.4234e-05i,-5.0352e-05-0.00077387i,0.00014451-0.00046982i
-0.00080772-0.001711i,-0.0015923-0.0025279i,-0.0019925-0.0038095i,-0.0011327-0.0039731i,0.00017562-0.0030244i,7.4965e-05-0.0015956i,-0.00042749-0.00057087i,4.9879e-05-0.00036331i,0.00063485+0.0003736i,0.00019153+0.0005229i,-8.6834e-05-0.00014624i,-0.00024844-0.00013141i,-0.00030484+5.6062e-06i,-7.3152e-06-0.00015619i,0.00071065-0.00066724i,0.0008584-0.00036554i,-0.00011224+0.0010854i,-0.00073449+0.0015684i,-0.00045805+0.0011479i,0.0002198+0.00038065i,0.00095442+8.3688e-05i,0.0011294+0.00018563i,0.00053244-0.00033011i
-0.00026838-0.0015214i,0.0010687-0.0027144i,0.0034934-0.0041473i,0.0037589-0.0028567i,0.0020702-0.00089015i,0.00187-0.00010017i,0.0016493-6.1589e-05i,-0.00024883-0.00029007i,-0.0010986+0.00050144i,-0.00091204+0.00057266i,-0.00058218+9.1769e-05i,-0.00043812+0.00040792i,-0.00015518+0.00054668i,0.00065867+0.00031055i,0.00063357+0.00028707i,-0.0002275+0.00017282i,-0.00066395-0.000379i,-0.00032427-0.00043741i,5.0289e-05-0.00046098i,-0.0001753-3.2372e-05i,-0.00049832+3.7598e-05i,-0.00033563-6.1994e-05i,-0.00014347+0.00015413i
-0.001139-0.00022107i,0.0020429+0.00068638i,0.0038923+0.0014745i,0.0032984+0.0015849i,0.0025301+0.00097922i,0.0018413+0.000413i,0.00098389+6.8977e-05i,-0.0002378-0.00014138i,-0.00064206+6.0427e-05i,0.00018165+4.0383e-05i,-0.00045878-1.8679e-05i,-0.0015124+0.00036682i,-0.0015919+0.00031852i,-0.0014598+0.00016142i,-0.00103+0.00010221i,-0.00044604+0.00012181i,0.00036321+0.00010166i,0.00037302-3.0728e-05i,-0.0001628-0.00074289i,-0.00012659-0.00079479i,0.00022868-5.0343e-05i,0.00080809+0.00039017i,0.00025841+0.00097944i
0.00037547-0.00089216i,0.001954+0.00047558i,0.0027351+0.0030284i,0.0027326+0.0024667i,0.0020743+0.00091243i,0.0012164+0.00023974i,0.00031051+0.00013634i,-0.00032293+0.00030597i,-0.00044916+5.6006e-05i,-0.00025239+0.00032701i,-3.3024e-05+0.0011055i,-0.0006049+0.00073071i,-0.00093469-0.00029726i,0.00027125-0.00065496i,0.0002708-0.00041491i,-0.00074801-2.1452e-05i,-0.00056303+0.00025812i,-3.1906e-05+0.0001623i,-0.00010341-0.00013373i,-0.00028652-0.00036759i,-4.1205e-05-0.00055874i,0.00044378-0.00028376i,4.9814e-05+0.00045019i
0.0041749+0.0021826i,0.002857+0.0031258i,0.0018067+0.001729i,0.0015363-0.00057321i,0.00066388-0.0012889i,-0.00046677-0.0002617i,-0.00017962+0.00065025i,0.00023495+0.0010003i,0.00055091+0.00061099i,0.00049481-0.00037043i,0.00017572-0.00055224i,-0.00015843-0.000391i,0.00010788-0.0010007i,0.00079229-0.0007168i,0.00012896-0.00078013i,-0.00061295-0.0013137i,-0.00071363-0.00083568i,-0.0004307+0.00018304i,-0.00047001+0.00090484i,0.00016901+0.00061284i,0.0010262-0.00075411i,0.00064345-0.0013533i,6.7458e-06-0.00054988i
-0.0018464+0.0020207i,-0.0036921+0.0016284i,-0.0046659+0.0011219i,-0.0024325+1.0868e-05i,-8.5718e-05-0.00029511i,-0.00032982+8.0269e-05i,-0.00040242-0.00013654i,8.2673e-05-0.00029958i,0.00036184-0.00010163i,0.0007213+1.9995e-05i,0.00061097+0.0002142i,0.00062621+0.00022191i,0.00113+0.00027007i,0.0014287+0.00012209i,0.0012098+0.00029654i,0.00016688+0.00049343i,-0.00064614+0.00037653i,0.00026306+0.00050285i,0.00088172+0.00054199i,0.00050677+0.00030332i,0.00036307+0.00043474i,0.0003977+0.00058681i,6.0701e-05+0.00047413i
0.0012951-0.00081486i,0.00012937-0.0019145i,-0.00017108-0.0034448i,0.00099913-0.0028593i,0.00083017-0.0019317i,0.00037949-0.0011985i,0.0005814-0.00029313i,0.00049388+0.00034008i,1.1422e-05+6.4908e-05i,-1.7637e-05-0.00027837i,0.00036464-0.00019246i,-4.2629e-07-0.00024874i,-0.00046415-0.00016914i,-0.0005393-0.0001644i,-0.00024312-0.00034098i,1.0689e-05-0.00029787i,-0.00037149+3.5525e-05i,-6.5776e-05+0.00072514i,0.00093142+0.0010358i,0.00055925+0.00043271i,-0.00046941+9.2498e-05i,-0.00061478-0.00021263i,8.8611e-05+0.0001742i
0.00063561-0.00052781i,0.0016797-0.0018548i,0.0019769-0.003049i,0.0014656-0.0029943i,0.0015005-0.001387i,0.0014922-0.00046489i,0.0008392-0.00089554i,-0.00012497-0.00017216i,9.4079e-05+0.00022653i,-0.00015277-0.00068468i,-0.00055977-0.0010653i,0.00060878-0.00094742i,0.00077712-0.0007752i,0.00056181-0.00065746i,0.00089628-0.00033203i,0.00045888+0.00036123i,-0.00030357-5.4669e-05i,-0.00073934-0.00014721i,-8.5965e-05+5.8449e-05i,0.00057663-0.00048261i,-3.065e-05-0.0010439i,-4.0869e-05-0.00097612i,-7.0946e-05-0.00044742i
0.0019721+0.00075677i,0.0043342+0.0013486i,0.0062395+0.0015675i,0.0067332+0.001051i,0.0047792+0.0002477i,0.0012658-0.00035939i,-0.0004993-0.00018032i,-0.00026984-0.00038569i,0.00058844-0.00076472i,0.0011584-0.0010962i,0.00069114-0.00081744i,-0.00020793-0.00028959i,0.00020234-0.00050168i,0.00030956-0.00068528i,-0.00020841-0.00077952i,0.00022403-0.00048329i,0.00028558+0.00045791i,-0.00012393+0.00074798i,-0.00047544-0.0001307i,-0.00013768+0.00037808i,0.0002432+0.00081194i,0.00046297+0.00037168i,0.00089211+0.00016366i
0.00090772-0.00047971i,0.0011354+0.00064239i,-0.00043779+0.0020513i,-0.001281+0.0027597i,-0.00072715+0.0017195i,-0.00037926+0.00038803i,-0.00044692+0.00013118i,-0.00042897+0.00061459i,-0.00072643+0.0010889i,-0.0010663+0.00055356i,-0.00075708+0.00069455i,-0.00055449+0.0013577i,-0.00064014+0.0010311i,-0.00074154-0.00024304i,-0.00011771-0.00074803i,0.0003641-0.00041352i,-0.00040016-0.00028484i,-0.00079207-0.00057384i,-8.8324e-05-0.00027998i,0.00028309-3.5802e-05i,-0.00010937-2.9024e-05i,-0.00028957+0.00030668i,-0.00021805+0.00064483i
-0.0011999+0.0030085i,-0.0014683+0.0044755i,-0.00095269+0.0043756i,-0.00027381+0.0022491i,0.00078542+0.00017259i,0.0016761-0.0007544i,0.00063032-0.00096126i,-0.0003437-0.00073501i,0.00066164-0.00038108i,0.0020471-0.00031341i,0.0017871-0.00056557i,0.00030331-0.00034762i,-0.00061902+0.00034089i,-0.00058842+0.00042101i,-0.00014341-2.4707e-05i,-6.7911e-05-0.00015287i,0.00032222+0.00024676i,0.00078833+0.00038393i,0.00092488-0.00013311i,0.0010623-0.00029651i,0.00094169+5.748e-05i,0.00058822+0.00092664i,-0.00037661+0.0008615i
-0.0013006-0.00036607i,-0.0027291-0.0014745i,-0.0024162-0.0028559i,-0.00076382-0.0028311i,0.00014119-0.0015373i,0.00042211-0.0014059i,3.6375e-05-0.0015154i,-0.00024171-0.00032679i,0.00054635+0.00080566i,0.0013907+4.9448e-05i,0.001776-0.00051031i,0.0012422-0.00025727i,0.00095741-0.00039903i,0.00069064-0.00061075i,7.7537e-05-0.00046708i,-0.00015528+0.00010538i,-8.4181e-05+0.00050302i,0.00019007+0.00076194i,-5.5191e-05+0.00038399i,-0.00043101-0.00015009i,-0.00061286-4.9375e-05i,-0.00068436+0.00039329i,-0.00023325+0.00040587i
-0.0017099+0.00013321i,-0.0016588-0.0012906i,-0.0010032-0.002266i,0.0010287-0.0020687i,0.0025797-0.0011636i,0.0018639-0.00026056i,0.00054005+0.0001745i,0.00066938+0.00021374i,0.00018622+6.8106e-05i,-0.00018832-0.00027609i,-0.00016601-0.00058951i,0.00023449-0.00014847i,0.00097621+0.00062716i,0.0011556+0.00089724i,0.00096164+0.00060821i,0.00033125+5.6401e-06i,-0.0005065-0.00037367i,-0.00079264-0.00041743i,-0.00026131-0.00068823i,0.00011645-0.00093179i,7.6295e-05-0.00018365i,-0.00023146-4.9984e-05i,-8.1723e-05-0.0002056i
2.1117e-05-0.00010553i,0.0019564-0.0010249i,0.0037132-0.00082143i,0.0034937-0.00027986i,0.0018684-0.00046965i,0.0010596-0.00080578i,0.00037223-0.00036479i,-0.00028126+0.00056878i,-7.2666e-05+0.0010741i,0.00048228+0.00093514i,0.00020353+0.00086724i,-0.00026211+0.0010234i,-0.00031788+0.0008245i,-5.5323e-05+0.00067755i,-0.0001094-0.00012823i,-0.00033991-0.00023051i,-0.00079227+0.00078952i,-0.00048294+0.0011852i,0.0012445+0.00058573i,0.0011796+0.00031961i,2.8767e-05+4.9077e-05i,-0.00019239-0.00055703i,0.0004192-0.00010903i
-0.00077004-0.0014839i,8.4029e-05+0.00018126i,0.00060263+0.0019185i,0.00065805+0.0027352i,0.00062806+0.0029249i,0.0006272+0.0024418i,0.0003307+0.0014958i,2.186e-05+0.00033329i,9.2736e-05-4.7934e-05i,-0.0002748+4.5541e-05i,-0.00065944+0.00031022i,-0.00048444+0.00055573i,-0.0001981+0.00025591i,0.00034268+0.00037807i,0.0011401+0.00075637i,0.00054961+0.00089355i,-0.00017903+7.7777e-05i,-0.00015651-0.00046715i,-0.00020658-0.00028062i,-5.3864e-05-0.00018102i,-0.00013972+0.00040513i,-0.00071954+0.00039625i,-0.00027572+0.00035193i
0.0020837+0.00058354i,0.0031159+0.0025359i,0.0021657+0.0035776i,0.0010847+0.0020685i,0.00041407+0.0001802i,-0.00034627-0.00081129i,-0.00053366-0.0009177i,-0.00014447-0.00077628i,0.00053754+9.2735e-05i,0.00019794+9.5638e-06i,-0.00032399-0.00061637i,-0.00046579-0.00062191i,-0.00063786-0.00037783i,-0.00029521+0.00042553i,-0.00050131+0.001092i,-0.00069198+0.00050214i,-0.00016672+9.2737e-05i,-0.00020215+8.3824e-05i,0.00025955-6.4732e-05i,0.00068795+0.00034979i,0.00047651-0.00015367i,-0.00012726-0.00086775i,-0.00072991-9.2649e-05i
-0.0015283+0.00037285i,-0.0015428+0.000626i,-0.0020636-4.5059e-05i,-0.0023833-0.00031333i,-0.0016346-0.00050136i,-0.00046748-4.1404e-05i,-0.00030303+4.3836e-05i,-0.00061265-0.00040969i,-0.00046552-0.00066382i,0.0001973-0.00098256i,0.00027219-0.0014394i,-0.00051599-0.0014557i,-0.00112-0.00083815i,-0.0007161-0.00042252i,-0.00013894-0.00023391i,0.00026873-7.4482e-05i,-2.2458e-06+0.0009627i,-0.0003168+0.0010288i,0.00032945+0.00014889i,0.0008065+0.00015308i,0.00022248-7.9111e-05i,-0.00077852+0.00049315i,-0.001277+0.0013775i
-0.0032741+0.0011839i,-0.0038895+0.0015239i,-0.002305+0.0018758i,-0.00082783+0.0013098i,0.00039643+0.00022837i,0.00049168-0.00018171i,-0.00032913-0.00023963i,-0.00032612+0.00020217i,0.0001931+0.0001079i,0.00018983-0.00038905i,6.6546e-05+0.00014479i,-0.00057064-0.0006568i,-0.00086364-0.0017862i,-0.00030437-0.0011704i,2.1786e-05-0.00063783i,9.2566e-05-0.00096053i,-0.0003498-0.00018295i,-0.0011576+0.001344i,-0.00070566+0.0014167i,0.00015639+0.00081113i,0.00021823+0.0005063i,0.00049862+0.00040528i,0.00015008+0.0008791i
-0.0017278-0.0014835i,-0.0014482-0.0017326i,-0.00014415-0.0010793i,0.00094723-0.0012366i,0.0013255-0.0012712i,0.0016573-0.0006528i,0.00131-0.00020926i,0.00034421-0.0001297i,0.00014803+4.0512e-05i,0.00028173+0.00010942i,0.00010104-0.0003244i,-0.0004878-0.00020624i,-0.00045653-0.00020245i,0.00013-0.00044578i,0.0005227+0.0002472i,0.00052539+0.00013876i,0.0005758-0.00036095i,-5.5598e-05+0.00039641i,-0.00065053+0.00066672i,-5.4891e-05+0.00055928i,0.00083267+0.0010017i,0.00072901+0.0011649i,0.00027409+0.00085625i
0.001411-0.0024871i,0.0026367-0.0017231i,0.0021747-0.0014094i,0.00041673-0.0011555i,0.00015739-0.0012946i,0.0014218-0.0011682i,0.001698+0.00023494i,0.00070194+0.00069986i,0.00046343-0.00012936i,3.3579e-05-0.0007624i,-0.00082558-0.00044519i,-0.0013616-0.00026297i,-0.00036665-0.00016264i,0.00053539-0.00062526i,-0.00015244-0.0008929i,-0.00097605-0.00011541i,-0.0011791+0.00013929i,-0.00019128+0.00052763i,0.00072375+0.0006822i,0.00022939+7.1417e-05i,-0.00035431-0.00025223i,2.5236e-05-0.00052166i,0.00048242-0.0002412i
0.00094766-0.00034132i,0.0014536+0.00043494i,0.0013622+0.0020206i,0.0013398+0.0026711i,0.0015452+0.0021773i,0.00090409+0.0014016i,-0.000459+0.00065033i,-0.0011723+0.00010751i,-0.00053563+0.00056025i,-0.00019734+0.0011293i,-0.00070298+0.00088766i,-0.00053968+0.00061761i,-0.00041953+0.00083731i,-0.00082043+0.00060913i,-0.00021959-0.00021583i,7.759e-05-0.00030681i,-0.00053432-0.00036551i,3.5931e-05-0.00056478i,0.0003996-0.00052397i,0.00081107-0.0005924i,0.00047585-0.000445i,-0.00065853-0.00062282i,-0.00039865-0.00033333i
0.00063072-9.8971e-05i,6.1075e-06+0.0012622i,-0.00073914+0.0025695i,-0.00064643+0.0022445i,0.0001206+0.0016697i,-5.7619e-05+0.0012166i,-0.00086594+0.00065536i,-0.00093476-0.00012169i,-0.00069587-0.00066161i,-0.00089862-0.00058451i,-0.0010529+5.1324e-05i,-0.00027928+0.00051183i,0.00082202+0.00014921i,0.00056554-0.00064124i,0.0003869-0.00096617i,0.00038675-0.00057394i,0.00054148-0.00012397i,0.00098673+0.00016642i,0.0011261+0.00064026i,0.00063583+0.00061025i,1.9185e-05+0.000568i,-0.00059559+0.00064102i,-0.00019528+0.00071234i
-0.00053646+0.0012592i,-0.0010245+0.0020315i,-0.0015601+0.0011976i,-0.00042332-0.00010253i,0.00050887+0.00027251i,0.00066169-0.00032549i,0.00020499-0.00099433i,-0.00033784-0.0008759i,-0.00068643-0.00052199i,-0.0011113+0.00011073i,-0.0010347+0.0001884i,-0.00040225-0.00015729i,0.00013263-0.00015304i,0.00019956-0.00016417i,0.00012671-0.00014356i,0.00016563+5.8564e-05i,-0.00033301+0.00049617i,-0.0010279+0.00098322i,-0.00068248+0.00067423i,-0.00020951+0.00019233i,-6.1739e-05+4.0161e-05i,-0.00010984-0.00030715i,0.00018061-0.00057977i
-0.0014381-0.00023735i,-0.0029226-0.00024991i,-0.0026064+0.00028617i,-0.00053545+0.00074058i,0.0007585+0.00026375i,0.00081602-0.00026954i,0.00053258-0.0010668i,0.00013861-0.0020809i,-0.00026873-0.0014153i,-0.00019944-0.00045292i,-0.00036226-0.00015323i,-0.00027117+0.00069188i,-0.00047855+0.00047768i,-0.00059466-0.00047186i,0.00024586-0.00051932i,0.00033252+0.0002036i,-0.00043095+0.0013131i,-0.00058858+0.001774i,-8.5601e-05+0.0015343i,-0.00026174+0.00080889i,-3.0359e-06-9.417e-06i,0.00041315-0.00015478i,9.4993e-05+0.0003321i
-0.003417-0.0012547i,-0.0017939-0.00081014i,-1.6803e-05+0.0002699i,0.0010433+0.00048215i,0.0016162+0.00047842i,0.0013057+0.00062069i,0.001076+0.00011736i,0.00035327+0.00015183i,5.0677e-06+0.00051925i,7.0665e-05+0.00069506i,0.00028604+0.00053955i,0.00057391-0.00014524i,0.00061206-0.00014178i,0.00064913+0.0006122i,0.00066586+0.00075111i,0.00087796+0.00021406i,0.00050306-0.00016603i,0.00017198-0.00072623i,-1.2031e-06-0.00011025i,2.2768e-05+0.00051671i,0.00076255+0.00033551i,0.0011791+0.00019585i,0.000905+0.0001799i
0.00047419+0.00066004i,0.0016607+0.00063549i,0.002359+0.0014413i,0.0024295+0.0018136i,0.0021697+0.00083023i,0.001478-0.00062653i,0.0008523-0.00079576i,0.00030111+0.000681i,0.00052459+0.0015695i,0.00055642+0.0014692i,0.00035256+0.0007767i,-3.1224e-06+0.00034876i,-0.00040061+0.00045399i,-0.0007976+0.00056025i,-0.00085747+0.00072591i,-0.00099342+0.00055542i,-0.0007804+0.00061279i,-0.00035516+0.0006673i,-0.00044726-5.2023e-05i,6.9829e-05-0.00025048i,0.00047891-0.00020499i,0.00036395-7.045e-05i,0.00039265-5.5445e-05i
-0.00058358+0.0008807i,0.00040383+0.0021012i,0.0011281+0.0026788i,0.0015462+0.0017866i,0.0010362+0.00064118i,0.0008955+0.00061818i,0.00047965+0.0010421i,-1.8421e-05+0.0013388i,0.00047356+0.001055i,0.0010267+0.00041848i,-7.7468e-05+0.00019598i,-0.00069385+3.3769e-06i,-0.00018288+0.00021575i,-0.000212-3.5076e-05i,-0.00063723-0.00049731i,-0.0010676+0.00015583i,-0.0013428+0.00081155i,0.00040771+0.00017395i,0.0014453+8.5e-05i,0.0009705+3.2983e-05i,0.0013075-0.00043256i,0.0010878-0.00077911i,-0.0001998-0.00042469i
