-0.00329+0.000577i,-0.0018785-0.00088627i,-0.0026784-0.00082127i,-0.0024636+0.0012567i,-0.0019427+0.0023017i,-0.0013956+0.0020181i,-0.00032491+0.0026378i,0.00076545+0.0020904i,0.0014586+0.00097555i,0.00099255+0.00047818i,0.00031798-0.00052707i,0.00015504-0.0011414i,0.00029033-0.00098751i,7.5025e-05-0.0003206i,-6.8483e-06+0.00040021i,0.00037566+0.00039277i,0.0013053-0.0001567i,0.00057938-0.00059711i,-8.4652e-05-0.00023506i,0.00066905+0.00017535i,0.00033932-5.3815e-05i,-0.0005136-0.0002809i,-0.00036985-0.00048824i
0.00015613+0.0030475i,0.00017139+0.0019478i,0.0010364+0.00163i,0.0024944+0.0015126i,0.0026923+9.8755e-05i,0.0016984-0.00014135i,0.0011537-0.00030343i,0.00083084+0.00016549i,0.00031244+0.00071974i,0.00022656+0.00019319i,-0.00042428-8.2717e-05i,-0.00092601-0.00094869i,-0.00076932-0.0014916i,-0.00091107-0.0010833i,-0.00029602-0.00092803i,-2.4165e-05-0.00026994i,-0.0004981+0.00018585i,-6.7027e-05+0.00028158i,-0.00010659+0.00027757i,-0.00037806+0.00010379i,0.0001522+0.00064988i,0.00029536+0.00045517i,-0.00047414+0.00017771i
-0.00010147-0.0030644i,0.00077884-0.0021007i,0.0010919-0.00057053i,0.0002728+0.00014239i,0.00026724-3.2592e-05i,0.00068228+0.00048392i,0.00084014+0.00097899i,0.00053214+0.00051359i,-0.0002686+0.00048245i,-0.00072982+0.0013709i,-0.00014344+0.00082214i,0.000271-0.00044678i,0.00015229-0.00038504i,-0.00034556+0.00040634i,-0.0009497+0.00075446i,-0.00090057-0.00034828i,-0.00052265-0.0010335i,5.5614e-05-0.0003767i,0.00026561+0.00020834i,0.00018211+0.00025439i,-0.00040338+5.4648e-05i,-0.00055969-0.00068225i,-0.00063843-0.00099913i
-0.0021857-0.0013732i,-0.0031857-0.0018035i,-0.0031682-0.0016362i,-0.00204-0.00041388i,-0.00076312+0.00061029i,0.0002184+0.00065638i,0.000644+0.00029685i,0.00028269+0.00040641i,-0.00040818+7.1596e-05i,-0.00090787-5.4587e-05i,-0.00087517+0.00021087i,-0.00044256-0.00017509i,9.8885e-05-0.00062126i,0.0008481-0.00040066i,0.00022472-0.00011926i,-3.6894e-05-0.00050549i,0.0008936-0.00070886i,0.00078477+7.115e-05i,0.0013452+0.00015366i,0.0012874+0.00020775i,-0.00013122+0.00050227i,-0.00035758-0.00021498i,0.00025199-0.0007877i
0.00023825-0.00044543i,-0.0004104-0.00070182i,-0.00078187+0.0002804i,-0.001252+0.00099811i,-0.00094776+0.0004341i,5.905e-06+0.00079067i,0.0012367+0.0018314i,0.0016354+0.0020564i,0.0010679+0.0011213i,0.00062616+0.00032072i,-0.00045362-0.00074475i,-0.00058368-0.0017589i,5.5633e-05-0.0016274i,-0.00041048-0.00079505i,-0.00095876-0.0002324i,-0.0017572-0.00015548i,-0.0022295-0.00050953i,-0.001575-0.00037026i,-0.0010287+0.00027177i,-0.00080336+0.0004969i,0.00027344+0.00015982i,0.00067704-0.00070701i,0.00018498-0.00093547i
-0.0016472-9.1808e-06i,-0.00035853-0.00077783i,0.0010438-0.0016937i,0.00081341-0.0014244i,0.0004011-0.0004158i,0.00016488+3.0016e-05i,0.00031051-0.00030777i,0.00081451-0.00080444i,0.00064644-0.0008777i,-0.00015309-0.00042788i,-0.00052682-1.1144e-06i,-4.31e-05-0.00064751i,-1.4302e-05-0.0012836i,-0.00019838-0.00048513i,0.00026216+0.00018035i,0.00028735+0.0003685i,0.0002508+0.00056055i,-0.00020395+0.00022622i,-0.0005568+0.00025069i,-3.9814e-05+0.00087207i,0.00063343+0.001066i,0.0008185+0.00054784i,0.00026227+8.7018e-05i
-0.0011809+0.00048333i,-0.0003374+0.00052223i,0.00076466+0.0028935i,0.0014151+0.0031701i,0.0010733+0.0018967i,0.00091698+0.00097261i,0.00085612-0.00015394i,0.00063885-0.00086963i,0.00058118-0.0010451i,0.00056091-0.00043095i,9.6773e-05+0.0003623i,1.3526e-05+0.00018753i,0.0002265-9.2941e-05i,0.00052036+0.00040636i,0.00058803+0.00010882i,0.00024164-0.00065941i,-0.00012038-0.00091298i,-0.0003925-0.00094708i,-0.00058006-0.00059201i,-0.00043499-0.00010879i,0.00011745+5.9675e-05i,-0.00026528-2.2333e-05i,-0.0013827+7.5882e-05i
-0.00025214+0.0010145i,-0.00076504+0.000582i,-0.0010339+0.00043419i,-0.00054583+0.00049268i,6.5309e-05+0.00067438i,-0.00047577+0.00061142i,-0.00038002+0.00088621i,0.00040586+0.00081964i,0.00026322+0.00028938i,0.00029688-0.00025202i,0.00010302-0.00040042i,-0.00026487+0.00012561i,-0.00057364+0.00026607i,-0.00025976+0.00015401i,0.00030211+0.00053589i,0.00043744+0.00064015i,0.00033867+0.00064395i,-6.3033e-05+0.0010335i,0.00016259+0.0011742i,-2.8999e-05-0.00014382i,-0.00026208-0.00072702i,0.00011966+0.00024489i,0.00097316+0.00034595i
-0.0013755+0.0015336i,-0.0013343+0.001664i,0.00031953+0.0012324i,0.00044185+0.0013756i,0.00074633+0.0013697i,0.0017564+0.00073127i,0.0019737+0.00024701i,0.0012038-0.00042065i,0.000587-0.00037821i,0.00031064-9.9786e-05i,0.00039324+0.00038791i,0.00094446+0.0008483i,0.00047924+0.00025367i,-0.0004288-3.9056e-05i,-2.9657e-05-0.00010077i,0.00048363-0.00056923i,-2.2771e-05-0.00068313i,-0.00071623-0.0005361i,-0.0007688-0.00013336i,-0.00013691+0.00019899i,0.00050221+0.00024344i,0.00072477-0.00055914i,7.5746e-05-0.00064214i
-0.00085079-0.0014832i,-0.0023108-0.0012911i,-0.0022218-0.0010359i,-0.0011094-0.00020408i,-0.0010024+0.00099287i,-0.0010205+0.0011439i,-0.0001354-0.00057096i,0.00056315-0.0014976i,0.00028453-0.00079418i,-0.00032506+8.239e-07i,-0.00088724-4.0509e-05i,-0.00056703+0.00023594i,0.00016329+0.00074212i,-5.4057e-05+0.0002984i,-0.00071152+0.00028179i,-0.00058393+0.00060429i,-0.00057606+0.00074017i,-0.00049037+0.00052105i,0.00025091-9.6395e-05i,0.00093758-0.00032447i,0.0011023-0.00015099i,0.0006266-0.0001663i,0.00033497-0.0003513i
0.00045678-0.0015583i,-0.00065797-0.00089331i,-0.0021309-0.0010339i,-0.0014056-0.0014429i,0.00045256-0.00085694i,0.0014057-0.0006799i,0.0012969-0.00054285i,0.00097975-0.00041657i,0.00045998-0.00060256i,0.00010534-0.00046627i,-0.00011492-0.00049115i,-0.00045826-0.0012608i,-5.2683e-05-0.00075054i,2.6417e-05-1.2359e-05i,-1.4669e-05-1.6081e-05i,0.00041142+0.00033228i,0.00046233+0.00054816i,0.00074646+0.00024755i,0.00069943+0.00016104i,0.00024737+0.00025722i,7.9129e-05+0.00038895i,0.0002793+0.00017873i,3.0098e-06-0.00035362i
-0.00037882+0.00029544i,0.00014123+0.00072075i,0.0001645-0.00028965i,-0.00018824+8.8121e-05i,-0.00047702+0.0013058i,0.00028286+0.0016153i,0.0001088+0.0007261i,-0.00069939-0.00013435i,-0.00090118+0.00024481i,-0.0012328+0.00019844i,-0.00063636-0.00036276i,0.0003963-0.00065479i,-0.00052152-0.00038818i,-0.00085868-0.00055076i,-7.2081e-06-0.0009135i,0.00025069-0.00052433i,0.00020394-0.00029194i,-0.00035886-0.00032163i,-0.0011895-0.00030571i,-0.00014021-0.00015086i,0.00086188+0.00065321i,0.00065534+0.00076417i,0.00083134+6.8739e-05i
0.0020999-0.00016048i,0.0019111-4.6726e-05i,0.0025213-0.00057236i,0.002212-0.00023013i,0.00083096+0.00047624i,0.00091832+0.00023669i,0.0016908-0.00014212i,0.0017841-0.00029966i,0.00092351-0.00092103i,-0.00011793-0.0014014i,-0.00059623-0.0015255i,-0.00058077-0.0015604i,-0.00081129-0.0007041i,-0.00059412+0.00019537i,-0.000271-0.00026013i,-0.00058084-0.00074975i,-0.00049519-0.00036206i,-0.00039772+0.00030256i,-7.414e-05+0.00040905i,0.00031774+0.00035911i,-6.6405e-05+0.00058561i,-0.00053499+0.00065026i,-0.00031566-0.00022739i
-0.00050693+0.00043495i,-0.00074024-0.00016911i,-0.0016105+0.00083707i,-0.00078083+0.00074949i,0.00012798+0.0012523i,-0.00023186+0.0015507i,-6.2442e-05+0.0005561i,0.00026349-0.00012377i,0.0006479-0.00084853i,0.00057051-0.00097924i,-6.0306e-05-0.00059065i,-0.00021026-0.00046015i,-0.00036568-0.00083246i,-0.00054367-0.00096655i,0.00043267-1.5375e-05i,0.00068094+0.00033727i,0.00026799-0.00044558i,0.00040584-0.00059866i,0.00025152-0.00024387i,-9.9356e-05-0.00038486i,-0.00029246-8.1721e-05i,-0.00035004+0.00018539i,-0.00029484+0.00028969i
5.3138e-05-0.00066618i,-0.0011581-0.0010444i,-0.0014237-0.0010488i,-0.0010614-0.001006i,-0.00093111-2.6337e-05i,-0.00074551+0.00074924i,0.00050019+0.00084837i,0.00078328+0.00020357i,0.00036547+0.00031732i,0.0001734+0.00026114i,-0.00025993-0.00025075i,0.00037554+6.6837e-05i,0.00091972+0.00020964i,0.00027175+5.7525e-05i,1.582e-05+0.00014661i,0.00049454-0.00023716i,0.00095725-0.00018455i,0.0015848-0.00018863i,0.0010684-0.0011506i,0.00075902-0.00092221i,0.00081883-3.5431e-05i,0.00048304-4.2246e-05i,-0.00041365-0.00055472i
-0.00095329-0.0012282i,-0.00063685-0.0020045i,5.236e-05-0.0011995i,-0.00050398-0.00052357i,-0.00065151-0.00030369i,0.00080401-0.00076495i,0.0013261-0.001057i,0.00062205-0.00048216i,0.00025769-0.00040002i,-1.5766e-05+0.0002127i,-0.00019766+0.00058312i,-7.8362e-05+0.00039572i,-0.00063544+4.9209e-05i,-0.00085485-0.00065739i,-1.741e-05-0.00071794i,-0.00013405+0.00043882i,-0.00063387+0.0010004i,-5.2405e-05+0.00011066i,-0.00017177-0.00012845i,-0.00043586+0.00039632i,0.00027995+2.4623e-05i,0.0013294-2.6555e-05i,0.0012432+0.00050695i
-0.00072874+0.00041772i,-0.00090952+0.0018682i,-0.00055016+0.0026477i,0.00081965+0.0023589i,0.0018233+0.0020575i,0.0013248+0.0019177i,0.00067062+0.001877i,8.1835e-05+0.0011155i,9.6712e-05-0.00086685i,-0.00015873-0.0019038i,-0.00083452-0.0013367i,-0.00093807-0.00075487i,-0.00031503-0.00041477i,0.00036031+0.0005704i,0.00076105+0.00092196i,0.0010731+0.00041292i,0.00067104+8.7063e-05i,9.1505e-05-0.00024657i,9.1799e-05-0.00024533i,0.00026513-0.00065987i,7.9629e-05-0.00044184i,0.00029038+0.00032422i,0.00014851+4.3778e-05i
-0.0026002+0.0018275i,-0.0034037+0.0014143i,-0.0033575+0.0014415i,-0.0019982+0.00098993i,-0.00039595+0.00034538i,0.00022011-0.00013724i,-4.7262e-05-3.6884e-05i,-0.00042335+0.00021156i,-0.00074874-0.00010793i,-0.00016309-4.6485e-05i,-0.00013518+0.00061346i,-0.00039306-0.00023359i,0.00010472-0.0014591i,0.0003223-0.00041667i,-0.00021439+0.00034403i,-0.00036307-0.00024628i,0.00029992-0.00088835i,0.00032875-0.00081408i,0.00019274-8.0414e-05i,0.00067682+0.00058401i,0.00013706+0.00084795i,-0.00073949-0.00019761i,-0.00021716-0.00069161i
0.00074629-0.001347i,0.0017166-0.00041461i,0.00088809-0.00043468i,-0.00044247-0.00054172i,-0.00040625+0.000316i,0.00057328+0.00033984i,0.0010132-0.00036644i,8.3009e-05-0.00085875i,-0.00014773-0.00065815i,-0.00037847+2.1001e-05i,-0.00021411+0.00048627i,0.00065772+0.00015517i,0.00047008+0.00027682i,0.00068877+0.00034726i,0.00034809+0.00029151i,-0.00056839+0.0011782i,-0.00062096+0.0010027i,1.8494e-05-0.00012611i,0.00036627-0.00081213i,0.00011769-0.00027255i,0.00033722+0.0004327i,0.00092631+0.00043865i,0.00028661+0.0008637i
0.00098297+0.0012939i,0.0021175+0.0008592i,0.0011228+0.00064691i,0.00057456+0.00033763i,0.00091307+0.00078168i,0.00042323+0.0013818i,0.00037079+0.00078539i,0.0003991-0.00019214i,0.00059155-0.00012548i,0.00038127+0.00027796i,-0.00059019+0.00024681i,-0.00053234-0.00035903i,-3.0078e-05-0.00048854i,2.1978e-05+0.00035552i,-0.00032095+7.1666e-05i,-0.00064126-0.0012028i,-0.00055359-0.0009451i,-2.7416e-05-4.0419e-05i,0.0010184-0.00018416i,0.00084284-7.2556e-06i,0.00045363-5.952e-05i,0.00086525-0.00032214i,0.0011704+6.8237e-05i
-0.00033577+0.00030184i,0.00022691+0.00026558i,0.0013522-0.00059378i,0.00055138-0.0005121i,-0.00057791-7.2951e-07i,-0.00061467+0.0011083i,0.00010418+0.0013826i,0.00018773+0.00025671i,0.00017962-0.00035281i,0.00035361-0.00041666i,-9.9597e-05-1.7325e-05i,-0.00033895+0.00083516i,4.8881e-05+0.00070149i,-3.7831e-05-0.00058285i,-4.2637e-06-0.00031632i,-0.00071484+0.00038769i,-0.00078098+0.00042025i,0.00034382+0.00033768i,0.00062272+2.7972e-05i,0.00027809-0.00021037i,0.00036705-0.00032067i,0.00095941+0.00037335i,0.00037465+0.0005587i
-0.00024573-0.00068911i,0.00070892-0.0012383i,-0.00014882-0.0012766i,-0.0013799+9.2332e-05i,-0.0020088+0.0010127i,-0.00047259+5.1685e-05i,0.00068085-0.00041175i,0.00073254-0.0010409i,0.00019492-0.0015377i,-9.278e-05-0.00016056i,-0.00022158+0.0014043i,-0.0003333+0.0013387i,-0.00067023+0.00033652i,-0.00069282-0.00043293i,0.00030469-0.00081724i,0.00084473-0.00044134i,0.00084063+0.00023557i,5.046e-06+0.00032284i,-0.00074306+7.3334e-05i,-9.7506e-05-4.737e-05i,0.00033475+4.0404e-05i,0.0002495-5.1036e-05i,-3.1549e-05-3.4013e-05i
-1.5663e-05+0.00012548i,8.6659e-05+0.00063272i,0.00041356+0.0016401i,0.00059376+0.00099215i,0.00053509-0.00028445i,0.00040191+0.00041925i,0.00028807+0.00089022i,0.0007786-0.00023757i,0.00082567-0.0002866i,9.4717e-05+0.00047719i,-0.00021524+0.00042276i,0.00030054-2.7957e-05i,0.0011865-0.00028985i,0.00086052-0.00037314i,0.00091152-0.00040466i,0.00035067-0.00035515i,-0.0008312+0.00021168i,-0.00097785+0.0007086i,-0.00028288+0.0011113i,0.0001872+0.0015542i,0.00056303+0.0010051i,0.00076093-0.00022736i,9.3021e-05-0.00061364i
-0.0015759-0.00059354i,-0.00094398-0.00093532i,-0.00032284-0.0016539i,-0.00076577-0.0013194i,-0.0006738-0.00092014i,-0.00013445-0.00064967i,0.0002052-0.00041543i,0.00026237-0.00089041i,-0.00021327-0.00077605i,-0.0010022-0.00047305i,-0.0012323-0.00072341i,-0.00020752-0.00076906i,0.00029841-0.00061082i,-5.8951e-05-0.00056022i,-0.00043769-0.00032248i,-0.00019167-0.00054704i,0.00024835-0.00059756i,9.4356e-05+0.0002225i,-0.00059339+0.0011171i,-0.0003673+0.00054048i,8.943e-05-0.00024605i,3.7298e-05-0.00035474i,0.00039964-3.1207e-05i
-0.0019841+0.0015776i,-0.0012988+0.0025901i,-0.00080834+0.003519i,-0.00067468+0.0029303i,0.00096043+0.0018731i,0.0020816+0.0018721i,0.0010735+0.0011815i,0.00053664+0.00045416i,0.00037113+0.00021703i,-0.00064718+7.7862e-05i,-0.00053972+0.0002742i,-0.00032942+0.00043817i,-0.00014186-0.00021098i,0.00032314+0.00026946i,-0.00017756+0.00081301i,-0.0010036+0.00020459i,-0.00073922-0.00020185i,-0.00011511+0.00012655i,0.00024234+0.00013174i,0.00038469+0.00014313i,-3.8418e-06+0.00013482i,2.206e-05-0.00038516i,-0.00038566-0.00032985i
0.0010146-0.00077731i,0.0011631-0.0012655i,0.00078783-0.00098082i,0.0008707-0.0002065i,0.0015454+0.00030684i,0.0017774+0.00031802i,0.0018502+0.00032177i,0.0010806-9.0182e-06i,0.00030104-0.00057321i,0.0004654-0.00077785i,-0.00014787-0.00078428i,-0.00023385-0.00097124i,0.0011888-0.00096063i,0.0013308-0.00047478i,0.00037182-0.00086764i,-0.00012135-0.0012628i,0.00032968-0.0010723i,0.00081588-0.00032514i,0.00077316+0.00013333i,0.00067628+0.00023121i,-1.8037e-05+0.00069935i,-0.00034407-4.8445e-05i,-0.00034568-0.0010612i
-0.00046107+0.0011992i,0.00042087+0.0015832i,0.00095618+0.0015431i,0.00062948+0.0014902i,0.00092228+0.0013731i,0.00057024+0.001191i,0.00073579+0.00049815i,0.0011818+0.00057742i,-5.5681e-05+0.0010932i,-0.00090533+0.0010943i,-0.00095349+0.00058575i,-0.0005805-6.8117e-05i,-0.00044759-0.00072829i,-0.0011398-0.00015268i,-0.00054867+0.00091342i,0.00082179+0.0009948i,0.00089172+0.00052164i,2.0819e-05-0.00053124i,0.00017279-0.00064609i,0.00037285-0.00055586i,0.00039138-1.6548e-05i,0.00056557+0.00025359i,0.00041548-0.0003497i
0.0014238+0.00065399i,0.00085183+0.00098026i,0.00068316-0.0006095i,0.00045581-0.00045449i,0.00028875+0.00070622i,5.3486e-06+0.0010826i,5.9087e-05+0.001279i,0.00017286+0.00040016i,0.00019732-0.00053733i,-0.00017457-0.00089706i,0.00015028-0.00041708i,0.00080865+0.00023183i,0.00082904+5.0791e-05i,0.0003035-0.00058086i,-0.00011478-0.00074942i,0.00024874-0.00066483i,0.00023061-2.2784e-05i,-5.6531e-06+0.00041929i,-0.00012881-0.00017355i,-0.00024639-0.00020237i,-0.00014007-2.3729e-05i,6.3534e-05-2.1579e-05i,0.00047075+0.00016322i
-0.0024701+0.00036054i,-0.0029031+0.00045417i,-0.0030906+0.0010255i,-0.0015714+0.0013982i,0.00046123+0.0017588i,0.0012921+0.0014959i,0.00084924+0.00025242i,-0.00031221-0.00049994i,-0.00049005-0.00069488i,-0.00092373+6.5387e-05i,-0.0013032+0.00090978i,-0.00016494+0.00039688i,0.00024371-0.00014175i,3.6647e-06-0.00023089i,0.00025219-0.0010658i,0.00011422-0.0013183i,-0.00062306-0.0011321i,5.8651e-05-0.00097328i,0.00077009-0.0002061i,0.00011272+0.00037042i,0.00017695+0.00029987i,0.00024495+0.00059507i,-0.00052086+0.0011497i
0.0015142+0.00010156i,0.00074672-0.00073813i,0.00081426-0.0010469i,0.00048111+0.00026078i,0.00061824+0.00054844i,0.0012467+0.0011293i,0.0019978+0.0010501i,0.0022313-0.00017586i,0.0014441-0.00077214i,0.00066559-0.0006567i,0.00032517-0.00013578i,0.00044564+2.8708e-05i,0.00062659-0.00063087i,0.00071232-0.0010478i,0.00033581-0.00059736i,-0.00020293+3.6375e-05i,-0.00060827+0.00035556i,-0.00079904+0.00047663i,-0.00071792+0.00027411i,-0.00081345+0.00038661i,-0.0010716-3.6128e-05i,-0.00073278-0.00069125i,-0.00036779-0.00028857i
-0.00014383+0.00097575i,-1.0352e-05+0.00087836i,-0.00056939+0.00062736i,-0.00077385-0.00065745i,-0.00045981-0.00089738i,-0.00080453-0.00027467i,-0.00067931-0.00060703i,0.00026609-0.0011817i,0.00080929-0.0012382i,0.00025658-0.001332i,-5.9906e-05-0.00056492i,0.00020689-0.0008371i,-0.00045137-0.0013641i,-0.00077784-0.0013278i,-0.0001495-0.00073176i,0.00023611-1.1744e-05i,5.2814e-05+0.00026844i,-4.7874e-05-0.00028317i,0.00020392-0.0004323i,-0.00029585-0.00016312i,0.000293-0.00037285i,0.0013329-3.2757e-05i,0.00099687-0.00043214i
0.00035538+0.00036471i,0.00066822-0.00024841i,0.0010525-0.00051118i,0.0014459-5.0863e-05i,0.00065083+0.00075171i,-5.5112e-05+0.0011211i,0.0002447+0.0010031i,0.00086151+0.00065035i,0.0010271+0.00041698i,9.1962e-05-0.00013748i,4.6426e-05-0.00096717i,0.0005976-0.0010113i,0.00023966-0.0010994i,6.909e-05-0.0012824i,0.00043273-0.00086997i,0.00011636+0.00018179i,-0.00079045+0.00037089i,-0.00080904-0.00030981i,5.8688e-05-0.00022473i,-0.00036977+0.00045264i,-0.0007051+0.00021656i,-0.00055923-0.00043086i,-0.00052882-0.00040774i
-0.001436+0.00021968i,-0.001198+0.00065417i,-0.0018636+0.0013442i,-0.0020414+0.0020533i,-0.001719+0.0014329i,-0.0013978+0.00011104i,-0.00063806-9.7328e-05i,0.00033168-0.00012995i,0.00015663-0.00069571i,-0.00025138-0.00078465i,-0.00049645-0.00086574i,-0.00059872-0.00092066i,-0.00053568-0.00045843i,8.7881e-05-0.00014918i,0.00052882-0.00056495i,0.0003252-0.00082853i,0.00035745-5.7814e-05i,-0.00033672-5.7118e-05i,-0.00069707-0.00058405i,-0.00018737+0.00015793i,0.00010466+0.0010647i,0.00021074+0.00038686i,-0.00034578-0.00018152i
0.00088614-0.00059656i,0.0013481-0.0017105i,0.00084426-0.0021807i,0.00015569-0.0012094i,-0.00019933-3.3182e-05i,-0.00017812+0.00024747i,0.00030719-0.0004991i,0.0010244-0.00068016i,0.0006697-0.0007918i,7.4256e-05-0.00054528i,-0.00031703-0.00021131i,-0.00043203+0.00024736i,-0.00018027-1.6403e-05i,-0.00011081-0.00010159i,-0.00019847+8.7073e-05i,0.00035422+0.00011776i,0.00013265+0.00028216i,4.1026e-05-0.0002872i,0.00017522-0.00052753i,-2.1914e-05-0.00011254i,-5.3998e-05-5.6008e-05i,-0.00062611-0.00048217i,-0.0011811-0.00097294i
-0.00013088+0.0010036i,0.00056148+0.0013872i,0.00090433+0.00098872i,-0.00019855+0.00088807i,-0.00046358+0.0016404i,0.00021876+0.0016139i,0.00035347+0.00056705i,-0.00011382-0.00011561i,-7.5701e-05-0.00020578i,0.00016559-0.00022298i,0.00049481-0.00021812i,0.0011137-0.00038381i,0.0013921-0.0007847i,0.00086691-0.0011348i,0.00030938-0.0011786i,-0.00016634-0.00071595i,-0.001024-2.9903e-05i,-0.00072458+1.1448e-05i,-0.00015367+0.00035855i,0.00010086+0.00057677i,0.00075329+0.00038721i,0.00069832-4.8829e-05i,0.00020991-0.00083464i
0.0012258-0.00088421i,0.00078044-0.00030088i,0.00039086+2.8225e-05i,0.0003477-0.0001108i,0.00066949-0.00043249i,0.00043095-0.00099968i,0.00055817-0.0010299i,0.0012816-0.00048843i,0.0019281-0.00058304i,0.0011513-0.0006554i,-6.1854e-05-0.00045063i,6.4952e-05-0.0010995i,0.00074235-0.0014194i,0.0011359-0.00063194i,0.0002669-0.00050821i,-0.0006739-0.00076935i,-0.00015344-0.00045547i,0.00023401+1.3597e-05i,-8.4096e-05+0.00012588i,5.9326e-05-4.1984e-05i,0.00042876-0.00027784i,0.0003624-0.00029656i,0.00018498-0.00025124i
-0.00061666+0.0022085i,-0.0014083+0.0021868i,-0.0010837+0.0021508i,0.00026232+0.0011001i,0.00093151+0.00065113i,0.0010039+0.0010936i,0.0011226+0.00067544i,0.0015814+0.00022384i,0.00091376+0.00035062i,-8.4694e-05+0.00055267i,-0.00037642+0.00020978i,0.00020967-0.00014253i,0.00088529+5.9067e-05i,0.00069779+0.00061834i,0.0005053+0.00073593i,0.00024192+0.00072543i,0.00030712+0.00018495i,0.00079366-0.00045863i,0.00061219-0.00070025i,0.00052654-0.001164i,7.4089e-05-0.0010035i,-0.00034648+4.5203e-05i,0.00023203+0.00043798i
-0.0011488-0.00018907i,-0.00092306-0.00048369i,-0.00042805-0.00064353i,-0.00033687-9.6096e-05i,-0.00035577+9.1374e-05i,0.00029708-0.00048636i,0.0010157-0.00038844i,0.0017663-3.4417e-05i,0.0012025+0.00022212i,-3.6258e-05+6.8333e-05i,-5.5279e-05+0.000531i,0.00059313+0.0006801i,0.00084114+3.3419e-05i,0.00030309-0.00014024i,0.00019127+0.00010016i,0.00059551+0.00038i,0.00028911+0.00026267i,-0.00037209-0.00017167i,-4.6706e-05+0.00013623i,0.0003804+0.00032989i,0.00045528-0.00039773i,0.00017354-3.1026e-05i,0.00035398+0.00057555i
0.00095618-0.00040734i,0.0003636-0.00036316i,-0.00029104-9.3748e-05i,-0.00057687+5.7871e-05i,-0.00058198+0.0013447i,0.00083368+0.0016869i,0.0013847+0.0014813i,0.00035681+0.0009902i,0.00010407-0.00034027i,0.00031057-0.00062088i,1.7035e-05-0.00057128i,-0.00024078-0.00088726i,-0.0002709-0.00041851i,0.00035185+0.00012196i,0.00052441-0.00034287i,0.00056507-0.00067916i,0.00079862-0.00034394i,0.00055021+0.00017118i,0.00036063+0.00064089i,0.00086474+0.00034277i,0.00059136-0.00055872i,6.0306e-05-0.00029424i,-0.00037437+4.8886e-05i
-0.0014568+5.0923e-05i,-0.00083789-0.00080371i,-0.00066494-0.00058254i,-0.0002364+0.00025453i,0.00058756+0.00047305i,0.00096838+0.00062626i,0.0015088+0.00046106i,0.0011872+0.00045704i,-9.8953e-05+0.00011521i,-0.00063203-0.00071309i,-0.00069553-0.00013546i,-2.5443e-05-0.00025762i,0.00024004-0.0008771i,0.00021506-0.0010927i,0.00052855-0.00042949i,0.0003115+0.00013829i,0.0001446-0.00065243i,0.00040431-0.00068474i,0.00040847+1.7367e-05i,0.00051549+0.00021454i,0.00053251+0.00049938i,0.00023425+7.1975e-05i,0.00011726-0.00052807i
-0.0017059-0.00095002i,-0.0013227-0.00026436i,-0.0012936+0.00021308i,-0.0019981+0.0014175i,-0.0013576+0.0026673i,-5.429e-05+0.0022433i,0.00015065+0.00050079i,0.00028128-0.00042492i,0.00028138-0.00054926i,-0.00030625-0.00023564i,-0.00060504+0.00046877i,-1.283e-05+0.00081397i,0.00035679+0.00041373i,0.00042482+0.00018315i,0.00082367+0.00029318i,0.0008039+3.115e-05i,9.8725e-07-6.5579e-05i,-0.00027681+5.477e-05i,0.00041815+6.4203e-05i,0.0010106+0.00019953i,0.00090725+0.00040013i,3.0511e-05+8.5261e-05i,-0.00054666-0.00054136i
0.001071-0.00057097i,0.00036137+0.00021787i,0.00055425-0.00018976i,0.0015274+5.0136e-06i,0.0010697+0.001149i,0.0002812+0.0019215i,0.00058809+0.0019383i,0.00051653+0.0011837i,-0.00037362+0.00037203i,-0.0007829-0.00080941i,-0.0007069-0.0011458i,-0.00015272-1.638e-05i,-8.8376e-05+0.00037011i,-0.00038966+0.000323i,-7.3186e-05+0.00012036i,0.00026673+2.793e-05i,0.00063868+0.00038215i,0.00087004+0.00072463i,0.00013364+0.00042639i,-0.00018293+0.00032015i,0.00013914-0.00012609i,0.00032856-0.00092148i,0.00049973-0.00067107i
-0.001155+0.0011397i,0.00010564+0.00044242i,0.00060923+5.8769e-05i,0.00020573+0.00012204i,-8.4551e-05+0.00017683i,3.3228e-05+0.00047105i,0.00048899+0.00074531i,0.00052091+0.00096784i,2.4192e-05+0.00028328i,-0.0003367-0.00065423i,-0.00059094-0.00047888i,-0.00052463-0.00032358i,-0.00032547-0.0010644i,-0.00026291-0.00097575i,-0.00045821+8.4188e-06i,-0.00043806+0.00015864i,-6.9395e-05-0.00044397i,0.00031804-0.00078746i,0.00051455-0.00035358i,0.00026827-5.6014e-05i,-0.00030189+0.00036758i,-6.9293e-05+0.00065804i,1.0986e-05+0.00056954i
