0.001395+0.0013277i,0.00064279-0.00014284i,0.0002309-0.0013813i,0.000256-0.0015226i,-0.0014768-0.0012038i,-0.0026868-0.00062563i,-0.0014781+0.00020263i,-0.00013478+0.00049673i,0.00060849+4.9026e-05i,0.0014462-0.00042275i,0.0014714-0.00077172i,0.00087197-0.00067975i,0.00046238+0.00012632i,-4.2685e-05-0.00010609i,-0.00013832-0.00014869i,-9.0715e-05+0.00026418i,-0.0006041+0.00021532i,-0.00060461+4.2525e-05i,-0.00033377-4.2565e-05i,-0.00067375-0.0002279i,-0.00063506+2.2207e-05i,-0.00037596+0.00055093i,-0.0001572+0.00037499i
0.0026184-8.1428e-05i,0.0020435-0.0018982i,0.0019817-0.0013742i,0.0014949+0.00070213i,0.00020091+0.0007781i,-0.001405+7.1231e-05i,-0.0012453-0.00044072i,-0.00026309-0.00089021i,-3.372e-05-0.0005634i,-0.00033008-0.00027949i,-0.00088709+1.3299e-05i,-0.00069941+0.00040059i,-0.00028242+0.00099267i,-7.4527e-05+0.00087989i,9.9995e-05+0.00013684i,-0.00022181-0.00040026i,-0.00054218-0.00072722i,-0.00084222-0.00034213i,-0.00092555+0.00052598i,2.2187e-06+0.00068749i,3.8801e-05+0.00037654i,-0.00042683-9.2125e-05i,-0.00081064-0.00035189i
0.00063068+0.0014111i,0.00031364+0.0021011i,0.00087496+0.0015971i,0.00017155+0.00053879i,-0.00059333+0.00015764i,-0.0012245+0.00047753i,-0.0016673+0.00084665i,-0.0011012+0.00072224i,-0.0002344+0.00076865i,-0.00028102+0.00025419i,-0.00025168-4.0805e-05i,-0.00013909+0.00018779i,0.0002615-0.00047974i,0.00087974-0.00030541i,0.00088872+0.00057755i,0.0014957+0.00053531i,0.0013315-0.00035483i,0.00041369-0.0007004i,-0.00049582-1.356e-05i,-0.00086549+0.00014642i,-0.00053022-0.0003482i,-0.00011916-0.0009085i,0.00031228-0.0012411i
-0.0004378+0.00069213i,-0.00066112-0.0014102i,-0.00052341-0.0013698i,-0.00048719-0.0005496i,-0.00065492-0.00067591i,-0.0016335-0.00074705i,-0.0019879-0.000526i,-0.00096883-0.00095198i,-6.7057e-05-0.00050127i,-0.00039378+1.8863e-05i,-0.00050738-0.00026205i,-0.00025508-0.00036447i,-0.00066274-0.00020521i,-0.00092311-0.00012505i,-0.00024575+0.00025361i,-3.7289e-05+0.00079501i,0.00011826+0.0005077i,-0.00036158+0.00036223i,-0.0009379+0.00066887i,-0.00054202+0.00072403i,0.00017951+0.00052711i,0.0003703+0.00010046i,8.0892e-05+4.6047e-05i
0.0015667+0.00042131i,0.00056435+0.00041901i,-0.00042879-1.3833e-05i,-0.00048085+0.00016137i,-0.0011556+0.00025028i,-0.0024304-0.00036406i,-0.0026563-0.00021426i,-0.0012493+0.00030421i,-0.00035254-0.00058343i,-0.00042884-0.0012306i,-0.00052777-0.00078991i,-0.00038895+0.00019036i,3.2116e-05+0.0004442i,0.00084039-0.00010271i,0.00086464+1.0723e-06i,0.00055855+0.00013332i,0.00095059+1.1655e-05i,0.00077474+9.5292e-05i,0.0006104+4.2223e-05i,0.00039455+6.3541e-05i,0.00015722+0.00022889i,8.0797e-05+0.00055255i,0.00023648+0.00042911i
-0.00056389+0.0010569i,-0.00091403+1.1457e-05i,0.00014115+0.001584i,0.0016528+0.0014663i,0.0011914-0.00075893i,-0.00068368-0.0017767i,-0.0014825-0.0010725i,-0.00044577+0.00042419i,0.00098772+0.00013972i,0.0012665-6.0877e-05i,0.00061332-0.00048665i,-0.00018202-0.00093346i,-0.00056123-0.00025423i,-0.00035283+9.9415e-05i,-0.00037123+0.00014324i,-0.00074881-0.00029915i,-0.00092975-0.00037034i,-0.00065196+0.000194i,2.8237e-05+0.00074141i,0.00068876+0.00013838i,0.00091352-0.00017127i,0.0011235-5.4924e-05i,0.00073559-0.00019524i
0.0011317+0.00076725i,0.00068427+0.00061193i,0.0018611-9.2932e-05i,0.0019587-0.00015062i,0.00067706-0.0010314i,-0.0006355-0.0018008i,-0.0015957-0.00076867i,-0.0011196+0.0005509i,-0.00016743+0.00046632i,0.00037488-0.00074339i,0.0010438-0.0012799i,0.00062121-0.00058077i,-6.1391e-05+6.9438e-05i,0.00018188+0.00059055i,9.9137e-05+0.00011195i,-7.8229e-05-0.00049928i,0.00045728-0.00060385i,9.8257e-05-0.00029944i,-0.00064148+0.00073907i,-0.00050497+0.00099221i,-8.9018e-05+0.00042682i,-0.00049164-1.5158e-05i,-0.00019388-0.00047731i
-0.00090926-0.001498i,-0.0023534-0.0014565i,-0.0026194-0.0011664i,-0.001884-0.00081346i,-0.0017336-0.0013298i,-0.0013657-0.00072929i,-0.00031969-1.2002e-05i,0.00026414+0.00015984i,-0.00023162+0.00038214i,-0.00014711+0.00051018i,-0.00034499+0.00041625i,-0.0004665+0.00044849i,3.9928e-05+0.00057934i,-0.00031874+0.00080264i,-0.00081093+0.00095066i,-0.0002179+0.000455i,0.0007409+0.00026893i,0.00046628+0.00017112i,1.8167e-06+0.0002093i,-0.00027255+0.00046746i,-0.00017444-0.00010347i,-0.00032298-0.00071764i,-0.00032376-0.00089673i
0.00046251+0.00049466i,0.00047774-0.00084607i,0.00040294-0.0015693i,-0.00032351-0.0006742i,-0.00066317-7.882e-05i,-0.0009581+0.00025164i,-0.001529+0.00065314i,-0.0012215+0.00076122i,-0.00063063+0.00088395i,-0.00011033+0.00069669i,9.2482e-05+0.00022305i,4.4444e-05+0.00031171i,0.00070817+0.00045211i,0.0010621+2.8462e-05i,0.00018184-0.00049103i,-3.0209e-05-0.00058319i,6.8103e-05-0.0001651i,0.00037195+0.00034261i,0.00019478-3.0079e-05i,0.00012226-0.0002703i,0.00020399-0.00051743i,3.9842e-05-0.0014747i,-0.0003242-0.0014177i
0.00082151+0.0013093i,0.00030239+0.00022901i,0.0015946-0.00013692i,0.001973-4.7019e-05i,0.00084366+4.0856e-05i,-5.3331e-05-0.00081328i,-0.00065044-0.00046985i,-0.0011644+0.00044518i,-0.00043684+0.00053783i,0.00066255+0.00050482i,0.00053967+0.00028774i,-3.336e-05-5.4079e-05i,-0.00029005+0.00010312i,-0.00018612+0.0003435i,-0.00072884+0.00014883i,-0.0008298-0.00038055i,-2.2883e-06+0.00017882i,0.0001715+0.00068416i,9.4836e-05+0.00044047i,0.00061114+0.00043899i,0.00047121+0.00016179i,-0.00027909-0.0003243i,-0.0006561-0.00011588i
0.00015715-0.00082316i,-0.00055819-9.1313e-05i,-0.0004783+0.00089926i,0.00014411+0.0018946i,0.00011441+0.0015179i,-0.00088143+0.00078488i,-0.001538+0.00034449i,-0.00074524-4.4854e-06i,-6.1395e-05+0.00062526i,-0.00017473+0.00054202i,-0.00023775-0.00035281i,0.00043493-0.00042211i,0.00085713-0.00037639i,0.00067986-0.00048639i,8.8108e-06-0.00046607i,-0.00058309-0.00022126i,-0.00018206-0.00029001i,0.0003746-0.00044846i,-0.00028889-0.00028878i,-0.00047668-5.9251e-05i,0.00029986+0.00051732i,4.8812e-06+0.0010289i,0.0005267+0.0010793i
-0.002925+0.00015681i,-0.0031007+0.00035527i,-0.0024799+0.00081984i,-0.00098795+0.00094133i,0.00039829-0.00012776i,0.00076456-0.0013209i,-0.00053078-0.00034028i,-0.00182+0.00099638i,-0.0015718+0.00098646i,-0.00075764+0.00083914i,-0.00044245+0.00057128i,-0.00029239-0.00027773i,9.3699e-05-0.00050369i,0.00040708-0.00064081i,0.00050604-0.00026781i,0.00062022-0.00011827i,-3.1065e-05+2.6294e-05i,-9.8321e-05+0.00054045i,0.00044778+0.00026466i,0.00055917-0.00058839i,-0.00040525-1.4254e-05i,-0.0014077+0.00042781i,-0.0011625+0.00017104i
-0.00045597-0.0012775i,-0.00081139-0.0027146i,-0.001332-0.0020839i,-0.0013058-0.00055177i,-0.00066604-0.00015696i,0.00037753-0.00032585i,7.3456e-05-7.7409e-05i,-0.0010356-4.7864e-05i,-0.00063962-6.5031e-06i,0.00035516+0.00056837i,0.0006611+0.0014044i,0.00051298+0.0020695i,0.00020127+0.0016664i,0.00028934+0.00078223i,-0.00026874-0.00033197i,-0.00082589-0.00097521i,-0.00046343-0.0006206i,4.019e-05-2.6854e-05i,-0.00038534+0.00045806i,-0.0011662+0.00065243i,-0.00041752-6.2719e-05i,0.00094027-4.6911e-05i,0.00046935+3.8525e-05i
-0.0012441-0.00078128i,-0.0026541+0.00074674i,-0.0035191+0.0025229i,-0.0021909+0.002873i,-0.00081028+0.0014749i,-0.0012369-7.3199e-05i,-0.0021383+4.8069e-05i,-0.0019933+4.2872e-05i,-0.0011553-0.00080164i,-0.00056956-0.00073874i,0.0007186-0.00021297i,0.0014861+0.00015154i,0.0012461+3.1897e-05i,0.0012598+0.00020706i,0.0010595+0.00026312i,0.00078014-0.00040275i,-4.1263e-05+2.6485e-05i,-0.0011593+0.00040991i,-0.0012575-1.4685e-05i,-0.00015425-4.4545e-05i,-4.9861e-05-0.00057674i,-0.00042161-0.00022156i,-0.00011929+0.00027557i
-0.00067415-0.0031419i,-0.00097007-0.0044574i,-0.00049-0.004332i,-0.00013923-0.0027609i,7.2693e-05-0.0014586i,0.00086676-0.00051026i,0.00068126-6.3866e-05i,-0.00052665-0.0001552i,-0.00047569-3.2026e-05i,-0.00022979+3.2223e-05i,2.0393e-05+0.00042375i,0.00031951+0.00044243i,0.00011902+0.00059333i,-0.00012455+0.00092289i,-0.00011979+0.00062832i,-0.00024263+0.00020572i,-0.00053191+7.4484e-05i,-0.00040503+8.7721e-05i,-0.0004166+1.5352e-05i,0.00034925+0.00010767i,0.00076822-0.00020552i,-0.00033904-0.0010227i,-0.00029999-0.00012183i
-0.0010262-0.00045515i,-0.00091885-0.0016849i,-0.00045752-0.0012495i,-0.00051676-0.00070477i,-0.0012044-0.0011297i,-0.0020665-0.00046845i,-0.0017924+0.00038179i,-0.0011408+0.00023253i,-0.00046751-2.6826e-05i,-0.00083852-0.00020312i,-0.00081109-3.1483e-05i,-8.0709e-07+0.00031902i,1.371e-05+0.00052072i,-0.0003338+0.00097013i,-0.00042379+0.0013587i,0.00018914+0.0010054i,0.0010525+0.00048515i,0.0014178+0.00015354i,0.00080165-0.00035519i,0.0002276-0.00069784i,9.2425e-05-0.00062488i,-0.00024733-0.0004177i,-0.00024828-0.00015928i
-0.0014278+0.001418i,-0.00091096+0.0012576i,-0.00046005+0.0010855i,0.0009807+0.0021744i,0.001085+0.001706i,-0.00034085-0.00082132i,-0.0014914-0.0012658i,-0.001072+0.00014509i,0.00066247+0.00053631i,0.0015148+0.00052273i,0.00095689+0.00051988i,0.00072858+0.00024061i,0.00039185-0.0001698i,-0.00051721-0.0014256i,-0.00072148-0.0020257i,-0.00015697-0.0016814i,0.00049198-0.00089513i,0.0002718-0.00060214i,-0.00047869-0.00050484i,-0.0005323+0.00031101i,-0.00017179+0.00099097i,-1.832e-05+0.00093928i,0.00035345-9.3575e-05i
0.0018942+0.00099216i,0.0022941+0.0012854i,0.0028114+0.0011756i,0.002334+0.0006702i,0.00068516-0.0003925i,-0.0017004-0.00067479i,-0.0021336-9.5673e-05i,-0.0003298+5.7753e-06i,0.0001204-0.00010096i,-0.00016723+7.3374e-05i,0.00011147+0.00066236i,0.00025753+0.00042174i,-0.0004459+7.3567e-05i,-0.00084805+3.3999e-05i,-0.00014755-0.0001336i,6.8099e-05+0.00025306i,0.00030653+0.00031561i,-0.00014633+0.00025052i,-0.00067239-0.00015847i,-0.00021923+0.0004186i,0.00029053+0.0011952i,0.00010379+0.00067966i,-0.00061941+0.00027483i
-0.00237-0.00027292i,-0.0032796-0.00043385i,-0.0036965-0.0009299i,-0.0030867-0.00041616i,-0.0017254-3.443e-05i,-0.0013938-0.00014901i,-0.0016202+0.00015486i,-0.00053776+0.00028034i,6.0593e-05+9.5816e-05i,0.00056217-0.00024557i,0.00040527+0.00046606i,-0.00050244+0.00046955i,-0.00081807-0.00025813i,-0.00062054-7.6757e-05i,5.6784e-05+0.00012347i,0.00046984-0.00031088i,1.54e-06+2.7253e-05i,-0.00050089-0.00020591i,-0.00030708-0.00083205i,-0.00010289+0.00037964i,-0.00038647+0.0020395i,-0.0006033+0.0013374i,-0.00067649-0.00016768i
0.0002239-0.00075688i,0.00063859-0.00018033i,0.00086783+0.00074711i,0.0010692+0.00044318i,0.00096848-0.00042438i,0.0011348-0.00083874i,0.00035166-0.00011315i,-0.00088024+0.0011645i,-0.0013297+0.00088753i,-0.00019487-0.00010354i,0.00020337-0.00013121i,0.00026843-0.00038757i,8.0009e-06-0.00036996i,-0.00017794-0.00050938i,-4.9392e-05-0.00042813i,0.00018539+7.2694e-05i,6.531e-05+0.00010746i,-0.00049823-0.00052958i,-0.00054199-0.0006132i,0.00021053+6.8683e-05i,-1.7581e-05+0.00025058i,-0.00072366-8.3542e-06i,-0.00035005+0.00045729i
-0.0013988-0.00095137i,-0.0009946-0.000694i,-0.0030235-0.00068915i,-0.0030473+9.1626e-05i,-0.0016138+0.00059867i,-0.0018299+0.00026243i,-0.0018898+0.0004774i,-0.0011815+0.00073695i,-0.00024579+0.00046178i,2.2911e-05+0.00054347i,-0.00011687+0.00056636i,0.00051347+0.00076665i,0.0010117+0.00032601i,0.00076644+0.00057675i,0.00062997+0.0013345i,6.2804e-05+0.0010264i,-0.00032349+0.00012201i,-0.00083247-0.0006732i,-0.00053735-0.0014185i,-0.00057623-0.00079758i,-0.0010013-0.00025503i,-0.00028563+5.3299e-05i,-6.5466e-05+0.00033416i
0.0015933-0.0016065i,0.0010711-0.0025152i,0.00064374-0.0030983i,9.1244e-05-0.0026225i,-0.00035571-0.00085818i,-0.00085423+0.00041461i,-0.0011405+0.00030634i,-0.00066704-5.8894e-05i,0.00025384-0.00017838i,0.00044633+1.9345e-05i,-0.00021714+0.00021706i,-0.00056964+0.00040892i,-0.00058705+0.00068493i,-0.00084835+0.00039046i,-0.0005364+0.00029875i,0.00057522+6.5322e-05i,0.0012038-0.00037576i,0.00074782+0.00017005i,0.00059208+0.00085134i,-0.00030043+0.00087228i,-0.0012681+0.00086314i,-0.00095336+0.00066139i,-0.00026187-8.2206e-05i
0.0012953+0.0028478i,0.00020367+0.0032206i,0.0002638+0.0031592i,0.00054376+0.0016075i,0.00018728-0.00055129i,-0.0014111-0.0015268i,-0.0020514-0.0014293i,-0.0011186-0.00021295i,-0.00071175+0.00060617i,0.00010978+0.00038135i,0.00094802-0.00013408i,0.00020063-3.7689e-05i,-0.00053049+0.00078253i,-0.00087762+0.00072825i,-0.0010077-0.00024185i,-0.00041051-0.0010373i,0.0002863-0.00027172i,0.00046021+0.00046116i,0.00019752+0.0008162i,0.0001998+0.00091292i,8.4025e-05+0.0005978i,-0.00017557-0.00049809i,-0.00047262-0.00083328i
0.00060646-0.00055448i,-0.0016629-0.0018747i,-0.0018953-0.0024395i,-0.0014335-0.0020952i,-0.0017889-0.0018586i,-0.0021294-0.0011065i,-0.0015411-0.00010277i,5.7423e-06-4.5417e-05i,0.00054405-4.6371e-05i,1.3917e-05+0.00024576i,-3.263e-05-0.00010241i,-0.00053934-0.00034305i,-0.00021207-0.00020953i,-0.00071743+0.00049281i,-0.00051903+0.00062106i,-4.2176e-05+0.00019484i,-0.000574+9.3985e-05i,-0.00052993-0.00024064i,-0.00067984-0.00083254i,-0.0002877-0.00059676i,-0.0001767+0.00011625i,-0.00066139+0.00044694i,-0.00038628+0.00081614i
9.7496e-05+0.00028737i,0.00053659+0.00021012i,0.0001754+0.00044615i,-0.0003802+0.00099519i,-0.0012037+0.00034792i,-0.0019949-0.00011576i,-0.0021424-0.0001746i,-0.0014061-0.00029393i,-0.00049794-0.00047553i,-0.00038335-0.00083994i,-0.00017076-0.00038269i,-4.411e-05-9.4648e-05i,-0.00078712-0.0006596i,-0.0011187-0.00064947i,-0.00065422+4.8579e-06i,-3.6526e-05+0.00045505i,0.00010422+0.00043492i,0.00020173+0.00026192i,7.0142e-06+0.00031424i,-0.00012848+0.00054976i,-0.00034599+0.00093264i,-0.0010611+0.00037265i,-0.00065383-0.00029961i
-0.00023893-0.0020692i,-0.0011465-0.002798i,-0.0022324-0.0023674i,-0.0023325-0.0012686i,-0.0018426-0.00056735i,-0.0018145-0.00073344i,-0.0014957-0.0012389i,-0.0010984-0.00084131i,-0.00068264-0.00038158i,-0.00012499+0.00015314i,0.00048437+0.00019916i,0.0007459-0.00013479i,0.0008557+3.3972e-05i,0.00036836-7.3603e-05i,-9.404e-05+0.00017321i,0.0001351+0.0004758i,0.00032469+0.00036769i,0.0001405-0.00019715i,0.00013351-0.00073356i,6.8528e-05-0.0005756i,0.00039794+0.00019627i,0.00025462+0.0004839i,-0.0005934+7.4442e-05i
-7.1405e-05-0.0019624i,-0.00025853-0.0023808i,-0.00038285-0.0028098i,-0.00031892-0.0017326i,-0.0011237-0.0006899i,-0.0015405-0.00076616i,-0.0013729-0.00065168i,-0.00039808+0.00014178i,0.00058415+0.00014964i,0.00083294-0.00043298i,0.00067245-0.00047999i,0.00092756+0.00010695i,0.00094829+0.0008765i,-0.00059461+0.00041487i,-0.001165-3.3981e-05i,-0.00059335+0.00048328i,-0.00035367+0.00017075i,-0.0010074+9.644e-05i,-0.00063614+0.00034791i,0.00042404-0.00015857i,0.0014388-7.536e-05i,0.0011258+0.00073668i,0.00039595+0.00030212i
-0.00087661-0.0013221i,-0.00014328-0.001429i,-0.00016436-0.00062467i,1.0234e-05+0.0001571i,0.00030207-0.00019022i,-1.2386e-05-0.00062028i,-4.1401e-05-0.00041274i,-0.00047645-7.0371e-05i,-0.00055115-0.00021358i,3.6185e-05-5.5656e-05i,0.00067622-2.2977e-05i,0.0011939-0.00047103i,0.00041032-0.00060259i,-9.1605e-05-0.00014948i,0.00061713+0.00024947i,0.00064249+0.00012866i,0.00042395-0.00021995i,0.00016699-0.00060999i,-0.00030444-0.000314i,-0.0003135+0.0004566i,-0.00030569+0.00032635i,-0.00047457+0.00030449i,-0.00057011+8.3812e-05i
0.0021096+0.00162i,0.0009812+0.00050697i,0.00013301-0.00034077i,-0.00042511-0.00073416i,-0.00090615-0.00036129i,-0.0015169+0.00056314i,-0.0020902+0.00050301i,-0.0020905+0.00046197i,-0.001539+0.00077226i,-0.00020036+0.00079671i,0.00060658+0.00081466i,0.00066901-0.00014093i,0.00079603-0.00053638i,3.351e-05-0.00044403i,-0.00095101-0.00015596i,-0.001856-0.00040884i,-0.0014579-0.0011311i,-0.0001853-0.00049851i,0.0003598+0.00065033i,-5.1677e-05+0.00071488i,2.048e-06+0.000202i,0.00029169+0.00052676i,-0.00078788+0.00083733i
-0.0024865+0.0016352i,-0.0025646+0.0019033i,-0.0010013+0.0026392i,0.00086064+0.0020396i,0.00088646+0.00056244i,-0.00021965-0.00045433i,-0.00090595-0.00048589i,-0.0004405-0.00037035i,9.9844e-05-0.00043671i,-0.00019618+0.00032614i,-0.00015298+0.00039704i,0.00022095-0.00029565i,5.9402e-05-0.00061085i,-0.00019616-0.0008226i,0.00044567-0.00065521i,0.00026043-0.00017733i,-0.00021595+0.00014823i,-0.00043227+0.00049121i,-0.0002558+0.00029197i,0.00049865-0.0001841i,0.00090913-0.00042819i,0.00053114-0.00061611i,-0.00059664-0.00064567i
0.00045209-0.00019008i,-3.4661e-05-0.0013939i,-0.00063927-0.0026182i,-0.0011214-0.0019929i,-0.0015685-0.0014666i,-0.0016286-0.00089535i,-0.0010315-0.00030425i,-1.327e-05-0.00015327i,0.00058589+0.00041515i,0.00021943+0.00012594i,-0.00054906-0.00023448i,-0.00074834+0.000369i,-0.00070879+0.00047598i,-0.00038981-0.0001889i,1.0541e-05-0.00028756i,-0.00054836+0.00022675i,-0.0012463+5.5085e-06i,-0.00096534-9.067e-05i,-0.00015304+6.3268e-05i,0.00058641-0.000295i,0.00039846-2.706e-05i,-0.00088113+0.00020715i,-0.0014084+0.00040746i
-0.0030459+0.00053149i,-0.0030949+0.00056223i,-0.0019503+0.0015545i,-6.9402e-05+0.0012528i,0.00079089-5.0256e-05i,0.00052426-0.0010126i,-0.00060305-0.0012641i,-0.00077632-0.00027132i,-0.00011379+0.00046895i,0.00011223+0.00069829i,0.00058017+0.00080829i,0.00037739+0.00080271i,0.00030634+0.00023438i,0.00044927-0.00056759i,0.00086272-0.00039049i,0.0011032+0.00019864i,0.00039875-0.00021521i,0.00016501-0.00077411i,0.00013466-0.00056064i,-0.00022942-6.4606e-05i,-0.00053663+0.00055663i,-0.00050961+0.00075713i,-0.00013362+0.00014402i
-0.0020891+0.001514i,-0.0017019+0.0011515i,-0.0020562+0.0018596i,-0.0008721+0.0027927i,0.00064543+0.0012076i,0.00056483-0.00085039i,-0.00041966-0.00067821i,-0.00131-0.00034375i,-0.0011981-0.0009526i,-0.00076516-0.00064935i,-0.00027612+8.9784e-05i,0.00026432+0.0002026i,0.00014231+0.00018928i,-0.00039111-0.00042841i,0.00020689-0.00093923i,0.00096344-0.00091064i,0.00051892+1.3542e-05i,-0.00033058+0.0012605i,-0.00048359+0.00051897i,-0.00029764-0.00048399i,-0.00026184-0.00023225i,-0.00050913+9.0106e-05i,-0.00075184+0.00060353i
-0.0022575+0.00082697i,-0.0026606+0.0002322i,-0.00087748+0.00079717i,0.00048037+0.0011971i,0.00014873+0.0003266i,-0.00022118-0.00063365i,-0.00058218-0.00031209i,-0.00040756+0.00066209i,-0.00035071+0.0010721i,-0.000526+0.00076565i,-5.8988e-05-0.00042732i,8.3088e-05-0.0013007i,0.00018252-0.0010548i,2.2046e-05-0.00069249i,-0.00027335-0.0014383i,0.00037555-0.0012043i,0.00023773-0.00033549i,-0.00045394+1.5809e-07i,-0.00061324-0.00042886i,-0.0011934-0.00044911i,-0.00097437-0.00017628i,-0.00032022-2.1796e-05i,-0.00065469-5.2787e-05i
-0.00047104-0.0013222i,-0.0020449-0.00048241i,-0.002159-0.00021004i,-0.0015299-0.00076601i,-0.00099448-0.001282i,-0.0009459-0.00096186i,-0.00080908-0.00058909i,-5.1618e-05+0.0003213i,0.00018997+0.00037494i,0.00055465-9.7651e-05i,0.00056575+0.00034226i,-8.5614e-05+0.00055505i,-0.00028933-9.8486e-06i,-0.00021714-0.00016999i,-0.00038834+5.4878e-05i,-7.3574e-05-0.00042546i,-0.00031608-0.0012591i,-0.00039584-0.00070159i,1.8296e-05+0.00024459i,8.8647e-06+0.00028253i,-0.00015992-5.8399e-06i,1.0807e-05+0.00020162i,0.00050445-0.00032046i
-0.00023148+0.002035i,0.00068718+0.0021097i,0.001197+0.00094186i,0.0011681-0.00064714i,0.00013651-0.0015643i,-0.00070501-0.0010245i,-0.0010129+0.00015785i,-0.001654+0.0010379i,-0.0013676+0.0010885i,-0.00034217+0.00099723i,0.00020905+0.00037775i,0.00057526-1.6935e-05i,0.00068479+0.00027035i,0.00083025-0.00010537i,0.00087084-0.00069258i,0.00048682-0.00083114i,0.0003979-0.00028323i,0.00049228-0.00012435i,4.1028e-05-0.00025867i,-0.0002937+0.00072077i,5.526e-06+0.0014576i,0.0004343+0.00066541i,0.00015159+0.00025346i
-0.00073509+0.00035368i,-0.0014209+0.00036221i,-0.0015565+0.0011414i,-0.001167+0.0016053i,-0.00013377+0.0012813i,-0.00029402+0.00042049i,-0.0010384-0.00071166i,-0.0010022-0.00080039i,-0.00049519-0.00040433i,1.1566e-05-0.00015265i,0.00056592+0.0001484i,0.00077543+0.00085895i,-2.7155e-05+0.0010704i,-0.00035043+0.00088545i,-9.9119e-05+0.001057i,5.3481e-05+0.00036826i,0.0004558-1.7216e-05i,8.3916e-05-2.0468e-05i,-0.000259+0.00026803i,-1.3817e-05+0.00068821i,8.1359e-05+0.00059374i,0.00028514-3.1918e-05i,0.00028923-0.00050407i
-0.00071747+0.0011654i,0.00029036+0.00071943i,0.0013129+0.00059011i,0.00071881-0.00040032i,0.00033562-0.0014333i,-0.0013844-0.0015002i,-0.0019809-0.00057847i,-0.00065563+0.00086484i,-0.00017505+0.001212i,0.00039873+0.0011823i,0.0010584+0.00072678i,0.00040162+0.0007487i,-0.00040636+0.0007108i,-0.00057652+4.1881e-05i,-0.0003762-0.00027405i,8.8201e-05-4.491e-05i,0.00036523+0.00017487i,0.00046929-3.1811e-05i,0.00037458-9.2718e-05i,0.00019321+0.00059393i,-9.7566e-05+0.00069056i,-6.4137e-05+0.00023945i,-0.00035947+0.00043425i
-0.0015704+0.0019619i,-0.0015649+0.0014852i,-0.00044911+0.0022662i,0.0010661+0.0019697i,0.0015891+0.00070023i,0.00036659-0.00050408i,-0.00067398-0.00069975i,-0.0012728+0.00034847i,-0.0010649+0.00088649i,-2.4809e-05+0.00079878i,0.0005438+0.00016775i,0.00062707-2.4473e-05i,0.00050225-0.00015935i,-0.00027152-0.00032632i,-0.00040691-0.0004775i,7.3923e-05-0.00071853i,-0.0007896-0.00020565i,-0.0018519+0.00049838i,-0.0017428+0.00055105i,-0.0015567+0.0003458i,-0.00084131+0.00046246i,0.00014633+4.8288e-05i,0.00040021+0.00012912i
0.001696+0.00089591i,0.00065021-0.00081987i,-0.00092196-0.0018762i,-0.0010819-0.0013128i,-0.00072135-0.00076835i,-0.0012389-0.0012312i,-0.0012182-0.00050835i,-0.00024153+0.0003555i,0.0005868+0.00016769i,0.00062147-0.00089949i,-8.9555e-05-0.0011328i,-0.00063106+0.00042422i,-0.00083698+0.00024684i,-0.00090303-9.6378e-05i,-0.0010401-0.00010011i,-0.00056141-0.00049319i,0.00016608-7.758e-05i,-0.00044154+0.00014668i,-0.00092773+0.00027893i,-0.000575+0.00022262i,-0.00062948-0.0006552i,-0.00052145-0.0013692i,-5.0269e-05-0.00096726i
0.00032451-5.286e-05i,-9.5378e-05-3.0639e-05i,0.00047719-0.0002919i,0.00064119+0.00023033i,6.417e-05+4.6902e-05i,-0.0012521-2.1979e-05i,-0.0019989-0.00048411i,-0.0018477-0.00037999i,-0.0013655+0.00036276i,-0.00045484+0.00049907i,-0.00042876+0.00054547i,-0.00050003+0.00035381i,2.6642e-06+0.00068082i,0.0002291+0.00090165i,-0.00015243+0.0009661i,-0.00071297+0.0004527i,-0.00098193-8.5087e-05i,-0.0007502+0.00022587i,-3.7097e-05+0.00066972i,0.00030822+0.00069885i,-0.00046605+0.00071617i,0.00030907+0.00045824i,0.0007478+0.00024121i
-7.767e-05-0.00089238i,-0.00070757-0.0015477i,-0.0013745-0.0020658i,-0.0017507-0.00099873i,-0.0012808+0.00076452i,-0.00098532+0.0016282i,-0.00060566+0.0009393i,9.1793e-05-0.00016276i,9.2759e-05-0.00022763i,5.133e-05-8.5786e-05i,-0.00028712-5.1807e-05i,-0.00031549+0.00035237i,-0.00016957+0.0004708i,-0.00055283+9.4135e-05i,-0.00065056+0.00025355i,-0.00073997+0.00017566i,-0.001026-0.00014617i,-0.0010496-0.0001315i,-0.00077968+0.00023929i,-0.00036387+0.00064543i,2.0493e-05+0.00075681i,0.0002172+0.00053913i,0.00029954+0.00017796i
0.0010373-0.00029514i,0.0002312-0.00075561i,-0.00043433-0.0019558i,-0.00042883-0.0021009i,-0.0011467-0.00066928i,-0.0021184+1.7061e-05i,-0.0018109-0.0012113i,-0.0008304-0.00070527i,-0.00011641+0.00030756i,-1.8428e-05-0.00015555i,-0.00010969+0.00037321i,-1.231e-05+0.00029508i,-3.1473e-05-0.00012271i,-0.00053294+0.00018473i,-0.00039148+0.00018689i,0.00022384+0.00019623i,0.00019261-0.00019431i,-0.00012693-0.00049003i,7.7832e-05-0.00017859i,0.00041267+0.00025055i,0.00024478+0.00021793i,-0.00053638-0.00034594i,-0.00064542-0.00049417i
