-0.0032277-0.00032658i,-0.0023361-0.00086845i,-0.0019955-0.0013679i,-0.001684-0.00095451i,-0.00086599+7.1193e-05i,5.9785e-05+0.0013332i,0.00034444+0.0016297i,0.00015228+0.0013672i,0.00038245+0.00089171i,0.00058058+0.00011496i,0.00036152+0.00014595i,4.3163e-05+0.00049102i,-0.00054159+0.00051188i,-0.00055575+0.00024974i,0.00011192+0.00013449i,-0.00037287+4.9506e-05i,-0.00082455-0.00028063i,0.00029721-0.00013285i,0.0010588+0.00030159i,0.00067697+0.00043483i,0.00016176+8.9226e-05i,-8.8468e-05+4.2273e-05i,-7.0755e-05+0.00017533i
0.39916+0.18931i,0.32462+0.46206i,0.060009+0.56359i,-0.15284+0.40025i,-0.14371+0.19609i,-0.024155+0.046259i,0.050006-0.04764i,0.054804-0.075928i,0.02994-0.059085i,0.0068585-0.022137i,0.0050036+0.013553i,0.013897+0.039368i,0.017604+0.04827i,0.010598+0.033621i,-0.0054775+0.01615i,-0.015713+0.01223i,-0.012956+0.01464i,-0.0056298+0.011359i,-0.0029807+0.0049939i,-0.0016176+0.0088747i,0.0073047+0.014108i,0.013658+0.010845i,0.012341+0.0065957i
-0.14579+0.62823i,-0.33368+0.81512i,-0.34429+0.74387i,-0.13586+0.42607i,-0.026472+0.11504i,-0.07169+0.0040423i,-0.10331+0.0084467i,-0.095442+0.015807i,-0.068371+0.015193i,-0.039414+0.0074624i,-0.036024+0.0088253i,-0.037093+0.027409i,-0.020658+0.035754i,-0.00031883+0.023974i,0.0054807+0.0071138i,0.00028787-0.00062017i,0.0015762+0.004291i,0.0085388+0.010162i,0.0067716+0.0077884i,-0.0033369+0.0039416i,-0.0089421+0.0032593i,-0.0060132-0.0013897i,-0.0019711-0.0078683i
-0.69032-0.066906i,-0.85086-0.20296i,-0.71568-0.31414i,-0.3975-0.2608i,-0.12957-0.11419i,-0.0078846+0.017745i,0.036349+0.095549i,0.05769+0.098813i,0.054769+0.055773i,0.027799+0.01125i,-0.0093396-0.013328i,-0.042097-0.01992i,-0.05601-0.012755i,-0.039546-0.00012732i,-0.010646+0.0012567i,6.7173e-05-0.0058406i,-0.009335-0.0086795i,-0.019593-0.0072762i,-0.018749-0.0084908i,-0.014044-0.011968i,-0.011188-0.0085437i,-0.0060937+0.00020206i,-0.0015938+0.0070391i
-0.12805-0.77211i,-0.22794-1.0021i,-0.22002-0.83041i,-0.10137-0.38987i,0.012105-0.093796i,0.033478-0.056613i,-0.0017396-0.086503i,-0.0237-0.084072i,-0.025441-0.058623i,-0.010484-0.038523i,0.0019805-0.047014i,-0.0061265-0.05838i,-0.017124-0.045541i,-0.018071-0.021792i,-0.011784-0.0072657i,-0.0068192-0.0041118i,-0.0092925-0.0022589i,-0.01298+0.00097537i,-0.0082394+0.0011507i,0.0016235-0.004325i,0.0058201-0.0091036i,0.0062425-0.004937i,0.0090686+0.00059039i
0.73129-0.25159i,0.93867-0.45142i,0.78085-0.47984i,0.39345-0.32573i,0.099452-0.14855i,-0.035915-0.03469i,-0.083145+0.022227i,-0.077895+0.051137i,-0.049731+0.055619i,-0.018965+0.035838i,0.0064077+0.00717i,0.027476-0.018614i,0.034801-0.034657i,0.020452-0.033573i,0.0035619-0.017359i,0.0011059-0.0067447i,0.0084349-0.014907i,0.013103-0.029487i,0.010414-0.029506i,0.0063193-0.013498i,0.0033403-0.00040029i,-0.0027734+0.0031016i,-0.010041+0.0032924i
0.38168+0.59061i,0.65542+0.66896i,0.62555+0.48262i,0.30125+0.23564i,0.060155+0.098763i,0.03133+0.0064843i,0.049196-0.062704i,0.041425-0.07591i,0.022913-0.054972i,0.012406-0.019321i,0.021551+0.0079514i,0.027955+0.017978i,0.022403+0.018972i,0.01691+0.0086054i,0.014108-0.0021296i,0.012603-0.0072231i,0.0083821-0.012339i,0.0050551-0.017044i,0.0039746-0.016341i,0.0023165-0.0090978i,0.0035913-0.0012508i,0.0041971+0.00018717i,0.0019138-0.0013211i
-0.46898+0.42771i,-0.40644+0.7654i,-0.11598+0.80014i,0.12893+0.4719i,0.14307+0.11258i,0.046933-0.044592i,-0.033792-0.074302i,-0.080367-0.062022i,-0.072511-0.038584i,-0.040066-0.025943i,-0.027491-0.011255i,-0.023092+0.01273i,-0.011121+0.029923i,0.0020942+0.032797i,0.0043647+0.022884i,0.0021245+0.013907i,0.0099392+0.015103i,0.023528+0.01845i,0.027266+0.011701i,0.017291-0.0022513i,0.0067652-0.011381i,0.0052422-0.014619i,0.0077335-0.019025i
-0.37468-0.31952i,-0.61212-0.13455i,-0.56498+0.079934i,-0.30433+0.085476i,-0.079363+0.025567i,0.040674+0.044478i,0.11673+0.062101i,0.13657+0.043479i,0.10364+0.02333i,0.051778+0.01061i,0.011513+0.0044021i,-0.010497-0.004715i,-0.023253-0.0080798i,-0.01768+0.0010452i,-0.0042636+0.0098112i,0.0019351+0.015272i,0.0062872+0.0151i,0.010648+0.010729i,0.013681+0.0083917i,0.014753+0.0074344i,0.013956+0.0087067i,0.014487+0.011023i,0.014291+0.012258i
0.19829-0.36285i,-0.098404-0.59239i,-0.38554-0.48887i,-0.33197-0.15999i,-0.11285+0.050805i,0.014281+0.072005i,0.048667+0.020758i,0.034082-0.03861i,0.0037327-0.037527i,0.01397-0.0072413i,0.030409-0.019497i,0.014261-0.038148i,-0.0048547-0.033331i,-0.012456-0.027264i,-0.013752-0.026721i,-0.012873-0.022332i,-0.015355-0.0069566i,-0.016219+0.0079895i,-0.01062+0.012607i,-0.0017819+0.012245i,0.0050034+0.012943i,0.0086251+0.018234i,0.013913+0.023442i
0.17006+0.11563i,0.22642-0.14745i,0.058577-0.36162i,-0.10112-0.28629i,-0.11005-0.10045i,-0.11473+0.028186i,-0.13155+0.1271i,-0.1001+0.16347i,-0.067278+0.12401i,-0.047414+0.06965i,-0.027865+0.030259i,-0.0072229+0.0057887i,0.010319-0.011148i,0.0097421-0.017381i,-0.00053181-0.011252i,-0.0065519-0.0080587i,-0.0079211-0.010271i,-0.0065853-0.010532i,-0.0073513-0.0084365i,-0.011786-0.0038423i,-0.018187+0.0025308i,-0.022642+0.009733i,-0.021182+0.012876i
-0.059529+0.098955i,0.20626+0.15578i,0.40175+0.03964i,0.28056-0.06448i,0.046119-0.051895i,-0.058375-0.040303i,-0.063542-0.047291i,-0.019513-0.050928i,-0.00031806-0.05437i,-0.02224-0.019509i,-0.01323+0.021564i,0.0088415+0.022859i,0.01468+0.012406i,0.022332+0.0058774i,0.030684+0.00031153i,0.029728-0.0036989i,0.016748-0.010448i,0.0054824-0.012135i,0.0065436-0.0085931i,0.0073856-0.0089949i,0.0017236-0.010827i,-0.0097055-0.011525i,-0.020726-0.0068554i
0.03254-0.1126i,0.11576-0.030258i,0.33376+0.0065277i,0.41397-0.064976i,0.27521-0.12509i,0.10119-0.13457i,-0.036698-0.13742i,-0.10757-0.091032i,-0.077297-0.039033i,-0.027821-0.0365i,-0.015509-0.034616i,-0.0086756-0.014557i,0.0038666+0.0039478i,0.012134+0.0097115i,0.011408+0.0016939i,0.0088566-0.0026066i,0.013958+0.0019554i,0.018207+0.0053763i,0.018591+0.0042884i,0.018258-0.0030286i,0.013033-0.012455i,0.0049395-0.017665i,-0.0022985-0.019597i
0.049699+0.05156i,-0.056608+0.10021i,-0.13826+0.1999i,-0.11696+0.16302i,-0.034838+0.039278i,0.059496-0.020288i,0.12368-0.033557i,0.11727-0.011184i,0.085757+0.02584i,0.047773+0.017046i,0.0050475-0.0012797i,-0.01522+0.0037515i,-0.014938+0.0090805i,-0.010014+0.013213i,-0.0067313+0.018089i,-0.0052527+0.019018i,0.0005386+0.014828i,0.0046769+0.0093646i,0.001278+0.011047i,-0.00056259+0.018098i,0.0041313+0.021591i,0.013029+0.016551i,0.017258+0.0055794i
-0.068567+0.058133i,-0.073697+0.11049i,-0.13652+0.25046i,-0.12263+0.34516i,-0.057379+0.2706i,-0.039004+0.14647i,-0.03489+0.052929i,-0.051815-0.023321i,-0.074255-0.024401i,-0.035825+0.014839i,0.0047797+0.010615i,0.0032941-0.0031196i,-0.001839-0.0013199i,-0.00089152+0.0010675i,0.0019205+0.0018142i,0.0007595+0.00016017i,-0.007733+0.0037343i,-0.0094979+0.01078i,-0.0039339+0.014367i,0.0014501+0.01403i,0.0043633+0.008527i,0.0037623+0.0033261i,0.0073106+0.0021377i
-0.013476-0.13339i,-0.043299-0.11551i,-0.09783-0.15493i,-0.098397-0.15967i,-0.044442-0.079443i,-0.031356+0.045009i,-0.029564+0.14944i,-0.0097998+0.14972i,-0.02704+0.07842i,-0.045265+0.032166i,-0.027523+0.0088057i,-0.013358-0.011378i,-0.0099585-0.018774i,-0.0070915-0.016643i,-0.0064824-0.012877i,-0.0050201-0.011562i,-0.000757-0.0081935i,0.00135-0.0025286i,-0.0012498-0.0022902i,-0.0075677-0.0077724i,-0.015676-0.010992i,-0.020198-0.0054982i,-0.018394+0.003426i
0.14324+0.065119i,0.019445+0.046596i,-0.059375-0.037339i,-0.070502-0.10476i,-0.048001-0.10005i,-0.001696-0.10352i,0.034984-0.12378i,0.059172-0.12378i,0.053123-0.10282i,0.015464-0.052704i,0.00021503-0.0054157i,0.0036107+0.0092047i,0.004296+0.01272i,0.0063939+0.0085821i,0.0069109-0.0023181i,0.0097363-0.0090441i,0.0089858-0.00922i,0.0016738-0.0018693i,-0.0023136+0.0068296i,-0.001819+0.0078946i,0.0028168+0.0033121i,0.0070194-0.0019276i,0.0052069-0.0018797i
-0.10506+0.16193i,-0.018837+0.0050681i,0.091479-0.11182i,0.12628-0.10636i,0.079505-0.049846i,-0.018535-0.012704i,-0.12948-0.0020024i,-0.164+0.035831i,-0.095026+0.057423i,-0.025746+0.021153i,-0.012195-0.0045682i,-0.0056368+0.0063268i,0.01329+0.015691i,0.024054+0.01024i,0.021018+0.0014489i,0.012477-0.00016366i,0.0058786+0.00041123i,-0.0013946-0.0015094i,-0.0044754-0.0011407i,-0.00041232-0.00074831i,0.0034867-0.0020599i,0.0031463-0.0037598i,-0.00039334-0.0051277i
-0.2731-0.3049i,-0.21126-0.30909i,-0.15495-0.23211i,-0.14518-0.1193i,-0.11754-0.012537i,-0.047619+0.043838i,0.014667+0.056892i,0.021247+0.063321i,0.0050791+0.061309i,-0.011565+0.031291i,-0.035114+0.0076014i,-0.047712+0.0088141i,-0.039294+0.013063i,-0.020739+0.013913i,-0.0046338+0.015142i,-0.0014927+0.015408i,-0.0073454+0.0094537i,-0.012939-0.0021003i,-0.016166-0.0056472i,-0.013425-0.0017339i,-0.0089803+0.0032402i,-0.0072052+0.0093029i,-0.0049897+0.010487i
0.31502-0.28633i,0.2573-0.14727i,0.15614+0.044659i,0.10396+0.099275i,0.02814+0.0053306i,-0.065875-0.087232i,-0.097785-0.12474i,-0.098065-0.14124i,-0.099372-0.1086i,-0.063068-0.048199i,-0.023803-0.024502i,-0.025352-0.023004i,-0.034553-0.0074767i,-0.025758+0.012458i,-0.011436+0.016428i,-0.0042508+0.0097346i,0.0015473+0.0070463i,0.010471+0.0063024i,0.013603+0.0027977i,0.011571-0.0010737i,0.008028-0.0098322i,0.00337-0.019844i,4.5451e-05-0.019791i
0.43033+0.38316i,0.47352+0.30931i,0.41472+0.1155i,0.28253-0.048495i,0.15341-0.1006i,0.072273-0.058921i,0.043219-0.006526i,0.043128+0.0045658i,0.036369-0.0069402i,0.031351-0.013901i,0.034589-0.03107i,0.023642-0.051863i,0.0045293-0.051543i,-0.0032077-0.037254i,-0.00065109-0.024708i,0.0053036-0.018162i,0.012466-0.011927i,0.016853-0.0067751i,0.013936-0.0053979i,0.008635-0.0024056i,0.0082556-0.0022136i,0.0086741-0.0072723i,0.0040917-0.012331i
-0.43088+0.36738i,-0.34953+0.2823i,-0.19986+0.12225i,-0.09691+0.047199i,0.010323+0.061073i,0.12584+0.033644i,0.14805-0.042716i,0.095005-0.072036i,0.062098-0.047019i,0.055528-0.021498i,0.046737-0.014694i,0.03272-0.013643i,0.019064-0.013353i,0.0078399-0.015586i,0.0053805-0.012973i,0.0069407-0.0082807i,-0.0022435+0.0014617i,-0.010338+0.014647i,-0.0082928+0.015413i,-0.0040845+0.011067i,0.0069225+0.013597i,0.021295+0.017462i,0.02946+0.015854i
-0.48707-0.48948i,-0.50341-0.28784i,-0.39438+0.00017604i,-0.25611+0.11313i,-0.15893+0.10042i,-0.11946+0.089177i,-0.10394+0.083123i,-0.091217+0.074605i,-0.06419+0.068975i,-0.029542+0.049997i,-0.0068108+0.036164i,0.014121+0.034807i,0.030178+0.025948i,0.029474+0.018511i,0.017113+0.019855i,0.0048882+0.020354i,-0.0026739+0.017456i,-0.0062454+0.011982i,-0.0046075+0.0053179i,-0.0037485+0.00020282i,-0.007369-0.0010063i,-0.0083376+0.0039378i,-0.0030053+0.01038i
0.58877-0.46596i,0.4169-0.40317i,0.15648-0.20281i,0.0068605-0.062905i,-0.087879-0.0086747i,-0.11604+0.030302i,-0.033583+0.034436i,0.044769-0.011877i,0.02906-0.028772i,-0.0066775+0.0066063i,-0.011677+0.027764i,-0.016591+0.01951i,-0.018554+0.012679i,-0.010234+0.0084823i,-0.0088521+0.0062349i,-0.012358+0.0075086i,-0.013194+0.00016191i,-0.015863-0.0074245i,-0.01064-0.0020561i,0.0013685+0.0024513i,0.0014599+0.0020022i,-0.0098315+0.0055185i,-0.018879+0.011772i
0.46864+0.5918i,0.42415+0.33204i,0.23673-0.050482i,0.11847-0.23197i,0.085405-0.23594i,0.048531-0.18875i,0.014781-0.12169i,0.0031093-0.068564i,-0.00054515-0.038111i,0.00022099-0.019953i,-0.011658-0.012836i,-0.036217-0.0047381i,-0.042443+0.0046078i,-0.029437+0.00035278i,-0.018673-0.013826i,-0.015674-0.018208i,-0.012486-0.0095565i,-0.0029268-0.0023776i,0.0043449-0.0018584i,0.0040716-0.00048251i,0.0043889+0.00069507i,0.006478-0.00092731i,0.0052931-0.0033217i
-0.66936+0.45736i,-0.47872+0.44438i,-0.19885+0.23971i,-0.09485+0.054824i,-0.062624-0.013191i,-0.0039699-0.023229i,0.026601+0.010755i,0.047918+0.066223i,0.06558+0.061695i,0.043916+0.013695i,0.015965-0.011163i,0.010668-0.022013i,0.0025877-0.025404i,-0.0037558-0.012536i,0.0046259-0.007465i,0.0094194-0.015794i,0.0055084-0.018494i,0.0016494-0.014153i,-0.005655-0.007196i,-0.014555+0.004315i,-0.01555+0.015075i,-0.0094751+0.014182i,-0.0051688+0.0052574i
-0.41463-0.78548i,-0.36625-0.59905i,-0.11651-0.23325i,0.051028+0.022635i,0.032971+0.15279i,-0.0088914+0.20182i,-0.025999+0.14992i,-0.054928+0.077482i,-0.046309+0.05186i,0.00018995+0.029737i,0.025548-0.010872i,0.028912-0.038022i,0.026257-0.038152i,0.019945-0.013925i,0.024495+0.011834i,0.027834+0.010979i,0.017405+0.0013743i,0.009015+0.0031104i,0.0087807+0.0042613i,0.0085287-0.00065509i,0.0019915-0.004035i,-0.0081395-0.0027918i,-0.011122+0.0030803i
0.71754-0.50094i,0.41529-0.55569i,0.03451-0.36995i,-0.092039-0.17931i,-0.083826-0.08089i,-0.065577+0.012436i,-0.020177+0.074119i,-0.0012853+0.065387i,-0.014207+0.056463i,-0.0014019+0.052206i,0.0153+0.036966i,0.021196+0.025431i,0.018375+0.0070882i,-5.2521e-05-0.0094313i,-0.012427-0.0042667i,-0.0052871+0.006548i,0.0079927+0.0072286i,0.014967+0.0044967i,0.01621-0.00095682i,0.013927-0.01088i,0.0060152-0.018267i,-0.0033425-0.019327i,-0.0077607-0.015091i
0.4586+0.8267i,0.54381+0.66634i,0.33535+0.38704i,0.071973+0.21036i,-0.051382+0.065405i,-0.07713-0.076409i,-0.056204-0.1549i,-0.031299-0.1661i,-0.041787-0.11304i,-0.039198-0.024576i,-0.0077491+0.025259i,0.0081108+0.038061i,0.0082215+0.037248i,-0.0051873+0.017263i,-0.030277+0.0032571i,-0.036363+0.0092067i,-0.025792+0.016691i,-0.01959+0.016377i,-0.013906+0.017303i,-0.0038848+0.020544i,0.0082614+0.018164i,0.015471+0.0076754i,0.0097918-0.0051828i
-0.59444+0.27362i,-0.241+0.31263i,0.12066+0.10584i,0.15609-0.086965i,0.056392-0.092778i,0.017652-0.03297i,-0.0099934+0.014172i,-0.030001+0.055402i,-0.017136+0.051408i,-0.012414+0.015719i,-0.028233-0.0017324i,-0.033441-0.00071733i,-0.013077+0.00076804i,0.014263-0.0038074i,0.017664-0.011315i,0.00024129-0.012194i,-0.013871-0.0044843i,-0.015582+0.0038297i,-0.011331+0.0066619i,-0.010791+0.0075411i,-0.010813+0.012478i,-0.0025179+0.017031i,0.0086502+0.0094572i
-0.30923-0.71156i,-0.56179-0.51313i,-0.55335-0.2105i,-0.37953-0.066085i,-0.22222-0.021738i,-0.061831+0.016288i,0.083316+0.021008i,0.14982-0.0020476i,0.13243-0.031618i,0.066028-0.042836i,0.014766-0.029981i,-0.008241-0.018985i,-0.021873-0.0098938i,-0.01713-0.0047554i,-0.0033979-0.018375i,-0.003919-0.033545i,-0.0070579-0.037196i,-0.0074589-0.035355i,-0.011485-0.027925i,-0.014866-0.019228i,-0.020163-0.0098932i,-0.02127+0.0023159i,-0.0077896+0.011465i
0.55192-0.011394i,0.28335-0.015385i,0.018878+0.14388i,0.0015733+0.21566i,0.0094401+0.14026i,-0.081187+0.094121i,-0.1273+0.076622i,-0.1285+0.035014i,-0.10601+0.024881i,-0.042491+0.029585i,0.0099+0.010897i,0.029104-0.0097444i,0.020864-0.015716i,-0.0028768-0.0029217i,-0.010125+0.0066565i,0.0033633-0.0021621i,0.014995-0.0091396i,0.015057-0.0066936i,0.012692-0.0012494i,0.016781-0.0046371i,0.013756-0.017801i,-9.561e-05-0.018758i,-0.004707-0.0017013i
0.1009+0.38783i,0.33064+0.10234i,0.3043-0.1534i,0.11372-0.13801i,0.0065669+0.00098054i,-0.0032856+0.10871i,0.021776+0.15923i,0.040926+0.15169i,0.034558+0.11454i,0.016334+0.075306i,0.0087344+0.044868i,0.011964+0.012598i,0.0024801-0.01666i,-0.011209-0.01632i,-0.0019345-0.0025722i,0.016155+0.00047108i,0.025868+0.0064068i,0.030337+0.011865i,0.028021+0.0083014i,0.020759+0.0075248i,0.015066+0.0053356i,0.0045245-0.00098726i,-0.014498-0.00044202i
-0.36996-0.2423i,-0.28391-0.18472i,-0.21257-0.18325i,-0.21478-0.10998i,-0.15654+0.020418i,-0.030633+0.032476i,0.037272-0.022945i,0.037494-0.043049i,0.01821-0.04402i,-0.0077784-0.040182i,-0.024759-0.020342i,-0.016985+0.01773i,0.011047+0.039207i,0.026636+0.021941i,0.01913+0.0032674i,0.0085912+0.0063991i,0.0029971+0.010846i,0.0018305+0.0023033i,0.00046335-0.0059238i,-0.00043902+0.00063981i,0.0025741+0.01034i,0.0011548+0.010559i,-0.0096776+0.0056232i
0.39271-0.16961i,0.22885-0.0065919i,0.0741+0.096147i,-0.018008+0.020532i,-0.10884-0.089804i,-0.167-0.10971i,-0.15596-0.049983i,-0.091896+0.018148i,-0.028678+0.024096i,-0.015076-0.018012i,-0.024158-0.031993i,-0.0084642-0.022676i,0.014336-0.030172i,0.0098327-0.037643i,-0.0072288-0.030124i,-0.017479-0.017822i,-0.023365-0.0089637i,-0.024674-0.0019132i,-0.017775-0.0012377i,-0.01153-0.0080871i,-0.011825-0.010293i,-0.007678-0.01041i,0.0054385-0.018873i
0.19121+0.40686i,0.19769+0.21213i,0.19804+0.035306i,0.16185-0.015335i,0.048909-0.010543i,-0.059602+0.0018449i,-0.09405-0.012454i,-0.088523-0.053921i,-0.06457-0.064029i,-0.025443-0.045324i,-0.012404-0.033372i,-0.037065-0.01689i,-0.058151+0.01267i,-0.04922+0.024736i,-0.032424+0.01239i,-0.02692+0.0044239i,-0.014319+0.016572i,0.011419+0.028142i,0.024864+0.02382i,0.019293+0.01377i,0.011205+0.0029831i,0.0056584-0.0076145i,0.0030376-0.01571i
-0.63256+0.097359i,-0.48135+0.10023i,-0.22322+0.051097i,-0.053461+0.028805i,0.04109+0.054828i,0.099599+0.060705i,0.067753+0.018864i,-0.026023+0.017653i,-0.049186+0.044705i,-0.0047126+0.021514i,0.021314-0.010953i,0.031438-0.0083888i,0.04357+0.0017766i,0.043315-0.00066029i,0.035766-0.013107i,0.026843-0.021763i,0.017249-0.018347i,0.014213-0.012128i,0.014321-0.0041493i,0.015334+0.0068741i,0.014816+0.010249i,0.0077585+0.010765i,0.0043153+0.015689i
0.22027-0.68011i,0.19585-0.49859i,0.073997-0.15234i,-0.089289+0.074121i,-0.1626+0.13742i,-0.10829+0.10652i,-0.0058063+0.055891i,0.082273+0.022563i,0.10588-0.0064175i,0.075457-0.021014i,0.05311-0.030194i,0.034274-0.054259i,-0.0026433-0.061792i,-0.021609-0.03858i,-0.0052741-0.021578i,0.0026201-0.030202i,-0.021308-0.032713i,-0.046017-0.0097007i,-0.044311+0.007526i,-0.028383+0.00096117i,-0.019366-0.0092587i,-0.016674-0.010638i,-0.0096395-0.0041961i
0.64182-0.078338i,0.45628-0.27745i,0.16812-0.26158i,0.052561-0.10499i,0.014718-0.0037836i,-0.051166+0.042169i,-0.062404+0.033299i,-0.053077-0.035872i,-0.057325-0.055976i,-0.019691-0.02078i,0.015443+0.0046883i,0.017104+0.025018i,0.015855+0.035047i,0.019809+0.026135i,0.02482+0.013434i,0.022427-0.00067248i,0.013319-0.0094508i,0.010149-0.0072937i,0.013028-0.0035996i,0.013646-0.0075581i,0.009388-0.020208i,-0.00072179-0.02822i,-0.0094588-0.020674i
-0.10937+0.84475i,0.014518+0.85544i,0.025127+0.52552i,-0.0048418+0.17435i,0.028162-0.0040059i,0.093999-0.060386i,0.12748-0.054777i,0.11862-0.027372i,0.084274-0.01589i,0.025115-0.017171i,-0.018216-0.0045078i,-0.010144+0.0060662i,0.0157-0.014904i,0.017102-0.04101i,0.0019498-0.036413i,0.0019817-0.0164i,0.0043615-0.015593i,-0.003937-0.026551i,-0.0040136-0.025221i,0.010073-0.011153i,0.03245-0.0037079i,0.043645-0.010842i,0.034101-0.013584i
-0.14996-0.19427i,0.03391-0.0281i,0.15035+0.077842i,0.082479+0.10453i,0.0013305+0.069599i,-0.023114-0.050163i,-0.058022-0.12591i,-0.070118-0.080713i,-0.049288-0.025318i,-0.0388+0.00074218i,-0.036254+0.013072i,-0.036107+0.017454i,-0.02737+0.028258i,-0.0072447+0.036622i,0.0061869+0.031363i,0.010867+0.020155i,0.016135+0.013899i,0.015666+0.0082365i,0.0035378+0.0050543i,-0.005487+0.013781i,0.0030549+0.024903i,0.015755+0.02134i,0.012005+0.0025921i
-0.043165-0.30958i,-0.38056-0.39178i,-0.42564-0.36483i,-0.25816-0.26016i,-0.18999-0.086811i,-0.17797+0.15255i,-0.10134+0.30824i,-0.010752+0.28561i,0.041243+0.16317i,0.0598+0.040334i,0.055281-0.02855i,0.040429-0.042746i,0.034426-0.026255i,0.047427-0.012828i,0.052668-0.018329i,0.035926-0.02575i,0.025109-0.029723i,0.024321-0.034966i,0.01805-0.035494i,0.0078753-0.025206i,0.0013711-0.0034435i,0.0039154+0.015579i,0.0068388+0.019373i
0.079203+0.47052i,0.082313+0.33281i,-0.015513+0.1341i,-0.039422+0.049564i,0.05623-0.0020611i,0.12422-0.094351i,0.12635-0.18359i,0.088081-0.22813i,0.04004-0.19649i,0.010761-0.11941i,-0.0088758-0.069746i,-0.031779-0.04567i,-0.044424-0.021072i,-0.044164-0.0074602i,-0.027532-0.01357i,-0.0064068-0.024512i,-0.0010575-0.012124i,0.0046876+0.013999i,0.01704+0.013314i,0.016951-0.0064996i,0.0073786-0.013415i,0.003884-0.0042892i,0.011825+0.005257i
-0.15996-0.54621i,-0.011178-0.63459i,0.090255-0.39228i,0.097022-0.092776i,0.0080687-0.058866i,-0.20316-0.12542i,-0.3499-0.020377i,-0.25168+0.14694i,-0.073471+0.16421i,0.00069273+0.095214i,0.016025+0.057077i,0.024537+0.048689i,0.027662+0.054612i,0.037132+0.059033i,0.050364+0.044911i,0.053612+0.02971i,0.047137+0.032073i,0.041089+0.042606i,0.040767+0.044579i,0.033126+0.03558i,0.010723+0.031593i,-0.0069542+0.036157i,-0.0096117+0.0321i
0.18151-0.19841i,0.14081-0.084046i,0.15418-0.017846i,0.10899+0.017017i,0.067328+0.13704i,0.17945+0.18789i,0.26771+0.077951i,0.19624-0.010761i,0.086302-0.0083028i,0.026557+0.0016734i,0.016423-0.010484i,0.021751-0.038906i,0.0053046-0.054998i,-0.013113-0.041833i,-0.010093-0.015227i,-0.0034023+0.0015947i,-0.019366-0.0014406i,-0.042814-0.0048212i,-0.044681-0.0030084i,-0.036346-0.0078333i,-0.032846-0.013077i,-0.02662-0.011571i,-0.013778-0.0062535i
0.85379+0.42274i,1.0899+0.15651i,0.76594-0.2029i,0.30268-0.31796i,0.15841-0.30743i,0.061672-0.38194i,-0.15401-0.36735i,-0.25225-0.21708i,-0.19311-0.10636i,-0.11852-0.0634i,-0.080114-0.037563i,-0.072981-0.0068875i,-0.073509+0.0346i,-0.058479+0.057116i,-0.038505+0.052691i,-0.029202+0.041723i,-0.024554+0.035749i,-0.017122+0.027475i,-0.006958+0.013003i,0.001944-0.0074528i,-0.0027564-0.03037i,-0.019084-0.03691i,-0.028603-0.027025i
-0.56278+0.082038i,-0.6006+0.25511i,-0.43441+0.43331i,-0.20205+0.38824i,-0.11569+0.11094i,-0.15895-0.10664i,-0.13534-0.10442i,-0.0039901-0.010693i,0.08865+0.03261i,0.073555+0.031211i,0.030472+0.028508i,0.025951+0.011527i,0.044334-0.035057i,0.058325-0.072373i,0.066471-0.064834i,0.07895-0.034437i,0.07518-0.021495i,0.043093-0.02118i,0.019596-0.018607i,0.016192-0.017448i,0.019818-0.013362i,0.023272-0.0051346i,0.023954+0.0022292i
0.022489+0.36119i,0.071035+0.7568i,0.28535+0.70301i,0.39709+0.30562i,0.33248+0.070508i,0.28722-0.017453i,0.1873-0.10858i,0.046619-0.099892i,0.0028361-0.063498i,-0.012521-0.08277i,-0.034671-0.075108i,-0.039686-0.064134i,-0.072516-0.067843i,-0.09961-0.043133i,-0.088472-0.011063i,-0.071449+0.0071461i,-0.058157+0.013926i,-0.042755+0.017525i,-0.022187+0.027225i,-0.0002428+0.027727i,0.0077063+0.017791i,0.0069182+0.011604i,0.01018+0.0058598i
0.31472-0.12305i,0.16003-0.52652i,-0.14683-0.7021i,-0.21234-0.53828i,0.032508-0.38809i,0.18279-0.37481i,0.10661-0.30384i,-0.011502-0.15821i,-0.068925-0.033129i,-0.048764+0.03053i,0.0054735+0.028733i,0.041002+0.00054107i,0.060804-0.0075396i,0.068796-0.0018207i,0.04095+0.0046708i,-0.012224+0.02138i,-0.037024+0.021112i,-0.030589-0.01689i,-0.023797-0.053472i,-0.019977-0.066658i,-0.017691-0.063854i,-0.016798-0.043011i,-0.010668-0.013879i
-1.0332+0.058343i,-1.2643+0.18796i,-0.96579+0.39404i,-0.29635+0.39236i,0.15973+0.040123i,0.1904-0.29338i,0.069788-0.36801i,-0.0080338-0.29043i,-0.02847-0.18007i,-0.033019-0.1115i,-0.068647-0.056069i,-0.068672+0.014139i,-0.023651+0.020847i,-0.014455-0.021151i,-0.031264-0.059216i,-0.038715-0.085001i,-0.031787-0.074127i,-0.005305-0.031548i,0.024648-0.0029257i,0.035266-0.0013175i,0.031551-0.0029204i,0.020694+0.0041207i,0.011583+0.016121i
