-0.0032277-0.00032658i,-0.0023361-0.00086845i,-0.0019955-0.0013679i,-0.001684-0.00095451i,-0.00086599+7.1193e-05i,5.9785e-05+0.0013332i,0.00034444+0.0016297i,0.00015228+0.0013672i,0.00038245+0.00089171i,0.00058058+0.00011496i,0.00036152+0.00014595i,4.3163e-05+0.00049102i,-0.00054159+0.00051188i,-0.00055575+0.00024974i,0.00011192+0.00013449i,-0.00037287+4.9506e-05i,-0.00082455-0.00028063i,0.00029721-0.00013285i,0.0010588+0.00030159i,0.00067697+0.00043483i,0.00016176+8.9226e-05i,-8.8468e-05+4.2273e-05i,-7.0755e-05+0.00017533i
0.00068039-0.00029293i,0.00037768-0.0012639i,-9.8609e-05-0.0023183i,-0.00049097-0.00066808i,0.00011509-3.64e-05i,0.00051496-0.0012166i,-7.4249e-06-0.0016039i,-7.4209e-05-0.0010061i,-4.1647e-05-0.00028518i,-0.00013462-0.00069714i,0.000356-0.0015965i,0.0003761-0.0016102i,-0.00013501-0.0014464i,-0.00044228-0.0014388i,-0.00047535-0.00098905i,-0.00012671+0.00035517i,0.00025865+0.0011282i,0.00065438+0.0010906i,0.00067967+0.0010016i,0.00018838+0.00080712i,-0.00066126+0.00040166i,-0.0006888-0.00035278i,0.00035947+2.8353e-05i
1.6999e-05+0.0025792i,0.00022427+0.0020317i,0.00047673-0.00011801i,0.0013476-0.0015011i,0.0016047-0.0019212i,0.001118-0.0022803i,0.0003457-0.0017044i,5.6311e-05-0.0011054i,0.00044065-0.00062103i,0.00024428+1.7897e-06i,0.00045099+0.00017843i,0.0012397+0.00058517i,0.00029997+0.00077492i,-5.9695e-05+0.00034668i,0.00057845-0.00032001i,0.00061155-0.00034935i,0.00041284-0.0003342i,-7.2689e-05-0.00011293i,9.8275e-05-0.00012773i,0.00053211-0.00034702i,0.00029697-0.00037965i,2.8141e-05-0.00037814i,-2.2148e-05-0.00017139i
-0.0029932+0.014935i,-0.00014162+0.018274i,0.010602+0.015613i,0.014514+0.0048412i,0.011718-0.004816i,0.0040736-0.0069135i,-0.00036003-0.0029018i,-0.00021737-0.00037181i,0.0011707-0.00021391i,0.0026187-0.0010121i,0.0013273-0.0026974i,-0.00020569-0.0028429i,-0.00068822-0.0022127i,-0.0016222-0.0016782i,-0.0017752-0.0010872i,-8.2174e-05+0.00041726i,0.0012744+0.0011921i,0.0012873-0.00031144i,0.00064774-0.00054258i,0.0001773+0.00018978i,-0.00036537+0.00023029i,-0.00049752+0.00042988i,-0.00033595+0.00029077i
0.0027749+7.3413e-05i,0.0034103-0.0017913i,0.0032097-0.0021062i,0.0031098-0.0017295i,0.0033207-0.0020923i,0.0023123-0.0018319i,0.00031608-0.00019532i,-0.00017194+0.0008793i,0.00067777+0.00024939i,0.00045513+0.00033452i,-0.00030014+0.00043678i,-0.00078431+0.00025184i,-0.00026755+0.00025323i,0.00079806+0.00041217i,3.4395e-05+0.00069833i,-0.00069248+0.00015839i,-6.1178e-05-0.00013932i,-0.00047011+0.00013249i,-0.00060346+9.3088e-05i,-0.0004721-0.00018703i,-0.00094881-0.00023834i,-0.0018233+9.6193e-05i,-0.0018424+0.00029635i
-0.0023732+0.003575i,-0.0018804+0.0035908i,0.00086096+0.0023893i,0.0018147+0.0010277i,0.00070025-0.00021458i,-0.00048375-0.00044428i,-0.00011983+0.00037294i,-0.00028722+0.00072004i,-0.00052408+0.00017794i,-0.00024722+0.00039035i,-0.00024056+0.00013289i,0.00025906-3.1047e-05i,0.00022696+0.00059902i,-9.2557e-05-0.00016093i,-0.00038146-0.00060671i,-0.0010218+0.00013451i,-0.00065713+0.00042889i,0.00050197+0.00030792i,0.00049133+0.00028429i,-0.00038038+0.00063293i,-0.0005476+0.00022559i,2.3298e-05-0.00011918i,0.00017898+0.00064808i
0.00066221-0.00042642i,0.0012651+3.679e-05i,0.00079972-0.00077768i,-0.00011207-0.0005717i,0.00023167+0.00045579i,0.00010358+0.00047316i,-1.3815e-05-0.000302i,0.00063848-0.00070631i,0.00024885-0.00079354i,8.935e-05+0.00029007i,0.00038238+0.00085961i,4.2208e-06-0.0002257i,0.00014977-0.00017874i,0.00018346+0.00051751i,-3.1767e-05+0.00047822i,2.8684e-05+0.00018207i,0.00029437-0.00060539i,0.00011409-0.00080468i,5.9402e-05-0.0005546i,2.3567e-05-0.00019052i,-0.0002823-7.2387e-05i,-9.3883e-05-0.0003888i,0.00012081-7.6999e-05i
0.0012249+0.00058242i,0.0012197+0.00065469i,0.00027663-6.8726e-05i,0.00025074-0.00070161i,0.0002769-0.0002492i,0.00012806+9.5563e-05i,-0.00022118+0.00057362i,-0.00052792+0.00094232i,-0.00011193+0.0012484i,-2.8308e-05+0.0011218i,-0.00028802+0.00024171i,-3.72e-05-0.00020885i,-3.7087e-05+7.9192e-05i,0.00023018+9.7576e-05i,-0.00025559-0.00010197i,-0.0010394+2.3847e-05i,-0.00051366+0.00015701i,-8.5995e-05+7.1749e-05i,-0.000138+0.00049252i,-0.00028589+0.00024586i,-0.00085415-0.00065207i,-0.00014213-0.0011746i,-0.0002475-0.00072533i
-0.0029206+0.0013341i,-0.0030995+0.001247i,-0.0020294+0.00068955i,-0.00057445+0.00032095i,-0.0001116+0.00039654i,-0.00022496+0.00059972i,-0.00064497+0.00049399i,-0.001078+0.00070482i,-0.0011457+0.00090304i,-0.00044272+0.0011046i,0.0010534+0.001259i,0.00048488+0.001077i,-0.00037499+0.00031312i,-0.0002169-0.00016359i,5.534e-05-0.00022553i,0.00036123+5.7212e-05i,0.00095379+0.00021884i,0.00092868-0.00068928i,9.2199e-05-0.00089656i,-0.00036536-0.00077189i,-4.0271e-05-0.00059002i,0.00011545-0.00052337i,-0.00067378-0.00018477i
0.0031994+0.0021412i,0.0039428+0.0039276i,0.0052497+0.0040565i,0.0046324+0.0017483i,0.0026546-0.00021847i,0.0012615-0.00058926i,-0.00016096-0.00043937i,-0.0008622-0.00023282i,-1.1194e-05+0.00049604i,0.00020552+0.00057013i,-0.0001023+0.00025853i,-0.00080956+0.00075883i,-0.0015335+0.0010205i,-0.00069872+0.0008105i,1.6604e-05+0.0010475i,-0.00034354+0.0016988i,-0.00023074+0.00080957i,0.00054486-0.00045543i,0.0010101-0.00070945i,0.00076881-0.0010108i,0.00079642-0.0011579i,0.00078829-0.00064587i,0.0001034-0.00040184i
0.00022221-0.00018924i,-0.00053572-0.0011207i,-0.0021461-0.0021069i,-0.0022049-0.0017076i,-0.00086706-0.00021724i,-0.00010678+0.00051156i,-0.0010224+0.00038081i,-0.0015066+0.00011391i,-0.00060315+0.00036502i,-0.00024486+0.0001902i,-0.00071638-0.00017204i,-0.00071375-2.4001e-05i,-0.00027005+0.00034481i,0.0003658+0.00030292i,0.00075637+0.00078647i,0.00036929+0.0011502i,0.00028511+0.00087693i,0.00013428+0.00049614i,-5.5537e-05-0.00040642i,0.00027963-0.00022854i,-3.3024e-05+0.00061075i,-0.00060735+0.00032834i,-0.00080636+0.00090199i
-0.0019406+0.0018258i,-0.0007952+0.0013666i,0.00015698+0.0011906i,0.00041637+0.00097887i,0.00048174+0.00040911i,0.00087943-0.00017781i,0.00058682-0.00071684i,-0.00032665-0.00077133i,-0.00036095-0.00073105i,-0.00028853-0.00011282i,-0.00037672+0.00030223i,-0.00017025+0.00035309i,0.00046395+0.00024258i,0.00095445-3.6549e-05i,0.0010876+3.3934e-05i,0.00077844+0.00021238i,0.00061987+0.00056382i,0.00096162+0.00091913i,0.0010952+0.00067291i,0.0011598+0.00051015i,0.0010053+0.00090413i,-0.00012826+0.0010798i,-0.00046112+0.0012675i
-0.00043654+0.00086179i,-8.5832e-05+0.0010503i,0.00062259+0.00070299i,0.00096216+0.00036772i,0.00091204+0.0001318i,0.00046546-0.00089532i,0.00011046-0.0011459i,-5.8068e-05-0.00054665i,0.00038932-0.00013614i,0.00051546-8.728e-05i,-0.00015613+0.00054599i,-0.00028801+0.0019082i,-0.00035875+0.0019643i,-0.00034326+0.00080417i,-0.00052967+8.6031e-05i,-0.00053177-0.00047726i,-0.00042668-0.00066675i,-6.244e-05-0.00025057i,0.00057042+1.1695e-05i,0.00050767-6.7978e-05i,0.00020829+2.6259e-05i,-0.00028848+0.00061866i,-0.00081971+0.00049289i
-0.0021107-0.00070687i,-0.003202-0.00083695i,-0.0033433-0.000166i,-0.0020308+9.5973e-05i,0.00018759+0.00042166i,0.0018713-0.00031299i,0.0016935-0.0011348i,0.00093728-0.00050865i,0.00080308+0.00024341i,0.0007495+0.00073048i,0.0005356+0.0011038i,-1.1341e-05+0.00043244i,0.00020808+0.00013061i,0.00058662+0.00028316i,-0.00051797+4.3271e-05i,-0.0012811-0.00016302i,-0.00060387-6.5159e-05i,0.00033018-0.00043421i,0.00014551-0.0010461i,-0.00088226-0.0013282i,-0.00084074-0.0011909i,-0.00051043-0.00069559i,-0.00059254-0.00029688i
-0.00028783+0.0032957i,8.5265e-05+0.0028689i,0.001269+0.0013979i,0.0024028-0.0011729i,0.0014122-0.0017556i,0.00056763-0.00097882i,0.00025676-0.00092974i,-0.00025945-0.00072505i,-0.00060734+0.00023131i,-0.00079549+0.00044262i,-0.00072151-4.6248e-05i,-0.00073701+0.00047159i,-0.0004124+0.00097594i,4.6703e-05+0.00031686i,-0.00043593+0.00022079i,-0.00091389+0.00034929i,-0.0011923+9.3711e-05i,-0.0011538+0.0005246i,-0.0011789+0.00039628i,-0.0011859-0.00019059i,-0.00068021-0.00023288i,-0.0005655-0.00050078i,-0.00074928-0.00059145i
-0.00044154-0.0013228i,5.2464e-07-0.0027235i,0.00065971-0.003461i,-0.00038467-0.0018294i,-0.0015204-0.0010671i,-0.00068927-0.00068541i,-0.00018044-0.00035984i,-0.00069086-0.00044516i,-0.00013168+0.00050793i,-0.00016745+0.00071125i,-0.00057505-0.00011641i,-0.00081601+5.4099e-05i,-0.00081922+0.00067046i,-0.00045253+0.0005116i,-0.00045611+0.00038966i,-0.00060767-3.0687e-05i,6.8593e-05+0.00090575i,0.00072543+0.0013087i,0.00061496+0.00085788i,-0.00048723+0.00061594i,-0.00093571+0.00041533i,4.8889e-05+0.0005747i,0.00030804+0.00085279i
-0.00079379+0.00062789i,6.7134e-05+0.0018089i,0.0015733+0.0013529i,0.0016356+0.00070777i,0.00048585+0.00096104i,0.00097017+0.00057986i,0.00073818-0.00055324i,-0.00015287-0.00023168i,-0.00014938+0.00022305i,-0.00055168+6.1449e-05i,-0.0016261-0.00036733i,-0.00023922-0.00025942i,0.0012952-0.00017679i,0.00072146-0.00088411i,-0.00042596-0.00070152i,-0.00094674+0.0001434i,-0.00025562+6.8706e-07i,0.00073295+9.981e-05i,0.00074556+0.00029809i,0.00022509+0.00029211i,0.00010834+0.00023881i,0.00015152+0.00068058i,-0.00030006+0.00084317i
-0.00048525+0.0030138i,0.00019912+0.004629i,0.0018935+0.0034613i,0.0029626+0.0013599i,0.0023821+0.00048271i,0.00071565-0.00032927i,0.00052793-0.00081575i,0.00059817-0.0011116i,0.00068239-0.00091621i,0.00048953-0.00055173i,-0.00054156-0.00071503i,-0.00095187-0.00090734i,-0.0010449-0.00058963i,-0.0010195-0.00066407i,-0.00066656-0.0011194i,9.3437e-05-0.0013553i,0.00034894-0.0011231i,0.00072722-0.00065257i,0.0012554-0.00073351i,0.00076978-0.00091433i,0.00023751-0.00039909i,0.00035664+0.00046835i,0.00021245+0.0005358i
0.0016271-0.0011241i,0.0015592-0.00074883i,0.0017103-0.0020281i,0.00038018-0.0033034i,-0.00021246-0.0024475i,0.00026877-0.0002751i,-0.00037075+0.00056714i,-0.0006587+0.00035353i,0.00011237-6.2315e-05i,0.00051509-0.00025514i,0.00018146-0.00032195i,-0.00018351-0.00082457i,-0.00061953-0.00062599i,-0.00015327+0.00019513i,0.00025443+0.00017631i,0.00015811+0.00056997i,-0.00020057+0.0011087i,-0.00028183+0.00099955i,-0.00053818+0.00027035i,-0.00029245-0.00048157i,-0.00014164+7.206e-06i,-0.00028951+0.00059051i,0.00030882+0.00049689i
-0.0049727+0.0012317i,-0.0037559+0.0041549i,-0.0020511+0.0049525i,9.4353e-05+0.0041063i,0.0010875+0.003359i,0.0012878+0.0018142i,0.0011383+0.0011598i,4.6573e-06+0.00069025i,-0.00029729+0.00053505i,0.0010517+0.00065168i,0.0013188+0.00074669i,0.00026091+0.00038029i,-8.4879e-05+0.00018862i,0.00032751-0.00015684i,0.00026914-0.00018829i,-0.00022944+0.00028537i,0.00040978+0.00055777i,0.00067425+0.00052656i,-0.00050143+0.0001325i,-0.001285-0.00034239i,-0.0014105+5.5683e-05i,-0.00098141+0.0002675i,5.4003e-05-0.00033948i
0.00083586-0.00062294i,0.0014508-0.0022187i,0.001567-0.0036584i,0.0012067-0.0030788i,0.00036318-0.0023244i,0.00038387-0.0015i,0.00017567-0.00021513i,-0.0007005-0.00010245i,-0.00073146-0.0001985i,-0.00028704+0.00033022i,-0.0003651+0.00035302i,-0.00023247+0.00061153i,0.00026619+0.00040143i,0.0008827+3.6955e-05i,0.0011814-0.00019153i,0.0007339+8.9774e-05i,-2.5554e-05+0.00058992i,-1.9911e-05+0.00014388i,0.00048363-0.0003283i,0.00053851-0.00035251i,0.00043224-6.0646e-05i,0.00050856+8.7808e-05i,0.00045821-4.9175e-05i
0.00044773-0.0014794i,0.00048084-0.00174i,-0.0011105-0.00076182i,-0.0014418-4.5557e-05i,-0.00012768+7.3024e-05i,0.0012508-6.3717e-05i,0.0011409-0.00035566i,0.00048157+0.00017012i,3.8616e-06+0.00075283i,0.00013738+0.00043824i,-0.00011244+0.00021586i,-0.00026148-0.00016734i,-0.00012399-0.00011178i,9.4104e-05-1.1379e-05i,0.00057206+0.00023696i,-0.00029213-0.00022152i,-0.00098662-0.00053205i,-0.00084934+0.0002411i,-0.00045507+3.6338e-05i,-4.6387e-05+7.1877e-05i,0.00058369+0.00011224i,0.00096723+0.00023049i,0.0004707+0.00037984i
-0.003554+0.0002964i,-0.0034209+0.0010268i,-0.0027011+0.0019651i,-0.0005733+0.0026417i,0.00076643+0.0020075i,0.00076018+0.00073645i,0.00052881+2.3512e-05i,-0.00054336-0.00021549i,-0.00049278-3.9008e-05i,-4.9962e-05+0.00045278i,-0.00012939+7.6863e-05i,0.00021784-0.00053829i,0.00088772-0.00030446i,0.0010955+0.00011388i,-2.9051e-05-8.478e-05i,-0.00074462-0.00011908i,-0.00050066-6.4423e-05i,0.000181-0.00053351i,0.00044069-0.0012254i,0.000169-0.0013586i,-0.000343-0.00034929i,-0.0006668+9.6678e-05i,-0.00092811+0.00022389i
0.0013369+0.00052348i,0.0022333+0.00049792i,0.0025574+0.00067513i,0.0028822-0.00069665i,0.0024214-0.0014238i,0.0018155-0.00046174i,0.00067008+8.6634e-05i,-0.0003695+8.4889e-05i,6.0567e-05+0.00039564i,0.00031655+0.00026628i,-0.00076629-3.1587e-05i,-0.00096705-0.00031033i,0.0001434-0.00029748i,0.00052164-0.00010556i,4.7107e-05-0.00013825i,-0.00055139-6.1053e-05i,-0.00034029-0.00015713i,-0.00012948+0.0001507i,0.00053129+0.00034783i,0.00048301+2.969e-05i,-0.00091345-0.0008358i,-0.0012543-0.0010182i,-0.0005873-5.5035e-05i
-0.0022301+0.0014336i,-0.0022651+0.0024138i,-0.0021955+0.0026753i,-0.001277+0.0022477i,0.00081897+0.0013196i,0.0016181-0.00013651i,0.00039528+2.104e-06i,-0.00034896-0.0001876i,-0.00029146-0.00025229i,0.00025608+9.1925e-05i,-0.00019784-3.5751e-05i,-0.00067236+0.00067369i,0.00014679+0.00044573i,0.00037399-0.00031401i,-6.0653e-05-0.00069663i,-8.5354e-05-0.00088347i,0.00012954-0.00059844i,-1.6599e-05-0.00054377i,0.00036625-0.00051211i,0.00080525+0.0010587i,0.00034244+0.0012532i,0.00011046+0.00021253i,4.872e-05+0.00016984i
-0.00014877-0.00017936i,0.00058813-0.0010049i,0.0012556-0.00036507i,0.0016239+0.00060947i,0.0022188+0.00011819i,0.0024335-0.00047294i,0.0012561+9.2549e-05i,4.0427e-05+0.00085479i,0.00061027+0.00079118i,0.0015718-0.0005608i,0.0010163-0.0011664i,0.00082317-0.00075131i,0.0013234+0.00014422i,0.00057387+0.00026936i,-0.00041697-0.00042017i,-0.00040867-0.00031718i,0.00021976+0.00034657i,-0.0002943+0.00065617i,-0.00024636+0.00031835i,0.00041469+0.00051122i,0.00059613+0.00078781i,0.00058493+0.00017213i,0.00075525-0.0010367i
0.0010898+0.0018068i,0.0018871+0.0010665i,0.00068385-0.0018407i,-0.0013368-0.0012551i,-0.0022585+0.00034897i,-0.0011792+0.0012798i,-0.00026396+0.001331i,-6.8962e-05+0.000209i,7.5831e-05-0.0002949i,-2.8166e-05-0.00043363i,-0.00047266+7.2191e-06i,-0.00065857+0.00045515i,-0.00018144+0.00039326i,0.0004343+0.00077657i,0.00035688+0.00076168i,-0.00047777+0.00033558i,-0.00030586-0.00045269i,0.00016607-0.00077359i,0.00014711-0.00014617i,-0.00026969+0.00017016i,-2.3498e-05-1.1522e-05i,0.00051861-0.00035534i,0.00035428-0.0010945i
0.00069321-0.0013168i,0.0011665-0.0012835i,0.0020295-0.0021213i,0.0012269-0.0032977i,0.00044105-0.0023327i,-0.00011307-0.00078048i,-0.00043768-0.00061509i,-0.00036409+2.8371e-05i,-5.5155e-06+0.00064244i,0.00061831+0.00038351i,0.00035354-0.00013384i,7.0502e-05-0.00092789i,-5.814e-05-0.0013385i,-0.00063729-0.0007898i,-0.00056378+5.6798e-05i,7.71e-05+0.00040927i,0.00059823+8.0758e-05i,0.00081598+0.00016679i,0.00037774-0.00028138i,-0.00035577-0.0001678i,6.2754e-06+1.1286e-05i,1.7653e-05-0.00041303i,-8.2053e-06+3.067e-06i
0.00070645+0.0014728i,0.0012161+0.00067135i,0.00078837-0.00043298i,2.0671e-05+0.00054i,-0.0003416+0.001451i,0.00073788+0.00093287i,0.00082487+0.00052722i,-0.00012176+0.00046849i,-9.4776e-05+0.00012013i,-0.00025221-0.00033922i,-0.00044702-1.9755e-05i,-0.0004425-0.00035011i,-0.00049153-0.00016787i,-0.00038801+0.00022207i,-0.00097436+0.00018307i,-0.0012563+0.00039011i,-0.00093326+0.00078323i,-0.00090629+0.0004148i,-0.00060359+2.5081e-05i,-0.00045732+0.0005107i,-0.00038301+0.00029505i,-0.00020617+0.00011641i,5.0939e-05-2.0328e-05i
-0.0014871+0.00091512i,-0.0014616+2.5318e-05i,-0.00071317-0.00085661i,0.00025587-0.00053737i,0.00059919-0.00030059i,-0.00012793-0.00010484i,-0.0011053-7.7509e-05i,-0.0012981-0.0001903i,-0.00030657-0.00022278i,0.00022615+5.5759e-06i,-0.00010635+0.00042345i,-0.00030674+0.00092218i,5.4622e-05+0.00068208i,0.00093205+0.00023876i,0.00078231+0.00084565i,0.00042107+0.0013329i,-0.0001223+0.00047201i,-0.00082873+4.7878e-05i,-0.00091097+0.0006761i,-0.00031785+0.00040866i,8.7274e-05+0.00036046i,-0.00024458+0.00054255i,0.00015049+6.1467e-05i
-3.5945e-05-0.00017145i,0.0011738+0.00056957i,0.0018359+0.00072326i,0.0014668+4.2816e-05i,0.001401+0.00039896i,0.0017333+0.00080996i,0.0015622+0.00038241i,0.0010651-4.539e-05i,0.00061183-0.00026424i,0.00017423-0.00058981i,-0.00080908-0.00035389i,-0.00091065-0.00040209i,0.0004537-0.00034779i,0.0010075-0.00039197i,0.00070428-0.00074358i,0.00011055-0.00077749i,2.5227e-05+0.00010731i,-0.00018607+0.00010688i,-6.9313e-05-0.00014046i,0.00014643-1.1482e-05i,7.4321e-05+6.7222e-05i,0.00063361+6.6587e-05i,0.00094548-0.00036756i
-0.0021888+0.00087736i,-0.0022561+0.0010056i,-0.0021372+0.001971i,-0.0011336+0.0015349i,-0.00046082+0.00024322i,0.00068487-0.00019947i,0.0011409-0.00070242i,0.00061725-0.00061867i,0.00030878-4.2905e-05i,0.00037887+0.00054683i,3.3438e-05+0.0012047i,-0.00058717+0.0014597i,-0.0007174+0.0011737i,-0.00054771+0.00093613i,-0.00034909+0.00037442i,-0.0005803+0.00073656i,-0.00048043+0.00097192i,-0.00057734+0.00063649i,-0.00067512+7.5079e-06i,-6.6196e-05-0.00013146i,-0.00033828-0.0001237i,-0.0008207-0.00016182i,-0.0004583+0.00014587i
-0.00022085+0.00073765i,4.7596e-05+0.00064655i,0.0019196-0.00068593i,0.0023503-0.00090608i,0.00070007-9.6372e-05i,0.00019111+0.0010941i,0.00060305+0.0015075i,-0.0002373+0.00045991i,-0.00017068-0.00015212i,-0.00011876-0.00025638i,-0.00032905-0.00025656i,6.1988e-05+0.00036079i,0.00015897+0.0010305i,-0.00053113+0.00098978i,-0.0002908+0.00057409i,-2.6698e-06+9.5473e-05i,7.1619e-05-0.00014357i,0.00046772-0.00037337i,0.0012495-0.00017201i,0.0015742+0.00026183i,0.0010906-0.00024276i,0.00061469-0.00047003i,0.00043082-0.00017155i
-0.0024192+0.0015281i,-0.0020459+0.0022713i,-0.00089593+0.0014785i,0.00032871+0.0010025i,0.00070816+0.00094859i,0.00086504-4.8531e-05i,0.00055479-0.00023557i,-0.00045144+0.00011774i,-0.00059934+0.00050138i,-0.00039048+0.00053592i,-0.00026661+0.00044275i,7.0836e-05+0.00035304i,0.00018007+0.00014656i,0.00019093-6.2779e-05i,0.00019278-6.7923e-05i,4.2136e-05-0.00022794i,0.00049223+0.00017448i,0.00046575-0.00010355i,5.8016e-05-0.0010317i,-0.00076524-0.0013411i,-0.00080811-0.0010008i,0.00015826-8.1956e-05i,3.7853e-05+0.00063565i
0.001601-0.0017766i,0.0024413-0.0018803i,0.0019525-0.00049868i,0.0010083+2.9017e-05i,-0.00018399+0.00097101i,0.00011507+0.0011744i,0.00028177+0.00070351i,-0.00097418+0.00019419i,-0.00022909-4.404e-05i,0.00048532+0.00053526i,0.00023983+0.0014248i,-8.5223e-05+0.001475i,0.00024382+2.4789e-06i,0.00075656-0.0010448i,0.00080751-0.00063337i,0.00036008-9.2401e-05i,-0.00031824+0.00028758i,-3.9797e-05+8.7878e-05i,0.0007491-0.00034418i,0.00070277-5.5753e-05i,8.4371e-05+0.00025863i,0.00014454+0.00044045i,0.00051788+0.00079818i
0.00083988+0.0025736i,0.00095451+0.0033821i,0.00018915+0.0014909i,0.00011671-0.00064128i,0.00044475-0.00074235i,0.00043082+0.00020182i,0.00038774+0.00077525i,0.00012409+0.0005011i,-0.00032607+8.3827e-05i,-0.00028615+0.00039969i,-0.00021066+0.0009124i,0.00023077+0.00047784i,0.00069007+0.00050713i,0.00047626+0.00067106i,0.00045673+0.00066165i,0.00098176+0.00028256i,0.00042152-0.00023734i,-0.00065322-0.0004033i,-0.000958-0.000231i,-0.00050357+0.00045116i,-0.00025933+0.00047326i,-0.00021008+0.00034051i,-0.00083101-0.00012741i
-0.00065137-0.0027527i,2.5186e-05-0.001776i,-0.0010084-0.0014798i,-0.0021481-0.00083914i,-0.0027898+5.0492e-05i,-0.0015863+0.00042972i,-0.00066854+0.00041918i,-0.00079325+0.00019899i,-4.3327e-05+2.9934e-05i,0.00032365+1.3126e-05i,-0.0004625+0.00085782i,-0.00057221+0.00071733i,4.2401e-05+0.0008048i,0.00040764+0.00049381i,9.91e-05-0.00066588i,-0.00013338-0.00029803i,-0.00031066+0.00038846i,-0.00055037+9.063e-05i,6.9348e-05+0.00027155i,0.0005011-3.3914e-06i,-3.7677e-05+0.00012709i,-0.00018993+0.00045398i,0.00027296-7.4514e-05i
0.0027192-0.00069025i,0.0029-0.00028242i,0.00066605-0.00047687i,-0.0019869-0.00095726i,-0.0020134-0.00069345i,-0.00050745+0.00014908i,0.00062436+0.00062058i,0.00039531+0.00065506i,-0.00031395+0.00052834i,-0.00023706+0.00031205i,-0.00015497+0.00015721i,-0.00029846+0.00042709i,-0.00027606+0.00098777i,-9.3204e-05+0.0011078i,0.00038124+0.0011779i,0.00063703+0.00096271i,0.00026841-0.00022498i,8.4671e-05-0.00080621i,-9.0845e-07-0.0006796i,-0.00016315-0.00018022i,-0.00059586-0.00018339i,-0.00078015-0.00095573i,-0.00040387-0.00085547i
-0.0032919+0.0020438i,-0.0033858+0.0018067i,-0.0025028+0.0015054i,-0.00084725+0.0010038i,-7.3164e-05+0.00047629i,0.00061869+7.9315e-07i,0.00084927-0.00031696i,-0.00047797-0.00013189i,-0.00074605+5.5754e-05i,4.4773e-05-0.00061805i,-0.00012559-0.0011275i,-0.00027686-0.00018531i,0.00022996+0.0005101i,0.00037338+0.00032515i,0.00014187+4.3776e-05i,0.00015149+8.355e-05i,9.3702e-05-0.00023653i,-0.00016951-0.00049378i,0.00052269-0.00019758i,0.0011229-0.00048672i,0.0003778-0.00035499i,-0.00051165+0.0001935i,-0.00076689+0.00053267i
0.0034766+0.0011667i,0.0030643-0.00037512i,0.0026444-0.0021898i,0.0018927-0.0029606i,0.001017-0.0023861i,0.00056413-0.0015177i,-0.00021408-0.00048775i,-0.00055688+9.0894e-05i,6.6928e-05+0.00019202i,0.00041064+0.00028405i,-0.00025152-0.00065996i,-0.00086145-0.001238i,-0.0010138-0.00052544i,-0.0013563+0.00039616i,-0.0015164-3.0125e-05i,-0.00027022-0.00019973i,0.00086379-0.00034415i,0.00045873-0.00090272i,0.0002473-0.00028008i,0.00033267+0.00045945i,-0.0001343+6.5138e-05i,-0.00052308-0.00014462i,-0.00011135+0.00010204i
-0.00096705-0.00070875i,-0.001122+0.00034804i,-0.0011323-0.00086536i,-0.00031962-0.0019971i,0.00056506-0.0012274i,0.0011905+0.00036198i,0.00035195+0.00012925i,0.000127-0.00048792i,0.00084724-0.0004859i,0.00012193-8.4146e-05i,-0.00010233+0.00068466i,0.00024135+0.0010559i,9.8603e-05+0.00026614i,-0.00059914-0.00056564i,-0.00072069-0.00057678i,0.00017044+0.00014714i,0.00030155+0.0006978i,-6.9062e-05+0.00061239i,-8.8443e-05-0.00020001i,-0.00046415-0.00031282i,-0.00063845+0.00060762i,-0.00018246+0.00065539i,0.00023921+4.4753e-05i
0.0016022+0.0027169i,0.0016688+0.0020533i,0.0021231+0.00074918i,0.0020895+0.00024225i,0.0020902-0.0005803i,0.0014128-0.0010399i,0.00072142+0.00013476i,0.0012565+0.00056355i,0.0015291+0.00037738i,0.00094283-3.4037e-05i,0.00040101-0.00022004i,-0.00041558+0.00037846i,-0.0013449+0.00083682i,-0.0018862+0.0010504i,-0.00043019+0.00061901i,0.00056402+0.00019434i,-4.7265e-05+0.00038132i,-0.00045303+0.00074278i,-0.00055522+0.00065008i,0.00011819-0.00014116i,0.000433-0.00065306i,0.00014872+1.1945e-05i,-0.00014284+0.00027709i
6.0776e-05+0.0033376i,0.0010079+0.0025945i,0.0014892+0.00090824i,0.0006019-0.00010589i,-4.7066e-05+6.0749e-05i,0.00025361+0.00015212i,-1.7121e-07+0.00018018i,-0.00073762+0.00017136i,-0.00030988+0.0002342i,0.00026137-0.000163i,-0.00029966-0.00016098i,-0.00051337+0.00084489i,7.1328e-05+0.0011718i,0.00019314+0.00032753i,-0.0007695-0.00076215i,-0.0010096-0.00044062i,-0.00084426+0.0010402i,-0.00032514+0.0012318i,0.00057368+0.00077814i,0.00059252+0.00054945i,0.00020642+0.0004815i,9.7632e-05+0.0001667i,0.00020481-4.8225e-05i
