0.00030446-0.00021947i,0.0013247-0.0015801i,0.00073935-0.0031623i,-0.00089516-0.0022314i,-0.0020555-0.00015682i,-0.0018829+0.0014739i,-0.00077909+0.0024077i,0.00083646+0.0022288i,0.0018594+0.0013768i,0.0017567+0.00049688i,0.00085547+0.0004619i,-0.00061779+0.00066252i,-0.00096745+0.00042566i,-0.00020765-0.00024242i,-0.00050115-0.0012372i,-0.0013859-0.00085151i,-0.0012124+0.00082388i,-0.00049359+0.00050457i,0.00013771-0.00032544i,0.0004091-0.00019568i,0.00013897-0.00013809i,-0.00067597+0.00019807i,-0.00077181+0.00036966i
-0.0015247+0.00052445i,-0.0020214+0.0010645i,-0.0020396+0.00098005i,-0.0011268+0.00065908i,-0.00021827+0.00078182i,4.9024e-05+0.0009675i,0.001123+0.0014778i,0.0015118+0.0012339i,0.00052718+0.00034076i,8.6975e-05-0.00027875i,0.00014628-3.7431e-05i,-0.00038868+0.00022656i,-0.00038235+0.00082564i,-5.1894e-05+0.00050998i,0.00026599-0.00096816i,0.0005226-0.0012421i,0.0001222-0.00034573i,0.00015816+0.00056333i,4.6151e-05+0.00010979i,-0.00062597-0.00034683i,-0.0005461+7.4156e-05i,-0.00048118+3.7192e-05i,-0.00047843-0.0003234i
0.00075085-0.00018241i,-0.00062715-0.0012102i,-0.00054824-0.0024389i,-0.00026929-0.0016432i,-0.00049369+0.00011644i,-0.00060971+0.00094793i,-0.00019194+0.00098022i,0.00050373+0.00016593i,0.00046173-0.00058376i,-0.00037906-0.00067403i,-0.00053587-0.00013888i,-0.00076472+0.00033308i,-0.00045048+0.00081784i,0.00053346+0.00017448i,0.00077604-0.00060048i,0.00024531-0.00040615i,-8.7877e-05-0.00040936i,-0.00034391-0.00038952i,-0.000634-0.00039462i,-0.00042465+2.1798e-05i,-0.00058523+0.00065513i,-0.0012988+0.00098062i,-0.0008604+0.0011881i
-0.0014399-0.0015003i,0.00015598+0.000515i,8.9692e-05+0.00079705i,0.00010125+0.00046106i,-5.9589e-06+0.00055087i,-4.2026e-05+0.00080509i,0.00052817+0.00057618i,0.00057188+2.8391e-05i,-0.00030262-5.2558e-05i,-0.0012793-0.00033638i,-0.0012917+0.00032575i,-0.0011561+0.00089909i,-0.00062055+0.00075112i,-0.00060283+0.00051331i,-0.00097292-0.00031564i,-0.00078734-0.00088626i,-0.0006043-0.00087994i,-7.3411e-05-0.00063891i,0.00032125-0.00012352i,-0.00031028+0.00052347i,-0.00032488-9.4882e-05i,0.00046993-0.00037955i,0.00026811-8.2455e-06i
-0.0020614+0.0010335i,-0.002494+0.00017691i,-0.003113+0.0013269i,-0.0028434+0.0014236i,-0.0010521+0.0017906i,0.00033606+0.0023433i,0.0010235+0.0010789i,0.0014415+0.00051547i,0.00090486+0.00035024i,0.00034569-0.00026412i,-0.00026074-0.00011727i,-0.00063765+0.00030545i,-0.00015658+0.0009862i,0.00068655+0.0011768i,0.00062272+0.00049626i,-0.00029868-0.00047589i,-0.00040535-0.00072643i,-0.00079202-0.0002734i,-0.0011788-0.00024838i,-0.00076581-0.00012937i,-0.0012057+0.0003227i,-0.00097235+0.0010459i,-0.00087828+0.00048651i
-0.0004891+0.0011455i,-0.00073663+0.00056004i,-0.00030831+0.00039306i,0.00055361+0.00075968i,0.00073208+0.00037564i,0.00081714+0.00014184i,0.00092757+0.00085355i,0.0012295+0.0010591i,0.0014017+0.00086349i,0.001285+0.00053369i,0.0012863-9.9817e-05i,0.0005187-0.00039336i,-8.1565e-05-0.00087879i,0.00071855-0.00045465i,0.00077838-4.3828e-05i,0.00038945-0.00032636i,0.00072255-0.00085709i,0.00048317-0.0013721i,0.00031696-0.0012387i,0.00030971-0.00028685i,0.0003594+0.00012552i,5.4824e-05-0.00014526i,-0.00089492+6.3708e-05i
5.2802e-05+0.00037273i,0.00020673-3.7228e-05i,0.00058742+0.0007465i,0.00011336+0.00052586i,-0.00069356-0.00049627i,-0.00037979+0.00025162i,0.00071297+0.0011152i,0.00073721+0.00042206i,0.00011149-0.00031602i,3.1674e-05-0.00023771i,-0.00045033-2.3934e-05i,-0.00079817+0.00027987i,-5.8938e-05+0.00027074i,0.0001013+0.00023072i,-0.0001033-0.00011266i,-0.00020493-0.00047115i,-0.00084932-0.00034639i,-0.00088542-0.0003379i,-0.00073971-0.0006526i,-0.0008566-0.00076397i,-0.00059222-0.00050489i,0.00046055-0.00050491i,0.00059466-0.00068323i
-0.0024742-0.00016175i,-0.0021161+0.00044104i,-0.0023191+0.0017512i,-0.0016877+0.0013996i,-0.00072585+0.00085983i,-0.00016779+0.0014784i,-0.00019503+0.0007998i,-0.00021534+0.00011584i,-0.00025378-0.00046788i,-0.00060426+0.00017823i,-0.00090108+0.0011039i,-0.00095298+0.0010362i,-0.0010238+0.0012318i,-0.00067771+0.00081295i,-0.00023093+0.00043175i,-0.00050984+0.0012065i,-0.00048103+0.00086321i,-0.0002388-0.000147i,-0.00022342-0.00051384i,-0.00017847-0.0002895i,-0.00011855+8.5711e-05i,-1.6416e-05+6.2515e-05i,0.00063357-0.00021123i
-0.0005294-0.0015151i,-0.0012559-0.0014712i,-0.0014554-0.0018894i,-0.0018235-0.0013113i,-0.0015796+0.00031669i,-0.00048912+0.0014757i,0.00046198+0.0012992i,0.0005325+0.00088493i,-0.00013008+0.00065103i,-0.0014367+0.00010706i,-0.0016722+0.00022531i,-0.0010228+0.0011447i,-0.00083733+0.0014081i,-0.00084685+0.0009901i,-0.0005846+0.00057781i,-0.0010617-4.1992e-05i,-0.0011293-0.00036731i,-0.00040501-0.00061095i,4.1799e-05-0.00050222i,-2.5704e-05-0.00012368i,1.0498e-05-0.00012116i,3.8332e-06-0.00019188i,9.5304e-05-0.00052247i
-0.00047122+0.00047005i,-9.6472e-05-5.5429e-05i,-0.00060452-0.00075143i,-0.00073863-0.0015353i,-0.0002168-0.0010561i,0.0004796-0.00096057i,0.0016347-0.0014777i,0.00084153-0.0011081i,-0.00070335-6.5982e-05i,-0.00078122+0.00090269i,-0.00066741+0.0011738i,-0.00052262+0.00087933i,-0.00030398+0.00024633i,-0.00028226-4.2996e-05i,-0.0005503-0.00052603i,-0.00022602-0.00093403i,0.00069554-0.00072525i,0.0007634-6.984e-05i,5.9148e-05+0.00051339i,-0.00019302+0.00062885i,-0.0002087+0.00017768i,-0.00037039-0.0014922i,0.0001047-0.0019981i
-0.00085377+0.001363i,-0.0012237+0.0016891i,-0.0008575+0.0013049i,8.7362e-05+0.00087017i,0.00045906+0.0017353i,0.00077625+0.0021018i,0.00042869+0.00024233i,-0.00015795-0.0002668i,-0.00015107+0.00016025i,0.00017724-0.00022292i,0.00051202-0.00045039i,1.8839e-05-0.00060038i,-8.9101e-05-0.00016309i,0.00015017-6.9792e-05i,0.00026571-0.00068399i,-8.2225e-05-0.00078772i,-0.00047374-0.00055587i,3.3707e-05-0.00035692i,0.00044217+0.00019102i,-0.00013005+0.00071193i,-0.00044501+0.00077088i,-0.00042771+0.00040099i,-0.00064725+0.00014827i
-0.00027802+0.00029633i,-0.00066424+0.0012465i,0.00015598+0.00056209i,0.00057449+0.00031087i,-0.00021105+0.000545i,-0.00043358+0.00082772i,7.334e-05+0.0013681i,0.00044924+0.0015823i,0.00029297+0.00089109i,-0.00072524-6.686e-05i,-0.0014615-0.00084216i,-0.00083205-0.0011278i,0.00017882-0.00038794i,0.00015588-0.00023561i,-3.5476e-05-0.0001993i,0.0002426+0.00031675i,0.00059109+0.00055363i,-7.541e-05+0.00051071i,-0.0011731-0.00030751i,-0.001056-0.00029623i,-0.00013102+0.00039019i,-0.00020471+0.0003561i,-0.000874-0.00019831i
-0.0020716-0.0012201i,-0.0021619-0.00086426i,-0.0020414-0.00068769i,-0.0027805+0.00063684i,-0.0018198+0.0012555i,-0.00039379+0.0018003i,0.0005295+0.0011215i,0.0010778-0.0002549i,0.00038575+0.00019177i,-0.00017463+0.00084207i,-0.0011269+0.0013454i,-0.0018763+0.0012275i,-0.00052828+0.00078368i,0.00067751+0.00098118i,0.00038195+0.00052197i,-0.00039162-0.0001428i,-0.00058104-0.00050697i,3.3175e-05-0.00055366i,-1.3768e-05-0.00051325i,-0.00070647-0.00098201i,-0.00074555-0.00048388i,-0.00041338-0.00019648i,-0.00084497-0.00037705i
-0.00082334+8.4493e-05i,-0.00035731+0.00028835i,-0.0008032-4.8224e-05i,-0.0015782+0.00022723i,-0.0024079+0.00081542i,-0.0018706+0.00030208i,-0.00081002+3.704e-05i,-0.00038315-0.00017167i,-0.00032469-0.00011634i,-0.00082907+0.00045103i,-0.0014385+0.00063107i,-0.0014352+0.0010027i,-0.0010356+0.0010548i,-0.00064893+0.00052226i,-6.0848e-05+0.00067712i,-3.0514e-05+0.00042468i,-0.00052401-7.9709e-05i,-0.00074659+0.00023149i,-0.00051048+0.00036909i,-0.00018256+0.00034361i,-0.00071706+0.00018338i,-0.00094978+0.00017062i,-0.00059525+0.0003029i
0.00040503+0.0010784i,0.0012084+0.0018154i,0.0018314+0.0016926i,0.0011614+0.0002705i,0.00028259-0.00018053i,0.00086985+0.00065762i,0.0017874+0.00075306i,0.0014288+0.00023411i,0.00060466+0.00083329i,0.00028242+0.0012095i,-0.00050209+0.0009547i,-0.0015036+0.0012797i,-0.0015093+0.0015576i,-0.00051489+0.00076703i,0.00046928-0.00012011i,0.00061339+0.00015785i,0.00016691+0.00065929i,-0.00011982+2.2551e-05i,-0.00020501-0.00063988i,-0.00051238-0.00054566i,-0.00065508-2.0611e-06i,-0.00060227+0.00028354i,-0.00071043+0.00013221i
0.0024767-0.0028317i,0.0010756-0.0030982i,0.0011615-0.0031096i,0.00060889-0.0033488i,-0.00050258-0.0025451i,-0.00071844-0.0010148i,0.00035956-0.00038171i,0.0013291-0.00071052i,0.0012652-0.00044795i,0.00089654-0.00050584i,0.00027012-0.00075536i,-0.00057507-0.0010102i,-0.0009155-0.0010439i,0.00021361-0.00086062i,0.00055822-0.000608i,-0.0003646-0.00059066i,-0.00048412-0.00087163i,-0.0004931-0.0004587i,-0.0004676+0.00040927i,-0.00074188+9.2771e-05i,-0.00039419-0.00038774i,-0.00010559+9.4465e-05i,9.8337e-05+0.00055712i
0.00058589-0.00067168i,0.00057229+0.0005054i,0.00011815+0.0011145i,-0.00014182+0.0001021i,-0.00028692+0.0007484i,1.5709e-05+0.0014064i,0.00067176+0.0016166i,0.00069573+0.0014647i,0.00025572-1.5055e-05i,1.7606e-05-1.0962e-05i,-0.00034881+0.00021507i,-0.00069057-0.00039686i,-0.00023166-0.00049824i,0.00036949+0.00025389i,0.00020499+1.1703e-05i,0.00032808-0.00037325i,0.00039184+3.3112e-05i,-0.0003514+0.00054445i,-0.00037735+0.00081322i,-0.00027767+0.00026054i,-0.00047202-0.00013322i,-0.0010364-0.00042664i,-0.00131-6.4208e-05i
-0.0013823-0.00021848i,-0.0013354+0.00029929i,-0.0012513-0.00017825i,-0.0008209-0.00064466i,-0.00099264+0.00018534i,-0.00086581+0.0005936i,-0.00028418+0.00067023i,-5.7725e-05+0.00051906i,7.6478e-07+0.00046237i,-0.00037066+0.00095089i,-0.00078935+0.00060681i,-0.00082465+0.00020112i,-0.00041988+0.0006244i,-0.0002339+0.00077879i,3.4104e-05-0.00047947i,0.00027733-0.0010167i,0.00023364-0.0010025i,2.9101e-06-0.0010219i,-0.00047694+0.00042078i,-0.00047298+0.00077868i,-0.00039392-0.00016194i,-0.00025708-0.00067434i,-0.00054748-0.00038289i
-0.0012057+0.00071061i,-0.001594-0.00012372i,-0.0029287-0.001012i,-0.0026632-0.00020654i,-0.0016312+0.0012084i,-0.00032586+0.0019552i,0.0013329+0.0021902i,0.0014114+0.0010757i,0.00099263+0.00088049i,0.00065353+0.001065i,-9.2659e-05+0.00060287i,-0.0012073+0.001171i,-0.00090507+0.00192i,0.00033213+0.0013677i,0.00070363+0.0005486i,0.0004893+0.00022639i,0.00011108-0.00016625i,-0.00015253-0.00033317i,-0.00082342+0.00031426i,-0.00082929+0.0005682i,-0.0004973-0.00010093i,-0.0003321-0.00045824i,-0.0002087+0.00019834i
0.0018707-0.00012206i,0.0022898-0.0011773i,0.0021898-0.0013283i,0.00078129-0.0015302i,-0.00025664-0.0010555i,-0.001306-0.00012411i,-0.00067717-0.00039828i,0.00058218-0.00068004i,0.00053169-0.00025312i,0.00042776+0.00015346i,-0.00022454+0.00056049i,-0.00080394+0.00072886i,-0.00088532+0.0011846i,-0.00081932+0.00094091i,-0.00081476+0.00055334i,-0.00038237+0.00066332i,0.00014142+0.00037003i,0.00052805-0.00040708i,0.0013497-0.00037324i,0.0011659+4.5086e-05i,0.00012621-0.00035575i,-0.00026977-0.00055866i,-0.00010074+7.6414e-05i
0.00015107+0.00041423i,0.00035924+0.00088489i,0.0004936+0.0005655i,-0.00013059-3.8911e-05i,-0.00023115-0.00060567i,0.00079826+0.0003298i,0.0010021+0.00068093i,0.0011166+0.00026212i,0.00077233+0.00052703i,0.00013375+0.001047i,-0.00076148+0.00064108i,-0.0010374+0.00033333i,-0.00061236+0.0011658i,-0.00034+0.0010755i,-0.00055036-0.00051738i,-0.00028561-0.0015781i,0.00052617-0.00098263i,0.00052739-0.00042987i,5.2291e-05-0.0003552i,-0.00011442-0.00018813i,-0.00041367-0.00024949i,-0.00069334-0.00057592i,-0.00029862-0.0011213i
5.5231e-05+0.00038035i,-0.00028564-0.00067487i,-0.00030375+2.2646e-05i,4.8524e-05+0.001915i,0.00098445+0.0021721i,0.0013208+0.0011517i,0.0014471+0.00091554i,0.0015913+0.0012775i,0.00094039+0.0009742i,0.00043693+0.0003391i,0.00014985-0.00048646i,-0.00035687-0.00082736i,-0.00029603-0.0004272i,0.00043648-0.00034481i,0.00036898-0.00052381i,-0.00061483-0.00034621i,-0.00037131-0.00045253i,9.2559e-05-9.8813e-05i,-0.00055653-0.00016665i,-0.00057807-0.00028732i,-0.00021462+0.00037902i,-0.00091388+0.00052669i,-0.0012032+5.9942e-05i
-0.00015401-0.00033759i,0.0015377-0.00014756i,0.0018433+0.00021483i,0.00035955-4.3007e-05i,-0.0002797+0.00047127i,-0.00055732+0.00092878i,-0.00021676+0.0012304i,0.00067111+0.0010828i,0.0009821+0.00095318i,0.0001032+0.00079671i,-0.0014754+0.00046762i,-0.002012+0.000158i,-0.00079687+0.00031065i,0.0001405+0.0011411i,0.00034457+0.00099278i,0.00027323-0.00033552i,4.5535e-05-0.0015775i,0.00049777-0.0019309i,0.00034842-0.0012474i,-0.00055695-0.00018238i,-0.00065514-0.0003839i,-0.00023366-0.00073167i,9.5115e-05-1.3342e-05i
-0.0012553-0.0012076i,-0.00080442-0.0014084i,-0.0014677-0.0011062i,-0.0021047-0.00065128i,-0.0015544-0.00012642i,-0.00062831+0.00058459i,8.8597e-05+0.0012499i,-6.7562e-05+0.00083078i,-0.00045673+0.00052533i,-0.00066039+0.0001351i,-0.00071026+0.00030163i,-0.00093655+0.00020982i,-0.0011133+0.00047445i,-0.00063918+0.00081628i,0.00046871+0.00034261i,0.00099669+0.00048934i,0.00030609+0.00037169i,0.00055885-0.00032169i,0.00078731-0.00055585i,0.00029726-0.00070361i,0.00048486-0.00057384i,0.00037329+0.00017601i,-0.00057732+0.00098293i
0.0012388-0.0016591i,0.0011886-0.0024801i,0.0002206-0.0024044i,-0.000954-0.0016136i,-0.0019866-0.00013383i,-0.0010994+0.0010621i,6.5787e-05+0.00098303i,0.00013149+8.1945e-05i,-0.00033754-0.00019071i,-0.0010573+6.5143e-05i,-0.0011465-0.00045155i,-0.0010138-8.4095e-05i,-0.00044586+0.00031962i,0.00024264+0.00064507i,-0.00010028+0.0010759i,-0.00070765+0.00037359i,-0.00018967-0.0006128i,-5.5797e-05-0.00092973i,-0.00020083-0.00063825i,7.6909e-05-0.0001936i,-9.0287e-05+8.7752e-05i,-0.00047737+6.8689e-05i,-0.00020056-2.0415e-05i
0.0011137+0.00045108i,-0.00023434-0.00028775i,-0.00083555-0.0012495i,-0.0010082-0.00055259i,-0.00045913+0.00023258i,4.322e-06+0.0008463i,0.00051834+0.0013792i,0.00067861+0.0012081i,0.00059596+0.0018803i,0.0001427+0.0021663i,-0.0012572+0.00099704i,-0.0017057+0.00024932i,-0.00076581-7.8897e-05i,0.00010343-0.00030629i,0.00022856-3.8795e-05i,0.00030124-0.00048838i,0.0006584-0.00034672i,0.00082521-2.2876e-05i,0.00055864-0.00016968i,0.00071239+0.00073624i,0.0007627+0.00080665i,0.00032627+1.6059e-05i,0.00082023-9.6899e-06i
0.0012324+0.00095992i,0.0012372+0.00069046i,0.00088992+0.00064929i,0.00038089+0.00030085i,0.00047153-0.00056513i,0.0010021-0.00017202i,0.0012942+0.00072382i,0.001132+0.00013887i,0.00020746-0.00016521i,0.00018071+4.3957e-05i,0.00026327-0.00071201i,0.00016808-0.0014785i,0.00033688-4.7937e-05i,0.00042063+0.0009275i,0.00053972-0.00063484i,0.00081975-0.0010093i,0.00055236-8.8385e-05i,-0.00051566-0.00017438i,-0.00087305-0.00044051i,-0.00040164-3.9088e-05i,0.00026201+0.00025229i,0.00081707-0.00017001i,0.00038611+1.3528e-05i
-0.00061741+5.4604e-05i,-0.00073742+0.00062172i,-0.00040844+0.0015394i,-0.00010132+0.0017933i,0.00057393+0.0013572i,0.00058828+0.00084944i,0.00069204+0.00048191i,0.00072864-3.1882e-05i,0.00020213-0.00033029i,-0.00043672-9.9919e-05i,-0.00048681-0.00025834i,-0.00030037-0.00023969i,-2.1624e-05+0.00047155i,-0.00010754+0.00011967i,-0.00094041-0.00085262i,-0.0015624-0.00036333i,-0.0014944+7.7467e-05i,-0.00048772-0.00022719i,0.00013256-0.00053208i,-3.4305e-06-0.00038086i,2.2783e-05-3.2289e-05i,-0.00098904+0.00019264i,-0.0010337-0.0003742i
-0.0026875+0.0010944i,-0.0030058+0.001552i,-0.003703+0.00092346i,-0.0028044-0.00015437i,-0.0015649-0.00010819i,-0.00050771-1.2612e-05i,-0.0002701-0.00017645i,-0.00052919+0.00030978i,-0.0008262+0.0012877i,-0.0011761+0.0010374i,-0.00071872+0.00012794i,-0.00068276-0.00024805i,-0.00076308+0.00066923i,-0.00017872+0.00081847i,0.0001355+9.05e-05i,-0.00042436+7.0285e-06i,-0.00061355-0.00054104i,0.00023669-0.0013054i,0.00045185-0.0010239i,0.00011109-0.0007846i,-1.5894e-06-0.00095461i,0.00016508+8.3579e-05i,-6.2018e-06+0.00050883i
-0.00035665-0.001078i,0.00080945-0.0014744i,0.0015983-0.0014811i,0.00061706-0.00076293i,-0.00027267+9.0905e-05i,-0.00048728+0.00091472i,-0.00027805+0.0020008i,0.00019801+0.001804i,0.00039769+0.00039784i,-0.00044875+9.963e-05i,-0.0016493+0.00029246i,-0.0011999+0.0003747i,-0.00035143+0.00046032i,-0.0001722+0.00053355i,0.00013614-2.5427e-05i,0.0010796+1.7837e-05i,0.0010817-8.2459e-05i,0.00030637-0.0012959i,0.00011184-0.00076934i,5.7626e-06-5.1477e-05i,-0.00029071-0.00044039i,-0.00023689-0.00075659i,-0.000293-0.00055847i
0.00035156+0.00095234i,8.6144e-05+0.0017007i,-0.00022057+0.0020666i,-0.0001169+0.00015981i,9.1335e-06-0.00083963i,0.00048795-9.9989e-05i,0.0018474-0.00018317i,0.0021547-0.00066584i,0.00085719-0.00072105i,0.00038001-0.00062624i,0.00050783-0.00040174i,-0.00018259-0.0004104i,-0.00043254-0.0004878i,0.00052199-0.0005612i,0.00082106-0.00025336i,9.6381e-05-0.0004735i,-0.00055989-0.00099844i,-0.00042812-0.00073613i,-0.00056323-0.00044243i,-0.0011776-0.00075809i,-0.0011925-0.00033561i,-0.0002149+0.00042187i,0.00086004+8.0565e-05i
-0.0012616-0.0011896i,-0.002036-0.0011905i,-0.0031162-0.00073019i,-0.0017628+0.00056965i,-0.00018492+0.00098087i,0.00071647+0.0013462i,0.0012183+0.0015591i,0.00071905+0.00045591i,-5.1142e-05-0.00044789i,-0.00010627-0.00038379i,0.00026521+0.00035974i,9.3108e-05+0.0011441i,0.00021178+0.00064359i,-1.9747e-05+0.00011266i,-0.00023145-0.00017028i,0.00029062-0.0003525i,0.00020385+6.8454e-05i,-0.00023433+0.00014409i,-0.00047493-5.1617e-06i,-0.00091506+6.607e-05i,-0.0010183-0.00063152i,0.00011921-0.001202i,-7.9732e-05-0.0002376i
0.00056238+7.6412e-05i,0.00056592+3.6615e-05i,0.00097549+0.00018403i,0.0006317+0.00020536i,-0.00025627+0.00079703i,-0.00067968+0.00069427i,0.00025431+0.00053021i,0.0012701+0.0006744i,0.00075245+0.00038911i,-6.5935e-07-0.00015249i,9.5904e-05-0.00039346i,-0.00030694+5.2556e-05i,5.5915e-05+0.00038538i,0.00046292+0.00011857i,-0.00050662-0.00080806i,-0.00077362-0.0011431i,4.3735e-05-0.00060982i,-5.6317e-05+0.00019827i,-0.00090022-0.00011012i,-0.00082893-0.0008484i,2.5495e-05-0.00043228i,0.00036905-1.3901e-05i,0.00029328+0.00040856i
0.0019394+0.0017044i,0.0032224+0.0012737i,0.0030635+0.00077752i,0.0013857+0.00060649i,-0.0001546+0.00020345i,-0.00046033+0.00039691i,-8.8635e-07+0.00047322i,0.00046673+0.00024143i,0.00028444+0.0001648i,-0.00033947+0.0003516i,-0.00078973+0.00012635i,-0.0010955-0.00025331i,-0.00053448-7.6986e-05i,0.00019409+0.00023107i,0.00042047+0.0005322i,0.00021237+0.00058908i,-0.00015957-0.00010448i,-0.00087255-0.00087041i,-0.0017816-0.00089372i,-0.0013673+0.00014526i,3.0187e-05+0.00036022i,0.00067313-3.8074e-05i,0.00060713+0.00042096i
-0.0016202-0.001475i,-0.0011554-0.00058248i,-0.0014201-0.00034186i,-0.001672+9.355e-05i,-0.0012006+0.00085096i,3.5511e-05+0.0010908i,0.0018205+0.00086741i,0.0011099+0.00066261i,-0.00060294+0.00051112i,-0.00060238+0.00019737i,-0.00063106+0.00097276i,-0.001272+0.0011395i,-0.0015634-0.0001183i,-0.00033011-0.00064927i,5.058e-06-4.5708e-05i,-0.00028366-8.0511e-05i,0.00016499-0.00063053i,-1.6795e-05+1.1376e-05i,-0.00046936-0.00037818i,-0.00013545-0.0014552i,-0.00036682-0.0012366i,-0.00017276-0.00064382i,0.00037353-0.00054975i
-0.00066273+0.00053473i,0.00076735+0.00068113i,0.0010516+0.0030484i,0.00057844+0.0024005i,0.00060646+0.0010551i,0.0011295+0.00027845i,0.0020119+0.00033916i,0.0012722+0.0012405i,-3.582e-05+0.0011587i,-0.00064009+0.00063318i,-0.00045783+0.00070316i,-0.00011599+0.00063687i,0.00040823+0.00061742i,0.00075708+0.00065474i,0.00078822-0.00055258i,0.0011195-0.0011415i,0.00074836-0.00079588i,0.00025748-0.00031698i,-1.3681e-05+0.00021309i,-5.5998e-05+0.00042891i,-0.00032896+0.00031984i,3.8714e-05-0.00038643i,6.5745e-05-0.0006244i
-0.0010379-0.0013171i,-0.0012723-0.0015739i,-0.00071964-0.0022433i,-0.0007761-0.0016022i,-0.00076143-0.00022171i,-0.00016552+0.0019281i,-8.4771e-05+0.0018566i,-6.2696e-05+0.00053136i,-0.00037895-1.5355e-05i,-0.00073785-0.00010415i,5.024e-05+0.0004851i,0.0012203+0.00075446i,0.0013888+0.00018829i,0.00092294+0.00030007i,0.00060896-8.5873e-05i,0.00059941-0.0011037i,0.00012644-0.00086102i,-0.00072768-0.0006278i,-0.00083184-0.00041858i,-0.00082414+0.0001068i,-0.00079963-0.00036957i,-0.00060188-0.00043816i,-0.00072076-0.00063808i
-0.0006899+0.00025092i,-0.00058456+0.00025552i,0.00031143+0.0012773i,-3.0318e-05+0.0013694i,-0.001036+0.00027044i,-0.00035544-0.00019714i,0.00057953+0.00018421i,0.00052215-0.00019231i,0.00042649-0.00086436i,0.0003933-0.00062525i,0.00020495-0.000679i,-8.5012e-05-0.00024348i,-3.59e-05+0.00064807i,0.00021053+0.00017689i,0.00027075-0.00038522i,-0.00014723-0.00023397i,-0.00060596+8.5613e-06i,-0.00016303-0.0001925i,0.00051539-0.00040893i,-7.1508e-05-0.00011063i,-0.0009904-0.00040464i,-0.00089574-0.0004946i,-0.00085952-0.00028002i
0.00054884-0.00053343i,0.00027944-1.9138e-06i,0.0001463+4.4606e-05i,-0.00038576+0.00078167i,-0.0010232+0.0001786i,-0.00077987+0.0001532i,4.0356e-05+0.0014332i,0.0003887+0.0013217i,-0.00034293+0.0005i,-0.00061918+0.00058978i,-0.00076845-1.2306e-05i,-0.0010259-0.00061841i,-0.00080959+0.00031865i,-0.00011711+0.00060235i,-0.00041619+0.0010097i,-0.0003894+0.0013642i,0.00034879+0.00092975i,0.00051205+6.6528e-05i,-0.00016018-0.001544i,-0.00073177-0.0018194i,-0.00078821-0.00072692i,-0.00013112-0.00026487i,0.00010588-0.0002976i
0.00086239+0.0015243i,0.00093108+0.001645i,0.00044811+0.0010645i,-0.00039724+4.1396e-05i,-0.00055632+0.00013847i,0.00038387+0.001113i,0.0007473+0.0015321i,0.00050265+0.0014312i,0.00019358+0.001105i,-0.00012593+0.00042259i,-0.00061955-0.00048931i,-0.0014564-0.00083825i,-0.0015774+0.00010246i,-0.00031879+0.00082521i,0.00013975+0.00015594i,-0.00067125-7.5648e-05i,-0.00041419-0.00029877i,0.00017506-0.00017368i,0.00014163+0.00017688i,-5.0215e-05+0.00042228i,-0.00051378-0.00048014i,-0.00054003-0.0010893i,8.6432e-05-0.00056674i
-0.00082406+3.7281e-06i,-0.0018659-0.00054969i,-0.0011663-0.00057798i,-0.00017546+9.6285e-06i,-0.0004667+0.00068729i,3.5775e-05+0.0012432i,0.00091389+0.00060649i,0.00029785-0.00035577i,-0.00014362-0.00056467i,-0.00044456-0.00013046i,-0.0010316+0.00035476i,-0.0017073+0.0007019i,-0.0015444+0.0010969i,-4.0499e-05+0.00051641i,0.00078026-0.00024776i,0.00067341+0.00030857i,0.00086048+0.0005516i,0.00012864+0.00011356i,-0.0011224-4.5074e-05i,-0.0011759+4.4076e-05i,-0.00086253+0.00049244i,-0.00030984+0.00074009i,0.00057702+0.00054152i
0.0021017+0.00042345i,0.0023972+0.00015495i,0.0019455+8.4538e-05i,0.00030294-0.00069807i,-0.00070662-0.0013947i,-0.00054968-0.00038652i,-0.00028032+0.00091059i,-0.0002364+0.00078467i,-0.00084435-0.00031866i,-0.0010414-0.00095068i,-0.00085414-0.0010717i,-0.00068311-0.00078248i,-0.00064283+0.00020006i,-0.00098146+1.5097e-05i,-0.00034751-0.0008564i,0.00029801-0.00049574i,-0.00027887-0.00034624i,-0.00023422-9.4688e-05i,-0.00019542+0.00020064i,-0.00025642+0.00034814i,-0.00033831+0.00057495i,-3.6012e-05+0.00044098i,-8.867e-05-0.00016124i
-0.00027244+0.00022086i,0.00016949-0.00053343i,-0.00077379-0.00084006i,-0.00084802-0.00029901i,-0.00097186+0.00022874i,-0.0003222+6.7401e-05i,0.00052475+0.00044i,0.00083382+0.00086367i,0.00084769+0.00077871i,0.00019159+0.00059599i,-0.00060328+7.2743e-05i,-0.00054678-0.00053147i,-0.00024467-0.00054952i,-0.00041259+7.322e-05i,-0.00036714-0.00027868i,2.1386e-05-0.00084157i,4.3482e-05-0.0006271i,-0.00088083-0.000808i,-0.0012769-0.00086451i,-0.0010326-0.000259i,-0.00093455-0.00067954i,-0.00066944-0.00088707i,-0.00027798-0.0002597i
