0.00030446-0.00021947i,0.0013247-0.0015801i,0.00073935-0.0031623i,-0.00089516-0.0022314i,-0.0020555-0.00015682i,-0.0018829+0.0014739i,-0.00077909+0.0024077i,0.00083646+0.0022288i,0.0018594+0.0013768i,0.0017567+0.00049688i,0.00085547+0.0004619i,-0.00061779+0.00066252i,-0.00096745+0.00042566i,-0.00020765-0.00024242i,-0.00050115-0.0012372i,-0.0013859-0.00085151i,-0.0012124+0.00082388i,-0.00049359+0.00050457i,0.00013771-0.00032544i,0.0004091-0.00019568i,0.00013897-0.00013809i,-0.00067597+0.00019807i,-0.00077181+0.00036966i
0.001578+0.0015137i,-0.00010401+0.0020392i,-0.0013671+0.00090663i,-0.0012252+0.00047406i,-0.00051666+0.00059563i,3.7017e-05+0.00065913i,0.00067294+0.00041689i,0.00080555+0.00027371i,-9.9824e-06+0.00025053i,-0.00048872-0.00056298i,-0.00041036-0.00037536i,-0.00024542+0.00086676i,0.00045495+0.00057565i,0.00088289-0.00032854i,0.00058248-0.00018167i,-0.00035206-4.5964e-06i,-0.00077414-0.00049711i,-3.1654e-05-0.00069553i,0.00041273-0.0008443i,-0.00021785-0.00054151i,-0.00057801+0.00025281i,-2.6669e-05+0.0007272i,0.00065195+0.0006003i
-0.0013983-0.0018017i,-0.0016817-0.0015578i,-0.0035025-0.00090489i,-0.0031672-0.00048744i,-0.0019894+0.0013052i,0.00029593+0.0020855i,0.00095339+0.00097333i,-0.00011474+0.00049293i,-0.00059727+0.00031213i,-0.00042854+0.00090062i,-0.00012421+0.0015958i,-0.00093784+0.0016558i,-0.00090229+0.0011068i,-0.00027364+4.1621e-05i,-0.00023155-4.33e-05i,-0.00073048+0.00047707i,-0.0010303+0.00048193i,-0.00071953+5.46e-05i,0.00019105+1.8683e-05i,0.00011726+0.00011609i,-9.0017e-05+0.00021216i,0.00044783+0.00020511i,0.00058458-0.00046663i
7.9319e-05+0.00081579i,-8.0493e-06+0.001225i,-0.0007507+0.0014394i,-0.00037383+0.00080808i,0.00027805+0.00030667i,0.00073779+0.00028414i,0.0010113+0.00047942i,0.0010753+0.00049291i,0.00089677+0.00010167i,0.00032919-0.0002049i,-0.00037397-0.00011588i,-0.00070087+0.00077997i,-0.00014986+0.0011292i,0.00041206+0.00017302i,0.00054204-0.00074448i,0.00049063-0.00024379i,0.00030764+0.00031i,-8.5035e-08+0.00049252i,-0.00057054+0.00065715i,-0.00047663+0.00079909i,-0.00018784+0.00067613i,-3.5864e-05+0.00042231i,0.00011662+0.0009667i
0.00083799+0.00065869i,0.00063726+0.000667i,0.00035065+0.00029181i,-0.00039954-0.00017244i,-0.00078157-0.00020159i,-0.001038-0.0002148i,-0.00055343-0.00023592i,0.0004638-0.00047854i,0.0012528-0.00078948i,0.0013532-3.2685e-05i,0.0008319+0.00039501i,-0.00020247-0.0002075i,-0.00072796-0.00018444i,-0.00066293-0.00033551i,-0.00010022-0.00037093i,0.00068779-3.1445e-05i,-9.5977e-05-0.00018753i,-0.0010124-0.00055165i,0.00025558-0.00037286i,0.0012297-0.00017441i,0.00083266-0.00043812i,0.00097886+0.00013772i,0.00036677+0.00034945i
0.0001763+7.6272e-05i,-0.00053255-0.00013333i,-0.0023665+0.00042345i,-0.0028754+0.00093298i,-0.0011195+0.0010794i,-3.6463e-05+0.0012318i,0.00068224+0.00047648i,0.00074088-0.00085358i,-7.897e-05-0.0010122i,-0.00063762-0.00027823i,-0.001026+0.00046119i,-0.0012164+0.00033165i,-0.00028975+0.00016227i,0.00058631+0.00015512i,0.00019767-0.00023316i,-0.00041941-0.00042862i,-0.00052258-0.00032957i,6.3143e-05-0.00037759i,5.5612e-05-0.00030935i,-0.00049229-0.00013204i,-0.0006533+0.00028839i,-0.00087103+0.00021501i,-0.00094294-0.00021721i
0.00091281-0.00046249i,0.00024064-0.0013767i,2.839e-05-0.0021183i,-0.00077524-0.002054i,-0.00058047-0.00078586i,0.00055902+0.00049816i,0.0010506+0.00072439i,0.0005944+0.00053962i,-2.3313e-05+0.00036825i,6.3115e-05+0.0010206i,-0.00026761+0.00075685i,-0.00055028+7.541e-05i,-0.00027184-6.8276e-06i,6.5863e-05-0.00026686i,-5.2395e-05-0.0005377i,-0.00012064-0.00076711i,-0.00018781-0.00071967i,-8.7099e-05-0.00039112i,-0.00028061-0.00051477i,-0.00016154-9.6108e-05i,-0.00016185-1.1824e-05i,-0.00031415-0.00064219i,-0.00025744-0.0007943i
-0.00050502-0.0014663i,-0.00023947-0.0013366i,-0.00065817-0.00074849i,-0.00055391+0.0005698i,-0.00042254+0.0012245i,0.00034138+0.0012666i,0.0009182+0.00051336i,0.00072401+0.00030774i,6.1989e-05+0.00060702i,-0.00071978+0.00048717i,-0.00087581+0.001118i,-0.00074909+0.0015003i,-0.00068249+0.00084681i,-0.00074729+6.4276e-05i,-0.00020559-0.00087281i,0.00011703-0.00084973i,-0.00019018-0.00045858i,3.0998e-06-0.00073403i,6.4918e-05-0.00061559i,-0.00054751-0.00011117i,-0.00090282-0.00024815i,-0.00066143-0.0007979i,-0.00043756-9.9792e-05i
0.00016211-0.0013366i,-0.00016611-0.001096i,-0.00038391-0.00072442i,-0.0013207-0.00037505i,-0.0021811-0.00042168i,-0.0018579+0.000206i,-0.00039507+0.0011719i,0.00034283+0.00099405i,-1.9392e-05+0.00083258i,-0.00059238+0.00054517i,-0.0012374+0.00019486i,-0.0011116+0.00036512i,-0.00041675+0.00080935i,4.2496e-05+0.001197i,0.0002367+0.0010714i,0.00033559+0.00062208i,7.2786e-05+0.00035844i,-0.00013258-9.1049e-05i,-0.0013127-0.00020111i,-0.0014473-0.00031741i,-0.00061732-0.00044254i,-0.00042907-0.0006578i,-0.00021589-0.00044724i
0.00098507+0.0019558i,0.00099489+0.00062698i,0.00042742-0.0011379i,-0.00021125-0.0015628i,8.5779e-05-0.0012177i,-4.9527e-05-0.00010448i,0.00025717+0.00088026i,0.00041247+0.00035064i,-0.00018622+0.00054703i,-0.00046285+0.0010434i,-0.00057991+0.00041973i,-0.0005621-8.0709e-05i,-0.00068558-3.2166e-05i,-0.00074091-0.00014672i,-0.00065812-0.00072457i,0.00029909-0.0012139i,0.0010646-0.00076013i,0.00030655-0.00013572i,-0.00064046-0.00017582i,-0.00074813-0.00083687i,-0.0005984-0.00069275i,-0.00033743+0.00020593i,0.00034462+0.00073933i
0.0018722+0.0015101i,0.0021683+0.00067269i,0.0025174+0.00077625i,0.0013417+0.00093369i,0.00035608+0.00082398i,-0.00016533+0.00055502i,0.00057869+0.00066294i,0.001533+0.0010877i,0.0013033+0.0002157i,0.00031678-0.00059468i,-0.00039256-0.00011959i,-0.00028537+0.00043293i,-7.0446e-05-2.9712e-05i,0.00037874-0.00036546i,0.00053654-0.00070477i,0.00023181-0.0011696i,0.00021863-0.0009534i,0.00069109+2.1051e-05i,9.4062e-06+0.00017825i,-0.00021392-0.00027341i,0.00031798-0.00031822i,1.3482e-05-0.00020259i,-3.8581e-05-3.4947e-05i
-0.0031099+2.1759e-05i,-0.0027972+0.00030561i,-0.0033848+0.0013794i,-0.0022154+0.0021636i,-0.0001328+0.0020946i,0.0009664+0.0014029i,0.0011097+0.00051958i,0.0005061+0.00036208i,0.00014748+0.00042158i,-0.00022438+0.00069204i,-0.00073254+0.00097349i,-0.00044712+0.0013333i,0.00010496+0.0012106i,0.0011474-0.00013064i,0.0010612-0.00016172i,-0.00021659-0.0003028i,-0.0006709-0.00096063i,8.8773e-05-0.00064852i,0.00078625+0.00021033i,0.00049549+0.0011862i,-0.0005979+0.00091812i,-0.00076071+0.00041543i,-8.6098e-05+0.00052109i
-0.0013432-0.0015373i,-0.00084791-0.0016921i,-0.0008415-0.00058711i,-0.00058792+0.00016293i,-0.00091142+0.00020122i,-0.00064957+0.00025154i,0.00019504+0.0007236i,0.00024613+0.00064046i,0.00040654+5.0182e-05i,-0.00010334+0.00080303i,-0.0013307+0.0010117i,-0.0014524+0.0007274i,-0.0011318+0.00051494i,-0.00049648+0.00020216i,-0.00021338-0.00021136i,-0.00087905-0.00071198i,-0.00054418-0.00075295i,0.00021715-0.00075041i,-0.00027104-0.00017921i,-0.00092329+8.5451e-05i,-0.00030654-0.00084829i,7.3645e-06-0.00059595i,-4.0668e-06+0.00055344i
3.7981e-05-0.0019673i,-0.00037319-0.0015474i,-0.00091321-0.0014399i,-0.0013471-0.00083937i,-0.00081876+0.00025362i,-0.00013232+0.00057142i,0.0011771+0.0004216i,0.0013444+0.00042834i,0.00090583-6.4994e-05i,0.00017551+0.00018227i,-0.00061091+0.00026857i,-0.00081815+0.00011933i,-0.0009937+0.00034988i,-0.00051853+4.0889e-05i,-0.00016018-0.00087685i,-0.00056906-0.00057713i,-0.00064567-0.00036888i,-0.00085884-0.0010379i,-0.0013198-0.0014476i,-0.00050933-0.00084254i,-0.00017643-0.00029659i,-0.00015222-7.2848e-05i,0.00047861-2.7167e-05i
0.00071887+0.0017854i,0.0007076+0.0022361i,0.00094587+0.00159i,0.0012355+0.00056074i,0.0014231+0.00070526i,0.00048736+0.0014678i,2.691e-05+0.001483i,0.00078303+0.00057637i,0.0012736-0.00046959i,0.00049214-0.0011323i,-0.00035928-0.00077743i,-0.00029665+0.00011052i,0.0001874+0.00068507i,0.00043365+0.0010874i,5.7938e-05+0.0004859i,0.00036669-0.00016365i,0.00065176-0.00035776i,0.00038634+6.5435e-05i,0.00013562+2.1784e-06i,-0.00018802+0.00036284i,-0.00069255+0.0005837i,-0.0005918-6.2248e-05i,6.0407e-05-0.00031847i
0.0024274-3.3409e-05i,0.0014934-0.00055168i,-5.5516e-05-0.0010258i,-0.00070894-0.0010642i,-0.00089169-0.0012123i,-0.00087447-0.00056539i,-0.00027092+7.0033e-05i,0.00078832-0.00018714i,0.00089779-0.0012424i,0.00036912-0.0012476i,-0.00046053-0.00026897i,-0.00090821+0.0006476i,-0.00019709+0.0010803i,0.00072844+0.00108i,0.00093473+0.00019875i,0.00060483-7.0996e-05i,-8.4077e-05+0.00018218i,-0.00056246-0.0004583i,-0.0010093-0.0011386i,-0.0010767-0.00014908i,-0.0002857+0.00056982i,-0.00038254+0.00027527i,-0.00097829-0.00022314i
-0.00015435-0.00055484i,-8.985e-05-0.00037218i,-0.00036541-0.00089512i,-0.0014337-0.0010401i,-0.0019015+6.4179e-05i,-0.00045703+0.0018793i,0.00073579+0.0022857i,0.0010029+0.0014558i,0.00075171+0.0011531i,0.00030671+0.00055012i,-0.00047868+0.00041852i,-0.0010257+0.00097058i,-0.00070254+0.00061149i,-0.00029294-0.00021212i,0.00037438-0.00087799i,0.00061488-0.0003892i,0.00023874-0.00014172i,-0.00031283-0.00017397i,-0.0010149+0.0004992i,-0.00097614+0.00025067i,-0.00015175+0.0001274i,0.00047824+0.00057551i,0.00048183+0.00082323i
-0.00082427+0.00027445i,-0.0022274+0.00085821i,-0.0021248+0.0013906i,-0.0013064+0.0016959i,-0.0010491+0.0011314i,-0.00071672-0.00026121i,0.00038979-1.7758e-05i,0.0011215+0.00065239i,0.00074034+0.00025056i,0.0001945-3.7185e-05i,-2.0557e-05+0.00043503i,-0.0011721+0.0010819i,-0.0011443+0.00067599i,0.00022401+0.00060306i,0.0006105+0.001012i,0.00047663+0.00051456i,0.0001042+0.00073343i,0.0001398+0.0013086i,0.00045605+0.0007029i,0.00013573+0.00060799i,-0.00051879+0.0008064i,-0.00056205+0.00021208i,-0.00045927-0.00025815i
-0.00028178+0.00055757i,0.00053476+0.00086963i,0.001762-0.00024003i,0.0013857-0.001389i,0.00085317-0.0010641i,0.00034663-0.00028501i,0.00039005-0.00045606i,0.00042888-0.00043608i,0.00044257+1.6653e-05i,0.00069073+0.00038288i,0.00026725+0.00057483i,-0.00016207+0.0007875i,-0.00024255+0.00069421i,-0.00028579+0.00060293i,-0.0004345+0.00068424i,-0.00014509+9.4242e-05i,0.00022138-7.5085e-05i,0.00049038-0.00022505i,0.00010751-0.00046973i,-0.00010213-0.00044406i,1.4335e-05-5.7322e-05i,-0.00030732-0.00029239i,-0.00046529-0.00032018i
0.00034084+0.0015825i,0.00069802+0.0019151i,0.00095876+0.00083631i,0.00048549+0.00065277i,0.00020893+0.0010347i,0.00019057+0.0015904i,0.0004769+0.0010805i,0.00084877+0.00061245i,0.001111+0.00064671i,0.00044677+0.00013548i,-0.00022622-0.00017526i,-0.00054707+0.00028298i,-0.00048104+0.00042022i,3.691e-05+0.0001055i,-1.4966e-05-1.1419e-05i,-0.00045366+1.7329e-05i,-0.00026381-0.00036894i,0.00048279-0.00049874i,0.00040886-0.00013625i,0.00011398-0.00021297i,0.00016866-0.00026481i,0.00030881-0.00021549i,0.00071655+1.9495e-05i
-0.0018866+0.0013907i,-0.0013839+0.0010515i,-0.00088258+0.00081055i,0.00011982+0.00084797i,0.00047027+0.0013442i,0.00076034+0.0014409i,0.0018149+0.001252i,0.0018082+0.0013423i,0.00036661+0.0019763i,-0.00020162+0.0023143i,-0.00019296+0.0016923i,-0.00068672+0.0017154i,-0.00044204+0.0018027i,0.00045139+0.0010325i,0.00091744+0.00060884i,0.00051554+0.00051846i,6.6713e-05+0.00050315i,0.00022665+0.00033585i,0.00076378+0.00027336i,0.00078802+0.00047658i,-0.00022533+0.00054525i,-0.00037846-1.1256e-05i,0.00021277-0.00087356i
0.00078897+0.0017633i,0.001928+0.0027824i,0.0010201+0.0024938i,0.00087573+0.0024903i,0.0010091+0.0029175i,0.00086167+0.0022556i,0.00073274+0.0017428i,0.00078118+0.0012216i,0.0009145+0.00067333i,0.00060736+0.00053118i,-0.0002547+0.00041362i,-0.0013765+0.00033268i,-0.0011872-0.00015089i,-0.0001769-0.00074374i,0.00014903-0.00062171i,-0.00028839-0.0012149i,-0.00031479-0.001349i,8.7147e-05-6.3133e-06i,0.00025269+0.00032139i,4.5346e-05+1.7565e-05i,-3.2022e-05-0.00038304i,-2.7451e-05-0.00021541i,-0.00036059+0.00032496i
0.00025663-0.00046878i,-0.00070213+0.00045569i,-0.0017058+0.00032573i,-0.0028204-0.00054382i,-0.0025822-0.00027521i,-0.00096752+0.00061962i,0.00092195+0.00077768i,0.0014932+0.00010958i,0.00046693+3.4792e-05i,-0.00032504+0.00039471i,0.00012087+0.00033899i,0.00030575+6.535e-05i,0.00039399-0.00025301i,0.0009622+6.4627e-05i,0.00052702-0.0005143i,8.7146e-05-0.0016925i,3.318e-05-0.0016543i,-0.00045891-0.0011189i,-0.0013302-0.00075816i,-0.001028-0.00046678i,-0.00044714-0.00034483i,0.00015392-0.00039305i,0.00070864-0.00086042i
0.00019807+0.0011201i,0.00060001+0.0029536i,-0.0019347+0.00077396i,-0.0022211+0.00055408i,-0.0014294+0.0011727i,-0.0008281+0.0016104i,-0.00024567+0.0013502i,-9.8086e-05+0.0005678i,0.0005874+0.00049966i,0.00099674+0.00014664i,0.0007628-0.00052906i,0.00091997+3.1146e-05i,0.00025522+0.0014987i,0.0001776+0.00062934i,0.00053664-0.00029113i,0.00046942-5.383e-05i,0.00080628-0.0007951i,0.00086046-0.0011887i,-0.000226-0.00072192i,-0.00065821-0.00048001i,-0.000233-9.7651e-05i,-0.00033069+0.00010687i,1.5907e-05+0.00013231i
0.0022901+0.0011753i,0.0023453-5.1644e-05i,0.0022793+0.00034134i,0.0017563+0.00016161i,-4.392e-06-5.0518e-05i,-0.00060217+0.00027235i,0.00073372+0.0003219i,0.00097584-0.00041272i,0.00077712-0.00040589i,0.001163+1.2458e-05i,0.00032124+0.00088342i,-0.00094886+0.0016518i,-0.00057991+0.0017444i,-0.00049879+0.00077274i,-0.00066923-0.00031919i,-0.00028271+0.00011126i,0.00016092+0.00088148i,6.113e-05+0.00085106i,-0.00093425+0.00051667i,-0.00046661+0.00041245i,0.00078928+0.00019574i,0.00084465-0.00013521i,0.000328-1.0766e-05i
-0.00053919+0.0014217i,-0.0011611+0.0010919i,-0.00012148+0.00013137i,-0.00019382-0.00078831i,-0.00027125-0.00013854i,0.00068121+0.0011225i,0.0015635+0.0014286i,0.0019911+0.00024955i,0.0015577-0.0010609i,0.00045597-0.00074266i,-0.00022779+0.00013686i,0.00022313+0.00014559i,0.00069859+0.00020573i,0.00088881+0.0001199i,0.00059162-0.00052976i,-0.00015553-0.00051566i,-0.00043988-0.00072211i,6.3677e-06-0.00090019i,0.0005945-0.00011782i,0.0010113+0.00042732i,0.00059799-0.00028838i,-0.00017704-0.00060707i,-0.00019961-0.00020529i
0.00090386-0.0021646i,0.0010612-0.0021858i,2.0568e-05-0.00045895i,-0.00081646+9.4301e-05i,-0.0009932-0.00010365i,-0.00052578+0.00041855i,-0.00025872+0.00037638i,-9.3136e-05-0.00021999i,-0.00031932-0.00084163i,-0.00063572+3.9719e-05i,-0.00094006+0.00095782i,-0.0011565+0.00046637i,-0.00073005+0.00020791i,0.00031333-6.4813e-06i,0.00066095-7.337e-05i,0.00018413-0.0001985i,-0.00038753-0.00050859i,-0.00064364-0.00064869i,-0.0005648-0.00041121i,-0.00046287-0.00020978i,-0.00070447+0.00074848i,-0.00051508+0.00035416i,-6.215e-05-3.4907e-05i
-0.0012399+0.0017483i,-0.00037006+0.0021487i,-0.00024952+0.0017842i,5.9566e-05+0.0018808i,-7.1062e-05+0.0024054i,-1.5192e-05+0.0018151i,0.00038083+0.0015825i,0.00045499+0.0012904i,-0.00012902+0.00071708i,-0.00049123+0.00023735i,-0.00023063+0.00035719i,-0.00067324+0.00029583i,-0.0012096-0.00039509i,-0.00055705-0.00041522i,0.00045275-0.00070294i,0.0003474-0.0012446i,0.00027005-0.0010493i,0.00035211-0.00053201i,0.00042525+0.00040012i,0.00024216+0.0010863i,-0.0001304+0.00088027i,-0.00037009-0.00013481i,-0.00025464-0.0001227i
-0.0015815-0.0014977i,-0.0026728-0.0017096i,-0.0031247-0.0017033i,-0.0022273-0.0011654i,-0.0011256+0.00035938i,-3.3174e-05+0.00086207i,0.0005555-5.3488e-05i,0.00049767-0.00059679i,0.00079972-0.00012889i,0.00037802+0.00060836i,-0.00048114+0.00069201i,-1.5356e-05+0.0008268i,0.00024522+0.00076482i,0.0002572+0.00030346i,0.00099395-9.1954e-05i,0.0012053+5.4076e-05i,0.00087424+0.00015139i,0.00054874+0.00023275i,-0.00046942-0.00011849i,-0.00013679-0.00033864i,0.00064804+0.00041407i,0.00012913+0.00078618i,-0.00036115-0.00011008i
-0.00055842-0.0018707i,-0.00095852-0.00080752i,-0.0022595-0.00023139i,-0.0020128+0.00014125i,-0.0015949+0.00093243i,-0.00090223+0.0020047i,0.00095427+0.0023059i,0.0012952+0.0015104i,7.8113e-05+0.00070289i,-3.5407e-05+6.0311e-05i,-0.00040353-0.00020858i,-0.00044912+0.00028612i,-3.634e-05+0.00059689i,0.00011197-5.7857e-06i,9.3702e-05-0.00024423i,1.9055e-05+1.1951e-06i,5.7022e-05+0.000205i,-0.0005371+7.2688e-05i,-0.00095197+0.00010748i,-0.00022441+0.00051514i,0.00036961+0.00012371i,0.00046254-0.00019298i,-0.00051551+0.00050735i
0.0019878+0.0018329i,0.001714+0.0017965i,0.0019331+0.0023655i,0.0022771+0.0016529i,0.0012646-0.00019044i,0.00085059-0.00055695i,0.00069323-6.1817e-05i,0.00056258-0.00043826i,0.00047921-0.00010933i,4.7395e-05+0.00028412i,-3.1481e-05-0.00052581i,6.68e-05-0.00032903i,5.6003e-05+0.00088718i,0.00053126+0.0004156i,0.00031679-0.00043805i,-0.0002563-0.00066066i,3.2853e-05-0.00053381i,0.00034713-0.00095261i,-6.2991e-05-0.0011749i,0.00031976-0.0004081i,0.0010061-0.00038341i,0.0012396-0.00059844i,0.00040335-0.00016121i
0.00022624-0.00020063i,0.00012433-2.2608e-05i,-0.00017222+5.6878e-05i,-0.00029547+6.7597e-05i,-0.00023877+0.00050902i,-0.00018902+0.00072178i,0.00066496+0.00012125i,0.00065022-0.00045479i,-0.0002458-0.00047988i,6.5637e-05-0.00014457i,-0.0002912+0.00069761i,-0.0012551+0.00053636i,-0.00056675-0.00055354i,-5.0726e-05-0.00098596i,-0.00017401-0.0010702i,0.00028422-0.0010489i,0.0006111-0.00048986i,1.2258e-05-0.0004707i,-0.00014668-0.00090916i,-0.00013707-0.001039i,-0.00022079-0.00088177i,0.00023719-0.000171i,0.00039735+0.00055066i
-0.00033452+0.00089975i,-0.00059902+0.00042483i,-0.0006097-4.3582e-05i,-0.00061329+0.00047242i,-5.0725e-05+0.001663i,0.00030135+0.0017875i,0.000441+0.0011691i,0.00074829+0.0010554i,0.00029942+0.00060566i,-0.00018263+0.00021822i,-0.00080775+0.00056524i,-0.0010843+0.00043173i,-0.00034372-6.0537e-05i,-0.00022827+7.6762e-05i,-0.00024977-0.00027323i,-0.00038811-0.00037435i,-0.00055126+0.00035531i,-9.446e-05+0.00079912i,-3.0712e-05+0.00086825i,-0.00014707+0.00032984i,-0.00022433+0.00025084i,0.0010154+0.0004556i,0.0013264+0.00051511i
-0.00067255-0.0007072i,-0.001389-0.00052892i,-0.0020529+2.3135e-05i,-0.0010975+0.00015929i,-8.7438e-06+0.0010273i,9.2794e-05+0.0016438i,-0.00028571+0.00036804i,0.00018475-0.00041755i,-7.986e-07+0.00020585i,-0.00039302+0.00041664i,0.00026394+0.0002903i,5.0897e-05+0.00033881i,-0.0010018+0.00038871i,-0.00036932+0.00035776i,0.0007937+0.00040026i,0.00027435+0.00031461i,-0.00072048+0.0002723i,-0.00086509-0.00050526i,-0.00020431-0.0017589i,0.00034855-0.0010114i,-0.00030506+0.00042685i,-0.00043564+0.00057325i,0.00011216-5.7383e-06i
0.00073813+0.00022902i,0.0013655-0.00017005i,0.00012161-0.00022951i,-0.0011379-0.00098048i,-0.001059-0.00095287i,-0.00018233+0.00016505i,0.0012772+0.00019239i,0.0013055-0.00023226i,0.00065691-0.00019154i,-5.7191e-05+0.00022281i,-0.00074598+0.00022595i,-0.00059706+0.00020455i,0.00034068+0.00043554i,0.0012025-0.00020565i,0.00097472-0.00019938i,-7.8413e-07+0.00023238i,-0.00045977-0.00077337i,-0.00065604-0.001544i,-0.00054043-0.00047621i,-7.1348e-06+0.00067344i,0.0003271+0.00017534i,-0.00057237-0.00037132i,-0.00090264-0.00048375i
-0.00022194-0.00025349i,-0.00069101+0.00081092i,-0.00063927+0.00048706i,-4.098e-05-0.00044354i,0.00024716-0.00043026i,0.0005542+0.00026502i,0.00054957+0.00080286i,0.0001836+0.0001434i,6.9696e-05-0.00044085i,-8.0792e-05-0.00057655i,-0.00048379-0.00046187i,-0.00059265-0.00013911i,-0.00044756+0.00065i,4.9116e-06+0.00065134i,0.00056347+3.8103e-05i,0.00013354+0.0001584i,-0.00025491+0.00079777i,-0.00084699+0.00092257i,-0.00066499+0.00045975i,0.0001981-2.0508e-05i,0.00010195-0.00019785i,-0.00059871-0.00022866i,-0.00097582-0.00019353i
-0.0012289-0.0011238i,-0.0015747-0.00066158i,-0.0017443-0.0010986i,-0.0014858-0.0010507i,-0.00034917-0.00022149i,0.00035233+0.00043772i,0.00049587+0.0001723i,0.0009245+0.00024955i,0.00043098+0.00012498i,-0.0001936+0.00026866i,-4.0024e-05+0.00023474i,0.00015322+0.00019174i,0.00050913+0.00043175i,0.00067596+0.00045332i,-0.00020287-0.00042017i,-0.00043327-0.00083909i,2.613e-05-4.2289e-05i,-0.00019446+0.0002712i,-0.0004128-0.00040561i,-0.00062107-0.00089801i,-0.0002618-0.00056097i,0.00058532-0.00027517i,0.0005185-0.00030461i
0.00027157-0.0011844i,0.00084494-0.0018781i,0.0016342-0.002163i,-0.00011841-0.00018122i,-0.0012111+0.0012296i,-0.00086012+0.0010957i,-0.00056635+0.0011413i,2.9089e-05+0.001391i,-7.8271e-05+0.00079484i,-0.0011873-5.0505e-05i,-0.0009542+6.2152e-05i,-0.00056285+0.00042966i,9.3806e-06+0.00033624i,7.7855e-05+0.00016996i,-0.00064061+0.00012774i,-0.00049857+0.00041636i,0.00037736-0.00035733i,0.00033211-0.0014341i,-0.00079732-0.00093832i,-0.0011516+0.00026801i,-0.00031254+0.00018673i,-0.00012891+0.0001302i,-0.00065345+0.00066662i
0.0016684+0.00062984i,0.00066875+0.0001544i,0.00040404+0.0002115i,-0.0013628+0.00027185i,-0.0022002+0.00031519i,-0.00044828+0.0011973i,0.0013412+0.0018511i,0.0013617+0.00099844i,0.0010385+0.00015524i,8.4383e-05-0.00048843i,-0.00060344-0.00087387i,-0.001077-0.00015199i,-0.0012164+0.000533i,-0.00058886+0.00056739i,-0.00077663+0.00047452i,-0.0008138+0.00075497i,-0.00016682+0.00039967i,-6.5994e-05-0.00027437i,-0.00083498-0.00081921i,-0.0014418-0.000783i,-0.00090536-0.00077525i,-0.00036587-0.00034099i,-0.00049956-4.8215e-05i
-0.0011739+0.0010047i,-0.0011684+0.00082681i,-0.00035234-0.00010235i,-0.00055515-0.0010229i,-0.0013306-0.00048875i,-0.0013572+9.2161e-05i,-0.00039618+0.0006795i,0.00031104+0.00087687i,4.9761e-06+0.0003888i,-0.00020874+0.0002825i,-0.00019031+0.00084001i,-0.0002754+0.00080416i,-0.00039185+0.00056284i,-0.00069214+0.00051879i,-0.00075779+0.00053157i,-0.00025878+0.00037977i,0.00023713-2.8174e-05i,0.00045034-0.00036972i,0.00031019-0.00025343i,5.1504e-05+9.315e-05i,4.3004e-05+0.0003026i,0.00047682+0.00082073i,0.00013695+0.00103i
0.00094747+0.00024994i,0.0023376+0.0004644i,0.0021464+0.00014408i,0.0005424-3.3561e-05i,-0.0001512+0.00087808i,0.00049915+0.0020439i,0.00094522+0.0016806i,0.00091319+0.00016889i,0.00071034-0.00058417i,0.00075159-0.0005508i,9.8808e-05-5.133e-05i,-0.001142+0.00037432i,-0.0013307+0.00063051i,-0.00046534+0.00030247i,-0.00015312-0.00025129i,-0.00052068-0.00078015i,-0.00089584+0.00010986i,-0.00036015+0.0010071i,9.0978e-05+0.0010073i,-0.00025677+0.00081746i,9.9017e-05+5.6406e-05i,0.00041887+0.000339i,-0.00016125+0.00083039i
-0.00055387+0.0026752i,-0.0003565+0.0016614i,-1.6227e-05+0.0011756i,0.00035908+0.00075778i,0.00015911+0.0012596i,-0.00026661+0.0012972i,0.00013303+0.001393i,0.00064777+0.0015734i,0.00039616+0.0010759i,-0.0004502+0.00024336i,-0.0010831-0.00014941i,-0.00081536-0.00019723i,0.0007737+6.8826e-05i,0.0013246+0.00037716i,0.0004977+0.00014272i,-0.00025166-6.0897e-05i,-0.00047186-3.9438e-05i,-0.00035432-0.00031193i,-0.0011225-0.00054383i,-0.0013712+0.00020515i,-0.00058244+0.00085434i,-0.00022665+0.00047724i,-0.00051774+9.3488e-05i
-0.0017446+3.6206e-05i,-0.0012276-0.001311i,-0.002052-0.00045613i,-0.0023975+0.00040018i,-0.0019765+0.0010059i,-2.343e-05+0.0009235i,0.0016361+0.00032111i,0.0016225+0.00023385i,0.00092371+0.00060239i,0.00046402+0.0010208i,0.0001755+0.00064849i,-0.00010213+0.00059335i,-0.00057667+0.0013928i,-0.00031557+0.00077641i,0.00063801-0.00093857i,0.0011692-0.0012908i,0.00092407-0.00066704i,-0.00044779-0.00043423i,-0.0018374-0.00050771i,-0.0016986-0.00041434i,-0.00019624-0.00037546i,0.00045062+0.00015623i,0.00016992+0.00054768i
