-0.0020471+0.00069915i,0.00060734-0.0012171i,0.00043728+0.00078586i,0.0016222+0.002463i,0.0015983+0.0025536i,0.00097436+0.0014002i,0.00022384-0.00042344i,-5.0677e-05-0.0013411i,0.00017267-0.00054246i,0.00055002+0.00065191i,0.00071919+0.00041169i,6.1022e-05-0.0010815i,-0.0004008-0.0015645i,0.0005668-0.00031071i,0.0012038+0.00057151i,0.00045482+0.00012751i,-1.1835e-05-0.00087068i,7.3548e-05-0.00094075i,6.1407e-05-0.00047399i,0.0002427-0.00075045i,0.0001534-0.0012784i,0.00010464-0.00081626i,-0.00018773+0.00044195i
-0.0014431-0.001356i,0.00069159+0.0010657i,0.00051271+0.0030324i,0.0005981+0.0035204i,0.0019809+0.0015229i,0.0037408-0.0005745i,0.0039064-0.0013661i,0.0032057-0.0012731i,0.0022331-0.00086008i,0.00080671-0.000691i,-0.00013913-0.00018804i,-0.00063603+0.00011386i,-0.00091914+5.4331e-06i,-0.0010045+0.00049274i,-0.00041869+0.00057744i,0.00025439+0.00032618i,-1.1851e-05+0.00010918i,-5.2191e-05-0.00039518i,0.00067658-0.00075872i,0.0003488-0.00061215i,0.00046779-0.00050521i,0.00096434-0.00060649i,0.00072585-0.0002257i
-0.00043485-0.00074213i,-0.0016186+0.000322i,-0.0018516+0.0025528i,-0.0018219+0.0037002i,-0.00092691+0.0020835i,0.0015821-0.00084342i,0.0028668-0.0021678i,0.0014035-0.002097i,0.00079711-0.0023947i,0.00099078-0.0017977i,0.00014784-0.00076071i,-0.00087435-0.00036924i,-0.00096104-7.1205e-05i,-0.00041034-7.5116e-05i,0.00017882+0.00058174i,0.00078856+0.00071114i,0.001026-0.00075172i,0.00095188-0.00081787i,0.00061728-0.00026388i,-0.0003126-0.00031101i,-0.00046871-0.00016881i,0.00051896+0.00028028i,0.0009937+0.00093288i
-0.0016134-0.0010916i,-0.0010374+0.00044279i,-5.7086e-05+0.0017784i,0.0012516+0.0015651i,0.0024321+0.0002887i,0.0031302-0.00059728i,0.0027026-0.0012627i,0.001432-0.0010818i,0.00068562-0.00053934i,0.00016162-0.00043508i,-0.00089097+3.4964e-05i,-0.0011464+2.256e-05i,-0.00084669+8.8789e-05i,-0.00078972+0.0010999i,-0.00027405+0.0011447i,0.00034307-0.000162i,0.00012086-0.0011824i,0.0006724-0.0018577i,0.0008601-0.0012864i,2.9814e-05-0.00056653i,-8.1749e-05+0.00021052i,0.00039315+0.0007725i,0.00054624+0.00091985i
-0.00058079+0.00061474i,-0.00079097+0.0019817i,-0.0013441+0.0031301i,-0.0010818+0.0026057i,0.00014218+0.0011345i,0.0020443-0.00053598i,0.0027821-0.001557i,0.0016045-0.00087456i,0.00098445+0.00042973i,0.00097739-0.00038648i,0.00065498-0.00079161i,-5.401e-05-5.7053e-05i,-0.0010601-4.6198e-05i,-0.00148+1.8952e-05i,-0.00090004+0.0004624i,0.00056742+0.00043271i,0.0014682+0.00038802i,0.0010081+0.00023551i,0.00014337-0.00059179i,-3.3887e-05-0.0010619i,-0.00022387-0.00047184i,-0.00016497-0.00024462i,0.00030857-0.00030676i
2.4627e-05-0.0013861i,-0.0002688-0.00059174i,-0.00079469-1.7627e-06i,-0.00046278-2.7601e-05i,0.00081891-0.0015289i,0.001644-0.002787i,0.0017483-0.0031228i,0.0016909-0.0023491i,0.0014766-0.0021793i,0.0008508-0.0022249i,-0.0012091-0.0013237i,-0.0022548-0.00044878i,-0.0011062+0.00038704i,-0.00041151+0.0013528i,-0.00047476+0.0017539i,-0.00072013+0.001127i,-0.00028745+0.00039452i,0.00029376-0.00012787i,0.00050299-3.2229e-05i,0.00059283+0.00033528i,0.00033256+0.00015868i,0.00059482-0.00046436i,0.00077501-0.0010256i
0.00033575+0.0020066i,0.0018592+0.0014587i,0.0028116+0.0023838i,0.0028355+0.0030099i,0.0029219+0.0015715i,0.0033333-0.00026206i,0.0028341-0.0014005i,0.001147-0.0011974i,0.00053485-0.0016357i,0.00040507-0.0020034i,-5.2216e-05-0.00056953i,0.0001267+0.0005109i,1.6504e-05+0.00049603i,-0.00019684+0.00056758i,0.00057023+0.00082462i,0.00076307+0.00084341i,9.5361e-05-0.00012139i,-0.00021499-0.0011072i,-0.00054352-0.00094591i,-0.0001604-0.00058261i,0.0012619-0.00057798i,0.0013449-0.00014157i,0.00094831-0.00010118i
-0.001162+0.0017868i,-0.001777+0.0039277i,-0.0017914+0.0042448i,-0.0010138+0.0025384i,0.00039096+3.779e-05i,0.0019366-0.002526i,0.0029501-0.0036057i,0.0022612-0.0020224i,0.00074154-0.000544i,0.00048254-0.00037484i,0.00042055+9.423e-05i,3.0177e-05+0.00037654i,-0.00042169+0.00069418i,-0.00082279+0.00068474i,-0.00077631+0.00083284i,-0.00027005+0.00073864i,0.00072494-0.00056971i,0.0012853-0.0011149i,0.0011191-0.00049332i,0.00169-0.0002398i,0.0013812-0.0003316i,0.00098855+6.4406e-05i,0.0010534+0.00046979i
-0.0014902+0.00046201i,-0.0021829+0.00068323i,-0.0016608+0.001622i,-0.00034949+0.0014547i,0.0015622-0.00035071i,0.0018866-0.0015661i,0.0012968-0.0017028i,0.0013896-0.0017249i,0.0010914-0.0013796i,0.00066394-0.00093577i,5.0786e-05-0.0007171i,-0.0010802-0.00041526i,-0.0017617+0.00032341i,-0.0018416+0.0012082i,-0.0010759+0.0022062i,-3.5032e-05+0.0021286i,0.00046734+0.0011116i,0.00053717+0.00010444i,0.00053601-0.00051292i,0.00040093-0.00057002i,-0.0003311-0.00047751i,-0.00076441+1.6513e-05i,-0.00048656+0.00048806i
4.4423e-05-0.0020247i,0.00050435-0.00201i,-1.0769e-05-0.00070791i,0.0010857+0.0012769i,0.0031542+0.00096857i,0.0046404-0.0013371i,0.0040706-0.0028578i,0.0026778-0.00223i,0.00185-0.0010558i,0.0010682-0.00073922i,-0.00040323-0.00026056i,-0.0010357+0.00050212i,-0.0011294+0.00068668i,-0.0013766+0.00049001i,-0.00075163+0.00085686i,-0.00029324+0.001913i,-0.00039093+0.0014655i,6.157e-05+0.00072011i,0.00076688+0.00061316i,0.001279+0.0005128i,0.0010919+6.3356e-05i,0.00068417+0.00011202i,0.00017022+0.00074695i
-0.00019912-0.0015657i,0.0018193-0.00092213i,0.0018747+0.0017148i,0.00062098+0.0034152i,0.0012744+0.0023049i,0.0033757+0.00020067i,0.0036454-0.0015974i,0.0025509-0.002148i,0.0010508-0.0016962i,-0.0001057-0.0010691i,-0.00019166-0.00083914i,0.0001915-0.00038255i,0.00032671-0.00020518i,0.00033439-0.000269i,0.00084953-0.00029358i,0.0011432+0.00051897i,0.00055134+0.00070106i,0.0003792-0.00011574i,0.00053037+0.00025769i,0.0007706+0.00039442i,0.00029366-0.00041298i,-0.00051583-0.0005883i,-0.00081914-0.00033794i
0.0011485+0.0023347i,0.0025818+0.0039541i,0.0043282+0.0043955i,0.0028665+0.0030584i,0.0019609+0.00050589i,0.0031673-0.0012836i,0.0039428-0.0018251i,0.004036-0.0020254i,0.0029878-0.0017164i,0.0016209-0.0015767i,0.00051547-0.001633i,-0.00044183-0.00093472i,-0.001322+8.4444e-05i,-0.0014345+0.00094051i,-0.0010045+0.0011683i,0.00047383+0.00084992i,0.0014423+0.00067184i,0.00092698+0.00021496i,0.00060142+0.00051043i,0.00080734+0.00086171i,0.00084777+0.0010264i,0.00058781+0.0012693i,0.000932+0.00027812i
-2.2325e-05-0.00027065i,-0.00033568+0.0024234i,-0.0009274+0.0036041i,-0.00058218+0.0028934i,5.1971e-06+0.00082241i,0.0010957-0.00066641i,0.0024823-0.001397i,0.0020154-0.0018315i,0.0010443-0.0018769i,9.7054e-07-0.0015972i,-0.0010543-0.00046935i,-0.0014196+0.00086542i,-0.0011091+0.0013074i,1.26e-05+0.001675i,0.00080335+0.0015753i,0.0011088+0.0010132i,0.0015544+0.0007788i,0.0013009+0.00057547i,0.00065538-0.00024519i,0.00019538-0.0002953i,0.00015905-9.1827e-05i,0.00044601+0.00016964i,0.0004559+0.00034312i
-0.0015227-0.0004731i,-0.00023636+0.0015507i,0.00086815+0.0037024i,0.0021927+0.0033856i,0.0033062+0.0011426i,0.0045748-0.00048885i,0.0040739-0.0013105i,0.0018049-0.001549i,0.00056495-0.0010842i,0.00012895-0.00040272i,-0.00073754+9.4598e-05i,-0.0017281-5.9851e-06i,-0.0012154-0.00016292i,-0.00040186+0.00049575i,0.00022326+0.00088104i,0.00042249-4.8251e-05i,0.00033624-0.00090026i,0.00026515-0.00090497i,0.0002233-0.00039837i,0.00034934+0.00028745i,0.0011997+0.0010269i,0.0010439-2.9523e-06i,0.00087896-0.00026098i
-0.0003258+0.0001085i,-0.0015878+0.0021977i,-0.00092479+0.0041931i,0.00011083+0.0040932i,0.0010065+0.00091406i,0.0020278-0.0025532i,0.0028969-0.0029805i,0.0030814-0.001763i,0.0019386-0.0014512i,0.00015494-0.0013317i,-0.0014284-0.00082033i,-0.0016395-0.0010242i,-0.0011843-0.00073153i,-0.00032885+0.0006253i,0.00049328+0.00083737i,0.0011913-0.00036516i,0.0013371-0.00016561i,0.00092258+0.00012969i,0.00034525-6.8581e-05i,0.00016266-0.00028623i,8.7397e-06-0.00095152i,-0.00061834-0.00072045i,-0.00079493+8.5464e-06i
-0.0014029-0.00096956i,-0.00078562-0.000268i,0.0010313+0.0020084i,0.0022837+0.0032021i,0.0022616+0.0016803i,0.0031631+0.00021651i,0.0038502-0.0010807i,0.0031957-0.0022165i,0.0022011-0.0019133i,0.00089008-0.0010869i,-0.00064576-0.00028577i,-0.0013035+0.00056781i,-0.0017978+0.0010213i,-0.0017986+0.00069001i,-0.00051913+0.00013194i,0.00073144+7.6979e-05i,0.0012808+2.4425e-05i,0.0013348+0.00047144i,0.0008386+0.0006116i,0.00057597+0.00041441i,0.00056605+0.00024424i,0.0010451+0.00074976i,0.0014065+0.00068149i
-0.00096626-0.00026472i,-0.0001749+0.00011868i,-0.0010205+0.0022943i,-0.00076596+0.0033675i,0.0013976+0.002116i,0.004096+3.3895e-05i,0.0043423-0.0012814i,0.0024691-0.00091096i,0.0017999-0.00058958i,0.0014062-0.0011251i,-0.00014219-0.0012565i,-0.00046648-0.00099941i,0.00024546-0.00079066i,0.00026193-0.00025475i,-0.00015073+0.00036687i,-0.00055992+3.9994e-05i,0.00012045-0.00045699i,0.00094301-8.6822e-05i,0.0009204-0.00043543i,0.0012374-0.00072983i,0.0011828-0.00024127i,0.00083434+0.00049605i,0.00055346+0.00014273i
-0.0021222-0.00017082i,-0.00088264+0.0011512i,-0.00081661+0.0041937i,0.00026607+0.0052638i,0.0016801+0.0021753i,0.0029507-0.0015577i,0.0029993-0.0023568i,0.0020667-0.0016727i,0.0013436-0.00044853i,0.0004144-0.00023101i,-0.00023284-0.00038342i,-0.0009361-0.00087641i,-0.0014699-0.0016413i,-0.0013512-0.0011268i,-0.00078121-0.00055487i,-0.00049146-0.00044504i,-7.5922e-05-0.00020175i,0.00082538-0.00043405i,0.00090528-0.00015112i,0.00042584+0.00051226i,0.0011281+0.00028568i,0.0017661-0.00039593i,0.0015436-0.00039792i
0.0023468+0.00054852i,0.0017653+0.0024642i,0.0018307+0.0034695i,0.0011964+0.0032347i,0.00088157+0.0012054i,0.0022557-0.0012782i,0.003452-0.0020425i,0.0028753-0.0015064i,0.0022439-0.0011315i,0.0012489-0.0014901i,-0.00035201-0.0011522i,-0.0012243+0.00040297i,-0.0014647+0.0011663i,-0.0015956+0.0016866i,-0.0010245+0.0018086i,-0.0003699+0.0012206i,0.00022962+0.00068277i,0.00055873+0.00054536i,0.00040006+0.00082182i,0.00053498+0.001258i,0.0005408+0.0014194i,-0.00018602+0.00023419i,-0.00028785-0.00018093i
0.0013381-1.682e-05i,0.001615+0.0021306i,0.00050936+0.0038555i,-0.0018734+0.0042024i,-0.0021626+0.0021383i,-0.00066232-0.00042146i,0.00086171-0.0016615i,0.0014131-0.00092517i,0.00036549-0.00028527i,-0.00077809-0.00092738i,-0.00091466-0.00023994i,-0.00022828+0.0011731i,0.00039889+0.0013963i,0.00046952+0.00093687i,0.0014451+0.00062124i,0.0016393+0.00069027i,0.00047584+0.00055999i,0.0003806+0.00031807i,0.00083848+0.00079925i,0.00036609+0.001132i,0.00026338+0.00079652i,0.00075113+0.00058958i,0.00046478+0.0010901i
-0.00071151+0.0020262i,-0.0010002+0.0036242i,-8.113e-05+0.0051158i,0.00054288+0.004253i,0.0017802+0.00086061i,0.0026413-0.0021659i,0.0029761-0.0027829i,0.0024142-0.0017732i,0.0019359-0.00042933i,0.0013068+0.00029907i,4.1347e-05-4.654e-05i,-0.0010506-0.00051799i,-0.0013285-0.00045795i,-0.0016115+0.00052661i,-0.00082188+0.0011198i,0.00022336+0.00074821i,0.00046991+0.00062022i,0.00056488+0.0001932i,0.00046544-0.00084195i,0.0002383-0.00093711i,0.0005019-0.00035072i,0.00050844+0.00046952i,0.00046682+0.00042603i
-0.0017519-0.00017088i,-0.0020078+0.0029068i,-0.0017271+0.0058175i,-0.00077288+0.0049537i,0.00096964+0.001982i,0.0026354+8.0085e-05i,0.0031173-0.0014279i,0.0027298-0.0022197i,0.0022515-0.001841i,0.00073951-0.0012183i,-0.0004736-0.00020324i,-0.0011372+0.00012737i,-0.001186+0.00027959i,-0.00085374+0.0011487i,-0.00077816+0.0013308i,0.00026992+0.00023448i,0.00048609-0.0005755i,-0.00013194-0.0008741i,-0.0008118-0.00054507i,-0.0012354+0.00032161i,-0.00085323-6.4248e-05i,9.8806e-06-0.00054182i,0.00036427-0.00025422i
-0.00083402-0.00065989i,-0.0012612+0.00048709i,-0.0020191+0.0021585i,-0.0014224+0.0028281i,-5.8886e-05+0.0015954i,0.0019798+0.00016155i,0.0025838-0.0014727i,0.002062-0.0017035i,0.0011885-0.00077433i,0.00028487-0.00116i,0.00016254-0.0011388i,0.00011068-0.0002341i,-0.00037773+0.00069588i,-0.00061586+0.0009809i,8.0062e-05+0.00069811i,0.00025738+0.00039382i,0.00043491+0.00043567i,0.00072294+0.00075016i,8.7502e-05+0.00063468i,-0.00021144+0.00044532i,4.9458e-05+0.00082537i,0.00067832+0.00069573i,0.0013656+0.00012552i
0.00042423+0.0010749i,-0.00061905+0.0014569i,-0.0020927+0.0024493i,-0.0024093+0.0021004i,-0.00045054-0.00039542i,0.0012784-0.0018601i,0.0020078-0.0026598i,0.0026088-0.0025024i,0.002417-0.0011973i,0.0012638-0.00028309i,0.00022416+0.00032679i,-0.00086561+0.0004684i,-0.000969+0.00066755i,-0.00059924+0.0014441i,8.0687e-06+0.0018357i,0.00074943+0.0013742i,0.00060462+0.00064495i,0.00030513+0.00022917i,0.00061297+0.00021403i,0.00048285+0.00067266i,0.00014177+0.0008867i,0.00032106+0.00051422i,0.00084654-0.00024206i
-0.00070211+0.0011603i,-0.00026629+0.0022929i,5.3773e-05+0.0027014i,0.0016068+0.0022059i,0.0033281+0.00038251i,0.0045932-0.0016156i,0.0046386-0.0022569i,0.0037785-0.0021528i,0.0032265-0.00065462i,0.0020372-0.00024028i,0.00089045-0.00081188i,0.00033372+0.00011262i,-0.00045332+0.00099335i,-0.00022435+0.0012454i,0.00029928+0.0015141i,-0.0002214+0.0013093i,-0.00075406+0.00069302i,-0.00080861+0.00046685i,-0.00018571+7.4742e-05i,5.9834e-05-0.00079103i,0.00016077-0.001133i,0.00073379-0.00054108i,0.00090404-0.00026749i
-0.0003955+3.9348e-05i,-0.00020859+0.00090348i,-0.0011596+0.0019343i,-0.0013114+0.002658i,5.2173e-05+0.0019965i,0.0030755-0.00028996i,0.0043896-0.001866i,0.0032302-0.002183i,0.0016793-0.001107i,0.00067677-0.00086975i,-0.0008502-0.00093764i,-0.0016081-0.00035592i,-0.0010832+0.00018807i,-0.00032297+0.0011991i,8.1411e-05+0.0016876i,0.00028768+0.00088923i,0.00085075-2.8587e-06i,0.00071594-0.00022032i,0.00058509-0.00019687i,0.00031426+2.0165e-05i,0.00040577+0.00022809i,0.00033082+0.00015847i,0.00027618-0.00027731i
0.00016099+8.0433e-05i,0.00044629+0.00062111i,0.0013351+0.0011885i,0.0015395+0.00117i,0.0022771+0.00065135i,0.0034027-0.0010833i,0.0029944-0.0026867i,0.001645-0.0027617i,0.0012493-0.0015991i,0.0014031-0.00020359i,0.00037297+0.00049665i,-0.00087071+0.00049227i,-0.0015327+0.00085869i,-0.0014972+0.0013286i,-9.9381e-05+0.0010825i,0.00074557+0.00066975i,0.00050132+0.00048956i,-0.00014666+8.1984e-05i,-0.00029228-2.4098e-05i,0.00043292+0.00065937i,0.00014432+0.00035727i,-0.00037062-0.00023261i,-5.4422e-06-0.00017512i
0.0001317+0.00042237i,0.0019254+0.0019192i,0.002445+0.0043483i,0.0019443+0.0040659i,0.0023454+0.0018007i,0.0036184-0.00024252i,0.0035616-0.0016035i,0.0025005-0.0018562i,0.0018893-0.00075017i,0.0011009-0.00069306i,0.00048767-0.00075988i,-0.00060329-5.4546e-05i,-0.0016426+0.00035226i,-0.0020354+0.00091547i,-0.0010043+0.001153i,-1.0477e-05-7.4558e-05i,-4.5903e-05-0.0011244i,0.00048481-0.0013234i,0.00096803-0.0013064i,6.7259e-05-0.0010623i,-4.6249e-05-0.00016906i,0.00084812+0.00032588i,0.00067938-0.00037609i
-0.00017125+0.0015407i,0.0017089+0.0030065i,0.0027532+0.0043046i,0.0030556+0.0036756i,0.0031049+0.0017208i,0.003818-0.0013363i,0.0037147-0.0034999i,0.0031833-0.0034734i,0.0025027-0.0021576i,0.00063074-0.001132i,-4.9266e-05-0.00062583i,0.00022374-3.7658e-05i,-0.00013139+0.00011981i,-0.00042597-0.00017571i,0.00027889+0.0003267i,0.00049064+0.00059928i,0.0002521+0.0012245i,-0.0006592+0.00143i,-0.00062995+1.9512e-05i,0.00011325+7.3935e-05i,0.00021787+0.0010271i,0.00076054+0.0010246i,0.0011766+0.00066117i
-0.0015882+0.0014325i,-0.001852+0.0044307i,-0.00088605+0.0060175i,0.00044853+0.0047562i,0.0017525+0.0013781i,0.0031536-0.0012284i,0.0034709-0.0015208i,0.002332-0.0010147i,0.0014254-0.00059193i,0.0007189-0.00038142i,0.00017335-0.0011571i,-0.00067528-0.00099264i,-0.0012016+0.00018195i,-0.00087453+0.00073154i,-0.00070557+0.0012562i,-0.00075434+0.0014056i,-0.00033258+0.0010017i,0.00072095+0.00067162i,0.0008367+0.00027167i,0.00021054+0.0004987i,-0.00011866+0.00049444i,0.00028975+5.5135e-05i,0.00083292+0.00019341i
7.3485e-06+0.00051817i,-0.00011416+0.0024954i,0.00013723+0.0049004i,0.0011152+0.0050779i,0.0022814+0.0030123i,0.0038362+0.0010647i,0.0039209-0.0001294i,0.002775-0.00062226i,0.001984-0.00061699i,0.0015397-0.00022049i,0.00018364+0.00035723i,-0.0014731+0.00074091i,-0.0017935+0.0013946i,-0.00091197+0.0017844i,-0.00032224+0.0017997i,-5.9996e-05+0.0012467i,0.0002633+0.00045368i,0.00072686-0.00015729i,0.00060851+0.00026107i,0.00026482+0.0010682i,-0.00025325+0.00089536i,-0.00031484+0.00050671i,0.00024821+0.0011197i
-0.0012621+0.0011963i,-0.0021685+0.0029728i,-0.00047537+0.0047841i,0.0013178+0.0043437i,0.0024985+0.0014031i,0.0027917-0.0016236i,0.0020216-0.0017961i,0.002004-0.0011044i,0.0019399-0.00065547i,0.0012068-0.00069511i,0.00042393-0.0015555i,0.00038811-0.0012194i,-0.00023258+0.00010126i,-0.00097893+0.00080259i,-0.00046482+0.0014264i,0.0002519+0.00094741i,0.0008312+0.00041874i,0.00084209+0.00061409i,0.00038389+0.00036396i,-1.8085e-05-3.4975e-07i,0.00041076+0.00010192i,0.00050818+0.00025888i,-0.00029625+0.00018902i
-0.00053943+0.0023853i,-0.0018713+0.0035157i,-0.0014826+0.0059739i,-0.00020278+0.0060368i,0.002116+0.002572i,0.0030388-0.0006422i,0.0032202-0.0018676i,0.0024146-0.001886i,0.0018092-0.0015177i,0.0012975-0.0012298i,-5.4169e-05-0.00092168i,-0.0011787-0.00020898i,-0.0013228+0.000686i,-0.00052123+0.00079226i,0.00018691+0.00054643i,0.00025803+0.00046936i,0.00056499+8.7754e-05i,0.00066787-8.9607e-05i,0.0009546+0.00024066i,0.0010534+0.00040733i,0.0011412-9.679e-05i,0.001001-0.00050325i,0.00059017+0.00040729i
-0.0019855-4.7343e-05i,-0.002252-1.1958e-05i,-0.002542+0.001769i,-0.00066924+0.004122i,0.0024199+0.0031458i,0.0042036+0.0011157i,0.0045135-0.0002054i,0.0035622-0.0013312i,0.0024562-0.0013271i,0.0016679-0.00012581i,0.00063794+0.0009055i,-7.6101e-05+0.0013656i,-6.5417e-05+0.0012074i,0.00031513+0.0011679i,0.00021661+0.0012116i,1.5553e-05+0.00081612i,0.00038273+7.5068e-05i,0.00086136-0.00067245i,0.00090704-0.00033298i,0.00069784-0.0003294i,0.00067776-0.00088162i,0.00080541-0.00096041i,0.00061124-0.0003816i
-0.0016396+0.00020216i,-0.0023564-3.1379e-05i,-0.0022332+0.00083411i,3.5675e-07+0.0023354i,0.0022256+0.00077548i,0.0027006-0.00194i,0.0028951-0.0028114i,0.0022257-0.0030204i,0.0017855-0.0020712i,0.0014902-0.0010177i,0.00067046-0.00093091i,-0.00046386-0.00045355i,-0.0011804-6.7606e-05i,-0.00057565+0.00036003i,0.00035181+0.00084094i,0.00081647+0.00043818i,0.00074614-0.00016838i,0.00036078-0.00013217i,0.00046991+0.00021737i,0.00036721+0.00044781i,0.0002156+0.00068199i,0.00038097+0.00039859i,0.00093833+0.00071718i
0.00072522+0.0012034i,0.0013139+0.00041917i,0.0016681+0.0020448i,0.0013497+0.0028474i,0.0024782+0.00051711i,0.0033281-0.0022333i,0.0016821-0.0024043i,0.00088615-0.0010381i,0.0012892-0.00066886i,0.00032987-0.0013979i,-0.0013363-0.0012815i,-0.0018881-0.0011297i,-0.0024339-0.00061574i,-0.0022733+0.00039767i,-0.00052617+0.0014058i,0.00048494+0.0018423i,0.00020395+0.00076243i,0.00027005-0.00025777i,0.00080495-0.00070204i,0.0015864-0.0006834i,0.0014496-0.00010695i,0.00086862+0.0003111i,0.00066248-0.00012233i
0.0020276+0.00040706i,0.0019648+0.00216i,0.0021565+0.0036045i,0.0018818+0.0033147i,0.0024864+0.00074293i,0.0032542-0.0020808i,0.0027303-0.0029616i,0.0026609-0.0021733i,0.0026447-0.00072827i,0.0021879-0.00058901i,0.0014126-0.00036596i,0.00057329+0.00038048i,-0.0004532+0.00051989i,-0.00089393+0.0012424i,-0.00031765+0.0012372i,0.00083903+0.00075119i,0.0012105+0.00039684i,0.00071994+7.2534e-05i,0.00050712-6.2806e-05i,0.00058183-0.00028653i,0.00092576-0.00015806i,0.001168+0.0008782i,0.00083718+0.00077781i
-0.00010218+0.0006137i,-0.00032155+0.0018695i,-0.00011283+0.002577i,0.0012404+0.0021241i,0.0033316-0.00032319i,0.0039289-0.0024114i,0.0027431-0.0032933i,0.0019074-0.003116i,0.0015994-0.0021636i,0.0011772-0.0016387i,0.00049917-0.001178i,-0.00049802-0.00010919i,-0.0012405+0.00070623i,-0.0010263+0.001361i,0.0001593+0.0016949i,0.0010221+0.0010642i,0.00049757-2.7897e-05i,-0.00018357-9.5445e-05i,-7.0216e-05+0.0006396i,0.00030871+0.0007673i,-0.00030791+0.00050786i,-0.00061903-6.5001e-05i,0.00027464+2.6334e-05i
-0.0014029+0.0003565i,0.00045864+0.0015565i,0.0018758+0.0052673i,0.0028872+0.0051594i,0.0037553+0.0020283i,0.0048263-0.0010502i,0.0035355-0.0035697i,0.0015221-0.0033922i,-0.00014214-0.0015543i,-0.0013279-0.001173i,-0.0013045-0.00050523i,-0.0010119-4.0644e-05i,-0.0006547-0.00045372i,-0.001316-8.0933e-05i,-0.00083815+0.00036807i,-0.00013487+0.0005688i,0.00016916+0.00039829i,0.00083478+0.00038377i,0.0011118+0.00048467i,0.00098221+0.00071154i,0.00072555+0.00075994i,0.0003418+0.00099901i,0.00061253+0.00054842i
-0.00018542+0.0027018i,-0.00030343+0.0046134i,0.0005424+0.0063327i,0.0012949+0.0040111i,0.0022293+0.00018797i,0.0036033-0.0015924i,0.0031531-0.0018344i,0.0014082-0.0011886i,0.0015629-0.00042622i,0.0022283+0.00010928i,0.00068672+0.00025984i,-0.0015691+0.00018532i,-0.0023117-6.998e-05i,-0.0016685+0.00026471i,-0.0006162+0.001027i,0.00028838+0.00071765i,0.00091231-1.3551e-06i,0.0013394-0.00029116i,0.00077582+0.00013237i,0.00014075+0.00065934i,0.00059263+0.00053432i,0.0011316-0.00016859i,0.0010866-0.00078407i
-0.00047385+0.00193i,-0.0018762+0.0024636i,-0.0018484+0.0034217i,-0.0010058+0.0021384i,0.0017947-0.00083168i,0.0042337-0.0030851i,0.0036651-0.0033955i,0.0029587-0.0021481i,0.0035912-0.0010196i,0.0031193-0.0010103i,0.00077784-0.0017933i,-0.00049787-0.0014112i,-0.00063722+0.00022102i,-0.00071626+0.0011248i,-0.00037921+0.0015664i,-8.598e-05+0.0014074i,3.051e-05+0.00052073i,0.00047586+0.00027591i,0.00064111-1.9017e-05i,0.00054477-0.00087831i,0.00090442-0.00091478i,0.00058779-0.00079198i,0.00054765-0.0010959i
-0.0022519+0.0018053i,-0.0041979+0.0030608i,-0.0030503+0.0062045i,8.9471e-05+0.0057204i,0.00356+0.0014714i,0.0040806-0.0017387i,0.0026243-0.0019311i,0.0011937-0.0012974i,0.00045511-0.0015825i,0.00080817-0.00088126i,-9.4957e-05+0.00026383i,-0.0011258+0.001203i,-0.0015532+0.0011365i,-0.0017893+0.000801i,-0.00079107+0.0010016i,-9.4867e-05+0.00087571i,-0.00011882+0.00050029i,0.00010909-0.00031674i,0.00069811-0.00012708i,0.00093058+0.00039456i,0.00034717+5.0903e-05i,-1.2129e-05+0.00043337i,-0.00019715+0.00049824i
-0.0004072-0.0009349i,-0.0022298-0.0010979i,-0.0014713-0.0010393i,0.00047976-0.0010876i,0.0019873-0.0022178i,0.0032498-0.0037788i,0.0031115-0.00241i,0.0021024-0.00013176i,0.0015125+0.00056624i,0.00029534+0.00026335i,-0.00088955-0.00028894i,-0.0014488-0.00036788i,-0.0012493+0.00040801i,-0.00076781+0.0012129i,-3.0002e-05+0.001442i,0.0005262+0.00092759i,0.0006038+0.00012657i,0.00061191+6.3234e-05i,-6.9655e-05+0.000495i,-0.0010117+0.00050324i,-0.00057512-0.00019486i,0.00054869-6.9934e-05i,0.0012871+0.00070277i
-0.00023713+0.0017427i,-0.00029223+0.0019839i,0.00096779+0.0036313i,0.0023432+0.0046185i,0.0033425+0.0022702i,0.0038269-0.0013786i,0.0033015-0.0022439i,0.0028295-0.0019882i,0.002514-0.0018169i,0.0021902-0.001573i,0.00091594-0.00089695i,-0.00049644-6.719e-05i,-0.0012589+0.00043249i,-0.00109+0.00054682i,-0.00016164+0.00036021i,0.00077805+0.00027345i,0.00064484+0.00074113i,4.8125e-05+0.00086937i,0.00036068+0.0003475i,0.0011466-0.00020527i,0.0020503+0.00030321i,0.0019111+0.00096306i,0.0003955+0.00052327i
0.00069706+0.0017804i,0.00062849+0.0014985i,0.0028432+0.0024174i,0.0047539+0.0030035i,0.0045803+0.0011993i,0.0037552-0.0020345i,0.0028152-0.0029397i,0.0016801-0.0017049i,0.0010142-0.0002973i,0.00076751-0.0010161i,-0.00066695-0.0012042i,-0.0013404+0.00010616i,-0.001516+0.00062899i,-0.0018877+0.0011652i,-0.00084069+0.0014865i,0.00059001+0.0013034i,0.00083509+0.00079497i,0.00082941+0.0007344i,0.0012394+0.00055461i,0.00074633+0.00041924i,7.4391e-05+0.00059833i,-1.0898e-05+3.3128e-06i,0.00047336-0.00024771i
