-0.0020471+0.00069915i,0.00060734-0.0012171i,0.00043728+0.00078586i,0.0016222+0.002463i,0.0015983+0.0025536i,0.00097436+0.0014002i,0.00022384-0.00042344i,-5.0677e-05-0.0013411i,0.00017267-0.00054246i,0.00055002+0.00065191i,0.00071919+0.00041169i,6.1022e-05-0.0010815i,-0.0004008-0.0015645i,0.0005668-0.00031071i,0.0012038+0.00057151i,0.00045482+0.00012751i,-1.1835e-05-0.00087068i,7.3548e-05-0.00094075i,6.1407e-05-0.00047399i,0.0002427-0.00075045i,0.0001534-0.0012784i,0.00010464-0.00081626i,-0.00018773+0.00044195i
0.00047983-0.00046041i,0.00051894+0.00044131i,-0.00050183+0.001673i,-0.00061891+0.00285i,0.00061863+0.0016455i,0.0023322-0.00053217i,0.0025783-0.0014824i,0.0020379-0.00093942i,0.0014307-0.00018343i,0.00091198+0.00075937i,-0.00030601+0.00078128i,-0.00042449+0.00022689i,0.00012573+0.00080698i,-0.00020103+0.0014477i,0.00037429+0.00095824i,0.00061707+0.00070452i,0.00030792+0.0010786i,-7.6841e-05+0.00027966i,0.0001326-0.00014181i,0.00068681+3.0518e-05i,0.00073344+0.00027518i,0.00094936+0.0009788i,0.0011836+0.00027842i
0.00065773-0.00036113i,0.0028472+0.0011963i,0.0034893+0.0034659i,0.0042864+0.0042875i,0.0050019+0.0025682i,0.0045464-0.00063572i,0.0049285-0.00207i,0.0044133-0.0011187i,0.0024601-0.00071198i,0.001282-0.00086987i,0.00097655-0.0013036i,0.00023581-0.00087878i,-0.00088207-0.00016036i,-0.0013551+0.00033019i,-0.00050468+0.0013018i,0.00036245+0.0010991i,0.00078938+0.00046272i,0.00032155+9.3799e-05i,0.00058665-0.00033493i,0.0013355+3.8729e-05i,0.0010629+3.2095e-06i,0.0012953-0.00051309i,0.001728-0.00028399i
0.0018264+3.4956e-05i,0.0017811+0.0034397i,0.0010555+0.0046666i,-0.0010724+0.0028521i,-0.0013865-0.00050716i,0.00078452-0.0023856i,0.0024218-0.0037501i,0.0021375-0.003713i,0.0011304-0.0024553i,0.00032299-0.0019386i,-0.00056142-0.00086612i,-0.0021117+0.00076341i,-0.0026028+0.0015961i,-0.00133+0.0011672i,-0.00032092+0.00059325i,0.00042999+0.00034832i,0.00079791+0.00048616i,0.00051252+0.00045389i,0.0010413+0.00060402i,0.0013921+0.0004196i,0.00098153-0.00058326i,0.00072385-0.00085103i,0.00029639-0.00032962i
0.000158+0.0020708i,0.00060863+0.0033635i,0.001468+0.0058749i,0.0021734+0.0046561i,0.002782+0.0019662i,0.0033597+0.00018564i,0.0029852-0.0014538i,0.0022178-0.001489i,0.0011032-0.00056374i,0.0003041-0.00051711i,-7.2264e-05+0.00025004i,-0.0010417+0.0010778i,-0.0017979+0.0013226i,-0.00092951+0.0016644i,0.00069873+0.0023205i,0.00088709+0.0018446i,0.0013745+0.0005946i,0.0020932-7.9319e-05i,0.0013664-0.00036666i,0.00082788-0.00053638i,8.5931e-05-1.7203e-05i,-0.00090693+0.00027274i,-0.00057779+0.00013789i
-0.001923+0.0031467i,-0.0033768+0.0033775i,-0.0021976+0.0037021i,0.00069574+0.0019848i,0.0031878-0.0012405i,0.0041321-0.0034242i,0.0030705-0.0029417i,0.0022217-0.0018723i,0.0028483-0.00089028i,0.0026177-0.000453i,0.0011666-0.0011863i,0.00020916-0.00098836i,-0.0012532+0.00018491i,-0.002103+0.00077857i,-0.0009948+0.00095347i,0.00036113+0.00085614i,0.00075335+0.00055572i,0.00091696+0.00016894i,0.00053598+1.0078e-05i,0.0001298-4.2261e-05i,0.00025385-0.00015549i,0.0001932-0.00022654i,0.00046656-0.00030977i
-0.00088951+0.0012268i,-0.0022306+0.002922i,-0.0013643+0.0043338i,-0.00011224+0.0037973i,0.0016369+0.00095107i,0.0026779-0.0011252i,0.0020716-0.0018477i,0.0021631-0.0021679i,0.0020234-0.0023403i,0.0017632-0.0021067i,-0.00013847-0.0014674i,-0.0020433-0.00082701i,-0.0014073+0.00032439i,-4.5685e-05+0.00097701i,0.00060495+0.0010344i,0.0005478+0.00098848i,0.00057624+0.00033447i,0.00048246-0.00011775i,0.00018362-0.00014464i,-0.00012493-8.2119e-05i,-0.00010694-0.00042926i,4.783e-05-0.00029829i,-0.00024189-4.7457e-05i
0.00076052-0.00081774i,-0.00051994-0.00095111i,0.00022097+0.00030157i,0.0012425+0.00080184i,0.0021513-0.0002516i,0.0030085-0.0016875i,0.0027599-0.0021344i,0.0019481-0.0010922i,0.0010753-0.00048386i,0.00061323-0.00052938i,0.0002712-0.00040953i,-0.00046307+0.00049152i,-0.0012449+0.00087442i,-0.00058957+0.00071679i,0.00060709+0.0010036i,0.00088388+0.00040252i,0.00042928-0.00042984i,0.00041199-0.00021903i,0.00069224+0.00012517i,0.001476+0.00040282i,0.0010764+0.00051404i,-0.00014147+0.00038901i,-0.00012799+2.1296e-05i
3.0932e-05-0.00043172i,0.00021668+0.00057868i,0.00043815+0.0027962i,0.0011366+0.0030872i,0.0018135+0.0020387i,0.0025575+0.00024279i,0.0024261-0.0016225i,0.0018025-0.0013082i,0.001585-0.00015892i,0.001781+5.3868e-05i,0.00118-0.00053001i,0.00017178-0.00039548i,-0.00019855+0.00041935i,-0.00085264+0.00047708i,-0.0010081+0.00025374i,0.0002475+0.00033637i,0.0011042-0.00012633i,0.0013012-0.00071557i,0.00084484+0.00039069i,0.00067938+0.00066697i,0.00093654+5.4512e-05i,0.00078+0.00013936i,0.00086186+9.0803e-05i
0.0011378+0.00045274i,0.00038697+0.0007632i,0.0017877+0.0021617i,0.002735+0.0030748i,0.0026331+0.000971i,0.0028569-0.0011512i,0.0036461-0.0017114i,0.0034493-0.001479i,0.0028638-0.0016093i,0.0019147-0.0019697i,0.00012392-0.0013894i,-0.0010124-0.00069176i,-0.0017901-0.00054414i,-0.0019108+0.00059019i,-0.00087838+0.0015479i,0.00046027+0.0014253i,0.0011476+0.001051i,0.0013542+0.00019064i,0.00079149+0.00024954i,-0.00024903+0.0010818i,-0.00052674+0.0013266i,-0.0003832+0.00080484i,0.00017488+0.0004943i
0.0020009+0.0012429i,0.0019601+0.0017138i,0.003086+0.0023156i,0.0027824+0.003467i,0.0024779+0.0023994i,0.0028205-0.00014312i,0.0023593-0.00085154i,0.0011693-0.00042122i,0.00069608-0.00033569i,0.00017943-0.00035071i,-0.00042349+0.00014185i,-0.0008232+0.00073673i,-0.00090051+0.0014753i,-0.00040186+0.0015022i,0.00012587+0.00041391i,0.00031981-6.0964e-05i,0.00053827+0.00016152i,0.00024121-0.00045035i,0.00068083-0.00041952i,0.00091394+0.00094226i,0.0002816+0.00079564i,0.00032681-0.00067892i,0.00074505-0.0005848i
0.0021584+0.00046124i,0.0027142+0.0027529i,0.004428+0.0040628i,0.0043146+0.0033357i,0.002747+0.00042677i,0.0018646-0.0021797i,0.001959-0.0016098i,0.0024376-0.00022194i,0.0021075-9.9551e-05i,0.0016471-0.00026222i,0.0010316+0.00040408i,0.00024992+0.0011104i,-4.8854e-05+0.0011354i,0.00071574+0.0011324i,0.0011098+0.0014689i,0.00042715+0.00086473i,-3.0019e-05+0.00018922i,0.00034731+6.6179e-05i,0.00038147+0.00078226i,7.2805e-05+0.00068103i,0.00042943-0.00022093i,0.0006483-1.9994e-05i,0.00017886+0.00054663i
-0.00057163+0.0022209i,0.00040843+0.0055927i,0.0012225+0.0086076i,0.0013911+0.0076732i,0.0022252+0.0029163i,0.0044667+0.0005399i,0.0051186-0.00035906i,0.0045235-0.0014827i,0.0035348-0.0013126i,0.0020815-0.00067739i,0.00080913-0.00046708i,-0.0012716-7.3171e-05i,-0.0023423-1.7928e-05i,-0.00074753+3.9025e-05i,0.00051393+0.00055889i,0.00091229+0.00091336i,0.0009174+0.00060149i,0.0005114-7.0217e-05i,0.00054125-5.1595e-06i,0.00032529+7.3781e-05i,-0.00042871-0.0004676i,-0.00017134-0.00050001i,0.0007225-5.3755e-05i
-0.0014136+0.0013573i,-0.0014093+0.0033802i,-0.0019823+0.0047191i,-0.00068141+0.0033699i,0.0021792+0.0004836i,0.0045085-0.0021042i,0.0046492-0.0029179i,0.002623-0.0020338i,0.0010452-0.00095378i,2.558e-05-0.0013552i,-0.0010096-0.0012455i,-0.0019952-0.00019791i,-0.0022557-0.00029828i,-0.0013904-3.3042e-05i,-0.00096071+0.00047735i,-0.0004489+0.00032997i,0.00024659+0.00032131i,0.00057304+9.6109e-05i,0.00064252-0.00025583i,0.00039607+0.00023014i,0.00036923+0.00010464i,0.00044819+4.8335e-06i,0.00081915+0.0004303i
0.001129+0.00093752i,-0.00075126+0.0032875i,-0.0016541+0.0059651i,-0.0019657+0.0050918i,-0.0010348+0.0012575i,0.00095343-0.0010172i,0.0026605-0.0012022i,0.0026491-0.00020679i,0.0017196+0.00035431i,0.0010161-3.3978e-05i,-0.00044954+0.00021735i,-0.0011852+0.0012206i,-0.0009165+0.0013033i,-0.0009142+0.0015133i,-0.00022218+0.0020682i,0.00063141+0.0014948i,0.00057916+0.00025317i,0.00028241-0.00084329i,0.00013655-0.0005323i,5.2468e-05+0.00035578i,0.00057328+0.00020568i,0.00079701+0.00035073i,0.00065492+0.00092402i
-0.00041326+0.00091644i,-0.0016346+0.00099675i,-0.0024868+0.0013742i,-0.00073248+0.0012699i,0.0017302+0.00033061i,0.0041273-0.001269i,0.0051755-0.0023143i,0.0046426-0.0016027i,0.0039784+8.1257e-05i,0.0026641+0.00055084i,0.0011657+9.0113e-05i,0.00075481+4.8036e-06i,0.00074275+0.00064532i,5.0623e-05+0.001076i,-0.00036533+0.00052006i,4.6122e-05-0.00020076i,0.00068555-0.00020619i,0.0012676-0.00018321i,0.0010659+1.2962e-05i,0.00026112-0.00021641i,-3.7573e-05-0.00028323i,9.8637e-05-1.0793e-05i,0.00080558+0.00052805i
8.8758e-05+9.3379e-05i,-0.0021241+0.00069615i,-0.003522+0.00096602i,-0.0031583+0.0017573i,-0.0011773+0.00065806i,0.001741-0.00092171i,0.0029362-0.0021045i,0.0020306-0.0028313i,0.0018088-0.002187i,0.0012104-0.0016904i,-0.0006097-0.0017842i,-0.0016467-0.0014787i,-0.0018973-0.00080414i,-0.0011736+0.00055267i,0.00044084+0.0013123i,0.00098326+0.0010627i,0.00089412+0.00026891i,0.0010197+0.00013739i,0.00071779+0.00029224i,0.00031815-0.0003025i,-0.00012506-0.00069396i,0.00074881-0.00052896i,0.0015277-0.0001162i
4.696e-05-0.0014826i,0.00074337-0.002546i,0.00042166-0.0019652i,0.00033013-0.0019885i,0.0015409-0.0024563i,0.0039654-0.0027116i,0.0040052-0.0025627i,0.0018259-0.0016854i,-0.00014681-0.00032891i,-0.0010506+6.7035e-05i,-0.00076163-0.00090478i,-0.0011858-0.0007998i,-0.0020676+0.00010814i,-0.0015212+0.00091272i,-0.00067338+0.0012248i,-0.00024666+0.0014041i,0.00069727+0.00082931i,0.00059609-0.00026075i,-0.00054706-0.00042769i,-0.0011306-0.00018399i,-0.0012815+0.00011421i,-0.00044283+0.00027907i,0.00093437+0.00043224i
0.00064818+0.00044681i,0.0010279+0.00032583i,0.00072005+4.5316e-05i,-0.0016209-0.00058233i,-0.0021737-0.0010204i,0.00034082-0.00056848i,0.002333-0.00089129i,0.0033065-0.00071876i,0.0031746+0.00031942i,0.0012844+0.00012436i,0.00036827+0.00029367i,0.00062724+0.0012965i,0.00066895+0.0013068i,-0.00056054+0.00084905i,-0.00048531+0.00076588i,0.00031007+0.00073761i,0.00055615+0.0001901i,0.00048614-0.00021932i,0.00037651-8.5974e-05i,5.9975e-05+0.00079437i,0.00023741+0.00081091i,0.00060704+0.00012379i,0.00059188-9.0505e-05i
0.000188+0.00078612i,0.0026444+0.00040747i,0.003436+0.00085562i,0.0024236+0.00083209i,0.0027154-0.0010864i,0.0035256-0.0031253i,0.002722-0.004105i,0.0021729-0.0040067i,0.0024535-0.0032317i,0.0027335-0.0030089i,0.0025447-0.0026292i,0.0018836-0.002528i,0.001006-0.001184i,0.00014589+0.00071577i,0.00021333+0.00096878i,0.00041607+0.00059464i,0.00037548-0.00015027i,0.0012656-0.00030499i,0.0013237+0.00042386i,0.00046683+0.00049603i,0.00028804-0.00032559i,0.00087968-0.00031933i,0.0016783+0.0006157i
0.00088204+0.0023041i,0.00058764+0.0043485i,0.00081503+0.0053186i,0.00079435+0.004153i,0.0021746+0.0018549i,0.0033608-0.00026496i,0.0029971-0.0018003i,0.0012464-0.0020583i,-0.00052012-0.0013834i,-0.00085516-0.0022572i,-0.0015312-0.0026164i,-0.0022411-0.0011042i,-0.0020055+0.00059167i,-0.0018509+0.0017442i,-0.00059055+0.0019047i,0.00076103+0.0014592i,0.00065205+0.00062225i,0.0002977+9.0909e-05i,-0.00013995-6.4662e-05i,-0.00048079-0.00017855i,-0.00042244-0.00059122i,0.0002705-0.00070521i,0.00050205-0.00072166i
-0.00061483+0.0011343i,0.00098255+0.003861i,0.00093834+0.0059723i,0.00065143+0.005675i,0.0018352+0.0020078i,0.0033166-0.0010057i,0.0040089-0.00125i,0.0039108-0.00029462i,0.0021194+0.0009888i,0.00041073+0.0011846i,-0.00027277+0.0013587i,-0.00094078+0.0019331i,-0.0010973+0.0014563i,-0.0002918+0.0010605i,0.00017427+0.00075649i,1.2078e-05+0.00024426i,0.0002672+8.0899e-05i,0.00077508-0.0005635i,0.0016602-0.00050252i,0.0014883-6.0634e-05i,0.00052723+3.3537e-05i,-3.8687e-05-3.2576e-05i,0.000224+0.00022979i
0.00095249+0.001813i,-0.0011932+0.0030835i,-0.00113+0.0031194i,0.00060829+0.0026197i,0.0028071+0.00065834i,0.0044642-0.00089972i,0.0046857-0.0013945i,0.0047138-0.0018029i,0.0056573-0.0024179i,0.004954-0.0020545i,0.003081-0.00091369i,0.0015006-0.00019369i,0.00023443-0.00031267i,5.0984e-05-0.00036896i,0.00061169+0.00038071i,0.00039259+0.0011944i,0.00065166+0.0012252i,0.00098717+0.00045049i,0.00095117+0.00022495i,0.00084695+0.00068921i,0.00010564+0.00065688i,0.00054281+0.00043702i,0.001331+0.0007856i
-0.00098411-0.00031165i,-0.00065217+0.00041017i,-0.00095331+0.002177i,-6.0071e-05+0.0033688i,0.0023217+0.0026451i,0.0052011+0.00025322i,0.0052892-0.0015916i,0.0030603-0.0026169i,0.00046407-0.003006i,-0.0011926-0.0026317i,-0.0024498-0.002791i,-0.003366-0.0025853i,-0.0031864-0.0012716i,-0.0020349-0.00064859i,-0.00074427-0.00014846i,0.00030216+6.0257e-05i,0.0016068-0.00023113i,0.001931-0.0004192i,0.00055844-0.00019656i,0.00025991+0.00026165i,0.0006708-0.00010902i,0.00093211+0.00085554i,0.0012912+0.001538i
-0.00024885+0.001182i,-0.0013952+0.0030949i,-0.00079934+0.0038405i,0.00091442+0.0041748i,0.0026829+0.0027345i,0.0045854+0.00082399i,0.0057502+0.00015081i,0.0044487+0.0010101i,0.0020948+0.002473i,-0.0002492+0.0014054i,-0.0020628+0.00071718i,-0.0024155+0.0013844i,-0.001504+0.0019716i,-0.00030845+0.0021139i,0.00080777+0.0017236i,0.0012592+0.0011098i,0.0003351+0.00059862i,-0.00023513-0.00015541i,0.00017331-0.0005427i,0.00019809-0.00016254i,3.553e-05+0.00029822i,0.00083565+7.769e-05i,0.0010553+0.00023812i
-0.0010306-0.0022507i,-0.001431-0.0005927i,-0.0013133+0.00079647i,0.0011642+0.0028676i,0.0037475+0.0027631i,0.0055467+0.00059327i,0.005961-0.00073072i,0.0053712-0.0010075i,0.0046007-0.00063247i,0.0039727+0.001255i,0.0027276+0.0015933i,0.0017234+0.00011622i,0.001094-0.00064042i,0.00022535-0.00015638i,0.0002123+0.00051601i,0.00037403+0.00082131i,-0.00029335+0.00056859i,0.00019696-0.00018616i,0.00079267-0.0003658i,0.00022336-0.00010256i,2.1662e-05-0.00034157i,0.00044213-0.0001618i,0.00063414+0.00049853i
-0.0005996+0.00024344i,-0.00046389+0.00098049i,0.00094712+0.0029833i,0.00217+0.0033813i,0.0040953+0.0024684i,0.0062445+0.00073696i,0.0054199-0.0003423i,0.0028225-0.0019274i,0.0012292-0.0032737i,0.00078398-0.0048465i,0.00041821-0.0050454i,-0.00053878-0.0028761i,-0.00096451-0.0012194i,-0.0012801+8.1286e-05i,-0.0014123+0.0014208i,-0.00048174+0.0018847i,0.0006737+0.00106i,0.00063352-0.00038844i,0.00033089-0.0015902i,-6.6426e-05-0.0007893i,-8.6534e-05+0.00045676i,0.0010431+0.00067592i,0.0012845+0.00043471i
-0.00020988+0.00047344i,4.989e-05+0.00047235i,0.0016441+0.0019317i,0.0035936+0.0030161i,0.0047876+0.0024875i,0.0052665+0.00063691i,0.0041302-0.00044146i,0.0011951+0.00023302i,-0.0011121+0.00087423i,-0.0019489+0.00027091i,-0.0028345-0.00054749i,-0.0036561+0.00032784i,-0.0029079+0.0018597i,-0.0017368+0.0028279i,-0.00075692+0.0030191i,0.00038999+0.0019946i,0.00066435+0.001017i,0.00074234+0.00015418i,0.00027604-0.00041791i,-6.3691e-07+0.00020325i,0.0002326-8.7044e-05i,0.00052025-0.00031573i,0.00068094+0.00081273i
0.00078364+0.00030294i,0.00060029+0.0011556i,0.0015327+0.001794i,0.002338+0.0025153i,0.0029229+0.0021248i,0.0047258+0.0007189i,0.0060103-0.00064006i,0.0052024-0.0012323i,0.0044585+0.00017067i,0.0042139+0.0010117i,0.0036607+0.00084906i,0.002055+0.0012739i,0.00027364+0.0010584i,0.00049791+0.00094361i,0.0013635+0.0015904i,0.0010131+0.0014176i,3.3068e-05+0.00081944i,-5.9619e-05+3.9177e-05i,0.0003145-0.00047849i,0.00014234-0.00017196i,0.00094118+1.7671e-05i,0.0014438+0.00024713i,0.001502+0.00050045i
-0.001061+0.0021647i,0.0007657+0.0020399i,0.0025958+0.0040452i,0.003419+0.0047304i,0.0039688+0.0028158i,0.0039113-0.00014869i,0.003311-0.0013578i,0.0027186-0.0022781i,0.0022354-0.0035065i,0.0022223-0.0044931i,0.0016421-0.0046897i,6.6067e-05-0.0031937i,-0.001513-0.0018482i,-0.0020758-0.0010365i,-0.0012968+0.00024091i,-0.00013983+0.0012218i,0.0009263+0.000294i,0.00065163-0.00062567i,-7.2621e-05-0.00017873i,-6.6169e-05-0.00025156i,0.00013214-0.00070961i,0.00078549-0.00062753i,0.0011595-0.00020632i
-0.00075068+0.0011205i,0.0010447+0.0031823i,0.0011609+0.005223i,-0.00065652+0.0052284i,-0.0002379+0.0027634i,0.0034992+0.00032373i,0.0042607-0.0012014i,0.0015124-0.0015401i,-0.00090536-0.00088393i,-0.0017772-0.00045261i,-0.0030705+0.00028969i,-0.0045603+0.0010847i,-0.003709+0.00077147i,-0.0016046+0.00060675i,-0.0001973+0.0012466i,0.00061423+0.00089723i,0.001315-0.00014493i,0.0017494+6.6413e-05i,0.0011333+0.00013118i,0.00057521-8.8913e-05i,0.00078142+0.00022636i,0.0004569-5.9112e-05i,0.0004415-0.00041157i
-1.4354e-05+0.00090067i,-0.00019643+0.0057272i,-0.00039984+0.0089206i,-0.0017154+0.0081138i,-0.0010855+0.0045873i,0.0025255+0.0018371i,0.0040758+0.00086066i,0.0036868+0.00064765i,0.0036483+0.0010908i,0.0030589+0.0020463i,0.0010424+0.0028782i,-0.00046718+0.0023388i,-0.00052616+0.0015724i,-9.2487e-05+0.00085054i,0.00058298+0.00067178i,0.00097391+0.0012545i,0.00024519+0.00079327i,-0.00055083+0.00080112i,-0.00046709+0.00073112i,-0.00025227+0.00065743i,-0.00017841+0.0004812i,9.4957e-05-0.00046711i,-2.4219e-05-0.0001928i
-0.0024413+0.0029461i,-0.0052043+0.003677i,-0.0052892+0.0045167i,-0.0031396+0.0028931i,0.00028482-1.583e-05i,0.0031597-0.0015225i,0.0043458-0.0022495i,0.004766-0.003284i,0.0052752-0.003651i,0.0052936-0.0031195i,0.0030636-0.0026649i,0.00056384-0.0026037i,-0.00083097-0.0019004i,-0.0018904-0.00015441i,-0.00099165+0.00094651i,0.00030356+0.0006369i,0.00048608-0.00022285i,0.00081534-0.00024557i,0.00073859+2.0374e-05i,0.0006278-0.00013945i,0.00092018-4.2917e-05i,0.0013972+0.00024824i,0.0012808-0.00016936i
-0.00082769-0.000224i,-0.0034193+0.0023327i,-0.0058253+0.0060226i,-0.0054415+0.0055621i,-0.0014423+0.0018072i,0.0028484-0.0014617i,0.0029262-0.0025797i,0.00063309-0.0019312i,-0.0013916-0.00082456i,-0.0027465-0.0010364i,-0.0037177-0.0021452i,-0.0039574-0.0023458i,-0.0033817-0.00087793i,-0.0019994+0.0014856i,-0.001049+0.0027354i,-0.00034211+0.0024797i,0.00083003+0.0012438i,0.001398+0.00086214i,0.00084761-7.6785e-05i,0.00033216-0.00015821i,-0.00057188-0.00011101i,-3.4904e-05-0.00065532i,0.0010513-0.00043552i
0.00043275-7.4077e-05i,-0.00027188+0.00083781i,-0.00033518+0.0031174i,0.0013654+0.0040951i,0.0033552+0.0018966i,0.0041579-0.00056691i,0.0037163-0.0011638i,0.0031785-1.5234e-05i,0.0024189+0.0019123i,0.00082416+0.0028407i,-0.0008765+0.0030025i,-0.0014732+0.0022691i,-0.0012271+0.0018608i,-0.00029449+0.0011874i,0.0010063+0.001347i,0.0014198+0.0014178i,0.0012128+0.00021564i,0.00051246-0.00039494i,-0.00063561-0.00027206i,-0.00096073+0.00022185i,-0.00013683+0.0012693i,0.00044286+0.0016997i,0.00060662+0.00063146i
0.0020963-0.0012371i,-0.00032263+0.0009003i,-0.00464+0.001485i,-0.0049989+0.0021674i,-0.002136+0.00091729i,0.002359-0.0010396i,0.005345-0.0019889i,0.0051306-0.0024789i,0.0045111-0.0031313i,0.0043895-0.0039391i,0.0039936-0.0038121i,0.0023461-0.0030466i,-1.7021e-05-0.0024305i,-0.00050398-0.0011262i,0.0006514+0.00078009i,0.0018843+0.0011862i,0.0030162+0.0003301i,0.0025588-3.4912e-05i,0.0010798+8.3088e-05i,0.00024551+0.00060977i,9.9754e-05+0.00058979i,0.0003719-3.1985e-05i,0.000909-7.238e-05i
-0.0010567+0.0013105i,-0.00016754+0.0027152i,-0.00079503+0.0050782i,-0.00086603+0.0062585i,0.0026167+0.0037857i,0.0054971+0.00049441i,0.0045793-0.0015648i,0.001646-0.0023189i,-0.00074919-0.0024212i,-0.0015834-0.0033555i,-0.0021892-0.0043427i,-0.0022777-0.0031261i,-0.0022836-0.00044698i,-0.0027125+0.0015314i,-0.0024109+0.0028468i,-0.00085341+0.0017971i,0.00088097+0.00035795i,0.0010565+0.00078129i,0.00062571+0.00083982i,0.00043901+0.00027603i,-0.000366+0.00034507i,-0.00080821+0.00060057i,-8.682e-05+0.0002788i
0.0017435+0.0028491i,0.0016613+0.0043679i,0.0007289+0.0039699i,-1.1216e-05+0.0015072i,0.0021499-0.0017063i,0.004571-0.0029428i,0.0045043-0.0027132i,0.0026809-0.0018193i,0.0012382+9.1837e-05i,0.0007369+0.0012533i,-2.2216e-05+0.0019598i,-0.0002659+0.0029534i,-6.7482e-05+0.0027524i,0.00093588+0.0018581i,0.001643+0.0018697i,0.0011839+0.0011945i,0.00049695+0.00065093i,0.00015125+0.00029496i,-1.8426e-05+2.9607e-05i,-0.00037326-0.00038279i,9.9094e-05+0.0002205i,0.00047278+0.0010353i,0.00080402+0.00071957i
-0.0007607-0.00029435i,-0.00097077+0.0022631i,-0.0022918+0.0048653i,-0.0022392+0.0050953i,0.00032678+0.0025108i,0.0041888-0.00019273i,0.0057981-0.0019009i,0.0055452-0.0022261i,0.0057723-0.0010987i,0.0055493-0.00058124i,0.0035447-0.00036195i,0.0014623+0.00012572i,0.00080677+0.0003374i,-0.00038902+0.00044044i,-0.0011708+0.00051475i,-0.00072141+0.00091813i,-9.1342e-05+0.00097374i,0.0009906+0.00056614i,0.0011308+0.00010645i,0.00012099-0.00034609i,-0.0006027+0.00030625i,-0.00021314+0.0011979i,0.001529+0.00099111i
-0.00099211-0.00018498i,-0.00056887+0.001942i,-0.000312+0.0041407i,0.0015588+0.0038097i,0.0048599+0.0015453i,0.0074661-7.2218e-05i,0.007218-0.0023538i,0.0046329-0.0045289i,0.0026209-0.003695i,0.0011458-0.0028196i,-0.0010752-0.0023253i,-0.0027174-0.001089i,-0.0031825+0.00049995i,-0.0024349+0.0018506i,-0.0013637+0.0016823i,-0.0006477+0.00047811i,-0.00016136-0.00017256i,0.00077894-1.8347e-05i,0.0013558-0.00022502i,0.0010171+0.0003482i,0.00071604+0.00069542i,0.00058295+0.00014393i,0.00086072+0.00047497i
-0.0010684-0.00096411i,-0.0023418-0.00032084i,-0.0042663+0.0021068i,-0.0038455+0.0033902i,-0.0011331+0.0023177i,0.0021474-0.0012804i,0.0035131-0.0042233i,0.0023142-0.0034346i,0.0011293-0.00046108i,-0.00078468+0.0018611i,-0.0024966+0.0031744i,-0.0024874+0.002838i,-0.0018436+0.0016249i,-0.00068937+0.0011046i,0.00073341+0.00079829i,0.0011752+0.000928i,0.00075378+0.00038714i,0.00044544-0.00017256i,0.00027416+0.00020889i,4.0549e-05+0.00036857i,0.00069715-0.00014512i,0.00094387+0.00036382i,0.00044928+0.0011568i
-0.00014527+0.00019237i,0.0024032+0.001789i,0.003098+0.0043966i,0.0030767+0.0056251i,0.0046213+0.0031542i,0.0058415-9.2428e-05i,0.0057259-0.0012279i,0.0049449-0.00058361i,0.0043524+0.00057848i,0.0035087+0.00037558i,0.0021919-5.414e-05i,0.00076789+2.6224e-05i,-0.0010732-0.0001517i,-0.0012063-0.00070414i,0.00065392-0.00073931i,0.0013993-0.00087928i,0.0011447-0.00092405i,0.0012722-0.00021406i,0.00080167+0.00045108i,0.00062083+0.00013611i,0.00017238+0.00070541i,0.00049972+0.001275i,0.0011176+0.0012306i
-0.0013378+0.0010006i,-0.0021649+0.0027671i,-0.0029268+0.0042767i,-0.0019366+0.0034845i,0.00087024+0.0016117i,0.003632-1.1518e-05i,0.0043302-0.0014403i,0.0029917-0.0019332i,0.0012225-0.0024485i,-0.00023544-0.0029572i,-0.0017671-0.0029609i,-0.0026273-0.0026263i,-0.0034821-0.0014963i,-0.0032997+0.00035983i,-0.0017108+0.00158i,-7.8626e-05+0.0011244i,0.0010351-9.7324e-06i,0.0014268+0.00012225i,0.0016974+0.00055217i,0.0016809+0.00079468i,0.00063878+0.00086691i,-0.00024482+0.00033329i,0.00019057+0.00021053i
-0.0009828+0.0016473i,-0.0012966+0.0034317i,-0.0015618+0.0051648i,-0.0011658+0.0050849i,0.00091798+0.0025112i,0.0035682-0.00014417i,0.00399-0.00061086i,0.002261-0.0009083i,9.7406e-05-0.00056159i,-0.0018508+0.00052716i,-0.0035202+0.00030585i,-0.0036986-0.00026193i,-0.0020274-0.00017464i,0.00030353+0.00017792i,0.0018028+0.0010066i,0.0018714+0.0011094i,0.0020464+0.00034279i,0.0018669+0.0005743i,0.0012182+0.00027604i,0.0011015-0.00015139i,0.00042331+0.00015464i,-0.00037156-0.00011015i,-0.00017727-0.00056217i
-0.00022258+0.0024532i,-0.0010301+0.0028737i,0.0013696+0.0027637i,0.0027252+0.0012286i,0.0034443-0.00097497i,0.0051796-0.0028086i,0.0050469-0.0013675i,0.0032016+0.00044283i,0.0022282+0.00018274i,0.002609-0.00020924i,0.0027187-0.00048067i,0.0016738-0.00087137i,-0.00010139-0.00048574i,-0.00097817-0.00027901i,-0.00039174+0.00015464i,0.0006848+0.0012456i,0.0014336+0.0014758i,0.0012534+0.00063348i,0.00018295+0.00013983i,-0.00054929-0.00041181i,-0.00040234-0.00050942i,0.00081123+0.0003247i,0.0015497+0.00042418i
