-0.0017519+0.0004477i,-0.00078593-0.0011679i,-0.00070403-0.0023558i,-0.0014395-0.0023874i,-0.0019101-0.00086896i,-0.0012639+0.00082445i,-0.00090486+0.0014315i,-0.00078261+0.0013852i,5.6289e-05+0.00097009i,0.0014187+0.0007702i,0.0019185+4.0544e-05i,0.001304-0.0012194i,0.00070571-0.0017751i,7.2816e-05-0.0010162i,-0.00049341+8.3787e-05i,-0.00069071+0.00064495i,-0.00025547+0.00081879i,-0.0001047+0.00038608i,0.00041554+4.1075e-05i,0.00093981+0.00013522i,0.00083877+0.00020888i,0.00065689-0.00042745i,0.00093043-0.00049311i
-0.0026906-0.00044847i,-0.0034461-0.00018136i,-0.0040485+0.0003583i,-0.0038235+0.0014037i,-0.0025613+0.0013218i,-0.00078044+0.00061163i,-0.00075526-0.00034978i,-0.0014316-0.00043257i,-0.001185+0.00048501i,-0.00019608+0.0016639i,0.0012681+0.0012452i,0.002258+0.0003355i,0.0025069+0.0014094i,0.0018252+0.0020343i,0.00081032+0.001159i,-0.00039076+0.00079529i,-0.0011014+0.00060372i,-0.0010452-0.00042742i,-0.00044455-0.00040699i,0.00027483+0.00059477i,6.7576e-05+0.0004916i,-0.00014387-0.00026918i,-0.00022488-0.00017756i
0.0030119-2.9277e-05i,0.0026132-0.00058983i,0.0027183-0.001483i,0.0012153-0.002509i,-0.00028727-0.0029368i,-0.0012623-0.0023834i,-0.002248-0.0012246i,-0.002013+0.00067392i,-0.00034117+0.00090998i,0.00078084+0.00026323i,0.00060473+0.00079579i,7.379e-05+0.0015936i,-0.00040601+0.0015455i,-0.00028124+0.00069101i,-0.00033458-6.3758e-06i,-0.00054759+2.7374e-05i,-0.00066086+0.00025492i,-0.00063946+0.0011141i,-0.00034328+0.0020252i,-0.00012039+0.0011585i,-0.00030569-0.00021974i,-0.00017669-0.00071099i,-3.365e-05-0.00019739i
-0.0021092+0.00028472i,-0.0020094+0.00085819i,-0.0015242+0.00096432i,0.00046159+0.0004587i,0.0020967-0.00023819i,0.0022866-0.00069257i,0.00026678-0.00097008i,-0.0014077-0.0008119i,-0.0012651-0.00041122i,-0.00081113+0.00021575i,-0.00017257+0.0012697i,0.00068605+0.0019109i,0.00064983+0.0010642i,0.0003918-2.1413e-05i,0.00042676-0.00077467i,0.00062301-0.00088355i,0.00066063-0.00038107i,-0.00019865-0.00030597i,3.4007e-05-0.00027769i,0.0005835-3.6875e-05i,0.00050194+0.00024445i,0.00025826+0.00028509i,0.00025604+0.00043083i
-0.0006952-0.0016839i,-0.00057133-0.0017681i,-0.00096548-0.0018555i,-0.00077179-0.0020837i,-0.00058512-0.0019448i,-0.00047169-0.0020838i,-0.001061-0.001805i,-0.0018718-0.00075672i,-0.00077914-0.00038061i,0.00014698-0.00013771i,0.00092174+0.00037087i,0.0022385+0.00023782i,0.0031427-0.00050924i,0.0024927-0.001057i,0.0013395-0.00091161i,0.00014098-0.00012725i,-0.0010901+0.00013997i,-0.001321-0.000551i,-0.00021238-0.00041567i,0.0016382+0.00058619i,0.0020117+7.3689e-05i,0.001015-0.00095517i,0.00030958-0.00025115i
-0.00087846+0.0012647i,-0.00067515+0.00095571i,-0.0014547+0.0016547i,-0.0016787+0.0008421i,-0.0015677-0.0010723i,-0.0013751-0.00057949i,-0.0020394+0.0006875i,-0.001817+0.00060625i,-0.00090183+0.0011787i,0.00036134+0.001274i,0.00059677+0.00096218i,0.00081247+0.00041778i,0.0010795+0.00095967i,0.0002589+0.0020083i,-0.00062773+0.0020892i,-0.0018942+0.0016426i,-0.0022757+0.001168i,-0.00059402+0.0014172i,0.00025394+0.0014871i,0.00029929+0.00081895i,0.00031157+0.0004354i,9.2727e-05+0.00011084i,0.00032416+0.00015447i
0.00042733+0.0018545i,0.00090952+0.0021255i,0.0008151+0.0021377i,0.00041239+0.00071323i,0.00069019-0.00071387i,0.00068458-0.0013056i,0.000287-0.0012309i,-0.00034308+0.00054309i,-0.00039416+0.0015793i,0.00041181+0.0012398i,0.0010854+0.001007i,0.00047056+0.0015i,-0.0013939+0.001667i,-0.0023418+0.00095845i,-0.0019959+0.00062077i,-0.0014766+0.0010805i,-0.0014529+0.001139i,-0.0014682+0.00107i,-0.00090342+0.0015796i,-6.8062e-05+0.0010551i,0.00059936+2.4409e-05i,0.00039907-0.00019363i,-0.00021012-0.00031543i
-0.0013576+0.0029387i,-0.0016164+0.0023495i,-0.0011352+0.0025932i,-0.0005763+0.00087619i,-0.00031178-0.0017478i,-0.00032245-0.0025929i,-0.0017021-0.002083i,-0.002134-0.0011026i,-0.00075276-0.00027903i,0.00024594+0.00018753i,0.00068888+0.0010951i,0.001395+0.0010096i,0.0015951-0.00018745i,0.00043407-0.0012902i,-0.00075689-0.0012616i,-0.00065631-0.00031271i,-0.00066554+0.00051381i,-0.0010076+0.00061546i,-0.00052655+0.00091719i,0.00052181+0.0013246i,0.00085586+0.0011725i,0.00082935+0.00011912i,0.00069937+0.00028476i
0.003083-0.0023195i,0.0036885-0.0038838i,0.0035518-0.0039305i,0.0020208-0.0033947i,0.00089527-0.0028672i,-0.00035681-0.0019201i,-0.0014112-0.0009488i,-0.0014805-0.0003488i,-0.00081981-0.00040561i,0.00019329-0.00087174i,0.0010839-0.00076986i,0.0021008-0.00048422i,0.0034358-0.00038684i,0.0030478-0.00077423i,0.00078446-0.0017886i,-0.00073266-0.0019767i,-0.0012004-0.0010426i,-0.000625-0.00017756i,0.00010999+0.00047498i,0.00055288+0.0009203i,0.0003988+0.00045162i,-8.9829e-05+0.0001351i,-4.4953e-05+0.00016994i
-0.0014597-0.0017779i,-0.00056371-0.0022267i,-0.00059785-0.0021344i,0.00014017-0.00057285i,0.00015146-8.9765e-05i,0.00034311-0.00073255i,0.0007364-0.00085976i,-0.00027118+0.00041165i,-0.0010602+0.0010205i,-0.00095626+0.00073019i,-0.00030259+0.00052353i,0.00020884+0.00088758i,0.000154+0.0010172i,-0.00046331+0.00070633i,-0.0013956+0.00067899i,-0.0023612+0.00016921i,-0.0020774-0.0003426i,-0.0015351-8.2797e-05i,-0.0011531+0.00087858i,-0.00026595+0.00097441i,-6.9645e-05-0.00031862i,0.00019909-0.00083178i,0.00033055-0.00015991i
0.00026214-0.0014816i,-0.0014944-0.0028357i,-0.0026476-0.0024492i,-0.0025105-0.0015687i,-0.0011765-0.00076558i,-0.00087352-0.00076348i,-0.0017059-0.00026353i,-0.0018912+0.0015486i,-0.00065569+0.0022622i,0.00045182+0.0020995i,0.00012214+0.0011919i,-0.00064211-0.00011416i,-0.0015845+5.6466e-05i,-0.0021542+1.5552e-05i,-0.0016645-0.0005531i,-0.0012949-0.00066614i,-0.0009436+0.00046287i,-0.00068557+0.0018208i,-0.00070541+0.0015107i,-0.00021347-0.00014194i,0.00045074-0.00033798i,0.00015926+0.00017667i,-0.00025283+0.00032714i
-6.8655e-05+0.0020388i,0.00036162+0.00081148i,0.0013388-6.7918e-05i,0.0016605-0.0018199i,0.0010618-0.0023831i,0.00049501-0.0017243i,-0.00025482-0.00067875i,-0.0008698-0.00021034i,-0.00050267-0.00044269i,0.00054017-0.00055535i,0.00096627+0.00017482i,0.00088404+0.00052778i,0.0015896-0.00034759i,0.0018206-0.0010406i,0.00022077-0.0011959i,-0.00043445-0.00079406i,0.00020882+0.00020407i,-6.5408e-05+0.0003281i,3.8866e-05+0.00038469i,0.0013395+0.00093348i,0.0015291+0.001011i,0.00064295+0.00066912i,-0.00043457+0.00013588i
0.00072535-0.0016643i,0.002421-0.001401i,0.002562-0.00090768i,0.0017033-0.00011502i,0.0011531-0.00099067i,-0.00052632-0.0020264i,-0.0020672-0.0016347i,-0.0014945-0.00015176i,-0.001176-3.8169e-05i,-0.00032994-0.00011983i,0.0013664+0.0007955i,0.0022181+0.0012145i,0.0025453+0.0011287i,0.0025394+0.00030187i,0.0014203-0.00016229i,-8.801e-05+0.00025428i,-0.00092518-0.00034176i,-0.00087564-0.0006176i,0.00027061+0.00068369i,0.001293+0.0015676i,0.001763+0.0020143i,0.0013018+0.0017511i,0.0001453+0.00091689i
-0.0028204-0.0023961i,-0.0031463-0.0024027i,-0.0040989-0.0022267i,-0.0032335-0.0012496i,-0.0015374-0.0002914i,-0.00019994-0.00074264i,0.00011866-0.00064393i,-0.00059646+0.00032486i,-0.0015525+0.0012639i,-0.001396+0.0011784i,-0.00066873+0.00038934i,-0.00078803+0.00050917i,-0.0015597+0.0016077i,-0.00235+0.002381i,-0.0026515+0.0018261i,-0.0023601+0.00081706i,-0.0013162+0.0011307i,-0.0006445+0.0022632i,-0.0004621+0.0018298i,0.00037927+0.00038252i,0.00086679-0.00086759i,-0.00028304-0.00097706i,-0.00087857-0.000187i
0.0006457+0.00011053i,0.0002933-0.0011024i,0.00010327-0.0016527i,-0.00079755-0.0017355i,-0.0008414-0.0013783i,-0.00081029-0.00052156i,-0.0017918-0.00045514i,-0.0027748-0.00047895i,-0.0023915-1.7925e-05i,-0.00048189+0.0001848i,0.00045493-0.0001286i,-0.00045035-0.00049357i,-0.001687-0.00090454i,-0.0020222-0.001587i,-0.0020322-0.0011488i,-0.0012671-0.0002808i,-0.00011927+0.000655i,0.00046995+0.0014583i,0.00021899+0.0012871i,-9.256e-05+0.000734i,-0.00072102+0.00063243i,-0.00065558+0.00083875i,-0.00083827+0.00049075i
0.00069091+0.00019978i,0.00049547-0.00064036i,0.00064875-0.0016337i,0.0010163-0.0011028i,0.0011294-0.00075183i,0.0002802-0.00045756i,-0.0010584-0.00015785i,-0.00094272-0.00055804i,0.00023838-0.00039699i,0.0014994+0.00050251i,0.0021091+0.00083306i,0.002036+0.00050078i,0.0024298-0.00052285i,0.0031505-0.0013766i,0.0024739-0.0014542i,0.001557-0.00082237i,0.0007128-0.00027713i,0.00026735-0.00020437i,0.00034033-0.00024164i,-3.771e-05+7.7969e-05i,-5.4449e-05+0.00077488i,-0.0003414+0.00089913i,-0.00047085+0.00099108i
-0.00051701-0.00020998i,0.00046355+0.00038338i,0.00024376+0.00063454i,-6.5539e-05+0.00044616i,-0.0010813-0.00052672i,-0.0025372-0.00088976i,-0.0024858-0.000968i,-0.0017258-0.00096391i,-0.00060943-0.0013282i,0.00053302-0.0009981i,0.0012913+0.0010334i,0.0023374+0.0024704i,0.002543+0.0017178i,0.001469+0.001113i,0.00035137+0.0011715i,-0.0012702+0.00043469i,-0.0019737-2.9948e-05i,-0.0010985-0.00024109i,0.00021094-0.00062296i,0.00061001-0.00053619i,0.0008873-0.00040904i,0.00090535-0.00039915i,0.00064141-7.1742e-05i
-0.00025385-7.3946e-05i,-0.001539+0.00031422i,-0.0016838-0.00081304i,-0.0011668-0.0010771i,-0.00072767-0.00053662i,-0.00041417-0.001157i,-0.00087416-0.0011536i,-0.0013198-0.00056817i,-0.0013241-0.0008992i,-0.001281-0.00078526i,-0.0010922-0.00017255i,-0.00089671-0.00037577i,-0.0022698+4.2216e-05i,-0.0038013+0.0013398i,-0.0031633+0.00093243i,-0.0024655+4.0321e-05i,-0.0021042-6.6928e-05i,-0.0014078+0.00020011i,-0.0006249+0.00019063i,0.00085944+0.00023923i,0.0015901-0.00015992i,0.00098428-0.00059764i,0.00035946+0.00011421i
-0.0018191-0.00081577i,-0.0007652-0.00091924i,-0.001255-0.0016502i,-0.00066447-0.0017199i,0.00044526-0.0013814i,0.00025328-0.0014677i,-0.00092118-0.0011596i,-0.0017877+0.00044196i,-0.0014453+0.0018148i,-0.00081013+0.0017977i,-0.00093831+0.0014188i,-0.0016837+0.0010123i,-0.0016138+0.00059352i,0.00014759-0.00015802i,0.00097336-0.00087709i,0.00050282-0.00054149i,0.00011179+0.00091173i,-0.00060877+0.001712i,-0.00091305+0.0016211i,-0.0010652+0.00098621i,-0.00097665+2.4936e-05i,-0.00082846-2.358e-05i,-0.00073739+0.00038947i
0.0008883+0.0037691i,0.0014944+0.0045755i,0.001653+0.0047121i,0.0025563+0.0027096i,0.0024943-0.00015473i,-0.00023821-0.0014846i,-0.0021669-0.0010622i,-0.0021714+0.00087556i,-0.0011494+0.001771i,-0.00021094+0.0014556i,0.00080607+0.0014895i,0.0021248+0.0020089i,0.0035241+0.0019182i,0.0041775+0.00090655i,0.0029515+0.00081319i,0.001473+0.00096212i,0.00041545-0.00027953i,-0.0011528-0.00046638i,-0.00076169+0.0004117i,0.00039965+0.00062542i,0.00021913+0.00071291i,-0.00026492+0.00089995i,5.5315e-05+0.00090063i
0.00076209-0.00033051i,4.8396e-05-0.00045102i,-0.00038014-0.0004687i,-0.00051817-0.00097818i,-0.0003198-0.00076585i,-0.00066785-0.00064389i,-0.0012127-0.00065451i,-0.00094429-8.6087e-05i,-0.0002631-0.0004459i,0.00095759-0.00087115i,0.0024352+0.00011922i,0.0025744+0.0005245i,0.001503+0.0014861i,-0.00038781+0.0016963i,-0.0017107+0.0003221i,-0.0013641-0.00055823i,-0.00071811-0.00090066i,-0.00059885-0.0005144i,-9.9868e-05+0.00084093i,0.0009334+0.0010902i,0.0016059+0.00075726i,0.00087383+0.00036597i,0.00058948-9.8609e-06i
0.0023414+0.002313i,0.0020425+0.0019253i,0.002702+0.0018485i,0.0020387+0.0011476i,0.00074168-0.00087074i,0.0002192-0.0028461i,-0.00047812-0.0025718i,-0.00094957-0.0014311i,-0.000544-0.00053543i,0.00019647-0.00070113i,0.00021986-0.0017773i,-0.0010266-0.0030715i,-0.0030391-0.0031776i,-0.0043685-0.0021737i,-0.0043155-0.0018851i,-0.0033546-0.0014353i,-0.0026807-0.00018223i,-0.0015544+0.00085811i,-0.00076505+0.0015806i,-0.00052223+0.0014816i,-0.00014355+0.00035343i,0.00020199-0.0008052i,-0.00019583-0.0012966i
-0.0013962-0.00058683i,-0.0016343-0.00024571i,-0.00083616+0.0010816i,-0.0011598+0.00036664i,-0.00024189-0.0013286i,0.0011085-0.0015514i,0.00052631-0.00059347i,-0.00097747+0.00039757i,-0.0016594+0.00091614i,-0.00098333+0.0012645i,-0.00019693+0.001244i,-0.00089669+0.0010121i,-0.00094938+4.9206e-07i,0.00095762-0.0014834i,0.0019326-0.0013213i,0.0018562+0.00041082i,0.001314+0.0010571i,-0.00073819-7.3742e-05i,-0.0020272+0.00012589i,-0.0011132+0.00078384i,-3.7068e-05+0.00033141i,0.00033957-0.00037023i,9.7206e-06-0.00039747i
1.779e-05-0.00186i,-0.0001056-0.00061379i,-0.00035381-0.00058123i,0.0001633-0.00039835i,0.0003851+0.00062359i,-0.0013825+0.00028976i,-0.0031464-0.00071249i,-0.0028659-0.00047055i,-0.0017549+0.0011605i,-0.00017544+0.0016795i,0.0016727+0.0024173i,0.0022282+0.003377i,0.0025497+0.0031816i,0.0029893+0.0025131i,0.0020993+0.0017597i,0.00043625+0.0010829i,-0.00021181+0.00051983i,-0.00037968+0.00010223i,-0.00096804+3.7388e-05i,-0.0008377-0.00091367i,1.9598e-05-0.0015026i,6.6233e-05-0.00038819i,-0.00050114+0.00079621i
-0.0015913-0.0016762i,-0.002256-0.0029927i,-0.0034145-0.0031238i,-0.0026939-0.0015727i,-0.00084495-0.0012823i,-7.9409e-05-0.0014232i,-0.00063416-0.0014314i,-0.0016256-0.0013995i,-0.00097895-0.00069893i,-9.1987e-05-7.2389e-05i,0.0013082+0.00052133i,0.0031938+0.00020249i,0.0028655-0.00010767i,0.00017888+0.0002737i,-0.0024726-0.00036082i,-0.0026933-0.0010482i,-0.0012949-0.0013781i,0.00018295-0.0011881i,0.0006343-0.00061778i,0.00071874+0.00093382i,0.00086192+0.0015097i,0.00060196+0.00053484i,0.00032387+0.00041239i
-0.00023651-0.0027509i,-0.00019823-0.003263i,-0.00098994-0.0032226i,-0.00094682-0.002619i,-2.4437e-05-0.002127i,0.00032557-0.0021157i,-0.00031749-0.002503i,-0.00091849-0.0010635i,-0.00065855+0.00050203i,-0.00037435+0.0010306i,-6.4444e-05-0.0002083i,-0.00061206-0.0020469i,-0.0025028-0.0031334i,-0.0032432-0.0031194i,-0.0029699-0.0026757i,-0.0026035-0.0019539i,-0.0024057-0.0002492i,-0.001881+0.00031012i,0.00012889+0.00023722i,0.0012636-1.4291e-05i,0.0012202-0.00043583i,0.0013173-0.00081373i,0.00024274-0.00065602i
0.0023747+0.00030369i,0.0027854+0.00043475i,0.0027013+0.00040591i,0.0015616-1.2636e-05i,0.0014317-0.00025976i,0.0014126-0.00057498i,-0.0005932-0.00076551i,-0.0023057-0.00058308i,-0.0018896+0.00024423i,-0.0011637+0.00083336i,-0.0014604+0.0015412i,-0.0019174+0.0019935i,-0.0012259+0.0016597i,0.00067883+0.0013788i,0.001442+0.0014523i,0.0004362+0.0021078i,-0.00093534+0.0020942i,-0.0013708+0.0015822i,-0.0010961+0.00073456i,-0.00043348+4.9073e-05i,0.00041705-0.00023166i,-6.271e-05-0.00034782i,-0.00088773-0.00026329i
0.0020615-0.003422i,0.0021922-0.0034588i,0.0016449-0.0038459i,0.00042714-0.0032561i,-0.00080898-0.003049i,-0.0019159-0.0019855i,-0.0021259-0.00061698i,-0.0022257+9.7599e-05i,-0.0022364+0.00048406i,-0.00070811+0.00039088i,0.00091537+0.0020259i,0.0013514+0.0038754i,0.0024372+0.0038354i,0.0022363+0.0030359i,0.00052969+0.0022293i,-9.3976e-05+0.00076233i,-3.0967e-05-0.00052941i,-6.5515e-05-0.00034796i,3.542e-05-0.00019232i,0.00079622-0.00029485i,0.0012315-0.00049253i,0.0007212-2.8927e-05i,-0.00023396+0.001101i
-0.0031364-0.0010944i,-0.0035913-0.0011958i,-0.0044968-0.0010633i,-0.003358-0.00056038i,-0.0015804-0.0011705i,-0.00080559-0.0021009i,-0.0011088-0.0018692i,-0.0014599-0.00095631i,-0.0012744-0.00054966i,0.00024837-0.0010215i,0.0024993-0.00096875i,0.0029811-0.00089442i,0.0013654-0.0013087i,-0.00093026-0.0017261i,-0.0025755-0.0024706i,-0.0031701-0.0032577i,-0.0028227-0.0018235i,-0.0019914+0.00090643i,-0.00091831+0.0016935i,-0.00011063+0.00082017i,0.00029591+0.0005148i,-0.00022164+0.00052389i,-0.00019396+0.0004842i
-0.001426-0.0057307i,-0.0005918-0.0063835i,-0.00087977-0.005384i,-0.0010783-0.0016554i,-0.001111+0.00028764i,-0.0013485+0.00021164i,-0.0012208-0.00059497i,-0.0014255-0.00081879i,-0.001341+8.5307e-05i,-0.00043778+0.00088101i,7.314e-06-0.00063008i,-0.0011696-0.0029834i,-0.0020923-0.0037084i,-0.0016006-0.0031555i,-0.00074894-0.0020505i,-0.00053722-0.00058382i,-0.00063636+0.00075165i,-0.00012637+0.0015153i,-0.00026201+0.0015568i,-4.3795e-05+0.00045528i,0.00010323-0.0013143i,-0.00013446-0.0015955i,-0.00051594-0.00096518i
-0.0010145+0.0038735i,-0.0013099+0.0048082i,-0.0017461+0.0057743i,-0.0008078+0.0028104i,0.0025268-0.00022016i,0.002788-0.0017404i,-9.5768e-05-0.0022501i,-0.0024291-0.0010901i,-0.002867+0.00052918i,-0.0014883+0.0010481i,-0.00022743+0.0013077i,-0.00029982+0.0018763i,0.00096172+0.0017921i,0.0021314+0.0019069i,0.0018604+0.0023591i,0.00046122+0.0026995i,-0.00076292+0.0017455i,-0.00058805+0.00061633i,-0.00053805+0.00109i,0.00016509+0.001479i,0.0013221+0.00059327i,0.0017361-0.00040122i,0.00099772-0.00014121i
-0.0033353-0.00079836i,-0.003494-0.00056789i,-0.0027559-0.0016561i,-0.00044947-0.0011442i,0.00057588-0.00058751i,-0.00024041-0.001753i,-0.0014856-0.0022552i,-0.0020022-0.00057522i,-0.0013772+0.0011667i,-0.00034928+0.0017663i,0.0012316+0.0025654i,0.0027495+0.0034502i,0.002863+0.0040816i,0.0011275+0.0032129i,-0.0006026+0.0020005i,-0.00081924+0.001324i,-7.9441e-05+0.00019873i,0.00020234-0.00029194i,0.00073571-0.00014212i,0.0010651+0.0004832i,0.0004119+0.00073149i,-0.00015779+0.00024029i,-5.1455e-05+0.00074703i
-0.0022898+0.0027009i,-0.0016592+0.001986i,-6.2786e-05+0.0014752i,0.00058628+0.0014944i,0.001238+0.00080152i,0.0007275+0.00021913i,-0.00053627-0.00010805i,-0.001322+0.00058181i,-0.00077124+0.0017687i,0.00067358+0.0016373i,0.00355+0.0005685i,0.0054512-9.1842e-05i,0.0034885-0.00087457i,0.00085345-0.0015596i,5.2956e-05-0.0022899i,-3.0464e-05-0.0028153i,-0.0001331-0.002157i,0.00065287-0.00067882i,0.0010939+6.6519e-05i,0.00073366+0.00059391i,0.00086194+0.00089289i,0.00078332+0.00081571i,0.00052997+0.00067258i
0.0035174-0.0010906i,0.0045572-0.00085631i,0.004832-4.2038e-05i,0.0021674-0.0003966i,-0.00031371-0.0019048i,-0.00092999-0.0021824i,-0.00095778-0.0012205i,-0.00099563-0.00015485i,-0.00030579+0.00025889i,0.00034166+0.0004908i,-0.00048063-9.8705e-05i,-0.000993-0.0023912i,-0.000365-0.0038928i,0.00073215-0.0036688i,0.00082701-0.0020635i,7.9314e-05-0.00012123i,-4.0526e-07+0.0010355i,-0.00031217+0.0011225i,-0.00067428+0.00075745i,-0.00017514+0.00050394i,0.00022147-0.00026551i,0.0010446-0.00071423i,0.00078918-0.00061993i
0.00012388+0.0046107i,-0.00030147+0.0052317i,-0.0013266+0.0045709i,-0.0013709+0.0023051i,8.5626e-05+0.00067324i,0.00024777-0.0012482i,-0.00092068-0.002503i,-0.0012797-0.0012366i,-0.00089068+0.00047777i,-0.00033503+0.001094i,-0.0016575+0.00086978i,-0.0027514+0.0013703i,-0.00051758+0.0019563i,0.0014495+0.001154i,0.00072689+0.00095586i,-0.001288+0.0012803i,-0.0020216+0.0003651i,-0.0005287-0.00059781i,0.00044269-0.00049261i,0.00049175+5.7234e-05i,0.00065347-1.3142e-05i,0.00078655-0.00048946i,0.00013191-0.00048255i
0.00119-0.0028389i,0.00044263-0.0035693i,0.00090033-0.0048943i,0.0019455-0.0046037i,0.0013525-0.0040996i,-0.00017595-0.0030907i,-0.00095681-0.0013787i,-0.0015898-0.00030222i,-0.0019104-0.00070925i,-0.00098416-0.0014438i,0.00061219-9.5291e-05i,0.0024566+0.0022545i,0.0025532+0.0032546i,0.0012399+0.0018897i,0.00024146-0.00025626i,-0.00025593-0.0019038i,0.00035874-0.0022845i,0.00053466-0.0015225i,0.00020524-0.00033366i,0.00073745+0.00023711i,0.001913+0.00061587i,0.0018792+0.00092075i,0.00092528+0.00068625i
-0.0027372-0.0010899i,-0.0017834-0.0011794i,-0.00063266+0.0011445i,-0.00023425+0.0013282i,9.0314e-05-0.00041342i,0.00011467-0.00066788i,-0.0013014-0.0005227i,-0.002625-8.7438e-05i,-0.0029155+0.0007205i,-0.0015871+0.001527i,0.0010079+0.0016002i,0.0020392+0.00055124i,0.00095999+7.2673e-05i,-0.00061864-0.00042045i,0.00010412-0.0016155i,0.0012739-0.0021277i,0.00033187-0.0014195i,-0.00023997+6.0975e-06i,0.00025522+0.0010106i,0.00077458+0.0012457i,0.00071012+0.00072616i,0.00012351+0.00018293i,-0.00023529-0.00055833i
-1.9354e-05-9.7379e-06i,0.00049027+0.0018425i,-0.0013426+0.0029756i,-0.0021423+0.0027292i,-0.00048449+0.0012181i,0.00019927-0.00082092i,-0.0009494-0.00079975i,-0.00093604-7.4597e-06i,-0.0003008-9.8797e-05i,-0.00023115+0.00047459i,-0.00074562-6.9268e-06i,-0.0012959-0.0018318i,-0.0013769-0.0022671i,-0.0010072-0.00085986i,-0.00063266-1.2396e-05i,-0.0011575+0.00032908i,-0.0016416+0.0010217i,-0.001074+0.0012997i,-0.00053093+0.0015697i,0.00044164+0.0013833i,0.0012314+0.0007087i,0.001058+0.00057771i,0.0007307+5.9891e-06i
-0.00098084-0.00054107i,-0.0023513-0.00098872i,-0.002701-0.0021933i,-0.0013826-0.0022699i,-0.00042344-0.0023377i,-0.00089302-0.0017514i,-0.0015366-0.0010034i,-0.0017819-0.0003042i,-0.00049444+0.00015219i,0.0015627+0.00017315i,0.00096962+0.00095429i,-5.919e-06+0.0013612i,0.00058691+0.00083018i,-0.00011286+0.00051861i,-0.0022471+0.00064811i,-0.0031653+0.0003938i,-0.001957-9.6986e-05i,-0.0011916-0.0003627i,-0.00050085-0.00037798i,0.0012367-0.00020784i,0.00094014-0.00020306i,3.5505e-05+0.00016191i,0.00025609+0.00070331i
-0.0016052-0.0039393i,-0.00093142-0.0055426i,0.0010378-0.0063176i,0.00088313-0.0037997i,-0.00067605-0.0023696i,-0.0017154-0.0032951i,-0.0028135-0.0021626i,-0.003453-0.00021856i,-0.0020093-0.00066289i,0.00067573-0.0010572i,0.0019639+0.00099729i,0.0020708+0.0029063i,0.0015761+0.0025872i,0.00070637+0.0011053i,-0.00024936+0.00010439i,-0.00095062-0.0005863i,-0.00088144-0.00064801i,3.9707e-05-0.00028441i,0.00080117+0.00037273i,0.00065263+0.0014285i,-0.00033504+0.0017337i,-0.0012813+0.0012339i,-0.0022744+0.00049857i
-0.00056244-2.0019e-05i,0.00071844+0.0010475i,0.001604+0.0022044i,0.0015327+0.00092044i,0.0017632-0.00093831i,0.0011611-0.00020515i,-0.00047097-0.00067767i,-0.0017938-0.00068498i,-0.002031+0.0010549i,-0.0010069+0.002174i,0.00044389+0.0026405i,0.00063277+0.0018043i,0.00034344+0.00015806i,-0.00016183-0.00030899i,-0.00070045-0.00066831i,-0.00037285-0.00064796i,-0.00056989-0.00050145i,-0.0012601-0.00061412i,-0.0010355+6.8135e-05i,-0.00061624+0.0003404i,0.00019199-2.4708e-05i,0.00047487-0.00015337i,0.00052659-0.00023862i
0.0019512-0.00018533i,-0.00029331+0.00066436i,-0.0025189-0.0010178i,-0.0033569-0.0018945i,-0.0034672-0.0011942i,-0.0023752-0.00068443i,-0.0012928-0.00053081i,-0.00075711+0.00030175i,-0.00033442+0.0013699i,-0.00066076+0.0011404i,-0.0012494-0.00095005i,-0.0011872-0.0031537i,-0.00062071-0.0029966i,-0.00027298-0.0019267i,-0.0010689-0.0012236i,-0.0011769-0.00026668i,-0.0012685+0.00074014i,-0.0014536+0.00058203i,-0.00046309+0.00018984i,0.00029205-9.6447e-05i,0.00032701-0.0013559i,0.00023397-0.0014223i,0.00019864-0.00016511i
-0.0036998+0.00044086i,-0.0046139-0.00173i,-0.0025573-0.0030526i,0.0012698-0.0019599i,0.0018983-0.0012364i,0.00031882-0.0019133i,-0.00099305-0.0016685i,-0.0015755-0.00019577i,-0.000546+0.00089888i,0.0010804+0.00065817i,0.0012804-0.00084736i,0.0017864-0.00088098i,0.0028603+0.00068205i,0.0030796+0.0004354i,0.0013757-0.00016386i,-0.00021553-0.00020894i,9.6434e-05-0.00036838i,-7.8315e-05-0.00089303i,-0.00023633-0.001108i,0.00022835-0.00060485i,0.0003688-0.00062189i,-0.00011812-0.00065353i,-0.00051323-0.00054004i
0.00085624-0.002908i,0.0018427-0.0042554i,0.003148-0.0036031i,0.0023834-0.0025857i,0.00075638-0.0031019i,0.00037869-0.0036095i,-0.0012916-0.0024213i,-0.0025244-0.0012497i,-0.0012436-0.0010761i,0.0009042-0.00036184i,0.0015684+0.0020654i,0.0014238+0.0040807i,0.0013368+0.0037561i,0.0014816+0.002388i,0.0012067+0.0011972i,0.00063381+0.00041671i,0.00038951-0.00021493i,0.00063984-0.0002835i,0.00069776-0.00013071i,0.00030648+0.00017324i,-0.00042651+0.00052i,-0.00046206+0.00037906i,-0.00043677+0.00013341i
