-0.0017519+0.0004477i,-0.00078593-0.0011679i,-0.00070403-0.0023558i,-0.0014395-0.0023874i,-0.0019101-0.00086896i,-0.0012639+0.00082445i,-0.00090486+0.0014315i,-0.00078261+0.0013852i,5.6289e-05+0.00097009i,0.0014187+0.0007702i,0.0019185+4.0544e-05i,0.001304-0.0012194i,0.00070571-0.0017751i,7.2816e-05-0.0010162i,-0.00049341+8.3787e-05i,-0.00069071+0.00064495i,-0.00025547+0.00081879i,-0.0001047+0.00038608i,0.00041554+4.1075e-05i,0.00093981+0.00013522i,0.00083877+0.00020888i,0.00065689-0.00042745i,0.00093043-0.00049311i
0.0048323+0.00057883i,0.0053966+0.0037563i,0.004167+0.0052899i,0.0015642+0.003139i,0.00076933-0.00016422i,-0.0003297-0.0014624i,-0.0013352-0.00096361i,-0.001415-0.00084164i,-0.001608-0.0010624i,-0.001393-0.00094702i,-0.00091998-0.00041219i,-0.00085147-7.5002e-06i,-0.0013984-0.0001414i,-0.0020985+4.1063e-05i,-0.0028918+0.00096949i,-0.0025916+0.0015961i,-0.0011197+0.0012005i,-0.00014049+0.0010242i,0.00054542+0.0007542i,0.00089058+0.00059505i,0.0018587+0.00025571i,0.0025199-0.00092774i,0.0019466-0.001153i
-0.0025314+0.0011282i,-0.0055233+0.0025259i,-0.0068555+0.00030692i,-0.0035832-0.0012712i,-0.0012017-0.00060098i,-0.00074474-0.00023876i,-0.00058712+0.00021017i,-0.0008722+0.0014752i,-0.00086129+0.0021846i,-0.00033612+0.0011233i,0.00043541-0.0006231i,0.0007287-0.0016152i,0.00050094-0.00099172i,0.00029169-4.9487e-05i,-0.00075887-0.00088782i,-0.0014019-0.00077083i,-0.0014386+0.00033979i,-0.00094337+0.0010112i,-0.00020075+0.001469i,0.00052611+0.0004215i,0.0014581-0.0010243i,0.0017728-0.00025157i,0.00089307+0.0012017i
-0.00017597-0.0014499i,2.7649e-05-0.0049983i,0.0028195-0.0054907i,0.0040801-0.004238i,0.0026239-0.0036853i,0.00019866-0.0032167i,-0.0017778-0.0016508i,-0.0013531+0.0005325i,0.00038199+0.0014491i,0.0020066+0.0019197i,0.0031584+0.0024367i,0.0030459+0.0020465i,0.0026172+0.0010703i,0.0027402-0.00039886i,0.0024435-0.0017983i,0.0011129-0.0013256i,-6.6452e-05-0.00065336i,-0.00035953+2.9886e-05i,-0.00010729+0.00079963i,0.00048575+0.001056i,0.00078943+0.0011903i,-0.00019527+0.001317i,-0.00099094+0.00074908i
0.003817-0.00064836i,0.0074901+0.00053418i,0.0073353+0.0035284i,0.0031713+0.0040618i,0.00026863+0.0017303i,-0.00094286-0.00079971i,-0.0021412-0.0018459i,-0.0021494-0.0011499i,-0.00041063+0.00036476i,0.0013293+0.001651i,0.00093152+0.0029186i,0.00027985+0.0033767i,4.2603e-05+0.0017518i,-7.0773e-05-0.00012427i,-0.00028411-0.0009821i,-0.00031943-0.00075725i,-0.00018031-0.00024936i,-0.00051634+0.00047067i,-0.0011826+0.0014305i,-0.00097943+0.00070247i,-8.4402e-05+3.6979e-05i,-0.00047037+0.00010785i,-0.00087367-0.00029505i
0.0036559+0.003197i,0.0018226+0.0071105i,-0.00069847+0.0075764i,-0.00047501+0.0030747i,0.0010856-0.00087354i,0.0009708-0.0019664i,-0.00055513-0.0014705i,-0.00093582-0.00088859i,-0.0013195-0.0010637i,-0.0019221-0.001599i,-0.0013289-0.0016002i,-0.0011136-0.0012051i,-0.0013954-0.0017427i,-0.0017723-0.0024014i,-0.0022242-0.0023671i,-0.0018001-0.0015604i,-0.0020222-0.00050151i,-0.0023799-0.00022829i,-0.00066654-0.00037642i,0.00075391+6.453e-05i,0.00094321+0.00022832i,0.00074056+0.00061416i,-0.0003413+0.001598i
-0.0061705-0.0010712i,-0.0095594-0.003657i,-0.0091257-0.0069006i,-0.0053439-0.006225i,-0.0024204-0.0036372i,-0.0017793-0.0026205i,-0.0024029-0.0018101i,-0.0032799-3.3777e-05i,-0.0034604+0.00096652i,-0.0015649+0.00034756i,0.0015212-0.00063762i,0.002464-0.0018299i,0.0023105-0.0015818i,0.0023304-0.0010171i,0.0015533-0.0015355i,0.00049562-0.0014148i,-0.00061485-0.00124i,-0.0012769-0.00051088i,-0.00042602-0.00028079i,0.001046-0.00038714i,0.0014797+0.00011893i,0.00063264+0.00028069i,-0.00073891+0.00035981i
-0.0018801-0.0062546i,0.0010726-0.0095982i,0.0036828-0.0071827i,0.003386-0.0024332i,0.0020962+0.00010935i,0.00013375+7.4258e-05i,-0.0019691-0.000461i,-0.0031103+0.00028567i,-0.0029899+0.0018375i,-0.0022052+0.0036882i,-0.0011263+0.0041285i,0.00058914+0.0034172i,0.0020147+0.0029628i,0.0029812+0.0029599i,0.0033452+0.0020865i,0.0029183+0.0011689i,0.0019019+0.00039014i,0.00093344+5.3208e-05i,0.00031109+0.00091503i,0.00061132+0.0020727i,0.00046369+0.0019553i,-0.00021996+0.0011448i,-0.00064643+0.00038315i
0.0018238+0.00026753i,0.0058338+0.0050946i,0.0039287+0.011129i,0.00044189+0.008824i,0.00031354+0.0037658i,0.00059788+0.00010634i,-0.00085757-0.0014557i,-0.001868-0.0010931i,-0.00068927-0.0010476i,0.00027671-0.0010315i,0.00012946+0.00027635i,-0.00012963+0.0030509i,-0.00061264+0.0050312i,-0.00085438+0.0033741i,-0.0015813+0.0014549i,-0.0025888+0.001057i,-0.001672+0.0016091i,-0.00054197+0.0015954i,-0.00024637+0.0011403i,0.00018803+0.00081227i,0.001032-0.0002642i,0.00049894-0.00033438i,-7.0172e-05+4.1568e-05i
-0.0016685+0.0025872i,-0.0066454+0.0066065i,-0.010625+0.0027004i,-0.0082069-0.0019344i,-0.0042582-0.0023397i,-0.0026957-0.0016991i,-0.0018053-0.0007596i,-0.00066764-0.00081479i,-1.1735e-05-0.0021375i,0.0016673-0.0038163i,0.0027851-0.0040355i,0.00064033-0.0023751i,-0.0013211-0.0012095i,-0.0021661-0.0011307i,-0.0038879-0.0017621i,-0.004657-0.0013248i,-0.0032841-0.00015454i,-0.0016328+0.00056529i,-0.00073879+0.0013242i,-0.00010174+0.00035568i,0.0011056-0.0011806i,0.0016147-0.0016881i,-3.5512e-05-0.0010262i
-0.0075951-0.0013451i,-0.009482-0.0081707i,-0.0047613-0.011446i,0.001523-0.0075723i,0.0038239-0.0038636i,0.0018055-0.0042475i,-0.0017265-0.0043026i,-0.0033155-0.0029692i,-0.0029627-0.00097332i,-0.0018413-6.7505e-05i,0.00035643-0.00072641i,0.0020252-0.0017092i,0.0023703-0.0020001i,0.0017312-0.0020852i,0.00058615-0.0013094i,-0.00024809-3.577e-05i,-0.0011173+0.0012037i,-0.0021762+0.0016296i,-0.0019803+0.0014558i,7.9103e-05+0.0015359i,0.0013584+0.00082002i,0.00078035+5.0765e-05i,0.0006165+6.8718e-05i
0.006-0.0052973i,0.014496-0.0052763i,0.017377-0.00017512i,0.011059+0.0031503i,0.0049768+0.0024417i,0.0025375+0.0013664i,0.00081208+0.00035301i,-0.00139+0.00012672i,-0.0022784+0.0022546i,-0.0019629+0.0050306i,-0.0016626+0.005444i,-0.00069165+0.004604i,0.00025054+0.0032023i,0.00056006+0.0016623i,-0.00023214+0.00085125i,-0.0011094+0.000448i,-0.001149+0.00018939i,-0.00058106-0.00030518i,-0.00047102-2.9459e-05i,0.0006115+0.00044352i,0.0013841+0.00010994i,0.0011625-0.00029114i,0.0003881-0.00058017i
0.0043877+0.0066094i,0.0032067+0.01607i,-0.0034398+0.017995i,-0.0058932+0.0090659i,-0.0030878+0.00079872i,-0.0015805-0.0026924i,-0.00051739-0.0022246i,0.00015418+0.0013802i,0.0011537+0.0029543i,0.0035098+0.0020316i,0.0038667+0.0018288i,0.002088+0.0030556i,0.00067646+0.0029174i,-0.00053454+3.8977e-05i,-0.0022675-0.0023732i,-0.0033904-0.0031042i,-0.0028522-0.0024858i,-0.0017966-0.0011453i,-0.0008197-0.00022083i,0.00043765+0.00054665i,0.00097183+0.00052678i,0.00075034-0.00047576i,0.00057138-0.00070057i
-0.0108+0.0021456i,-0.018437+0.00040821i,-0.018893-0.0053891i,-0.010134-0.0071214i,-0.0023261-0.0038311i,0.00071765-0.001782i,-5.6786e-05-0.0019332i,-0.0012006-0.0022637i,2.0128e-05-0.0015149i,0.0024574-0.0009491i,0.0045136-0.0011748i,0.0044381-0.001755i,0.0032572-0.0024727i,0.0027794-0.0035453i,0.0028567-0.003883i,0.0023106-0.0035881i,0.001257-0.0032594i,0.00080391-0.0018134i,0.0003819-0.00039589i,0.0015124-0.00017988i,0.00319-2.7614e-06i,0.0030515+0.00081767i,0.0016913+0.0014354i
0.00182-0.0095246i,0.0068418-0.01888i,0.014771-0.021116i,0.013492-0.012323i,0.005919-0.0064288i,-0.00037959-0.0037289i,-0.0021098-0.00086394i,-0.0032581-0.0007658i,-0.0056019-0.0018141i,-0.0070881-0.00083377i,-0.0059232-0.00017868i,-0.0023563-0.00099005i,0.00025459-0.0012064i,0.0010541-0.00055435i,0.0009727+0.0002285i,0.00024246+0.00058624i,0.0003295+0.00020615i,0.00053568+0.00028179i,-0.00014176+0.0018031i,-0.00041388+0.0027636i,-0.00038526+0.0013797i,-0.0003389-0.00011438i,0.00034307-0.0002499i
0.0033271+0.00701i,0.010353+0.01283i,0.0093236+0.025178i,0.0048715+0.020983i,0.0042556+0.0099309i,0.0049159+0.0010108i,0.0015879-0.0033094i,-0.0024414-0.0012352i,-0.0036882+0.0024548i,-0.0032948+0.0042637i,-0.0025067+0.0044314i,-0.0014213+0.005275i,0.0002612+0.0057989i,0.00081386+0.0047689i,-0.00038121+0.0030832i,-0.0011091+0.0016466i,-0.00017627+0.0010541i,0.0014425+0.0011814i,0.0016174+0.0014202i,0.00077682+0.0024338i,0.00033065+0.0032093i,0.00026011+0.0036088i,-0.00028873+0.0033298i
-0.0049648+0.014543i,-0.015604+0.024042i,-0.024427+0.021677i,-0.018041+0.010057i,-0.0067615+0.0028752i,-0.0017306-0.00084917i,-0.0019005-0.0011951i,-0.0020476+0.0016451i,0.00036054+0.0037839i,0.0046718+0.0038483i,0.0064296+0.0033529i,0.0032249+0.0035377i,0.00012867+0.0036736i,0.00093805+0.0021464i,0.0025901-0.00053623i,0.0018357-0.0013473i,0.00046483+0.00067374i,0.00063377+0.0016706i,0.0003628+0.00081554i,-0.00033116-0.0006246i,-0.00044534-0.0011022i,-0.00046017-0.00031978i,-0.00086587+0.0002227i
-0.014267-0.00087862i,-0.021159-0.013385i,-0.015385-0.021485i,-0.0030959-0.016042i,0.002729-0.008715i,0.0014863-0.0054376i,-0.0012103-0.0026247i,-0.0010514+5.3162e-06i,0.00031908+0.0011676i,0.0019641+0.00018899i,0.0037319-0.00096779i,0.0038458-0.0017067i,0.0033068-0.0020679i,0.0031724-0.0021192i,0.0029985-0.00099141i,0.0029087+0.00066023i,0.0012216+0.0010892i,-0.001449+0.0011527i,-0.0024522+0.0011965i,-0.0021802+0.0014038i,-0.0021162+0.0010201i,-0.0024505-0.00020234i,-0.002077-0.00072749i
0.0047809-0.010466i,0.018157-0.014339i,0.026814-0.0066657i,0.019317+0.0012748i,0.0090022+0.0014099i,0.0023195-0.0011344i,-0.002721-0.0030594i,-0.0032446-0.003507i,-0.0027355-0.0039955i,-0.0039241-0.0048589i,-0.0044639-0.0050236i,-0.0030233-0.0036784i,-0.0011556-0.0018823i,-0.0015198-0.00077905i,-0.0032999+0.0013944i,-0.0036777+0.0032247i,-0.0028824+0.0020074i,-0.0020334+0.00022282i,-0.00035118-0.0012205i,0.0012187-0.0025308i,0.0011601-0.0018321i,0.00056227-0.00010995i,0.00017861+0.0011918i
0.014409+0.0091725i,0.01627+0.024382i,0.0070911+0.032096i,-0.0021078+0.021495i,-0.0035227+0.0071544i,-0.0018732-0.000489i,-0.00050996-0.0020309i,-0.00045793-0.0006129i,-0.00061999+0.00073249i,-0.00021526+0.0010335i,0.00041458+0.0010215i,0.00029337+0.00045829i,-0.00074923+0.00022993i,-0.0018262-0.0007624i,-0.0032554-0.0019594i,-0.0032877-0.0012594i,-0.0028748+1.77e-05i,-0.0021413-3.9733e-05i,-0.00042534-0.00040155i,0.00060475-4.5199e-05i,0.00036285-0.00049838i,-0.00047843-0.001842i,-0.0014097-0.0018298i
-0.013794+0.0089905i,-0.032018+0.007719i,-0.039522-0.0032701i,-0.025504-0.0099734i,-0.010034-0.0080241i,-0.0024323-0.0052847i,-0.00022307-0.0032649i,-0.00015772-0.00011594i,0.0010397+0.0040948i,0.0031705+0.0069605i,0.0051315+0.0069725i,0.0057527+0.0046489i,0.0046738+0.0025281i,0.0044886+0.0017495i,0.0037695+0.00061503i,0.00073556-0.0004444i,-0.0013207+0.00091482i,-0.0013661+0.002337i,5.6612e-05+0.0019652i,0.0017673+0.0013497i,0.0026778+0.00072228i,0.0019489-0.00031764i,0.00038242-0.0008457i
-0.013426-0.017563i,-0.0096295-0.035103i,0.004584-0.039142i,0.011915-0.025054i,0.0093961-0.010542i,0.0050543-0.0022399i,-0.00088812+0.0014725i,-0.0039571+0.002787i,-0.0034077+0.0020577i,-0.0019362+0.00040497i,0.00016366+0.00032342i,0.0016411+0.00095687i,0.0021155+0.00069957i,0.0020385+0.00065077i,0.00081523+0.0012352i,-0.0011021+0.0009292i,-0.0018981+0.00017104i,-0.0015155-0.00075281i,-0.00082212-0.00093589i,-0.00011105+6.821e-05i,0.00036737-0.00056193i,0.0015628-0.0016322i,0.0023598-0.00077932i
0.018626-0.0049318i,0.03788+0.0033437i,0.040826+0.020542i,0.024807+0.022396i,0.010585+0.011798i,0.0027147+0.0027883i,-0.0016165-0.0015649i,-0.0017587-0.0028635i,0.0005106-0.0039572i,0.0015293-0.0045133i,0.00013351-0.0037745i,-0.00075774-0.0026754i,-0.0009383-0.002658i,-0.0028976-0.0035273i,-0.0052927-0.0041729i,-0.0055369-0.0033729i,-0.0037654-0.0022438i,-0.0010331-0.001507i,0.001494+0.00034697i,0.0032253+0.0020233i,0.002472+0.0023968i,0.00064764+0.0011456i,0.00095044-0.00022121i
0.0084171+0.026036i,-0.0042958+0.043796i,-0.022277+0.041651i,-0.023198+0.021867i,-0.013503+0.0061228i,-0.0068619-0.001663i,-0.0029202-0.0034061i,-0.0013497-0.0010985i,-0.00077261+0.0013067i,0.00079325+0.0033394i,0.0023219+0.0034303i,0.0025106+0.0016102i,0.0014837+0.00017716i,0.0011589-0.00098161i,0.0016382-0.0028819i,0.00043114-0.0038793i,0.00024595-0.002622i,0.00202+0.00028275i,0.0024014+0.0023509i,0.001914+0.0039336i,0.0021989+0.0033068i,0.0017145+0.00078866i,0.00043423-0.00048478i
-0.029009+0.0025926i,-0.046241-0.014037i,-0.040668-0.031926i,-0.018593-0.030105i,-0.0029205-0.017981i,0.0024307-0.0099034i,-0.00013664-0.0027972i,-0.0046466+0.0024602i,-0.0056616+0.0049884i,-0.0043652+0.0063421i,-0.0017571+0.0063891i,0.00060571+0.0056587i,0.0021087+0.0051404i,0.0035171+0.0049959i,0.0048516+0.0038951i,0.0042216+0.0020703i,0.0015832+0.00092795i,-0.0012138+0.0015241i,-0.0033288+0.0026393i,-0.004263+0.0015657i,-0.0023842+0.0012357i,-0.00072778+0.0015228i,2.5435e-05+0.0012308i
0.0041492-0.033079i,0.024972-0.050136i,0.042203-0.041419i,0.035404-0.018991i,0.018531-0.0056707i,0.0070363-0.0014816i,-0.00085446-0.001564i,-0.0031709-0.00045416i,-0.0024388+0.00052734i,-0.0015517-0.00070229i,-0.0016295-0.0012499i,-0.0025019-5.4756e-05i,-0.0022055+0.000531i,-0.00073101+9.8155e-05i,-0.00065237+0.00012253i,-0.00044762-0.00016764i,0.00053193-0.0016771i,-0.00091731-0.0015582i,-0.0029219-0.00042716i,-0.0016315-0.0006919i,-0.00014236-0.00070409i,-0.00048815+0.00013219i,-0.0010173+0.0013579i
0.031942+0.013242i,0.045132+0.039636i,0.032441+0.055429i,0.011452+0.042605i,0.0026805+0.022756i,-0.0010591+0.0095294i,-0.0021985+0.0011442i,-0.0010312-0.0021375i,0.0016399-0.0024993i,0.0037278-0.0032138i,0.0038672-0.003558i,0.0026041-0.0039225i,0.00062369-0.0045108i,-0.0011863-0.0047201i,-0.0027968-0.0042939i,-0.0021168-0.0029768i,0.00050461-0.0019617i,0.0014297-0.0017754i,0.0013712-0.0014788i,0.00075045-0.00088331i,9.1773e-05-0.00072888i,-0.00032875-0.0011034i,-0.0012617-0.00031806i
-0.021914+0.036073i,-0.051856+0.045007i,-0.064526+0.030901i,-0.045907+0.0090837i,-0.023081-0.00092713i,-0.0098094-0.0047435i,-0.0016452-0.0038961i,0.0004504-0.00053632i,-0.00084676-0.00023112i,-0.0013351-0.00027258i,-0.00018902+0.001411i,0.0026718+0.0023322i,0.0045175+0.001865i,0.0040011+0.0018263i,0.0025318+0.0010729i,0.0014866+0.00070177i,0.00048251+0.002055i,0.00058621+0.0024462i,-0.00016732+0.0028935i,-0.00094741+0.0033161i,0.00037056+0.0029832i,0.00085916+0.0011572i,-0.00060116-0.0010221i
-0.027018-0.028593i,-0.029126-0.063115i,-0.010532-0.076147i,0.0056218-0.054777i,0.0076886-0.028534i,0.0050828-0.013618i,-0.00094337-0.0053401i,-0.0064912-0.0019391i,-0.0074457-0.0014636i,-0.0060711-0.0010011i,-0.0045743+0.00024108i,-0.0033328+0.0030567i,-0.001876+0.005681i,-0.00036127+0.0059414i,0.0010671+0.0047196i,0.0015272+0.0043768i,-0.00032431+0.0039285i,-0.0019241+0.0019021i,-0.0013836-0.00026841i,-7.2456e-05-0.0014727i,0.00064147-0.0018638i,0.0011735-0.0014722i,0.0007896-0.0012642i
0.037059-0.022082i,0.073032-0.017515i,0.081992+0.0061103i,0.05502+0.017399i,0.027649+0.011865i,0.012039+0.005273i,0.0010116+0.00084217i,-0.0032618+0.00079128i,-0.00058736+0.0027576i,0.003052+0.00341i,0.0033328+0.0030519i,0.00095462+0.0020871i,-0.0012386+0.00090455i,-0.0011895-0.0005497i,-0.0018414-0.00081378i,-0.0031811+0.00073535i,-0.0023728+0.00096226i,-0.00072056-0.001161i,0.00042444-0.0026832i,0.0016773-0.0020465i,0.001613-0.00091257i,0.00046789-0.0002424i,-0.00018581+0.00016447i
0.016071+0.043541i,0.004957+0.080265i,-0.019361+0.084943i,-0.024287+0.054907i,-0.014526+0.025886i,-0.0081775+0.010791i,-0.0022723+0.0026037i,0.0039466-0.00049184i,0.0070626+0.0016043i,0.0072978+0.0033962i,0.0075215+0.0021359i,0.0073228-0.00026852i,0.0055346-0.0031311i,0.0024794-0.0045782i,-0.00027785-0.0040059i,-0.0019252-0.0019179i,-0.0014823+0.00013113i,0.00055229+0.0013336i,0.0033211+0.0022235i,0.0041769+0.0018356i,0.0031051+0.0011674i,0.0021465+0.00022961i,0.00062506-0.00015339i
-0.054844+0.0084941i,-0.092093-0.010207i,-0.092819-0.03508i,-0.058035-0.035706i,-0.027815-0.022016i,-0.012922-0.01303i,-0.0065596-0.0052407i,-0.0029824-0.00078482i,-0.00024241-0.0020076i,-0.00077534-0.0037215i,-0.001125-0.0025588i,0.00039349-0.00032534i,0.0016922+0.00061555i,0.00060544+0.00085776i,-0.00031425+0.001171i,-0.00081625+0.0011429i,-0.0025185+0.0018602i,-0.0030775+0.0036781i,-0.0015259+0.0037507i,-0.00030705+0.0025648i,0.00033575+0.0011751i,0.00091026-1.068e-05i,0.0017509+1.9463e-05i
0.0026215-0.056997i,0.028269-0.092769i,0.053513-0.088644i,0.048501-0.053424i,0.026865-0.026324i,0.012421-0.013228i,0.0025126-0.005564i,-0.0047338-0.0011257i,-0.0070929-1.5039e-05i,-0.0068658-0.00062372i,-0.0065929-0.00083515i,-0.0066068+0.00089266i,-0.0050252+0.0032224i,-0.0019046+0.0034207i,-0.00093759+0.0019643i,-0.0028555+0.00081948i,-0.0054379-0.00022792i,-0.0057183-0.00030375i,-0.0037864+0.0010941i,-0.0013317+0.0014544i,0.00072646+0.00059062i,0.0010597+0.00014656i,0.00020603+0.00077168i
0.060192+0.013338i,0.092222+0.049124i,0.083257+0.073262i,0.047846+0.05879i,0.024199+0.031014i,0.011882+0.013542i,0.0027546+0.0024416i,-0.0025494-0.0016849i,-0.004592+0.0020165i,-0.0037639+0.007187i,-0.00066213+0.0079371i,0.0012441+0.0050252i,0.00097028+0.002054i,0.00054236+0.00049056i,-0.0010562-0.00056517i,-0.0027973-0.001609i,-0.0030704-0.0030926i,-0.0025841-0.0033649i,-0.0011686-0.0016544i,0.00059876-0.00060639i,0.0017846-0.00090572i,0.001298-0.0011616i,-0.00022092-0.00073637i
-0.026615+0.056811i,-0.069009+0.083786i,-0.091683+0.070573i,-0.070582+0.03751i,-0.038615+0.017466i,-0.018695+0.0080325i,-0.0056114+0.0045926i,0.00083945+0.004597i,0.0020163+0.004284i,0.0030195+0.0034032i,0.005796+0.0031283i,0.0074113+0.0021715i,0.0066485+0.00074259i,0.0035586-0.00079652i,0.00014586-0.0027531i,-0.0010306-0.003731i,-0.00096805-0.0029569i,-0.00049447+1.8756e-05i,-7.8031e-05+0.0034763i,0.00042365+0.0040972i,0.00078953+0.002798i,5.5563e-05+0.0019373i,-0.00058136+0.0017077i
-0.059863-0.040603i,-0.080482-0.090569i,-0.064135-0.1092i,-0.030228-0.077738i,-0.011659-0.040876i,-0.0042107-0.022307i,-0.00018977-0.011066i,0.0010384-0.0038423i,0.0016282-0.0037512i,0.0020292-0.0076001i,0.00073527-0.007849i,-0.00036999-0.0038678i,0.00095358-0.00022635i,0.0025886+0.00042764i,0.0022409-0.0014461i,0.00040697-0.0030902i,-0.0010054-0.0027557i,-0.0015783-0.001598i,-0.0016261-9.7729e-05i,-0.00071931+0.0015638i,0.0010477+0.0018624i,0.0017008+0.0021065i,0.0010181+0.0011672i
0.056393-0.051839i,0.11232-0.062887i,0.12687-0.044124i,0.087441-0.019i,0.045564-0.0083592i,0.023439-0.0046436i,0.0060722-0.0030421i,-0.0062344-0.0031585i,-0.0091701-0.0032395i,-0.0078725-0.002419i,-0.0071084-0.001068i,-0.0077+7.5327e-05i,-0.0069186+0.0010647i,-0.0040708+0.0014061i,-0.00056799+0.0005506i,0.0018407-0.0014355i,0.0028253-0.0037311i,0.0014865-0.00544i,-0.0017232-0.0046434i,-0.0037053-0.0018152i,-0.00339-0.0010774i,-0.0022556-0.0024204i,-0.0015842-0.002374i
0.035788+0.073276i,0.03619+0.13207i,0.016069+0.14469i,0.0012519+0.099471i,0.0010606+0.051786i,0.0020994+0.02519i,0.00098498+0.01006i,-0.0017389+0.0039731i,-0.0050655+0.0041441i,-0.0043322+0.0066542i,-0.0012636+0.00802i,-6.2195e-08+0.0055674i,-0.0013088+0.0018765i,-0.0019464+0.00076857i,-0.00018001+0.00026419i,0.0014641-0.00055341i,0.0028968-0.00044984i,0.0038524-0.00053049i,0.0035875-0.00084848i,0.0026444-0.0012146i,0.00090349+8.5421e-05i,-0.0011961+0.0019272i,-0.0018112+0.0020806i
-0.086138+0.024063i,-0.14588+0.013044i,-0.15355-0.0086468i,-0.10144-0.015522i,-0.048966-0.0093044i,-0.02546-0.0049172i,-0.015138-0.0032444i,-0.0044741-0.0012802i,0.0047967+0.00031322i,0.0092218-0.00042601i,0.009863-0.00070972i,0.0099209-5.7906e-05i,0.0098064-0.00059274i,0.0077655-0.0020435i,0.0053147-0.00096249i,0.0034195+0.0020494i,0.0025575+0.004292i,0.0029566+0.0049975i,0.003445+0.0036072i,0.0029886+0.0015161i,0.002076+0.00059645i,0.0011976+0.00075399i,5.9316e-05+0.0011113i
-0.0039067-0.096163i,0.016647-0.15405i,0.036735-0.15799i,0.030833-0.10573i,0.012808-0.055628i,0.0036394-0.031587i,-0.0022386-0.015387i,-0.0046472-0.0051813i,-0.00037855-0.0028437i,0.0045631-0.0039681i,0.0053718-0.0050642i,0.0034691-0.0031111i,0.0033725+0.0011071i,0.0044928+0.0028447i,0.0040766+0.0031966i,0.0027616+0.0039176i,0.0021853+0.003543i,0.00059116+0.0026067i,-0.0012119+0.0023151i,-0.00020793+0.0020093i,0.00050551+0.00073921i,0.00014989-0.00076119i,0.00017202-0.00066033i
0.095259+0.017896i,0.15112+0.05033i,0.15374+0.068919i,0.10332+0.052324i,0.053257+0.025371i,0.027245+0.0085235i,0.012536-0.0047376i,0.0027691-0.010114i,-0.0032819-0.0067264i,-0.0057363-0.0015781i,-0.0053794+0.0016536i,-0.0050791+0.002099i,-0.0056566+0.0021706i,-0.0060685+0.0027125i,-0.0058994+0.0025021i,-0.0052097+0.0022061i,-0.0033319+0.0020648i,-0.0011044+0.00079908i,0.00029871+0.00021012i,0.00053057+7.8422e-05i,0.00067279-0.0010909i,0.00081858-0.0013853i,0.0013185-0.00028893i
-0.041675+0.096007i,-0.08273+0.14767i,-0.098668+0.14695i,-0.069484+0.095896i,-0.029922+0.046082i,-0.011742+0.021755i,-0.0040614+0.0093356i,0.0011551+0.0017161i,0.0017282+0.00055816i,0.00016137+0.0034248i,-6.0219e-05+0.0059621i,0.0012786+0.0043748i,0.0014105+8.221e-05i,-0.0013997-0.002154i,-0.0048667-0.0013974i,-0.0058526+0.001058i,-0.0061305+0.0036307i,-0.005547+0.004788i,-0.0035062+0.0032521i,-0.0010707+0.0013775i,-0.00022522+0.00090813i,-0.0023414+9.5095e-05i,-0.004684-0.00053505i
-0.086488-0.062216i,-0.13099-0.11269i,-0.12931-0.1259i,-0.085102-0.087361i,-0.043851-0.040387i,-0.021858-0.019486i,-0.0080657-0.0069232i,0.0019102+0.005261i,0.0083388+0.0096852i,0.010932+0.0084766i,0.0096231+0.0068293i,0.0077877+0.0063635i,0.0078054+0.0056903i,0.0073518+0.003557i,0.0032944+0.00083958i,-0.0017822-0.00037497i,-0.0043843-0.00014984i,-0.0049616+0.00080737i,-0.0024661+0.002871i,0.0014583+0.0044963i,0.003693+0.0037753i,0.0029976+0.0018754i,0.0015089-0.00019423i
0.082425-0.067455i,0.14002-0.10317i,0.15152-0.10289i,0.10502-0.069762i,0.051431-0.03948i,0.024644-0.02338i,0.009136-0.012134i,-0.00098696-0.0014438i,-0.0043546+0.0039623i,-0.0037042+0.0024797i,-0.0020474+0.00010441i,-0.0030328-0.00018821i,-0.0046658+0.00078871i,-0.0038415+0.00078708i,-0.002973-0.0013336i,-0.0029533-0.0035024i,-0.0024945-0.0048675i,-0.0025964-0.0057237i,-0.0023181-0.0042162i,-0.00051226-0.0013952i,0.002207-0.00063068i,0.0051617-0.0014742i,0.0059082-0.0015995i
0.051301+0.094455i,0.077308+0.15934i,0.077029+0.16579i,0.051301+0.10949i,0.0287+0.049456i,0.019504+0.021853i,0.010616+0.01242i,-0.0034992+0.0067846i,-0.012077+0.0020381i,-0.012612-0.0013363i,-0.0097112-0.002291i,-0.0064915-0.0039179i,-0.0067614-0.007073i,-0.0074713-0.0098451i,-0.0054743-0.0096275i,-0.0032397-0.0073013i,-0.0015985-0.0041408i,-0.000851-0.0015393i,-0.00082609-0.0016517i,-0.0012144-0.0016033i,-0.0023158-0.00060051i,-0.0035735+0.001012i,-0.003314+0.0024131i
-0.11174+0.024058i,-0.18063+0.039634i,-0.18616+0.048443i,-0.12131+0.040727i,-0.0535+0.029031i,-0.024027+0.02161i,-0.013379+0.015373i,-0.004731+0.0093003i,0.00072942+0.0046515i,0.0030528+0.0025547i,0.0039528+0.0022593i,0.0054758+0.0014462i,0.0074375-0.0015107i,0.0089724-0.0040534i,0.0074273-0.0044537i,0.0032969-0.0030344i,-0.00082047-0.0012767i,-0.0018612+0.000476i,0.00080828+0.0019853i,0.0031892+0.0012347i,0.0022804-0.00027531i,0.00014482-0.001159i,-0.0025537-0.0007495i
