-0.001107+0.00047447i,0.00048275-0.00060899i,-5.1431e-05+0.0017254i,0.00032187+0.0039404i,0.0012299+0.0037908i,0.00092655+0.0023507i,0.00093051+0.00022491i,0.0011172-0.00085089i,0.0012123+0.00010514i,0.00085695+0.00057026i,0.00026458+0.00056417i,-3.5244e-06+2.2514e-05i,-0.00037051-0.00085521i,-0.00069511-0.0011628i,-0.00061509-0.00098289i,-0.00068592-0.00041723i,6.5782e-05+4.6062e-05i,0.00078181+0.00024411i,0.00039263+8.9039e-05i,0.0010117+9.6047e-05i,0.00087005-0.0002971i,-0.00011578-0.00065278i,1.6941e-05-0.00055795i
0.0023195-0.0014382i,0.0071314+0.0015001i,0.0083548+0.00090028i,0.0017802-0.0023749i,-0.0059643-0.0069297i,-0.010536-0.011511i,-0.012953-0.011799i,-0.014666-0.0073679i,-0.011842-0.00079157i,-0.0048197+0.0027424i,-0.00068709+0.0011981i,0.0014453-0.00019907i,0.0057068-0.00011624i,0.010515-0.0013682i,0.011185-0.0020527i,0.0066348-0.0014813i,0.00092104-0.00082994i,-0.0028588+0.00061412i,-0.0037882+0.0025209i,-0.0020365+0.0031492i,0.0011427+0.0036624i,0.0024768+0.0028333i,0.0015399+0.00094974i
-0.0012454+0.00079508i,-0.0011761+0.001091i,0.0017264-0.0020164i,0.0084763-0.0083411i,0.0085492-0.0068678i,0.00092305-0.0029229i,-0.0067906-0.003637i,-0.009958-0.0048234i,-0.0080532-0.0025018i,-0.0042889+0.002199i,-0.0019356+0.0041079i,-0.00025049+0.0043963i,0.0016943+0.0047875i,0.0037036+0.0038632i,0.0039988+0.0018948i,0.0029003+2.5153e-06i,0.0016959-0.0023591i,0.00083384-0.0052422i,-0.00033666-0.0059843i,-0.0025776-0.005104i,-0.0036865-0.0049988i,-0.0031871-0.0038844i,-0.0020865-0.0016377i
-0.0023602-0.0023434i,-0.0013228-0.0050432i,0.00079712-0.0029901i,0.0036045+0.0011744i,0.0014435-0.0003972i,-0.0018841-0.0036026i,-0.0030925-0.0046336i,-0.003397-0.0044041i,-0.0040929-0.0018671i,-0.0031229+0.0019749i,-0.00042191+0.0030732i,9.3079e-05+0.0011835i,-4.9155e-05-0.0029867i,0.0018093-0.0089437i,0.0018539-0.01239i,-0.00061481-0.0097468i,-0.0022812-0.0044193i,-0.0021463-0.00063067i,-0.00088145+0.0018449i,0.00055346+0.003616i,0.0023996+0.0041119i,0.0028647+0.0025612i,0.0029366-7.6053e-05i
0.0029057-0.0016613i,0.0072448-0.0031349i,0.010473-0.0040881i,0.012972-0.003656i,0.011432-0.0041753i,0.0059693-0.0066692i,0.0027245-0.010813i,-0.0003214-0.012819i,-0.0050821-0.0088564i,-0.0064243-0.00078687i,-0.0032699+0.0027336i,-0.00022642+0.0015298i,0.00091998+0.0023363i,0.00056446+0.0035515i,-0.00026777+0.0021764i,-0.00097215-0.00016268i,-0.0015948-0.002512i,-0.0026366-0.0053681i,-0.003144-0.0074694i,-0.0041829-0.0071446i,-0.0045597-0.0055015i,-0.0033832-0.0041922i,-0.0015639-0.0026435i
-0.0014413+0.0016371i,0.0016668+0.0037598i,0.0062627+0.0023505i,0.0065319-0.0030444i,0.003122-0.0091933i,-0.0012922-0.013545i,-0.0041292-0.014943i,-0.0048592-0.013535i,-0.0061587-0.0081106i,-0.006991-0.0020988i,-0.0058373+0.001298i,-0.0052987+0.0030484i,-0.0054853+0.004758i,-0.0050982+0.0053699i,-0.0033274+0.0044068i,-0.001705+0.0027902i,-0.00015512+0.0024686i,0.0023086+0.0033472i,0.0040002+0.003602i,0.0053537+0.002396i,0.0059533+0.0019977i,0.0046036+0.0021939i,0.0028493+0.00094043i
0.0014754-0.00090275i,-0.00053419-0.00078996i,0.0010801-0.001335i,0.0056925-0.0030531i,0.004361-0.0043553i,-0.0010837-0.0055256i,-0.002706-0.0071224i,-0.0014671-0.0089794i,-0.00096295-0.0078406i,-0.00209-0.0030269i,-0.0033812+0.00062477i,-0.0028742+0.0016135i,6.9331e-05+0.0031873i,0.0047793+0.0030986i,0.006756+0.0021463i,0.0038823+0.0014451i,2.1832e-05-0.00016312i,-0.0025918-0.0018246i,-0.0042673-0.0029141i,-0.0057009-0.003079i,-0.0061824-0.0028231i,-0.0049058-0.0015402i,-0.0029852-0.00041555i
6.1606e-05+0.0006702i,0.0013472-0.0012872i,0.0034729-0.0018745i,0.0046266-0.0024281i,0.0029829-0.0046502i,0.0018681-0.0045655i,0.0019754-0.0036015i,0.0026831-0.0047968i,0.0013166-0.0068502i,-0.0023921-0.0061652i,-0.0034982-0.0028536i,-0.0018296-0.00062799i,-0.0002288-5.0219e-05i,0.0021744+0.00012899i,0.0046946-0.0007142i,0.0058668-0.0022484i,0.0069524-0.0021787i,0.0089239-0.0018978i,0.010114-0.0017648i,0.0098277-0.00049721i,0.0084892+0.0013014i,0.0063915+0.0022309i,0.0049991+0.0012128i
-0.00059236-0.00043446i,0.004088-0.0011847i,0.0080502-0.003794i,0.0099025-0.0063805i,0.0088767-0.0074489i,0.005265-0.0075019i,0.0045574-0.0088575i,0.005281-0.010197i,0.00245-0.0093402i,-0.0014135-0.0059515i,-0.0026994-0.0023462i,-0.002807-0.00084526i,-0.0023712-0.0009152i,-0.0020491-0.0012321i,-0.0024891-0.00092715i,-0.0025664-0.00035149i,-0.003107+0.00024002i,-0.0048827+0.0001422i,-0.0065059-0.00015782i,-0.0066763+0.00049115i,-0.005399+0.00059676i,-0.0036073-3.6954e-05i,-0.0018567-7.0601e-05i
0.001974+0.0013302i,0.0032334+0.0023328i,0.0060072+0.0021521i,0.006514-0.001049i,0.0038527-0.0051702i,0.0013214-0.0070419i,0.0016028-0.0061814i,0.0026505-0.0056689i,0.0023943-0.0054298i,0.00019253-0.0046484i,-0.0023631-0.0040408i,-0.0041344-0.0029284i,-0.0054039-0.0011818i,-0.0056762-0.00010215i,-0.0035907-0.00058895i,-0.00025385-0.0016665i,0.0012361-0.0017755i,0.0027295-0.0021416i,0.0049346-0.0039416i,0.0066199-0.0047474i,0.0072839-0.0032229i,0.0056978-0.0012043i,0.0037967-9.8654e-05i
-0.00050425+0.00065713i,-0.0023667+7.5438e-05i,0.00039807-0.0019405i,0.0053614-0.0057646i,0.0049685-0.0089616i,0.00064491-0.0094254i,0.00015268-0.0067286i,0.0041885-0.0039961i,0.0076514-0.0033763i,0.0066232-0.0039024i,0.0026578-0.0028307i,1.4471e-05+0.00049594i,-0.00043345+0.0041246i,-0.00033457+0.0066746i,-0.00052323+0.0088069i,-0.00049265+0.0086167i,-0.0012623+0.0068907i,-0.0028053+0.006819i,-0.0034637+0.0073811i,-0.0038748+0.0065017i,-0.004376+0.0042632i,-0.0041+0.0018367i,-0.0033796+0.0011514i
2.7528e-05-0.0014251i,0.0021457-0.0027951i,0.0056333-0.0037043i,0.0071259-0.0047116i,0.0042377-0.0059869i,-0.00010632-0.003792i,-0.0011882-0.00023384i,0.0026455+0.00044786i,0.0061782-0.0031117i,0.0050748-0.0068763i,6.5326e-05-0.0054619i,-0.003142-0.0018359i,-0.002961-0.00014063i,-0.0022762+0.00051521i,-0.0011549+0.00069591i,8.6606e-05+2.5886e-05i,0.00060004-0.00061989i,0.0024089-0.0015789i,0.0045903-0.0031643i,0.0044858-0.0036651i,0.0042256-0.0026755i,0.004582-0.0013934i,0.0041113-0.0010199i
-0.00094505-0.0012536i,0.002009-0.00093506i,0.0064508-0.0011306i,0.0093876-0.0038107i,0.0080743-0.0057562i,0.0037048-0.0047597i,0.0019723-0.0030571i,0.0032671-0.002044i,0.0043854-0.0021537i,0.0033593-0.0014835i,0.0024206-0.0006786i,0.002136-0.0008129i,0.0027563-0.0022675i,0.0048036-0.0041858i,0.0049632-0.0041774i,0.0025202-0.0026435i,0.00046672-0.0003886i,0.00061723+0.0020931i,0.0006999+0.0042169i,-0.00011185+0.0051266i,-0.00073453+0.0043675i,-0.00083033+0.0027688i,-0.00079196+0.0018508i
-0.00097634-0.0016623i,0.002716-7.713e-05i,0.0067278+0.00021653i,0.0096116-0.0011876i,0.0080064-0.0024912i,0.0027157-0.0031993i,-0.00075398-0.0012894i,-0.00064031+0.0011492i,0.001027+0.0027614i,0.0018777+0.0023519i,0.0015514+0.00065616i,7.2199e-06-0.00051489i,-0.0023572-0.0016559i,-0.0054968-0.0024334i,-0.006553-0.0027417i,-0.0048662-0.0026389i,-0.0040369-0.0025827i,-0.0045068-0.0040423i,-0.0032046-0.0052877i,-0.00038586-0.0045435i,0.0014282-0.0036555i,0.0022407-0.0031896i,0.0028817-0.0033087i
0.0014206-0.00083888i,0.0011982+0.00086228i,0.0023216+0.00012266i,0.0055108-0.0021252i,0.0051748-0.0046558i,0.00023984-0.0047701i,-0.0016998-0.0021213i,0.00063689+0.0023492i,0.0043748+0.0056563i,0.006382+0.0041105i,0.003114+0.00092022i,-0.00068879+3.157e-05i,-0.0011148-0.00058096i,-0.0024996-0.0026403i,-0.0059157-0.0029263i,-0.0070758-0.0014372i,-0.005208+0.00080612i,-0.0033943+0.0029311i,-0.0015134+0.005445i,-0.0004084+0.0068307i,-0.00058222+0.0050747i,-0.0010074+0.002939i,-0.00077668+0.0020307i
0.00075961+0.0011999i,0.00042083-0.0021832i,0.0040961-0.0052639i,0.0063557-0.0066787i,0.0033191-0.0077959i,-0.0020148-0.0069638i,-0.0041527-0.0032104i,-0.0013174+0.0014334i,0.003599+0.0033394i,0.0056896+0.0014688i,0.0024361-0.001435i,-0.00074753-0.0021833i,-0.0016676-0.00079937i,-0.001202+0.0014234i,-0.00058021+0.0030053i,-0.00048045+0.0025065i,-0.00076825+0.0022628i,-0.0015834+0.0026869i,-0.0025431+0.0016565i,-0.0032043-0.00087237i,-0.0025136-0.0024042i,-0.00073841-0.0018018i,0.00063453-0.0011887i
-0.00021394+0.00013049i,0.0033145-0.00013802i,0.0062739-7.5529e-05i,0.0083209-0.0022246i,0.007548-0.0040782i,0.0027105-0.0039747i,-0.0012506-0.0026182i,-0.0020269+0.00011136i,-0.0008199+0.0019671i,0.001267+0.0025691i,0.0022971+0.0027194i,0.0025526+0.0031063i,0.0032153+0.0020147i,0.0031531-0.00067494i,0.0021807-0.0011161i,0.00078945-0.00052138i,0.00055848-0.001207i,0.0028122-0.0010391i,0.00409+5.784e-05i,0.0029102+0.0017358i,0.00080821+0.0033478i,0.00035953+0.0039396i,0.00045857+0.0025013i
5.9675e-05-0.002459i,0.0021606-1.1717e-05i,0.0031668+0.0013774i,0.0050139+0.00089151i,0.0043781+0.00081689i,0.00027847+0.0011758i,-0.0024795+0.0014983i,-0.0045516+0.0025425i,-0.0048338+0.004429i,-0.0027673+0.0050555i,-0.0012189+0.0015605i,-0.0010033-0.0025535i,2.378e-05-0.004326i,0.0021471-0.0058487i,0.0031872-0.008184i,0.0022861-0.0087154i,0.00036808-0.0062993i,-0.0018614-0.0037602i,-0.0029631-0.0027337i,-0.0025022-0.0027763i,-0.0013269-0.0028639i,0.0003273-0.001539i,0.0013481-0.00074887i
0.00037977+0.002183i,0.0003693-0.00011664i,0.0035336-0.0028064i,0.0075766-0.0051443i,0.0060776-0.0073247i,0.00039409-0.0085131i,-0.0032755-0.006093i,-0.0048858-0.00031061i,-0.0038922+0.0056865i,0.00010852+0.0082819i,0.0029567+0.0056296i,0.0034847+0.0021087i,0.0030384+0.00059853i,0.0010858-0.0020187i,-0.0017603-0.0034927i,-0.0032736-0.003682i,-0.0033126-0.004177i,-0.0035748-0.0039856i,-0.0025234-0.0029178i,-3.2515e-05-0.0002791i,0.0009345+0.0016896i,0.00069025+0.0011601i,0.00017982+0.00018678i
0.0010302-0.0016129i,0.0021439-0.00088683i,0.0034479-0.00086507i,0.0037953-0.00030653i,0.0012299-0.00087675i,-0.0026945-0.0027878i,-0.0047552-0.0036618i,-0.0046623-0.0014694i,-0.0043423+0.001928i,-0.0030148+0.0040683i,-0.0026742+0.0036438i,-0.0038869+0.0026023i,-0.0038134+0.0027828i,-0.0029446+0.0027629i,-0.0038757+0.0017702i,-0.0040989+0.00055273i,-0.002767+0.0007208i,-0.0019369+0.001484i,-0.0022488+0.0019313i,-0.0035621+0.00069622i,-0.0039035-0.0017967i,-0.002775-0.0020707i,-0.0012303-0.0012764i
0.0010878-0.0010117i,0.003925-0.0014857i,0.0059667-0.003133i,0.0064277-0.0057361i,0.0040949-0.0076564i,-5.3499e-05-0.0068276i,-0.00279-0.0059162i,-0.0045639-0.0051952i,-0.0050368-0.0023845i,-0.0027468+0.00073681i,0.00096112+0.0024618i,0.0039474+0.0024654i,0.0052994+0.0025388i,0.0059209+0.0028692i,0.0063314+0.0023852i,0.0051665+0.0018568i,0.0034767+0.0013089i,0.002035+0.00096055i,0.0014943+0.00048836i,0.0014937+0.0004734i,0.00071838+0.0013102i,5.0231e-05+0.0016583i,0.00026226+0.0009151i
0.0012096-0.00034376i,0.0024507-0.00060088i,0.0045769-0.0011869i,0.007528-0.0028451i,0.0077472-0.0031998i,0.0032009-0.0035558i,-0.0023555-0.00446i,-0.0061377-0.0046638i,-0.0089505-0.0023754i,-0.0097293+0.0010211i,-0.0060568+0.0020051i,-0.0013437+0.0015029i,0.0027829+0.0013431i,0.0059601+0.0021111i,0.0068002+0.0018117i,0.0051185-0.00018685i,0.0029998-0.0021437i,0.0020588-0.0027859i,0.0010987-0.0024718i,-0.00065212-0.0012735i,-0.0013916-0.00083365i,-0.0010041-0.00039668i,-0.0014271+0.00046572i
0.00031924+8.4417e-06i,0.00084799-0.00031281i,0.0017478-0.0020208i,0.0021786-0.0029732i,0.00076199-0.0037278i,-0.0019409-0.004724i,-0.0040419-0.0048435i,-0.0054942-0.004245i,-0.0072758-0.0021676i,-0.0064591+0.00017572i,-0.0040239+0.0010468i,-0.002085+0.0017374i,0.0002228+0.0011238i,0.0014564-0.00097188i,0.0011855-0.0030409i,0.00085939-0.0036832i,0.00022821-0.0034075i,-0.0010362-0.0041665i,-0.0012858-0.0036984i,0.00027214-0.0021248i,0.0020353-0.00097576i,0.0025247+0.00018554i,0.0022115+0.00064655i
-0.00075149-0.0035797i,0.0021586-0.0032635i,0.0044087-0.0028792i,0.0056352-0.0018505i,0.0036201-0.0012501i,0.0003003-0.0026523i,-0.0021767-0.0050356i,-0.0035348-0.0054253i,-0.0044522-0.0032247i,-0.0048141+0.00031449i,-0.0045942+0.0022197i,-0.0042279+0.0027401i,-0.0030187+0.0022547i,-0.0016781+0.0010819i,-0.0017706+0.00097705i,-0.0024491+0.00096853i,-0.0020677+0.00035003i,-0.0014337-0.00032576i,-0.00099915-0.00050853i,-0.0011638-0.00064451i,-0.0015342-0.0020992i,-0.0010085-0.0028011i,-0.00049948-0.0018281i
0.0035399-0.00022046i,0.0041774-0.00056548i,0.0054197-0.00113i,0.0057861-0.002636i,0.0027308-0.0047609i,-0.0014097-0.0063249i,-0.0028843-0.0079523i,-0.0022404-0.0090153i,-0.0023438-0.0093743i,-0.0026824-0.007034i,-0.0016378-0.0015172i,-0.00033565+0.00315i,-0.0008291+0.006043i,-0.0023922+0.0077885i,-0.0030303+0.0064679i,-0.0020488+0.0034917i,-0.00096523+0.00183i,0.0001127+0.0016178i,0.00077949+0.0012143i,0.00063712+0.00062104i,0.00075163-5.1244e-05i,0.00028507-0.00092133i,-0.00011589-0.0015444i
-0.0024208+0.00083292i,-0.0006565+0.00089568i,0.00035751-0.00053756i,0.0032131-0.0028017i,0.0032653-0.0042411i,3.481e-05-0.0052358i,-0.0018614-0.0066484i,-0.0019645-0.0087694i,-0.0030951-0.0097652i,-0.0044271-0.0086521i,-0.0048388-0.005851i,-0.0043671-0.003147i,-0.0035596-0.0010803i,-0.0009189+0.001078i,0.0023122+0.0022513i,0.0028008+0.0017861i,0.0021288+0.00038379i,0.002035+0.00018375i,0.001993+0.00059264i,0.0010863+0.00049234i,0.00040048+4.0139e-05i,0.00076422+7.4152e-05i,0.00056435+1.8056e-05i
-0.0013943-0.0019531i,-9.5398e-06-0.0044381i,0.0016414-0.0060679i,0.0037012-0.0061022i,0.0036897-0.0050151i,0.0013504-0.0047641i,-9.776e-05-0.0062733i,0.00039091-0.0077496i,0.00082292-0.0070046i,0.00063938-0.0049495i,-2.8741e-06-0.0028928i,4.3367e-05-0.00061749i,0.0010425+0.00075882i,0.0010448+0.00037166i,0.00083435-0.00077557i,0.00031351-0.001675i,0.00019356-0.0021752i,0.0012553-0.0020537i,0.0013292-0.0010136i,0.002103-0.00031391i,0.0034103-3.4281e-05i,0.0032925+0.00044054i,0.0019625+4.8659e-05i
0.0030096-0.0010083i,0.0063104+0.00069881i,0.0082221+0.00066713i,0.0080798-0.0027044i,0.0051163-0.0051078i,0.0018619-0.0053552i,0.0018009-0.0054363i,0.0026738-0.0052764i,0.0029326-0.0038432i,0.001738-0.0020679i,-0.001935-0.0016978i,-0.0056561-0.00092587i,-0.0072248-0.0011001i,-0.0060515-0.0028493i,-0.0038825-0.0036494i,-0.0023276-0.0028946i,-0.0014782-0.0020533i,-0.00062539-0.0016677i,-0.0010072-0.00087622i,-0.0019517-0.0002782i,-0.0016259-0.00024101i,-1.7065e-05+7.3734e-05i,0.0010338+0.00082425i
-0.00094854+0.0031173i,-0.00068868+0.0037183i,0.0020832+0.0037381i,0.0061454+0.0005627i,0.0056359-0.0045338i,0.0019588-0.0062389i,0.0014545-0.0058327i,0.0038377-0.0047416i,0.0067558-0.0028922i,0.0083329-0.002279i,0.0063165-0.0019667i,0.0027601-0.0003827i,-0.000415+0.0005045i,-0.0034728+0.001075i,-0.004991+0.0010735i,-0.005433+0.0016843i,-0.0038361+0.0025229i,-0.0020267+0.002398i,-0.00090921+0.0017712i,0.00081551+0.0009985i,0.0015523-0.00031281i,0.0018107-0.001433i,0.0023573-0.0017635i
0.00068402-0.0010441i,0.0019924-0.0038925i,0.0043545-0.0057745i,0.0067522-0.0067i,0.0059644-0.0076079i,0.0025208-0.0076252i,0.0019518-0.0060562i,0.0041921-0.0035651i,0.0059886-0.0013137i,0.0054725-0.0010171i,0.0022899-0.0015946i,-0.0018761-0.0013904i,-0.003867-0.0015579i,-0.003801-0.00080788i,-0.0023412+0.0010054i,-0.00088273+0.0012258i,3.3996e-05+0.001218i,0.00023591+0.0017928i,0.00021886+0.0019835i,-4.3004e-05+0.0018865i,-0.00043212+0.0015894i,-0.00063464+0.00080037i,-0.0003346+0.00013818i
0.0014256+0.00028613i,0.0029485+0.0011145i,0.0041349-0.00087299i,0.0046205-0.0040202i,0.0044633-0.0044819i,0.0025807-0.0030948i,0.0012059-0.0011586i,0.0012756+0.00086823i,0.0020581+0.002115i,0.0019501+0.0016953i,0.0006265-0.0011466i,0.00011502-0.0031685i,0.0012196-0.0028487i,0.0023308-0.0020569i,0.0021936-0.00057524i,0.0016159+0.0016227i,0.0014726+0.0033198i,0.0016607+0.0029813i,0.0017792+0.0014528i,0.0013447+0.00053712i,0.00065221+5.1603e-05i,4.0147e-05-0.00011765i,-0.00036821-0.00027082i
-0.0020125+0.0026192i,-0.0016049+0.0013102i,0.0039626-0.0013928i,0.0087801-0.0036996i,0.0070857-0.0044834i,0.0026299-0.0043004i,0.0013895-0.0019757i,0.0012699+0.001849i,0.00093107+0.0056203i,0.0017852+0.0065336i,0.0016607+0.0031197i,-0.00067962-0.00062068i,-0.0020209-0.0024441i,-0.00070942-0.0034727i,0.0001098-0.0038687i,-0.00039546-0.003496i,-0.00084602-0.002055i,-0.0012597-0.0010333i,-0.0013392-0.00020674i,-0.0011533+0.00098315i,-0.00062418+0.0010518i,0.00010761+0.0007342i,0.0013769+0.001492i
0.0011237-0.0031603i,0.0029251-0.0020041i,0.0037903-0.00070642i,0.0053314-0.0011804i,0.0047044-0.0030719i,0.0021088-0.0033782i,0.00047853-0.0016205i,-9.2529e-05+0.0013558i,0.00023093+0.0039677i,0.0019522+0.0045745i,0.0039307+0.0023525i,0.0047409-0.00037217i,0.0036898-0.0019686i,0.0013672-0.0028527i,-0.00092372-0.0022837i,-0.0021153-0.0014059i,-0.0020246-0.0014566i,-0.0011795-0.0013621i,-0.00049037-0.00021012i,0.00043732+0.00032221i,0.00055355-0.00036999i,0.00069821-0.0005135i,0.0011368-0.00035333i
0.0028267+0.001394i,0.002532+0.0013914i,0.0037285-0.0013668i,0.0047902-0.0031387i,0.0025543-0.0034687i,-0.001684-0.0034974i,-0.0030251-0.0017981i,-0.0029182+0.00075334i,-0.002467+0.0021837i,-0.0016436+0.0018914i,-0.0004624+0.00058683i,0.00046277-0.0006281i,0.0010898-0.00027902i,0.00050614-0.00044468i,-0.001237-0.0017302i,-0.0024737-0.001595i,-0.0032034-0.00060978i,-0.002274-0.00047849i,-9.1002e-05-0.00028049i,0.00065853+0.00048914i,-5.1566e-05+0.00038372i,-0.00046872+6.0837e-06i,-0.00032203-0.00021726i
-0.0010823-0.0010428i,-0.00057955-0.0009908i,0.0021731-0.0017468i,0.0053941-0.0037095i,0.0048395-0.0040814i,0.0016328-0.0031319i,-0.0020859-0.0016058i,-0.0046528+0.00019297i,-0.0045407+0.0012674i,-0.0035982+0.001891i,-0.0019856+0.0029463i,0.0014703+0.0027778i,0.0045716+0.0014605i,0.0054158+0.0011141i,0.0042094+0.001568i,0.0016512+0.0013622i,0.0001268+0.00021304i,0.00041001-0.00045427i,0.00050664-9.1111e-05i,-0.00019774+0.00037697i,-0.00080001+0.00081683i,-0.00084682+0.0014207i,-0.0012347+0.0006411i
0.0042748-0.0023904i,0.0051999-0.0010323i,0.0043593-0.0014215i,0.0031957-0.0018836i,2.8775e-06-0.001756i,-0.0034254-0.00073158i,-0.0042018+0.00026492i,-0.0048404+0.00070608i,-0.006036+0.001049i,-0.0055988+0.0019027i,-0.0041124+0.0031947i,-0.0021595+0.004359i,0.0012948+0.0040603i,0.0035657+0.0022854i,0.002671-0.00010243i,0.0010753-0.0015712i,0.00034549-0.0015329i,0.00011118-0.00082299i,-0.00012427-0.00026777i,-0.00030829+0.00040927i,-0.00097268+0.0010914i,-0.0014227+0.0014506i,-0.00070446+0.0014182i
0.0023408-0.00039538i,0.0023082+0.00091866i,0.003653+0.00043708i,0.0041864-0.0013979i,0.002769-0.0028444i,0.00060434-0.0021853i,-0.0018817-0.0016386i,-0.0039081-0.0017482i,-0.0045529-0.0012661i,-0.0027517-0.00023824i,-0.0002866+0.0006457i,0.0015893+0.001464i,0.0030707+0.0017795i,0.0043025+0.0014046i,0.0045366-0.00064395i,0.003133-0.0025837i,0.0014468-0.002516i,9.3188e-05-0.0014324i,-0.00032822-0.001125i,0.0011089-0.00089876i,0.0018771-0.0012074i,0.001585-0.0011875i,0.0017527+0.00068562i
0.00070891-0.0011848i,-0.00042014-0.0016081i,-0.0011045-0.0031322i,-0.00053175-0.0035233i,-0.00037123-0.0037243i,-0.0024725-0.0046631i,-0.0041059-0.0045065i,-0.0041134-0.003994i,-0.0032334-0.0035237i,-0.003037-0.0012925i,-0.0035055+0.0010959i,-0.002977+0.0026292i,-0.0015269+0.0031443i,-0.0013587+0.002574i,-0.002042+0.00094177i,-0.0018191-0.0015424i,-0.00099346-0.0026897i,-0.000577-0.0019145i,-0.00048353-0.000834i,-0.00051758-0.00020449i,-0.0011114+0.00016982i,-0.00014798-1.0147e-05i,0.0011818-0.0011462i
0.0032516-0.0012341i,0.0061236-0.00068125i,0.0093533-0.0027743i,0.0081335-0.0051183i,0.0032139-0.0058932i,-0.00074543-0.0043642i,-0.0026914-0.0034523i,-0.0029893-0.0046035i,-0.0027629-0.0042774i,-0.0033502-0.0025661i,-0.0038745-0.0010917i,-0.0026891+0.0010931i,-0.0015787+0.0030966i,-0.0015785+0.0037745i,-0.0014966+0.0027645i,-0.00022275+0.00033501i,0.00045281-0.00090555i,-0.00043316+0.00010493i,-0.00032843+0.00038678i,0.00026249-0.0007196i,0.00042966-0.00097984i,-0.00024496-0.00072074i,-0.0013474-4.5278e-05i
-0.0012837+0.00097314i,-0.0016309-0.00055896i,0.00039764-0.0024875i,0.0022883-0.004823i,0.0017294-0.0066994i,-0.0010244-0.0057469i,-0.0022496-0.0043978i,-0.0027687-0.0045939i,-0.002826-0.0043708i,-0.0027628-0.0022068i,-0.0035663+0.00038541i,-0.0043503+0.0023291i,-0.0045108+0.0035386i,-0.0031474+0.003477i,-0.0014734+0.0034278i,-0.00045141+0.0028428i,0.00016893+0.0022955i,9.232e-05+0.0021963i,-0.00098447+0.0016118i,-0.0013944+0.00065031i,-0.00073632+9.4697e-06i,0.00011552-0.00041765i,0.00028284-0.00055541i
-0.0010942-0.0008685i,0.00059598-0.0017816i,0.0026804-0.0021794i,0.0038304-0.0029129i,0.0022072-0.0044686i,-0.00080682-0.0041829i,-0.0025747-0.0031113i,-0.0024726-0.0040743i,-0.0021799-0.0041783i,-0.0018325-0.0031405i,-0.0018143-0.002668i,-0.0021877-0.0019532i,-0.0015999-0.0010836i,0.0002371-0.00040786i,0.00089681-0.00022374i,0.00071166-0.00042438i,0.00038424-0.00069713i,0.0006882-0.0010782i,0.0014534-0.00077579i,0.0010754-0.0010726i,-8.1224e-05-0.0013572i,-0.00039501-0.0012112i,-0.00015721-0.00051852i
-0.00072112+0.00065629i,0.003792+0.0014082i,0.0078571+5.8774e-05i,0.0095466-0.0028141i,0.0056553-0.0045465i,0.00021698-0.0038346i,-0.002162-0.0034567i,-0.0017518-0.0037177i,-0.00099523-0.0025863i,-0.0011443-0.0021288i,-0.0022206-0.0028434i,-0.0031988-0.0022331i,-0.0031406-0.001473i,-0.0038589-0.0014997i,-0.0038459-0.001615i,-0.0022306-0.0013283i,-0.0009181-0.00081568i,-0.00084413+8.3369e-05i,-0.00062379+0.00022808i,0.0011345-0.00055779i,0.0017262-0.00017774i,0.0011935+0.00090068i,0.00072705+0.00061876i
0.00083403+0.00041935i,0.0014512-7.353e-05i,0.00343-0.0022562i,0.005409-0.0063221i,0.0044684-0.0093645i,4.5967e-05-0.010204i,-0.0023811-0.0081721i,-0.0012233-0.0054116i,0.00069842-0.0038558i,0.0010936-0.0035118i,0.0003885-0.0034259i,-0.00082385-0.002395i,-0.0017478-0.0013585i,-0.0021621-0.0012426i,-0.0019391-0.00086448i,-0.0019441-0.00045453i,-0.0021901-0.00095682i,-0.0019393-0.0010928i,-0.0013167-0.00068458i,-0.0012573-8.176e-05i,-0.0016045+0.00026699i,-0.00061353-0.00022353i,0.00061179-0.00072542i
-0.00024131+0.0008892i,0.001674+0.0010765i,0.0048796+0.00031589i,0.0076516-0.0013318i,0.0050751-0.0039705i,-0.0005882-0.0054227i,-0.0028245-0.0050264i,-0.0010402-0.0039249i,0.0013759-0.0027055i,0.0023478-0.0021191i,0.0014742-0.0020318i,-7.1258e-05-0.00040991i,-0.0011889+0.00057648i,-0.0021237+0.00018885i,-0.0023617+0.00078954i,-0.0022892+0.0012399i,-0.0018058+0.0010312i,-0.00078081+0.0012653i,-0.00049604+0.00094843i,-0.00043709+0.00014484i,-4.8649e-05+8.4621e-05i,0.00059527+0.00018895i,0.00018078-0.0005413i
0.00053342+0.00074196i,0.003262+0.00053492i,0.007763-0.0015176i,0.0092797-0.0045345i,0.0059544-0.0060271i,0.0011096-0.005739i,-0.00098554-0.0053115i,-0.00067332-0.003989i,0.00072466-0.0016903i,0.0026898-0.0010535i,0.0026516-0.0015354i,0.00071359-0.0015164i,0.00039381-0.0010573i,0.0010543-0.00073037i,0.0002426-0.00042532i,-0.00039681-0.00073417i,-0.00070937-0.0011196i,-0.00065891-0.00073111i,0.00031035-0.00068719i,0.00034309-0.00093525i,0.00035287-0.00052626i,0.00041676+0.00029844i,0.00077253+0.00052547i
