-0.001107+0.00047447i,0.00048275-0.00060899i,-5.1431e-05+0.0017254i,0.00032187+0.0039404i,0.0012299+0.0037908i,0.00092655+0.0023507i,0.00093051+0.00022491i,0.0011172-0.00085089i,0.0012123+0.00010514i,0.00085695+0.00057026i,0.00026458+0.00056417i,-3.5244e-06+2.2514e-05i,-0.00037051-0.00085521i,-0.00069511-0.0011628i,-0.00061509-0.00098289i,-0.00068592-0.00041723i,6.5782e-05+4.6062e-05i,0.00078181+0.00024411i,0.00039263+8.9039e-05i,0.0010117+9.6047e-05i,0.00087005-0.0002971i,-0.00011578-0.00065278i,1.6941e-05-0.00055795i
-0.00071064-5.67e-05i,-0.00084276+0.00079471i,0.00031572+0.0017418i,0.0019521+0.0024724i,0.0028458+0.0022095i,0.0023711+0.00018327i,0.0011461-0.0011219i,-0.00016486-0.00082457i,-0.0010117-0.0006701i,-0.0010082-0.0005597i,-0.00031604-0.00081389i,0.00049958-0.00094281i,0.00032077-0.00041484i,0.00010159-0.00010502i,-0.00039726+0.00038339i,-0.00013088+0.00051813i,0.00032603+0.00016775i,6.7584e-05+0.00031695i,0.00020528+0.00023603i,5.7781e-05+0.00029985i,3.3763e-05-0.00014583i,-0.00011158-0.00040728i,-0.00025163+0.00045894i
0.00091108-0.00058385i,0.0009233+0.0015038i,0.00011548+0.0031603i,0.0017585+0.004489i,0.0032365+0.0032919i,0.0030868+0.00054066i,0.0022282-0.00082811i,0.0007104-0.0011239i,0.00029302-0.00099412i,0.00074232-0.0010561i,0.00016267-0.0008346i,-0.00061079-0.00060234i,-0.00061611-0.00087345i,-7.7822e-06-0.00051306i,0.00077964+0.00033729i,0.00038484-0.0001995i,0.00057325-0.00135i,0.00098288-0.0011722i,0.00043599-0.00099869i,-0.00030628-0.0010002i,-5.8654e-05-0.00055201i,6.3196e-05+0.00079644i,-0.00058547+0.0011418i
0.00041438-0.00011907i,0.0007727+0.00078181i,0.0010732+0.0023201i,0.0020256+0.0040748i,0.0029095+0.0035446i,0.002552+0.0017875i,0.0016844-0.00017545i,0.00094932-0.0012126i,0.00034783-0.0009715i,9.041e-05-0.00041771i,9.9286e-05+0.00017719i,0.00032882+4.334e-07i,0.00088851-0.00051316i,0.0011694-5.245e-05i,0.0012097+0.00051921i,0.00089897+0.00061437i,8.3062e-05+0.00010513i,-8.6367e-05-7.5353e-06i,0.00057456+0.00051971i,0.00075828+0.0007217i,-0.00033624+0.00039783i,-0.00055478-2.4071e-05i,-0.00028303+5.2952e-05i
0.00011297+0.00085476i,0.00056066+0.00122i,0.0014869+0.0028233i,0.0020881+0.0052585i,0.0028242+0.0041231i,0.0032851+0.00038163i,0.0022495-0.0016334i,0.001226-0.00064967i,0.00065463+0.00042676i,0.00014732+0.00046415i,0.00012364+1.9274e-05i,-0.00017017-0.00075984i,-0.00039574-0.00035578i,-0.00031062+0.0002413i,-0.00035233+6.8445e-05i,-4.1953e-05-0.00021381i,0.00058949-0.00018718i,0.00047224-0.00014393i,0.00029924-0.00035282i,4.5219e-05-0.00092049i,-0.00035204-0.0015219i,-0.00035195-0.0011371i,0.00017217-0.00015104i
-0.00039106+0.00011901i,-0.00060602+0.0011661i,-0.00034718+0.002302i,0.00090526+0.0036752i,0.0023777+0.0030397i,0.0027732+0.00024848i,0.0018802-0.00091652i,0.001091-0.00090141i,0.0010416+2.5145e-05i,0.00060595+0.0012659i,-4.4337e-05+0.00026026i,6.61e-05-0.00052675i,0.00021842-0.00045509i,0.00061806+5.3738e-05i,0.0011258+0.0002187i,0.0014261-4.7559e-05i,0.000906-0.0002331i,-0.00011389-0.00015421i,5.1414e-05+3.2448e-05i,0.000454+0.00018031i,0.00070657+0.00016137i,0.0012051+0.00030557i,0.00010546+0.00051449i
0.0004229+0.0010854i,-0.00010946+0.00082057i,0.00024563+0.0010031i,0.0011308+0.0016644i,0.0019446+0.0018357i,0.0021325+0.00036505i,0.0015013-0.0010406i,0.0010088-0.0016575i,0.00072171-0.0010253i,0.00039743+0.00016178i,-0.0003116+0.0002913i,-0.00105-0.00031929i,-0.0011667-0.0010501i,-0.00076069-0.0010575i,-0.00014439-0.00023527i,-0.00013593-0.00069544i,-0.00070355-0.0010662i,-0.00095125-0.00063694i,-0.0011093+0.00027094i,-0.00072837+0.0011548i,-0.00018736+0.00092545i,-0.00024331+0.00032529i,-0.00066085+7.0337e-05i
-0.00092556+0.00040948i,-0.00020648+0.0012256i,0.0015409+0.0032585i,0.0028396+0.0034699i,0.003008+0.0012683i,0.0022994-2.2836e-05i,0.0013852-0.00075813i,0.00079627-0.0016009i,0.00092085-0.00151i,0.0008675-0.00069311i,-0.00039359-0.00059886i,-0.00047769-0.00024248i,0.00015413+0.00078172i,-9.9537e-05+0.0007658i,0.00037918+0.00016621i,0.00025854-0.00028946i,5.1511e-05-0.00042868i,0.00039343-0.00045465i,0.00051677-0.00084992i,0.00028542-0.00072703i,-8.3476e-05-0.00024642i,0.00017735-0.00016157i,0.00083836-6.6895e-05i
-0.00098307+0.00086067i,0.00069184+0.0012275i,0.0017912+0.0011258i,0.0026579+0.0023716i,0.0033621+0.0030466i,0.0029615+0.0012509i,0.0014294-0.00036129i,0.00051056-0.00097495i,0.00036769-0.00073741i,-0.00020971-0.00071606i,-0.00043915-0.00039768i,-0.00020741+0.00014122i,-0.00029161+0.00054926i,-0.00027773+0.00067028i,-0.00015248+0.00016846i,0.00062943-0.0010075i,0.00076454-0.0014617i,0.00029951-0.00067315i,0.00024322-0.00033445i,4.708e-05-0.00018451i,0.0003318+0.0002206i,-0.00017146+0.0004146i,-0.00033698+0.00049934i
-0.00068187-0.00012077i,0.00041014+0.0020427i,0.00024952+0.0047853i,0.0016899+0.0059092i,0.002747+0.0046933i,0.0030461+0.0012432i,0.0024354-0.0011897i,0.001358-0.0010161i,0.00045695-0.0001821i,-0.00036779+0.00047915i,-0.00016441+0.00020233i,9.0094e-05-0.00066155i,0.00020507-0.00089233i,0.00083054-0.0011309i,0.0011322-0.00099845i,0.00050238-0.00026117i,0.00032229-0.0001349i,0.00091687-0.00039337i,0.00069533-0.00045618i,0.00037068-0.0007454i,5.8381e-05-0.00087775i,-0.00039461-0.00014106i,-5.0283e-05+6.6681e-05i
-0.0011112-0.0016241i,-0.00073005-0.0011301i,-0.00042392+0.002229i,0.00067037+0.0050533i,0.0019424+0.0039825i,0.0029243+0.0011378i,0.0021975-0.00034155i,0.00091706-0.00081433i,0.00057114-0.00104i,0.00076661-0.00043958i,0.00044439+2.4066e-05i,-0.00014535+0.00026491i,-0.00054143-7.9959e-05i,-0.00034679-0.00045983i,-0.00021771-0.00012747i,-0.00049506-0.00016106i,-0.0010413-0.0004816i,-0.0009766-0.00070554i,-0.00082974-0.00039188i,-0.00044254+0.00019223i,0.00042293-5.2707e-05i,0.00061089+4.8256e-05i,0.00038418+9.2999e-05i
-0.00010033+0.00053717i,0.00073575+0.0021678i,0.0014665+0.0035313i,0.0022845+0.0043235i,0.0025998+0.0033155i,0.0020434+0.00011136i,0.0016587-0.0021616i,0.0014605-0.0016596i,0.00069064-0.00062526i,9.8951e-05-0.00035668i,0.00028867-0.00079227i,0.0002809-0.0015141i,0.00069235-0.0012243i,0.00087703-0.00027027i,0.0011629+0.00028849i,0.0010111+0.00022809i,0.0004695-0.00022542i,0.00017688-0.0007009i,0.00027095-0.00047111i,0.0002941-0.00036388i,-0.00011278-7.2785e-05i,-0.00036254+0.00030433i,0.00013893-5.4627e-05i
-0.0006206+6.181e-05i,-0.00094904+0.001674i,-0.0012442+0.003565i,7.621e-05+0.0048664i,0.0013821+0.0034295i,0.0023378+0.00047879i,0.0024575-0.00055368i,0.0015184-0.00084056i,0.00032265-0.00064091i,-0.00027936-0.0002049i,7.4117e-05-0.00063054i,-0.0001842-0.00037319i,-0.00060569+0.00013593i,-0.00029324-0.00022473i,-9.8398e-05-0.00068409i,0.00047217-0.00071341i,0.00076611-0.00097155i,0.00085619-0.00042942i,0.00085566+0.00017253i,0.00086683-0.00020288i,0.00067888+0.00048133i,0.00059542+0.0012371i,0.0003377+0.00085317i
-0.00077296+0.00051916i,-7.4124e-05+0.00050408i,0.0011117+0.0028277i,0.0018116+0.0044294i,0.0017507+0.0025326i,0.0015447-0.00036064i,0.00073742-0.0011398i,1.2633e-05-0.0012573i,-0.00066737-0.00059615i,-0.00039691+0.00013534i,0.00021965-0.0001944i,5.4444e-06-0.00027355i,3.876e-05-0.00027818i,0.000231+8.8295e-05i,0.00021681-1.4407e-05i,0.00039295-8.4569e-06i,9.8007e-05+0.00020293i,-0.00077318+0.00014397i,-0.0012751-1.6227e-05i,-0.0010548-0.00035055i,-0.00061437-0.0002236i,-0.00115-9.0863e-05i,-0.0012584-0.00086565i
-9.24e-05+0.00012117i,5.8275e-05+0.00094652i,-0.00031213+0.0022371i,0.00041172+0.0037792i,0.0017231+0.0025694i,0.0020804+0.00069005i,0.002573+0.00011955i,0.0023639+0.00040118i,0.0011521-0.00029482i,-0.00054066-0.00080158i,-0.00095147-0.0004882i,-0.00032088-0.00017256i,0.00076039-0.00012111i,0.0010363+5.6854e-06i,0.00029455+0.00066152i,0.00065143+0.0010803i,0.00069358+0.0005266i,-0.00043291+0.0007103i,-0.0012773+0.0015063i,-0.0012246+0.00082699i,-0.00042551+0.00011757i,-0.00033173+0.00040618i,-0.00065584+0.00075975i
-0.0013401+0.00018663i,-0.00077153+0.0012104i,0.00010398+0.0028342i,0.0012129+0.0042163i,0.0028125+0.003662i,0.0033289+0.0018166i,0.0018496+5.5315e-05i,0.00030885-0.0017817i,0.00024145-0.0020041i,0.00047834-0.00085175i,0.00074127+8.7485e-05i,0.00061426+0.00014418i,-5.9276e-05-0.00027454i,-0.00019155-0.00055265i,-0.00017693-0.00035172i,0.00021993-3.3328e-05i,0.00080016-0.00028877i,0.00057166-0.00042703i,0.00020406-0.00025174i,-6.2712e-05+9.2971e-05i,-0.0007299+0.00094661i,-0.0012852+0.0015961i,-0.0013891+0.0011679i
0.00013063+0.00089239i,0.00038232+0.0012969i,0.00048111+0.0026378i,0.0015804+0.0049826i,0.0023137+0.0054068i,0.0025214+0.0028096i,0.0024175+1.2106e-05i,0.0013651-0.0013025i,0.00024657-0.00095525i,-0.00016304-1.8554e-05i,7.4816e-05-0.0003045i,0.00022005-0.00059i,-0.00045649+0.00047389i,-0.0004958+0.00044356i,-0.00041368-0.00089409i,-0.00045746-0.0010372i,-0.00025141-0.00025083i,-0.00027354-0.00012484i,-0.00020667-9.9909e-05i,6.3637e-05+0.00030773i,6.3804e-05-7.1573e-05i,0.0003307-0.00038187i,0.00048955-0.00027128i
-0.00070663+0.00013694i,-0.0012469+0.00016503i,-0.0013612+0.0013197i,-0.0004382+0.0028324i,0.00070387+0.0031147i,0.00095989+0.0014069i,0.00021649-0.0004479i,-0.0001329-0.0010232i,0.00030311-0.00038127i,-7.2323e-05+9.3366e-05i,-0.00013657-0.00014645i,0.00013756-0.00055718i,0.00092146-0.00042638i,0.00086207+2.5689e-05i,0.00041379+0.00038179i,-4.3097e-05-2.6705e-05i,0.00020656-0.00021645i,0.0010052-0.00013214i,0.00073064-0.00022384i,-0.00028025-0.00029195i,-0.00055079-0.00018583i,-0.00017033-0.00018312i,0.00019863-0.00021687i
5.8585e-05-0.00098244i,0.0010629-0.00055989i,0.0012989+0.0016502i,0.0025253+0.0040363i,0.0026431+0.0038181i,0.0018757+0.0013942i,0.0017742-0.00045719i,0.0012168-0.00078522i,0.00077947-0.00060057i,0.00047024-0.00041801i,0.0001897+3.5042e-05i,-0.00037328-0.00023298i,-0.00011344-0.00063525i,0.0010569-0.00034772i,0.0005626-0.00060352i,0.00062501-0.00076374i,0.0013935-0.00070056i,0.0011574-0.00061377i,0.00052362-0.00052507i,0.00027136-5.4409e-05i,-5.1778e-05+0.00069011i,-0.00052432+0.00050778i,0.00010904+0.00011777i
-0.00034095+0.0010494i,0.00063925+0.0013946i,0.0015084+0.0032417i,0.002221+0.0042859i,0.002721+0.0032444i,0.0030775+0.00037441i,0.0024437-0.0008153i,0.0011-0.00048664i,0.00049219-0.0002056i,0.00046397+6.4218e-05i,5.8809e-05-0.00013331i,-0.00047762-0.00038991i,-0.0008874-0.0002693i,-0.0011559-8.0814e-05i,-0.0011656-0.00062564i,-0.00038776-0.00078563i,1.7425e-05-6.6777e-05i,-0.00068591+5.4338e-05i,-0.00097342+9.6142e-05i,-0.00031053+0.00018218i,0.00065749-0.00015515i,0.00048131-0.00040426i,-0.00028193+0.00015108i
-0.0011187+0.00055615i,-0.00142+0.00071845i,-0.00072222+0.0021584i,0.0015829+0.0034895i,0.0036651+0.001935i,0.0028895-0.00045653i,0.0015986-0.0013521i,0.0016117-0.00081733i,0.0011701+1.8259e-07i,0.00065448+4.7135e-05i,0.00042628-1.0955e-05i,-8.9156e-05+0.00024497i,-0.00042084+0.00027459i,0.00012396+0.0001796i,0.00030477+0.00023944i,5.0159e-05-0.00040089i,0.00053199-0.00082962i,0.00039675-0.0004088i,0.00036062-0.00016252i,0.00072955-0.00033569i,0.00012457+0.00013448i,-0.00082806-5.9155e-06i,-0.00097667-7.6062e-05i
-0.00040148+0.00026184i,0.00095892-0.0001489i,0.0015664+0.0024786i,0.0018867+0.0043876i,0.0027164+0.0039736i,0.003061+0.0019233i,0.0018687-0.00010037i,0.00079836-0.0007478i,0.00065429-0.00068776i,-0.00033834-0.00016008i,-0.00058013-0.00045944i,-0.00024721-0.00057994i,-0.00035175+5.0071e-05i,-0.00062141+0.00023441i,-0.00093973+0.00031842i,-0.00056603+0.00028176i,-0.00046389+7.824e-05i,-0.00045838+0.00029094i,-0.00013682+0.00034046i,-9.5995e-05+0.00039246i,-0.00041708+0.00051138i,-0.00011044+0.00028474i,0.00035997+0.00011985i
-0.0003096+0.00077627i,-3.8032e-05+0.0011513i,0.00069807+0.0025776i,0.00097669+0.0045863i,0.0019045+0.0047441i,0.0030233+0.0020099i,0.0027273+3.0668e-05i,0.00086621-0.00061461i,6.1869e-05-0.00078151i,8.2924e-05-0.00082747i,-0.00028286-0.00041455i,-0.00072945-0.00026538i,-0.00072335-7.4575e-05i,-0.00065909+0.00023165i,-1.7336e-05-0.00014385i,0.0011818-0.00029943i,0.0011692-0.00025525i,0.00014717-0.00013608i,-0.00060978+8.4819e-05i,-0.00037112-4.1107e-05i,-0.00015998-8.3733e-05i,0.00039938+0.00043648i,0.00025353+0.00072421i
0.0005193-0.00098698i,0.00040067+0.00018755i,-0.00042774+0.0019727i,-0.00077608+0.0040616i,0.00039451+0.0048785i,0.0015713+0.0027085i,0.001381+0.00071877i,0.0010228+5.3821e-05i,0.000831-0.00048173i,0.00012054-0.00063602i,-0.00046852+0.00017444i,-0.00081271+0.00048864i,-0.00043898+0.00063297i,-0.0005519+0.00027452i,-0.0010804-0.00039618i,-0.00065285-0.00088535i,-0.00063113-0.0011317i,-4.2991e-05-0.00062231i,0.00064262-0.00023673i,0.00081175-1.1758e-05i,0.0011006-7.4001e-05i,0.0010106-0.00035949i,0.0002156-0.00038329i
-0.00081096+0.00022748i,-0.00092723-0.00051936i,-0.00068417+0.00012369i,0.00082994+0.0019951i,0.0021967+0.0035176i,0.0019077+0.0022063i,0.00093487+0.00021631i,0.00010671+0.00025314i,-7.7214e-05+0.00047768i,0.00056832+0.0010056i,0.00081533+0.0013754i,0.00072778+0.00029401i,0.00042235-0.00064177i,0.00023051-0.00060376i,7.613e-05-0.00016941i,-0.00092962+2.3937e-05i,-0.0010725-0.00045492i,9.926e-05-0.0010767i,0.00062629-0.00079519i,7.4695e-06+4.4836e-05i,-0.00085611+0.00030196i,-0.00063685-0.00035183i,8.0555e-06+0.00012639i
-0.0003744+0.0013905i,0.0012242+0.0016816i,0.002937+0.0029346i,0.0039011+0.0035101i,0.0038285+0.0027272i,0.0031392+0.00069741i,0.0021945-0.00059458i,0.00057145-0.00047087i,-0.00012219-0.00072009i,0.00054408-0.00051455i,0.00083036-8.8656e-05i,-6.9646e-05-0.00027576i,-0.0013908-0.00045644i,-0.0010046-0.00053125i,0.00014816-0.00012919i,0.0002436+0.00035044i,0.00021669-5.6958e-06i,0.00027541-9.1073e-05i,-0.00022214+0.00012381i,-0.0006847-0.00012773i,-0.00026615+0.00025717i,-0.00016389-4.4362e-05i,-5.2113e-05-0.00034395i
-0.0018022+9.9358e-05i,-0.0031013+0.00144i,-0.0020076+0.0032206i,0.00027169+0.0033859i,0.0019131+0.0020545i,0.0020714+0.00050215i,0.0008595-0.00037574i,-0.00029677-0.00073218i,-0.00058032-0.00010206i,-0.00082682+0.00033185i,-0.0011572-0.00014927i,-0.00051393-0.00035797i,-6.7658e-05+0.00019527i,3.337e-05+0.000115i,0.00010568-0.00051884i,0.00028977-0.00032984i,8.5338e-05-5.3041e-05i,-0.00024862-0.00048637i,8.2022e-06-0.00052644i,0.00051097+0.00028102i,0.00038151+0.00094512i,0.00025247+0.00078883i,0.00090383+0.00020427i
0.00079117-0.0011683i,0.001478-0.00052252i,0.0010563+0.0017366i,0.0018008+0.004059i,0.0023131+0.0039276i,0.0023269+0.0015059i,0.0021361-0.00059829i,0.001501-0.0011422i,0.00054277-0.0014379i,-0.00085955-0.00086144i,-0.00085928-0.00036789i,3.4052e-06-0.00081816i,0.00034419-0.0012102i,0.00051137-0.00099359i,0.00055712-0.00090575i,0.00021616-0.00066576i,0.00053305+2.8794e-05i,0.00081314+0.00033339i,-0.00037294+0.00015513i,-0.0010783+0.00023739i,-0.00031783+0.0002188i,0.0004106-5.7013e-05i,0.0004706-0.00021612i
0.0024322+0.00067465i,0.0020634+0.0028454i,0.0012509+0.0030669i,0.00039377+0.0032979i,0.00068122+0.0019513i,0.00052368+0.0010717i,0.00088567+0.00051687i,0.0016706-0.00079733i,0.00056995-0.0011055i,-0.0009567-0.00038172i,-0.0003075-0.00017802i,0.00028443+0.00021333i,-0.00057512+0.00064571i,-0.00022882+0.00054837i,0.00045989+0.00033166i,0.00016111+0.00013306i,-0.00025086-0.00051076i,-0.00079379-0.00071989i,-0.00099692+8.8167e-05i,-0.0003971-0.00027977i,0.00057784-0.0006502i,0.00058951-2.8412e-05i,0.00024988-0.00042932i
-0.00054067+0.00015438i,-0.0015292+0.0014249i,-0.00082787+0.0024437i,0.00058932+0.0025161i,0.0021881+0.0013113i,0.0022276-0.00069635i,0.0019325-0.0010764i,0.0011423-0.00029987i,-0.00022428-0.00053517i,-9.7524e-05-0.00032629i,0.00029798+2.9758e-05i,-0.00068398-0.0007468i,-0.000807-0.00088583i,-8.5579e-05+0.00031772i,-0.00051192+0.00053243i,-0.0012405+0.00022974i,0.00022701+0.00011495i,0.0015208-0.00025349i,-8.2939e-05+0.00020371i,-0.00073214-3.5951e-05i,-0.00020805-0.00080027i,-0.00061071+7.5197e-05i,-0.00067157+0.00091176i
0.001928+0.00072959i,0.0020637+0.00057482i,0.0010105+0.0015467i,0.00021872+0.0028879i,0.00051937+0.0026122i,0.0009252+0.00099238i,0.00072427-0.00056278i,0.00053259-0.0012384i,0.00058963-0.0010036i,-0.00021503-0.00061402i,-0.00057496-0.0002737i,-0.0002011-0.00018301i,-0.00054898+0.00037296i,-0.00085254+0.00034882i,4.5403e-07+0.0003789i,0.00040281+0.00052183i,-1.0877e-05+7.4308e-05i,0.00063706-0.00026093i,0.001031-0.00037178i,-0.00027967-0.00051494i,-0.00018884-0.00039812i,0.00048943-0.0001445i,6.7533e-05+5.0969e-05i
0.0013347-0.00015621i,0.0012943+9.5198e-05i,0.00071698+0.0021929i,0.0014429+0.0035352i,0.002341+0.0026267i,0.0022928+0.0011046i,0.0015627-0.00037366i,0.0010021-0.00074776i,0.00031849-0.00030318i,-4.6113e-06-0.0013107i,-0.00011358-0.001917i,-0.00011191-0.00088083i,0.00043824+0.00010158i,0.00064659+0.00045632i,7.9527e-05+0.00013047i,-5.7289e-06-0.00057332i,-1.7746e-05-0.00094909i,0.00047042-0.00067167i,0.00053957+4.8559e-05i,-0.00033774+0.00061753i,6.9139e-06+0.000394i,0.00032867-0.00028068i,0.00075985+0.00039337i
-0.0015485-5.4748e-05i,-0.00099824+0.00059135i,-0.0011685+0.0024559i,7.231e-05+0.0044102i,0.0016844+0.0038575i,0.0035149+0.001027i,0.0034454-0.0011545i,0.0018332-0.0018189i,0.00025593-0.0015654i,0.00021229-0.00043206i,0.0005677+1.1193e-05i,-0.00030582-0.00061771i,-0.00053049-0.0010172i,-0.00020802-0.0011581i,0.00061831-0.00062782i,0.00018918+4.0632e-05i,-0.00064042+4.5553e-05i,-0.00011023+2.0314e-06i,-0.00010024+0.00039103i,-5.1343e-05+0.00028551i,-5.4499e-05-0.00030756i,-0.00020996-0.00080714i,-0.00018014-0.00083416i
-0.0021578+0.0004563i,-0.00099085+0.00098494i,0.0013148+0.0031968i,0.0024906+0.0039753i,0.0034414+0.0029705i,0.0035907+0.0014892i,0.0022332-0.00013003i,0.0011076-0.0011648i,0.00015876-0.00095661i,-0.00010709-0.00010115i,0.00053092-5.5902e-05i,0.00045156-0.00036888i,-0.00089325-0.00056848i,-0.001696-0.00089198i,-0.00078448-0.00089258i,0.00063811-0.00019847i,0.00039093-8.7377e-05i,-0.00062461-0.00066666i,-0.00055448-0.00058216i,-0.00021593+2.4122e-05i,0.00014786+0.00023008i,0.00035676+0.00011645i,0.00053205+0.00027027i
-0.00066651-0.00029583i,-0.00038046+0.00062435i,0.00023717+0.0023981i,0.0014997+0.0035458i,0.0021692+0.0028163i,0.0025072+0.00029503i,0.0020345-0.0012178i,0.00098771-0.00090109i,-4.133e-06+5.7209e-05i,-0.00098994+0.00016666i,-0.0006965+6.7537e-05i,-5.1368e-05-0.00030515i,-0.00025965-0.00048593i,-0.00046082+0.00038712i,0.00010644+0.0010071i,0.00041684-0.00018248i,0.00027267-0.00044769i,-0.00023706-0.00027884i,-0.00049443-0.00085807i,-0.00075479-0.00074494i,-0.00070259-0.00022736i,-0.00030056+1.0702e-05i,-0.00019751+0.00011199i
0.00030156+0.0011546i,-0.00045905+0.0016612i,0.00017729+0.0033106i,0.0025953+0.0040781i,0.0039791+0.0026122i,0.0023927+0.00041633i,0.00072919-0.00081822i,0.00046343-0.0012696i,-0.0005001-0.0014062i,-0.00030441-0.00078895i,0.00027383-0.00030144i,-0.00023514-0.0003786i,-0.00041466-0.00026957i,0.00015315+0.00020991i,0.0011656+0.00054989i,0.0014848+0.00075619i,0.00065831+0.00087473i,0.0001434+0.00049212i,-1.1359e-05-0.00053366i,-0.00011533-0.00080051i,-0.00025427-0.00071154i,-0.00031201+0.00015409i,-0.00019446+0.00083856i
0.0015619+0.00043192i,0.0023111+0.0010825i,0.0025304+0.0026277i,0.0021765+0.0047802i,0.0023939+0.0046706i,0.0021769+0.0020044i,0.001956-0.00018693i,0.0019073-0.00038344i,0.0013726-0.0015201i,0.0006177-0.0014922i,0.00018766-0.00060456i,0.00039714-0.00046487i,0.0008533+0.00025899i,0.00093179+0.00017386i,0.00072003-0.00041344i,0.00013962+0.0002858i,-0.00045822+0.00070332i,-0.00057987-1.845e-06i,-0.00040086-0.00086915i,-0.00050314-0.00092222i,-0.00012279-0.00033083i,0.00027244+0.00045147i,-9.5042e-05+0.00055942i
0.0013515-0.0004384i,0.00073372+0.0014145i,0.00019075+0.002099i,0.00023435+0.0029428i,0.00044444+0.0029551i,0.0011636+0.00065839i,0.0018915-0.00038055i,0.0019874-0.00027277i,0.00097634-0.00057158i,6.3588e-05-0.0015706i,0.00023268-0.00069342i,-0.00038349+0.00033263i,-0.00064947-0.00057819i,-0.000984-0.00094096i,-0.00078724-0.0011708i,0.00032639-0.00054893i,0.00056894+0.00010884i,0.0005303+0.00016137i,0.00060628+0.00017845i,0.00011597+0.00088768i,-0.00030124+0.00055817i,-0.00011006-0.00052513i,0.00032553-0.00016297i
-0.00033831+0.00038562i,-0.0012698+0.00030749i,-0.0017806+0.0021668i,-0.00045278+0.0045869i,0.0020306+0.0043685i,0.0032513+0.0016896i,0.002847+0.00013563i,0.0021956-0.00041517i,0.0011908-0.00058279i,-0.00015164-8.8556e-05i,-0.00035384-0.00021103i,0.00054852-0.0011815i,0.00048319-0.001185i,-0.00013086-0.00029835i,-0.00010996+0.00036387i,5.4295e-05+0.00045386i,-0.00058445+0.00031895i,-0.0011315-0.00068389i,-0.0009946-0.00078316i,-0.00054055+0.00014949i,0.00030296+0.00045559i,7.6594e-05+0.00023315i,-0.00054019+0.0001272i
0.00019983+0.0010871i,-0.00039565+0.0016218i,0.000265+0.0038996i,0.0016412+0.0059153i,0.0029202+0.0051206i,0.0035889+0.0019554i,0.0029985-0.00025699i,0.0016601-0.00096654i,0.00071007-0.0013104i,0.00068711-0.00073262i,0.0010014-0.00029957i,-0.00015924-0.00034321i,-0.00092461-0.00060536i,0.0002231-0.00087271i,0.00068095-0.00064714i,3.1352e-05-0.00059423i,-0.00016035-0.0011088i,0.00052478-0.00081619i,0.00067053-5.3723e-05i,6.1111e-05-0.00033498i,-4.2697e-05-0.00036884i,-0.00042273-4.5009e-05i,-0.00052347-0.00038879i
-0.00023976-0.00091942i,0.00027497+0.0007527i,0.00099673+0.0029311i,0.00089041+0.0037789i,0.0011977+0.0036236i,0.0020617+0.0023351i,0.0022374+0.0005896i,0.0015132-0.00079725i,0.00065751-0.001243i,2.3708e-05-0.00027633i,-0.00012898+0.00029173i,0.0001074-0.00042411i,3.5421e-05-0.00050514i,0.00033123-0.00033892i,0.00034866-0.0002749i,-0.00014559-0.0002409i,0.00045933-0.00024621i,0.00068401-0.00055772i,0.0005092-0.0010867i,0.00034065-0.00080395i,-0.00024444-0.00011968i,-0.00022858+0.00024364i,-0.00026869-0.00015685i
-0.00071316+0.00096366i,-0.00051675+0.001512i,0.00077416+0.0024514i,0.0014496+0.0032463i,0.0015351+0.0033861i,0.001217+0.0016438i,0.00068862-0.00033006i,0.0008215-0.00088647i,0.00017477-0.00061781i,-9.7791e-05-0.00037064i,0.00023741-0.00072102i,3.7911e-05-0.0013396i,-8.2525e-05-0.00020506i,-0.00038192+0.00052438i,-0.00049149-5.2233e-05i,-0.00022883+0.0001699i,-9.7896e-05+0.00051079i,-0.00036404+0.00046241i,-0.00066126+0.00054444i,-0.00056298+0.00062278i,0.00036925+0.00022274i,0.00079543-0.00018323i,-1.1807e-05+0.00040278i
-0.00013183+2.4369e-05i,-0.00036106-0.00016369i,2.9091e-05+0.00073507i,0.00091105+0.0014611i,0.0020273+0.00078385i,0.0016215-0.001241i,0.0013078-0.0023531i,0.0012214-0.0013537i,0.00061705-0.00067477i,9.167e-05-0.00085893i,-0.00018658-0.00068669i,-0.00087755-0.00025447i,-0.00031758-0.00022082i,0.00029355-1.0401e-05i,0.00025851+0.00088982i,0.00026282+0.00053774i,0.00024938-1.6595e-05i,-0.0007331+0.00033457i,-0.00075824+0.00013746i,0.00035812-0.00059967i,0.000393-0.00055082i,-8.4344e-05+0.00012811i,-9.6062e-05+0.00016807i
-0.0011684+0.00042332i,-0.00044306+0.0021986i,0.00039328+0.0045594i,0.0016611+0.0054505i,0.0024687+0.0044632i,0.0025062+0.0014649i,0.0020021-0.0010668i,0.0019975-0.0011848i,0.0013915-0.0002287i,0.00043622+0.00074377i,-0.00064043+0.00076704i,-0.0013676+0.0004278i,-0.0014345+0.00018975i,-0.0011086+0.00019786i,-0.00062342+0.0006099i,-0.00023776+0.00031199i,0.00037157-2.3801e-05i,0.0010017-8.8733e-05i,0.0002982-0.00030037i,-0.00069848-0.00075312i,-0.00017686-0.00040037i,-0.00021439+9.6549e-05i,-0.00011923+3.6078e-05i
