9.3698e-05+0.0021422i,0.0012525+9.5046e-05i,-0.00020647-0.0025141i,-0.0022635-0.0024612i,-0.0035986-0.00022364i,-0.0042727+0.0016098i,-0.0025501+0.0019897i,-0.0002164+0.0018789i,0.0010844+0.00097063i,0.00095567-0.00013296i,1.1449e-05-0.00054507i,-6.6128e-05-0.00082665i,-0.00038316-0.00085325i,-0.00094474-0.00044791i,-0.0012056-4.335e-05i,-0.0013417-0.00056175i,-0.001513-0.0004112i,-0.0014491+0.00016925i,-0.0013109+4.8376e-05i,-0.00078443-0.00019009i,8.114e-05+4.2526e-05i,1.742e-06+0.00037709i,-0.00025358+4.1993e-05i
-0.0016878-4.9406e-05i,-0.0011837+0.00017027i,-0.000504+0.00058703i,-0.00029978-6.8487e-05i,-0.0007648-0.00095935i,-0.0011103-0.0007349i,-0.0012388-0.00024537i,-0.00036253+0.00029471i,0.00086201+0.00075045i,0.00071627+0.00069193i,-0.00061841-7.0758e-05i,-0.0008787-0.00016046i,2.5886e-05+0.0001889i,0.00020117-0.00050946i,0.00012478-0.0007104i,4.9383e-05+8.0019e-05i,-0.0002233-0.00016132i,8.2552e-05-0.00046598i,0.0005635-0.00089467i,0.00035259-0.0014564i,0.00023282-0.0012331i,0.00044681-0.00056669i,-0.00018643-0.00017326i
0.00076772+0.0010828i,0.00081118+0.00081791i,-2.1732e-05-6.0261e-05i,-0.00073748-0.00059339i,-0.0015845-0.0015763i,-0.0025937-0.001855i,-0.0028822-0.00053819i,-0.0014245+0.00045529i,3.4648e-05+0.00028404i,0.0003869-0.00067892i,-0.00023718-0.0011737i,-0.00045383-0.00072875i,-0.00040423-0.00038625i,-0.00021344-0.00013346i,0.00039763-0.00019808i,0.00068947-7.904e-05i,0.00040133+8.2529e-05i,6.5188e-05-0.00038893i,-8.7285e-05-0.00044726i,-2.5682e-05-0.00041443i,0.00042458-0.00056421i,0.00021937-0.00074376i,-0.00023058-0.00057389i
-0.00049563+0.00070692i,-0.00075433+0.001705i,0.00026171+0.0013144i,-3.6314e-05-0.00036764i,-0.0012572-0.0013928i,-0.002025-0.00023871i,-0.0022756+0.0013519i,-0.0015468+0.0012597i,-0.00080514-0.00045794i,-0.00084818-0.0011177i,-0.00076296-0.00029839i,-0.0003214-0.00018674i,0.0003292-0.0004602i,0.0003301-0.00038699i,-2.3513e-05-0.00060478i,-0.00014633-0.001204i,0.00033206-0.00073426i,-2.2425e-05-0.00020086i,-0.00020684-0.00018899i,0.00036538-6.7093e-05i,0.00033604+0.00022836i,0.00012714-7.4656e-05i,0.00035448-0.001052i
0.00032782-0.00061056i,-0.00026743-0.0018024i,-0.00044541-0.002251i,-0.0004164-0.0016057i,-0.0013465-0.001234i,-0.0017984-0.00074979i,-0.00078183+0.00038368i,-0.00053625+0.00040432i,-0.00059624-0.00053147i,0.00020761-0.0012626i,-0.0001768-0.0010267i,-0.0010596+4.9587e-05i,-0.0010401-0.00019891i,2.0165e-05-0.00095869i,0.00052624-0.0011313i,0.00035041-0.00081719i,5.8501e-05-0.00055145i,-0.00029494+0.00012567i,-0.00024158+0.00061809i,-0.00035089+0.00014329i,5.2311e-05+0.00023878i,0.00048237+0.00011887i,0.00025903-0.00035769i
0.0014563+0.00035577i,0.0007987-0.00027405i,0.0011368-0.00089881i,0.0011187-0.0019329i,-0.00032067-0.0019972i,-0.0022186-0.0013517i,-0.0023138+0.00047416i,-0.0013309+0.0014255i,-0.00020026+0.0007428i,0.00028356-0.0003178i,7.8165e-06-0.0008516i,-0.0002588-0.00031434i,5.8965e-05-7.8951e-05i,-0.00039594+6.3514e-06i,-0.00089091-5.8624e-05i,-0.00033063-0.00076895i,5.9542e-05-0.0012076i,0.00050373-0.00093144i,0.00099152+8.8971e-05i,0.0005283+0.00054528i,-0.00013526+0.0008851i,-0.00066523+0.00085507i,-0.00047316-0.00023393i
0.002341+0.000531i,0.0028853-0.00079549i,0.0017492-0.0016066i,0.00029032-0.00096137i,-0.0010085-0.00028733i,-0.0027417+0.0001194i,-0.002584+0.00099132i,-0.0015737+0.001417i,-0.0006295+0.00068797i,-0.00083828+0.00017001i,-0.0011504-2.4861e-05i,-0.00027834-0.00017842i,-5.4434e-05+0.00065157i,1.9958e-06+0.0010514i,-0.00034019+0.00029625i,-0.00055045-0.0006482i,-0.00030177-0.0012254i,0.0001957-0.00099767i,-0.00011167-0.00021396i,-0.00026085-0.00014528i,0.00038429-0.00020032i,0.00069234+0.00029617i,0.00028735+0.0003878i
0.0012022-0.0017926i,0.0010665-0.0013758i,0.0001032+8.7606e-05i,-0.0012964-0.00028907i,-0.0019828-0.00092546i,-0.0020618-0.0005965i,-0.001984-0.00048561i,-0.00096414-0.00014104i,-0.00023016+4.2729e-05i,-4.0288e-05-2.0622e-05i,0.00023695+0.00024366i,0.0004165+0.00033365i,6.2877e-05+0.00012904i,-0.00010555+0.00031525i,-0.00012718+0.00027625i,-0.00023612+8.1299e-05i,-4.0363e-05+5.3076e-05i,0.0002917-0.00055399i,0.00042088-0.00050992i,3.7212e-05+0.00051215i,-0.00052625+0.0006085i,-0.00021154+0.00052397i,0.0001522+0.00029711i
0.00050114-0.00045608i,0.00038698-0.00071637i,-0.00039735-0.00069013i,-0.0007459-0.00082609i,-0.00079999-0.0006813i,-0.0022638-0.00068323i,-0.0025648-0.00034498i,-0.00096045-0.00064253i,0.00072797-0.000927i,0.00090049-0.0011771i,0.00027926-0.0012281i,-0.00027814-0.0011363i,-0.00082333-0.0012783i,-0.00079188-0.00084609i,-0.00022289-0.00079559i,-0.00022463-0.0008228i,2.1589e-06+1.7769e-05i,0.00023639+0.00061411i,0.00047421+0.00016802i,0.00066617+0.00013572i,0.00099273+0.00041267i,0.0013647+2.3488e-05i,0.0012025-0.00072798i
-0.00029882+0.00025825i,-0.00016466+0.00012014i,-0.0011736-0.00080927i,-0.0019446-0.00073i,-0.0023726-0.00025923i,-0.0023774-0.00038173i,-0.0023264-3.1956e-05i,-0.0017112+0.00057743i,-0.00069969-4.081e-05i,-0.00054852-0.00024034i,-0.00024904+0.00014203i,0.00021587+0.00018284i,0.00036987+3.2046e-05i,0.00064661-0.00015048i,0.00051211-0.00037771i,-0.00010048-0.00021132i,0.00013241-0.00033642i,0.00097767-0.00033002i,-4.4212e-05-0.00020779i,-0.0010968+0.00040473i,-0.00056767+0.00099388i,1.0704e-06+0.0009888i,-8.8399e-05+0.0011156i
-0.00017068-0.00077683i,0.00055608-0.0013671i,0.00074454-0.0018542i,-0.00012818-0.00063889i,-0.0006667-0.00022838i,-0.0008467-0.00039975i,-0.0013847+0.00018159i,-0.00055329-0.00050307i,-0.000249-0.00031789i,-0.00042384+0.00080852i,-7.1184e-06+0.00052122i,-0.0003244-1.5556e-05i,-0.00092806-0.0001972i,-0.00071626+0.00043431i,-5.5992e-05+0.0011123i,0.00013958+0.00050986i,0.0003004+0.00041483i,0.00072039+0.00035528i,0.0016128-0.00013181i,0.0014294-0.00048312i,0.0004271-0.00066689i,0.0002231+7.0788e-05i,4.3266e-05+0.00049501i
0.0010822+0.0003156i,0.00049143+0.00085274i,-0.00052138-0.00021878i,-0.0011841-0.00098898i,-0.0013644-0.0011642i,-0.0015471-0.00051675i,-0.0017931+7.5844e-05i,-0.00077398+1.915e-05i,0.00026217-0.00074008i,0.00037181-0.0012847i,0.00024338-0.0015471i,0.0004424-0.00098265i,0.00046299+0.00012067i,-0.00015531+0.0001082i,-0.00047681+4.7128e-05i,7.2038e-05-1.9736e-05i,-0.00011016+6.1421e-05i,-0.0006654+4.9531e-05i,-3.6408e-05-0.0001018i,0.00046361-7.7749e-05i,-5.3379e-05-0.00025676i,0.00034473-0.00036457i,0.00069251+7.0374e-05i
8.6476e-05-0.0022202i,-0.00012504-0.0023304i,-0.00019976-0.0015429i,-0.00094469+0.00016555i,-0.0020626+0.0010103i,-0.0026127-0.00019804i,-0.0015097-0.00054445i,1.3778e-05+0.00028338i,0.00019035+0.00014779i,-0.00058911+0.00036579i,-0.0011438+0.0013411i,-0.00092397+0.0010171i,-0.00034724+0.00043796i,6.4919e-05+0.00065759i,0.00047488+0.0013905i,0.00014493+0.0015212i,3.8869e-05+0.00080391i,0.00060841+0.00073496i,0.00076339+0.00013834i,0.0011675-0.00026233i,0.00077009-0.00020525i,9.9439e-05-0.00023073i,0.00018456-0.00014662i
-0.0012545+0.00039937i,-0.0015798-0.00027072i,-0.0016688-0.001036i,-0.0024146-0.0015156i,-0.0020177-0.0016446i,-0.0012896-0.00041555i,-0.001768+0.00064645i,-0.00087259+0.0019143i,0.00021549+0.0022469i,-0.00025282+0.00055732i,-0.00065602-0.00031379i,-0.00026036-3.7655e-05i,-0.00027074+0.00037879i,-0.00084232+0.00081788i,-0.00023424+0.00031804i,0.00022138-0.00019987i,0.00013105-0.00016002i,0.00039743+0.00016486i,0.00032925+0.00018838i,0.00024879+0.0002414i,0.0003691+0.00057518i,0.00038165+0.00068264i,0.00069403+0.00098664i
-0.00095187+0.00025737i,-0.00049119+0.0010297i,-0.0011421+0.00049532i,-0.00092348-0.00029071i,-0.00085108-9.3801e-05i,-0.0017279-0.00014671i,-0.0016614+0.00048887i,-0.00073674+0.00084268i,5.0251e-05+0.00023531i,0.00014335-0.00030394i,6.4173e-06-0.00022201i,-7.6308e-05-0.00072279i,-4.5287e-05-0.00098631i,-0.00028652-0.00081366i,-0.00071782-0.00041308i,-0.0006808-4.6343e-05i,-0.00069127-0.0002664i,-0.00045727-0.00038987i,7.5498e-05-9.2116e-05i,0.00058447-0.00017603i,0.0010724-0.00084838i,0.00049625-0.0010483i,-7.8029e-07-5.4181e-05i
0.0020407-0.00062525i,0.002429-2.7574e-05i,0.00088533-0.00023814i,-0.00087856-0.0009268i,-0.0020339-0.0012299i,-0.0028442-0.00041885i,-0.0025969+0.00064795i,-0.0014683+0.0010323i,-0.00051291+9.3827e-06i,-0.00028795-0.00067092i,-0.0007138-0.00013024i,-0.0012376-0.000133i,-0.0009547-0.0004089i,-0.0001657+0.00039222i,-0.00017126+0.0010009i,6.8693e-05+0.00015292i,0.00031391-0.00023549i,0.00046918-0.00037364i,0.00071402-0.00067712i,0.00044285-0.00037346i,0.00050148+9.1852e-05i,0.00067715+0.0007919i,0.00072056+0.0007961i
0.00010389+0.0013883i,0.00046269+0.00076304i,0.00076846-0.00072155i,-3.0705e-05-0.0015542i,-0.0016001-0.0012629i,-0.0018667-0.00099199i,-0.00096278-0.0005184i,-0.00028082+0.00017891i,0.00026554+0.00033496i,0.0004247-9.9042e-05i,0.0002342-2.1664e-05i,-7.8127e-05-0.00017334i,-0.00046006+0.00012909i,-0.0010037+0.00069543i,-0.00075878+0.00020054i,-0.0005759-0.00044828i,-0.0011564-0.00053448i,-0.0009669+0.00015214i,-0.00012372+0.00049116i,-5.1264e-05-3.781e-05i,-7.5928e-05-3.6891e-05i,-0.00039164+0.0003427i,-0.0004618-0.0001995i
0.00057273+0.00078635i,0.00020655+0.00059614i,0.0011923+0.00045234i,0.0011249-0.00094269i,-0.00073103-0.0023287i,-0.0024366-0.0013153i,-0.0026482+0.00059082i,-0.0018774+0.00087395i,-0.0005583-0.0001608i,0.00025282-0.0010591i,0.00026951-0.00040711i,0.00018313-0.00031928i,-0.00010719-0.00025554i,-0.00013683+0.00021379i,0.00016476-6.9399e-05i,0.00068529-1.9933e-05i,0.00024547-1.2581e-05i,7.1327e-05-0.00010466i,0.00060746+3.1606e-05i,0.00046213+0.00061257i,-0.00070805+0.0005282i,-0.0013671-0.00015269i,-0.0012898+0.0002133i
0.00037868-0.0015995i,-0.00021012-0.0014689i,-0.00082899-0.00082879i,-0.00024892-0.0010975i,0.00066666-0.0012255i,-0.00030812-0.00091772i,-0.0016346-0.00010485i,-0.0011158+0.00082549i,1.7339e-05+0.00064567i,-3.4932e-05-0.00027262i,-1.242e-05-0.00070067i,0.00024837+0.00022229i,0.00036076+0.0004046i,0.00028184-0.00053504i,0.0005314-0.00039616i,0.00027522-0.00026256i,0.00016596-0.0012297i,-0.00027896-0.0013475i,-0.00086876-0.00054631i,-0.00055047+0.00034109i,-0.00028817+0.00088913i,0.00022651+0.00022241i,0.00064178-0.00038305i
4.5519e-05+0.0015862i,-0.00014646+0.00073823i,0.00050979+0.0004981i,0.00056563+0.00068395i,-0.0013375-0.00018952i,-0.0021155-0.00055813i,-0.0014894+0.00033241i,-0.0009632+0.00054283i,-0.00060593+0.00047951i,-0.00049424+0.00011833i,-0.00047495+0.00017398i,-0.00045087-0.00021402i,-0.00040436-0.0012738i,-0.000875-0.0016922i,-0.00044462-0.0011483i,-0.00013778+0.00018276i,-0.00017782+0.00098194i,0.00053341+0.00098609i,0.0004866+0.00060014i,-0.00020424+3.7609e-05i,-0.00028744-7.1023e-06i,0.00013036+0.00030206i,-0.00046606+0.0005086i
-0.0013706+0.00044085i,-0.00059182+0.00011671i,-0.00015733-0.00049279i,-0.00035381-0.00047143i,-0.0003041-0.00010701i,-0.00056633-0.00036259i,-0.0013782-0.00053843i,-0.0011213+0.00028392i,-0.0005236+0.00049478i,-0.00026819-0.0002171i,-0.00032531-0.00023714i,-0.00029812+0.00035528i,-0.00067009+0.00016588i,-0.00041496-0.00026589i,0.00044642+3.592e-05i,0.0005472-0.00013191i,-1.2815e-05-0.00052965i,-0.0002362-0.001013i,-0.00015072-0.0012035i,0.00027246-0.00018982i,0.0011658+0.00061951i,0.0015982+0.00021324i,0.00073877-0.00028716i
-0.00080053-0.0011519i,-0.0013203-0.0018057i,-0.0020503-0.0018004i,-0.0024525-0.00070547i,-0.0022508-0.0010752i,-0.0027729-0.0020393i,-0.0022662-0.0015061i,-0.00066918-0.00046862i,0.00016021-0.0001482i,-0.00026958-0.00043696i,-0.00044519-0.00025378i,0.00025752+0.00078887i,0.00052832+0.0014164i,0.00035993+0.00032805i,0.00029756-0.00013004i,-5.9467e-05+0.00027935i,-6.6083e-05+0.00049677i,0.00035074+9.3186e-05i,0.00035563-0.00069232i,0.00031644-0.00032802i,0.00029699+0.00032576i,-0.00013248+0.00014944i,-0.00051483+0.00048199i
-0.0017576-0.0010466i,-0.0011495-0.00064323i,-0.0010407+0.0010504i,-0.00040772+0.0010046i,8.3873e-05+0.00018327i,-0.0012193-0.00029178i,-0.0017402+0.00034577i,-0.00052807+0.00078474i,0.00025866-2.3933e-05i,-0.00017315-0.00095667i,-3.1824e-05-0.00087214i,1.7107e-05-0.0003861i,0.00010675-0.00079752i,0.00040527-0.00086824i,-0.00012239-0.00076871i,-0.0005564-0.00034608i,-0.0009027+0.00079573i,-0.00081736+0.00030552i,-0.0010186-0.00038602i,-0.0011005-0.00036302i,-0.00022491-0.00068369i,0.00016133-0.00020455i,-0.00059692+0.00021864i
0.0031223+0.0016238i,0.0032451-0.00037214i,0.0027604-0.0021526i,0.00090219-0.0039092i,-0.0013125-0.0041949i,-0.0029867-0.0021679i,-0.0028056+0.00052496i,-0.0012287+0.001418i,-6.8097e-05+0.00087492i,0.00083539+9.5317e-05i,0.00079414-0.00075908i,-9.9604e-05-0.00029519i,-0.0011714+0.00021445i,-0.0019858-0.00012058i,-0.0020957-0.00050284i,-0.001896-0.00017529i,-0.0016526+0.00029353i,-0.0010264+0.00055855i,-0.00029158-0.00023779i,2.0988e-05-0.0006587i,0.00049287-4.9402e-05i,0.00064725+0.00032196i,0.00044698+7.2872e-05i
-0.00052155-0.0023447i,-0.00089077-0.0015569i,-0.0023046-0.00076707i,-0.0024483-0.00033335i,-0.001857-8.8744e-05i,-0.0011892+0.00060065i,-0.00067728+0.00055503i,-0.00026658-0.00031117i,0.00014745-0.00026345i,0.00047182-6.0876e-05i,-0.00021543+0.00026948i,-0.00035133+0.00051791i,0.0007985+0.00035959i,0.00056864+0.00023314i,-0.00017424+0.00034162i,0.0003142-0.00043084i,0.00053565-0.0010213i,0.00021177-0.00044832i,0.00051735-0.00045171i,0.00016546-8.1557e-05i,-0.00029362+9.0183e-05i,3.0538e-05-0.00023059i,9.4646e-05-9.8116e-05i
-0.00014675-0.0015914i,-0.00094327-0.00077284i,-0.00082081-0.0014642i,-0.00096125-0.0023606i,-0.00060721-0.0017532i,-0.00045026-0.00090963i,-0.00040371+0.00042268i,0.00048941+0.00068923i,0.00069455-0.00038761i,0.00038334-0.00061284i,0.00015292-2.996e-05i,0.00030291+0.00057435i,0.00021209+0.00031208i,-5.2758e-05+0.00019862i,-0.00042385+0.00052817i,0.00012929+0.00017608i,0.00077906-0.00015291i,0.00029282-0.00019468i,-0.00039557-0.00015775i,-8.2958e-05+4.8106e-05i,0.00026604+0.00074113i,0.00080136+0.00057867i,0.0013231+0.00032154i
-0.0010101-0.0020922i,-0.00053853-0.0016569i,0.00031103-0.0011396i,-0.00014395-0.00090886i,-0.00073539-0.0012929i,-0.001422-0.0011257i,-0.0017583-0.00071883i,-0.0010988-0.00043452i,-0.0009223-0.0012028i,-0.0011149-0.0010379i,-0.00094744-0.00024009i,-0.00021121-0.00012594i,0.00045979-0.00057928i,0.00010296-0.00064946i,-0.00082394-0.00031558i,-0.00074638-0.00028491i,-0.00051315+0.00015165i,-6.5495e-05-1.1695e-06i,0.00072112-0.00016203i,0.00030189+0.00012768i,9.712e-05-0.00017075i,0.00050934-0.00048672i,0.00054536-0.00030961i
8.8482e-05-0.0016646i,9.5516e-07-0.0020309i,-0.00059864-0.001052i,-0.0020683-0.00086228i,-0.0021266-0.0011984i,-0.0013668-0.00045044i,-0.0010195+7.3928e-05i,-0.00062364-0.00022704i,-0.00054828-0.00042185i,-0.00051683+6.9949e-05i,-0.0002179-0.00019381i,-2.5458e-07-0.00053876i,-0.00016439-0.00012459i,0.00019869+0.0011988i,0.00040724+0.0013534i,-0.00031899+0.00046475i,-9.7045e-05+0.00039044i,0.00046745+0.00082973i,0.00073328+0.0004357i,0.00051315-0.00035148i,0.00010097-0.0002422i,-2.9219e-05-0.00018413i,-0.00063566-0.00077936i
0.0018974-0.0016066i,0.0010374-0.0017342i,0.00027539-0.0014175i,-0.0013101-0.0010973i,-0.0031478-0.00078455i,-0.0034869-0.00061734i,-0.0025253+0.00035076i,-0.00049216+0.00089581i,0.0016673-0.00054357i,0.0012027-0.00097471i,-0.00020518+0.00018885i,-0.0001291+0.00048373i,7.9961e-05-0.00025842i,-0.00046792-0.00022239i,-0.00062754+0.00023134i,-4.8018e-05-0.00016217i,9.9849e-05-0.00049707i,0.00025469-0.00049477i,0.0004339-1.9672e-05i,-0.00018987-0.00016581i,-0.00014833-0.00048056i,0.0010275-0.0005145i,0.0013236-0.00045165i
-0.00092437-0.00082586i,-0.00055953-0.00026405i,-0.00070432-0.0001939i,-0.00041622-0.00056384i,0.00017356-0.00056528i,4.458e-06-0.0004017i,-0.00089056-0.00057087i,-0.00069878-0.00054004i,0.00010302-0.00042313i,0.00095311-0.00017605i,0.0010489-0.00021385i,0.0001786-0.00073547i,0.00010062-0.00075421i,0.00053177-0.00051721i,0.00045551-0.00068218i,-0.00055706-0.00031193i,-0.00089488-0.00026092i,-0.00027051-0.00098295i,7.6987e-05-0.00077467i,0.00017829-0.00048804i,-0.00036264+0.00035025i,-0.00042285+0.00062661i,-0.0004113+0.00021458i
0.001282+0.00065124i,0.00091279-3.6525e-05i,-0.00051987-0.0010626i,-0.00046814-0.0014931i,-0.00050863-0.001292i,-0.0019256-0.0013956i,-0.0021301-0.0010528i,-0.00096352-0.00070073i,-0.00021376-0.00090604i,-0.00065963-0.001035i,-0.0009844-0.00065909i,-0.00088783+0.00056023i,-0.00084799+0.0016017i,-0.00042865+0.0014959i,0.00013588+0.0011116i,0.00045922+0.00091654i,0.00086524+0.00083414i,0.00051052+0.00051159i,-0.0003945+0.00030502i,3.6056e-05+5.2866e-05i,0.00055669+0.00058016i,0.00071707+0.00069437i,0.00042628+0.00045767i
-0.0014287-0.001118i,-0.00087249-0.00063626i,-8.0736e-05-0.00075501i,0.00049698-0.00072004i,-0.00016573-0.00027921i,-0.0020788-4.6401e-05i,-0.0028862-0.00018742i,-0.001889-0.00033576i,-0.00035356-7.751e-05i,-0.00012465+0.00028353i,-0.00022302+0.00045809i,-0.00013303+0.00036388i,-0.00014986-0.00014505i,6.3968e-05-0.00024095i,0.00028567-0.00048416i,4.5413e-05-0.00048629i,-0.00015649-0.00032218i,-0.00048777-0.00047592i,2.3168e-05-0.00029628i,0.00045731+0.00027368i,0.00022764+0.00044286i,0.00035578+0.00028277i,-0.00019565+0.0007007i
0.0011929-0.0028038i,0.0010827-0.0021581i,-0.00028736-0.0011537i,-0.00083497-0.00069261i,-0.00079512-0.0010923i,-0.001246-0.00051201i,-0.001495+0.00088563i,-0.0011943+0.00077462i,-0.00076918-0.00073486i,-0.00031167-0.0013918i,-0.00026314-0.0014577i,0.00040353-0.00144i,0.0009273-0.00024552i,0.00061001+0.00071193i,0.00022865+8.8665e-05i,0.00021696-0.00092567i,0.00029841-0.00066245i,0.00050053+8.9113e-05i,0.00037481+0.00021896i,-4.7438e-05+0.00012168i,-0.00069183-8.6989e-05i,-0.00089758-0.00027037i,-0.00076582-0.00036476i
0.00035825+0.00049275i,0.00040254-2.0805e-05i,-0.00027145-0.0019234i,-0.0015795-0.0020478i,-0.0025376-0.0019256i,-0.0025391-0.0013844i,-0.0024068-0.00027377i,-0.0013038-0.00044158i,0.00045675-0.0011823i,0.00047336-0.0010068i,0.00015634-0.00017902i,3.8295e-05-3.0706e-05i,-0.00048962-0.00031019i,-0.0012188-0.00012096i,-0.0016286-0.0001669i,-0.00040904+0.00015351i,0.00012568+0.00048068i,-0.00063724+0.00042898i,-0.00035652+0.00059823i,0.00043574+0.00040131i,0.00096607+0.00028568i,0.00050643+0.00057734i,-2.7252e-05+0.00072143i
-0.0018656-0.0016248i,-0.0024189-0.00020984i,-0.0026876-0.00024873i,-0.0027436-0.00092313i,-0.0023818-0.00082091i,-0.001866+4.5728e-05i,-0.0018322+0.0010204i,-0.0017769+0.00081273i,-0.0013291-7.2508e-05i,-0.00040768-0.00076457i,0.00011957-0.00099986i,-0.00041419-0.00071765i,-0.00071637+0.0004973i,-0.00019806+0.00072081i,1.595e-05-6.8829e-05i,0.00060491-0.00032464i,0.00045946-0.00024063i,-3.0266e-05+4.9311e-05i,2.3956e-05+4.8332e-05i,0.00035274-0.00081846i,0.00049243-0.0010435i,-0.00017854-0.00081815i,-0.00045472-6.3424e-05i
0.0015404-0.0018938i,0.00098252-0.0028752i,0.00062613-0.0025385i,-0.00067763-0.0011985i,-0.0024354-0.00057893i,-0.0025761-0.00010235i,-0.0013884+0.00062223i,2.0687e-05+0.00095591i,0.0008188+0.00054222i,0.00088182-0.0001632i,0.00096769-0.00021817i,0.0004054+0.00025827i,-0.00021126+0.00014i,-0.00017259+0.00016653i,-0.00029483+0.00049177i,-0.0002177+0.00034088i,0.00010826+0.00018462i,0.00041789+0.00040125i,0.00028171+0.00061476i,-0.00014398+0.00061336i,-0.00036084+0.00067629i,-0.00039617-0.00022812i,-0.00024592-0.00065414i
-0.0011449+0.0010467i,-0.00069657+0.00099737i,0.00099015+0.0010562i,0.0019612+2.636e-05i,0.0013894-0.001291i,-0.00092635-0.0014208i,-0.0020822-0.00024273i,-0.0015393+0.00060254i,-0.00035049+0.00063212i,-0.00019983+0.00049998i,-0.00045151+0.00020454i,-0.00026767-0.00012884i,-0.00035993+0.00014257i,-0.00031652-0.00019099i,-3.8337e-05-0.00085212i,-0.00037674-0.00084851i,-0.0010357-0.0004732i,-0.0010151+0.00018735i,-0.0013802+0.00033303i,-0.0012886-0.00010131i,-0.00027898-0.00027659i,8.9682e-05+1.156e-05i,0.00073963+0.00022223i
3.3312e-05-0.0011986i,-0.00084693-0.0013978i,-0.001283-0.0021246i,-0.0021454-0.0020244i,-0.0027375-0.0014852i,-0.0029167-0.00047378i,-0.0024704+0.00091063i,-0.0013021+0.0014601i,-0.00063778+0.00050563i,-0.00054063-0.00052061i,-0.00013182+0.00010845i,0.00027362+0.00062583i,0.00053631+0.00062238i,8.3668e-05+0.00063597i,-0.00059644+0.00078623i,-0.0008342+0.0001797i,-0.00043889-0.00018775i,-0.00016185+0.00018642i,-6.1638e-05+0.00047787i,0.00022113+0.00074153i,0.00039534+2.8073e-06i,7.6283e-05-0.00073296i,0.00013026+2.1662e-05i
-0.0010634+0.00017069i,-0.0013301+2.8422e-05i,-0.00078637-0.00013253i,5.0048e-05-0.00030665i,0.00057383-0.001274i,-0.0013967-0.0009074i,-0.0025871+0.00057901i,-0.0018314+0.0010833i,-0.0008055+0.0001624i,0.00034175-0.0005227i,0.00023658-0.0010183i,-5.6317e-05-0.0010063i,-1.1593e-05-0.00055682i,0.0010067-0.00027238i,0.00093287-9.499e-05i,0.00033392-0.0004305i,0.0012808-0.00026023i,0.0012615+2.3526e-05i,0.00064576-0.00067888i,-3.6019e-05-0.00053743i,-0.00037365+0.00038272i,2.6864e-05+0.00066426i,0.00039329-0.00038005i
-0.0017663+0.0014i,-0.0018054+0.001289i,-0.0017478+0.0010008i,-0.0014088-1.4937e-05i,-0.0012756-0.0012677i,-0.0012642-0.0023701i,-0.0018468-0.0017007i,-0.0017011+0.00027834i,-0.00040655+0.0012505i,0.00049416+0.0013632i,0.00056034+0.00091089i,-0.00027589+0.00033676i,-0.00061862-0.00024093i,-0.0010148-0.0010102i,-0.00025805-0.0011282i,0.00045049-0.00081355i,0.00061901-0.00075729i,0.00026449+0.00030627i,-0.00038954+0.00084182i,-0.0002672-0.0004304i,-0.00040231-0.00034162i,-0.00038469+0.00053841i,0.00015409+0.00022338i
0.0013581-0.0017332i,0.0015295-0.0026708i,0.0018073-0.0030623i,0.00029874-0.0027365i,-0.0015855-0.0020959i,-0.0024566-0.00090965i,-0.0017338+0.00039551i,-0.00025845+0.0013297i,6.7908e-05+0.00092851i,-0.0006442-8.2109e-05i,-0.001543-8.923e-05i,-0.0015933-0.00010889i,-0.0010352+0.00011559i,-0.00086726+7.7559e-05i,-0.00051199-3.8787e-05i,0.00015097-0.00014397i,0.00068464-0.00043216i,0.00065456+0.0003177i,-0.00050269+0.0012874i,-0.00083002+0.00089629i,-1.2178e-06-0.00010212i,0.00044887-0.00049052i,0.00037522-0.00069397i
-0.00042852-0.0016236i,-0.00019614-0.00064208i,-0.00014839-0.00017621i,-0.00048481-0.00021969i,-0.00038333-0.00023671i,-0.00058337-0.00045934i,-0.0010375-0.00051766i,-0.00055995+0.00019312i,-0.00022439+0.00034071i,-0.00069884+0.00012888i,-0.00039793+0.00053892i,0.00071699-9.4711e-06i,0.0010921-0.00031913i,0.00060886+0.000258i,0.00058785+0.00069599i,0.0010391+0.00049784i,0.00059903+0.00025558i,-0.00024423-0.00010598i,-0.00049478-0.00040192i,-6.0966e-05+1.387e-05i,0.00018953+0.000553i,-8.1216e-05+0.00035786i,-0.00043241+6.3657e-05i
-0.00010556-0.00056949i,0.00018738+0.00027961i,-0.00061863+0.00079224i,-0.0013939-0.00079663i,-0.001789-0.0021572i,-0.0022844-0.0021293i,-0.0017981-0.0011317i,-0.0016879-0.00029764i,-0.00085465-0.00025024i,4.8384e-05+0.00021485i,-0.00026042+0.00017344i,0.00041288-0.00024183i,0.00098702-0.00082748i,0.00034485-0.00086226i,-0.0007385-0.00035274i,-0.0010504-0.00031782i,-0.00063226-0.00027443i,-0.00050831-0.00076239i,-6.4778e-05-0.00054402i,0.00071744-0.00010478i,0.00033375-0.00035479i,-0.00013254-3.062e-05i,-0.00024777+0.00034712i
