0.00025246-0.0011029i,-0.00035545-0.00088991i,-0.00099451-0.00066345i,3.3476e-05-0.00067168i,0.00027152-0.00089233i,-0.00071712+0.00018852i,-0.00090337+0.0016656i,0.00028474+0.0022213i,0.0018305+0.0022716i,0.0018622+0.0011471i,0.0010667-0.00029447i,2.7207e-05-0.00048343i,-0.00020402-0.00028929i,0.00020659-0.00037285i,0.00018864+7.9917e-05i,0.00046308+0.0002347i,0.00014902-9.1766e-05i,-6.5742e-05-8.5463e-05i,0.00035478+2.1103e-05i,0.00099333+0.00013738i,0.00056768-2.0345e-06i,0.0003481-0.00046073i,6.4892e-06-0.00068562i
0.0011919+0.00071899i,0.00082751+0.00022725i,-0.00028682+0.00027808i,0.00024068+0.00049133i,0.0010024+0.00010213i,0.00059184+3.3902e-05i,0.00032976+0.0007494i,0.00073527+0.00059315i,0.0011261+0.00037623i,0.00060506+0.00073053i,0.00076258+0.00059639i,0.0008882+0.00023268i,-0.00019309+0.00015453i,-0.00025287-0.00013091i,0.00080142-0.00020167i,0.0012018+0.00012493i,0.0010485+0.00051314i,0.000716+0.00044552i,0.00011999+0.00023859i,-0.00087254+0.00053915i,-0.00095447+0.00117i,-0.00063543+0.0011659i,3.7391e-05+0.00036662i
-0.0011706+0.00026857i,-0.00089274+0.000555i,0.0025097-0.00011157i,0.0038313-0.002079i,0.0022279-0.0033225i,-0.00091536-0.0032201i,-0.0016988-0.0010967i,-8.5956e-05+0.00033482i,0.0005086+0.00078241i,0.0011657-2.6723e-05i,0.0010388-0.0011804i,-0.00034177-0.0011587i,-0.00090756-0.00070311i,-1.9143e-05-0.0010192i,0.00095557-0.00097558i,0.00053885-0.00053265i,2.8597e-06+3.7454e-05i,5.0572e-06+0.00047475i,-0.0001772+0.00070913i,-0.00023882+0.00067805i,0.00039938+0.0001388i,0.00016772-0.00068902i,-0.00058984-0.00042801i
0.0006812+0.0029176i,0.0012639+0.0023792i,0.0044708+0.0017541i,0.0034061-0.00079098i,0.00054126-0.0035765i,-0.0018093-0.0022942i,-0.0026401+0.00017192i,-0.00064698+0.0004009i,0.00042966+8.2589e-05i,0.0004932-0.00039809i,0.00037449-0.0012739i,6.661e-05-0.0015744i,0.00022739-0.00077908i,0.00027713-0.00111i,-0.00023211-0.00092853i,-0.00084118-0.0002958i,-0.00075536-5.6017e-05i,-0.00034668-0.00032751i,0.0001317-0.00090744i,0.00017463-0.0011588i,0.00011561-0.00048333i,0.00030506-0.0008591i,0.00042412-0.0016586i
0.0015421+0.013766i,0.0025757+0.011809i,0.0083615+0.007215i,0.0094333-0.00059281i,0.0069542-0.0059756i,0.0030789-0.0060773i,0.0020382-0.0015466i,0.002699+0.001359i,0.0024393+0.00059118i,0.0023782-0.0010977i,0.0015811-0.0021459i,-0.00015106-0.0024271i,-0.0012052-0.0018887i,-0.00053044-0.001437i,0.00047702-0.00096449i,-1.6246e-05-0.00042037i,-0.00057335+0.00018046i,-0.00032909+0.00020282i,6.0348e-05+0.00021666i,-0.00067504+0.00079295i,-0.0015243+0.00037817i,-0.00089227-0.00074948i,-0.00081909-0.0014122i
-0.00041041-0.008395i,-0.0013463-0.0063395i,-0.0062944-0.0051937i,-0.0073826-0.00099095i,-0.0046757+0.0031797i,-0.0024941+0.0046951i,-0.0018755+0.0026891i,-0.0019412+0.00098691i,-0.0018855+0.00042223i,-0.00169+0.0011451i,-0.0014997+0.0026419i,-0.00065333+0.0031226i,0.00052773+0.0019009i,0.00018094+0.00098804i,-0.0012818+0.00086535i,-0.0014346+0.00066006i,-0.0010817+0.00064375i,-0.00078787+0.00050101i,0.00052299+0.00026115i,6.2506e-05-0.00011447i,-0.0011239-1.243e-05i,-0.0010502+0.00050194i,-9.098e-05+0.00050519i
-0.0015209-0.0078939i,-0.0014092-0.007309i,-0.0021665-0.0033958i,-0.0017686-0.0001057i,-0.00070214+0.0011559i,0.00086238+0.0024882i,0.001297+0.0022323i,0.00072745+0.00064053i,-0.00027329-0.0001429i,-0.00081291+0.00045254i,-0.00046793+0.00066922i,-3.5878e-05+0.001085i,0.0011113+0.0015251i,0.0013937+0.0013221i,0.00019298+0.00066345i,-1.6861e-05+0.00033253i,0.00054119+0.0001048i,0.0004352+0.00042252i,0.00014313+0.00059623i,-0.00032468-0.00022057i,-0.00065855-0.0011347i,-0.0002432-0.00060985i,0.00047596-7.4459e-05i
-0.00028752-0.0042048i,-0.0016494-0.0028805i,-0.0024447-0.00074112i,-0.0011963+0.00092993i,0.00030027-0.00058084i,0.00072674-0.0016687i,-3.4761e-05-0.0014363i,-0.00031471-0.0017163i,-0.00050885-0.0013855i,-0.0003372-0.00055738i,0.00023441+0.00018804i,0.00039924+0.0008201i,0.00091873+0.00059933i,0.00085718+0.00082459i,-0.00070509+0.00079854i,-0.00081964+0.00054071i,0.00079228+0.00039079i,0.00107+0.00036812i,0.00080226+0.00045902i,0.00099373+9.8296e-05i,0.00042783+0.00057112i,-0.00011613+0.0010451i,-0.000298+0.00066094i
-0.0029695-0.00081798i,-0.0014745-0.00053103i,0.00035587-7.5727e-05i,0.00070186+0.00013401i,2.6173e-05-3.8643e-05i,-0.0002054+0.00063739i,1.5625e-05+0.0017223i,0.00022726+0.0018314i,-0.0004188+0.0006354i,-0.0010269-0.00020352i,-0.00025015+7.5809e-05i,0.00021122+0.00074159i,-0.00020411+0.00069266i,-9.6788e-05+0.00028857i,0.00019712+0.00050892i,0.00024978+0.00079756i,-0.00023303+0.00022585i,-0.00054514-0.00027149i,3.6361e-05-0.00020928i,0.00052111-0.00069302i,0.00039651-0.00033999i,0.00033149-0.00027256i,0.00045381-0.0011349i
0.00047265-0.0001037i,0.00063279+2.8015e-06i,-0.00095116-0.0015341i,-0.0023865-0.0015675i,-0.0013863-0.00011566i,-0.00020562+0.00019622i,-0.00046774+0.00069872i,0.00019271+0.0014988i,0.00054253+0.00072377i,-5.645e-05-0.00016456i,-0.00061873-6.2024e-05i,-0.00022281-0.00027883i,0.00071355-5.4272e-05i,0.0007715+0.00071946i,0.00012976+0.00058648i,-0.00056944+0.0004766i,-0.0010794+0.00030732i,-0.00039931-0.00036506i,0.0001052-0.00020542i,-0.00044402-0.00012316i,-0.00066602+0.00029077i,-9.7216e-05+0.00050881i,0.00031491+0.00045822i
-0.0014287+0.00037221i,-0.0016373+0.00015227i,-0.0019551-0.00041419i,-0.00056605-3.4725e-05i,0.00040562+0.00046909i,0.00022382+0.0012861i,-0.00023777+0.0017881i,-0.00059447+0.0016341i,-0.00091513+0.0013024i,-0.00097696+0.0010661i,-0.0005505+0.001062i,0.00021256+0.00082052i,0.00065622+0.00072221i,-0.00016801+0.00082892i,-0.00075858+0.0010492i,-0.00022299+0.0004812i,0.00050658+9.7029e-05i,0.00082394+0.00028542i,0.00038218-6.9137e-05i,-0.00018557-0.00020838i,5.5461e-05-0.00018631i,0.00023657-0.00060423i,0.00018525-0.00011948i
-0.0011155-0.0040578i,-0.0007501-0.0023419i,-0.00070789-0.00053354i,0.0002818+0.00079974i,0.00073281+0.0013695i,0.0007954+0.0013766i,-0.000254+0.00094839i,-0.00077474+0.00080639i,-0.00027208+0.00092669i,-0.00062282+0.00073166i,-0.0005197+0.00035197i,0.0010457+0.0005314i,0.0017117+0.00038296i,0.00057256-2.4265e-05i,-0.00033301+0.00055801i,-0.00058347+0.00096355i,3.9583e-05+0.0011998i,-0.00037672+0.00092129i,-0.0010353+0.00017094i,-0.00077453+0.00046732i,-0.00034347+0.00056339i,8.5992e-05-0.00023956i,0.00047385-0.00066711i
0.0030247-9.0297e-05i,0.0027455-0.00057457i,0.0020301-0.00025375i,0.00123-0.0006242i,0.00019402-0.0011937i,-0.00053256-0.001137i,-0.00055326-0.00021717i,-0.00011124+0.00060733i,-0.00016598+0.00041838i,-0.00019404-5.2827e-05i,-0.00048437-0.00093355i,-0.00011867-0.0014174i,-5.7818e-06-0.00095694i,-0.00076124-0.00034309i,-0.0007766+7.402e-05i,-0.00011626-0.00013035i,-0.0003282-0.00088745i,-0.00082019-0.0010499i,-0.00076278-0.0010128i,-0.00022032-0.00097874i,0.00055672-0.00091321i,0.00091376-0.00068125i,0.00034844-0.00024879i
-0.0034545-0.00075321i,-0.0042016+0.0011209i,-0.0029589+0.00069846i,-0.0018935-0.00088661i,-0.0018266-0.0010641i,-0.0015312+2.0876e-05i,-0.00070244+0.00063132i,-0.0002307+0.00046233i,0.00013601+0.00024788i,-0.00012695+0.00042735i,-0.00091203+0.00038908i,-0.0010899+0.0005673i,-0.00044926+0.00093859i,0.00012384+0.0006904i,2.7947e-05+0.00026804i,-8.3897e-05-0.00018572i,-0.00013463+5.0318e-05i,-0.00065329+0.00025554i,-0.00065837+0.00025522i,1.9604e-05+0.00019794i,0.00035332-0.00041622i,-3.1762e-05-0.00047775i,-0.00091984-0.00098523i
-0.0011351-0.0010477i,-0.00044951-0.001454i,-0.00010742-0.0013805i,0.00018861-0.0017185i,0.0004735-0.0012425i,0.00023972+0.00011766i,0.00016899+0.00087812i,0.00090552+0.0012612i,0.0011661+0.0013018i,0.0013132+0.00066899i,0.00097276-0.00035297i,0.00060602-0.00062065i,0.00037591-0.00052628i,0.00057802-0.00045495i,0.00043905-0.00032467i,-1.1247e-05-0.00022838i,-0.00019795+0.00027718i,-0.00010311+0.00061876i,-0.00046874+0.00029659i,-0.00093257-0.00034425i,-0.00022903-0.00028955i,0.0008729+6.7609e-05i,0.00076724+0.0001639i
9.5095e-05+0.0015232i,0.00095803+0.00046808i,0.00025282-0.00043545i,0.0015216-0.00025128i,0.0032383-0.00020679i,0.0025778-0.00044524i,0.0010723-0.00059742i,0.00046944-0.0001683i,0.00020379+0.00018307i,-0.00041654+0.00012134i,-0.00034412-0.00032671i,0.00067731-0.00024542i,0.0020576+1.4964e-05i,0.0017002+0.00018066i,-0.00012406+0.00035719i,-0.00026054+0.00019337i,0.00062232+0.00026954i,0.00016841+0.00024786i,-0.00063044+1.1877e-05i,-0.00015179-6.809e-05i,5.6813e-05+0.00083802i,-0.00053426+0.00099917i,-0.00068499+0.00043354i
-0.00023661-0.00098934i,-0.00089032-0.0013508i,-0.00067737-0.00074989i,0.00059992-0.00038326i,0.0004298-0.00050944i,-3.9854e-05-5.892e-05i,0.00025347+0.00076619i,0.00048467+0.0012474i,0.00071688+0.00043473i,0.00026317-0.00016624i,-0.0011621-0.00056696i,-0.00084699-0.00064165i,0.00018326-3.5011e-05i,0.00019048+0.00016451i,3.7785e-05-0.00038569i,0.00021939-0.00051606i,0.00026178+6.9158e-05i,-0.00018271+0.00023567i,-0.0006765-0.00037648i,-0.00059007-0.00027287i,-0.0007151+0.00016362i,-0.00060848-7.5262e-05i,0.00018482-0.00042554i
0.000832-0.00088497i,-0.00020166-0.0008492i,-0.0013235-0.0010692i,-0.00087998-0.001392i,0.00039921-0.0011452i,0.00044029+0.00016678i,0.0006764+0.0015452i,0.0011321+0.001571i,0.00021253+0.00054669i,-0.00068156-0.00013712i,-0.00096596-0.00026588i,-0.00034173-0.00074292i,-0.0003353-0.00042511i,-0.00094893+0.00045085i,-0.00096775+0.00010995i,-0.00084281-0.00038596i,-0.00010289-0.00025232i,0.00054278+5.7463e-05i,0.0004977+0.00048813i,8.0812e-05+0.00047006i,-0.00014388+0.0003102i,-0.00021335+0.00022234i,-0.0001899+0.00049987i
-0.0012534-0.0015811i,-0.0016528-0.0013541i,-0.0012438-0.0012587i,0.00021826-0.0014722i,0.00054576-0.001267i,0.00012575+0.00061225i,-0.00044942+0.0017331i,-0.00038983+0.00082174i,0.00010896+7.9236e-05i,-0.00062047+0.00066294i,-0.0007108+0.00055343i,-0.00028846+0.00024974i,0.00021079+8.3875e-05i,3.69e-05-0.00017949i,-0.0011021+0.00020539i,-0.00091387+0.00094401i,-9.0458e-05+0.00068342i,0.0002833-0.00066775i,0.00061626-0.0015985i,0.00059536-0.0010328i,0.00039904-6.8652e-05i,0.00055052-0.00034378i,0.00074549-0.00017164i
-0.00078362+0.0012011i,-0.0012983+0.0015345i,-0.00011341+0.0018678i,0.0013792-0.0008025i,0.00097858-0.0033776i,-0.00024412-0.0025146i,-0.00056693-0.00093257i,0.00013362-0.0001927i,0.00037305+0.00015115i,0.00036733+0.00049727i,0.00055611+0.0006844i,-0.00057339-0.00022488i,-0.00098015-0.0011082i,-8.2577e-05-0.00044597i,0.00029934+0.00011298i,0.00038368+0.00019279i,-0.00029319+0.00031629i,-0.00081737+7.0916e-05i,-0.0006165+0.0001238i,-0.00021226+0.00053121i,0.00030715+0.00090653i,-6.659e-05+0.0011898i,-0.00061658+0.0012127i
0.003755+0.0011041i,0.0035534+0.0016428i,0.0025337+0.00095306i,0.0023433-0.00020516i,0.0013938-0.0014493i,-0.00013011-0.0012833i,-0.00044264+3.082e-07i,-0.00041346+0.00042557i,0.00022514+0.00026867i,0.00062267+0.00041582i,0.00025145-0.00029576i,0.00027504-0.00113i,0.00017569-0.00069114i,-1.2819e-05-0.00013244i,8.8503e-05+0.00038499i,-0.00033685+0.00072811i,-0.00010539+0.0012264i,0.00041958+0.0010709i,0.00055021-3.4639e-05i,-1.7195e-05-0.00053036i,-0.0003064-0.00039215i,-0.00062388-0.00056616i,-0.00091819-0.00046728i
-0.0011422-0.00091771i,-0.0013245-0.0014081i,-0.00097059-0.0018465i,0.00044336-0.00067087i,0.0013334-3.4502e-05i,0.00145+0.00044439i,0.0008778+0.0011333i,0.00097165+0.00064967i,0.00094314+5.5302e-05i,0.00099719+0.00040357i,0.00084123+0.00094597i,0.00060628+0.00059603i,0.00013651+0.00018549i,-0.00011278+0.00011145i,0.00041552-0.00021886i,0.00043794-0.0007545i,-5.5628e-05-0.00044288i,0.00041173-0.00036538i,0.00085809-0.00039961i,0.00043229+0.00021471i,5.2867e-05+3.8304e-05i,0.00029827-0.00068207i,0.0004044-0.00060815i
0.0013755-0.00065054i,0.00072606-0.0018531i,-0.00062516-0.0013731i,-0.00029107-0.00026802i,0.00141-0.0001282i,0.001115-0.00033391i,-2.5004e-05-1.1813e-05i,0.00072325-0.00016694i,0.00097281-0.00077537i,0.00060713-0.00079377i,-0.00021825-7.6179e-05i,-0.00082709-0.00024269i,0.00024777+0.00014861i,0.00029131+0.00036685i,-0.00036462-0.00039179i,-0.00027462-0.00068921i,0.00013043-0.00018696i,0.00020049+0.00021088i,0.00029997-0.00034583i,0.0003681-0.0005033i,-7.9437e-05-5.695e-05i,-0.00039352+0.00072868i,-0.00025923+0.00079199i
-0.0021705-0.0017847i,-0.0023605-0.001598i,-0.0019022-0.00047645i,-0.00041059-0.00024566i,-0.00020953-0.0005074i,-0.00021306-9.2982e-05i,-6.1839e-05+0.00063373i,-7.8386e-05+0.00013493i,0.00013359-0.00044232i,-5.8418e-05+0.00012697i,-0.0001664+0.00058619i,0.00063143+0.00035434i,0.00088621+0.00023693i,-0.00036282-0.0002369i,-0.00046515-0.00057093i,-0.00013385-0.00025469i,-0.00027197-0.00016283i,0.00010463-0.0005441i,0.00063435-8.4046e-05i,0.00022944+0.00092965i,0.00012508+0.00047283i,0.00013656+0.00010879i,-1.6951e-05+0.00010579i
0.001284+0.001028i,0.0012397+0.0018619i,0.00062354+0.0013872i,0.00079451+0.00085912i,0.00057254+8.6658e-05i,-0.00028948+0.00073523i,-0.00028859+0.0016241i,0.00050764+0.00129i,0.00084633+0.00059589i,0.00040203+0.00033779i,-0.00049413+0.00021095i,-1.2092e-05-0.00030568i,0.00077832-0.00039114i,0.00060566-0.00013375i,0.00021631+0.00084227i,-0.00021418+0.0012073i,-0.00071784+0.00049466i,6.8751e-05+6.8541e-06i,0.0002215+0.00012847i,-0.00024095+0.00053479i,-0.00019662+0.0006059i,1.1171e-05+1.2843e-05i,0.00032672-0.00027618i
0.0001721-0.0023007i,0.001018-0.002829i,0.0017783-0.0018752i,0.0016395-0.001149i,0.0016201-0.0013453i,0.00083891-0.00088306i,0.00029169-0.00031338i,0.00015041-0.0004106i,0.0004289-0.00056748i,0.00044155-0.00078894i,-0.00024311-0.00073909i,-0.00021304-0.00040102i,0.0003602-0.00025503i,0.00014791-0.00070199i,0.00025196-0.0005094i,0.00052518+0.00010939i,-0.00012618-0.00024085i,-0.00052664-0.00030892i,-0.00012421+0.00060955i,0.00020642+0.00076096i,0.0002987+0.00023299i,3.6583e-06+9.1568e-05i,-0.00011597+0.00017165i
0.0017009-0.0037242i,-0.00071068-0.0045057i,-0.0022454-0.0044428i,-0.0027552-0.0025086i,-0.0021278+1.8183e-05i,-0.0012369+0.00076944i,-0.00067042+8.546e-05i,-0.00060134-0.00028819i,-0.00056476-0.00020859i,-0.0010242+0.00058218i,-0.0012986+0.0013088i,-0.00036558+0.001291i,-0.00025965+0.0008075i,-0.00057815+0.00063937i,-0.00091967+0.00019819i,-0.00054536+0.00036816i,-5.4247e-05+0.00042416i,-0.00016782-0.00029545i,-0.00034533-0.00032774i,-0.00017018-0.00055764i,0.00047279-0.00029255i,0.00044775+0.00038792i,8.645e-05+0.00045581i
-0.002081-0.0032596i,-0.002309-0.0018791i,-0.0029142-0.00099807i,-0.0022576-0.00054883i,-0.00035574-0.0003844i,0.00043631-4.2165e-05i,-0.00024253+0.00029352i,-0.00079162+0.00051461i,-0.00039146+0.00071629i,0.00040004+0.0014379i,-7.0525e-05+0.0013913i,-0.00025135+0.00067172i,0.0003704+0.00014535i,0.00020888-0.00044397i,-0.00057743-8.0696e-05i,-0.0013424+0.00067373i,-0.0013159+5.0549e-05i,-0.00054405-0.00094972i,0.00013764-0.00076964i,-6.5304e-05-9.7994e-05i,-0.00047075+0.00018803i,0.00015729+5.0306e-06i,0.00024759+0.0002421i
-0.0015194+0.00071139i,0.00043613-3.4083e-05i,0.0013094+0.00031119i,0.0021772+0.00071697i,0.0025445+0.0012093i,0.001746+0.0016511i,0.00092692+0.0018586i,0.00059296+0.0017583i,0.00076239+0.00088668i,0.00091245-0.00012181i,0.00093775-0.00063574i,0.0006253-0.00039531i,0.00051766-0.00035858i,0.00062913-0.00071974i,0.00085105-0.00092602i,0.00090208-0.00072547i,-0.00030334+7.1325e-05i,-0.001205+0.00021614i,-0.00021746+0.00034385i,-3.1381e-05+0.0006113i,0.00011894+0.00013102i,0.00024194-8.5093e-05i,-0.00011321-2.9019e-06i
0.0036408+0.0011799i,0.0028225-0.00028653i,0.002255-0.00022047i,0.001883-0.00042034i,0.0012239-0.0018082i,0.00013796-0.0029904i,1.1262e-05-0.0014746i,0.00033434+0.00093574i,0.0012349+0.00068198i,0.0016171-0.00063242i,0.00047781-0.00083996i,-0.00035452-0.00028045i,-0.00025134-0.00022415i,0.00015621-0.00059291i,0.00057674-0.00039976i,0.00069331-0.00052835i,-0.0003467-0.00080214i,-0.00090351-0.00088582i,-5.1367e-06-0.00048391i,7.845e-05-0.00020299i,-0.00014401-0.00025399i,-3.1724e-05+2.0669e-05i,0.00024794-0.00020572i
-0.0020541+0.0015697i,-0.0018036+0.0009949i,-0.00086953+0.00062953i,-0.00017439+0.0004126i,0.00036572+0.00032908i,0.00029918+0.0010691i,0.00092138+0.0013082i,0.00073165+0.0014357i,-0.00022542+0.0011817i,-0.00059377+0.00039164i,-0.00037763-0.00017606i,6.9373e-06-0.00045167i,0.00047535-0.00087109i,0.00077215-0.00083258i,0.00016368-0.00047253i,-0.00010437+8.2111e-05i,-0.00035472+0.00031831i,-0.0005188+0.00017065i,1.8903e-05-0.00037655i,0.00044283-0.00081723i,-0.00049021-0.0006063i,-0.00093721-0.00089323i,-0.0001087-0.00095289i
0.0034357-0.0042581i,0.0027032-0.0034762i,0.0017044-0.002681i,-0.00026963-0.0023297i,-0.0012192-0.0011825i,-0.00053585-0.00017688i,-0.00027422+9.7501e-05i,0.00016711-0.00024828i,5.1499e-05-0.00063922i,-0.00010083-0.00070096i,-0.0002653+0.00018062i,-0.00068836+0.00080712i,-0.00085287+0.00033999i,-0.00030334+0.00019654i,-0.00010814+0.00041117i,-0.00011112+0.0010323i,-0.00056181+0.0015195i,-0.00089056+0.0011615i,-0.00041545+0.00098246i,-0.00017344+0.00096987i,0.00016824+0.00010758i,-0.00014042-0.00068389i,-0.00010744+4.331e-05i
-0.002355+0.0021514i,-0.001558+0.0036796i,-0.00040002+0.0031071i,0.0015464+0.0012886i,0.0022793+0.00031132i,0.0014717-0.00042296i,-0.00024104-0.00012638i,-0.00060501+0.0005761i,-0.00056959+0.00013956i,-4.4357e-05-0.00074251i,0.00066709-0.0008484i,0.00049942-0.00061748i,0.00060739-0.00026624i,0.00068046-0.00046878i,0.00086188-0.00074214i,0.00087325-0.0007854i,0.00047562-0.00086609i,-0.00068076-0.00062312i,-0.00082409-0.00026768i,-0.00094008-2.6056e-05i,-0.00054843-0.0003268i,0.0011304-0.00015327i,0.00099225-0.00012491i
-0.00016535-0.0029662i,-0.00016396-0.0014869i,-0.00019195-0.00078794i,-0.00044447-0.00055959i,-0.00052344-0.00021769i,-0.00083707-1.2359e-05i,-0.00041012+0.00019937i,0.00030539+0.00081549i,-0.00020147+0.00046411i,-0.0013146-6.1882e-05i,-0.00090581+0.00017793i,0.00043127+0.00088855i,0.001218+0.00093213i,0.0010801+0.00058255i,0.00067472+0.00028987i,0.00018543-0.00036758i,-0.00039455-0.00082514i,-0.00060781-0.0010081i,-0.00025462-0.00076251i,-0.00037392-0.00054758i,-0.000286-0.00064207i,0.00057866-0.00067723i,0.00038016-0.00023921i
-0.00026885-0.00078306i,-0.00028678-0.0010715i,-0.00065962-0.0016573i,-0.00068192-0.001516i,-0.00025573-0.00040668i,-0.00021573+0.00078585i,-0.0013533+0.0017496i,-0.0015922+0.0019255i,-0.00045422+0.00083504i,-0.00017248+0.00049269i,-0.00052086+0.00063914i,-0.00067254+0.00083098i,-0.00021087+0.0012459i,0.00042645+0.0012034i,-0.00015865+0.0010453i,-0.0011747+2.9803e-05i,-0.00036998-0.00045583i,3.2423e-06+0.00023975i,-0.0002325+0.00036363i,-0.00045022+0.00023449i,-0.0013762-0.00018523i,-0.00099977-0.00064523i,-0.00012495-0.00019119i
0.002652-0.0019076i,0.0022332-0.0017118i,0.0018552-0.00078938i,0.0017303-0.0010203i,0.0012423-0.0014863i,0.00037193-0.00055916i,0.00043682-0.00024461i,0.00088361+0.000226i,0.00054991+8.6063e-05i,-3.45e-05-0.00038158i,-0.00048635+6.0901e-05i,-0.00053759+0.00031269i,-0.00030931+0.00020555i,-0.00044975+0.00023674i,-0.00062724-0.00016602i,-0.00033387-0.00081588i,-0.00018824-0.00095892i,2.8268e-05-0.00049489i,0.00036998-0.00024652i,7.8589e-05+5.1874e-05i,-0.00037594+0.00038571i,-9.5061e-05+0.00019692i,0.00021928-0.00039793i
0.0015532-0.0016958i,0.0020833-0.0020728i,0.0024038-0.00084095i,0.0025157+0.00011737i,0.0017489+4.4898e-06i,0.00016076+0.00010595i,-0.00082105+0.00086426i,0.00012272+0.001132i,0.00090486+0.0011609i,0.0010353+0.00075752i,0.0004582-0.0001021i,-0.00049692-0.00087577i,-0.00075531-0.0008488i,-0.00033789-0.00011427i,-0.00043461-0.00024848i,-0.00087673-0.00057322i,-0.0001574-1.6001e-05i,0.00034113+0.00062361i,0.00050019-0.00013292i,0.0013636-0.00095936i,0.0010774+2.3875e-05i,0.00042731+7.9962e-05i,0.00056608-0.00035862i
-0.00080795-0.00056212i,-0.0021534+0.0002286i,-0.0014585-0.00052177i,-0.00010928-0.00047862i,0.00016539-0.00074383i,-0.00057562-3.1977e-05i,-0.00011479+0.00071674i,0.00048999+0.00073247i,0.00039071-0.0001012i,0.00061765-0.00098261i,0.00055513-0.00064966i,0.0002854-0.00095664i,0.00035702-0.00090336i,-0.00036368+1.36e-05i,-0.00048849+0.00037957i,0.0004077+0.0005564i,0.00024342+0.00086806i,-7.1076e-05+0.0011146i,-0.00033584+0.00027435i,-7.9072e-06-0.00067968i,0.00039496+0.00016745i,0.00070925+0.00023521i,0.00037802+0.00024672i
-0.0003807-0.002953i,0.00023609-0.0031397i,-0.000367-0.0025768i,-0.00071341-0.0026482i,-0.00079984-0.0019893i,-0.00033343-0.00050131i,-0.0001638+0.00088608i,-0.0005462+0.00089079i,-0.00021534-9.6159e-05i,-0.00040856-0.001188i,-0.00046488-0.00068926i,-0.00035059+0.00018369i,-0.00055463+0.00012004i,-0.00050245+0.00027175i,-0.00062088+0.00036592i,-0.00068556+0.00047007i,-0.00050187+0.00079594i,1.5522e-05+4.7273e-05i,-1.5227e-05-0.00026913i,0.00015668+0.00037743i,0.00078572+0.00074842i,0.00084591+0.00023073i,0.00048933-4.381e-05i
0.0019041+0.0007038i,0.0014685-0.001328i,0.0010113-0.0016198i,0.00057027-0.0017953i,0.0003208-0.0018741i,-0.00050027-0.0012256i,-0.00068412-0.00054835i,0.00028132+0.00014599i,0.00049522+0.00036324i,-2.9237e-05-8.6214e-05i,-0.00055314-0.00016853i,-0.0010425+0.00010668i,-0.00046682+0.0001405i,0.00030031+0.0004486i,8.7716e-05+0.00018016i,-0.00082585-0.00031031i,-0.0011016-0.00071039i,-0.00058112-0.00046736i,-0.00047561-9.4237e-05i,-0.0007141-0.00059113i,-0.00058645-0.00077701i,-0.00069315+0.00061198i,-0.0010372+0.0010292i
0.0018565+0.0019262i,0.00089558+0.0014338i,0.001205-0.00031691i,0.00042564-0.0011809i,-0.00025567-0.0015037i,-0.00097416-0.00082357i,-0.0014788+0.00030588i,-0.00057182-0.00015889i,-0.00019965-0.00074832i,-0.00057174-0.00035363i,-0.00019604+0.00027189i,-0.00046585+4.6136e-05i,-0.00073834-0.00019005i,-8.9854e-05-0.00041982i,-0.0002588-0.00039851i,-0.00063926+0.00035828i,-0.00044055+0.00028693i,-0.00015858-2.5359e-05i,0.00057692-0.00033822i,0.0008639+0.00020742i,0.00014503+0.00075499i,0.00018061+0.00043174i,0.0004426-8.8716e-05i
-0.0031646-0.000429i,-0.0025189+0.00017098i,-0.0019536+0.0012469i,-0.00042378+0.0016138i,0.0012274+0.0013964i,0.001704+0.00073794i,0.0011649+0.00070968i,0.00048646+0.00094619i,0.00041316+0.00033917i,0.0012174+0.00029525i,0.0010849+0.00033176i,0.00024324-1.2507e-05i,0.00042544-0.00011039i,0.00041785+0.00071394i,0.00025023+0.0010108i,0.00015573+0.0005536i,-0.00035228+0.00023858i,-0.00076608-1.8712e-06i,-0.00085457+0.00015632i,-0.0013748+0.00015332i,-0.0015584+0.00047224i,-0.0010218+0.00026538i,-0.00043655-0.00024186i
0.0012504-0.0011329i,0.0011874-0.0011804i,-0.00025602-0.0007003i,4.9768e-05-0.00031807i,0.0008871-0.00050513i,-0.00025384-0.00066781i,-0.00072535+0.00010566i,-0.00013156+0.00086227i,-0.00033125+0.00069767i,-0.00040654+0.00013363i,-0.00054212+0.00041129i,-0.0005793+0.00051053i,-0.00049551+1.8092e-05i,-0.00086555-0.00015803i,-0.00041226+6.9676e-05i,0.00024591-4.3954e-05i,0.0003197-0.0004326i,-6.3113e-05-0.0010989i,-0.00061324-0.0012468i,-0.00072006-0.0011068i,-0.00048816-0.0008804i,0.00060451+0.0001352i,0.0015976+0.00035244i
0.000737-0.0010459i,0.0010516-0.00069347i,0.00073069-0.00056277i,0.00046643-0.00052135i,0.0003006-0.00040473i,0.00042169-0.00021297i,0.00078965+0.00029581i,0.00036424+0.00030597i,0.00051179-0.00091053i,0.00082192-0.00095326i,-0.00022018-0.00079678i,-0.00045067-0.0004771i,0.00027879+0.00022838i,-0.00016567+0.00080054i,-0.0006697+0.00087726i,-0.00026251+0.00027463i,0.00030971-0.00065046i,0.00027028-0.0013303i,-0.00050919-0.00062223i,-0.00077446+0.0005844i,-0.00069396+0.00057788i,4.2605e-05-0.00039417i,0.00020769-0.00021944i
